ID;Geslacht;Onderwijssoort;Regiokenmerken;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
4969;Mannen;Vmbo-g;Zuid-Nederland (LD);2014/'15;930;900;96.0
4970;Mannen;Vmbo-g;Zuid-Nederland (LD);2015/'16;920;840;91.0
4971;Mannen;Vmbo-g;Zuid-Nederland (LD);2016/'17;970;870;89.0
4972;Mannen;Vmbo-g;Zuid-Nederland (LD);2017/'18;1020;930;91.0
4973;Mannen;Vmbo-g;Zuid-Nederland (LD);2018/'19;940;850;91.0
4974;Mannen;Vmbo-g;Zuid-Nederland (LD);2019/'20;850;840;
4975;Mannen;Vmbo-g;Zuid-Nederland (LD);2020/'21;920;880;96.0
4976;Mannen;Vmbo-g;Zuid-Nederland (LD);2021/'22;920;910;98.0
4977;Mannen;Vmbo-g;Zuid-Nederland (LD);2022/'23;770;720;93.0
4978;Mannen;Vmbo-g;Zuid-Nederland (LD);2023/'24;800;710;89.0
4979;Mannen;Vmbo-g;Niet in te delen (LD);2011/'12;0;0;
4980;Mannen;Vmbo-g;Niet in te delen (LD);2012/'13;0;0;
4981;Mannen;Vmbo-g;Niet in te delen (LD);2013/'14;10;10;
4982;Mannen;Vmbo-g;Niet in te delen (LD);2014/'15;10;0;
4983;Mannen;Vmbo-g;Niet in te delen (LD);2015/'16;10;10;
4984;Mannen;Vmbo-g;Niet in te delen (LD);2016/'17;10;0;
4985;Mannen;Vmbo-g;Niet in te delen (LD);2017/'18;0;0;
4986;Mannen;Vmbo-g;Niet in te delen (LD);2018/'19;10;10;
4987;Mannen;Vmbo-g;Niet in te delen (LD);2019/'20;0;0;
4988;Mannen;Vmbo-g;Niet in te delen (LD);2020/'21;10;10;
4989;Mannen;Vmbo-g;Niet in te delen (LD);2021/'22;10;10;100.0
4990;Mannen;Vmbo-g;Niet in te delen (LD);2022/'23;10;10;
4991;Mannen;Vmbo-g;Niet in te delen (LD);2023/'24;10;10;100.0
4992;Mannen;Vmbo-g;Groningen (PV);2011/'12;90;80;89.0
4993;Mannen;Vmbo-g;Groningen (PV);2012/'13;90;80;
4994;Mannen;Vmbo-g;Groningen (PV);2013/'14;120;100;90.0
4995;Mannen;Vmbo-g;Groningen (PV);2014/'15;100;90;86.0
4996;Mannen;Vmbo-g;Groningen (PV);2015/'16;80;70;
4997;Mannen;Vmbo-g;Groningen (PV);2016/'17;80;70;
4998;Mannen;Vmbo-g;Groningen (PV);2017/'18;90;80;
4999;Mannen;Vmbo-g;Groningen (PV);2018/'19;130;110;88.0
5000;Mannen;Vmbo-g;Groningen (PV);2019/'20;90;90;
5001;Mannen;Vmbo-g;Groningen (PV);2020/'21;110;110;98.0
5002;Mannen;Vmbo-g;Groningen (PV);2021/'22;90;90;96.0
5003;Mannen;Vmbo-g;Groningen (PV);2022/'23;100;90;95.0
5004;Mannen;Vmbo-g;Groningen (PV);2023/'24;100;90;88.0
5005;Mannen;Vmbo-g;Fryslân (PV);2011/'12;150;120;83.0
5006;Mannen;Vmbo-g;Fryslân (PV);2012/'13;200;190;92.0
5007;Mannen;Vmbo-g;Fryslân (PV);2013/'14;190;180;93.0
5008;Mannen;Vmbo-g;Fryslân (PV);2014/'15;200;200;
5009;Mannen;Vmbo-g;Fryslân (PV);2015/'16;190;170;92.0
5010;Mannen;Vmbo-g;Fryslân (PV);2016/'17;190;180;
5011;Mannen;Vmbo-g;Fryslân (PV);2017/'18;210;190;89.0
5012;Mannen;Vmbo-g;Fryslân (PV);2018/'19;210;190;88.0
5013;Mannen;Vmbo-g;Fryslân (PV);2019/'20;210;200;
5014;Mannen;Vmbo-g;Fryslân (PV);2020/'21;180;170;99.0
5015;Mannen;Vmbo-g;Fryslân (PV);2021/'22;180;170;95.0
5016;Mannen;Vmbo-g;Fryslân (PV);2022/'23;220;200;91.0
5017;Mannen;Vmbo-g;Fryslân (PV);2023/'24;210;190;89.0
5018;Mannen;Vmbo-g;Drenthe (PV);2011/'12;80;70;88.0
5019;Mannen;Vmbo-g;Drenthe (PV);2012/'13;80;70;
5020;Mannen;Vmbo-g;Drenthe (PV);2013/'14;120;120;
5021;Mannen;Vmbo-g;Drenthe (PV);2014/'15;140;140;
5022;Mannen;Vmbo-g;Drenthe (PV);2015/'16;160;150;94.0
5023;Mannen;Vmbo-g;Drenthe (PV);2016/'17;160;150;92.0
5024;Mannen;Vmbo-g;Drenthe (PV);2017/'18;180;160;90.0
5025;Mannen;Vmbo-g;Drenthe (PV);2018/'19;150;140;89.0
5026;Mannen;Vmbo-g;Drenthe (PV);2019/'20;170;170;
5027;Mannen;Vmbo-g;Drenthe (PV);2020/'21;120;120;100.0
5028;Mannen;Vmbo-g;Drenthe (PV);2021/'22;100;100;97.0
5029;Mannen;Vmbo-g;Drenthe (PV);2022/'23;120;110;92.0
5030;Mannen;Vmbo-g;Drenthe (PV);2023/'24;120;110;90.0
5031;Mannen;Vmbo-g;Overijssel (PV);2011/'12;250;220;88.0
5032;Mannen;Vmbo-g;Overijssel (PV);2012/'13;270;240;91.0
5033;Mannen;Vmbo-g;Overijssel (PV);2013/'14;380;340;89.0
5034;Mannen;Vmbo-g;Overijssel (PV);2014/'15;350;330;93.0
5035;Mannen;Vmbo-g;Overijssel (PV);2015/'16;350;330;93.0
5036;Mannen;Vmbo-g;Overijssel (PV);2016/'17;340;310;91.0
5037;Mannen;Vmbo-g;Overijssel (PV);2017/'18;380;340;89.0
5038;Mannen;Vmbo-g;Overijssel (PV);2018/'19;380;340;91.0
5039;Mannen;Vmbo-g;Overijssel (PV);2019/'20;450;450;
5040;Mannen;Vmbo-g;Overijssel (PV);2020/'21;360;350;97.0
5041;Mannen;Vmbo-g;Overijssel (PV);2021/'22;390;380;96.0
5042;Mannen;Vmbo-g;Overijssel (PV);2022/'23;370;330;89.0
5043;Mannen;Vmbo-g;Overijssel (PV);2023/'24;370;340;91.0
5044;Mannen;Vmbo-g;Flevoland (PV);2011/'12;80;70;
5045;Mannen;Vmbo-g;Flevoland (PV);2012/'13;80;80;
5046;Mannen;Vmbo-g;Flevoland (PV);2013/'14;100;90;88.0
5047;Mannen;Vmbo-g;Flevoland (PV);2014/'15;60;60;
5048;Mannen;Vmbo-g;Flevoland (PV);2015/'16;100;100;
5049;Mannen;Vmbo-g;Flevoland (PV);2016/'17;100;90;
5050;Mannen;Vmbo-g;Flevoland (PV);2017/'18;100;90;89.0
5051;Mannen;Vmbo-g;Flevoland (PV);2018/'19;140;140;
5052;Mannen;Vmbo-g;Flevoland (PV);2019/'20;120;120;
5053;Mannen;Vmbo-g;Flevoland (PV);2020/'21;120;110;97.0
5054;Mannen;Vmbo-g;Flevoland (PV);2021/'22;140;130;96.0
5055;Mannen;Vmbo-g;Flevoland (PV);2022/'23;150;130;87.0
5056;Mannen;Vmbo-g;Flevoland (PV);2023/'24;120;100;84.0
5057;Mannen;Vmbo-g;Gelderland (PV);2011/'12;440;390;88.0
5058;Mannen;Vmbo-g;Gelderland (PV);2012/'13;440;380;87.0
5059;Mannen;Vmbo-g;Gelderland (PV);2013/'14;410;380;93.0
5060;Mannen;Vmbo-g;Gelderland (PV);2014/'15;470;430;92.0
5061;Mannen;Vmbo-g;Gelderland (PV);2015/'16;480;450;94.0
5062;Mannen;Vmbo-g;Gelderland (PV);2016/'17;520;480;93.0
5063;Mannen;Vmbo-g;Gelderland (PV);2017/'18;480;440;91.0
5064;Mannen;Vmbo-g;Gelderland (PV);2018/'19;480;430;89.0
5065;Mannen;Vmbo-g;Gelderland (PV);2019/'20;450;450;
5066;Mannen;Vmbo-g;Gelderland (PV);2020/'21;530;510;97.0
5067;Mannen;Vmbo-g;Gelderland (PV);2021/'22;600;590;97.0
5068;Mannen;Vmbo-g;Gelderland (PV);2022/'23;600;540;89.0
5069;Mannen;Vmbo-g;Gelderland (PV);2023/'24;580;520;89.0
5070;Mannen;Vmbo-g;Utrecht (PV);2011/'12;90;80;
5071;Mannen;Vmbo-g;Utrecht (PV);2012/'13;110;90;86.0
5072;Mannen;Vmbo-g;Utrecht (PV);2013/'14;100;90;88.0
5073;Mannen;Vmbo-g;Utrecht (PV);2014/'15;170;150;90.0
5074;Mannen;Vmbo-g;Utrecht (PV);2015/'16;150;140;93.0
5075;Mannen;Vmbo-g;Utrecht (PV);2016/'17;140;120;88.0
5076;Mannen;Vmbo-g;Utrecht (PV);2017/'18;110;90;88.0
5077;Mannen;Vmbo-g;Utrecht (PV);2018/'19;130;110;86.0
5078;Mannen;Vmbo-g;Utrecht (PV);2019/'20;130;130;
5079;Mannen;Vmbo-g;Utrecht (PV);2020/'21;130;120;96.0
5080;Mannen;Vmbo-g;Utrecht (PV);2021/'22;120;120;98.0
5081;Mannen;Vmbo-g;Utrecht (PV);2022/'23;150;140;93.0
5082;Mannen;Vmbo-g;Utrecht (PV);2023/'24;100;90;88.0
5083;Mannen;Vmbo-g;Noord-Holland (PV);2011/'12;220;200;88.0
5084;Mannen;Vmbo-g;Noord-Holland (PV);2012/'13;190;160;84.0
5085;Mannen;Vmbo-g;Noord-Holland (PV);2013/'14;190;170;88.0
5086;Mannen;Vmbo-g;Noord-Holland (PV);2014/'15;220;200;92.0
5087;Mannen;Vmbo-g;Noord-Holland (PV);2015/'16;230;210;92.0
5088;Mannen;Vmbo-g;Noord-Holland (PV);2016/'17;240;210;89.0
5089;Mannen;Vmbo-g;Noord-Holland (PV);2017/'18;260;230;91.0
5090;Mannen;Vmbo-g;Noord-Holland (PV);2018/'19;320;270;84.0
5091;Mannen;Vmbo-g;Noord-Holland (PV);2019/'20;330;330;
5092;Mannen;Vmbo-g;Noord-Holland (PV);2020/'21;290;290;98.0
5093;Mannen;Vmbo-g;Noord-Holland (PV);2021/'22;260;250;97.0
5094;Mannen;Vmbo-g;Noord-Holland (PV);2022/'23;370;340;91.0
5095;Mannen;Vmbo-g;Noord-Holland (PV);2023/'24;370;340;90.0
5096;Mannen;Vmbo-g;Zuid-Holland (PV);2011/'12;540;470;87.0
5097;Mannen;Vmbo-g;Zuid-Holland (PV);2012/'13;540;470;88.0
5098;Mannen;Vmbo-g;Zuid-Holland (PV);2013/'14;490;450;90.0
5099;Mannen;Vmbo-g;Zuid-Holland (PV);2014/'15;620;560;90.0
5100;Mannen;Vmbo-g;Zuid-Holland (PV);2015/'16;640;590;92.0
5101;Mannen;Vmbo-g;Zuid-Holland (PV);2016/'17;620;540;87.0
5102;Mannen;Vmbo-g;Zuid-Holland (PV);2017/'18;630;530;84.0
5103;Mannen;Vmbo-g;Zuid-Holland (PV);2018/'19;630;570;90.0
5104;Mannen;Vmbo-g;Zuid-Holland (PV);2019/'20;540;540;
5105;Mannen;Vmbo-g;Zuid-Holland (PV);2020/'21;590;570;97.0
5106;Mannen;Vmbo-g;Zuid-Holland (PV);2021/'22;550;520;95.0
5107;Mannen;Vmbo-g;Zuid-Holland (PV);2022/'23;610;550;90.0
5108;Mannen;Vmbo-g;Zuid-Holland (PV);2023/'24;570;510;90.0
5109;Mannen;Vmbo-g;Zeeland (PV);2011/'12;120;110;90.0
5110;Mannen;Vmbo-g;Zeeland (PV);2012/'13;110;110;
5111;Mannen;Vmbo-g;Zeeland (PV);2013/'14;130;130;
5112;Mannen;Vmbo-g;Zeeland (PV);2014/'15;110;110;
5113;Mannen;Vmbo-g;Zeeland (PV);2015/'16;100;90;
5114;Mannen;Vmbo-g;Zeeland (PV);2016/'17;60;50;83.0
5115;Mannen;Vmbo-g;Zeeland (PV);2017/'18;100;80;84.0
5116;Mannen;Vmbo-g;Zeeland (PV);2018/'19;90;80;
5117;Mannen;Vmbo-g;Zeeland (PV);2019/'20;60;60;
5118;Mannen;Vmbo-g;Zeeland (PV);2020/'21;70;70;99.0
5119;Mannen;Vmbo-g;Zeeland (PV);2021/'22;80;80;96.0
5120;Mannen;Vmbo-g;Zeeland (PV);2022/'23;40;40;90.0
5121;Mannen;Vmbo-g;Zeeland (PV);2023/'24;80;70;91.0
5122;Mannen;Vmbo-g;Noord-Brabant (PV);2011/'12;750;690;92.0
5123;Mannen;Vmbo-g;Noord-Brabant (PV);2012/'13;640;580;92.0
5124;Mannen;Vmbo-g;Noord-Brabant (PV);2013/'14;720;680;94.0
5125;Mannen;Vmbo-g;Noord-Brabant (PV);2014/'15;680;660;96.0
5126;Mannen;Vmbo-g;Noord-Brabant (PV);2015/'16;690;620;90.0
5127;Mannen;Vmbo-g;Noord-Brabant (PV);2016/'17;680;600;88.0
5128;Mannen;Vmbo-g;Noord-Brabant (PV);2017/'18;700;650;92.0
5129;Mannen;Vmbo-g;Noord-Brabant (PV);2018/'19;600;550;91.0
5130;Mannen;Vmbo-g;Noord-Brabant (PV);2019/'20;550;540;
5131;Mannen;Vmbo-g;Noord-Brabant (PV);2020/'21;560;540;95.0
5132;Mannen;Vmbo-g;Noord-Brabant (PV);2021/'22;580;560;98.0
5133;Mannen;Vmbo-g;Noord-Brabant (PV);2022/'23;480;430;91.0
5134;Mannen;Vmbo-g;Noord-Brabant (PV);2023/'24;500;430;86.0
5135;Mannen;Vmbo-g;Limburg (PV);2011/'12;310;270;87.0
5136;Mannen;Vmbo-g;Limburg (PV);2012/'13;300;280;93.0
5137;Mannen;Vmbo-g;Limburg (PV);2013/'14;250;240;93.0
5138;Mannen;Vmbo-g;Limburg (PV);2014/'15;250;240;95.0
5139;Mannen;Vmbo-g;Limburg (PV);2015/'16;230;220;94.0
5140;Mannen;Vmbo-g;Limburg (PV);2016/'17;290;270;93.0
5141;Mannen;Vmbo-g;Limburg (PV);2017/'18;320;280;89.0
5142;Mannen;Vmbo-g;Limburg (PV);2018/'19;340;310;92.0
5143;Mannen;Vmbo-g;Limburg (PV);2019/'20;300;300;
5144;Mannen;Vmbo-g;Limburg (PV);2020/'21;360;340;96.0
5145;Mannen;Vmbo-g;Limburg (PV);2021/'22;350;340;99.0
5146;Mannen;Vmbo-g;Limburg (PV);2022/'23;300;280;95.0
5147;Mannen;Vmbo-g;Limburg (PV);2023/'24;300;280;93.0
5148;Mannen;Vmbo-g;Niet in te delen (PV);2011/'12;0;0;
5149;Mannen;Vmbo-g;Niet in te delen (PV);2012/'13;0;0;
5150;Mannen;Vmbo-g;Niet in te delen (PV);2013/'14;10;10;
5151;Mannen;Vmbo-g;Niet in te delen (PV);2014/'15;10;0;
5152;Mannen;Vmbo-g;Niet in te delen (PV);2015/'16;10;10;
5153;Mannen;Vmbo-g;Niet in te delen (PV);2016/'17;10;0;
5154;Mannen;Vmbo-g;Niet in te delen (PV);2017/'18;0;0;
5155;Mannen;Vmbo-g;Niet in te delen (PV);2018/'19;10;10;
5156;Mannen;Vmbo-g;Niet in te delen (PV);2019/'20;0;0;
5157;Mannen;Vmbo-g;Niet in te delen (PV);2020/'21;10;10;
5158;Mannen;Vmbo-g;Niet in te delen (PV);2021/'22;10;10;100.0
5159;Mannen;Vmbo-g;Niet in te delen (PV);2022/'23;10;10;
5160;Mannen;Vmbo-g;Niet in te delen (PV);2023/'24;10;10;100.0
5161;Mannen;Vmbo-g;Amsterdam;2011/'12;40;30;
5162;Mannen;Vmbo-g;Amsterdam;2012/'13;30;20;65.0
5163;Mannen;Vmbo-g;Amsterdam;2013/'14;50;40;80.0
5164;Mannen;Vmbo-g;Amsterdam;2014/'15;40;30;
5165;Mannen;Vmbo-g;Amsterdam;2015/'16;30;30;
5166;Mannen;Vmbo-g;Amsterdam;2016/'17;30;30;
5167;Mannen;Vmbo-g;Amsterdam;2017/'18;30;30;
5168;Mannen;Vmbo-g;Amsterdam;2018/'19;30;20;59.0
5169;Mannen;Vmbo-g;Amsterdam;2019/'20;20;20;
5170;Mannen;Vmbo-g;Amsterdam;2020/'21;20;20;88.0
5171;Mannen;Vmbo-g;Amsterdam;2021/'22;30;30;100.0
5172;Mannen;Vmbo-g;Amsterdam;2022/'23;40;30;84.0
5173;Mannen;Vmbo-g;Amsterdam;2023/'24;50;50;96.0
5174;Mannen;Vmbo-g;'s-Gravenhage (gemeente);2011/'12;20;20;
5175;Mannen;Vmbo-g;'s-Gravenhage (gemeente);2012/'13;30;20;
5176;Mannen;Vmbo-g;'s-Gravenhage (gemeente);2013/'14;40;40;
5177;Mannen;Vmbo-g;'s-Gravenhage (gemeente);2014/'15;40;40;
5178;Mannen;Vmbo-g;'s-Gravenhage (gemeente);2015/'16;30;30;
5179;Mannen;Vmbo-g;'s-Gravenhage (gemeente);2016/'17;30;20;
5180;Mannen;Vmbo-g;'s-Gravenhage (gemeente);2017/'18;30;20;
5181;Mannen;Vmbo-g;'s-Gravenhage (gemeente);2018/'19;50;40;
5182;Mannen;Vmbo-g;'s-Gravenhage (gemeente);2019/'20;30;30;
5183;Mannen;Vmbo-g;'s-Gravenhage (gemeente);2020/'21;40;40;95.0
5184;Mannen;Vmbo-g;'s-Gravenhage (gemeente);2021/'22;40;40;95.0
5185;Mannen;Vmbo-g;'s-Gravenhage (gemeente);2022/'23;30;30;84.0
5186;Mannen;Vmbo-g;'s-Gravenhage (gemeente);2023/'24;40;30;94.0
5187;Mannen;Vmbo-g;Rotterdam;2011/'12;70;50;78.0
5188;Mannen;Vmbo-g;Rotterdam;2012/'13;80;70;85.0
5189;Mannen;Vmbo-g;Rotterdam;2013/'14;90;70;83.0
5190;Mannen;Vmbo-g;Rotterdam;2014/'15;100;80;86.0
5191;Mannen;Vmbo-g;Rotterdam;2015/'16;110;100;88.0
5192;Mannen;Vmbo-g;Rotterdam;2016/'17;110;100;89.0
5193;Mannen;Vmbo-g;Rotterdam;2017/'18;110;90;79.0
5194;Mannen;Vmbo-g;Rotterdam;2018/'19;120;110;90.0
5195;Mannen;Vmbo-g;Rotterdam;2019/'20;70;70;
5196;Mannen;Vmbo-g;Rotterdam;2020/'21;90;90;95.0
5197;Mannen;Vmbo-g;Rotterdam;2021/'22;70;70;92.0
5198;Mannen;Vmbo-g;Rotterdam;2022/'23;90;80;89.0
5199;Mannen;Vmbo-g;Rotterdam;2023/'24;80;70;84.0
5200;Mannen;Vmbo-g;Utrecht (gemeente);2011/'12;20;10;
5201;Mannen;Vmbo-g;Utrecht (gemeente);2012/'13;10;10;
5202;Mannen;Vmbo-g;Utrecht (gemeente);2013/'14;20;10;
5203;Mannen;Vmbo-g;Utrecht (gemeente);2014/'15;30;20;66.0
5204;Mannen;Vmbo-g;Utrecht (gemeente);2015/'16;20;20;
5205;Mannen;Vmbo-g;Utrecht (gemeente);2016/'17;30;20;
5206;Mannen;Vmbo-g;Utrecht (gemeente);2017/'18;30;30;
5207;Mannen;Vmbo-g;Utrecht (gemeente);2018/'19;20;10;
5208;Mannen;Vmbo-g;Utrecht (gemeente);2019/'20;20;20;
5209;Mannen;Vmbo-g;Utrecht (gemeente);2020/'21;20;20;100.0
5210;Mannen;Vmbo-g;Utrecht (gemeente);2021/'22;10;10;85.0
5211;Mannen;Vmbo-g;Utrecht (gemeente);2022/'23;30;30;88.0
5212;Mannen;Vmbo-g;Utrecht (gemeente);2023/'24;20;20;85.0
5213;Mannen;Vmbo-g;Vier grootste gemeenten (G4);2011/'12;140;110;79.0
5214;Mannen;Vmbo-g;Vier grootste gemeenten (G4);2012/'13;150;120;78.0
5215;Mannen;Vmbo-g;Vier grootste gemeenten (G4);2013/'14;190;160;84.0
5216;Mannen;Vmbo-g;Vier grootste gemeenten (G4);2014/'15;200;170;83.0
5217;Mannen;Vmbo-g;Vier grootste gemeenten (G4);2015/'16;190;170;86.0
5218;Mannen;Vmbo-g;Vier grootste gemeenten (G4);2016/'17;190;170;87.0
5219;Mannen;Vmbo-g;Vier grootste gemeenten (G4);2017/'18;200;160;80.0
5220;Mannen;Vmbo-g;Vier grootste gemeenten (G4);2018/'19;220;180;83.0
5221;Mannen;Vmbo-g;Vier grootste gemeenten (G4);2019/'20;140;140;
5222;Mannen;Vmbo-g;Vier grootste gemeenten (G4);2020/'21;170;160;95.0
5223;Mannen;Vmbo-g;Vier grootste gemeenten (G4);2021/'22;160;150;94.0
5224;Mannen;Vmbo-g;Vier grootste gemeenten (G4);2022/'23;190;160;87.0
5225;Mannen;Vmbo-g;Vier grootste gemeenten (G4);2023/'24;190;170;89.0
5226;Mannen;Vmbo-g;Gemeenten >= 100 000 inwoners (excl. G4);2011/'12;280;240;86.0
5227;Mannen;Vmbo-g;Gemeenten >= 100 000 inwoners (excl. G4);2012/'13;360;310;87.0
5228;Mannen;Vmbo-g;Gemeenten >= 100 000 inwoners (excl. G4);2013/'14;460;390;86.0
5229;Mannen;Vmbo-g;Gemeenten >= 100 000 inwoners (excl. G4);2014/'15;450;410;91.0
5230;Mannen;Vmbo-g;Gemeenten >= 100 000 inwoners (excl. G4);2015/'16;440;390;89.0
5231;Mannen;Vmbo-g;Gemeenten >= 100 000 inwoners (excl. G4);2016/'17;470;410;88.0
5232;Mannen;Vmbo-g;Gemeenten >= 100 000 inwoners (excl. G4);2017/'18;520;450;86.0
5233;Mannen;Vmbo-g;Gemeenten >= 100 000 inwoners (excl. G4);2018/'19;570;500;88.0
5234;Mannen;Vmbo-g;Gemeenten >= 100 000 inwoners (excl. G4);2019/'20;540;530;
5235;Mannen;Vmbo-g;Gemeenten >= 100 000 inwoners (excl. G4);2020/'21;610;590;96.0
5236;Mannen;Vmbo-g;Gemeenten >= 100 000 inwoners (excl. G4);2021/'22;550;520;96.0
5237;Mannen;Vmbo-g;Gemeenten >= 100 000 inwoners (excl. G4);2022/'23;600;530;88.0
5238;Mannen;Vmbo-g;Gemeenten >= 100 000 inwoners (excl. G4);2023/'24;570;490;86.0
5239;Mannen;Vmbo-g;Gemeenten < 100 000 inwoners;2011/'12;2700;2420;89.0
5240;Mannen;Vmbo-g;Gemeenten < 100 000 inwoners;2012/'13;2530;2300;91.0
5241;Mannen;Vmbo-g;Gemeenten < 100 000 inwoners;2013/'14;2570;2400;93.0
5242;Mannen;Vmbo-g;Gemeenten < 100 000 inwoners;2014/'15;2730;2570;94.0
5243;Mannen;Vmbo-g;Gemeenten < 100 000 inwoners;2015/'16;2760;2590;94.0
5244;Mannen;Vmbo-g;Gemeenten < 100 000 inwoners;2016/'17;2750;2490;91.0
5245;Mannen;Vmbo-g;Gemeenten < 100 000 inwoners;2017/'18;2820;2550;90.0
5246;Mannen;Vmbo-g;Gemeenten < 100 000 inwoners;2018/'19;2810;2540;90.0
5247;Mannen;Vmbo-g;Gemeenten < 100 000 inwoners;2019/'20;2720;2710;99.0
5248;Mannen;Vmbo-g;Gemeenten < 100 000 inwoners;2020/'21;2630;2550;97.0
5249;Mannen;Vmbo-g;Gemeenten < 100 000 inwoners;2021/'22;2720;2640;97.0
5250;Mannen;Vmbo-g;Gemeenten < 100 000 inwoners;2022/'23;2720;2490;91.0
5251;Mannen;Vmbo-g;Gemeenten < 100 000 inwoners;2023/'24;2670;2400;90.0
5252;Mannen;Vmbo-g;"Gemeenten; niet in te delen";2011/'12;0;0;
5253;Mannen;Vmbo-g;"Gemeenten; niet in te delen";2012/'13;0;0;
5254;Mannen;Vmbo-g;"Gemeenten; niet in te delen";2013/'14;10;10;
5255;Mannen;Vmbo-g;"Gemeenten; niet in te delen";2014/'15;10;0;
5256;Mannen;Vmbo-g;"Gemeenten; niet in te delen";2015/'16;10;10;
5257;Mannen;Vmbo-g;"Gemeenten; niet in te delen";2016/'17;10;0;
5258;Mannen;Vmbo-g;"Gemeenten; niet in te delen";2017/'18;0;0;
5259;Mannen;Vmbo-g;"Gemeenten; niet in te delen";2018/'19;10;10;
5260;Mannen;Vmbo-g;"Gemeenten; niet in te delen";2019/'20;0;0;
5261;Mannen;Vmbo-g;"Gemeenten; niet in te delen";2020/'21;10;10;
5262;Mannen;Vmbo-g;"Gemeenten; niet in te delen";2021/'22;10;10;100.0
5263;Mannen;Vmbo-g;"Gemeenten; niet in te delen";2022/'23;10;10;
5264;Mannen;Vmbo-g;"Gemeenten; niet in te delen";2023/'24;10;10;100.0
5265;Mannen;Vmbo-t;Nederland;2011/'12;22120;20190;91.0
5266;Mannen;Vmbo-t;Nederland;2012/'13;23400;21480;92.0
5267;Mannen;Vmbo-t;Nederland;2013/'14;24040;22550;94.0
5268;Mannen;Vmbo-t;Nederland;2014/'15;24790;23490;95.0
5269;Mannen;Vmbo-t;Nederland;2015/'16;25550;24120;94.0
5270;Mannen;Vmbo-t;Nederland;2016/'17;25880;24110;93.0
5271;Mannen;Vmbo-t;Nederland;2017/'18;25280;23390;92.0
5272;Mannen;Vmbo-t;Nederland;2018/'19;25230;23470;93.0
5273;Mannen;Vmbo-t;Nederland;2019/'20;24730;24480;99.0
5274;Mannen;Vmbo-t;Nederland;2020/'21;23120;22270;96.0
5275;Mannen;Vmbo-t;Nederland;2021/'22;21660;20750;96.0
5276;Mannen;Vmbo-t;Nederland;2022/'23;20980;19310;92.0
5277;Mannen;Vmbo-t;Nederland;2023/'24;22010;20230;92.0
5278;Mannen;Vmbo-t;Noord-Nederland (LD);2011/'12;2500;2290;92.0
5279;Mannen;Vmbo-t;Noord-Nederland (LD);2012/'13;2500;2290;92.0
5280;Mannen;Vmbo-t;Noord-Nederland (LD);2013/'14;2610;2450;94.0
5281;Mannen;Vmbo-t;Noord-Nederland (LD);2014/'15;2780;2620;94.0
5282;Mannen;Vmbo-t;Noord-Nederland (LD);2015/'16;2910;2760;95.0
5283;Mannen;Vmbo-t;Noord-Nederland (LD);2016/'17;2840;2660;94.0
5284;Mannen;Vmbo-t;Noord-Nederland (LD);2017/'18;2710;2460;91.0
5285;Mannen;Vmbo-t;Noord-Nederland (LD);2018/'19;2630;2440;93.0
5286;Mannen;Vmbo-t;Noord-Nederland (LD);2019/'20;2450;2440;99.0
5287;Mannen;Vmbo-t;Noord-Nederland (LD);2020/'21;2360;2270;96.0
5288;Mannen;Vmbo-t;Noord-Nederland (LD);2021/'22;2140;2050;96.0
5289;Mannen;Vmbo-t;Noord-Nederland (LD);2022/'23;2070;1920;93.0
5290;Mannen;Vmbo-t;Noord-Nederland (LD);2023/'24;2090;1950;93.0
5291;Mannen;Vmbo-t;Oost-Nederland (LD);2011/'12;4830;4360;90.0
5292;Mannen;Vmbo-t;Oost-Nederland (LD);2012/'13;5210;4790;92.0
5293;Mannen;Vmbo-t;Oost-Nederland (LD);2013/'14;5330;5050;95.0
5294;Mannen;Vmbo-t;Oost-Nederland (LD);2014/'15;5610;5370;96.0
5295;Mannen;Vmbo-t;Oost-Nederland (LD);2015/'16;5440;5170;95.0
5296;Mannen;Vmbo-t;Oost-Nederland (LD);2016/'17;5760;5390;94.0
5297;Mannen;Vmbo-t;Oost-Nederland (LD);2017/'18;5770;5360;93.0
5298;Mannen;Vmbo-t;Oost-Nederland (LD);2018/'19;5900;5600;95.0
5299;Mannen;Vmbo-t;Oost-Nederland (LD);2019/'20;5640;5600;99.0
5300;Mannen;Vmbo-t;Oost-Nederland (LD);2020/'21;5370;5230;97.0
5301;Mannen;Vmbo-t;Oost-Nederland (LD);2021/'22;4760;4580;96.0
5302;Mannen;Vmbo-t;Oost-Nederland (LD);2022/'23;4630;4300;93.0
5303;Mannen;Vmbo-t;Oost-Nederland (LD);2023/'24;4840;4470;92.0
5304;Mannen;Vmbo-t;West-Nederland (LD);2011/'12;10310;9330;90.0
5305;Mannen;Vmbo-t;West-Nederland (LD);2012/'13;10820;9800;91.0
5306;Mannen;Vmbo-t;West-Nederland (LD);2013/'14;11110;10300;93.0
5307;Mannen;Vmbo-t;West-Nederland (LD);2014/'15;11280;10580;94.0
5308;Mannen;Vmbo-t;West-Nederland (LD);2015/'16;11800;11050;94.0
5309;Mannen;Vmbo-t;West-Nederland (LD);2016/'17;11890;10980;92.0
5310;Mannen;Vmbo-t;West-Nederland (LD);2017/'18;11600;10670;92.0
5311;Mannen;Vmbo-t;West-Nederland (LD);2018/'19;11610;10680;92.0
