ID;Bestedingscategorieen;Perioden;JaarmutatieCPI_1;Wegingscoefficient_2;BijdrageAanDeJaarmutatieCPI_3;ImpactOpDeJaarmutatieCPI_4
1054;011600 Fruit;2023 april;8.6;830;0.07;0.03
1055;011600 Fruit;2023 mei;9.0;830;0.08;0.02
1056;011600 Fruit;2023 juni;6.7;830;0.06;0.01
1057;011600 Fruit;2023 juli;7.6;830;0.06;0.03
1058;011600 Fruit;2023 augustus;6.5;830;0.05;0.03
1059;011600 Fruit;2023 september;6.2;830;0.05;0.05
1060;011600 Fruit;2023 oktober;7.6;830;0.06;0.06
1061;011600 Fruit;2023 november;6.3;830;0.05;0.04
1062;011600 Fruit;2023 december;7.0;830;0.06;0.05
1063;011600 Fruit;2023;7.7;830;0.06;0.03
1064;011600 Fruit;2024 januari;4.1;870;0.04;0.01
1065;011600 Fruit;2024 februari;1.4;870;0.01;-0.01
1066;011600 Fruit;2024 maart;1.5;870;0.01;-0.01
1067;011600 Fruit;2024 april;1.4;870;0.01;-0.01
1068;011600 Fruit;2024 mei;1.0;870;0.01;-0.01
1069;011600 Fruit;2024 juni;1.1;870;0.01;-0.02
1070;011600 Fruit;2024 juli;1.3;870;0.01;-0.02
1071;011600 Fruit;2024 augustus;1.2;870;0.01;-0.02
1072;011600 Fruit;2024 september;1.2;870;0.01;-0.02
1073;011600 Fruit;2024 oktober;1.9;870;0.02;-0.01
1074;011600 Fruit;2024 november;2.6;870;0.02;-0.01
1075;011600 Fruit;2024 december;1.0;870;0.01;-0.03
1076;011600 Fruit;2024;1.7;870;0.01;-0.01
1077;011600 Fruit;2025 januari;1.4;853;0.01;-0.02
1078;011600 Fruit;2025 februari;1.9;853;0.02;-0.02
1079;011600 Fruit;2025 maart;2.6;853;0.02;-0.01
1080;011700 Groenten;2016 januari;6.9;1476;0.1;0.09
1081;011700 Groenten;2016 februari;7.9;1476;0.12;0.11
1082;011700 Groenten;2016 maart;10.4;1476;0.15;0.14
1083;011700 Groenten;2016 april;8.0;1476;0.11;0.12
1084;011700 Groenten;2016 mei;8.2;1476;0.12;0.12
1085;011700 Groenten;2016 juni;5.9;1476;0.09;0.09
1086;011700 Groenten;2016 juli;3.9;1476;0.06;0.06
1087;011700 Groenten;2016 augustus;0.2;1476;0.0;0.0
1088;011700 Groenten;2016 september;1.3;1476;0.02;0.02
1089;011700 Groenten;2016 oktober;-1.4;1476;-0.02;-0.03
1090;011700 Groenten;2016 november;1.6;1476;0.02;0.02
1091;011700 Groenten;2016 december;2.4;1476;0.04;0.02
1092;011700 Groenten;2016;4.5;1476;0.07;0.06
1093;011700 Groenten;2017 januari;4.5;1537;0.07;0.04
1094;011700 Groenten;2017 februari;7.0;1537;0.11;0.08
1095;011700 Groenten;2017 maart;3.9;1537;0.06;0.04
1096;011700 Groenten;2017 april;4.1;1537;0.06;0.04
1097;011700 Groenten;2017 mei;2.5;1537;0.04;0.02
1098;011700 Groenten;2017 juni;0.9;1537;0.01;0.0
1099;011700 Groenten;2017 juli;1.8;1537;0.03;0.01
1100;011700 Groenten;2017 augustus;3.0;1537;0.04;0.02
1101;011700 Groenten;2017 september;1.4;1537;0.02;0.0
1102;011700 Groenten;2017 oktober;0.3;1537;0.0;-0.02
1103;011700 Groenten;2017 november;-1.3;1537;-0.02;-0.04
1104;011700 Groenten;2017 december;-1.8;1537;-0.03;-0.05
1105;011700 Groenten;2017;2.2;1537;0.03;0.01
1106;011700 Groenten;2018 januari;-2.1;1540;-0.03;-0.06
1107;011700 Groenten;2018 februari;-5.4;1540;-0.09;-0.11
1108;011700 Groenten;2018 maart;-6.0;1540;-0.09;-0.11
1109;011700 Groenten;2018 april;-4.5;1540;-0.07;-0.09
1110;011700 Groenten;2018 mei;-1.8;1540;-0.03;-0.06
1111;011700 Groenten;2018 juni;-0.9;1540;-0.01;-0.04
1112;011700 Groenten;2018 juli;-0.7;1540;-0.01;-0.04
1113;011700 Groenten;2018 augustus;0.1;1540;0.0;-0.03
1114;011700 Groenten;2018 september;4.8;1540;0.07;0.05
1115;011700 Groenten;2018 oktober;4.9;1540;0.07;0.04
1116;011700 Groenten;2018 november;6.6;1540;0.1;0.07
1117;011700 Groenten;2018 december;6.8;1540;0.11;0.08
1118;011700 Groenten;2018;0.0;1540;0.0;-0.03
1119;011700 Groenten;2019 januari;7.5;1578;0.12;0.08
1120;011700 Groenten;2019 februari;7.5;1578;0.11;0.08
1121;011700 Groenten;2019 maart;8.4;1578;0.13;0.09
1122;011700 Groenten;2019 april;9.3;1578;0.14;0.1
1123;011700 Groenten;2019 mei;6.3;1578;0.1;0.06
1124;011700 Groenten;2019 juni;9.4;1578;0.14;0.11
1125;011700 Groenten;2019 juli;10.7;1578;0.16;0.13
1126;011700 Groenten;2019 augustus;9.3;1578;0.14;0.1
1127;011700 Groenten;2019 september;5.6;1578;0.09;0.05
1128;011700 Groenten;2019 oktober;4.9;1578;0.08;0.03
1129;011700 Groenten;2019 november;3.9;1578;0.06;0.02
1130;011700 Groenten;2019 december;3.3;1578;0.05;0.01
1131;011700 Groenten;2019;7.1;1578;0.11;0.07
1132;011700 Groenten;2020 januari;0.3;1540;0.01;-0.02
1133;011700 Groenten;2020 februari;0.2;1540;0.0;-0.02
1134;011700 Groenten;2020 maart;1.3;1540;0.02;0.0
1135;011700 Groenten;2020 april;3.3;1540;0.05;0.03
1136;011700 Groenten;2020 mei;2.7;1540;0.04;0.02
1137;011700 Groenten;2020 juni;1.2;1540;0.02;-0.01
1138;011700 Groenten;2020 juli;-1.4;1540;-0.02;-0.05
1139;011700 Groenten;2020 augustus;-3.9;1540;-0.06;-0.07
1140;011700 Groenten;2020 september;-3.3;1540;-0.05;-0.07
1141;011700 Groenten;2020 oktober;-1.8;1540;-0.03;-0.05
1142;011700 Groenten;2020 november;-2.9;1540;-0.04;-0.06
1143;011700 Groenten;2020 december;-4.2;1540;-0.06;-0.08
1144;011700 Groenten;2020;-0.7;1540;-0.01;-0.03
1145;011700 Groenten;2021 januari;-1.6;1787;-0.03;-0.05
1146;011700 Groenten;2021 februari;-1.2;1787;-0.01;-0.05
1147;011700 Groenten;2021 maart;-5.1;1787;-0.08;-0.12
1148;011700 Groenten;2021 april;-7.7;1787;-0.13;-0.16
1149;011700 Groenten;2021 mei;-5.2;1787;-0.08;-0.12
1150;011700 Groenten;2021 juni;-6.2;1787;-0.1;-0.14
1151;011700 Groenten;2021 juli;-2.8;1787;-0.03;-0.06
1152;011700 Groenten;2021 augustus;1.4;1787;0.03;-0.01
1153;011700 Groenten;2021 september;0.2;1787;0.01;-0.04
1154;011700 Groenten;2021 oktober;1.6;1787;0.03;-0.03
1155;011700 Groenten;2021 november;4.1;1787;0.07;-0.02
1156;011700 Groenten;2021 december;6.5;1787;0.12;0.01
1157;011700 Groenten;2021;-1.4;1787;-0.02;-0.07
1158;011700 Groenten;2022 januari;7.7;1721;0.14;0.02
1159;011700 Groenten;2022 februari;7.5;1721;0.13;0.02
1160;011700 Groenten;2022 maart;10.2;1721;0.18;0.01
1161;011700 Groenten;2022 april;12.6;1721;0.22;0.05
1162;011700 Groenten;2022 mei;8.9;1721;0.16;0.0
1163;011700 Groenten;2022 juni;10.1;1721;0.17;0.03
1164;011700 Groenten;2022 juli;9.0;1721;0.16;-0.02
1165;011700 Groenten;2022 augustus;9.5;1721;0.17;-0.04
1166;011700 Groenten;2022 september;9.4;1721;0.16;-0.09
1167;011700 Groenten;2022 oktober;10.7;1721;0.18;-0.06
1168;011700 Groenten;2022 november;11.8;1721;0.2;0.03
1169;011700 Groenten;2022 december;13.6;1721;0.23;0.07
1170;011700 Groenten;2022;10.1;1721;0.17;0.0
1171;011700 Groenten;2023 januari;13.4;1712;0.23;0.1
1172;011700 Groenten;2023 februari;16.7;1712;0.29;0.15
1173;011700 Groenten;2023 maart;17.9;1712;0.29;0.22
1174;011700 Groenten;2023 april;14.7;1712;0.25;0.16
1175;011700 Groenten;2023 mei;14.8;1712;0.25;0.15
1176;011700 Groenten;2023 juni;14.9;1712;0.25;0.16
1177;011700 Groenten;2023 juli;13.1;1712;0.22;0.14
1178;011700 Groenten;2023 augustus;11.2;1712;0.19;0.14
1179;011700 Groenten;2023 september;11.6;1712;0.19;0.19
1180;011700 Groenten;2023 oktober;9.4;1712;0.15;0.16
1181;011700 Groenten;2023 november;8.6;1712;0.15;0.12
1182;011700 Groenten;2023 december;5.6;1712;0.1;0.08
1183;011700 Groenten;2023;12.6;1712;0.21;0.15
1184;011700 Groenten;2024 januari;3.5;1697;0.06;0.01
1185;011700 Groenten;2024 februari;0.4;1697;0.01;-0.04
1186;011700 Groenten;2024 maart;-0.4;1697;-0.01;-0.06
1187;011700 Groenten;2024 april;0.8;1697;0.01;-0.03
1188;011700 Groenten;2024 mei;2.3;1697;0.04;-0.01
1189;011700 Groenten;2024 juni;1.9;1697;0.03;-0.02
1190;011700 Groenten;2024 juli;3.3;1697;0.06;-0.01
1191;011700 Groenten;2024 augustus;2.7;1697;0.05;-0.01
1192;011700 Groenten;2024 september;2.2;1697;0.04;-0.02
1193;011700 Groenten;2024 oktober;1.9;1697;0.03;-0.02
1194;011700 Groenten;2024 november;-0.1;1697;0.0;-0.07
1195;011700 Groenten;2024 december;0.0;1697;0.0;-0.07
1196;011700 Groenten;2024;1.5;1697;0.03;-0.03
1197;011700 Groenten;2025 januari;0.4;1611;0.01;-0.05
1198;011700 Groenten;2025 februari;0.7;1611;0.01;-0.05
1199;011700 Groenten;2025 maart;0.8;1611;0.01;-0.05
1200;011800 Suiker, zoetwaren en ijs;2016 januari;-0.5;859;0.0;-0.01
1201;011800 Suiker, zoetwaren en ijs;2016 februari;-1.0;859;-0.01;-0.01
1202;011800 Suiker, zoetwaren en ijs;2016 maart;-1.2;859;-0.01;-0.02
1203;011800 Suiker, zoetwaren en ijs;2016 april;1.5;859;0.01;0.01
1204;011800 Suiker, zoetwaren en ijs;2016 mei;-0.8;859;-0.01;-0.01
1205;011800 Suiker, zoetwaren en ijs;2016 juni;-0.7;859;-0.01;-0.01
1206;011800 Suiker, zoetwaren en ijs;2016 juli;-0.6;859;-0.01;0.0
1207;011800 Suiker, zoetwaren en ijs;2016 augustus;-0.3;859;0.0;0.0
1208;011800 Suiker, zoetwaren en ijs;2016 september;-1.3;859;-0.01;-0.01
1209;011800 Suiker, zoetwaren en ijs;2016 oktober;-0.1;859;0.0;0.0
1210;011800 Suiker, zoetwaren en ijs;2016 november;-0.3;859;0.0;-0.01
1211;011800 Suiker, zoetwaren en ijs;2016 december;-0.8;859;-0.01;-0.02
1212;011800 Suiker, zoetwaren en ijs;2016;-0.5;859;0.0;-0.01
1213;011800 Suiker, zoetwaren en ijs;2017 januari;-0.3;827;0.0;-0.02
1214;011800 Suiker, zoetwaren en ijs;2017 februari;-0.2;827;0.0;-0.02
1215;011800 Suiker, zoetwaren en ijs;2017 maart;-0.6;827;-0.01;-0.01
1216;011800 Suiker, zoetwaren en ijs;2017 april;-3.6;827;-0.03;-0.04
1217;011800 Suiker, zoetwaren en ijs;2017 mei;-0.2;827;0.0;-0.01
1218;011800 Suiker, zoetwaren en ijs;2017 juni;-0.2;827;0.0;-0.01
1219;011800 Suiker, zoetwaren en ijs;2017 juli;-0.7;827;-0.01;-0.02
1220;011800 Suiker, zoetwaren en ijs;2017 augustus;-0.9;827;-0.01;-0.02
1221;011800 Suiker, zoetwaren en ijs;2017 september;0.2;827;0.0;-0.01
1222;011800 Suiker, zoetwaren en ijs;2017 oktober;-1.5;827;-0.01;-0.02
1223;011800 Suiker, zoetwaren en ijs;2017 november;-0.9;827;-0.01;-0.02
1224;011800 Suiker, zoetwaren en ijs;2017 december;-1.4;827;-0.01;-0.02
1225;011800 Suiker, zoetwaren en ijs;2017;-0.9;827;-0.01;-0.02
1226;011800 Suiker, zoetwaren en ijs;2018 januari;-0.8;827;-0.01;-0.02
1227;011800 Suiker, zoetwaren en ijs;2018 februari;-2.2;827;-0.02;-0.03
1228;011800 Suiker, zoetwaren en ijs;2018 maart;-2.1;827;-0.02;-0.03
1229;011800 Suiker, zoetwaren en ijs;2018 april;-1.7;827;-0.01;-0.02
1230;011800 Suiker, zoetwaren en ijs;2018 mei;-2.2;827;-0.02;-0.03
1231;011800 Suiker, zoetwaren en ijs;2018 juni;-2.1;827;-0.02;-0.03
1232;011800 Suiker, zoetwaren en ijs;2018 juli;-0.9;827;-0.01;-0.03
1233;011800 Suiker, zoetwaren en ijs;2018 augustus;-1.6;827;-0.01;-0.03
1234;011800 Suiker, zoetwaren en ijs;2018 september;-1.8;827;-0.01;-0.03
1235;011800 Suiker, zoetwaren en ijs;2018 oktober;-0.5;827;0.0;-0.02
1236;011800 Suiker, zoetwaren en ijs;2018 november;-0.4;827;0.0;-0.02
1237;011800 Suiker, zoetwaren en ijs;2018 december;0.7;827;0.01;-0.01
1238;011800 Suiker, zoetwaren en ijs;2018;-1.3;827;-0.01;-0.03
1239;011800 Suiker, zoetwaren en ijs;2019 januari;2.5;789;0.02;0.0
1240;011800 Suiker, zoetwaren en ijs;2019 februari;2.7;789;0.02;0.0
1241;011800 Suiker, zoetwaren en ijs;2019 maart;3.6;789;0.03;0.01
1242;011800 Suiker, zoetwaren en ijs;2019 april;2.5;789;0.02;0.0
1243;011800 Suiker, zoetwaren en ijs;2019 mei;2.5;789;0.02;0.0
1244;011800 Suiker, zoetwaren en ijs;2019 juni;3.4;789;0.03;0.01
1245;011800 Suiker, zoetwaren en ijs;2019 juli;2.7;789;0.02;0.0
1246;011800 Suiker, zoetwaren en ijs;2019 augustus;3.8;789;0.03;0.01
1247;011800 Suiker, zoetwaren en ijs;2019 september;3.7;789;0.03;0.01
1248;011800 Suiker, zoetwaren en ijs;2019 oktober;3.3;789;0.03;0.0
1249;011800 Suiker, zoetwaren en ijs;2019 november;3.1;789;0.02;0.0
1250;011800 Suiker, zoetwaren en ijs;2019 december;2.0;789;0.02;-0.01
1251;011800 Suiker, zoetwaren en ijs;2019;3.0;789;0.02;0.0
1252;011800 Suiker, zoetwaren en ijs;2020 januari;0.7;782;0.01;-0.01
1253;011800 Suiker, zoetwaren en ijs;2020 februari;1.5;782;0.01;0.0
1254;011800 Suiker, zoetwaren en ijs;2020 maart;1.5;782;0.01;0.0
1255;011800 Suiker, zoetwaren en ijs;2020 april;0.5;782;0.0;-0.01
1256;011800 Suiker, zoetwaren en ijs;2020 mei;2.5;782;0.02;0.01
1257;011800 Suiker, zoetwaren en ijs;2020 juni;2.5;782;0.02;0.01
1258;011800 Suiker, zoetwaren en ijs;2020 juli;2.3;782;0.02;0.01
1259;011800 Suiker, zoetwaren en ijs;2020 augustus;2.8;782;0.02;0.02
1260;011800 Suiker, zoetwaren en ijs;2020 september;1.2;782;0.01;0.0
1261;011800 Suiker, zoetwaren en ijs;2020 oktober;1.7;782;0.01;0.0
1262;011800 Suiker, zoetwaren en ijs;2020 november;2.1;782;0.02;0.01
1263;011800 Suiker, zoetwaren en ijs;2020 december;1.7;782;0.01;0.01
1264;011800 Suiker, zoetwaren en ijs;2020;1.7;782;0.01;0.0
1265;011800 Suiker, zoetwaren en ijs;2021 januari;1.9;856;0.02;0.0
1266;011800 Suiker, zoetwaren en ijs;2021 februari;1.6;856;0.01;0.0
1267;011800 Suiker, zoetwaren en ijs;2021 maart;0.1;856;0.0;-0.01
1268;011800 Suiker, zoetwaren en ijs;2021 april;2.4;856;0.02;0.0
1269;011800 Suiker, zoetwaren en ijs;2021 mei;-0.7;856;-0.01;-0.02
1270;011800 Suiker, zoetwaren en ijs;2021 juni;-0.4;856;0.0;-0.02
1271;011800 Suiker, zoetwaren en ijs;2021 juli;-0.6;856;0.0;-0.02
1272;011800 Suiker, zoetwaren en ijs;2021 augustus;-1.0;856;-0.01;-0.03
1273;011800 Suiker, zoetwaren en ijs;2021 september;0.8;856;0.01;-0.02
1274;011800 Suiker, zoetwaren en ijs;2021 oktober;-0.3;856;0.0;-0.03
1275;011800 Suiker, zoetwaren en ijs;2021 november;0.0;856;0.0;-0.04
1276;011800 Suiker, zoetwaren en ijs;2021 december;1.2;856;0.01;-0.04
1277;011800 Suiker, zoetwaren en ijs;2021;0.4;856;0.0;-0.02
1278;011800 Suiker, zoetwaren en ijs;2022 januari;3.8;820;0.03;-0.02
1279;011800 Suiker, zoetwaren en ijs;2022 februari;4.2;820;0.04;-0.02
1280;011800 Suiker, zoetwaren en ijs;2022 maart;4.8;820;0.04;-0.04
1281;011800 Suiker, zoetwaren en ijs;2022 april;3.3;820;0.03;-0.05
1282;011800 Suiker, zoetwaren en ijs;2022 mei;6.1;820;0.05;-0.02
1283;011800 Suiker, zoetwaren en ijs;2022 juni;6.1;820;0.05;-0.02
1284;011800 Suiker, zoetwaren en ijs;2022 juli;9.4;820;0.08;-0.01
1285;011800 Suiker, zoetwaren en ijs;2022 augustus;8.6;820;0.07;-0.03
1286;011800 Suiker, zoetwaren en ijs;2022 september;9.1;820;0.08;-0.05
1287;011800 Suiker, zoetwaren en ijs;2022 oktober;10.6;820;0.09;-0.03
1288;011800 Suiker, zoetwaren en ijs;2022 november;12.5;820;0.1;0.02
1289;011800 Suiker, zoetwaren en ijs;2022 december;14.6;820;0.12;0.04
1290;011800 Suiker, zoetwaren en ijs;2022;7.8;820;0.06;-0.02
1291;011800 Suiker, zoetwaren en ijs;2023 januari;15.0;721;0.12;0.06
1292;011800 Suiker, zoetwaren en ijs;2023 februari;15.3;721;0.12;0.05
1293;011800 Suiker, zoetwaren en ijs;2023 maart;17.5;721;0.13;0.1
1294;011800 Suiker, zoetwaren en ijs;2023 april;17.1;721;0.13;0.09
1295;011800 Suiker, zoetwaren en ijs;2023 mei;18.0;721;0.14;0.09
1296;011800 Suiker, zoetwaren en ijs;2023 juni;18.1;721;0.14;0.09
1297;011800 Suiker, zoetwaren en ijs;2023 juli;14.7;721;0.11;0.08
1298;011800 Suiker, zoetwaren en ijs;2023 augustus;13.7;721;0.1;0.08
1299;011800 Suiker, zoetwaren en ijs;2023 september;13.7;721;0.1;0.1
1300;011800 Suiker, zoetwaren en ijs;2023 oktober;11.7;721;0.08;0.09
1301;011800 Suiker, zoetwaren en ijs;2023 november;9.7;721;0.07;0.06
1302;011800 Suiker, zoetwaren en ijs;2023 december;7.6;721;0.05;0.05
1303;011800 Suiker, zoetwaren en ijs;2023;14.2;721;0.11;0.08
1304;011800 Suiker, zoetwaren en ijs;2024 januari;4.6;754;0.03;0.01
1305;011800 Suiker, zoetwaren en ijs;2024 februari;4.4;754;0.03;0.01
1306;011800 Suiker, zoetwaren en ijs;2024 maart;3.5;754;0.03;0.0
1307;011800 Suiker, zoetwaren en ijs;2024 april;3.7;754;0.03;0.01
1308;011800 Suiker, zoetwaren en ijs;2024 mei;3.0;754;0.02;0.0
1309;011800 Suiker, zoetwaren en ijs;2024 juni;2.0;754;0.01;-0.01
1310;011800 Suiker, zoetwaren en ijs;2024 juli;3.5;754;0.03;0.0
1311;011800 Suiker, zoetwaren en ijs;2024 augustus;5.7;754;0.04;0.02
1312;011800 Suiker, zoetwaren en ijs;2024 september;4.0;754;0.03;0.0
1313;011800 Suiker, zoetwaren en ijs;2024 oktober;4.7;754;0.03;0.01
1314;011800 Suiker, zoetwaren en ijs;2024 november;5.9;754;0.04;0.01
1315;011800 Suiker, zoetwaren en ijs;2024 december;4.5;754;0.03;0.0
1316;011800 Suiker, zoetwaren en ijs;2024;4.1;754;0.03;0.01
1317;011800 Suiker, zoetwaren en ijs;2025 januari;8.2;826;0.06;0.04
1318;011800 Suiker, zoetwaren en ijs;2025 februari;8.9;826;0.07;0.04
1319;011800 Suiker, zoetwaren en ijs;2025 maart;9.7;826;0.08;0.05
1320;011900 Voedingsmiddelen n.e.g.;2016 januari;-0.9;846;-0.01;-0.01
1321;011900 Voedingsmiddelen n.e.g.;2016 februari;-1.1;846;-0.01;-0.01
1322;011900 Voedingsmiddelen n.e.g.;2016 maart;-1.7;846;-0.01;-0.02
1323;011900 Voedingsmiddelen n.e.g.;2016 april;0.8;846;0.01;0.01
1324;011900 Voedingsmiddelen n.e.g.;2016 mei;0.7;846;0.01;0.01
1325;011900 Voedingsmiddelen n.e.g.;2016 juni;0.8;846;0.01;0.01
1326;011900 Voedingsmiddelen n.e.g.;2016 juli;-0.4;846;0.0;0.0
1327;011900 Voedingsmiddelen n.e.g.;2016 augustus;0.3;846;0.0;0.0
1328;011900 Voedingsmiddelen n.e.g.;2016 september;-0.8;846;-0.01;-0.01
1329;011900 Voedingsmiddelen n.e.g.;2016 oktober;-0.9;846;-0.01;-0.01
1330;011900 Voedingsmiddelen n.e.g.;2016 november;-0.3;846;0.0;-0.01
1331;011900 Voedingsmiddelen n.e.g.;2016 december;-0.9;846;-0.01;-0.02
1332;011900 Voedingsmiddelen n.e.g.;2016;-0.4;846;0.0;-0.01
1333;011900 Voedingsmiddelen n.e.g.;2017 januari;-0.2;888;0.0;-0.02
1334;011900 Voedingsmiddelen n.e.g.;2017 februari;0.2;888;0.0;-0.01
1335;011900 Voedingsmiddelen n.e.g.;2017 maart;0.1;888;0.0;-0.01
1336;011900 Voedingsmiddelen n.e.g.;2017 april;-0.7;888;-0.01;-0.02
1337;011900 Voedingsmiddelen n.e.g.;2017 mei;0.6;888;0.01;0.0
1338;011900 Voedingsmiddelen n.e.g.;2017 juni;0.9;888;0.01;0.0
1339;011900 Voedingsmiddelen n.e.g.;2017 juli;0.5;888;0.0;-0.01
1340;011900 Voedingsmiddelen n.e.g.;2017 augustus;1.5;888;0.01;0.0
1341;011900 Voedingsmiddelen n.e.g.;2017 september;0.6;888;0.01;-0.01
1342;011900 Voedingsmiddelen n.e.g.;2017 oktober;2.3;888;0.02;0.01
1343;011900 Voedingsmiddelen n.e.g.;2017 november;0.7;888;0.01;-0.01
1344;011900 Voedingsmiddelen n.e.g.;2017 december;-0.6;888;-0.01;-0.02
1345;011900 Voedingsmiddelen n.e.g.;2017;0.5;888;0.0;-0.01
1346;011900 Voedingsmiddelen n.e.g.;2018 januari;0.6;847;0.01;-0.01
1347;011900 Voedingsmiddelen n.e.g.;2018 februari;0.4;847;0.0;-0.01
1348;011900 Voedingsmiddelen n.e.g.;2018 maart;-0.4;847;0.0;-0.01
1349;011900 Voedingsmiddelen n.e.g.;2018 april;0.1;847;0.0;-0.01
1350;011900 Voedingsmiddelen n.e.g.;2018 mei;-1.7;847;-0.02;-0.03
1351;011900 Voedingsmiddelen n.e.g.;2018 juni;-1.7;847;-0.02;-0.03
1352;011900 Voedingsmiddelen n.e.g.;2018 juli;-0.6;847;-0.01;-0.02
1353;011900 Voedingsmiddelen n.e.g.;2018 augustus;-0.7;847;-0.01;-0.03
1354;011900 Voedingsmiddelen n.e.g.;2018 september;-1.0;847;-0.01;-0.03
1355;011900 Voedingsmiddelen n.e.g.;2018 oktober;-0.5;847;0.0;-0.02
1356;011900 Voedingsmiddelen n.e.g.;2018 november;0.0;847;0.0;-0.02
1357;011900 Voedingsmiddelen n.e.g.;2018 december;1.9;847;0.02;0.0
1358;011900 Voedingsmiddelen n.e.g.;2018;-0.3;847;0.0;-0.02
1359;011900 Voedingsmiddelen n.e.g.;2019 januari;3.2;912;0.03;0.01
1360;011900 Voedingsmiddelen n.e.g.;2019 februari;3.5;912;0.03;0.01
1361;011900 Voedingsmiddelen n.e.g.;2019 maart;3.5;912;0.03;0.01
1362;011900 Voedingsmiddelen n.e.g.;2019 april;2.1;912;0.02;-0.01
1363;011900 Voedingsmiddelen n.e.g.;2019 mei;4.4;912;0.04;0.02
1364;011900 Voedingsmiddelen n.e.g.;2019 juni;4.3;912;0.04;0.02
1365;011900 Voedingsmiddelen n.e.g.;2019 juli;4.2;912;0.04;0.01
1366;011900 Voedingsmiddelen n.e.g.;2019 augustus;3.1;912;0.03;0.0
1367;011900 Voedingsmiddelen n.e.g.;2019 september;4.6;912;0.04;0.02
1368;011900 Voedingsmiddelen n.e.g.;2019 oktober;3.3;912;0.03;0.0
1369;011900 Voedingsmiddelen n.e.g.;2019 november;3.3;912;0.03;0.01
1370;011900 Voedingsmiddelen n.e.g.;2019 december;2.2;912;0.02;0.0
1371;011900 Voedingsmiddelen n.e.g.;2019;3.5;912;0.03;0.01
1372;011900 Voedingsmiddelen n.e.g.;2020 januari;0.8;880;0.01;-0.01
1373;011900 Voedingsmiddelen n.e.g.;2020 februari;0.0;880;0.0;-0.02
1374;011900 Voedingsmiddelen n.e.g.;2020 maart;2.0;880;0.02;0.01
1375;011900 Voedingsmiddelen n.e.g.;2020 april;2.5;880;0.02;0.01
1376;011900 Voedingsmiddelen n.e.g.;2020 mei;2.0;880;0.02;0.01
1377;011900 Voedingsmiddelen n.e.g.;2020 juni;1.4;880;0.01;0.0
1378;011900 Voedingsmiddelen n.e.g.;2020 juli;0.8;880;0.01;-0.01
1379;011900 Voedingsmiddelen n.e.g.;2020 augustus;0.8;880;0.01;0.0
1380;011900 Voedingsmiddelen n.e.g.;2020 september;1.5;880;0.01;0.0
1381;011900 Voedingsmiddelen n.e.g.;2020 oktober;0.2;880;0.0;-0.01
1382;011900 Voedingsmiddelen n.e.g.;2020 november;0.0;880;0.0;-0.01
1383;011900 Voedingsmiddelen n.e.g.;2020 december;1.3;880;0.01;0.0
1384;011900 Voedingsmiddelen n.e.g.;2020;1.1;880;0.01;0.0
1385;011900 Voedingsmiddelen n.e.g.;2021 januari;0.9;985;0.01;-0.01
1386;011900 Voedingsmiddelen n.e.g.;2021 februari;0.5;985;0.0;-0.01
1387;011900 Voedingsmiddelen n.e.g.;2021 maart;-2.0;985;-0.02;-0.04
1388;011900 Voedingsmiddelen n.e.g.;2021 april;-0.2;985;0.0;-0.02
1389;011900 Voedingsmiddelen n.e.g.;2021 mei;-0.5;985;0.0;-0.02
1390;011900 Voedingsmiddelen n.e.g.;2021 juni;-0.6;985;0.0;-0.02
1391;011900 Voedingsmiddelen n.e.g.;2021 juli;0.3;985;0.0;-0.01
1392;011900 Voedingsmiddelen n.e.g.;2021 augustus;0.7;985;0.01;-0.02
1393;011900 Voedingsmiddelen n.e.g.;2021 september;1.1;985;0.01;-0.02
1394;011900 Voedingsmiddelen n.e.g.;2021 oktober;1.5;985;0.01;-0.02
1395;011900 Voedingsmiddelen n.e.g.;2021 november;1.3;985;0.01;-0.04
1396;011900 Voedingsmiddelen n.e.g.;2021 december;1.6;985;0.02;-0.04
1397;011900 Voedingsmiddelen n.e.g.;2021;0.4;985;0.0;-0.02
1398;011900 Voedingsmiddelen n.e.g.;2022 januari;2.5;950;0.02;-0.04
1399;011900 Voedingsmiddelen n.e.g.;2022 februari;5.6;950;0.05;-0.01
1400;011900 Voedingsmiddelen n.e.g.;2022 maart;5.8;950;0.06;-0.04
1401;011900 Voedingsmiddelen n.e.g.;2022 april;5.6;950;0.05;-0.04
1402;011900 Voedingsmiddelen n.e.g.;2022 mei;5.1;950;0.05;-0.04
1403;011900 Voedingsmiddelen n.e.g.;2022 juni;7.5;950;0.07;-0.01
1404;011900 Voedingsmiddelen n.e.g.;2022 juli;9.4;950;0.09;-0.01
1405;011900 Voedingsmiddelen n.e.g.;2022 augustus;10.1;950;0.1;-0.02
1406;011900 Voedingsmiddelen n.e.g.;2022 september;7.2;950;0.07;-0.07
1407;011900 Voedingsmiddelen n.e.g.;2022 oktober;9.2;950;0.09;-0.05
1408;011900 Voedingsmiddelen n.e.g.;2022 november;11.0;950;0.1;0.01
1409;011900 Voedingsmiddelen n.e.g.;2022 december;10.2;950;0.1;0.01
1410;011900 Voedingsmiddelen n.e.g.;2022;7.4;950;0.07;-0.03
1411;011900 Voedingsmiddelen n.e.g.;2023 januari;13.8;881;0.13;0.06
1412;011900 Voedingsmiddelen n.e.g.;2023 februari;12.5;881;0.12;0.04
