ID;Klimaatsector;Emissies;Perioden;EmissieBroeikasgassen_1
386;Landbouw;Totaal broeikasgassen;2024 2e kwartaal;6.1
387;Landbouw;Totaal broeikasgassen;2024 3e kwartaal;5.7
388;Landbouw;Totaal broeikasgassen;2024 4e kwartaal;6.5
389;Landbouw;Totaal broeikasgassen;2024;25.3
390;Landbouw;Koolstofdioxide (CO2);2019 1e kwartaal;2.8
391;Landbouw;Koolstofdioxide (CO2);2019 2e kwartaal;1.5
392;Landbouw;Koolstofdioxide (CO2);2019 3e kwartaal;1.2
393;Landbouw;Koolstofdioxide (CO2);2019 4e kwartaal;2.3
394;Landbouw;Koolstofdioxide (CO2);2019;7.8
395;Landbouw;Koolstofdioxide (CO2);2020 1e kwartaal;2.6
396;Landbouw;Koolstofdioxide (CO2);2020 2e kwartaal;1.4
397;Landbouw;Koolstofdioxide (CO2);2020 3e kwartaal;1.2
398;Landbouw;Koolstofdioxide (CO2);2020 4e kwartaal;2.3
399;Landbouw;Koolstofdioxide (CO2);2020;7.5
400;Landbouw;Koolstofdioxide (CO2);2021 1e kwartaal;2.8
401;Landbouw;Koolstofdioxide (CO2);2021 2e kwartaal;1.7
402;Landbouw;Koolstofdioxide (CO2);2021 3e kwartaal;1.3
403;Landbouw;Koolstofdioxide (CO2);2021 4e kwartaal;1.9
404;Landbouw;Koolstofdioxide (CO2);2021;7.7
405;Landbouw;Koolstofdioxide (CO2);2022 1e kwartaal;2.1
406;Landbouw;Koolstofdioxide (CO2);2022 2e kwartaal;1.2
407;Landbouw;Koolstofdioxide (CO2);2022 3e kwartaal;0.8
408;Landbouw;Koolstofdioxide (CO2);2022 4e kwartaal;1.4
409;Landbouw;Koolstofdioxide (CO2);2022;5.5
410;Landbouw;Koolstofdioxide (CO2);2023 1e kwartaal;2.0
411;Landbouw;Koolstofdioxide (CO2);2023 2e kwartaal;1.3
412;Landbouw;Koolstofdioxide (CO2);2023 3e kwartaal;1.1
413;Landbouw;Koolstofdioxide (CO2);2023 4e kwartaal;1.6
414;Landbouw;Koolstofdioxide (CO2);2023;6.0
415;Landbouw;Koolstofdioxide (CO2);2024 1e kwartaal;2.1
416;Landbouw;Koolstofdioxide (CO2);2024 2e kwartaal;1.3
417;Landbouw;Koolstofdioxide (CO2);2024 3e kwartaal;1.0
418;Landbouw;Koolstofdioxide (CO2);2024 4e kwartaal;1.8
419;Landbouw;Koolstofdioxide (CO2);2024;6.3
420;Landbouw;Overige broeikasgassen;2019 1e kwartaal;5.1
421;Landbouw;Overige broeikasgassen;2019 2e kwartaal;4.9
422;Landbouw;Overige broeikasgassen;2019 3e kwartaal;4.8
423;Landbouw;Overige broeikasgassen;2019 4e kwartaal;5.0
424;Landbouw;Overige broeikasgassen;2019;19.7
425;Landbouw;Overige broeikasgassen;2020 1e kwartaal;5.0
426;Landbouw;Overige broeikasgassen;2020 2e kwartaal;4.8
427;Landbouw;Overige broeikasgassen;2020 3e kwartaal;4.8
428;Landbouw;Overige broeikasgassen;2020 4e kwartaal;5.0
429;Landbouw;Overige broeikasgassen;2020;19.6
430;Landbouw;Overige broeikasgassen;2021 1e kwartaal;5.0
431;Landbouw;Overige broeikasgassen;2021 2e kwartaal;4.8
432;Landbouw;Overige broeikasgassen;2021 3e kwartaal;4.7
433;Landbouw;Overige broeikasgassen;2021 4e kwartaal;4.8
434;Landbouw;Overige broeikasgassen;2021;19.3
435;Landbouw;Overige broeikasgassen;2022 1e kwartaal;4.9
436;Landbouw;Overige broeikasgassen;2022 2e kwartaal;4.7
437;Landbouw;Overige broeikasgassen;2022 3e kwartaal;4.6
438;Landbouw;Overige broeikasgassen;2022 4e kwartaal;4.7
439;Landbouw;Overige broeikasgassen;2022;18.9
440;Landbouw;Overige broeikasgassen;2023 1e kwartaal;4.8
441;Landbouw;Overige broeikasgassen;2023 2e kwartaal;4.7
442;Landbouw;Overige broeikasgassen;2023 3e kwartaal;4.7
443;Landbouw;Overige broeikasgassen;2023 4e kwartaal;4.8
444;Landbouw;Overige broeikasgassen;2023;18.9
445;Landbouw;Overige broeikasgassen;2024 1e kwartaal;4.9
446;Landbouw;Overige broeikasgassen;2024 2e kwartaal;4.7
447;Landbouw;Overige broeikasgassen;2024 3e kwartaal;4.7
448;Landbouw;Overige broeikasgassen;2024 4e kwartaal;4.8
449;Landbouw;Overige broeikasgassen;2024;19.0
450;Gebouwde omgeving;Totaal broeikasgassen;2019 1e kwartaal;10.5
451;Gebouwde omgeving;Totaal broeikasgassen;2019 2e kwartaal;2.9
452;Gebouwde omgeving;Totaal broeikasgassen;2019 3e kwartaal;1.3
453;Gebouwde omgeving;Totaal broeikasgassen;2019 4e kwartaal;8.5
454;Gebouwde omgeving;Totaal broeikasgassen;2019;23.3
455;Gebouwde omgeving;Totaal broeikasgassen;2020 1e kwartaal;9.8
456;Gebouwde omgeving;Totaal broeikasgassen;2020 2e kwartaal;2.6
457;Gebouwde omgeving;Totaal broeikasgassen;2020 3e kwartaal;1.4
458;Gebouwde omgeving;Totaal broeikasgassen;2020 4e kwartaal;8.0
459;Gebouwde omgeving;Totaal broeikasgassen;2020;21.8
460;Gebouwde omgeving;Totaal broeikasgassen;2021 1e kwartaal;11.4
461;Gebouwde omgeving;Totaal broeikasgassen;2021 2e kwartaal;4.1
462;Gebouwde omgeving;Totaal broeikasgassen;2021 3e kwartaal;1.1
463;Gebouwde omgeving;Totaal broeikasgassen;2021 4e kwartaal;7.9
464;Gebouwde omgeving;Totaal broeikasgassen;2021;24.4
465;Gebouwde omgeving;Totaal broeikasgassen;2022 1e kwartaal;8.9
466;Gebouwde omgeving;Totaal broeikasgassen;2022 2e kwartaal;3.0
467;Gebouwde omgeving;Totaal broeikasgassen;2022 3e kwartaal;1.6
468;Gebouwde omgeving;Totaal broeikasgassen;2022 4e kwartaal;6.3
469;Gebouwde omgeving;Totaal broeikasgassen;2022;19.8
470;Gebouwde omgeving;Totaal broeikasgassen;2023 1e kwartaal;7.5
471;Gebouwde omgeving;Totaal broeikasgassen;2023 2e kwartaal;2.6
472;Gebouwde omgeving;Totaal broeikasgassen;2023 3e kwartaal;1.3
473;Gebouwde omgeving;Totaal broeikasgassen;2023 4e kwartaal;5.8
474;Gebouwde omgeving;Totaal broeikasgassen;2023;17.2
475;Gebouwde omgeving;Totaal broeikasgassen;2024 1e kwartaal;7.4
476;Gebouwde omgeving;Totaal broeikasgassen;2024 2e kwartaal;2.4
477;Gebouwde omgeving;Totaal broeikasgassen;2024 3e kwartaal;1.5
478;Gebouwde omgeving;Totaal broeikasgassen;2024 4e kwartaal;6.0
479;Gebouwde omgeving;Totaal broeikasgassen;2024;17.4
480;Gebouwde omgeving;Koolstofdioxide (CO2);2019 1e kwartaal;10.3
481;Gebouwde omgeving;Koolstofdioxide (CO2);2019 2e kwartaal;2.9
482;Gebouwde omgeving;Koolstofdioxide (CO2);2019 3e kwartaal;1.2
483;Gebouwde omgeving;Koolstofdioxide (CO2);2019 4e kwartaal;8.3
484;Gebouwde omgeving;Koolstofdioxide (CO2);2019;22.7
485;Gebouwde omgeving;Koolstofdioxide (CO2);2020 1e kwartaal;9.6
486;Gebouwde omgeving;Koolstofdioxide (CO2);2020 2e kwartaal;2.6
487;Gebouwde omgeving;Koolstofdioxide (CO2);2020 3e kwartaal;1.3
488;Gebouwde omgeving;Koolstofdioxide (CO2);2020 4e kwartaal;7.8
489;Gebouwde omgeving;Koolstofdioxide (CO2);2020;21.2
490;Gebouwde omgeving;Koolstofdioxide (CO2);2021 1e kwartaal;11.1
491;Gebouwde omgeving;Koolstofdioxide (CO2);2021 2e kwartaal;4.0
492;Gebouwde omgeving;Koolstofdioxide (CO2);2021 3e kwartaal;1.1
493;Gebouwde omgeving;Koolstofdioxide (CO2);2021 4e kwartaal;7.7
494;Gebouwde omgeving;Koolstofdioxide (CO2);2021;23.9
495;Gebouwde omgeving;Koolstofdioxide (CO2);2022 1e kwartaal;8.7
496;Gebouwde omgeving;Koolstofdioxide (CO2);2022 2e kwartaal;2.9
497;Gebouwde omgeving;Koolstofdioxide (CO2);2022 3e kwartaal;1.5
498;Gebouwde omgeving;Koolstofdioxide (CO2);2022 4e kwartaal;6.1
499;Gebouwde omgeving;Koolstofdioxide (CO2);2022;19.3
500;Gebouwde omgeving;Koolstofdioxide (CO2);2023 1e kwartaal;7.3
501;Gebouwde omgeving;Koolstofdioxide (CO2);2023 2e kwartaal;2.6
502;Gebouwde omgeving;Koolstofdioxide (CO2);2023 3e kwartaal;1.2
503;Gebouwde omgeving;Koolstofdioxide (CO2);2023 4e kwartaal;5.6
504;Gebouwde omgeving;Koolstofdioxide (CO2);2023;16.8
505;Gebouwde omgeving;Koolstofdioxide (CO2);2024 1e kwartaal;7.2
506;Gebouwde omgeving;Koolstofdioxide (CO2);2024 2e kwartaal;2.4
507;Gebouwde omgeving;Koolstofdioxide (CO2);2024 3e kwartaal;1.4
508;Gebouwde omgeving;Koolstofdioxide (CO2);2024 4e kwartaal;5.9
509;Gebouwde omgeving;Koolstofdioxide (CO2);2024;16.9
510;Gebouwde omgeving;Overige broeikasgassen;2019 1e kwartaal;0.2
511;Gebouwde omgeving;Overige broeikasgassen;2019 2e kwartaal;0.1
512;Gebouwde omgeving;Overige broeikasgassen;2019 3e kwartaal;0.0
513;Gebouwde omgeving;Overige broeikasgassen;2019 4e kwartaal;0.2
514;Gebouwde omgeving;Overige broeikasgassen;2019;0.6
515;Gebouwde omgeving;Overige broeikasgassen;2020 1e kwartaal;0.2
516;Gebouwde omgeving;Overige broeikasgassen;2020 2e kwartaal;0.1
517;Gebouwde omgeving;Overige broeikasgassen;2020 3e kwartaal;0.0
518;Gebouwde omgeving;Overige broeikasgassen;2020 4e kwartaal;0.2
519;Gebouwde omgeving;Overige broeikasgassen;2020;0.5
520;Gebouwde omgeving;Overige broeikasgassen;2021 1e kwartaal;0.2
521;Gebouwde omgeving;Overige broeikasgassen;2021 2e kwartaal;0.1
522;Gebouwde omgeving;Overige broeikasgassen;2021 3e kwartaal;0.0
523;Gebouwde omgeving;Overige broeikasgassen;2021 4e kwartaal;0.2
524;Gebouwde omgeving;Overige broeikasgassen;2021;0.6
525;Gebouwde omgeving;Overige broeikasgassen;2022 1e kwartaal;0.2
526;Gebouwde omgeving;Overige broeikasgassen;2022 2e kwartaal;0.1
527;Gebouwde omgeving;Overige broeikasgassen;2022 3e kwartaal;0.1
528;Gebouwde omgeving;Overige broeikasgassen;2022 4e kwartaal;0.2
529;Gebouwde omgeving;Overige broeikasgassen;2022;0.5
530;Gebouwde omgeving;Overige broeikasgassen;2023 1e kwartaal;0.2
531;Gebouwde omgeving;Overige broeikasgassen;2023 2e kwartaal;0.1
532;Gebouwde omgeving;Overige broeikasgassen;2023 3e kwartaal;0.0
533;Gebouwde omgeving;Overige broeikasgassen;2023 4e kwartaal;0.1
534;Gebouwde omgeving;Overige broeikasgassen;2023;0.5
535;Gebouwde omgeving;Overige broeikasgassen;2024 1e kwartaal;0.2
536;Gebouwde omgeving;Overige broeikasgassen;2024 2e kwartaal;0.1
537;Gebouwde omgeving;Overige broeikasgassen;2024 3e kwartaal;0.1
538;Gebouwde omgeving;Overige broeikasgassen;2024 4e kwartaal;0.2
539;Gebouwde omgeving;Overige broeikasgassen;2024;0.5
540;Landgebruik;Totaal broeikasgassen;2019 1e kwartaal;0.9
541;Landgebruik;Totaal broeikasgassen;2019 2e kwartaal;0.9
542;Landgebruik;Totaal broeikasgassen;2019 3e kwartaal;0.9
543;Landgebruik;Totaal broeikasgassen;2019 4e kwartaal;0.9
544;Landgebruik;Totaal broeikasgassen;2019;3.7
545;Landgebruik;Totaal broeikasgassen;2020 1e kwartaal;0.8
546;Landgebruik;Totaal broeikasgassen;2020 2e kwartaal;0.8
547;Landgebruik;Totaal broeikasgassen;2020 3e kwartaal;0.8
548;Landgebruik;Totaal broeikasgassen;2020 4e kwartaal;0.8
549;Landgebruik;Totaal broeikasgassen;2020;3.3
550;Landgebruik;Totaal broeikasgassen;2021 1e kwartaal;0.8
551;Landgebruik;Totaal broeikasgassen;2021 2e kwartaal;0.8
552;Landgebruik;Totaal broeikasgassen;2021 3e kwartaal;0.8
553;Landgebruik;Totaal broeikasgassen;2021 4e kwartaal;0.8
554;Landgebruik;Totaal broeikasgassen;2021;3.4
555;Landgebruik;Totaal broeikasgassen;2022 1e kwartaal;0.9
556;Landgebruik;Totaal broeikasgassen;2022 2e kwartaal;0.9
557;Landgebruik;Totaal broeikasgassen;2022 3e kwartaal;0.9
558;Landgebruik;Totaal broeikasgassen;2022 4e kwartaal;0.9
559;Landgebruik;Totaal broeikasgassen;2022;3.5
560;Landgebruik;Totaal broeikasgassen;2023 1e kwartaal;1.0
561;Landgebruik;Totaal broeikasgassen;2023 2e kwartaal;1.0
562;Landgebruik;Totaal broeikasgassen;2023 3e kwartaal;1.0
563;Landgebruik;Totaal broeikasgassen;2023 4e kwartaal;1.0
564;Landgebruik;Totaal broeikasgassen;2023;3.8
565;Landgebruik;Totaal broeikasgassen;2024 1e kwartaal;0.8
566;Landgebruik;Totaal broeikasgassen;2024 2e kwartaal;0.8
567;Landgebruik;Totaal broeikasgassen;2024 3e kwartaal;0.8
568;Landgebruik;Totaal broeikasgassen;2024 4e kwartaal;0.8
569;Landgebruik;Totaal broeikasgassen;2024;3.1
570;Landgebruik;Koolstofdioxide (CO2);2019 1e kwartaal;0.8
571;Landgebruik;Koolstofdioxide (CO2);2019 2e kwartaal;0.8
572;Landgebruik;Koolstofdioxide (CO2);2019 3e kwartaal;0.8
573;Landgebruik;Koolstofdioxide (CO2);2019 4e kwartaal;0.8
574;Landgebruik;Koolstofdioxide (CO2);2019;3.0
575;Landgebruik;Koolstofdioxide (CO2);2020 1e kwartaal;0.7
576;Landgebruik;Koolstofdioxide (CO2);2020 2e kwartaal;0.7
577;Landgebruik;Koolstofdioxide (CO2);2020 3e kwartaal;0.7
578;Landgebruik;Koolstofdioxide (CO2);2020 4e kwartaal;0.7
579;Landgebruik;Koolstofdioxide (CO2);2020;2.6
580;Landgebruik;Koolstofdioxide (CO2);2021 1e kwartaal;0.7
581;Landgebruik;Koolstofdioxide (CO2);2021 2e kwartaal;0.7
582;Landgebruik;Koolstofdioxide (CO2);2021 3e kwartaal;0.7
583;Landgebruik;Koolstofdioxide (CO2);2021 4e kwartaal;0.7
584;Landgebruik;Koolstofdioxide (CO2);2021;2.7
585;Landgebruik;Koolstofdioxide (CO2);2022 1e kwartaal;0.7
586;Landgebruik;Koolstofdioxide (CO2);2022 2e kwartaal;0.7
587;Landgebruik;Koolstofdioxide (CO2);2022 3e kwartaal;0.7
588;Landgebruik;Koolstofdioxide (CO2);2022 4e kwartaal;0.7
589;Landgebruik;Koolstofdioxide (CO2);2022;2.8
590;Landgebruik;Koolstofdioxide (CO2);2023 1e kwartaal;0.8
591;Landgebruik;Koolstofdioxide (CO2);2023 2e kwartaal;0.8
592;Landgebruik;Koolstofdioxide (CO2);2023 3e kwartaal;0.8
593;Landgebruik;Koolstofdioxide (CO2);2023 4e kwartaal;0.8
594;Landgebruik;Koolstofdioxide (CO2);2023;3.1
595;Landgebruik;Koolstofdioxide (CO2);2024 1e kwartaal;0.6
596;Landgebruik;Koolstofdioxide (CO2);2024 2e kwartaal;0.6
597;Landgebruik;Koolstofdioxide (CO2);2024 3e kwartaal;0.6
598;Landgebruik;Koolstofdioxide (CO2);2024 4e kwartaal;0.6
599;Landgebruik;Koolstofdioxide (CO2);2024;2.4
600;Landgebruik;Overige broeikasgassen;2019 1e kwartaal;0.2
601;Landgebruik;Overige broeikasgassen;2019 2e kwartaal;0.2
602;Landgebruik;Overige broeikasgassen;2019 3e kwartaal;0.2
603;Landgebruik;Overige broeikasgassen;2019 4e kwartaal;0.2
604;Landgebruik;Overige broeikasgassen;2019;0.7
605;Landgebruik;Overige broeikasgassen;2020 1e kwartaal;0.2
606;Landgebruik;Overige broeikasgassen;2020 2e kwartaal;0.2
607;Landgebruik;Overige broeikasgassen;2020 3e kwartaal;0.2
608;Landgebruik;Overige broeikasgassen;2020 4e kwartaal;0.2
609;Landgebruik;Overige broeikasgassen;2020;0.7
610;Landgebruik;Overige broeikasgassen;2021 1e kwartaal;0.2
611;Landgebruik;Overige broeikasgassen;2021 2e kwartaal;0.2
612;Landgebruik;Overige broeikasgassen;2021 3e kwartaal;0.2
613;Landgebruik;Overige broeikasgassen;2021 4e kwartaal;0.2
614;Landgebruik;Overige broeikasgassen;2021;0.7
615;Landgebruik;Overige broeikasgassen;2022 1e kwartaal;0.2
616;Landgebruik;Overige broeikasgassen;2022 2e kwartaal;0.2
617;Landgebruik;Overige broeikasgassen;2022 3e kwartaal;0.2
618;Landgebruik;Overige broeikasgassen;2022 4e kwartaal;0.2
619;Landgebruik;Overige broeikasgassen;2022;0.7
620;Landgebruik;Overige broeikasgassen;2023 1e kwartaal;0.2
621;Landgebruik;Overige broeikasgassen;2023 2e kwartaal;0.2
622;Landgebruik;Overige broeikasgassen;2023 3e kwartaal;0.2
623;Landgebruik;Overige broeikasgassen;2023 4e kwartaal;0.2
624;Landgebruik;Overige broeikasgassen;2023;0.7
625;Landgebruik;Overige broeikasgassen;2024 1e kwartaal;0.2
626;Landgebruik;Overige broeikasgassen;2024 2e kwartaal;0.2
627;Landgebruik;Overige broeikasgassen;2024 3e kwartaal;0.2
628;Landgebruik;Overige broeikasgassen;2024 4e kwartaal;0.2
629;Landgebruik;Overige broeikasgassen;2024;0.7
