ID;KenmerkenInstallaties;Perioden;Productie_1;VerbruikGasmotorenWKKInstallatie_2;VerbruikGasmotorenDirecteAandrijving_3;VerbruikVoorOpwarmingSlibgistingstank_4;VerbruikVoorSlibontwatering_5;Afgefakkeld_6;Afgeblazen_7;VerbruikOfToepassingOnbekend_8;Aflevering_9;Aankoop_10;ProductieInWKKInstallaties_11;TotaalVerbruik_12;Warmteproductie_13;Aardgasverbruik_14;HuisbrandolieVerbruik_15;VerbruikPerKgVerwijdBZVGemiddelde_16;VerbruikPerKgVerwijdBZVLandelijk_17;AandeelBeluchtingInTotaalverbruik_18
641;Cap. klasse NL: 100 000 tot 250 000 i.e.;2006;27967;22482;0.0;1559;0;2547;57.0;262;1060;172;41;213;240.0;5856;0;5.7;5.6;56
642;Cap. klasse NL: 100 000 tot 250 000 i.e.;2007;35809;28411;0.0;1741;0;3992;702.0;654;309;174;51;224;283.0;9094;6;5.9;5.8;56
643;Cap. klasse NL: 100 000 tot 250 000 i.e.;2008;37643;30327;0.0;2882;0;2932;209.0;948;343;180;56;233;299.0;8515;26;5.8;5.7;56
644;Cap. klasse NL: 100 000 tot 250 000 i.e.;2009;38623;29764;0.0;2340;0;3465;1671.0;875;507;183;57;238;316.0;9429;40;6.5;5.8;56
645;Cap. klasse NL: 100 000 tot 250 000 i.e.;2010;38357;33559;136.0;1206;0;3720;1039.0;958;1016;179;67;237;324.0;8475;36;5.6;5.5;54
646;Cap. klasse NL: 100 000 tot 250 000 i.e.;2011;40992;34452;0.0;1395;0;3596;378.0;1197;0;175;68;234;348.0;1163;44;5.4;5.3;56
647;Cap. klasse NL: 100 000 tot 250 000 i.e.;2012;42101;35846;0.0;1228;107;3644;153.0;2018;0;168;70;232;412.0;927;32;5.1;5.0;54
648;Cap. klasse NL: meer dan 250 000 i.e.;1981;10270;2081;;2723;0;1845;;3621;0;72;5;77;;2851;1340;3.0;2.7;67
649;Cap. klasse NL: meer dan 250 000 i.e.;1985;18445;11737;;4316;0;2093;;299;0;92;18;109;;5663;1394;3.6;3.3;58
650;Cap. klasse NL: meer dan 250 000 i.e.;1990;31058;19385;;7525;0;3236;;913;0;129;42;171;;4087;778;4.6;4.4;56
651;Cap. klasse NL: meer dan 250 000 i.e.;1991;38044;21847;;4294;0;6127;;5775;0;117;57;174;;5630;981;5.0;4.5;53
652;Cap. klasse NL: meer dan 250 000 i.e.;1992;36505;25843;;4255;0;2913;;3494;0;109;60;170;;2439;626;4.7;4.5;73
653;Cap. klasse NL: meer dan 250 000 i.e.;1993;40333;26916;;2465;0;1159;;9793;0;113;54;166;;4980;476;4.4;4.4;62
654;Cap. klasse NL: meer dan 250 000 i.e.;1995;41843;31025;;9129;0;1563;;125;0;123;57;179;;1552;307;4.7;4.7;56
655;Cap. klasse NL: meer dan 250 000 i.e.;1996;41172;29262;;10685;0;1225;;0;0;158;56;213;;6369;346;6.1;6.0;54
656;Cap. klasse NL: meer dan 250 000 i.e.;1997;40386;29932;;2345;7320;693;;97;0;149;57;206;;6862;324;5.3;5.0;55
657;Cap. klasse NL: meer dan 250 000 i.e.;1998;36485;29850;;954;3800;1836;;45;0;147;46;193;;5960;236;5.3;5.0;55
658;Cap. klasse NL: meer dan 250 000 i.e.;1999;42464;34414;;1315;4645;1193;;897;0;137;59;196;;5332;190;5.5;5.1;80
659;Cap. klasse NL: meer dan 250 000 i.e.;2000;44252;32754;;1494;0;2141;;184;0;143;62;205;;2370;84;5.2;5.0;58
660;Cap. klasse NL: meer dan 250 000 i.e.;2001;48156;34714;;3612;0;1889;;87;0;140;71;211;;6079;104;5.4;5.2;52
661;Cap. klasse NL: meer dan 250 000 i.e.;2002;49525;37983;;307;891;2619;384.0;5;0;138;72;211;;5876;275;5.7;5.4;50
662;Cap. klasse NL: meer dan 250 000 i.e.;2003;47243;36333;;289;863;1591;244.0;0;0;138;72;211;;5952;295;5.6;5.2;50
663;Cap. klasse NL: meer dan 250 000 i.e.;2004;49269;37065;0.0;373;782;2298;911.0;2;0;136;76;212;438.0;6171;188;5.6;5.2;48
664;Cap. klasse NL: meer dan 250 000 i.e.;2005;47140;36604;0.0;294;813;2626;269.0;473;748;150;74;225;355.0;6745;116;5.8;5.6;47
665;Cap. klasse NL: meer dan 250 000 i.e.;2006;50521;33240;0.0;83;865;3799;103.0;4481;7951;152;66;218;334.0;6688;134;5.9;5.8;48
666;Cap. klasse NL: meer dan 250 000 i.e.;2007;41524;28928;0.0;599;793;2136;89.0;154;8825;156;57;212;314.0;3644;145;6.1;5.8;47
667;Cap. klasse NL: meer dan 250 000 i.e.;2008;42482;29815;0.0;1002;798;1810;188.0;99;8770;150;62;212;307.0;3326;177;5.6;5.4;44
668;Cap. klasse NL: meer dan 250 000 i.e.;2009;43336;29771;0.0;718;793;2258;9.0;424;9363;149;60;208;289.0;1186;188;5.7;5.4;44
669;Cap. klasse NL: meer dan 250 000 i.e.;2010;45988;31446;0.0;775;883;2200;2.0;296;10385;144;65;208;301.0;675;201;5.4;5.2;43
670;Cap. klasse NL: meer dan 250 000 i.e.;2011;43976;31490;0.0;550;840;1466;0.0;125;9505;144;66;209;309.0;542;200;5.3;5.2;42
671;Cap. klasse NL: meer dan 250 000 i.e.;2012;45499;33680;0.0;97;363;1661;16.0;190;9492;134;71;203;458.0;672;193;5.3;5.2;44
