ID;RedenBeeindiging;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
2212;Totaal;Doesburg;2e halfjaar 2023;110.0;10.0
2213;Totaal;Doesburg;2023;230.0;21.0
2214;Totaal;Doetinchem;1e halfjaar 2015;500.0;10.0
2215;Totaal;Doetinchem;2e halfjaar 2015;1710.0;30.0
2216;Totaal;Doetinchem;2015;2120.0;40.0
2217;Totaal;Doetinchem;1e halfjaar 2016;880.0;15.0
2218;Totaal;Doetinchem;2e halfjaar 2016;2190.0;39.0
2219;Totaal;Doetinchem;2016;2615.0;46.0
2220;Totaal;Doetinchem;1e halfjaar 2017;1220.0;21.0
2221;Totaal;Doetinchem;2e halfjaar 2017;2090.0;37.0
2222;Totaal;Doetinchem;2017;2680.0;47.0
2223;Totaal;Doetinchem;1e halfjaar 2018;1125.0;20.0
2224;Totaal;Doetinchem;2e halfjaar 2018;1325.0;23.0
2225;Totaal;Doetinchem;2018;2075.0;36.0
2226;Totaal;Doetinchem;1e halfjaar 2019;1640.0;28.0
2227;Totaal;Doetinchem;2e halfjaar 2019;1825.0;32.0
2228;Totaal;Doetinchem;2019;2840.0;49.0
2229;Totaal;Doetinchem;1e halfjaar 2020;590.0;10.0
2230;Totaal;Doetinchem;2e halfjaar 2020;1115.0;19.0
2231;Totaal;Doetinchem;2020;1630.0;28.0
2232;Totaal;Doetinchem;1e halfjaar 2021;770.0;13.0
2233;Totaal;Doetinchem;2e halfjaar 2021;870.0;15.0
2234;Totaal;Doetinchem;2021;1565.0;27.0
2235;Totaal;Doetinchem;1e halfjaar 2022;1170.0;20.0
2236;Totaal;Doetinchem;2e halfjaar 2022;1160.0;20.0
2237;Totaal;Doetinchem;2022;2020.0;35.0
2238;Totaal;Doetinchem;1e halfjaar 2023;660.0;11.0
2239;Totaal;Doetinchem;2e halfjaar 2023;760.0;13.0
2240;Totaal;Doetinchem;2023;1345.0;23.0
2241;Totaal;Dongen;1e halfjaar 2015;;
2242;Totaal;Dongen;2e halfjaar 2015;;
2243;Totaal;Dongen;2015;;
2244;Totaal;Dongen;1e halfjaar 2016;;
2245;Totaal;Dongen;2e halfjaar 2016;;
2246;Totaal;Dongen;2016;;
2247;Totaal;Dongen;1e halfjaar 2017;165.0;6.0
2248;Totaal;Dongen;2e halfjaar 2017;460.0;18.0
2249;Totaal;Dongen;2017;585.0;23.0
2250;Totaal;Dongen;1e halfjaar 2018;165.0;6.0
2251;Totaal;Dongen;2e halfjaar 2018;115.0;4.0
2252;Totaal;Dongen;2018;255.0;10.0
2253;Totaal;Dongen;1e halfjaar 2019;520.0;20.0
2254;Totaal;Dongen;2e halfjaar 2019;180.0;7.0
2255;Totaal;Dongen;2019;635.0;24.0
2256;Totaal;Dongen;1e halfjaar 2020;145.0;6.0
2257;Totaal;Dongen;2e halfjaar 2020;870.0;33.0
2258;Totaal;Dongen;2020;965.0;37.0
2259;Totaal;Dongen;1e halfjaar 2021;125.0;5.0
2260;Totaal;Dongen;2e halfjaar 2021;195.0;7.0
2261;Totaal;Dongen;2021;315.0;12.0
2262;Totaal;Dongen;1e halfjaar 2022;190.0;7.0
2263;Totaal;Dongen;2e halfjaar 2022;230.0;9.0
2264;Totaal;Dongen;2022;405.0;15.0
2265;Totaal;Dongen;1e halfjaar 2023;285.0;10.0
2266;Totaal;Dongen;2e halfjaar 2023;205.0;8.0
2267;Totaal;Dongen;2023;470.0;17.0
2268;Totaal;Dongeradeel;1e halfjaar 2015;;
2269;Totaal;Dongeradeel;2e halfjaar 2015;;
2270;Totaal;Dongeradeel;2015;;
2271;Totaal;Dongeradeel;1e halfjaar 2016;;
2272;Totaal;Dongeradeel;2e halfjaar 2016;335.0;14.0
2273;Totaal;Dongeradeel;2016;;
2274;Totaal;Dongeradeel;1e halfjaar 2017;255.0;11.0
2275;Totaal;Dongeradeel;2e halfjaar 2017;335.0;14.0
2276;Totaal;Dongeradeel;2017;525.0;22.0
2277;Totaal;Dongeradeel;1e halfjaar 2018;280.0;12.0
2278;Totaal;Dongeradeel;2e halfjaar 2018;315.0;13.0
2279;Totaal;Dongeradeel;2018;525.0;22.0
2280;Totaal;Dongeradeel;1e halfjaar 2019;;
2281;Totaal;Dongeradeel;2e halfjaar 2019;;
2282;Totaal;Dongeradeel;2019;;
2283;Totaal;Dongeradeel;1e halfjaar 2020;;
2284;Totaal;Dongeradeel;2e halfjaar 2020;;
2285;Totaal;Dongeradeel;2020;;
2286;Totaal;Dongeradeel;1e halfjaar 2021;;
2287;Totaal;Dongeradeel;2e halfjaar 2021;;
2288;Totaal;Dongeradeel;2021;;
2289;Totaal;Dongeradeel;1e halfjaar 2022;;
2290;Totaal;Dongeradeel;2e halfjaar 2022;;
2291;Totaal;Dongeradeel;2022;;
2292;Totaal;Dongeradeel;1e halfjaar 2023;;
2293;Totaal;Dongeradeel;2e halfjaar 2023;;
2294;Totaal;Dongeradeel;2023;;
2295;Totaal;Dordrecht;1e halfjaar 2015;710.0;10.0
2296;Totaal;Dordrecht;2e halfjaar 2015;1875.0;15.0
2297;Totaal;Dordrecht;2015;2435.0;20.0
2298;Totaal;Dordrecht;1e halfjaar 2016;850.0;7.0
2299;Totaal;Dordrecht;2e halfjaar 2016;;
2300;Totaal;Dordrecht;2016;;
2301;Totaal;Dordrecht;1e halfjaar 2017;1635.0;14.0
2302;Totaal;Dordrecht;2e halfjaar 2017;3645.0;31.0
2303;Totaal;Dordrecht;2017;4805.0;40.0
2304;Totaal;Dordrecht;1e halfjaar 2018;1875.0;16.0
2305;Totaal;Dordrecht;2e halfjaar 2018;1860.0;16.0
2306;Totaal;Dordrecht;2018;3235.0;27.0
2307;Totaal;Dordrecht;1e halfjaar 2019;2170.0;18.0
2308;Totaal;Dordrecht;2e halfjaar 2019;2665.0;22.0
2309;Totaal;Dordrecht;2019;3995.0;34.0
2310;Totaal;Dordrecht;1e halfjaar 2020;1035.0;9.0
2311;Totaal;Dordrecht;2e halfjaar 2020;1765.0;15.0
2312;Totaal;Dordrecht;2020;2670.0;22.0
2313;Totaal;Dordrecht;1e halfjaar 2021;1280.0;11.0
2314;Totaal;Dordrecht;2e halfjaar 2021;1200.0;10.0
2315;Totaal;Dordrecht;2021;2360.0;20.0
2316;Totaal;Dordrecht;1e halfjaar 2022;1105.0;9.0
2317;Totaal;Dordrecht;2e halfjaar 2022;1240.0;10.0
2318;Totaal;Dordrecht;2022;2255.0;19.0
2319;Totaal;Dordrecht;1e halfjaar 2023;1215.0;10.0
2320;Totaal;Dordrecht;2e halfjaar 2023;1425.0;12.0
2321;Totaal;Dordrecht;2023;2525.0;21.0
2322;Totaal;Drechterland;1e halfjaar 2015;55.0;0.0
2323;Totaal;Drechterland;2e halfjaar 2015;35.0;0.0
2324;Totaal;Drechterland;2015;90.0;0.0
2325;Totaal;Drechterland;1e halfjaar 2016;;
2326;Totaal;Drechterland;2e halfjaar 2016;165.0;9.0
2327;Totaal;Drechterland;2016;;
2328;Totaal;Drechterland;1e halfjaar 2017;200.0;10.0
2329;Totaal;Drechterland;2e halfjaar 2017;170.0;9.0
2330;Totaal;Drechterland;2017;310.0;16.0
2331;Totaal;Drechterland;1e halfjaar 2018;145.0;7.0
2332;Totaal;Drechterland;2e halfjaar 2018;180.0;9.0
2333;Totaal;Drechterland;2018;285.0;15.0
2334;Totaal;Drechterland;1e halfjaar 2019;150.0;8.0
2335;Totaal;Drechterland;2e halfjaar 2019;270.0;14.0
2336;Totaal;Drechterland;2019;380.0;19.0
2337;Totaal;Drechterland;1e halfjaar 2020;165.0;8.0
2338;Totaal;Drechterland;2e halfjaar 2020;525.0;27.0
2339;Totaal;Drechterland;2020;660.0;33.0
2340;Totaal;Drechterland;1e halfjaar 2021;125.0;6.0
2341;Totaal;Drechterland;2e halfjaar 2021;200.0;10.0
2342;Totaal;Drechterland;2021;315.0;16.0
2343;Totaal;Drechterland;1e halfjaar 2022;105.0;5.0
2344;Totaal;Drechterland;2e halfjaar 2022;260.0;13.0
2345;Totaal;Drechterland;2022;355.0;18.0
2346;Totaal;Drechterland;1e halfjaar 2023;145.0;7.0
2347;Totaal;Drechterland;2e halfjaar 2023;215.0;11.0
2348;Totaal;Drechterland;2023;350.0;17.0
2349;Totaal;Drimmelen;1e halfjaar 2015;;
2350;Totaal;Drimmelen;2e halfjaar 2015;;
2351;Totaal;Drimmelen;2015;;
2352;Totaal;Drimmelen;1e halfjaar 2016;;
2353;Totaal;Drimmelen;2e halfjaar 2016;;
2354;Totaal;Drimmelen;2016;;
2355;Totaal;Drimmelen;1e halfjaar 2017;;
2356;Totaal;Drimmelen;2e halfjaar 2017;;
2357;Totaal;Drimmelen;2017;;
2358;Totaal;Drimmelen;1e halfjaar 2018;;
2359;Totaal;Drimmelen;2e halfjaar 2018;;
2360;Totaal;Drimmelen;2018;;
2361;Totaal;Drimmelen;1e halfjaar 2019;;
2362;Totaal;Drimmelen;2e halfjaar 2019;;
2363;Totaal;Drimmelen;2019;;
2364;Totaal;Drimmelen;1e halfjaar 2020;;
2365;Totaal;Drimmelen;2e halfjaar 2020;;
2366;Totaal;Drimmelen;2020;;
2367;Totaal;Drimmelen;1e halfjaar 2021;;
2368;Totaal;Drimmelen;2e halfjaar 2021;;
2369;Totaal;Drimmelen;2021;;
2370;Totaal;Drimmelen;1e halfjaar 2022;;
2371;Totaal;Drimmelen;2e halfjaar 2022;;
2372;Totaal;Drimmelen;2022;;
2373;Totaal;Drimmelen;1e halfjaar 2023;;
2374;Totaal;Drimmelen;2e halfjaar 2023;;
2375;Totaal;Drimmelen;2023;;
2376;Totaal;Dronten;1e halfjaar 2015;;
2377;Totaal;Dronten;2e halfjaar 2015;;
2378;Totaal;Dronten;2015;;
2379;Totaal;Dronten;1e halfjaar 2016;1115.0;27.0
2380;Totaal;Dronten;2e halfjaar 2016;1320.0;33.0
2381;Totaal;Dronten;2016;1600.0;39.0
2382;Totaal;Dronten;1e halfjaar 2017;860.0;21.0
2383;Totaal;Dronten;2e halfjaar 2017;1340.0;33.0
2384;Totaal;Dronten;2017;1480.0;36.0
2385;Totaal;Dronten;1e halfjaar 2018;1040.0;26.0
2386;Totaal;Dronten;2e halfjaar 2018;815.0;20.0
2387;Totaal;Dronten;2018;1455.0;36.0
2388;Totaal;Dronten;1e halfjaar 2019;880.0;22.0
2389;Totaal;Dronten;2e halfjaar 2019;490.0;12.0
2390;Totaal;Dronten;2019;1170.0;29.0
2391;Totaal;Dronten;1e halfjaar 2020;300.0;7.0
2392;Totaal;Dronten;2e halfjaar 2020;1245.0;30.0
2393;Totaal;Dronten;2020;1490.0;36.0
2394;Totaal;Dronten;1e halfjaar 2021;280.0;7.0
2395;Totaal;Dronten;2e halfjaar 2021;360.0;9.0
2396;Totaal;Dronten;2021;610.0;15.0
2397;Totaal;Dronten;1e halfjaar 2022;260.0;6.0
2398;Totaal;Dronten;2e halfjaar 2022;400.0;9.0
2399;Totaal;Dronten;2022;625.0;15.0
2400;Totaal;Dronten;1e halfjaar 2023;310.0;7.0
2401;Totaal;Dronten;2e halfjaar 2023;325.0;7.0
2402;Totaal;Dronten;2023;605.0;14.0
2403;Totaal;Druten;1e halfjaar 2015;;
2404;Totaal;Druten;2e halfjaar 2015;;
2405;Totaal;Druten;2015;;
2406;Totaal;Druten;1e halfjaar 2016;;
2407;Totaal;Druten;2e halfjaar 2016;;
2408;Totaal;Druten;2016;;
2409;Totaal;Druten;1e halfjaar 2017;;
2410;Totaal;Druten;2e halfjaar 2017;;
2411;Totaal;Druten;2017;;
2412;Totaal;Druten;1e halfjaar 2018;;
2413;Totaal;Druten;2e halfjaar 2018;;
2414;Totaal;Druten;2018;;
2415;Totaal;Druten;1e halfjaar 2019;195.0;10.0
2416;Totaal;Druten;2e halfjaar 2019;260.0;14.0
2417;Totaal;Druten;2019;425.0;23.0
2418;Totaal;Druten;1e halfjaar 2020;;
2419;Totaal;Druten;2e halfjaar 2020;655.0;35.0
2420;Totaal;Druten;2020;;
2421;Totaal;Druten;1e halfjaar 2021;155.0;8.0
2422;Totaal;Druten;2e halfjaar 2021;215.0;11.0
2423;Totaal;Druten;2021;355.0;19.0
2424;Totaal;Druten;1e halfjaar 2022;160.0;8.0
2425;Totaal;Druten;2e halfjaar 2022;200.0;10.0
2426;Totaal;Druten;2022;340.0;18.0
2427;Totaal;Druten;1e halfjaar 2023;290.0;15.0
2428;Totaal;Druten;2e halfjaar 2023;195.0;10.0
2429;Totaal;Druten;2023;465.0;24.0
2430;Totaal;Duiven;1e halfjaar 2015;;
2431;Totaal;Duiven;2e halfjaar 2015;;
2432;Totaal;Duiven;2015;;
2433;Totaal;Duiven;1e halfjaar 2016;;
2434;Totaal;Duiven;2e halfjaar 2016;;
2435;Totaal;Duiven;2016;;
2436;Totaal;Duiven;1e halfjaar 2017;;
2437;Totaal;Duiven;2e halfjaar 2017;;
2438;Totaal;Duiven;2017;;
2439;Totaal;Duiven;1e halfjaar 2018;;
2440;Totaal;Duiven;2e halfjaar 2018;;
2441;Totaal;Duiven;2018;;
2442;Totaal;Duiven;1e halfjaar 2019;;
2443;Totaal;Duiven;2e halfjaar 2019;;
2444;Totaal;Duiven;2019;;
2445;Totaal;Duiven;1e halfjaar 2020;;
2446;Totaal;Duiven;2e halfjaar 2020;;
2447;Totaal;Duiven;2020;;
2448;Totaal;Duiven;1e halfjaar 2021;;
2449;Totaal;Duiven;2e halfjaar 2021;;
2450;Totaal;Duiven;2021;;
2451;Totaal;Duiven;1e halfjaar 2022;;
2452;Totaal;Duiven;2e halfjaar 2022;;
2453;Totaal;Duiven;2022;;
2454;Totaal;Duiven;1e halfjaar 2023;200.0;8.0
2455;Totaal;Duiven;2e halfjaar 2023;275.0;11.0
2456;Totaal;Duiven;2023;460.0;18.0
2457;Totaal;Echt-Susteren;1e halfjaar 2015;;
2458;Totaal;Echt-Susteren;2e halfjaar 2015;;
2459;Totaal;Echt-Susteren;2015;;
2460;Totaal;Echt-Susteren;1e halfjaar 2016;;
2461;Totaal;Echt-Susteren;2e halfjaar 2016;825.0;26.0
2462;Totaal;Echt-Susteren;2016;;
2463;Totaal;Echt-Susteren;1e halfjaar 2017;275.0;9.0
2464;Totaal;Echt-Susteren;2e halfjaar 2017;715.0;22.0
2465;Totaal;Echt-Susteren;2017;895.0;28.0
2466;Totaal;Echt-Susteren;1e halfjaar 2018;215.0;7.0
2467;Totaal;Echt-Susteren;2e halfjaar 2018;795.0;25.0
2468;Totaal;Echt-Susteren;2018;925.0;29.0
2469;Totaal;Echt-Susteren;1e halfjaar 2019;620.0;20.0
2470;Totaal;Echt-Susteren;2e halfjaar 2019;340.0;11.0
2471;Totaal;Echt-Susteren;2019;860.0;27.0
2472;Totaal;Echt-Susteren;1e halfjaar 2020;250.0;8.0
2473;Totaal;Echt-Susteren;2e halfjaar 2020;375.0;12.0
2474;Totaal;Echt-Susteren;2020;610.0;19.0
2475;Totaal;Echt-Susteren;1e halfjaar 2021;345.0;11.0
2476;Totaal;Echt-Susteren;2e halfjaar 2021;810.0;26.0
2477;Totaal;Echt-Susteren;2021;1100.0;35.0
2478;Totaal;Echt-Susteren;1e halfjaar 2022;355.0;11.0
2479;Totaal;Echt-Susteren;2e halfjaar 2022;385.0;12.0
2480;Totaal;Echt-Susteren;2022;690.0;22.0
2481;Totaal;Echt-Susteren;1e halfjaar 2023;320.0;10.0
2482;Totaal;Echt-Susteren;2e halfjaar 2023;660.0;21.0
2483;Totaal;Echt-Susteren;2023;940.0;29.0
2484;Totaal;Edam-Volendam;1e halfjaar 2015;;
2485;Totaal;Edam-Volendam;2e halfjaar 2015;;
2486;Totaal;Edam-Volendam;2015;;
2487;Totaal;Edam-Volendam;1e halfjaar 2016;;
2488;Totaal;Edam-Volendam;2e halfjaar 2016;;
2489;Totaal;Edam-Volendam;2016;;
2490;Totaal;Edam-Volendam;1e halfjaar 2017;;
2491;Totaal;Edam-Volendam;2e halfjaar 2017;;
2492;Totaal;Edam-Volendam;2017;;
2493;Totaal;Edam-Volendam;1e halfjaar 2018;;
2494;Totaal;Edam-Volendam;2e halfjaar 2018;;
2495;Totaal;Edam-Volendam;2018;;
2496;Totaal;Edam-Volendam;1e halfjaar 2019;335.0;9.0
2497;Totaal;Edam-Volendam;2e halfjaar 2019;365.0;10.0
2498;Totaal;Edam-Volendam;2019;625.0;17.0
2499;Totaal;Edam-Volendam;1e halfjaar 2020;170.0;5.0
2500;Totaal;Edam-Volendam;2e halfjaar 2020;340.0;9.0
2501;Totaal;Edam-Volendam;2020;500.0;14.0
2502;Totaal;Edam-Volendam;1e halfjaar 2021;170.0;5.0
2503;Totaal;Edam-Volendam;2e halfjaar 2021;295.0;8.0
2504;Totaal;Edam-Volendam;2021;450.0;12.0
2505;Totaal;Edam-Volendam;1e halfjaar 2022;180.0;5.0
2506;Totaal;Edam-Volendam;2e halfjaar 2022;225.0;6.0
2507;Totaal;Edam-Volendam;2022;390.0;11.0
2508;Totaal;Edam-Volendam;1e halfjaar 2023;185.0;5.0
2509;Totaal;Edam-Volendam;2e halfjaar 2023;255.0;7.0
2510;Totaal;Edam-Volendam;2023;430.0;12.0
2511;Totaal;Ede;1e halfjaar 2015;;
2512;Totaal;Ede;2e halfjaar 2015;2175.0;20.0
2513;Totaal;Ede;2015;;
2514;Totaal;Ede;1e halfjaar 2016;1650.0;15.0
2515;Totaal;Ede;2e halfjaar 2016;2570.0;23.0
2516;Totaal;Ede;2016;3530.0;31.0
2517;Totaal;Ede;1e halfjaar 2017;1815.0;16.0
2518;Totaal;Ede;2e halfjaar 2017;1860.0;16.0
2519;Totaal;Ede;2017;3205.0;28.0
2520;Totaal;Ede;1e halfjaar 2018;1940.0;17.0
2521;Totaal;Ede;2e halfjaar 2018;2100.0;18.0
2522;Totaal;Ede;2018;3420.0;30.0
2523;Totaal;Ede;1e halfjaar 2019;2020.0;17.0
2524;Totaal;Ede;2e halfjaar 2019;2440.0;21.0
2525;Totaal;Ede;2019;3755.0;32.0
2526;Totaal;Ede;1e halfjaar 2020;1040.0;9.0
2527;Totaal;Ede;2e halfjaar 2020;1595.0;14.0
2528;Totaal;Ede;2020;2510.0;21.0
2529;Totaal;Ede;1e halfjaar 2021;950.0;8.0
2530;Totaal;Ede;2e halfjaar 2021;1715.0;14.0
2531;Totaal;Ede;2021;2555.0;22.0
2532;Totaal;Ede;1e halfjaar 2022;1015.0;8.0
2533;Totaal;Ede;2e halfjaar 2022;1415.0;12.0
2534;Totaal;Ede;2022;2325.0;19.0
2535;Totaal;Ede;1e halfjaar 2023;960.0;8.0
2536;Totaal;Ede;2e halfjaar 2023;1435.0;12.0
2537;Totaal;Ede;2023;2285.0;19.0
2538;Totaal;Eemnes;1e halfjaar 2015;25.0;0.0
2539;Totaal;Eemnes;2e halfjaar 2015;;
2540;Totaal;Eemnes;2015;;
2541;Totaal;Eemnes;1e halfjaar 2016;175.0;20.0
2542;Totaal;Eemnes;2e halfjaar 2016;50.0;6.0
2543;Totaal;Eemnes;2016;185.0;21.0
2544;Totaal;Eemnes;1e halfjaar 2017;55.0;6.0
2545;Totaal;Eemnes;2e halfjaar 2017;45.0;5.0
2546;Totaal;Eemnes;2017;95.0;11.0
2547;Totaal;Eemnes;1e halfjaar 2018;35.0;4.0
2548;Totaal;Eemnes;2e halfjaar 2018;30.0;3.0
2549;Totaal;Eemnes;2018;60.0;7.0
2550;Totaal;Eemnes;1e halfjaar 2019;35.0;4.0
2551;Totaal;Eemnes;2e halfjaar 2019;40.0;4.0
2552;Totaal;Eemnes;2019;65.0;7.0
2553;Totaal;Eemnes;1e halfjaar 2020;25.0;3.0
2554;Totaal;Eemnes;2e halfjaar 2020;55.0;6.0
2555;Totaal;Eemnes;2020;75.0;8.0
2556;Totaal;Eemnes;1e halfjaar 2021;55.0;6.0
2557;Totaal;Eemnes;2e halfjaar 2021;60.0;6.0
2558;Totaal;Eemnes;2021;110.0;12.0
2559;Totaal;Eemnes;1e halfjaar 2022;40.0;4.0
2560;Totaal;Eemnes;2e halfjaar 2022;55.0;6.0
2561;Totaal;Eemnes;2022;95.0;10.0
2562;Totaal;Eemnes;1e halfjaar 2023;50.0;5.0
2563;Totaal;Eemnes;2e halfjaar 2023;60.0;6.0
2564;Totaal;Eemnes;2023;105.0;11.0
2565;Totaal;Eemsdelta;1e halfjaar 2015;;
2566;Totaal;Eemsdelta;2e halfjaar 2015;;
2567;Totaal;Eemsdelta;2015;;
2568;Totaal;Eemsdelta;1e halfjaar 2016;;
2569;Totaal;Eemsdelta;2e halfjaar 2016;;
2570;Totaal;Eemsdelta;2016;;
2571;Totaal;Eemsdelta;1e halfjaar 2017;;
2572;Totaal;Eemsdelta;2e halfjaar 2017;;
2573;Totaal;Eemsdelta;2017;;
2574;Totaal;Eemsdelta;1e halfjaar 2018;;
2575;Totaal;Eemsdelta;2e halfjaar 2018;;
2576;Totaal;Eemsdelta;2018;;
2577;Totaal;Eemsdelta;1e halfjaar 2019;;
2578;Totaal;Eemsdelta;2e halfjaar 2019;;
2579;Totaal;Eemsdelta;2019;;
2580;Totaal;Eemsdelta;1e halfjaar 2020;;
2581;Totaal;Eemsdelta;2e halfjaar 2020;;
2582;Totaal;Eemsdelta;2020;;
2583;Totaal;Eemsdelta;1e halfjaar 2021;480.0;11.0
2584;Totaal;Eemsdelta;2e halfjaar 2021;1140.0;25.0
2585;Totaal;Eemsdelta;2021;1525.0;33.0
2586;Totaal;Eemsdelta;1e halfjaar 2022;395.0;9.0
2587;Totaal;Eemsdelta;2e halfjaar 2022;590.0;13.0
2588;Totaal;Eemsdelta;2022;945.0;21.0
2589;Totaal;Eemsdelta;1e halfjaar 2023;395.0;9.0
2590;Totaal;Eemsdelta;2e halfjaar 2023;470.0;10.0
2591;Totaal;Eemsdelta;2023;835.0;18.0
2592;Totaal;Eemsmond;1e halfjaar 2015;;
2593;Totaal;Eemsmond;2e halfjaar 2015;;
2594;Totaal;Eemsmond;2015;;
2595;Totaal;Eemsmond;1e halfjaar 2016;;
2596;Totaal;Eemsmond;2e halfjaar 2016;;
2597;Totaal;Eemsmond;2016;;
2598;Totaal;Eemsmond;1e halfjaar 2017;;
2599;Totaal;Eemsmond;2e halfjaar 2017;;
2600;Totaal;Eemsmond;2017;;
2601;Totaal;Eemsmond;1e halfjaar 2018;;
2602;Totaal;Eemsmond;2e halfjaar 2018;;
2603;Totaal;Eemsmond;2018;;
2604;Totaal;Eemsmond;1e halfjaar 2019;;
2605;Totaal;Eemsmond;2e halfjaar 2019;;
2606;Totaal;Eemsmond;2019;;
2607;Totaal;Eemsmond;1e halfjaar 2020;;
2608;Totaal;Eemsmond;2e halfjaar 2020;;
2609;Totaal;Eemsmond;2020;;
2610;Totaal;Eemsmond;1e halfjaar 2021;;
2611;Totaal;Eemsmond;2e halfjaar 2021;;
2612;Totaal;Eemsmond;2021;;
2613;Totaal;Eemsmond;1e halfjaar 2022;;
2614;Totaal;Eemsmond;2e halfjaar 2022;;
2615;Totaal;Eemsmond;2022;;
2616;Totaal;Eemsmond;1e halfjaar 2023;;
2617;Totaal;Eemsmond;2e halfjaar 2023;;
2618;Totaal;Eemsmond;2023;;
2619;Totaal;Eersel;1e halfjaar 2015;205.0;10.0
2620;Totaal;Eersel;2e halfjaar 2015;200.0;10.0
2621;Totaal;Eersel;2015;370.0;20.0
2622;Totaal;Eersel;1e halfjaar 2016;160.0;9.0
2623;Totaal;Eersel;2e halfjaar 2016;325.0;18.0
2624;Totaal;Eersel;2016;415.0;22.0
2625;Totaal;Eersel;1e halfjaar 2017;215.0;12.0
2626;Totaal;Eersel;2e halfjaar 2017;160.0;9.0
2627;Totaal;Eersel;2017;340.0;18.0
2628;Totaal;Eersel;1e halfjaar 2018;195.0;10.0
2629;Totaal;Eersel;2e halfjaar 2018;;
2630;Totaal;Eersel;2018;;
2631;Totaal;Eersel;1e halfjaar 2019;210.0;11.0
2632;Totaal;Eersel;2e halfjaar 2019;235.0;12.0
2633;Totaal;Eersel;2019;390.0;20.0
2634;Totaal;Eersel;1e halfjaar 2020;145.0;8.0
2635;Totaal;Eersel;2e halfjaar 2020;300.0;16.0
2636;Totaal;Eersel;2020;420.0;22.0
2637;Totaal;Eersel;1e halfjaar 2021;130.0;7.0
2638;Totaal;Eersel;2e halfjaar 2021;190.0;10.0
2639;Totaal;Eersel;2021;315.0;16.0
2640;Totaal;Eersel;1e halfjaar 2022;190.0;10.0
2641;Totaal;Eersel;2e halfjaar 2022;290.0;15.0
2642;Totaal;Eersel;2022;450.0;23.0
2643;Totaal;Eersel;1e halfjaar 2023;175.0;9.0
2644;Totaal;Eersel;2e halfjaar 2023;165.0;8.0
2645;Totaal;Eersel;2023;320.0;16.0
2646;Totaal;Eijsden-Margraten;1e halfjaar 2015;;
2647;Totaal;Eijsden-Margraten;2e halfjaar 2015;;
2648;Totaal;Eijsden-Margraten;2015;;
2649;Totaal;Eijsden-Margraten;1e halfjaar 2016;;
2650;Totaal;Eijsden-Margraten;2e halfjaar 2016;;
2651;Totaal;Eijsden-Margraten;2016;;
2652;Totaal;Eijsden-Margraten;1e halfjaar 2017;;
2653;Totaal;Eijsden-Margraten;2e halfjaar 2017;170.0;7.0
2654;Totaal;Eijsden-Margraten;2017;;
2655;Totaal;Eijsden-Margraten;1e halfjaar 2018;335.0;13.0
2656;Totaal;Eijsden-Margraten;2e halfjaar 2018;740.0;29.0
2657;Totaal;Eijsden-Margraten;2018;900.0;35.0
2658;Totaal;Eijsden-Margraten;1e halfjaar 2019;640.0;25.0
2659;Totaal;Eijsden-Margraten;2e halfjaar 2019;805.0;31.0
2660;Totaal;Eijsden-Margraten;2019;940.0;37.0
2661;Totaal;Eijsden-Margraten;1e halfjaar 2020;205.0;8.0
2662;Totaal;Eijsden-Margraten;2e halfjaar 2020;290.0;11.0
2663;Totaal;Eijsden-Margraten;2020;480.0;19.0
2664;Totaal;Eijsden-Margraten;1e halfjaar 2021;190.0;7.0
2665;Totaal;Eijsden-Margraten;2e halfjaar 2021;315.0;12.0
2666;Totaal;Eijsden-Margraten;2021;475.0;18.0
2667;Totaal;Eijsden-Margraten;1e halfjaar 2022;150.0;6.0
2668;Totaal;Eijsden-Margraten;2e halfjaar 2022;240.0;9.0
2669;Totaal;Eijsden-Margraten;2022;375.0;15.0
2670;Totaal;Eijsden-Margraten;1e halfjaar 2023;160.0;6.0
2671;Totaal;Eijsden-Margraten;2e halfjaar 2023;220.0;8.0
2672;Totaal;Eijsden-Margraten;2023;365.0;14.0
2673;Totaal;Eindhoven;1e halfjaar 2015;;
2674;Totaal;Eindhoven;2e halfjaar 2015;;
2675;Totaal;Eindhoven;2015;;
2676;Totaal;Eindhoven;1e halfjaar 2016;3030.0;13.0
2677;Totaal;Eindhoven;2e halfjaar 2016;3700.0;16.0
2678;Totaal;Eindhoven;2016;5685.0;25.0
2679;Totaal;Eindhoven;1e halfjaar 2017;;
2680;Totaal;Eindhoven;2e halfjaar 2017;8440.0;37.0
2681;Totaal;Eindhoven;2017;;
2682;Totaal;Eindhoven;1e halfjaar 2018;6325.0;28.0
2683;Totaal;Eindhoven;2e halfjaar 2018;5955.0;26.0
2684;Totaal;Eindhoven;2018;9845.0;43.0
2685;Totaal;Eindhoven;1e halfjaar 2019;4830.0;21.0
2686;Totaal;Eindhoven;2e halfjaar 2019;4360.0;19.0
2687;Totaal;Eindhoven;2019;7750.0;33.0
2688;Totaal;Eindhoven;1e halfjaar 2020;1920.0;8.0
2689;Totaal;Eindhoven;2e halfjaar 2020;6040.0;26.0
2690;Totaal;Eindhoven;2020;7640.0;33.0
2691;Totaal;Eindhoven;1e halfjaar 2021;2305.0;10.0
2692;Totaal;Eindhoven;2e halfjaar 2021;2505.0;11.0
