ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenBijstandsuitkering_1
285;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;7480
286;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;6990
287;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;6250
288;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;0;2005 september;108540
289;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;0;2006 september;104100
290;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;0;2007 september;92650
291;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;1;2005 september;12290
292;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;1;2006 september;14020
293;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;1;2007 september;11180
294;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2;2005 september;11630
295;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2;2006 september;10560
296;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2;2007 september;8660
297;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5;2005 september;16260
298;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5;2006 september;15100
299;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5;2007 september;14040
300;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;6;2005 september;12840
301;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;6;2006 september;11140
302;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;6;2007 september;10160
303;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;7;2005 september;9180
304;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;7;2006 september;9360
305;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;7;2007 september;7770
306;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;9;2005 september;7710
307;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;9;2006 september;6980
308;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;9;2007 september;6780
309;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;38630
310;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;36930
311;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;34070
312;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;0;2005 september;48910
313;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;0;2006 september;46150
314;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;0;2007 september;40000
315;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;1;2005 september;5850
316;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;1;2006 september;6600
317;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;1;2007 september;4960
318;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2;2005 september;5130
319;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2;2006 september;4680
320;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2;2007 september;3750
321;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5;2005 september;7150
322;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5;2006 september;6400
323;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5;2007 september;5920
324;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;6;2005 september;5350
325;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;6;2006 september;4690
326;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;6;2007 september;4100
327;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;7;2005 september;3670
328;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;7;2006 september;3870
329;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;7;2007 september;3220
330;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;9;2005 september;3200
331;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;9;2006 september;2780
332;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;9;2007 september;2790
333;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2005 september;18560
334;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2006 september;17130
335;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2007 september;15260
336;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2005 september;11270
337;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2006 september;10750
338;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2007 september;9640
339;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2005 september;1280
340;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2006 september;1470
341;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2007 september;1270
342;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2005 september;1270
343;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2006 september;1180
344;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2007 september;940
345;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5;2005 september;1760
346;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5;2006 september;1600
347;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5;2007 september;1530
348;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2005 september;1430
349;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2006 september;1180
350;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2007 september;1080
351;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;7;2005 september;1020
352;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;7;2006 september;1010
353;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;7;2007 september;820
354;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;9;2005 september;820
355;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;9;2006 september;730
356;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;9;2007 september;680
357;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2005 september;3700
358;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2006 september;3580
359;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2007 september;3320
360;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2005 september;48350
361;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2006 september;47200
362;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2007 september;43000
363;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2005 september;5160
364;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2006 september;5950
365;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2007 september;4940
366;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2005 september;5240
367;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2006 september;4700
368;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2007 september;3980
369;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5;2005 september;7350
370;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5;2006 september;7100
371;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5;2007 september;6580
372;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2005 september;6070
373;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2006 september;5270
374;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2007 september;4980
375;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;7;2005 september;4480
376;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;7;2006 september;4480
377;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;7;2007 september;3730
378;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;9;2005 september;3690
379;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;9;2006 september;3470
380;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;9;2007 september;3310
381;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;16370
382;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;16220
383;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;15490
384;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2005 september;92110
385;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2006 september;91100
386;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2007 september;88820
387;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2005 september;6850
388;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2006 september;8030
389;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2007 september;7590
390;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2005 september;7010
391;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2006 september;6030
392;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2007 september;5970
393;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5;2005 september;10460
394;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5;2006 september;9900
395;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5;2007 september;9500
396;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2005 september;8470
397;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2006 september;8080
398;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2007 september;7560
399;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;7;2005 september;6230
400;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;7;2006 september;6920
401;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;7;2007 september;6570
402;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;9;2005 september;5780
403;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;9;2006 september;5220
404;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;9;2007 september;5800
405;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;47330
406;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;46910
407;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;45820
408;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;0;2005 september;47210
409;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;0;2006 september;45760
410;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;0;2007 september;43750
411;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;1;2005 september;3570
412;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;1;2006 september;3990
413;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;1;2007 september;3740
414;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2;2005 september;3380
415;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2;2006 september;2910
416;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2;2007 september;2970
417;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5;2005 september;5030
418;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5;2006 september;4710
419;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5;2007 september;4400
420;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;6;2005 september;3900
421;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;6;2006 september;3760
422;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;6;2007 september;3480
423;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;7;2005 september;2810
424;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;7;2006 september;3090
425;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;7;2007 september;2980
426;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;9;2005 september;2750
427;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;9;2006 september;2310
428;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;9;2007 september;2530
429;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2005 september;25770
430;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2006 september;24990
431;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2007 september;23660
432;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2005 september;11030
433;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2006 september;10720
434;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2007 september;10290
435;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2005 september;880
436;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2006 september;1000
437;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2007 september;980
438;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2005 september;950
439;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2006 september;780
440;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2007 september;730
441;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5;2005 september;1400
442;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5;2006 september;1290
443;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5;2007 september;1180
444;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2005 september;1070
445;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2006 september;1060
446;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2007 september;940
447;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;7;2005 september;790
448;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;7;2006 september;870
449;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;7;2007 september;860
450;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;9;2005 september;740
451;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;9;2006 september;670
452;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;9;2007 september;700
453;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2005 september;5210
454;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2006 september;5070
455;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2007 september;4900
456;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2005 september;33870
457;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2006 september;34620
458;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2007 september;34780
459;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2005 september;2400
460;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2006 september;3050
461;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2007 september;2880
462;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2005 september;2680
463;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2006 september;2340
464;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2007 september;2280
465;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5;2005 september;4030
466;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5;2006 september;3910
467;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5;2007 september;3920
468;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2005 september;3500
469;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2006 september;3270
470;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2007 september;3140
471;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;7;2005 september;2620
472;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;7;2006 september;2960
473;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;7;2007 september;2730
474;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;9;2005 september;2300
475;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;9;2006 september;2240
476;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;9;2007 september;2570
477;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;16350
478;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;16860
479;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;17260
480;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2005 september;79160
481;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2006 september;78320
482;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2007 september;78070
483;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2005 september;3080
484;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2006 september;3670
485;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2007 september;3280
486;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2005 september;3380
487;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2006 september;2970
488;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2007 september;2830
489;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5;2005 september;5600
490;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5;2006 september;5490
491;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5;2007 september;5360
492;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2005 september;4720
493;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2006 september;4770
494;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2007 september;4840
495;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;7;2005 september;3870
496;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;7;2006 september;4260
497;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;7;2007 september;4420
498;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;9;2005 september;4300
499;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;9;2006 september;3530
500;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;9;2007 september;4000
501;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;54210
502;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;53620
503;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;53330
504;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;0;2005 september;47150
505;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;0;2006 september;46140
506;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;0;2007 september;45540
507;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;1;2005 september;1720
508;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;1;2006 september;2060
509;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;1;2007 september;1840
510;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2;2005 september;1930
511;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2;2006 september;1650
512;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2;2007 september;1550
513;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5;2005 september;3160
514;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5;2006 september;3020
515;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5;2007 september;2880
516;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;6;2005 september;2520
517;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;6;2006 september;2650
518;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;6;2007 september;2620
519;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;7;2005 september;2010
520;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;7;2006 september;2250
521;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;7;2007 september;2420
522;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;9;2005 september;2360
523;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;9;2006 september;1830
524;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;9;2007 september;2100
525;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2005 september;33460
526;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2006 september;32690
527;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2007 september;32120
528;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2005 september;10150
529;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2006 september;10210
530;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2007 september;10180
531;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2005 september;390
532;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2006 september;550
533;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2007 september;480
534;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2005 september;420
535;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2006 september;390
536;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2007 september;410
537;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5;2005 september;720
538;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5;2006 september;690
539;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5;2007 september;760
540;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2005 september;640
541;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2006 september;650
542;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2007 september;620
543;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;7;2005 september;550
544;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;7;2006 september;580
545;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;7;2007 september;610
546;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;9;2005 september;620
547;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;9;2006 september;480
548;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;9;2007 september;540
549;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2005 september;6800
550;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2006 september;6860
551;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2007 september;6760
552;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2005 september;21860
553;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2006 september;21970
554;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2007 september;22350
555;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2005 september;970
556;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2006 september;1060
557;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2007 september;970
558;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2005 september;1030
559;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2006 september;940
560;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2007 september;870
561;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5;2005 september;1720
562;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5;2006 september;1790
563;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5;2007 september;1720
564;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2005 september;1560
565;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2006 september;1470
566;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2007 september;1600
567;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;7;2005 september;1310
568;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;7;2006 september;1430
569;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;7;2007 september;1380
570;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;9;2005 september;1320
571;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;9;2006 september;1210
