ID;EnergySourcesAndTechniques;EnergyApplication;Periods;FinalConsumption_1;FinalConsumptionRelative_2
1037;Wind energy off shore;Heating and cooling;2007;;
1038;Wind energy off shore;Heating and cooling;2008;;
1039;Wind energy off shore;Heating and cooling;2009;;
1040;Wind energy off shore;Heating and cooling;2010;;
1041;Wind energy off shore;Heating and cooling;2011;;
1042;Wind energy off shore;Heating and cooling;2012;;
1043;Wind energy off shore;Heating and cooling;2013;;
1044;Wind energy off shore;Heating and cooling;2014;;
1045;Wind energy off shore;Heating and cooling;2015;;
1046;Wind energy off shore;Heating and cooling;2016;;
1047;Wind energy off shore;Heating and cooling;2017;;
1048;Wind energy off shore;Heating and cooling;2018;;
1049;Wind energy off shore;Heating and cooling;2019;;
1050;Wind energy off shore;Heating and cooling;2020;;
1051;Wind energy off shore;Heating and cooling;2021;;
1052;Wind energy off shore;Heating and cooling;2022;;
1053;Wind energy off shore;Heating and cooling;2023;;
1054;Wind energy off shore;Transport;1990;;
1055;Wind energy off shore;Transport;1991;;
1056;Wind energy off shore;Transport;1992;;
1057;Wind energy off shore;Transport;1993;;
1058;Wind energy off shore;Transport;1994;;
1059;Wind energy off shore;Transport;1995;;
1060;Wind energy off shore;Transport;1996;;
1061;Wind energy off shore;Transport;1997;;
1062;Wind energy off shore;Transport;1998;;
1063;Wind energy off shore;Transport;1999;;
1064;Wind energy off shore;Transport;2000;;
1065;Wind energy off shore;Transport;2001;;
1066;Wind energy off shore;Transport;2002;;
1067;Wind energy off shore;Transport;2003;;
1068;Wind energy off shore;Transport;2004;;
1069;Wind energy off shore;Transport;2005;;
1070;Wind energy off shore;Transport;2006;;
1071;Wind energy off shore;Transport;2007;;
1072;Wind energy off shore;Transport;2008;;
1073;Wind energy off shore;Transport;2009;;
1074;Wind energy off shore;Transport;2010;;
1075;Wind energy off shore;Transport;2011;;
1076;Wind energy off shore;Transport;2012;;
1077;Wind energy off shore;Transport;2013;;
1078;Wind energy off shore;Transport;2014;;
1079;Wind energy off shore;Transport;2015;;
1080;Wind energy off shore;Transport;2016;;
1081;Wind energy off shore;Transport;2017;;
1082;Wind energy off shore;Transport;2018;;
1083;Wind energy off shore;Transport;2019;;
1084;Wind energy off shore;Transport;2020;;
1085;Wind energy off shore;Transport;2021;;
1086;Wind energy off shore;Transport;2022;;
1087;Wind energy off shore;Transport;2023;;
1088;Solar energy;Total energy applications;1990;102.0;0.01
1089;Solar energy;Total energy applications;1991;115.0;0.01
1090;Solar energy;Total energy applications;1992;139.0;0.01
1091;Solar energy;Total energy applications;1993;157.0;0.01
1092;Solar energy;Total energy applications;1994;184.0;0.01
1093;Solar energy;Total energy applications;1995;216.0;0.01
1094;Solar energy;Total energy applications;1996;251.0;0.01
1095;Solar energy;Total energy applications;1997;303.0;0.01
1096;Solar energy;Total energy applications;1998;358.0;0.02
1097;Solar energy;Total energy applications;1999;424.0;0.02
1098;Solar energy;Total energy applications;2000;482.0;0.02
1099;Solar energy;Total energy applications;2001;553.0;0.03
1100;Solar energy;Total energy applications;2002;634.0;0.03
1101;Solar energy;Total energy applications;2003;715.0;0.03
1102;Solar energy;Total energy applications;2004;795.0;0.03
1103;Solar energy;Total energy applications;2005;847.0;0.04
1104;Solar energy;Total energy applications;2006;886.0;0.04
1105;Solar energy;Total energy applications;2007;934.0;0.04
1106;Solar energy;Total energy applications;2008;988.0;0.04
1107;Solar energy;Total energy applications;2009;1088.0;0.05
1108;Solar energy;Total energy applications;2010;1196.0;0.05
1109;Solar energy;Total energy applications;2011;1416.0;0.06
1110;Solar energy;Total energy applications;2012;1757.0;0.08
1111;Solar energy;Total energy applications;2013;2582.0;0.12
1112;Solar energy;Total energy applications;2014;3739.0;0.19
1113;Solar energy;Total energy applications;2015;5127.0;0.25
1114;Solar energy;Total energy applications;2016;6913.0;0.33
1115;Solar energy;Total energy applications;2017;9080.0;0.43
1116;Solar energy;Total energy applications;2018;14510.0;0.69
1117;Solar energy;Total energy applications;2019;20617.0;0.99
1118;Solar energy;Total energy applications;2020;32729.0;1.68
1119;Solar energy;Total energy applications;2021;41858.0;2.08
1120;Solar energy;Total energy applications;2022;61132.0;3.29
1121;Solar energy;Total energy applications;2023;71657.0;4.0
1122;Solar energy;Electricity;1990;2.0;0.0
1123;Solar energy;Electricity;1991;2.0;0.0
1124;Solar energy;Electricity;1992;3.0;0.0
1125;Solar energy;Electricity;1993;4.0;0.0
1126;Solar energy;Electricity;1994;5.0;0.0
1127;Solar energy;Electricity;1995;5.0;0.0
1128;Solar energy;Electricity;1996;7.0;0.0
1129;Solar energy;Electricity;1997;9.0;0.0
1130;Solar energy;Electricity;1998;13.0;0.0
1131;Solar energy;Electricity;1999;20.0;0.0
1132;Solar energy;Electricity;2000;28.0;0.0
1133;Solar energy;Electricity;2001;42.0;0.0
1134;Solar energy;Electricity;2002;59.0;0.0
1135;Solar energy;Electricity;2003;91.0;0.0
1136;Solar energy;Electricity;2004;121.0;0.01
1137;Solar energy;Electricity;2005;128.0;0.01
1138;Solar energy;Electricity;2006;132.0;0.01
1139;Solar energy;Electricity;2007;135.0;0.01
1140;Solar energy;Electricity;2008;143.0;0.01
1141;Solar energy;Electricity;2009;162.0;0.01
1142;Solar energy;Electricity;2010;201.0;0.01
1143;Solar energy;Electricity;2011;376.0;0.02
1144;Solar energy;Electricity;2012;686.0;0.03
1145;Solar energy;Electricity;2013;1476.0;0.07
1146;Solar energy;Electricity;2014;2611.0;0.13
1147;Solar energy;Electricity;2015;3991.0;0.19
1148;Solar energy;Electricity;2016;5767.0;0.28
1149;Solar energy;Electricity;2017;7936.0;0.38
1150;Solar energy;Electricity;2018;13354.0;0.63
1151;Solar energy;Electricity;2019;19437.0;0.94
1152;Solar energy;Electricity;2020;31553.0;1.62
1153;Solar energy;Electricity;2021;40694.0;2.03
1154;Solar energy;Electricity;2022;59964.0;3.23
1155;Solar energy;Electricity;2023;70481.0;3.94
1156;Solar energy;Heating and cooling;1990;100.0;0.01
1157;Solar energy;Heating and cooling;1991;113.0;0.01
1158;Solar energy;Heating and cooling;1992;136.0;0.01
1159;Solar energy;Heating and cooling;1993;154.0;0.01
1160;Solar energy;Heating and cooling;1994;180.0;0.01
1161;Solar energy;Heating and cooling;1995;211.0;0.01
1162;Solar energy;Heating and cooling;1996;244.0;0.01
1163;Solar energy;Heating and cooling;1997;294.0;0.01
1164;Solar energy;Heating and cooling;1998;345.0;0.02
1165;Solar energy;Heating and cooling;1999;404.0;0.02
1166;Solar energy;Heating and cooling;2000;454.0;0.02
1167;Solar energy;Heating and cooling;2001;511.0;0.02
1168;Solar energy;Heating and cooling;2002;575.0;0.03
1169;Solar energy;Heating and cooling;2003;624.0;0.03
1170;Solar energy;Heating and cooling;2004;674.0;0.03
1171;Solar energy;Heating and cooling;2005;719.0;0.03
1172;Solar energy;Heating and cooling;2006;755.0;0.03
1173;Solar energy;Heating and cooling;2007;798.0;0.04
1174;Solar energy;Heating and cooling;2008;846.0;0.04
1175;Solar energy;Heating and cooling;2009;926.0;0.04
1176;Solar energy;Heating and cooling;2010;994.0;0.04
1177;Solar energy;Heating and cooling;2011;1040.0;0.05
1178;Solar energy;Heating and cooling;2012;1070.0;0.05
1179;Solar energy;Heating and cooling;2013;1106.0;0.05
1180;Solar energy;Heating and cooling;2014;1128.0;0.06
1181;Solar energy;Heating and cooling;2015;1137.0;0.06
1182;Solar energy;Heating and cooling;2016;1147.0;0.05
1183;Solar energy;Heating and cooling;2017;1144.0;0.05
1184;Solar energy;Heating and cooling;2018;1156.0;0.05
1185;Solar energy;Heating and cooling;2019;1180.0;0.06
1186;Solar energy;Heating and cooling;2020;1176.0;0.06
1187;Solar energy;Heating and cooling;2021;1164.0;0.06
1188;Solar energy;Heating and cooling;2022;1168.0;0.06
1189;Solar energy;Heating and cooling;2023;1176.0;0.07
1190;Solar energy;Transport;1990;;
1191;Solar energy;Transport;1991;;
1192;Solar energy;Transport;1992;;
1193;Solar energy;Transport;1993;;
1194;Solar energy;Transport;1994;;
1195;Solar energy;Transport;1995;;
1196;Solar energy;Transport;1996;;
1197;Solar energy;Transport;1997;;
1198;Solar energy;Transport;1998;;
1199;Solar energy;Transport;1999;;
1200;Solar energy;Transport;2000;;
1201;Solar energy;Transport;2001;;
1202;Solar energy;Transport;2002;;
1203;Solar energy;Transport;2003;;
1204;Solar energy;Transport;2004;;
1205;Solar energy;Transport;2005;;
1206;Solar energy;Transport;2006;;
1207;Solar energy;Transport;2007;;
1208;Solar energy;Transport;2008;;
1209;Solar energy;Transport;2009;;
1210;Solar energy;Transport;2010;;
1211;Solar energy;Transport;2011;;
1212;Solar energy;Transport;2012;;
1213;Solar energy;Transport;2013;;
1214;Solar energy;Transport;2014;;
1215;Solar energy;Transport;2015;;
1216;Solar energy;Transport;2016;;
1217;Solar energy;Transport;2017;;
1218;Solar energy;Transport;2018;;
1219;Solar energy;Transport;2019;;
1220;Solar energy;Transport;2020;;
1221;Solar energy;Transport;2021;;
1222;Solar energy;Transport;2022;;
1223;Solar energy;Transport;2023;;
1224;Solar photovoltaic;Total energy applications;1990;2.0;0.0
1225;Solar photovoltaic;Total energy applications;1991;2.0;0.0
1226;Solar photovoltaic;Total energy applications;1992;3.0;0.0
1227;Solar photovoltaic;Total energy applications;1993;4.0;0.0
1228;Solar photovoltaic;Total energy applications;1994;5.0;0.0
1229;Solar photovoltaic;Total energy applications;1995;5.0;0.0
1230;Solar photovoltaic;Total energy applications;1996;7.0;0.0
1231;Solar photovoltaic;Total energy applications;1997;9.0;0.0
1232;Solar photovoltaic;Total energy applications;1998;13.0;0.0
1233;Solar photovoltaic;Total energy applications;1999;20.0;0.0
1234;Solar photovoltaic;Total energy applications;2000;28.0;0.0
1235;Solar photovoltaic;Total energy applications;2001;42.0;0.0
1236;Solar photovoltaic;Total energy applications;2002;59.0;0.0
1237;Solar photovoltaic;Total energy applications;2003;91.0;0.0
1238;Solar photovoltaic;Total energy applications;2004;121.0;0.01
1239;Solar photovoltaic;Total energy applications;2005;128.0;0.01
1240;Solar photovoltaic;Total energy applications;2006;132.0;0.01
1241;Solar photovoltaic;Total energy applications;2007;135.0;0.01
1242;Solar photovoltaic;Total energy applications;2008;143.0;0.01
1243;Solar photovoltaic;Total energy applications;2009;162.0;0.01
1244;Solar photovoltaic;Total energy applications;2010;201.0;0.01
1245;Solar photovoltaic;Total energy applications;2011;376.0;0.02
1246;Solar photovoltaic;Total energy applications;2012;686.0;0.03
1247;Solar photovoltaic;Total energy applications;2013;1476.0;0.07
1248;Solar photovoltaic;Total energy applications;2014;2611.0;0.13
1249;Solar photovoltaic;Total energy applications;2015;3991.0;0.19
1250;Solar photovoltaic;Total energy applications;2016;5767.0;0.28
1251;Solar photovoltaic;Total energy applications;2017;7936.0;0.38
1252;Solar photovoltaic;Total energy applications;2018;13354.0;0.63
1253;Solar photovoltaic;Total energy applications;2019;19437.0;0.94
1254;Solar photovoltaic;Total energy applications;2020;31553.0;1.62
1255;Solar photovoltaic;Total energy applications;2021;40694.0;2.03
1256;Solar photovoltaic;Total energy applications;2022;59964.0;3.23
1257;Solar photovoltaic;Total energy applications;2023;70481.0;3.94
1258;Solar photovoltaic;Electricity;1990;2.0;0.0
1259;Solar photovoltaic;Electricity;1991;2.0;0.0
1260;Solar photovoltaic;Electricity;1992;3.0;0.0
1261;Solar photovoltaic;Electricity;1993;4.0;0.0
1262;Solar photovoltaic;Electricity;1994;5.0;0.0
1263;Solar photovoltaic;Electricity;1995;5.0;0.0
1264;Solar photovoltaic;Electricity;1996;7.0;0.0
1265;Solar photovoltaic;Electricity;1997;9.0;0.0
1266;Solar photovoltaic;Electricity;1998;13.0;0.0
1267;Solar photovoltaic;Electricity;1999;20.0;0.0
1268;Solar photovoltaic;Electricity;2000;28.0;0.0
1269;Solar photovoltaic;Electricity;2001;42.0;0.0
1270;Solar photovoltaic;Electricity;2002;59.0;0.0
1271;Solar photovoltaic;Electricity;2003;91.0;0.0
1272;Solar photovoltaic;Electricity;2004;121.0;0.01
1273;Solar photovoltaic;Electricity;2005;128.0;0.01
1274;Solar photovoltaic;Electricity;2006;132.0;0.01
1275;Solar photovoltaic;Electricity;2007;135.0;0.01
1276;Solar photovoltaic;Electricity;2008;143.0;0.01
1277;Solar photovoltaic;Electricity;2009;162.0;0.01
1278;Solar photovoltaic;Electricity;2010;201.0;0.01
1279;Solar photovoltaic;Electricity;2011;376.0;0.02
1280;Solar photovoltaic;Electricity;2012;686.0;0.03
1281;Solar photovoltaic;Electricity;2013;1476.0;0.07
1282;Solar photovoltaic;Electricity;2014;2611.0;0.13
1283;Solar photovoltaic;Electricity;2015;3991.0;0.19
1284;Solar photovoltaic;Electricity;2016;5767.0;0.28
1285;Solar photovoltaic;Electricity;2017;7936.0;0.38
1286;Solar photovoltaic;Electricity;2018;13354.0;0.63
1287;Solar photovoltaic;Electricity;2019;19437.0;0.94
1288;Solar photovoltaic;Electricity;2020;31553.0;1.62
1289;Solar photovoltaic;Electricity;2021;40694.0;2.03
1290;Solar photovoltaic;Electricity;2022;59964.0;3.23
1291;Solar photovoltaic;Electricity;2023;70481.0;3.94
1292;Solar photovoltaic;Heating and cooling;1990;;
1293;Solar photovoltaic;Heating and cooling;1991;;
1294;Solar photovoltaic;Heating and cooling;1992;;
1295;Solar photovoltaic;Heating and cooling;1993;;
1296;Solar photovoltaic;Heating and cooling;1994;;
1297;Solar photovoltaic;Heating and cooling;1995;;
1298;Solar photovoltaic;Heating and cooling;1996;;
1299;Solar photovoltaic;Heating and cooling;1997;;
1300;Solar photovoltaic;Heating and cooling;1998;;
1301;Solar photovoltaic;Heating and cooling;1999;;
1302;Solar photovoltaic;Heating and cooling;2000;;
1303;Solar photovoltaic;Heating and cooling;2001;;
1304;Solar photovoltaic;Heating and cooling;2002;;
1305;Solar photovoltaic;Heating and cooling;2003;;
1306;Solar photovoltaic;Heating and cooling;2004;;
1307;Solar photovoltaic;Heating and cooling;2005;;
1308;Solar photovoltaic;Heating and cooling;2006;;
1309;Solar photovoltaic;Heating and cooling;2007;;
1310;Solar photovoltaic;Heating and cooling;2008;;
1311;Solar photovoltaic;Heating and cooling;2009;;
1312;Solar photovoltaic;Heating and cooling;2010;;
1313;Solar photovoltaic;Heating and cooling;2011;;
1314;Solar photovoltaic;Heating and cooling;2012;;
1315;Solar photovoltaic;Heating and cooling;2013;;
1316;Solar photovoltaic;Heating and cooling;2014;;
1317;Solar photovoltaic;Heating and cooling;2015;;
1318;Solar photovoltaic;Heating and cooling;2016;;
1319;Solar photovoltaic;Heating and cooling;2017;;
1320;Solar photovoltaic;Heating and cooling;2018;;
1321;Solar photovoltaic;Heating and cooling;2019;;
1322;Solar photovoltaic;Heating and cooling;2020;;
1323;Solar photovoltaic;Heating and cooling;2021;;
1324;Solar photovoltaic;Heating and cooling;2022;;
1325;Solar photovoltaic;Heating and cooling;2023;;
1326;Solar photovoltaic;Transport;1990;;
1327;Solar photovoltaic;Transport;1991;;
1328;Solar photovoltaic;Transport;1992;;
1329;Solar photovoltaic;Transport;1993;;
1330;Solar photovoltaic;Transport;1994;;
1331;Solar photovoltaic;Transport;1995;;
1332;Solar photovoltaic;Transport;1996;;
1333;Solar photovoltaic;Transport;1997;;
1334;Solar photovoltaic;Transport;1998;;
1335;Solar photovoltaic;Transport;1999;;
1336;Solar photovoltaic;Transport;2000;;
1337;Solar photovoltaic;Transport;2001;;
1338;Solar photovoltaic;Transport;2002;;
1339;Solar photovoltaic;Transport;2003;;
1340;Solar photovoltaic;Transport;2004;;
1341;Solar photovoltaic;Transport;2005;;
1342;Solar photovoltaic;Transport;2006;;
1343;Solar photovoltaic;Transport;2007;;
1344;Solar photovoltaic;Transport;2008;;
1345;Solar photovoltaic;Transport;2009;;
1346;Solar photovoltaic;Transport;2010;;
1347;Solar photovoltaic;Transport;2011;;
1348;Solar photovoltaic;Transport;2012;;
1349;Solar photovoltaic;Transport;2013;;
1350;Solar photovoltaic;Transport;2014;;
1351;Solar photovoltaic;Transport;2015;;
1352;Solar photovoltaic;Transport;2016;;
1353;Solar photovoltaic;Transport;2017;;
1354;Solar photovoltaic;Transport;2018;;
1355;Solar photovoltaic;Transport;2019;;
1356;Solar photovoltaic;Transport;2020;;
1357;Solar photovoltaic;Transport;2021;;
1358;Solar photovoltaic;Transport;2022;;
1359;Solar photovoltaic;Transport;2023;;
1360;Solar thermal, total;Total energy applications;1990;100.0;0.01
1361;Solar thermal, total;Total energy applications;1991;113.0;0.01
1362;Solar thermal, total;Total energy applications;1992;136.0;0.01
1363;Solar thermal, total;Total energy applications;1993;154.0;0.01
1364;Solar thermal, total;Total energy applications;1994;180.0;0.01
1365;Solar thermal, total;Total energy applications;1995;211.0;0.01
1366;Solar thermal, total;Total energy applications;1996;244.0;0.01
1367;Solar thermal, total;Total energy applications;1997;294.0;0.01
1368;Solar thermal, total;Total energy applications;1998;345.0;0.02
1369;Solar thermal, total;Total energy applications;1999;404.0;0.02
1370;Solar thermal, total;Total energy applications;2000;454.0;0.02
1371;Solar thermal, total;Total energy applications;2001;511.0;0.02
1372;Solar thermal, total;Total energy applications;2002;575.0;0.03
1373;Solar thermal, total;Total energy applications;2003;624.0;0.03
1374;Solar thermal, total;Total energy applications;2004;674.0;0.03
1375;Solar thermal, total;Total energy applications;2005;719.0;0.03
1376;Solar thermal, total;Total energy applications;2006;755.0;0.03
1377;Solar thermal, total;Total energy applications;2007;798.0;0.04
1378;Solar thermal, total;Total energy applications;2008;846.0;0.04
1379;Solar thermal, total;Total energy applications;2009;926.0;0.04
1380;Solar thermal, total;Total energy applications;2010;994.0;0.04
1381;Solar thermal, total;Total energy applications;2011;1040.0;0.05
1382;Solar thermal, total;Total energy applications;2012;1070.0;0.05
1383;Solar thermal, total;Total energy applications;2013;1106.0;0.05
1384;Solar thermal, total;Total energy applications;2014;1128.0;0.06
1385;Solar thermal, total;Total energy applications;2015;1137.0;0.06
1386;Solar thermal, total;Total energy applications;2016;1147.0;0.05
1387;Solar thermal, total;Total energy applications;2017;1144.0;0.05
1388;Solar thermal, total;Total energy applications;2018;1156.0;0.05
1389;Solar thermal, total;Total energy applications;2019;1180.0;0.06
1390;Solar thermal, total;Total energy applications;2020;1176.0;0.06
1391;Solar thermal, total;Total energy applications;2021;1164.0;0.06
1392;Solar thermal, total;Total energy applications;2022;1168.0;0.06
1393;Solar thermal, total;Total energy applications;2023;1176.0;0.07
1394;Solar thermal, total;Electricity;1990;;
1395;Solar thermal, total;Electricity;1991;;
1396;Solar thermal, total;Electricity;1992;;
1397;Solar thermal, total;Electricity;1993;;
1398;Solar thermal, total;Electricity;1994;;
1399;Solar thermal, total;Electricity;1995;;
1400;Solar thermal, total;Electricity;1996;;
1401;Solar thermal, total;Electricity;1997;;
1402;Solar thermal, total;Electricity;1998;;
1403;Solar thermal, total;Electricity;1999;;
1404;Solar thermal, total;Electricity;2000;;
1405;Solar thermal, total;Electricity;2001;;
1406;Solar thermal, total;Electricity;2002;;
1407;Solar thermal, total;Electricity;2003;;
1408;Solar thermal, total;Electricity;2004;;
1409;Solar thermal, total;Electricity;2005;;
1410;Solar thermal, total;Electricity;2006;;
1411;Solar thermal, total;Electricity;2007;;
1412;Solar thermal, total;Electricity;2008;;
1413;Solar thermal, total;Electricity;2009;;
1414;Solar thermal, total;Electricity;2010;;
1415;Solar thermal, total;Electricity;2011;;
1416;Solar thermal, total;Electricity;2012;;
1417;Solar thermal, total;Electricity;2013;;
1418;Solar thermal, total;Electricity;2014;;
1419;Solar thermal, total;Electricity;2015;;
1420;Solar thermal, total;Electricity;2016;;
1421;Solar thermal, total;Electricity;2017;;
1422;Solar thermal, total;Electricity;2018;;
1423;Solar thermal, total;Electricity;2019;;
1424;Solar thermal, total;Electricity;2020;;
1425;Solar thermal, total;Electricity;2021;;
1426;Solar thermal, total;Electricity;2022;;
1427;Solar thermal, total;Electricity;2023;;
1428;Solar thermal, total;Heating and cooling;1990;100.0;0.01
1429;Solar thermal, total;Heating and cooling;1991;113.0;0.01
1430;Solar thermal, total;Heating and cooling;1992;136.0;0.01
1431;Solar thermal, total;Heating and cooling;1993;154.0;0.01
1432;Solar thermal, total;Heating and cooling;1994;180.0;0.01
1433;Solar thermal, total;Heating and cooling;1995;211.0;0.01
1434;Solar thermal, total;Heating and cooling;1996;244.0;0.01
1435;Solar thermal, total;Heating and cooling;1997;294.0;0.01
1436;Solar thermal, total;Heating and cooling;1998;345.0;0.02
1437;Solar thermal, total;Heating and cooling;1999;404.0;0.02
1438;Solar thermal, total;Heating and cooling;2000;454.0;0.02
1439;Solar thermal, total;Heating and cooling;2001;511.0;0.02
1440;Solar thermal, total;Heating and cooling;2002;575.0;0.03
1441;Solar thermal, total;Heating and cooling;2003;624.0;0.03
1442;Solar thermal, total;Heating and cooling;2004;674.0;0.03
1443;Solar thermal, total;Heating and cooling;2005;719.0;0.03
1444;Solar thermal, total;Heating and cooling;2006;755.0;0.03
1445;Solar thermal, total;Heating and cooling;2007;798.0;0.04
1446;Solar thermal, total;Heating and cooling;2008;846.0;0.04
1447;Solar thermal, total;Heating and cooling;2009;926.0;0.04
1448;Solar thermal, total;Heating and cooling;2010;994.0;0.04
1449;Solar thermal, total;Heating and cooling;2011;1040.0;0.05
1450;Solar thermal, total;Heating and cooling;2012;1070.0;0.05
1451;Solar thermal, total;Heating and cooling;2013;1106.0;0.05
1452;Solar thermal, total;Heating and cooling;2014;1128.0;0.06
1453;Solar thermal, total;Heating and cooling;2015;1137.0;0.06
1454;Solar thermal, total;Heating and cooling;2016;1147.0;0.05
1455;Solar thermal, total;Heating and cooling;2017;1144.0;0.05
1456;Solar thermal, total;Heating and cooling;2018;1156.0;0.05
1457;Solar thermal, total;Heating and cooling;2019;1180.0;0.06
1458;Solar thermal, total;Heating and cooling;2020;1176.0;0.06
1459;Solar thermal, total;Heating and cooling;2021;1164.0;0.06
1460;Solar thermal, total;Heating and cooling;2022;1168.0;0.06
1461;Solar thermal, total;Heating and cooling;2023;1176.0;0.07
1462;Solar thermal, total;Transport;1990;;
1463;Solar thermal, total;Transport;1991;;
1464;Solar thermal, total;Transport;1992;;
1465;Solar thermal, total;Transport;1993;;
1466;Solar thermal, total;Transport;1994;;
1467;Solar thermal, total;Transport;1995;;
1468;Solar thermal, total;Transport;1996;;
1469;Solar thermal, total;Transport;1997;;
1470;Solar thermal, total;Transport;1998;;
1471;Solar thermal, total;Transport;1999;;
1472;Solar thermal, total;Transport;2000;;
1473;Solar thermal, total;Transport;2001;;
1474;Solar thermal, total;Transport;2002;;
1475;Solar thermal, total;Transport;2003;;
1476;Solar thermal, total;Transport;2004;;
1477;Solar thermal, total;Transport;2005;;
1478;Solar thermal, total;Transport;2006;;
1479;Solar thermal, total;Transport;2007;;
1480;Solar thermal, total;Transport;2008;;
1481;Solar thermal, total;Transport;2009;;
1482;Solar thermal, total;Transport;2010;;
1483;Solar thermal, total;Transport;2011;;
1484;Solar thermal, total;Transport;2012;;
1485;Solar thermal, total;Transport;2013;;
1486;Solar thermal, total;Transport;2014;;
1487;Solar thermal, total;Transport;2015;;
1488;Solar thermal, total;Transport;2016;;
1489;Solar thermal, total;Transport;2017;;
1490;Solar thermal, total;Transport;2018;;
1491;Solar thermal, total;Transport;2019;;
1492;Solar thermal, total;Transport;2020;;
1493;Solar thermal, total;Transport;2021;;
1494;Solar thermal, total;Transport;2022;;
1495;Solar thermal, total;Transport;2023;;
1496;Total geothermal energy;Total energy applications;1990;;
1497;Total geothermal energy;Total energy applications;1991;;
1498;Total geothermal energy;Total energy applications;1992;;
1499;Total geothermal energy;Total energy applications;1993;;
1500;Total geothermal energy;Total energy applications;1994;28.0;0.0
1501;Total geothermal energy;Total energy applications;1995;31.0;0.0
1502;Total geothermal energy;Total energy applications;1996;36.0;0.0
1503;Total geothermal energy;Total energy applications;1997;56.0;0.0
1504;Total geothermal energy;Total energy applications;1998;90.0;0.0
1505;Total geothermal energy;Total energy applications;1999;117.0;0.01
1506;Total geothermal energy;Total energy applications;2000;156.0;0.01
1507;Total geothermal energy;Total energy applications;2001;187.0;0.01
1508;Total geothermal energy;Total energy applications;2002;244.0;0.01
1509;Total geothermal energy;Total energy applications;2003;311.0;0.01
1510;Total geothermal energy;Total energy applications;2004;452.0;0.02
1511;Total geothermal energy;Total energy applications;2005;628.0;0.03
1512;Total geothermal energy;Total energy applications;2006;840.0;0.04
1513;Total geothermal energy;Total energy applications;2007;1141.0;0.05
1514;Total geothermal energy;Total energy applications;2008;1584.0;0.07
1515;Total geothermal energy;Total energy applications;2009;1983.0;0.09
1516;Total geothermal energy;Total energy applications;2010;2501.0;0.11
1517;Total geothermal energy;Total energy applications;2011;2854.0;0.13
1518;Total geothermal energy;Total energy applications;2012;3347.0;0.15
1519;Total geothermal energy;Total energy applications;2013;4140.0;0.19
1520;Total geothermal energy;Total energy applications;2014;4906.0;0.24
1521;Total geothermal energy;Total energy applications;2015;6082.0;0.3
1522;Total geothermal energy;Total energy applications;2016;6699.0;0.32
1523;Total geothermal energy;Total energy applications;2017;7127.0;0.34
1524;Total geothermal energy;Total energy applications;2018;8114.0;0.38
1525;Total geothermal energy;Total energy applications;2019;10279.0;0.49
1526;Total geothermal energy;Total energy applications;2020;11282.0;0.58
1527;Total geothermal energy;Total energy applications;2021;11847.0;0.59
1528;Total geothermal energy;Total energy applications;2022;12783.0;0.69
1529;Total geothermal energy;Total energy applications;2023;13455.0;0.75
1530;Total geothermal energy;Electricity;1990;;
1531;Total geothermal energy;Electricity;1991;;
1532;Total geothermal energy;Electricity;1992;;
1533;Total geothermal energy;Electricity;1993;;
1534;Total geothermal energy;Electricity;1994;;
1535;Total geothermal energy;Electricity;1995;;
1536;Total geothermal energy;Electricity;1996;;
1537;Total geothermal energy;Electricity;1997;;
1538;Total geothermal energy;Electricity;1998;;
1539;Total geothermal energy;Electricity;1999;;
1540;Total geothermal energy;Electricity;2000;;
1541;Total geothermal energy;Electricity;2001;;
1542;Total geothermal energy;Electricity;2002;;
1543;Total geothermal energy;Electricity;2003;;
1544;Total geothermal energy;Electricity;2004;;
1545;Total geothermal energy;Electricity;2005;;
1546;Total geothermal energy;Electricity;2006;;
1547;Total geothermal energy;Electricity;2007;;
1548;Total geothermal energy;Electricity;2008;;
1549;Total geothermal energy;Electricity;2009;;
1550;Total geothermal energy;Electricity;2010;;
1551;Total geothermal energy;Electricity;2011;;
1552;Total geothermal energy;Electricity;2012;;
1553;Total geothermal energy;Electricity;2013;;
1554;Total geothermal energy;Electricity;2014;;
1555;Total geothermal energy;Electricity;2015;;
1556;Total geothermal energy;Electricity;2016;;
1557;Total geothermal energy;Electricity;2017;;
1558;Total geothermal energy;Electricity;2018;;
1559;Total geothermal energy;Electricity;2019;;
1560;Total geothermal energy;Electricity;2020;;
1561;Total geothermal energy;Electricity;2021;;
1562;Total geothermal energy;Electricity;2022;;
1563;Total geothermal energy;Electricity;2023;;
1564;Total geothermal energy;Heating and cooling;1990;;
1565;Total geothermal energy;Heating and cooling;1991;;
1566;Total geothermal energy;Heating and cooling;1992;;
1567;Total geothermal energy;Heating and cooling;1993;;
1568;Total geothermal energy;Heating and cooling;1994;28.0;0.0
1569;Total geothermal energy;Heating and cooling;1995;31.0;0.0
1570;Total geothermal energy;Heating and cooling;1996;36.0;0.0
1571;Total geothermal energy;Heating and cooling;1997;56.0;0.0
1572;Total geothermal energy;Heating and cooling;1998;90.0;0.0
1573;Total geothermal energy;Heating and cooling;1999;117.0;0.01
1574;Total geothermal energy;Heating and cooling;2000;156.0;0.01
1575;Total geothermal energy;Heating and cooling;2001;187.0;0.01
1576;Total geothermal energy;Heating and cooling;2002;244.0;0.01
1577;Total geothermal energy;Heating and cooling;2003;311.0;0.01
