ID;VerdachtenNaarSoortMisdrijf;Regio;Perioden;AantalVerdachten_1;VerdachtenPer1000Inwoners_2
2770;Totaal verdachten van misdrijven;Lansingerland;1999;;
2771;Totaal verdachten van misdrijven;Lansingerland;2000;;
2772;Totaal verdachten van misdrijven;Lansingerland;2001;;
2773;Totaal verdachten van misdrijven;Lansingerland;2002;;
2774;Totaal verdachten van misdrijven;Lansingerland;2003;;
2775;Totaal verdachten van misdrijven;Lansingerland;2004;;
2776;Totaal verdachten van misdrijven;Lansingerland;2005;;
2777;Totaal verdachten van misdrijven;Lansingerland;2006;;
2778;Totaal verdachten van misdrijven;Lansingerland;2007;560.0;14.0
2779;Totaal verdachten van misdrijven;Lansingerland;2008;450.0;11.0
2780;Totaal verdachten van misdrijven;Laren (NH.);1999;80.0;8.0
2781;Totaal verdachten van misdrijven;Laren (NH.);2000;80.0;8.0
2782;Totaal verdachten van misdrijven;Laren (NH.);2001;100.0;10.0
2783;Totaal verdachten van misdrijven;Laren (NH.);2002;110.0;11.0
2784;Totaal verdachten van misdrijven;Laren (NH.);2003;120.0;12.0
2785;Totaal verdachten van misdrijven;Laren (NH.);2004;100.0;10.0
2786;Totaal verdachten van misdrijven;Laren (NH.);2005;120.0;13.0
2787;Totaal verdachten van misdrijven;Laren (NH.);2006;80.0;8.0
2788;Totaal verdachten van misdrijven;Laren (NH.);2007;110.0;11.0
2789;Totaal verdachten van misdrijven;Laren (NH.);2008;110.0;11.0
2790;Totaal verdachten van misdrijven;Leek;1999;140.0;9.0
2791;Totaal verdachten van misdrijven;Leek;2000;150.0;9.0
2792;Totaal verdachten van misdrijven;Leek;2001;110.0;7.0
2793;Totaal verdachten van misdrijven;Leek;2002;150.0;9.0
2794;Totaal verdachten van misdrijven;Leek;2003;160.0;10.0
2795;Totaal verdachten van misdrijven;Leek;2004;170.0;10.0
2796;Totaal verdachten van misdrijven;Leek;2005;210.0;13.0
2797;Totaal verdachten van misdrijven;Leek;2006;180.0;11.0
2798;Totaal verdachten van misdrijven;Leek;2007;200.0;12.0
2799;Totaal verdachten van misdrijven;Leek;2008;190.0;11.0
2800;Totaal verdachten van misdrijven;Leerdam;1999;190.0;11.0
2801;Totaal verdachten van misdrijven;Leerdam;2000;170.0;10.0
2802;Totaal verdachten van misdrijven;Leerdam;2001;170.0;10.0
2803;Totaal verdachten van misdrijven;Leerdam;2002;220.0;12.0
2804;Totaal verdachten van misdrijven;Leerdam;2003;180.0;10.0
2805;Totaal verdachten van misdrijven;Leerdam;2004;270.0;15.0
2806;Totaal verdachten van misdrijven;Leerdam;2005;250.0;14.0
2807;Totaal verdachten van misdrijven;Leerdam;2006;250.0;14.0
2808;Totaal verdachten van misdrijven;Leerdam;2007;280.0;16.0
2809;Totaal verdachten van misdrijven;Leerdam;2008;210.0;12.0
2810;Totaal verdachten van misdrijven;Leersum;1999;70.0;11.0
2811;Totaal verdachten van misdrijven;Leersum;2000;60.0;9.0
2812;Totaal verdachten van misdrijven;Leersum;2001;60.0;9.0
2813;Totaal verdachten van misdrijven;Leersum;2002;50.0;8.0
2814;Totaal verdachten van misdrijven;Leersum;2003;70.0;11.0
2815;Totaal verdachten van misdrijven;Leersum;2004;80.0;13.0
2816;Totaal verdachten van misdrijven;Leersum;2005;80.0;12.0
2817;Totaal verdachten van misdrijven;Leersum;2006;;
2818;Totaal verdachten van misdrijven;Leersum;2007;;
2819;Totaal verdachten van misdrijven;Leersum;2008;;
2820;Totaal verdachten van misdrijven;Leeuwarden;1999;1130.0;15.0
2821;Totaal verdachten van misdrijven;Leeuwarden;2000;1030.0;13.0
2822;Totaal verdachten van misdrijven;Leeuwarden;2001;1310.0;17.0
2823;Totaal verdachten van misdrijven;Leeuwarden;2002;1300.0;16.0
2824;Totaal verdachten van misdrijven;Leeuwarden;2003;1320.0;17.0
2825;Totaal verdachten van misdrijven;Leeuwarden;2004;1500.0;19.0
2826;Totaal verdachten van misdrijven;Leeuwarden;2005;1640.0;21.0
2827;Totaal verdachten van misdrijven;Leeuwarden;2006;1670.0;21.0
2828;Totaal verdachten van misdrijven;Leeuwarden;2007;1550.0;19.0
2829;Totaal verdachten van misdrijven;Leeuwarden;2008;1450.0;18.0
2830;Totaal verdachten van misdrijven;Leeuwarderadeel;1999;30.0;4.0
2831;Totaal verdachten van misdrijven;Leeuwarderadeel;2000;40.0;4.0
2832;Totaal verdachten van misdrijven;Leeuwarderadeel;2001;40.0;5.0
2833;Totaal verdachten van misdrijven;Leeuwarderadeel;2002;60.0;6.0
2834;Totaal verdachten van misdrijven;Leeuwarderadeel;2003;60.0;7.0
2835;Totaal verdachten van misdrijven;Leeuwarderadeel;2004;60.0;7.0
2836;Totaal verdachten van misdrijven;Leeuwarderadeel;2005;60.0;7.0
2837;Totaal verdachten van misdrijven;Leeuwarderadeel;2006;70.0;8.0
2838;Totaal verdachten van misdrijven;Leeuwarderadeel;2007;70.0;8.0
2839;Totaal verdachten van misdrijven;Leeuwarderadeel;2008;60.0;6.0
2840;Totaal verdachten van misdrijven;Leiden;1999;1550.0;15.0
2841;Totaal verdachten van misdrijven;Leiden;2000;1580.0;16.0
2842;Totaal verdachten van misdrijven;Leiden;2001;1710.0;17.0
2843;Totaal verdachten van misdrijven;Leiden;2002;1660.0;16.0
2844;Totaal verdachten van misdrijven;Leiden;2003;1940.0;19.0
2845;Totaal verdachten van misdrijven;Leiden;2004;2010.0;19.0
2846;Totaal verdachten van misdrijven;Leiden;2005;1910.0;18.0
2847;Totaal verdachten van misdrijven;Leiden;2006;1850.0;18.0
2848;Totaal verdachten van misdrijven;Leiden;2007;2060.0;20.0
2849;Totaal verdachten van misdrijven;Leiden;2008;1930.0;19.0
2850;Totaal verdachten van misdrijven;Leiderdorp;1999;210.0;10.0
2851;Totaal verdachten van misdrijven;Leiderdorp;2000;180.0;8.0
2852;Totaal verdachten van misdrijven;Leiderdorp;2001;220.0;10.0
2853;Totaal verdachten van misdrijven;Leiderdorp;2002;210.0;9.0
2854;Totaal verdachten van misdrijven;Leiderdorp;2003;210.0;10.0
2855;Totaal verdachten van misdrijven;Leiderdorp;2004;240.0;11.0
2856;Totaal verdachten van misdrijven;Leiderdorp;2005;250.0;12.0
2857;Totaal verdachten van misdrijven;Leiderdorp;2006;270.0;12.0
2858;Totaal verdachten van misdrijven;Leiderdorp;2007;310.0;14.0
2859;Totaal verdachten van misdrijven;Leiderdorp;2008;290.0;13.0
2860;Totaal verdachten van misdrijven;Leidschendam;1999;280.0;9.0
2861;Totaal verdachten van misdrijven;Leidschendam;2000;360.0;11.0
2862;Totaal verdachten van misdrijven;Leidschendam;2001;390.0;11.0
2863;Totaal verdachten van misdrijven;Leidschendam;2002;;
2864;Totaal verdachten van misdrijven;Leidschendam;2003;;
2865;Totaal verdachten van misdrijven;Leidschendam;2004;;
2866;Totaal verdachten van misdrijven;Leidschendam;2005;;
2867;Totaal verdachten van misdrijven;Leidschendam;2006;;
2868;Totaal verdachten van misdrijven;Leidschendam;2007;;
2869;Totaal verdachten van misdrijven;Leidschendam;2008;;
2870;Totaal verdachten van misdrijven;Leidschendam-Voorburg;1999;;
2871;Totaal verdachten van misdrijven;Leidschendam-Voorburg;2000;;
2872;Totaal verdachten van misdrijven;Leidschendam-Voorburg;2001;;
2873;Totaal verdachten van misdrijven;Leidschendam-Voorburg;2002;680.0;11.0
2874;Totaal verdachten van misdrijven;Leidschendam-Voorburg;2003;770.0;12.0
2875;Totaal verdachten van misdrijven;Leidschendam-Voorburg;2004;910.0;14.0
2876;Totaal verdachten van misdrijven;Leidschendam-Voorburg;2005;970.0;15.0
2877;Totaal verdachten van misdrijven;Leidschendam-Voorburg;2006;1000.0;16.0
2878;Totaal verdachten van misdrijven;Leidschendam-Voorburg;2007;1010.0;16.0
2879;Totaal verdachten van misdrijven;Leidschendam-Voorburg;2008;980.0;15.0
2880;Totaal verdachten van misdrijven;Lelystad;1999;710.0;13.0
2881;Totaal verdachten van misdrijven;Lelystad;2000;950.0;17.0
2882;Totaal verdachten van misdrijven;Lelystad;2001;940.0;17.0
2883;Totaal verdachten van misdrijven;Lelystad;2002;960.0;17.0
2884;Totaal verdachten van misdrijven;Lelystad;2003;1170.0;20.0
2885;Totaal verdachten van misdrijven;Lelystad;2004;1350.0;23.0
2886;Totaal verdachten van misdrijven;Lelystad;2005;1360.0;23.0
2887;Totaal verdachten van misdrijven;Lelystad;2006;1340.0;22.0
2888;Totaal verdachten van misdrijven;Lelystad;2007;1440.0;24.0
2889;Totaal verdachten van misdrijven;Lelystad;2008;1430.0;23.0
2890;Totaal verdachten van misdrijven;Lemsterland;1999;60.0;6.0
2891;Totaal verdachten van misdrijven;Lemsterland;2000;100.0;9.0
2892;Totaal verdachten van misdrijven;Lemsterland;2001;110.0;10.0
2893;Totaal verdachten van misdrijven;Lemsterland;2002;110.0;10.0
2894;Totaal verdachten van misdrijven;Lemsterland;2003;130.0;12.0
2895;Totaal verdachten van misdrijven;Lemsterland;2004;110.0;10.0
2896;Totaal verdachten van misdrijven;Lemsterland;2005;130.0;11.0
2897;Totaal verdachten van misdrijven;Lemsterland;2006;140.0;12.0
2898;Totaal verdachten van misdrijven;Lemsterland;2007;160.0;14.0
2899;Totaal verdachten van misdrijven;Lemsterland;2008;120.0;10.0
2900;Totaal verdachten van misdrijven;Leudal;1999;;
2901;Totaal verdachten van misdrijven;Leudal;2000;;
2902;Totaal verdachten van misdrijven;Leudal;2001;;
2903;Totaal verdachten van misdrijven;Leudal;2002;;
2904;Totaal verdachten van misdrijven;Leudal;2003;;
2905;Totaal verdachten van misdrijven;Leudal;2004;;
2906;Totaal verdachten van misdrijven;Leudal;2005;;
2907;Totaal verdachten van misdrijven;Leudal;2006;;
2908;Totaal verdachten van misdrijven;Leudal;2007;270.0;8.0
2909;Totaal verdachten van misdrijven;Leudal;2008;250.0;8.0
2910;Totaal verdachten van misdrijven;Leusden;1999;140.0;6.0
2911;Totaal verdachten van misdrijven;Leusden;2000;130.0;5.0
2912;Totaal verdachten van misdrijven;Leusden;2001;130.0;5.0
2913;Totaal verdachten van misdrijven;Leusden;2002;170.0;7.0
2914;Totaal verdachten van misdrijven;Leusden;2003;210.0;8.0
2915;Totaal verdachten van misdrijven;Leusden;2004;220.0;9.0
2916;Totaal verdachten van misdrijven;Leusden;2005;220.0;9.0
2917;Totaal verdachten van misdrijven;Leusden;2006;230.0;10.0
2918;Totaal verdachten van misdrijven;Leusden;2007;230.0;10.0
2919;Totaal verdachten van misdrijven;Leusden;2008;240.0;10.0
2920;Totaal verdachten van misdrijven;Lichtenvoorde;1999;90.0;6.0
2921;Totaal verdachten van misdrijven;Lichtenvoorde;2000;120.0;8.0
2922;Totaal verdachten van misdrijven;Lichtenvoorde;2001;140.0;9.0
2923;Totaal verdachten van misdrijven;Lichtenvoorde;2002;110.0;7.0
2924;Totaal verdachten van misdrijven;Lichtenvoorde;2003;130.0;8.0
2925;Totaal verdachten van misdrijven;Lichtenvoorde;2004;170.0;11.0
2926;Totaal verdachten van misdrijven;Lichtenvoorde;2005;;
2927;Totaal verdachten van misdrijven;Lichtenvoorde;2006;;
2928;Totaal verdachten van misdrijven;Lichtenvoorde;2007;;
2929;Totaal verdachten van misdrijven;Lichtenvoorde;2008;;
2930;Totaal verdachten van misdrijven;Liemeer;1999;40.0;7.0
2931;Totaal verdachten van misdrijven;Liemeer;2000;30.0;5.0
2932;Totaal verdachten van misdrijven;Liemeer;2001;40.0;6.0
2933;Totaal verdachten van misdrijven;Liemeer;2002;40.0;7.0
2934;Totaal verdachten van misdrijven;Liemeer;2003;40.0;7.0
2935;Totaal verdachten van misdrijven;Liemeer;2004;60.0;11.0
2936;Totaal verdachten van misdrijven;Liemeer;2005;40.0;8.0
2937;Totaal verdachten van misdrijven;Liemeer;2006;60.0;10.0
2938;Totaal verdachten van misdrijven;Liemeer;2007;;
2939;Totaal verdachten van misdrijven;Liemeer;2008;;
2940;Totaal verdachten van misdrijven;De Lier;1999;50.0;5.0
2941;Totaal verdachten van misdrijven;De Lier;2000;60.0;6.0
2942;Totaal verdachten van misdrijven;De Lier;2001;60.0;6.0
2943;Totaal verdachten van misdrijven;De Lier;2002;40.0;4.0
2944;Totaal verdachten van misdrijven;De Lier;2003;90.0;10.0
2945;Totaal verdachten van misdrijven;De Lier;2004;;
2946;Totaal verdachten van misdrijven;De Lier;2005;;
2947;Totaal verdachten van misdrijven;De Lier;2006;;
2948;Totaal verdachten van misdrijven;De Lier;2007;;
2949;Totaal verdachten van misdrijven;De Lier;2008;;
2950;Totaal verdachten van misdrijven;Liesveld;1999;40.0;5.0
2951;Totaal verdachten van misdrijven;Liesveld;2000;60.0;8.0
2952;Totaal verdachten van misdrijven;Liesveld;2001;40.0;4.0
2953;Totaal verdachten van misdrijven;Liesveld;2002;50.0;6.0
2954;Totaal verdachten van misdrijven;Liesveld;2003;60.0;8.0
2955;Totaal verdachten van misdrijven;Liesveld;2004;60.0;7.0
2956;Totaal verdachten van misdrijven;Liesveld;2005;70.0;9.0
2957;Totaal verdachten van misdrijven;Liesveld;2006;70.0;9.0
2958;Totaal verdachten van misdrijven;Liesveld;2007;90.0;11.0
2959;Totaal verdachten van misdrijven;Liesveld;2008;40.0;4.0
2960;Totaal verdachten van misdrijven;Limmen;1999;30.0;6.0
2961;Totaal verdachten van misdrijven;Limmen;2000;30.0;6.0
2962;Totaal verdachten van misdrijven;Limmen;2001;20.0;3.0
2963;Totaal verdachten van misdrijven;Limmen;2002;;
2964;Totaal verdachten van misdrijven;Limmen;2003;;
2965;Totaal verdachten van misdrijven;Limmen;2004;;
2966;Totaal verdachten van misdrijven;Limmen;2005;;
2967;Totaal verdachten van misdrijven;Limmen;2006;;
2968;Totaal verdachten van misdrijven;Limmen;2007;;
2969;Totaal verdachten van misdrijven;Limmen;2008;;
2970;Totaal verdachten van misdrijven;Lingewaal;1999;60.0;6.0
2971;Totaal verdachten van misdrijven;Lingewaal;2000;70.0;8.0
2972;Totaal verdachten van misdrijven;Lingewaal;2001;70.0;8.0
2973;Totaal verdachten van misdrijven;Lingewaal;2002;70.0;8.0
2974;Totaal verdachten van misdrijven;Lingewaal;2003;80.0;9.0
2975;Totaal verdachten van misdrijven;Lingewaal;2004;90.0;10.0
2976;Totaal verdachten van misdrijven;Lingewaal;2005;80.0;9.0
2977;Totaal verdachten van misdrijven;Lingewaal;2006;120.0;13.0
2978;Totaal verdachten van misdrijven;Lingewaal;2007;110.0;11.0
2979;Totaal verdachten van misdrijven;Lingewaal;2008;90.0;10.0
2980;Totaal verdachten van misdrijven;Lingewaard;1999;;
2981;Totaal verdachten van misdrijven;Lingewaard;2000;;
2982;Totaal verdachten van misdrijven;Lingewaard;2001;;
2983;Totaal verdachten van misdrijven;Lingewaard;2002;;
2984;Totaal verdachten van misdrijven;Lingewaard;2003;310.0;8.0
2985;Totaal verdachten van misdrijven;Lingewaard;2004;320.0;9.0
2986;Totaal verdachten van misdrijven;Lingewaard;2005;380.0;10.0
2987;Totaal verdachten van misdrijven;Lingewaard;2006;350.0;9.0
2988;Totaal verdachten van misdrijven;Lingewaard;2007;340.0;9.0
2989;Totaal verdachten van misdrijven;Lingewaard;2008;320.0;9.0
2990;Totaal verdachten van misdrijven;Lisse;1999;130.0;7.0
2991;Totaal verdachten van misdrijven;Lisse;2000;120.0;6.0
2992;Totaal verdachten van misdrijven;Lisse;2001;130.0;7.0
2993;Totaal verdachten van misdrijven;Lisse;2002;140.0;7.0
2994;Totaal verdachten van misdrijven;Lisse;2003;170.0;9.0
2995;Totaal verdachten van misdrijven;Lisse;2004;140.0;7.0
2996;Totaal verdachten van misdrijven;Lisse;2005;190.0;10.0
2997;Totaal verdachten van misdrijven;Lisse;2006;170.0;9.0
2998;Totaal verdachten van misdrijven;Lisse;2007;210.0;11.0
2999;Totaal verdachten van misdrijven;Lisse;2008;190.0;10.0
3000;Totaal verdachten van misdrijven;Lith;1999;30.0;6.0
3001;Totaal verdachten van misdrijven;Lith;2000;50.0;8.0
3002;Totaal verdachten van misdrijven;Lith;2001;40.0;8.0
3003;Totaal verdachten van misdrijven;Lith;2002;50.0;9.0
3004;Totaal verdachten van misdrijven;Lith;2003;60.0;10.0
3005;Totaal verdachten van misdrijven;Lith;2004;70.0;13.0
3006;Totaal verdachten van misdrijven;Lith;2005;60.0;11.0
3007;Totaal verdachten van misdrijven;Lith;2006;70.0;13.0
3008;Totaal verdachten van misdrijven;Lith;2007;80.0;13.0
3009;Totaal verdachten van misdrijven;Lith;2008;70.0;12.0
3010;Totaal verdachten van misdrijven;Littenseradiel;1999;40.0;5.0
3011;Totaal verdachten van misdrijven;Littenseradiel;2000;50.0;6.0
3012;Totaal verdachten van misdrijven;Littenseradiel;2001;50.0;5.0
3013;Totaal verdachten van misdrijven;Littenseradiel;2002;50.0;6.0
3014;Totaal verdachten van misdrijven;Littenseradiel;2003;60.0;6.0
3015;Totaal verdachten van misdrijven;Littenseradiel;2004;70.0;8.0
3016;Totaal verdachten van misdrijven;Littenseradiel;2005;60.0;7.0
3017;Totaal verdachten van misdrijven;Littenseradiel;2006;70.0;7.0
3018;Totaal verdachten van misdrijven;Littenseradiel;2007;60.0;7.0
3019;Totaal verdachten van misdrijven;Littenseradiel;2008;50.0;6.0
3020;Totaal verdachten van misdrijven;Lochem;1999;90.0;6.0
3021;Totaal verdachten van misdrijven;Lochem;2000;100.0;6.0
3022;Totaal verdachten van misdrijven;Lochem;2001;100.0;6.0
3023;Totaal verdachten van misdrijven;Lochem;2002;100.0;6.0
3024;Totaal verdachten van misdrijven;Lochem;2003;100.0;6.0
3025;Totaal verdachten van misdrijven;Lochem;2004;130.0;8.0
3026;Totaal verdachten van misdrijven;Lochem;2005;240.0;8.0
3027;Totaal verdachten van misdrijven;Lochem;2006;210.0;7.0
3028;Totaal verdachten van misdrijven;Lochem;2007;240.0;8.0
3029;Totaal verdachten van misdrijven;Lochem;2008;270.0;9.0
3030;Totaal verdachten van misdrijven;Loenen;1999;60.0;8.0
3031;Totaal verdachten van misdrijven;Loenen;2000;60.0;9.0
3032;Totaal verdachten van misdrijven;Loenen;2001;70.0;10.0
3033;Totaal verdachten van misdrijven;Loenen;2002;90.0;12.0
3034;Totaal verdachten van misdrijven;Loenen;2003;90.0;13.0
3035;Totaal verdachten van misdrijven;Loenen;2004;90.0;13.0
3036;Totaal verdachten van misdrijven;Loenen;2005;90.0;13.0
3037;Totaal verdachten van misdrijven;Loenen;2006;90.0;13.0
3038;Totaal verdachten van misdrijven;Loenen;2007;80.0;12.0
3039;Totaal verdachten van misdrijven;Loenen;2008;120.0;16.0
3040;Totaal verdachten van misdrijven;Loon op Zand;1999;160.0;8.0
3041;Totaal verdachten van misdrijven;Loon op Zand;2000;160.0;8.0
3042;Totaal verdachten van misdrijven;Loon op Zand;2001;170.0;8.0
3043;Totaal verdachten van misdrijven;Loon op Zand;2002;190.0;10.0
3044;Totaal verdachten van misdrijven;Loon op Zand;2003;200.0;10.0
3045;Totaal verdachten van misdrijven;Loon op Zand;2004;230.0;12.0
3046;Totaal verdachten van misdrijven;Loon op Zand;2005;270.0;14.0
3047;Totaal verdachten van misdrijven;Loon op Zand;2006;240.0;12.0
3048;Totaal verdachten van misdrijven;Loon op Zand;2007;240.0;12.0
3049;Totaal verdachten van misdrijven;Loon op Zand;2008;230.0;11.0
3050;Totaal verdachten van misdrijven;Loosdrecht;1999;50.0;7.0
3051;Totaal verdachten van misdrijven;Loosdrecht;2000;60.0;9.0
3052;Totaal verdachten van misdrijven;Loosdrecht;2001;70.0;9.0
3053;Totaal verdachten van misdrijven;Loosdrecht;2002;;
3054;Totaal verdachten van misdrijven;Loosdrecht;2003;;
3055;Totaal verdachten van misdrijven;Loosdrecht;2004;;
3056;Totaal verdachten van misdrijven;Loosdrecht;2005;;
3057;Totaal verdachten van misdrijven;Loosdrecht;2006;;
3058;Totaal verdachten van misdrijven;Loosdrecht;2007;;
3059;Totaal verdachten van misdrijven;Loosdrecht;2008;;
3060;Totaal verdachten van misdrijven;Lopik;1999;70.0;6.0
3061;Totaal verdachten van misdrijven;Lopik;2000;70.0;7.0
3062;Totaal verdachten van misdrijven;Lopik;2001;70.0;6.0
3063;Totaal verdachten van misdrijven;Lopik;2002;100.0;9.0
3064;Totaal verdachten van misdrijven;Lopik;2003;140.0;12.0
3065;Totaal verdachten van misdrijven;Lopik;2004;120.0;11.0
3066;Totaal verdachten van misdrijven;Lopik;2005;150.0;13.0
3067;Totaal verdachten van misdrijven;Lopik;2006;150.0;13.0
3068;Totaal verdachten van misdrijven;Lopik;2007;130.0;11.0
3069;Totaal verdachten van misdrijven;Lopik;2008;100.0;9.0
3070;Totaal verdachten van misdrijven;Loppersum;1999;50.0;6.0
3071;Totaal verdachten van misdrijven;Loppersum;2000;70.0;8.0
3072;Totaal verdachten van misdrijven;Loppersum;2001;70.0;7.0
3073;Totaal verdachten van misdrijven;Loppersum;2002;60.0;7.0
3074;Totaal verdachten van misdrijven;Loppersum;2003;70.0;7.0
3075;Totaal verdachten van misdrijven;Loppersum;2004;100.0;10.0
3076;Totaal verdachten van misdrijven;Loppersum;2005;120.0;13.0
3077;Totaal verdachten van misdrijven;Loppersum;2006;110.0;12.0
3078;Totaal verdachten van misdrijven;Loppersum;2007;100.0;11.0
3079;Totaal verdachten van misdrijven;Loppersum;2008;90.0;10.0
3080;Totaal verdachten van misdrijven;Losser;1999;160.0;8.0
3081;Totaal verdachten van misdrijven;Losser;2000;150.0;8.0
3082;Totaal verdachten van misdrijven;Losser;2001;140.0;7.0
3083;Totaal verdachten van misdrijven;Losser;2002;130.0;7.0
3084;Totaal verdachten van misdrijven;Losser;2003;140.0;7.0
3085;Totaal verdachten van misdrijven;Losser;2004;130.0;7.0
3086;Totaal verdachten van misdrijven;Losser;2005;180.0;9.0
3087;Totaal verdachten van misdrijven;Losser;2006;140.0;7.0
3088;Totaal verdachten van misdrijven;Losser;2007;180.0;9.0
3089;Totaal verdachten van misdrijven;Losser;2008;170.0;9.0
3090;Totaal verdachten van misdrijven;Maarn;1999;50.0;11.0
3091;Totaal verdachten van misdrijven;Maarn;2000;50.0;10.0
3092;Totaal verdachten van misdrijven;Maarn;2001;40.0;7.0
3093;Totaal verdachten van misdrijven;Maarn;2002;40.0;9.0
3094;Totaal verdachten van misdrijven;Maarn;2003;40.0;9.0
3095;Totaal verdachten van misdrijven;Maarn;2004;70.0;13.0
3096;Totaal verdachten van misdrijven;Maarn;2005;60.0;12.0
3097;Totaal verdachten van misdrijven;Maarn;2006;;
3098;Totaal verdachten van misdrijven;Maarn;2007;;
3099;Totaal verdachten van misdrijven;Maarn;2008;;
3100;Totaal verdachten van misdrijven;Maarssen;1999;370.0;11.0
3101;Totaal verdachten van misdrijven;Maarssen;2000;400.0;12.0
3102;Totaal verdachten van misdrijven;Maarssen;2001;400.0;12.0
3103;Totaal verdachten van misdrijven;Maarssen;2002;480.0;14.0
3104;Totaal verdachten van misdrijven;Maarssen;2003;510.0;15.0
3105;Totaal verdachten van misdrijven;Maarssen;2004;490.0;14.0
3106;Totaal verdachten van misdrijven;Maarssen;2005;540.0;16.0
3107;Totaal verdachten van misdrijven;Maarssen;2006;520.0;15.0
3108;Totaal verdachten van misdrijven;Maarssen;2007;510.0;15.0
3109;Totaal verdachten van misdrijven;Maarssen;2008;540.0;16.0
3110;Totaal verdachten van misdrijven;Maartensdijk;1999;40.0;5.0
3111;Totaal verdachten van misdrijven;Maartensdijk;2000;60.0;8.0
3112;Totaal verdachten van misdrijven;Maartensdijk;2001;;
3113;Totaal verdachten van misdrijven;Maartensdijk;2002;;
3114;Totaal verdachten van misdrijven;Maartensdijk;2003;;
3115;Totaal verdachten van misdrijven;Maartensdijk;2004;;
3116;Totaal verdachten van misdrijven;Maartensdijk;2005;;
3117;Totaal verdachten van misdrijven;Maartensdijk;2006;;
3118;Totaal verdachten van misdrijven;Maartensdijk;2007;;
3119;Totaal verdachten van misdrijven;Maartensdijk;2008;;
3120;Totaal verdachten van misdrijven;Maasbracht;1999;70.0;6.0
3121;Totaal verdachten van misdrijven;Maasbracht;2000;70.0;6.0
3122;Totaal verdachten van misdrijven;Maasbracht;2001;50.0;4.0
3123;Totaal verdachten van misdrijven;Maasbracht;2002;70.0;6.0
3124;Totaal verdachten van misdrijven;Maasbracht;2003;60.0;5.0
3125;Totaal verdachten van misdrijven;Maasbracht;2004;80.0;7.0
3126;Totaal verdachten van misdrijven;Maasbracht;2005;110.0;10.0
3127;Totaal verdachten van misdrijven;Maasbracht;2006;90.0;8.0
3128;Totaal verdachten van misdrijven;Maasbracht;2007;;
3129;Totaal verdachten van misdrijven;Maasbracht;2008;;
3130;Totaal verdachten van misdrijven;Maasbree;1999;50.0;5.0
3131;Totaal verdachten van misdrijven;Maasbree;2000;30.0;3.0
3132;Totaal verdachten van misdrijven;Maasbree;2001;40.0;3.0
3133;Totaal verdachten van misdrijven;Maasbree;2002;30.0;3.0
3134;Totaal verdachten van misdrijven;Maasbree;2003;50.0;4.0
3135;Totaal verdachten van misdrijven;Maasbree;2004;70.0;6.0
3136;Totaal verdachten van misdrijven;Maasbree;2005;50.0;4.0
3137;Totaal verdachten van misdrijven;Maasbree;2006;50.0;4.0
3138;Totaal verdachten van misdrijven;Maasbree;2007;70.0;6.0
3139;Totaal verdachten van misdrijven;Maasbree;2008;80.0;7.0
3140;Totaal verdachten van misdrijven;Maasdonk;1999;60.0;6.0
3141;Totaal verdachten van misdrijven;Maasdonk;2000;70.0;8.0
3142;Totaal verdachten van misdrijven;Maasdonk;2001;70.0;8.0
3143;Totaal verdachten van misdrijven;Maasdonk;2002;90.0;10.0
3144;Totaal verdachten van misdrijven;Maasdonk;2003;100.0;10.0
3145;Totaal verdachten van misdrijven;Maasdonk;2004;90.0;9.0
3146;Totaal verdachten van misdrijven;Maasdonk;2005;70.0;8.0
3147;Totaal verdachten van misdrijven;Maasdonk;2006;110.0;12.0
3148;Totaal verdachten van misdrijven;Maasdonk;2007;90.0;9.0
3149;Totaal verdachten van misdrijven;Maasdonk;2008;110.0;11.0
3150;Totaal verdachten van misdrijven;Maasdriel;1999;120.0;6.0
3151;Totaal verdachten van misdrijven;Maasdriel;2000;180.0;9.0
3152;Totaal verdachten van misdrijven;Maasdriel;2001;240.0;12.0
3153;Totaal verdachten van misdrijven;Maasdriel;2002;220.0;11.0
3154;Totaal verdachten van misdrijven;Maasdriel;2003;200.0;10.0
3155;Totaal verdachten van misdrijven;Maasdriel;2004;220.0;11.0
3156;Totaal verdachten van misdrijven;Maasdriel;2005;210.0;11.0
3157;Totaal verdachten van misdrijven;Maasdriel;2006;280.0;14.0
3158;Totaal verdachten van misdrijven;Maasdriel;2007;260.0;13.0
3159;Totaal verdachten van misdrijven;Maasdriel;2008;220.0;11.0
3160;Totaal verdachten van misdrijven;Maasgouw;1999;;
3161;Totaal verdachten van misdrijven;Maasgouw;2000;;
3162;Totaal verdachten van misdrijven;Maasgouw;2001;;
3163;Totaal verdachten van misdrijven;Maasgouw;2002;;
3164;Totaal verdachten van misdrijven;Maasgouw;2003;;
3165;Totaal verdachten van misdrijven;Maasgouw;2004;;
3166;Totaal verdachten van misdrijven;Maasgouw;2005;;
3167;Totaal verdachten van misdrijven;Maasgouw;2006;;
3168;Totaal verdachten van misdrijven;Maasgouw;2007;190.0;9.0
3169;Totaal verdachten van misdrijven;Maasgouw;2008;180.0;8.0
3170;Totaal verdachten van misdrijven;Maasland;1999;30.0;5.0
3171;Totaal verdachten van misdrijven;Maasland;2000;20.0;4.0
3172;Totaal verdachten van misdrijven;Maasland;2001;30.0;5.0
3173;Totaal verdachten van misdrijven;Maasland;2002;30.0;6.0
