ID;LeeftijdVanDeMoeder;BurgerlijkeStaatMoeder;VolgordeGeboorteUitDeMoeder;Perioden;LevendgebLeeftijdMoederOp3112_1;LevendgebLftMoederOp3112Rel_2;LevendgebLftMoederLaatsteVerjDag_3
1591;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1987;5;0.05;13
1592;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1988;3;0.03;14
1593;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1989;6;0.06;18
1594;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1990;4;0.04;15
1595;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1991;4;0.05;13
1596;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1992;4;0.05;11
1597;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1993;3;0.03;7
1598;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1994;1;0.01;5
1599;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1995;1;1.0;3
1600;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1996;0;0.0;1
1601;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1997;0;0.0;3
1602;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1998;0;0.0;1
1603;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1999;0;0.0;0
1604;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2000;0;0.0;0
1605;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2001;0;0.0;0
1606;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2002;0;0.0;1
1607;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2003;0;0.0;6
1608;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2004;0;0.0;0
1609;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2005;0;0.0;1
1610;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2006;0;0.0;0
1611;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2007;0;0.0;0
1612;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2008;0;0.0;0
1613;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2009;0;0.0;0
1614;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2010;0;0.0;1
1615;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2011;0;0.0;0
1616;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2012;0;0.0;1
1617;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2013;0;0.0;0
1618;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2014;0;0.0;0
1619;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2015;0;0.0;0
1620;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2016;0;0.0;0
1621;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2017;0;0.0;0
1622;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2018;0;0.0;0
1623;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2019;0;0.0;0
1624;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2020;0;0.0;0
1625;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2021;0;0.0;0
1626;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2022;0;0.0;0
1627;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2023;0;0.0;0
1628;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1950;0;0.0;0
1629;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1951;0;0.0;0
1630;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1952;0;0.0;0
1631;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1953;0;0.0;0
1632;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1954;0;0.0;0
1633;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1955;0;0.0;0
1634;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1956;0;0.0;0
1635;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1957;0;0.0;0
1636;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1958;0;0.0;0
1637;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1959;0;0.0;0
1638;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1960;0;0.0;0
1639;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1961;0;0.0;0
1640;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1962;0;0.0;0
1641;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1963;0;0.0;0
1642;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1964;0;0.0;0
1643;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1965;0;0.0;0
1644;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1966;0;0.0;1
1645;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1967;0;0.0;1
1646;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1968;0;0.0;1
1647;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1969;0;0.0;2
1648;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1970;0;0.0;0
1649;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1971;1;0.01;7
1650;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1972;0;0.0;1
1651;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1973;0;0.0;3
1652;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1974;3;0.03;5
1653;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1975;1;0.01;1
1654;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1976;0;0.0;0
1655;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1977;0;0.0;0
1656;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1978;0;0.0;0
1657;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1979;0;0.0;0
1658;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1980;0;0.0;0
1659;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1981;0;0.0;0
1660;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1982;0;0.0;0
1661;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1983;0;0.0;0
1662;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1984;0;0.0;1
1663;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1985;1;0.01;1
1664;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1986;0;0.0;0
1665;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1987;0;0.0;1
1666;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1988;0;0.0;0
1667;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1989;0;0.0;0
1668;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1990;0;0.0;0
1669;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1991;0;0.0;0
1670;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1992;0;0.0;0
1671;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1993;0;0.0;0
1672;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1994;0;0.0;0
1673;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1995;0;0.0;0
1674;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1996;0;0.0;0
1675;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1997;0;0.0;0
1676;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1998;0;0.0;0
1677;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1999;0;0.0;0
1678;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2000;0;0.0;0
1679;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2001;0;0.0;0
1680;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2002;0;0.0;0
1681;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2003;0;0.0;2
1682;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2004;0;0.0;0
1683;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2005;0;0.0;0
1684;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2006;0;0.0;0
1685;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2007;0;0.0;0
1686;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2008;0;0.0;0
1687;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2009;0;0.0;0
1688;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2010;0;0.0;0
1689;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2011;0;0.0;0
1690;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2012;0;0.0;0
1691;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2013;0;0.0;0
1692;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2014;0;0.0;0
1693;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2015;0;0.0;0
1694;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2016;0;0.0;0
1695;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2017;0;0.0;0
1696;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2018;0;0.0;0
1697;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2019;0;0.0;0
1698;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2020;0;0.0;0
1699;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2021;0;0.0;0
1700;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2022;0;0.0;0
1701;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2023;0;0.0;0
1702;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1950;0;0.0;0
1703;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1951;0;0.0;0
1704;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1952;0;0.0;0
1705;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1953;0;0.0;0
1706;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1954;0;0.0;0
1707;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1955;0;0.0;0
1708;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1956;0;0.0;0
1709;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1957;0;0.0;0
1710;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1958;0;0.0;0
1711;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1959;0;0.0;0
1712;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1960;0;0.0;0
1713;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1961;0;0.0;0
1714;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1962;0;0.0;0
1715;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1963;0;0.0;0
1716;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1964;0;0.0;0
1717;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1965;0;0.0;0
1718;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1966;0;0.0;0
1719;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1967;0;0.0;0
1720;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1968;0;0.0;0
1721;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1969;0;0.0;0
1722;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1970;0;0.0;0
1723;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1971;0;0.0;0
1724;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1972;0;0.0;0
1725;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1973;0;0.0;0
1726;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1974;0;0.0;0
1727;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1975;0;0.0;0
1728;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1976;0;0.0;0
1729;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1977;0;0.0;0
1730;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1978;0;0.0;0
1731;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1979;0;0.0;0
1732;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1980;0;0.0;0
1733;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1981;0;0.0;0
1734;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1982;0;0.0;0
1735;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1983;0;0.0;0
1736;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1984;0;0.0;0
1737;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1985;0;0.0;0
1738;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1986;0;0.0;0
1739;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1987;0;0.0;0
1740;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1988;0;0.0;0
1741;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1989;0;0.0;0
1742;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1990;0;0.0;0
1743;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1991;0;0.0;0
1744;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1992;0;0.0;0
1745;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1993;0;0.0;0
1746;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1994;0;0.0;0
1747;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1995;0;0.0;0
1748;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1996;0;0.0;0
1749;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1997;0;0.0;0
1750;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1998;0;0.0;0
1751;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;1999;0;0.0;0
1752;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2000;0;0.0;0
1753;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2001;0;0.0;0
1754;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2002;0;0.0;0
1755;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2003;0;0.0;2
1756;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2004;0;0.0;0
1757;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2005;0;0.0;0
1758;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2006;0;0.0;0
1759;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2007;0;0.0;0
1760;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2008;0;0.0;0
1761;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2009;0;0.0;0
1762;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2010;0;0.0;0
1763;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2011;0;0.0;0
1764;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2012;0;0.0;0
1765;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2013;0;0.0;0
1766;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2014;0;0.0;0
1767;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2015;0;0.0;0
1768;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2016;0;0.0;0
1769;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2017;0;0.0;0
1770;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2018;0;0.0;0
1771;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2019;0;0.0;0
1772;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2020;0;0.0;0
1773;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2021;0;0.0;0
1774;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2022;0;0.0;0
1775;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Derde kind;2023;0;0.0;0
1776;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1950;0;0.0;0
1777;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1951;0;0.0;0
1778;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1952;0;0.0;0
1779;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1953;0;0.0;0
1780;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1954;0;0.0;0
1781;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1955;0;0.0;0
1782;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1956;0;0.0;0
1783;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1957;0;0.0;0
1784;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1958;0;0.0;0
1785;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1959;0;0.0;0
1786;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1960;0;0.0;0
1787;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1961;0;0.0;0
1788;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1962;0;0.0;0
1789;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1963;0;0.0;0
1790;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1964;0;0.0;0
1791;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1965;0;0.0;0
1792;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1966;0;0.0;0
1793;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1967;0;0.0;0
1794;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1968;0;0.0;0
1795;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1969;0;0.0;0
1796;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1970;0;0.0;0
1797;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1971;0;0.0;0
1798;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1972;0;0.0;0
1799;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1973;0;0.0;0
1800;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1974;0;0.0;0
1801;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1975;0;0.0;0
1802;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1976;0;0.0;0
1803;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1977;0;0.0;0
1804;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1978;0;0.0;0
1805;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1979;0;0.0;0
1806;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1980;0;0.0;0
1807;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1981;0;0.0;0
1808;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1982;0;0.0;0
1809;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1983;0;0.0;0
1810;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1984;0;0.0;0
1811;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1985;0;0.0;0
1812;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1986;0;0.0;0
1813;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1987;0;0.0;0
1814;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1988;0;0.0;0
1815;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1989;0;0.0;0
1816;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1990;0;0.0;0
1817;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1991;0;0.0;0
1818;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1992;0;0.0;0
1819;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1993;0;0.0;0
1820;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1994;0;0.0;0
1821;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1995;0;0.0;0
1822;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1996;0;0.0;0
1823;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1997;0;0.0;0
1824;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1998;0;0.0;0
1825;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1999;0;0.0;0
1826;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2000;0;0.0;0
1827;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2001;0;0.0;0
1828;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2002;0;0.0;0
1829;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2003;0;0.0;6
1830;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2004;0;0.0;0
1831;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2005;0;0.0;0
1832;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2006;0;0.0;0
1833;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2007;0;0.0;0
1834;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2008;0;0.0;0
1835;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2009;0;0.0;0
1836;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2010;0;0.0;0
1837;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2011;0;0.0;0
1838;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2012;0;0.0;0
1839;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2013;0;0.0;0
1840;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2014;0;0.0;0
1841;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2015;0;0.0;0
1842;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2016;0;0.0;0
1843;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2017;0;0.0;0
1844;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2018;0;0.0;0
1845;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2019;0;0.0;0
1846;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2020;0;0.0;0
1847;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2021;0;0.0;0
1848;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2022;0;0.0;0
1849;Jonger dan 16 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;2023;0;0.0;0
1850;Jonger dan 16 jaar;Niet-gehuwd;Totaal;1950;18;0.23;35
1851;Jonger dan 16 jaar;Niet-gehuwd;Totaal;1951;21;0.27;40
1852;Jonger dan 16 jaar;Niet-gehuwd;Totaal;1952;17;0.22;30
1853;Jonger dan 16 jaar;Niet-gehuwd;Totaal;1953;22;0.27;38
1854;Jonger dan 16 jaar;Niet-gehuwd;Totaal;1954;21;0.25;38
1855;Jonger dan 16 jaar;Niet-gehuwd;Totaal;1955;20;0.24;40
1856;Jonger dan 16 jaar;Niet-gehuwd;Totaal;1956;23;0.28;44
1857;Jonger dan 16 jaar;Niet-gehuwd;Totaal;1957;40;0.47;71
1858;Jonger dan 16 jaar;Niet-gehuwd;Totaal;1958;43;0.46;73
1859;Jonger dan 16 jaar;Niet-gehuwd;Totaal;1959;42;0.43;81
