ID;LeeftijdVanDeMoeder;BurgerlijkeStaatMoeder;VolgordeGeboorteUitDeMoeder;Perioden;LevendgebLeeftijdMoederOp3112_1;LevendgebLftMoederOp3112Rel_2;LevendgebLftMoederLaatsteVerjDag_3
8177;21 jaar;Wettig gehuwd plus partnerschap;Totaal;1987;2739;22.52;3614
8178;21 jaar;Wettig gehuwd plus partnerschap;Totaal;1988;2493;20.64;3033
8179;21 jaar;Wettig gehuwd plus partnerschap;Totaal;1989;2518;20.66;3017
8180;21 jaar;Wettig gehuwd plus partnerschap;Totaal;1990;2574;20.22;3129
8181;21 jaar;Wettig gehuwd plus partnerschap;Totaal;1991;2386;19.23;2949
8182;21 jaar;Wettig gehuwd plus partnerschap;Totaal;1992;2186;18.37;2604
8183;21 jaar;Wettig gehuwd plus partnerschap;Totaal;1993;2014;17.77;2409
8184;21 jaar;Wettig gehuwd plus partnerschap;Totaal;1994;1815;17.5;2212
8185;21 jaar;Wettig gehuwd plus partnerschap;Totaal;1995;1576;15.97;1909
8186;21 jaar;Wettig gehuwd plus partnerschap;Totaal;1996;1306;13.89;1549
8187;21 jaar;Wettig gehuwd plus partnerschap;Totaal;1997;1295;13.98;1564
8188;21 jaar;Wettig gehuwd plus partnerschap;Totaal;1998;1309;14.23;1496
8189;21 jaar;Wettig gehuwd plus partnerschap;Totaal;1999;1303;13.99;1490
8190;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2000;1312;14.08;1604
8191;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2001;1270;13.18;1514
8192;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2002;1237;12.91;1500
8193;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2003;1052;11.34;1397
8194;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2004;1122;12.17;1318
8195;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2005;968;10.27;1159
8196;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2006;747;7.81;989
8197;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2007;581;5.94;903
8198;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2008;587;5.98;769
8199;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2009;513;5.19;721
8200;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2010;570;5.66;794
8201;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2011;591;5.65;748
8202;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2012;484;4.62;679
8203;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2013;484;4.69;655
8204;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2014;453;4.41;577
8205;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2015;428;4.13;578
8206;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2016;443;4.35;629
8207;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2017;413;4.06;576
8208;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2018;364;3.49;515
8209;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2019;394;3.65;526
8210;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2020;330;3.02;441
8211;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2021;305;2.7;404
8212;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2022;338;2.99;468
8213;21 jaar;Wettig gehuwd plus partnerschap;Totaal;2023;319;2.77;413
8214;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1950;2963;37.27;3401
8215;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1951;3288;40.13;3591
8216;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1952;3487;43.7;3924
8217;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1953;3295;40.98;3719
8218;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1954;3259;42.48;3670
8219;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1955;3262;42.16;3632
8220;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1956;3446;44.87;3963
8221;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1957;3605;46.43;4061
8222;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1958;3806;49.17;4361
8223;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1959;3939;48.56;4447
8224;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1960;4128;50.03;4715
8225;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1961;4646;55.16;5245
8226;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1962;4773;58.22;5584
8227;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1963;5181;60.61;5778
8228;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1964;5831;62.83;6325
8229;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1965;6286;64.54;7158
8230;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1966;6071;66.07;7517
8231;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1967;8446;65.93;8038
8232;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1968;8127;65.8;9676
8233;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1969;7753;67.2;9042
8234;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1970;7084;63.84;8254
8235;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1971;6545;60.35;7437
8236;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1972;6162;57.08;7086
8237;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1973;5748;51.9;6585
8238;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1974;5289;47.94;6102
8239;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1975;4772;43.0;5614
8240;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1976;4534;40.15;5341
8241;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1977;4029;35.42;4923
8242;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1978;3993;34.5;4780
8243;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1979;3779;32.2;4594
8244;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1980;3586;29.65;4392
8245;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1981;3358;27.89;4131
8246;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1982;2999;24.17;3551
8247;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1983;2859;23.06;3519
8248;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1984;2705;21.59;3400
8249;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1985;2521;19.96;3081
8250;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1986;2283;18.46;2837
8251;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1987;2039;16.76;2628
8252;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1988;1867;15.46;2241
8253;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1989;1884;15.46;2242
8254;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1990;1962;15.41;2281
8255;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1991;1752;14.12;2100
8256;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1992;1587;13.34;1788
8257;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1993;1478;13.04;1695
8258;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1994;1316;12.69;1533
8259;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1995;1128;11.43;1310
8260;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1996;914;9.72;1061
8261;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1997;982;10.6;1107
8262;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1998;999;10.86;1094
8263;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;1999;991;10.64;1076
8264;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2000;1018;10.93;1185
8265;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2001;1017;10.55;1151
8266;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2002;1013;10.57;1161
8267;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2003;849;9.15;1069
8268;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2004;905;9.81;1023
8269;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2005;782;8.3;874
8270;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2006;561;5.87;732
8271;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2007;447;4.57;666
8272;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2008;437;4.45;569
8273;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2009;411;4.16;547
8274;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2010;451;4.48;624
8275;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2011;469;4.48;566
8276;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2012;376;3.59;517
8277;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2013;375;3.63;506
8278;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2014;360;3.51;441
8279;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2015;333;3.22;443
8280;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2016;346;3.4;499
8281;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2017;302;2.97;424
8282;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2018;267;2.56;379
8283;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2019;283;2.62;386
8284;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2020;238;2.18;329
8285;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2021;244;2.16;319
8286;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2022;275;2.43;374
8287;21 jaar;Wettig gehuwd plus partnerschap;Eerste kind;2023;239;2.07;312
8288;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1950;1152;14.49;1479
8289;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1951;1183;14.44;1470
8290;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1952;1177;14.75;1470
8291;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1953;1185;14.74;1503
8292;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1954;1194;15.56;1522
8293;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1955;1180;15.25;1459
8294;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1956;1155;15.04;1402
8295;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1957;1228;15.82;1524
8296;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1958;1272;16.43;1580
8297;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1959;1347;16.61;1692
8298;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1960;1416;17.16;1768
8299;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1961;1530;18.17;1883
8300;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1962;1694;20.66;2063
8301;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1963;1757;20.55;2117
8302;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1964;2027;21.84;2362
8303;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1965;2075;21.3;2506
8304;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1966;1945;21.17;2546
8305;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1967;2634;20.56;2704
8306;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1968;2605;21.09;3322
8307;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1969;2592;22.47;3353
8308;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1970;2354;21.21;3018
8309;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1971;2165;19.96;2693
8310;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1972;2110;19.55;2607
8311;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1973;1945;17.56;2489
8312;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1974;1775;16.09;2320
8313;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1975;1657;14.93;2125
8314;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1976;1546;13.69;2063
8315;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1977;1372;12.06;1864
8316;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1978;1242;10.73;1644
8317;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1979;1134;9.66;1542
8318;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1980;1108;9.16;1442
8319;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1981;1153;9.58;1388
8320;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1982;888;7.16;1264
8321;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1983;909;7.33;1193
8322;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1984;811;6.47;1074
8323;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1985;788;6.24;1013
8324;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1986;723;5.85;963
8325;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1987;624;5.13;853
8326;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1988;545;4.51;684
8327;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1989;551;4.52;675
8328;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1990;529;4.16;718
8329;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1991;567;4.57;755
8330;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1992;532;4.47;726
8331;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1993;470;4.15;642
8332;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1994;427;4.12;598
8333;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1995;391;3.96;526
8334;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1996;360;3.83;441
8335;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1997;280;3.02;410
8336;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1998;282;3.07;360
8337;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;1999;284;3.05;377
8338;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2000;273;2.93;388
8339;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2001;233;2.42;325
8340;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2002;203;2.12;309
8341;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2003;178;1.92;299
8342;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2004;205;2.22;271
8343;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2005;166;1.76;255
8344;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2006;162;1.69;227
8345;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2007;123;1.26;222
8346;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2008;140;1.43;180
8347;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2009;93;0.94;161
8348;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2010;104;1.03;149
8349;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2011;104;0.99;164
8350;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2012;101;0.96;148
8351;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2013;96;0.93;130
8352;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2014;82;0.8;117
8353;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2015;88;0.85;121
8354;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2016;89;0.87;121
8355;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2017;96;0.94;133
8356;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2018;77;0.74;111
8357;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2019;97;0.9;120
8358;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2020;85;0.78;99
8359;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2021;55;0.49;77
8360;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2022;55;0.49;85
8361;21 jaar;Wettig gehuwd plus partnerschap;Tweede kind;2023;64;0.56;80
8362;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1950;231;2.91;343
8363;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1951;220;2.69;319
8364;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1952;227;2.84;333
8365;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1953;225;2.8;319
8366;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1954;235;3.06;340
8367;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1955;239;3.09;334
8368;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1956;237;3.09;337
8369;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1957;232;2.99;333
8370;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1958;247;3.19;320
8371;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1959;244;3.01;332
8372;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1960;262;3.18;372
8373;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1961;309;3.67;417
8374;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1962;303;3.7;403
8375;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1963;325;3.8;432
8376;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1964;357;3.85;467
8377;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1965;366;3.76;490
8378;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1966;305;3.32;443
8379;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1967;360;2.81;412
8380;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1968;340;2.75;479
8381;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1969;333;2.89;463
8382;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1970;246;2.22;382
8383;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1971;233;2.15;338
8384;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1972;183;1.7;270
8385;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1973;148;1.34;198
8386;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1974;134;1.21;190
8387;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1975;111;1.0;157
8388;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1976;135;1.2;180
8389;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1977;111;0.98;160
8390;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1978;118;1.02;153
8391;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1979;112;0.95;159
8392;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1980;100;0.83;153
8393;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1981;150;1.25;202
8394;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1982;121;0.98;172
8395;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1983;101;0.81;134
8396;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1984;105;0.84;142
8397;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1985;95;0.75;141
8398;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1986;90;0.73;131
8399;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1987;67;0.55;111
8400;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1988;71;0.59;95
8401;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1989;67;0.55;86
8402;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1990;75;0.59;111
8403;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1991;63;0.51;86
8404;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1992;60;0.5;83
8405;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1993;64;0.56;67
8406;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1994;65;0.63;73
8407;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1995;51;0.52;64
8408;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1996;30;0.32;44
8409;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1997;32;0.35;46
8410;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1998;24;0.26;39
8411;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;1999;26;0.28;32
8412;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2000;21;0.23;28
8413;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2001;20;0.21;37
8414;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2002;21;0.22;29
8415;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2003;23;0.25;27
8416;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2004;10;0.11;23
8417;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2005;19;0.2;29
8418;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2006;23;0.24;28
8419;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2007;11;0.11;13
8420;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2008;10;0.1;20
8421;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2009;7;0.07;11
8422;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2010;13;0.13;18
8423;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2011;15;0.14;14
8424;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2012;5;0.05;11
8425;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2013;12;0.12;17
8426;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2014;10;0.1;18
8427;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2015;7;0.07;14
8428;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2016;8;0.08;9
8429;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2017;13;0.13;17
8430;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2018;17;0.16;22
8431;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2019;12;0.11;17
8432;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2020;6;0.05;11
8433;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2021;6;0.05;8
8434;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2022;7;0.06;7
8435;21 jaar;Wettig gehuwd plus partnerschap;Derde kind;2023;14;0.12;20
8436;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1950;32;0.4;50
8437;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1951;46;0.56;64
8438;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1952;41;0.51;63
8439;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1953;44;0.55;71
8440;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1954;39;0.51;64
8441;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1955;39;0.5;63
8442;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1956;43;0.56;63
8443;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1957;40;0.52;65
8444;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1958;43;0.56;69
8445;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1959;39;0.48;65
8446;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1960;42;0.51;63
8447;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1961;52;0.62;74
8448;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1962;61;0.74;86
8449;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1963;58;0.68;84
8450;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1964;64;0.69;88
8451;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1965;62;0.64;86
8452;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1966;49;0.53;73
8453;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1967;57;0.44;66
8454;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1968;49;0.4;69
8455;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1969;41;0.36;64
8456;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1970;26;0.23;43
8457;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1971;27;0.25;38
8458;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1972;23;0.21;33
8459;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1973;15;0.14;21
8460;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1974;9;0.08;16
8461;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1975;12;0.11;18
8462;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1976;14;0.12;20
8463;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1977;8;0.07;20
8464;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1978;11;0.1;12
8465;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1979;11;0.09;14
8466;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1980;16;0.13;25
8467;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1981;24;0.2;26
8468;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1982;12;0.1;18
8469;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1983;12;0.1;19
8470;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1984;15;0.12;31
8471;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1985;17;0.13;23
8472;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1986;11;0.09;18
8473;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1987;9;0.07;22
8474;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1988;10;0.08;13
8475;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1989;16;0.13;14
8476;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1990;8;0.06;19
8477;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1991;4;0.03;8
8478;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1992;7;0.06;7
8479;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1993;2;0.02;5
8480;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1994;7;0.07;8
8481;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1995;6;0.06;9
8482;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1996;2;0.02;3
8483;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1997;1;0.01;1
8484;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1998;4;0.04;3
8485;21 jaar;Wettig gehuwd plus partnerschap;Vierde of volgende kind;1999;2;0.02;5
