ID;BedrijfstakkenBranchesSBI2008;Perioden;PrijsindexArbeid_1;JaarmutatiePrijsVanArbeid_2;LoonkostenPerGewerktUur_3;JaarmutatieLoonkostenPerGewerktUur_4;Structuureffect_5
294;B-E Nijverheid (geen bouw) en energie;2004;73.2;1.7;66.9;2.9;1.3
295;B-E Nijverheid (geen bouw) en energie;2005;74.0;1.0;68.4;2.1;1.1
296;B-E Nijverheid (geen bouw) en energie;2006;75.4;1.9;70.1;2.6;0.6
297;B-E Nijverheid (geen bouw) en energie;2007;77.3;2.6;72.3;3.1;0.5
298;B-E Nijverheid (geen bouw) en energie;2008;81.5;5.3;76.3;5.5;0.2
299;B-E Nijverheid (geen bouw) en energie;2009;85.2;4.5;80.7;5.8;1.2
300;B-E Nijverheid (geen bouw) en energie;2010;81.2;-4.7;78.2;-3.2;1.6
301;B-E Nijverheid (geen bouw) en energie;2011;83.4;2.7;80.6;3.1;0.3
302;B-E Nijverheid (geen bouw) en energie;2012;85.7;2.8;83.3;3.5;0.7
303;B-E Nijverheid (geen bouw) en energie;2013;85.9;0.2;84.3;1.2;1.0
304;B-E Nijverheid (geen bouw) en energie;2014;88.4;3.0;87.5;3.7;0.7
305;B-E Nijverheid (geen bouw) en energie;2015;88.2;-0.3;87.6;0.1;0.4
306;B-E Nijverheid (geen bouw) en energie;2016;89.6;1.5;89.1;1.8;0.3
307;B-E Nijverheid (geen bouw) en energie;2017;90.9;1.5;90.5;1.5;0.0
308;B-E Nijverheid (geen bouw) en energie;2018;93.3;2.6;92.8;2.5;0.0
309;B-E Nijverheid (geen bouw) en energie;2019;95.4;2.3;95.0;2.4;0.1
310;B-E Nijverheid (geen bouw) en energie;2020;99.2;4.0;98.9;4.1;0.1
311;B-E Nijverheid (geen bouw) en energie;2021;100.0;0.8;100.0;1.1;0.3
312;B-E Nijverheid (geen bouw) en energie;2022;105.0;5.0;105.1;5.1;0.1
313;B-E Nijverheid (geen bouw) en energie;2023;111.6;6.3;112.2;6.7;0.4
314;B-E Nijverheid (geen bouw) en energie;2024;117.0;4.8;117.9;5.1;0.3
315;B-E Nijverheid (geen bouw) en energie;2006 januari - 2006 december;75.4;1.9;70.1;2.6;0.6
316;B-E Nijverheid (geen bouw) en energie;2006 april - 2007 maart;76.0;;70.8;;
317;B-E Nijverheid (geen bouw) en energie;2006 juli - 2007 juni;76.5;;71.4;;
318;B-E Nijverheid (geen bouw) en energie;2006 oktober - 2007 september;76.8;;71.7;;
319;B-E Nijverheid (geen bouw) en energie;2007 januari - 2007 december;77.3;2.6;72.3;3.1;0.5
320;B-E Nijverheid (geen bouw) en energie;2007 april - 2008 maart;78.9;3.8;73.8;4.3;0.5
321;B-E Nijverheid (geen bouw) en energie;2007 juli - 2008 juni;80.1;4.7;75.0;5.1;0.4
322;B-E Nijverheid (geen bouw) en energie;2007 oktober - 2008 september;80.7;5.2;75.6;5.5;0.3
323;B-E Nijverheid (geen bouw) en energie;2008 januari - 2008 december;81.5;5.3;76.3;5.5;0.2
324;B-E Nijverheid (geen bouw) en energie;2008 april - 2009 maart;82.4;4.5;77.4;4.9;0.4
325;B-E Nijverheid (geen bouw) en energie;2008 juli - 2009 juni;83.5;4.2;78.6;4.8;0.6
326;B-E Nijverheid (geen bouw) en energie;2008 oktober - 2009 september;84.4;4.5;79.7;5.5;0.9
327;B-E Nijverheid (geen bouw) en energie;2009 januari - 2009 december;85.2;4.5;80.7;5.8;1.2
328;B-E Nijverheid (geen bouw) en energie;2009 april - 2010 maart;84.4;2.4;80.4;3.9;1.4
329;B-E Nijverheid (geen bouw) en energie;2009 juli - 2010 juni;83.7;0.3;80.0;1.8;1.5
330;B-E Nijverheid (geen bouw) en energie;2009 oktober - 2010 september;82.2;-2.5;78.9;-1.0;1.6
331;B-E Nijverheid (geen bouw) en energie;2010 januari - 2010 december;81.2;-4.7;78.2;-3.2;1.6
332;B-E Nijverheid (geen bouw) en energie;2010 april - 2011 maart;81.6;-3.4;78.6;-2.2;1.2
333;B-E Nijverheid (geen bouw) en energie;2010 juli - 2011 juni;81.6;-2.5;78.8;-1.5;0.9
334;B-E Nijverheid (geen bouw) en energie;2010 oktober - 2011 september;82.1;-0.1;79.3;0.5;0.6
335;B-E Nijverheid (geen bouw) en energie;2011 januari - 2011 december;83.4;2.7;80.6;3.1;0.3
336;B-E Nijverheid (geen bouw) en energie;2011 april - 2012 maart;83.4;2.3;80.7;2.6;0.3
337;B-E Nijverheid (geen bouw) en energie;2011 juli - 2012 juni;83.8;2.7;81.2;3.0;0.4
338;B-E Nijverheid (geen bouw) en energie;2011 oktober - 2012 september;84.8;3.3;82.3;3.8;0.5
339;B-E Nijverheid (geen bouw) en energie;2012 januari - 2012 december;85.7;2.8;83.3;3.5;0.7
340;B-E Nijverheid (geen bouw) en energie;2012 april - 2013 maart;86.6;3.8;84.4;4.7;0.9
341;B-E Nijverheid (geen bouw) en energie;2012 juli - 2013 juni;86.6;3.3;84.6;4.3;0.9
342;B-E Nijverheid (geen bouw) en energie;2012 oktober - 2013 september;86.2;1.7;84.5;2.6;1.0
343;B-E Nijverheid (geen bouw) en energie;2013 januari - 2013 december;85.9;0.2;84.3;1.2;1.0
344;B-E Nijverheid (geen bouw) en energie;2013 april - 2014 maart;86.2;-0.5;84.8;0.5;0.9
345;B-E Nijverheid (geen bouw) en energie;2013 juli - 2014 juni;86.8;0.3;85.6;1.2;0.9
346;B-E Nijverheid (geen bouw) en energie;2013 oktober - 2014 september;87.3;1.2;86.2;2.0;0.8
347;B-E Nijverheid (geen bouw) en energie;2014 januari - 2014 december;88.4;3.0;87.5;3.7;0.7
348;B-E Nijverheid (geen bouw) en energie;2014 april - 2015 maart;88.6;2.8;87.7;3.4;0.6
349;B-E Nijverheid (geen bouw) en energie;2014 juli - 2015 juni;88.9;2.4;88.1;2.9;0.5
350;B-E Nijverheid (geen bouw) en energie;2014 oktober - 2015 september;89.0;2.0;88.3;2.4;0.4
351;B-E Nijverheid (geen bouw) en energie;2015 januari - 2015 december;88.2;-0.3;87.6;0.1;0.4
352;B-E Nijverheid (geen bouw) en energie;2015 april - 2016 maart;88.8;0.2;88.1;0.5;0.3
353;B-E Nijverheid (geen bouw) en energie;2015 juli - 2016 juni;88.5;-0.4;88.0;-0.2;0.3
354;B-E Nijverheid (geen bouw) en energie;2015 oktober - 2016 september;89.0;0.0;88.5;0.3;0.3
355;B-E Nijverheid (geen bouw) en energie;2016 januari - 2016 december ;89.6;1.5;89.1;1.8;0.3
356;B-E Nijverheid (geen bouw) en energie;2016 april - 2017 maart;89.1;0.3;88.7;0.6;0.3
357;B-E Nijverheid (geen bouw) en energie;2016 juli - 2017 juni;89.6;1.2;89.3;1.5;0.3
358;B-E Nijverheid (geen bouw) en energie;2016 oktober - 2017 september;90.0;1.1;89.6;1.2;0.1
359;B-E Nijverheid (geen bouw) en energie;2017 januari - 2017 december;90.9;1.5;90.5;1.5;0.0
360;B-E Nijverheid (geen bouw) en energie;2017 april - 2018 maart;91.9;3.1;91.4;3.1;-0.1
361;B-E Nijverheid (geen bouw) en energie;2017 juli - 2018 juni;92.7;3.5;92.3;3.4;-0.1
362;B-E Nijverheid (geen bouw) en energie;2017 oktober - 2018 september;93.3;3.7;92.9;3.7;0.0
363;B-E Nijverheid (geen bouw) en energie;2018 januari - 2018 december;93.3;2.6;92.8;2.5;0.0
364;B-E Nijverheid (geen bouw) en energie;2018 april - 2019 maart;93.9;2.2;93.4;2.1;0.0
365;B-E Nijverheid (geen bouw) en energie;2018 juli - 2019 juni;94.4;1.9;93.9;1.8;-0.1
366;B-E Nijverheid (geen bouw) en energie;2018 oktober - 2019 september;94.5;1.2;94.0;1.2;0.0
367;B-E Nijverheid (geen bouw) en energie;2019 januari - 2019 december;95.4;2.3;95.0;2.4;0.1
368;B-E Nijverheid (geen bouw) en energie;2019 april - 2020 maart;97.1;3.4;96.7;3.5;0.1
369;B-E Nijverheid (geen bouw) en energie;2019 juli - 2020 juni;97.0;2.8;96.7;3.0;0.2
370;B-E Nijverheid (geen bouw) en energie;2019 oktober - 2020 september;99.0;4.8;98.7;5.0;0.2
371;B-E Nijverheid (geen bouw) en energie;2020 januari - 2020 december;99.2;4.0;98.9;4.1;0.1
372;B-E Nijverheid (geen bouw) en energie;2020 april - 2021 maart;98.8;1.7;98.5;1.9;0.2
373;B-E Nijverheid (geen bouw) en energie;2020 juli - 2021 juni;99.2;2.3;99.1;2.5;0.2
374;B-E Nijverheid (geen bouw) en energie;2020 oktober - 2021 september;99.7;0.7;99.7;1.0;0.2
375;B-E Nijverheid (geen bouw) en energie;2021 januari - 2021 december;100.0;0.8;100.0;1.1;0.3
376;B-E Nijverheid (geen bouw) en energie;2021 april - 2022 maart;101.0;2.3;100.9;2.4;0.2
377;B-E Nijverheid (geen bouw) en energie;2021 juli - 2022 juni;103.0;3.8;103.0;4.0;0.1
378;B-E Nijverheid (geen bouw) en energie;2021 oktober - 2022 september;103.2;3.6;103.3;3.7;0.1
379;B-E Nijverheid (geen bouw) en energie;2022 januari - 2022 december;105.0;5.0;105.1;5.1;0.1
380;B-E Nijverheid (geen bouw) en energie;2022 april - 2023 maart;106.2;5.2;106.4;5.5;0.2
381;B-E Nijverheid (geen bouw) en energie;2022 juli - 2023 juni;108.2;5.0;108.6;5.3;0.3
382;B-E Nijverheid (geen bouw) en energie;2022 oktober - 2023 september;109.7;6.3;110.2;6.6;0.4
383;B-E Nijverheid (geen bouw) en energie;2023 januari - 2023 december;111.6;6.3;112.2;6.7;0.4
384;B-E Nijverheid (geen bouw) en energie;2023 april - 2024 maart;113.5;6.9;114.1;7.2;0.3
385;B-E Nijverheid (geen bouw) en energie;2023 juli - 2024 juni;114.6;5.9;115.3;6.2;0.3
386;B-E Nijverheid (geen bouw) en energie;2023 oktober - 2024 september;115.8;5.5;116.6;5.8;0.3
387;B-E Nijverheid (geen bouw) en energie;2024 januari - 2024 december;117.0;4.8;117.9;5.1;0.3
388;C Industrie;2001;66.8;;58.6;;
389;C Industrie;2002;69.7;4.3;61.9;5.6;1.2
390;C Industrie;2003;71.3;2.3;64.0;3.6;1.2
391;C Industrie;2004;72.5;1.7;65.9;2.9;1.2
392;C Industrie;2005;73.5;1.4;67.7;2.6;1.2
393;C Industrie;2006;74.8;1.8;69.4;2.6;0.8
394;C Industrie;2007;76.8;2.6;71.6;3.1;0.5
395;C Industrie;2008;81.0;5.5;75.6;5.6;0.2
396;C Industrie;2009;84.9;4.8;80.2;6.1;1.2
397;C Industrie;2010;80.2;-5.5;77.0;-3.9;1.6
398;C Industrie;2011;82.6;2.9;79.5;3.2;0.3
399;C Industrie;2012;84.8;2.7;82.2;3.4;0.7
400;C Industrie;2013;85.0;0.2;83.1;1.1;0.9
401;C Industrie;2014;87.9;3.4;86.4;4.0;0.6
402;C Industrie;2015;87.7;-0.2;86.6;0.2;0.3
403;C Industrie;2016;89.2;1.6;88.3;2.1;0.4
404;C Industrie;2017;91.0;2.1;90.3;2.3;0.2
405;C Industrie;2018;93.3;2.5;92.6;2.5;0.1
406;C Industrie;2019;95.4;2.3;94.8;2.4;0.1
407;C Industrie;2020;99.2;4.0;98.7;4.1;0.1
408;C Industrie;2021;100.0;0.8;100.0;1.3;0.4
409;C Industrie;2022;104.9;4.9;105.0;5.0;0.1
410;C Industrie;2023;111.4;6.1;111.8;6.5;0.3
411;C Industrie;2024;116.7;4.8;117.3;5.0;0.2
412;C Industrie;2006 januari - 2006 december;74.8;1.8;69.4;2.6;0.8
413;C Industrie;2006 april - 2007 maart;75.5;;70.1;;
414;C Industrie;2006 juli - 2007 juni;76.0;;70.7;;
415;C Industrie;2006 oktober - 2007 september;76.2;;71.0;;
416;C Industrie;2007 januari - 2007 december;76.8;2.6;71.6;3.1;0.5
417;C Industrie;2007 april - 2008 maart;78.5;3.9;73.2;4.4;0.4
418;C Industrie;2007 juli - 2008 juni;79.8;5.0;74.5;5.4;0.3
419;C Industrie;2007 oktober - 2008 september;80.5;5.5;75.1;5.8;0.2
420;C Industrie;2008 januari - 2008 december;81.0;5.5;75.6;5.6;0.2
421;C Industrie;2008 april - 2009 maart;82.0;4.5;76.7;4.8;0.3
422;C Industrie;2008 juli - 2009 juni;83.0;4.1;77.9;4.7;0.6
423;C Industrie;2008 oktober - 2009 september;84.0;4.4;79.1;5.3;0.9
424;C Industrie;2009 januari - 2009 december;84.9;4.8;80.2;6.1;1.2
425;C Industrie;2009 april - 2010 maart;84.0;2.4;79.7;3.9;1.5
426;C Industrie;2009 juli - 2010 juni;83.0;0.0;79.1;1.5;1.6
427;C Industrie;2009 oktober - 2010 september;81.4;-3.0;77.9;-1.5;1.6
428;C Industrie;2010 januari - 2010 december;80.2;-5.5;77.0;-3.9;1.6
429;C Industrie;2010 april - 2011 maart;80.7;-3.9;77.5;-2.7;1.3
430;C Industrie;2010 juli - 2011 juni;80.8;-2.7;77.7;-1.8;0.9
431;C Industrie;2010 oktober - 2011 september;81.3;-0.2;78.2;0.4;0.6
432;C Industrie;2011 januari - 2011 december;82.6;2.9;79.5;3.2;0.3
433;C Industrie;2011 april - 2012 maart;82.6;2.4;79.6;2.7;0.3
434;C Industrie;2011 juli - 2012 juni;83.0;2.7;80.1;3.0;0.3
435;C Industrie;2011 oktober - 2012 september;84.0;3.3;81.2;3.8;0.5
436;C Industrie;2012 januari - 2012 december;84.8;2.7;82.2;3.4;0.7
437;C Industrie;2012 april - 2013 maart;85.7;3.8;83.3;4.7;0.8
438;C Industrie;2012 juli - 2013 juni;85.7;3.3;83.5;4.3;0.9
439;C Industrie;2012 oktober - 2013 september;85.4;1.7;83.3;2.6;0.9
440;C Industrie;2013 januari - 2013 december;85.0;0.2;83.1;1.1;0.9
441;C Industrie;2013 april - 2014 maart;85.4;-0.4;83.6;0.4;0.8
442;C Industrie;2013 juli - 2014 juni;86.1;0.4;84.5;1.2;0.7
443;C Industrie;2013 oktober - 2014 september;86.6;1.4;85.1;2.1;0.7
444;C Industrie;2014 januari - 2014 december;87.9;3.4;86.4;4.0;0.6
445;C Industrie;2014 april - 2015 maart;88.1;3.2;86.7;3.7;0.5
446;C Industrie;2014 juli - 2015 juni;88.4;2.7;87.1;3.1;0.4
447;C Industrie;2014 oktober - 2015 september;88.5;2.2;87.3;2.6;0.4
448;C Industrie;2015 januari - 2015 december;87.7;-0.2;86.6;0.2;0.3
449;C Industrie;2015 april - 2016 maart;88.3;0.3;87.2;0.6;0.3
450;C Industrie;2015 juli - 2016 juni;88.1;-0.3;87.1;-0.1;0.3
451;C Industrie;2015 oktober - 2016 september;88.6;0.1;87.7;0.4;0.3
452;C Industrie;2016 januari - 2016 december ;89.2;1.6;88.3;2.1;0.4
453;C Industrie;2016 april - 2017 maart;88.8;0.5;88.0;1.0;0.5
454;C Industrie;2016 juli - 2017 juni;89.5;1.7;88.9;2.1;0.5
455;C Industrie;2016 oktober - 2017 september;90.0;1.6;89.3;1.9;0.3
456;C Industrie;2017 januari - 2017 december;91.0;2.1;90.3;2.3;0.2
457;C Industrie;2017 april - 2018 maart;92.0;3.7;91.3;3.7;0.1
458;C Industrie;2017 juli - 2018 juni;92.8;3.7;92.2;3.6;0.0
459;C Industrie;2017 oktober - 2018 september;93.4;3.8;92.8;3.9;0.0
460;C Industrie;2018 januari - 2018 december;93.3;2.5;92.6;2.5;0.1
461;C Industrie;2018 april - 2019 maart;93.8;2.0;93.2;2.0;0.0
462;C Industrie;2018 juli - 2019 juni;94.4;1.7;93.7;1.7;0.0
463;C Industrie;2018 oktober - 2019 september;94.4;1.1;93.9;1.1;0.0
464;C Industrie;2019 januari - 2019 december;95.4;2.3;94.8;2.4;0.1
465;C Industrie;2019 april - 2020 maart;97.1;3.5;96.6;3.7;0.2
466;C Industrie;2019 juli - 2020 juni;97.0;2.8;96.6;3.1;0.3
467;C Industrie;2019 oktober - 2020 september;98.9;4.8;98.5;5.0;0.2
468;C Industrie;2020 januari - 2020 december;99.2;4.0;98.7;4.1;0.1
469;C Industrie;2020 april - 2021 maart;98.6;1.5;98.3;1.7;0.2
470;C Industrie;2020 juli - 2021 juni;99.2;2.3;99.1;2.5;0.3
471;C Industrie;2020 oktober - 2021 september;99.7;0.7;99.6;1.1;0.3
472;C Industrie;2021 januari - 2021 december;100.0;0.8;100.0;1.3;0.4
473;C Industrie;2021 april - 2022 maart;101.0;2.4;101.0;2.7;0.3
474;C Industrie;2021 juli - 2022 juni;103.1;4.0;103.1;4.1;0.1
475;C Industrie;2021 oktober - 2022 september;103.3;3.7;103.3;3.7;0.1
476;C Industrie;2022 januari - 2022 december;104.9;4.9;105.0;5.0;0.1
477;C Industrie;2022 april - 2023 maart;106.1;5.0;106.2;5.2;0.2
478;C Industrie;2022 juli - 2023 juni;108.0;4.7;108.3;5.0;0.3
479;C Industrie;2022 oktober - 2023 september;109.5;6.0;109.8;6.3;0.3
480;C Industrie;2023 januari - 2023 december;111.4;6.1;111.8;6.5;0.3
481;C Industrie;2023 april - 2024 maart;113.3;6.8;113.8;7.1;0.3
482;C Industrie;2023 juli - 2024 juni;114.4;5.9;114.9;6.1;0.2
483;C Industrie;2023 oktober - 2024 september;115.5;5.5;116.1;5.7;0.2
484;C Industrie;2024 januari - 2024 december;116.7;4.8;117.3;5.0;0.2
485;24-30, 33 Metalektro;2001;64.3;;56.7;;
486;24-30, 33 Metalektro;2002;66.7;3.6;59.3;4.7;1.0
487;24-30, 33 Metalektro;2003;68.0;2.1;61.2;3.1;1.0
488;24-30, 33 Metalektro;2004;69.3;1.9;63.0;2.9;1.1
489;24-30, 33 Metalektro;2005;69.9;0.9;64.3;2.1;1.2
490;24-30, 33 Metalektro;2006;71.6;2.3;66.2;3.1;0.7
491;24-30, 33 Metalektro;2007;73.6;2.9;68.4;3.3;0.4
492;24-30, 33 Metalektro;2008;77.6;5.4;72.1;5.4;0.0
493;24-30, 33 Metalektro;2009;78.8;1.6;74.3;3.0;1.4
494;24-30, 33 Metalektro;2010;78.0;-1.0;74.7;0.6;1.6
495;24-30, 33 Metalektro;2011;80.4;3.1;77.3;3.5;0.4
496;24-30, 33 Metalektro;2012;82.9;3.1;80.4;4.0;0.9
497;24-30, 33 Metalektro;2013;83.0;0.1;81.3;1.0;0.9
498;24-30, 33 Metalektro;2014;87.0;4.8;85.5;5.2;0.4
499;24-30, 33 Metalektro;2015;86.6;-0.4;85.4;-0.1;0.3
500;24-30, 33 Metalektro;2016;87.8;1.4;86.9;1.8;0.4
501;24-30, 33 Metalektro;2017;90.7;3.2;89.8;3.3;0.1
502;24-30, 33 Metalektro;2018;92.2;1.7;91.3;1.7;0.0
503;24-30, 33 Metalektro;2019;94.3;2.3;93.5;2.5;0.1
504;24-30, 33 Metalektro;2020;98.4;4.3;97.7;4.5;0.2
505;24-30, 33 Metalektro;2021;100.0;1.6;100.0;2.3;0.7
506;24-30, 33 Metalektro;2022;104.8;4.8;105.0;5.0;0.2
507;24-30, 33 Metalektro;2023;112.1;7.0;112.6;7.2;0.2
508;24-30, 33 Metalektro;2024;117.1;4.5;117.8;4.6;0.1
509;24-30, 33 Metalektro;2006 januari - 2006 december;71.6;2.3;66.2;3.1;0.7
510;24-30, 33 Metalektro;2006 april - 2007 maart;72.2;;66.9;;
511;24-30, 33 Metalektro;2006 juli - 2007 juni;73.0;;67.7;;
512;24-30, 33 Metalektro;2006 oktober - 2007 september;73.1;;67.9;;
513;24-30, 33 Metalektro;2007 januari - 2007 december;73.6;2.9;68.4;3.3;0.4
514;24-30, 33 Metalektro;2007 april - 2008 maart;75.1;4.0;69.8;4.3;0.3
515;24-30, 33 Metalektro;2007 juli - 2008 juni;76.4;4.7;71.1;5.0;0.3
516;24-30, 33 Metalektro;2007 oktober - 2008 september;77.0;5.4;71.6;5.5;0.1
517;24-30, 33 Metalektro;2008 januari - 2008 december;77.6;5.4;72.1;5.4;0.0
518;24-30, 33 Metalektro;2008 april - 2009 maart;78.1;4.0;72.7;4.2;0.2
519;24-30, 33 Metalektro;2008 juli - 2009 juni;78.3;2.4;73.2;3.0;0.5
520;24-30, 33 Metalektro;2008 oktober - 2009 september;78.6;2.0;73.8;3.1;1.0
521;24-30, 33 Metalektro;2009 januari - 2009 december;78.8;1.6;74.3;3.0;1.4
522;24-30, 33 Metalektro;2009 april - 2010 maart;78.8;0.9;74.6;2.6;1.7
523;24-30, 33 Metalektro;2009 juli - 2010 juni;78.8;0.7;75.0;2.5;1.8
524;24-30, 33 Metalektro;2009 oktober - 2010 september;78.5;-0.2;74.9;1.5;1.7
525;24-30, 33 Metalektro;2010 januari - 2010 december;78.0;-1.0;74.7;0.6;1.6
526;24-30, 33 Metalektro;2010 april - 2011 maart;78.5;-0.4;75.2;0.8;1.2
527;24-30, 33 Metalektro;2010 juli - 2011 juni;78.8;0.0;75.7;0.9;0.9
528;24-30, 33 Metalektro;2010 oktober - 2011 september;79.2;0.9;76.1;1.6;0.6
529;24-30, 33 Metalektro;2011 januari - 2011 december;80.4;3.1;77.3;3.5;0.4
530;24-30, 33 Metalektro;2011 april - 2012 maart;80.5;2.6;77.5;3.1;0.4
531;24-30, 33 Metalektro;2011 juli - 2012 juni;80.9;2.7;78.1;3.2;0.5
532;24-30, 33 Metalektro;2011 oktober - 2012 september;82.1;3.6;79.4;4.4;0.7
533;24-30, 33 Metalektro;2012 januari - 2012 december;82.9;3.1;80.4;4.0;0.9
534;24-30, 33 Metalektro;2012 april - 2013 maart;83.7;4.0;81.4;5.0;1.0
535;24-30, 33 Metalektro;2012 juli - 2013 juni;83.8;3.5;81.7;4.6;1.0
536;24-30, 33 Metalektro;2012 oktober - 2013 september;83.4;1.6;81.5;2.6;1.0
537;24-30, 33 Metalektro;2013 januari - 2013 december;83.0;0.1;81.3;1.0;0.9
538;24-30, 33 Metalektro;2013 april - 2014 maart;83.5;-0.2;81.9;0.6;0.8
539;24-30, 33 Metalektro;2013 juli - 2014 juni;84.6;1.0;83.1;1.6;0.7
540;24-30, 33 Metalektro;2013 oktober - 2014 september;85.4;2.4;83.9;2.9;0.5
541;24-30, 33 Metalektro;2014 januari - 2014 december;87.0;4.8;85.5;5.2;0.4
542;24-30, 33 Metalektro;2014 april - 2015 maart;87.2;4.3;85.7;4.7;0.3
543;24-30, 33 Metalektro;2014 juli - 2015 juni;87.5;3.5;86.2;3.8;0.3
544;24-30, 33 Metalektro;2014 oktober - 2015 september;87.5;2.5;86.2;2.8;0.3
545;24-30, 33 Metalektro;2015 januari - 2015 december;86.6;-0.4;85.4;-0.1;0.3
546;24-30, 33 Metalektro;2015 april - 2016 maart;87.1;-0.1;85.9;0.2;0.3
547;24-30, 33 Metalektro;2015 juli - 2016 juni;86.7;-1.0;85.6;-0.7;0.3
548;24-30, 33 Metalektro;2015 oktober - 2016 september;87.3;-0.3;86.3;0.1;0.3
549;24-30, 33 Metalektro;2016 januari - 2016 december ;87.8;1.4;86.9;1.8;0.4
550;24-30, 33 Metalektro;2016 april - 2017 maart;87.7;0.7;86.8;1.1;0.4
551;24-30, 33 Metalektro;2016 juli - 2017 juni;88.8;2.4;87.9;2.7;0.3
552;24-30, 33 Metalektro;2016 oktober - 2017 september;89.3;2.3;88.5;2.5;0.2
553;24-30, 33 Metalektro;2017 januari - 2017 december;90.7;3.2;89.8;3.3;0.1
554;24-30, 33 Metalektro;2017 april - 2018 maart;91.5;4.4;90.7;4.4;0.1
555;24-30, 33 Metalektro;2017 juli - 2018 juni;92.3;4.0;91.5;4.1;0.1
556;24-30, 33 Metalektro;2017 oktober - 2018 september;92.8;3.9;92.0;4.0;0.1
557;24-30, 33 Metalektro;2018 januari - 2018 december;92.2;1.7;91.3;1.7;0.0
558;24-30, 33 Metalektro;2018 april - 2019 maart;92.6;1.1;91.7;1.1;0.0
559;24-30, 33 Metalektro;2018 juli - 2019 juni;93.0;0.8;92.1;0.7;-0.1
560;24-30, 33 Metalektro;2018 oktober - 2019 september;93.2;0.5;92.4;0.5;0.0
561;24-30, 33 Metalektro;2019 januari - 2019 december;94.3;2.3;93.5;2.5;0.1
562;24-30, 33 Metalektro;2019 april - 2020 maart;96.6;4.3;95.9;4.6;0.2
563;24-30, 33 Metalektro;2019 juli - 2020 juni;96.4;3.6;95.8;3.9;0.3
564;24-30, 33 Metalektro;2019 oktober - 2020 september;98.1;5.2;97.5;5.5;0.3
565;24-30, 33 Metalektro;2020 januari - 2020 december;98.4;4.3;97.7;4.5;0.2
566;24-30, 33 Metalektro;2020 april - 2021 maart;97.5;0.9;97.0;1.2;0.2
567;24-30, 33 Metalektro;2020 juli - 2021 juni;98.2;1.9;98.0;2.3;0.4
568;24-30, 33 Metalektro;2020 oktober - 2021 september;99.2;1.1;99.1;1.6;0.5
569;24-30, 33 Metalektro;2021 januari - 2021 december;100.0;1.6;100.0;2.3;0.7
570;24-30, 33 Metalektro;2021 april - 2022 maart;101.0;3.6;101.0;4.2;0.6
571;24-30, 33 Metalektro;2021 juli - 2022 juni;103.2;5.0;103.3;5.4;0.3
572;24-30, 33 Metalektro;2021 oktober - 2022 september;103.4;4.3;103.6;4.6;0.3
573;24-30, 33 Metalektro;2022 januari - 2022 december;104.8;4.8;105.0;5.0;0.2
574;24-30, 33 Metalektro;2022 april - 2023 maart;106.7;5.6;107.0;5.9;0.3
575;24-30, 33 Metalektro;2022 juli - 2023 juni;108.8;5.5;109.2;5.8;0.3
576;24-30, 33 Metalektro;2022 oktober - 2023 september;110.3;6.7;110.8;7.0;0.3
577;24-30, 33 Metalektro;2023 januari - 2023 december;112.1;7.0;112.6;7.2;0.2
578;24-30, 33 Metalektro;2023 april - 2024 maart;114.0;6.8;114.5;7.0;0.2
579;24-30, 33 Metalektro;2023 juli - 2024 juni;114.8;5.6;115.4;5.6;0.1
580;24-30, 33 Metalektro;2023 oktober - 2024 september;115.9;5.1;116.5;5.2;0.1
581;24-30, 33 Metalektro;2024 januari - 2024 december;117.1;4.5;117.8;4.6;0.1
582;F Bouwnijverheid;2001;72.2;;64.2;;
583;F Bouwnijverheid;2002;75.2;4.2;67.4;5.1;0.8
584;F Bouwnijverheid;2003;77.7;3.3;70.3;4.2;0.9
585;F Bouwnijverheid;2004;79.3;2.0;72.3;2.9;0.8
586;F Bouwnijverheid;2005;80.1;1.1;73.8;2.1;1.0
587;F Bouwnijverheid;2006;81.8;2.1;75.9;2.9;0.8
588;F Bouwnijverheid;2007;83.2;1.7;77.5;2.1;0.4
589;F Bouwnijverheid;2008;86.5;3.9;80.8;4.2;0.3
590;F Bouwnijverheid;2009;87.1;0.7;82.1;1.6;0.9
591;F Bouwnijverheid;2010;87.8;0.8;84.1;2.4;1.6
592;F Bouwnijverheid;2011;87.4;-0.4;84.4;0.3;0.7
593;F Bouwnijverheid;2012;90.1;3.1;87.8;4.1;1.0
594;F Bouwnijverheid;2013;89.0;-1.2;87.8;0.0;1.3
595;F Bouwnijverheid;2014;88.4;-0.7;88.1;0.3;0.9
596;F Bouwnijverheid;2015;88.1;-0.3;88.2;0.1;0.4
597;F Bouwnijverheid;2016;90.3;2.5;90.6;2.8;0.3
598;F Bouwnijverheid;2017;90.6;0.3;90.9;0.3;0.0
599;F Bouwnijverheid;2018;93.2;2.9;93.4;2.7;-0.2
600;F Bouwnijverheid;2019;94.8;1.7;95.0;1.8;0.0
601;F Bouwnijverheid;2020;101.7;7.3;101.9;7.3;0.0
602;F Bouwnijverheid;2021;100.0;-1.7;100.0;-1.9;-0.2
603;F Bouwnijverheid;2022;104.1;4.1;104.1;4.1;0.0
604;F Bouwnijverheid;2023;109.4;5.1;109.4;5.0;0.0
605;F Bouwnijverheid;2024;115.5;5.6;115.5;5.6;0.0
606;F Bouwnijverheid;2006 januari - 2006 december;81.8;2.1;75.9;2.9;0.8
