ID;Marges;Geslacht;Leeftijd;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6
246;Bovengrens 95%-interval;Mannen;Totaal;2017;80.2;83.4;66.5;66.9;82.4;85.3
247;Bovengrens 95%-interval;Mannen;Totaal;2019;80.7;82.9;66.8;67.8;85.5;88.0
248;Bovengrens 95%-interval;Mannen;Totaal;2021;80.7;83.6;66.5;67.8;80.0;81.7
249;Bovengrens 95%-interval;Mannen;Totaal;2023;81.1;83.3;66.2;67.5;85.3;86.9
250;Bovengrens 95%-interval;Mannen;15 tot 25 jaar;2015;;;;;;
251;Bovengrens 95%-interval;Mannen;15 tot 25 jaar;2017;;;;;;
252;Bovengrens 95%-interval;Mannen;15 tot 25 jaar;2019;;;;;;
253;Bovengrens 95%-interval;Mannen;15 tot 25 jaar;2021;84.0;87.8;;;86.9;88.8
254;Bovengrens 95%-interval;Mannen;15 tot 25 jaar;2023;81.0;83.7;;;92.9;90.2
255;Bovengrens 95%-interval;Mannen;25 tot 35 jaar;2015;80.8;90.7;64.0;64.6;91.9;92.1
256;Bovengrens 95%-interval;Mannen;25 tot 35 jaar;2017;82.7;84.9;64.7;65.0;88.2;89.4
257;Bovengrens 95%-interval;Mannen;25 tot 35 jaar;2019;82.8;85.4;65.1;65.8;90.9;90.3
258;Bovengrens 95%-interval;Mannen;25 tot 35 jaar;2021;78.9;82.0;62.9;64.3;88.4;86.0
259;Bovengrens 95%-interval;Mannen;25 tot 35 jaar;2023;81.7;83.6;62.4;64.2;90.7;87.1
260;Bovengrens 95%-interval;Mannen;35 tot 45 jaar;2015;82.4;85.2;65.2;65.9;87.7;88.5
261;Bovengrens 95%-interval;Mannen;35 tot 45 jaar;2017;80.9;83.8;65.0;65.3;87.0;87.7
262;Bovengrens 95%-interval;Mannen;35 tot 45 jaar;2019;81.3;84.6;65.3;66.9;89.5;90.3
263;Bovengrens 95%-interval;Mannen;35 tot 45 jaar;2021;80.6;84.3;65.0;66.4;86.7;86.8
264;Bovengrens 95%-interval;Mannen;35 tot 45 jaar;2023;81.8;83.5;64.1;65.5;89.1;89.4
265;Bovengrens 95%-interval;Mannen;45 tot 55 jaar;2015;78.2;80.6;66.7;67.5;83.5;85.1
266;Bovengrens 95%-interval;Mannen;45 tot 55 jaar;2017;81.5;86.3;66.2;66.7;84.3;87.2
267;Bovengrens 95%-interval;Mannen;45 tot 55 jaar;2019;80.7;82.1;66.2;67.5;85.8;87.7
268;Bovengrens 95%-interval;Mannen;45 tot 55 jaar;2021;81.4;84.1;66.6;67.6;80.9;83.1
269;Bovengrens 95%-interval;Mannen;45 tot 55 jaar;2023;83.3;84.6;66.4;67.8;87.1;89.4
270;Bovengrens 95%-interval;Mannen;55 tot 65 jaar;2015;80.8;83.8;67.8;69.3;82.1;86.8
271;Bovengrens 95%-interval;Mannen;55 tot 65 jaar;2017;80.3;82.8;67.7;68.7;78.4;84.4
272;Bovengrens 95%-interval;Mannen;55 tot 65 jaar;2019;82.5;84.3;67.6;68.9;83.2;88.7
273;Bovengrens 95%-interval;Mannen;55 tot 65 jaar;2021;84.3;85.7;67.8;69.7;78.3;81.3
274;Bovengrens 95%-interval;Mannen;55 tot 65 jaar;2023;82.4;85.0;68.0;69.6;83.5;89.2
275;Bovengrens 95%-interval;Mannen;65 jaar of ouder;2015;87.8;89.3;75.1;76.5;81.2;85.1
276;Bovengrens 95%-interval;Mannen;65 jaar of ouder;2017;87.0;88.6;74.6;76.0;80.3;83.8
277;Bovengrens 95%-interval;Mannen;65 jaar of ouder;2019;87.3;87.8;75.1;75.5;86.1;90.7
278;Bovengrens 95%-interval;Mannen;65 jaar of ouder;2021;86.7;90.0;75.1;75.9;70.4;75.7
279;Bovengrens 95%-interval;Mannen;65 jaar of ouder;2023;86.4;89.3;75.0;76.4;81.6;84.4
280;Bovengrens 95%-interval;Vrouwen;Totaal;2015;81.5;82.7;66.7;67.7;86.4;88.0
281;Bovengrens 95%-interval;Vrouwen;Totaal;2017;79.3;81.2;66.1;66.7;85.4;87.2
282;Bovengrens 95%-interval;Vrouwen;Totaal;2019;80.3;81.9;66.2;67.2;87.6;88.7
283;Bovengrens 95%-interval;Vrouwen;Totaal;2021;77.1;80.2;66.1;67.4;82.5;83.6
284;Bovengrens 95%-interval;Vrouwen;Totaal;2023;82.2;84.2;65.8;66.7;85.3;87.6
285;Bovengrens 95%-interval;Vrouwen;15 tot 25 jaar;2015;;;;;;
286;Bovengrens 95%-interval;Vrouwen;15 tot 25 jaar;2017;;;;;;
287;Bovengrens 95%-interval;Vrouwen;15 tot 25 jaar;2019;;;;;;
288;Bovengrens 95%-interval;Vrouwen;15 tot 25 jaar;2021;;;;;;
289;Bovengrens 95%-interval;Vrouwen;15 tot 25 jaar;2023;;;;;;
290;Bovengrens 95%-interval;Vrouwen;25 tot 35 jaar;2015;88.6;92.8;;65.6;93.5;92.1
291;Bovengrens 95%-interval;Vrouwen;25 tot 35 jaar;2017;77.4;81.6;64.6;63.3;90.5;89.8
292;Bovengrens 95%-interval;Vrouwen;25 tot 35 jaar;2019;81.1;83.1;65.8;65.7;94.1;87.7
293;Bovengrens 95%-interval;Vrouwen;25 tot 35 jaar;2021;74.7;80.8;65.3;66.4;88.4;86.2
294;Bovengrens 95%-interval;Vrouwen;25 tot 35 jaar;2023;79.8;83.8;62.0;62.5;88.8;87.6
295;Bovengrens 95%-interval;Vrouwen;35 tot 45 jaar;2015;86.5;86.9;65.8;68.2;89.0;90.3
296;Bovengrens 95%-interval;Vrouwen;35 tot 45 jaar;2017;79.2;80.7;65.8;67.0;90.5;90.5
297;Bovengrens 95%-interval;Vrouwen;35 tot 45 jaar;2019;81.4;84.3;64.6;66.0;91.2;92.4
298;Bovengrens 95%-interval;Vrouwen;35 tot 45 jaar;2021;79.7;82.2;65.0;66.5;86.7;87.1
299;Bovengrens 95%-interval;Vrouwen;35 tot 45 jaar;2023;81.9;86.4;64.4;66.2;89.1;90.0
300;Bovengrens 95%-interval;Vrouwen;45 tot 55 jaar;2015;77.4;78.3;67.6;68.4;87.9;89.8
301;Bovengrens 95%-interval;Vrouwen;45 tot 55 jaar;2017;82.3;84.0;66.1;67.0;87.5;90.0
302;Bovengrens 95%-interval;Vrouwen;45 tot 55 jaar;2019;81.1;81.8;65.5;66.9;88.9;91.6
303;Bovengrens 95%-interval;Vrouwen;45 tot 55 jaar;2021;78.3;80.3;65.7;67.2;83.1;84.4
304;Bovengrens 95%-interval;Vrouwen;45 tot 55 jaar;2023;85.2;85.7;66.5;67.2;86.3;88.5
305;Bovengrens 95%-interval;Vrouwen;55 tot 65 jaar;2015;84.3;84.6;67.5;68.6;86.0;88.2
306;Bovengrens 95%-interval;Vrouwen;55 tot 65 jaar;2017;83.1;84.8;67.1;68.0;83.1;85.9
307;Bovengrens 95%-interval;Vrouwen;55 tot 65 jaar;2019;83.4;84.8;67.9;69.4;85.2;88.2
308;Bovengrens 95%-interval;Vrouwen;55 tot 65 jaar;2021;81.2;83.8;67.9;69.5;81.6;84.9
309;Bovengrens 95%-interval;Vrouwen;55 tot 65 jaar;2023;86.6;86.6;67.5;69.6;85.4;89.2
310;Bovengrens 95%-interval;Vrouwen;65 jaar of ouder;2015;;;;;;
311;Bovengrens 95%-interval;Vrouwen;65 jaar of ouder;2017;86.2;87.4;;;82.5;87.7
312;Bovengrens 95%-interval;Vrouwen;65 jaar of ouder;2019;89.6;88.9;;;86.5;89.0
313;Bovengrens 95%-interval;Vrouwen;65 jaar of ouder;2021;81.2;84.4;73.6;73.8;79.3;81.6
314;Bovengrens 95%-interval;Vrouwen;65 jaar of ouder;2023;87.6;87.8;75.3;75.2;82.9;89.7
