ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;Paar_4;Eenouderhuishouden_5;OverigHuishouden_6
2311;23 jaar;Verweduwd;2020;6;3;3;0;3;0
2312;23 jaar;Verweduwd;2021;6;3;3;0;3;0
2313;23 jaar;Verweduwd;2022;6;3;3;0;3;0
2314;23 jaar;Verweduwd;2023;6;3;3;0;3;0
2315;23 jaar;Verweduwd;2024;6;3;3;0;3;0
2316;23 jaar;Verweduwd;2025;6;3;3;0;3;0
2317;23 jaar;Verweduwd;2026;6;3;3;0;3;0
2318;23 jaar;Verweduwd;2027;6;3;3;0;3;0
2319;23 jaar;Verweduwd;2028;6;3;3;0;3;0
2320;23 jaar;Verweduwd;2029;6;3;3;0;3;0
2321;23 jaar;Verweduwd;2030;6;3;3;0;3;0
2322;23 jaar;Verweduwd;2031;6;3;3;0;3;0
2323;23 jaar;Verweduwd;2032;6;3;3;0;3;0
2324;23 jaar;Verweduwd;2033;6;3;3;0;3;0
2325;23 jaar;Verweduwd;2034;6;3;3;0;3;0
2326;23 jaar;Verweduwd;2035;6;3;3;0;3;0
2327;23 jaar;Verweduwd;2036;6;3;3;0;3;0
2328;23 jaar;Verweduwd;2037;6;3;3;0;3;0
2329;23 jaar;Verweduwd;2038;6;3;3;0;3;0
2330;23 jaar;Verweduwd;2039;6;3;3;0;3;0
2331;23 jaar;Verweduwd;2040;6;3;3;0;3;0
2332;23 jaar;Verweduwd;2041;6;3;3;0;3;0
2333;23 jaar;Verweduwd;2042;6;3;3;0;3;0
2334;23 jaar;Verweduwd;2043;6;3;3;0;3;0
2335;23 jaar;Verweduwd;2044;6;3;3;0;3;0
2336;23 jaar;Verweduwd;2045;6;3;3;0;3;0
2337;23 jaar;Verweduwd;2046;6;3;3;0;3;0
2338;23 jaar;Verweduwd;2047;6;3;3;0;3;0
2339;23 jaar;Verweduwd;2048;6;3;3;0;3;0
2340;23 jaar;Verweduwd;2049;6;3;3;0;3;0
2341;23 jaar;Verweduwd;2050;6;3;3;0;3;0
2342;23 jaar;Verweduwd;2051;6;3;3;0;3;0
2343;23 jaar;Verweduwd;2052;6;3;3;0;3;0
2344;23 jaar;Verweduwd;2053;6;3;3;0;3;0
2345;23 jaar;Verweduwd;2054;6;3;3;0;3;0
2346;23 jaar;Verweduwd;2055;6;3;3;0;3;0
2347;23 jaar;Verweduwd;2056;6;3;3;0;3;0
2348;23 jaar;Verweduwd;2057;6;3;3;0;3;0
2349;23 jaar;Verweduwd;2058;6;3;3;0;3;0
2350;23 jaar;Verweduwd;2059;6;3;3;0;3;0
2351;23 jaar;Verweduwd;2060;6;3;3;0;3;0
2352;23 jaar;Gescheiden;2013;253;129;124;14;99;11
2353;23 jaar;Gescheiden;2014;270;138;132;22;98;12
2354;23 jaar;Gescheiden;2015;293;149;144;26;106;12
2355;23 jaar;Gescheiden;2016;314;157;157;30;114;13
2356;23 jaar;Gescheiden;2017;327;162;165;33;118;14
2357;23 jaar;Gescheiden;2018;346;169;177;36;127;14
2358;23 jaar;Gescheiden;2019;349;168;181;36;131;14
2359;23 jaar;Gescheiden;2020;350;167;183;36;132;15
2360;23 jaar;Gescheiden;2021;353;169;184;36;133;15
2361;23 jaar;Gescheiden;2022;359;173;186;36;135;15
2362;23 jaar;Gescheiden;2023;359;174;185;36;135;14
2363;23 jaar;Gescheiden;2024;365;177;188;36;138;14
2364;23 jaar;Gescheiden;2025;360;174;186;36;136;14
2365;23 jaar;Gescheiden;2026;358;173;185;36;135;14
2366;23 jaar;Gescheiden;2027;355;172;183;35;134;14
2367;23 jaar;Gescheiden;2028;348;168;180;35;131;14
2368;23 jaar;Gescheiden;2029;339;164;175;34;128;13
2369;23 jaar;Gescheiden;2030;334;162;172;33;126;13
2370;23 jaar;Gescheiden;2031;331;161;170;33;124;13
2371;23 jaar;Gescheiden;2032;335;163;172;33;126;13
2372;23 jaar;Gescheiden;2033;336;163;173;33;127;13
2373;23 jaar;Gescheiden;2034;333;162;171;33;125;13
2374;23 jaar;Gescheiden;2035;329;160;169;33;123;13
2375;23 jaar;Gescheiden;2036;324;157;167;33;121;13
2376;23 jaar;Gescheiden;2037;326;158;168;33;122;13
2377;23 jaar;Gescheiden;2038;326;158;168;33;122;13
2378;23 jaar;Gescheiden;2039;328;159;169;33;123;13
2379;23 jaar;Gescheiden;2040;330;160;170;33;124;13
2380;23 jaar;Gescheiden;2041;332;161;171;33;125;13
2381;23 jaar;Gescheiden;2042;334;162;172;33;126;13
2382;23 jaar;Gescheiden;2043;337;164;173;33;127;13
2383;23 jaar;Gescheiden;2044;338;164;174;34;127;13
2384;23 jaar;Gescheiden;2045;341;165;176;35;128;13
2385;23 jaar;Gescheiden;2046;341;165;176;35;128;13
2386;23 jaar;Gescheiden;2047;345;167;178;35;129;14
2387;23 jaar;Gescheiden;2048;345;167;178;35;129;14
2388;23 jaar;Gescheiden;2049;346;167;179;35;130;14
2389;23 jaar;Gescheiden;2050;347;168;179;35;130;14
2390;23 jaar;Gescheiden;2051;347;168;179;35;130;14
2391;23 jaar;Gescheiden;2052;347;168;179;35;130;14
2392;23 jaar;Gescheiden;2053;347;168;179;35;130;14
2393;23 jaar;Gescheiden;2054;347;168;179;35;130;14
2394;23 jaar;Gescheiden;2055;347;168;179;35;130;14
2395;23 jaar;Gescheiden;2056;347;168;179;35;130;14
2396;23 jaar;Gescheiden;2057;347;168;179;35;130;14
2397;23 jaar;Gescheiden;2058;345;167;178;35;129;14
2398;23 jaar;Gescheiden;2059;345;167;178;35;129;14
2399;23 jaar;Gescheiden;2060;341;165;176;35;128;13
2400;24 jaar;Totaal burgerlijke staat;2013;87993;59937;28056;22803;3216;2037
2401;24 jaar;Totaal burgerlijke staat;2014;88428;60199;28229;23037;3254;1938
2402;24 jaar;Totaal burgerlijke staat;2015;91542;61721;29821;24649;3229;1943
2403;24 jaar;Totaal burgerlijke staat;2016;91795;61057;30738;25587;3223;1928
2404;24 jaar;Totaal burgerlijke staat;2017;91398;60173;31225;26177;3134;1914
2405;24 jaar;Totaal burgerlijke staat;2018;90955;59622;31333;26335;3096;1902
2406;24 jaar;Totaal burgerlijke staat;2019;91551;59932;31619;26594;3103;1922
2407;24 jaar;Totaal burgerlijke staat;2020;89852;58876;30976;26031;3049;1896
2408;24 jaar;Totaal burgerlijke staat;2021;90003;58941;31062;26132;3027;1903
2409;24 jaar;Totaal burgerlijke staat;2022;90577;59503;31074;26093;3065;1916
2410;24 jaar;Totaal burgerlijke staat;2023;93164;61200;31964;26871;3131;1962
2411;24 jaar;Totaal burgerlijke staat;2024;93829;61674;32155;27033;3148;1974
2412;24 jaar;Totaal burgerlijke staat;2025;95613;62973;32640;27407;3225;2008
2413;24 jaar;Totaal burgerlijke staat;2026;94334;62199;32135;26978;3178;1979
2414;24 jaar;Totaal burgerlijke staat;2027;93591;61782;31809;26696;3151;1962
2415;24 jaar;Totaal burgerlijke staat;2028;93165;61585;31580;26487;3137;1956
2416;24 jaar;Totaal burgerlijke staat;2029;90402;59886;30516;25551;3056;1909
2417;24 jaar;Totaal burgerlijke staat;2030;88099;58401;29698;24857;2973;1868
2418;24 jaar;Totaal burgerlijke staat;2031;87269;57876;29393;24600;2939;1854
2419;24 jaar;Totaal burgerlijke staat;2032;85800;57009;28791;24061;2908;1822
2420;24 jaar;Totaal burgerlijke staat;2033;87213;57899;29314;24530;2939;1845
2421;24 jaar;Totaal burgerlijke staat;2034;87081;57867;29214;24426;2945;1843
2422;24 jaar;Totaal burgerlijke staat;2035;86683;57654;29029;24248;2942;1839
2423;24 jaar;Totaal burgerlijke staat;2036;85151;56598;28553;23865;2877;1811
2424;24 jaar;Totaal burgerlijke staat;2037;83949;55811;28138;23509;2840;1789
2425;24 jaar;Totaal burgerlijke staat;2038;84134;55915;28219;23581;2845;1793
2426;24 jaar;Totaal burgerlijke staat;2039;84505;56130;28375;23717;2857;1801
2427;24 jaar;Totaal burgerlijke staat;2040;85203;56550;28653;23960;2879;1814
2428;24 jaar;Totaal burgerlijke staat;2041;85810;56908;28902;24178;2899;1825
2429;24 jaar;Totaal burgerlijke staat;2042;86581;57372;29209;24447;2923;1839
2430;24 jaar;Totaal burgerlijke staat;2043;87127;57688;29439;24649;2941;1849
2431;24 jaar;Totaal burgerlijke staat;2044;87686;58012;29674;24855;2960;1859
2432;24 jaar;Totaal burgerlijke staat;2045;88186;58304;29882;25040;2974;1868
2433;24 jaar;Totaal burgerlijke staat;2046;88689;58596;30093;25225;2991;1877
2434;24 jaar;Totaal burgerlijke staat;2047;89041;58793;30248;25363;3002;1883
2435;24 jaar;Totaal burgerlijke staat;2048;89381;58981;30400;25499;3013;1888
2436;24 jaar;Totaal burgerlijke staat;2049;89747;59187;30560;25640;3025;1895
2437;24 jaar;Totaal burgerlijke staat;2050;89980;59312;30668;25739;3031;1898
2438;24 jaar;Totaal burgerlijke staat;2051;90154;59396;30758;25820;3037;1901
2439;24 jaar;Totaal burgerlijke staat;2052;90318;59479;30839;25894;3043;1902
2440;24 jaar;Totaal burgerlijke staat;2053;90454;59544;30910;25960;3046;1904
2441;24 jaar;Totaal burgerlijke staat;2054;90541;59581;30960;26005;3050;1905
2442;24 jaar;Totaal burgerlijke staat;2055;90550;59570;30980;26026;3050;1904
2443;24 jaar;Totaal burgerlijke staat;2056;90486;59516;30970;26022;3047;1901
2444;24 jaar;Totaal burgerlijke staat;2057;90329;59403;30926;25986;3043;1897
2445;24 jaar;Totaal burgerlijke staat;2058;90095;59244;30851;25924;3036;1891
2446;24 jaar;Totaal burgerlijke staat;2059;89785;59041;30744;25835;3025;1884
2447;24 jaar;Totaal burgerlijke staat;2060;89423;58806;30617;25728;3013;1876
2448;24 jaar;Ongehuwd;2013;82120;59271;22849;18015;2846;1988
2449;24 jaar;Ongehuwd;2014;82558;59505;23053;18263;2900;1890
2450;24 jaar;Ongehuwd;2015;85469;61002;24467;19695;2880;1892
2451;24 jaar;Ongehuwd;2016;85551;60331;25220;20470;2872;1878
2452;24 jaar;Ongehuwd;2017;84977;59439;25538;20906;2769;1863
2453;24 jaar;Ongehuwd;2018;84443;58881;25562;20992;2720;1850
2454;24 jaar;Ongehuwd;2019;84949;59180;25769;21189;2711;1869
2455;24 jaar;Ongehuwd;2020;83364;58136;25228;20727;2657;1844
2456;24 jaar;Ongehuwd;2021;83524;58201;25323;20837;2635;1851
2457;24 jaar;Ongehuwd;2022;84119;58756;25363;20829;2671;1863
2458;24 jaar;Ongehuwd;2023;86581;60436;26145;21506;2730;1909
2459;24 jaar;Ongehuwd;2024;87235;60905;26330;21664;2745;1921
2460;24 jaar;Ongehuwd;2025;88953;62190;26763;21995;2815;1953
2461;24 jaar;Ongehuwd;2026;87756;61427;26329;21630;2774;1925
2462;24 jaar;Ongehuwd;2027;87059;61014;26045;21386;2750;1909
2463;24 jaar;Ongehuwd;2028;86662;60819;25843;21201;2739;1903
2464;24 jaar;Ongehuwd;2029;84071;59139;24932;20407;2668;1857
2465;24 jaar;Ongehuwd;2030;81898;57672;24226;19816;2593;1817
2466;24 jaar;Ongehuwd;2031;81114;57153;23961;19594;2564;1803
2467;24 jaar;Ongehuwd;2032;79747;56297;23450;19141;2536;1773
2468;24 jaar;Ongehuwd;2033;81066;57176;23890;19532;2564;1794
2469;24 jaar;Ongehuwd;2034;80950;57144;23806;19445;2569;1792
2470;24 jaar;Ongehuwd;2035;80586;56934;23652;19297;2567;1788
2471;24 jaar;Ongehuwd;2036;79135;55889;23246;18976;2508;1762
2472;24 jaar;Ongehuwd;2037;78004;55112;22892;18677;2475;1740
2473;24 jaar;Ongehuwd;2038;78179;55214;22965;18741;2480;1744
2474;24 jaar;Ongehuwd;2039;78527;55426;23101;18859;2490;1752
2475;24 jaar;Ongehuwd;2040;79184;55842;23342;19067;2510;1765
2476;24 jaar;Ongehuwd;2041;79752;56195;23557;19254;2527;1776
2477;24 jaar;Ongehuwd;2042;80472;56652;23820;19482;2549;1789
2478;24 jaar;Ongehuwd;2043;80984;56965;24019;19656;2565;1798
2479;24 jaar;Ongehuwd;2044;81504;57285;24219;19830;2581;1808
2480;24 jaar;Ongehuwd;2045;81971;57573;24398;19987;2594;1817
2481;24 jaar;Ongehuwd;2046;82439;57861;24578;20143;2609;1826
2482;24 jaar;Ongehuwd;2047;82765;58055;24710;20260;2618;1832
2483;24 jaar;Ongehuwd;2048;83080;58240;24840;20374;2629;1837
2484;24 jaar;Ongehuwd;2049;83421;58444;24977;20495;2639;1843
2485;24 jaar;Ongehuwd;2050;83637;58567;25070;20579;2645;1846
2486;24 jaar;Ongehuwd;2051;83798;58650;25148;20649;2650;1849
2487;24 jaar;Ongehuwd;2052;83949;58731;25218;20713;2655;1850
2488;24 jaar;Ongehuwd;2053;84076;58796;25280;20770;2658;1852
2489;24 jaar;Ongehuwd;2054;84155;58832;25323;20810;2661;1852
2490;24 jaar;Ongehuwd;2055;84163;58821;25342;20830;2661;1851
2491;24 jaar;Ongehuwd;2056;84104;58767;25337;20830;2659;1848
2492;24 jaar;Ongehuwd;2057;83957;58656;25301;20801;2655;1845
2493;24 jaar;Ongehuwd;2058;83740;58499;25241;20752;2649;1840
2494;24 jaar;Ongehuwd;2059;83450;58298;25152;20680;2639;1833
2495;24 jaar;Ongehuwd;2060;83110;58065;25045;20591;2629;1825
2496;24 jaar;Wettig gehuwd plus partnerschap;2013;5412;433;4979;4760;191;28
2497;24 jaar;Wettig gehuwd plus partnerschap;2014;5401;454;4947;4746;174;27
2498;24 jaar;Wettig gehuwd plus partnerschap;2015;5585;469;5116;4917;171;28
2499;24 jaar;Wettig gehuwd plus partnerschap;2016;5736;467;5269;5075;167;27
2500;24 jaar;Wettig gehuwd plus partnerschap;2017;5887;465;5422;5225;170;27
2501;24 jaar;Wettig gehuwd plus partnerschap;2018;5962;466;5496;5293;176;27
2502;24 jaar;Wettig gehuwd plus partnerschap;2019;6030;469;5561;5353;180;28
2503;24 jaar;Wettig gehuwd plus partnerschap;2020;5920;461;5459;5253;179;27
2504;24 jaar;Wettig gehuwd plus partnerschap;2021;5911;461;5450;5245;178;27
2505;24 jaar;Wettig gehuwd plus partnerschap;2022;5885;465;5420;5214;178;28
2506;24 jaar;Wettig gehuwd plus partnerschap;2023;5999;476;5523;5313;182;28
2507;24 jaar;Wettig gehuwd plus partnerschap;2024;6007;479;5528;5317;183;28
2508;24 jaar;Wettig gehuwd plus partnerschap;2025;6063;488;5575;5360;186;29
2509;24 jaar;Wettig gehuwd plus partnerschap;2026;5990;481;5509;5296;184;29
2510;24 jaar;Wettig gehuwd plus partnerschap;2027;5949;479;5470;5259;183;28
2511;24 jaar;Wettig gehuwd plus partnerschap;2028;5922;478;5444;5235;181;28
2512;24 jaar;Wettig gehuwd plus partnerschap;2029;5766;466;5300;5095;177;28
2513;24 jaar;Wettig gehuwd plus partnerschap;2030;5648;455;5193;4992;174;27
2514;24 jaar;Wettig gehuwd plus partnerschap;2031;5607;452;5155;4957;171;27
2515;24 jaar;Wettig gehuwd plus partnerschap;2032;5514;445;5069;4873;170;26
2516;24 jaar;Wettig gehuwd plus partnerschap;2033;5599;452;5147;4949;171;27
2517;24 jaar;Wettig gehuwd plus partnerschap;2034;5582;451;5131;4932;172;27
2518;24 jaar;Wettig gehuwd plus partnerschap;2035;5552;450;5102;4904;171;27
2519;24 jaar;Wettig gehuwd plus partnerschap;2036;5480;443;5037;4842;169;26
2520;24 jaar;Wettig gehuwd plus partnerschap;2037;5415;437;4978;4785;167;26
2521;24 jaar;Wettig gehuwd plus partnerschap;2038;5425;439;4986;4793;167;26
2522;24 jaar;Wettig gehuwd plus partnerschap;2039;5445;440;5005;4811;168;26
2523;24 jaar;Wettig gehuwd plus partnerschap;2040;5484;443;5041;4846;169;26
2524;24 jaar;Wettig gehuwd plus partnerschap;2041;5519;446;5073;4877;170;26
2525;24 jaar;Wettig gehuwd plus partnerschap;2042;5565;450;5115;4917;171;27
2526;24 jaar;Wettig gehuwd plus partnerschap;2043;5596;452;5144;4945;172;27
2527;24 jaar;Wettig gehuwd plus partnerschap;2044;5631;454;5177;4976;174;27
2528;24 jaar;Wettig gehuwd plus partnerschap;2045;5662;457;5205;5004;174;27
2529;24 jaar;Wettig gehuwd plus partnerschap;2046;5695;460;5235;5033;175;27
2530;24 jaar;Wettig gehuwd plus partnerschap;2047;5719;462;5257;5054;176;27
2531;24 jaar;Wettig gehuwd plus partnerschap;2048;5741;463;5278;5075;176;27
2532;24 jaar;Wettig gehuwd plus partnerschap;2049;5765;465;5300;5095;177;28
2533;24 jaar;Wettig gehuwd plus partnerschap;2050;5781;466;5315;5110;177;28
2534;24 jaar;Wettig gehuwd plus partnerschap;2051;5793;467;5326;5121;177;28
2535;24 jaar;Wettig gehuwd plus partnerschap;2052;5804;467;5337;5131;178;28
2536;24 jaar;Wettig gehuwd plus partnerschap;2053;5813;467;5346;5140;178;28
2537;24 jaar;Wettig gehuwd plus partnerschap;2054;5819;468;5351;5145;178;28
2538;24 jaar;Wettig gehuwd plus partnerschap;2055;5820;468;5352;5146;178;28
2539;24 jaar;Wettig gehuwd plus partnerschap;2056;5816;468;5348;5142;178;28
2540;24 jaar;Wettig gehuwd plus partnerschap;2057;5807;466;5341;5135;178;28
2541;24 jaar;Wettig gehuwd plus partnerschap;2058;5792;466;5326;5122;177;27
2542;24 jaar;Wettig gehuwd plus partnerschap;2059;5773;464;5309;5105;177;27
2543;24 jaar;Wettig gehuwd plus partnerschap;2060;5753;463;5290;5087;176;27
2544;24 jaar;Verweduwd;2013;15;8;7;0;7;0
2545;24 jaar;Verweduwd;2014;12;6;6;0;6;0
2546;24 jaar;Verweduwd;2015;11;5;6;0;6;0
2547;24 jaar;Verweduwd;2016;10;5;5;0;5;0
2548;24 jaar;Verweduwd;2017;12;6;6;0;6;0
2549;24 jaar;Verweduwd;2018;11;5;6;0;6;0
2550;24 jaar;Verweduwd;2019;11;5;6;0;6;0
2551;24 jaar;Verweduwd;2020;11;5;6;0;6;0
2552;24 jaar;Verweduwd;2021;11;5;6;0;6;0
2553;24 jaar;Verweduwd;2022;11;5;6;0;6;0
2554;24 jaar;Verweduwd;2023;10;5;5;0;5;0
2555;24 jaar;Verweduwd;2024;10;5;5;0;5;0
2556;24 jaar;Verweduwd;2025;10;5;5;0;5;0
2557;24 jaar;Verweduwd;2026;9;5;4;0;4;0
2558;24 jaar;Verweduwd;2027;9;5;4;0;4;0
2559;24 jaar;Verweduwd;2028;9;5;4;0;4;0
2560;24 jaar;Verweduwd;2029;9;5;4;0;4;0
2561;24 jaar;Verweduwd;2030;9;5;4;0;4;0
2562;24 jaar;Verweduwd;2031;9;5;4;0;4;0
2563;24 jaar;Verweduwd;2032;8;4;4;0;4;0
2564;24 jaar;Verweduwd;2033;8;4;4;0;4;0
2565;24 jaar;Verweduwd;2034;8;4;4;0;4;0
2566;24 jaar;Verweduwd;2035;8;4;4;0;4;0
2567;24 jaar;Verweduwd;2036;8;4;4;0;4;0
2568;24 jaar;Verweduwd;2037;8;4;4;0;4;0
2569;24 jaar;Verweduwd;2038;8;4;4;0;4;0
2570;24 jaar;Verweduwd;2039;8;4;4;0;4;0
2571;24 jaar;Verweduwd;2040;8;4;4;0;4;0
2572;24 jaar;Verweduwd;2041;8;4;4;0;4;0
2573;24 jaar;Verweduwd;2042;8;4;4;0;4;0
2574;24 jaar;Verweduwd;2043;8;4;4;0;4;0
2575;24 jaar;Verweduwd;2044;8;4;4;0;4;0
2576;24 jaar;Verweduwd;2045;8;4;4;0;4;0
2577;24 jaar;Verweduwd;2046;8;4;4;0;4;0
2578;24 jaar;Verweduwd;2047;8;4;4;0;4;0
2579;24 jaar;Verweduwd;2048;8;4;4;0;4;0
2580;24 jaar;Verweduwd;2049;8;4;4;0;4;0
2581;24 jaar;Verweduwd;2050;8;4;4;0;4;0
2582;24 jaar;Verweduwd;2051;8;4;4;0;4;0
2583;24 jaar;Verweduwd;2052;8;4;4;0;4;0
2584;24 jaar;Verweduwd;2053;8;4;4;0;4;0
2585;24 jaar;Verweduwd;2054;8;4;4;0;4;0
2586;24 jaar;Verweduwd;2055;8;4;4;0;4;0
2587;24 jaar;Verweduwd;2056;8;4;4;0;4;0
2588;24 jaar;Verweduwd;2057;8;4;4;0;4;0
2589;24 jaar;Verweduwd;2058;8;4;4;0;4;0
2590;24 jaar;Verweduwd;2059;8;4;4;0;4;0
2591;24 jaar;Verweduwd;2060;8;4;4;0;4;0
2592;24 jaar;Gescheiden;2013;446;225;221;28;172;21
2593;24 jaar;Gescheiden;2014;457;234;223;28;174;21
2594;24 jaar;Gescheiden;2015;477;245;232;37;172;23
2595;24 jaar;Gescheiden;2016;498;254;244;42;179;23
2596;24 jaar;Gescheiden;2017;522;263;259;46;189;24
2597;24 jaar;Gescheiden;2018;539;270;269;50;194;25
2598;24 jaar;Gescheiden;2019;561;278;283;52;206;25
2599;24 jaar;Gescheiden;2020;557;274;283;51;207;25
2600;24 jaar;Gescheiden;2021;557;274;283;50;208;25
2601;24 jaar;Gescheiden;2022;562;277;285;50;210;25
2602;24 jaar;Gescheiden;2023;574;283;291;52;214;25
2603;24 jaar;Gescheiden;2024;577;285;292;52;215;25
2604;24 jaar;Gescheiden;2025;587;290;297;52;219;26
2605;24 jaar;Gescheiden;2026;579;286;293;52;216;25
2606;24 jaar;Gescheiden;2027;574;284;290;51;214;25
2607;24 jaar;Gescheiden;2028;572;283;289;51;213;25
2608;24 jaar;Gescheiden;2029;556;276;280;49;207;24
2609;24 jaar;Gescheiden;2030;544;269;275;49;202;24
2610;24 jaar;Gescheiden;2031;539;266;273;49;200;24
2611;24 jaar;Gescheiden;2032;531;263;268;47;198;23
2612;24 jaar;Gescheiden;2033;540;267;273;49;200;24
2613;24 jaar;Gescheiden;2034;541;268;273;49;200;24
2614;24 jaar;Gescheiden;2035;537;266;271;47;200;24
2615;24 jaar;Gescheiden;2036;528;262;266;47;196;23
2616;24 jaar;Gescheiden;2037;522;258;264;47;194;23
2617;24 jaar;Gescheiden;2038;522;258;264;47;194;23
2618;24 jaar;Gescheiden;2039;525;260;265;47;195;23
2619;24 jaar;Gescheiden;2040;527;261;266;47;196;23
2620;24 jaar;Gescheiden;2041;531;263;268;47;198;23
2621;24 jaar;Gescheiden;2042;536;266;270;48;199;23
2622;24 jaar;Gescheiden;2043;539;267;272;48;200;24
2623;24 jaar;Gescheiden;2044;543;269;274;49;201;24
2624;24 jaar;Gescheiden;2045;545;270;275;49;202;24
2625;24 jaar;Gescheiden;2046;547;271;276;49;203;24
2626;24 jaar;Gescheiden;2047;549;272;277;49;204;24
2627;24 jaar;Gescheiden;2048;552;274;278;50;204;24
2628;24 jaar;Gescheiden;2049;553;274;279;50;205;24
2629;24 jaar;Gescheiden;2050;554;275;279;50;205;24
2630;24 jaar;Gescheiden;2051;555;275;280;50;206;24
2631;24 jaar;Gescheiden;2052;557;277;280;50;206;24
2632;24 jaar;Gescheiden;2053;557;277;280;50;206;24
2633;24 jaar;Gescheiden;2054;559;277;282;50;207;25
2634;24 jaar;Gescheiden;2055;559;277;282;50;207;25
2635;24 jaar;Gescheiden;2056;558;277;281;50;206;25
2636;24 jaar;Gescheiden;2057;557;277;280;50;206;24
2637;24 jaar;Gescheiden;2058;555;275;280;50;206;24
2638;24 jaar;Gescheiden;2059;554;275;279;50;205;24
2639;24 jaar;Gescheiden;2060;552;274;278;50;204;24
2640;25 jaar;Totaal burgerlijke staat;2013;97561;60848;36713;30716;3847;2150
2641;25 jaar;Totaal burgerlijke staat;2014;97308;60722;36586;30692;3837;2057
2642;25 jaar;Totaal burgerlijke staat;2015;98107;60690;37417;31541;3855;2021
2643;25 jaar;Totaal burgerlijke staat;2016;101954;62108;39846;33917;3857;2072
2644;25 jaar;Totaal burgerlijke staat;2017;102172;61644;40528;34626;3847;2055
2645;25 jaar;Totaal burgerlijke staat;2018;101659;60869;40790;35009;3748;2033
2646;25 jaar;Totaal burgerlijke staat;2019;101051;60377;40674;34952;3707;2015
2647;25 jaar;Totaal burgerlijke staat;2020;101584;60656;40928;35194;3709;2025
2648;25 jaar;Totaal burgerlijke staat;2021;99559;59516;40043;34414;3641;1988
2649;25 jaar;Totaal burgerlijke staat;2022;99701;59560;40141;34534;3615;1992
2650;25 jaar;Totaal burgerlijke staat;2023;100245;60094;40151;34478;3663;2010
2651;25 jaar;Totaal burgerlijke staat;2024;103178;61861;41317;35498;3747;2072
2652;25 jaar;Totaal burgerlijke staat;2025;103934;62373;41561;35705;3765;2091
2653;25 jaar;Totaal burgerlijke staat;2026;105891;63704;42187;36192;3859;2136
2654;25 jaar;Totaal burgerlijke staat;2027;104497;62948;41549;35636;3803;2110
2655;25 jaar;Totaal burgerlijke staat;2028;103688;62545;41143;35277;3771;2095
2656;25 jaar;Totaal burgerlijke staat;2029;103223;62359;40864;35022;3754;2088
2657;25 jaar;Totaal burgerlijke staat;2030;100154;60640;39514;33825;3661;2028
2658;25 jaar;Totaal burgerlijke staat;2031;97619;59144;38475;32939;3560;1976
2659;25 jaar;Totaal burgerlijke staat;2032;96721;58620;38101;32622;3520;1959
2660;25 jaar;Totaal burgerlijke staat;2033;95076;57733;37343;31932;3483;1928
2661;25 jaar;Totaal burgerlijke staat;2034;96695;58653;38042;32559;3520;1963
2662;25 jaar;Totaal burgerlijke staat;2035;96538;58614;37924;32434;3528;1962
2663;25 jaar;Totaal burgerlijke staat;2036;96086;58393;37693;32212;3527;1954
2664;25 jaar;Totaal burgerlijke staat;2037;94415;57324;37091;31725;3448;1918
2665;25 jaar;Totaal burgerlijke staat;2038;93084;56522;36562;31271;3402;1889
2666;25 jaar;Totaal burgerlijke staat;2039;93299;56622;36677;31375;3410;1892
2667;25 jaar;Totaal burgerlijke staat;2040;93716;56833;36883;31559;3424;1900
2668;25 jaar;Totaal burgerlijke staat;2041;94506;57257;37249;31882;3451;1916
2669;25 jaar;Totaal burgerlijke staat;2042;95182;57615;37567;32164;3474;1929
2670;25 jaar;Totaal burgerlijke staat;2043;96039;58081;37958;32510;3504;1944
2671;25 jaar;Totaal burgerlijke staat;2044;96645;58397;38248;32768;3525;1955
2672;25 jaar;Totaal burgerlijke staat;2045;97264;58724;38540;33029;3545;1966
2673;25 jaar;Totaal burgerlijke staat;2046;97828;59019;38809;33266;3567;1976
2674;25 jaar;Totaal burgerlijke staat;2047;98388;59314;39074;33503;3586;1985
2675;25 jaar;Totaal burgerlijke staat;2048;98776;59507;39269;33678;3600;1991
2676;25 jaar;Totaal burgerlijke staat;2049;99152;59694;39458;33847;3613;1998
2677;25 jaar;Totaal burgerlijke staat;2050;99558;59903;39655;34026;3625;2004
2678;25 jaar;Totaal burgerlijke staat;2051;99820;60026;39794;34149;3636;2009
2679;25 jaar;Totaal burgerlijke staat;2052;100010;60109;39901;34249;3641;2011
2680;25 jaar;Totaal burgerlijke staat;2053;100193;60193;40000;34339;3647;2014
2681;25 jaar;Totaal burgerlijke staat;2054;100345;60258;40087;34419;3652;2016
2682;25 jaar;Totaal burgerlijke staat;2055;100438;60296;40142;34470;3655;2017
2683;25 jaar;Totaal burgerlijke staat;2056;100453;60288;40165;34492;3656;2017
2684;25 jaar;Totaal burgerlijke staat;2057;100379;60230;40149;34481;3653;2015
2685;25 jaar;Totaal burgerlijke staat;2058;100210;60122;40088;34429;3648;2011
2686;25 jaar;Totaal burgerlijke staat;2059;99948;59963;39985;34341;3639;2005
2687;25 jaar;Totaal burgerlijke staat;2060;99609;59762;39847;34221;3628;1998
2688;25 jaar;Ongehuwd;2013;88576;59970;28606;23211;3307;2088
