ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;Paar_4;Eenouderhuishouden_5;OverigHuishouden_6
5860;38 jaar;Wettig gehuwd plus partnerschap;2017;47640;955;46685;45731;932;22
5861;38 jaar;Wettig gehuwd plus partnerschap;2018;47336;934;46402;45474;906;22
5862;38 jaar;Wettig gehuwd plus partnerschap;2019;48309;950;47359;46430;907;22
5863;38 jaar;Wettig gehuwd plus partnerschap;2020;47139;920;46219;45307;891;21
5864;38 jaar;Wettig gehuwd plus partnerschap;2021;45990;886;45104;44226;857;21
5865;38 jaar;Wettig gehuwd plus partnerschap;2022;45714;876;44838;43970;848;20
5866;38 jaar;Wettig gehuwd plus partnerschap;2023;47026;910;46116;45234;861;21
5867;38 jaar;Wettig gehuwd plus partnerschap;2024;47550;922;46628;45734;872;22
5868;38 jaar;Wettig gehuwd plus partnerschap;2025;48575;946;47629;46724;883;22
5869;38 jaar;Wettig gehuwd plus partnerschap;2026;49440;962;48478;47574;882;22
5870;38 jaar;Wettig gehuwd plus partnerschap;2027;49538;958;48580;47671;887;22
5871;38 jaar;Wettig gehuwd plus partnerschap;2028;50234;974;49260;48336;901;23
5872;38 jaar;Wettig gehuwd plus partnerschap;2029;52323;1035;51288;50336;928;24
5873;38 jaar;Wettig gehuwd plus partnerschap;2030;52442;1038;51404;50450;930;24
5874;38 jaar;Wettig gehuwd plus partnerschap;2031;52269;1030;51239;50290;925;24
5875;38 jaar;Wettig gehuwd plus partnerschap;2032;51942;1022;50920;49970;926;24
5876;38 jaar;Wettig gehuwd plus partnerschap;2033;52152;1028;51124;50170;930;24
5877;38 jaar;Wettig gehuwd plus partnerschap;2034;51097;995;50102;49165;914;23
5878;38 jaar;Wettig gehuwd plus partnerschap;2035;51246;996;50250;49317;910;23
5879;38 jaar;Wettig gehuwd plus partnerschap;2036;51250;997;50253;49308;922;23
5880;38 jaar;Wettig gehuwd plus partnerschap;2037;52674;1042;51632;50666;942;24
5881;38 jaar;Wettig gehuwd plus partnerschap;2038;53046;1055;51991;51020;946;25
5882;38 jaar;Wettig gehuwd plus partnerschap;2039;53799;1085;52714;51723;966;25
5883;38 jaar;Wettig gehuwd plus partnerschap;2040;53208;1070;52138;51159;954;25
5884;38 jaar;Wettig gehuwd plus partnerschap;2041;52870;1066;51804;50831;948;25
5885;38 jaar;Wettig gehuwd plus partnerschap;2042;52670;1067;51603;50633;945;25
5886;38 jaar;Wettig gehuwd plus partnerschap;2043;51202;1027;50175;49227;924;24
5887;38 jaar;Wettig gehuwd plus partnerschap;2044;50136;997;49139;48212;904;23
5888;38 jaar;Wettig gehuwd plus partnerschap;2045;49809;988;48821;47902;896;23
5889;38 jaar;Wettig gehuwd plus partnerschap;2046;48970;965;48005;47095;888;22
5890;38 jaar;Wettig gehuwd plus partnerschap;2047;49885;995;48890;47970;897;23
5891;38 jaar;Wettig gehuwd plus partnerschap;2048;49780;996;48784;47862;899;23
5892;38 jaar;Wettig gehuwd plus partnerschap;2049;49533;990;48543;47622;898;23
5893;38 jaar;Wettig gehuwd plus partnerschap;2050;48915;970;47945;47041;882;22
5894;38 jaar;Wettig gehuwd plus partnerschap;2051;48326;951;47375;46481;872;22
5895;38 jaar;Wettig gehuwd plus partnerschap;2052;48475;954;47521;46625;874;22
5896;38 jaar;Wettig gehuwd plus partnerschap;2053;48712;959;47753;46853;878;22
5897;38 jaar;Wettig gehuwd plus partnerschap;2054;49118;968;48150;47244;884;22
5898;38 jaar;Wettig gehuwd plus partnerschap;2055;49462;976;48486;47575;889;22
5899;38 jaar;Wettig gehuwd plus partnerschap;2056;49890;986;48904;47985;896;23
5900;38 jaar;Wettig gehuwd plus partnerschap;2057;50196;992;49204;48280;901;23
5901;38 jaar;Wettig gehuwd plus partnerschap;2058;50505;998;49507;48578;906;23
5902;38 jaar;Wettig gehuwd plus partnerschap;2059;50782;1004;49778;48844;911;23
5903;38 jaar;Wettig gehuwd plus partnerschap;2060;51052;1011;50041;49104;914;23
5904;38 jaar;Verweduwd;2013;447;93;354;28;326;0
5905;38 jaar;Verweduwd;2014;416;83;333;23;310;0
5906;38 jaar;Verweduwd;2015;356;68;288;19;269;0
5907;38 jaar;Verweduwd;2016;312;62;250;20;230;0
5908;38 jaar;Verweduwd;2017;323;66;257;18;239;0
5909;38 jaar;Verweduwd;2018;295;63;232;16;216;0
5910;38 jaar;Verweduwd;2019;285;59;226;16;210;0
5911;38 jaar;Verweduwd;2020;280;60;220;18;202;0
5912;38 jaar;Verweduwd;2021;260;54;206;15;191;0
5913;38 jaar;Verweduwd;2022;255;55;200;15;185;0
5914;38 jaar;Verweduwd;2023;254;57;197;15;182;0
5915;38 jaar;Verweduwd;2024;254;56;198;15;183;0
5916;38 jaar;Verweduwd;2025;256;57;199;15;184;0
5917;38 jaar;Verweduwd;2026;246;55;191;15;176;0
5918;38 jaar;Verweduwd;2027;244;54;190;15;175;0
5919;38 jaar;Verweduwd;2028;246;55;191;15;176;0
5920;38 jaar;Verweduwd;2029;252;58;194;15;179;0
5921;38 jaar;Verweduwd;2030;248;57;191;15;176;0
5922;38 jaar;Verweduwd;2031;246;56;190;15;175;0
5923;38 jaar;Verweduwd;2032;244;56;188;15;173;0
5924;38 jaar;Verweduwd;2033;242;55;187;15;172;0
5925;38 jaar;Verweduwd;2034;234;53;181;13;168;0
5926;38 jaar;Verweduwd;2035;231;52;179;13;166;0
5927;38 jaar;Verweduwd;2036;231;52;179;13;166;0
5928;38 jaar;Verweduwd;2037;234;53;181;13;168;0
5929;38 jaar;Verweduwd;2038;234;53;181;14;167;0
5930;38 jaar;Verweduwd;2039;238;55;183;14;169;0
5931;38 jaar;Verweduwd;2040;232;53;179;14;165;0
5932;38 jaar;Verweduwd;2041;229;53;176;13;163;0
5933;38 jaar;Verweduwd;2042;224;52;172;12;160;0
5934;38 jaar;Verweduwd;2043;218;50;168;12;156;0
5935;38 jaar;Verweduwd;2044;210;48;162;11;151;0
5936;38 jaar;Verweduwd;2045;207;47;160;11;149;0
5937;38 jaar;Verweduwd;2046;203;46;157;11;146;0
5938;38 jaar;Verweduwd;2047;204;46;158;11;147;0
5939;38 jaar;Verweduwd;2048;203;46;157;11;146;0
5940;38 jaar;Verweduwd;2049;201;46;155;11;144;0
5941;38 jaar;Verweduwd;2050;195;44;151;10;141;0
5942;38 jaar;Verweduwd;2051;189;42;147;9;138;0
5943;38 jaar;Verweduwd;2052;189;42;147;9;138;0
5944;38 jaar;Verweduwd;2053;189;42;147;9;138;0
5945;38 jaar;Verweduwd;2054;188;42;146;9;137;0
5946;38 jaar;Verweduwd;2055;188;42;146;9;137;0
5947;38 jaar;Verweduwd;2056;188;42;146;9;137;0
5948;38 jaar;Verweduwd;2057;188;42;146;9;137;0
5949;38 jaar;Verweduwd;2058;188;42;146;9;137;0
5950;38 jaar;Verweduwd;2059;187;42;145;9;136;0
5951;38 jaar;Verweduwd;2060;186;41;145;9;136;0
5952;38 jaar;Gescheiden;2013;12322;4171;8151;2360;5730;61
5953;38 jaar;Gescheiden;2014;11403;3847;7556;2234;5266;56
5954;38 jaar;Gescheiden;2015;10924;3750;7174;2170;4951;53
5955;38 jaar;Gescheiden;2016;10908;3661;7247;2160;5035;52
5956;38 jaar;Gescheiden;2017;10731;3635;7096;2189;4856;51
5957;38 jaar;Gescheiden;2018;10442;3530;6912;2134;4728;50
5958;38 jaar;Gescheiden;2019;10636;3594;7042;2198;4793;51
5959;38 jaar;Gescheiden;2020;10318;3477;6841;2120;4671;50
5960;38 jaar;Gescheiden;2021;9909;3322;6587;2047;4493;47
5961;38 jaar;Gescheiden;2022;9773;3269;6504;2024;4434;46
5962;38 jaar;Gescheiden;2023;9970;3379;6591;2116;4427;48
5963;38 jaar;Gescheiden;2024;9993;3390;6603;2131;4424;48
5964;38 jaar;Gescheiden;2025;10135;3464;6671;2183;4439;49
5965;38 jaar;Gescheiden;2026;10228;3522;6706;2238;4418;50
5966;38 jaar;Gescheiden;2027;10227;3515;6712;2230;4432;50
5967;38 jaar;Gescheiden;2028;10394;3582;6812;2268;4493;51
5968;38 jaar;Gescheiden;2029;10920;3820;7100;2418;4628;54
5969;38 jaar;Gescheiden;2030;10969;3842;7127;2428;4645;54
5970;38 jaar;Gescheiden;2031;10934;3828;7106;2420;4631;55
5971;38 jaar;Gescheiden;2032;10907;3807;7100;2401;4645;54
5972;38 jaar;Gescheiden;2033;10987;3839;7148;2420;4673;55
5973;38 jaar;Gescheiden;2034;10698;3715;6983;2336;4594;53
5974;38 jaar;Gescheiden;2035;10685;3719;6966;2341;4572;53
5975;38 jaar;Gescheiden;2036;10743;3727;7016;2334;4629;53
5976;38 jaar;Gescheiden;2037;11124;3895;7229;2439;4735;55
5977;38 jaar;Gescheiden;2038;11227;3942;7285;2469;4760;56
5978;38 jaar;Gescheiden;2039;11507;4054;7453;2533;4862;58
5979;38 jaar;Gescheiden;2040;11352;3997;7355;2500;4798;57
5980;38 jaar;Gescheiden;2041;11283;3975;7308;2489;4762;57
5981;38 jaar;Gescheiden;2042;11266;3973;7293;2490;4746;57
5982;38 jaar;Gescheiden;2043;10897;3818;7079;2390;4634;55
5983;38 jaar;Gescheiden;2044;10589;3697;6892;2318;4521;53
5984;38 jaar;Gescheiden;2045;10491;3661;6830;2299;4479;52
5985;38 jaar;Gescheiden;2046;10295;3571;6724;2238;4435;51
5986;38 jaar;Gescheiden;2047;10525;3679;6846;2313;4481;52
5987;38 jaar;Gescheiden;2048;10528;3676;6852;2310;4489;53
5988;38 jaar;Gescheiden;2049;10488;3656;6832;2295;4485;52
5989;38 jaar;Gescheiden;2050;10278;3575;6703;2252;4400;51
5990;38 jaar;Gescheiden;2051;10103;3501;6602;2205;4348;49
5991;38 jaar;Gescheiden;2052;10133;3512;6621;2213;4358;50
5992;38 jaar;Gescheiden;2053;10182;3529;6653;2227;4376;50
5993;38 jaar;Gescheiden;2054;10275;3566;6709;2252;4407;50
5994;38 jaar;Gescheiden;2055;10355;3595;6760;2273;4436;51
5995;38 jaar;Gescheiden;2056;10459;3636;6823;2301;4471;51
5996;38 jaar;Gescheiden;2057;10531;3662;6869;2320;4497;52
5997;38 jaar;Gescheiden;2058;10602;3689;6913;2339;4521;53
5998;38 jaar;Gescheiden;2059;10668;3714;6954;2356;4545;53
5999;38 jaar;Gescheiden;2060;10734;3739;6995;2375;4567;53
6000;39 jaar;Totaal burgerlijke staat;2013;126276;32969;93307;79403;13482;422
6001;39 jaar;Totaal burgerlijke staat;2014;121876;32473;89403;75945;13065;393
6002;39 jaar;Totaal burgerlijke staat;2015;116814;31681;85133;72234;12518;381
6003;39 jaar;Totaal burgerlijke staat;2016;115897;31648;84249;71753;12107;389
6004;39 jaar;Totaal burgerlijke staat;2017;114436;31142;83294;70765;12140;389
6005;39 jaar;Totaal burgerlijke staat;2018;115803;31671;84132;71635;12100;397
6006;39 jaar;Totaal burgerlijke staat;2019;115507;31502;84005;71614;11996;395
6007;39 jaar;Totaal burgerlijke staat;2020;119279;32670;86609;73844;12356;409
6008;39 jaar;Totaal burgerlijke staat;2021;117312;32043;85269;72698;12172;399
6009;39 jaar;Totaal burgerlijke staat;2022;114626;31092;83534;71308;11840;386
6010;39 jaar;Totaal burgerlijke staat;2023;114070;30752;83318;71127;11810;381
6011;39 jaar;Totaal burgerlijke staat;2024;116907;31321;85586;73084;12113;389
6012;39 jaar;Totaal burgerlijke staat;2025;118470;31735;86735;74029;12311;395
6013;39 jaar;Totaal burgerlijke staat;2026;121250;32474;88776;75694;12678;404
6014;39 jaar;Totaal burgerlijke staat;2027;122616;32691;89925;76828;12689;408
6015;39 jaar;Totaal burgerlijke staat;2028;122133;32385;89748;76669;12674;405
6016;39 jaar;Totaal burgerlijke staat;2029;123290;32643;90647;77428;12812;407
6017;39 jaar;Totaal burgerlijke staat;2030;128040;34117;93923;80335;13161;427
6018;39 jaar;Totaal burgerlijke staat;2031;128106;34167;93939;80329;13182;428
6019;39 jaar;Totaal burgerlijke staat;2032;127265;33860;93405;79951;13030;424
6020;39 jaar;Totaal burgerlijke staat;2033;126454;33633;92821;79420;12980;421
6021;39 jaar;Totaal burgerlijke staat;2034;126976;33808;93168;79745;13000;423
6022;39 jaar;Totaal burgerlijke staat;2035;124458;33036;91422;78262;12748;412
6023;39 jaar;Totaal burgerlijke staat;2036;124751;33085;91666;78575;12678;413
6024;39 jaar;Totaal burgerlijke staat;2037;125203;33311;91892;78633;12844;415
6025;39 jaar;Totaal burgerlijke staat;2038;128883;34509;94374;80798;13146;430
6026;39 jaar;Totaal burgerlijke staat;2039;129937;34908;95029;81377;13216;436
6027;39 jaar;Totaal burgerlijke staat;2040;132160;35717;96443;82486;13510;447
6028;39 jaar;Totaal burgerlijke staat;2041;130714;35317;95397;81625;13330;442
6029;39 jaar;Totaal burgerlijke staat;2042;129905;35116;94789;81119;13229;441
6030;39 jaar;Totaal burgerlijke staat;2043;129453;35035;94418;80797;13180;441
6031;39 jaar;Totaal burgerlijke staat;2044;125816;33924;91892;78601;12867;424
6032;39 jaar;Totaal burgerlijke staat;2045;122983;33011;89972;77013;12547;412
6033;39 jaar;Totaal burgerlijke staat;2046;122041;32696;89345;76513;12424;408
6034;39 jaar;Totaal burgerlijke staat;2047;120000;32076;87924;75223;12300;401
6035;39 jaar;Totaal burgerlijke staat;2048;122088;32712;89376;76541;12427;408
6036;39 jaar;Totaal burgerlijke staat;2049;121839;32663;89176;76318;12448;410
6037;39 jaar;Totaal burgerlijke staat;2050;121219;32473;88746;75900;12439;407
6038;39 jaar;Totaal burgerlijke staat;2051;119397;31841;87556;74969;12189;398
6039;39 jaar;Totaal burgerlijke staat;2052;117804;31295;86509;74075;12043;391
6040;39 jaar;Totaal burgerlijke staat;2053;118060;31321;86739;74279;12069;391
6041;39 jaar;Totaal burgerlijke staat;2054;118555;31431;87124;74614;12117;393
6042;39 jaar;Totaal burgerlijke staat;2055;119465;31663;87802;75200;12206;396
6043;39 jaar;Totaal burgerlijke staat;2056;120236;31854;88382;75697;12287;398
6044;39 jaar;Totaal burgerlijke staat;2057;121226;32123;89103;76321;12382;400
6045;39 jaar;Totaal burgerlijke staat;2058;121914;32291;89623;76769;12452;402
6046;39 jaar;Totaal burgerlijke staat;2059;122623;32472;90151;77224;12522;405
6047;39 jaar;Totaal burgerlijke staat;2060;123257;32634;90623;77632;12585;406
6048;39 jaar;Ongehuwd;2013;53700;26696;27004;21380;5289;335
6049;39 jaar;Ongehuwd;2014;53386;26696;26690;21148;5222;320
6050;39 jaar;Ongehuwd;2015;52853;26382;26471;20886;5272;313
6051;39 jaar;Ongehuwd;2016;53971;26552;27419;21784;5310;325
6052;39 jaar;Ongehuwd;2017;53822;26185;27637;21943;5368;326
6053;39 jaar;Ongehuwd;2018;55160;26744;28416;22560;5522;334
6054;39 jaar;Ongehuwd;2019;55442;26691;28751;22822;5596;333
6055;39 jaar;Ongehuwd;2020;57962;27766;30196;23964;5886;346
6056;39 jaar;Ongehuwd;2021;57496;27292;30204;24013;5852;339
6057;39 jaar;Ongehuwd;2022;56415;26547;29868;23782;5758;328
6058;39 jaar;Ongehuwd;2023;56266;26273;29993;23860;5810;323
6059;39 jaar;Ongehuwd;2024;57534;26683;30851;24427;6094;330
6060;39 jaar;Ongehuwd;2025;58499;27065;31434;24823;6276;335
6061;39 jaar;Ongehuwd;2026;60057;27694;32363;25414;6605;344
6062;39 jaar;Ongehuwd;2027;60443;27832;32611;25621;6644;346
6063;39 jaar;Ongehuwd;2028;59869;27539;32330;25378;6609;343
6064;39 jaar;Ongehuwd;2029;60140;27709;32431;25424;6662;345
6065;39 jaar;Ongehuwd;2030;62180;28854;33326;26138;6828;360
6066;39 jaar;Ongehuwd;2031;62089;28882;33207;26017;6829;361
6067;39 jaar;Ongehuwd;2032;61480;28602;32878;25819;6702;357
6068;39 jaar;Ongehuwd;2033;61041;28411;32630;25635;6640;355
6069;39 jaar;Ongehuwd;2034;61261;28545;32716;25732;6628;356
6070;39 jaar;Ongehuwd;2035;60131;27946;32185;25352;6485;348
6071;39 jaar;Ongehuwd;2036;60284;27993;32291;25498;6444;349
6072;39 jaar;Ongehuwd;2037;60662;28208;32454;25567;6536;351
6073;39 jaar;Ongehuwd;2038;62463;29177;33286;26227;6696;363
6074;39 jaar;Ongehuwd;2039;63025;29510;33515;26413;6734;368
6075;39 jaar;Ongehuwd;2040;64167;30165;34002;26734;6892;376
6076;39 jaar;Ongehuwd;2041;63490;29842;33648;26477;6799;372
6077;39 jaar;Ongehuwd;2042;63100;29668;33432;26315;6746;371
6078;39 jaar;Ongehuwd;2043;62876;29588;33288;26195;6722;371
6079;39 jaar;Ongehuwd;2044;61141;28690;32451;25535;6558;358
6080;39 jaar;Ongehuwd;2045;59737;27943;31794;25057;6389;348
6081;39 jaar;Ongehuwd;2046;59235;27674;31561;24892;6325;344
6082;39 jaar;Ongehuwd;2047;58264;27176;31088;24490;6260;338
6083;39 jaar;Ongehuwd;2048;59174;27663;31511;24840;6327;344
6084;39 jaar;Ongehuwd;2049;59035;27618;31417;24733;6340;344
6085;39 jaar;Ongehuwd;2050;58712;27455;31257;24579;6336;342
6086;39 jaar;Ongehuwd;2051;57759;26932;30827;24288;6204;335
6087;39 jaar;Ongehuwd;2052;56957;26488;30469;24014;6126;329
6088;39 jaar;Ongehuwd;2053;57038;26502;30536;24066;6141;329
6089;39 jaar;Ongehuwd;2054;57236;26586;30650;24154;6166;330
6090;39 jaar;Ongehuwd;2055;57632;26770;30862;24316;6213;333
6091;39 jaar;Ongehuwd;2056;57968;26921;31047;24457;6255;335
6092;39 jaar;Ongehuwd;2057;58412;27136;31276;24635;6304;337
6093;39 jaar;Ongehuwd;2058;58716;27270;31446;24765;6342;339
6094;39 jaar;Ongehuwd;2059;59033;27414;31619;24899;6379;341
6095;39 jaar;Ongehuwd;2060;59318;27545;31773;25018;6413;342
6096;39 jaar;Wettig gehuwd plus partnerschap;2013;57672;1309;56363;55159;1178;26
6097;39 jaar;Wettig gehuwd plus partnerschap;2014;54522;1191;53331;52177;1132;22
6098;39 jaar;Wettig gehuwd plus partnerschap;2015;51028;1076;49952;48872;1059;21
6099;39 jaar;Wettig gehuwd plus partnerschap;2016;49577;1011;48566;47556;991;19
6100;39 jaar;Wettig gehuwd plus partnerschap;2017;48376;971;47405;46431;955;19
6101;39 jaar;Wettig gehuwd plus partnerschap;2018;48570;960;47610;46660;931;19
6102;39 jaar;Wettig gehuwd plus partnerschap;2019;48313;947;47366;46436;911;19
6103;39 jaar;Wettig gehuwd plus partnerschap;2020;49361;970;48391;47455;917;19
6104;39 jaar;Wettig gehuwd plus partnerschap;2021;48210;941;47269;46348;903;18
6105;39 jaar;Wettig gehuwd plus partnerschap;2022;47068;904;46164;45275;871;18
6106;39 jaar;Wettig gehuwd plus partnerschap;2023;46814;893;45921;45042;861;18
6107;39 jaar;Wettig gehuwd plus partnerschap;2024;48152;928;47224;46331;875;18
6108;39 jaar;Wettig gehuwd plus partnerschap;2025;48706;942;47764;46859;886;19
6109;39 jaar;Wettig gehuwd plus partnerschap;2026;49756;967;48789;47872;899;18
6110;39 jaar;Wettig gehuwd plus partnerschap;2027;50641;984;49657;48740;898;19
6111;39 jaar;Wettig gehuwd plus partnerschap;2028;50735;979;49756;48835;902;19
6112;39 jaar;Wettig gehuwd plus partnerschap;2029;51438;996;50442;49507;916;19
6113;39 jaar;Wettig gehuwd plus partnerschap;2030;53554;1061;52493;51530;943;20
6114;39 jaar;Wettig gehuwd plus partnerschap;2031;53664;1062;52602;51635;947;20
6115;39 jaar;Wettig gehuwd plus partnerschap;2032;53481;1054;52427;51466;941;20
6116;39 jaar;Wettig gehuwd plus partnerschap;2033;53149;1044;52105;51143;942;20
6117;39 jaar;Wettig gehuwd plus partnerschap;2034;53366;1051;52315;51350;945;20
6118;39 jaar;Wettig gehuwd plus partnerschap;2035;52307;1017;51290;50342;929;19
6119;39 jaar;Wettig gehuwd plus partnerschap;2036;52465;1017;51448;50503;926;19
6120;39 jaar;Wettig gehuwd plus partnerschap;2037;52478;1019;51459;50503;937;19
6121;39 jaar;Wettig gehuwd plus partnerschap;2038;53930;1065;52865;51887;958;20
6122;39 jaar;Wettig gehuwd plus partnerschap;2039;54310;1079;53231;52248;963;20
6123;39 jaar;Wettig gehuwd plus partnerschap;2040;55077;1110;53967;52963;983;21
6124;39 jaar;Wettig gehuwd plus partnerschap;2041;54483;1096;53387;52395;971;21
6125;39 jaar;Wettig gehuwd plus partnerschap;2042;54141;1092;53049;52063;965;21
6126;39 jaar;Wettig gehuwd plus partnerschap;2043;53938;1094;52844;51861;962;21
6127;39 jaar;Wettig gehuwd plus partnerschap;2044;52450;1052;51398;50437;941;20
6128;39 jaar;Wettig gehuwd plus partnerschap;2045;51368;1020;50348;49408;921;19
6129;39 jaar;Wettig gehuwd plus partnerschap;2046;51039;1013;50026;49095;912;19
6130;39 jaar;Wettig gehuwd plus partnerschap;2047;50188;989;49199;48276;904;19
6131;39 jaar;Wettig gehuwd plus partnerschap;2048;51112;1020;50092;49159;914;19
6132;39 jaar;Wettig gehuwd plus partnerschap;2049;51001;1020;49981;49047;914;20
6133;39 jaar;Wettig gehuwd plus partnerschap;2050;50748;1015;49733;48799;914;20
6134;39 jaar;Wettig gehuwd plus partnerschap;2051;50120;994;49126;48209;898;19
6135;39 jaar;Wettig gehuwd plus partnerschap;2052;49521;974;48547;47640;888;19
6136;39 jaar;Wettig gehuwd plus partnerschap;2053;49670;977;48693;47784;890;19
6137;39 jaar;Wettig gehuwd plus partnerschap;2054;49910;982;48928;48016;893;19
6138;39 jaar;Wettig gehuwd plus partnerschap;2055;50321;991;49330;48411;900;19
6139;39 jaar;Wettig gehuwd plus partnerschap;2056;50668;999;49669;48744;906;19
6140;39 jaar;Wettig gehuwd plus partnerschap;2057;51101;1009;50092;49160;913;19
6141;39 jaar;Wettig gehuwd plus partnerschap;2058;51408;1015;50393;49457;917;19
6142;39 jaar;Wettig gehuwd plus partnerschap;2059;51720;1022;50698;49757;922;19
6143;39 jaar;Wettig gehuwd plus partnerschap;2060;52000;1028;50972;50026;927;19
6144;39 jaar;Verweduwd;2013;486;103;383;27;356;0
6145;39 jaar;Verweduwd;2014;489;98;391;31;360;0
6146;39 jaar;Verweduwd;2015;454;88;366;26;340;0
6147;39 jaar;Verweduwd;2016;395;74;321;23;298;0
6148;39 jaar;Verweduwd;2017;351;68;283;23;260;0
6149;39 jaar;Verweduwd;2018;359;71;288;21;267;0
6150;39 jaar;Verweduwd;2019;332;68;264;19;245;0
6151;39 jaar;Verweduwd;2020;322;64;258;19;239;0
6152;39 jaar;Verweduwd;2021;314;64;250;20;230;0
6153;39 jaar;Verweduwd;2022;294;59;235;17;218;0
6154;39 jaar;Verweduwd;2023;287;59;228;17;211;0
6155;39 jaar;Verweduwd;2024;286;61;225;16;209;0
6156;39 jaar;Verweduwd;2025;287;60;227;17;210;0
6157;39 jaar;Verweduwd;2026;289;61;228;18;210;0
6158;39 jaar;Verweduwd;2027;279;60;219;17;202;0
6159;39 jaar;Verweduwd;2028;278;59;219;17;202;0
6160;39 jaar;Verweduwd;2029;278;59;219;17;202;0
6161;39 jaar;Verweduwd;2030;287;63;224;18;206;0
6162;39 jaar;Verweduwd;2031;284;63;221;18;203;0
6163;39 jaar;Verweduwd;2032;279;61;218;17;201;0
6164;39 jaar;Verweduwd;2033;275;60;215;16;199;0
6165;39 jaar;Verweduwd;2034;274;60;214;16;198;0
6166;39 jaar;Verweduwd;2035;266;57;209;16;193;0
6167;39 jaar;Verweduwd;2036;263;56;207;16;191;0
6168;39 jaar;Verweduwd;2037;262;56;206;15;191;0
6169;39 jaar;Verweduwd;2038;267;58;209;16;193;0
6170;39 jaar;Verweduwd;2039;264;58;206;15;191;0
6171;39 jaar;Verweduwd;2040;268;60;208;15;193;0
6172;39 jaar;Verweduwd;2041;262;58;204;15;189;0
6173;39 jaar;Verweduwd;2042;260;58;202;15;187;0
6174;39 jaar;Verweduwd;2043;254;57;197;14;183;0
6175;39 jaar;Verweduwd;2044;249;55;194;14;180;0
6176;39 jaar;Verweduwd;2045;239;52;187;13;174;0
6177;39 jaar;Verweduwd;2046;234;51;183;12;171;0
6178;39 jaar;Verweduwd;2047;231;50;181;12;169;0
6179;39 jaar;Verweduwd;2048;231;51;180;12;168;0
6180;39 jaar;Verweduwd;2049;229;50;179;12;167;0
6181;39 jaar;Verweduwd;2050;227;49;178;12;166;0
6182;39 jaar;Verweduwd;2051;220;48;172;11;161;0
6183;39 jaar;Verweduwd;2052;216;46;170;11;159;0
6184;39 jaar;Verweduwd;2053;215;46;169;11;158;0
6185;39 jaar;Verweduwd;2054;214;46;168;11;157;0
6186;39 jaar;Verweduwd;2055;214;46;168;11;157;0
6187;39 jaar;Verweduwd;2056;215;46;169;11;158;0
6188;39 jaar;Verweduwd;2057;214;46;168;11;157;0
6189;39 jaar;Verweduwd;2058;214;46;168;11;157;0
6190;39 jaar;Verweduwd;2059;214;46;168;11;157;0
6191;39 jaar;Verweduwd;2060;212;45;167;11;156;0
6192;39 jaar;Gescheiden;2013;14418;4861;9557;2837;6659;61
6193;39 jaar;Gescheiden;2014;13479;4488;8991;2589;6351;51
6194;39 jaar;Gescheiden;2015;12479;4135;8344;2450;5847;47
6195;39 jaar;Gescheiden;2016;11954;4011;7943;2390;5508;45
6196;39 jaar;Gescheiden;2017;11887;3918;7969;2368;5557;44
6197;39 jaar;Gescheiden;2018;11714;3896;7818;2394;5380;44
6198;39 jaar;Gescheiden;2019;11420;3796;7624;2337;5244;43
6199;39 jaar;Gescheiden;2020;11634;3870;7764;2406;5314;44
6200;39 jaar;Gescheiden;2021;11292;3746;7546;2317;5187;42
6201;39 jaar;Gescheiden;2022;10849;3582;7267;2234;4993;40
6202;39 jaar;Gescheiden;2023;10703;3527;7176;2208;4928;40
6203;39 jaar;Gescheiden;2024;10935;3649;7286;2310;4935;41
6204;39 jaar;Gescheiden;2025;10978;3668;7310;2330;4939;41
6205;39 jaar;Gescheiden;2026;11148;3752;7396;2390;4964;42
6206;39 jaar;Gescheiden;2027;11253;3815;7438;2450;4945;43
6207;39 jaar;Gescheiden;2028;11251;3808;7443;2439;4961;43
6208;39 jaar;Gescheiden;2029;11434;3879;7555;2480;5032;43
6209;39 jaar;Gescheiden;2030;12019;4139;7880;2649;5184;47
6210;39 jaar;Gescheiden;2031;12069;4160;7909;2659;5203;47
6211;39 jaar;Gescheiden;2032;12025;4143;7882;2649;5186;47
6212;39 jaar;Gescheiden;2033;11989;4118;7871;2626;5199;46
6213;39 jaar;Gescheiden;2034;12075;4152;7923;2647;5229;47
6214;39 jaar;Gescheiden;2035;11754;4016;7738;2552;5141;45
6215;39 jaar;Gescheiden;2036;11739;4019;7720;2558;5117;45
6216;39 jaar;Gescheiden;2037;11801;4028;7773;2548;5180;45
6217;39 jaar;Gescheiden;2038;12223;4209;8014;2668;5299;47
6218;39 jaar;Gescheiden;2039;12338;4261;8077;2701;5328;48
6219;39 jaar;Gescheiden;2040;12648;4382;8266;2774;5442;50
6220;39 jaar;Gescheiden;2041;12479;4321;8158;2738;5371;49
6221;39 jaar;Gescheiden;2042;12404;4298;8106;2726;5331;49
6222;39 jaar;Gescheiden;2043;12385;4296;8089;2727;5313;49
6223;39 jaar;Gescheiden;2044;11976;4127;7849;2615;5188;46
6224;39 jaar;Gescheiden;2045;11639;3996;7643;2535;5063;45
6225;39 jaar;Gescheiden;2046;11533;3958;7575;2514;5016;45
6226;39 jaar;Gescheiden;2047;11317;3861;7456;2445;4967;44
