ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalSnelgroeiendeBedrijven_1;k_10Tot50WerkzamePersonen_2;k_50Tot250WerkzamePersonen_3;k_250WerkzamePersonenOfMeer_4;NatuurlijkePersonen_5;Rechtspersonen_6
1274;70 Holdings en managementadviesbureaus;2010;250;180;50;5;5;245
1275;70 Holdings en managementadviesbureaus;2011;185;140;35;5;5;180
1276;70 Holdings en managementadviesbureaus;2012;215;155;40;10;0;210
1277;70 Holdings en managementadviesbureaus;2013;240;175;45;10;0;240
1278;70 Holdings en managementadviesbureaus;2014;240;170;50;15;5;235
1279;70 Holdings en managementadviesbureaus;2015;240;175;50;10;5;240
1280;70 Holdings en managementadviesbureaus;2016;285;200;65;10;0;280
1281;70 Holdings en managementadviesbureaus;2017;265;180;70;5;5;260
1282;70 Holdings en managementadviesbureaus;2018;310;220;70;10;5;305
1283;70 Holdings en managementadviesbureaus;2019;330;225;85;10;5;325
1284;70 Holdings en managementadviesbureaus;2020;280;200;65;10;5;275
1285;70 Holdings en managementadviesbureaus;2021;275;210;50;10;5;270
1286;70 Holdings en managementadviesbureaus;2022;305;235;55;10;5;300
1287;70 Holdings en managementadviesbureaus;2023;350;255;80;10;5;345
1288;71 Architecten-, ingenieursbureaus e.d.;2010;185;135;40;10;0;185
1289;71 Architecten-, ingenieursbureaus e.d.;2011;140;105;25;5;0;135
1290;71 Architecten-, ingenieursbureaus e.d.;2012;145;105;30;5;0;145
1291;71 Architecten-, ingenieursbureaus e.d.;2013;185;135;40;10;0;185
1292;71 Architecten-, ingenieursbureaus e.d.;2014;175;130;35;5;0;175
1293;71 Architecten-, ingenieursbureaus e.d.;2015;175;125;40;5;5;175
1294;71 Architecten-, ingenieursbureaus e.d.;2016;200;160;35;5;5;200
1295;71 Architecten-, ingenieursbureaus e.d.;2017;280;225;45;5;5;275
1296;71 Architecten-, ingenieursbureaus e.d.;2018;305;240;55;5;5;300
1297;71 Architecten-, ingenieursbureaus e.d.;2019;345;280;60;5;5;340
1298;71 Architecten-, ingenieursbureaus e.d.;2020;320;265;45;5;0;315
1299;71 Architecten-, ingenieursbureaus e.d.;2021;330;260;65;10;0;330
1300;71 Architecten-, ingenieursbureaus e.d.;2022;305;235;65;5;5;300
1301;71 Architecten-, ingenieursbureaus e.d.;2023;305;220;75;10;5;300
1302;72 Research;2010;55;30;15;5;0;55
1303;72 Research;2011;60;40;15;5;0;60
1304;72 Research;2012;55;40;10;5;0;55
1305;72 Research;2013;55;40;10;5;0;55
1306;72 Research;2014;45;35;10;0;0;45
1307;72 Research;2015;60;40;20;0;0;60
1308;72 Research;2016;65;40;25;0;0;65
1309;72 Research;2017;85;60;25;0;0;85
1310;72 Research;2018;80;50;25;5;0;80
1311;72 Research;2019;80;45;30;5;0;80
1312;72 Research;2020;95;60;30;5;0;95
1313;72 Research;2021;115;75;35;5;0;115
1314;72 Research;2022;120;85;30;5;0;120
1315;72 Research;2023;110;70;30;5;0;110
1316;73-75 Reclame, design, overige diensten;2010;175;130;30;0;20;150
1317;73-75 Reclame, design, overige diensten;2011;165;120;25;5;20;145
1318;73-75 Reclame, design, overige diensten;2012;155;125;20;5;20;140
1319;73-75 Reclame, design, overige diensten;2013;150;120;15;5;25;125
1320;73-75 Reclame, design, overige diensten;2014;155;130;15;0;15;145
1321;73-75 Reclame, design, overige diensten;2015;165;130;30;0;10;155
1322;73-75 Reclame, design, overige diensten;2016;190;150;35;0;15;180
1323;73-75 Reclame, design, overige diensten;2017;255;200;45;0;15;240
1324;73-75 Reclame, design, overige diensten;2018;250;180;60;5;15;240
1325;73-75 Reclame, design, overige diensten;2019;250;180;55;5;10;240
1326;73-75 Reclame, design, overige diensten;2020;210;160;40;5;20;195
1327;73-75 Reclame, design, overige diensten;2021;225;175;40;5;20;205
1328;73-75 Reclame, design, overige diensten;2022;265;205;45;5;15;250
1329;73-75 Reclame, design, overige diensten;2023;280;210;55;10;20;260
1330;73 Reclamewezen en marktonderzoek;2010;95;70;20;0;10;90
1331;73 Reclamewezen en marktonderzoek;2011;95;70;15;0;10;90
1332;73 Reclamewezen en marktonderzoek;2012;90;75;10;0;5;85
1333;73 Reclamewezen en marktonderzoek;2013;80;65;10;5;5;75
1334;73 Reclamewezen en marktonderzoek;2014;85;75;5;0;5;80
1335;73 Reclamewezen en marktonderzoek;2015;90;75;10;0;0;90
1336;73 Reclamewezen en marktonderzoek;2016;110;90;20;0;0;110
1337;73 Reclamewezen en marktonderzoek;2017;165;130;30;0;0;165
1338;73 Reclamewezen en marktonderzoek;2018;165;120;35;0;5;160
1339;73 Reclamewezen en marktonderzoek;2019;155;115;30;5;0;150
1340;73 Reclamewezen en marktonderzoek;2020;120;90;25;0;0;120
1341;73 Reclamewezen en marktonderzoek;2021;125;95;25;5;5;120
1342;73 Reclamewezen en marktonderzoek;2022;140;110;25;0;0;135
1343;73 Reclamewezen en marktonderzoek;2023;155;115;35;5;0;155
1344;74 Design, fotografie, vertaalbureaus;2010;65;45;10;0;10;55
1345;74 Design, fotografie, vertaalbureaus;2011;60;40;10;5;10;50
1346;74 Design, fotografie, vertaalbureaus;2012;55;40;10;0;10;50
1347;74 Design, fotografie, vertaalbureaus;2013;50;35;5;0;5;45
1348;74 Design, fotografie, vertaalbureaus;2014;55;45;10;0;5;55
1349;74 Design, fotografie, vertaalbureaus;2015;60;35;15;0;5;55
1350;74 Design, fotografie, vertaalbureaus;2016;65;45;15;0;5;60
1351;74 Design, fotografie, vertaalbureaus;2017;70;55;10;0;5;65
1352;74 Design, fotografie, vertaalbureaus;2018;75;50;20;0;5;70
1353;74 Design, fotografie, vertaalbureaus;2019;85;55;25;0;0;80
1354;74 Design, fotografie, vertaalbureaus;2020;70;55;15;0;5;65
1355;74 Design, fotografie, vertaalbureaus;2021;80;65;15;0;0;75
1356;74 Design, fotografie, vertaalbureaus;2022;100;75;20;0;5;95
1357;74 Design, fotografie, vertaalbureaus;2023;100;75;20;0;10;90
1358;75 Veterinaire dienstverlening;2010;10;10;0;0;5;5
1359;75 Veterinaire dienstverlening;2011;10;10;0;0;5;5
1360;75 Veterinaire dienstverlening;2012;10;10;0;0;5;5
1361;75 Veterinaire dienstverlening;2013;20;20;0;0;10;10
1362;75 Veterinaire dienstverlening;2014;15;10;0;0;5;5
1363;75 Veterinaire dienstverlening;2015;15;15;0;0;5;10
1364;75 Veterinaire dienstverlening;2016;15;15;0;0;5;10
1365;75 Veterinaire dienstverlening;2017;20;15;5;0;10;10
1366;75 Veterinaire dienstverlening;2018;15;10;5;0;5;10
1367;75 Veterinaire dienstverlening;2019;15;10;0;0;5;5
1368;75 Veterinaire dienstverlening;2020;20;20;0;0;15;10
1369;75 Veterinaire dienstverlening;2021;25;20;0;0;15;10
1370;75 Veterinaire dienstverlening;2022;25;20;0;0;10;15
1371;75 Veterinaire dienstverlening;2023;20;15;0;0;10;10
1372;N Verhuur en overige zakelijke diensten;2010;720;380;225;60;90;630
1373;N Verhuur en overige zakelijke diensten;2011;700;370;225;65;75;625
1374;N Verhuur en overige zakelijke diensten;2012;825;435;275;75;75;750
1375;N Verhuur en overige zakelijke diensten;2013;790;405;270;85;75;715
1376;N Verhuur en overige zakelijke diensten;2014;770;385;255;75;65;710
1377;N Verhuur en overige zakelijke diensten;2015;1000;475;365;115;80;915
1378;N Verhuur en overige zakelijke diensten;2016;1140;530;405;155;95;1045
1379;N Verhuur en overige zakelijke diensten;2017;1270;610;435;180;95;1175
1380;N Verhuur en overige zakelijke diensten;2018;1560;760;510;225;115;1445
1381;N Verhuur en overige zakelijke diensten;2019;1165;595;380;140;110;1060
1382;N Verhuur en overige zakelijke diensten;2020;880;495;280;80;80;800
1383;N Verhuur en overige zakelijke diensten;2021;700;415;210;55;45;655
1384;N Verhuur en overige zakelijke diensten;2022;890;510;265;90;55;840
1385;N Verhuur en overige zakelijke diensten;2023;1015;525;350;110;50;965
1386;77 Verhuur van roerende goederen;2010;45;30;15;0;5;40
1387;77 Verhuur van roerende goederen;2011;45;25;15;0;5;40
1388;77 Verhuur van roerende goederen;2012;55;35;15;0;5;45
1389;77 Verhuur van roerende goederen;2013;50;30;15;0;5;45
1390;77 Verhuur van roerende goederen;2014;50;35;15;5;0;50
1391;77 Verhuur van roerende goederen;2015;45;40;10;0;5;45
1392;77 Verhuur van roerende goederen;2016;50;35;10;0;0;45
1393;77 Verhuur van roerende goederen;2017;65;50;15;0;5;65
1394;77 Verhuur van roerende goederen;2018;90;65;25;0;5;90
1395;77 Verhuur van roerende goederen;2019;95;60;30;0;5;90
1396;77 Verhuur van roerende goederen;2020;75;50;20;5;5;75
1397;77 Verhuur van roerende goederen;2021;65;45;15;5;5;60
1398;77 Verhuur van roerende goederen;2022;60;40;10;5;5;55
1399;77 Verhuur van roerende goederen;2023;90;55;25;5;5;85
1400;78 Uitzendbureaus en arbeidsbemiddeling;2010;355;145;145;45;20;335
1401;78 Uitzendbureaus en arbeidsbemiddeling;2011;400;180;160;45;20;380
1402;78 Uitzendbureaus en arbeidsbemiddeling;2012;490;215;195;60;25;465
1403;78 Uitzendbureaus en arbeidsbemiddeling;2013;475;200;190;70;20;450
1404;78 Uitzendbureaus en arbeidsbemiddeling;2014;455;200;170;60;25;430
1405;78 Uitzendbureaus en arbeidsbemiddeling;2015;635;245;270;100;30;605
1406;78 Uitzendbureaus en arbeidsbemiddeling;2016;755;285;320;135;35;725
1407;78 Uitzendbureaus en arbeidsbemiddeling;2017;840;320;340;160;30;810
1408;78 Uitzendbureaus en arbeidsbemiddeling;2018;1020;400;390;205;35;985
1409;78 Uitzendbureaus en arbeidsbemiddeling;2019;685;265;275;130;30;655
1410;78 Uitzendbureaus en arbeidsbemiddeling;2020;455;195;185;65;20;435
1411;78 Uitzendbureaus en arbeidsbemiddeling;2021;350;160;135;40;10;340
1412;78 Uitzendbureaus en arbeidsbemiddeling;2022;495;230;180;70;10;485
1413;78 Uitzendbureaus en arbeidsbemiddeling;2023;600;250;255;90;15;590
1414;79 Reisbureaus, reisorganisatie en -info;2010;30;20;5;0;0;30
1415;79 Reisbureaus, reisorganisatie en -info;2011;25;15;5;0;0;25
1416;79 Reisbureaus, reisorganisatie en -info;2012;20;15;5;0;0;20
1417;79 Reisbureaus, reisorganisatie en -info;2013;25;15;5;0;0;25
1418;79 Reisbureaus, reisorganisatie en -info;2014;30;15;10;0;0;25
1419;79 Reisbureaus, reisorganisatie en -info;2015;30;20;5;0;0;25
1420;79 Reisbureaus, reisorganisatie en -info;2016;30;20;5;5;0;30
1421;79 Reisbureaus, reisorganisatie en -info;2017;30;20;5;0;0;30
1422;79 Reisbureaus, reisorganisatie en -info;2018;35;25;10;0;0;35
1423;79 Reisbureaus, reisorganisatie en -info;2019;30;25;5;0;0;30
1424;79 Reisbureaus, reisorganisatie en -info;2020;15;10;0;0;0;15
1425;79 Reisbureaus, reisorganisatie en -info;2021;10;10;5;0;0;10
1426;79 Reisbureaus, reisorganisatie en -info;2022;20;15;5;0;0;20
1427;79 Reisbureaus, reisorganisatie en -info;2023;30;25;5;0;0;30
1428;80 Beveiligings- en opsporingsdiensten;2010;50;35;10;0;5;45
1429;80 Beveiligings- en opsporingsdiensten;2011;40;30;5;0;10;30
1430;80 Beveiligings- en opsporingsdiensten;2012;45;30;10;0;5;40
1431;80 Beveiligings- en opsporingsdiensten;2013;45;35;10;0;5;35
1432;80 Beveiligings- en opsporingsdiensten;2014;45;25;10;0;5;35
1433;80 Beveiligings- en opsporingsdiensten;2015;45;25;10;5;5;40
1434;80 Beveiligings- en opsporingsdiensten;2016;50;30;15;5;5;45
1435;80 Beveiligings- en opsporingsdiensten;2017;50;30;10;5;5;45
1436;80 Beveiligings- en opsporingsdiensten;2018;65;35;15;5;5;55
1437;80 Beveiligings- en opsporingsdiensten;2019;45;25;15;0;5;35
1438;80 Beveiligings- en opsporingsdiensten;2020;35;25;10;0;0;35
1439;80 Beveiligings- en opsporingsdiensten;2021;30;25;5;0;0;30
1440;80 Beveiligings- en opsporingsdiensten;2022;40;30;10;0;0;40
1441;80 Beveiligings- en opsporingsdiensten;2023;50;25;15;5;0;50
1442;81 Schoonmaakbedrijven, hoveniers e.d.;2010;180;120;35;5;55;125
1443;81 Schoonmaakbedrijven, hoveniers e.d.;2011;145;95;25;5;40;105
1444;81 Schoonmaakbedrijven, hoveniers e.d.;2012;155;100;35;5;35;115
1445;81 Schoonmaakbedrijven, hoveniers e.d.;2013;160;100;40;5;40;120
1446;81 Schoonmaakbedrijven, hoveniers e.d.;2014;150;85;40;5;30;120
1447;81 Schoonmaakbedrijven, hoveniers e.d.;2015;175;110;45;5;40;135
1448;81 Schoonmaakbedrijven, hoveniers e.d.;2016;185;120;35;5;50;130
1449;81 Schoonmaakbedrijven, hoveniers e.d.;2017;220;150;40;10;50;165
1450;81 Schoonmaakbedrijven, hoveniers e.d.;2018;255;175;50;10;60;200
1451;81 Schoonmaakbedrijven, hoveniers e.d.;2019;235;170;40;5;55;180
1452;81 Schoonmaakbedrijven, hoveniers e.d.;2020;220;160;40;5;50;170
1453;81 Schoonmaakbedrijven, hoveniers e.d.;2021;180;140;30;5;30;150
1454;81 Schoonmaakbedrijven, hoveniers e.d.;2022;185;130;40;5;30;150
1455;81 Schoonmaakbedrijven, hoveniers e.d.;2023;170;120;35;5;30;140
1456;82 Overige zakelijke dienstverlening;2010;60;30;15;5;5;55
1457;82 Overige zakelijke dienstverlening;2011;50;25;15;5;5;45
1458;82 Overige zakelijke dienstverlening;2012;65;40;20;5;5;60
1459;82 Overige zakelijke dienstverlening;2013;40;30;10;0;5;40
1460;82 Overige zakelijke dienstverlening;2014;45;25;15;5;5;45
1461;82 Overige zakelijke dienstverlening;2015;70;40;20;5;5;70
1462;82 Overige zakelijke dienstverlening;2016;75;45;20;10;5;70
1463;82 Overige zakelijke dienstverlening;2017;65;40;20;0;5;60
1464;82 Overige zakelijke dienstverlening;2018;90;60;20;5;5;85
1465;82 Overige zakelijke dienstverlening;2019;75;50;20;0;10;65
1466;82 Overige zakelijke dienstverlening;2020;75;50;20;5;5;70
1467;82 Overige zakelijke dienstverlening;2021;65;35;25;5;5;60
1468;82 Overige zakelijke dienstverlening;2022;90;60;20;10;0;90
1469;82 Overige zakelijke dienstverlening;2023;80;50;20;5;0;75
1470;O-Q Overheid en zorg;2010;1180;580;340;185;120;1065
1471;O-Q Overheid en zorg;2011;1045;565;285;155;135;915
1472;O-Q Overheid en zorg;2012;850;465;215;115;130;715
1473;O-Q Overheid en zorg;2013;685;400;155;95;105;580
1474;O-Q Overheid en zorg;2014;615;375;125;65;105;510
1475;O-Q Overheid en zorg;2015;680;410;150;60;90;590
1476;O-Q Overheid en zorg;2016;900;570;180;75;140;765
1477;O-Q Overheid en zorg;2017;1115;690;240;105;170;950
1478;O-Q Overheid en zorg;2018;1325;820;275;115;225;1105
1479;O-Q Overheid en zorg;2019;1350;855;300;115;210;1140
1480;O-Q Overheid en zorg;2020;1345;855;315;110;220;1125
1481;O-Q Overheid en zorg;2021;1415;880;320;135;205;1210
1482;O-Q Overheid en zorg;2022;1405;920;285;110;215;1195
1483;O-Q Overheid en zorg;2023;1425;945;295;115;200;1225
1484;O Openbaar bestuur en overheidsdiensten;2010;40;0;20;20;0;40
1485;O Openbaar bestuur en overheidsdiensten;2011;35;5;15;20;0;35
1486;O Openbaar bestuur en overheidsdiensten;2012;30;0;10;20;0;30
1487;O Openbaar bestuur en overheidsdiensten;2013;30;0;10;20;0;30
1488;O Openbaar bestuur en overheidsdiensten;2014;20;0;10;10;0;20
1489;O Openbaar bestuur en overheidsdiensten;2015;30;0;15;15;0;30
1490;O Openbaar bestuur en overheidsdiensten;2016;45;5;25;20;0;45
1491;O Openbaar bestuur en overheidsdiensten;2017;45;0;15;30;0;45
1492;O Openbaar bestuur en overheidsdiensten;2018;50;0;15;30;0;50
1493;O Openbaar bestuur en overheidsdiensten;2019;40;0;20;15;0;40
1494;O Openbaar bestuur en overheidsdiensten;2020;35;5;15;15;0;35
1495;O Openbaar bestuur en overheidsdiensten;2021;50;10;20;20;0;50
1496;O Openbaar bestuur en overheidsdiensten;2022;35;10;10;15;0;35
1497;O Openbaar bestuur en overheidsdiensten;2023;35;5;15;20;0;35
1498;84 Openbaar bestuur en overheidsdiensten;2010;40;0;20;20;0;40
1499;84 Openbaar bestuur en overheidsdiensten;2011;35;5;15;20;0;35
1500;84 Openbaar bestuur en overheidsdiensten;2012;30;0;10;20;0;30
1501;84 Openbaar bestuur en overheidsdiensten;2013;30;0;10;20;0;30
1502;84 Openbaar bestuur en overheidsdiensten;2014;20;0;10;10;0;20
1503;84 Openbaar bestuur en overheidsdiensten;2015;30;0;15;15;0;30
1504;84 Openbaar bestuur en overheidsdiensten;2016;45;5;25;20;0;45
1505;84 Openbaar bestuur en overheidsdiensten;2017;45;0;15;30;0;45
1506;84 Openbaar bestuur en overheidsdiensten;2018;50;0;15;30;0;50
1507;84 Openbaar bestuur en overheidsdiensten;2019;40;0;20;15;0;40
1508;84 Openbaar bestuur en overheidsdiensten;2020;35;5;15;15;0;35
1509;84 Openbaar bestuur en overheidsdiensten;2021;50;10;20;20;0;50
1510;84 Openbaar bestuur en overheidsdiensten;2022;35;10;10;15;0;35
1511;84 Openbaar bestuur en overheidsdiensten;2023;35;5;15;20;0;35
1512;P Onderwijs;2010;170;75;40;25;10;160
1513;P Onderwijs;2011;160;85;40;25;10;150
1514;P Onderwijs;2012;130;65;35;15;10;120
1515;P Onderwijs;2013;120;65;30;15;10;105
1516;P Onderwijs;2014;100;50;30;10;10;90
1517;P Onderwijs;2015;125;70;25;10;10;115
1518;P Onderwijs;2016;175;105;30;20;10;165
1519;P Onderwijs;2017;210;115;50;15;10;195
1520;P Onderwijs;2018;255;135;60;25;20;235
1521;P Onderwijs;2019;245;130;65;25;15;225
1522;P Onderwijs;2020;225;125;60;25;20;205
1523;P Onderwijs;2021;215;110;55;30;25;190
1524;P Onderwijs;2022;235;130;50;35;20;215
1525;P Onderwijs;2023;240;130;60;30;20;220
1526;85 Onderwijs;2010;170;75;40;25;10;160
1527;85 Onderwijs;2011;160;85;40;25;10;150
1528;85 Onderwijs;2012;130;65;35;15;10;120
1529;85 Onderwijs;2013;120;65;30;15;10;105
1530;85 Onderwijs;2014;100;50;30;10;10;90
1531;85 Onderwijs;2015;125;70;25;10;10;115
1532;85 Onderwijs;2016;175;105;30;20;10;165
1533;85 Onderwijs;2017;210;115;50;15;10;195
1534;85 Onderwijs;2018;255;135;60;25;20;235
1535;85 Onderwijs;2019;245;130;65;25;15;225
1536;85 Onderwijs;2020;225;125;60;25;20;205
1537;85 Onderwijs;2021;215;110;55;30;25;190
1538;85 Onderwijs;2022;235;130;50;35;20;215
1539;85 Onderwijs;2023;240;130;60;30;20;220
1540;Q Gezondheids- en welzijnszorg;2010;975;500;280;140;105;865
1541;Q Gezondheids- en welzijnszorg;2011;850;475;230;110;125;730
1542;Q Gezondheids- en welzijnszorg;2012;690;400;170;75;120;565
1543;Q Gezondheids- en welzijnszorg;2013;535;330;120;55;90;440
1544;Q Gezondheids- en welzijnszorg;2014;495;325;85;45;95;400
1545;Q Gezondheids- en welzijnszorg;2015;530;340;110;35;80;450
1546;Q Gezondheids- en welzijnszorg;2016;680;460;125;40;130;550
1547;Q Gezondheids- en welzijnszorg;2017;865;575;175;60;155;705
1548;Q Gezondheids- en welzijnszorg;2018;1020;685;200;60;205;815
1549;Q Gezondheids- en welzijnszorg;2019;1070;720;215;70;190;875
1550;Q Gezondheids- en welzijnszorg;2020;1080;725;235;70;200;885
1551;Q Gezondheids- en welzijnszorg;2021;1150;760;250;85;180;970
1552;Q Gezondheids- en welzijnszorg;2022;1135;785;225;60;190;945
1553;Q Gezondheids- en welzijnszorg;2023;1150;810;220;65;185;970
1554;86 Gezondheidszorg;2010;235;140;45;35;40;200
1555;86 Gezondheidszorg;2011;240;160;45;25;50;195
1556;86 Gezondheidszorg;2012;240;160;40;15;50;185
1557;86 Gezondheidszorg;2013;220;155;40;15;45;175
1558;86 Gezondheidszorg;2014;220;145;35;20;45;170
1559;86 Gezondheidszorg;2015;215;135;45;15;40;180
1560;86 Gezondheidszorg;2016;275;190;45;20;65;210
1561;86 Gezondheidszorg;2017;340;235;65;20;75;265
1562;86 Gezondheidszorg;2018;390;280;70;15;100;295
1563;86 Gezondheidszorg;2019;385;275;65;20;85;300
1564;86 Gezondheidszorg;2020;400;275;75;20;85;315
1565;86 Gezondheidszorg;2021;430;290;85;20;85;345
1566;86 Gezondheidszorg;2022;450;310;90;15;90;360
1567;86 Gezondheidszorg;2023;480;345;80;25;95;385
1568;87-88 Verzorging en welzijn;2010;735;360;240;105;70;670
1569;87-88 Verzorging en welzijn;2011;610;310;185;90;75;535
1570;87-88 Verzorging en welzijn;2012;450;235;130;60;70;380
1571;87-88 Verzorging en welzijn;2013;315;180;80;40;45;265
1572;87-88 Verzorging en welzijn;2014;275;180;50;25;50;230
1573;87-88 Verzorging en welzijn;2015;315;205;65;20;45;270
1574;87-88 Verzorging en welzijn;2016;405;270;75;20;65;340
1575;87-88 Verzorging en welzijn;2017;525;340;110;40;80;440
1576;87-88 Verzorging en welzijn;2018;630;405;130;45;105;525
1577;87-88 Verzorging en welzijn;2019;685;445;150;50;105;575
1578;87-88 Verzorging en welzijn;2020;680;445;160;50;115;570
1579;87-88 Verzorging en welzijn;2021;720;465;165;65;95;625
1580;87-88 Verzorging en welzijn;2022;690;475;135;45;100;585
1581;87-88 Verzorging en welzijn;2023;675;460;145;40;90;585
1582;87 Verpleging en zorg met overnachting;2010;135;25;55;55;5;130
1583;87 Verpleging en zorg met overnachting;2011;115;20;50;45;5;110
1584;87 Verpleging en zorg met overnachting;2012;100;25;40;35;10;90
1585;87 Verpleging en zorg met overnachting;2013;80;30;25;25;10;70
1586;87 Verpleging en zorg met overnachting;2014;70;40;15;15;15;60
1587;87 Verpleging en zorg met overnachting;2015;60;35;10;10;10;55
1588;87 Verpleging en zorg met overnachting;2016;70;45;10;10;15;55
1589;87 Verpleging en zorg met overnachting;2017;85;50;15;10;10;75
1590;87 Verpleging en zorg met overnachting;2018;120;75;20;15;20;100
1591;87 Verpleging en zorg met overnachting;2019;145;90;30;20;20;125
1592;87 Verpleging en zorg met overnachting;2020;145;85;30;20;15;125
1593;87 Verpleging en zorg met overnachting;2021;165;90;40;25;10;155
1594;87 Verpleging en zorg met overnachting;2022;135;90;25;15;10;125
1595;87 Verpleging en zorg met overnachting;2023;130;85;25;15;15;115
1596;88 Welzijnszorg zonder overnachting;2010;600;335;185;50;65;535
1597;88 Welzijnszorg zonder overnachting;2011;495;290;140;45;70;425
1598;88 Welzijnszorg zonder overnachting;2012;350;210;90;25;60;290
1599;88 Welzijnszorg zonder overnachting;2013;235;150;55;15;40;195
1600;88 Welzijnszorg zonder overnachting;2014;205;140;35;10;35;170
1601;88 Welzijnszorg zonder overnachting;2015;255;165;50;10;35;215
1602;88 Welzijnszorg zonder overnachting;2016;335;225;65;10;50;285
1603;88 Welzijnszorg zonder overnachting;2017;435;290;95;30;70;365
1604;88 Welzijnszorg zonder overnachting;2018;510;330;105;30;90;420
1605;88 Welzijnszorg zonder overnachting;2019;540;355;120;30;85;455
1606;88 Welzijnszorg zonder overnachting;2020;540;360;130;30;95;440
1607;88 Welzijnszorg zonder overnachting;2021;555;380;125;35;80;470
1608;88 Welzijnszorg zonder overnachting;2022;550;385;105;30;90;460
1609;88 Welzijnszorg zonder overnachting;2023;545;375;120;25;75;470
1610;R-U Cultuur, recreatie, overige diensten;2010;470;305;65;10;60;410
1611;R-U Cultuur, recreatie, overige diensten;2011;400;275;50;10;50;350
1612;R-U Cultuur, recreatie, overige diensten;2012;335;230;40;5;55;285
1613;R-U Cultuur, recreatie, overige diensten;2013;305;205;40;5;40;265
1614;R-U Cultuur, recreatie, overige diensten;2014;290;195;35;5;35;255
1615;R-U Cultuur, recreatie, overige diensten;2015;330;230;40;10;40;290
1616;R-U Cultuur, recreatie, overige diensten;2016;400;270;50;10;50;350
1617;R-U Cultuur, recreatie, overige diensten;2017;410;275;60;10;55;360
1618;R-U Cultuur, recreatie, overige diensten;2018;555;355;65;10;80;475
1619;R-U Cultuur, recreatie, overige diensten;2019;445;315;70;5;50;395
1620;R-U Cultuur, recreatie, overige diensten;2020;340;240;60;5;35;310
1621;R-U Cultuur, recreatie, overige diensten;2021;340;245;55;5;20;320
1622;R-U Cultuur, recreatie, overige diensten;2022;415;280;65;5;35;380
1623;R-U Cultuur, recreatie, overige diensten;2023;635;430;95;10;55;580
1624;R Cultuur, sport en recreatie;2010;260;160;30;5;40;220
1625;R Cultuur, sport en recreatie;2011;220;140;25;5;30;190
1626;R Cultuur, sport en recreatie;2012;195;120;20;0;35;155
1627;R Cultuur, sport en recreatie;2013;180;110;20;5;30;150
1628;R Cultuur, sport en recreatie;2014;175;110;20;5;20;155
1629;R Cultuur, sport en recreatie;2015;175;115;20;5;20;155
1630;R Cultuur, sport en recreatie;2016;205;130;20;5;25;180
1631;R Cultuur, sport en recreatie;2017;210;140;20;5;25;185
1632;R Cultuur, sport en recreatie;2018;330;190;35;5;50;280
1633;R Cultuur, sport en recreatie;2019;245;165;35;5;30;215
1634;R Cultuur, sport en recreatie;2020;175;115;30;5;15;155
1635;R Cultuur, sport en recreatie;2021;165;115;25;0;10;155
1636;R Cultuur, sport en recreatie;2022;255;165;35;0;20;235
1637;R Cultuur, sport en recreatie;2023;445;290;65;5;40;405
1638;90 Kunst;2010;50;40;5;0;5;45
1639;90 Kunst;2011;35;30;5;0;5;35
1640;90 Kunst;2012;25;20;0;0;5;20
1641;90 Kunst;2013;35;25;5;0;5;35
1642;90 Kunst;2014;35;25;5;0;5;30
1643;90 Kunst;2015;30;25;0;0;5;30
1644;90 Kunst;2016;45;35;0;0;5;40
1645;90 Kunst;2017;50;40;5;0;5;45
1646;90 Kunst;2018;85;60;15;0;10;75
1647;90 Kunst;2019;60;50;10;0;5;55
1648;90 Kunst;2020;45;35;10;0;5;40
1649;90 Kunst;2021;40;35;5;0;0;40
1650;90 Kunst;2022;65;50;5;0;0;60
1651;90 Kunst;2023;95;80;10;0;5;90
1652;91 Bibliotheken, musea en natuurbehoud;2010;25;10;10;0;0;20
1653;91 Bibliotheken, musea en natuurbehoud;2011;15;5;5;0;0;15
1654;91 Bibliotheken, musea en natuurbehoud;2012;15;5;5;0;0;15
1655;91 Bibliotheken, musea en natuurbehoud;2013;15;10;5;0;0;15
1656;91 Bibliotheken, musea en natuurbehoud;2014;20;10;5;0;0;20
1657;91 Bibliotheken, musea en natuurbehoud;2015;15;5;5;0;0;15
1658;91 Bibliotheken, musea en natuurbehoud;2016;25;10;5;0;0;20
1659;91 Bibliotheken, musea en natuurbehoud;2017;20;10;5;0;5;20
1660;91 Bibliotheken, musea en natuurbehoud;2018;25;15;5;0;5;25
1661;91 Bibliotheken, musea en natuurbehoud;2019;25;15;5;0;0;20
1662;91 Bibliotheken, musea en natuurbehoud;2020;20;10;5;0;0;20
1663;91 Bibliotheken, musea en natuurbehoud;2021;25;20;5;0;0;25
1664;91 Bibliotheken, musea en natuurbehoud;2022;40;30;5;0;0;40
1665;91 Bibliotheken, musea en natuurbehoud;2023;55;45;10;0;0;55
1666;92 Loterijen en kansspelen;2010;5;5;0;0;0;5
1667;92 Loterijen en kansspelen;2011;5;0;0;0;0;5
1668;92 Loterijen en kansspelen;2012;5;5;0;0;0;5
1669;92 Loterijen en kansspelen;2013;5;5;0;0;0;5
1670;92 Loterijen en kansspelen;2014;5;5;0;0;0;5
1671;92 Loterijen en kansspelen;2015;5;5;0;0;0;5
1672;92 Loterijen en kansspelen;2016;5;5;0;0;0;5
