ID;HerkomstVanUitvoer;Perioden;UitvoerVanGoederenEnDiensten_1;UitvoerVanGoederen_2;UitvoerVanDiensten_3;UitvoerVanGoederenEnDiensten_4;UitvoerVanGoederen_5;UitvoerVanDiensten_6;UitvoerVanGoederenEnDiensten_7;UitvoerVanGoederen_8;UitvoerVanDiensten_9;UitvoerVanGoederenEnDiensten_10;UitvoerVanGoederen_11;UitvoerVanDiensten_12
729;28 Machine-industrie;1998;7717;7447;270;9195.0;8874.0;319.0;4.0;3.5;19.1;83.9;83.9;84.7
730;28 Machine-industrie;1999;7640;7362;278;9096.0;8770.0;323.0;-1.1;-1.2;1.5;84.0;83.9;85.9
731;28 Machine-industrie;2000;8984;8657;327;10430.0;10058.0;370.0;14.7;14.7;14.4;86.1;86.1;88.4
732;28 Machine-industrie;2001;8552;8174;378;9682.0;9257.0;421.0;-7.2;-8.0;13.8;88.3;88.3;89.8
733;28 Machine-industrie;2002;9957;9547;410;11127.0;10671.0;452.0;14.9;15.3;7.4;89.5;89.5;90.7
734;28 Machine-industrie;2003;9504;9084;420;10615.0;10150.0;461.0;-4.6;-4.9;2.0;89.5;89.5;91.1
735;28 Machine-industrie;2004;10781;10425;356;11926.0;11539.0;384.0;12.3;13.7;-16.7;90.4;90.3;92.7
736;28 Machine-industrie;2005;11036;10713;323;12027.0;11681.0;345.0;0.9;1.2;-10.1;91.8;91.7;93.6
737;28 Machine-industrie;2006;12755;12428;327;13567.0;13222.0;344.0;12.8;13.2;-0.3;94.0;94.0;95.0
738;28 Machine-industrie;2007;13358;13054;304;14004.0;13689.0;315.0;3.2;3.5;-8.6;95.4;95.4;96.6
739;28 Machine-industrie;2008;11907;11624;283;12222.0;11935.0;287.0;-12.7;-12.8;-8.9;97.4;97.4;98.7
740;28 Machine-industrie;2009;9548;9316;232;9696.0;9462.0;234.0;-20.7;-20.7;-18.4;98.5;98.5;99.1
741;28 Machine-industrie;2010;12121;11894;227;12121.0;11894.0;227.0;25.0;25.7;-3.0;100.0;100.0;100.0
742;28 Machine-industrie;2011;15176;14906;270;15091.0;14824.0;267.0;24.5;24.6;17.6;100.6;100.6;101.1
743;28 Machine-industrie;2012;13737;13402;335;13522.0;13191.0;330.0;-10.4;-11.0;23.7;101.6;101.6;101.4
744;28 Machine-industrie;2013;14210;13847;363;13897.0;13542.0;354.0;2.8;2.7;7.2;102.3;102.2;102.6
745;28 Machine-industrie;2014;15370;15026;344;14915.0;14584.0;331.0;7.3;7.7;-6.6;103.1;103.0;104.1
746;28 Machine-industrie;2015;15281;14907;374;14663.0;14313.0;349.0;-1.7;-1.9;5.5;104.2;104.1;107.2
747;28 Machine-industrie;2016;15213;14843;370;14481.0;14137.0;343.0;-1.2;-1.2;-1.6;105.1;105.0;107.8
748;29-30 Transportmiddelenindustrie;1995;3591;3206;385;4481.0;4027.0;440.0;;;;80.1;79.6;87.5
749;29-30 Transportmiddelenindustrie;1996;4364;4026;338;5306.0;4901.0;400.0;18.4;21.7;-9.1;82.3;82.1;84.5
750;29-30 Transportmiddelenindustrie;1997;5096;4762;334;6024.0;5629.0;392.0;13.5;14.9;-2.1;84.6;84.6;85.3
751;29-30 Transportmiddelenindustrie;1998;6393;6046;347;7415.0;7018.0;394.0;23.1;24.7;0.6;86.2;86.2;88.1
752;29-30 Transportmiddelenindustrie;1999;7265;6924;341;8324.0;7934.0;387.0;12.2;13.0;-1.7;87.3;87.3;88.1
753;29-30 Transportmiddelenindustrie;2000;7932;7583;349;8878.0;8483.0;393.0;6.7;6.9;1.5;89.3;89.4;88.9
754;29-30 Transportmiddelenindustrie;2001;7741;7372;369;8574.0;8162.0;410.0;-3.4;-3.8;4.3;90.3;90.3;90.1
755;29-30 Transportmiddelenindustrie;2002;7979;7586;393;8773.0;8341.0;430.0;2.3;2.2;4.9;90.9;90.9;91.5
756;29-30 Transportmiddelenindustrie;2003;7843;7458;385;8537.0;8115.0;419.0;-2.7;-2.7;-2.5;91.9;91.9;92.0
757;29-30 Transportmiddelenindustrie;2004;8289;7859;430;8678.0;8215.0;461.0;1.7;1.2;10.1;95.5;95.7;93.3
758;29-30 Transportmiddelenindustrie;2005;8163;7707;456;8495.0;8011.0;483.0;-2.1;-2.5;4.7;96.1;96.2;94.5
759;29-30 Transportmiddelenindustrie;2006;8877;8370;507;9128.0;8596.0;530.0;7.4;7.3;9.9;97.3;97.4;95.6
760;29-30 Transportmiddelenindustrie;2007;10513;9912;601;10583.0;9962.0;619.0;15.9;15.9;16.8;99.3;99.5;97.1
761;29-30 Transportmiddelenindustrie;2008;10452;9846;606;10242.0;9629.0;612.0;-3.2;-3.3;-1.2;102.0;102.3;99.0
762;29-30 Transportmiddelenindustrie;2009;7077;6659;418;7085.0;6659.0;425.0;-30.8;-30.8;-30.5;99.9;100.0;98.3
763;29-30 Transportmiddelenindustrie;2010;7080;6598;482;7080.0;6598.0;482.0;-0.1;-0.9;13.4;100.0;100.0;100.0
764;29-30 Transportmiddelenindustrie;2011;7669;7191;478;7593.0;7125.0;468.0;7.2;8.0;-2.9;101.0;100.9;102.1
765;29-30 Transportmiddelenindustrie;2012;8541;8047;494;8359.0;7882.0;478.0;10.1;10.6;2.1;102.2;102.1;103.4
766;29-30 Transportmiddelenindustrie;2013;8788;8231;557;8521.0;7986.0;535.0;1.9;1.3;11.9;103.1;103.1;104.1
767;29-30 Transportmiddelenindustrie;2014;9765;9223;542;9479.0;8967.0;513.0;11.2;12.3;-4.1;103.0;102.9;105.7
768;29-30 Transportmiddelenindustrie;2015;12642;12054;588;12138.0;11611.0;532.0;28.1;29.5;3.7;104.1;103.8;110.6
769;29-30 Transportmiddelenindustrie;2016;15376;14744;632;14674.0;14118.0;566.0;20.9;21.6;6.5;104.8;104.4;111.7
770;29 Auto- en aanhangwagenindustrie;1995;2453;2285;168;3091.0;2902.0;179.0;;;;79.4;78.7;93.8
771;29 Auto- en aanhangwagenindustrie;1996;3143;2973;170;3787.0;3602.0;181.0;22.5;24.1;1.2;83.0;82.5;93.8
772;29 Auto- en aanhangwagenindustrie;1997;3912;3741;171;4588.0;4406.0;181.0;21.1;22.3;0.0;85.3;84.9;94.3
773;29 Auto- en aanhangwagenindustrie;1998;4899;4720;179;5677.0;5492.0;189.0;23.7;24.6;4.1;86.3;85.9;94.8
774;29 Auto- en aanhangwagenindustrie;1999;5607;5423;184;6424.0;6238.0;193.0;13.2;13.6;2.2;87.3;86.9;95.4
775;29 Auto- en aanhangwagenindustrie;2000;5751;5564;187;6397.0;6208.0;195.0;-0.4;-0.5;1.1;89.9;89.6;95.9
776;29 Auto- en aanhangwagenindustrie;2001;5481;5286;195;6129.0;5930.0;203.0;-4.2;-4.5;4.3;89.4;89.1;95.9
777;29 Auto- en aanhangwagenindustrie;2002;5772;5582;190;6414.0;6223.0;197.0;4.7;4.9;-3.1;90.0;89.7;96.4
778;29 Auto- en aanhangwagenindustrie;2003;5529;5325;204;6102.0;5894.0;212.0;-4.9;-5.3;7.4;90.6;90.3;96.4
779;29 Auto- en aanhangwagenindustrie;2004;5815;5586;229;6129.0;5895.0;237.0;0.5;0.0;11.8;94.9;94.8;96.8
780;29 Auto- en aanhangwagenindustrie;2005;5486;5239;247;5775.0;5524.0;253.0;-5.8;-6.3;7.0;95.0;94.8;97.6
781;29 Auto- en aanhangwagenindustrie;2006;5911;5651;260;6169.0;5907.0;264.0;6.8;6.9;4.5;95.8;95.7;98.4
782;29 Auto- en aanhangwagenindustrie;2007;6495;6184;311;6649.0;6337.0;313.0;7.8;7.3;18.5;97.7;97.6;99.3
783;29 Auto- en aanhangwagenindustrie;2008;6435;6122;313;6422.0;6108.0;315.0;-3.4;-3.6;0.6;100.2;100.2;99.3
784;29 Auto- en aanhangwagenindustrie;2009;3216;3070;146;3244.0;3099.0;146.0;-49.5;-49.3;-53.7;99.1;99.1;100.0
785;29 Auto- en aanhangwagenindustrie;2010;3438;3227;211;3438.0;3227.0;211.0;6.0;4.1;44.5;100.0;100.0;100.0
786;29 Auto- en aanhangwagenindustrie;2011;4536;4293;243;4481.0;4241.0;240.0;30.3;31.4;13.7;101.2;101.2;101.3
787;29 Auto- en aanhangwagenindustrie;2012;4134;3886;248;4048.0;3805.0;243.0;-9.7;-10.3;1.2;102.1;102.1;102.1
788;29 Auto- en aanhangwagenindustrie;2013;4503;4214;289;4376.0;4094.0;282.0;8.1;7.6;16.1;102.9;102.9;102.4
789;29 Auto- en aanhangwagenindustrie;2014;4786;4530;256;4673.0;4425.0;248.0;6.8;8.1;-12.1;102.4;102.4;103.2
790;29 Auto- en aanhangwagenindustrie;2015;7266;6984;282;7017.0;6747.0;270.0;50.2;52.5;9.0;103.5;103.5;104.3
791;29 Auto- en aanhangwagenindustrie;2016;9346;9017;329;8972.0;8660.0;312.0;27.9;28.4;15.6;104.2;104.1;105.3
792;30 Overige transportmiddelenindustrie;1995;1138;921;217;1429.0;1164.0;269.0;;;;79.6;79.1;80.7
793;30 Overige transportmiddelenindustrie;1996;1221;1053;168;1565.0;1347.0;223.0;9.5;15.7;-17.1;78.0;78.2;75.3
794;30 Overige transportmiddelenindustrie;1997;1184;1021;163;1471.0;1263.0;214.0;-6.0;-6.3;-4.2;80.5;80.9;76.2
795;30 Overige transportmiddelenindustrie;1998;1494;1326;168;1779.0;1576.0;207.0;20.9;24.8;-3.1;84.0;84.2;81.0
796;30 Overige transportmiddelenindustrie;1999;1658;1501;157;1944.0;1752.0;195.0;9.2;11.2;-6.0;85.3;85.7;80.5
797;30 Overige transportmiddelenindustrie;2000;2181;2019;162;2539.0;2341.0;199.0;30.6;33.6;1.9;85.9;86.2;81.5
798;30 Overige transportmiddelenindustrie;2001;2260;2086;174;2503.0;2297.0;207.0;-1.4;-1.9;4.3;90.3;90.8;83.9
799;30 Overige transportmiddelenindustrie;2002;2207;2004;203;2420.0;2188.0;236.0;-3.3;-4.7;13.8;91.2;91.6;86.1
800;30 Overige transportmiddelenindustrie;2003;2314;2133;181;2493.0;2286.0;208.0;3.0;4.5;-11.8;92.8;93.3;87.0
801;30 Overige transportmiddelenindustrie;2004;2474;2273;201;2606.0;2383.0;225.0;4.5;4.2;8.3;94.9;95.4;89.2
802;30 Overige transportmiddelenindustrie;2005;2677;2468;209;2775.0;2547.0;230.0;6.5;6.9;2.0;96.5;96.9;91.0
803;30 Overige transportmiddelenindustrie;2006;2966;2719;247;3018.0;2754.0;267.0;8.7;8.1;16.3;98.3;98.7;92.5
804;30 Overige transportmiddelenindustrie;2007;4018;3728;290;3990.0;3683.0;307.0;32.2;33.8;15.0;100.7;101.2;94.4
805;30 Overige transportmiddelenindustrie;2008;4017;3724;293;3874.0;3578.0;298.0;-2.9;-2.9;-3.1;103.7;104.1;98.5
806;30 Overige transportmiddelenindustrie;2009;3861;3589;272;3838.0;3557.0;280.0;-0.9;-0.6;-5.8;100.6;100.9;97.0
807;30 Overige transportmiddelenindustrie;2010;3642;3371;271;3642.0;3371.0;271.0;-5.1;-5.2;-3.3;100.0;100.0;100.0
808;30 Overige transportmiddelenindustrie;2011;3133;2898;235;3112.0;2884.0;228.0;-14.6;-14.4;-15.9;100.7;100.5;103.1
809;30 Overige transportmiddelenindustrie;2012;4407;4161;246;4316.0;4083.0;235.0;38.7;41.6;3.0;102.1;101.9;104.8
810;30 Overige transportmiddelenindustrie;2013;4285;4017;268;4149.0;3898.0;253.0;-3.9;-4.5;7.7;103.3;103.1;106.0
811;30 Overige transportmiddelenindustrie;2014;4979;4693;286;4811.0;4549.0;264.0;15.9;16.7;4.5;103.5;103.2;108.2
812;30 Overige transportmiddelenindustrie;2015;5376;5070;306;5138.0;4880.0;261.0;6.8;7.3;-1.0;104.6;103.9;117.0
813;30 Overige transportmiddelenindustrie;2016;6030;5727;303;5728.0;5480.0;256.0;11.5;12.3;-2.0;105.3;104.5;118.2
814;31-33 Overige industrie en reparatie;1995;2437;1755;682;2472.0;1647.0;852.0;;;;98.6;106.5;80.0
815;31-33 Overige industrie en reparatie;1996;2679;1924;755;2710.0;1797.0;946.0;9.6;9.1;11.0;98.9;107.0;79.8
816;31-33 Overige industrie en reparatie;1997;2831;2103;728;2843.0;1953.0;901.0;4.9;8.7;-4.8;99.6;107.7;80.8
817;31-33 Overige industrie en reparatie;1998;3119;2222;897;3129.0;2091.0;1071.0;10.1;7.0;18.8;99.7;106.3;83.8
818;31-33 Overige industrie en reparatie;1999;3346;2459;887;3338.0;2327.0;1020.0;6.7;11.3;-4.7;100.2;105.7;86.9
819;31-33 Overige industrie en reparatie;2000;3794;2966;828;3694.0;2758.0;908.0;10.7;18.5;-11.0;102.7;107.6;91.2
820;31-33 Overige industrie en reparatie;2001;3845;2981;864;3871.0;2854.0;992.0;4.8;3.5;9.3;99.3;104.4;87.1
821;31-33 Overige industrie en reparatie;2002;3886;2951;935;3933.0;2860.0;1056.0;1.6;0.2;6.5;98.8;103.2;88.5
822;31-33 Overige industrie en reparatie;2003;3694;2732;962;3749.0;2652.0;1094.0;-4.7;-7.3;3.5;98.5;103.0;88.0
823;31-33 Overige industrie en reparatie;2004;3760;2728;1032;3881.0;2714.0;1169.0;3.5;2.3;6.9;96.9;100.5;88.3
824;31-33 Overige industrie en reparatie;2005;3667;2667;1000;3675.0;2588.0;1087.0;-5.3;-4.7;-7.0;99.8;103.1;92.0
825;31-33 Overige industrie en reparatie;2006;3762;2642;1120;3749.0;2561.0;1196.0;2.0;-1.0;10.0;100.4;103.1;93.7
826;31-33 Overige industrie en reparatie;2007;3815;2725;1090;3861.0;2708.0;1155.0;3.0;5.7;-3.4;98.8;100.6;94.3
827;31-33 Overige industrie en reparatie;2008;3735;2657;1078;3763.0;2664.0;1099.0;-2.5;-1.6;-4.9;99.3;99.7;98.1
828;31-33 Overige industrie en reparatie;2009;3016;2204;812;3044.0;2216.0;827.0;-19.1;-16.8;-24.8;99.1;99.5;98.2
829;31-33 Overige industrie en reparatie;2010;3186;2243;943;3186.0;2243.0;943.0;4.7;1.2;14.0;100.0;100.0;100.0
830;31-33 Overige industrie en reparatie;2011;3503;2437;1066;3428.0;2392.0;1036.0;7.6;6.6;9.9;102.2;101.9;102.9
831;31-33 Overige industrie en reparatie;2012;3723;2551;1172;3587.0;2466.0;1121.0;4.6;3.1;8.2;103.8;103.5;104.6
832;31-33 Overige industrie en reparatie;2013;3862;2594;1268;3688.0;2486.0;1201.0;2.8;0.8;7.2;104.7;104.3;105.6
833;31-33 Overige industrie en reparatie;2014;4043;2755;1288;3832.0;2645.0;1187.0;3.9;6.4;-1.2;105.5;104.2;108.5
834;31-33 Overige industrie en reparatie;2015;4182;2869;1313;3934.0;2732.0;1202.0;2.7;3.3;1.3;106.3;105.0;109.2
835;31-33 Overige industrie en reparatie;2016;4464;3115;1349;4193.0;2976.0;1220.0;6.6;8.9;1.4;106.5;104.7;110.6
836;31-32 Meubel- en overige industrie;1995;1700;1654;46;1577.0;1521.0;58.0;;;;107.8;108.7;79.1
837;31-32 Meubel- en overige industrie;1996;1885;1831;54;1738.0;1674.0;68.0;10.2;10.0;17.4;108.4;109.4;79.1
838;31-32 Meubel- en overige industrie;1997;2067;2011;56;1897.0;1829.0;72.0;9.1;9.2;5.6;109.0;110.0;77.7
839;31-32 Meubel- en overige industrie;1998;2174;2116;58;2028.0;1956.0;76.0;6.9;7.0;5.4;107.2;108.2;76.4
840;31-32 Meubel- en overige industrie;1999;2421;2358;63;2271.0;2192.0;83.0;12.0;12.1;8.6;106.6;107.6;76.4
841;31-32 Meubel- en overige industrie;2000;2922;2856;66;2693.0;2607.0;86.0;18.6;19.0;4.8;108.5;109.5;76.4
842;31-32 Meubel- en overige industrie;2001;2917;2851;66;2769.0;2684.0;85.0;2.8;2.9;-1.5;105.3;106.2;77.5
843;31-32 Meubel- en overige industrie;2002;2882;2814;68;2771.0;2684.0;88.0;0.1;0.0;3.0;104.0;104.8;77.5
844;31-32 Meubel- en overige industrie;2003;2663;2602;61;2567.0;2488.0;79.0;-7.4;-7.3;-10.3;103.7;104.6;77.5
845;31-32 Meubel- en overige industrie;2004;2658;2597;61;2626.0;2550.0;75.0;2.3;2.5;-4.9;101.2;101.9;81.5
846;31-32 Meubel- en overige industrie;2005;2590;2525;65;2496.0;2420.0;75.0;-5.0;-5.1;0.0;103.8;104.3;86.9
847;31-32 Meubel- en overige industrie;2006;2553;2484;69;2461.0;2385.0;75.0;-1.4;-1.4;0.0;103.7;104.1;92.2
848;31-32 Meubel- en overige industrie;2007;2602;2520;82;2577.0;2490.0;87.0;4.7;4.4;15.9;101.0;101.2;94.5
849;31-32 Meubel- en overige industrie;2008;2522;2446;76;2528.0;2450.0;78.0;-1.9;-1.6;-9.8;99.8;99.9;97.1
850;31-32 Meubel- en overige industrie;2009;2046;1984;62;2054.0;1990.0;64.0;-18.8;-18.8;-18.4;99.6;99.7;97.1
851;31-32 Meubel- en overige industrie;2010;2083;2014;69;2083.0;2014.0;69.0;1.4;1.2;8.1;100.0;100.0;100.0
852;31-32 Meubel- en overige industrie;2011;2233;2168;65;2190.0;2126.0;64.0;5.1;5.6;-7.2;102.0;102.0;101.6
853;31-32 Meubel- en overige industrie;2012;2363;2301;62;2279.0;2218.0;61.0;4.1;4.3;-4.6;103.7;103.7;101.6
854;31-32 Meubel- en overige industrie;2013;2418;2368;50;2311.0;2262.0;49.0;1.4;2.0;-19.4;104.6;104.7;101.6
855;31-32 Meubel- en overige industrie;2014;2545;2496;49;2437.0;2389.0;48.0;5.5;5.6;-2.0;104.4;104.5;101.6
856;31-32 Meubel- en overige industrie;2015;2681;2631;50;2548.0;2499.0;49.0;4.6;4.6;2.0;105.2;105.3;101.6
857;31-32 Meubel- en overige industrie;2016;2921;2872;49;2787.0;2738.0;48.0;9.4;9.6;-2.0;104.8;104.9;101.6
858;31 Meubelindustrie;1995;509;485;24;611.0;592.0;21.0;;;;83.4;81.9;115.5
859;31 Meubelindustrie;1996;523;496;27;614.0;592.0;23.0;0.6;0.0;12.5;85.1;83.7;115.5
860;31 Meubelindustrie;1997;530;501;29;617.0;590.0;27.0;0.4;-0.4;14.8;86.0;84.9;108.1
861;31 Meubelindustrie;1998;550;517;33;642.0;612.0;30.0;4.2;3.8;10.3;85.6;84.4;111.5
862;31 Meubelindustrie;1999;598;563;35;695.0;662.0;32.0;8.2;8.1;9.1;86.1;85.0;108.4
863;31 Meubelindustrie;2000;755;717;38;855.0;821.0;35.0;23.1;24.0;8.6;88.3;87.3;108.4
864;31 Meubelindustrie;2001;685;644;41;762.0;725.0;37.0;-10.9;-11.7;5.3;89.9;88.9;111.1
865;31 Meubelindustrie;2002;679;640;39;750.0;715.0;35.0;-1.6;-1.4;-4.9;90.5;89.6;111.1
866;31 Meubelindustrie;2003;583;551;32;635.0;606.0;29.0;-15.3;-15.2;-17.9;91.8;90.9;111.1
867;31 Meubelindustrie;2004;640;609;31;692.0;666.0;27.0;8.9;9.8;-6.3;92.5;91.5;114.8
868;31 Meubelindustrie;2005;622;594;28;648.0;625.0;24.0;-6.3;-6.1;-9.7;95.9;95.0;114.8
869;31 Meubelindustrie;2006;604;576;28;626.0;601.0;25.0;-3.5;-3.9;3.6;96.6;95.8;110.8
870;31 Meubelindustrie;2007;603;575;28;621.0;595.0;27.0;-0.7;-1.0;7.1;97.0;96.7;103.4
871;31 Meubelindustrie;2008;551;523;28;547.0;519.0;28.0;-11.9;-12.7;3.6;100.7;100.7;99.9
872;31 Meubelindustrie;2009;575;548;27;575.0;547.0;28.0;5.1;5.4;0.0;100.0;100.2;96.3
873;31 Meubelindustrie;2010;612;585;27;612.0;585.0;27.0;6.4;6.9;-3.7;100.0;100.0;100.0
874;31 Meubelindustrie;2011;598;574;24;588.0;565.0;23.0;-3.9;-3.4;-14.8;101.7;101.6;104.3
875;31 Meubelindustrie;2012;701;675;26;679.0;655.0;25.0;15.6;15.9;8.3;103.2;103.1;104.3
876;31 Meubelindustrie;2013;700;678;22;671.0;650.0;21.0;-1.3;-0.7;-15.4;104.4;104.4;104.3
877;31 Meubelindustrie;2014;710;690;20;677.0;658.0;19.0;1.0;1.3;-9.1;104.8;104.8;104.3
878;31 Meubelindustrie;2015;771;749;22;739.0;718.0;21.0;9.2;9.1;10.0;104.3;104.3;104.3
879;31 Meubelindustrie;2016;794;773;21;759.0;739.0;20.0;2.6;2.8;-4.5;104.7;104.7;104.3
880;32 Overige industrie;1995;1191;1169;22;1022.0;990.0;36.0;;;;116.5;118.0;60.3
881;32 Overige industrie;1996;1362;1335;27;1169.0;1131.0;45.0;14.4;14.2;22.7;116.5;118.0;60.3
882;32 Overige industrie;1997;1537;1510;27;1315.0;1276.0;43.0;12.5;12.8;-3.7;116.9;118.3;62.7
883;32 Overige industrie;1998;1624;1599;25;1419.0;1378.0;43.0;7.9;8.0;0.0;114.5;116.0;58.0
884;32 Overige industrie;1999;1823;1795;28;1607.0;1562.0;47.0;13.2;13.3;8.0;113.5;114.9;60.2
885;32 Overige industrie;2000;2167;2139;28;1882.0;1833.0;47.0;17.1;17.4;0.0;115.2;116.7;60.2
886;32 Overige industrie;2001;2232;2207;25;2025.0;1977.0;42.0;7.6;7.9;-10.7;110.2;111.6;60.2
887;32 Overige industrie;2002;2203;2174;29;2037.0;1985.0;48.0;0.6;0.4;16.0;108.2;109.5;60.2
888;32 Overige industrie;2003;2080;2051;29;1937.0;1887.0;48.0;-4.9;-5.0;0.0;107.4;108.7;60.2
889;32 Overige industrie;2004;2018;1988;30;1945.0;1896.0;47.0;0.4;0.5;-3.4;103.7;104.9;64.5
890;32 Overige industrie;2005;1968;1931;37;1857.0;1805.0;51.0;-4.6;-4.8;10.0;106.0;107.0;72.3
891;32 Overige industrie;2006;1949;1908;41;1843.0;1793.0;50.0;-0.7;-0.7;-2.7;105.7;106.4;82.3
892;32 Overige industrie;2007;1999;1945;54;1961.0;1901.0;61.0;6.4;6.0;22.0;102.0;102.3;88.9
893;32 Overige industrie;2008;1971;1923;48;1983.0;1932.0;51.0;1.2;1.6;-16.7;99.4;99.5;94.8
894;32 Overige industrie;2009;1471;1436;35;1479.0;1443.0;36.0;-25.4;-25.3;-29.2;99.5;99.5;97.6
895;32 Overige industrie;2010;1471;1429;42;1471.0;1429.0;42.0;-0.5;-1.0;17.1;100.0;100.0;100.0
896;32 Overige industrie;2011;1635;1594;41;1602.0;1561.0;41.0;8.9;9.2;-2.4;102.1;102.1;100.0
897;32 Overige industrie;2012;1662;1626;36;1600.0;1564.0;36.0;-0.1;0.2;-12.2;103.9;104.0;100.0
898;32 Overige industrie;2013;1718;1690;28;1640.0;1612.0;28.0;2.5;3.1;-22.2;104.7;104.8;100.0
899;32 Overige industrie;2014;1835;1806;29;1760.0;1730.0;29.0;7.3;7.3;3.6;104.3;104.4;100.0
900;32 Overige industrie;2015;1910;1882;28;1809.0;1780.0;28.0;2.8;2.9;-3.4;105.6;105.7;100.0
901;32 Overige industrie;2016;2127;2099;28;2027.0;1999.0;28.0;12.1;12.3;0.0;104.9;105.0;100.0
902;33 Reparatie en installatie van machines;1995;737;101;636;927.0;130.0;796.0;;;;79.5;77.5;79.9
903;33 Reparatie en installatie van machines;1996;794;93;701;1003.0;123.0;879.0;8.3;-5.9;10.5;79.1;75.8;79.7
904;33 Reparatie en installatie van machines;1997;764;92;672;952.0;120.0;830.0;-5.2;-2.2;-5.6;80.3;76.7;80.9
905;33 Reparatie en installatie van machines;1998;945;106;839;1128.0;130.0;996.0;18.6;8.7;19.9;83.7;81.3;84.2
906;33 Reparatie en installatie van machines;1999;925;101;824;1068.0;126.0;940.0;-5.4;-3.8;-5.6;86.6;80.5;87.6
907;33 Reparatie en installatie van machines;2000;872;110;762;960.0;135.0;825.0;-10.1;7.9;-12.3;90.8;81.2;92.4
908;33 Reparatie en installatie van machines;2001;928;130;798;1068.0;160.0;909.0;11.2;18.2;10.2;86.9;81.2;87.7
909;33 Reparatie en installatie van machines;2002;1004;137;867;1137.0;167.0;971.0;6.5;4.6;6.8;88.3;81.8;89.3
910;33 Reparatie en installatie van machines;2003;1031;130;901;1171.0;155.0;1016.0;3.0;-7.3;4.6;88.0;83.7;88.7
911;33 Reparatie en installatie van machines;2004;1102;131;971;1250.0;155.0;1094.0;6.7;0.0;7.7;88.2;84.4;88.8
912;33 Reparatie en installatie van machines;2005;1077;142;935;1174.0;161.0;1013.0;-6.1;3.8;-7.4;91.8;88.1;92.3
913;33 Reparatie en installatie van machines;2006;1209;158;1051;1292.0;171.0;1121.0;10.1;6.3;10.7;93.6;92.2;93.8
914;33 Reparatie en installatie van machines;2007;1213;205;1008;1285.0;217.0;1069.0;-0.6;26.6;-4.7;94.4;94.5;94.3
915;33 Reparatie en installatie van machines;2008;1213;211;1002;1234.0;214.0;1021.0;-4.0;-1.5;-4.5;98.3;98.7;98.2
916;33 Reparatie en installatie van machines;2009;970;220;750;989.0;226.0;763.0;-19.9;5.7;-25.2;98.1;97.4;98.3
917;33 Reparatie en installatie van machines;2010;1103;229;874;1103.0;229.0;874.0;11.5;1.4;14.5;100.0;100.0;100.0
918;33 Reparatie en installatie van machines;2011;1270;269;1001;1238.0;266.0;972.0;12.2;16.2;11.2;102.6;101.1;103.0
919;33 Reparatie en installatie van machines;2012;1360;250;1110;1307.0;247.0;1059.0;5.6;-7.1;9.0;104.0;101.1;104.8
920;33 Reparatie en installatie van machines;2013;1444;226;1218;1376.0;223.0;1151.0;5.3;-9.6;8.6;104.9;101.1;105.8
921;33 Reparatie en installatie van machines;2014;1498;259;1239;1395.0;256.0;1138.0;1.3;14.6;-1.1;107.4;101.1;108.9
922;33 Reparatie en installatie van machines;2015;1501;238;1263;1387.0;232.0;1152.0;-0.5;-9.3;1.3;108.2;102.4;109.6
923;33 Reparatie en installatie van machines;2016;1543;243;1300;1409.0;236.0;1171.0;1.6;1.7;1.6;109.5;102.8;111.0
924;D Energievoorziening;1995;79;2;77;101.0;;80.0;;;;78.0;;95.7
925;D Energievoorziening;1996;108;3;105;137.0;;109.0;35.4;50.0;35.1;78.7;;96.6
926;D Energievoorziening;1997;119;1;118;147.0;;119.0;7.4;-66.7;9.5;80.7;;99.1
927;D Energievoorziening;1998;107;0;107;133.0;0.0;108.0;-10.1;-100.0;-9.3;80.7;;99.1
928;D Energievoorziening;1999;109;5;104;133.0;8.0;105.0;0.0;;-2.8;82.2;63.8;99.1
929;D Energievoorziening;2000;177;62;115;207.0;89.0;114.0;56.0;1040.0;8.7;85.6;69.4;100.9
930;D Energievoorziening;2001;250;113;137;280.0;148.0;136.0;35.6;66.1;19.1;89.2;76.1;100.9
931;D Energievoorziening;2002;290;159;131;323.0;205.0;131.0;15.2;38.1;-3.6;89.8;77.6;100.1
932;D Energievoorziening;2003;292;161;131;318.0;193.0;136.0;-1.4;-5.7;3.8;91.7;83.3;96.5
933;D Energievoorziening;2004;306;174;132;382.0;251.0;146.0;19.9;29.8;7.6;80.2;69.3;90.3
934;D Energievoorziening;2005;480;284;196;482.0;280.0;213.0;26.1;11.5;45.5;99.7;101.5;92.2
935;D Energievoorziening;2006;574;371;203;518.0;310.0;218.0;7.5;10.9;2.6;110.9;119.6;93.1
936;D Energievoorziening;2007;537;330;207;489.0;285.0;216.0;-5.6;-8.1;-1.0;109.9;115.7;95.9
937;D Energievoorziening;2008;846;630;216;695.0;478.0;220.0;42.3;67.6;1.9;121.6;131.8;98.1
938;D Energievoorziening;2009;837;618;219;784.0;558.0;222.0;12.8;16.8;0.9;106.7;110.7;98.6
939;D Energievoorziening;2010;654;440;214;654.0;440.0;214.0;-16.6;-21.2;-3.7;100.0;100.0;100.0
940;D Energievoorziening;2011;597;469;128;520.0;393.0;127.0;-20.5;-10.7;-40.7;114.8;119.3;100.8
