ID;HerkomstVanUitvoer;Perioden;UitvoerVanGoederenEnDiensten_1;UitvoerVanGoederen_2;UitvoerVanDiensten_3;UitvoerVanGoederenEnDiensten_4;UitvoerVanGoederen_5;UitvoerVanDiensten_6;UitvoerVanGoederenEnDiensten_7;UitvoerVanGoederen_8;UitvoerVanDiensten_9;UitvoerVanGoederenEnDiensten_10;UitvoerVanGoederen_11;UitvoerVanDiensten_12
221;C Industrie;1996;80147;75908;4239;105332.0;100167.0;5194.0;2.4;2.2;5.0;76.1;75.8;81.6
222;C Industrie;1997;87500;82771;4729;111535.0;105808.0;5739.0;5.9;5.6;10.5;78.5;78.2;82.4
223;C Industrie;1998;89372;84511;4861;116538.0;110763.0;5799.0;4.5;4.7;1.0;76.7;76.3;83.8
224;C Industrie;1999;93786;88551;5235;122221.0;116090.0;6148.0;4.9;4.8;6.0;76.7;76.3;85.1
225;C Industrie;2000;110382;104771;5611;130269.0;123798.0;6497.0;6.6;6.6;5.7;84.7;84.6;86.4
226;C Industrie;2001;107684;102256;5428;126716.0;120566.0;6177.0;-2.7;-2.6;-4.9;85.0;84.8;87.9
227;C Industrie;2002;108259;102268;5991;129161.0;122488.0;6687.0;1.9;1.6;8.3;83.8;83.5;89.6
228;C Industrie;2003;106534;100439;6095;127222.0;120502.0;6724.0;-1.5;-1.6;0.6;83.7;83.4;90.6
229;C Industrie;2004;113463;106584;6879;131786.0;124252.0;7492.0;3.6;3.1;11.4;86.1;85.8;91.8
230;C Industrie;2005;122603;115156;7447;134537.0;126470.0;7999.0;2.1;1.8;6.8;91.1;91.1;93.1
231;C Industrie;2006;132515;124611;7904;139788.0;131343.0;8374.0;3.9;3.9;4.7;94.8;94.9;94.4
232;C Industrie;2007;140604;132357;8247;144285.0;135621.0;8590.0;3.2;3.3;2.6;97.4;97.6;96.0
233;C Industrie;2008;141863;133397;8466;138590.0;129878.0;8648.0;-3.9;-4.2;0.7;102.4;102.7;97.9
234;C Industrie;2009;115534;107321;8213;125215.0;116883.0;8296.0;-9.7;-10.0;-4.1;92.3;91.8;99.0
235;C Industrie;2010;135394;126921;8473;135394.0;126921.0;8473.0;8.1;8.6;2.1;100.0;100.0;100.0
236;C Industrie;2011;155885;146929;8956;144546.0;135699.0;8847.0;6.8;6.9;4.4;107.8;108.3;101.2
237;C Industrie;2012;162349;152718;9631;147390.0;137941.0;9479.0;2.0;1.7;7.1;110.1;110.7;101.6
238;C Industrie;2013;161297;151661;9636;149061.0;139649.0;9429.0;1.1;1.2;-0.5;108.2;108.6;102.2
239;C Industrie;2014;164183;154862;9321;155042.0;145969.0;9046.0;4.0;4.5;-4.1;105.9;106.1;103.0
240;C Industrie;2015;167150;157433;9717;163019.0;153815.0;9166.0;5.1;5.4;1.3;102.5;102.4;106.0
241;C Industrie;2016;169633;159364;10269;169933.0;160293.0;9598.0;4.2;4.2;4.7;99.8;99.4;107.0
242;10-12 Voedings-, genotmiddelenindustrie;1995;19668;19193;475;24465.0;23855.0;621.0;;;;80.4;80.5;76.4
243;10-12 Voedings-, genotmiddelenindustrie;1996;19340;18844;496;24174.0;23539.0;648.0;-1.2;-1.3;4.2;80.0;80.1;76.6
244;10-12 Voedings-, genotmiddelenindustrie;1997;20364;19832;532;24432.0;23758.0;688.0;1.1;0.9;6.3;83.4;83.5;77.3
245;10-12 Voedings-, genotmiddelenindustrie;1998;20714;20175;539;25197.0;24518.0;692.0;3.1;3.2;0.6;82.2;82.3;77.9
246;10-12 Voedings-, genotmiddelenindustrie;1999;20835;20280;555;26059.0;25368.0;705.0;3.4;3.5;1.9;80.0;79.9;78.7
247;10-12 Voedings-, genotmiddelenindustrie;2000;22382;21789;593;26701.0;25975.0;740.0;2.5;2.4;5.0;83.8;83.9;80.1
248;10-12 Voedings-, genotmiddelenindustrie;2001;22964;22350;614;26335.0;25599.0;750.0;-1.4;-1.4;1.3;87.2;87.3;81.8
249;10-12 Voedings-, genotmiddelenindustrie;2002;23401;22780;621;26814.0;26094.0;733.0;1.8;1.9;-2.3;87.3;87.3;84.7
250;10-12 Voedings-, genotmiddelenindustrie;2003;22838;22177;661;26316.0;25580.0;750.0;-1.9;-2.0;2.3;86.8;86.7;88.2
251;10-12 Voedings-, genotmiddelenindustrie;2004;22912;22241;671;26513.0;25779.0;747.0;0.7;0.8;-0.3;86.4;86.3;89.8
252;10-12 Voedings-, genotmiddelenindustrie;2005;23422;22737;685;27016.0;26291.0;740.0;1.9;2.0;-1.0;86.7;86.5;92.6
253;10-12 Voedings-, genotmiddelenindustrie;2006;23313;22413;900;26279.0;25327.0;950.0;-2.7;-3.7;28.5;88.7;88.5;94.7
254;10-12 Voedings-, genotmiddelenindustrie;2007;25651;24612;1039;27001.0;25921.0;1071.0;2.7;2.3;12.7;95.0;94.9;97.0
255;10-12 Voedings-, genotmiddelenindustrie;2008;26864;25766;1098;26756.0;25643.0;1104.0;-0.9;-1.1;3.1;100.4;100.5;99.5
256;10-12 Voedings-, genotmiddelenindustrie;2009;24654;23068;1586;26197.0;24613.0;1579.0;-2.1;-4.0;43.1;94.1;93.7;100.4
257;10-12 Voedings-, genotmiddelenindustrie;2010;27154;25579;1575;27154.0;25579.0;1575.0;3.7;3.9;-0.3;100.0;100.0;100.0
258;10-12 Voedings-, genotmiddelenindustrie;2011;29528;28030;1498;27602.0;26115.0;1487.0;1.6;2.1;-5.6;107.0;107.3;100.7
259;10-12 Voedings-, genotmiddelenindustrie;2012;31278;29658;1620;28593.0;26998.0;1598.0;3.6;3.4;7.5;109.4;109.9;101.4
260;10-12 Voedings-, genotmiddelenindustrie;2013;33549;31876;1673;30267.0;28629.0;1638.0;5.9;6.0;2.5;110.8;111.3;102.2
261;10-12 Voedings-, genotmiddelenindustrie;2014;34701;33031;1670;31672.0;30040.0;1625.0;4.6;4.9;-0.8;109.6;110.0;102.8
262;10-12 Voedings-, genotmiddelenindustrie;2015;36118;34614;1504;33642.0;32165.0;1451.0;6.2;7.1;-10.7;107.4;107.6;103.7
263;10-12 Voedings-, genotmiddelenindustrie;2016;38925;37301;1624;36059.0;34480.0;1551.0;7.2;7.2;6.9;107.9;108.2;104.7
264;10 Voedingsmiddelenindustrie;1995;16244;15801;443;19761.0;19162.0;587.0;;;;82.2;82.5;75.4
265;10 Voedingsmiddelenindustrie;1996;15832;15371;461;19531.0;18912.0;610.0;-1.2;-1.3;3.8;81.1;81.3;75.6
266;10 Voedingsmiddelenindustrie;1997;16632;16137;495;19588.0;18931.0;651.0;0.3;0.1;6.7;84.9;85.2;76.0
267;10 Voedingsmiddelenindustrie;1998;16833;16333;500;20274.0;19611.0;654.0;3.5;3.6;0.4;83.0;83.3;76.5
268;10 Voedingsmiddelenindustrie;1999;16742;16229;513;20963.0;20289.0;663.0;3.4;3.5;1.4;79.9;80.0;77.4
269;10 Voedingsmiddelenindustrie;2000;17954;17406;548;21473.0;20767.0;696.0;2.4;2.4;5.1;83.6;83.8;78.7
270;10 Voedingsmiddelenindustrie;2001;18368;17801;567;21142.0;20429.0;704.0;-1.5;-1.6;1.1;86.9;87.1;80.5
271;10 Voedingsmiddelenindustrie;2002;18134;17565;569;21009.0;20318.0;680.0;-0.6;-0.5;-3.4;86.3;86.5;83.6
272;10 Voedingsmiddelenindustrie;2003;17814;17209;605;20838.0;20135.0;694.0;-0.8;-0.9;1.9;85.5;85.5;87.2
273;10 Voedingsmiddelenindustrie;2004;18207;17597;610;21284.0;20589.0;686.0;2.1;2.3;-1.2;85.5;85.5;89.0
274;10 Voedingsmiddelenindustrie;2005;18437;17821;616;21518.0;20835.0;674.0;1.1;1.2;-1.6;85.7;85.5;91.4
275;10 Voedingsmiddelenindustrie;2006;19346;18716;630;21982.0;21301.0;673.0;2.2;2.2;-0.2;88.0;87.9;93.6
276;10 Voedingsmiddelenindustrie;2007;21486;20733;753;22534.0;21741.0;780.0;2.5;2.1;15.9;95.3;95.4;96.5
277;10 Voedingsmiddelenindustrie;2008;23111;22316;795;22813.0;22001.0;799.0;1.2;1.2;2.4;101.3;101.4;99.5
278;10 Voedingsmiddelenindustrie;2009;20863;19595;1268;22291.0;21027.0;1260.0;-2.3;-4.4;57.7;93.6;93.2;100.6
279;10 Voedingsmiddelenindustrie;2010;23021;21781;1240;23021.0;21781.0;1240.0;3.3;3.6;-1.6;100.0;100.0;100.0
280;10 Voedingsmiddelenindustrie;2011;25490;24334;1156;23661.0;22513.0;1148.0;2.8;3.4;-7.4;107.7;108.1;100.7
281;10 Voedingsmiddelenindustrie;2012;26730;25488;1242;24438.0;23213.0;1227.0;3.3;3.1;6.9;109.4;109.8;101.2
282;10 Voedingsmiddelenindustrie;2013;28966;27681;1285;26179.0;24917.0;1260.0;7.1;7.3;2.7;110.6;111.1;102.0
283;10 Voedingsmiddelenindustrie;2014;30094;28719;1375;27509.0;26169.0;1340.0;5.1;5.0;6.4;109.4;109.7;102.6
284;10 Voedingsmiddelenindustrie;2015;31457;30082;1375;29557.0;28221.0;1329.0;7.4;7.8;-0.9;106.4;106.6;103.5
285;10 Voedingsmiddelenindustrie;2016;34151;32679;1472;31927.0;30512.0;1407.0;8.0;8.1;5.9;107.0;107.1;104.6
286;11 Drankenindustrie;1995;1264;1232;32;1598.0;1562.0;37.0;;;;79.1;78.9;87.2
287;11 Drankenindustrie;1996;1193;1158;35;1539.0;1499.0;40.0;-3.7;-4.1;9.4;77.5;77.3;87.2
288;11 Drankenindustrie;1997;1250;1213;37;1545.0;1505.0;40.0;0.4;0.4;0.0;80.9;80.6;92.2
289;11 Drankenindustrie;1998;1228;1190;38;1497.0;1456.0;41.0;-3.1;-3.3;2.7;82.0;81.8;92.2
290;11 Drankenindustrie;1999;1290;1249;41;1583.0;1539.0;44.0;5.8;5.7;7.9;81.5;81.2;92.2
291;11 Drankenindustrie;2000;1421;1378;43;1660.0;1614.0;46.0;4.8;4.9;2.4;85.6;85.4;94.4
292;11 Drankenindustrie;2001;1562;1518;44;1775.0;1729.0;47.0;7.0;7.1;2.3;88.0;87.8;94.4
293;11 Drankenindustrie;2002;1743;1697;46;1883.0;1834.0;50.0;6.1;6.1;6.8;92.6;92.6;92.4
294;11 Drankenindustrie;2003;1762;1712;50;1958.0;1904.0;54.0;4.0;3.8;8.7;90.0;89.9;92.4
295;11 Drankenindustrie;2004;1646;1592;54;1855.0;1797.0;58.0;-5.2;-5.6;8.0;88.7;88.6;92.4
296;11 Drankenindustrie;2005;1763;1705;58;1940.0;1878.0;62.0;4.6;4.5;5.6;90.9;90.8;94.0
297;11 Drankenindustrie;2006;2075;2014;61;2221.0;2157.0;64.0;14.5;14.8;3.4;93.4;93.4;95.6
298;11 Drankenindustrie;2007;2362;2298;64;2438.0;2372.0;66.0;9.8;10.0;3.3;96.9;96.9;97.1
299;11 Drankenindustrie;2008;2166;2097;69;2246.0;2177.0;69.0;-7.9;-8.2;4.7;96.4;96.3;100.0
300;11 Drankenindustrie;2009;2105;2034;71;2134.0;2063.0;71.0;-5.0;-5.2;2.9;98.6;98.6;100.0
301;11 Drankenindustrie;2010;2213;2138;75;2213.0;2138.0;75.0;3.7;3.6;5.6;100.0;100.0;100.0
302;11 Drankenindustrie;2011;2198;2119;79;2106.0;2029.0;77.0;-4.8;-5.1;2.7;104.4;104.4;102.6
303;11 Drankenindustrie;2012;2426;2323;103;2253.0;2153.0;99.0;7.0;6.1;29.1;107.7;107.9;103.6
304;11 Drankenindustrie;2013;2435;2341;94;2280.0;2190.0;91.0;1.2;1.7;-8.7;106.8;106.9;103.6
305;11 Drankenindustrie;2014;2441;2359;82;2312.0;2233.0;79.0;1.4;2.0;-12.8;105.6;105.7;103.6
306;11 Drankenindustrie;2015;2597;2509;88;2427.0;2341.0;85.0;5.0;4.9;7.3;107.0;107.2;103.6
307;11 Drankenindustrie;2016;2603;2513;90;2396.0;2309.0;87.0;-1.3;-1.4;2.3;108.6;108.8;103.6
308;12 Tabaksindustrie;1995;2160;2160;0;3045.0;3073.0;;;;;70.9;70.3;
309;12 Tabaksindustrie;1996;2315;2315;0;3048.0;3075.0;;0.1;0.1;;76.0;75.3;
310;12 Tabaksindustrie;1997;2482;2482;0;3252.0;3281.0;;6.7;6.7;;76.3;75.6;
311;12 Tabaksindustrie;1998;2653;2652;1;3376.0;3407.0;2.0;3.8;3.8;;78.6;77.8;42.6
312;12 Tabaksindustrie;1999;2803;2802;1;3460.0;3492.0;2.0;2.5;2.5;0.0;81.0;80.2;42.6
313;12 Tabaksindustrie;2000;3007;3005;2;3513.0;3544.0;5.0;1.5;1.5;100.0;85.6;84.8;42.6
314;12 Tabaksindustrie;2001;3034;3031;3;3362.0;3391.0;7.0;-4.3;-4.3;50.0;90.2;89.4;42.6
315;12 Tabaksindustrie;2002;3524;3518;6;3849.0;3880.0;12.0;14.5;14.4;66.7;91.6;90.7;51.2
316;12 Tabaksindustrie;2003;3262;3256;6;3459.0;3487.0;10.0;-10.1;-10.1;-16.7;94.3;93.4;61.4
317;12 Tabaksindustrie;2004;3059;3052;7;3334.0;3360.0;11.0;-3.6;-3.7;16.7;91.8;90.8;61.4
318;12 Tabaksindustrie;2005;3222;3211;11;3508.0;3536.0;11.0;5.2;5.2;0.0;91.8;90.8;96.5
319;12 Tabaksindustrie;2006;1892;1683;209;2101.0;1899.0;213.0;-40.1;-46.3;1763.6;90.0;88.6;98.3
320;12 Tabaksindustrie;2007;1803;1581;222;2047.0;1831.0;225.0;-2.6;-3.6;5.7;88.1;86.4;98.8
321;12 Tabaksindustrie;2008;1587;1353;234;1693.0;1457.0;236.0;-17.3;-20.4;5.0;93.8;92.9;99.2
322;12 Tabaksindustrie;2009;1686;1439;247;1773.0;1524.0;248.0;4.7;4.7;5.1;95.1;94.4;99.6
323;12 Tabaksindustrie;2010;1920;1660;260;1920.0;1660.0;260.0;8.3;8.9;4.9;100.0;100.0;100.0
324;12 Tabaksindustrie;2011;1840;1577;263;1835.0;1573.0;262.0;-4.4;-5.2;0.8;100.3;100.3;100.4
325;12 Tabaksindustrie;2012;2122;1847;275;1905.0;1634.0;271.0;3.8;3.9;3.4;111.4;113.0;101.5
326;12 Tabaksindustrie;2013;2148;1854;294;1812.0;1529.0;287.0;-4.9;-6.4;5.8;118.5;121.3;102.5
327;12 Tabaksindustrie;2014;2166;1953;213;1856.0;1640.0;206.0;2.4;7.3;-28.2;116.7;119.1;103.5
328;12 Tabaksindustrie;2015;2064;2023;41;1682.0;1615.0;39.0;-9.4;-1.5;-81.2;122.7;125.3;106.1
329;12 Tabaksindustrie;2016;2171;2109;62;1768.0;1682.0;58.0;5.1;4.2;51.2;122.8;125.4;106.1
330;13-15 Textiel-, kleding-, lederindustrie;1995;2030;2022;8;2274.0;2259.0;13.0;;;;89.3;89.5;60.2
331;13-15 Textiel-, kleding-, lederindustrie;1996;1971;1960;11;2211.0;2196.0;13.0;-2.8;-2.8;0.0;89.1;89.2;82.8
332;13-15 Textiel-, kleding-, lederindustrie;1997;2128;2115;13;2367.0;2350.0;16.0;7.1;7.0;18.2;89.9;90.0;82.8
333;13-15 Textiel-, kleding-, lederindustrie;1998;2116;2101;15;2315.0;2295.0;18.0;-2.2;-2.3;15.4;91.4;91.5;82.8
334;13-15 Textiel-, kleding-, lederindustrie;1999;2110;2101;9;2310.0;2296.0;12.0;-0.2;0.0;-33.3;91.3;91.5;74.5
335;13-15 Textiel-, kleding-, lederindustrie;2000;2122;2113;9;2301.0;2285.0;13.0;-0.4;-0.5;11.1;92.2;92.5;67.0
336;13-15 Textiel-, kleding-, lederindustrie;2001;2041;2031;10;2191.0;2175.0;15.0;-4.8;-4.8;11.1;93.1;93.4;67.0
337;13-15 Textiel-, kleding-, lederindustrie;2002;2012;1996;16;2148.0;2127.0;22.0;-2.0;-2.2;50.0;93.7;93.8;71.5
338;13-15 Textiel-, kleding-, lederindustrie;2003;1945;1929;16;2056.0;2035.0;22.0;-4.3;-4.3;0.0;94.6;94.8;71.5
339;13-15 Textiel-, kleding-, lederindustrie;2004;1746;1732;14;1860.0;1842.0;18.0;-9.6;-9.5;-18.8;93.9;94.0;77.0
340;13-15 Textiel-, kleding-, lederindustrie;2005;1621;1609;12;1715.0;1701.0;14.0;-7.8;-7.7;-21.4;94.5;94.6;84.0
341;13-15 Textiel-, kleding-, lederindustrie;2006;1839;1829;10;1907.0;1896.0;11.0;11.2;11.5;-25.0;96.4;96.5;93.3
342;13-15 Textiel-, kleding-, lederindustrie;2007;1796;1784;12;1832.0;1819.0;13.0;-4.0;-4.1;20.0;98.1;98.1;93.3
343;13-15 Textiel-, kleding-, lederindustrie;2008;1587;1574;13;1609.0;1595.0;14.0;-12.1;-12.3;8.3;98.6;98.7;93.3
344;13-15 Textiel-, kleding-, lederindustrie;2009;1406;1392;14;1427.0;1412.0;15.0;-11.3;-11.5;7.7;98.5;98.6;93.3
345;13-15 Textiel-, kleding-, lederindustrie;2010;1508;1493;15;1508.0;1493.0;15.0;5.7;5.7;0.0;100.0;100.0;100.0
346;13-15 Textiel-, kleding-, lederindustrie;2011;1793;1779;14;1708.0;1694.0;14.0;13.3;13.5;-6.7;105.0;105.0;100.0
347;13-15 Textiel-, kleding-, lederindustrie;2012;1770;1748;22;1639.0;1618.0;22.0;-4.0;-4.5;57.1;108.0;108.0;100.0
348;13-15 Textiel-, kleding-, lederindustrie;2013;1847;1828;19;1721.0;1702.0;19.0;5.0;5.2;-13.6;107.3;107.4;100.0
349;13-15 Textiel-, kleding-, lederindustrie;2014;1894;1871;23;1748.0;1725.0;23.0;1.6;1.4;21.1;108.4;108.4;100.0
350;13-15 Textiel-, kleding-, lederindustrie;2015;2001;1981;20;1817.0;1797.0;20.0;4.0;4.2;-13.0;110.1;110.2;100.0
351;13-15 Textiel-, kleding-, lederindustrie;2016;2101;2082;19;1934.0;1915.0;19.0;6.4;6.6;-5.0;108.6;108.7;100.0
352;16-18 Hout-, papier-, grafische industr.;1995;3590;3537;53;3944.0;3875.0;65.0;;;;91.0;91.3;81.1
353;16-18 Hout-, papier-, grafische industr.;1996;3490;3427;63;3972.0;3893.0;78.0;0.7;0.5;18.9;87.9;88.0;81.1
354;16-18 Hout-, papier-, grafische industr.;1997;3712;3639;73;4258.0;4168.0;89.0;7.2;7.1;14.3;87.2;87.3;82.2
355;16-18 Hout-, papier-, grafische industr.;1998;3898;3826;72;4332.0;4247.0;84.0;1.8;1.9;-5.5;90.0;90.1;85.8
356;16-18 Hout-, papier-, grafische industr.;1999;4042;3954;88;4441.0;4341.0;99.0;2.5;2.2;18.1;91.0;91.1;88.8
357;16-18 Hout-, papier-, grafische industr.;2000;4529;4441;88;4512.0;4416.0;95.0;1.6;1.7;-4.5;100.4;100.6;93.1
358;16-18 Hout-, papier-, grafische industr.;2001;4270;4177;93;4117.0;4018.0;99.0;-8.7;-9.0;4.5;103.7;104.0;94.1
359;16-18 Hout-, papier-, grafische industr.;2002;4082;3991;91;4013.0;3916.0;97.0;-2.5;-2.5;-2.2;101.7;101.9;94.1
360;16-18 Hout-, papier-, grafische industr.;2003;3947;3859;88;3965.0;3872.0;92.0;-1.2;-1.1;-4.4;99.5;99.7;95.1
361;16-18 Hout-, papier-, grafische industr.;2004;3802;3713;89;3875.0;3782.0;92.0;-2.3;-2.3;0.0;98.1;98.2;96.2
362;16-18 Hout-, papier-, grafische industr.;2005;3680;3579;101;3748.0;3646.0;102.0;-3.3;-3.6;10.1;98.2;98.2;99.2
363;16-18 Hout-, papier-, grafische industr.;2006;3843;3738;105;3904.0;3799.0;105.0;4.2;4.2;3.0;98.4;98.4;100.1
364;16-18 Hout-, papier-, grafische industr.;2007;3963;3850;113;3912.0;3802.0;110.0;0.2;0.1;4.8;101.3;101.3;102.9
365;16-18 Hout-, papier-, grafische industr.;2008;3354;3249;105;3302.0;3197.0;105.0;-15.6;-15.9;-4.4;101.6;101.6;100.0
366;16-18 Hout-, papier-, grafische industr.;2009;3027;2922;105;3090.0;2985.0;105.0;-6.4;-6.6;0.0;97.9;97.9;100.0
367;16-18 Hout-, papier-, grafische industr.;2010;3218;3116;102;3218.0;3116.0;102.0;4.1;4.4;-2.9;100.0;100.0;100.0
368;16-18 Hout-, papier-, grafische industr.;2011;3385;3286;99;3215.0;3117.0;98.0;-0.1;0.0;-3.9;105.3;105.4;101.0
369;16-18 Hout-, papier-, grafische industr.;2012;3321;3229;92;3183.0;3092.0;90.0;-1.0;-0.8;-8.1;104.3;104.4;102.1
370;16-18 Hout-, papier-, grafische industr.;2013;3283;3169;114;3154.0;3043.0;112.0;-0.9;-1.6;23.9;104.1;104.2;102.1
371;16-18 Hout-, papier-, grafische industr.;2014;3410;3290;120;3243.0;3127.0;117.0;2.8;2.8;4.4;105.1;105.2;103.0
372;16-18 Hout-, papier-, grafische industr.;2015;3201;3114;87;3052.0;2968.0;84.0;-5.9;-5.1;-28.3;104.9;104.9;104.2
373;16-18 Hout-, papier-, grafische industr.;2016;3201;3111;90;3079.0;2993.0;85.0;0.9;0.8;2.3;104.0;103.9;105.4
374;16 Houtindustrie;1995;466;449;17;577.0;568.0;15.0;;;;80.7;79.1;114.3
375;16 Houtindustrie;1996;458;439;19;550.0;538.0;17.0;-4.7;-5.3;11.8;83.3;81.7;114.3
376;16 Houtindustrie;1997;463;442;21;550.0;535.0;18.0;0.0;-0.5;10.5;84.2;82.6;114.3
377;16 Houtindustrie;1998;469;447;22;545.0;529.0;19.0;-0.9;-1.1;4.8;86.0;84.5;114.3
378;16 Houtindustrie;1999;477;453;24;545.0;528.0;20.0;0.0;-0.2;4.5;87.5;85.8;119.3
379;16 Houtindustrie;2000;482;457;25;531.0;513.0;21.0;-2.5;-2.9;4.2;90.7;89.1;119.3
380;16 Houtindustrie;2001;450;424;26;482.0;461.0;22.0;-9.3;-10.1;4.0;93.4;91.9;119.3
381;16 Houtindustrie;2002;436;410;26;459.0;439.0;21.0;-4.7;-4.7;-3.8;94.9;93.3;124.1
382;16 Houtindustrie;2003;391;366;25;423.0;404.0;20.0;-7.8;-8.0;-3.8;92.3;90.6;124.1
383;16 Houtindustrie;2004;401;374;27;434.0;413.0;22.0;2.6;2.2;8.0;92.3;90.6;124.1
384;16 Houtindustrie;2005;406;379;27;435.0;415.0;21.0;0.2;0.5;-3.7;93.2;91.3;128.8
385;16 Houtindustrie;2006;470;443;27;492.0;472.0;22.0;13.1;13.7;3.7;95.5;93.9;124.2
386;16 Houtindustrie;2007;494;467;27;483.0;461.0;23.0;-1.9;-2.3;3.7;102.3;101.2;119.8
387;16 Houtindustrie;2008;434;408;26;420.0;396.0;24.0;-13.0;-14.1;7.4;103.3;103.0;107.4
388;16 Houtindustrie;2009;429;402;27;425.0;399.0;26.0;1.2;0.7;7.7;100.9;100.7;103.6
389;16 Houtindustrie;2010;436;408;28;436.0;408.0;28.0;2.6;2.2;7.4;100.0;100.0;100.0
390;16 Houtindustrie;2011;429;403;26;411.0;385.0;26.0;-5.7;-5.6;-7.1;104.4;104.7;100.0
391;16 Houtindustrie;2012;447;423;24;412.0;388.0;24.0;0.2;0.7;-7.7;108.5;109.1;100.0
392;16 Houtindustrie;2013;449;417;32;406.0;374.0;32.0;-1.6;-3.5;33.3;110.7;111.5;100.0
393;16 Houtindustrie;2014;500;466;34;443.0;411.0;33.0;9.4;9.8;3.1;112.8;113.4;103.0
394;16 Houtindustrie;2015;501;468;33;438.0;407.0;31.0;-1.2;-0.9;-5.9;114.4;114.9;106.3
395;16 Houtindustrie;2016;511;478;33;441.0;411.0;30.0;0.6;0.9;-3.0;115.9;116.3;109.6
396;17 Papierindustrie;1995;2446;2427;19;2796.0;2773.0;23.0;;;;87.5;87.5;82.0
397;17 Papierindustrie;1996;2369;2350;19;2861.0;2838.0;23.0;2.3;2.3;0.0;82.8;82.8;82.0
398;17 Papierindustrie;1997;2592;2569;23;3158.0;3131.0;27.0;10.4;10.3;15.8;82.1;82.0;85.8
399;17 Papierindustrie;1998;2692;2674;18;3158.0;3137.0;21.0;0.0;0.2;-21.7;85.3;85.2;85.8
400;17 Papierindustrie;1999;2790;2769;21;3229.0;3206.0;23.0;2.3;2.2;11.1;86.4;86.4;90.0
401;17 Papierindustrie;2000;3255;3235;20;3314.0;3295.0;20.0;2.6;2.7;-14.3;98.2;98.2;100.0
402;17 Papierindustrie;2001;3099;3075;24;3034.0;3011.0;23.0;-8.4;-8.6;15.0;102.1;102.1;104.4
403;17 Papierindustrie;2002;3007;2985;22;3026.0;3005.0;22.0;-0.3;-0.2;-4.2;99.4;99.3;99.9
404;17 Papierindustrie;2003;2955;2932;23;3027.0;3005.0;23.0;0.0;0.0;4.5;97.6;97.6;99.9
405;17 Papierindustrie;2004;2836;2811;25;2946.0;2922.0;25.0;-2.7;-2.8;8.7;96.3;96.2;99.9
406;17 Papierindustrie;2005;2681;2644;37;2803.0;2767.0;36.0;-4.9;-5.3;44.0;95.7;95.6;102.6
407;17 Papierindustrie;2006;2790;2750;40;2908.0;2869.0;39.0;3.8;3.7;8.1;95.9;95.8;102.6
408;17 Papierindustrie;2007;2888;2851;37;2902.0;2866.0;36.0;-0.2;-0.1;-7.5;99.5;99.5;102.6
409;17 Papierindustrie;2008;2477;2439;38;2460.0;2422.0;38.0;-15.2;-15.5;5.4;100.7;100.7;100.0
410;17 Papierindustrie;2009;2160;2124;36;2232.0;2196.0;36.0;-9.2;-9.3;-5.3;96.8;96.7;100.0
411;17 Papierindustrie;2010;2341;2307;34;2341.0;2307.0;34.0;4.9;5.0;-5.6;100.0;100.0;100.0
412;17 Papierindustrie;2011;2476;2445;31;2333.0;2303.0;30.0;-0.3;-0.2;-11.8;106.1;106.2;103.3
413;17 Papierindustrie;2012;2456;2424;32;2362.0;2331.0;31.0;1.3;1.2;3.2;104.0;104.0;103.3
414;17 Papierindustrie;2013;2429;2386;43;2353.0;2311.0;42.0;-0.4;-0.9;34.4;103.2;103.2;103.3
415;17 Papierindustrie;2014;2516;2466;50;2416.0;2367.0;48.0;2.7;2.4;16.3;104.2;104.2;103.3
416;17 Papierindustrie;2015;2351;2333;18;2274.0;2257.0;17.0;-5.8;-4.7;-64.0;103.4;103.4;103.3
417;17 Papierindustrie;2016;2316;2298;18;2284.0;2267.0;17.0;0.4;0.4;0.0;101.4;101.4;103.3
418;18 Grafische industrie;1995;678;661;17;566.0;526.0;27.0;;;;119.8;125.8;62.9
419;18 Grafische industrie;1996;663;638;25;558.0;512.0;40.0;-1.3;-2.6;47.1;118.8;124.6;62.9
420;18 Grafische industrie;1997;657;628;29;563.0;513.0;46.0;0.8;0.2;16.0;116.8;122.4;62.9
421;18 Grafische industrie;1998;737;705;32;622.0;569.0;46.0;10.5;11.0;0.0;118.6;123.8;69.4
422;18 Grafische industrie;1999;775;732;43;653.0;591.0;60.0;5.0;3.8;31.3;118.7;123.8;71.1
423;18 Grafische industrie;2000;792;749;43;655.0;595.0;58.0;0.4;0.7;-4.7;120.9;125.9;74.6
424;18 Grafische industrie;2001;721;678;43;592.0;535.0;58.0;-9.6;-10.1;0.0;121.7;126.8;74.6
425;18 Grafische industrie;2002;639;596;43;528.0;472.0;58.0;-11.0;-11.7;0.0;121.1;126.2;74.6
426;18 Grafische industrie;2003;601;561;40;514.0;463.0;52.0;-2.5;-2.0;-9.3;116.9;121.2;76.5
427;18 Grafische industrie;2004;565;528;37;496.0;449.0;47.0;-3.5;-3.0;-10.0;113.8;117.6;78.6
428;18 Grafische industrie;2005;593;556;37;508.0;461.0;46.0;2.3;2.7;-2.7;116.8;120.7;80.8
429;18 Grafische industrie;2006;583;545;38;507.0;461.0;45.0;-0.2;0.0;-2.7;115.0;118.3;85.3
430;18 Grafische industrie;2007;581;532;49;527.0;474.0;53.0;3.9;2.9;18.4;110.3;112.2;92.9
