ID;CPA;Perioden;Prijsindexcijfers_1;Kwartaalmutaties_2;Jaarmutaties_3
986;6024R Nationaal kippervervoer;2006;100.0;;5.2
987;6024R Nationaal kippervervoer;2007 1e kwartaal;102.1;1.1;3.4
988;6024R Nationaal kippervervoer;2007 2e kwartaal;102.9;0.8;3.1
989;6024R Nationaal kippervervoer;2007 3e kwartaal;101.6;-1.2;1.1
990;6024R Nationaal kippervervoer;2007 4e kwartaal;101.6;-0.1;0.6
991;6024R Nationaal kippervervoer;2007;102.0;;2.0
992;6024R Nationaal kippervervoer;2008 1e kwartaal;106.2;4.5;4.0
993;6024R Nationaal kippervervoer;2008 2e kwartaal;107.9;1.6;4.8
994;6024R Nationaal kippervervoer;2008 3e kwartaal;109.3;1.3;7.5
995;6024R Nationaal kippervervoer;2008 4e kwartaal;108.3;-0.9;6.7
996;6024R Nationaal kippervervoer;2008;107.9;;5.8
997;6024R Nationaal kippervervoer;2009 1e kwartaal;108.6;0.3;2.3
998;6024R Nationaal kippervervoer;2009 2e kwartaal;107.9;-0.7;0.0
999;6024R Nationaal kippervervoer;2009 3e kwartaal;108.2;0.3;-0.9
1000;6024R Nationaal kippervervoer;2009 4e kwartaal;108.1;-0.2;-0.2
1001;6024R Nationaal kippervervoer;2009;108.2;;0.3
1002;6024R Nationaal kippervervoer;2010 1e kwartaal;107.1;-0.9;-1.4
1003;6024R Nationaal kippervervoer;2010 2e kwartaal;107.6;0.5;-0.3
1004;6024R Nationaal kippervervoer;2010 3e kwartaal;107.6;0.0;-0.6
1005;6024R Nationaal kippervervoer;2010 4e kwartaal;107.8;0.2;-0.2
1006;6024R Nationaal kippervervoer;2010;107.5;;-0.6
1007;6024R Nationaal kippervervoer;2011 1e kwartaal;107.9;0.0;0.7
1008;6024R Nationaal kippervervoer;2011 2e kwartaal;108.8;0.8;1.1
1009;6024R Nationaal kippervervoer;2011 3e kwartaal;108.2;-0.5;0.6
1010;6024R Nationaal kippervervoer;2011 4e kwartaal;107.9;-0.3;0.0
1011;6024R Nationaal kippervervoer;2011;108.2;;0.6
1012;6024S Nationaal tankvervoer;2002 4e kwartaal;;;
1013;6024S Nationaal tankvervoer;2003 1e kwartaal;95.8;;
1014;6024S Nationaal tankvervoer;2003 2e kwartaal;97.0;1.2;
1015;6024S Nationaal tankvervoer;2003 3e kwartaal;97.3;0.3;
1016;6024S Nationaal tankvervoer;2003 4e kwartaal;97.1;-0.2;
1017;6024S Nationaal tankvervoer;2003;96.8;;
1018;6024S Nationaal tankvervoer;2004 1e kwartaal;96.6;-0.5;0.8
1019;6024S Nationaal tankvervoer;2004 2e kwartaal;96.9;0.3;-0.1
1020;6024S Nationaal tankvervoer;2004 3e kwartaal;96.9;0.0;-0.4
1021;6024S Nationaal tankvervoer;2004 4e kwartaal;97.1;0.2;0.0
1022;6024S Nationaal tankvervoer;2004;96.9;;0.1
1023;6024S Nationaal tankvervoer;2005 1e kwartaal;98.1;1.0;1.5
1024;6024S Nationaal tankvervoer;2005 2e kwartaal;98.1;0.1;1.3
1025;6024S Nationaal tankvervoer;2005 3e kwartaal;98.5;0.4;1.7
1026;6024S Nationaal tankvervoer;2005 4e kwartaal;98.7;0.2;1.7
1027;6024S Nationaal tankvervoer;2005;98.4;;1.5
1028;6024S Nationaal tankvervoer;2006 1e kwartaal;100.1;1.3;2.0
1029;6024S Nationaal tankvervoer;2006 2e kwartaal;99.6;-0.5;1.5
1030;6024S Nationaal tankvervoer;2006 3e kwartaal;99.5;-0.1;1.0
1031;6024S Nationaal tankvervoer;2006 4e kwartaal;100.8;1.3;2.1
1032;6024S Nationaal tankvervoer;2006;100.0;;1.7
1033;6024S Nationaal tankvervoer;2007 1e kwartaal;100.6;-0.2;0.6
1034;6024S Nationaal tankvervoer;2007 2e kwartaal;101.2;0.5;1.6
1035;6024S Nationaal tankvervoer;2007 3e kwartaal;102.1;0.9;2.6
1036;6024S Nationaal tankvervoer;2007 4e kwartaal;103.4;1.2;2.5
1037;6024S Nationaal tankvervoer;2007;101.8;;1.8
1038;6024S Nationaal tankvervoer;2008 1e kwartaal;104.6;1.2;3.9
1039;6024S Nationaal tankvervoer;2008 2e kwartaal;104.9;0.3;3.7
1040;6024S Nationaal tankvervoer;2008 3e kwartaal;106.1;1.2;4.0
1041;6024S Nationaal tankvervoer;2008 4e kwartaal;106.5;0.4;3.0
1042;6024S Nationaal tankvervoer;2008;105.5;;3.6
1043;6024S Nationaal tankvervoer;2009 1e kwartaal;103.4;-2.9;-1.1
1044;6024S Nationaal tankvervoer;2009 2e kwartaal;103.0;-0.4;-1.8
1045;6024S Nationaal tankvervoer;2009 3e kwartaal;104.4;1.4;-1.6
1046;6024S Nationaal tankvervoer;2009 4e kwartaal;104.1;-0.3;-2.3
1047;6024S Nationaal tankvervoer;2009;103.7;;-1.7
1048;6024S Nationaal tankvervoer;2010 1e kwartaal;102.6;-1.4;-0.8
1049;6024S Nationaal tankvervoer;2010 2e kwartaal;103.3;0.7;0.3
1050;6024S Nationaal tankvervoer;2010 3e kwartaal;102.8;-0.5;-1.6
1051;6024S Nationaal tankvervoer;2010 4e kwartaal;103.2;0.4;-0.8
1052;6024S Nationaal tankvervoer;2010;103.0;;-0.7
1053;6024S Nationaal tankvervoer;2011 1e kwartaal;107.0;3.7;4.3
1054;6024S Nationaal tankvervoer;2011 2e kwartaal;108.0;0.9;4.5
1055;6024S Nationaal tankvervoer;2011 3e kwartaal;109.1;1.0;6.1
1056;6024S Nationaal tankvervoer;2011 4e kwartaal;109.6;0.5;6.2
1057;6024S Nationaal tankvervoer;2011;108.4;;5.3
1058;6024T Nationaal overig vervoer;2002 4e kwartaal;;;
1059;6024T Nationaal overig vervoer;2003 1e kwartaal;92.6;;
1060;6024T Nationaal overig vervoer;2003 2e kwartaal;93.6;1.0;
1061;6024T Nationaal overig vervoer;2003 3e kwartaal;93.6;0.0;
1062;6024T Nationaal overig vervoer;2003 4e kwartaal;93.8;0.3;
1063;6024T Nationaal overig vervoer;2003;93.4;;
1064;6024T Nationaal overig vervoer;2004 1e kwartaal;94.4;0.6;1.9
1065;6024T Nationaal overig vervoer;2004 2e kwartaal;95.2;0.9;1.8
1066;6024T Nationaal overig vervoer;2004 3e kwartaal;95.5;0.3;2.1
1067;6024T Nationaal overig vervoer;2004 4e kwartaal;96.3;0.9;2.7
1068;6024T Nationaal overig vervoer;2004;95.4;;2.1
1069;6024T Nationaal overig vervoer;2005 1e kwartaal;96.9;0.6;2.7
1070;6024T Nationaal overig vervoer;2005 2e kwartaal;97.3;0.3;2.1
1071;6024T Nationaal overig vervoer;2005 3e kwartaal;97.6;0.4;2.2
1072;6024T Nationaal overig vervoer;2005 4e kwartaal;97.7;0.1;1.4
1073;6024T Nationaal overig vervoer;2005;97.4;;2.1
1074;6024T Nationaal overig vervoer;2006 1e kwartaal;100.1;2.4;3.3
1075;6024T Nationaal overig vervoer;2006 2e kwartaal;100.1;0.0;2.9
1076;6024T Nationaal overig vervoer;2006 3e kwartaal;100.3;0.2;2.7
1077;6024T Nationaal overig vervoer;2006 4e kwartaal;99.6;-0.7;2.0
1078;6024T Nationaal overig vervoer;2006;100.0;;2.7
1079;6024T Nationaal overig vervoer;2007 1e kwartaal;101.0;1.4;0.9
1080;6024T Nationaal overig vervoer;2007 2e kwartaal;102.3;1.3;2.2
1081;6024T Nationaal overig vervoer;2007 3e kwartaal;102.6;0.3;2.4
1082;6024T Nationaal overig vervoer;2007 4e kwartaal;103.2;0.6;3.7
1083;6024T Nationaal overig vervoer;2007;102.3;;2.3
1084;6024T Nationaal overig vervoer;2008 1e kwartaal;106.6;3.2;5.5
1085;6024T Nationaal overig vervoer;2008 2e kwartaal;108.0;1.4;5.6
1086;6024T Nationaal overig vervoer;2008 3e kwartaal;109.4;1.3;6.6
1087;6024T Nationaal overig vervoer;2008 4e kwartaal;108.5;-0.9;5.1
1088;6024T Nationaal overig vervoer;2008;108.1;;5.7
1089;6024T Nationaal overig vervoer;2009 1e kwartaal;108.8;0.2;2.1
1090;6024T Nationaal overig vervoer;2009 2e kwartaal;108.6;-0.1;0.6
1091;6024T Nationaal overig vervoer;2009 3e kwartaal;108.0;-0.6;-1.3
1092;6024T Nationaal overig vervoer;2009 4e kwartaal;108.7;0.6;0.1
1093;6024T Nationaal overig vervoer;2009;108.5;;0.4
1094;6024T Nationaal overig vervoer;2010 1e kwartaal;107.6;-1.0;-1.1
1095;6024T Nationaal overig vervoer;2010 2e kwartaal;109.3;1.6;0.6
1096;6024T Nationaal overig vervoer;2010 3e kwartaal;109.2;0.0;1.1
1097;6024T Nationaal overig vervoer;2010 4e kwartaal;109.7;0.4;1.0
1098;6024T Nationaal overig vervoer;2010;109.0;;0.4
1099;6024T Nationaal overig vervoer;2011 1e kwartaal;111.8;2.0;4.0
1100;6024T Nationaal overig vervoer;2011 2e kwartaal;112.5;0.6;2.9
1101;6024T Nationaal overig vervoer;2011 3e kwartaal;111.9;-0.5;2.4
1102;6024T Nationaal overig vervoer;2011 4e kwartaal;112.4;0.4;2.5
1103;6024T Nationaal overig vervoer;2011;112.2;;2.9
1104;61 Vervoer over water;2002 4e kwartaal;;;
1105;61 Vervoer over water;2003 1e kwartaal;;;
1106;61 Vervoer over water;2003 2e kwartaal;;;
1107;61 Vervoer over water;2003 3e kwartaal;;;
1108;61 Vervoer over water;2003 4e kwartaal;;;
1109;61 Vervoer over water;2003;;;
1110;61 Vervoer over water;2004 1e kwartaal;;;
1111;61 Vervoer over water;2004 2e kwartaal;;;
1112;61 Vervoer over water;2004 3e kwartaal;;;
1113;61 Vervoer over water;2004 4e kwartaal;;;
1114;61 Vervoer over water;2004;;;
1115;61 Vervoer over water;2005 1e kwartaal;;;
1116;61 Vervoer over water;2005 2e kwartaal;;;
1117;61 Vervoer over water;2005 3e kwartaal;;;
1118;61 Vervoer over water;2005 4e kwartaal;;;
1119;61 Vervoer over water;2005;;;
1120;61 Vervoer over water;2006 1e kwartaal;106.0;;
1121;61 Vervoer over water;2006 2e kwartaal;99.9;-5.8;
1122;61 Vervoer over water;2006 3e kwartaal;99.2;-0.7;
1123;61 Vervoer over water;2006 4e kwartaal;94.9;-4.3;
1124;61 Vervoer over water;2006;100.0;;
1125;61 Vervoer over water;2007 1e kwartaal;91.9;-3.1;-13.3
1126;61 Vervoer over water;2007 2e kwartaal;92.4;0.5;-7.5
1127;61 Vervoer over water;2007 3e kwartaal;96.0;3.9;-3.2
1128;61 Vervoer over water;2007 4e kwartaal;94.4;-1.6;-0.6
1129;61 Vervoer over water;2007;93.7;;-6.3
1130;61 Vervoer over water;2008 1e kwartaal;94.2;-0.2;2.5
1131;61 Vervoer over water;2008 2e kwartaal;92.5;-1.8;0.1
1132;61 Vervoer over water;2008 3e kwartaal;96.9;4.7;0.9
1133;61 Vervoer over water;2008 4e kwartaal;99.0;2.3;4.9
1134;61 Vervoer over water;2008;95.7;;2.1
1135;61 Vervoer over water;2009 1e kwartaal;83.8;-15.4;-11.1
1136;61 Vervoer over water;2009 2e kwartaal;76.0;-9.3;-17.9
1137;61 Vervoer over water;2009 3e kwartaal;76.9;1.2;-20.6
1138;61 Vervoer over water;2009 4e kwartaal;83.4;8.5;-15.8
1139;61 Vervoer over water;2009;80.0;;-16.4
1140;61 Vervoer over water;2010 1e kwartaal;93.3;11.9;11.4
1141;61 Vervoer over water;2010 2e kwartaal;104.4;11.9;37.4
1142;61 Vervoer over water;2010 3e kwartaal;99.7;-4.5;29.7
1143;61 Vervoer over water;2010 4e kwartaal;98.6;-1.1;18.3
1144;61 Vervoer over water;2010;99.0;;23.8
1145;61 Vervoer over water;2011 1e kwartaal;102.5;3.9;9.8
1146;61 Vervoer over water;2011 2e kwartaal;102.2;-0.2;-2.1
1147;61 Vervoer over water;2011 3e kwartaal;102.6;0.4;2.9
1148;61 Vervoer over water;2011 4e kwartaal;103.6;0.9;5.0
1149;61 Vervoer over water;2011;102.7;;3.7
1150;6110 Totaal zeevaart;2002 4e kwartaal;;;
1151;6110 Totaal zeevaart;2003 1e kwartaal;;;
1152;6110 Totaal zeevaart;2003 2e kwartaal;;;
1153;6110 Totaal zeevaart;2003 3e kwartaal;;;
1154;6110 Totaal zeevaart;2003 4e kwartaal;;;
1155;6110 Totaal zeevaart;2003;;;
1156;6110 Totaal zeevaart;2004 1e kwartaal;;;
1157;6110 Totaal zeevaart;2004 2e kwartaal;;;
1158;6110 Totaal zeevaart;2004 3e kwartaal;;;
1159;6110 Totaal zeevaart;2004 4e kwartaal;;;
1160;6110 Totaal zeevaart;2004;;;
1161;6110 Totaal zeevaart;2005 1e kwartaal;;;
1162;6110 Totaal zeevaart;2005 2e kwartaal;;;
1163;6110 Totaal zeevaart;2005 3e kwartaal;;;
1164;6110 Totaal zeevaart;2005 4e kwartaal;;;
1165;6110 Totaal zeevaart;2005;;;
1166;6110 Totaal zeevaart;2006 1e kwartaal;106.0;;
1167;6110 Totaal zeevaart;2006 2e kwartaal;99.9;-5.8;
1168;6110 Totaal zeevaart;2006 3e kwartaal;99.2;-0.7;
1169;6110 Totaal zeevaart;2006 4e kwartaal;94.9;-4.3;
1170;6110 Totaal zeevaart;2006;100.0;;
1171;6110 Totaal zeevaart;2007 1e kwartaal;91.9;-3.1;-13.3
1172;6110 Totaal zeevaart;2007 2e kwartaal;92.4;0.5;-7.5
1173;6110 Totaal zeevaart;2007 3e kwartaal;96.0;3.9;-3.2
1174;6110 Totaal zeevaart;2007 4e kwartaal;94.4;-1.6;-0.6
1175;6110 Totaal zeevaart;2007;93.7;;-6.3
1176;6110 Totaal zeevaart;2008 1e kwartaal;94.2;-0.2;2.5
1177;6110 Totaal zeevaart;2008 2e kwartaal;92.5;-1.8;0.1
1178;6110 Totaal zeevaart;2008 3e kwartaal;96.9;4.7;0.9
1179;6110 Totaal zeevaart;2008 4e kwartaal;99.0;2.3;4.9
1180;6110 Totaal zeevaart;2008;95.7;;2.1
1181;6110 Totaal zeevaart;2009 1e kwartaal;83.8;-15.4;-11.1
1182;6110 Totaal zeevaart;2009 2e kwartaal;76.0;-9.3;-17.9
1183;6110 Totaal zeevaart;2009 3e kwartaal;76.9;1.2;-20.6
1184;6110 Totaal zeevaart;2009 4e kwartaal;83.4;8.5;-15.8
1185;6110 Totaal zeevaart;2009;80.0;;-16.4
1186;6110 Totaal zeevaart;2010 1e kwartaal;93.3;11.9;11.4
1187;6110 Totaal zeevaart;2010 2e kwartaal;104.4;11.9;37.4
1188;6110 Totaal zeevaart;2010 3e kwartaal;99.7;-4.5;29.7
1189;6110 Totaal zeevaart;2010 4e kwartaal;98.6;-1.1;18.3
1190;6110 Totaal zeevaart;2010;99.0;;23.8
1191;6110 Totaal zeevaart;2011 1e kwartaal;102.5;3.9;9.8
1192;6110 Totaal zeevaart;2011 2e kwartaal;102.2;-0.2;-2.1
1193;6110 Totaal zeevaart;2011 3e kwartaal;102.6;0.4;2.9
1194;6110 Totaal zeevaart;2011 4e kwartaal;103.6;0.9;5.0
1195;6110 Totaal zeevaart;2011;102.7;;3.7
1196;6110A Timecharter;2002 4e kwartaal;;;
1197;6110A Timecharter;2003 1e kwartaal;;;
1198;6110A Timecharter;2003 2e kwartaal;;;
1199;6110A Timecharter;2003 3e kwartaal;;;
1200;6110A Timecharter;2003 4e kwartaal;;;
1201;6110A Timecharter;2003;;;
1202;6110A Timecharter;2004 1e kwartaal;;;
1203;6110A Timecharter;2004 2e kwartaal;;;
1204;6110A Timecharter;2004 3e kwartaal;;;
1205;6110A Timecharter;2004 4e kwartaal;;;
1206;6110A Timecharter;2004;;;
1207;6110A Timecharter;2005 1e kwartaal;;;
1208;6110A Timecharter;2005 2e kwartaal;;;
1209;6110A Timecharter;2005 3e kwartaal;;;
1210;6110A Timecharter;2005 4e kwartaal;;;
1211;6110A Timecharter;2005;;;
1212;6110A Timecharter;2006 1e kwartaal;104.1;;
1213;6110A Timecharter;2006 2e kwartaal;98.7;-5.2;
1214;6110A Timecharter;2006 3e kwartaal;98.5;-0.2;
1215;6110A Timecharter;2006 4e kwartaal;98.6;0.1;
1216;6110A Timecharter;2006;100.0;;
1217;6110A Timecharter;2007 1e kwartaal;98.3;-0.3;-5.5
1218;6110A Timecharter;2007 2e kwartaal;97.4;-0.9;-1.3
1219;6110A Timecharter;2007 3e kwartaal;97.4;0.0;-1.1
1220;6110A Timecharter;2007 4e kwartaal;93.2;-4.4;-5.5
1221;6110A Timecharter;2007;96.6;;-3.4
1222;6110A Timecharter;2008 1e kwartaal;94.0;0.9;-4.5
1223;6110A Timecharter;2008 2e kwartaal;90.9;-3.3;-6.7
1224;6110A Timecharter;2008 3e kwartaal;93.4;2.7;-4.1
1225;6110A Timecharter;2008 4e kwartaal;101.7;8.9;9.2
1226;6110A Timecharter;2008;95.0;;-1.6
1227;6110A Timecharter;2009 1e kwartaal;95.5;-6.1;1.7
1228;6110A Timecharter;2009 2e kwartaal;84.8;-11.2;-6.7
1229;6110A Timecharter;2009 3e kwartaal;89.0;4.9;-4.7
1230;6110A Timecharter;2009 4e kwartaal;88.0;-1.1;-13.5
1231;6110A Timecharter;2009;89.3;;-6.0
1232;6110A Timecharter;2010 1e kwartaal;89.7;2.0;-6.1
1233;6110A Timecharter;2010 2e kwartaal;90.8;1.2;7.0
1234;6110A Timecharter;2010 3e kwartaal;89.1;-1.8;0.1
1235;6110A Timecharter;2010 4e kwartaal;87.9;-1.4;-0.1
1236;6110A Timecharter;2010;89.4;;0.1
1237;6110A Timecharter;2011 1e kwartaal;95.8;9.0;6.8
1238;6110A Timecharter;2011 2e kwartaal;96.4;0.7;6.2
1239;6110A Timecharter;2011 3e kwartaal;98.3;2.0;10.3
1240;6110A Timecharter;2011 4e kwartaal;99.2;0.9;12.9
1241;6110A Timecharter;2011;97.4;;9.0
1242;6110B Totaal containerlijnvaart;2002 4e kwartaal;;;
1243;6110B Totaal containerlijnvaart;2003 1e kwartaal;;;
1244;6110B Totaal containerlijnvaart;2003 2e kwartaal;;;
1245;6110B Totaal containerlijnvaart;2003 3e kwartaal;;;
1246;6110B Totaal containerlijnvaart;2003 4e kwartaal;;;
1247;6110B Totaal containerlijnvaart;2003;;;
1248;6110B Totaal containerlijnvaart;2004 1e kwartaal;;;
1249;6110B Totaal containerlijnvaart;2004 2e kwartaal;;;
1250;6110B Totaal containerlijnvaart;2004 3e kwartaal;;;
1251;6110B Totaal containerlijnvaart;2004 4e kwartaal;;;
1252;6110B Totaal containerlijnvaart;2004;;;
1253;6110B Totaal containerlijnvaart;2005 1e kwartaal;;;
1254;6110B Totaal containerlijnvaart;2005 2e kwartaal;;;
1255;6110B Totaal containerlijnvaart;2005 3e kwartaal;;;
1256;6110B Totaal containerlijnvaart;2005 4e kwartaal;;;
1257;6110B Totaal containerlijnvaart;2005;;;
1258;6110B Totaal containerlijnvaart;2006 1e kwartaal;107.3;;
1259;6110B Totaal containerlijnvaart;2006 2e kwartaal;100.6;-6.2;
1260;6110B Totaal containerlijnvaart;2006 3e kwartaal;99.6;-1.1;
1261;6110B Totaal containerlijnvaart;2006 4e kwartaal;92.4;-7.2;
1262;6110B Totaal containerlijnvaart;2006;100.0;;
1263;6110B Totaal containerlijnvaart;2007 1e kwartaal;87.6;-5.2;-18.4
1264;6110B Totaal containerlijnvaart;2007 2e kwartaal;89.0;1.5;-11.6
1265;6110B Totaal containerlijnvaart;2007 3e kwartaal;95.0;6.8;-4.6
1266;6110B Totaal containerlijnvaart;2007 4e kwartaal;95.2;0.2;3.0
1267;6110B Totaal containerlijnvaart;2007;91.7;;-8.3
1268;6110B Totaal containerlijnvaart;2008 1e kwartaal;94.4;-0.8;7.8
1269;6110B Totaal containerlijnvaart;2008 2e kwartaal;93.6;-0.9;5.2
1270;6110B Totaal containerlijnvaart;2008 3e kwartaal;99.2;6.0;4.4
1271;6110B Totaal containerlijnvaart;2008 4e kwartaal;97.2;-2.0;2.1
1272;6110B Totaal containerlijnvaart;2008;96.1;;4.8
1273;6110B Totaal containerlijnvaart;2009 1e kwartaal;75.8;-22.0;-19.7
1274;6110B Totaal containerlijnvaart;2009 2e kwartaal;70.0;-7.7;-25.2
1275;6110B Totaal containerlijnvaart;2009 3e kwartaal;68.7;-1.9;-30.8
1276;6110B Totaal containerlijnvaart;2009 4e kwartaal;80.2;16.9;-17.5
1277;6110B Totaal containerlijnvaart;2009;73.7;;-23.3
1278;6110B Totaal containerlijnvaart;2010 1e kwartaal;95.7;19.3;26.2
1279;6110B Totaal containerlijnvaart;2010 2e kwartaal;113.7;18.8;62.4
1280;6110B Totaal containerlijnvaart;2010 3e kwartaal;106.9;-6.0;55.7
1281;6110B Totaal containerlijnvaart;2010 4e kwartaal;105.9;-0.9;32.0
1282;6110B Totaal containerlijnvaart;2010;105.6;;43.3
1283;6110B Totaal containerlijnvaart;2011 1e kwartaal;107.0;1.0;11.8
1284;6110B Totaal containerlijnvaart;2011 2e kwartaal;106.2;-0.8;-6.6
1285;6110B Totaal containerlijnvaart;2011 3e kwartaal;105.6;-0.6;-1.2
1286;6110B Totaal containerlijnvaart;2011 4e kwartaal;106.5;0.9;0.5
1287;6110B Totaal containerlijnvaart;2011;106.3;;0.7
1288;6110C Containerlijnvaart inkomend;2002 4e kwartaal;;;
1289;6110C Containerlijnvaart inkomend;2003 1e kwartaal;;;
1290;6110C Containerlijnvaart inkomend;2003 2e kwartaal;;;
1291;6110C Containerlijnvaart inkomend;2003 3e kwartaal;;;
1292;6110C Containerlijnvaart inkomend;2003 4e kwartaal;;;
1293;6110C Containerlijnvaart inkomend;2003;;;
1294;6110C Containerlijnvaart inkomend;2004 1e kwartaal;;;
1295;6110C Containerlijnvaart inkomend;2004 2e kwartaal;;;
1296;6110C Containerlijnvaart inkomend;2004 3e kwartaal;;;
1297;6110C Containerlijnvaart inkomend;2004 4e kwartaal;;;
1298;6110C Containerlijnvaart inkomend;2004;;;
1299;6110C Containerlijnvaart inkomend;2005 1e kwartaal;;;
1300;6110C Containerlijnvaart inkomend;2005 2e kwartaal;;;
1301;6110C Containerlijnvaart inkomend;2005 3e kwartaal;;;
1302;6110C Containerlijnvaart inkomend;2005 4e kwartaal;;;
1303;6110C Containerlijnvaart inkomend;2005;;;
1304;6110C Containerlijnvaart inkomend;2006 1e kwartaal;103.3;;
1305;6110C Containerlijnvaart inkomend;2006 2e kwartaal;99.6;-3.6;
1306;6110C Containerlijnvaart inkomend;2006 3e kwartaal;100.1;0.4;
1307;6110C Containerlijnvaart inkomend;2006 4e kwartaal;96.9;-3.2;
1308;6110C Containerlijnvaart inkomend;2006;100.0;;
1309;6110C Containerlijnvaart inkomend;2007 1e kwartaal;97.1;0.2;-6.0
1310;6110C Containerlijnvaart inkomend;2007 2e kwartaal;99.6;2.6;0.0
1311;6110C Containerlijnvaart inkomend;2007 3e kwartaal;111.6;12.0;11.5
1312;6110C Containerlijnvaart inkomend;2007 4e kwartaal;110.2;-1.3;13.7
1313;6110C Containerlijnvaart inkomend;2007;104.7;;4.7
1314;6110C Containerlijnvaart inkomend;2008 1e kwartaal;107.4;-2.5;10.6
1315;6110C Containerlijnvaart inkomend;2008 2e kwartaal;102.4;-4.7;2.7
1316;6110C Containerlijnvaart inkomend;2008 3e kwartaal;106.4;3.9;-4.7
1317;6110C Containerlijnvaart inkomend;2008 4e kwartaal;107.9;1.4;-2.1
1318;6110C Containerlijnvaart inkomend;2008;106.0;;1.3
1319;6110C Containerlijnvaart inkomend;2009 1e kwartaal;89.3;-17.2;-16.9
1320;6110C Containerlijnvaart inkomend;2009 2e kwartaal;83.3;-6.8;-18.7
1321;6110C Containerlijnvaart inkomend;2009 3e kwartaal;77.6;-6.8;-27.1
1322;6110C Containerlijnvaart inkomend;2009 4e kwartaal;91.0;17.3;-15.6
1323;6110C Containerlijnvaart inkomend;2009;85.3;;-19.5
1324;6110C Containerlijnvaart inkomend;2010 1e kwartaal;112.2;23.2;25.6
1325;6110C Containerlijnvaart inkomend;2010 2e kwartaal;127.7;13.9;53.4
1326;6110C Containerlijnvaart inkomend;2010 3e kwartaal;117.6;-7.9;51.6
1327;6110C Containerlijnvaart inkomend;2010 4e kwartaal;114.7;-2.5;26.0
1328;6110C Containerlijnvaart inkomend;2010;118.0;;38.4
1329;6110C Containerlijnvaart inkomend;2011 1e kwartaal;115.9;1.1;3.3
1330;6110C Containerlijnvaart inkomend;2011 2e kwartaal;114.9;-0.8;-10.0
1331;6110C Containerlijnvaart inkomend;2011 3e kwartaal;114.7;-0.2;-2.4
1332;6110C Containerlijnvaart inkomend;2011 4e kwartaal;114.9;0.1;0.2
1333;6110C Containerlijnvaart inkomend;2011;115.1;;-2.5
1334;6110D Containerlijnvaart uitgaand;2002 4e kwartaal;;;
1335;6110D Containerlijnvaart uitgaand;2003 1e kwartaal;;;
1336;6110D Containerlijnvaart uitgaand;2003 2e kwartaal;;;
1337;6110D Containerlijnvaart uitgaand;2003 3e kwartaal;;;
1338;6110D Containerlijnvaart uitgaand;2003 4e kwartaal;;;
1339;6110D Containerlijnvaart uitgaand;2003;;;
1340;6110D Containerlijnvaart uitgaand;2004 1e kwartaal;;;
1341;6110D Containerlijnvaart uitgaand;2004 2e kwartaal;;;
1342;6110D Containerlijnvaart uitgaand;2004 3e kwartaal;;;
1343;6110D Containerlijnvaart uitgaand;2004 4e kwartaal;;;
1344;6110D Containerlijnvaart uitgaand;2004;;;
1345;6110D Containerlijnvaart uitgaand;2005 1e kwartaal;;;
1346;6110D Containerlijnvaart uitgaand;2005 2e kwartaal;;;
1347;6110D Containerlijnvaart uitgaand;2005 3e kwartaal;;;
1348;6110D Containerlijnvaart uitgaand;2005 4e kwartaal;;;
1349;6110D Containerlijnvaart uitgaand;2005;;;
1350;6110D Containerlijnvaart uitgaand;2006 1e kwartaal;111.3;;
1351;6110D Containerlijnvaart uitgaand;2006 2e kwartaal;101.6;-8.7;
1352;6110D Containerlijnvaart uitgaand;2006 3e kwartaal;99.1;-2.5;
1353;6110D Containerlijnvaart uitgaand;2006 4e kwartaal;88.0;-11.2;
1354;6110D Containerlijnvaart uitgaand;2006;100.0;;
1355;6110D Containerlijnvaart uitgaand;2007 1e kwartaal;78.1;-11.2;-29.9
1356;6110D Containerlijnvaart uitgaand;2007 2e kwartaal;78.3;0.3;-23.0
1357;6110D Containerlijnvaart uitgaand;2007 3e kwartaal;78.4;0.1;-20.9
1358;6110D Containerlijnvaart uitgaand;2007 4e kwartaal;80.2;2.4;-8.8
1359;6110D Containerlijnvaart uitgaand;2007;78.7;;-21.3
1360;6110D Containerlijnvaart uitgaand;2008 1e kwartaal;81.4;1.5;4.3
1361;6110D Containerlijnvaart uitgaand;2008 2e kwartaal;84.8;4.1;8.3
1362;6110D Containerlijnvaart uitgaand;2008 3e kwartaal;92.0;8.5;17.4
1363;6110D Containerlijnvaart uitgaand;2008 4e kwartaal;86.6;-5.9;7.9
1364;6110D Containerlijnvaart uitgaand;2008;86.2;;9.5
1365;6110D Containerlijnvaart uitgaand;2009 1e kwartaal;62.4;-27.9;-23.4
1366;6110D Containerlijnvaart uitgaand;2009 2e kwartaal;56.7;-9.0;-33.1
1367;6110D Containerlijnvaart uitgaand;2009 3e kwartaal;59.8;5.3;-35.1
1368;6110D Containerlijnvaart uitgaand;2009 4e kwartaal;69.5;16.2;-19.8
1369;6110D Containerlijnvaart uitgaand;2009;62.1;;-28.0
1370;6110D Containerlijnvaart uitgaand;2010 1e kwartaal;79.3;14.1;27.1
1371;6110D Containerlijnvaart uitgaand;2010 2e kwartaal;99.7;25.7;75.7
1372;6110D Containerlijnvaart uitgaand;2010 3e kwartaal;96.2;-3.5;60.9
1373;6110D Containerlijnvaart uitgaand;2010 4e kwartaal;97.2;1.1;40.0
