ID;CPA;Perioden;Prijsindexcijfers_1;Kwartaalmutaties_2;Jaarmutaties_3
3422;7412D Accountantscontrole;2006 3e kwartaal;102.3;6.3;9.5
3423;7412D Accountantscontrole;2006 4e kwartaal;103.4;1.1;5.7
3424;7412D Accountantscontrole;2006;100.0;;6.8
3425;7412D Accountantscontrole;2007 1e kwartaal;103.2;-0.2;5.2
3426;7412D Accountantscontrole;2007 2e kwartaal;105.5;2.3;9.6
3427;7412D Accountantscontrole;2007 3e kwartaal;108.8;3.1;6.3
3428;7412D Accountantscontrole;2007 4e kwartaal;108.9;0.1;5.3
3429;7412D Accountantscontrole;2007;106.6;;6.6
3430;7412D Accountantscontrole;2008 1e kwartaal;106.2;-2.4;3.0
3431;7412D Accountantscontrole;2008 2e kwartaal;107.9;1.6;2.2
3432;7412D Accountantscontrole;2008 3e kwartaal;111.4;3.3;2.4
3433;7412D Accountantscontrole;2008 4e kwartaal;109.4;-1.8;0.5
3434;7412D Accountantscontrole;2008;108.7;;2.0
3435;7412D Accountantscontrole;2009 1e kwartaal;106.0;-3.1;-0.2
3436;7412D Accountantscontrole;2009 2e kwartaal;106.5;0.5;-1.2
3437;7412D Accountantscontrole;2009 3e kwartaal;111.4;4.6;0.0
3438;7412D Accountantscontrole;2009 4e kwartaal;108.0;-3.1;-1.3
3439;7412D Accountantscontrole;2009;108.0;;-0.7
3440;7412D Accountantscontrole;2010 1e kwartaal;105.4;-2.4;-0.6
3441;7412D Accountantscontrole;2010 2e kwartaal;105.9;0.4;-0.6
3442;7412D Accountantscontrole;2010 3e kwartaal;106.2;0.3;-4.7
3443;7412D Accountantscontrole;2010 4e kwartaal;104.8;-1.4;-3.0
3444;7412D Accountantscontrole;2010;105.5;;-2.3
3445;7412D Accountantscontrole;2011 1e kwartaal;102.1;-2.5;-3.1
3446;7412D Accountantscontrole;2011 2e kwartaal;102.0;-0.1;-3.7
3447;7412D Accountantscontrole;2011 3e kwartaal;103.4;1.4;-2.7
3448;7412D Accountantscontrole;2011 4e kwartaal;103.6;0.2;-1.1
3449;7412D Accountantscontrole;2011;102.8;;-2.6
3450;7412E Overige dienstverlening;2002 4e kwartaal;;;
3451;7412E Overige dienstverlening;2003 1e kwartaal;;;
3452;7412E Overige dienstverlening;2003 2e kwartaal;;;
3453;7412E Overige dienstverlening;2003 3e kwartaal;;;
3454;7412E Overige dienstverlening;2003 4e kwartaal;;;
3455;7412E Overige dienstverlening;2003;;;
3456;7412E Overige dienstverlening;2004 1e kwartaal;97.8;;
3457;7412E Overige dienstverlening;2004 2e kwartaal;97.1;-0.7;
3458;7412E Overige dienstverlening;2004 3e kwartaal;97.2;0.1;
3459;7412E Overige dienstverlening;2004 4e kwartaal;100.0;2.9;
3460;7412E Overige dienstverlening;2004;98.0;;
3461;7412E Overige dienstverlening;2005 1e kwartaal;104.0;4.0;6.4
3462;7412E Overige dienstverlening;2005 2e kwartaal;98.0;-5.8;0.9
3463;7412E Overige dienstverlening;2005 3e kwartaal;99.9;1.9;2.8
3464;7412E Overige dienstverlening;2005 4e kwartaal;97.5;-2.4;-2.5
3465;7412E Overige dienstverlening;2005;99.8;;1.9
3466;7412E Overige dienstverlening;2006 1e kwartaal;101.6;4.2;-2.3
3467;7412E Overige dienstverlening;2006 2e kwartaal;100.4;-1.2;2.4
3468;7412E Overige dienstverlening;2006 3e kwartaal;98.7;-1.7;-1.2
3469;7412E Overige dienstverlening;2006 4e kwartaal;99.3;0.7;1.9
3470;7412E Overige dienstverlening;2006;100.0;;0.2
3471;7412E Overige dienstverlening;2007 1e kwartaal;100.8;1.4;-0.8
3472;7412E Overige dienstverlening;2007 2e kwartaal;101.6;0.9;1.2
3473;7412E Overige dienstverlening;2007 3e kwartaal;108.4;6.7;9.9
3474;7412E Overige dienstverlening;2007 4e kwartaal;108.6;0.1;9.3
3475;7412E Overige dienstverlening;2007;104.9;;4.9
3476;7412E Overige dienstverlening;2008 1e kwartaal;115.4;6.3;14.6
3477;7412E Overige dienstverlening;2008 2e kwartaal;116.1;0.6;14.3
3478;7412E Overige dienstverlening;2008 3e kwartaal;117.8;1.4;8.6
3479;7412E Overige dienstverlening;2008 4e kwartaal;120.5;2.3;11.0
3480;7412E Overige dienstverlening;2008;117.5;;12.0
3481;7412E Overige dienstverlening;2009 1e kwartaal;124.2;3.1;7.6
3482;7412E Overige dienstverlening;2009 2e kwartaal;128.6;3.5;10.7
3483;7412E Overige dienstverlening;2009 3e kwartaal;128.4;-0.1;9.1
3484;7412E Overige dienstverlening;2009 4e kwartaal;127.4;-0.8;5.7
3485;7412E Overige dienstverlening;2009;127.1;;8.2
3486;7412E Overige dienstverlening;2010 1e kwartaal;128.5;0.9;3.4
3487;7412E Overige dienstverlening;2010 2e kwartaal;131.8;2.5;2.5
3488;7412E Overige dienstverlening;2010 3e kwartaal;130.5;-1.0;1.6
3489;7412E Overige dienstverlening;2010 4e kwartaal;127.8;-2.1;0.3
3490;7412E Overige dienstverlening;2010;129.6;;2.0
3491;7412E Overige dienstverlening;2011 1e kwartaal;138.2;8.2;7.5
3492;7412E Overige dienstverlening;2011 2e kwartaal;139.5;1.0;5.9
3493;7412E Overige dienstverlening;2011 3e kwartaal;140.4;0.6;7.6
3494;7412E Overige dienstverlening;2011 4e kwartaal;136.6;-2.7;6.9
3495;7412E Overige dienstverlening;2011;138.7;;7.0
3496;7413 Totaal markt -en opinieonderzoek;2002 4e kwartaal;;;
3497;7413 Totaal markt -en opinieonderzoek;2003 1e kwartaal;;;
3498;7413 Totaal markt -en opinieonderzoek;2003 2e kwartaal;;;
3499;7413 Totaal markt -en opinieonderzoek;2003 3e kwartaal;;;
3500;7413 Totaal markt -en opinieonderzoek;2003 4e kwartaal;;;
3501;7413 Totaal markt -en opinieonderzoek;2003;;;
3502;7413 Totaal markt -en opinieonderzoek;2004 1e kwartaal;;;
3503;7413 Totaal markt -en opinieonderzoek;2004 2e kwartaal;;;
3504;7413 Totaal markt -en opinieonderzoek;2004 3e kwartaal;;;
3505;7413 Totaal markt -en opinieonderzoek;2004 4e kwartaal;;;
3506;7413 Totaal markt -en opinieonderzoek;2004;;;
3507;7413 Totaal markt -en opinieonderzoek;2005 1e kwartaal;;;
3508;7413 Totaal markt -en opinieonderzoek;2005 2e kwartaal;;;
3509;7413 Totaal markt -en opinieonderzoek;2005 3e kwartaal;;;
3510;7413 Totaal markt -en opinieonderzoek;2005 4e kwartaal;;;
3511;7413 Totaal markt -en opinieonderzoek;2005;;;
3512;7413 Totaal markt -en opinieonderzoek;2006 1e kwartaal;100.0;;
3513;7413 Totaal markt -en opinieonderzoek;2006 2e kwartaal;100.0;0.0;
3514;7413 Totaal markt -en opinieonderzoek;2006 3e kwartaal;100.0;0.0;
3515;7413 Totaal markt -en opinieonderzoek;2006 4e kwartaal;100.0;0.0;
3516;7413 Totaal markt -en opinieonderzoek;2006;100.0;;
3517;7413 Totaal markt -en opinieonderzoek;2007 1e kwartaal;102.9;2.9;2.8
3518;7413 Totaal markt -en opinieonderzoek;2007 2e kwartaal;102.5;-0.4;2.5
3519;7413 Totaal markt -en opinieonderzoek;2007 3e kwartaal;102.7;0.2;2.7
3520;7413 Totaal markt -en opinieonderzoek;2007 4e kwartaal;102.7;0.0;2.7
3521;7413 Totaal markt -en opinieonderzoek;2007;102.7;;2.7
3522;7413 Totaal markt -en opinieonderzoek;2008 1e kwartaal;104.9;2.2;2.0
3523;7413 Totaal markt -en opinieonderzoek;2008 2e kwartaal;105.1;0.1;2.6
3524;7413 Totaal markt -en opinieonderzoek;2008 3e kwartaal;104.6;-0.4;1.9
3525;7413 Totaal markt -en opinieonderzoek;2008 4e kwartaal;104.8;0.2;2.1
3526;7413 Totaal markt -en opinieonderzoek;2008;104.9;;2.1
3527;7413 Totaal markt -en opinieonderzoek;2009 1e kwartaal;106.7;1.8;1.6
3528;7413 Totaal markt -en opinieonderzoek;2009 2e kwartaal;106.6;0.0;1.5
3529;7413 Totaal markt -en opinieonderzoek;2009 3e kwartaal;106.8;0.1;2.0
3530;7413 Totaal markt -en opinieonderzoek;2009 4e kwartaal;106.9;0.1;1.9
3531;7413 Totaal markt -en opinieonderzoek;2009;106.7;;1.8
3532;7413 Totaal markt -en opinieonderzoek;2010 1e kwartaal;108.0;1.0;1.2
3533;7413 Totaal markt -en opinieonderzoek;2010 2e kwartaal;107.8;-0.1;1.1
3534;7413 Totaal markt -en opinieonderzoek;2010 3e kwartaal;107.5;-0.4;0.6
3535;7413 Totaal markt -en opinieonderzoek;2010 4e kwartaal;107.4;0.0;0.5
3536;7413 Totaal markt -en opinieonderzoek;2010;107.7;;0.9
3537;7413 Totaal markt -en opinieonderzoek;2011 1e kwartaal;108.7;1.2;0.7
3538;7413 Totaal markt -en opinieonderzoek;2011 2e kwartaal;108.7;0.0;0.8
3539;7413 Totaal markt -en opinieonderzoek;2011 3e kwartaal;108.9;0.2;1.4
3540;7413 Totaal markt -en opinieonderzoek;2011 4e kwartaal;109.1;0.2;1.6
3541;7413 Totaal markt -en opinieonderzoek;2011;108.9;;1.1
3542;7413A Kwantitatief markt -en opinieond..;2002 4e kwartaal;;;
3543;7413A Kwantitatief markt -en opinieond..;2003 1e kwartaal;;;
3544;7413A Kwantitatief markt -en opinieond..;2003 2e kwartaal;;;
3545;7413A Kwantitatief markt -en opinieond..;2003 3e kwartaal;;;
3546;7413A Kwantitatief markt -en opinieond..;2003 4e kwartaal;;;
3547;7413A Kwantitatief markt -en opinieond..;2003;;;
3548;7413A Kwantitatief markt -en opinieond..;2004 1e kwartaal;;;
3549;7413A Kwantitatief markt -en opinieond..;2004 2e kwartaal;;;
3550;7413A Kwantitatief markt -en opinieond..;2004 3e kwartaal;;;
3551;7413A Kwantitatief markt -en opinieond..;2004 4e kwartaal;;;
3552;7413A Kwantitatief markt -en opinieond..;2004;;;
3553;7413A Kwantitatief markt -en opinieond..;2005 1e kwartaal;;;
3554;7413A Kwantitatief markt -en opinieond..;2005 2e kwartaal;;;
3555;7413A Kwantitatief markt -en opinieond..;2005 3e kwartaal;;;
3556;7413A Kwantitatief markt -en opinieond..;2005 4e kwartaal;;;
3557;7413A Kwantitatief markt -en opinieond..;2005;;;
3558;7413A Kwantitatief markt -en opinieond..;2006 1e kwartaal;100.0;;
3559;7413A Kwantitatief markt -en opinieond..;2006 2e kwartaal;100.0;0.0;
3560;7413A Kwantitatief markt -en opinieond..;2006 3e kwartaal;100.0;0.0;
3561;7413A Kwantitatief markt -en opinieond..;2006 4e kwartaal;100.0;0.0;
3562;7413A Kwantitatief markt -en opinieond..;2006;100.0;;
3563;7413A Kwantitatief markt -en opinieond..;2007 1e kwartaal;102.8;2.8;2.8
3564;7413A Kwantitatief markt -en opinieond..;2007 2e kwartaal;102.5;-0.3;2.5
3565;7413A Kwantitatief markt -en opinieond..;2007 3e kwartaal;102.6;0.1;2.6
3566;7413A Kwantitatief markt -en opinieond..;2007 4e kwartaal;102.6;0.0;2.6
3567;7413A Kwantitatief markt -en opinieond..;2007;102.6;;2.6
3568;7413A Kwantitatief markt -en opinieond..;2008 1e kwartaal;104.8;2.2;2.0
3569;7413A Kwantitatief markt -en opinieond..;2008 2e kwartaal;105.0;0.1;2.4
3570;7413A Kwantitatief markt -en opinieond..;2008 3e kwartaal;104.4;-0.6;1.7
3571;7413A Kwantitatief markt -en opinieond..;2008 4e kwartaal;104.6;0.2;1.9
3572;7413A Kwantitatief markt -en opinieond..;2008;104.7;;2.0
3573;7413A Kwantitatief markt -en opinieond..;2009 1e kwartaal;106.5;1.9;1.6
3574;7413A Kwantitatief markt -en opinieond..;2009 2e kwartaal;106.5;0.0;1.5
3575;7413A Kwantitatief markt -en opinieond..;2009 3e kwartaal;106.6;0.1;2.2
3576;7413A Kwantitatief markt -en opinieond..;2009 4e kwartaal;106.6;0.0;2.0
3577;7413A Kwantitatief markt -en opinieond..;2009;106.6;;1.8
3578;7413A Kwantitatief markt -en opinieond..;2010 1e kwartaal;107.7;1.0;1.1
3579;7413A Kwantitatief markt -en opinieond..;2010 2e kwartaal;107.7;0.0;1.1
3580;7413A Kwantitatief markt -en opinieond..;2010 3e kwartaal;107.1;-0.6;0.4
3581;7413A Kwantitatief markt -en opinieond..;2010 4e kwartaal;107.0;0.0;0.4
3582;7413A Kwantitatief markt -en opinieond..;2010;107.4;;0.8
3583;7413A Kwantitatief markt -en opinieond..;2011 1e kwartaal;108.4;1.3;0.6
3584;7413A Kwantitatief markt -en opinieond..;2011 2e kwartaal;108.4;0.0;0.7
3585;7413A Kwantitatief markt -en opinieond..;2011 3e kwartaal;108.7;0.3;1.6
3586;7413A Kwantitatief markt -en opinieond..;2011 4e kwartaal;109.0;0.2;1.8
3587;7413A Kwantitatief markt -en opinieond..;2011;108.6;;1.2
3588;7413B Kwalitatief markt -en opinieonde..;2002 4e kwartaal;;;
3589;7413B Kwalitatief markt -en opinieonde..;2003 1e kwartaal;;;
3590;7413B Kwalitatief markt -en opinieonde..;2003 2e kwartaal;;;
3591;7413B Kwalitatief markt -en opinieonde..;2003 3e kwartaal;;;
3592;7413B Kwalitatief markt -en opinieonde..;2003 4e kwartaal;;;
3593;7413B Kwalitatief markt -en opinieonde..;2003;;;
3594;7413B Kwalitatief markt -en opinieonde..;2004 1e kwartaal;;;
3595;7413B Kwalitatief markt -en opinieonde..;2004 2e kwartaal;;;
3596;7413B Kwalitatief markt -en opinieonde..;2004 3e kwartaal;;;
3597;7413B Kwalitatief markt -en opinieonde..;2004 4e kwartaal;;;
3598;7413B Kwalitatief markt -en opinieonde..;2004;;;
3599;7413B Kwalitatief markt -en opinieonde..;2005 1e kwartaal;;;
3600;7413B Kwalitatief markt -en opinieonde..;2005 2e kwartaal;;;
3601;7413B Kwalitatief markt -en opinieonde..;2005 3e kwartaal;;;
3602;7413B Kwalitatief markt -en opinieonde..;2005 4e kwartaal;;;
3603;7413B Kwalitatief markt -en opinieonde..;2005;;;
3604;7413B Kwalitatief markt -en opinieonde..;2006 1e kwartaal;100.0;;
3605;7413B Kwalitatief markt -en opinieonde..;2006 2e kwartaal;100.0;0.0;
3606;7413B Kwalitatief markt -en opinieonde..;2006 3e kwartaal;100.0;0.0;
3607;7413B Kwalitatief markt -en opinieonde..;2006 4e kwartaal;100.0;0.0;
3608;7413B Kwalitatief markt -en opinieonde..;2006;100.0;;
3609;7413B Kwalitatief markt -en opinieonde..;2007 1e kwartaal;103.1;3.0;3.1
3610;7413B Kwalitatief markt -en opinieonde..;2007 2e kwartaal;102.2;-0.8;2.2
3611;7413B Kwalitatief markt -en opinieonde..;2007 3e kwartaal;103.2;0.9;3.2
3612;7413B Kwalitatief markt -en opinieonde..;2007 4e kwartaal;103.2;0.0;3.2
3613;7413B Kwalitatief markt -en opinieonde..;2007;102.9;;2.9
3614;7413B Kwalitatief markt -en opinieonde..;2008 1e kwartaal;105.6;2.3;2.5
3615;7413B Kwalitatief markt -en opinieonde..;2008 2e kwartaal;105.8;0.2;3.5
3616;7413B Kwalitatief markt -en opinieonde..;2008 3e kwartaal;106.3;0.5;3.0
3617;7413B Kwalitatief markt -en opinieonde..;2008 4e kwartaal;106.5;0.1;3.1
3618;7413B Kwalitatief markt -en opinieonde..;2008;106.0;;3.0
3619;7413B Kwalitatief markt -en opinieonde..;2009 1e kwartaal;107.7;1.2;2.0
3620;7413B Kwalitatief markt -en opinieonde..;2009 2e kwartaal;107.5;-0.2;1.6
3621;7413B Kwalitatief markt -en opinieonde..;2009 3e kwartaal;107.7;0.2;1.3
3622;7413B Kwalitatief markt -en opinieonde..;2009 4e kwartaal;108.4;0.6;1.8
3623;7413B Kwalitatief markt -en opinieonde..;2009;107.8;;1.7
3624;7413B Kwalitatief markt -en opinieonde..;2010 1e kwartaal;109.6;1.1;1.7
3625;7413B Kwalitatief markt -en opinieonde..;2010 2e kwartaal;108.5;-0.9;1.0
3626;7413B Kwalitatief markt -en opinieonde..;2010 3e kwartaal;109.9;1.3;2.0
3627;7413B Kwalitatief markt -en opinieonde..;2010 4e kwartaal;109.9;0.0;1.4
3628;7413B Kwalitatief markt -en opinieonde..;2010;109.5;;1.5
3629;7413B Kwalitatief markt -en opinieonde..;2011 1e kwartaal;110.5;0.5;0.9
3630;7413B Kwalitatief markt -en opinieonde..;2011 2e kwartaal;110.2;-0.2;1.6
3631;7413B Kwalitatief markt -en opinieonde..;2011 3e kwartaal;110.0;-0.2;0.1
3632;7413B Kwalitatief markt -en opinieonde..;2011 4e kwartaal;110.0;0.0;0.1
3633;7413B Kwalitatief markt -en opinieonde..;2011;110.2;;0.6
3634;7414 Totaal organisatieadvies;2002 4e kwartaal;;;
3635;7414 Totaal organisatieadvies;2003 1e kwartaal;;;
3636;7414 Totaal organisatieadvies;2003 2e kwartaal;;;
3637;7414 Totaal organisatieadvies;2003 3e kwartaal;;;
3638;7414 Totaal organisatieadvies;2003 4e kwartaal;;;
3639;7414 Totaal organisatieadvies;2003;;;
3640;7414 Totaal organisatieadvies;2004 1e kwartaal;;;
3641;7414 Totaal organisatieadvies;2004 2e kwartaal;;;
3642;7414 Totaal organisatieadvies;2004 3e kwartaal;;;
3643;7414 Totaal organisatieadvies;2004 4e kwartaal;;;
3644;7414 Totaal organisatieadvies;2004;;;
3645;7414 Totaal organisatieadvies;2005 1e kwartaal;;;
3646;7414 Totaal organisatieadvies;2005 2e kwartaal;;;
3647;7414 Totaal organisatieadvies;2005 3e kwartaal;;;
3648;7414 Totaal organisatieadvies;2005 4e kwartaal;;;
3649;7414 Totaal organisatieadvies;2005;;;
3650;7414 Totaal organisatieadvies;2006 1e kwartaal;98.2;;
3651;7414 Totaal organisatieadvies;2006 2e kwartaal;100.1;1.9;
3652;7414 Totaal organisatieadvies;2006 3e kwartaal;101.1;1.0;
3653;7414 Totaal organisatieadvies;2006 4e kwartaal;100.5;-0.6;
3654;7414 Totaal organisatieadvies;2006;100.0;;
3655;7414 Totaal organisatieadvies;2007 1e kwartaal;102.5;1.9;4.3
3656;7414 Totaal organisatieadvies;2007 2e kwartaal;104.4;1.9;4.2
3657;7414 Totaal organisatieadvies;2007 3e kwartaal;104.4;0.0;3.2
3658;7414 Totaal organisatieadvies;2007 4e kwartaal;104.1;-0.3;3.6
3659;7414 Totaal organisatieadvies;2007;103.8;;3.8
3660;7414 Totaal organisatieadvies;2008 1e kwartaal;104.5;0.4;2.0
3661;7414 Totaal organisatieadvies;2008 2e kwartaal;105.5;0.9;1.1
3662;7414 Totaal organisatieadvies;2008 3e kwartaal;106.2;0.7;1.7
3663;7414 Totaal organisatieadvies;2008 4e kwartaal;105.9;-0.3;1.7
3664;7414 Totaal organisatieadvies;2008;105.5;;1.6
3665;7414 Totaal organisatieadvies;2009 1e kwartaal;107.5;1.5;2.8
3666;7414 Totaal organisatieadvies;2009 2e kwartaal;105.6;-1.7;0.1
3667;7414 Totaal organisatieadvies;2009 3e kwartaal;104.4;-1.1;-1.7
3668;7414 Totaal organisatieadvies;2009 4e kwartaal;102.8;-1.6;-3.0
3669;7414 Totaal organisatieadvies;2009;105.1;;-0.4
3670;7414 Totaal organisatieadvies;2010 1e kwartaal;100.6;-2.1;-6.4
3671;7414 Totaal organisatieadvies;2010 2e kwartaal;100.3;-0.3;-5.0
3672;7414 Totaal organisatieadvies;2010 3e kwartaal;98.9;-1.5;-5.3
3673;7414 Totaal organisatieadvies;2010 4e kwartaal;101.7;2.8;-1.1
3674;7414 Totaal organisatieadvies;2010;100.4;;-4.5
3675;7414 Totaal organisatieadvies;2011 1e kwartaal;99.5;-2.1;-1.1
3676;7414 Totaal organisatieadvies;2011 2e kwartaal;100.6;1.1;0.2
3677;7414 Totaal organisatieadvies;2011 3e kwartaal;100.9;0.3;2.0
3678;7414 Totaal organisatieadvies;2011 4e kwartaal;100.1;-0.8;-1.6
3679;7414 Totaal organisatieadvies;2011;100.3;;-0.1
3680;7420A Totaal architecten;2002 4e kwartaal;;;
3681;7420A Totaal architecten;2003 1e kwartaal;;;
3682;7420A Totaal architecten;2003 2e kwartaal;;;
3683;7420A Totaal architecten;2003 3e kwartaal;;;
3684;7420A Totaal architecten;2003 4e kwartaal;;;
3685;7420A Totaal architecten;2003;;;
3686;7420A Totaal architecten;2004 1e kwartaal;;;
3687;7420A Totaal architecten;2004 2e kwartaal;;;
3688;7420A Totaal architecten;2004 3e kwartaal;;;
3689;7420A Totaal architecten;2004 4e kwartaal;;;
3690;7420A Totaal architecten;2004;;;
3691;7420A Totaal architecten;2005 1e kwartaal;;;
3692;7420A Totaal architecten;2005 2e kwartaal;;;
3693;7420A Totaal architecten;2005 3e kwartaal;;;
3694;7420A Totaal architecten;2005 4e kwartaal;;;
3695;7420A Totaal architecten;2005;;;
3696;7420A Totaal architecten;2006 1e kwartaal;98.9;;
3697;7420A Totaal architecten;2006 2e kwartaal;99.9;1.1;
3698;7420A Totaal architecten;2006 3e kwartaal;100.2;0.3;
3699;7420A Totaal architecten;2006 4e kwartaal;100.9;0.7;
3700;7420A Totaal architecten;2006;100.0;;
3701;7420A Totaal architecten;2007 1e kwartaal;102.4;1.4;3.5
3702;7420A Totaal architecten;2007 2e kwartaal;103.2;0.8;3.2
3703;7420A Totaal architecten;2007 3e kwartaal;104.4;1.2;4.2
3704;7420A Totaal architecten;2007 4e kwartaal;103.6;-0.8;2.7
3705;7420A Totaal architecten;2007;103.4;;3.4
3706;7420A Totaal architecten;2008 1e kwartaal;107.1;3.4;4.6
3707;7420A Totaal architecten;2008 2e kwartaal;108.0;0.9;4.7
3708;7420A Totaal architecten;2008 3e kwartaal;108.8;0.7;4.1
3709;7420A Totaal architecten;2008 4e kwartaal;108.8;0.1;5.1
3710;7420A Totaal architecten;2008;108.2;;4.6
3711;7420A Totaal architecten;2009 1e kwartaal;108.6;-0.2;1.4
3712;7420A Totaal architecten;2009 2e kwartaal;106.6;-1.9;-1.3
3713;7420A Totaal architecten;2009 3e kwartaal;106.4;-0.1;-2.2
3714;7420A Totaal architecten;2009 4e kwartaal;105.4;-1.0;-3.2
3715;7420A Totaal architecten;2009;106.7;;-1.3
3716;7420A Totaal architecten;2010 1e kwartaal;105.3;-0.1;-3.1
3717;7420A Totaal architecten;2010 2e kwartaal;104.7;-0.6;-1.8
3718;7420A Totaal architecten;2010 3e kwartaal;104.1;-0.6;-2.2
3719;7420A Totaal architecten;2010 4e kwartaal;103.3;-0.7;-2.0
3720;7420A Totaal architecten;2010;104.3;;-2.3
3721;7420A Totaal architecten;2011 1e kwartaal;102.8;-0.5;-2.4
3722;7420A Totaal architecten;2011 2e kwartaal;102.8;0.0;-1.8
3723;7420A Totaal architecten;2011 3e kwartaal;102.6;-0.2;-1.4
3724;7420A Totaal architecten;2011 4e kwartaal;102.2;-0.4;-1.1
3725;7420A Totaal architecten;2011;102.6;;-1.7
3726;7420AA Woningbouw;2002 4e kwartaal;;;
3727;7420AA Woningbouw;2003 1e kwartaal;;;
3728;7420AA Woningbouw;2003 2e kwartaal;;;
3729;7420AA Woningbouw;2003 3e kwartaal;;;
3730;7420AA Woningbouw;2003 4e kwartaal;;;
3731;7420AA Woningbouw;2003;;;
3732;7420AA Woningbouw;2004 1e kwartaal;;;
3733;7420AA Woningbouw;2004 2e kwartaal;;;
3734;7420AA Woningbouw;2004 3e kwartaal;;;
3735;7420AA Woningbouw;2004 4e kwartaal;;;
3736;7420AA Woningbouw;2004;;;
3737;7420AA Woningbouw;2005 1e kwartaal;;;
3738;7420AA Woningbouw;2005 2e kwartaal;;;
3739;7420AA Woningbouw;2005 3e kwartaal;;;
3740;7420AA Woningbouw;2005 4e kwartaal;;;
3741;7420AA Woningbouw;2005;;;
3742;7420AA Woningbouw;2006 1e kwartaal;98.9;;
3743;7420AA Woningbouw;2006 2e kwartaal;99.9;1.1;
3744;7420AA Woningbouw;2006 3e kwartaal;100.2;0.3;
3745;7420AA Woningbouw;2006 4e kwartaal;100.9;0.7;
3746;7420AA Woningbouw;2006;100.0;;
3747;7420AA Woningbouw;2007 1e kwartaal;102.4;1.4;3.5
3748;7420AA Woningbouw;2007 2e kwartaal;103.2;0.8;3.2
3749;7420AA Woningbouw;2007 3e kwartaal;104.4;1.2;4.2
3750;7420AA Woningbouw;2007 4e kwartaal;103.6;-0.8;2.7
3751;7420AA Woningbouw;2007;103.4;;3.4
3752;7420AA Woningbouw;2008 1e kwartaal;107.1;3.4;4.6
3753;7420AA Woningbouw;2008 2e kwartaal;108.0;0.9;4.7
3754;7420AA Woningbouw;2008 3e kwartaal;108.8;0.7;4.1
3755;7420AA Woningbouw;2008 4e kwartaal;108.8;0.1;5.1
3756;7420AA Woningbouw;2008;108.2;;4.6
3757;7420AA Woningbouw;2009 1e kwartaal;108.5;-0.3;1.3
3758;7420AA Woningbouw;2009 2e kwartaal;106.1;-2.2;-1.8
3759;7420AA Woningbouw;2009 3e kwartaal;105.4;-0.6;-3.1
3760;7420AA Woningbouw;2009 4e kwartaal;104.0;-1.3;-4.4
3761;7420AA Woningbouw;2009;106.0;;-2.0
3762;7420AA Woningbouw;2010 1e kwartaal;103.3;-0.7;-4.8
3763;7420AA Woningbouw;2010 2e kwartaal;103.3;-0.1;-2.6
3764;7420AA Woningbouw;2010 3e kwartaal;102.5;-0.7;-2.7
3765;7420AA Woningbouw;2010 4e kwartaal;101.4;-1.1;-2.5
3766;7420AA Woningbouw;2010;102.6;;-3.2
3767;7420AA Woningbouw;2011 1e kwartaal;101.8;0.4;-1.5
3768;7420AA Woningbouw;2011 2e kwartaal;101.2;-0.6;-2.1
3769;7420AA Woningbouw;2011 3e kwartaal;100.7;-0.5;-1.8
3770;7420AA Woningbouw;2011 4e kwartaal;100.4;-0.3;-1.0
3771;7420AA Woningbouw;2011;101.0;;-1.6
3772;7420AB Utiliteitsbouw;2002 4e kwartaal;;;
3773;7420AB Utiliteitsbouw;2003 1e kwartaal;;;
3774;7420AB Utiliteitsbouw;2003 2e kwartaal;;;
3775;7420AB Utiliteitsbouw;2003 3e kwartaal;;;
3776;7420AB Utiliteitsbouw;2003 4e kwartaal;;;
3777;7420AB Utiliteitsbouw;2003;;;
3778;7420AB Utiliteitsbouw;2004 1e kwartaal;;;
3779;7420AB Utiliteitsbouw;2004 2e kwartaal;;;
3780;7420AB Utiliteitsbouw;2004 3e kwartaal;;;
3781;7420AB Utiliteitsbouw;2004 4e kwartaal;;;
3782;7420AB Utiliteitsbouw;2004;;;
3783;7420AB Utiliteitsbouw;2005 1e kwartaal;;;
3784;7420AB Utiliteitsbouw;2005 2e kwartaal;;;
3785;7420AB Utiliteitsbouw;2005 3e kwartaal;;;
3786;7420AB Utiliteitsbouw;2005 4e kwartaal;;;
3787;7420AB Utiliteitsbouw;2005;;;
3788;7420AB Utiliteitsbouw;2006 1e kwartaal;98.9;;
3789;7420AB Utiliteitsbouw;2006 2e kwartaal;99.9;1.1;
3790;7420AB Utiliteitsbouw;2006 3e kwartaal;100.2;0.3;
3791;7420AB Utiliteitsbouw;2006 4e kwartaal;100.9;0.7;
3792;7420AB Utiliteitsbouw;2006;100.0;;
3793;7420AB Utiliteitsbouw;2007 1e kwartaal;102.4;1.4;3.5
3794;7420AB Utiliteitsbouw;2007 2e kwartaal;103.2;0.8;3.2
3795;7420AB Utiliteitsbouw;2007 3e kwartaal;104.4;1.2;4.2
3796;7420AB Utiliteitsbouw;2007 4e kwartaal;103.6;-0.8;2.7
3797;7420AB Utiliteitsbouw;2007;103.4;;3.4
3798;7420AB Utiliteitsbouw;2008 1e kwartaal;107.1;3.4;4.6
3799;7420AB Utiliteitsbouw;2008 2e kwartaal;108.0;0.9;4.7
3800;7420AB Utiliteitsbouw;2008 3e kwartaal;108.8;0.7;4.1
3801;7420AB Utiliteitsbouw;2008 4e kwartaal;108.8;0.1;5.1
