ID;Sex;Age;ModesOfTravel;TravelMotives;Margins;Periods;StagesPerPersonPerDayAverage_1;DistanceTravelledPerStageAverage_2;AverageTravelTimePerStage_3
5477;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2001;;;
5478;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2002;;;
5479;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2003;;;
5480;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2004;;;
5481;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2005;;;
5482;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2006;;;
5483;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2007;;;
5484;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2008;;;
5485;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2009;;;
5486;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2010;;;
5487;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2011;;;
5488;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2012;;;
5489;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2013;;;
5490;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2014;;;
5491;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2015;;;
5492;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2016;;;
5493;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2017;;;
5494;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2018;;;
5495;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2019;;;
5496;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2020;;;
5497;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2021;;;
5498;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2022;;;
5499;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Value;2023;;;
5500;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;1999;;;
5501;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2000;;;
5502;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2001;;;
5503;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2002;;;
5504;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2003;;;
5505;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2004;;;
5506;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2005;;;
5507;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2006;;;
5508;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2007;;;
5509;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2008;;;
5510;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2009;;;
5511;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2010;;;
5512;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2011;;;
5513;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2012;;;
5514;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2013;;;
5515;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2014;;;
5516;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2015;;;
5517;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2016;;;
5518;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2017;;;
5519;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2018;;;
5520;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2019;;;
5521;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2020;;;
5522;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2021;;;
5523;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2022;;;
5524;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Lower bound 95% confidence interval;2023;;;
5525;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;1999;;;
5526;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2000;;;
5527;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2001;;;
5528;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2002;;;
5529;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2003;;;
5530;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2004;;;
5531;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2005;;;
5532;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2006;;;
5533;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2007;;;
5534;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2008;;;
5535;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2009;;;
5536;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2010;;;
5537;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2011;;;
5538;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2012;;;
5539;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2013;;;
5540;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2014;;;
5541;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2015;;;
5542;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2016;;;
5543;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2017;;;
5544;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2018;;;
5545;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2019;;;
5546;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2020;;;
5547;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2021;;;
5548;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2022;;;
5549;Total male and female;51511;Bus/metro;Travel to/from work, (non)-daily commute;Upper bound 95% confidence interval;2023;;;
5550;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;1999;;;
5551;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2000;;;
5552;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2001;;;
5553;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2002;;;
5554;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2003;;;
5555;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2004;;;
5556;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2005;;;
5557;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2006;;;
5558;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2007;;;
5559;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2008;;;
5560;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2009;;;
5561;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2010;;;
5562;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2011;;;
5563;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2012;;;
5564;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2013;;;
5565;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2014;;;
5566;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2015;;;
5567;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2016;;;
5568;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2017;;;
5569;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2018;;;
5570;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2019;;;
5571;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2020;;;
5572;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2021;;;
5573;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2022;;;
5574;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Value;2023;;;
5575;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;1999;;;
5576;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2000;;;
5577;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2001;;;
5578;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2002;;;
5579;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2003;;;
5580;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2004;;;
5581;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2005;;;
5582;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2006;;;
5583;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2007;;;
5584;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2008;;;
5585;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2009;;;
5586;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2010;;;
5587;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2011;;;
5588;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2012;;;
5589;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2013;;;
5590;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2014;;;
5591;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2015;;;
5592;Total male and female;51511;Bus/metro;Shopping, groceries, funshopping.;Lower bound 95% confidence interval;2016;;;
