ID;BalanceSheetsAndTransactions;AssetsAndLiabilities;Sectors;Periods;Total_1;MonetaryGoldAndSpecialDrawingRights_2;Total_3;Currency_4;TransferableDeposits_5;Total_6;SavingsDepositsInEuros_7;OtherDeposits_8;Total_9;BillsAndShortTermBonds_10;LongTermBonds_11;FinancialDerivatives_12;Total_13;ShortTermLoans_14;LongTermLoans_15;Total_16;QuotedShares_17;UnquotedSharesAndOthers_18;MutualFundsShares_19;Total_20;NetEquityInLifeInsuranceReserves_21;NetEquityInPensionFundsReserves_22;OtherInsuranceTechnicalReserves_23;OtherAccountsReceivableAndPayable_24
6446;Closing balance sheet;Assets;Central government;2007 2nd quarter;95860;0;11022;1;3206;7815;0;7815;-720;0;180;-900.0;29355;11702;17653;37175;44.0;37131.0;0.0;0;0;0;0;19028
6447;Closing balance sheet;Assets;Central government;2007 3rd quarter;94702;0;8244;1;3397;4846;0;4846;-664;0;166;-830.0;29714;11419;18295;39972;46.0;39926.0;0.0;0;0;0;0;17436
6448;Closing balance sheet;Assets;Central government;2007 4th quarter;99581;0;7237;1;3129;4107;0;4107;-786;0;146;-932.0;29177;9891;19286;43352;49.0;43303.0;0.0;0;0;0;0;20601
6449;Closing balance sheet;Assets;Central government;2007;99581;0;7237;1;3129;4107;0;4107;-786;0;146;-932.0;29177;9891;19286;43352;49.0;43303.0;0.0;0;0;0;0;20601
6450;Closing balance sheet;Assets;Central government;2008 1st quarter;110031;0;6520;1;2352;4167;0;4167;-543;0;147;-690.0;34813;15265;19548;48085;57.0;48028.0;0.0;0;0;0;0;21156
6451;Closing balance sheet;Assets;Central government;2008 2nd quarter;119471;0;7159;1;2967;4191;0;4191;-833;0;148;-981.0;34543;14345;20198;52193;68.0;52125.0;0.0;0;0;0;0;26409
6452;Closing balance sheet;Assets;Central government;2008 3rd quarter;130174;0;14584;1;9834;4749;0;4749;272;0;156;116.0;35612;14978;20634;55878;79.0;55799.0;0.0;0;0;0;0;23828
6453;Closing balance sheet;Assets;Central government;2008 4th quarter;195651;0;7184;1;2615;4568;0;4568;2095;0;160;1935.0;79637;49148;30489;82262;87.0;82175.0;0.0;0;0;0;0;24473
6454;Closing balance sheet;Assets;Central government;2008;195651;0;7184;1;2615;4568;0;4568;2095;0;160;1935.0;79637;49148;30489;82262;87.0;82175.0;0.0;0;0;0;0;24473
6455;Closing balance sheet;Assets;Central government;2009 1st quarter;206428;0;7527;1;2583;4943;0;4943;20975;0;20407;568.0;77932;47941;29991;77502;87.0;77415.0;0.0;0;0;0;0;22492
6456;Closing balance sheet;Assets;Central government;2009 2nd quarter;200129;0;22123;1;2326;19796;0;19796;17568;0;18469;-901.0;55904;25351;30553;82105;87.0;82018.0;0.0;0;0;0;0;22429
6457;Closing balance sheet;Assets;Central government;2009 3rd quarter;187846;0;7349;1;2386;4962;0;4962;16847;0;16974;-127.0;51055;20554;30501;86937;87.0;86850.0;0.0;0;0;0;0;25658
6458;Closing balance sheet;Assets;Central government;2009 4th quarter;179139;0;3523;1;2153;1369;0;1369;16309;0;16525;-216.0;51870;22043;29827;80251;87.0;80164.0;0.0;0;0;0;0;27186
6459;Closing balance sheet;Assets;Central government;2009;179139;0;3523;1;2153;1369;0;1369;16309;0;16525;-216.0;51870;22043;29827;80251;87.0;80164.0;0.0;0;0;0;0;27186
6460;Closing balance sheet;Assets;Central government;2010 1st quarter;181979;0;4081;1;2500;1580;0;1580;16771;0;16739;32.0;55212;26047;29165;78522;87.0;78435.0;0.0;0;0;0;0;27393
6461;Closing balance sheet;Assets;Central government;2010 2nd quarter;190958;0;5585;1;2712;2872;0;2872;19490;0;17363;2127.0;60491;30892;29599;77943;86.0;77857.0;0.0;0;0;0;0;27449
6462;Closing balance sheet;Assets;Central government;2010 3rd quarter;178521;0;4452;1;2679;1772;0;1772;21004;0;14789;6215.0;51233;23521;27712;76273;86.0;76187.0;0.0;0;0;0;0;25559
6463;Closing balance sheet;Assets;Central government;2010 4th quarter;177586;0;3713;1;2750;962;0;962;16457;0;14419;2038.0;47950;18898;29052;79431;87.0;79344.0;0.0;0;0;0;0;30035
6464;Closing balance sheet;Assets;Central government;2010;177586;0;3713;1;2750;962;0;962;16457;0;14419;2038.0;47950;18898;29052;79431;87.0;79344.0;0.0;0;0;0;0;30035
6465;Closing balance sheet;Assets;Central government;2011 1st quarter;177808;0;4180;1;2750;1429;0;1429;13937;0;12836;1101.0;51231;21644;29587;76658;84.0;76574.0;0.0;0;0;0;0;31802
6466;Closing balance sheet;Assets;Central government;2011 2nd quarter;187835;0;10074;1;2749;7324;0;7324;12976;0;12004;972.0;58587;28284;30303;76296;83.0;76213.0;0.0;0;0;0;0;29902
6467;Closing balance sheet;Assets;Central government;2011 3rd quarter;185527;0;8030;1;2762;5267;0;5267;20472;0;12178;8294.0;54221;23048;31173;74282;81.0;74201.0;0.0;0;0;0;0;28522
6468;Closing balance sheet;Assets;Central government;2011 4th quarter;186070;0;4225;1;2742;1482;0;1482;21404;0;12144;9260.0;54207;22290;31917;76262;79.0;76183.0;0.0;0;0;0;0;29972
6469;Closing balance sheet;Assets;Central government;2011;186070;0;4225;1;2742;1482;0;1482;21404;0;12144;9260.0;54207;22290;31917;76262;79.0;76183.0;0.0;0;0;0;0;29972
6470;Closing balance sheet;Assets;Central government;2012 1st quarter;195750;0;4688;1;2635;2052;0;2052;20147;0;11241;8906.0;62003;28287;33716;78067;77.0;77990.0;0.0;0;0;0;0;30845
6471;Closing balance sheet;Assets;Central government;2012 2nd quarter;215085;0;8076;1;2610;5465;0;5465;22352;0;11269;11083.0;75978;38671;37307;77499;75.0;77424.0;0.0;0;0;0;0;31180
6472;Closing balance sheet;Assets;Central government;2012 3rd quarter;204006;0;5706;1;2789;2916;0;2916;21686;0;10572;11114.0;70096;31615;38481;80891;73.0;80818.0;0.0;0;0;0;0;25627
6473;Closing balance sheet;Assets;Central government;2012 4th quarter;212472;0;3811;1;2645;1165;0;1165;22927;0;9813;13114.0;71296;30001;41295;83867;72.0;83795.0;0.0;0;0;0;0;30571
6474;Closing balance sheet;Assets;Central government;2012;212472;0;3811;1;2645;1165;0;1165;22927;0;9813;13114.0;71296;30001;41295;83867;72.0;83795.0;0.0;0;0;0;0;30571
6475;Closing balance sheet;Assets;Central government;2013 1st quarter;225764;0;4248;1;3024;1223;0;1223;23008;0;9689;13319.0;78704;36835;41869;85854;72.0;85782.0;0.0;0;0;0;0;33950
6476;Closing balance sheet;Assets;Central government;2013 2nd quarter;230979;0;9803;1;3679;6123;0;6123;20310;0;9097;11213.0;86156;42913;43243;82221;72.0;82149.0;0.0;0;0;0;0;32489
6477;Closing balance sheet;Assets;Central government;2013 3rd quarter;224903;0;5618;1;2894;2723;0;2723;18697;0;8340;10357.0;84255;40269;43986;85656;72.0;85584.0;0.0;0;0;0;0;30677
6478;Closing balance sheet;Assets;Central government;2013 4th quarter;221300;0;4172;1;2948;1223;0;1223;14928;0;4501;10427.0;86254;36279;49975;83731;72.0;83659.0;0.0;0;0;0;0;32215
6479;Closing balance sheet;Assets;Central government;2013;221300;0;4172;1;2948;1223;0;1223;14928;0;4501;10427.0;86254;36279;49975;83731;72.0;83659.0;0.0;0;0;0;0;32215
6480;Closing balance sheet;Assets;Local government;1990;61390;0;3049;15;853;2181;0;2181;45;0;45;0.0;29309;479;28830;11706;;;;0;0;0;0;17281
6481;Closing balance sheet;Assets;Local government;1991;62816;0;3078;15;943;2120;0;2120;91;0;91;0.0;30414;714;29700;11684;;;;0;0;0;0;17549
6482;Closing balance sheet;Assets;Local government;1992;62819;0;3199;15;1170;2014;0;2014;91;0;91;0.0;31882;774;31108;10760;;;;0;0;0;0;16887
6483;Closing balance sheet;Assets;Local government;1993;63393;0;3758;23;1389;2346;0;2346;91;0;91;0.0;32032;746;31286;9421;;;;0;0;0;0;18091
6484;Closing balance sheet;Assets;Local government;1994;58840;0;3613;20;1141;2452;0;2452;154;0;154;0.0;33380;733;32647;7100;;;;0;0;0;0;14593
6485;Closing balance sheet;Assets;Local government;1995;42285;0;4224;20;1303;2901;0;2901;140;0;140;0.0;22365;475;21890;5601;0.0;5601.0;0.0;0;0;0;0;9955
6486;Closing balance sheet;Assets;Local government;1996;42515;0;4325;20;1369;2936;0;2936;267;8;259;0.0;22512;476;22036;5250;0.0;5250.0;0.0;0;0;0;0;10161
6487;Closing balance sheet;Assets;Local government;1997;44842;0;5343;23;1332;3988;0;3988;287;20;267;0.0;22739;538;22201;5593;0.0;5593.0;0.0;0;0;0;0;10880
6488;Closing balance sheet;Assets;Local government;1998;44130;0;6240;18;1671;4551;0;4551;349;72;277;0.0;21375;772;20603;5897;0.0;5897.0;0.0;0;0;0;0;10269
6489;Closing balance sheet;Assets;Local government;1999;45327;0;6577;18;1392;5167;0;5167;422;26;396;0.0;20655;664;19991;6140;0.0;6140.0;0.0;0;0;0;0;11533
6490;Closing balance sheet;Assets;Local government;2000;46061;0;9257;20;2037;7200;0;7200;544;31;513;0.0;20960;670;20290;5519;0.0;5519.0;0.0;0;0;0;0;9781
6491;Closing balance sheet;Assets;Local government;2001;45735;0;9249;18;2630;6601;0;6601;740;112;628;0.0;19213;431;18782;5467;0.0;5467.0;0.0;0;0;0;0;11066
6492;Closing balance sheet;Assets;Local government;2002;44361;0;8671;12;2839;5820;0;5820;777;99;678;0.0;18163;398;17765;5191;0.0;5191.0;0.0;0;0;0;0;11559
6493;Closing balance sheet;Assets;Local government;2003;44375;0;7368;16;2551;4801;0;4801;792;108;684;0.0;16504;710;15794;5317;0.0;5317.0;0.0;0;0;0;0;14394
6494;Closing balance sheet;Assets;Local government;2004;42135;0;7300;11;2967;4322;0;4322;792;108;684;0.0;15401;917;14484;5303;0.0;5303.0;0.0;0;0;0;0;13339
6495;Closing balance sheet;Assets;Local government;2005 1st quarter;42212;0;6625;11;2757;3857;0;3857;832;108;724;0.0;15810;1306;14504;4959;0.0;4959.0;0.0;0;0;0;0;13986
6496;Closing balance sheet;Assets;Local government;2005 2nd quarter;42288;0;8093;11;3825;4257;0;4257;868;108;760;0.0;16692;1941;14751;4699;0.0;4699.0;0.0;0;0;0;0;11936
6497;Closing balance sheet;Assets;Local government;2005 3rd quarter;41675;0;7625;11;3430;4184;0;4184;896;108;788;0.0;16678;1902;14776;4475;0.0;4475.0;0.0;0;0;0;0;12001
6498;Closing balance sheet;Assets;Local government;2005 4th quarter;41008;0;7909;11;3749;4149;0;4149;911;108;803;0.0;15734;1849;13885;4823;0.0;4823.0;0.0;0;0;0;0;11631
6499;Closing balance sheet;Assets;Local government;2005;41008;0;7909;11;3749;4149;0;4149;911;108;803;0.0;15734;1849;13885;4823;0.0;4823.0;0.0;0;0;0;0;11631
6500;Closing balance sheet;Assets;Local government;2006 1st quarter;46075;0;9321;11;3420;5890;0;5890;869;108;761;0.0;15346;1851;13495;5187;0.0;5187.0;0.0;0;0;0;0;15352
6501;Closing balance sheet;Assets;Local government;2006 2nd quarter;43893;0;9982;11;4773;5198;0;5198;870;108;762;0.0;15065;1851;13214;5883;0.0;5883.0;0.0;0;0;0;0;12093
6502;Closing balance sheet;Assets;Local government;2006 3rd quarter;41446;0;9700;11;4365;5324;0;5324;970;108;862;0.0;13890;1851;12039;6389;0.0;6389.0;0.0;0;0;0;0;10497
6503;Closing balance sheet;Assets;Local government;2006 4th quarter;42346;0;9084;11;4409;4664;0;4664;894;108;786;0.0;14131;1851;12280;5779;0.0;5779.0;0.0;0;0;0;0;12458
6504;Closing balance sheet;Assets;Local government;2006;42346;0;9084;11;4409;4664;0;4664;894;108;786;0.0;14131;1851;12280;5779;0.0;5779.0;0.0;0;0;0;0;12458
6505;Closing balance sheet;Assets;Local government;2007 1st quarter;42365;0;9459;13;4496;4950;0;4950;852;122;730;0.0;14160;2033;12127;5330;0.0;5330.0;0.0;0;0;0;0;12564
6506;Closing balance sheet;Assets;Local government;2007 2nd quarter;43165;0;11724;13;6176;5535;0;5535;997;207;790;0.0;14238;2414;11824;5457;0.0;5457.0;0.0;0;0;0;0;10749
6507;Closing balance sheet;Assets;Local government;2007 3rd quarter;42125;0;12344;13;5355;6976;0;6976;1146;359;787;0.0;13766;2791;10975;5544;0.0;5544.0;0.0;0;0;0;0;9325
6508;Closing balance sheet;Assets;Local government;2007 4th quarter;43145;0;11374;13;4835;6526;0;6526;1264;519;745;0.0;14070;2758;11312;5283;0.0;5283.0;0.0;0;0;0;0;11154
6509;Closing balance sheet;Assets;Local government;2007;43145;0;11374;13;4835;6526;0;6526;1264;519;745;0.0;14070;2758;11312;5283;0.0;5283.0;0.0;0;0;0;0;11154
6510;Closing balance sheet;Assets;Local government;2008 1st quarter;46147;0;9870;13;4859;4998;0;4998;1150;459;691;0.0;13991;2529;11462;6154;0.0;6154.0;0.0;0;0;0;0;14982
6511;Closing balance sheet;Assets;Local government;2008 2nd quarter;48373;0;12213;14;6506;5693;0;5693;1259;514;745;0.0;14484;3065;11419;6143;0.0;6143.0;0.0;0;0;0;0;14274
6512;Closing balance sheet;Assets;Local government;2008 3rd quarter;45299;0;11970;14;5561;6395;0;6395;1284;495;789;0.0;13981;2905;11076;6581;0.0;6581.0;0.0;0;0;0;0;11483
6513;Closing balance sheet;Assets;Local government;2008 4th quarter;46614;0;11701;15;5323;6363;0;6363;1352;603;749;0.0;13159;2346;10813;7086;0.0;7086.0;0.0;0;0;0;0;13316
6514;Closing balance sheet;Assets;Local government;2008;46614;0;11701;15;5323;6363;0;6363;1352;603;749;0.0;13159;2346;10813;7086;0.0;7086.0;0.0;0;0;0;0;13316
6515;Closing balance sheet;Assets;Local government;2009 1st quarter;46686;0;10799;16;5132;5651;0;5651;1750;603;1147;0.0;12734;2387;10347;7495;0.0;7495.0;0.0;0;0;0;0;13908
6516;Closing balance sheet;Assets;Local government;2009 2nd quarter;46844;0;11164;18;5506;5640;0;5640;1853;603;1250;0.0;12587;2530;10057;7792;0.0;7792.0;0.0;0;0;0;0;13448
6517;Closing balance sheet;Assets;Local government;2009 3rd quarter;66066;0;23071;20;17386;5665;0;5665;2195;603;1592;0.0;20009;3495;16514;8011;0.0;8011.0;0.0;0;0;0;0;12780
6518;Closing balance sheet;Assets;Local government;2009 4th quarter;63206;0;13489;21;8091;5377;0;5377;6635;95;6540;0.0;20172;2656;17516;8048;0.0;8048.0;0.0;0;0;0;0;14862
6519;Closing balance sheet;Assets;Local government;2009;63206;0;13489;21;8091;5377;0;5377;6635;95;6540;0.0;20172;2656;17516;8048;0.0;8048.0;0.0;0;0;0;0;14862
6520;Closing balance sheet;Assets;Local government;2010 1st quarter;65134;0;11363;21;5816;5526;0;5526;7607;80;7527;0.0;20731;3181;17550;8185;0.0;8185.0;0.0;0;0;0;0;17248
6521;Closing balance sheet;Assets;Local government;2010 2nd quarter;66826;0;12628;21;8105;4502;0;4502;8565;186;8379;0.0;21678;3644;18034;8140;0.0;8140.0;0.0;0;0;0;0;15815
6522;Closing balance sheet;Assets;Local government;2010 3rd quarter;63565;0;10918;21;6706;4191;0;4191;8741;230;8511;0.0;21716;3867;17849;8145;0.0;8145.0;0.0;0;0;0;0;14045
6523;Closing balance sheet;Assets;Local government;2010 4th quarter;63393;0;9875;16;6016;3843;0;3843;8706;95;8611;0.0;20424;3691;16733;7761;0.0;7761.0;0.0;0;0;0;0;16627
6524;Closing balance sheet;Assets;Local government;2010;63393;0;9875;16;6016;3843;0;3843;8706;95;8611;0.0;20424;3691;16733;7761;0.0;7761.0;0.0;0;0;0;0;16627
6525;Closing balance sheet;Assets;Local government;2011 1st quarter;63638;0;9224;17;5647;3560;0;3560;8543;156;8387;0.0;20302;3768;16534;7817;0.0;7817.0;0.0;0;0;0;0;17752
6526;Closing balance sheet;Assets;Local government;2011 2nd quarter;64461;0;10140;17;6420;3703;0;3703;8697;171;8526;0.0;20346;3967;16379;7763;0.0;7763.0;0.0;0;0;0;0;17515
6527;Closing balance sheet;Assets;Local government;2011 3rd quarter;62520;0;10137;17;6348;3772;0;3772;9178;250;8928;0.0;19533;4483;15050;7712;0.0;7712.0;0.0;0;0;0;0;15960
6528;Closing balance sheet;Assets;Local government;2011 4th quarter;63466;0;10148;10;6111;4027;0;4027;9840;605;9235;0.0;18319;3815;14504;7633;0.0;7633.0;0.0;0;0;0;0;17526
6529;Closing balance sheet;Assets;Local government;2011;63466;0;10148;10;6111;4027;0;4027;9840;605;9235;0.0;18319;3815;14504;7633;0.0;7633.0;0.0;0;0;0;0;17526
6530;Closing balance sheet;Assets;Local government;2012 1st quarter;65080;0;10146;11;6235;3900;0;3900;9750;564;9186;0.0;17879;3752;14127;7615;0.0;7615.0;0.0;0;0;0;0;19690
6531;Closing balance sheet;Assets;Local government;2012 2nd quarter;64577;0;11451;11;7456;3984;0;3984;9545;493;9052;0.0;17940;4034;13906;7629;0.0;7629.0;0.0;0;0;0;0;18012
6532;Closing balance sheet;Assets;Local government;2012 3rd quarter;62892;0;10957;12;7072;3873;0;3873;9321;458;8863;0.0;17968;4228;13740;7608;0.0;7608.0;0.0;0;0;0;0;17038
6533;Closing balance sheet;Assets;Local government;2012 4th quarter;62999;0;9755;13;6029;3713;0;3713;9352;425;8927;0.0;17227;4060;13167;7648;0.0;7648.0;0.0;0;0;0;0;19017
6534;Closing balance sheet;Assets;Local government;2012;62999;0;9755;13;6029;3713;0;3713;9352;425;8927;0.0;17227;4060;13167;7648;0.0;7648.0;0.0;0;0;0;0;19017
6535;Closing balance sheet;Assets;Local government;2013 1st quarter;63673;0;8917;13;5519;3385;0;3385;9238;348;8890;0.0;16867;3756;13111;7632;0.0;7632.0;0.0;0;0;0;0;21019
6536;Closing balance sheet;Assets;Local government;2013 2nd quarter;63702;0;10229;13;6807;3409;0;3409;8925;364;8561;0.0;18222;3941;14281;7606;0.0;7606.0;0.0;0;0;0;0;18720
6537;Closing balance sheet;Assets;Local government;2013 3rd quarter;62323;0;10383;13;6517;3853;0;3853;8560;316;8244;0.0;17565;4424;13141;7923;0.0;7923.0;0.0;0;0;0;0;17892
6538;Closing balance sheet;Assets;Local government;2013 4th quarter;62768;0;6906;13;4605;2288;0;2288;6994;22;6972;0.0;22845;9482;13363;8204;0.0;8204.0;0.0;0;0;0;0;17819
6539;Closing balance sheet;Assets;Local government;2013;62768;0;6906;13;4605;2288;0;2288;6994;22;6972;0.0;22845;9482;13363;8204;0.0;8204.0;0.0;0;0;0;0;17819
6540;Closing balance sheet;Assets;Social security funds;1990;19883;0;2898;4;333;2561;0;2561;862;136;726;0.0;2248;564;1684;4;;;;0;0;0;0;13871
6541;Closing balance sheet;Assets;Social security funds;1991;21176;0;4200;0;337;3863;0;3863;1044;182;862;0.0;2901;1184;1717;1;;;;0;0;0;0;13030
6542;Closing balance sheet;Assets;Social security funds;1992;21813;0;3429;0;337;3092;0;3092;1543;363;1180;0.0;3329;1310;2019;1;;;;0;0;0;0;13511
6543;Closing balance sheet;Assets;Social security funds;1993;20889;0;4289;0;286;4003;0;4003;1724;635;1089;0.0;3711;1411;2300;4;;;;0;0;0;0;11161
6544;Closing balance sheet;Assets;Social security funds;1994;15970;0;2795;5;260;2530;0;2530;1051;112;939;0.0;3511;1552;1959;12;;;;0;0;0;0;8601
6545;Closing balance sheet;Assets;Social security funds;1995;15071;0;1537;6;404;1127;0;1127;1179;31;1148;0.0;2324;869;1455;85;85.0;0.0;0.0;0;0;0;0;9946
6546;Closing balance sheet;Assets;Social security funds;1996;15260;0;1392;3;232;1157;0;1157;1422;11;1411;0.0;1793;713;1080;122;122.0;0.0;0.0;0;0;0;0;10531
6547;Closing balance sheet;Assets;Social security funds;1997;15313;0;1417;5;357;1055;0;1055;1314;0;1314;0.0;1749;1279;470;277;273.0;0.0;4.0;0;0;0;0;10556
6548;Closing balance sheet;Assets;Social security funds;1998;16454;0;430;5;189;236;0;236;511;0;511;0.0;3126;3003;123;301;264.0;0.0;37.0;0;0;0;0;12086
6549;Closing balance sheet;Assets;Social security funds;1999;19891;0;671;5;341;325;0;325;930;0;930;0.0;6960;6721;239;587;502.0;0.0;85.0;0;0;0;0;10743
6550;Closing balance sheet;Assets;Social security funds;2000;24801;0;656;3;357;296;0;296;1036;0;1036;0.0;11080;10924;156;659;603.0;0.0;56.0;0;0;0;0;11370
6551;Closing balance sheet;Assets;Social security funds;2001;23155;0;680;2;398;280;0;280;1051;0;1051;0.0;13244;13133;111;643;590.0;0.0;53.0;0;0;0;0;7537
6552;Closing balance sheet;Assets;Social security funds;2002;25851;0;442;1;153;288;0;288;584;0;584;0.0;15030;14969;61;595;562.0;0.0;33.0;0;0;0;0;9200
6553;Closing balance sheet;Assets;Social security funds;2003;28678;0;1059;2;544;513;0;513;402;0;402;0.0;14133;14109;24;963;720.0;0.0;243.0;0;0;0;0;12121
6554;Closing balance sheet;Assets;Social security funds;2004;27493;0;1108;0;110;998;0;998;248;0;248;0.0;13813;13790;23;1667;1101.0;0.0;566.0;0;0;0;0;10657
6555;Closing balance sheet;Assets;Social security funds;2005 1st quarter;32265;0;1114;2;229;883;0;883;244;0;244;0.0;17085;17062;23;1895;1201.0;0.0;694.0;0;0;0;0;11927
6556;Closing balance sheet;Assets;Social security funds;2005 2nd quarter;33349;0;1234;2;349;883;0;883;242;0;242;0.0;18178;18155;23;2099;1279.0;0.0;820.0;0;0;0;0;11596
6557;Closing balance sheet;Assets;Social security funds;2005 3rd quarter;29295;0;1354;2;469;883;0;883;240;0;240;0.0;14868;14845;23;2166;1383.0;0.0;783.0;0;0;0;0;10667
6558;Closing balance sheet;Assets;Social security funds;2005 4th quarter;27852;0;1475;2;590;883;0;883;239;0;239;0.0;13727;13706;21;2243;1449.0;0.0;794.0;0;0;0;0;10168
6559;Closing balance sheet;Assets;Social security funds;2005;27852;0;1475;2;590;883;0;883;239;0;239;0.0;13727;13706;21;2243;1449.0;0.0;794.0;0;0;0;0;10168
6560;Closing balance sheet;Assets;Social security funds;2006 1st quarter;21817;0;51;0;19;32;0;32;0;0;0;0.0;12502;12501;1;0;0.0;0.0;0.0;0;0;0;0;9264
6561;Closing balance sheet;Assets;Social security funds;2006 2nd quarter;21297;0;58;0;19;39;0;39;0;0;0;0.0;11882;11881;1;0;0.0;0.0;0.0;0;0;0;0;9357
6562;Closing balance sheet;Assets;Social security funds;2006 3rd quarter;18672;0;60;0;19;41;0;41;0;0;0;0.0;11899;11898;1;0;0.0;0.0;0.0;0;0;0;0;6713
6563;Closing balance sheet;Assets;Social security funds;2006 4th quarter;19214;0;55;0;20;35;0;35;0;0;0;0.0;10300;10299;1;0;0.0;0.0;0.0;0;0;0;0;8859
6564;Closing balance sheet;Assets;Social security funds;2006;19214;0;55;0;20;35;0;35;0;0;0;0.0;10300;10299;1;0;0.0;0.0;0.0;0;0;0;0;8859
6565;Closing balance sheet;Assets;Social security funds;2007 1st quarter;19980;0;150;0;82;68;0;68;0;0;0;0.0;11691;11687;4;0;0.0;0.0;0.0;0;0;0;0;8139
6566;Closing balance sheet;Assets;Social security funds;2007 2nd quarter;20456;0;207;0;104;103;0;103;0;0;0;0.0;12650;12643;7;0;0.0;0.0;0.0;0;0;0;0;7599
6567;Closing balance sheet;Assets;Social security funds;2007 3rd quarter;21179;0;144;0;14;130;0;130;0;0;0;0.0;12797;12788;9;0;0.0;0.0;0.0;0;0;0;0;8238
6568;Closing balance sheet;Assets;Social security funds;2007 4th quarter;20258;0;164;0;18;146;0;146;0;0;0;0.0;12009;11999;10;0;0.0;0.0;0.0;0;0;0;0;8085
6569;Closing balance sheet;Assets;Social security funds;2007;20258;0;164;0;18;146;0;146;0;0;0;0.0;12009;11999;10;0;0.0;0.0;0.0;0;0;0;0;8085
6570;Closing balance sheet;Assets;Social security funds;2008 1st quarter;22404;0;160;0;21;139;0;139;0;0;0;0.0;14851;14841;10;0;0.0;0.0;0.0;0;0;0;0;7393
