ID;SeizoenEnWerkdagcorrectie;Perioden;Totaal_1;k_1BasisonderwijsVmboMbo1OfOnbekend_2;k_2HavoVwoMbo24_3;k_3HboWo_4;Beroepsbevolking_5;WerkzameBeroepsbevolking_6;Deeltijd_7;MinderDan20UurPerWeek_8;k_20Tot35UurPerWeek_9;Voltijd_10;WilMeerUrenWerkenBeschikbaar_11;WilNietMeerWerkenOfNietBeschikbaar_12;Werknemer_13;WerknemerMetVasteArbeidsrelatie_14;WerknemerMetFlexibeleArbeidsrelatie_15;Zelfstandige_16;ZelfstandigeZonderPersoneelZzp_17;ZelfstandigeMetPersoneelOfMeewerkend_18;k_1BasisonderwijsVmboMbo1_19;k_2HavoVwoMbo24_20;k_3HboWo_21;WerklozeBeroepsbevolking_22;Kortdurig_23;LangdurigOfOnbekend_24;Werkloosheidspercentage_25;NietBeroepsbevolking_26;BeschikbaarNietGezocht_27;GezochtNietBeschikbaar_28;NietGezochtNietBeschikbaar_29;BrutoArbeidsparticipatie_30;NettoArbeidsparticipatie_31;k_1BasisonderwijsVmboMbo1OfOnbekend_32;k_2HavoVwoMbo24_33;k_3HboWo_34
67;Seizoengecorrigeerde cijfers;2014 3e kwartaal;12664.0;3883.0;5064.0;3718.0;9126.0;8387.0;3947.0;1629.0;2317.0;4440.0;808.0;7579.0;7137.0;4611.0;2526.0;1250.0;916.0;334.0;1931.0;3555.0;2901.0;739.0;448.0;291.0;8.1;3538.0;371.0;130.0;3037.0;72.1;66.2;49.7;70.2;78.0
68;Seizoengecorrigeerde cijfers;2014 4e kwartaal;12664.0;3872.0;5031.0;3762.0;9170.0;8425.0;3972.0;1636.0;2336.0;4453.0;812.0;7613.0;7162.0;4624.0;2538.0;1263.0;933.0;330.0;1933.0;3550.0;2943.0;744.0;438.0;306.0;8.1;3494.0;352.0;130.0;3012.0;72.4;66.5;49.9;70.6;78.2
69;Seizoengecorrigeerde cijfers;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;Seizoengecorrigeerde cijfers;2015 1e kwartaal;12669.0;3882.0;4994.0;3793.0;9185.0;8435.0;4000.0;1647.0;2353.0;4435.0;812.0;7622.0;7179.0;4628.0;2550.0;1256.0;927.0;329.0;1929.0;3535.0;2970.0;751.0;430.0;321.0;8.2;3484.0;350.0;138.0;2995.0;72.5;66.6;49.7;70.8;78.3
71;Seizoengecorrigeerde cijfers;2015 2e kwartaal;12680.0;3854.0;5011.0;3815.0;9186.0;8453.0;4017.0;1654.0;2363.0;4436.0;798.0;7655.0;7191.0;4606.0;2585.0;1262.0;930.0;332.0;1928.0;3543.0;2982.0;733.0;423.0;310.0;8.0;3494.0;354.0;140.0;3000.0;72.4;66.7;50.0;70.7;78.2
72;Seizoengecorrigeerde cijfers;2015 3e kwartaal;12691.0;3846.0;5008.0;3837.0;9179.0;8470.0;4010.0;1648.0;2361.0;4460.0;799.0;7672.0;7201.0;4596.0;2604.0;1270.0;941.0;329.0;1926.0;3543.0;3001.0;709.0;420.0;289.0;7.7;3511.0;339.0;147.0;3025.0;72.3;66.7;50.1;70.8;78.2
73;Seizoengecorrigeerde cijfers;2015 4e kwartaal;12701.0;3835.0;5005.0;3862.0;9179.0;8472.0;3996.0;1635.0;2361.0;4477.0;801.0;7671.0;7192.0;4602.0;2590.0;1280.0;947.0;333.0;1909.0;3540.0;3023.0;707.0;424.0;283.0;7.7;3522.0;339.0;145.0;3038.0;72.3;66.7;49.8;70.7;78.3
74;Seizoengecorrigeerde cijfers;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;Seizoengecorrigeerde cijfers;2016 1e kwartaal;12722.0;3847.0;5006.0;3870.0;9178.0;8495.0;4009.0;1631.0;2378.0;4486.0;790.0;7705.0;7207.0;4605.0;2603.0;1287.0;950.0;337.0;1919.0;3549.0;3027.0;683.0;411.0;272.0;7.4;3544.0;335.0;147.0;3063.0;72.1;66.8;49.9;70.9;78.2
76;Seizoengecorrigeerde cijfers;2016 2e kwartaal;12753.0;3852.0;5019.0;3881.0;9214.0;8547.0;4023.0;1630.0;2393.0;4524.0;765.0;7782.0;7255.0;4618.0;2637.0;1292.0;956.0;336.0;1950.0;3565.0;3032.0;668.0;402.0;266.0;7.2;3538.0;328.0;145.0;3066.0;72.3;67.0;50.6;71.0;78.1
77;Seizoengecorrigeerde cijfers;2016 3e kwartaal;12783.0;3838.0;5038.0;3906.0;9229.0;8598.0;4041.0;1620.0;2422.0;4557.0;734.0;7864.0;7297.0;4638.0;2659.0;1301.0;962.0;339.0;1965.0;3578.0;3055.0;631.0;387.0;244.0;6.8;3555.0;324.0;145.0;3086.0;72.2;67.3;51.2;71.0;78.2
78;Seizoengecorrigeerde cijfers;2016 4e kwartaal;12814.0;3808.0;5054.0;3952.0;9240.0;8638.0;4054.0;1613.0;2441.0;4584.0;713.0;7925.0;7316.0;4630.0;2686.0;1322.0;975.0;346.0;1945.0;3600.0;3092.0;602.0;366.0;236.0;6.5;3574.0;309.0;142.0;3123.0;72.1;67.4;51.1;71.2;78.2
79;Seizoengecorrigeerde cijfers;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;Seizoengecorrigeerde cijfers;2017 1e kwartaal;12840.0;3789.0;5057.0;3993.0;9261.0;8680.0;4075.0;1611.0;2464.0;4605.0;696.0;7985.0;7354.0;4632.0;2722.0;1327.0;984.0;343.0;1947.0;3608.0;3125.0;580.0;361.0;220.0;6.3;3579.0;292.0;138.0;3149.0;72.1;67.6;51.4;71.4;78.3
81;Seizoengecorrigeerde cijfers;2017 2e kwartaal;12860.0;3779.0;5063.0;4018.0;9276.0;8715.0;4095.0;1612.0;2483.0;4620.0;686.0;8029.0;7396.0;4632.0;2764.0;1319.0;983.0;336.0;1933.0;3630.0;3152.0;561.0;356.0;205.0;6.0;3584.0;290.0;139.0;3155.0;72.1;67.8;51.2;71.7;78.5
82;Seizoengecorrigeerde cijfers;2017 3e kwartaal;12880.0;3753.0;5061.0;4067.0;9309.0;8773.0;4123.0;1613.0;2511.0;4650.0;678.0;8096.0;7452.0;4692.0;2760.0;1321.0;986.0;336.0;1941.0;3628.0;3205.0;536.0;344.0;192.0;5.8;3571.0;269.0;136.0;3166.0;72.3;68.1;51.7;71.7;78.8
83;Seizoengecorrigeerde cijfers;2017 4e kwartaal;12901.0;3754.0;5040.0;4107.0;9317.0;8811.0;4153.0;1609.0;2544.0;4658.0;668.0;8143.0;7485.0;4724.0;2761.0;1325.0;992.0;333.0;1950.0;3623.0;3237.0;506.0;329.0;177.0;5.4;3584.0;264.0;143.0;3177.0;72.2;68.3;52.0;71.9;78.8
84;Seizoengecorrigeerde cijfers;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;Seizoengecorrigeerde cijfers;2018 1e kwartaal;12917.0;3755.0;5030.0;4133.0;9334.0;8859.0;4174.0;1608.0;2566.0;4685.0;643.0;8216.0;7526.0;4738.0;2788.0;1333.0;995.0;339.0;1972.0;3623.0;3263.0;475.0;316.0;160.0;5.1;3583.0;256.0;147.0;3180.0;72.3;68.6;52.5;72.0;79.0
86;Seizoengecorrigeerde cijfers;2018 2e kwartaal;12930.0;3743.0;5001.0;4186.0;9372.0;8910.0;4218.0;1605.0;2612.0;4692.0;633.0;8277.0;7573.0;4793.0;2780.0;1337.0;1000.0;337.0;1965.0;3630.0;3315.0;462.0;309.0;153.0;4.9;3558.0;237.0;147.0;3174.0;72.5;68.9;52.5;72.6;79.2
87;Seizoengecorrigeerde cijfers;2018 3e kwartaal;12943.0;3709.0;5007.0;4227.0;9425.0;8968.0;4237.0;1600.0;2637.0;4730.0;610.0;8357.0;7634.0;4839.0;2795.0;1334.0;999.0;335.0;1971.0;3636.0;3360.0;457.0;311.0;146.0;4.9;3518.0;226.0;148.0;3144.0;72.8;69.3;53.2;72.6;79.5
88;Seizoengecorrigeerde cijfers;2018 4e kwartaal;12956.0;3690.0;5019.0;4246.0;9459.0;9021.0;4275.0;1604.0;2671.0;4746.0;598.0;8423.0;7686.0;4885.0;2802.0;1335.0;1004.0;331.0;1979.0;3659.0;3383.0;438.0;307.0;131.0;4.6;3496.0;216.0;145.0;3135.0;73.0;69.6;53.6;72.9;79.7
89;Seizoengecorrigeerde cijfers;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;Seizoengecorrigeerde cijfers;2019 1e kwartaal;12975.0;3679.0;5005.0;4292.0;9493.0;9069.0;4317.0;1610.0;2707.0;4752.0;593.0;8476.0;7728.0;4939.0;2789.0;1341.0;1012.0;329.0;1980.0;3669.0;3420.0;424.0;299.0;125.0;4.5;3482.0;213.0;145.0;3124.0;73.2;69.9;53.8;73.3;79.7
91;Seizoengecorrigeerde cijfers;2019 2e kwartaal;13002.0;3690.0;4996.0;4316.0;9517.0;9102.0;4323.0;1610.0;2713.0;4780.0;578.0;8525.0;7751.0;4968.0;2783.0;1352.0;1016.0;336.0;1996.0;3663.0;3443.0;414.0;310.0;104.0;4.4;3486.0;223.0;147.0;3115.0;73.2;70.0;54.1;73.3;79.8
92;Seizoengecorrigeerde cijfers;2019 3e kwartaal;13029.0;3674.0;5000.0;4355.0;9555.0;9126.0;4352.0;1606.0;2746.0;4773.0;577.0;8549.0;7772.0;5006.0;2766.0;1354.0;1020.0;334.0;1983.0;3667.0;3475.0;429.0;321.0;109.0;4.5;3474.0;209.0;143.0;3123.0;73.3;70.0;54.0;73.3;79.8
93;Seizoengecorrigeerde cijfers;2019 4e kwartaal;13055.0;3665.0;4988.0;4403.0;9596.0;9171.0;4362.0;1600.0;2762.0;4809.0;570.0;8601.0;7794.0;5068.0;2726.0;1377.0;1031.0;346.0;1991.0;3663.0;3517.0;425.0;320.0;105.0;4.4;3459.0;207.0;145.0;3107.0;73.5;70.2;54.3;73.4;79.9
94;Seizoengecorrigeerde cijfers;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;Seizoengecorrigeerde cijfers;2020 1e kwartaal;13075.0;3631.0;4990.0;4455.0;9601.0;9214.0;4427.0;1607.0;2820.0;4787.0;550.0;8664.0;7821.0;5136.0;2685.0;1393.0;1043.0;350.0;1976.0;3670.0;3568.0;387.0;294.0;93.0;4.0;3474.0;218.0;144.0;3112.0;73.4;70.5;54.4;73.5;80.1
96;Seizoengecorrigeerde cijfers;2020 2e kwartaal;13088.0;3596.0;5033.0;4460.0;9508.0;9048.0;4312.0;1534.0;2778.0;4736.0;661.0;8387.0;7637.0;5130.0;2507.0;1411.0;1052.0;359.0;1867.0;3613.0;3568.0;460.0;382.0;77.0;4.8;3580.0;314.0;119.0;3147.0;72.6;69.1;51.9;71.8;80.0
97;Seizoengecorrigeerde cijfers;2020 3e kwartaal;13101.0;3634.0;5026.0;4440.0;9598.0;9070.0;4325.0;1555.0;2770.0;4745.0;635.0;8435.0;7651.0;5183.0;2469.0;1419.0;1057.0;363.0;1895.0;3625.0;3550.0;528.0;428.0;100.0;5.5;3502.0;242.0;106.0;3155.0;73.3;69.2;52.1;72.1;79.9
98;Seizoengecorrigeerde cijfers;2020 4e kwartaal;13113.0;3562.0;5022.0;4529.0;9621.0;9131.0;4386.0;1575.0;2811.0;4745.0;629.0;8502.0;7703.0;5184.0;2519.0;1428.0;1063.0;365.0;1871.0;3623.0;3637.0;490.0;386.0;104.0;5.1;3492.0;244.0;114.0;3134.0;73.4;69.6;52.5;72.1;80.3
99;Seizoengecorrigeerde cijfers;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;Seizoengecorrigeerde cijfers;2021 1e kwartaal;13148.0;3534.0;5032.0;4582.0;9617.0;9172.0;4430.0;1592.0;2838.0;4742.0;618.0;8554.0;7740.0;5186.0;2554.0;1432.0;1067.0;365.0;1850.0;3637.0;3685.0;445.0;346.0;99.0;4.6;3531.0;276.0;112.0;3143.0;73.1;69.8;52.3;72.3;80.4
101;Seizoengecorrigeerde cijfers;2021 2e kwartaal;13139.0;3502.0;5008.0;4629.0;9618.0;9202.0;4426.0;1562.0;2864.0;4775.0;593.0;8608.0;7764.0;5241.0;2523.0;1438.0;1074.0;363.0;1828.0;3636.0;3737.0;416.0;321.0;96.0;4.3;3521.0;249.0;114.0;3158.0;73.2;70.0;52.2;72.6;80.7
102;Seizoengecorrigeerde cijfers;2021 3e kwartaal;13128.0;3495.0;4936.0;4697.0;9683.0;9284.0;4464.0;1551.0;2913.0;4819.0;520.0;8764.0;7833.0;5231.0;2602.0;1450.0;1081.0;369.0;1854.0;3621.0;3809.0;399.0;309.0;90.0;4.1;3445.0;220.0;112.0;3113.0;73.8;70.7;53.0;73.3;81.1
103;Seizoengecorrigeerde cijfers;2021 4e kwartaal;13170.0;3449.0;4939.0;4783.0;9735.0;9365.0;4505.0;1553.0;2952.0;4860.0;510.0;8855.0;7905.0;5265.0;2640.0;1460.0;1089.0;371.0;1848.0;3631.0;3886.0;370.0;279.0;91.0;3.8;3435.0;209.0;116.0;3111.0;73.9;71.1;53.6;73.5;81.3
104;Seizoengecorrigeerde cijfers;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;Seizoengecorrigeerde cijfers;2022 1e kwartaal;13175.0;3460.0;4904.0;4811.0;9787.0;9448.0;4505.0;1546.0;2959.0;4943.0;491.0;8957.0;7967.0;5302.0;2665.0;1481.0;1115.0;366.0;1874.0;3640.0;3934.0;338.0;255.0;83.0;3.5;3389.0;182.0;119.0;3088.0;74.3;71.7;54.2;74.2;81.8
106;Seizoengecorrigeerde cijfers;2022 2e kwartaal;13212.0;3480.0;4907.0;4825.0;9868.0;9541.0;4565.0;1565.0;3000.0;4976.0;494.0;9046.0;8029.0;5279.0;2750.0;1511.0;1146.0;365.0;1924.0;3643.0;3974.0;327.0;250.0;77.0;3.3;3345.0;185.0;114.0;3046.0;74.7;72.2;55.3;74.2;82.4
107;Seizoengecorrigeerde cijfers;2022 3e kwartaal;13232.0;3437.0;4933.0;4862.0;9923.0;9551.0;4558.0;1530.0;3028.0;4993.0;521.0;9030.0;7978.0;5325.0;2653.0;1573.0;1211.0;362.0;1885.0;3668.0;3998.0;372.0;299.0;73.0;3.7;3309.0;188.0;107.0;3015.0;75.0;72.2;54.8;74.4;82.2
108;Seizoengecorrigeerde cijfers;2022 4e kwartaal;13291.0;3451.0;4955.0;4885.0;10014.0;9654.0;4628.0;1562.0;3066.0;5027.0;527.0;9127.0;8064.0;5368.0;2696.0;1590.0;1230.0;360.0;1920.0;3705.0;4029.0;359.0;292.0;67.0;3.6;3277.0;198.0;107.0;2972.0;75.3;72.6;55.6;74.8;82.5
109;Seizoengecorrigeerde cijfers;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;Seizoengecorrigeerde cijfers;2023 1e kwartaal;13307.0;3523.0;4964.0;4820.0;10061.0;9703.0;4655.0;1569.0;3086.0;5048.0;541.0;9162.0;8130.0;5370.0;2760.0;1573.0;1215.0;358.0;1981.0;3740.0;3982.0;357.0;291.0;66.0;3.6;3246.0;192.0;111.0;2943.0;75.6;72.9;56.2;75.4;82.6
111;Seizoengecorrigeerde cijfers;2023 2e kwartaal;13310.0;3547.0;4942.0;4821.0;10077.0;9727.0;4663.0;1568.0;3096.0;5063.0;530.0;9197.0;8151.0;5392.0;2758.0;1576.0;1217.0;359.0;2013.0;3729.0;3985.0;350.0;295.0;55.0;3.5;3234.0;185.0;110.0;2938.0;75.7;73.1;56.8;75.5;82.7
112;Seizoengecorrigeerde cijfers;2023 3e kwartaal;13317.0;3556.0;4915.0;4847.0;10100.0;9734.0;4677.0;1559.0;3118.0;5057.0;517.0;9218.0;8153.0;5424.0;2729.0;1581.0;1228.0;353.0;2022.0;3704.0;4008.0;366.0;306.0;60.0;3.6;3217.0;189.0;107.0;2921.0;75.8;73.1;56.9;75.4;82.7
113;Seizoengecorrigeerde cijfers;2023 4e kwartaal;13368.0;3559.0;4916.0;4894.0;10144.0;9784.0;4699.0;1559.0;3141.0;5084.0;525.0;9259.0;8180.0;5464.0;2717.0;1604.0;1252.0;351.0;2033.0;3706.0;4045.0;360.0;299.0;61.0;3.5;3225.0;185.0;106.0;2934.0;75.9;73.2;57.1;75.4;82.7
114;Seizoengecorrigeerde cijfers;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;Seizoengecorrigeerde cijfers;2024 1e kwartaal;13375.0;3547.0;4930.0;4898.0;10174.0;9801.0;4713.0;1573.0;3140.0;5088.0;519.0;9282.0;8195.0;5476.0;2719.0;1606.0;1258.0;349.0;2042.0;3712.0;4048.0;373.0;311.0;62.0;3.7;3201.0;170.0;108.0;2923.0;76.1;73.3;57.6;75.3;82.6
116;Seizoengecorrigeerde cijfers;2024 2e kwartaal;13377.0;3532.0;4909.0;4937.0;10187.0;9816.0;4732.0;1569.0;3162.0;5085.0;513.0;9303.0;8196.0;5502.0;2694.0;1620.0;1264.0;356.0;2028.0;3701.0;4087.0;370.0;309.0;61.0;3.6;3191.0;177.0;106.0;2908.0;76.1;73.4;57.4;75.4;82.8
117;Seizoengecorrigeerde cijfers;2024 3e kwartaal;13379.0;3499.0;4910.0;4971.0;10155.0;9782.0;4709.0;1565.0;3143.0;5073.0;504.0;9277.0;8166.0;5511.0;2655.0;1615.0;1261.0;354.0;1988.0;3679.0;4114.0;374.0;306.0;68.0;3.7;3224.0;183.0;106.0;2935.0;75.9;73.1;56.8;74.9;82.8
118;Seizoengecorrigeerde cijfers;2024 4e kwartaal;13418.0;3499.0;4902.0;5017.0;10165.0;9791.0;4721.0;1559.0;3162.0;5071.0;504.0;9287.0;8174.0;5513.0;2662.0;1617.0;1265.0;352.0;1993.0;3662.0;4136.0;374.0;314.0;60.0;3.7;3253.0;183.0;104.0;2966.0;75.8;73.0;56.9;74.7;82.4
119;Seizoengecorrigeerde cijfers;2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
