ID;RelatieMetDeOverledene;KenmerkenVanDeVerkrijger;Perioden;AantalVerkrijgers_1;TotaalBrutoVerkrijging_2;GemiddeldBrutoVerkrijging_3;MediaanBrutoVerkrijging_4;TotaalVerschuldigdeBelasting_5;GemiddeldVerschuldigdeBelasting_6;MediaanVerschuldigdeBelasting_7;TotaalNettoVerkrijging_8;GemiddeldNettoVerkrijging_9;MediaanNettoVerkrijging_10
335;Relatie met overledene: totaal;SEC: onbekend;2022;14.7;1337.6;91.1;27.2;135.0;9.2;1.0;1202.7;81.9;24.7
336;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2007;2.1;156.2;72.9;24.7;21.2;9.9;0.1;135.0;63.0;22.6
337;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2008;2.2;139.7;64.2;26.6;15.1;6.9;0.0;124.7;57.3;24.9
338;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2009;2.3;161.4;69.0;28.5;22.8;9.7;0.1;138.6;59.2;25.9
339;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2010;2.3;181.7;77.9;32.5;18.5;7.9;0.3;163.3;70.0;29.6
340;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2011;5.9;484.1;81.5;32.4;62.9;10.6;1.5;421.2;70.9;30.0
341;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2012;6.0;482.2;80.9;30.7;61.2;10.3;1.5;421.0;70.6;28.7
342;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2013;5.9;434.5;73.1;30.0;51.6;8.7;1.4;382.9;64.5;27.8
343;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2014;6.1;484.8;79.4;27.6;58.8;9.6;1.1;425.9;69.8;25.7
344;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2015;6.4;671.3;104.5;30.0;68.6;10.7;1.3;602.7;93.9;27.5
345;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2016;6.4;583.4;90.8;28.2;80.4;12.5;1.2;503.0;78.3;25.9
346;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2017;8.1;703.7;87.3;21.1;95.1;11.8;0.4;608.7;75.5;20.2
347;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2018;8.7;711.8;81.5;20.4;93.5;10.7;0.4;618.3;70.8;20.4
348;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2019;9.3;701.5;75.8;20.6;89.5;9.7;0.2;612.0;66.1;20.6
349;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2020;11.2;984.4;88.1;24.3;116.9;10.5;0.2;867.4;77.7;22.7
350;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2021;11.1;956.2;86.1;22.4;127.1;11.4;0.4;829.1;74.6;21.3
351;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 1e 10%-groep;2022;10.8;862.4;79.5;23.4;112.4;10.4;0.3;750.1;69.1;22.2
352;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2007;9.9;775.8;78.4;34.0;86.3;8.7;0.0;689.5;69.7;31.9
353;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2008;9.7;833.4;86.2;35.5;92.7;9.6;0.1;740.7;76.6;33.3
354;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2009;10.7;856.8;80.1;35.8;78.5;7.3;0.0;778.3;72.7;33.4
355;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2010;10.0;1082.6;108.2;45.9;99.4;9.9;0.0;983.2;98.2;43.0
356;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2011;6.3;342.2;54.7;25.3;43.3;6.9;1.3;298.9;47.8;23.2
357;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2012;6.2;331.0;53.7;26.1;42.6;6.9;1.3;288.3;46.8;23.7
358;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2013;5.9;306.4;51.5;23.9;40.9;6.9;1.2;265.5;44.6;21.9
359;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2014;6.0;299.8;49.8;23.7;37.7;6.3;1.1;262.1;43.6;21.4
360;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2015;6.2;338.6;54.9;23.8;46.1;7.5;1.4;292.6;47.5;21.3
361;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2016;6.4;476.3;74.8;23.8;65.1;10.2;1.4;411.2;64.6;21.5
362;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2017;7.6;402.9;53.1;20.2;53.3;7.0;0.8;349.6;46.1;19.5
363;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2018;8.3;458.5;54.9;20.3;62.4;7.5;0.7;396.1;47.5;18.7
364;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2019;9.0;447.3;49.6;20.6;53.3;5.9;0.7;394.0;43.7;19.5
365;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2020;11.5;696.1;60.3;24.1;73.7;6.4;0.3;622.3;53.9;21.9
366;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2021;11.1;680.0;61.1;22.7;77.8;7.0;0.7;602.1;54.1;21.3
367;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 2e 10%-groep;2022;11.1;627.8;56.5;22.9;75.7;6.8;0.7;552.1;49.7;21.6
368;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 3e 10%-groep;2007;8.0;422.4;53.0;26.4;47.3;5.9;0.3;375.1;47.0;24.2
369;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 3e 10%-groep;2008;8.0;447.6;55.7;26.9;50.6;6.3;0.3;396.9;49.4;24.7
370;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 3e 10%-groep;2009;9.0;503.2;55.8;27.1;59.9;6.6;0.3;443.4;49.1;25.1
371;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 3e 10%-groep;2010;8.4;544.0;64.4;33.5;50.0;5.9;0.5;493.9;58.5;30.8
372;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 3e 10%-groep;2011;8.6;452.4;52.4;27.0;53.2;6.2;1.2;399.2;46.3;24.1
373;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 3e 10%-groep;2012;8.5;418.0;49.0;26.3;49.0;5.7;1.2;369.1;43.3;23.3
374;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 3e 10%-groep;2013;8.1;387.2;47.8;23.9;48.4;6.0;1.2;338.9;41.8;21.5
375;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 3e 10%-groep;2014;7.7;395.9;51.1;21.8;54.2;7.0;1.1;341.7;44.1;19.9
376;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 3e 10%-groep;2015;8.1;396.9;48.7;22.5;54.9;6.7;1.3;342.0;42.0;20.0
377;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 3e 10%-groep;2016;8.3;416.5;50.2;22.4;54.4;6.6;1.3;362.1;43.6;20.1
378;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 3e 10%-groep;2017;9.8;508.3;51.7;20.2;68.0;6.9;0.8;440.3;44.7;19.9
379;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 3e 10%-groep;2018;10.8;575.5;53.2;20.4;77.1;7.1;0.7;498.4;46.0;18.6
380;Relatie met overledene: totaal;Gestandaardiseerd inkomen: 3e 10%-groep;2019;11.1;597.5;53.8;21.6;78.5;7.1;0.6;519.1;46.7;20.6
