ID;RegioS;Perioden;BbpVolumemutaties_1;AUAlleEconomischeActiviteiten_2;ALandbouwBosbouwEnVisserij_3;BENijverheidGeenBouwEnEnergie_4;BDelfstoffenwinning_5;CIndustrie_6;DEnergievoorziening_7;EWaterbedrijvenEnAfvalbeheer_8;FBouwnijverheid_9;GIHandelVervoerEnHoreca_10;JInformatieEnCommunicatie_11;KFinancieleDienstverlening_12;LVerhuurEnHandelVanOnroerendGoed_13;MNZakelijkeDienstverlening_14;OQOverheidEnZorg_15;RUCultuurRecreatieOverigeDiensten_16
434;Stadsgewest 's-Hertogenbosch (CP);2010;-0.234192;-0.063962;5.19348351;4.5702156;-97.560392;-5.3357301;16.2685094;3.26724695;-9.2737456;-2.0011259;2.02178701;3.78616555;1.23492016;-4.567817;-0.4867655;2.05379253
435;Stadsgewest 's-Hertogenbosch (CP);2011;1.37317621;1.62666877;1.23416718;2.24081791;-3.031472;2.53331513;2.56194692;-2.2880184;8.38641639;-1.1047209;2.5281807;6.78358083;0.16096254;-4.8916336;1.91277141;1.81810519
436;Stadsgewest 's-Hertogenbosch (CP);2012;-1.6089023;-1.5044722;;;;;;;;;;;;;;
437;Stadsgewest 's-Hertogenbosch (CP);2013;-1.3015931;-0.9920283;;;;;;;;;;;;;;
438;Overig Noordoost-Noord-Brabant (CP);2008;4.52068541;4.79934002;-8.9627751;9.00234238;-25.839072;9.82446135;-13.701333;-0.8311823;0.61225979;10.4273919;-7.8672901;15.5415284;1.65446199;-0.0253533;0.87609092;-2.2140424
439;Overig Noordoost-Noord-Brabant (CP);2009;-1.0117497;-0.6356184;20.3922684;2.87573948;-20.755466;2.72341604;4.37789701;12.3204412;4.31956124;-8.5116662;-0.3032372;-1.5016832;-0.6089674;-7.5754085;4.76288121;-10.601048
440;Overig Noordoost-Noord-Brabant (CP);2010;-4.0968662;-3.9332271;-2.4814983;-12.219785;18.2831269;-12.79314;4.56417344;-3.0089167;-18.415464;5.50673814;-4.8763105;-3.3117559;1.51791567;-0.8478712;2.78754393;0.29746835
441;Overig Noordoost-Noord-Brabant (CP);2011;0.99770955;1.25026322;0.86970347;0.27703207;2.66409365;0.27532151;-15.977662;7.00136555;8.47751402;1.70859995;1.83680944;-0.8776752;0.89235999;2.92856998;-0.4486069;-6.8753802
442;Overig Noordoost-Noord-Brabant (CP);2012;-1.5528117;-1.4483221;;;;;;;;;;;;;;
443;Overig Noordoost-Noord-Brabant (CP);2013;-1.1243193;-0.8141985;;;;;;;;;;;;;;
444;Almere (CP);2008;-0.6926661;-0.4279104;5.31432769;-6.9946189;;-14.370921;7.7312689;29.9940989;-5.7014238;-6.8422619;4.02950179;-0.9950306;-5.2951288;2.30805534;11.2308788;-2.2023737
445;Almere (CP);2009;-8.7104766;-8.3635987;27.8332318;-13.623104;;-19.783759;-1.7338918;-6.3772183;33.8830343;-9.4828104;-8.3644492;-17.976758;-2.5158812;-21.609574;7.21427192;-5.0467786
446;Almere (CP);2010;1.21135657;1.38405311;-5.3117044;2.73050499;;6.29778335;-4.6950439;12.369082;-17.578198;7.20812274;-12.804737;2.75562629;1.8928094;-0.2378696;3.58383547;20.3349989
447;Almere (CP);2011;-0.6390372;-0.3905764;-13.724408;-7.8559455;;2.72430091;-31.423711;9.0897548;3.69142938;3.62145924;5.37435799;-4.9832447;2.93272555;-0.8123573;-2.4775308;3.35978374
448;Almere (CP);2012;-0.9413622;-0.8362236;;;;;;;;;;;;;;
449;Almere (CP);2013;-0.398228;-0.0858298;;;;;;;;;;;;;;
450;Flevoland-Midden (CP);2008;0.79630608;1.06503141;4.13839203;7.63094702;;4.45099044;17.9288176;24.1851681;-13.983465;3.98131918;-4.1939276;6.59852288;-3.6735394;-3.6953468;2.1768269;-1.0256291
451;Flevoland-Midden (CP);2009;-0.434044;-0.0557175;6.6665987;7.65953898;;9.21416521;59.4108324;-14.204097;-8.3408553;-1.6494116;-8.9153501;-13.846914;0.70607854;-8.9873669;2.27031671;6.84616077
452;Flevoland-Midden (CP);2010;5.88988955;6.07056905;10.6224304;13.2628559;;-1.6767588;215.062519;25.4998863;-6.6353663;5.60684442;-3.8935291;-5.7497445;-0.9598083;1.14930584;9.12708573;9.24550409
453;Flevoland-Midden (CP);2011;3.37648047;3.63498247;-3.9046676;13.6253754;;3.6446596;62.6116026;16.1933559;0.21989636;12.5276562;-4.5423906;-2.0198117;3.2464983;-7.6511201;-0.5763894;-15.853962
454;Flevoland-Midden (CP);2012;-1.1821723;-1.0772893;;;;;;;;;;;;;;
455;Flevoland-Midden (CP);2013;-0.981275;-0.6707055;;;;;;;;;;;;;;
456;Noordoostpolder en Urk (CP);2008;1.25192745;1.52186747;3.80002082;-0.3412123;;-1.4745873;-1.4275989;26.3873123;13.8928718;0.58339319;-2.1825337;-2.9348829;-4.0081397;5.45248283;0.24354109;1.76380961
457;Noordoostpolder en Urk (CP);2009;-4.4385218;-4.0754115;-0.8869822;6.43788703;;6.05034976;45.5193428;6.5375824;-15.556136;-12.651151;-26.315966;4.30096664;-1.896494;-11.172793;6.37217238;4.95703293
458;Noordoostpolder en Urk (CP);2010;5.16270535;5.34214406;7.39704248;14.2800979;;13.446363;15.4177741;29.5775658;-10.906165;12.4427541;0.55677401;1.92341501;1.46866955;-5.055111;1.17502939;-2.5398914
459;Noordoostpolder en Urk (CP);2011;2.95600069;3.21345124;-0.3771312;-2.2076324;;-1.6264735;-15.80535;-8.4045339;16.7883033;2.73534017;-0.327879;2.23786824;1.23934052;-2.1071314;13.3823031;-7.5637956
460;Noordoostpolder en Urk (CP);2012;-2.6874735;-2.5841881;;;;;;;;;;;;;;
461;Noordoostpolder en Urk (CP);2013;-0.2351945;0.077715;;;;;;;;;;;;;;
