ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9;PlaatsnaamVolgnummer_10
4594;Reutje;1679;Ambt Montfort              ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Reutje                     ;5680
4595;Reutum;183;Tubbergen                  ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Reutum                     ;1419
4596;Reuver;889;Beesel                     ;121;Industriegebied Venlo-Beesel            ;31;L.  ;ja ;nee;Reuver                     ;4741
4597;Reuzenhoek;715;Terneuzen                  ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;nee;nee;Reuzenhoek                 ;3784
4598;Rewerd;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Rewerd                     ;1027
4599;Rha;280;Steenderen                 ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;ja ;nee;Rha                        ;2050
4600;Rheden;275;Rheden                     ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gld.;ja ;ja ;Rheden                     ;2023
4601;34;7;Bellingwedde               ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Rhederbrug-Oost            ;34
4602;883;106;Assen                      ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Rhee                       ;883
4603;Rheeze;160;Hardenberg                 ;21;Noordoost-Overijssel                    ;23;O.  ;ja ;nee;Rheeze                     ;1202
4604;Rheezerveen;160;Hardenberg                 ;21;Noordoost-Overijssel                    ;23;O.  ;ja ;nee;Rheezerveen                ;1203
4605;Rhenen;340;Rhenen                     ;44;Utrechtse Heuvelrug                     ;26;U.  ;ja ;ja ;Rhenen                     ;2363
4606;Rhenoy;236;Geldermalsen               ;38;Westelijke Betuwe                       ;25;Gld.;ja ;nee;Rhenoy                     ;1796
4607;Rhienderen;213;Brummen                    ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;nee;nee;Rhienderen                 ;1637
4608;Rhoon;613;Albrandswaard              ;86;Westelijk IJsselmonde                   ;28;ZH. ;ja ;nee;Rhoon                      ;3316
4609;Rhoonse Veer;613;Albrandswaard              ;86;Westelijk IJsselmonde                   ;28;ZH. ;nee;nee;Rhoonse Veer               ;3317
4610;Ribbelt;153;Enschede                   ;23;Enschede                                ;23;O.  ;nee;nee;Ribbelt                    ;1135
4611;Ridderbuurt;484;Alphen aan den Rijn        ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;nee;nee;Ridderbuurt                ;2934
4612;Ridderkerk;597;Ridderkerk                 ;87;Oostelijk IJsselmonde                   ;28;ZH. ;ja ;ja ;Ridderkerk                 ;3248
4613;Riebroek;984;Venray                     ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Riebroek                   ;5242
4614;620;70;Franekeradeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Ried                       ;620
4615;Riel;772;Eindhoven                  ;113;Eindhoven                               ;30;NB. ;nee;nee;Riel                       ;4083
4616;Riel;785;Goirle                     ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee;Riel                       ;4137
4617;Rien;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Rien                       ;1028
4618;Riet, De;141;Almelo                     ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Riet, De                   ;1049
4619;Riethorst;944;Mook en Middelaar          ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Riethorst                  ;5059
4620;Riethoven;1724;Bergeijk                   ;116;Kempenland                              ;30;NB. ;ja ;nee;Riethoven                  ;6138
4621;Rietmolen;266;Neede                      ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;nee;Rietmolen                  ;1944
4622;Rietschoof, De;297;Zaltbommel                 ;42;Bommelerwaard                           ;25;Gld.;nee;nee;Rietschoof, De             ;2168
4623;Rietveld;689;Giessenlanden              ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;nee;nee;Rietveld                   ;3630
4624;Rietveld;632;Woerden                    ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Rietveld                   ;3399
4625;Rietveld;1672;Rijnwoude                  ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;nee;nee;Rietveld                   ;5604
4626;Rijckholt;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Rijckholt                  ;4803
4627;Rijen;784;Gilze en Rijen             ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee;Rijen                      ;4125
4628;Rijkel;889;Beesel                     ;121;Industriegebied Venlo-Beesel            ;31;L.  ;nee;nee;Rijkel                     ;4742
4629;Rijkerswoerd;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee;Rijkerswoerd               ;1564
4630;Rijkevoort;756;Boxmeer                    ;119;Land van Cuijk                          ;30;NB. ;ja ;nee;Rijkevoort                 ;3967
4631;Rijksdorp;629;Wassenaar                  ;80;Randgebied 's-Gravenhage                ;28;ZH. ;nee;nee;Rijksdorp                  ;3376
4632;Rijksweg;893;Bergen                     ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Rijksweg                   ;4762
4633;384;51;Skarsterlân                ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Rijlst, De                 ;384
4634;Rijndijk;626;Voorschoten                ;71;Randgebied Leiden                       ;28;ZH. ;nee;nee;Rijndijk                   ;3365
4635;Rijndijk, De;1672;Rijnwoude                  ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;ja ;nee;Rijndijk, De               ;5605
4636;Rijneveld;1672;Rijnwoude                  ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;nee;nee;Rijneveld                  ;5606
4637;Rijngebied;344;Utrecht                    ;47;Stad Utrecht                            ;26;U.  ;nee;nee;Rijngebied                 ;2393
4638;Rijnsaterwoude;645;Jacobswoude                ;72;Noordelijke veenstreek in Zuid-Holland  ;28;ZH. ;ja ;nee;Rijnsaterwoude             ;3433
4639;Rijnsburg;602;Rijnsburg                  ;69;Katwijk, Rijnsburg, Valkenburg          ;28;ZH. ;ja ;ja ;Rijnsburg                  ;3278
4640;Rijnwaarden;196;Rijnwaarden                ;26;De Lijmers                              ;25;Gld.;nee;ja ;Rijnwaarden                ;1491
4641;Rijnwoude;1672;Rijnwoude                  ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;nee;ja ;Rijnwoude                  ;5607
4642;Rijp;395;Harenkarspel               ;53;Westelijk West-Friesland                ;27;NH. ;nee;nee;Rijp                       ;2624
4643;Rijp, De;365;Graft-De Rijp              ;56;Noordhollands Middengewest              ;27;NH. ;ja ;nee;Rijp, De                   ;2487
4644;Rijp, De;1722;Ferwerderadiel             ;12;Friese bouwstreek                       ;21;F.  ;nee;nee;Rijp, De                   ;6095
4645;Rijpelberg;794;Helmond                    ;115;Industriegebied Helmond                 ;30;NB. ;nee;nee;Rijpelberg                 ;4168
4646;Rijpwetering;483;Alkemade                   ;72;Noordelijke veenstreek in Zuid-Holland  ;28;ZH. ;ja ;nee;Rijpwetering               ;2919
4647;Rijs;653;Gaasterlân-Sleat           ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Rijs                       ;3464
4648;Rijsbergen;879;Zundert                    ;104;Gebied om Breda                         ;30;NB. ;ja ;nee;Rijsbergen                 ;4666
4649;339;48;Vlagtwedde                 ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Rijsdam                    ;339
4650;Rijsenburg;316;Driebergen-Rijsenburg      ;44;Utrechtse Heuvelrug                     ;26;U.  ;nee;nee;Rijsenburg                 ;2288
4651;Rijsenhout;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden               ;27;NH. ;ja ;nee;Rijsenhout                 ;2610
4652;Rijsoord;597;Ridderkerk                 ;87;Oostelijk IJsselmonde                   ;28;ZH. ;nee;nee;Rijsoord                   ;3249
4653;Rijssen;178;Rijssen                    ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;ja ;Rijssen                    ;1342
4654;Rijswijk;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;nee;Rijswijk                   ;1664
4655;Rijswijk;874;Woudrichem                 ;105;Land van Altena                         ;30;NB. ;ja ;nee;Rijswijk                   ;4648
4656;Rijswijk;603;Rijswijk                   ;80;Randgebied 's-Gravenhage                ;28;ZH. ;ja ;ja ;Rijswijk                   ;3280
4657;Rijt;1724;Bergeijk                   ;116;Kempenland                              ;30;NB. ;nee;nee;Rijt                       ;6139
4658;Rilland;703;Reimerswaal                ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;ja ;nee;Rilland                    ;3689
4659;Rilland-Bath;703;Reimerswaal                ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;nee;nee;Rilland-Bath               ;3690
4660;Rimburg;882;Landgraaf                  ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Rimburg                    ;4707
4661;Rimpeld;893;Bergen                     ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Rimpeld                    ;4763
4662;Rinkesfort;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Rinkesfort                 ;4959
4663;Rinkveld;743;Asten                      ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Rinkveld                   ;3907
4664;Rinnegom;373;Bergen                     ;55;Noord-Kennemerland                      ;27;NH. ;nee;nee;Rinnegom                   ;2525
4665;588;65;Dantumadeel                ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Rinsumageest               ;588
4666;Rips;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;ja ;nee;Rips                       ;5424
4667;Rith;758;Breda                      ;103;Breda                                   ;30;NB. ;nee;nee;Rith                       ;4006
4668;721;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;nee;nee;Ritsumazijl                ;721
4669;Ritthem;718;Vlissingen                 ;95;Kanaalzone Walcheren                    ;29;Z.  ;ja ;nee;Ritthem                    ;3830
4670;Rivierenwijk;344;Utrecht                    ;47;Stad Utrecht                            ;26;U.  ;nee;nee;Rivierenwijk               ;2394
4671;Rixtel;1659;Laarbeek                   ;115;Industriegebied Helmond                 ;30;NB. ;nee;nee;Rixtel                     ;5486
4672;Rockanje;614;Westvoorne                 ;91;Voorne-Putten en Rozenburg              ;28;ZH. ;ja ;nee;Rockanje                   ;3322
4673;Roden;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Roden                      ;5912
4674;Rodenrijs;493;Berkel en Rodenrijs        ;83;Midden Zuid-Holland                     ;28;ZH. ;nee;nee;Rodenrijs                  ;2959
4675;Roderesch;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Roderesch                  ;5913
4676;Roderveld;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;nee;nee;Roderveld                  ;5914
4677;Roderwolde;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Roderwolde                 ;5915
4678;Roekebosch;181;Steenwijk                  ;19;Noordwest-Overijssel                    ;23;O.  ;nee;nee;Roekebosch                 ;1391
4679;340;48;Vlagtwedde                 ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Roelage                    ;340
4680;Roelofarendsveen;483;Alkemade                   ;72;Noordelijke veenstreek in Zuid-Holland  ;28;ZH. ;ja ;nee;Roelofarendsveen           ;2920
4681;Roelshoek;703;Reimerswaal                ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;nee;nee;Roelshoek                  ;3691
4682;Roemer, De (ged.);499;Boskoop                    ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;nee;nee;Roemer, De (ged.)          ;2981
4683;Roemer, De (ged.);1672;Rijnwoude                  ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;nee;nee;Roemer, De (ged.)          ;5608
4684;Roer;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Roer                       ;5118
4685;Roerdalen;1669;Roerdalen                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;ja ;Roerdalen                  ;5565
4686;Roermond;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;ja ;Roermond                   ;5119
4687;Roerstelberg;809;Loon op Zand               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Roerstelberg               ;4255
4688;Roestenberg;770;Eersel                     ;116;Kempenland                              ;30;NB. ;nee;nee;Roestenberg                ;4061
4689;Roeven;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Roeven                     ;5077
4690;992;119;Meppel                     ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Rogat                      ;992
4691;Roggel;1670;Roggel en Neer             ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;nee;Roggel                     ;5579
4692;Roggel en Neer;1670;Roggel en Neer             ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;ja ;Roggel en Neer             ;5580
4693;Roggelsedijk;941;Meijel                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Roggelsedijk               ;5045
4694;385;51;Skarsterlân                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Rohel                      ;385
4695;Rolaf;851;Steenbergen                ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;nee;nee;Rolaf                      ;4451
4696;Rolde;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Rolde                      ;5724
4697;Rolduc;928;Kerkrade                   ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Rolduc                     ;4927
4698;Roligt;1670;Roggel en Neer             ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Roligt                     ;5581
4699;Rollepaal;160;Hardenberg                 ;21;Noordoost-Overijssel                    ;23;O.  ;nee;nee;Rollepaal                  ;1204
4700;Rome;263;Maasdriel                  ;42;Bommelerwaard                           ;25;Gld.;nee;nee;Rome                       ;1926
4701;Ronde Broek;181;Steenwijk                  ;19;Noordwest-Overijssel                    ;23;O.  ;nee;nee;Ronde Broek                ;1392
