ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
1618;Listed monuments total ;Montferland;2017;52
1619;Listed monuments total ;Montferland;2018;52
1620;Listed monuments total ;Montfoort;2013;88
1621;Listed monuments total ;Montfoort;2014;88
1622;Listed monuments total ;Montfoort;2015;88
1623;Listed monuments total ;Montfoort;2016;88
1624;Listed monuments total ;Montfoort;2017;88
1625;Listed monuments total ;Montfoort;2018;88
1626;Listed monuments total ;Mook en Middelaar;2013;16
1627;Listed monuments total ;Mook en Middelaar;2014;16
1628;Listed monuments total ;Mook en Middelaar;2015;16
1629;Listed monuments total ;Mook en Middelaar;2016;16
1630;Listed monuments total ;Mook en Middelaar;2017;16
1631;Listed monuments total ;Mook en Middelaar;2018;16
1632;Listed monuments total ;Neder-Betuwe;2013;49
1633;Listed monuments total ;Neder-Betuwe;2014;49
1634;Listed monuments total ;Neder-Betuwe;2015;49
1635;Listed monuments total ;Neder-Betuwe;2016;49
1636;Listed monuments total ;Neder-Betuwe;2017;49
1637;Listed monuments total ;Neder-Betuwe;2018;49
1638;Listed monuments total ;Nederweert;2013;33
1639;Listed monuments total ;Nederweert;2014;33
1640;Listed monuments total ;Nederweert;2015;34
1641;Listed monuments total ;Nederweert;2016;34
1642;Listed monuments total ;Nederweert;2017;34
1643;Listed monuments total ;Nederweert;2018;34
1644;Listed monuments total ;Neerijnen;2013;87
1645;Listed monuments total ;Neerijnen;2014;87
1646;Listed monuments total ;Neerijnen;2015;86
1647;Listed monuments total ;Neerijnen;2016;86
1648;Listed monuments total ;Neerijnen;2017;86
1649;Listed monuments total ;Neerijnen;2018;86
1650;Listed monuments total ;Nieuwegein;2013;83
1651;Listed monuments total ;Nieuwegein;2014;94
1652;Listed monuments total ;Nieuwegein;2015;101
1653;Listed monuments total ;Nieuwegein;2016;100
1654;Listed monuments total ;Nieuwegein;2017;100
1655;Listed monuments total ;Nieuwegein;2018;100
1656;Listed monuments total ;Nieuwkoop;2013;27
1657;Listed monuments total ;Nieuwkoop;2014;27
1658;Listed monuments total ;Nieuwkoop;2015;27
1659;Listed monuments total ;Nieuwkoop;2016;27
1660;Listed monuments total ;Nieuwkoop;2017;27
1661;Listed monuments total ;Nieuwkoop;2018;27
1662;Listed monuments total ;Nijkerk;2013;110
1663;Listed monuments total ;Nijkerk;2014;110
1664;Listed monuments total ;Nijkerk;2015;110
1665;Listed monuments total ;Nijkerk;2016;110
1666;Listed monuments total ;Nijkerk;2017;110
1667;Listed monuments total ;Nijkerk;2018;109
1668;Listed monuments total ;Nijmegen;2013;255
1669;Listed monuments total ;Nijmegen;2014;256
1670;Listed monuments total ;Nijmegen;2015;256
1671;Listed monuments total ;Nijmegen;2016;256
1672;Listed monuments total ;Nijmegen;2017;256
1673;Listed monuments total ;Nijmegen;2018;254
1674;Listed monuments total ;Nissewaard;2013;93
1675;Listed monuments total ;Nissewaard;2014;93
1676;Listed monuments total ;Nissewaard;2015;93
1677;Listed monuments total ;Nissewaard;2016;93
1678;Listed monuments total ;Nissewaard;2017;93
1679;Listed monuments total ;Nissewaard;2018;93
1680;Listed monuments total ;Noord-Beveland;2013;44
1681;Listed monuments total ;Noord-Beveland;2014;44
1682;Listed monuments total ;Noord-Beveland;2015;44
1683;Listed monuments total ;Noord-Beveland;2016;44
1684;Listed monuments total ;Noord-Beveland;2017;44
1685;Listed monuments total ;Noord-Beveland;2018;44
1686;Listed monuments total ;Noordenveld;2013;235
1687;Listed monuments total ;Noordenveld;2014;235
1688;Listed monuments total ;Noordenveld;2015;235
1689;Listed monuments total ;Noordenveld;2016;235
1690;Listed monuments total ;Noordenveld;2017;235
1691;Listed monuments total ;Noordenveld;2018;235
1692;Listed monuments total ;Noordoostpolder;2013;45
1693;Listed monuments total ;Noordoostpolder;2014;47
1694;Listed monuments total ;Noordoostpolder;2015;47
1695;Listed monuments total ;Noordoostpolder;2016;48
1696;Listed monuments total ;Noordoostpolder;2017;48
1697;Listed monuments total ;Noordoostpolder;2018;48
1698;Listed monuments total ;Noordwijk;2013;74
1699;Listed monuments total ;Noordwijk;2014;74
1700;Listed monuments total ;Noordwijk;2015;74
1701;Listed monuments total ;Noordwijk;2016;74
1702;Listed monuments total ;Noordwijk;2017;74
1703;Listed monuments total ;Noordwijk;2018;74
1704;Listed monuments total ;Noordwijkerhout;2013;12
1705;Listed monuments total ;Noordwijkerhout;2014;12
1706;Listed monuments total ;Noordwijkerhout;2015;12
1707;Listed monuments total ;Noordwijkerhout;2016;12
1708;Listed monuments total ;Noordwijkerhout;2017;12
1709;Listed monuments total ;Noordwijkerhout;2018;12
1710;Listed monuments total ;Nuenen, Gerwen en Nederwetten;2013;43
1711;Listed monuments total ;Nuenen, Gerwen en Nederwetten;2014;43
1712;Listed monuments total ;Nuenen, Gerwen en Nederwetten;2015;43
1713;Listed monuments total ;Nuenen, Gerwen en Nederwetten;2016;43
1714;Listed monuments total ;Nuenen, Gerwen en Nederwetten;2017;43
1715;Listed monuments total ;Nuenen, Gerwen en Nederwetten;2018;43
1716;Listed monuments total ;Nunspeet;2013;55
1717;Listed monuments total ;Nunspeet;2014;55
1718;Listed monuments total ;Nunspeet;2015;55
1719;Listed monuments total ;Nunspeet;2016;55
1720;Listed monuments total ;Nunspeet;2017;55
1721;Listed monuments total ;Nunspeet;2018;51
1722;Listed monuments total ;Nuth;2013;131
1723;Listed monuments total ;Nuth;2014;131
1724;Listed monuments total ;Nuth;2015;131
1725;Listed monuments total ;Nuth;2016;131
1726;Listed monuments total ;Nuth;2017;131
1727;Listed monuments total ;Nuth;2018;131
1728;Listed monuments total ;Oegstgeest;2013;44
1729;Listed monuments total ;Oegstgeest;2014;44
1730;Listed monuments total ;Oegstgeest;2015;44
1731;Listed monuments total ;Oegstgeest;2016;44
1732;Listed monuments total ;Oegstgeest;2017;44
1733;Listed monuments total ;Oegstgeest;2018;44
1734;Listed monuments total ;Oirschot;2013;186
1735;Listed monuments total ;Oirschot;2014;186
1736;Listed monuments total ;Oirschot;2015;186
1737;Listed monuments total ;Oirschot;2016;186
1738;Listed monuments total ;Oirschot;2017;186
1739;Listed monuments total ;Oirschot;2018;186
1740;Listed monuments total ;Oisterwijk;2013;60
1741;Listed monuments total ;Oisterwijk;2014;60
1742;Listed monuments total ;Oisterwijk;2015;60
1743;Listed monuments total ;Oisterwijk;2016;60
1744;Listed monuments total ;Oisterwijk;2017;60
1745;Listed monuments total ;Oisterwijk;2018;60
1746;Listed monuments total ;Oldambt;2013;213
1747;Listed monuments total ;Oldambt;2014;213
1748;Listed monuments total ;Oldambt;2015;213
1749;Listed monuments total ;Oldambt;2016;213
1750;Listed monuments total ;Oldambt;2017;213
1751;Listed monuments total ;Oldambt;2018;213
1752;Listed monuments total ;Oldebroek;2013;45
1753;Listed monuments total ;Oldebroek;2014;44
1754;Listed monuments total ;Oldebroek;2015;44
1755;Listed monuments total ;Oldebroek;2016;44
1756;Listed monuments total ;Oldebroek;2017;44
1757;Listed monuments total ;Oldebroek;2018;44
1758;Listed monuments total ;Oldenzaal;2013;19
1759;Listed monuments total ;Oldenzaal;2014;19
1760;Listed monuments total ;Oldenzaal;2015;20
1761;Listed monuments total ;Oldenzaal;2016;20
1762;Listed monuments total ;Oldenzaal;2017;20
1763;Listed monuments total ;Oldenzaal;2018;20
1764;Listed monuments total ;Olst-Wijhe;2013;114
1765;Listed monuments total ;Olst-Wijhe;2014;114
1766;Listed monuments total ;Olst-Wijhe;2015;114
1767;Listed monuments total ;Olst-Wijhe;2016;114
1768;Listed monuments total ;Olst-Wijhe;2017;114
1769;Listed monuments total ;Olst-Wijhe;2018;113
1770;Listed monuments total ;Ommen;2013;102
1771;Listed monuments total ;Ommen;2014;102
1772;Listed monuments total ;Ommen;2015;102
1773;Listed monuments total ;Ommen;2016;102
1774;Listed monuments total ;Ommen;2017;102
1775;Listed monuments total ;Ommen;2018;102
1776;Listed monuments total ;Onderbanken;2013;39
1777;Listed monuments total ;Onderbanken;2014;39
1778;Listed monuments total ;Onderbanken;2015;39
1779;Listed monuments total ;Onderbanken;2016;39
1780;Listed monuments total ;Onderbanken;2017;39
1781;Listed monuments total ;Onderbanken;2018;39
1782;Listed monuments total ;Oost Gelre;2013;40
1783;Listed monuments total ;Oost Gelre;2014;40
1784;Listed monuments total ;Oost Gelre;2015;40
1785;Listed monuments total ;Oost Gelre;2016;40
1786;Listed monuments total ;Oost Gelre;2017;40
1787;Listed monuments total ;Oost Gelre;2018;40
1788;Listed monuments total ;Oosterhout;2013;82
1789;Listed monuments total ;Oosterhout;2014;82
1790;Listed monuments total ;Oosterhout;2015;82
1791;Listed monuments total ;Oosterhout;2016;82
1792;Listed monuments total ;Oosterhout;2017;82
1793;Listed monuments total ;Oosterhout;2018;82
1794;Listed monuments total ;Ooststellingwerf;2013;46
1795;Listed monuments total ;Ooststellingwerf;2014;46
1796;Listed monuments total ;Ooststellingwerf;2015;46
1797;Listed monuments total ;Ooststellingwerf;2016;46
1798;Listed monuments total ;Ooststellingwerf;2017;46
1799;Listed monuments total ;Ooststellingwerf;2018;46
1800;Listed monuments total ;Oostzaan;2013;7
1801;Listed monuments total ;Oostzaan;2014;7
1802;Listed monuments total ;Oostzaan;2015;7
1803;Listed monuments total ;Oostzaan;2016;7
1804;Listed monuments total ;Oostzaan;2017;7
1805;Listed monuments total ;Oostzaan;2018;7
1806;Listed monuments total ;Opmeer;2013;40
1807;Listed monuments total ;Opmeer;2014;40
1808;Listed monuments total ;Opmeer;2015;40
1809;Listed monuments total ;Opmeer;2016;40
1810;Listed monuments total ;Opmeer;2017;40
1811;Listed monuments total ;Opmeer;2018;40
1812;Listed monuments total ;Opsterland;2013;111
1813;Listed monuments total ;Opsterland;2014;111
1814;Listed monuments total ;Opsterland;2015;111
1815;Listed monuments total ;Opsterland;2016;110
1816;Listed monuments total ;Opsterland;2017;110
1817;Listed monuments total ;Opsterland;2018;110
1818;Listed monuments total ;Oss;2013;243
1819;Listed monuments total ;Oss;2014;243
1820;Listed monuments total ;Oss;2015;243
1821;Listed monuments total ;Oss;2016;243
1822;Listed monuments total ;Oss;2017;242
1823;Listed monuments total ;Oss;2018;238
1824;Listed monuments total ;Oud-Beijerland;2013;28
1825;Listed monuments total ;Oud-Beijerland;2014;28
1826;Listed monuments total ;Oud-Beijerland;2015;28
1827;Listed monuments total ;Oud-Beijerland;2016;28
1828;Listed monuments total ;Oud-Beijerland;2017;28
1829;Listed monuments total ;Oud-Beijerland;2018;28
1830;Listed monuments total ;Oude IJsselstreek;2013;79
1831;Listed monuments total ;Oude IJsselstreek;2014;79
1832;Listed monuments total ;Oude IJsselstreek;2015;79
1833;Listed monuments total ;Oude IJsselstreek;2016;79
1834;Listed monuments total ;Oude IJsselstreek;2017;79
1835;Listed monuments total ;Oude IJsselstreek;2018;79
1836;Listed monuments total ;Ouder-Amstel;2013;36
1837;Listed monuments total ;Ouder-Amstel;2014;36
1838;Listed monuments total ;Ouder-Amstel;2015;36
1839;Listed monuments total ;Ouder-Amstel;2016;36
1840;Listed monuments total ;Ouder-Amstel;2017;36
1841;Listed monuments total ;Ouder-Amstel;2018;36
1842;Listed monuments total ;Oudewater;2013;161
1843;Listed monuments total ;Oudewater;2014;161
1844;Listed monuments total ;Oudewater;2015;161
1845;Listed monuments total ;Oudewater;2016;161
1846;Listed monuments total ;Oudewater;2017;161
1847;Listed monuments total ;Oudewater;2018;161
1848;Listed monuments total ;Overbetuwe;2013;101
1849;Listed monuments total ;Overbetuwe;2014;101
1850;Listed monuments total ;Overbetuwe;2015;101
1851;Listed monuments total ;Overbetuwe;2016;101
1852;Listed monuments total ;Overbetuwe;2017;101
1853;Listed monuments total ;Overbetuwe;2018;101
1854;Listed monuments total ;Papendrecht;2013;1
1855;Listed monuments total ;Papendrecht;2014;1
1856;Listed monuments total ;Papendrecht;2015;1
1857;Listed monuments total ;Papendrecht;2016;1
1858;Listed monuments total ;Papendrecht;2017;1
1859;Listed monuments total ;Papendrecht;2018;1
1860;Listed monuments total ;Peel en Maas;2013;59
1861;Listed monuments total ;Peel en Maas;2014;59
1862;Listed monuments total ;Peel en Maas;2015;59
1863;Listed monuments total ;Peel en Maas;2016;59
1864;Listed monuments total ;Peel en Maas;2017;59
1865;Listed monuments total ;Peel en Maas;2018;59
1866;Listed monuments total ;Pekela;2013;29
1867;Listed monuments total ;Pekela;2014;29
1868;Listed monuments total ;Pekela;2015;29
1869;Listed monuments total ;Pekela;2016;29
1870;Listed monuments total ;Pekela;2017;29
1871;Listed monuments total ;Pekela;2018;29
1872;Listed monuments total ;Pijnacker-Nootdorp;2013;21
1873;Listed monuments total ;Pijnacker-Nootdorp;2014;21
1874;Listed monuments total ;Pijnacker-Nootdorp;2015;22
1875;Listed monuments total ;Pijnacker-Nootdorp;2016;22
1876;Listed monuments total ;Pijnacker-Nootdorp;2017;22
1877;Listed monuments total ;Pijnacker-Nootdorp;2018;22
1878;Listed monuments total ;Purmerend;2013;30
1879;Listed monuments total ;Purmerend;2014;30
1880;Listed monuments total ;Purmerend;2015;30
1881;Listed monuments total ;Purmerend;2016;30
1882;Listed monuments total ;Purmerend;2017;30
1883;Listed monuments total ;Purmerend;2018;30
1884;Listed monuments total ;Putten;2013;65
1885;Listed monuments total ;Putten;2014;65
1886;Listed monuments total ;Putten;2015;65
1887;Listed monuments total ;Putten;2016;65
1888;Listed monuments total ;Putten;2017;65
1889;Listed monuments total ;Putten;2018;66
1890;Listed monuments total ;Raalte;2013;98
1891;Listed monuments total ;Raalte;2014;98
1892;Listed monuments total ;Raalte;2015;98
1893;Listed monuments total ;Raalte;2016;98
1894;Listed monuments total ;Raalte;2017;98
1895;Listed monuments total ;Raalte;2018;98
1896;Listed monuments total ;Reimerswaal;2013;29
1897;Listed monuments total ;Reimerswaal;2014;29
1898;Listed monuments total ;Reimerswaal;2015;29
1899;Listed monuments total ;Reimerswaal;2016;29
1900;Listed monuments total ;Reimerswaal;2017;29
1901;Listed monuments total ;Reimerswaal;2018;29
1902;Listed monuments total ;Renkum;2013;50
1903;Listed monuments total ;Renkum;2014;50
1904;Listed monuments total ;Renkum;2015;50
1905;Listed monuments total ;Renkum;2016;50
1906;Listed monuments total ;Renkum;2017;49
1907;Listed monuments total ;Renkum;2018;49
1908;Listed monuments total ;Renswoude;2013;52
1909;Listed monuments total ;Renswoude;2014;52
1910;Listed monuments total ;Renswoude;2015;52
1911;Listed monuments total ;Renswoude;2016;52
1912;Listed monuments total ;Renswoude;2017;52
1913;Listed monuments total ;Renswoude;2018;53
1914;Listed monuments total ;Reusel-De Mierden;2013;14
1915;Listed monuments total ;Reusel-De Mierden;2014;14
1916;Listed monuments total ;Reusel-De Mierden;2015;14
1917;Listed monuments total ;Reusel-De Mierden;2016;14
1918;Listed monuments total ;Reusel-De Mierden;2017;14
1919;Listed monuments total ;Reusel-De Mierden;2018;14
1920;Listed monuments total ;Rheden;2013;212
1921;Listed monuments total ;Rheden;2014;213
1922;Listed monuments total ;Rheden;2015;213
1923;Listed monuments total ;Rheden;2016;213
1924;Listed monuments total ;Rheden;2017;213
1925;Listed monuments total ;Rheden;2018;213
1926;Listed monuments total ;Rhenen;2013;54
1927;Listed monuments total ;Rhenen;2014;54
1928;Listed monuments total ;Rhenen;2015;54
1929;Listed monuments total ;Rhenen;2016;54
1930;Listed monuments total ;Rhenen;2017;54
1931;Listed monuments total ;Rhenen;2018;54
1932;Listed monuments total ;Ridderkerk;2013;57
1933;Listed monuments total ;Ridderkerk;2014;57
1934;Listed monuments total ;Ridderkerk;2015;57
1935;Listed monuments total ;Ridderkerk;2016;57
1936;Listed monuments total ;Ridderkerk;2017;57
1937;Listed monuments total ;Ridderkerk;2018;56
1938;Listed monuments total ;Rijssen-Holten;2013;29
1939;Listed monuments total ;Rijssen-Holten;2014;29
1940;Listed monuments total ;Rijssen-Holten;2015;29
1941;Listed monuments total ;Rijssen-Holten;2016;29
1942;Listed monuments total ;Rijssen-Holten;2017;29
1943;Listed monuments total ;Rijssen-Holten;2018;29
1944;Listed monuments total ;Rijswijk (ZH.);2013;88
1945;Listed monuments total ;Rijswijk (ZH.);2014;88
1946;Listed monuments total ;Rijswijk (ZH.);2015;88
1947;Listed monuments total ;Rijswijk (ZH.);2016;88
1948;Listed monuments total ;Rijswijk (ZH.);2017;88
1949;Listed monuments total ;Rijswijk (ZH.);2018;88
1950;Listed monuments total ;Roerdalen;2013;47
1951;Listed monuments total ;Roerdalen;2014;47
1952;Listed monuments total ;Roerdalen;2015;47
1953;Listed monuments total ;Roerdalen;2016;47
1954;Listed monuments total ;Roerdalen;2017;47
1955;Listed monuments total ;Roerdalen;2018;46
1956;Listed monuments total ;Roermond;2013;288
1957;Listed monuments total ;Roermond;2014;288
1958;Listed monuments total ;Roermond;2015;287
1959;Listed monuments total ;Roermond;2016;287
1960;Listed monuments total ;Roermond;2017;287
1961;Listed monuments total ;Roermond;2018;286
1962;Listed monuments total ;De Ronde Venen;2013;169
1963;Listed monuments total ;De Ronde Venen;2014;169
1964;Listed monuments total ;De Ronde Venen;2015;170
1965;Listed monuments total ;De Ronde Venen;2016;170
1966;Listed monuments total ;De Ronde Venen;2017;171
1967;Listed monuments total ;De Ronde Venen;2018;171
1968;Listed monuments total ;Roosendaal;2013;92
1969;Listed monuments total ;Roosendaal;2014;92
1970;Listed monuments total ;Roosendaal;2015;92
1971;Listed monuments total ;Roosendaal;2016;91
1972;Listed monuments total ;Roosendaal;2017;91
1973;Listed monuments total ;Roosendaal;2018;91
1974;Listed monuments total ;Rotterdam;2013;565
1975;Listed monuments total ;Rotterdam;2014;609
1976;Listed monuments total ;Rotterdam;2015;611
1977;Listed monuments total ;Rotterdam;2016;615
1978;Listed monuments total ;Rotterdam;2017;615
1979;Listed monuments total ;Rotterdam;2018;614
1980;Listed monuments total ;Rozendaal;2013;44
1981;Listed monuments total ;Rozendaal;2014;44
1982;Listed monuments total ;Rozendaal;2015;44
1983;Listed monuments total ;Rozendaal;2016;44
1984;Listed monuments total ;Rozendaal;2017;44
1985;Listed monuments total ;Rozendaal;2018;44
1986;Listed monuments total ;Rucphen;2013;23
1987;Listed monuments total ;Rucphen;2014;23
1988;Listed monuments total ;Rucphen;2015;23
1989;Listed monuments total ;Rucphen;2016;23
1990;Listed monuments total ;Rucphen;2017;23
1991;Listed monuments total ;Rucphen;2018;23
1992;Listed monuments total ;Schagen;2013;86
1993;Listed monuments total ;Schagen;2014;86
1994;Listed monuments total ;Schagen;2015;86
1995;Listed monuments total ;Schagen;2016;87
1996;Listed monuments total ;Schagen;2017;87
1997;Listed monuments total ;Schagen;2018;87
1998;Listed monuments total ;Scherpenzeel;2013;15
1999;Listed monuments total ;Scherpenzeel;2014;15
2000;Listed monuments total ;Scherpenzeel;2015;15
2001;Listed monuments total ;Scherpenzeel;2016;15
2002;Listed monuments total ;Scherpenzeel;2017;15
2003;Listed monuments total ;Scherpenzeel;2018;15
2004;Listed monuments total ;Schiedam;2013;237
2005;Listed monuments total ;Schiedam;2014;236
2006;Listed monuments total ;Schiedam;2015;236
2007;Listed monuments total ;Schiedam;2016;236
2008;Listed monuments total ;Schiedam;2017;236
2009;Listed monuments total ;Schiedam;2018;236
2010;Listed monuments total ;Schiermonnikoog;2013;30
2011;Listed monuments total ;Schiermonnikoog;2014;30
2012;Listed monuments total ;Schiermonnikoog;2015;30
2013;Listed monuments total ;Schiermonnikoog;2016;30
2014;Listed monuments total ;Schiermonnikoog;2017;30
2015;Listed monuments total ;Schiermonnikoog;2018;30
2016;Listed monuments total ;Schinnen;2013;78
2017;Listed monuments total ;Schinnen;2014;78
2018;Listed monuments total ;Schinnen;2015;78
2019;Listed monuments total ;Schinnen;2016;78
2020;Listed monuments total ;Schinnen;2017;78
2021;Listed monuments total ;Schinnen;2018;78
2022;Listed monuments total ;Schouwen-Duiveland;2013;817
2023;Listed monuments total ;Schouwen-Duiveland;2014;817
2024;Listed monuments total ;Schouwen-Duiveland;2015;816
2025;Listed monuments total ;Schouwen-Duiveland;2016;817
2026;Listed monuments total ;Schouwen-Duiveland;2017;817
2027;Listed monuments total ;Schouwen-Duiveland;2018;817
2028;Listed monuments total ;Simpelveld;2013;48
2029;Listed monuments total ;Simpelveld;2014;48
2030;Listed monuments total ;Simpelveld;2015;48
2031;Listed monuments total ;Simpelveld;2016;48
2032;Listed monuments total ;Simpelveld;2017;48
2033;Listed monuments total ;Simpelveld;2018;48
2034;Listed monuments total ;Sint Anthonis;2013;81
2035;Listed monuments total ;Sint Anthonis;2014;81
2036;Listed monuments total ;Sint Anthonis;2015;82
2037;Listed monuments total ;Sint Anthonis;2016;82
2038;Listed monuments total ;Sint Anthonis;2017;82
2039;Listed monuments total ;Sint Anthonis;2018;82
2040;Listed monuments total ;Sint-Michielsgestel;2013;119
2041;Listed monuments total ;Sint-Michielsgestel;2014;119
2042;Listed monuments total ;Sint-Michielsgestel;2015;119
2043;Listed monuments total ;Sint-Michielsgestel;2016;119
2044;Listed monuments total ;Sint-Michielsgestel;2017;119
2045;Listed monuments total ;Sint-Michielsgestel;2018;119
2046;Listed monuments total ;Sittard-Geleen;2013;255
2047;Listed monuments total ;Sittard-Geleen;2014;255
2048;Listed monuments total ;Sittard-Geleen;2015;255
2049;Listed monuments total ;Sittard-Geleen;2016;255
2050;Listed monuments total ;Sittard-Geleen;2017;255
2051;Listed monuments total ;Sittard-Geleen;2018;255
2052;Listed monuments total ;Sliedrecht;2013;8
2053;Listed monuments total ;Sliedrecht;2014;8
2054;Listed monuments total ;Sliedrecht;2015;8
2055;Listed monuments total ;Sliedrecht;2016;8
2056;Listed monuments total ;Sliedrecht;2017;8
2057;Listed monuments total ;Sliedrecht;2018;8
2058;Listed monuments total ;Sluis;2013;212
2059;Listed monuments total ;Sluis;2014;209
2060;Listed monuments total ;Sluis;2015;209
2061;Listed monuments total ;Sluis;2016;209
2062;Listed monuments total ;Sluis;2017;209
2063;Listed monuments total ;Sluis;2018;209
2064;Listed monuments total ;Smallingerland;2013;70
2065;Listed monuments total ;Smallingerland;2014;70
2066;Listed monuments total ;Smallingerland;2015;70
2067;Listed monuments total ;Smallingerland;2016;70
2068;Listed monuments total ;Smallingerland;2017;70
2069;Listed monuments total ;Smallingerland;2018;70
2070;Listed monuments total ;Soest;2013;38
2071;Listed monuments total ;Soest;2014;38
2072;Listed monuments total ;Soest;2015;38
2073;Listed monuments total ;Soest;2016;38
2074;Listed monuments total ;Soest;2017;38
2075;Listed monuments total ;Soest;2018;38
2076;Listed monuments total ;Someren;2013;14
2077;Listed monuments total ;Someren;2014;14
2078;Listed monuments total ;Someren;2015;14
2079;Listed monuments total ;Someren;2016;14
2080;Listed monuments total ;Someren;2017;14
2081;Listed monuments total ;Someren;2018;14
2082;Listed monuments total ;Son en Breugel;2013;6
2083;Listed monuments total ;Son en Breugel;2014;6
2084;Listed monuments total ;Son en Breugel;2015;6
2085;Listed monuments total ;Son en Breugel;2016;6
2086;Listed monuments total ;Son en Breugel;2017;6
2087;Listed monuments total ;Son en Breugel;2018;6
2088;Listed monuments total ;Stadskanaal;2013;71
2089;Listed monuments total ;Stadskanaal;2014;71
2090;Listed monuments total ;Stadskanaal;2015;71
2091;Listed monuments total ;Stadskanaal;2016;71
2092;Listed monuments total ;Stadskanaal;2017;71
2093;Listed monuments total ;Stadskanaal;2018;71
2094;Listed monuments total ;Staphorst;2013;307
2095;Listed monuments total ;Staphorst;2014;307
2096;Listed monuments total ;Staphorst;2015;304
2097;Listed monuments total ;Staphorst;2016;304
2098;Listed monuments total ;Staphorst;2017;304
2099;Listed monuments total ;Staphorst;2018;298
2100;Listed monuments total ;Stede Broec;2013;12
2101;Listed monuments total ;Stede Broec;2014;12
2102;Listed monuments total ;Stede Broec;2015;12
2103;Listed monuments total ;Stede Broec;2016;12
2104;Listed monuments total ;Stede Broec;2017;12
2105;Listed monuments total ;Stede Broec;2018;12
2106;Listed monuments total ;Steenbergen;2013;43
2107;Listed monuments total ;Steenbergen;2014;43
2108;Listed monuments total ;Steenbergen;2015;43
2109;Listed monuments total ;Steenbergen;2016;43
2110;Listed monuments total ;Steenbergen;2017;43
2111;Listed monuments total ;Steenbergen;2018;43
2112;Listed monuments total ;Steenwijkerland;2013;274
2113;Listed monuments total ;Steenwijkerland;2014;274
2114;Listed monuments total ;Steenwijkerland;2015;274
2115;Listed monuments total ;Steenwijkerland;2016;274
2116;Listed monuments total ;Steenwijkerland;2017;274
2117;Listed monuments total ;Steenwijkerland;2018;274
2118;Listed monuments total ;Stein (L.);2013;65
2119;Listed monuments total ;Stein (L.);2014;65
2120;Listed monuments total ;Stein (L.);2015;65
2121;Listed monuments total ;Stein (L.);2016;65
2122;Listed monuments total ;Stein (L.);2017;65
2123;Listed monuments total ;Stein (L.);2018;65
2124;Listed monuments total ;Stichtse Vecht;2013;806
2125;Listed monuments total ;Stichtse Vecht;2014;793
2126;Listed monuments total ;Stichtse Vecht;2015;797
2127;Listed monuments total ;Stichtse Vecht;2016;798
2128;Listed monuments total ;Stichtse Vecht;2017;796
2129;Listed monuments total ;Stichtse Vecht;2018;794
2130;Listed monuments total ;Strijen;2013;13
2131;Listed monuments total ;Strijen;2014;13
2132;Listed monuments total ;Strijen;2015;13
2133;Listed monuments total ;Strijen;2016;13
2134;Listed monuments total ;Strijen;2017;13
2135;Listed monuments total ;Strijen;2018;13
2136;Listed monuments total ;Súdwest-Fryslân;2013;742
2137;Listed monuments total ;Súdwest-Fryslân;2014;742
2138;Listed monuments total ;Súdwest-Fryslân;2015;742
2139;Listed monuments total ;Súdwest-Fryslân;2016;742
2140;Listed monuments total ;Súdwest-Fryslân;2017;742
2141;Listed monuments total ;Súdwest-Fryslân;2018;739
2142;Listed monuments total ;Terneuzen;2013;73
2143;Listed monuments total ;Terneuzen;2014;73
2144;Listed monuments total ;Terneuzen;2015;73
2145;Listed monuments total ;Terneuzen;2016;73
2146;Listed monuments total ;Terneuzen;2017;73
2147;Listed monuments total ;Terneuzen;2018;73
2148;Listed monuments total ;Terschelling;2013;106
2149;Listed monuments total ;Terschelling;2014;106
2150;Listed monuments total ;Terschelling;2015;106
2151;Listed monuments total ;Terschelling;2016;106
2152;Listed monuments total ;Terschelling;2017;106
2153;Listed monuments total ;Terschelling;2018;106
2154;Listed monuments total ;Texel;2013;193
2155;Listed monuments total ;Texel;2014;193
2156;Listed monuments total ;Texel;2015;193
2157;Listed monuments total ;Texel;2016;193
2158;Listed monuments total ;Texel;2017;193
2159;Listed monuments total ;Texel;2018;193
2160;Listed monuments total ;Teylingen;2013;105
2161;Listed monuments total ;Teylingen;2014;105
2162;Listed monuments total ;Teylingen;2015;105
2163;Listed monuments total ;Teylingen;2016;105
2164;Listed monuments total ;Teylingen;2017;105
2165;Listed monuments total ;Teylingen;2018;105
2166;Listed monuments total ;Tholen;2013;150
2167;Listed monuments total ;Tholen;2014;149
2168;Listed monuments total ;Tholen;2015;149
2169;Listed monuments total ;Tholen;2016;149
2170;Listed monuments total ;Tholen;2017;149
2171;Listed monuments total ;Tholen;2018;149
2172;Listed monuments total ;Tiel;2013;91
2173;Listed monuments total ;Tiel;2014;91
2174;Listed monuments total ;Tiel;2015;93
2175;Listed monuments total ;Tiel;2016;93
2176;Listed monuments total ;Tiel;2017;103
2177;Listed monuments total ;Tiel;2018;103
2178;Listed monuments total ;Tilburg;2013;325
2179;Listed monuments total ;Tilburg;2014;325
2180;Listed monuments total ;Tilburg;2015;328
2181;Listed monuments total ;Tilburg;2016;329
2182;Listed monuments total ;Tilburg;2017;329
2183;Listed monuments total ;Tilburg;2018;329
2184;Listed monuments total ;Tubbergen;2013;59
2185;Listed monuments total ;Tubbergen;2014;59
2186;Listed monuments total ;Tubbergen;2015;59
