ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
509;Listed monuments total ;Beemster;2018;89
510;Listed monuments total ;Beesel;2013;20
511;Listed monuments total ;Beesel;2014;20
512;Listed monuments total ;Beesel;2015;20
513;Listed monuments total ;Beesel;2016;20
514;Listed monuments total ;Beesel;2017;20
515;Listed monuments total ;Beesel;2018;20
516;Listed monuments total ;Berg en Dal;2013;98
517;Listed monuments total ;Berg en Dal;2014;98
518;Listed monuments total ;Berg en Dal;2015;98
519;Listed monuments total ;Berg en Dal;2016;98
520;Listed monuments total ;Berg en Dal;2017;98
521;Listed monuments total ;Berg en Dal;2018;98
522;Listed monuments total ;Bergeijk;2013;35
523;Listed monuments total ;Bergeijk;2014;35
524;Listed monuments total ;Bergeijk;2015;35
525;Listed monuments total ;Bergeijk;2016;35
526;Listed monuments total ;Bergeijk;2017;35
527;Listed monuments total ;Bergeijk;2018;35
528;Listed monuments total ;Bergen (L.);2013;27
529;Listed monuments total ;Bergen (L.);2014;26
530;Listed monuments total ;Bergen (L.);2015;26
531;Listed monuments total ;Bergen (L.);2016;26
532;Listed monuments total ;Bergen (L.);2017;26
533;Listed monuments total ;Bergen (L.);2018;26
534;Listed monuments total ;Bergen (NH.);2013;134
535;Listed monuments total ;Bergen (NH.);2014;134
536;Listed monuments total ;Bergen (NH.);2015;134
537;Listed monuments total ;Bergen (NH.);2016;133
538;Listed monuments total ;Bergen (NH.);2017;133
539;Listed monuments total ;Bergen (NH.);2018;133
540;Listed monuments total ;Bergen op Zoom;2013;328
541;Listed monuments total ;Bergen op Zoom;2014;328
542;Listed monuments total ;Bergen op Zoom;2015;328
543;Listed monuments total ;Bergen op Zoom;2016;323
544;Listed monuments total ;Bergen op Zoom;2017;323
545;Listed monuments total ;Bergen op Zoom;2018;323
546;Listed monuments total ;Berkelland;2013;119
547;Listed monuments total ;Berkelland;2014;119
548;Listed monuments total ;Berkelland;2015;119
549;Listed monuments total ;Berkelland;2016;119
550;Listed monuments total ;Berkelland;2017;119
551;Listed monuments total ;Berkelland;2018;119
552;Listed monuments total ;Bernheze;2013;64
553;Listed monuments total ;Bernheze;2014;64
554;Listed monuments total ;Bernheze;2015;64
555;Listed monuments total ;Bernheze;2016;64
556;Listed monuments total ;Bernheze;2017;64
557;Listed monuments total ;Bernheze;2018;64
558;Listed monuments total ;Best;2013;24
559;Listed monuments total ;Best;2014;24
560;Listed monuments total ;Best;2015;24
561;Listed monuments total ;Best;2016;24
562;Listed monuments total ;Best;2017;24
563;Listed monuments total ;Best;2018;24
564;Listed monuments total ;Beuningen;2013;56
565;Listed monuments total ;Beuningen;2014;56
566;Listed monuments total ;Beuningen;2015;56
567;Listed monuments total ;Beuningen;2016;55
568;Listed monuments total ;Beuningen;2017;55
569;Listed monuments total ;Beuningen;2018;55
570;Listed monuments total ;Beverwijk;2013;41
571;Listed monuments total ;Beverwijk;2014;41
572;Listed monuments total ;Beverwijk;2015;41
573;Listed monuments total ;Beverwijk;2016;41
574;Listed monuments total ;Beverwijk;2017;41
575;Listed monuments total ;Beverwijk;2018;41
576;Listed monuments total ;De Bilt;2013;158
577;Listed monuments total ;De Bilt;2014;158
578;Listed monuments total ;De Bilt;2015;158
579;Listed monuments total ;De Bilt;2016;177
580;Listed monuments total ;De Bilt;2017;176
581;Listed monuments total ;De Bilt;2018;175
582;Listed monuments total ;Binnenmaas;2013;71
583;Listed monuments total ;Binnenmaas;2014;71
584;Listed monuments total ;Binnenmaas;2015;70
585;Listed monuments total ;Binnenmaas;2016;70
586;Listed monuments total ;Binnenmaas;2017;70
587;Listed monuments total ;Binnenmaas;2018;70
588;Listed monuments total ;Bladel;2013;24
589;Listed monuments total ;Bladel;2014;24
590;Listed monuments total ;Bladel;2015;24
591;Listed monuments total ;Bladel;2016;24
592;Listed monuments total ;Bladel;2017;24
593;Listed monuments total ;Bladel;2018;23
594;Listed monuments total ;Blaricum;2013;68
595;Listed monuments total ;Blaricum;2014;68
596;Listed monuments total ;Blaricum;2015;68
597;Listed monuments total ;Blaricum;2016;68
598;Listed monuments total ;Blaricum;2017;68
599;Listed monuments total ;Blaricum;2018;68
600;Listed monuments total ;Bloemendaal;2013;272
601;Listed monuments total ;Bloemendaal;2014;272
602;Listed monuments total ;Bloemendaal;2015;273
603;Listed monuments total ;Bloemendaal;2016;273
604;Listed monuments total ;Bloemendaal;2017;273
605;Listed monuments total ;Bloemendaal;2018;271
606;Listed monuments total ;Bodegraven-Reeuwijk;2013;53
607;Listed monuments total ;Bodegraven-Reeuwijk;2014;53
608;Listed monuments total ;Bodegraven-Reeuwijk;2015;53
609;Listed monuments total ;Bodegraven-Reeuwijk;2016;53
610;Listed monuments total ;Bodegraven-Reeuwijk;2017;53
611;Listed monuments total ;Bodegraven-Reeuwijk;2018;53
612;Listed monuments total ;Boekel;2013;13
613;Listed monuments total ;Boekel;2014;13
614;Listed monuments total ;Boekel;2015;13
615;Listed monuments total ;Boekel;2016;13
616;Listed monuments total ;Boekel;2017;13
617;Listed monuments total ;Boekel;2018;13
618;Listed monuments total ;Ten Boer;2013;33
619;Listed monuments total ;Ten Boer;2014;33
620;Listed monuments total ;Ten Boer;2015;33
621;Listed monuments total ;Ten Boer;2016;33
622;Listed monuments total ;Ten Boer;2017;33
623;Listed monuments total ;Ten Boer;2018;33
624;Listed monuments total ;Borger-Odoorn;2013;26
625;Listed monuments total ;Borger-Odoorn;2014;26
626;Listed monuments total ;Borger-Odoorn;2015;26
627;Listed monuments total ;Borger-Odoorn;2016;26
628;Listed monuments total ;Borger-Odoorn;2017;26
629;Listed monuments total ;Borger-Odoorn;2018;25
630;Listed monuments total ;Borne;2013;38
631;Listed monuments total ;Borne;2014;38
632;Listed monuments total ;Borne;2015;38
633;Listed monuments total ;Borne;2016;38
634;Listed monuments total ;Borne;2017;38
635;Listed monuments total ;Borne;2018;38
636;Listed monuments total ;Borsele;2013;167
637;Listed monuments total ;Borsele;2014;167
638;Listed monuments total ;Borsele;2015;167
639;Listed monuments total ;Borsele;2016;167
640;Listed monuments total ;Borsele;2017;167
641;Listed monuments total ;Borsele;2018;167
642;Listed monuments total ;Boxmeer;2013;109
643;Listed monuments total ;Boxmeer;2014;109
644;Listed monuments total ;Boxmeer;2015;109
645;Listed monuments total ;Boxmeer;2016;109
646;Listed monuments total ;Boxmeer;2017;109
647;Listed monuments total ;Boxmeer;2018;109
648;Listed monuments total ;Boxtel;2013;78
649;Listed monuments total ;Boxtel;2014;78
650;Listed monuments total ;Boxtel;2015;78
651;Listed monuments total ;Boxtel;2016;78
652;Listed monuments total ;Boxtel;2017;78
653;Listed monuments total ;Boxtel;2018;78
654;Listed monuments total ;Breda;2013;546
655;Listed monuments total ;Breda;2014;546
656;Listed monuments total ;Breda;2015;546
657;Listed monuments total ;Breda;2016;546
658;Listed monuments total ;Breda;2017;546
659;Listed monuments total ;Breda;2018;546
660;Listed monuments total ;Brielle;2013;371
661;Listed monuments total ;Brielle;2014;371
662;Listed monuments total ;Brielle;2015;372
663;Listed monuments total ;Brielle;2016;372
664;Listed monuments total ;Brielle;2017;372
665;Listed monuments total ;Brielle;2018;372
666;Listed monuments total ;Bronckhorst;2013;351
667;Listed monuments total ;Bronckhorst;2014;351
668;Listed monuments total ;Bronckhorst;2015;351
669;Listed monuments total ;Bronckhorst;2016;351
670;Listed monuments total ;Bronckhorst;2017;351
671;Listed monuments total ;Bronckhorst;2018;351
672;Listed monuments total ;Brummen;2013;110
673;Listed monuments total ;Brummen;2014;110
674;Listed monuments total ;Brummen;2015;109
675;Listed monuments total ;Brummen;2016;109
676;Listed monuments total ;Brummen;2017;109
677;Listed monuments total ;Brummen;2018;109
678;Listed monuments total ;Brunssum;2013;30
679;Listed monuments total ;Brunssum;2014;30
680;Listed monuments total ;Brunssum;2015;30
681;Listed monuments total ;Brunssum;2016;30
682;Listed monuments total ;Brunssum;2017;30
683;Listed monuments total ;Brunssum;2018;30
684;Listed monuments total ;Bunnik;2013;126
685;Listed monuments total ;Bunnik;2014;126
686;Listed monuments total ;Bunnik;2015;127
687;Listed monuments total ;Bunnik;2016;131
688;Listed monuments total ;Bunnik;2017;131
689;Listed monuments total ;Bunnik;2018;131
690;Listed monuments total ;Bunschoten;2013;12
691;Listed monuments total ;Bunschoten;2014;12
692;Listed monuments total ;Bunschoten;2015;12
693;Listed monuments total ;Bunschoten;2016;12
694;Listed monuments total ;Bunschoten;2017;12
695;Listed monuments total ;Bunschoten;2018;12
696;Listed monuments total ;Buren;2013;271
697;Listed monuments total ;Buren;2014;271
698;Listed monuments total ;Buren;2015;270
699;Listed monuments total ;Buren;2016;269
700;Listed monuments total ;Buren;2017;269
701;Listed monuments total ;Buren;2018;269
702;Listed monuments total ;Capelle aan den IJssel;2013;17
703;Listed monuments total ;Capelle aan den IJssel;2014;17
704;Listed monuments total ;Capelle aan den IJssel;2015;17
705;Listed monuments total ;Capelle aan den IJssel;2016;17
706;Listed monuments total ;Capelle aan den IJssel;2017;17
707;Listed monuments total ;Capelle aan den IJssel;2018;17
708;Listed monuments total ;Castricum;2013;48
709;Listed monuments total ;Castricum;2014;48
710;Listed monuments total ;Castricum;2015;48
711;Listed monuments total ;Castricum;2016;48
712;Listed monuments total ;Castricum;2017;48
713;Listed monuments total ;Castricum;2018;48
714;Listed monuments total ;Coevorden;2013;150
715;Listed monuments total ;Coevorden;2014;150
716;Listed monuments total ;Coevorden;2015;150
717;Listed monuments total ;Coevorden;2016;150
718;Listed monuments total ;Coevorden;2017;150
719;Listed monuments total ;Coevorden;2018;150
720;Listed monuments total ;Cranendonck;2013;37
721;Listed monuments total ;Cranendonck;2014;37
722;Listed monuments total ;Cranendonck;2015;37
723;Listed monuments total ;Cranendonck;2016;37
724;Listed monuments total ;Cranendonck;2017;37
725;Listed monuments total ;Cranendonck;2018;37
726;Listed monuments total ;Cromstrijen;2013;13
727;Listed monuments total ;Cromstrijen;2014;13
728;Listed monuments total ;Cromstrijen;2015;13
729;Listed monuments total ;Cromstrijen;2016;13
730;Listed monuments total ;Cromstrijen;2017;13
731;Listed monuments total ;Cromstrijen;2018;13
732;Listed monuments total ;Cuijk;2013;55
733;Listed monuments total ;Cuijk;2014;55
734;Listed monuments total ;Cuijk;2015;55
735;Listed monuments total ;Cuijk;2016;55
736;Listed monuments total ;Cuijk;2017;55
737;Listed monuments total ;Cuijk;2018;55
738;Listed monuments total ;Culemborg;2013;108
739;Listed monuments total ;Culemborg;2014;131
740;Listed monuments total ;Culemborg;2015;141
741;Listed monuments total ;Culemborg;2016;141
742;Listed monuments total ;Culemborg;2017;141
743;Listed monuments total ;Culemborg;2018;141
744;Listed monuments total ;Dalfsen;2013;121
745;Listed monuments total ;Dalfsen;2014;121
746;Listed monuments total ;Dalfsen;2015;121
747;Listed monuments total ;Dalfsen;2016;121
748;Listed monuments total ;Dalfsen;2017;121
749;Listed monuments total ;Dalfsen;2018;121
750;Listed monuments total ;Dantumadiel;2013;34
751;Listed monuments total ;Dantumadiel;2014;34
752;Listed monuments total ;Dantumadiel;2015;34
753;Listed monuments total ;Dantumadiel;2016;34
754;Listed monuments total ;Dantumadiel;2017;34
755;Listed monuments total ;Dantumadiel;2018;35
756;Listed monuments total ;Delft;2013;695
757;Listed monuments total ;Delft;2014;696
758;Listed monuments total ;Delft;2015;696
759;Listed monuments total ;Delft;2016;696
760;Listed monuments total ;Delft;2017;696
761;Listed monuments total ;Delft;2018;696
762;Listed monuments total ;Delfzijl;2013;111
763;Listed monuments total ;Delfzijl;2014;111
764;Listed monuments total ;Delfzijl;2015;111
765;Listed monuments total ;Delfzijl;2016;111
766;Listed monuments total ;Delfzijl;2017;111
767;Listed monuments total ;Delfzijl;2018;110
768;Listed monuments total ;Deurne;2013;57
769;Listed monuments total ;Deurne;2014;57
770;Listed monuments total ;Deurne;2015;57
771;Listed monuments total ;Deurne;2016;57
772;Listed monuments total ;Deurne;2017;57
773;Listed monuments total ;Deurne;2018;57
774;Listed monuments total ;Deventer;2013;585
775;Listed monuments total ;Deventer;2014;584
776;Listed monuments total ;Deventer;2015;584
777;Listed monuments total ;Deventer;2016;584
778;Listed monuments total ;Deventer;2017;583
779;Listed monuments total ;Deventer;2018;583
780;Listed monuments total ;Diemen;2013;17
781;Listed monuments total ;Diemen;2014;17
782;Listed monuments total ;Diemen;2015;17
783;Listed monuments total ;Diemen;2016;17
784;Listed monuments total ;Diemen;2017;17
785;Listed monuments total ;Diemen;2018;17
786;Listed monuments total ;Dinkelland;2013;128
787;Listed monuments total ;Dinkelland;2014;128
788;Listed monuments total ;Dinkelland;2015;128
789;Listed monuments total ;Dinkelland;2016;128
790;Listed monuments total ;Dinkelland;2017;128
791;Listed monuments total ;Dinkelland;2018;127
792;Listed monuments total ;Doesburg;2013;158
793;Listed monuments total ;Doesburg;2014;158
794;Listed monuments total ;Doesburg;2015;158
795;Listed monuments total ;Doesburg;2016;158
796;Listed monuments total ;Doesburg;2017;158
797;Listed monuments total ;Doesburg;2018;158
798;Listed monuments total ;Doetinchem;2013;35
799;Listed monuments total ;Doetinchem;2014;35
800;Listed monuments total ;Doetinchem;2015;35
801;Listed monuments total ;Doetinchem;2016;35
802;Listed monuments total ;Doetinchem;2017;35
803;Listed monuments total ;Doetinchem;2018;35
804;Listed monuments total ;Dongen;2013;68
805;Listed monuments total ;Dongen;2014;68
806;Listed monuments total ;Dongen;2015;68
807;Listed monuments total ;Dongen;2016;68
808;Listed monuments total ;Dongen;2017;68
809;Listed monuments total ;Dongen;2018;68
810;Listed monuments total ;Dongeradeel;2013;247
811;Listed monuments total ;Dongeradeel;2014;244
812;Listed monuments total ;Dongeradeel;2015;244
813;Listed monuments total ;Dongeradeel;2016;244
814;Listed monuments total ;Dongeradeel;2017;244
815;Listed monuments total ;Dongeradeel;2018;244
816;Listed monuments total ;Dordrecht;2013;882
817;Listed monuments total ;Dordrecht;2014;882
818;Listed monuments total ;Dordrecht;2015;882
819;Listed monuments total ;Dordrecht;2016;879
820;Listed monuments total ;Dordrecht;2017;879
821;Listed monuments total ;Dordrecht;2018;879
822;Listed monuments total ;Drechterland;2013;62
823;Listed monuments total ;Drechterland;2014;62
824;Listed monuments total ;Drechterland;2015;62
825;Listed monuments total ;Drechterland;2016;62
826;Listed monuments total ;Drechterland;2017;62
827;Listed monuments total ;Drechterland;2018;61
828;Listed monuments total ;Drimmelen;2013;58
829;Listed monuments total ;Drimmelen;2014;58
830;Listed monuments total ;Drimmelen;2015;58
831;Listed monuments total ;Drimmelen;2016;58
832;Listed monuments total ;Drimmelen;2017;58
833;Listed monuments total ;Drimmelen;2018;58
834;Listed monuments total ;Dronten;2013;1
835;Listed monuments total ;Dronten;2014;1
836;Listed monuments total ;Dronten;2015;1
837;Listed monuments total ;Dronten;2016;1
838;Listed monuments total ;Dronten;2017;1
839;Listed monuments total ;Dronten;2018;1
840;Listed monuments total ;Druten;2013;46
841;Listed monuments total ;Druten;2014;46
842;Listed monuments total ;Druten;2015;46
843;Listed monuments total ;Druten;2016;45
844;Listed monuments total ;Druten;2017;45
845;Listed monuments total ;Druten;2018;45
846;Listed monuments total ;Duiven;2013;12
847;Listed monuments total ;Duiven;2014;12
848;Listed monuments total ;Duiven;2015;12
849;Listed monuments total ;Duiven;2016;12
850;Listed monuments total ;Duiven;2017;12
851;Listed monuments total ;Duiven;2018;12
852;Listed monuments total ;Echt-Susteren;2013;57
853;Listed monuments total ;Echt-Susteren;2014;57
854;Listed monuments total ;Echt-Susteren;2015;57
855;Listed monuments total ;Echt-Susteren;2016;57
856;Listed monuments total ;Echt-Susteren;2017;57
857;Listed monuments total ;Echt-Susteren;2018;57
858;Listed monuments total ;Edam-Volendam;2013;201
859;Listed monuments total ;Edam-Volendam;2014;201
860;Listed monuments total ;Edam-Volendam;2015;201
861;Listed monuments total ;Edam-Volendam;2016;201
862;Listed monuments total ;Edam-Volendam;2017;201
863;Listed monuments total ;Edam-Volendam;2018;201
864;Listed monuments total ;Ede;2013;197
865;Listed monuments total ;Ede;2014;198
866;Listed monuments total ;Ede;2015;198
867;Listed monuments total ;Ede;2016;198
868;Listed monuments total ;Ede;2017;199
869;Listed monuments total ;Ede;2018;200
870;Listed monuments total ;Eemnes;2013;43
871;Listed monuments total ;Eemnes;2014;43
872;Listed monuments total ;Eemnes;2015;43
873;Listed monuments total ;Eemnes;2016;43
874;Listed monuments total ;Eemnes;2017;43
875;Listed monuments total ;Eemnes;2018;43
876;Listed monuments total ;Eemsmond;2013;174
877;Listed monuments total ;Eemsmond;2014;173
878;Listed monuments total ;Eemsmond;2015;173
879;Listed monuments total ;Eemsmond;2016;173
880;Listed monuments total ;Eemsmond;2017;173
881;Listed monuments total ;Eemsmond;2018;173
882;Listed monuments total ;Eersel;2013;40
883;Listed monuments total ;Eersel;2014;40
884;Listed monuments total ;Eersel;2015;40
885;Listed monuments total ;Eersel;2016;40
