ID;PrognoseInterval;Perioden;BevolkingOp1Januari_1;k_0Tot20Jaar_2;k_20Tot65Jaar_3;k_65JaarEnOuder_4;k_0Tot20Jaar_5;k_20Tot65Jaar_6;k_65JaarEnOuder_7;TotaleDruk_8;GroeneDruk_9;GrijzeDruk_10;Levendgeborenen_11;TotaalVruchtbaarheidscijfer_12;Overledenen_13;Totaal_14;Mannen_15;Vrouwen_16;Totaal_17;Mannen_18;Vrouwen_19;Immigratie_20;EmigratieInclusiefCorrecties_21;MigratiesaldoInclusiefCorrecties_22
124;Bovengrens 95%-prognose-interval;2056;20843348.0;4915116.0;11217039.0;5589614.0;24.5;56.5;29.7;98.1;46.9;58.1;262058;2.22;250345;92.41;90.4;94.38;28.32;26.62;29.98;331877;280057;96812
125;Bovengrens 95%-prognose-interval;2057;20933638.0;4931146.0;11265752.0;5612653.0;24.6;56.5;29.9;98.4;47.1;58.5;266646;2.23;248801;92.59;90.59;94.57;28.48;26.77;30.15;331780;281605;97177
126;Bovengrens 95%-prognose-interval;2058;21026364.0;4990850.0;11264939.0;5638160.0;24.7;56.5;30.0;98.3;47.2;58.8;270433;2.23;246781;92.78;90.77;94.76;28.64;26.92;30.32;332366;282763;98047
127;Bovengrens 95%-prognose-interval;2059;21148324.0;5020289.0;11297465.0;5660068.0;24.7;56.5;30.1;98.6;47.5;59.1;274378;2.24;244872;92.96;90.95;94.94;28.8;27.08;30.49;333604;284089;98430
128;Bovengrens 95%-prognose-interval;2060;21190496.0;5065229.0;11311350.0;5684650.0;24.8;56.5;30.2;98.7;47.6;59.2;275910;2.24;243652;93.15;91.13;95.13;28.96;27.23;30.65;334350;283509;98227
129;Ondergrens 67%-prognose-interval;2018;;;;;;;;;;;164717;1.55;146553;81.41;79.77;82.98;19.64;18.34;20.83;226726;145213;71175
130;Ondergrens 67%-prognose-interval;2019;17265224.0;3787553.0;10164046.0;3308978.0;21.9;58.9;19.1;69.8;37.2;32.5;166037;1.54;145876;81.44;79.81;83.0;19.64;18.36;20.82;219082;152812;54236
131;Ondergrens 67%-prognose-interval;2020;17340338.0;3762168.0;10186632.0;3378804.0;21.7;58.7;19.5;70.0;36.9;33.1;168009;1.54;145700;81.5;79.86;83.08;19.67;18.39;20.86;210117;159515;37305
132;Ondergrens 67%-prognose-interval;2021;17395864.0;3733274.0;10198199.0;3447951.0;21.4;58.6;19.8;70.2;36.5;33.6;170711;1.55;145889;81.57;79.91;83.19;19.71;18.41;20.92;200657;164038;22446
133;Ondergrens 67%-prognose-interval;2022;17440074.0;3707364.0;10191236.0;3520013.0;21.2;58.3;20.1;70.6;36.2;34.3;172702;1.56;146317;81.65;79.97;83.3;19.75;18.45;20.99;199080;167010;17178
134;Ondergrens 67%-prognose-interval;2023;17486372.0;3684107.0;10174140.0;3591489.0;21.0;58.1;20.4;71.1;36.0;34.9;174972;1.58;147111;81.75;80.06;83.42;19.81;18.5;21.06;197436;170695;11705
135;Ondergrens 67%-prognose-interval;2024;17525152.0;3663302.0;10150591.0;3663088.0;20.8;57.8;20.7;71.7;35.8;35.6;177309;1.59;148286;81.85;80.16;83.53;19.87;18.56;21.12;195507;173992;7111
136;Ondergrens 67%-prognose-interval;2025;17558652.0;3649980.0;10114144.0;3738614.0;20.7;57.4;21.1;72.5;35.8;36.4;179138;1.61;149583;81.94;80.24;83.63;19.92;18.62;21.18;195542;175930;5271
137;Ondergrens 67%-prognose-interval;2026;17591620.0;3645435.0;10068107.0;3813036.0;20.6;57.0;21.4;73.5;35.9;37.2;180340;1.61;150965;82.04;80.34;83.73;19.98;18.68;21.24;195817;177544;2837
138;Ondergrens 67%-prognose-interval;2027;17627094.0;3643370.0;10011744.0;3889466.0;20.6;56.5;21.8;74.5;36.0;38.1;181070;1.62;152469;82.14;80.43;83.83;20.04;18.74;21.31;195827;179317;64
139;Ondergrens 67%-prognose-interval;2028;17653974.0;3644579.0;9952023.0;3962280.0;20.5;56.1;22.1;75.6;36.2;39.0;181170;1.62;154314;82.24;80.53;83.95;20.11;18.8;21.38;194591;179861;-701
140;Ondergrens 67%-prognose-interval;2029;17683520.0;3645096.0;9890890.0;4039558.0;20.5;55.6;22.5;76.8;36.4;39.9;180856;1.62;156009;82.34;80.62;84.06;20.17;18.86;21.45;193565;180154;-1703
141;Ondergrens 67%-prognose-interval;2030;17720128.0;3644121.0;9827940.0;4115329.0;20.4;55.1;22.9;78.0;36.5;40.8;180130;1.62;157925;82.45;80.72;84.18;20.24;18.93;21.54;193511;180013;-1922
142;Ondergrens 67%-prognose-interval;2031;17741042.0;3641408.0;9769014.0;4180805.0;20.4;54.7;23.2;79.0;36.7;41.6;179369;1.61;159677;82.55;80.81;84.31;20.31;18.99;21.62;193555;179705;-2062
143;Ondergrens 67%-prognose-interval;2032;17764578.0;3641424.0;9711394.0;4242076.0;20.4;54.3;23.4;80.1;36.9;42.3;178412;1.61;161617;82.66;80.91;84.43;20.39;19.05;21.71;193508;179303;-1776
144;Ondergrens 67%-prognose-interval;2033;17777338.0;3644816.0;9657834.0;4292083.0;20.3;53.8;23.7;81.1;37.1;43.0;177213;1.6;163401;82.77;81.0;84.56;20.46;19.11;21.8;193464;179091;-2185
145;Ondergrens 67%-prognose-interval;2034;17782240.0;3650343.0;9589497.0;4346686.0;20.4;53.4;23.9;82.3;37.4;43.7;176239;1.6;165109;82.89;81.1;84.69;20.54;19.18;21.89;193215;179348;-2663
146;Ondergrens 67%-prognose-interval;2035;17804700.0;3652195.0;9523309.0;4406738.0;20.4;53.0;24.2;83.5;37.7;44.6;175129;1.59;166903;83.0;81.2;84.82;20.62;19.24;21.98;192429;179767;-3944
147;Ondergrens 67%-prognose-interval;2036;17813778.0;3659264.0;9452265.0;4461286.0;20.4;52.5;24.4;84.7;38.0;45.4;173847;1.59;168640;83.11;81.3;84.94;20.7;19.31;22.07;191615;180218;-4506
148;Ondergrens 67%-prognose-interval;2037;17805288.0;3666015.0;9395633.0;4496756.0;20.4;52.1;24.6;85.7;38.2;46.0;172057;1.58;170767;83.23;81.4;85.07;20.78;19.38;22.17;190967;180438;-5173
149;Ondergrens 67%-prognose-interval;2038;17799968.0;3673851.0;9352357.0;4530454.0;20.4;51.8;24.7;86.5;38.4;46.3;170447;1.58;172582;83.34;81.49;85.19;20.85;19.44;22.26;190865;180596;-5771
150;Ondergrens 67%-prognose-interval;2039;17791678.0;3677816.0;9318486.0;4542685.0;20.4;51.6;24.7;86.9;38.6;46.5;168758;1.58;174379;83.45;81.59;85.32;20.93;19.51;22.34;190149;180478;-6654
151;Ondergrens 67%-prognose-interval;2040;17789692.0;3676853.0;9291640.0;4535022.0;20.4;51.4;24.7;87.1;38.7;46.6;167021;1.57;175905;83.56;81.69;85.44;21.01;19.58;22.43;188989;180118;-7169
152;Ondergrens 67%-prognose-interval;2041;17775368.0;3672674.0;9277520.0;4523451.0;20.4;51.3;24.6;87.0;38.7;46.5;165063;1.57;177475;83.67;81.79;85.56;21.09;19.64;22.52;188063;179986;-7353
153;Ondergrens 67%-prognose-interval;2042;17761332.0;3657942.0;9275010.0;4505848.0;20.4;51.3;24.6;86.9;38.6;46.4;163489;1.56;178855;83.78;81.89;85.68;21.17;19.71;22.61;187744;179988;-7361
154;Ondergrens 67%-prognose-interval;2043;17744636.0;3658688.0;9268591.0;4490345.0;20.4;51.3;24.5;86.6;38.5;46.0;162234;1.56;179975;83.89;81.99;85.79;21.24;19.78;22.69;188428;179937;-7285
155;Ondergrens 67%-prognose-interval;2044;17739830.0;3644844.0;9270382.0;4473697.0;20.3;51.3;24.4;86.5;38.3;45.8;161453;1.56;180912;84.0;82.08;85.91;21.32;19.84;22.78;188307;179737;-6419
156;Ondergrens 67%-prognose-interval;2045;17708038.0;3628048.0;9275158.0;4462772.0;20.2;51.3;24.3;86.1;38.1;45.5;160490;1.55;181669;84.1;82.18;86.02;21.4;19.91;22.86;188137;179627;-6021
157;Ondergrens 67%-prognose-interval;2046;17684636.0;3613412.0;9267660.0;4455720.0;20.1;51.4;24.2;85.7;37.9;45.3;159723;1.55;182716;84.21;82.28;86.14;21.47;19.98;22.94;188302;179333;-6144
158;Ondergrens 67%-prognose-interval;2047;17656248.0;3591826.0;9283416.0;4440961.0;20.0;51.4;24.2;85.4;37.6;45.2;158856;1.55;183248;84.32;82.37;86.25;21.55;20.05;23.03;188675;179385;-6451
159;Ondergrens 67%-prognose-interval;2048;17623264.0;3578056.0;9305027.0;4420153.0;19.9;51.5;24.1;84.9;37.4;44.8;158251;1.54;184406;84.42;82.47;86.36;21.63;20.11;23.11;189495;179320;-7209
160;Ondergrens 67%-prognose-interval;2049;17610584.0;3562069.0;9316170.0;4399229.0;19.8;51.6;23.9;84.2;37.2;44.5;157974;1.54;184668;84.52;82.57;86.47;21.7;20.18;23.19;189407;179357;-8375
161;Ondergrens 67%-prognose-interval;2050;17577176.0;3537934.0;9326934.0;4375488.0;19.7;51.7;23.8;83.7;36.9;44.1;157921;1.54;185546;84.63;82.66;86.58;21.78;20.25;23.27;189747;179376;-9224
162;Ondergrens 67%-prognose-interval;2051;17539612.0;3517877.0;9329086.0;4365903.0;19.7;51.8;23.7;83.3;36.6;43.9;157846;1.53;185999;84.73;82.76;86.68;21.85;20.31;23.35;189208;179583;-9577
163;Ondergrens 67%-prognose-interval;2052;17514192.0;3494541.0;9330930.0;4357051.0;19.5;51.9;23.7;83.0;36.4;43.7;157970;1.53;187223;84.83;82.85;86.79;21.92;20.38;23.43;188917;179630;-10228
164;Ondergrens 67%-prognose-interval;2053;17487556.0;3481507.0;9328290.0;4334512.0;19.4;51.9;23.6;82.5;36.1;43.5;158525;1.53;187938;84.93;82.95;86.89;22.0;20.45;23.51;188183;179759;-10297
165;Ondergrens 67%-prognose-interval;2054;17439112.0;3463446.0;9321084.0;4316072.0;19.3;51.9;23.6;82.2;35.9;43.3;159342;1.52;188250;85.03;83.04;87.0;22.07;20.51;23.58;187817;179520;-10371
166;Ondergrens 67%-prognose-interval;2055;17425652.0;3444512.0;9314201.0;4304249.0;19.3;51.9;23.5;82.0;35.7;43.2;160112;1.52;187879;85.13;83.13;87.1;22.14;20.58;23.66;187693;179396;-9991
167;Ondergrens 67%-prognose-interval;2056;17398312.0;3423775.0;9304662.0;4296961.0;19.2;51.9;23.5;82.0;35.6;43.2;160607;1.52;187655;85.23;83.22;87.2;22.21;20.65;23.74;188228;179555;-9994
168;Ondergrens 67%-prognose-interval;2057;17398564.0;3410927.0;9290638.0;4303989.0;19.1;51.9;23.5;82.0;35.5;43.2;161361;1.51;187235;85.32;83.32;87.3;22.28;20.71;23.81;188781;179378;-9518
169;Ondergrens 67%-prognose-interval;2058;17381296.0;3393976.0;9277761.0;4311151.0;19.1;51.9;23.5;81.9;35.4;43.2;161829;1.51;186507;85.42;83.41;87.4;22.35;20.78;23.89;188924;179205;-10054
170;Ondergrens 67%-prognose-interval;2059;17366878.0;3383466.0;9268124.0;4320544.0;19.1;51.8;23.4;81.9;35.3;43.1;162477;1.51;185118;85.52;83.5;87.49;22.42;20.84;23.96;188573;179675;-9936
171;Ondergrens 67%-prognose-interval;2060;17347758.0;3375855.0;9258294.0;4310113.0;19.0;51.7;23.4;81.9;35.4;43.1;163124;1.51;183559;85.61;83.59;87.59;22.49;20.91;24.03;188222;179349;-11154
172;Bovengrens 67%-prognose-interval;2018;;;;;;;;;;;172630;1.62;159086;82.17;80.53;83.74;20.21;18.9;21.41;260109;162618;107316
173;Bovengrens 67%-prognose-interval;2019;17305914.0;3798680.0;10192633.0;3319928.0;22.0;58.9;19.2;69.9;37.3;32.6;177297;1.65;162139;82.51;80.88;84.08;20.45;19.16;21.65;263022;175110;99155
174;Bovengrens 67%-prognose-interval;2020;17421700.0;3785961.0;10245180.0;3402050.0;21.8;58.8;19.6;70.3;37.0;33.3;182261;1.67;165075;82.81;81.17;84.4;20.66;19.36;21.87;262588;186072;88911
175;Bovengrens 67%-prognose-interval;2021;17531400.0;3771702.0;10290044.0;3485061.0;21.6;58.8;20.0;70.7;36.8;34.1;187604;1.7;167821;83.09;81.43;84.71;20.86;19.54;22.09;259151;193674;78166
176;Bovengrens 67%-prognose-interval;2022;17627032.0;3763095.0;10315631.0;3571725.0;21.4;58.6;20.4;71.4;36.7;34.9;191753;1.73;170393;83.36;81.68;85.01;21.04;19.72;22.3;262232;199807;75954
177;Bovengrens 67%-prognose-interval;2023;17722418.0;3758988.0;10339674.0;3661061.0;21.3;58.5;20.8;72.2;36.6;35.8;195880;1.76;173225;83.61;81.92;85.28;21.23;19.89;22.5;264468;206377;73147
178;Bovengrens 67%-prognose-interval;2024;17817404.0;3758967.0;10353976.0;3753121.0;21.2;58.2;21.2;73.1;36.6;36.7;199750;1.79;176121;83.86;82.17;85.54;21.41;20.07;22.69;266761;212181;70189
179;Bovengrens 67%-prognose-interval;2025;17911132.0;3769561.0;10356114.0;3846947.0;21.2;58.0;21.7;74.2;36.8;37.7;203286;1.82;179334;84.09;82.4;85.78;21.57;20.24;22.86;268973;216088;69122
180;Bovengrens 67%-prognose-interval;2026;18007692.0;3787699.0;10342397.0;3941111.0;21.2;57.6;22.1;75.4;37.0;38.8;206503;1.84;182392;84.32;82.62;86.01;21.74;20.4;23.03;271619;219444;68547
181;Bovengrens 67%-prognose-interval;2027;18092736.0;3811174.0;10321794.0;4039273.0;21.2;57.3;22.6;76.9;37.4;39.9;209207;1.85;185149;84.54;82.84;86.24;21.9;20.57;23.2;273672;222701;67600
182;Bovengrens 67%-prognose-interval;2028;18190864.0;3841403.0;10296559.0;4136809.0;21.3;56.9;23.1;78.3;37.8;41.0;211554;1.87;187801;84.76;83.05;86.47;22.06;20.72;23.37;275870;224730;67464
183;Bovengrens 67%-prognose-interval;2029;18281156.0;3868617.0;10279248.0;4234494.0;21.3;56.6;23.5;79.9;38.2;42.2;213182;1.88;190308;84.98;83.26;86.7;22.22;20.88;23.54;277901;226149;67326
184;Bovengrens 67%-prognose-interval;2030;18374922.0;3898951.0;10245042.0;4335683.0;21.4;56.2;24.0;81.4;38.6;43.4;214332;1.88;193333;85.19;83.46;86.93;22.38;21.02;23.71;279804;227431;67117
185;Bovengrens 67%-prognose-interval;2031;18462144.0;3932121.0;10228426.0;4424820.0;21.4;55.9;24.4;82.9;39.0;44.5;214919;1.89;196198;85.4;83.66;87.15;22.54;21.17;23.89;281136;228697;66479
186;Bovengrens 67%-prognose-interval;2032;18537792.0;3967436.0;10204721.0;4512794.0;21.6;55.5;24.8;84.3;39.5;45.6;215140;1.89;198904;85.61;83.85;87.38;22.7;21.32;24.06;281489;229611;66506
187;Bovengrens 67%-prognose-interval;2033;18616636.0;4006870.0;10176842.0;4594429.0;21.7;55.2;25.2;85.7;40.0;46.7;214894;1.9;201349;85.82;84.05;87.6;22.86;21.46;24.24;281031;230497;65720
188;Bovengrens 67%-prognose-interval;2034;18683304.0;4050607.0;10139648.0;4675797.0;21.8;54.8;25.6;87.2;40.6;47.7;214832;1.9;204239;86.02;84.24;87.83;23.01;21.6;24.41;280774;231171;65212
189;Bovengrens 67%-prognose-interval;2035;18756304.0;4089975.0;10103512.0;4759385.0;22.0;54.5;26.0;88.9;41.2;48.9;214607;1.91;206905;86.23;84.43;88.04;23.17;21.75;24.58;281068;231763;64701
190;Bovengrens 67%-prognose-interval;2036;18834000.0;4132850.0;10057440.0;4842508.0;22.1;54.1;26.4;90.6;41.8;50.0;214220;1.91;209526;86.43;84.61;88.26;23.33;21.89;24.76;281473;232360;64521
191;Bovengrens 67%-prognose-interval;2037;18906126.0;4177531.0;10034375.0;4913883.0;22.3;53.9;26.7;92.0;42.4;51.0;213550;1.92;211747;86.63;84.8;88.47;23.48;22.03;24.92;282731;232465;64672
192;Bovengrens 67%-prognose-interval;2038;18976124.0;4220695.0;10028174.0;4969419.0;22.5;53.6;27.0;93.1;42.9;51.8;212804;1.92;214059;86.83;84.98;88.68;23.64;22.17;25.09;283281;232723;64718
193;Bovengrens 67%-prognose-interval;2039;19039592.0;4260110.0;10034318.0;5004808.0;22.6;53.5;27.1;94.0;43.4;52.3;211915;1.92;216224;87.02;85.16;88.89;23.79;22.31;25.26;283885;233276;64304
194;Bovengrens 67%-prognose-interval;2040;19100100.0;4288865.0;10039686.0;5031641.0;22.8;53.4;27.2;94.6;43.8;52.6;210905;1.93;218403;87.21;85.34;89.09;23.94;22.44;25.42;282737;233964;63719
195;Bovengrens 67%-prognose-interval;2041;19158096.0;4314624.0;10051317.0;5048416.0;22.9;53.5;27.3;94.8;44.0;52.8;209988;1.93;219854;87.4;85.52;89.29;24.09;22.58;25.58;281562;234471;62786
196;Bovengrens 67%-prognose-interval;2042;19235766.0;4338009.0;10076118.0;5062472.0;22.9;53.5;27.3;95.0;44.2;52.9;209365;1.94;220821;87.58;85.69;89.48;24.23;22.71;25.73;280433;235130;62078
197;Bovengrens 67%-prognose-interval;2043;19285400.0;4356065.0;10107892.0;5067824.0;23.0;53.6;27.3;94.9;44.3;52.9;208699;1.94;221406;87.77;85.87;89.67;24.38;22.85;25.89;281254;235359;62112
198;Bovengrens 67%-prognose-interval;2044;19328300.0;4364800.0;10136054.0;5073623.0;23.0;53.6;27.3;94.9;44.3;52.9;208365;1.94;222319;87.95;86.04;89.86;24.52;22.98;26.05;282715;235681;61949
199;Bovengrens 67%-prognose-interval;2045;19345748.0;4369359.0;10165476.0;5081117.0;23.0;53.7;27.4;94.8;44.2;52.9;208068;1.95;223396;88.13;86.21;90.05;24.66;23.11;26.2;284007;236442;61887
200;Bovengrens 67%-prognose-interval;2046;19384040.0;4377366.0;10204198.0;5101053.0;23.0;53.9;27.4;94.6;44.1;52.9;208184;1.95;223960;88.31;86.38;90.23;24.81;23.25;26.35;284581;237465;62317
201;Bovengrens 67%-prognose-interval;2047;19384700.0;4378405.0;10235594.0;5105945.0;22.9;53.9;27.4;94.4;43.9;52.8;208587;1.95;224781;88.48;86.54;90.42;24.95;23.38;26.5;283769;238275;62211
202;Bovengrens 67%-prognose-interval;2048;19410612.0;4370115.0;10261838.0;5102720.0;22.9;54.1;27.4;94.1;43.9;52.7;209243;1.96;225622;88.66;86.71;90.6;25.09;23.51;26.65;283970;239273;61809
203;Bovengrens 67%-prognose-interval;2049;19445936.0;4367268.0;10315949.0;5100701.0;22.8;54.3;27.4;93.6;43.6;52.6;210450;1.96;226469;88.83;86.87;90.77;25.23;23.64;26.79;284463;240438;61980
204;Bovengrens 67%-prognose-interval;2050;19499764.0;4367903.0;10353586.0;5099316.0;22.8;54.4;27.5;93.3;43.5;52.5;211976;1.96;227325;89.0;87.03;90.95;25.37;23.76;26.94;285415;240579;62007
205;Bovengrens 67%-prognose-interval;2051;19541562.0;4375793.0;10386632.0;5105386.0;22.8;54.6;27.4;93.0;43.3;52.5;214197;1.97;228191;89.17;87.19;91.12;25.51;23.89;27.08;285656;240848;61925
206;Bovengrens 67%-prognose-interval;2052;19564006.0;4374458.0;10415986.0;5118147.0;22.8;54.7;27.5;92.8;43.2;52.4;216571;1.97;228907;89.33;87.35;91.29;25.64;24.02;27.23;286002;241412;61985
207;Bovengrens 67%-prognose-interval;2053;19597400.0;4381649.0;10450643.0;5126976.0;22.8;54.8;27.5;92.8;43.1;52.4;218668;1.97;229206;89.5;87.51;91.46;25.77;24.14;27.37;286573;241756;61163
208;Bovengrens 67%-prognose-interval;2054;19619228.0;4391163.0;10485720.0;5136879.0;22.8;54.9;27.6;92.6;43.1;52.4;220929;1.98;228696;89.66;87.67;91.63;25.91;24.27;27.51;286103;241851;61021
209;Bovengrens 67%-prognose-interval;2055;19678648.0;4390675.0;10505100.0;5143750.0;22.8;54.9;27.6;92.5;43.0;52.4;223028;1.98;228272;89.82;87.82;91.79;26.04;24.39;27.64;284934;242179;60442
210;Bovengrens 67%-prognose-interval;2056;19711700.0;4399981.0;10519506.0;5160221.0;22.8;54.9;27.7;92.6;43.0;52.6;225823;1.98;227478;89.98;87.98;91.95;26.17;24.52;27.78;284053;242175;60276
211;Bovengrens 67%-prognose-interval;2057;19762152.0;4413532.0;10550788.0;5179934.0;22.8;55.0;27.7;92.7;43.1;52.9;228248;1.99;226725;90.14;88.13;92.11;26.3;24.64;27.92;284032;242628;60069
212;Bovengrens 67%-prognose-interval;2058;19821562.0;4435009.0;10577792.0;5192454.0;22.9;55.0;27.8;92.7;43.1;53.0;230994;1.99;225786;90.29;88.28;92.27;26.43;24.76;28.05;285066;243124;60673
213;Bovengrens 67%-prognose-interval;2059;19879988.0;4442862.0;10600198.0;5207434.0;23.0;55.0;27.9;93.0;43.4;53.1;232855;1.99;225165;90.45;88.43;92.43;26.56;24.88;28.18;285392;243861;60449
214;Bovengrens 67%-prognose-interval;2060;19926344.0;4462588.0;10620202.0;5224101.0;23.0;55.0;28.0;93.3;43.6;53.3;234454;1.99;224181;90.6;88.58;92.58;26.68;25.0;28.31;285896;244607;61234
