ID;KenmerkenPersonen;Marges;Perioden;Gelukkig_1;TevredenMetHetLeven_2
1085;Migratieachtergrond: westers;Ondergrens 95%-interval;2007;83.8;80.0
1086;Migratieachtergrond: westers;Ondergrens 95%-interval;2008;84.8;81.3
1087;Migratieachtergrond: westers;Ondergrens 95%-interval;2009;87.3;79.9
1088;Migratieachtergrond: westers;Ondergrens 95%-interval;2010;83.1;77.6
1089;Migratieachtergrond: westers;Ondergrens 95%-interval;2011;;
1090;Migratieachtergrond: westers;Ondergrens 95%-interval;2012;86.3;80.3
1091;Migratieachtergrond: westers;Ondergrens 95%-interval;2013;86.3;80.3
1092;Migratieachtergrond: westers;Ondergrens 95%-interval;2014;82.4;77.5
1093;Migratieachtergrond: westers;Ondergrens 95%-interval;2015;83.3;80.5
1094;Migratieachtergrond: westers;Ondergrens 95%-interval;2016;84.7;80.6
1095;Migratieachtergrond: westers;Ondergrens 95%-interval;2017;86.2;82.7
1096;Migratieachtergrond: westers;Ondergrens 95%-interval;2018;84.0;82.2
1097;Migratieachtergrond: westers;Ondergrens 95%-interval;2019;86.7;83.2
1098;Migratieachtergrond: westers;Ondergrens 95%-interval;2020;83.3;81.1
1099;Migratieachtergrond: westers;Ondergrens 95%-interval;2021;85.1;82.7
1100;Migratieachtergrond: westers;Bovengrens 95%-interval;1997;87.7;84.9
1101;Migratieachtergrond: westers;Bovengrens 95%-interval;1998;90.6;86.8
1102;Migratieachtergrond: westers;Bovengrens 95%-interval;1999;90.4;86.2
1103;Migratieachtergrond: westers;Bovengrens 95%-interval;2000;90.6;86.8
1104;Migratieachtergrond: westers;Bovengrens 95%-interval;2001;90.4;86.5
1105;Migratieachtergrond: westers;Bovengrens 95%-interval;2002;90.4;85.9
1106;Migratieachtergrond: westers;Bovengrens 95%-interval;2003;87.7;85.7
1107;Migratieachtergrond: westers;Bovengrens 95%-interval;2004;90.5;85.9
1108;Migratieachtergrond: westers;Bovengrens 95%-interval;2005;88.6;87.0
1109;Migratieachtergrond: westers;Bovengrens 95%-interval;2006;91.8;86.4
1110;Migratieachtergrond: westers;Bovengrens 95%-interval;2007;89.8;86.2
1111;Migratieachtergrond: westers;Bovengrens 95%-interval;2008;90.5;87.2
1112;Migratieachtergrond: westers;Bovengrens 95%-interval;2009;92.8;86.1
1113;Migratieachtergrond: westers;Bovengrens 95%-interval;2010;91.4;86.3
1114;Migratieachtergrond: westers;Bovengrens 95%-interval;2011;;
1115;Migratieachtergrond: westers;Bovengrens 95%-interval;2012;92.6;87.9
1116;Migratieachtergrond: westers;Bovengrens 95%-interval;2013;91.0;85.9
1117;Migratieachtergrond: westers;Bovengrens 95%-interval;2014;87.6;83.3
1118;Migratieachtergrond: westers;Bovengrens 95%-interval;2015;88.4;85.9
1119;Migratieachtergrond: westers;Bovengrens 95%-interval;2016;89.6;86.1
1120;Migratieachtergrond: westers;Bovengrens 95%-interval;2017;90.8;87.7
1121;Migratieachtergrond: westers;Bovengrens 95%-interval;2018;88.9;87.3
1122;Migratieachtergrond: westers;Bovengrens 95%-interval;2019;91.1;88.2
1123;Migratieachtergrond: westers;Bovengrens 95%-interval;2020;88.3;86.1
1124;Migratieachtergrond: westers;Bovengrens 95%-interval;2021;87.7;85.5
1125;Migratieachtergrond: niet-westers;Waarde;1997;73.2;62.3
1126;Migratieachtergrond: niet-westers;Waarde;1998;76.1;68.7
1127;Migratieachtergrond: niet-westers;Waarde;1999;71.6;64.5
1128;Migratieachtergrond: niet-westers;Waarde;2000;75.5;69.1
1129;Migratieachtergrond: niet-westers;Waarde;2001;73.9;66.6
1130;Migratieachtergrond: niet-westers;Waarde;2002;70.9;64.8
1131;Migratieachtergrond: niet-westers;Waarde;2003;71.0;66.4
1132;Migratieachtergrond: niet-westers;Waarde;2004;70.7;64.4
1133;Migratieachtergrond: niet-westers;Waarde;2005;70.5;64.9
1134;Migratieachtergrond: niet-westers;Waarde;2006;77.0;64.4
1135;Migratieachtergrond: niet-westers;Waarde;2007;73.8;72.8
1136;Migratieachtergrond: niet-westers;Waarde;2008;75.8;73.2
1137;Migratieachtergrond: niet-westers;Waarde;2009;77.4;68.1
1138;Migratieachtergrond: niet-westers;Waarde;2010;75.5;69.5
1139;Migratieachtergrond: niet-westers;Waarde;2011;76.1;70.7
1140;Migratieachtergrond: niet-westers;Waarde;2012;77.8;72.0
1141;Migratieachtergrond: niet-westers;Waarde;2013;74.2;68.8
1142;Migratieachtergrond: niet-westers;Waarde;2014;80.6;74.5
1143;Migratieachtergrond: niet-westers;Waarde;2015;74.9;69.2
1144;Migratieachtergrond: niet-westers;Waarde;2016;80.6;76.4
1145;Migratieachtergrond: niet-westers;Waarde;2017;76.7;75.7
1146;Migratieachtergrond: niet-westers;Waarde;2018;80.3;79.1
1147;Migratieachtergrond: niet-westers;Waarde;2019;81.6;81.3
1148;Migratieachtergrond: niet-westers;Waarde;2020;80.0;77.8
1149;Migratieachtergrond: niet-westers;Waarde;2021;77.1;75.4
1150;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;1997;70.7;59.7
1151;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;1998;74.6;67.2
1152;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;1999;69.6;62.5
1153;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2000;73.6;67.1
1154;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2001;71.5;64.1
1155;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2002;68.3;62.1
1156;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2003;68.5;63.9
1157;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2004;68.2;61.9
1158;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2005;66.6;61.0
1159;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2006;73.4;60.6
1160;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2007;69.8;69.2
1161;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2008;72.1;69.8
1162;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2009;73.7;64.3
1163;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2010;70.7;64.7
1164;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2011;;
1165;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2012;73.8;67.6
1166;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2013;71.0;65.4
1167;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2014;77.8;71.4
1168;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2015;71.8;65.9
1169;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2016;77.8;73.4
1170;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2017;73.8;72.7
1171;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2018;77.6;76.3
1172;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2019;79.1;78.6
1173;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2020;77.3;75.1
1174;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2021;75.6;73.9
1175;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;1997;75.7;64.9
1176;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;1998;77.5;70.1
1177;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;1999;73.6;66.5
1178;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2000;77.5;71.0
1179;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2001;76.4;69.1
1180;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2002;73.5;67.4
1181;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2003;73.6;68.9
1182;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2004;73.3;67.0
1183;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2005;74.4;68.7
1184;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2006;80.5;68.3
1185;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2007;77.8;76.5
1186;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2008;79.4;76.6
1187;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2009;81.0;71.9
1188;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2010;80.4;74.3
1189;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2011;;
1190;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2012;81.8;76.4
1191;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2013;77.4;72.2
1192;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2014;83.4;77.6
1193;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2015;78.0;72.5
1194;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2016;83.4;79.4
1195;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2017;79.7;78.7
1196;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2018;83.1;81.9
1197;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2019;84.1;84.0
1198;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2020;82.7;80.5
1199;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2021;78.6;77.0
