ID;Regelgeving;Perioden;AanHetBeginVanDePeriodeAanhangig_1;IngediendeZaken_2;TotaalUitspraken_3;KennelijkNietOntvankelijk_4;KennelijkOngegrond_5;KennelijkGegrond_6;OverigeUitspraken_7;Ingesteld_8;IngetrokkenNietOntvankelijkOngegrond_9;Gegrond_10;TotaalUitspraken_11;OngegrondInEersteEnEnigeAanleg_12;GegrondInEersteEnEnigeAanleg_13;BevestigingAangevallenUitspraak_14;VernietigingAangevallenUitspraak_15;OverigeUitspraken_16;TotaalUitspraken_17;Afgewezen_18;GeheelOfDeelsWordtToegewezen_19;OverigeUitspraken_20;IngetrokkenVerwezenZaken_21;AanHetEindVanDePeriodeAanhangig_22
209;Premiezaken;1998;314;464;9;9;0;0;0;0;3;0;136;0;1;67;68;0;6;6;0;0;183;441
210;Premiezaken;1999;441;470;29;29;0;0;0;13;6;0;179;5;1;119;53;1;2;1;1;0;183;525
211;Premiezaken;2000;525;709;28;27;0;0;1;9;8;1;227;9;2;129;82;5;0;0;0;0;192;788
212;Premiezaken;2001;788;658;26;22;0;0;4;8;10;3;250;8;0;175;63;4;2;2;0;0;259;907
213;Premiezaken;2002;907;600;18;13;0;0;5;7;3;5;289;3;3;167;111;5;18;7;6;5;198;988
214;Premiezaken;2003;988;547;26;11;0;0;15;11;2;1;287;5;2;137;121;22;4;2;2;0;138;1089
215;Premiezaken;2004;1089;654;38;29;0;0;9;3;10;0;672;11;2;447;189;23;1;1;0;0;144;881
216;Premiezaken;2005;881;413;24;12;0;0;12;8;9;0;676;5;0;399;225;47;0;0;0;0;203;390
217;Premiezaken;2006;390;238;26;5;0;0;21;1;1;0;312;9;0;162;124;17;0;0;0;0;89;201
218;Premiezaken;2007;201;178;2;0;0;0;2;1;1;0;180;1;0;117;54;8;0;0;0;0;37;160
219;Premiezaken;2008;160;125;10;6;0;0;4;1;1;0;156;0;1;93;59;3;0;0;0;0;33;86
220;Premiezaken;2009;86;177;6;4;0;0;2;1;2;0;80;0;0;60;20;0;0;0;0;0;18;158
221;Premiezaken;2010;158;73;1;0;0;0;1;1;0;1;135;1;0;46;87;1;1;1;0;0;57;38
222;Premiezaken;2011;38;13;0;0;0;0;0;0;0;0;17;0;0;13;3;1;0;0;0;0;7;27
223;Premiezaken;2012;27;8;0;0;0;0;0;0;0;0;11;0;0;8;2;1;0;0;0;0;7;17
224;Premiezaken;2013;17;5;0;0;0;0;0;0;0;0;8;0;0;4;3;1;0;0;0;0;4;10
225;Premiezaken;2014;10;3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;9
226;Premiezaken;2015;9;0;0;0;0;0;0;0;0;0;5;0;0;1;1;3;0;0;0;0;0;4
227;Premiezaken;2016;4;2;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;4
228;Algemene nabestaandenwet;1998;45;61;5;5;0;0;0;2;0;1;25;0;0;19;6;0;0;0;0;0;9;69
229;Algemene nabestaandenwet;1999;69;121;3;2;0;0;1;0;2;0;30;0;0;20;10;0;3;3;0;0;10;142
230;Algemene nabestaandenwet;2000;142;76;8;4;0;0;4;2;0;0;37;0;0;31;6;0;0;0;0;0;13;162
231;Algemene nabestaandenwet;2001;162;90;10;3;0;0;7;6;3;0;90;1;0;52;31;6;1;1;0;0;23;131
232;Algemene nabestaandenwet;2002;131;71;13;7;0;0;6;6;9;0;38;0;0;26;11;1;0;0;0;0;12;136
233;Algemene nabestaandenwet;2003;136;66;3;1;0;0;2;1;3;0;65;0;0;47;18;0;2;1;0;1;9;121
234;Algemene nabestaandenwet;2004;121;74;8;6;0;0;2;3;0;0;59;0;0;39;17;3;0;0;0;0;10;121
235;Algemene nabestaandenwet;2005;121;85;7;1;0;0;6;4;4;1;69;1;0;51;14;3;0;0;0;0;17;113
236;Algemene nabestaandenwet;2006;113;83;4;1;0;0;3;2;3;0;62;2;0;45;11;4;0;0;0;0;20;109
237;Algemene nabestaandenwet;2007;109;88;5;4;0;0;1;0;1;0;54;0;0;33;18;3;1;1;0;0;11;125
238;Algemene nabestaandenwet;2008;125;125;7;2;0;0;5;1;1;0;64;0;0;45;19;0;0;0;0;0;17;162
239;Algemene nabestaandenwet;2009;162;84;8;3;0;0;5;6;3;0;87;0;1;70;14;2;0;0;0;0;15;139
240;Algemene nabestaandenwet;2010;139;87;6;1;0;0;5;1;3;0;86;2;0;60;14;10;0;0;0;0;15;117
241;Algemene nabestaandenwet;2011;117;77;20;5;0;0;15;9;2;0;72;2;0;56;9;5;0;0;0;0;4;105
242;Algemene nabestaandenwet;2012;105;60;18;3;0;0;15;13;12;1;72;1;0;53;17;1;1;1;0;0;7;68
243;Algemene nabestaandenwet;2013;68;97;7;1;0;0;6;3;6;2;42;0;0;30;8;4;0;0;0;0;4;109
244;Algemene nabestaandenwet;2014;109;81;11;3;0;0;8;6;9;0;55;0;0;49;6;0;1;1;0;0;16;104
245;Algemene nabestaandenwet;2015;104;461;7;4;0;0;3;5;5;0;52;0;0;40;8;4;0;0;0;0;369;137
246;Algemene nabestaandenwet;2016;137;75;13;3;0;0;10;5;2;0;76;0;0;65;6;5;2;2;0;0;3;121
247;Ziekenfondswet;1998;34;55;2;2;0;0;0;0;0;0;16;0;0;14;1;1;0;0;0;0;10;61
248;Ziekenfondswet;1999;61;53;8;8;0;0;0;2;0;0;31;0;0;21;8;2;1;0;0;1;14;62
249;Ziekenfondswet;2000;62;47;3;2;0;0;1;0;2;0;28;0;0;20;6;2;0;0;0;0;14;62
250;Ziekenfondswet;2001;62;78;6;2;0;0;4;2;1;0;35;1;0;11;20;3;0;0;0;0;18;82
251;Ziekenfondswet;2002;82;71;8;5;0;0;3;1;2;0;31;0;0;20;5;6;0;0;0;0;6;107
252;Ziekenfondswet;2003;107;59;10;2;0;0;8;4;1;0;33;1;0;15;12;5;0;0;0;0;15;111
253;Ziekenfondswet;2004;111;80;1;1;0;0;0;1;3;1;44;0;0;25;16;3;2;0;0;2;21;121
254;Ziekenfondswet;2005;121;100;8;3;0;0;5;2;1;0;29;0;0;20;6;3;0;0;0;0;25;160
255;Ziekenfondswet;2006;160;85;6;4;0;0;2;2;0;1;48;0;0;34;11;3;0;0;0;0;48;145
256;Ziekenfondswet;2007;145;58;3;0;0;0;3;0;2;0;71;1;0;40;28;2;0;0;0;0;37;90
257;Ziekenfondswet;2008;90;28;1;0;0;0;1;0;0;0;59;0;0;26;29;4;0;0;0;0;10;48
258;Ziekenfondswet;2009;48;42;0;0;0;0;0;0;0;0;30;0;0;17;12;1;0;0;0;0;4;56
259;Ziekenfondswet;2010;56;8;1;0;0;0;1;0;0;0;20;0;0;11;6;3;0;0;0;0;2;41
260;Ziekenfondswet;2011;41;7;0;0;0;0;0;0;0;0;37;2;0;21;14;0;0;0;0;0;3;8
261;Ziekenfondswet;2012;8;2;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;2;5
262;Ziekenfondswet;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4
263;Ziekenfondswet;2014;4;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0
264;Ziekenfondswet;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
265;Ziekenfondswet;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
266;Wet sociale werkvoorziening;1998;56;28;1;1;0;0;0;0;0;0;10;0;0;8;2;0;0;0;0;0;18;55
267;Wet sociale werkvoorziening;1999;55;29;1;1;0;0;0;0;0;0;39;0;0;20;19;0;1;1;0;0;7;36
268;Wet sociale werkvoorziening;2000;36;30;0;0;0;0;0;1;0;0;10;0;0;5;5;0;0;0;0;0;7;50
269;Wet sociale werkvoorziening;2001;50;14;0;0;0;0;0;0;1;0;7;0;0;5;2;0;1;1;0;0;1;54
270;Wet sociale werkvoorziening;2002;54;5;0;0;0;0;0;0;0;0;29;0;0;19;9;1;0;0;0;0;11;19
271;Wet sociale werkvoorziening;2003;19;7;0;0;0;0;0;0;0;0;19;0;0;16;3;0;0;0;0;0;2;5
272;Wet sociale werkvoorziening;2004;5;2;0;0;0;0;0;0;0;0;3;0;0;2;1;0;0;0;0;0;0;4
273;Wet sociale werkvoorziening;2005;4;7;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;2;7
274;Wet sociale werkvoorziening;2006;7;29;0;0;0;0;0;0;0;0;7;0;0;3;4;0;0;0;0;0;0;29
275;Wet sociale werkvoorziening;2007;29;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;40
276;Wet sociale werkvoorziening;2008;40;10;0;0;0;0;0;0;0;0;32;0;0;31;0;1;0;0;0;0;1;17
277;Wet sociale werkvoorziening;2009;17;17;0;0;0;0;0;0;0;0;13;0;0;12;1;0;0;0;0;0;2;19
278;Wet sociale werkvoorziening;2010;19;4;0;0;0;0;0;0;0;0;14;0;0;13;1;0;0;0;0;0;3;6
279;Wet sociale werkvoorziening;2011;6;14;1;1;0;0;0;1;0;0;4;0;0;3;1;0;0;0;0;0;1;15
280;Wet sociale werkvoorziening;2012;15;10;0;0;0;0;0;0;1;0;8;0;0;6;2;0;0;0;0;0;4;12
281;Wet sociale werkvoorziening;2013;12;122;0;0;0;0;0;0;0;0;8;0;0;3;5;0;0;0;0;0;114;12
282;Wet sociale werkvoorziening;2014;12;10;0;0;0;0;0;0;0;0;3;0;0;2;1;0;0;0;0;0;2;17
283;Wet sociale werkvoorziening;2015;17;17;0;0;0;0;0;0;0;0;9;0;0;9;0;0;0;0;0;0;6;19
284;Wet sociale werkvoorziening;2016;19;3;1;0;0;0;1;0;0;0;12;0;0;12;0;0;0;0;0;0;2;7
285;Algemene Wet Bijzondere Ziektekosten;1998;28;18;0;0;0;0;0;0;0;0;10;0;0;7;3;0;0;0;0;0;11;25
286;Algemene Wet Bijzondere Ziektekosten;1999;25;51;0;0;0;0;0;0;0;0;18;0;0;13;5;0;0;0;0;0;11;47
287;Algemene Wet Bijzondere Ziektekosten;2000;47;28;2;2;0;0;0;1;0;0;39;0;0;13;25;1;0;0;0;0;4;31
288;Algemene Wet Bijzondere Ziektekosten;2001;31;15;0;0;0;0;0;0;1;0;14;0;0;10;4;0;0;0;0;0;4;27
289;Algemene Wet Bijzondere Ziektekosten;2002;27;30;2;2;0;0;0;0;0;0;18;0;0;8;9;1;0;0;0;0;1;36
290;Algemene Wet Bijzondere Ziektekosten;2003;36;39;1;0;0;0;1;0;0;0;10;0;0;2;8;0;0;0;0;0;5;59
291;Algemene Wet Bijzondere Ziektekosten;2004;59;40;5;2;0;0;3;2;2;0;25;0;0;11;14;0;0;0;0;0;17;52
292;Algemene Wet Bijzondere Ziektekosten;2005;52;33;1;1;0;0;0;0;0;0;17;0;1;11;0;5;0;0;0;0;11;56
293;Algemene Wet Bijzondere Ziektekosten;2006;56;56;3;2;0;0;1;1;0;0;26;0;0;15;6;5;0;0;0;0;14;70
294;Algemene Wet Bijzondere Ziektekosten;2007;70;92;1;1;0;0;0;0;1;0;32;0;0;16;12;4;7;4;2;1;16;105
295;Algemene Wet Bijzondere Ziektekosten;2008;105;101;4;0;0;0;4;0;0;0;51;0;0;23;26;2;2;2;0;0;22;127
296;Algemene Wet Bijzondere Ziektekosten;2009;127;117;2;1;0;0;1;1;1;0;52;0;0;30;19;3;2;1;1;0;21;167
297;Algemene Wet Bijzondere Ziektekosten;2010;167;123;7;1;3;0;3;0;0;0;89;0;0;36;48;5;1;0;1;0;43;150
298;Algemene Wet Bijzondere Ziektekosten;2011;150;223;24;18;0;0;6;5;2;0;55;1;0;37;11;6;9;7;2;0;48;240
299;Algemene Wet Bijzondere Ziektekosten;2012;240;282;9;7;0;0;2;0;2;0;59;0;1;43;15;0;7;3;1;3;73;372
300;Algemene Wet Bijzondere Ziektekosten;2013;367;238;15;3;0;0;12;3;4;0;110;5;3;73;22;7;4;4;0;0;111;364
301;Algemene Wet Bijzondere Ziektekosten;2014;364;261;15;10;0;0;5;6;3;0;177;4;3;118;39;13;2;1;0;1;67;367
302;Algemene Wet Bijzondere Ziektekosten;2015;365;303;14;5;0;0;9;3;3;0;193;4;7;128;43;11;3;2;0;1;76;382
303;Algemene Wet Bijzondere Ziektekosten;2016;380;360;15;10;0;0;5;1;3;0;156;3;1;107;34;11;2;2;0;0;102;463
304;Toeslagenwet;1998;116;75;2;2;0;0;0;0;3;0;39;1;0;26;10;2;0;0;0;0;32;115
305;Toeslagenwet;1999;115;43;3;3;0;0;0;0;0;0;33;1;1;20;10;1;0;0;0;0;17;105
306;Toeslagenwet;2000;105;25;3;0;0;0;3;0;0;0;49;1;0;25;18;5;0;0;0;0;10;68
307;Toeslagenwet;2001;68;33;2;1;0;0;1;1;0;0;40;0;1;23;14;2;0;0;0;0;14;46
308;Toeslagenwet;2002;46;139;4;2;0;0;2;2;1;1;27;2;0;15;6;4;1;1;0;0;16;138
309;Toeslagenwet;2003;138;50;0;0;0;0;0;0;0;0;31;0;0;24;2;5;0;0;0;0;79;78
310;Toeslagenwet;2004;78;470;11;3;0;0;8;4;2;1;27;2;0;13;10;2;0;0;0;0;14;498
311;Toeslagenwet;2005;498;133;3;0;0;0;3;1;2;0;27;0;1;13;11;2;0;0;0;0;2;598
312;Toeslagenwet;2006;598;45;4;1;0;0;3;0;1;0;239;0;0;236;3;0;0;0;0;0;10;389
313;Toeslagenwet;2007;389;33;0;0;0;0;0;0;0;0;52;2;0;42;8;0;0;0;0;0;10;360
314;Toeslagenwet;2008;360;266;1;0;0;0;1;0;0;0;42;1;1;25;13;2;0;0;0;0;18;565
315;Toeslagenwet;2009;565;84;0;0;0;0;0;0;0;0;38;1;1;23;11;2;0;0;0;0;31;580
316;Toeslagenwet;2010;580;62;2;0;0;0;2;0;0;0;29;0;0;18;8;3;0;0;0;0;48;563
317;Toeslagenwet;2011;563;47;1;0;0;0;1;0;0;0;522;1;2;498;11;10;0;0;0;0;15;72
318;Toeslagenwet;2012;72;34;2;1;0;0;1;0;0;0;27;0;1;12;14;0;0;0;0;0;8;69
319;Toeslagenwet;2013;69;28;1;1;0;0;0;0;0;0;33;4;0;14;15;0;0;0;0;0;6;57
320;Toeslagenwet;2014;57;51;1;0;0;0;1;0;0;0;20;0;0;15;5;0;0;0;0;0;9;78
321;Toeslagenwet;2015;78;43;3;1;0;0;2;2;0;0;34;1;0;22;11;0;0;0;0;0;25;61
322;Toeslagenwet;2016;61;13;2;0;0;0;2;0;2;0;29;3;0;7;8;11;0;0;0;0;7;34
323;Wet voorzieningen gehandicapten;1998;198;213;9;9;0;0;0;2;2;0;126;0;1;66;56;3;1;0;0;1;44;231
324;Wet voorzieningen gehandicapten;1999;231;135;10;10;0;0;0;3;2;0;152;0;0;100;50;2;0;0;0;0;78;127
325;Wet voorzieningen gehandicapten;2000;127;204;6;6;0;0;0;0;2;0;69;1;0;42;24;2;0;0;0;0;77;177
326;Wet voorzieningen gehandicapten;2001;177;202;7;3;0;0;4;1;1;0;99;0;0;55;24;20;1;0;0;1;58;214
327;Wet voorzieningen gehandicapten;2002;214;171;9;3;0;0;6;4;2;0;142;0;0;75;23;44;1;0;0;1;33;202
328;Wet voorzieningen gehandicapten;2003;202;150;13;3;0;0;10;3;3;2;112;1;0;56;30;25;2;1;0;1;40;185
329;Wet voorzieningen gehandicapten;2004;185;127;7;2;0;0;5;0;0;0;58;0;0;38;14;6;1;1;0;0;43;203
330;Wet voorzieningen gehandicapten;2005;203;104;9;3;0;0;6;2;0;0;66;1;0;47;13;5;3;3;0;0;57;174
331;Wet voorzieningen gehandicapten;2006;174;110;4;2;0;0;2;1;3;0;85;0;0;53;21;11;0;0;0;0;54;139
332;Wet voorzieningen gehandicapten;2007;139;126;4;2;0;0;2;1;1;0;50;0;0;27;18;5;7;3;4;0;36;168
333;Wet voorzieningen gehandicapten;2008;168;96;9;5;1;0;3;1;0;0;86;1;0;60;24;1;1;1;0;0;64;105
334;Wet voorzieningen gehandicapten;2009;105;36;1;1;0;0;0;1;2;0;42;0;0;27;14;1;1;1;0;0;40;56
335;Wet voorzieningen gehandicapten;2010;56;4;1;0;0;0;1;0;0;0;30;0;0;12;18;0;0;0;0;0;6;23
336;Wet voorzieningen gehandicapten;2011;23;9;0;0;0;0;0;0;0;0;10;0;4;3;1;2;0;0;0;0;10;12
337;Wet voorzieningen gehandicapten;2012;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6
338;Wet voorzieningen gehandicapten;2013;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
339;Wet voorzieningen gehandicapten;2014;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3
340;Wet voorzieningen gehandicapten;2015;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
341;Wet voorzieningen gehandicapten;2016;3;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
342;Wet werk en inkomen naar arbeidsvermogen;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
343;Wet werk en inkomen naar arbeidsvermogen;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
344;Wet werk en inkomen naar arbeidsvermogen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
345;Wet werk en inkomen naar arbeidsvermogen;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
346;Wet werk en inkomen naar arbeidsvermogen;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
347;Wet werk en inkomen naar arbeidsvermogen;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
348;Wet werk en inkomen naar arbeidsvermogen;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
349;Wet werk en inkomen naar arbeidsvermogen;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
350;Wet werk en inkomen naar arbeidsvermogen;2006;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
351;Wet werk en inkomen naar arbeidsvermogen;2007;1;160;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;8;153
352;Wet werk en inkomen naar arbeidsvermogen;2008;153;428;10;8;0;0;2;3;1;0;22;2;0;11;9;0;0;0;0;0;49;502
353;Wet werk en inkomen naar arbeidsvermogen;2009;502;525;7;3;0;0;4;2;3;1;325;18;5;233;66;3;0;0;0;0;98;596
354;Wet werk en inkomen naar arbeidsvermogen;2010;596;644;15;5;0;0;10;3;2;0;461;18;5;310;112;16;0;0;0;0;115;650
355;Wet werk en inkomen naar arbeidsvermogen;2011;650;766;13;4;0;0;9;2;4;0;390;16;5;289;70;10;1;1;0;0;144;866
356;Wet werk en inkomen naar arbeidsvermogen;2012;866;939;20;6;0;0;14;6;2;0;405;15;1;315;56;18;4;3;0;1;170;1210
357;Wet werk en inkomen naar arbeidsvermogen;2013;1211;1025;27;9;0;0;18;7;7;1;519;18;4;405;83;9;4;3;0;1;172;1514
358;Wet werk en inkomen naar arbeidsvermogen;2014;1514;1185;20;9;0;0;11;2;1;3;631;14;1;508;93;15;2;2;0;0;250;1797
359;Wet werk en inkomen naar arbeidsvermogen;2015;1795;1235;28;13;0;0;15;2;0;1;1005;12;5;796;172;20;5;5;0;0;321;1673
360;Wet werk en inkomen naar arbeidsvermogen;2016;1675;1190;33;11;0;0;22;6;3;2;662;14;2;503;131;12;3;3;0;0;285;1885
361;Wet maatschappelijke ondersteuning;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
362;Wet maatschappelijke ondersteuning;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
363;Wet maatschappelijke ondersteuning;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
364;Wet maatschappelijke ondersteuning;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
365;Wet maatschappelijke ondersteuning;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366;Wet maatschappelijke ondersteuning;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
367;Wet maatschappelijke ondersteuning;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
368;Wet maatschappelijke ondersteuning;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
369;Wet maatschappelijke ondersteuning;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370;Wet maatschappelijke ondersteuning;2007;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
371;Wet maatschappelijke ondersteuning;2008;1;57;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;8;49
372;Wet maatschappelijke ondersteuning;2009;49;131;6;4;0;0;2;1;1;0;24;0;0;10;13;1;5;2;2;1;21;124
373;Wet maatschappelijke ondersteuning;2010;124;201;6;4;0;0;2;0;0;0;54;0;2;24;24;4;5;5;0;0;37;223
374;Wet maatschappelijke ondersteuning;2011;223;307;11;7;0;0;4;4;0;3;84;0;1;51;31;1;29;21;6;2;65;345
375;Wet maatschappelijke ondersteuning;2012;345;307;9;7;0;1;1;1;1;0;111;5;6;61;35;4;20;13;7;0;96;416
376;Wet maatschappelijke ondersteuning;2013;426;224;5;0;0;1;4;8;6;2;149;5;6;90;42;6;8;8;0;0;98;392
377;Wet maatschappelijke ondersteuning;2014;392;297;12;4;0;0;8;3;3;0;205;4;1;149;34;17;17;8;9;0;127;328
378;Wet maatschappelijke ondersteuning;2015;329;557;2;1;0;0;1;1;1;0;146;5;1;89;44;7;5;3;1;1;97;636
379;Wet maatschappelijke ondersteuning;2016;637;368;11;8;0;0;3;1;1;0;405;4;4;119;265;13;6;3;0;3;118;465
380;Zorgverzekeringswet;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
381;Zorgverzekeringswet;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
382;Zorgverzekeringswet;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
383;Zorgverzekeringswet;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
384;Zorgverzekeringswet;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
385;Zorgverzekeringswet;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
386;Zorgverzekeringswet;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
387;Zorgverzekeringswet;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
388;Zorgverzekeringswet;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
389;Zorgverzekeringswet;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
390;Zorgverzekeringswet;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
391;Zorgverzekeringswet;2009;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
392;Zorgverzekeringswet;2010;22;152;4;1;0;0;3;2;1;0;26;0;0;3;8;15;0;0;0;0;55;90
393;Zorgverzekeringswet;2011;90;153;5;1;0;0;4;0;1;0;89;0;0;14;53;22;0;0;0;0;67;81
394;Zorgverzekeringswet;2012;81;130;14;4;0;0;10;6;2;1;42;1;0;32;8;1;0;0;0;0;24;135
395;Zorgverzekeringswet;2013;135;130;5;0;0;0;5;0;1;2;60;1;1;43;12;3;0;0;0;0;13;186
396;Zorgverzekeringswet;2014;186;83;5;2;0;0;3;2;1;0;106;0;0;97;6;3;1;1;0;0;18;140
397;Zorgverzekeringswet;2015;141;69;5;2;0;0;3;1;1;0;90;1;0;76;11;2;2;2;0;0;7;106
398;Zorgverzekeringswet;2016;107;65;10;7;0;0;3;4;3;0;60;0;0;45;13;2;0;0;0;0;18;85
399;Wet langdurige zorg;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400;Wet langdurige zorg;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401;Wet langdurige zorg;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402;Wet langdurige zorg;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403;Wet langdurige zorg;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404;Wet langdurige zorg;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405;Wet langdurige zorg;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406;Wet langdurige zorg;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407;Wet langdurige zorg;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
408;Wet langdurige zorg;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
409;Wet langdurige zorg;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
410;Wet langdurige zorg;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
411;Wet langdurige zorg;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
412;Wet langdurige zorg;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
413;Wet langdurige zorg;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
414;Wet langdurige zorg;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
415;Wet langdurige zorg;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
416;Wet langdurige zorg;2015;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
417;Wet langdurige zorg;2016;3;48;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;7;43
418;Overige sociale verzekeringszaken;1998;1;4;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;3
419;Overige sociale verzekeringszaken;1999;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
420;Overige sociale verzekeringszaken;2000;7;6;2;1;0;0;1;0;0;0;2;0;0;2;0;0;0;0;0;0;1;8
421;Overige sociale verzekeringszaken;2001;8;3;1;1;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;1;7
422;Overige sociale verzekeringszaken;2002;7;2;0;0;0;0;0;0;0;0;5;0;0;4;1;0;0;0;0;0;0;4
423;Overige sociale verzekeringszaken;2003;4;2;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;1;3
424;Overige sociale verzekeringszaken;2004;3;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;1
