ID;SectorBranchesSIC2008;Margins;SeasonalAdjustment;Periods;EmploymentIndicator_1;WorkforceLast3Months_2;WorkforceNext3Months_3
1185;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2018 January;-42.4;-58.3;-29.2
1186;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2018 February;;;
1187;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2018 March;;;
1188;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2018 April;-52.2;-59.0;-46.7
1189;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2018 May;;;
1190;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2018 June;;;
1191;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2018 July;-53.8;-55.8;-54.0
1192;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2018 August;;;
1193;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2018 September;;;
1194;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2018 October;-46.4;-51.6;-42.4
1195;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2018 November;;;
1196;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2018 December;;;
1197;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2019 January;-46.9;-42.6;-51.8
1198;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2019 February;;;
1199;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2019 March;;;
1200;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2019 April;-17.1;-44.7;9.0
1201;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2019 May;;;
1202;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2019 June;;;
1203;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2019 July;-8.3;-41.5;14.3
1204;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2019 August;;;
1205;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2019 September;;;
1206;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2019 October;1.9;5.4;-3.9
1207;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2019 November;;;
1208;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2019 December;;;
1209;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2020 January;-9.4;-7.8;-18.9
1210;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2020 February;;;
1211;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2020 March;;;
1212;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2020 April;-32.6;-30.0;-36.1
1213;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2020 May;;;
1214;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2020 June;;;
1215;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2020 July;-41.6;-33.1;-57.0
1216;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2020 August;;;
1217;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2020 September;;;
1218;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2020 October;-55.3;-62.7;-50.0
1219;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2020 November;;;
1220;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2020 December;;;
1221;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2021 January;-41.9;-51.3;-36.3
1222;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2021 February;;;
1223;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2021 March;;;
1224;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2021 April;-32.6;-43.1;-26.7
1225;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2021 May;;;
1226;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2021 June;;;
1227;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2021 July;-30.7;-46.9;-19.2
1228;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2021 August;;;
1229;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2021 September;;;
1230;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2021 October;-14.9;-23.0;-11.6
1231;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2021 November;;;
1232;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2021 December;;;
1233;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2022 January;-23.0;-25.9;-27.5
1234;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2022 February;;;
1235;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2022 March;;;
1236;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2022 April;-20.7;-23.9;-18.4
1237;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2022 May;;;
1238;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2022 June;;;
1239;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2022 July;-18.8;-16.7;-22.7
1240;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2022 August;;;
1241;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2022 September;;;
1242;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2022 October;-8.0;-25.7;6.5
1243;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2022 November;;;
1244;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2022 December;;;
1245;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2023 January;-1.2;-12.7;6.5
1246;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2023 February;;;
1247;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2023 March;;;
1248;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2023 April;-14.4;-20.0;-10.5
1249;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2023 May;;;
1250;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2023 June;;;
1251;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2023 July;2.2;2.6;0.2
1252;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2023 August;;;
1253;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2023 September;;;
1254;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2023 October;1.4;4.8;-3.7
1255;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2023 November;;;
1256;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2023 December;;;
1257;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2024 January;0.3;1.5;-5.1
1258;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2024 February;;;
1259;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2024 March;;;
1260;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2024 April;1.9;-0.3;1.2
1261;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2024 May;;;
1262;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2024 June;;;
1263;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2024 July;10.5;18.0;1.7
1264;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2024 August;;;
1265;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2024 September;;;
1266;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2024 October;-17.1;-15.1;-20.7
1267;B Mining and quarrying;Lower bound 95% confidence interval;Seasonally adjusted data;2024 November;;;
