ID;Kenmerken;Perioden;LichamelijkZwaarWerk_1;VeelKrachtMoetenZetten_2;VoortdurendZelfdeHoudingBovenlichaam_3;OngemakkelijkeHoudingBovenlichaam_4;RepeterendWerkMetArmenOfHanden_5;WerkWaarbijMenBezweetRaakt_6;LageLichamelijkeBelasting_7;HogeLichamelijkeBelasting_8;PreventieVoorOverbelasting_9;EnigerleiLichamelijkeBelasting_10;KlachtenAanBovensteLedematen_11;Ziekteverzuim_12;NaarHuisarts_13;NaarSpecialist_14;NaarZiekenhuis_15;GebruikVoertuigOpHetWerk_16;GebruikTrillendeApparaten_17;EnigerleiBelastingDoorTrilling_18;KlachtenAanBovensteLedematen_19;Ziekteverzuim_20;NaarHuisarts_21;NaarSpecialist_22;NaarZiekenhuis_23;VuilWerk_24;StankOpWerk_25;GevaarlijkWerk_26;LawaaiOpHetWerk_27;LawaaiOverstemmen_28;OordopjesOmLawaaiTeOverstemmen_29;InPloegendienstWerken_30;SAvondsEnOfSNachtsWerken_31;InWeekeindeWerken_32;LidVakbond_33;GoedeWerksfeer_34;WelEensConflictenMetChef_35;WelEensConflictenMetCollegaS_36;PlezierInHetWerk_37;DiscriminatieNaarSekse_38;DiscriminatieNaarHuidskleur_39
103;Opleidingsniveau: havo/vwo, mbo;2004;22;27;;;;;;;;;;;;;;;;;;;;;;22;9;7;19;23;50.0;11;58;58;23.0;85;;;92;2;2.0
104;Opleidingsniveau: hbo, universiteit;1997;8;7;43.0;7.0;27.0;2.0;55.0;12.0;26.0;68.0;34.0;10.0;26.0;8.0;1.0;2.0;2.0;7.0;14.0;;;;;3;2;1;9;13;19.0;3;70;60;27.0;85;;;93;3;1.0
105;Opleidingsniveau: hbo, universiteit;1998;7;7;43.0;7.0;26.0;2.0;54.0;12.0;28.0;66.0;32.0;15.0;35.0;15.0;2.0;1.0;2.0;4.0;;;;;;4;3;1;8;14;17.0;4;68;58;29.0;86;;;94;3;2.0
106;Opleidingsniveau: hbo, universiteit;1999;6;5;46.0;8.0;30.0;1.0;53.0;10.0;33.0;70.0;36.0;10.0;30.0;10.0;0.0;2.0;2.0;7.0;15.0;;;;;3;3;2;7;13;25.0;4;67;59;28.0;86;15.0;14.0;93;2;1.0
107;Opleidingsniveau: hbo, universiteit;2000;6;6;45.0;9.0;34.0;1.0;49.0;12.0;38.0;70.0;41.0;11.0;26.0;9.0;1.0;2.0;3.0;6.0;9.0;;;;;4;4;2;8;13;13.0;3;68;57;26.0;89;14.0;15.0;94;2;1.0
108;Opleidingsniveau: hbo, universiteit;2001;6;5;47.0;9.0;36.0;1.0;49.0;10.0;41.0;71.0;41.0;14.0;31.0;11.0;1.0;2.0;2.0;6.0;17.0;;;;;4;2;2;8;12;13.0;3;68;56;25.0;88;;;93;2;2.0
109;Opleidingsniveau: hbo, universiteit;2002;5;6;48.0;9.0;38.0;2.0;45.0;11.0;45.0;74.0;43.0;12.0;31.0;9.0;1.0;1.0;2.0;5.0;3.0;;;;;3;3;2;8;12;16.0;4;68;57;27.0;89;;;94;1;1.0
110;Opleidingsniveau: hbo, universiteit;2003;8;8;;;;;;;;;;;;;;;;;;;;;;5;3;3;10;14;18.0;4;64;57;27.0;90;;;94;2;1.0
111;Opleidingsniveau: hbo, universiteit;2004;8;8;;;;;;;;;;;;;;;;;;;;;;6;4;3;9;12;23.0;5;66;59;28.0;86;;;93;2;1.0
112;Elementaire beroepen;1997;35;45;36.0;19.0;59.0;18.0;12.0;59.0;41.0;91.0;45.0;21.0;36.0;7.0;2.0;20.0;13.0;34.0;22.0;;;;;35;11;7;32;34;46.0;18;55;51;20.0;79;;;85;5;5.0
113;Elementaire beroepen;1998;33;40;37.0;17.0;51.0;18.0;19.0;57.0;44.0;90.0;38.0;29.0;39.0;10.0;0.0;19.0;9.0;35.0;15.0;;;;;34;12;4;20;22;30.0;12;54;52;15.0;79;;;84;2;4.0
114;Elementaire beroepen;1999;37;45;31.0;17.0;58.0;19.0;16.0;60.0;50.0;92.0;47.0;31.0;50.0;17.0;1.0;17.0;11.0;35.0;22.0;;;;;31;13;6;29;29;34.0;17;50;47;25.0;78;16.0;10.0;84;3;2.0
115;Elementaire beroepen;2000;34;43;30.0;16.0;55.0;21.0;18.0;60.0;49.0;90.0;54.0;25.0;35.0;6.0;0.0;18.0;9.0;30.0;13.0;;;;;30;12;5;28;30;42.0;19;56;50;16.0;83;18.0;15.0;84;1;2.0
116;Elementaire beroepen;2001;36;50;34.0;21.0;56.0;22.0;14.0;64.0;50.0;92.0;47.0;28.0;41.0;13.0;1.0;19.0;13.0;35.0;16.0;;;;;34;10;5;29;27;34.0;15;54;50;19.0;82;;;91;4;4.0
117;Elementaire beroepen;2002;35;42;32.0;14.0;61.0;19.0;16.0;65.0;48.0;91.0;49.0;22.0;43.0;12.0;1.0;17.0;9.0;30.0;18.0;;;;;32;16;6;27;27;46.0;15;53;49;11.0;78;;;79;2;5.0
118;Elementaire beroepen;2003;34;44;;;;;;;;;;;;;;;;;;;;;;32;12;6;29;29;39.0;11;49;46;;80;;;84;1;5.0
119;Elementaire beroepen;2004;35;42;;;;;;;;;;;;;;;;;;;;;;33;12;5;30;29;32.0;15;53;46;12.0;81;;;85;2;3.0
120;Lagere beroepen;1997;32;36;46.0;17.0;51.0;15.0;18.0;47.0;40.0;89.0;45.0;19.0;32.0;8.0;1.0;20.0;16.0;39.0;20.0;29.0;37.0;15.0;1.0;31;11;7;21;25;54.0;13;53;57;25.0;81;;;90;2;3.0
121;Lagere beroepen;1998;29;36;44.0;17.0;52.0;13.0;21.0;50.0;43.0;88.0;39.0;31.0;50.0;14.0;1.0;21.0;15.0;37.0;19.0;31.0;49.0;22.0;1.0;29;11;7;24;27;54.0;14;54;58;24.0;83;;;90;2;2.0
122;Lagere beroepen;1999;27;34;45.0;16.0;50.0;15.0;25.0;49.0;43.0;87.0;48.0;25.0;40.0;15.0;2.0;21.0;16.0;39.0;24.0;24.0;39.0;19.0;4.0;30;12;8;22;27;57.0;11;52;59;27.0;81;20.0;13.0;90;3;4.0
123;Lagere beroepen;2000;29;35;44.0;16.0;50.0;13.0;22.0;48.0;44.0;87.0;49.0;24.0;41.0;10.0;0.0;19.0;16.0;38.0;22.0;27.0;40.0;10.0;0.0;30;11;8;23;27;56.0;14;51;55;24.0;84;16.0;13.0;90;3;3.0
124;Lagere beroepen;2001;33;39;46.0;18.0;50.0;16.0;21.0;51.0;44.0;89.0;48.0;24.0;40.0;12.0;1.0;21.0;15.0;37.0;24.0;21.0;29.0;7.0;0.0;29;10;6;22;27;52.0;12;51;57;22.0;84;;;90;2;4.0
125;Lagere beroepen;2002;30;37;43.0;19.0;49.0;15.0;23.0;51.0;49.0;87.0;46.0;30.0;41.0;14.0;3.0;21.0;16.0;38.0;24.0;35.0;39.0;12.0;2.0;28;9;6;21;23;51.0;12;54;56;24.0;83;;;91;2;3.0
126;Lagere beroepen;2003;30;35;;;;;;;;;;;;;;;;;;;;;;30;12;9;25;24;50.0;12;49;56;;85;;;91;2;2.0
127;Lagere beroepen;2004;30;37;;;;;;;;;;;;;;;;;;;;;;30;12;8;23;25;50.0;12;51;55;24.0;82;;;89;2;2.0
128;Middelbare beroepen;1997;21;26;43.0;14.0;39.0;11.0;29.0;36.0;39.0;85.0;41.0;16.0;32.0;10.0;1.0;11.0;12.0;28.0;14.0;13.0;24.0;4.0;0.0;21;10;6;19;26;53.0;13;64;60;25.0;81;;;92;2;3.0
129;Middelbare beroepen;1998;21;24;45.0;16.0;40.0;11.0;29.0;35.0;42.0;84.0;34.0;17.0;35.0;10.0;0.0;12.0;12.0;28.0;11.0;11.0;29.0;6.0;0.0;21;11;6;18;24;54.0;13;65;60;27.0;84;;;93;2;2.0
130;Middelbare beroepen;1999;20;23;44.0;16.0;41.0;9.0;31.0;35.0;44.0;84.0;43.0;21.0;39.0;11.0;2.0;11.0;12.0;25.0;16.0;27.0;39.0;18.0;7.0;19;9;6;17;22;52.0;11;61;58;28.0;82;16.0;15.0;92;2;2.0
131;Middelbare beroepen;2000;20;24;43.0;15.0;42.0;8.0;30.0;36.0;46.0;82.0;44.0;18.0;36.0;12.0;1.0;10.0;12.0;25.0;17.0;28.0;34.0;16.0;1.0;19;10;6;19;24;52.0;12;60;58;26.0;85;15.0;15.0;93;1;2.0
132;Middelbare beroepen;2001;20;23;46.0;17.0;44.0;9.0;30.0;34.0;47.0;84.0;41.0;25.0;38.0;12.0;2.0;11.0;13.0;26.0;14.0;30.0;37.0;23.0;3.0;19;9;6;17;23;60.0;11;59;55;24.0;84;;;92;2;3.0
133;Middelbare beroepen;2002;22;25;46.0;15.0;46.0;9.0;28.0;37.0;52.0;85.0;45.0;17.0;36.0;8.0;1.0;10.0;12.0;24.0;14.0;26.0;35.0;11.0;2.0;20;9;6;17;22;55.0;11;59;57;24.0;86;;;93;2;2.0
134;Middelbare beroepen;2003;21;24;;;;;;;;;;;;;;;;;;;;;;22;9;7;18;22;53.0;11;58;55;;86;;;94;1;2.0
135;Middelbare beroepen;2004;23;26;;;;;;;;;;;;;;;;;;;;;;23;9;7;19;24;58.0;11;57;57;25.0;84;;;93;2;2.0
136;Hogere beroepen;1997;9;9;41.0;8.0;26.0;3.0;54.0;14.0;26.0;67.0;34.0;10.0;27.0;7.0;1.0;3.0;2.0;8.0;7.0;;;;;4;3;1;10;16;20.0;3;71;61;27.0;85;;;94;3;1.0
137;Hogere beroepen;1998;9;9;38.0;7.0;25.0;3.0;53.0;13.0;30.0;62.0;33.0;15.0;36.0;13.0;1.0;2.0;2.0;6.0;;;;;;4;4;2;8;17;20.0;4;67;54;28.0;83;;;95;3;3.0
138;Hogere beroepen;1999;7;7;41.0;6.0;29.0;2.0;51.0;12.0;32.0;69.0;38.0;13.0;30.0;9.0;1.0;2.0;2.0;8.0;10.0;;;;;3;2;2;9;15;28.0;4;69;58;27.0;84;14.0;14.0;94;3;1.0
139;Hogere beroepen;2000;7;6;41.0;8.0;33.0;2.0;50.0;13.0;38.0;69.0;38.0;11.0;30.0;7.0;0.0;4.0;3.0;8.0;12.0;;;;;4;4;2;11;17;16.0;2;67;56;24.0;87;16.0;18.0;94;2;2.0
140;Hogere beroepen;2001;8;8;43.0;9.0;34.0;3.0;51.0;13.0;41.0;70.0;41.0;12.0;33.0;8.0;1.0;4.0;3.0;8.0;15.0;;;;;4;3;2;10;13;11.0;3;64;52;26.0;89;;;94;2;1.0
141;Hogere beroepen;2002;5;7;46.0;8.0;38.0;2.0;45.0;12.0;43.0;73.0;40.0;14.0;31.0;11.0;1.0;2.0;2.0;7.0;6.0;;;;;3;4;2;9;14;20.0;3;67;54;27.0;87;;;95;1;1.0
142;Hogere beroepen;2003;8;8;;;;;;;;;;;;;;;;;;;;;;4;3;2;9;14;19.0;3;64;56;;87;;;95;1;1.0
143;Hogere beroepen;2004;7;7;;;;;;;;;;;;;;;;;;;;;;4;4;3;9;14;23.0;5;66;56;27.0;85;;;94;2;1.0
144;Wetenschappelijke beroepen;1997;4;2;49.0;6.0;26.0;1.0;62.0;5.0;27.0;69.0;32.0;12.0;30.0;11.0;2.0;0.0;2.0;;;;;;;1;3;1;6;8;;2;77;65;;85;;;94;2;2.0
145;Wetenschappelijke beroepen;1998;5;3;46.0;6.0;27.0;0.0;55.0;9.0;29.0;69.0;32.0;15.0;42.0;18.0;4.0;1.0;3.0;4.0;;;;;;3;2;0;8;9;;3;73;65;35.0;90;;;95;3;1.0
146;Wetenschappelijke beroepen;1999;3;3;48.0;9.0;28.0;1.0;55.0;7.0;39.0;67.0;33.0;8.0;28.0;8.0;1.0;0.0;2.0;5.0;;;;;;3;3;3;7;8;;2;69;63;33.0;87;17.0;13.0;94;2;2.0
147;Wetenschappelijke beroepen;2000;6;5;48.0;13.0;33.0;2.0;49.0;11.0;42.0;71.0;43.0;10.0;22.0;5.0;2.0;0.0;3.0;5.0;;;;;;4;4;4;4;5;;3;70;64;32.0;88;10.0;14.0;94;2;1.0
148;Wetenschappelijke beroepen;2001;5;3;50.0;9.0;35.0;1.0;49.0;9.0;43.0;71.0;39.0;13.0;32.0;12.0;1.0;1.0;1.0;7.0;;;;;;5;4;2;4;11;;2;77;70;24.0;87;;;95;3;2.0
149;Wetenschappelijke beroepen;2002;3;2;54.0;8.0;37.0;0.0;50.0;4.0;50.0;75.0;40.0;7.0;36.0;12.0;1.0;1.0;0.0;4.0;;;;;;0;1;0;6;8;;1;74;61;29.0;90;;;94;2;2.0
150;Wetenschappelijke beroepen;2003;5;4;;;;;;;;;;;;;;;;;;;;;;4;4;3;5;6;;2;67;61;;93;;;94;3;1.0
151;Wetenschappelijke beroepen;2004;3;2;;;;;;;;;;;;;;;;;;;;;;3;2;3;3;6;18.0;3;75;64;27.0;88;;;95;3;1.0
152;Arbeidsduur 12 tot 20 uur per week;1997;20;23;39.0;14.0;39.0;6.0;34.0;34.0;33.0;78.0;38.0;13.0;30.0;10.0;2.0;2.0;3.0;;;;;;;11;3;2;14;17;17.0;6;51;50;11.0;82;;;93;3;1.0
153;Arbeidsduur 12 tot 20 uur per week;1998;18;23;37.0;12.0;43.0;7.0;31.0;34.0;36.0;82.0;36.0;18.0;33.0;12.0;0.0;2.0;3.0;8.0;;;;;;10;6;2;11;15;;8;51;54;13.0;85;;;92;1;0.0
154;Arbeidsduur 12 tot 20 uur per week;1999;17;22;31.0;11.0;36.0;6.0;37.0;32.0;40.0;75.0;41.0;19.0;43.0;14.0;1.0;3.0;3.0;9.0;;;;;;10;3;1;14;13;3.0;7;48;53;17.0;80;12.0;9.0;93;3;1.0
155;Arbeidsduur 12 tot 20 uur per week;2000;21;22;33.0;14.0;42.0;7.0;32.0;33.0;42.0;79.0;46.0;19.0;34.0;7.0;0.0;2.0;4.0;7.0;;;;;;9;8;2;13;14;5.0;9;51;52;9.0;87;9.0;10.0;93;1;1.0
156;Arbeidsduur 12 tot 20 uur per week;2001;26;27;33.0;14.0;42.0;11.0;31.0;40.0;43.0;81.0;44.0;24.0;42.0;12.0;1.0;5.0;4.0;10.0;;;;;;16;8;1;15;15;8.0;7;48;52;18.0;87;;;95;2;2.0
157;Arbeidsduur 12 tot 20 uur per week;2002;24;27;39.0;13.0;45.0;9.0;33.0;38.0;44.0;82.0;39.0;19.0;37.0;14.0;2.0;3.0;4.0;9.0;;;;;;11;4;1;11;13;14.0;5;50;52;12.0;88;;;91;2;2.0
158;Arbeidsduur 12 tot 20 uur per week;2003;22;26;;;;;;;;;;;;;;;;;;;;;;12;5;1;17;15;5.0;8;47;51;14.0;86;;;91;1;1.0
159;Arbeidsduur 12 tot 20 uur per week;2004;23;28;;;;;;;;;;;;;;;;;;;;;;14;4;1;11;15;13.0;9;49;48;15.0;87;;;92;2;2.0
160;Arbeidsduur 20 tot 35 uur per week;1997;19;23;41.0;14.0;37.0;8.0;34.0;29.0;37.0;79.0;46.0;15.0;32.0;10.0;1.0;3.0;4.0;10.0;17.0;;;;;12;6;3;14;17;23.0;12;54;53;21.0;83;;;92;2;2.0
161;Arbeidsduur 20 tot 35 uur per week;1998;19;22;40.0;14.0;37.0;8.0;33.0;31.0;42.0;78.0;39.0;22.0;41.0;14.0;2.0;4.0;3.0;10.0;15.0;;;;;12;6;2;15;19;17.0;15;56;53;20.0;81;;;92;1;1.0
162;Arbeidsduur 20 tot 35 uur per week;1999;19;20;39.0;12.0;38.0;6.0;36.0;32.0;41.0;78.0;45.0;22.0;43.0;12.0;1.0;3.0;4.0;10.0;18.0;;;;;11;6;3;12;18;22.0;10;51;53;25.0;84;15.0;13.0;93;3;1.0
163;Arbeidsduur 20 tot 35 uur per week;2000;19;20;40.0;12.0;40.0;5.0;33.0;33.0;42.0;79.0;48.0;19.0;37.0;9.0;0.0;3.0;4.0;9.0;17.0;;;;;10;7;3;15;17;24.0;12;51;51;21.0;83;12.0;12.0;92;2;2.0
164;Arbeidsduur 20 tot 35 uur per week;2001;18;23;42.0;15.0;40.0;8.0;35.0;30.0;43.0;78.0;49.0;22.0;40.0;12.0;1.0;4.0;5.0;10.0;17.0;;;;;11;5;3;14;17;22.0;9;50;48;22.0;84;;;92;3;2.0
165;Arbeidsduur 20 tot 35 uur per week;2002;20;22;42.0;12.0;41.0;5.0;32.0;31.0;48.0;82.0;48.0;20.0;37.0;9.0;1.0;3.0;4.0;9.0;18.0;;;;;12;7;3;15;16;23.0;11;52;50;22.0;86;;;92;1;2.0
166;Arbeidsduur 20 tot 35 uur per week;2003;19;21;;;;;;;;;;;;;;;;;;;;;;13;7;4;15;16;25.0;12;52;52;25.0;86;;;93;1;1.0
167;Arbeidsduur 20 tot 35 uur per week;2004;19;20;;;;;;;;;;;;;;;;;;;;;;12;7;3;13;17;18.0;13;53;53;21.0;84;;;92;3;2.0
168;Arbeidsduur 35 uur of meer per week;1997;22;25;44.0;14.0;41.0;11.0;32.0;35.0;36.0;83.0;40.0;17.0;31.0;8.0;1.0;15.0;13.0;32.0;17.0;24.0;33.0;10.0;1.0;23;10;6;19;25;55.0;10;67;62;29.0;82;;;91;3;3.0
169;Arbeidsduur 35 uur of meer per week;1998;20;23;45.0;14.0;40.0;10.0;34.0;34.0;38.0;80.0;34.0;22.0;40.0;12.0;1.0;15.0;13.0;31.0;15.0;23.0;41.0;14.0;0.0;22;10;6;18;24;56.0;9;66;60;30.0;84;;;92;3;3.0
170;Arbeidsduur 35 uur of meer per week;1999;19;23;46.0;14.0;42.0;10.0;34.0;33.0;41.0;82.0;42.0;21.0;36.0;12.0;2.0;15.0;13.0;30.0;20.0;26.0;39.0;17.0;3.0;21;9;6;18;23;57.0;9;65;60;30.0;82;18.0;15.0;91;2;3.0
171;Arbeidsduur 35 uur of meer per week;2000;19;23;44.0;14.0;43.0;10.0;33.0;34.0;44.0;80.0;43.0;18.0;35.0;10.0;1.0;14.0;13.0;30.0;18.0;26.0;38.0;13.0;2.0;21;9;7;19;25;54.0;10;64;60;28.0;86;17.0;17.0;92;2;2.0
172;Arbeidsduur 35 uur of meer per week;2001;20;23;48.0;15.0;45.0;10.0;32.0;34.0;47.0;83.0;41.0;22.0;35.0;11.0;1.0;15.0;13.0;30.0;18.0;26.0;35.0;13.0;1.0;21;9;6;18;23;56.0;10;64;59;25.0;85;;;92;2;3.0
173;Arbeidsduur 35 uur of meer per week;2002;18;22;48.0;14.0;46.0;11.0;32.0;33.0;49.0;83.0;43.0;20.0;38.0;10.0;1.0;15.0;13.0;29.0;18.0;27.0;36.0;10.0;2.0;20;8;6;18;22;56.0;9;65;59;27.0;85;;;93;2;2.0
174;Arbeidsduur 35 uur of meer per week;2003;20;23;;;;;;;;;;;;;;;;;;;;;;22;9;7;19;23;54.0;7;61;57;25.0;86;;;93;2;2.0
175;Arbeidsduur 35 uur of meer per week;2004;20;23;;;;;;;;;;;;;;;;;;;;;;23;9;7;19;23;60.0;8;63;59;28.0;84;;;92;2;2.0
176;0000b Landbouw, bosbouw, visserij (A+B);1997;39;48;42.0;19.0;60.0;34.0;5.0;77.0;28.0;96.0;49.0;15.0;20.0;6.0;0.0;48.0;20.0;64.0;20.0;;;;;60;20;3;13;30;;3;72;82;;66;;;88;1;1.0
177;0000b Landbouw, bosbouw, visserij (A+B);1998;42;45;48.0;22.0;58.0;31.0;6.0;76.0;23.0;95.0;34.0;;;;;38.0;21.0;64.0;12.0;;;;;61;19;5;6;22;;2;57;79;15.0;72;;;92;1;1.0
178;0000b Landbouw, bosbouw, visserij (A+B);1999;35;43;49.0;20.0;60.0;27.0;9.0;75.0;33.0;97.0;40.0;19.0;32.0;16.0;3.0;56.0;26.0;69.0;14.0;;;;;62;19;4;14;24;;3;68;85;32.0;73;9.0;11.0;93;1;1.0
179;0000b Landbouw, bosbouw, visserij (A+B);2000;42;49;40.0;23.0;48.0;26.0;14.0;72.0;35.0;94.0;53.0;22.0;27.0;14.0;0.0;47.0;22.0;67.0;17.0;;;;;62;22;5;14;26;;1;55;78;33.0;71;7.0;9.0;92;0;0.0
180;0000b Landbouw, bosbouw, visserij (A+B);2001;45;52;42.0;18.0;60.0;28.0;8.0;76.0;31.0;98.0;40.0;;;;;49.0;28.0;69.0;16.0;;;;;68;18;3;12;30;;0;59;78;41.0;80;;;95;0;1.0
181;0000b Landbouw, bosbouw, visserij (A+B);2002;53;57;40.0;23.0;62.0;41.0;6.0;81.0;34.0;94.0;50.0;25.0;41.0;16.0;4.0;61.0;27.0;75.0;16.0;;;;;71;22;11;17;29;;2;74;82;32.0;75;;;95;2;3.0
182;0000b Landbouw, bosbouw, visserij (A+B);2003;43;47;;;;;;;;;;;;;;;;;;;;;;69;26;4;18;23;;0;69;79;;82;;;93;1;0.0
183;0000b Landbouw, bosbouw, visserij (A+B);2004;39;46;;;;;;;;;;;;;;;;;;;;;;63;21;3;18;27;;1;60;73;34.0;72;;;93;2;0.0
184;1000m Nijverheid en energievoorziening;1997;29;35;45.0;20.0;48.0;18.0;25.0;50.0;42.0;87.0;44.0;21.0;38.0;9.0;1.0;18.0;27.0;51.0;17.0;23.0;35.0;11.0;1.0;41;14;11;34;43;73.0;16;58;52;31.0;81;;;89;2;4.0
185;1000m Nijverheid en energievoorziening;1998;28;34;41.0;20.0;45.0;18.0;24.0;48.0;47.0;85.0;40.0;29.0;47.0;14.0;1.0;18.0;27.0;49.0;15.0;22.0;45.0;10.0;0.0;41;17;11;36;42;79.0;14;57;49;29.0;83;;;90;2;4.0
186;1000m Nijverheid en energievoorziening;1999;30;34;41.0;20.0;52.0;17.0;25.0;51.0;49.0;86.0;46.0;27.0;41.0;13.0;4.0;17.0;28.0;51.0;19.0;26.0;37.0;17.0;2.0;39;16;10;31;41;77.0;13;51;50;33.0;81;22.0;14.0;90;2;4.0
187;1000m Nijverheid en energievoorziening;2000;28;35;44.0;18.0;51.0;18.0;22.0;51.0;51.0;87.0;46.0;26.0;40.0;12.0;1.0;16.0;27.0;48.0;19.0;28.0;39.0;15.0;1.0;39;14;10;36;44;75.0;14;53;46;33.0;85;18.0;16.0;89;2;4.0
188;1000m Nijverheid en energievoorziening;2001;30;37;45.0;23.0;51.0;17.0;25.0;50.0;53.0;86.0;44.0;27.0;38.0;9.0;1.0;17.0;27.0;50.0;16.0;27.0;30.0;9.0;0.0;39;14;10;34;43;78.0;14;52;44;30.0;84;;;92;2;4.0
189;1000m Nijverheid en energievoorziening;2002;28;32;47.0;19.0;53.0;17.0;24.0;49.0;54.0;89.0;45.0;23.0;42.0;10.0;1.0;15.0;28.0;50.0;20.0;30.0;38.0;12.0;0.0;40;11;10;32;40;79.0;12;50;45;29.0;84;;;88;2;3.0
190;1000m Nijverheid en energievoorziening;2003;29;34;;;;;;;;;;;;;;;;;;;;;;41;13;13;36;39;77.0;12;46;44;;85;;;92;2;4.0
191;1000m Nijverheid en energievoorziening;2004;29;35;;;;;;;;;;;;;;;;;;;;;;38;14;12;33;37;81.0;11;50;45;28.0;83;;;89;2;2.0
192;1000k Delfstoffenwinning en industrie;1997;22;28;44.0;14.0;45.0;13.0;28.0;41.0;40.0;84.0;44.0;20.0;38.0;8.0;0.0;20.0;21.0;44.0;18.0;18.0;29.0;9.0;0.0;35;16;9;40;42;70.0;23;61;54;30.0;80;;;89;3;4.0
193;1000k Delfstoffenwinning en industrie;1998;21;27;39.0;14.0;41.0;11.0;28.0;39.0;43.0;81.0;40.0;31.0;49.0;16.0;1.0;17.0;20.0;40.0;13.0;;;;;35;19;11;40;43;75.0;21;60;51;25.0;84;;;89;2;3.0
194;1000k Delfstoffenwinning en industrie;1999;22;27;45.0;17.0;49.0;12.0;28.0;44.0;49.0;85.0;43.0;28.0;41.0;16.0;5.0;16.0;21.0;42.0;19.0;;;;;31;16;8;36;41;74.0;19;56;52;30.0;80;20.0;14.0;89;2;4.0
195;1000k Delfstoffenwinning en industrie;2000;19;27;44.0;14.0;48.0;13.0;26.0;43.0;48.0;85.0;48.0;28.0;40.0;11.0;1.0;14.0;19.0;38.0;21.0;;;;;32;16;10;43;43;66.0;21;61;50;31.0;83;20.0;16.0;87;2;4.0
196;1000k Delfstoffenwinning en industrie;2001;22;28;43.0;19.0;46.0;13.0;29.0;41.0;50.0;82.0;43.0;26.0;40.0;9.0;1.0;17.0;20.0;43.0;16.0;;;;;34;16;8;43;44;74.0;22;56;46;27.0;83;;;91;3;4.0
197;1000k Delfstoffenwinning en industrie;2002;20;27;47.0;14.0;50.0;11.0;26.0;42.0;55.0;87.0;42.0;26.0;45.0;9.0;1.0;17.0;23.0;42.0;21.0;;;;;33;12;8;39;40;76.0;18;54;46;30.0;84;;;87;2;4.0
198;1000k Delfstoffenwinning en industrie;2003;19;24;;;;;;;;;;;;;;;;;;;;;;30;13;10;39;35;73.0;18;50;45;;84;;;90;2;3.0
199;1000k Delfstoffenwinning en industrie;2004;19;26;;;;;;;;;;;;;;;;;;;;;;28;13;8;34;33;75.0;17;51;46;27.0;83;;;87;3;2.0
200;45 Bouwnijverheid;1997;45;49;46.0;33.0;54.0;29.0;17.0;68.0;47.0;91.0;46.0;24.0;37.0;10.0;2.0;13.0;40.0;67.0;15.0;;;;;53;12;14;22;45;80.0;1;51;48;31.0;83;;;91;1;4.0
201;45 Bouwnijverheid;1998;42;47;45.0;30.0;54.0;30.0;16.0;65.0;56.0;92.0;41.0;27.0;45.0;10.0;1.0;19.0;41.0;67.0;17.0;;;;;52;13;12;27;42;86.0;2;51;47;38.0;82;;;93;2;4.0
202;45 Bouwnijverheid;1999;46;49;33.0;25.0;57.0;28.0;19.0;66.0;49.0;87.0;51.0;26.0;41.0;9.0;2.0;17.0;40.0;69.0;19.0;;;;;54;16;13;21;42;83.0;1;40;44;40.0;84;24.0;12.0;91;2;5.0
203;45 Bouwnijverheid;2000;44;51;44.0;25.0;57.0;27.0;15.0;67.0;57.0;90.0;44.0;23.0;41.0;12.0;1.0;19.0;42.0;67.0;17.0;;;;;53;12;11;23;46;90.0;3;38;39;38.0;88;14.0;16.0;92;1;4.0
204;45 Bouwnijverheid;2001;44;53;48.0;29.0;58.0;25.0;18.0;65.0;57.0;93.0;45.0;30.0;35.0;8.0;1.0;17.0;37.0;62.0;17.0;;;;;47;11;12;21;42;85.0;0;46;43;35.0;84;;;95;0;4.0
205;45 Bouwnijverheid;2002;41;40;46.0;27.0;60.0;27.0;19.0;62.0;53.0;92.0;50.0;20.0;37.0;10.0;2.0;12.0;36.0;63.0;18.0;;;;;54;10;14;19;41;84.0;1;43;45;26.0;84;;;91;2;3.0
206;45 Bouwnijverheid;2003;45;51;;;;;;;;;;;;;;;;;;;;;;58;13;19;32;45;81.0;1;40;43;;85;;;95;2;4.0
207;45 Bouwnijverheid;2004;45;50;;;;;;;;;;;;;;;;;;;;;;53;16;18;31;44;88.0;2;48;43;30.0;83;;;92;2;3.0
208;5000d Commerciële dienstverlening;1997;17;21;47.0;11.0;43.0;7.0;33.0;28.0;30.0;83.0;39.0;13.0;29.0;9.0;2.0;10.0;6.0;19.0;19.0;25.0;30.0;11.0;2.0;13;5;3;11;15;22.0;8;68;67;19.0;84;;;92;3;2.0
209;5000d Commerciële dienstverlening;1998;14;18;48.0;10.0;42.0;6.0;35.0;28.0;34.0;81.0;32.0;21.0;34.0;10.0;1.0;11.0;5.0;21.0;18.0;28.0;34.0;17.0;1.0;13;6;3;13;16;20.0;8;67;65;18.0;84;;;92;2;2.0
210;5000d Commerciële dienstverlening;1999;14;20;48.0;12.0;44.0;7.0;35.0;27.0;35.0;82.0;42.0;18.0;38.0;11.0;1.0;11.0;5.0;19.0;22.0;24.0;38.0;25.0;3.0;13;5;4;14;14;30.0;7;65;63;21.0;82;18.0;13.0;91;3;3.0
