ID;SIC2008;Countries;Periods;NumberOfActiveEnterprises_1;NetTurnover_2;ValueOfOutput_3;ValueAddedAtFactorCost_4;TotalPurchasesOfGoodsAndServices_5;PurchasesOfGoodsAndServicesPurch_6;EmployeeBenefitsExpense_7;GrossInvestmentInTangibleNonCurr_8;NumberOfSelfEmployedPersons_9;TotalIntraMuralRDExpenditure_10;TotalNumberOfRDPersonnel_11
1010;06 Extraction of crude petroleum and gas;Afghanistan;2021;;;;;;;;;;;
1011;06 Extraction of crude petroleum and gas;Afghanistan;2022;;;;;;;;;;;
1012;06 Extraction of crude petroleum and gas;Albania;2021;;;;;;;;;;;
1013;06 Extraction of crude petroleum and gas;Albania;2022;;;;;;;;;;;
1014;06 Extraction of crude petroleum and gas;Algeria;2021;;;;;;;;;;;
1015;06 Extraction of crude petroleum and gas;Algeria;2022;;;;;;;;;;;
1016;06 Extraction of crude petroleum and gas;American-Samoa;2021;;;;;;;;;;;
1017;06 Extraction of crude petroleum and gas;American-Samoa;2022;;;;;;;;;;;
1018;06 Extraction of crude petroleum and gas;American Virgin Islands;2021;;;;;;;;;;;
1019;06 Extraction of crude petroleum and gas;American Virgin Islands;2022;;;;;;;;;;;
1020;06 Extraction of crude petroleum and gas;Andorra;2021;;;;;;;;;;;
1021;06 Extraction of crude petroleum and gas;Andorra;2022;;;;;;;;;;;
1022;06 Extraction of crude petroleum and gas;Angola;2021;;;;;;;;;;;
1023;06 Extraction of crude petroleum and gas;Angola;2022;;;;;;;;;;;
1024;06 Extraction of crude petroleum and gas;Anguilla;2021;;;;;;;;;;;
1025;06 Extraction of crude petroleum and gas;Anguilla;2022;;;;;;;;;;;
1026;06 Extraction of crude petroleum and gas;Antartica;2021;;;;;;;;;;;
1027;06 Extraction of crude petroleum and gas;Antartica;2022;;;;;;;;;;;
1028;06 Extraction of crude petroleum and gas;Antigua and Barbuda;2021;;;;;;;;;;;
1029;06 Extraction of crude petroleum and gas;Antigua and Barbuda;2022;;;;;;;;;;;
1030;06 Extraction of crude petroleum and gas;Argentina;2021;;;;;;;;;;;
1031;06 Extraction of crude petroleum and gas;Argentina;2022;;;;;;;;;;;
1032;06 Extraction of crude petroleum and gas;Armenia;2021;;;;;;;;;;;
1033;06 Extraction of crude petroleum and gas;Armenia;2022;;;;;;;;;;;
1034;06 Extraction of crude petroleum and gas;Aruba;2021;;;;;;;;;;;
1035;06 Extraction of crude petroleum and gas;Aruba;2022;;;;;;;;;;;
1036;06 Extraction of crude petroleum and gas;Australia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1037;06 Extraction of crude petroleum and gas;Australia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1038;06 Extraction of crude petroleum and gas;Azerbaijan;2021;;;;;;;;;;;
1039;06 Extraction of crude petroleum and gas;Azerbaijan;2022;;;;;;;;;;;
1040;06 Extraction of crude petroleum and gas;Bahamas;2021;;;;;;;;;;;
1041;06 Extraction of crude petroleum and gas;Bahamas;2022;;;;;;;;;;;
1042;06 Extraction of crude petroleum and gas;Bhutan;2021;;;;;;;;;;;
1043;06 Extraction of crude petroleum and gas;Bhutan;2022;;;;;;;;;;;
1044;06 Extraction of crude petroleum and gas;Bahrain;2021;;;;;;;;;;;
1045;06 Extraction of crude petroleum and gas;Bahrain;2022;;;;;;;;;;;
1046;06 Extraction of crude petroleum and gas;Bangladesh;2021;;;;;;;;;;;
1047;06 Extraction of crude petroleum and gas;Bangladesh;2022;;;;;;;;;;;
1048;06 Extraction of crude petroleum and gas;Barbados;2021;;;;;;;;;;;
1049;06 Extraction of crude petroleum and gas;Barbados;2022;;;;;;;;;;;
1050;06 Extraction of crude petroleum and gas;Belgium;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1051;06 Extraction of crude petroleum and gas;Belgium;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1052;06 Extraction of crude petroleum and gas;Belize;2021;;;;;;;;;;;
1053;06 Extraction of crude petroleum and gas;Belize;2022;;;;;;;;;;;
1054;06 Extraction of crude petroleum and gas;Benin;2021;;;;;;;;;;;
1055;06 Extraction of crude petroleum and gas;Benin;2022;;;;;;;;;;;
1056;06 Extraction of crude petroleum and gas;Bermuda;2021;;;;;;;;;;;
1057;06 Extraction of crude petroleum and gas;Bermuda;2022;;;;;;;;;;;
1058;06 Extraction of crude petroleum and gas;Bolivia;2021;;;;;;;;;;;
1059;06 Extraction of crude petroleum and gas;Bolivia;2022;;;;;;;;;;;
1060;06 Extraction of crude petroleum and gas;Bosnia and Herzegovina;2021;;;;;;;;;;;
1061;06 Extraction of crude petroleum and gas;Bosnia and Herzegovina;2022;;;;;;;;;;;
1062;06 Extraction of crude petroleum and gas;Botswana;2021;;;;;;;;;;;
1063;06 Extraction of crude petroleum and gas;Botswana;2022;;;;;;;;;;;
1064;06 Extraction of crude petroleum and gas;Bouvet Island;2021;;;;;;;;;;;
1065;06 Extraction of crude petroleum and gas;Bouvet Island;2022;;;;;;;;;;;
1066;06 Extraction of crude petroleum and gas;Brazil;2021;;;;;;;;;;;
1067;06 Extraction of crude petroleum and gas;Brazil;2022;;;;;;;;;;;
1068;06 Extraction of crude petroleum and gas;British Indian Ocean Territory;2021;;;;;;;;;;;
1069;06 Extraction of crude petroleum and gas;British Indian Ocean Territory;2022;;;;;;;;;;;
1070;06 Extraction of crude petroleum and gas;British Virgin Islands;2021;;;;;;;;;;;
1071;06 Extraction of crude petroleum and gas;British Virgin Islands;2022;;;;;;;;;;;
1072;06 Extraction of crude petroleum and gas;Brunei;2021;;;;;;;;;;;
1073;06 Extraction of crude petroleum and gas;Brunei;2022;;;;;;;;;;;
1074;06 Extraction of crude petroleum and gas;Bulgaria;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1075;06 Extraction of crude petroleum and gas;Bulgaria;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1076;06 Extraction of crude petroleum and gas;Burkina Faso;2021;;;;;;;;;;;
1077;06 Extraction of crude petroleum and gas;Burkina Faso;2022;;;;;;;;;;;
1078;06 Extraction of crude petroleum and gas;Burundi;2021;;;;;;;;;;;
1079;06 Extraction of crude petroleum and gas;Burundi;2022;;;;;;;;;;;
1080;06 Extraction of crude petroleum and gas;Cambodia;2021;;;;;;;;;;;
1081;06 Extraction of crude petroleum and gas;Cambodia;2022;;;;;;;;;;;
1082;06 Extraction of crude petroleum and gas;Canada;2021;0.0;167.0;147.0;82.0;89.0;20.0;11.0;8.0;0.0;0.0;0.0
1083;06 Extraction of crude petroleum and gas;Canada;2022;0.0;;;;;;;;;;
1084;06 Extraction of crude petroleum and gas;Bonaire, Sint Eustatius and Saba;2021;;;;;;;;;;;
1085;06 Extraction of crude petroleum and gas;Bonaire, Sint Eustatius and Saba;2022;;;;;;;;;;;
1086;06 Extraction of crude petroleum and gas;Cayman Islands;2021;;;;;;;;;;;
1087;06 Extraction of crude petroleum and gas;Cayman Islands;2022;;;;;;;;;;;
1088;06 Extraction of crude petroleum and gas;Central African Republic;2021;;;;;;;;;;;
1089;06 Extraction of crude petroleum and gas;Central African Republic;2022;;;;;;;;;;;
1090;06 Extraction of crude petroleum and gas;Chile;2021;;;;;;;;;;;
1091;06 Extraction of crude petroleum and gas;Chile;2022;;;;;;;;;;;
1092;06 Extraction of crude petroleum and gas;China;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1093;06 Extraction of crude petroleum and gas;China;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1094;06 Extraction of crude petroleum and gas;Christmas Island;2021;;;;;;;;;;;
1095;06 Extraction of crude petroleum and gas;Christmas Island;2022;;;;;;;;;;;
1096;06 Extraction of crude petroleum and gas;Cocos Islands;2021;;;;;;;;;;;
1097;06 Extraction of crude petroleum and gas;Cocos Islands;2022;;;;;;;;;;;
1098;06 Extraction of crude petroleum and gas;Colombia;2021;;;;;;;;;;;
1099;06 Extraction of crude petroleum and gas;Colombia;2022;;;;;;;;;;;
1100;06 Extraction of crude petroleum and gas;Comoros;2021;;;;;;;;;;;
1101;06 Extraction of crude petroleum and gas;Comoros;2022;;;;;;;;;;;
1102;06 Extraction of crude petroleum and gas;Congo;2021;;;;;;;;;;;
1103;06 Extraction of crude petroleum and gas;Congo;2022;;;;;;;;;;;
1104;06 Extraction of crude petroleum and gas;Congo (Democratic Republic);2021;;;;;;;;;;;
1105;06 Extraction of crude petroleum and gas;Congo (Democratic Republic);2022;;;;;;;;;;;
1106;06 Extraction of crude petroleum and gas;Cook Islands;2021;;;;;;;;;;;
1107;06 Extraction of crude petroleum and gas;Cook Islands;2022;;;;;;;;;;;
1108;06 Extraction of crude petroleum and gas;Costa Rica;2021;;;;;;;;;;;
1109;06 Extraction of crude petroleum and gas;Costa Rica;2022;;;;;;;;;;;
1110;06 Extraction of crude petroleum and gas;Cuba;2021;;;;;;;;;;;
1111;06 Extraction of crude petroleum and gas;Cuba;2022;;;;;;;;;;;
1112;06 Extraction of crude petroleum and gas;Curaçao;2021;;;;;;;;;;;
1113;06 Extraction of crude petroleum and gas;Curaçao;2022;;;;;;;;;;;
1114;06 Extraction of crude petroleum and gas;Cyprus;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1115;06 Extraction of crude petroleum and gas;Cyprus;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1116;06 Extraction of crude petroleum and gas;Denmark;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1117;06 Extraction of crude petroleum and gas;Denmark;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1118;06 Extraction of crude petroleum and gas;Djibouti;2021;;;;;;;;;;;
1119;06 Extraction of crude petroleum and gas;Djibouti;2022;;;;;;;;;;;
1120;06 Extraction of crude petroleum and gas;Dominica;2021;;;;;;;;;;;
1121;06 Extraction of crude petroleum and gas;Dominica;2022;;;;;;;;;;;
1122;06 Extraction of crude petroleum and gas;Dominican Republic;2021;;;;;;;;;;;
1123;06 Extraction of crude petroleum and gas;Dominican Republic;2022;;;;;;;;;;;
1124;06 Extraction of crude petroleum and gas;Germany;2021;0.0;271.0;271.0;217.0;54.0;0.0;35.0;23.0;0.0;0.0;0.0
1125;06 Extraction of crude petroleum and gas;Germany;2022;0.0;;;;;;;;;;
1126;06 Extraction of crude petroleum and gas;Ecuador;2021;;;;;;;;;;;
1127;06 Extraction of crude petroleum and gas;Ecuador;2022;;;;;;;;;;;
1128;06 Extraction of crude petroleum and gas;Egypt;2021;;;;;;;;;;;
1129;06 Extraction of crude petroleum and gas;Egypt;2022;;;;;;;;;;;
1130;06 Extraction of crude petroleum and gas;El Salvador;2021;;;;;;;;;;;
1131;06 Extraction of crude petroleum and gas;El Salvador;2022;;;;;;;;;;;
1132;06 Extraction of crude petroleum and gas;Equatorial Guinea;2021;;;;;;;;;;;
1133;06 Extraction of crude petroleum and gas;Equatorial Guinea;2022;;;;;;;;;;;
1134;06 Extraction of crude petroleum and gas;Eritrea;2021;;;;;;;;;;;
1135;06 Extraction of crude petroleum and gas;Eritrea;2022;;;;;;;;;;;
1136;06 Extraction of crude petroleum and gas;Estonia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1137;06 Extraction of crude petroleum and gas;Estonia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1138;06 Extraction of crude petroleum and gas;Eswatini;2021;;;;;;;;;;;
1139;06 Extraction of crude petroleum and gas;Eswatini;2022;;;;;;;;;;;
1140;06 Extraction of crude petroleum and gas;Ethiopia;2021;;;;;;;;;;;
1141;06 Extraction of crude petroleum and gas;Ethiopia;2022;;;;;;;;;;;
1142;06 Extraction of crude petroleum and gas;Faroe Islands;2021;;;;;;;;;;;
1143;06 Extraction of crude petroleum and gas;Faroe Islands;2022;;;;;;;;;;;
1144;06 Extraction of crude petroleum and gas;Falkland Islands (Malvinas);2021;;;;;;;;;;;
1145;06 Extraction of crude petroleum and gas;Falkland Islands (Malvinas);2022;;;;;;;;;;;
1146;06 Extraction of crude petroleum and gas;Fiji;2021;;;;;;;;;;;
1147;06 Extraction of crude petroleum and gas;Fiji;2022;;;;;;;;;;;
1148;06 Extraction of crude petroleum and gas;Philippines;2021;;;;;;;;;;;
1149;06 Extraction of crude petroleum and gas;Philippines;2022;;;;;;;;;;;
1150;06 Extraction of crude petroleum and gas;Finland;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1151;06 Extraction of crude petroleum and gas;Finland;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1152;06 Extraction of crude petroleum and gas;France;2021;0.0;315.0;315.0;268.0;38.0;0.0;25.0;11.0;0.0;;
1153;06 Extraction of crude petroleum and gas;France;2022;0.0;;;;;;;;;;
1154;06 Extraction of crude petroleum and gas;French Southern Territories;2021;;;;;;;;;;;
1155;06 Extraction of crude petroleum and gas;French Southern Territories;2022;;;;;;;;;;;
1156;06 Extraction of crude petroleum and gas;French Polynesia;2021;;;;;;;;;;;
1157;06 Extraction of crude petroleum and gas;French Polynesia;2022;;;;;;;;;;;
1158;06 Extraction of crude petroleum and gas;Gabon;2021;;;;;;;;;;;
1159;06 Extraction of crude petroleum and gas;Gabon;2022;;;;;;;;;;;
1160;06 Extraction of crude petroleum and gas;Gambia;2021;;;;;;;;;;;
1161;06 Extraction of crude petroleum and gas;Gambia;2022;;;;;;;;;;;
1162;06 Extraction of crude petroleum and gas;Georgia;2021;;;;;;;;;;;
1163;06 Extraction of crude petroleum and gas;Georgia;2022;;;;;;;;;;;
1164;06 Extraction of crude petroleum and gas;Ghana;2021;;;;;;;;;;;
1165;06 Extraction of crude petroleum and gas;Ghana;2022;;;;;;;;;;;
1166;06 Extraction of crude petroleum and gas;Gibraltar;2021;;;;;;;;;;;
1167;06 Extraction of crude petroleum and gas;Gibraltar;2022;;;;;;;;;;;
1168;06 Extraction of crude petroleum and gas;Grenada;2021;;;;;;;;;;;
1169;06 Extraction of crude petroleum and gas;Grenada;2022;;;;;;;;;;;
1170;06 Extraction of crude petroleum and gas;Greece;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1171;06 Extraction of crude petroleum and gas;Greece;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1172;06 Extraction of crude petroleum and gas;Greenland;2021;;;;;;;;;;;
1173;06 Extraction of crude petroleum and gas;Greenland;2022;;;;;;;;;;;
1174;06 Extraction of crude petroleum and gas;Guam;2021;;;;;;;;;;;
1175;06 Extraction of crude petroleum and gas;Guam;2022;;;;;;;;;;;
1176;06 Extraction of crude petroleum and gas;Guatemala;2021;;;;;;;;;;;
1177;06 Extraction of crude petroleum and gas;Guatemala;2022;;;;;;;;;;;
1178;06 Extraction of crude petroleum and gas;Guernsey;2021;;;;;;;;;;;
1179;06 Extraction of crude petroleum and gas;Guernsey;2022;;;;;;;;;;;
1180;06 Extraction of crude petroleum and gas;Guinea-Bissau;2021;;;;;;;;;;;
1181;06 Extraction of crude petroleum and gas;Guinea-Bissau;2022;;;;;;;;;;;
1182;06 Extraction of crude petroleum and gas;Guinea;2021;;;;;;;;;;;
1183;06 Extraction of crude petroleum and gas;Guinea;2022;;;;;;;;;;;
1184;06 Extraction of crude petroleum and gas;Guyana;2021;;;;;;;;;;;
1185;06 Extraction of crude petroleum and gas;Guyana;2022;;;;;;;;;;;
1186;06 Extraction of crude petroleum and gas;Haiti;2021;;;;;;;;;;;
1187;06 Extraction of crude petroleum and gas;Haiti;2022;;;;;;;;;;;
1188;06 Extraction of crude petroleum and gas;Heard Island and McDonald Islands;2021;;;;;;;;;;;
1189;06 Extraction of crude petroleum and gas;Heard Island and McDonald Islands;2022;;;;;;;;;;;
1190;06 Extraction of crude petroleum and gas;Honduras;2021;;;;;;;;;;;
1191;06 Extraction of crude petroleum and gas;Honduras;2022;;;;;;;;;;;
1192;06 Extraction of crude petroleum and gas;Hungary;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1193;06 Extraction of crude petroleum and gas;Hungary;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1194;06 Extraction of crude petroleum and gas;Hong Kong;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1195;06 Extraction of crude petroleum and gas;Hong Kong;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1196;06 Extraction of crude petroleum and gas;Ireland;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1197;06 Extraction of crude petroleum and gas;Ireland;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1198;06 Extraction of crude petroleum and gas;Iceland;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1199;06 Extraction of crude petroleum and gas;Iceland;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1200;06 Extraction of crude petroleum and gas;India;2021;;;;;;;;;;;
1201;06 Extraction of crude petroleum and gas;India;2022;;;;;;;;;;;
1202;06 Extraction of crude petroleum and gas;Indonesia;2021;;;;;;;;;;;
1203;06 Extraction of crude petroleum and gas;Indonesia;2022;;;;;;;;;;;
1204;06 Extraction of crude petroleum and gas;Iraq;2021;;;;;;;;;;;
1205;06 Extraction of crude petroleum and gas;Iraq;2022;;;;;;;;;;;
1206;06 Extraction of crude petroleum and gas;Iran;2021;;;;;;;;;;;
1207;06 Extraction of crude petroleum and gas;Iran;2022;;;;;;;;;;;
1208;06 Extraction of crude petroleum and gas;Israel;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1209;06 Extraction of crude petroleum and gas;Israel;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1210;06 Extraction of crude petroleum and gas;Italy;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1211;06 Extraction of crude petroleum and gas;Italy;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1212;06 Extraction of crude petroleum and gas;Ivory Coast;2021;;;;;;;;;;;
1213;06 Extraction of crude petroleum and gas;Ivory Coast;2022;;;;;;;;;;;
1214;06 Extraction of crude petroleum and gas;Jamaica;2021;;;;;;;;;;;
1215;06 Extraction of crude petroleum and gas;Jamaica;2022;;;;;;;;;;;
1216;06 Extraction of crude petroleum and gas;Japan;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1217;06 Extraction of crude petroleum and gas;Japan;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1218;06 Extraction of crude petroleum and gas;Yemen;2021;;;;;;;;;;;
1219;06 Extraction of crude petroleum and gas;Yemen;2022;;;;;;;;;;;
1220;06 Extraction of crude petroleum and gas;Jersey;2021;;;;;;;;;;;
1221;06 Extraction of crude petroleum and gas;Jersey;2022;;;;;;;;;;;
1222;06 Extraction of crude petroleum and gas;Jordan;2021;;;;;;;;;;;
1223;06 Extraction of crude petroleum and gas;Jordan;2022;;;;;;;;;;;
1224;06 Extraction of crude petroleum and gas;Cape Verde;2021;;;;;;;;;;;
1225;06 Extraction of crude petroleum and gas;Cape Verde;2022;;;;;;;;;;;
1226;06 Extraction of crude petroleum and gas;Cameroon;2021;;;;;;;;;;;
1227;06 Extraction of crude petroleum and gas;Cameroon;2022;;;;;;;;;;;
1228;06 Extraction of crude petroleum and gas;Qatar;2021;;;;;;;;;;;
1229;06 Extraction of crude petroleum and gas;Qatar;2022;;;;;;;;;;;
1230;06 Extraction of crude petroleum and gas;Kazakhstan;2021;;;;;;;;;;;
1231;06 Extraction of crude petroleum and gas;Kazakhstan;2022;;;;;;;;;;;
1232;06 Extraction of crude petroleum and gas;Kenya;2021;;;;;;;;;;;
1233;06 Extraction of crude petroleum and gas;Kenya;2022;;;;;;;;;;;
1234;06 Extraction of crude petroleum and gas;Kosovo;2021;;;;;;;;;;;
1235;06 Extraction of crude petroleum and gas;Kosovo;2022;;;;;;;;;;;
1236;06 Extraction of crude petroleum and gas;Kyrgyz;2021;;;;;;;;;;;
1237;06 Extraction of crude petroleum and gas;Kyrgyz;2022;;;;;;;;;;;
1238;06 Extraction of crude petroleum and gas;Kiribati;2021;;;;;;;;;;;
1239;06 Extraction of crude petroleum and gas;Kiribati;2022;;;;;;;;;;;
1240;06 Extraction of crude petroleum and gas;Kuwait;2021;;;;;;;;;;;
1241;06 Extraction of crude petroleum and gas;Kuwait;2022;;;;;;;;;;;
1242;06 Extraction of crude petroleum and gas;Croatia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1243;06 Extraction of crude petroleum and gas;Croatia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1244;06 Extraction of crude petroleum and gas;Laos;2021;;;;;;;;;;;
1245;06 Extraction of crude petroleum and gas;Laos;2022;;;;;;;;;;;
1246;06 Extraction of crude petroleum and gas;Lesotho;2021;;;;;;;;;;;
1247;06 Extraction of crude petroleum and gas;Lesotho;2022;;;;;;;;;;;
1248;06 Extraction of crude petroleum and gas;Latvia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1249;06 Extraction of crude petroleum and gas;Latvia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1250;06 Extraction of crude petroleum and gas;Lebanon;2021;;;;;;;;;;;
1251;06 Extraction of crude petroleum and gas;Lebanon;2022;;;;;;;;;;;
1252;06 Extraction of crude petroleum and gas;Liberia;2021;;;;;;;;;;;
1253;06 Extraction of crude petroleum and gas;Liberia;2022;;;;;;;;;;;
1254;06 Extraction of crude petroleum and gas;Libya;2021;;;;;;;;;;;
1255;06 Extraction of crude petroleum and gas;Libya;2022;;;;;;;;;;;
1256;06 Extraction of crude petroleum and gas;Liechtenstein;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1257;06 Extraction of crude petroleum and gas;Liechtenstein;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1258;06 Extraction of crude petroleum and gas;Lithuania;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1259;06 Extraction of crude petroleum and gas;Lithuania;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1260;06 Extraction of crude petroleum and gas;Luxembourg;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1261;06 Extraction of crude petroleum and gas;Luxembourg;2022;0.0;;;;;;;0.0;0.0;0.0;0.0
1262;06 Extraction of crude petroleum and gas;Macao;2021;;;;;;;;;;;
1263;06 Extraction of crude petroleum and gas;Macao;2022;;;;;;;;;;;
1264;06 Extraction of crude petroleum and gas;Macedonia;2021;;;;;;;;;;;
1265;06 Extraction of crude petroleum and gas;Macedonia;2022;;;;;;;;;;;
1266;06 Extraction of crude petroleum and gas;Madagascar;2021;;;;;;;;;;;
1267;06 Extraction of crude petroleum and gas;Madagascar;2022;;;;;;;;;;;
1268;06 Extraction of crude petroleum and gas;Malawi;2021;;;;;;;;;;;
1269;06 Extraction of crude petroleum and gas;Malawi;2022;;;;;;;;;;;
1270;06 Extraction of crude petroleum and gas;Maldives;2021;;;;;;;;;;;
1271;06 Extraction of crude petroleum and gas;Maldives;2022;;;;;;;;;;;
1272;06 Extraction of crude petroleum and gas;Malaysia;2021;;;;;;;;;;;
1273;06 Extraction of crude petroleum and gas;Malaysia;2022;;;;;;;;;;;
1274;06 Extraction of crude petroleum and gas;Mali;2021;;;;;;;;;;;
1275;06 Extraction of crude petroleum and gas;Mali;2022;;;;;;;;;;;
1276;06 Extraction of crude petroleum and gas;Malta;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1277;06 Extraction of crude petroleum and gas;Malta;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1278;06 Extraction of crude petroleum and gas;Man;2021;;;;;;;;;;;
1279;06 Extraction of crude petroleum and gas;Man;2022;;;;;;;;;;;
1280;06 Extraction of crude petroleum and gas;Morocco;2021;;;;;;;;;;;
1281;06 Extraction of crude petroleum and gas;Morocco;2022;;;;;;;;;;;
1282;06 Extraction of crude petroleum and gas;Marshall Islands;2021;;;;;;;;;;;
1283;06 Extraction of crude petroleum and gas;Marshall Islands;2022;;;;;;;;;;;
1284;06 Extraction of crude petroleum and gas;Mauritania;2021;;;;;;;;;;;
1285;06 Extraction of crude petroleum and gas;Mauritania;2022;;;;;;;;;;;
1286;06 Extraction of crude petroleum and gas;Mauritius;2021;;;;;;;;;;;
1287;06 Extraction of crude petroleum and gas;Mauritius;2022;;;;;;;;;;;
1288;06 Extraction of crude petroleum and gas;Mexico;2021;;;;;;;;;;;
1289;06 Extraction of crude petroleum and gas;Mexico;2022;;;;;;;;;;;
1290;06 Extraction of crude petroleum and gas;Micronesia;2021;;;;;;;;;;;
1291;06 Extraction of crude petroleum and gas;Micronesia;2022;;;;;;;;;;;
1292;06 Extraction of crude petroleum and gas;Moldova;2021;;;;;;;;;;;
1293;06 Extraction of crude petroleum and gas;Moldova;2022;;;;;;;;;;;
1294;06 Extraction of crude petroleum and gas;Mongolia;2021;;;;;;;;;;;
1295;06 Extraction of crude petroleum and gas;Mongolia;2022;;;;;;;;;;;
1296;06 Extraction of crude petroleum and gas;Montenegro;2021;;;;;;;;;;;
1297;06 Extraction of crude petroleum and gas;Montenegro;2022;;;;;;;;;;;
1298;06 Extraction of crude petroleum and gas;Montserrat;2021;;;;;;;;;;;
1299;06 Extraction of crude petroleum and gas;Montserrat;2022;;;;;;;;;;;
1300;06 Extraction of crude petroleum and gas;Mozambique;2021;;;;;;;;;;;
1301;06 Extraction of crude petroleum and gas;Mozambique;2022;;;;;;;;;;;
1302;06 Extraction of crude petroleum and gas;Myanmar;2021;;;;;;;;;;;
1303;06 Extraction of crude petroleum and gas;Myanmar;2022;;;;;;;;;;;
1304;06 Extraction of crude petroleum and gas;Namibia;2021;;;;;;;;;;;
1305;06 Extraction of crude petroleum and gas;Namibia;2022;;;;;;;;;;;
1306;06 Extraction of crude petroleum and gas;Nauru;2021;;;;;;;;;;;
1307;06 Extraction of crude petroleum and gas;Nauru;2022;;;;;;;;;;;
1308;06 Extraction of crude petroleum and gas;Netherlands Antilles;2021;;;;;;;;;;;
1309;06 Extraction of crude petroleum and gas;Netherlands Antilles;2022;;;;;;;;;;;
1310;06 Extraction of crude petroleum and gas;Nepal;2021;;;;;;;;;;;
1311;06 Extraction of crude petroleum and gas;Nepal;2022;;;;;;;;;;;
1312;06 Extraction of crude petroleum and gas;Nicaragua;2021;;;;;;;;;;;
1313;06 Extraction of crude petroleum and gas;Nicaragua;2022;;;;;;;;;;;
1314;06 Extraction of crude petroleum and gas;New Caledonia;2021;;;;;;;;;;;
1315;06 Extraction of crude petroleum and gas;New Caledonia;2022;;;;;;;;;;;
