ID;SIC2008;Countries;Periods;NumberOfActiveEnterprises_1;NetTurnover_2;ValueOfOutput_3;ValueAddedAtFactorCost_4;TotalPurchasesOfGoodsAndServices_5;PurchasesOfGoodsAndServicesPurch_6;EmployeeBenefitsExpense_7;GrossInvestmentInTangibleNonCurr_8;NumberOfSelfEmployedPersons_9;TotalIntraMuralRDExpenditure_10;TotalNumberOfRDPersonnel_11
5254;13 Manufacture of textiles;Mauritius;2021;;;;;;;;;;;
5255;13 Manufacture of textiles;Mauritius;2022;;;;;;;;;;;
5256;13 Manufacture of textiles;Mexico;2021;;;;;;;;;;;
5257;13 Manufacture of textiles;Mexico;2022;;;;;;;;;;;
5258;13 Manufacture of textiles;Micronesia;2021;;;;;;;;;;;
5259;13 Manufacture of textiles;Micronesia;2022;;;;;;;;;;;
5260;13 Manufacture of textiles;Moldova;2021;;;;;;;;;;;
5261;13 Manufacture of textiles;Moldova;2022;;;;;;;;;;;
5262;13 Manufacture of textiles;Mongolia;2021;;;;;;;;;;;
5263;13 Manufacture of textiles;Mongolia;2022;;;;;;;;;;;
5264;13 Manufacture of textiles;Montenegro;2021;;;;;;;;;;;
5265;13 Manufacture of textiles;Montenegro;2022;;;;;;;;;;;
5266;13 Manufacture of textiles;Montserrat;2021;;;;;;;;;;;
5267;13 Manufacture of textiles;Montserrat;2022;;;;;;;;;;;
5268;13 Manufacture of textiles;Mozambique;2021;;;;;;;;;;;
5269;13 Manufacture of textiles;Mozambique;2022;;;;;;;;;;;
5270;13 Manufacture of textiles;Myanmar;2021;;;;;;;;;;;
5271;13 Manufacture of textiles;Myanmar;2022;;;;;;;;;;;
5272;13 Manufacture of textiles;Namibia;2021;;;;;;;;;;;
5273;13 Manufacture of textiles;Namibia;2022;;;;;;;;;;;
5274;13 Manufacture of textiles;Nauru;2021;;;;;;;;;;;
5275;13 Manufacture of textiles;Nauru;2022;;;;;;;;;;;
5276;13 Manufacture of textiles;Netherlands Antilles;2021;;;;;;;;;;;
5277;13 Manufacture of textiles;Netherlands Antilles;2022;;;;;;;;;;;
5278;13 Manufacture of textiles;Nepal;2021;;;;;;;;;;;
5279;13 Manufacture of textiles;Nepal;2022;;;;;;;;;;;
5280;13 Manufacture of textiles;Nicaragua;2021;;;;;;;;;;;
5281;13 Manufacture of textiles;Nicaragua;2022;;;;;;;;;;;
5282;13 Manufacture of textiles;New Caledonia;2021;;;;;;;;;;;
5283;13 Manufacture of textiles;New Caledonia;2022;;;;;;;;;;;
5284;13 Manufacture of textiles;New Zealand;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5285;13 Manufacture of textiles;New Zealand;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5286;13 Manufacture of textiles;Niger;2021;;;;;;;;;;;
5287;13 Manufacture of textiles;Niger;2022;;;;;;;;;;;
5288;13 Manufacture of textiles;Nigeria;2021;;;;;;;;;;;
5289;13 Manufacture of textiles;Nigeria;2022;;;;;;;;;;;
5290;13 Manufacture of textiles;Niue;2021;;;;;;;;;;;
5291;13 Manufacture of textiles;Niue;2022;;;;;;;;;;;
5292;13 Manufacture of textiles;Northern Mariana Islands;2021;;;;;;;;;;;
5293;13 Manufacture of textiles;Northern Mariana Islands;2022;;;;;;;;;;;
5294;13 Manufacture of textiles;North Korea;2021;;;;;;;;;;;
5295;13 Manufacture of textiles;North Korea;2022;;;;;;;;;;;
5296;13 Manufacture of textiles;Norway;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5297;13 Manufacture of textiles;Norway;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5298;13 Manufacture of textiles;Norfolk Island;2021;;;;;;;;;;;
5299;13 Manufacture of textiles;Norfolk Island;2022;;;;;;;;;;;
5300;13 Manufacture of textiles;Ukraine;2021;;;;;;;;;;;
5301;13 Manufacture of textiles;Ukraine;2022;;;;;;;;;;;
5302;13 Manufacture of textiles;Uzbekistan;2021;;;;;;;;;;;
5303;13 Manufacture of textiles;Uzbekistan;2022;;;;;;;;;;;
5304;13 Manufacture of textiles;Oman;2021;;;;;;;;;;;
5305;13 Manufacture of textiles;Oman;2022;;;;;;;;;;;
5306;13 Manufacture of textiles;Austria;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5307;13 Manufacture of textiles;Austria;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5308;13 Manufacture of textiles;Pakistan;2021;;;;;;;;;;;
5309;13 Manufacture of textiles;Pakistan;2022;;;;;;;;;;;
5310;13 Manufacture of textiles;Palau;2021;;;;;;;;;;;
5311;13 Manufacture of textiles;Palau;2022;;;;;;;;;;;
5312;13 Manufacture of textiles;Occupied Palestinian Territory;2021;;;;;;;;;;;
5313;13 Manufacture of textiles;Occupied Palestinian Territory;2022;;;;;;;;;;;
5314;13 Manufacture of textiles;Panama;2021;;;;;;;;;;;
5315;13 Manufacture of textiles;Panama;2022;;;;;;;;;;;
5316;13 Manufacture of textiles;Papua New Guinea;2021;;;;;;;;;;;
5317;13 Manufacture of textiles;Papua New Guinea;2022;;;;;;;;;;;
5318;13 Manufacture of textiles;Paraguay;2021;;;;;;;;;;;
5319;13 Manufacture of textiles;Paraguay;2022;;;;;;;;;;;
5320;13 Manufacture of textiles;Peru;2021;;;;;;;;;;;
5321;13 Manufacture of textiles;Peru;2022;;;;;;;;;;;
5322;13 Manufacture of textiles;Pitcairn Islands;2021;;;;;;;;;;;
5323;13 Manufacture of textiles;Pitcairn Islands;2022;;;;;;;;;;;
5324;13 Manufacture of textiles;Poland;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5325;13 Manufacture of textiles;Poland;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5326;13 Manufacture of textiles;Portugal;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5327;13 Manufacture of textiles;Portugal;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5328;13 Manufacture of textiles;Romania;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5329;13 Manufacture of textiles;Romania;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5330;13 Manufacture of textiles;Russia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5331;13 Manufacture of textiles;Russia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5332;13 Manufacture of textiles;Rwanda;2021;;;;;;;;;;;
5333;13 Manufacture of textiles;Rwanda;2022;;;;;;;;;;;
5334;13 Manufacture of textiles;St Kitts and Nevis;2021;;;;;;;;;;;
5335;13 Manufacture of textiles;St Kitts and Nevis;2022;;;;;;;;;;;
5336;13 Manufacture of textiles;St Vincent and the Grenadines;2021;;;;;;;;;;;
5337;13 Manufacture of textiles;St Vincent and the Grenadines;2022;;;;;;;;;;;
5338;13 Manufacture of textiles;Solomon Islands;2021;;;;;;;;;;;
5339;13 Manufacture of textiles;Solomon Islands;2022;;;;;;;;;;;
5340;13 Manufacture of textiles;Samoa;2021;;;;;;;;;;;
5341;13 Manufacture of textiles;Samoa;2022;;;;;;;;;;;
5342;13 Manufacture of textiles;San Marino;2021;;;;;;;;;;;
5343;13 Manufacture of textiles;San Marino;2022;;;;;;;;;;;
5344;13 Manufacture of textiles;Sao Tome and Principe;2021;;;;;;;;;;;
5345;13 Manufacture of textiles;Sao Tome and Principe;2022;;;;;;;;;;;
5346;13 Manufacture of textiles;Saudi Arabia;2021;;;;;;;;;;;
5347;13 Manufacture of textiles;Saudi Arabia;2022;;;;;;;;;;;
5348;13 Manufacture of textiles;Senegal;2021;;;;;;;;;;;
5349;13 Manufacture of textiles;Senegal;2022;;;;;;;;;;;
5350;13 Manufacture of textiles;Serbia;2021;;;;;;;;;;;
5351;13 Manufacture of textiles;Serbia;2022;;;;;;;;;;;
5352;13 Manufacture of textiles;Seychelles;2021;;;;;;;;;;;
5353;13 Manufacture of textiles;Seychelles;2022;;;;;;;;;;;
5354;13 Manufacture of textiles;Sierra Leone;2021;;;;;;;;;;;
5355;13 Manufacture of textiles;Sierra Leone;2022;;;;;;;;;;;
5356;13 Manufacture of textiles;Singapore;2021;;;;;;;;;;;
5357;13 Manufacture of textiles;Singapore;2022;;;;;;;;;;;
5358;13 Manufacture of textiles;Saint Helena,Ascension,Tristan da Cunha;2021;;;;;;;;;;;
5359;13 Manufacture of textiles;Saint Helena,Ascension,Tristan da Cunha;2022;;;;;;;;;;;
5360;13 Manufacture of textiles;St Lucia;2021;;;;;;;;;;;
5361;13 Manufacture of textiles;St Lucia;2022;;;;;;;;;;;
5362;13 Manufacture of textiles;Saint Maarten (Dutch part);2021;;;;;;;;;;;
5363;13 Manufacture of textiles;Saint Maarten (Dutch part);2022;;;;;;;;;;;
5364;13 Manufacture of textiles;Slovenia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5365;13 Manufacture of textiles;Slovenia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5366;13 Manufacture of textiles;Slovakia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5367;13 Manufacture of textiles;Slovakia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5368;13 Manufacture of textiles;Sudan;2021;;;;;;;;;;;
5369;13 Manufacture of textiles;Sudan;2022;;;;;;;;;;;
5370;13 Manufacture of textiles;Somalia;2021;;;;;;;;;;;
5371;13 Manufacture of textiles;Somalia;2022;;;;;;;;;;;
5372;13 Manufacture of textiles;Spain;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5373;13 Manufacture of textiles;Spain;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5374;13 Manufacture of textiles;Sri Lanka;2021;;;;;;;;;;;
5375;13 Manufacture of textiles;Sri Lanka;2022;;;;;;;;;;;
5376;13 Manufacture of textiles;Suriname;2021;;;;;;;;;;;
5377;13 Manufacture of textiles;Suriname;2022;;;;;;;;;;;
5378;13 Manufacture of textiles;Swaziland;2021;;;;;;;;;;;
5379;13 Manufacture of textiles;Swaziland;2022;;;;;;;;;;;
5380;13 Manufacture of textiles;Syria;2021;;;;;;;;;;;
5381;13 Manufacture of textiles;Syria;2022;;;;;;;;;;;
5382;13 Manufacture of textiles;Tajikistan;2021;;;;;;;;;;;
5383;13 Manufacture of textiles;Tajikistan;2022;;;;;;;;;;;
5384;13 Manufacture of textiles;Taiwan;2021;;;;;;;;;;;
5385;13 Manufacture of textiles;Taiwan;2022;;;;;;;;;;;
5386;13 Manufacture of textiles;Tanzania;2021;;;;;;;;;;;
5387;13 Manufacture of textiles;Tanzania;2022;;;;;;;;;;;
5388;13 Manufacture of textiles;Thailand;2021;;;;;;;;;;;
5389;13 Manufacture of textiles;Thailand;2022;;;;;;;;;;;
5390;13 Manufacture of textiles;Timor-Leste;2021;;;;;;;;;;;
5391;13 Manufacture of textiles;Timor-Leste;2022;;;;;;;;;;;
5392;13 Manufacture of textiles;Togo;2021;;;;;;;;;;;
5393;13 Manufacture of textiles;Togo;2022;;;;;;;;;;;
5394;13 Manufacture of textiles;Tokelau;2021;;;;;;;;;;;
5395;13 Manufacture of textiles;Tokelau;2022;;;;;;;;;;;
5396;13 Manufacture of textiles;Tonga;2021;;;;;;;;;;;
5397;13 Manufacture of textiles;Tonga;2022;;;;;;;;;;;
5398;13 Manufacture of textiles;Trinidad and Tobago;2021;;;;;;;;;;;
5399;13 Manufacture of textiles;Trinidad and Tobago;2022;;;;;;;;;;;
5400;13 Manufacture of textiles;Chad;2021;;;;;;;;;;;
5401;13 Manufacture of textiles;Chad;2022;;;;;;;;;;;
5402;13 Manufacture of textiles;Czech Republic;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5403;13 Manufacture of textiles;Czech Republic;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5404;13 Manufacture of textiles;Tunisia;2021;;;;;;;;;;;
5405;13 Manufacture of textiles;Tunisia;2022;;;;;;;;;;;
5406;13 Manufacture of textiles;Turkey;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5407;13 Manufacture of textiles;Turkey;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5408;13 Manufacture of textiles;Turkmenistan;2021;;;;;;;;;;;
5409;13 Manufacture of textiles;Turkmenistan;2022;;;;;;;;;;;
5410;13 Manufacture of textiles;Turks and Caicos islands;2021;;;;;;;;;;;
5411;13 Manufacture of textiles;Turks and Caicos islands;2022;;;;;;;;;;;
5412;13 Manufacture of textiles;Tuvalu;2021;;;;;;;;;;;
5413;13 Manufacture of textiles;Tuvalu;2022;;;;;;;;;;;
5414;13 Manufacture of textiles;Uganda;2021;;;;;;;;;;;
5415;13 Manufacture of textiles;Uganda;2022;;;;;;;;;;;
5416;13 Manufacture of textiles;Uruguay;2021;;;;;;;;;;;
5417;13 Manufacture of textiles;Uruguay;2022;;;;;;;;;;;
5418;13 Manufacture of textiles;Vanuatu;2021;;;;;;;;;;;
5419;13 Manufacture of textiles;Vanuatu;2022;;;;;;;;;;;
5420;13 Manufacture of textiles;Vatican City;2021;;;;;;;;;;;
5421;13 Manufacture of textiles;Vatican City;2022;;;;;;;;;;;
5422;13 Manufacture of textiles;Venezuela;2021;;;;;;;;;;;
5423;13 Manufacture of textiles;Venezuela;2022;;;;;;;;;;;
5424;13 Manufacture of textiles;United Kingdom;2021;5.0;76.0;75.0;21.0;51.0;1.0;16.0;1.0;0.0;;
5425;13 Manufacture of textiles;United Kingdom;2022;5.0;;;;;;;;;;
5426;13 Manufacture of textiles;United Arab Emirates;2021;;;;;;;;;;;
5427;13 Manufacture of textiles;United Arab Emirates;2022;;;;;;;;;;;
5428;13 Manufacture of textiles;United States;2021;5.0;300.0;303.0;76.0;233.0;3.0;50.0;7.0;1.0;;
5429;13 Manufacture of textiles;United States;2022;10.0;;;;;;;;;9.0;0.0
5430;13 Manufacture of textiles;United States Minor Outlying Islands;2021;;;;;;;;;;;
5431;13 Manufacture of textiles;United States Minor Outlying Islands;2022;;;;;;;;;;;
5432;13 Manufacture of textiles;Viet Nam;2021;;;;;;;;;;;
5433;13 Manufacture of textiles;Viet Nam;2022;;;;;;;;;;;
5434;13 Manufacture of textiles;Wallis and Futuna;2021;;;;;;;;;;;
5435;13 Manufacture of textiles;Wallis and Futuna;2022;;;;;;;;;;;
5436;13 Manufacture of textiles;Belarus;2021;;;;;;;;;;;
5437;13 Manufacture of textiles;Belarus;2022;;;;;;;;;;;
5438;13 Manufacture of textiles;Zambia;2021;;;;;;;;;;;
5439;13 Manufacture of textiles;Zambia;2022;;;;;;;;;;;
5440;13 Manufacture of textiles;Zimbabwe;2021;;;;;;;;;;;
5441;13 Manufacture of textiles;Zimbabwe;2022;;;;;;;;;;;
5442;13 Manufacture of textiles;South Sudan;2021;;;;;;;;;;;
5443;13 Manufacture of textiles;South Sudan;2022;;;;;;;;;;;
5444;13 Manufacture of textiles;South Africa;2021;;;;;;;;;;;
5445;13 Manufacture of textiles;South Africa;2022;;;;;;;;;;;
5446;13 Manufacture of textiles;South Georgia and South Sandwich Islands;2021;;;;;;;;;;;
5447;13 Manufacture of textiles;South Georgia and South Sandwich Islands;2022;;;;;;;;;;;
5448;13 Manufacture of textiles;South Korea;2021;;;;;;;;;;;
5449;13 Manufacture of textiles;South Korea;2022;;;;;;;;;;;
5450;13 Manufacture of textiles;Sweden;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5451;13 Manufacture of textiles;Sweden;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5452;13 Manufacture of textiles;Switzerland;2021;0.0;14.0;14.0;7.0;7.0;0.0;3.0;0.0;0.0;0.0;0.0
5453;13 Manufacture of textiles;Switzerland;2022;5.0;;;;;;;;;;
5454;13 Manufacture of textiles;Foreign countries;2021;;;;;;;;;;;
5455;13 Manufacture of textiles;Foreign countries;2022;;;;;;;;;;;
5456;13-15 Man. of textile-, leatherproducts;Locus of control: domestic and foreign;2021;6300.0;;;;;;;96.0;18.0;;
5457;13-15 Man. of textile-, leatherproducts;Locus of control: domestic and foreign;2022;6635.0;4688.0;4242.0;1368.0;3453.0;542.0;798.0;144.0;18.0;;
5458;13-15 Man. of textile-, leatherproducts;Locus of control: domestic;2021;6240.0;3414.0;3072.0;1117.0;2412.0;421.0;607.0;66.0;15.0;;
5459;13-15 Man. of textile-, leatherproducts;Locus of control: domestic;2022;6570.0;2989.0;2683.0;897.0;2187.0;386.0;491.0;83.0;14.0;;
5460;13-15 Man. of textile-, leatherproducts;Locus of control: foreign;2021;60.0;;;;;;;29.0;3.0;;
5461;13-15 Man. of textile-, leatherproducts;Locus of control: foreign;2022;65.0;1699.0;1560.0;471.0;1266.0;156.0;307.0;61.0;4.0;;
5462;13-15 Man. of textile-, leatherproducts;Equally-shared control;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5463;13-15 Man. of textile-, leatherproducts;Equally-shared control;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5464;13-15 Man. of textile-, leatherproducts;European Union;2021;30.0;655.0;645.0;171.0;501.0;20.0;123.0;18.0;;13.0;0.0
5465;13-15 Man. of textile-, leatherproducts;European Union;2022;30.0;734.0;687.0;166.0;572.0;51.0;117.0;19.0;2.0;;
5466;13-15 Man. of textile-, leatherproducts;Non EU;2021;30.0;;;;;;;11.0;;;
5467;13-15 Man. of textile-, leatherproducts;Non EU;2022;35.0;965.0;873.0;305.0;694.0;105.0;190.0;42.0;2.0;;
5468;13-15 Man. of textile-, leatherproducts;Locus of control: Extra EU-27 not allo..;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5469;13-15 Man. of textile-, leatherproducts;Locus of control: Extra EU-27 not allo..;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5470;13-15 Man. of textile-, leatherproducts;Locus of control: Offshore fin. centres;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5471;13-15 Man. of textile-, leatherproducts;Locus of control: Offshore fin. centres;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5472;13-15 Man. of textile-, leatherproducts;Asia;2021;;;;;;;;;;;
5473;13-15 Man. of textile-, leatherproducts;Asia;2022;;;;;;;;;;;
5474;13-15 Man. of textile-, leatherproducts;Afghanistan;2021;;;;;;;;;;;
5475;13-15 Man. of textile-, leatherproducts;Afghanistan;2022;;;;;;;;;;;
5476;13-15 Man. of textile-, leatherproducts;Albania;2021;;;;;;;;;;;
5477;13-15 Man. of textile-, leatherproducts;Albania;2022;;;;;;;;;;;
5478;13-15 Man. of textile-, leatherproducts;Algeria;2021;;;;;;;;;;;
5479;13-15 Man. of textile-, leatherproducts;Algeria;2022;;;;;;;;;;;
5480;13-15 Man. of textile-, leatherproducts;American-Samoa;2021;;;;;;;;;;;
5481;13-15 Man. of textile-, leatherproducts;American-Samoa;2022;;;;;;;;;;;
5482;13-15 Man. of textile-, leatherproducts;American Virgin Islands;2021;;;;;;;;;;;
5483;13-15 Man. of textile-, leatherproducts;American Virgin Islands;2022;;;;;;;;;;;
5484;13-15 Man. of textile-, leatherproducts;Andorra;2021;;;;;;;;;;;
5485;13-15 Man. of textile-, leatherproducts;Andorra;2022;;;;;;;;;;;
5486;13-15 Man. of textile-, leatherproducts;Angola;2021;;;;;;;;;;;
5487;13-15 Man. of textile-, leatherproducts;Angola;2022;;;;;;;;;;;
5488;13-15 Man. of textile-, leatherproducts;Anguilla;2021;;;;;;;;;;;
5489;13-15 Man. of textile-, leatherproducts;Anguilla;2022;;;;;;;;;;;
5490;13-15 Man. of textile-, leatherproducts;Antartica;2021;;;;;;;;;;;
5491;13-15 Man. of textile-, leatherproducts;Antartica;2022;;;;;;;;;;;
5492;13-15 Man. of textile-, leatherproducts;Antigua and Barbuda;2021;;;;;;;;;;;
5493;13-15 Man. of textile-, leatherproducts;Antigua and Barbuda;2022;;;;;;;;;;;
5494;13-15 Man. of textile-, leatherproducts;Argentina;2021;;;;;;;;;;;
5495;13-15 Man. of textile-, leatherproducts;Argentina;2022;;;;;;;;;;;
5496;13-15 Man. of textile-, leatherproducts;Armenia;2021;;;;;;;;;;;
5497;13-15 Man. of textile-, leatherproducts;Armenia;2022;;;;;;;;;;;
5498;13-15 Man. of textile-, leatherproducts;Aruba;2021;;;;;;;;;;;
5499;13-15 Man. of textile-, leatherproducts;Aruba;2022;;;;;;;;;;;
5500;13-15 Man. of textile-, leatherproducts;Australia;2021;0.0;;;;;;;0.0;0.0;0.0;0.0
5501;13-15 Man. of textile-, leatherproducts;Australia;2022;0.0;;;;;;;0.0;0.0;0.0;0.0
5502;13-15 Man. of textile-, leatherproducts;Azerbaijan;2021;;;;;;;;;;;
5503;13-15 Man. of textile-, leatherproducts;Azerbaijan;2022;;;;;;;;;;;
5504;13-15 Man. of textile-, leatherproducts;Bahamas;2021;;;;;;;;;;;
5505;13-15 Man. of textile-, leatherproducts;Bahamas;2022;;;;;;;;;;;
5506;13-15 Man. of textile-, leatherproducts;Bhutan;2021;;;;;;;;;;;
5507;13-15 Man. of textile-, leatherproducts;Bhutan;2022;;;;;;;;;;;
5508;13-15 Man. of textile-, leatherproducts;Bahrain;2021;;;;;;;;;;;
5509;13-15 Man. of textile-, leatherproducts;Bahrain;2022;;;;;;;;;;;
5510;13-15 Man. of textile-, leatherproducts;Bangladesh;2021;;;;;;;;;;;
5511;13-15 Man. of textile-, leatherproducts;Bangladesh;2022;;;;;;;;;;;
5512;13-15 Man. of textile-, leatherproducts;Barbados;2021;;;;;;;;;;;
5513;13-15 Man. of textile-, leatherproducts;Barbados;2022;;;;;;;;;;;
5514;13-15 Man. of textile-, leatherproducts;Belgium;2021;10.0;150.0;142.0;32.0;121.0;11.0;26.0;;0.0;2.0;0.0
5515;13-15 Man. of textile-, leatherproducts;Belgium;2022;10.0;183.0;150.0;31.0;150.0;35.0;23.0;;0.0;;
5516;13-15 Man. of textile-, leatherproducts;Belize;2021;;;;;;;;;;;
5517;13-15 Man. of textile-, leatherproducts;Belize;2022;;;;;;;;;;;
5518;13-15 Man. of textile-, leatherproducts;Benin;2021;;;;;;;;;;;
5519;13-15 Man. of textile-, leatherproducts;Benin;2022;;;;;;;;;;;
5520;13-15 Man. of textile-, leatherproducts;Bermuda;2021;;;;;;;;;;;
5521;13-15 Man. of textile-, leatherproducts;Bermuda;2022;;;;;;;;;;;
5522;13-15 Man. of textile-, leatherproducts;Bolivia;2021;;;;;;;;;;;
5523;13-15 Man. of textile-, leatherproducts;Bolivia;2022;;;;;;;;;;;
5524;13-15 Man. of textile-, leatherproducts;Bosnia and Herzegovina;2021;;;;;;;;;;;
5525;13-15 Man. of textile-, leatherproducts;Bosnia and Herzegovina;2022;;;;;;;;;;;
5526;13-15 Man. of textile-, leatherproducts;Botswana;2021;;;;;;;;;;;
5527;13-15 Man. of textile-, leatherproducts;Botswana;2022;;;;;;;;;;;
5528;13-15 Man. of textile-, leatherproducts;Bouvet Island;2021;;;;;;;;;;;
5529;13-15 Man. of textile-, leatherproducts;Bouvet Island;2022;;;;;;;;;;;
5530;13-15 Man. of textile-, leatherproducts;Brazil;2021;;;;;;;;;;;
5531;13-15 Man. of textile-, leatherproducts;Brazil;2022;;;;;;;;;;;
5532;13-15 Man. of textile-, leatherproducts;British Indian Ocean Territory;2021;;;;;;;;;;;
5533;13-15 Man. of textile-, leatherproducts;British Indian Ocean Territory;2022;;;;;;;;;;;
5534;13-15 Man. of textile-, leatherproducts;British Virgin Islands;2021;;;;;;;;;;;
5535;13-15 Man. of textile-, leatherproducts;British Virgin Islands;2022;;;;;;;;;;;
5536;13-15 Man. of textile-, leatherproducts;Brunei;2021;;;;;;;;;;;
5537;13-15 Man. of textile-, leatherproducts;Brunei;2022;;;;;;;;;;;
5538;13-15 Man. of textile-, leatherproducts;Bulgaria;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5539;13-15 Man. of textile-, leatherproducts;Bulgaria;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5540;13-15 Man. of textile-, leatherproducts;Burkina Faso;2021;;;;;;;;;;;
5541;13-15 Man. of textile-, leatherproducts;Burkina Faso;2022;;;;;;;;;;;
5542;13-15 Man. of textile-, leatherproducts;Burundi;2021;;;;;;;;;;;
5543;13-15 Man. of textile-, leatherproducts;Burundi;2022;;;;;;;;;;;
5544;13-15 Man. of textile-, leatherproducts;Cambodia;2021;;;;;;;;;;;
5545;13-15 Man. of textile-, leatherproducts;Cambodia;2022;;;;;;;;;;;
5546;13-15 Man. of textile-, leatherproducts;Canada;2021;5.0;;;;;;;;;;
5547;13-15 Man. of textile-, leatherproducts;Canada;2022;5.0;;;;;;;;;;
5548;13-15 Man. of textile-, leatherproducts;Bonaire, Sint Eustatius and Saba;2021;;;;;;;;;;;
5549;13-15 Man. of textile-, leatherproducts;Bonaire, Sint Eustatius and Saba;2022;;;;;;;;;;;
5550;13-15 Man. of textile-, leatherproducts;Cayman Islands;2021;;;;;;;;;;;
5551;13-15 Man. of textile-, leatherproducts;Cayman Islands;2022;;;;;;;;;;;
5552;13-15 Man. of textile-, leatherproducts;Central African Republic;2021;;;;;;;;;;;
5553;13-15 Man. of textile-, leatherproducts;Central African Republic;2022;;;;;;;;;;;
5554;13-15 Man. of textile-, leatherproducts;Chile;2021;;;;;;;;;;;
5555;13-15 Man. of textile-, leatherproducts;Chile;2022;;;;;;;;;;;
5556;13-15 Man. of textile-, leatherproducts;China;2021;5.0;;;;;;;;;0.0;0.0
5557;13-15 Man. of textile-, leatherproducts;China;2022;5.0;;;;;;;;;0.0;0.0
5558;13-15 Man. of textile-, leatherproducts;Christmas Island;2021;;;;;;;;;;;
5559;13-15 Man. of textile-, leatherproducts;Christmas Island;2022;;;;;;;;;;;
5560;13-15 Man. of textile-, leatherproducts;Cocos Islands;2021;;;;;;;;;;;
5561;13-15 Man. of textile-, leatherproducts;Cocos Islands;2022;;;;;;;;;;;
5562;13-15 Man. of textile-, leatherproducts;Colombia;2021;;;;;;;;;;;
5563;13-15 Man. of textile-, leatherproducts;Colombia;2022;;;;;;;;;;;
5564;13-15 Man. of textile-, leatherproducts;Comoros;2021;;;;;;;;;;;
5565;13-15 Man. of textile-, leatherproducts;Comoros;2022;;;;;;;;;;;
5566;13-15 Man. of textile-, leatherproducts;Congo;2021;;;;;;;;;;;
5567;13-15 Man. of textile-, leatherproducts;Congo;2022;;;;;;;;;;;
5568;13-15 Man. of textile-, leatherproducts;Congo (Democratic Republic);2021;;;;;;;;;;;
5569;13-15 Man. of textile-, leatherproducts;Congo (Democratic Republic);2022;;;;;;;;;;;
5570;13-15 Man. of textile-, leatherproducts;Cook Islands;2021;;;;;;;;;;;
5571;13-15 Man. of textile-, leatherproducts;Cook Islands;2022;;;;;;;;;;;
