ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;TotaalWerknemersMetEenOngeval_1;WerknemersOngevalZonderVerzuim_2;WerknemersOngeval1DagOfMeerVerzuim_3;WerknemersOngeval4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;LetselOnbekend_8
230;D Energievoorziening;Bovengrens 95%-interval;2024;4.1;3.9;1.8;;3.0;2.5;;3.1
231;E Waterbedrijven en afvalbeheer;Waarde;2014;3.3;1.1;2.0;1.9;2.3;0.0;0.4;0.6
232;E Waterbedrijven en afvalbeheer;Waarde;2015;3.5;2.2;1.4;1.4;2.5;1.0;0.0;0.0
233;E Waterbedrijven en afvalbeheer;Waarde;2016;4.9;2.4;1.8;1.3;3.6;0.0;0.5;0.8
234;E Waterbedrijven en afvalbeheer;Waarde;2017;5.7;1.7;4.0;3.4;4.2;0.4;1.1;0.0
235;E Waterbedrijven en afvalbeheer;Waarde;2018;3.9;1.7;2.4;1.7;2.7;0.5;0.8;0.0
236;E Waterbedrijven en afvalbeheer;Waarde;2019;5.2;1.5;3.4;3.0;5.1;0.0;0.0;0.0
237;E Waterbedrijven en afvalbeheer;Waarde;2020;2.5;2.2;0.3;0.3;1.8;0.0;0.7;0.0
238;E Waterbedrijven en afvalbeheer;Waarde;2021;3.5;0.8;2.7;1.6;2.1;1.4;0.0;0.0
239;E Waterbedrijven en afvalbeheer;Waarde;2022;4.5;1.2;3.2;2.3;3.6;0.7;0.1;0.0
240;E Waterbedrijven en afvalbeheer;Waarde;2023;2.7;1.1;2.0;1.6;2.4;0.3;0.0;0.0
241;E Waterbedrijven en afvalbeheer;Waarde;2024;4.6;1.6;2.7;2.4;3.8;0.3;0.4;0.0
242;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2014;1.9;0.5;1.0;0.9;1.2;0.0;0.1;0.1
243;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2015;1.7;0.8;0.4;0.4;1.0;0.2;0.0;0.0
244;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2016;2.7;1.1;0.6;0.4;1.9;0.0;0.1;0.1
245;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2017;3.2;0.6;2.0;1.6;2.1;0.1;0.3;0.0
246;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2018;2.4;0.8;1.3;0.8;1.4;0.1;0.3;0.0
247;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2019;2.9;0.6;1.7;1.4;2.9;0.0;0.0;0.0
248;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2020;1.2;1.0;0.0;0.0;0.7;0.0;0.2;0.0
249;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2021;1.6;0.1;1.2;0.6;0.9;0.3;0.0;0.0
250;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2022;2.8;0.5;1.8;1.2;2.2;0.2;0.0;0.0
251;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2023;1.3;0.3;0.8;0.6;1.1;0.0;0.0;0.0
252;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2024;2.6;0.6;1.3;1.1;2.0;0.0;0.1;0.0
253;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2014;5.7;2.7;4.1;4.0;4.4;;1.5;2.7
254;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2015;7.4;5.7;4.4;4.4;6.2;3.8;;
255;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2016;8.8;5.3;4.7;4.0;6.9;;3.7;5.2
256;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2017;9.9;4.4;8.0;7.1;8.0;2.6;4.4;
257;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2018;6.4;3.7;4.5;3.6;4.9;1.9;2.1;
258;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2019;9.0;4.1;6.8;6.4;8.8;;;
259;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2020;5.3;5.0;2.0;2.0;4.4;;2.8;
260;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2021;7.4;5.3;6.0;4.2;5.0;5.3;;
261;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2022;7.2;3.2;5.6;4.3;6.1;2.7;0.9;
262;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2023;5.5;3.4;4.7;4.1;5.2;1.9;;
263;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2024;8.0;4.3;5.7;5.3;7.0;2.2;2.8;
264;F Bouwnijverheid;Waarde;2014;5.7;2.2;3.2;2.1;3.8;0.3;0.6;1.0
265;F Bouwnijverheid;Waarde;2015;4.4;1.8;2.8;1.9;3.5;0.1;0.4;0.2
266;F Bouwnijverheid;Waarde;2016;4.0;1.9;2.4;1.6;2.7;0.4;0.7;0.3
267;F Bouwnijverheid;Waarde;2017;2.9;1.3;1.7;1.4;2.1;0.2;0.3;0.3
268;F Bouwnijverheid;Waarde;2018;3.5;1.8;1.9;1.6;2.4;0.3;0.6;0.2
269;F Bouwnijverheid;Waarde;2019;4.5;2.1;2.7;1.9;3.7;0.1;0.4;0.3
270;F Bouwnijverheid;Waarde;2020;3.4;0.9;2.6;1.8;2.4;0.4;0.5;0.0
271;F Bouwnijverheid;Waarde;2021;3.3;1.3;2.0;1.1;2.3;0.1;0.8;0.0
272;F Bouwnijverheid;Waarde;2022;3.3;1.6;1.7;1.2;2.3;0.2;0.7;0.1
273;F Bouwnijverheid;Waarde;2023;2.7;0.8;1.8;1.4;1.9;0.2;0.4;0.1
274;F Bouwnijverheid;Waarde;2024;3.4;1.5;1.8;1.2;2.8;0.3;0.2;0.1
275;F Bouwnijverheid;Ondergrens 95%-interval;2014;4.5;1.4;2.3;1.5;2.8;0.1;0.3;0.5
276;F Bouwnijverheid;Ondergrens 95%-interval;2015;3.5;1.2;2.1;1.3;2.7;0.0;0.2;0.1
277;F Bouwnijverheid;Ondergrens 95%-interval;2016;3.1;1.2;1.7;1.1;2.0;0.2;0.3;0.1
278;F Bouwnijverheid;Ondergrens 95%-interval;2017;2.2;0.8;1.2;0.9;1.5;0.1;0.1;0.1
279;F Bouwnijverheid;Ondergrens 95%-interval;2018;2.8;1.3;1.4;1.2;1.8;0.1;0.3;0.1
280;F Bouwnijverheid;Ondergrens 95%-interval;2019;3.7;1.6;2.1;1.4;3.0;0.0;0.2;0.1
281;F Bouwnijverheid;Ondergrens 95%-interval;2020;2.7;0.6;1.9;1.3;1.8;0.2;0.3;0.0
282;F Bouwnijverheid;Ondergrens 95%-interval;2021;2.5;0.9;1.4;0.7;1.7;0.0;0.5;0.0
283;F Bouwnijverheid;Ondergrens 95%-interval;2022;2.6;1.2;1.2;0.8;1.7;0.0;0.4;0.0
284;F Bouwnijverheid;Ondergrens 95%-interval;2023;2.1;0.5;1.3;1.0;1.4;0.1;0.2;0.0
285;F Bouwnijverheid;Ondergrens 95%-interval;2024;2.7;1.1;1.3;0.8;2.2;0.1;0.1;0.0
286;F Bouwnijverheid;Bovengrens 95%-interval;2014;7.3;3.4;4.3;3.0;5.2;0.8;1.1;1.8
287;F Bouwnijverheid;Bovengrens 95%-interval;2015;5.6;2.6;3.7;2.7;4.6;0.5;0.9;0.8
288;F Bouwnijverheid;Bovengrens 95%-interval;2016;5.2;2.7;3.3;2.5;3.7;0.8;1.3;0.6
289;F Bouwnijverheid;Bovengrens 95%-interval;2017;3.8;1.9;2.4;2.0;2.8;0.5;0.8;0.8
290;F Bouwnijverheid;Bovengrens 95%-interval;2018;4.3;2.4;2.6;2.2;3.1;0.7;1.0;0.4
291;F Bouwnijverheid;Bovengrens 95%-interval;2019;5.5;2.8;3.4;2.6;4.6;0.4;0.7;0.6
292;F Bouwnijverheid;Bovengrens 95%-interval;2020;4.3;1.5;3.4;2.5;3.3;0.8;1.0;
293;F Bouwnijverheid;Bovengrens 95%-interval;2021;4.3;2.0;2.8;1.7;3.2;0.3;1.4;0.3
294;F Bouwnijverheid;Bovengrens 95%-interval;2022;4.2;2.2;2.4;1.8;3.0;0.5;1.3;0.3
295;F Bouwnijverheid;Bovengrens 95%-interval;2023;3.4;1.3;2.4;2.0;2.6;0.5;0.7;0.5
296;F Bouwnijverheid;Bovengrens 95%-interval;2024;4.3;2.1;2.5;1.7;3.6;0.6;0.5;0.4
297;G-I Handel, vervoer en horeca;Waarde;2014;4.0;2.1;1.8;1.2;2.9;0.3;0.4;0.3
298;G-I Handel, vervoer en horeca;Waarde;2015;3.8;2.1;1.7;1.1;2.7;0.3;0.5;0.2
299;G-I Handel, vervoer en horeca;Waarde;2016;3.5;1.8;1.7;1.1;2.3;0.4;0.5;0.3
300;G-I Handel, vervoer en horeca;Waarde;2017;4.2;2.4;1.9;1.3;3.1;0.5;0.3;0.3
301;G-I Handel, vervoer en horeca;Waarde;2018;3.6;1.7;1.9;1.2;2.5;0.4;0.4;0.2
302;G-I Handel, vervoer en horeca;Waarde;2019;4.0;2.0;2.0;1.4;2.9;0.5;0.3;0.2
303;G-I Handel, vervoer en horeca;Waarde;2020;3.1;1.5;1.6;1.1;2.3;0.3;0.3;0.1
304;G-I Handel, vervoer en horeca;Waarde;2021;3.5;1.7;1.8;1.3;2.4;0.4;0.4;0.2
305;G-I Handel, vervoer en horeca;Waarde;2022;3.6;1.8;1.8;1.3;2.4;0.5;0.4;0.2
306;G-I Handel, vervoer en horeca;Waarde;2023;3.6;1.7;1.9;1.3;2.4;0.6;0.3;0.1
307;G-I Handel, vervoer en horeca;Waarde;2024;3.2;1.7;1.5;1.1;2.1;0.6;0.3;0.1
308;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2014;3.6;1.8;1.6;1.0;2.6;0.2;0.3;0.2
309;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2015;3.4;1.9;1.5;0.9;2.5;0.2;0.4;0.1
310;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2016;3.1;1.5;1.5;0.9;2.1;0.3;0.4;0.2
311;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2017;3.8;2.1;1.7;1.1;2.7;0.4;0.2;0.2
312;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2018;3.3;1.5;1.7;1.0;2.3;0.3;0.3;0.1
313;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2019;3.6;1.8;1.7;1.2;2.6;0.4;0.2;0.1
314;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2020;2.8;1.3;1.4;1.0;2.1;0.2;0.2;0.1
315;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2021;3.2;1.5;1.5;1.1;2.1;0.3;0.3;0.1
316;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2022;3.3;1.6;1.6;1.1;2.2;0.4;0.3;0.1
317;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2023;3.3;1.5;1.7;1.1;2.1;0.5;0.3;0.1
318;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2024;2.9;1.5;1.3;0.9;1.9;0.5;0.2;0.1
319;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2014;4.4;2.4;2.2;1.4;3.3;0.4;0.6;0.5
320;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2015;4.1;2.4;2.0;1.3;3.1;0.4;0.7;0.3
321;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2016;3.8;2.1;2.0;1.3;2.6;0.5;0.6;0.4
322;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2017;4.6;2.7;2.2;1.5;3.4;0.7;0.5;0.4
323;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2018;3.9;1.9;2.2;1.4;2.8;0.5;0.6;0.3
324;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2019;4.3;2.3;2.2;1.6;3.2;0.6;0.4;0.3
325;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2020;3.4;1.7;1.9;1.3;2.6;0.4;0.4;0.2
326;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2021;3.9;2.0;2.1;1.6;2.7;0.6;0.6;0.3
327;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2022;4.0;2.1;2.1;1.6;2.7;0.7;0.6;0.3
328;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2023;3.9;2.0;2.2;1.5;2.7;0.8;0.5;0.2
329;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2024;3.5;1.9;1.8;1.3;2.3;0.7;0.4;0.2
330;G-N Commerciële dienstverlening;Waarde;2014;3.0;1.5;1.4;0.9;2.0;0.3;0.4;0.2
331;G-N Commerciële dienstverlening;Waarde;2015;2.8;1.6;1.3;0.9;2.0;0.3;0.4;0.1
332;G-N Commerciële dienstverlening;Waarde;2016;2.8;1.4;1.4;0.9;1.8;0.3;0.4;0.2
333;G-N Commerciële dienstverlening;Waarde;2017;3.2;1.7;1.5;1.1;2.2;0.4;0.3;0.2
334;G-N Commerciële dienstverlening;Waarde;2018;2.9;1.5;1.4;0.9;2.0;0.4;0.4;0.1
335;G-N Commerciële dienstverlening;Waarde;2019;3.1;1.6;1.5;1.0;2.2;0.4;0.3;0.2
336;G-N Commerciële dienstverlening;Waarde;2020;2.5;1.2;1.3;0.9;1.8;0.3;0.3;0.1
337;G-N Commerciële dienstverlening;Waarde;2021;2.6;1.2;1.4;1.0;1.8;0.4;0.3;0.2
338;G-N Commerciële dienstverlening;Waarde;2022;2.7;1.3;1.4;1.0;1.8;0.5;0.3;0.1
339;G-N Commerciële dienstverlening;Waarde;2023;2.7;1.4;1.4;1.0;1.8;0.5;0.3;0.1
340;G-N Commerciële dienstverlening;Waarde;2024;2.4;1.2;1.2;0.9;1.6;0.5;0.2;0.1
341;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2014;2.7;1.4;1.3;0.8;1.8;0.2;0.3;0.1
342;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2015;2.6;1.4;1.2;0.7;1.8;0.2;0.3;0.1
343;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2016;2.6;1.2;1.2;0.8;1.6;0.3;0.3;0.2
344;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2017;2.9;1.5;1.4;0.9;2.0;0.3;0.2;0.1
345;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2018;2.7;1.3;1.3;0.8;1.8;0.3;0.3;0.1
346;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2019;2.9;1.5;1.3;0.9;2.0;0.4;0.2;0.1
347;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2020;2.3;1.0;1.2;0.8;1.6;0.2;0.2;0.1
348;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2021;2.4;1.1;1.2;0.9;1.6;0.3;0.2;0.1
349;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2022;2.5;1.2;1.2;0.9;1.6;0.4;0.2;0.1
350;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2023;2.5;1.2;1.2;0.8;1.6;0.4;0.2;0.1
351;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2024;2.2;1.1;1.1;0.8;1.4;0.4;0.2;0.1
352;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2014;3.3;1.7;1.6;1.1;2.3;0.4;0.5;0.3
353;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2015;3.1;1.8;1.5;1.0;2.2;0.4;0.5;0.2
354;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2016;3.0;1.6;1.6;1.1;2.0;0.4;0.5;0.3
355;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2017;3.4;1.9;1.7;1.2;2.4;0.5;0.4;0.3
356;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2018;3.1;1.6;1.6;1.1;2.2;0.4;0.4;0.2
357;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2019;3.3;1.8;1.7;1.2;2.4;0.5;0.3;0.2
358;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2020;2.7;1.3;1.5;1.1;2.0;0.4;0.3;0.1
359;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2021;2.8;1.4;1.5;1.2;2.0;0.5;0.4;0.2
360;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2022;2.9;1.5;1.5;1.1;1.9;0.6;0.4;0.2
361;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2023;3.0;1.5;1.6;1.1;2.0;0.6;0.3;0.2
362;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2024;2.6;1.4;1.4;1.0;1.7;0.6;0.3;0.2
363;G Handel;Waarde;2014;3.2;1.7;1.5;0.9;2.4;0.2;0.4;0.2
364;G Handel;Waarde;2015;3.1;1.7;1.4;0.9;2.1;0.3;0.5;0.2
365;G Handel;Waarde;2016;3.0;1.4;1.5;0.9;2.0;0.3;0.5;0.2
366;G Handel;Waarde;2017;3.5;1.9;1.6;1.1;2.6;0.3;0.3;0.2
367;G Handel;Waarde;2018;2.6;1.3;1.3;0.8;1.9;0.2;0.3;0.1
368;G Handel;Waarde;2019;3.1;1.6;1.5;1.0;2.1;0.5;0.2;0.2
369;G Handel;Waarde;2020;2.4;1.1;1.3;0.9;1.7;0.3;0.3;0.0
370;G Handel;Waarde;2021;2.8;1.4;1.4;1.0;1.9;0.4;0.4;0.1
371;G Handel;Waarde;2022;2.8;1.4;1.3;1.0;1.9;0.5;0.3;0.1
372;G Handel;Waarde;2023;2.5;1.4;1.2;0.8;1.5;0.6;0.2;0.1
373;G Handel;Waarde;2024;2.7;1.4;1.4;1.0;1.8;0.5;0.3;0.1
374;G Handel;Ondergrens 95%-interval;2014;2.8;1.4;1.2;0.7;2.0;0.1;0.2;0.1
375;G Handel;Ondergrens 95%-interval;2015;2.7;1.4;1.2;0.7;1.8;0.2;0.4;0.1
376;G Handel;Ondergrens 95%-interval;2016;2.6;1.2;1.2;0.7;1.6;0.2;0.3;0.1
377;G Handel;Ondergrens 95%-interval;2017;3.0;1.6;1.3;0.9;2.2;0.2;0.2;0.1
378;G Handel;Ondergrens 95%-interval;2018;2.2;1.0;1.1;0.6;1.6;0.1;0.2;0.1
379;G Handel;Ondergrens 95%-interval;2019;2.7;1.4;1.3;0.8;1.9;0.4;0.1;0.1
380;G Handel;Ondergrens 95%-interval;2020;2.1;0.9;1.1;0.8;1.5;0.2;0.2;0.0
381;G Handel;Ondergrens 95%-interval;2021;2.4;1.1;1.1;0.8;1.6;0.2;0.3;0.1
382;G Handel;Ondergrens 95%-interval;2022;2.4;1.2;1.1;0.8;1.6;0.3;0.2;0.1
383;G Handel;Ondergrens 95%-interval;2023;2.2;1.1;1.0;0.6;1.2;0.5;0.1;0.1
384;G Handel;Ondergrens 95%-interval;2024;2.4;1.1;1.2;0.8;1.5;0.3;0.2;0.1
385;G Handel;Bovengrens 95%-interval;2014;3.7;2.1;1.9;1.2;2.9;0.4;0.6;0.3
386;G Handel;Bovengrens 95%-interval;2015;3.5;2.1;1.7;1.1;2.5;0.4;0.7;0.3
387;G Handel;Bovengrens 95%-interval;2016;3.5;1.8;1.8;1.2;2.3;0.5;0.7;0.4
388;G Handel;Bovengrens 95%-interval;2017;4.0;2.3;2.0;1.4;3.0;0.5;0.4;0.4
389;G Handel;Bovengrens 95%-interval;2018;2.9;1.5;1.6;1.0;2.2;0.3;0.4;0.3
390;G Handel;Bovengrens 95%-interval;2019;3.5;1.9;1.8;1.3;2.5;0.7;0.3;0.3
391;G Handel;Bovengrens 95%-interval;2020;2.7;1.4;1.6;1.2;2.0;0.4;0.5;0.1
392;G Handel;Bovengrens 95%-interval;2021;3.3;1.7;1.7;1.3;2.3;0.5;0.6;0.3
393;G Handel;Bovengrens 95%-interval;2022;3.2;1.8;1.6;1.2;2.2;0.6;0.4;0.3
394;G Handel;Bovengrens 95%-interval;2023;2.9;1.7;1.5;1.0;1.8;0.8;0.4;0.3
395;G Handel;Bovengrens 95%-interval;2024;3.1;1.7;1.7;1.3;2.1;0.6;0.5;0.2
396;H Vervoer en opslag;Waarde;2014;4.6;1.4;2.9;2.3;2.7;0.6;0.6;0.6
397;H Vervoer en opslag;Waarde;2015;4.2;2.1;2.1;1.8;2.8;0.6;0.7;0.2
398;H Vervoer en opslag;Waarde;2016;3.3;1.6;2.0;1.4;1.9;0.6;0.4;0.4
399;H Vervoer en opslag;Waarde;2017;4.3;1.8;2.5;1.9;2.5;0.8;0.5;0.4
400;H Vervoer en opslag;Waarde;2018;5.2;2.0;3.1;2.2;3.2;0.7;0.8;0.4
401;H Vervoer en opslag;Waarde;2019;5.1;2.0;3.2;2.6;3.7;0.6;0.6;0.2
402;H Vervoer en opslag;Waarde;2020;3.7;1.6;2.2;1.6;2.3;0.6;0.4;0.3
403;H Vervoer en opslag;Waarde;2021;4.7;1.9;2.8;2.2;2.7;0.9;0.6;0.4
404;H Vervoer en opslag;Waarde;2022;4.5;1.7;2.9;2.3;2.7;0.7;0.7;0.3
405;H Vervoer en opslag;Waarde;2023;4.9;1.7;3.3;2.7;3.2;0.9;0.4;0.2
406;H Vervoer en opslag;Waarde;2024;3.3;1.2;2.1;1.6;1.8;0.9;0.4;0.1
407;H Vervoer en opslag;Ondergrens 95%-interval;2014;3.7;0.9;2.2;1.7;2.0;0.3;0.3;0.3
408;H Vervoer en opslag;Ondergrens 95%-interval;2015;3.5;1.6;1.6;1.3;2.2;0.3;0.4;0.1
409;H Vervoer en opslag;Ondergrens 95%-interval;2016;2.6;1.1;1.5;1.0;1.4;0.4;0.2;0.2
410;H Vervoer en opslag;Ondergrens 95%-interval;2017;3.5;1.3;1.9;1.3;1.9;0.5;0.3;0.2
411;H Vervoer en opslag;Ondergrens 95%-interval;2018;4.4;1.5;2.5;1.7;2.6;0.4;0.5;0.2
412;H Vervoer en opslag;Ondergrens 95%-interval;2019;4.3;1.5;2.6;2.0;3.0;0.4;0.3;0.1
413;H Vervoer en opslag;Ondergrens 95%-interval;2020;3.0;1.2;1.6;1.2;1.8;0.4;0.2;0.2
414;H Vervoer en opslag;Ondergrens 95%-interval;2021;3.8;1.4;2.1;1.7;2.1;0.6;0.3;0.2
415;H Vervoer en opslag;Ondergrens 95%-interval;2022;3.7;1.2;2.3;1.7;2.1;0.4;0.4;0.1
416;H Vervoer en opslag;Ondergrens 95%-interval;2023;4.1;1.2;2.7;2.1;2.6;0.6;0.2;0.1
417;H Vervoer en opslag;Ondergrens 95%-interval;2024;2.6;0.8;1.6;1.2;1.3;0.6;0.2;0.0
418;H Vervoer en opslag;Bovengrens 95%-interval;2014;5.8;2.2;3.9;3.2;3.7;1.2;1.1;1.3
419;H Vervoer en opslag;Bovengrens 95%-interval;2015;5.2;2.8;2.8;2.5;3.6;0.9;1.1;0.5
420;H Vervoer en opslag;Bovengrens 95%-interval;2016;4.1;2.2;2.7;2.0;2.6;1.0;0.8;0.7
421;H Vervoer en opslag;Bovengrens 95%-interval;2017;5.3;2.6;3.3;2.6;3.3;1.4;1.0;0.9
422;H Vervoer en opslag;Bovengrens 95%-interval;2018;6.1;2.5;3.9;2.8;3.9;1.1;1.2;0.8
423;H Vervoer en opslag;Bovengrens 95%-interval;2019;6.1;2.7;4.0;3.3;4.5;1.0;1.0;0.4
424;H Vervoer en opslag;Bovengrens 95%-interval;2020;4.5;2.2;2.8;2.2;3.0;1.0;0.7;0.7
425;H Vervoer en opslag;Bovengrens 95%-interval;2021;5.7;2.7;3.7;3.0;3.5;1.4;1.1;0.8
426;H Vervoer en opslag;Bovengrens 95%-interval;2022;5.4;2.4;3.6;3.0;3.4;1.1;1.1;0.6
427;H Vervoer en opslag;Bovengrens 95%-interval;2023;5.8;2.3;4.2;3.4;4.0;1.4;0.8;0.5
428;H Vervoer en opslag;Bovengrens 95%-interval;2024;4.1;1.7;2.8;2.2;2.4;1.4;0.8;0.3
429;I Horeca;Waarde;2014;6.1;4.0;1.8;0.8;4.9;0.2;0.4;0.5
430;I Horeca;Waarde;2015;5.9;3.6;2.2;1.2;5.2;0.1;0.3;0.2
431;I Horeca;Waarde;2016;5.3;3.3;2.2;1.3;4.2;0.3;0.5;0.3
432;I Horeca;Waarde;2017;6.8;4.8;2.5;1.4;5.3;0.6;0.4;0.3
433;I Horeca;Waarde;2018;5.4;3.0;2.7;1.7;4.0;0.5;0.5;0.1
434;I Horeca;Waarde;2019;5.7;3.4;2.2;1.2;4.5;0.3;0.4;0.3
435;I Horeca;Waarde;2020;5.1;2.8;2.3;1.3;4.6;0.1;0.2;0.1
436;I Horeca;Waarde;2021;4.9;2.7;2.1;1.3;4.0;0.2;0.3;0.2
437;I Horeca;Waarde;2022;5.6;3.4;2.4;1.6;3.9;0.6;0.7;0.2
438;I Horeca;Waarde;2023;5.5;3.0;2.6;1.4;4.3;0.3;0.6;0.1
439;I Horeca;Waarde;2024;4.5;3.1;1.4;0.9;3.3;0.6;0.2;0.2
440;I Horeca;Ondergrens 95%-interval;2014;4.9;3.2;1.2;0.4;3.9;0.1;0.2;0.2
441;I Horeca;Ondergrens 95%-interval;2015;4.9;2.9;1.6;0.8;4.3;0.0;0.2;0.1
442;I Horeca;Ondergrens 95%-interval;2016;4.3;2.5;1.6;0.9;3.3;0.1;0.2;0.1
443;I Horeca;Ondergrens 95%-interval;2017;5.7;3.9;1.8;0.9;4.3;0.3;0.2;0.2
444;I Horeca;Ondergrens 95%-interval;2018;4.5;2.4;2.1;1.2;3.3;0.3;0.3;0.0
445;I Horeca;Ondergrens 95%-interval;2019;4.8;2.8;1.7;0.8;3.8;0.1;0.2;0.2
446;I Horeca;Ondergrens 95%-interval;2020;4.2;2.2;1.7;0.8;3.8;0.0;0.1;0.0
447;I Horeca;Ondergrens 95%-interval;2021;3.9;2.0;1.5;0.8;3.1;0.1;0.1;0.1
448;I Horeca;Ondergrens 95%-interval;2022;4.7;2.7;1.9;1.1;3.2;0.4;0.4;0.1
449;I Horeca;Ondergrens 95%-interval;2023;4.7;2.4;2.0;1.0;3.6;0.2;0.4;0.0
450;I Horeca;Ondergrens 95%-interval;2024;3.8;2.5;1.0;0.6;2.7;0.4;0.1;0.1
451;I Horeca;Bovengrens 95%-interval;2014;7.5;5.2;2.8;1.4;6.2;0.7;0.8;1.0
452;I Horeca;Bovengrens 95%-interval;2015;7.1;4.6;3.0;1.8;6.3;0.4;0.7;0.5
453;I Horeca;Bovengrens 95%-interval;2016;6.4;4.2;3.0;2.0;5.2;0.7;1.0;0.6
454;I Horeca;Bovengrens 95%-interval;2017;8.1;6.0;3.4;2.1;6.5;1.1;0.8;0.7
455;I Horeca;Bovengrens 95%-interval;2018;6.3;3.7;3.4;2.3;4.9;0.9;0.9;0.3
456;I Horeca;Bovengrens 95%-interval;2019;6.7;4.3;2.9;1.7;5.5;0.6;0.8;0.7
457;I Horeca;Bovengrens 95%-interval;2020;6.2;3.6;3.0;1.9;5.6;0.3;0.4;0.4
458;I Horeca;Bovengrens 95%-interval;2021;6.2;3.8;3.0;2.1;5.2;0.7;0.8;0.6
459;I Horeca;Bovengrens 95%-interval;2022;6.6;4.2;3.1;2.2;4.8;1.1;1.1;0.5
460;I Horeca;Bovengrens 95%-interval;2023;6.5;3.7;3.4;2.0;5.2;0.7;1.0;0.2
461;I Horeca;Bovengrens 95%-interval;2024;5.4;3.8;2.0;1.4;4.1;1.0;0.5;0.6
462;J Informatie en communicatie;Waarde;2014;0.8;0.4;0.4;0.2;0.4;0.3;0.1;0.0
463;J Informatie en communicatie;Waarde;2015;0.7;0.3;0.4;0.3;0.2;0.4;0.0;0.0
464;J Informatie en communicatie;Waarde;2016;0.9;0.2;0.6;0.5;0.5;0.2;0.1;0.0
