ID;KenmerkenDeelnemers;KenmerkenOpleidingen;Perioden;Deelnemers_1
3814;Vooropleiding havo-vwo;Lesuren per week 25 uur of meer;2009;3.0
3815;Vooropleiding havo-vwo;Schriftelijk;2003;17.0
3816;Vooropleiding havo-vwo;Schriftelijk;2004;17.0
3817;Vooropleiding havo-vwo;Schriftelijk;2005;17.0
3818;Vooropleiding havo-vwo;Schriftelijk;2006;17.0
3819;Vooropleiding havo-vwo;Schriftelijk;2007;17.0
3820;Vooropleiding havo-vwo;Schriftelijk;2008;17.0
3821;Vooropleiding havo-vwo;Schriftelijk;2009;17.0
3822;Vooropleiding mbo;Opleidingsduur 1 week of korter;2003;24.0
3823;Vooropleiding mbo;Opleidingsduur 1 week of korter;2004;24.0
3824;Vooropleiding mbo;Opleidingsduur 1 week of korter;2005;23.0
3825;Vooropleiding mbo;Opleidingsduur 1 week of korter;2006;24.0
3826;Vooropleiding mbo;Opleidingsduur 1 week of korter;2007;24.0
3827;Vooropleiding mbo;Opleidingsduur 1 week of korter;2008;26.0
3828;Vooropleiding mbo;Opleidingsduur 1 week of korter;2009;26.0
3829;Vooropleiding mbo;Opleidingsduur 1 tot 4 weken;2003;7.0
3830;Vooropleiding mbo;Opleidingsduur 1 tot 4 weken;2004;7.0
3831;Vooropleiding mbo;Opleidingsduur 1 tot 4 weken;2005;7.0
3832;Vooropleiding mbo;Opleidingsduur 1 tot 4 weken;2006;7.0
3833;Vooropleiding mbo;Opleidingsduur 1 tot 4 weken;2007;7.0
3834;Vooropleiding mbo;Opleidingsduur 1 tot 4 weken;2008;7.0
3835;Vooropleiding mbo;Opleidingsduur 1 tot 4 weken;2009;7.0
3836;Vooropleiding mbo;Opleidingsduur 1 tot 3 maanden;2003;14.0
3837;Vooropleiding mbo;Opleidingsduur 1 tot 3 maanden;2004;14.0
3838;Vooropleiding mbo;Opleidingsduur 1 tot 3 maanden;2005;14.0
3839;Vooropleiding mbo;Opleidingsduur 1 tot 3 maanden;2006;14.0
3840;Vooropleiding mbo;Opleidingsduur 1 tot 3 maanden;2007;13.0
3841;Vooropleiding mbo;Opleidingsduur 1 tot 3 maanden;2008;12.0
3842;Vooropleiding mbo;Opleidingsduur 1 tot 3 maanden;2009;12.0
3843;Vooropleiding mbo;Opleidingsduur 3 tot 6 maanden;2003;13.0
3844;Vooropleiding mbo;Opleidingsduur 3 tot 6 maanden;2004;14.0
3845;Vooropleiding mbo;Opleidingsduur 3 tot 6 maanden;2005;14.0
3846;Vooropleiding mbo;Opleidingsduur 3 tot 6 maanden;2006;13.0
3847;Vooropleiding mbo;Opleidingsduur 3 tot 6 maanden;2007;13.0
3848;Vooropleiding mbo;Opleidingsduur 3 tot 6 maanden;2008;12.0
3849;Vooropleiding mbo;Opleidingsduur 3 tot 6 maanden;2009;13.0
3850;Vooropleiding mbo;Opleidingsduur 6 tot 12 maanden;2003;13.0
3851;Vooropleiding mbo;Opleidingsduur 6 tot 12 maanden;2004;12.0
3852;Vooropleiding mbo;Opleidingsduur 6 tot 12 maanden;2005;13.0
3853;Vooropleiding mbo;Opleidingsduur 6 tot 12 maanden;2006;13.0
3854;Vooropleiding mbo;Opleidingsduur 6 tot 12 maanden;2007;13.0
3855;Vooropleiding mbo;Opleidingsduur 6 tot 12 maanden;2008;13.0
3856;Vooropleiding mbo;Opleidingsduur 6 tot 12 maanden;2009;13.0
3857;Vooropleiding mbo;Opleidingsduur 1 tot 2 jaar;2003;12.0
3858;Vooropleiding mbo;Opleidingsduur 1 tot 2 jaar;2004;14.0
3859;Vooropleiding mbo;Opleidingsduur 1 tot 2 jaar;2005;16.0
3860;Vooropleiding mbo;Opleidingsduur 1 tot 2 jaar;2006;15.0
3861;Vooropleiding mbo;Opleidingsduur 1 tot 2 jaar;2007;13.0
3862;Vooropleiding mbo;Opleidingsduur 1 tot 2 jaar;2008;12.0
3863;Vooropleiding mbo;Opleidingsduur 1 tot 2 jaar;2009;13.0
3864;Vooropleiding mbo;Opleidingsduur 2 tot 3 jaar;2003;7.0
3865;Vooropleiding mbo;Opleidingsduur 2 tot 3 jaar;2004;6.0
3866;Vooropleiding mbo;Opleidingsduur 2 tot 3 jaar;2005;5.0
3867;Vooropleiding mbo;Opleidingsduur 2 tot 3 jaar;2006;5.0
3868;Vooropleiding mbo;Opleidingsduur 2 tot 3 jaar;2007;6.0
3869;Vooropleiding mbo;Opleidingsduur 2 tot 3 jaar;2008;6.0
3870;Vooropleiding mbo;Opleidingsduur 2 tot 3 jaar;2009;6.0
3871;Vooropleiding mbo;Opleidingsduur langer dan 3 jaar;2003;10.0
3872;Vooropleiding mbo;Opleidingsduur langer dan 3 jaar;2004;10.0
3873;Vooropleiding mbo;Opleidingsduur langer dan 3 jaar;2005;9.0
3874;Vooropleiding mbo;Opleidingsduur langer dan 3 jaar;2006;10.0
3875;Vooropleiding mbo;Opleidingsduur langer dan 3 jaar;2007;10.0
3876;Vooropleiding mbo;Opleidingsduur langer dan 3 jaar;2008;10.0
3877;Vooropleiding mbo;Opleidingsduur langer dan 3 jaar;2009;10.0
3878;Vooropleiding mbo;Bedrijfsopleiding;2003;38.0
3879;Vooropleiding mbo;Bedrijfsopleiding;2004;38.0
3880;Vooropleiding mbo;Bedrijfsopleiding;2005;38.0
3881;Vooropleiding mbo;Bedrijfsopleiding;2006;38.0
3882;Vooropleiding mbo;Bedrijfsopleiding;2007;37.0
3883;Vooropleiding mbo;Bedrijfsopleiding;2008;38.0
3884;Vooropleiding mbo;Bedrijfsopleiding;2009;38.0
3885;Vooropleiding mbo;Studieverlof;2003;
3886;Vooropleiding mbo;Studieverlof;2004;
3887;Vooropleiding mbo;Studieverlof;2005;
3888;Vooropleiding mbo;Studieverlof;2006;
3889;Vooropleiding mbo;Studieverlof;2007;
3890;Vooropleiding mbo;Studieverlof;2008;
3891;Vooropleiding mbo;Studieverlof;2009;
3892;Vooropleiding mbo;Sector alpha;2003;14.0
3893;Vooropleiding mbo;Sector alpha;2004;16.0
3894;Vooropleiding mbo;Sector alpha;2005;17.0
3895;Vooropleiding mbo;Sector alpha;2006;16.0
3896;Vooropleiding mbo;Sector alpha;2007;15.0
3897;Vooropleiding mbo;Sector alpha;2008;15.0
3898;Vooropleiding mbo;Sector alpha;2009;15.0
3899;Vooropleiding mbo;Sector beta;2003;28.0
3900;Vooropleiding mbo;Sector beta;2004;26.0
3901;Vooropleiding mbo;Sector beta;2005;24.0
3902;Vooropleiding mbo;Sector beta;2006;24.0
3903;Vooropleiding mbo;Sector beta;2007;26.0
3904;Vooropleiding mbo;Sector beta;2008;25.0
3905;Vooropleiding mbo;Sector beta;2009;22.0
3906;Vooropleiding mbo;Sector economisch;2003;40.0
3907;Vooropleiding mbo;Sector economisch;2004;39.0
3908;Vooropleiding mbo;Sector economisch;2005;40.0
3909;Vooropleiding mbo;Sector economisch;2006;42.0
3910;Vooropleiding mbo;Sector economisch;2007;39.0
3911;Vooropleiding mbo;Sector economisch;2008;38.0
3912;Vooropleiding mbo;Sector economisch;2009;41.0
3913;Vooropleiding mbo;Sector sociaal;2003;18.0
3914;Vooropleiding mbo;Sector sociaal;2004;19.0
3915;Vooropleiding mbo;Sector sociaal;2005;19.0
3916;Vooropleiding mbo;Sector sociaal;2006;18.0
3917;Vooropleiding mbo;Sector sociaal;2007;20.0
3918;Vooropleiding mbo;Sector sociaal;2008;22.0
3919;Vooropleiding mbo;Sector sociaal;2009;22.0
3920;Vooropleiding mbo;Opleidingsniveau t/m VO lagere trap;2003;29.0
3921;Vooropleiding mbo;Opleidingsniveau t/m VO lagere trap;2004;28.0
3922;Vooropleiding mbo;Opleidingsniveau t/m VO lagere trap;2005;28.0
3923;Vooropleiding mbo;Opleidingsniveau t/m VO lagere trap;2006;28.0
3924;Vooropleiding mbo;Opleidingsniveau t/m VO lagere trap;2007;24.0
3925;Vooropleiding mbo;Opleidingsniveau t/m VO lagere trap;2008;23.0
3926;Vooropleiding mbo;Opleidingsniveau t/m VO lagere trap;2009;22.0
3927;Vooropleiding mbo;Opleidingsniveau VO hogere trap;2003;55.0
3928;Vooropleiding mbo;Opleidingsniveau VO hogere trap;2004;51.0
3929;Vooropleiding mbo;Opleidingsniveau VO hogere trap;2005;52.0
3930;Vooropleiding mbo;Opleidingsniveau VO hogere trap;2006;53.0
3931;Vooropleiding mbo;Opleidingsniveau VO hogere trap;2007;55.0
3932;Vooropleiding mbo;Opleidingsniveau VO hogere trap;2008;54.0
3933;Vooropleiding mbo;Opleidingsniveau VO hogere trap;2009;55.0
3934;Vooropleiding mbo;Opleidingsniveau hoger onderwijs totaal;2003;16.0
3935;Vooropleiding mbo;Opleidingsniveau hoger onderwijs totaal;2004;21.0
3936;Vooropleiding mbo;Opleidingsniveau hoger onderwijs totaal;2005;20.0
3937;Vooropleiding mbo;Opleidingsniveau hoger onderwijs totaal;2006;19.0
3938;Vooropleiding mbo;Opleidingsniveau hoger onderwijs totaal;2007;21.0
3939;Vooropleiding mbo;Opleidingsniveau hoger onderwijs totaal;2008;23.0
3940;Vooropleiding mbo;Opleidingsniveau hoger onderwijs totaal;2009;23.0
3941;Vooropleiding mbo;Opleidingsniveau HO eerste trap;2003;16.0
3942;Vooropleiding mbo;Opleidingsniveau HO eerste trap;2004;20.0
3943;Vooropleiding mbo;Opleidingsniveau HO eerste trap;2005;19.0
3944;Vooropleiding mbo;Opleidingsniveau HO eerste trap;2006;18.0
3945;Vooropleiding mbo;Opleidingsniveau HO eerste trap;2007;20.0
3946;Vooropleiding mbo;Opleidingsniveau HO eerste trap;2008;22.0
3947;Vooropleiding mbo;Opleidingsniveau HO eerste trap;2009;22.0
3948;Vooropleiding mbo;Opleidingsniveau HO tweede trap;2003;0.0
3949;Vooropleiding mbo;Opleidingsniveau HO tweede trap;2004;1.0
3950;Vooropleiding mbo;Opleidingsniveau HO tweede trap;2005;1.0
3951;Vooropleiding mbo;Opleidingsniveau HO tweede trap;2006;1.0
3952;Vooropleiding mbo;Opleidingsniveau HO tweede trap;2007;1.0
3953;Vooropleiding mbo;Opleidingsniveau HO tweede trap;2008;1.0
3954;Vooropleiding mbo;Opleidingsniveau HO tweede trap;2009;1.0
3955;Vooropleiding mbo;Opleidingsniveau HO derde trap;2003;0.0
3956;Vooropleiding mbo;Opleidingsniveau HO derde trap;2004;0.0
3957;Vooropleiding mbo;Opleidingsniveau HO derde trap;2005;0.0
3958;Vooropleiding mbo;Opleidingsniveau HO derde trap;2006;0.0
3959;Vooropleiding mbo;Opleidingsniveau HO derde trap;2007;0.0
3960;Vooropleiding mbo;Opleidingsniveau HO derde trap;2008;0.0
3961;Vooropleiding mbo;Opleidingsniveau HO derde trap;2009;0.0
3962;Vooropleiding mbo;Lesuren per week 6 uur of minder;2003;71.0
3963;Vooropleiding mbo;Lesuren per week 6 uur of minder;2004;72.0
3964;Vooropleiding mbo;Lesuren per week 6 uur of minder;2005;74.0
3965;Vooropleiding mbo;Lesuren per week 6 uur of minder;2006;77.0
3966;Vooropleiding mbo;Lesuren per week 6 uur of minder;2007;74.0
3967;Vooropleiding mbo;Lesuren per week 6 uur of minder;2008;74.0
3968;Vooropleiding mbo;Lesuren per week 6 uur of minder;2009;75.0
3969;Vooropleiding mbo;Lesuren per week 7-12 uur;2003;20.0
3970;Vooropleiding mbo;Lesuren per week 7-12 uur;2004;19.0
3971;Vooropleiding mbo;Lesuren per week 7-12 uur;2005;18.0
3972;Vooropleiding mbo;Lesuren per week 7-12 uur;2006;16.0
3973;Vooropleiding mbo;Lesuren per week 7-12 uur;2007;17.0
3974;Vooropleiding mbo;Lesuren per week 7-12 uur;2008;18.0
3975;Vooropleiding mbo;Lesuren per week 7-12 uur;2009;18.0
3976;Vooropleiding mbo;Lesuren per week 13-18 uur;2003;3.0
3977;Vooropleiding mbo;Lesuren per week 13-18 uur;2004;4.0
3978;Vooropleiding mbo;Lesuren per week 13-18 uur;2005;3.0
3979;Vooropleiding mbo;Lesuren per week 13-18 uur;2006;3.0
3980;Vooropleiding mbo;Lesuren per week 13-18 uur;2007;3.0
3981;Vooropleiding mbo;Lesuren per week 13-18 uur;2008;3.0
3982;Vooropleiding mbo;Lesuren per week 13-18 uur;2009;3.0
3983;Vooropleiding mbo;Lesuren per week 19-24 uur;2003;2.0
3984;Vooropleiding mbo;Lesuren per week 19-24 uur;2004;2.0
3985;Vooropleiding mbo;Lesuren per week 19-24 uur;2005;2.0
3986;Vooropleiding mbo;Lesuren per week 19-24 uur;2006;2.0
3987;Vooropleiding mbo;Lesuren per week 19-24 uur;2007;2.0
3988;Vooropleiding mbo;Lesuren per week 19-24 uur;2008;2.0
3989;Vooropleiding mbo;Lesuren per week 19-24 uur;2009;2.0
3990;Vooropleiding mbo;Lesuren per week 25 uur of meer;2003;4.0
3991;Vooropleiding mbo;Lesuren per week 25 uur of meer;2004;4.0
3992;Vooropleiding mbo;Lesuren per week 25 uur of meer;2005;3.0
3993;Vooropleiding mbo;Lesuren per week 25 uur of meer;2006;3.0
3994;Vooropleiding mbo;Lesuren per week 25 uur of meer;2007;3.0
3995;Vooropleiding mbo;Lesuren per week 25 uur of meer;2008;3.0
3996;Vooropleiding mbo;Lesuren per week 25 uur of meer;2009;3.0
3997;Vooropleiding mbo;Schriftelijk;2003;13.0
3998;Vooropleiding mbo;Schriftelijk;2004;13.0
3999;Vooropleiding mbo;Schriftelijk;2005;13.0
4000;Vooropleiding mbo;Schriftelijk;2006;13.0
4001;Vooropleiding mbo;Schriftelijk;2007;13.0
4002;Vooropleiding mbo;Schriftelijk;2008;12.0
4003;Vooropleiding mbo;Schriftelijk;2009;12.0
4004;Vooropleiding hbo;Opleidingsduur 1 week of korter;2003;20.0
4005;Vooropleiding hbo;Opleidingsduur 1 week of korter;2004;21.0
4006;Vooropleiding hbo;Opleidingsduur 1 week of korter;2005;21.0
4007;Vooropleiding hbo;Opleidingsduur 1 week of korter;2006;21.0
4008;Vooropleiding hbo;Opleidingsduur 1 week of korter;2007;21.0
4009;Vooropleiding hbo;Opleidingsduur 1 week of korter;2008;22.0
4010;Vooropleiding hbo;Opleidingsduur 1 week of korter;2009;22.0
4011;Vooropleiding hbo;Opleidingsduur 1 tot 4 weken;2003;6.0
4012;Vooropleiding hbo;Opleidingsduur 1 tot 4 weken;2004;6.0
4013;Vooropleiding hbo;Opleidingsduur 1 tot 4 weken;2005;7.0
4014;Vooropleiding hbo;Opleidingsduur 1 tot 4 weken;2006;6.0
4015;Vooropleiding hbo;Opleidingsduur 1 tot 4 weken;2007;6.0
4016;Vooropleiding hbo;Opleidingsduur 1 tot 4 weken;2008;6.0
4017;Vooropleiding hbo;Opleidingsduur 1 tot 4 weken;2009;7.0
4018;Vooropleiding hbo;Opleidingsduur 1 tot 3 maanden;2003;10.0
4019;Vooropleiding hbo;Opleidingsduur 1 tot 3 maanden;2004;11.0
4020;Vooropleiding hbo;Opleidingsduur 1 tot 3 maanden;2005;12.0
4021;Vooropleiding hbo;Opleidingsduur 1 tot 3 maanden;2006;12.0
4022;Vooropleiding hbo;Opleidingsduur 1 tot 3 maanden;2007;12.0
4023;Vooropleiding hbo;Opleidingsduur 1 tot 3 maanden;2008;12.0
4024;Vooropleiding hbo;Opleidingsduur 1 tot 3 maanden;2009;11.0
4025;Vooropleiding hbo;Opleidingsduur 3 tot 6 maanden;2003;12.0
4026;Vooropleiding hbo;Opleidingsduur 3 tot 6 maanden;2004;12.0
4027;Vooropleiding hbo;Opleidingsduur 3 tot 6 maanden;2005;13.0
4028;Vooropleiding hbo;Opleidingsduur 3 tot 6 maanden;2006;13.0
4029;Vooropleiding hbo;Opleidingsduur 3 tot 6 maanden;2007;12.0
4030;Vooropleiding hbo;Opleidingsduur 3 tot 6 maanden;2008;13.0
4031;Vooropleiding hbo;Opleidingsduur 3 tot 6 maanden;2009;13.0
4032;Vooropleiding hbo;Opleidingsduur 6 tot 12 maanden;2003;14.0
4033;Vooropleiding hbo;Opleidingsduur 6 tot 12 maanden;2004;12.0
4034;Vooropleiding hbo;Opleidingsduur 6 tot 12 maanden;2005;11.0
4035;Vooropleiding hbo;Opleidingsduur 6 tot 12 maanden;2006;11.0
4036;Vooropleiding hbo;Opleidingsduur 6 tot 12 maanden;2007;13.0
4037;Vooropleiding hbo;Opleidingsduur 6 tot 12 maanden;2008;12.0
4038;Vooropleiding hbo;Opleidingsduur 6 tot 12 maanden;2009;13.0
4039;Vooropleiding hbo;Opleidingsduur 1 tot 2 jaar;2003;14.0
4040;Vooropleiding hbo;Opleidingsduur 1 tot 2 jaar;2004;14.0
4041;Vooropleiding hbo;Opleidingsduur 1 tot 2 jaar;2005;14.0
4042;Vooropleiding hbo;Opleidingsduur 1 tot 2 jaar;2006;13.0
4043;Vooropleiding hbo;Opleidingsduur 1 tot 2 jaar;2007;13.0
4044;Vooropleiding hbo;Opleidingsduur 1 tot 2 jaar;2008;14.0
4045;Vooropleiding hbo;Opleidingsduur 1 tot 2 jaar;2009;14.0
4046;Vooropleiding hbo;Opleidingsduur 2 tot 3 jaar;2003;10.0
4047;Vooropleiding hbo;Opleidingsduur 2 tot 3 jaar;2004;9.0
4048;Vooropleiding hbo;Opleidingsduur 2 tot 3 jaar;2005;8.0
4049;Vooropleiding hbo;Opleidingsduur 2 tot 3 jaar;2006;9.0
4050;Vooropleiding hbo;Opleidingsduur 2 tot 3 jaar;2007;8.0
4051;Vooropleiding hbo;Opleidingsduur 2 tot 3 jaar;2008;7.0
4052;Vooropleiding hbo;Opleidingsduur 2 tot 3 jaar;2009;7.0
4053;Vooropleiding hbo;Opleidingsduur langer dan 3 jaar;2003;15.0
4054;Vooropleiding hbo;Opleidingsduur langer dan 3 jaar;2004;16.0
4055;Vooropleiding hbo;Opleidingsduur langer dan 3 jaar;2005;16.0
4056;Vooropleiding hbo;Opleidingsduur langer dan 3 jaar;2006;15.0
4057;Vooropleiding hbo;Opleidingsduur langer dan 3 jaar;2007;14.0
4058;Vooropleiding hbo;Opleidingsduur langer dan 3 jaar;2008;14.0
4059;Vooropleiding hbo;Opleidingsduur langer dan 3 jaar;2009;13.0
4060;Vooropleiding hbo;Bedrijfsopleiding;2003;33.0
4061;Vooropleiding hbo;Bedrijfsopleiding;2004;33.0
4062;Vooropleiding hbo;Bedrijfsopleiding;2005;33.0
4063;Vooropleiding hbo;Bedrijfsopleiding;2006;33.0
4064;Vooropleiding hbo;Bedrijfsopleiding;2007;33.0
4065;Vooropleiding hbo;Bedrijfsopleiding;2008;33.0
4066;Vooropleiding hbo;Bedrijfsopleiding;2009;33.0
4067;Vooropleiding hbo;Studieverlof;2003;
4068;Vooropleiding hbo;Studieverlof;2004;
4069;Vooropleiding hbo;Studieverlof;2005;
4070;Vooropleiding hbo;Studieverlof;2006;
4071;Vooropleiding hbo;Studieverlof;2007;
4072;Vooropleiding hbo;Studieverlof;2008;
4073;Vooropleiding hbo;Studieverlof;2009;
4074;Vooropleiding hbo;Sector alpha;2003;22.0
4075;Vooropleiding hbo;Sector alpha;2004;21.0
4076;Vooropleiding hbo;Sector alpha;2005;21.0
4077;Vooropleiding hbo;Sector alpha;2006;22.0
4078;Vooropleiding hbo;Sector alpha;2007;22.0
4079;Vooropleiding hbo;Sector alpha;2008;21.0
4080;Vooropleiding hbo;Sector alpha;2009;19.0
4081;Vooropleiding hbo;Sector beta;2003;18.0
4082;Vooropleiding hbo;Sector beta;2004;21.0
4083;Vooropleiding hbo;Sector beta;2005;20.0
4084;Vooropleiding hbo;Sector beta;2006;20.0
4085;Vooropleiding hbo;Sector beta;2007;17.0
4086;Vooropleiding hbo;Sector beta;2008;18.0
4087;Vooropleiding hbo;Sector beta;2009;19.0
4088;Vooropleiding hbo;Sector economisch;2003;40.0
4089;Vooropleiding hbo;Sector economisch;2004;37.0
4090;Vooropleiding hbo;Sector economisch;2005;37.0
4091;Vooropleiding hbo;Sector economisch;2006;36.0
4092;Vooropleiding hbo;Sector economisch;2007;38.0
4093;Vooropleiding hbo;Sector economisch;2008;35.0
4094;Vooropleiding hbo;Sector economisch;2009;36.0
4095;Vooropleiding hbo;Sector sociaal;2003;20.0
4096;Vooropleiding hbo;Sector sociaal;2004;22.0
4097;Vooropleiding hbo;Sector sociaal;2005;22.0
4098;Vooropleiding hbo;Sector sociaal;2006;23.0
4099;Vooropleiding hbo;Sector sociaal;2007;23.0
4100;Vooropleiding hbo;Sector sociaal;2008;26.0
4101;Vooropleiding hbo;Sector sociaal;2009;27.0
4102;Vooropleiding hbo;Opleidingsniveau t/m VO lagere trap;2003;22.0
4103;Vooropleiding hbo;Opleidingsniveau t/m VO lagere trap;2004;19.0
4104;Vooropleiding hbo;Opleidingsniveau t/m VO lagere trap;2005;19.0
4105;Vooropleiding hbo;Opleidingsniveau t/m VO lagere trap;2006;17.0
4106;Vooropleiding hbo;Opleidingsniveau t/m VO lagere trap;2007;14.0
4107;Vooropleiding hbo;Opleidingsniveau t/m VO lagere trap;2008;14.0
4108;Vooropleiding hbo;Opleidingsniveau t/m VO lagere trap;2009;14.0
4109;Vooropleiding hbo;Opleidingsniveau VO hogere trap;2003;26.0
4110;Vooropleiding hbo;Opleidingsniveau VO hogere trap;2004;28.0
4111;Vooropleiding hbo;Opleidingsniveau VO hogere trap;2005;26.0
4112;Vooropleiding hbo;Opleidingsniveau VO hogere trap;2006;24.0
4113;Vooropleiding hbo;Opleidingsniveau VO hogere trap;2007;23.0
4114;Vooropleiding hbo;Opleidingsniveau VO hogere trap;2008;22.0
4115;Vooropleiding hbo;Opleidingsniveau VO hogere trap;2009;24.0
4116;Vooropleiding hbo;Opleidingsniveau hoger onderwijs totaal;2003;52.0
4117;Vooropleiding hbo;Opleidingsniveau hoger onderwijs totaal;2004;53.0
4118;Vooropleiding hbo;Opleidingsniveau hoger onderwijs totaal;2005;55.0
4119;Vooropleiding hbo;Opleidingsniveau hoger onderwijs totaal;2006;59.0
4120;Vooropleiding hbo;Opleidingsniveau hoger onderwijs totaal;2007;63.0
4121;Vooropleiding hbo;Opleidingsniveau hoger onderwijs totaal;2008;63.0
4122;Vooropleiding hbo;Opleidingsniveau hoger onderwijs totaal;2009;63.0
4123;Vooropleiding hbo;Opleidingsniveau HO eerste trap;2003;40.0
4124;Vooropleiding hbo;Opleidingsniveau HO eerste trap;2004;40.0
4125;Vooropleiding hbo;Opleidingsniveau HO eerste trap;2005;42.0
4126;Vooropleiding hbo;Opleidingsniveau HO eerste trap;2006;46.0
4127;Vooropleiding hbo;Opleidingsniveau HO eerste trap;2007;48.0
4128;Vooropleiding hbo;Opleidingsniveau HO eerste trap;2008;49.0
4129;Vooropleiding hbo;Opleidingsniveau HO eerste trap;2009;48.0
4130;Vooropleiding hbo;Opleidingsniveau HO tweede trap;2003;12.0
4131;Vooropleiding hbo;Opleidingsniveau HO tweede trap;2004;12.0
4132;Vooropleiding hbo;Opleidingsniveau HO tweede trap;2005;13.0
4133;Vooropleiding hbo;Opleidingsniveau HO tweede trap;2006;13.0
4134;Vooropleiding hbo;Opleidingsniveau HO tweede trap;2007;14.0
4135;Vooropleiding hbo;Opleidingsniveau HO tweede trap;2008;14.0
4136;Vooropleiding hbo;Opleidingsniveau HO tweede trap;2009;14.0
4137;Vooropleiding hbo;Opleidingsniveau HO derde trap;2003;0.0
4138;Vooropleiding hbo;Opleidingsniveau HO derde trap;2004;1.0
4139;Vooropleiding hbo;Opleidingsniveau HO derde trap;2005;0.0
4140;Vooropleiding hbo;Opleidingsniveau HO derde trap;2006;0.0
4141;Vooropleiding hbo;Opleidingsniveau HO derde trap;2007;0.0
4142;Vooropleiding hbo;Opleidingsniveau HO derde trap;2008;1.0
4143;Vooropleiding hbo;Opleidingsniveau HO derde trap;2009;0.0
4144;Vooropleiding hbo;Lesuren per week 6 uur of minder;2003;70.0
4145;Vooropleiding hbo;Lesuren per week 6 uur of minder;2004;70.0
4146;Vooropleiding hbo;Lesuren per week 6 uur of minder;2005;74.0
4147;Vooropleiding hbo;Lesuren per week 6 uur of minder;2006;78.0
4148;Vooropleiding hbo;Lesuren per week 6 uur of minder;2007;77.0
4149;Vooropleiding hbo;Lesuren per week 6 uur of minder;2008;75.0
4150;Vooropleiding hbo;Lesuren per week 6 uur of minder;2009;75.0
4151;Vooropleiding hbo;Lesuren per week 7-12 uur;2003;19.0
4152;Vooropleiding hbo;Lesuren per week 7-12 uur;2004;19.0
4153;Vooropleiding hbo;Lesuren per week 7-12 uur;2005;17.0
4154;Vooropleiding hbo;Lesuren per week 7-12 uur;2006;16.0
4155;Vooropleiding hbo;Lesuren per week 7-12 uur;2007;17.0
4156;Vooropleiding hbo;Lesuren per week 7-12 uur;2008;18.0
4157;Vooropleiding hbo;Lesuren per week 7-12 uur;2009;18.0
4158;Vooropleiding hbo;Lesuren per week 13-18 uur;2003;5.0
4159;Vooropleiding hbo;Lesuren per week 13-18 uur;2004;5.0
4160;Vooropleiding hbo;Lesuren per week 13-18 uur;2005;4.0
4161;Vooropleiding hbo;Lesuren per week 13-18 uur;2006;2.0
4162;Vooropleiding hbo;Lesuren per week 13-18 uur;2007;2.0
4163;Vooropleiding hbo;Lesuren per week 13-18 uur;2008;2.0
4164;Vooropleiding hbo;Lesuren per week 13-18 uur;2009;3.0
4165;Vooropleiding hbo;Lesuren per week 19-24 uur;2003;3.0
4166;Vooropleiding hbo;Lesuren per week 19-24 uur;2004;2.0
4167;Vooropleiding hbo;Lesuren per week 19-24 uur;2005;2.0
4168;Vooropleiding hbo;Lesuren per week 19-24 uur;2006;2.0
4169;Vooropleiding hbo;Lesuren per week 19-24 uur;2007;1.0
4170;Vooropleiding hbo;Lesuren per week 19-24 uur;2008;2.0
4171;Vooropleiding hbo;Lesuren per week 19-24 uur;2009;2.0
4172;Vooropleiding hbo;Lesuren per week 25 uur of meer;2003;4.0
4173;Vooropleiding hbo;Lesuren per week 25 uur of meer;2004;4.0
4174;Vooropleiding hbo;Lesuren per week 25 uur of meer;2005;3.0
4175;Vooropleiding hbo;Lesuren per week 25 uur of meer;2006;2.0
4176;Vooropleiding hbo;Lesuren per week 25 uur of meer;2007;2.0
4177;Vooropleiding hbo;Lesuren per week 25 uur of meer;2008;2.0
4178;Vooropleiding hbo;Lesuren per week 25 uur of meer;2009;2.0
4179;Vooropleiding hbo;Schriftelijk;2003;11.0
4180;Vooropleiding hbo;Schriftelijk;2004;11.0
4181;Vooropleiding hbo;Schriftelijk;2005;11.0
4182;Vooropleiding hbo;Schriftelijk;2006;11.0
4183;Vooropleiding hbo;Schriftelijk;2007;11.0
4184;Vooropleiding hbo;Schriftelijk;2008;10.0
4185;Vooropleiding hbo;Schriftelijk;2009;10.0
4186;Vooropleiding wo;Opleidingsduur 1 week of korter;2003;25.0
4187;Vooropleiding wo;Opleidingsduur 1 week of korter;2004;21.0
4188;Vooropleiding wo;Opleidingsduur 1 week of korter;2005;23.0
4189;Vooropleiding wo;Opleidingsduur 1 week of korter;2006;22.0
4190;Vooropleiding wo;Opleidingsduur 1 week of korter;2007;22.0
4191;Vooropleiding wo;Opleidingsduur 1 week of korter;2008;23.0
4192;Vooropleiding wo;Opleidingsduur 1 week of korter;2009;24.0
4193;Vooropleiding wo;Opleidingsduur 1 tot 4 weken;2003;6.0
4194;Vooropleiding wo;Opleidingsduur 1 tot 4 weken;2004;6.0
4195;Vooropleiding wo;Opleidingsduur 1 tot 4 weken;2005;5.0
4196;Vooropleiding wo;Opleidingsduur 1 tot 4 weken;2006;5.0
4197;Vooropleiding wo;Opleidingsduur 1 tot 4 weken;2007;5.0
4198;Vooropleiding wo;Opleidingsduur 1 tot 4 weken;2008;6.0
4199;Vooropleiding wo;Opleidingsduur 1 tot 4 weken;2009;5.0
4200;Vooropleiding wo;Opleidingsduur 1 tot 3 maanden;2003;8.0
