ID;Vakantiekenmerken;Perioden;TotaalAantalLangeVakantiesNederland_1;TotaalSeizoenrecreatieveLogiesvormen_2;SLCaravanVouwwagen_3;SLZomerhuisjeBungalowTweedeWoning_4;OverigeSeizoenrecreatieveLogiesvormen_5;TotaalToeristischeLogiesvormen_6;TLWoningVanAndereParticulier_7;TLHotel_8;TLZomerhuisjeVakantiebungalow_9;TLTentBungalowtent_10;TLCaravanVouwwagen_11;OverigeToeristischeLogiesvormen_12
206;West- en Midden-Brabant (TR);2013;720.0;139.0;68.0;67.0;4.0;581.0;45.0;14.0;359.0;20.0;122.0;21.0
207;West- en Midden-Brabant (TR);2014;620.0;116.0;78.0;38.0;0.0;504.0;49.0;28.0;247.0;36.0;119.0;26.0
208;West- en Midden-Brabant (TR);2015;653.0;176.0;45.0;124.0;7.0;477.0;44.0;11.0;254.0;20.0;120.0;27.0
209;West- en Midden-Brabant (TR);2016;664.0;122.0;54.0;61.0;7.0;542.0;49.0;30.0;286.0;33.0;103.0;41.0
210;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2002;862.0;60.0;57.0;0.0;3.0;802.0;56.0;67.0;450.0;63.0;137.0;28.0
211;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2003;775.0;75.0;50.0;22.0;3.0;700.0;40.0;15.0;453.0;57.0;103.0;32.0
212;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2004;1058.0;59.0;51.0;4.0;5.0;999.0;45.0;23.0;666.0;50.0;172.0;42.0
213;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2005;888.0;41.0;29.0;2.0;11.0;846.0;36.0;53.0;543.0;50.0;119.0;47.0
214;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2006;897.0;72.0;29.0;22.0;22.0;825.0;31.0;28.0;599.0;34.0;106.0;26.0
215;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2007;865.0;49.0;35.0;11.0;4.0;815.0;40.0;30.0;585.0;20.0;108.0;31.0
216;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2008;884.0;121.0;99.0;13.0;9.0;763.0;33.0;28.0;534.0;21.0;107.0;40.0
217;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2009;958.0;80.0;61.0;17.0;2.0;878.0;38.0;10.0;633.0;32.0;131.0;33.0
218;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2010;843.0;86.0;61.0;22.0;2.0;757.0;44.0;14.0;508.0;33.0;126.0;32.0
219;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2011;914.0;59.0;43.0;17.0;0.0;855.0;45.0;44.0;580.0;15.0;151.0;20.0
220;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2012;909.0;83.0;53.0;26.0;4.0;826.0;58.0;20.0;566.0;31.0;117.0;33.0
221;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2013;830.0;62.0;50.0;12.0;0.0;768.0;49.0;18.0;546.0;16.0;119.0;20.0
222;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2014;812.0;62.0;32.0;25.0;6.0;750.0;71.0;20.0;497.0;32.0;124.0;5.0
223;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2015;841.0;82.0;51.0;25.0;6.0;760.0;61.0;18.0;499.0;37.0;127.0;18.0
224;O.-Brabant, N.-M.-Limburg, Nijmegen (TR);2016;839.0;116.0;76.0;39.0;1.0;723.0;66.0;23.0;439.0;26.0;147.0;21.0
225;Zuid-Limburg (TR);2002;474.0;13.0;13.0;0.0;0.0;461.0;41.0;102.0;167.0;35.0;73.0;43.0
226;Zuid-Limburg (TR);2003;414.0;15.0;2.0;4.0;9.0;399.0;25.0;103.0;145.0;28.0;62.0;36.0
227;Zuid-Limburg (TR);2004;357.0;4.0;2.0;0.0;2.0;353.0;15.0;100.0;136.0;17.0;44.0;40.0
228;Zuid-Limburg (TR);2005;394.0;10.0;2.0;2.0;7.0;384.0;35.0;112.0;134.0;20.0;50.0;32.0
229;Zuid-Limburg (TR);2006;376.0;5.0;5.0;0.0;0.0;371.0;18.0;88.0;133.0;18.0;67.0;47.0
230;Zuid-Limburg (TR);2007;470.0;29.0;3.0;26.0;0.0;440.0;28.0;118.0;175.0;30.0;59.0;31.0
231;Zuid-Limburg (TR);2008;445.0;31.0;9.0;22.0;0.0;414.0;21.0;113.0;132.0;29.0;73.0;46.0
232;Zuid-Limburg (TR);2009;417.0;9.0;2.0;5.0;2.0;408.0;32.0;103.0;152.0;25.0;52.0;45.0
233;Zuid-Limburg (TR);2010;394.0;17.0;9.0;9.0;0.0;377.0;25.0;99.0;131.0;15.0;41.0;66.0
234;Zuid-Limburg (TR);2011;466.0;19.0;5.0;11.0;3.0;447.0;26.0;74.0;208.0;11.0;65.0;64.0
235;Zuid-Limburg (TR);2012;373.0;4.0;0.0;4.0;0.0;369.0;24.0;82.0;144.0;8.0;58.0;53.0
236;Zuid-Limburg (TR);2013;401.0;19.0;6.0;8.0;4.0;382.0;42.0;62.0;158.0;11.0;60.0;50.0
237;Zuid-Limburg (TR);2014;425.0;18.0;3.0;12.0;3.0;407.0;45.0;75.0;187.0;25.0;58.0;17.0
238;Zuid-Limburg (TR);2015;377.0;17.0;9.0;3.0;5.0;360.0;30.0;78.0;158.0;22.0;56.0;16.0
239;Zuid-Limburg (TR);2016;384.0;5.0;2.0;3.0;0.0;379.0;47.0;57.0;167.0;13.0;63.0;32.0
240;4 grote steden excl. Noordzeebadplaatsen;2002;121.0;34.0;2.0;14.0;18.0;87.0;45.0;2.0;9.0;2.0;17.0;11.0
241;4 grote steden excl. Noordzeebadplaatsen;2003;71.0;10.0;0.0;3.0;6.0;61.0;41.0;14.0;2.0;2.0;1.0;2.0
242;4 grote steden excl. Noordzeebadplaatsen;2004;58.0;3.0;0.0;0.0;3.0;54.0;42.0;4.0;2.0;0.0;2.0;5.0
243;4 grote steden excl. Noordzeebadplaatsen;2005;55.0;24.0;0.0;0.0;24.0;31.0;16.0;11.0;0.0;0.0;0.0;4.0
244;4 grote steden excl. Noordzeebadplaatsen;2006;100.0;7.0;1.0;0.0;6.0;93.0;36.0;36.0;5.0;0.0;0.0;16.0
245;4 grote steden excl. Noordzeebadplaatsen;2007;76.0;26.0;0.0;7.0;19.0;50.0;30.0;10.0;0.0;0.0;0.0;11.0
246;4 grote steden excl. Noordzeebadplaatsen;2008;91.0;36.0;18.0;0.0;;55.0;20.0;12.0;14.0;0.0;5.0;4.0
247;4 grote steden excl. Noordzeebadplaatsen;2009;113.0;22.0;2.0;5.0;15.0;91.0;44.0;14.0;9.0;2.0;8.0;14.0
248;4 grote steden excl. Noordzeebadplaatsen;2010;133.0;40.0;0.0;8.0;32.0;93.0;69.0;13.0;3.0;0.0;1.0;7.0
249;4 grote steden excl. Noordzeebadplaatsen;2011;114.0;48.0;11.0;9.0;28.0;66.0;39.0;16.0;4.0;0.0;0.0;7.0
250;4 grote steden excl. Noordzeebadplaatsen;2012;71.0;;;;;;;;;;;
251;4 grote steden excl. Noordzeebadplaatsen;2013;;;;;;;;;;;;
252;4 grote steden excl. Noordzeebadplaatsen;2014;;;;;;;;;;;;
253;4 grote steden excl. Noordzeebadplaatsen;2015;;;;;;;;;;;;
254;4 grote steden excl. Noordzeebadplaatsen;2016;;;;;;;;;;;;
255;Overig Nederland;2002;563.0;147.0;73.0;31.0;42.0;416.0;141.0;19.0;85.0;38.0;93.0;40.0
256;Overig Nederland;2003;513.0;153.0;31.0;61.0;61.0;360.0;96.0;32.0;84.0;36.0;77.0;35.0
257;Overig Nederland;2004;439.0;142.0;41.0;28.0;73.0;298.0;63.0;32.0;51.0;27.0;76.0;49.0
258;Overig Nederland;2005;435.0;134.0;38.0;26.0;70.0;301.0;78.0;23.0;62.0;24.0;70.0;44.0
259;Overig Nederland;2006;471.0;128.0;42.0;21.0;66.0;343.0;107.0;49.0;55.0;25.0;81.0;26.0
260;Overig Nederland;2007;485.0;169.0;41.0;31.0;97.0;317.0;66.0;49.0;59.0;47.0;64.0;32.0
261;Overig Nederland;2008;463.0;103.0;31.0;45.0;27.0;360.0;113.0;48.0;76.0;28.0;55.0;41.0
262;Overig Nederland;2009;403.0;73.0;33.0;20.0;21.0;330.0;65.0;26.0;93.0;35.0;69.0;43.0
263;Overig Nederland;2010;519.0;134.0;34.0;48.0;52.0;386.0;100.0;44.0;101.0;12.0;58.0;69.0
264;Overig Nederland;2011;450.0;118.0;63.0;29.0;26.0;332.0;76.0;27.0;111.0;15.0;77.0;27.0
265;Overig Nederland;2012;416.0;140.0;71.0;41.0;28.0;276.0;82.0;42.0;52.0;18.0;50.0;32.0
266;Overig Nederland;2013;443.0;99.0;16.0;42.0;41.0;344.0;88.0;48.0;87.0;16.0;55.0;50.0
267;Overig Nederland;2014;305.0;63.0;20.0;11.0;32.0;242.0;83.0;34.0;39.0;4.0;44.0;38.0
268;Overig Nederland;2015;397.0;71.0;19.0;6.0;46.0;326.0;101.0;53.0;57.0;20.0;63.0;33.0
269;Overig Nederland;2016;406.0;84.0;37.0;4.0;43.0;322.0;74.0;45.0;90.0;13.0;54.0;45.0
270;Groningen (PV);2002;148.0;55.0;16.0;24.0;15.0;93.0;18.0;9.0;34.0;9.0;9.0;14.0
271;Groningen (PV);2003;155.0;40.0;12.0;20.0;8.0;115.0;12.0;14.0;41.0;23.0;23.0;3.0
272;Groningen (PV);2004;140.0;17.0;5.0;0.0;12.0;123.0;20.0;7.0;59.0;17.0;15.0;5.0
273;Groningen (PV);2005;152.0;24.0;11.0;7.0;7.0;128.0;20.0;11.0;56.0;8.0;22.0;11.0
274;Groningen (PV);2006;191.0;35.0;16.0;17.0;2.0;156.0;27.0;16.0;51.0;14.0;29.0;18.0
275;Groningen (PV);2007;153.0;32.0;12.0;18.0;2.0;121.0;14.0;25.0;21.0;19.0;37.0;5.0
276;Groningen (PV);2008;218.0;28.0;1.0;27.0;0.0;190.0;32.0;29.0;54.0;22.0;32.0;21.0
277;Groningen (PV);2009;172.0;31.0;4.0;19.0;8.0;141.0;22.0;15.0;60.0;13.0;21.0;11.0
278;Groningen (PV);2010;209.0;41.0;4.0;22.0;15.0;168.0;25.0;17.0;74.0;5.0;31.0;16.0
279;Groningen (PV);2011;180.0;42.0;28.0;14.0;0.0;138.0;19.0;8.0;63.0;7.0;34.0;8.0
280;Groningen (PV);2012;175.0;;;;;;;;;;;
281;Groningen (PV);2013;;;;;;;;;;;;
282;Groningen (PV);2014;;;;;;;;;;;;
283;Groningen (PV);2015;;;;;;;;;;;;
284;Groningen (PV);2016;;;;;;;;;;;;
285;Friesland (PV);2002;785.0;180.0;54.0;17.0;110.0;605.0;59.0;61.0;169.0;71.0;87.0;159.0
286;Friesland (PV);2003;785.0;154.0;61.0;29.0;64.0;631.0;93.0;59.0;164.0;66.0;86.0;163.0
287;Friesland (PV);2004;716.0;167.0;64.0;59.0;43.0;549.0;80.0;48.0;190.0;34.0;98.0;99.0
288;Friesland (PV);2005;738.0;199.0;54.0;63.0;82.0;539.0;83.0;57.0;121.0;37.0;96.0;144.0
289;Friesland (PV);2006;743.0;223.0;47.0;64.0;112.0;520.0;68.0;51.0;155.0;43.0;101.0;101.0
290;Friesland (PV);2007;698.0;140.0;27.0;49.0;64.0;558.0;64.0;48.0;185.0;61.0;84.0;115.0
291;Friesland (PV);2008;626.0;148.0;34.0;42.0;73.0;478.0;57.0;30.0;147.0;47.0;67.0;130.0
292;Friesland (PV);2009;710.0;161.0;57.0;20.0;84.0;549.0;78.0;42.0;179.0;73.0;79.0;97.0
293;Friesland (PV);2010;709.0;186.0;46.0;61.0;79.0;523.0;79.0;24.0;166.0;23.0;94.0;137.0
294;Friesland (PV);2011;632.0;127.0;24.0;50.0;53.0;506.0;46.0;48.0;176.0;27.0;97.0;112.0
295;Friesland (PV);2012;615.0;163.0;52.0;48.0;63.0;451.0;81.0;60.0;128.0;26.0;58.0;99.0
296;Friesland (PV);2013;652.0;143.0;44.0;43.0;55.0;509.0;97.0;43.0;151.0;38.0;80.0;100.0
297;Friesland (PV);2014;602.0;144.0;52.0;30.0;62.0;458.0;87.0;38.0;114.0;39.0;82.0;98.0
298;Friesland (PV);2015;578.0;124.0;59.0;12.0;53.0;454.0;59.0;63.0;126.0;41.0;85.0;79.0
299;Friesland (PV);2016;689.0;146.0;57.0;25.0;63.0;543.0;113.0;71.0;133.0;42.0;94.0;90.0
300;Drenthe (PV);2002;848.0;116.0;85.0;28.0;3.0;732.0;52.0;47.0;379.0;65.0;123.0;66.0
301;Drenthe (PV);2003;804.0;165.0;79.0;78.0;8.0;639.0;40.0;18.0;359.0;53.0;121.0;47.0
302;Drenthe (PV);2004;922.0;146.0;73.0;68.0;4.0;776.0;47.0;47.0;392.0;82.0;150.0;58.0
303;Drenthe (PV);2005;857.0;164.0;111.0;45.0;8.0;693.0;32.0;53.0;356.0;77.0;134.0;41.0
304;Drenthe (PV);2006;878.0;132.0;101.0;13.0;17.0;746.0;56.0;37.0;438.0;40.0;136.0;39.0
305;Drenthe (PV);2007;842.0;118.0;96.0;14.0;8.0;724.0;48.0;41.0;438.0;34.0;136.0;28.0
306;Drenthe (PV);2008;860.0;125.0;80.0;35.0;10.0;735.0;57.0;26.0;472.0;32.0;125.0;24.0
307;Drenthe (PV);2009;964.0;189.0;83.0;98.0;8.0;775.0;44.0;35.0;511.0;28.0;121.0;37.0
308;Drenthe (PV);2010;909.0;129.0;81.0;48.0;0.0;780.0;46.0;42.0;491.0;23.0;144.0;35.0
309;Drenthe (PV);2011;942.0;191.0;102.0;57.0;33.0;751.0;42.0;57.0;487.0;25.0;122.0;17.0
310;Drenthe (PV);2012;938.0;184.0;73.0;106.0;5.0;754.0;60.0;57.0;500.0;26.0;100.0;12.0
311;Drenthe (PV);2013;887.0;117.0;41.0;75.0;0.0;771.0;74.0;24.0;495.0;36.0;117.0;24.0
312;Drenthe (PV);2014;817.0;151.0;60.0;90.0;0.0;666.0;68.0;49.0;409.0;21.0;96.0;23.0
313;Drenthe (PV);2015;794.0;112.0;46.0;66.0;0.0;682.0;56.0;52.0;433.0;30.0;92.0;19.0
314;Drenthe (PV);2016;905.0;149.0;80.0;65.0;5.0;756.0;58.0;74.0;434.0;47.0;120.0;22.0
315;Overijssel (PV);2002;814.0;189.0;103.0;61.0;24.0;626.0;54.0;76.0;247.0;47.0;162.0;40.0
316;Overijssel (PV);2003;854.0;174.0;110.0;38.0;26.0;680.0;49.0;64.0;272.0;57.0;193.0;45.0
317;Overijssel (PV);2004;796.0;175.0;110.0;52.0;13.0;622.0;56.0;39.0;245.0;64.0;195.0;22.0
318;Overijssel (PV);2005;802.0;143.0;87.0;32.0;24.0;659.0;39.0;68.0;273.0;49.0;201.0;28.0
319;Overijssel (PV);2006;810.0;161.0;81.0;16.0;65.0;649.0;33.0;53.0;298.0;40.0;177.0;49.0
320;Overijssel (PV);2007;821.0;176.0;90.0;21.0;64.0;645.0;35.0;70.0;305.0;27.0;160.0;47.0
321;Overijssel (PV);2008;788.0;136.0;71.0;16.0;50.0;651.0;38.0;60.0;313.0;62.0;146.0;33.0
322;Overijssel (PV);2009;723.0;175.0;72.0;57.0;45.0;549.0;38.0;59.0;216.0;52.0;158.0;25.0
323;Overijssel (PV);2010;821.0;160.0;84.0;28.0;48.0;661.0;44.0;77.0;275.0;46.0;198.0;22.0
324;Overijssel (PV);2011;823.0;147.0;78.0;53.0;17.0;676.0;44.0;44.0;307.0;33.0;208.0;38.0
325;Overijssel (PV);2012;752.0;169.0;110.0;45.0;14.0;583.0;69.0;32.0;245.0;38.0;174.0;24.0
326;Overijssel (PV);2013;758.0;166.0;67.0;50.0;49.0;592.0;52.0;48.0;243.0;43.0;172.0;35.0
327;Overijssel (PV);2014;754.0;144.0;79.0;36.0;29.0;610.0;68.0;57.0;214.0;38.0;203.0;31.0
328;Overijssel (PV);2015;699.0;131.0;82.0;41.0;7.0;568.0;61.0;59.0;253.0;36.0;134.0;26.0
329;Overijssel (PV);2016;781.0;158.0;97.0;50.0;11.0;624.0;61.0;50.0;276.0;48.0;162.0;27.0
330;Flevoland (PV);2002;115.0;23.0;4.0;0.0;19.0;93.0;14.0;0.0;30.0;16.0;22.0;11.0
331;Flevoland (PV);2003;180.0;33.0;7.0;6.0;20.0;148.0;3.0;;90.0;33.0;15.0;6.0
332;Flevoland (PV);2004;163.0;27.0;9.0;0.0;18.0;137.0;4.0;0.0;86.0;28.0;15.0;4.0
333;Flevoland (PV);2005;138.0;19.0;8.0;1.0;9.0;119.0;10.0;0.0;62.0;22.0;16.0;9.0
334;Flevoland (PV);2006;158.0;19.0;2.0;5.0;12.0;139.0;9.0;2.0;83.0;20.0;21.0;5.0
335;Flevoland (PV);2007;168.0;25.0;2.0;1.0;22.0;143.0;12.0;4.0;75.0;14.0;18.0;19.0
336;Flevoland (PV);2008;174.0;26.0;4.0;7.0;;148.0;6.0;2.0;75.0;27.0;19.0;18.0
337;Flevoland (PV);2009;184.0;35.0;13.0;15.0;7.0;150.0;7.0;3.0;85.0;22.0;22.0;12.0
338;Flevoland (PV);2010;131.0;38.0;31.0;1.0;6.0;93.0;0.0;5.0;60.0;9.0;19.0;0.0
339;Flevoland (PV);2011;209.0;27.0;15.0;3.0;9.0;182.0;8.0;0.0;111.0;13.0;45.0;5.0
340;Flevoland (PV);2012;219.0;43.0;11.0;8.0;24.0;176.0;6.0;2.0;105.0;22.0;35.0;5.0
341;Flevoland (PV);2013;;;;;;;;;;;;
342;Flevoland (PV);2014;;;;;;;;;;;;
343;Flevoland (PV);2015;;;;;;;;;;;;
344;Flevoland (PV);2016;260.0;78.0;50.0;4.0;24.0;183.0;6.0;2.0;120.0;18.0;32.0;5.0
345;Gelderland (PV);2002;1536.0;259.0;204.0;49.0;7.0;1277.0;81.0;157.0;620.0;97.0;259.0;63.0
346;Gelderland (PV);2003;1619.0;372.0;297.0;62.0;13.0;1247.0;109.0;149.0;601.0;92.0;231.0;66.0
347;Gelderland (PV);2004;1601.0;348.0;251.0;89.0;8.0;1254.0;88.0;116.0;579.0;106.0;288.0;76.0
348;Gelderland (PV);2005;1473.0;331.0;248.0;78.0;4.0;1142.0;88.0;85.0;559.0;97.0;264.0;48.0
349;Gelderland (PV);2006;1490.0;409.0;268.0;110.0;30.0;1081.0;73.0;77.0;546.0;70.0;245.0;69.0
350;Gelderland (PV);2007;1349.0;385.0;226.0;148.0;11.0;963.0;50.0;87.0;479.0;75.0;229.0;44.0
351;Gelderland (PV);2008;1557.0;437.0;191.0;227.0;19.0;1120.0;97.0;110.0;562.0;53.0;250.0;48.0
352;Gelderland (PV);2009;1473.0;343.0;224.0;106.0;12.0;1131.0;99.0;77.0;580.0;58.0;266.0;50.0
353;Gelderland (PV);2010;1431.0;299.0;185.0;92.0;22.0;1132.0;97.0;59.0;565.0;46.0;300.0;65.0
354;Gelderland (PV);2011;1329.0;298.0;191.0;89.0;18.0;1031.0;100.0;110.0;445.0;54.0;256.0;65.0
355;Gelderland (PV);2012;1335.0;328.0;229.0;84.0;15.0;1007.0;115.0;80.0;488.0;38.0;253.0;32.0
356;Gelderland (PV);2013;1435.0;320.0;211.0;91.0;18.0;1115.0;124.0;84.0;488.0;94.0;265.0;60.0
357;Gelderland (PV);2014;1305.0;272.0;138.0;127.0;7.0;1033.0;161.0;64.0;493.0;62.0;234.0;19.0
358;Gelderland (PV);2015;1441.0;301.0;163.0;119.0;19.0;1140.0;121.0;88.0;555.0;67.0;273.0;35.0
359;Gelderland (PV);2016;1353.0;248.0;129.0;101.0;18.0;1104.0;117.0;67.0;530.0;70.0;287.0;33.0
360;Utrecht (PV);2002;372.0;166.0;74.0;83.0;9.0;206.0;66.0;0.0;57.0;10.0;59.0;15.0
361;Utrecht (PV);2003;257.0;103.0;47.0;31.0;26.0;154.0;47.0;6.0;49.0;15.0;22.0;15.0
362;Utrecht (PV);2004;275.0;142.0;45.0;52.0;45.0;133.0;23.0;11.0;34.0;12.0;36.0;18.0
363;Utrecht (PV);2005;232.0;83.0;35.0;15.0;33.0;149.0;24.0;14.0;50.0;5.0;37.0;19.0
364;Utrecht (PV);2006;269.0;107.0;44.0;32.0;31.0;161.0;19.0;12.0;46.0;27.0;44.0;15.0
365;Utrecht (PV);2007;200.0;56.0;38.0;7.0;11.0;144.0;24.0;10.0;49.0;13.0;42.0;7.0
366;Utrecht (PV);2008;219.0;94.0;36.0;45.0;13.0;125.0;25.0;6.0;33.0;13.0;40.0;8.0
367;Utrecht (PV);2009;176.0;59.0;25.0;23.0;11.0;117.0;17.0;5.0;42.0;10.0;33.0;9.0
368;Utrecht (PV);2010;190.0;62.0;17.0;19.0;26.0;128.0;38.0;2.0;14.0;17.0;37.0;19.0
369;Utrecht (PV);2011;167.0;37.0;31.0;3.0;3.0;130.0;30.0;8.0;35.0;11.0;37.0;8.0
370;Utrecht (PV);2012;158.0;;;;;;;;;;;
371;Utrecht (PV);2013;221.0;45.0;25.0;11.0;10.0;175.0;44.0;10.0;46.0;11.0;45.0;18.0
372;Utrecht (PV);2014;;;;;;;;;;;;
373;Utrecht (PV);2015;217.0;33.0;13.0;10.0;10.0;184.0;28.0;18.0;44.0;10.0;63.0;21.0
374;Utrecht (PV);2016;;;;;;;;;;;;
375;Noord-Holland (PV);2002;850.0;218.0;79.0;53.0;86.0;632.0;99.0;35.0;248.0;59.0;127.0;63.0
376;Noord-Holland (PV);2003;859.0;247.0;54.0;125.0;69.0;612.0;69.0;37.0;254.0;65.0;99.0;88.0
377;Noord-Holland (PV);2004;865.0;200.0;52.0;106.0;42.0;665.0;101.0;46.0;253.0;52.0;125.0;88.0
378;Noord-Holland (PV);2005;830.0;172.0;60.0;40.0;73.0;658.0;105.0;50.0;268.0;50.0;98.0;87.0
379;Noord-Holland (PV);2006;953.0;331.0;76.0;169.0;86.0;622.0;121.0;74.0;219.0;19.0;98.0;91.0
380;Noord-Holland (PV);2007;978.0;236.0;46.0;78.0;112.0;742.0;75.0;72.0;357.0;54.0;86.0;98.0
381;Noord-Holland (PV);2008;899.0;195.0;73.0;57.0;65.0;703.0;91.0;75.0;296.0;41.0;115.0;85.0
382;Noord-Holland (PV);2009;917.0;205.0;62.0;31.0;112.0;713.0;81.0;57.0;329.0;35.0;127.0;85.0
383;Noord-Holland (PV);2010;886.0;203.0;68.0;39.0;96.0;683.0;134.0;49.0;283.0;21.0;95.0;101.0
384;Noord-Holland (PV);2011;802.0;198.0;75.0;62.0;60.0;604.0;88.0;48.0;307.0;35.0;87.0;39.0
385;Noord-Holland (PV);2012;684.0;146.0;64.0;25.0;57.0;538.0;57.0;61.0;260.0;23.0;78.0;60.0
386;Noord-Holland (PV);2013;867.0;198.0;44.0;67.0;87.0;669.0;161.0;59.0;226.0;47.0;113.0;64.0
387;Noord-Holland (PV);2014;859.0;168.0;51.0;43.0;74.0;691.0;167.0;73.0;306.0;20.0;93.0;32.0
388;Noord-Holland (PV);2015;890.0;198.0;35.0;82.0;81.0;692.0;147.0;73.0;288.0;31.0;115.0;38.0
389;Noord-Holland (PV);2016;791.0;134.0;47.0;36.0;50.0;657.0;169.0;80.0;267.0;15.0;70.0;57.0
390;Zuid-Holland (PV);2002;617.0;291.0;148.0;112.0;30.0;325.0;86.0;24.0;98.0;17.0;87.0;14.0
391;Zuid-Holland (PV);2003;609.0;260.0;108.0;54.0;98.0;349.0;69.0;25.0;127.0;13.0;79.0;37.0
392;Zuid-Holland (PV);2004;567.0;208.0;85.0;72.0;51.0;358.0;86.0;20.0;127.0;10.0;76.0;40.0
393;Zuid-Holland (PV);2005;527.0;208.0;53.0;90.0;65.0;320.0;56.0;44.0;120.0;9.0;68.0;23.0
394;Zuid-Holland (PV);2006;523.0;182.0;103.0;48.0;31.0;341.0;70.0;57.0;88.0;19.0;66.0;42.0
395;Zuid-Holland (PV);2007;502.0;191.0;99.0;59.0;34.0;310.0;45.0;26.0;117.0;32.0;62.0;29.0
396;Zuid-Holland (PV);2008;429.0;146.0;64.0;54.0;29.0;283.0;70.0;41.0;85.0;22.0;51.0;12.0
397;Zuid-Holland (PV);2009;546.0;216.0;74.0;115.0;28.0;330.0;78.0;35.0;125.0;13.0;50.0;29.0
398;Zuid-Holland (PV);2010;528.0;163.0;74.0;44.0;45.0;364.0;96.0;47.0;110.0;20.0;70.0;22.0
399;Zuid-Holland (PV);2011;513.0;169.0;74.0;37.0;58.0;344.0;53.0;39.0;147.0;20.0;59.0;27.0
400;Zuid-Holland (PV);2012;473.0;142.0;52.0;58.0;32.0;330.0;77.0;22.0;110.0;23.0;71.0;28.0
401;Zuid-Holland (PV);2013;446.0;144.0;50.0;54.0;40.0;301.0;36.0;34.0;147.0;17.0;43.0;25.0
402;Zuid-Holland (PV);2014;363.0;79.0;30.0;31.0;19.0;283.0;60.0;33.0;104.0;5.0;54.0;27.0
403;Zuid-Holland (PV);2015;388.0;47.0;13.0;19.0;16.0;340.0;67.0;38.0;112.0;16.0;90.0;16.0
404;Zuid-Holland (PV);2016;414.0;100.0;38.0;41.0;22.0;314.0;64.0;42.0;112.0;20.0;46.0;29.0
405;Zeeland (PV);2002;969.0;247.0;91.0;138.0;18.0;722.0;67.0;56.0;295.0;35.0;206.0;64.0
406;Zeeland (PV);2003;1035.0;259.0;137.0;111.0;11.0;776.0;55.0;52.0;329.0;76.0;198.0;65.0
407;Zeeland (PV);2004;918.0;224.0;97.0;107.0;21.0;694.0;47.0;26.0;307.0;71.0;188.0;55.0
408;Zeeland (PV);2005;742.0;184.0;104.0;71.0;8.0;559.0;52.0;25.0;255.0;33.0;169.0;26.0
409;Zeeland (PV);2006;804.0;171.0;95.0;66.0;10.0;633.0;55.0;25.0;274.0;48.0;182.0;50.0
410;Zeeland (PV);2007;703.0;132.0;61.0;68.0;4.0;570.0;48.0;37.0;233.0;46.0;171.0;35.0
411;Zeeland (PV);2008;741.0;195.0;73.0;98.0;25.0;546.0;53.0;23.0;227.0;68.0;128.0;47.0
412;Zeeland (PV);2009;795.0;160.0;86.0;64.0;10.0;635.0;52.0;45.0;266.0;36.0;211.0;26.0
413;Zeeland (PV);2010;793.0;191.0;72.0;104.0;14.0;603.0;57.0;35.0;234.0;44.0;191.0;41.0
414;Zeeland (PV);2011;719.0;117.0;61.0;49.0;7.0;603.0;53.0;19.0;280.0;66.0;150.0;35.0
415;Zeeland (PV);2012;720.0;157.0;82.0;70.0;5.0;562.0;97.0;29.0;231.0;52.0;116.0;38.0
416;Zeeland (PV);2013;769.0;189.0;39.0;148.0;3.0;580.0;90.0;25.0;237.0;51.0;151.0;26.0
417;Zeeland (PV);2014;658.0;144.0;41.0;102.0;2.0;513.0;77.0;22.0;194.0;40.0;150.0;31.0
418;Zeeland (PV);2015;692.0;193.0;44.0;134.0;14.0;500.0;83.0;18.0;199.0;46.0;120.0;34.0
419;Zeeland (PV);2016;718.0;160.0;46.0;96.0;18.0;558.0;114.0;17.0;222.0;33.0;139.0;32.0
420;Noord-Brabant (PV);2002;1068.0;239.0;197.0;2.0;40.0;829.0;66.0;29.0;410.0;71.0;171.0;82.0
421;Noord-Brabant (PV);2003;894.0;177.0;142.0;9.0;26.0;717.0;66.0;13.0;359.0;58.0;166.0;56.0
422;Noord-Brabant (PV);2004;946.0;210.0;181.0;18.0;11.0;736.0;35.0;33.0;377.0;52.0;164.0;75.0
423;Noord-Brabant (PV);2005;879.0;217.0;178.0;13.0;26.0;662.0;29.0;46.0;347.0;52.0;142.0;47.0
424;Noord-Brabant (PV);2006;939.0;232.0;185.0;28.0;19.0;708.0;36.0;44.0;399.0;29.0;147.0;53.0
425;Noord-Brabant (PV);2007;913.0;174.0;152.0;19.0;3.0;738.0;50.0;33.0;378.0;50.0;177.0;51.0
