ID;Vakantiekenmerken;Perioden;TotaalAantalLangeVakantiesNederland_1;TotaalSeizoenrecreatieveLogiesvormen_2;SLCaravanVouwwagen_3;SLZomerhuisjeBungalowTweedeWoning_4;OverigeSeizoenrecreatieveLogiesvormen_5;TotaalToeristischeLogiesvormen_6;TLWoningVanAndereParticulier_7;TLHotel_8;TLZomerhuisjeVakantiebungalow_9;TLTentBungalowtent_10;TLCaravanVouwwagen_11;OverigeToeristischeLogiesvormen_12
898;Hoogseizoen;2015;3031.0;586.0;240.0;223.0;124.0;2445.0;319.0;149.0;835.0;278.0;694.0;169.0
899;Hoogseizoen;2016;2979.0;609.0;322.0;144.0;142.0;2370.0;351.0;145.0;753.0;285.0;641.0;194.0
900;Naseizoen;2002;815.0;131.0;84.0;20.0;27.0;684.0;57.0;105.0;294.0;16.0;160.0;51.0
901;Naseizoen;2003;871.0;166.0;68.0;71.0;27.0;769.0;71.0;55.0;510.0;5.0;50.0;77.0
902;Naseizoen;2004;905.0;167.0;80.0;54.0;32.0;739.0;67.0;86.0;415.0;18.0;113.0;38.0
903;Naseizoen;2005;763.0;149.0;84.0;21.0;44.0;614.0;40.0;85.0;322.0;10.0;100.0;55.0
904;Naseizoen;2006;786.0;131.0;72.0;37.0;22.0;655.0;33.0;71.0;364.0;6.0;127.0;55.0
905;Naseizoen;2007;855.0;155.0;74.0;37.0;45.0;699.0;39.0;70.0;405.0;23.0;102.0;59.0
906;Naseizoen;2008;791.0;119.0;70.0;35.0;14.0;673.0;39.0;74.0;346.0;12.0;144.0;58.0
907;Naseizoen;2009;713.0;138.0;67.0;49.0;22.0;576.0;43.0;70.0;324.0;12.0;88.0;38.0
908;Naseizoen;2010;533.0;65.0;37.0;12.0;16.0;468.0;46.0;33.0;250.0;6.0;95.0;37.0
909;Naseizoen;2011;528.0;78.0;28.0;29.0;22.0;450.0;26.0;58.0;285.0;5.0;59.0;17.0
910;Naseizoen;2012;572.0;91.0;49.0;27.0;15.0;481.0;43.0;58.0;261.0;3.0;88.0;27.0
911;Naseizoen;2013;766.0;144.0;67.0;55.0;22.0;622.0;72.0;53.0;355.0;8.0;100.0;35.0
912;Naseizoen;2014;709.0;108.0;35.0;49.0;24.0;601.0;79.0;66.0;289.0;1.0;122.0;43.0
913;Naseizoen;2015;669.0;90.0;47.0;28.0;15.0;578.0;65.0;89.0;263.0;8.0;99.0;54.0
914;Naseizoen;2016;629.0;79.0;37.0;23.0;19.0;550.0;68.0;71.0;280.0;5.0;100.0;26.0
915;5-8 Dagen;2002;5948.0;1066.0;564.0;356.0;146.0;4883.0;398.0;544.0;2525.0;286.0;633.0;496.0
916;5-8 Dagen;2003;6038.0;1115.0;587.0;342.0;186.0;4923.0;405.0;503.0;2536.0;315.0;654.0;510.0
917;5-8 Dagen;2004;5927.0;998.0;484.0;400.0;113.0;4929.0;326.0;451.0;2731.0;302.0;663.0;456.0
918;5-8 Dagen;2005;5628.0;890.0;454.0;297.0;138.0;4739.0;390.0;495.0;2521.0;294.0;641.0;398.0
919;5-8 Dagen;2006;5954.0;1126.0;553.0;366.0;208.0;4828.0;365.0;448.0;2677.0;246.0;633.0;458.0
920;5-8 Dagen;2007;5768.0;861.0;391.0;303.0;168.0;4907.0;333.0;489.0;2767.0;270.0;635.0;413.0
921;5-8 Dagen;2008;5915.0;1030.0;407.0;474.0;149.0;4884.0;361.0;493.0;2705.0;293.0;612.0;420.0
922;5-8 Dagen;2009;5989.0;985.0;431.0;396.0;158.0;5004.0;357.0;454.0;2917.0;260.0;646.0;370.0
923;5-8 Dagen;2010;5683.0;997.0;420.0;405.0;172.0;4685.0;389.0;422.0;2624.0;174.0;642.0;435.0
924;5-8 Dagen;2011;5636.0;856.0;385.0;339.0;133.0;4780.0;311.0;415.0;2840.0;213.0;656.0;344.0
925;5-8 Dagen;2012;5485.0;935.0;424.0;429.0;82.0;4550.0;406.0;446.0;2572.0;229.0;579.0;318.0
926;5-8 Dagen;2013;5715.0;896.0;317.0;467.0;113.0;4818.0;494.0;374.0;2704.0;232.0;616.0;399.0
927;5-8 Dagen;2014;5306.0;771.0;272.0;383.0;116.0;4536.0;603.0;424.0;2414.0;210.0;607.0;278.0
928;5-8 Dagen;2015;5438.0;760.0;264.0;379.0;117.0;4677.0;460.0;490.0;2589.0;226.0;632.0;280.0
929;5-8 Dagen;2016;5486.0;736.0;316.0;322.0;98.0;4749.0;570.0;497.0;2571.0;219.0;563.0;330.0
930;9-11 Dagen;2002;811.0;236.0;115.0;67.0;55.0;574.0;94.0;21.0;130.0;91.0;190.0;49.0
931;9-11 Dagen;2003;850.0;273.0;155.0;73.0;45.0;577.0;96.0;18.0;165.0;88.0;164.0;47.0
932;9-11 Dagen;2004;816.0;233.0;124.0;73.0;35.0;583.0;99.0;20.0;189.0;61.0;162.0;53.0
933;9-11 Dagen;2005;831.0;224.0;134.0;44.0;46.0;607.0;79.0;57.0;183.0;52.0;172.0;64.0
934;9-11 Dagen;2006;790.0;234.0;113.0;77.0;44.0;556.0;76.0;41.0;175.0;45.0;174.0;45.0
935;9-11 Dagen;2007;769.0;238.0;125.0;87.0;26.0;531.0;65.0;49.0;162.0;54.0;158.0;43.0
936;9-11 Dagen;2008;769.0;230.0;123.0;73.0;34.0;538.0;86.0;27.0;158.0;44.0;184.0;39.0
937;9-11 Dagen;2009;798.0;267.0;115.0;94.0;59.0;530.0;92.0;39.0;125.0;48.0;181.0;44.0
938;9-11 Dagen;2010;867.0;248.0;107.0;70.0;71.0;619.0;105.0;57.0;190.0;33.0;177.0;57.0
939;9-11 Dagen;2011;848.0;244.0;133.0;85.0;25.0;604.0;110.0;29.0;177.0;34.0;206.0;49.0
940;9-11 Dagen;2012;790.0;213.0;113.0;68.0;32.0;577.0;104.0;28.0;210.0;17.0;168.0;50.0
941;9-11 Dagen;2013;690.0;187.0;69.0;94.0;24.0;504.0;112.0;24.0;132.0;50.0;162.0;24.0
942;9-11 Dagen;2014;653.0;188.0;78.0;84.0;26.0;465.0;91.0;28.0;123.0;35.0;159.0;28.0
943;9-11 Dagen;2015;733.0;233.0;68.0;140.0;26.0;500.0;113.0;23.0;140.0;50.0;147.0;26.0
944;9-11 Dagen;2016;736.0;202.0;110.0;79.0;13.0;534.0;95.0;18.0;145.0;42.0;191.0;44.0
945;12-15 Dagen;2002;1157.0;251.0;149.0;44.0;58.0;906.0;100.0;29.0;331.0;96.0;291.0;59.0
946;12-15 Dagen;2003;1112.0;203.0;100.0;61.0;43.0;909.0;81.0;16.0;363.0;99.0;297.0;53.0
947;12-15 Dagen;2004;1180.0;226.0;133.0;63.0;30.0;954.0;99.0;8.0;335.0;102.0;355.0;54.0
948;12-15 Dagen;2005;928.0;191.0;113.0;33.0;46.0;736.0;66.0;21.0;273.0;70.0;266.0;40.0
949;12-15 Dagen;2006;1016.0;200.0;109.0;49.0;42.0;816.0;114.0;31.0;288.0;75.0;242.0;65.0
950;12-15 Dagen;2007;967.0;201.0;108.0;38.0;55.0;766.0;49.0;17.0;292.0;77.0;281.0;49.0
951;12-15 Dagen;2008;965.0;187.0;95.0;56.0;36.0;777.0;76.0;9.0;303.0;75.0;259.0;54.0
952;12-15 Dagen;2009;1065.0;220.0;108.0;55.0;57.0;845.0;81.0;16.0;333.0;72.0;297.0;46.0
953;12-15 Dagen;2010;1009.0;149.0;69.0;40.0;40.0;860.0;113.0;10.0;278.0;59.0;340.0;59.0
954;12-15 Dagen;2011;936.0;134.0;60.0;33.0;41.0;803.0;97.0;22.0;298.0;47.0;287.0;51.0
955;12-15 Dagen;2012;834.0;127.0;67.0;37.0;23.0;708.0;109.0;6.0;289.0;36.0;224.0;43.0
956;12-15 Dagen;2013;950.0;186.0;86.0;51.0;49.0;765.0;119.0;17.0;287.0;56.0;268.0;19.0
957;12-15 Dagen;2014;919.0;138.0;65.0;50.0;23.0;781.0;130.0;6.0;274.0;62.0;295.0;14.0
958;12-15 Dagen;2015;826.0;146.0;68.0;61.0;17.0;680.0;106.0;2.0;257.0;52.0;238.0;25.0
959;12-15 Dagen;2016;903.0;166.0;74.0;61.0;31.0;737.0;124.0;4.0;272.0;72.0;247.0;18.0
960;16-22 Dagen;2002;686.0;178.0;106.0;26.0;46.0;507.0;74.0;11.0;93.0;71.0;241.0;17.0
961;16-22 Dagen;2003;541.0;173.0;80.0;47.0;47.0;367.0;38.0;3.0;52.0;82.0;163.0;29.0
962;16-22 Dagen;2004;644.0;168.0;96.0;26.0;46.0;475.0;59.0;12.0;72.0;75.0;235.0;23.0
963;16-22 Dagen;2005;560.0;199.0;111.0;38.0;49.0;362.0;27.0;3.0;66.0;50.0;195.0;20.0
964;16-22 Dagen;2006;623.0;229.0;134.0;31.0;65.0;394.0;35.0;3.0;78.0;44.0;224.0;11.0
965;16-22 Dagen;2007;424.0;134.0;78.0;21.0;35.0;290.0;45.0;4.0;56.0;38.0;135.0;11.0
966;16-22 Dagen;2008;524.0;172.0;107.0;40.0;24.0;353.0;70.0;10.0;50.0;38.0;161.0;25.0
967;16-22 Dagen;2009;457.0;157.0;96.0;27.0;35.0;300.0;51.0;3.0;42.0;30.0;156.0;17.0
968;16-22 Dagen;2010;504.0;157.0;107.0;20.0;30.0;347.0;48.0;7.0;40.0;36.0;197.0;20.0
969;16-22 Dagen;2011;497.0;156.0;90.0;16.0;50.0;341.0;47.0;7.0;74.0;34.0;165.0;15.0
970;16-22 Dagen;2012;538.0;193.0;108.0;46.0;38.0;344.0;58.0;6.0;46.0;37.0;184.0;13.0
971;16-22 Dagen;2013;539.0;183.0;96.0;34.0;52.0;356.0;64.0;1.0;49.0;49.0;179.0;14.0
972;16-22 Dagen;2014;481.0;208.0;120.0;50.0;38.0;274.0;41.0;3.0;40.0;30.0;152.0;7.0
973;16-22 Dagen;2015;521.0;163.0;75.0;37.0;50.0;358.0;65.0;8.0;42.0;49.0;192.0;3.0
974;16-22 Dagen;2016;526.0;172.0;95.0;33.0;45.0;354.0;64.0;2.0;49.0;38.0;196.0;6.0
975;23-29 Dagen;2002;220.0;102.0;63.0;15.0;24.0;118.0;15.0;4.0;9.0;14.0;70.0;5.0
976;23-29 Dagen;2003;196.0;125.0;71.0;23.0;30.0;72.0;15.0;2.0;7.0;6.0;38.0;4.0
977;23-29 Dagen;2004;244.0;126.0;68.0;25.0;34.0;118.0;22.0;1.0;14.0;18.0;62.0;2.0
978;23-29 Dagen;2005;227.0;114.0;57.0;22.0;36.0;113.0;22.0;5.0;8.0;10.0;62.0;5.0
979;23-29 Dagen;2006;195.0;129.0;44.0;32.0;53.0;66.0;7.0;5.0;8.0;2.0;43.0;2.0
980;23-29 Dagen;2007;225.0;129.0;73.0;33.0;22.0;96.0;6.0;11.0;15.0;6.0;53.0;5.0
981;23-29 Dagen;2008;156.0;95.0;38.0;19.0;;61.0;9.0;0.0;16.0;2.0;33.0;1.0
982;23-29 Dagen;2009;147.0;69.0;50.0;11.0;8.0;78.0;9.0;0.0;1.0;8.0;60.0;0.0
983;23-29 Dagen;2010;161.0;78.0;62.0;12.0;4.0;83.0;13.0;2.0;10.0;9.0;47.0;3.0
984;23-29 Dagen;2011;137.0;76.0;51.0;11.0;14.0;61.0;14.0;0.0;2.0;5.0;41.0;0.0
985;23-29 Dagen;2012;149.0;;;;;;;;;;;
986;23-29 Dagen;2013;;;;;;;;;;;;
987;23-29 Dagen;2014;;;;;;;;;;;;
988;23-29 Dagen;2015;;;;;;;;;;;;
989;23-29 Dagen;2016;;;;;;;;;;;;
990;30 Dagen of langer;2002;378.0;193.0;99.0;60.0;35.0;185.0;43.0;26.0;42.0;4.0;53.0;17.0
991;30 Dagen of langer;2003;292.0;162.0;96.0;39.0;28.0;129.0;23.0;3.0;45.0;18.0;36.0;3.0
992;30 Dagen of langer;2004;258.0;156.0;104.0;41.0;11.0;102.0;10.0;15.0;32.0;5.0;31.0;9.0
993;30 Dagen of langer;2005;276.0;157.0;93.0;25.0;39.0;119.0;13.0;16.0;30.0;7.0;40.0;15.0
994;30 Dagen of langer;2006;264.0;133.0;86.0;32.0;15.0;130.0;6.0;23.0;14.0;5.0;64.0;19.0
995;30 Dagen of langer;2007;305.0;154.0;90.0;36.0;28.0;151.0;19.0;18.0;27.0;19.0;59.0;8.0
996;30 Dagen of langer;2008;204.0;132.0;75.0;21.0;35.0;72.0;9.0;9.0;16.0;4.0;26.0;9.0
997;30 Dagen of langer;2009;240.0;115.0;67.0;26.0;22.0;125.0;21.0;18.0;37.0;4.0;40.0;5.0
998;30 Dagen of langer;2010;251.0;153.0;76.0;34.0;44.0;98.0;15.0;0.0;21.0;9.0;47.0;6.0
999;30 Dagen of langer;2011;208.0;130.0;115.0;8.0;7.0;78.0;5.0;11.0;20.0;0.0;41.0;2.0
1000;30 Dagen of langer;2012;239.0;152.0;104.0;19.0;29.0;87.0;16.0;16.0;11.0;1.0;41.0;1.0
1001;30 Dagen of langer;2013;254.0;134.0;82.0;7.0;45.0;121.0;25.0;23.0;17.0;3.0;50.0;3.0
1002;30 Dagen of langer;2014;214.0;124.0;79.0;23.0;23.0;90.0;15.0;10.0;10.0;2.0;45.0;9.0
1003;30 Dagen of langer;2015;228.0;132.0;71.0;30.0;31.0;96.0;10.0;12.0;15.0;0.0;53.0;6.0
1004;30 Dagen of langer;2016;258.0;121.0;82.0;22.0;18.0;137.0;20.0;10.0;25.0;6.0;61.0;14.0
