ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalFusiesEnOvernames_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
623;012 Teelt van meerjarige gewassen;2023 4e kwartaal;5;0;0;0;0;0;5;5;0;5
624;012 Teelt van meerjarige gewassen;2023;10;5;0;5;0;0;10;10;0;10
625;012 Teelt van meerjarige gewassen;2024 1e kwartaal;5;0;0;0;0;0;5;5;0;5
626;012 Teelt van meerjarige gewassen;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
627;012 Teelt van meerjarige gewassen;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
628;012 Teelt van meerjarige gewassen;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
629;012 Teelt van meerjarige gewassen;2024;10;5;0;5;0;0;10;10;0;10
630;013 Teelt van bloembollen en sierplanten;2007 1e kwartaal;5;0;5;0;0;0;5;5;0;5
631;013 Teelt van bloembollen en sierplanten;2007 2e kwartaal;5;0;0;0;0;0;5;5;0;5
632;013 Teelt van bloembollen en sierplanten;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
633;013 Teelt van bloembollen en sierplanten;2007 4e kwartaal;5;0;0;0;0;0;5;5;0;5
634;013 Teelt van bloembollen en sierplanten;2007;15;0;10;5;0;0;15;15;0;15
635;013 Teelt van bloembollen en sierplanten;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
636;013 Teelt van bloembollen en sierplanten;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
637;013 Teelt van bloembollen en sierplanten;2008 3e kwartaal;5;0;5;0;0;0;5;5;0;5
638;013 Teelt van bloembollen en sierplanten;2008 4e kwartaal;5;0;0;0;0;0;5;5;0;5
639;013 Teelt van bloembollen en sierplanten;2008;10;0;5;5;0;0;10;10;0;10
640;013 Teelt van bloembollen en sierplanten;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
641;013 Teelt van bloembollen en sierplanten;2009 2e kwartaal;5;0;0;0;0;0;5;5;0;5
642;013 Teelt van bloembollen en sierplanten;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
643;013 Teelt van bloembollen en sierplanten;2009 4e kwartaal;5;0;5;0;0;0;5;5;0;5
644;013 Teelt van bloembollen en sierplanten;2009;10;5;5;5;0;0;10;10;0;10
645;013 Teelt van bloembollen en sierplanten;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
646;013 Teelt van bloembollen en sierplanten;2010 2e kwartaal;10;0;5;0;0;0;10;10;0;5
647;013 Teelt van bloembollen en sierplanten;2010 3e kwartaal;10;0;0;5;0;0;5;10;0;5
648;013 Teelt van bloembollen en sierplanten;2010 4e kwartaal;5;0;5;0;0;0;5;5;0;5
649;013 Teelt van bloembollen en sierplanten;2010;25;0;10;5;5;0;20;25;5;20
650;013 Teelt van bloembollen en sierplanten;2011 1e kwartaal;10;0;5;0;0;0;10;10;0;10
651;013 Teelt van bloembollen en sierplanten;2011 2e kwartaal;10;0;0;5;0;0;10;10;5;5
652;013 Teelt van bloembollen en sierplanten;2011 3e kwartaal;5;0;0;5;0;0;5;5;0;5
653;013 Teelt van bloembollen en sierplanten;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
654;013 Teelt van bloembollen en sierplanten;2011;25;0;10;10;0;0;25;25;5;20
655;013 Teelt van bloembollen en sierplanten;2012 1e kwartaal;10;5;0;5;0;0;10;10;0;10
656;013 Teelt van bloembollen en sierplanten;2012 2e kwartaal;5;0;5;0;0;0;5;5;0;5
657;013 Teelt van bloembollen en sierplanten;2012 3e kwartaal;10;0;5;5;0;0;10;10;0;5
658;013 Teelt van bloembollen en sierplanten;2012 4e kwartaal;5;0;0;0;0;0;5;5;0;5
659;013 Teelt van bloembollen en sierplanten;2012;25;5;10;5;0;0;25;25;0;20
660;013 Teelt van bloembollen en sierplanten;2013 1e kwartaal;5;0;0;5;0;0;5;5;0;5
661;013 Teelt van bloembollen en sierplanten;2013 2e kwartaal;5;0;5;0;0;0;5;5;0;5
662;013 Teelt van bloembollen en sierplanten;2013 3e kwartaal;5;0;5;0;0;0;5;5;0;5
663;013 Teelt van bloembollen en sierplanten;2013 4e kwartaal;5;0;5;0;0;0;5;5;0;5
664;013 Teelt van bloembollen en sierplanten;2013;25;5;10;10;0;0;20;25;5;20
665;013 Teelt van bloembollen en sierplanten;2014 1e kwartaal;5;0;5;0;0;0;5;5;0;5
666;013 Teelt van bloembollen en sierplanten;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
667;013 Teelt van bloembollen en sierplanten;2014 3e kwartaal;10;0;5;5;0;0;10;10;0;10
668;013 Teelt van bloembollen en sierplanten;2014 4e kwartaal;10;0;5;5;0;0;10;10;5;5
669;013 Teelt van bloembollen en sierplanten;2014;25;5;10;10;5;0;25;25;5;20
670;013 Teelt van bloembollen en sierplanten;2015 1e kwartaal;10;0;5;0;0;0;10;10;5;5
671;013 Teelt van bloembollen en sierplanten;2015 2e kwartaal;5;0;5;0;0;0;5;5;0;5
672;013 Teelt van bloembollen en sierplanten;2015 3e kwartaal;5;0;5;0;0;0;5;5;0;5
673;013 Teelt van bloembollen en sierplanten;2015 4e kwartaal;5;0;0;5;0;0;5;5;0;5
674;013 Teelt van bloembollen en sierplanten;2015;30;5;10;10;5;0;25;30;5;25
675;013 Teelt van bloembollen en sierplanten;2016 1e kwartaal;5;0;5;5;0;0;5;5;0;5
676;013 Teelt van bloembollen en sierplanten;2016 2e kwartaal;5;0;0;5;0;0;5;5;0;5
677;013 Teelt van bloembollen en sierplanten;2016 3e kwartaal;5;0;0;0;0;0;5;5;0;0
678;013 Teelt van bloembollen en sierplanten;2016 4e kwartaal;10;0;0;5;0;0;5;10;0;5
679;013 Teelt van bloembollen en sierplanten;2016;25;0;5;15;0;0;20;25;5;20
680;013 Teelt van bloembollen en sierplanten;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
681;013 Teelt van bloembollen en sierplanten;2017 2e kwartaal;5;0;5;0;0;0;5;5;0;5
682;013 Teelt van bloembollen en sierplanten;2017 3e kwartaal;5;0;5;5;0;0;5;5;0;5
683;013 Teelt van bloembollen en sierplanten;2017 4e kwartaal;5;0;0;5;0;0;5;5;0;5
684;013 Teelt van bloembollen en sierplanten;2017;20;0;10;10;0;0;20;20;5;15
685;013 Teelt van bloembollen en sierplanten;2018 1e kwartaal;5;0;0;5;0;0;5;5;0;5
686;013 Teelt van bloembollen en sierplanten;2018 2e kwartaal;10;0;5;5;0;0;5;10;0;5
687;013 Teelt van bloembollen en sierplanten;2018 3e kwartaal;5;0;5;0;0;0;5;5;0;5
688;013 Teelt van bloembollen en sierplanten;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
689;013 Teelt van bloembollen en sierplanten;2018;25;5;10;10;0;0;20;25;5;20
690;013 Teelt van bloembollen en sierplanten;2019 1e kwartaal;10;0;5;5;0;0;10;10;5;5
691;013 Teelt van bloembollen en sierplanten;2019 2e kwartaal;10;0;5;5;0;0;10;10;5;10
692;013 Teelt van bloembollen en sierplanten;2019 3e kwartaal;5;0;0;0;0;0;5;5;0;5
693;013 Teelt van bloembollen en sierplanten;2019 4e kwartaal;5;0;0;0;5;0;5;5;0;5
694;013 Teelt van bloembollen en sierplanten;2019;35;5;15;10;5;0;30;35;5;25
695;013 Teelt van bloembollen en sierplanten;2020 1e kwartaal;10;0;5;5;0;0;10;10;0;10
696;013 Teelt van bloembollen en sierplanten;2020 2e kwartaal;5;0;5;0;0;0;5;5;0;5
697;013 Teelt van bloembollen en sierplanten;2020 3e kwartaal;5;0;5;0;0;0;5;5;0;5
698;013 Teelt van bloembollen en sierplanten;2020 4e kwartaal;5;0;0;0;0;0;5;5;5;0
699;013 Teelt van bloembollen en sierplanten;2020;30;5;15;10;0;0;30;30;10;20
700;013 Teelt van bloembollen en sierplanten;2021 1e kwartaal;15;0;10;5;0;0;15;15;0;10
701;013 Teelt van bloembollen en sierplanten;2021 2e kwartaal;10;0;0;5;0;0;5;5;0;5
702;013 Teelt van bloembollen en sierplanten;2021 3e kwartaal;10;0;5;0;0;0;5;10;0;10
703;013 Teelt van bloembollen en sierplanten;2021 4e kwartaal;5;0;0;0;0;0;5;5;0;5
704;013 Teelt van bloembollen en sierplanten;2021;35;5;15;10;0;0;30;35;5;30
705;013 Teelt van bloembollen en sierplanten;2022 1e kwartaal;5;0;0;0;0;0;5;5;0;5
706;013 Teelt van bloembollen en sierplanten;2022 2e kwartaal;5;0;5;5;0;0;5;5;0;5
707;013 Teelt van bloembollen en sierplanten;2022 3e kwartaal;5;0;0;0;0;0;5;5;0;5
708;013 Teelt van bloembollen en sierplanten;2022 4e kwartaal;15;0;10;5;0;0;15;15;5;15
709;013 Teelt van bloembollen en sierplanten;2022;30;5;15;10;5;0;30;30;5;25
710;013 Teelt van bloembollen en sierplanten;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
711;013 Teelt van bloembollen en sierplanten;2023 2e kwartaal;5;0;5;0;0;0;5;5;0;5
712;013 Teelt van bloembollen en sierplanten;2023 3e kwartaal;5;0;5;5;0;0;5;5;5;0
713;013 Teelt van bloembollen en sierplanten;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
714;013 Teelt van bloembollen en sierplanten;2023;15;0;10;5;0;0;15;15;10;10
715;013 Teelt van bloembollen en sierplanten;2024 1e kwartaal;5;0;0;5;0;0;5;5;0;5
716;013 Teelt van bloembollen en sierplanten;2024 2e kwartaal;5;0;0;0;0;0;5;5;0;5
717;013 Teelt van bloembollen en sierplanten;2024 3e kwartaal;5;0;5;0;0;0;5;5;0;5
718;013 Teelt van bloembollen en sierplanten;2024 4e kwartaal;5;0;0;0;0;0;5;5;0;5
719;013 Teelt van bloembollen en sierplanten;2024;20;5;5;10;5;0;20;20;0;20
720;014 Veeteelt en fokkerijen;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
721;014 Veeteelt en fokkerijen;2007 2e kwartaal;5;0;0;0;0;0;5;5;0;5
722;014 Veeteelt en fokkerijen;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
723;014 Veeteelt en fokkerijen;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
724;014 Veeteelt en fokkerijen;2007;5;5;5;0;0;0;5;5;0;5
725;014 Veeteelt en fokkerijen;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
726;014 Veeteelt en fokkerijen;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
727;014 Veeteelt en fokkerijen;2008 3e kwartaal;5;0;5;0;0;0;5;5;0;5
728;014 Veeteelt en fokkerijen;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
729;014 Veeteelt en fokkerijen;2008;5;0;5;0;0;0;5;5;0;5
730;014 Veeteelt en fokkerijen;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
731;014 Veeteelt en fokkerijen;2009 2e kwartaal;5;0;0;0;0;0;5;5;0;5
732;014 Veeteelt en fokkerijen;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
733;014 Veeteelt en fokkerijen;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
734;014 Veeteelt en fokkerijen;2009;5;0;0;0;0;0;5;5;0;5
735;014 Veeteelt en fokkerijen;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
736;014 Veeteelt en fokkerijen;2010 2e kwartaal;10;0;10;0;0;0;10;10;0;10
737;014 Veeteelt en fokkerijen;2010 3e kwartaal;5;5;5;0;0;0;5;5;0;5
738;014 Veeteelt en fokkerijen;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
739;014 Veeteelt en fokkerijen;2010;20;5;15;0;0;0;20;20;5;15
740;014 Veeteelt en fokkerijen;2011 1e kwartaal;5;0;5;0;0;0;5;5;0;5
741;014 Veeteelt en fokkerijen;2011 2e kwartaal;5;0;5;0;0;0;5;5;0;5
742;014 Veeteelt en fokkerijen;2011 3e kwartaal;5;5;0;0;0;0;5;5;0;5
743;014 Veeteelt en fokkerijen;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
744;014 Veeteelt en fokkerijen;2011;15;5;10;0;5;0;15;15;5;10
745;014 Veeteelt en fokkerijen;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
746;014 Veeteelt en fokkerijen;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
747;014 Veeteelt en fokkerijen;2012 3e kwartaal;5;0;5;0;0;0;5;5;0;5
748;014 Veeteelt en fokkerijen;2012 4e kwartaal;5;0;0;0;0;0;5;5;0;0
749;014 Veeteelt en fokkerijen;2012;15;0;10;0;0;0;10;15;5;10
750;014 Veeteelt en fokkerijen;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
751;014 Veeteelt en fokkerijen;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
752;014 Veeteelt en fokkerijen;2013 3e kwartaal;5;5;5;0;0;0;5;5;5;0
753;014 Veeteelt en fokkerijen;2013 4e kwartaal;5;5;0;0;0;0;5;5;5;0
754;014 Veeteelt en fokkerijen;2013;15;10;5;0;0;0;15;15;10;5
755;014 Veeteelt en fokkerijen;2014 1e kwartaal;10;0;5;0;0;0;10;10;5;5
756;014 Veeteelt en fokkerijen;2014 2e kwartaal;5;0;0;0;0;0;5;5;0;0
757;014 Veeteelt en fokkerijen;2014 3e kwartaal;5;0;0;0;0;0;5;5;0;5
758;014 Veeteelt en fokkerijen;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
759;014 Veeteelt en fokkerijen;2014;20;5;10;5;0;0;15;20;5;10
760;014 Veeteelt en fokkerijen;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
761;014 Veeteelt en fokkerijen;2015 2e kwartaal;5;0;0;0;0;0;5;5;0;5
762;014 Veeteelt en fokkerijen;2015 3e kwartaal;5;5;5;0;0;0;5;5;5;5
763;014 Veeteelt en fokkerijen;2015 4e kwartaal;5;5;0;0;0;0;5;5;0;0
764;014 Veeteelt en fokkerijen;2015;15;10;5;0;0;0;15;15;5;10
765;014 Veeteelt en fokkerijen;2016 1e kwartaal;5;0;0;0;0;0;5;5;0;5
766;014 Veeteelt en fokkerijen;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
767;014 Veeteelt en fokkerijen;2016 3e kwartaal;10;5;5;0;0;0;10;10;0;10
768;014 Veeteelt en fokkerijen;2016 4e kwartaal;5;0;0;0;0;0;5;5;0;5
769;014 Veeteelt en fokkerijen;2016;20;10;10;5;0;0;20;20;5;15
770;014 Veeteelt en fokkerijen;2017 1e kwartaal;5;0;0;0;0;0;5;5;0;0
771;014 Veeteelt en fokkerijen;2017 2e kwartaal;5;0;0;0;0;0;5;5;0;5
772;014 Veeteelt en fokkerijen;2017 3e kwartaal;5;0;5;0;0;0;5;5;5;0
773;014 Veeteelt en fokkerijen;2017 4e kwartaal;5;0;5;0;0;0;5;5;5;0
774;014 Veeteelt en fokkerijen;2017;15;5;10;0;0;0;15;15;10;5
775;014 Veeteelt en fokkerijen;2018 1e kwartaal;5;0;5;0;0;0;5;5;5;5
776;014 Veeteelt en fokkerijen;2018 2e kwartaal;5;5;5;0;0;0;5;5;5;5
777;014 Veeteelt en fokkerijen;2018 3e kwartaal;5;0;5;0;0;0;5;5;0;5
778;014 Veeteelt en fokkerijen;2018 4e kwartaal;5;0;5;0;0;0;5;5;5;5
779;014 Veeteelt en fokkerijen;2018;25;5;15;5;0;0;25;25;10;15
780;014 Veeteelt en fokkerijen;2019 1e kwartaal;10;5;5;0;0;0;10;10;0;10
781;014 Veeteelt en fokkerijen;2019 2e kwartaal;10;5;5;0;0;0;10;10;5;5
782;014 Veeteelt en fokkerijen;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
783;014 Veeteelt en fokkerijen;2019 4e kwartaal;5;0;0;0;0;0;5;5;0;0
784;014 Veeteelt en fokkerijen;2019;30;15;15;0;0;0;25;30;10;20
785;014 Veeteelt en fokkerijen;2020 1e kwartaal;10;5;5;0;0;0;10;10;5;5
786;014 Veeteelt en fokkerijen;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
787;014 Veeteelt en fokkerijen;2020 3e kwartaal;10;0;5;0;0;0;10;10;5;5
788;014 Veeteelt en fokkerijen;2020 4e kwartaal;5;0;5;0;0;0;5;5;0;0
789;014 Veeteelt en fokkerijen;2020;20;5;15;0;0;0;20;20;10;10
790;014 Veeteelt en fokkerijen;2021 1e kwartaal;10;5;5;0;0;0;10;10;5;5
791;014 Veeteelt en fokkerijen;2021 2e kwartaal;5;5;5;0;0;0;5;5;5;5
792;014 Veeteelt en fokkerijen;2021 3e kwartaal;10;5;0;0;0;0;10;10;5;5
793;014 Veeteelt en fokkerijen;2021 4e kwartaal;5;5;0;0;0;0;5;5;0;5
794;014 Veeteelt en fokkerijen;2021;30;15;15;0;0;0;30;30;15;15
795;014 Veeteelt en fokkerijen;2022 1e kwartaal;5;0;0;0;0;0;5;5;0;0
796;014 Veeteelt en fokkerijen;2022 2e kwartaal;5;5;5;0;0;0;5;5;5;0
797;014 Veeteelt en fokkerijen;2022 3e kwartaal;5;0;5;0;0;0;5;5;0;5
798;014 Veeteelt en fokkerijen;2022 4e kwartaal;5;0;5;0;0;0;5;5;5;0
799;014 Veeteelt en fokkerijen;2022;25;10;15;0;0;0;25;25;10;10
800;014 Veeteelt en fokkerijen;2023 1e kwartaal;5;0;5;0;0;0;5;5;0;5
801;014 Veeteelt en fokkerijen;2023 2e kwartaal;10;5;5;0;0;0;10;10;5;5
802;014 Veeteelt en fokkerijen;2023 3e kwartaal;5;5;5;0;0;0;5;5;5;0
803;014 Veeteelt en fokkerijen;2023 4e kwartaal;5;5;0;0;0;0;5;5;5;5
804;014 Veeteelt en fokkerijen;2023;25;10;10;0;0;0;25;25;15;10
805;014 Veeteelt en fokkerijen;2024 1e kwartaal;5;5;5;0;0;0;5;5;5;5
806;014 Veeteelt en fokkerijen;2024 2e kwartaal;10;5;5;0;0;0;10;10;0;5
807;014 Veeteelt en fokkerijen;2024 3e kwartaal;5;0;5;0;0;0;5;5;0;5
808;014 Veeteelt en fokkerijen;2024 4e kwartaal;5;0;5;0;0;0;5;5;0;5
809;014 Veeteelt en fokkerijen;2024;25;5;15;0;0;0;25;25;10;15
810;015 Gemengd bedrijf;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
811;015 Gemengd bedrijf;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
812;015 Gemengd bedrijf;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
813;015 Gemengd bedrijf;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
814;015 Gemengd bedrijf;2007;0;0;0;0;0;0;0;0;0;0
815;015 Gemengd bedrijf;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
816;015 Gemengd bedrijf;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
817;015 Gemengd bedrijf;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
818;015 Gemengd bedrijf;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
819;015 Gemengd bedrijf;2008;0;0;0;0;0;0;0;0;0;0
820;015 Gemengd bedrijf;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
821;015 Gemengd bedrijf;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
822;015 Gemengd bedrijf;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
823;015 Gemengd bedrijf;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
824;015 Gemengd bedrijf;2009;0;0;0;0;0;0;0;0;0;0
825;015 Gemengd bedrijf;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
826;015 Gemengd bedrijf;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
827;015 Gemengd bedrijf;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
828;015 Gemengd bedrijf;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
829;015 Gemengd bedrijf;2010;0;0;0;0;0;0;0;0;0;0
830;015 Gemengd bedrijf;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
831;015 Gemengd bedrijf;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
832;015 Gemengd bedrijf;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
833;015 Gemengd bedrijf;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
834;015 Gemengd bedrijf;2011;0;0;0;0;0;0;0;0;0;0
835;015 Gemengd bedrijf;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
836;015 Gemengd bedrijf;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
837;015 Gemengd bedrijf;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
838;015 Gemengd bedrijf;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
839;015 Gemengd bedrijf;2012;0;0;0;0;0;0;0;0;0;0
840;015 Gemengd bedrijf;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
841;015 Gemengd bedrijf;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
842;015 Gemengd bedrijf;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
843;015 Gemengd bedrijf;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
844;015 Gemengd bedrijf;2013;5;0;0;0;0;0;5;5;0;0
845;015 Gemengd bedrijf;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
846;015 Gemengd bedrijf;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
847;015 Gemengd bedrijf;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
848;015 Gemengd bedrijf;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
849;015 Gemengd bedrijf;2014;5;0;0;0;0;0;5;5;0;0
850;015 Gemengd bedrijf;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
851;015 Gemengd bedrijf;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
852;015 Gemengd bedrijf;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
853;015 Gemengd bedrijf;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
854;015 Gemengd bedrijf;2015;0;0;0;0;0;0;0;0;0;0
855;015 Gemengd bedrijf;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
856;015 Gemengd bedrijf;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
857;015 Gemengd bedrijf;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
858;015 Gemengd bedrijf;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
859;015 Gemengd bedrijf;2016;5;5;0;0;0;0;5;5;0;5
860;015 Gemengd bedrijf;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
861;015 Gemengd bedrijf;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
862;015 Gemengd bedrijf;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
863;015 Gemengd bedrijf;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
864;015 Gemengd bedrijf;2017;0;0;0;0;0;0;0;0;0;0
865;015 Gemengd bedrijf;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
866;015 Gemengd bedrijf;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
867;015 Gemengd bedrijf;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
868;015 Gemengd bedrijf;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
869;015 Gemengd bedrijf;2018;0;0;0;0;0;0;0;0;0;0
870;015 Gemengd bedrijf;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
871;015 Gemengd bedrijf;2019 2e kwartaal;5;0;0;0;0;0;5;5;0;5
872;015 Gemengd bedrijf;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
873;015 Gemengd bedrijf;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
874;015 Gemengd bedrijf;2019;5;0;5;0;0;0;5;5;0;5
875;015 Gemengd bedrijf;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
876;015 Gemengd bedrijf;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
877;015 Gemengd bedrijf;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
878;015 Gemengd bedrijf;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
879;015 Gemengd bedrijf;2020;5;0;0;0;0;0;0;5;0;0
880;015 Gemengd bedrijf;2021 1e kwartaal;5;0;0;0;0;0;5;5;0;0
881;015 Gemengd bedrijf;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
882;015 Gemengd bedrijf;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
883;015 Gemengd bedrijf;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
884;015 Gemengd bedrijf;2021;5;0;0;0;0;0;5;5;0;0
885;015 Gemengd bedrijf;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
886;015 Gemengd bedrijf;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
887;015 Gemengd bedrijf;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
888;015 Gemengd bedrijf;2022 4e kwartaal;5;0;0;0;0;0;5;5;5;0
889;015 Gemengd bedrijf;2022;5;5;0;0;0;0;5;5;5;0
890;015 Gemengd bedrijf;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
891;015 Gemengd bedrijf;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
892;015 Gemengd bedrijf;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
893;015 Gemengd bedrijf;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
894;015 Gemengd bedrijf;2023;0;0;0;0;0;0;0;0;0;0
895;015 Gemengd bedrijf;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
896;015 Gemengd bedrijf;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
897;015 Gemengd bedrijf;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
898;015 Gemengd bedrijf;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
899;015 Gemengd bedrijf;2024;0;0;0;0;0;0;0;0;0;0
900;016 Dienstverlening voor de landbouw;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
901;016 Dienstverlening voor de landbouw;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
902;016 Dienstverlening voor de landbouw;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
903;016 Dienstverlening voor de landbouw;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
904;016 Dienstverlening voor de landbouw;2007;5;0;5;0;0;0;5;5;0;5
905;016 Dienstverlening voor de landbouw;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
906;016 Dienstverlening voor de landbouw;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
907;016 Dienstverlening voor de landbouw;2008 3e kwartaal;5;0;0;0;0;0;5;5;0;5
908;016 Dienstverlening voor de landbouw;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
909;016 Dienstverlening voor de landbouw;2008;5;0;0;5;0;0;5;5;0;5
910;016 Dienstverlening voor de landbouw;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
911;016 Dienstverlening voor de landbouw;2009 2e kwartaal;5;0;5;0;0;0;5;5;0;5
912;016 Dienstverlening voor de landbouw;2009 3e kwartaal;5;0;0;0;0;0;5;5;0;5
