ID;KenmerkenLeasevoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Prijsindex_4;Kwartaalmutatie_5;Jaarmutatie_6;Wegingsfactoren_7
295;Personenauto's: benzine;2011 3e kwartaal;101.3;-0.9;2.0;103.6;-1.1;3.9;39.5
296;Personenauto's: benzine;2011 4e kwartaal;101.7;0.4;2.0;103.1;-0.4;2.9;39.5
297;Personenauto's: benzine;2011 jaargemiddelde;101.7;;1.7;103.6;;3.6;39.5
298;Personenauto's: benzine;2012 1e kwartaal;101.9;0.2;0.1;104.3;1.1;1.1;39.5
299;Personenauto's: benzine;2012 2e kwartaal;102.0;0.2;-0.1;105.2;0.9;0.4;39.5
300;Personenauto's: benzine;2012 3e kwartaal;103.8;1.7;2.5;106.1;0.9;2.5;39.5
301;Personenauto's: benzine;2012 4e kwartaal;103.9;0.1;2.2;105.9;-0.3;2.6;39.5
302;Personenauto's: benzine;2012 jaargemiddelde;102.9;;1.2;105.4;;1.7;39.5
303;Personenauto's: benzine;2013 1e kwartaal;105.7;1.7;3.8;106.9;0.9;2.5;39.5
304;Personenauto's: benzine;2013 2e kwartaal;105.2;-0.5;3.1;105.6;-1.2;0.4;39.5
305;Personenauto's: benzine;2013 3e kwartaal;105.3;0.1;1.4;106.3;0.6;0.1;39.5
306;Personenauto's: benzine;2013 4e kwartaal;104.9;-0.4;0.9;104.4;-1.7;-1.4;39.5
307;Personenauto's: benzine;2013 jaargemiddelde;105.3;;2.3;105.8;;0.4;39.5
308;Personenauto's: benzine;2014 1e kwartaal;105.1;0.2;-0.5;104.6;0.2;-2.1;39.5
309;Personenauto's: benzine;2014 2e kwartaal;104.6;-0.5;-0.6;104.8;0.2;-0.7;39.5
310;Personenauto's: benzine;2014 3e kwartaal;104.0;-0.5;-1.2;103.9;-0.8;-2.2;39.5
311;Personenauto's: benzine;2014 4e kwartaal;104.3;0.3;-0.5;102.4;-1.5;-1.9;39.5
312;Personenauto's: benzine;2014 jaargemiddelde;104.5;;-0.7;104.0;;-1.7;39.5
313;Personenauto's: benzine;2015 1e kwartaal;105.3;0.9;0.1;101.0;-1.3;-3.5;39.5
314;Personenauto's: benzine;2015 2e kwartaal;103.8;-1.3;-0.7;101.4;0.3;-3.3;39.5
315;Personenauto's: benzine;2015 3e kwartaal;103.9;0.0;-0.2;100.7;-0.6;-3.1;39.5
316;Personenauto's: benzine;2015 4e kwartaal;104.3;0.4;0.0;99.9;-0.8;-2.5;39.5
317;Personenauto's: benzine;2015 jaargemiddelde;104.3;;-0.2;100.7;;-3.1;39.5
318;Personenauto's: benzine;2016 1e kwartaal;105.4;1.0;0.1;99.0;-0.8;-2.0;39.5
319;Personenauto's: benzine;2016 2e kwartaal;105.1;-0.2;1.2;99.8;0.8;-1.5;39.5
320;Personenauto's: benzine;2016 3e kwartaal;104.4;-0.7;0.5;99.1;-0.7;-1.6;39.5
321;Personenauto's: benzine;2016 4e kwartaal;104.7;0.2;0.4;100.1;1.0;0.2;39.5
322;Personenauto's: benzine;2016 jaargemiddelde;104.9;;0.6;99.5;;-1.2;39.5
323;Personenauto's: benzine;2017 1e kwartaal;106.1;1.4;0.7;101.7;1.6;2.7;39.5
324;Personenauto's: benzine;2017 2e kwartaal;105.8;-0.3;0.6;101.2;-0.5;1.4;39.5
325;Personenauto's: benzine;2017 3e kwartaal;104.8;-0.9;0.4;100.4;-0.8;1.3;39.5
326;Personenauto's: benzine;2017 4e kwartaal;105.1;0.2;0.4;101.0;0.7;1.0;39.5
327;Personenauto's: benzine;2017 jaargemiddelde;105.5;;0.5;101.1;;1.6;39.5
328;Personenauto's: alternatieve brandstof;2001 3e kwartaal;;;;;;;
329;Personenauto's: alternatieve brandstof;2001 4e kwartaal;;;;;;;
330;Personenauto's: alternatieve brandstof;2002 1e kwartaal;;;;;;;
331;Personenauto's: alternatieve brandstof;2002 2e kwartaal;;;;;;;
332;Personenauto's: alternatieve brandstof;2002 3e kwartaal;;;;;;;
333;Personenauto's: alternatieve brandstof;2002 4e kwartaal;;;;;;;
334;Personenauto's: alternatieve brandstof;2002 jaargemiddelde;;;;;;;
335;Personenauto's: alternatieve brandstof;2003 1e kwartaal;;;;;;;
336;Personenauto's: alternatieve brandstof;2003 2e kwartaal;;;;;;;
337;Personenauto's: alternatieve brandstof;2003 3e kwartaal;;;;;;;
338;Personenauto's: alternatieve brandstof;2003 4e kwartaal;;;;;;;
339;Personenauto's: alternatieve brandstof;2003 jaargemiddelde;;;;;;;
340;Personenauto's: alternatieve brandstof;2004 1e kwartaal;;;;;;;
341;Personenauto's: alternatieve brandstof;2004 2e kwartaal;;;;;;;
342;Personenauto's: alternatieve brandstof;2004 3e kwartaal;;;;;;;
343;Personenauto's: alternatieve brandstof;2004 4e kwartaal;;;;;;;
344;Personenauto's: alternatieve brandstof;2004 jaargemiddelde;;;;;;;
345;Personenauto's: alternatieve brandstof;2005 1e kwartaal;;;;;;;
346;Personenauto's: alternatieve brandstof;2005 2e kwartaal;;;;;;;
347;Personenauto's: alternatieve brandstof;2005 3e kwartaal;;;;;;;
348;Personenauto's: alternatieve brandstof;2005 4e kwartaal;;;;;;;
349;Personenauto's: alternatieve brandstof;2005 jaargemiddelde;;;;;;;
350;Personenauto's: alternatieve brandstof;2006 1e kwartaal;;;;;;;
351;Personenauto's: alternatieve brandstof;2006 2e kwartaal;;;;;;;
352;Personenauto's: alternatieve brandstof;2006 3e kwartaal;;;;;;;
353;Personenauto's: alternatieve brandstof;2006 4e kwartaal;;;;;;;
354;Personenauto's: alternatieve brandstof;2006 jaargemiddelde;;;;;;;
355;Personenauto's: alternatieve brandstof;2007 1e kwartaal;;;;;;;
356;Personenauto's: alternatieve brandstof;2007 2e kwartaal;;;;;;;
357;Personenauto's: alternatieve brandstof;2007 3e kwartaal;;;;;;;
358;Personenauto's: alternatieve brandstof;2007 4e kwartaal;;;;;;;
359;Personenauto's: alternatieve brandstof;2007 jaargemiddelde;;;;;;;
360;Personenauto's: alternatieve brandstof;2008 1e kwartaal;;;;;;;
361;Personenauto's: alternatieve brandstof;2008 2e kwartaal;;;;;;;
362;Personenauto's: alternatieve brandstof;2008 3e kwartaal;;;;;;;
363;Personenauto's: alternatieve brandstof;2008 4e kwartaal;;;;;;;
364;Personenauto's: alternatieve brandstof;2008 jaargemiddelde;;;;;;;
365;Personenauto's: alternatieve brandstof;2009 1e kwartaal;;;;;;;
366;Personenauto's: alternatieve brandstof;2009 2e kwartaal;;;;;;;
367;Personenauto's: alternatieve brandstof;2009 3e kwartaal;;;;;;;
368;Personenauto's: alternatieve brandstof;2009 4e kwartaal;;;;;;;
369;Personenauto's: alternatieve brandstof;2009 jaargemiddelde;;;;;;;
370;Personenauto's: alternatieve brandstof;2010 1e kwartaal;;;;;;;
371;Personenauto's: alternatieve brandstof;2010 2e kwartaal;;;;;;;
372;Personenauto's: alternatieve brandstof;2010 3e kwartaal;99.6;;;99.4;;;6.1
373;Personenauto's: alternatieve brandstof;2010 4e kwartaal;99.8;0.2;;100.6;1.2;;6.1
374;Personenauto's: alternatieve brandstof;2010 jaargemiddelde;;;;;;;
375;Personenauto's: alternatieve brandstof;2011 1e kwartaal;100.7;0.9;;102.7;2.0;;6.1
376;Personenauto's: alternatieve brandstof;2011 2e kwartaal;101.2;0.5;;104.2;1.4;;6.1
377;Personenauto's: alternatieve brandstof;2011 3e kwartaal;101.4;0.2;1.9;103.7;-0.4;4.3;6.1
378;Personenauto's: alternatieve brandstof;2011 4e kwartaal;101.5;0.0;1.7;103.3;-0.4;2.7;6.1
379;Personenauto's: alternatieve brandstof;2011 jaargemiddelde;101.2;;;103.5;;;6.1
380;Personenauto's: alternatieve brandstof;2012 1e kwartaal;101.0;-0.5;0.3;103.8;0.4;1.1;6.1
381;Personenauto's: alternatieve brandstof;2012 2e kwartaal;99.8;-1.1;-1.3;103.2;-0.5;-0.9;6.1
382;Personenauto's: alternatieve brandstof;2012 3e kwartaal;99.2;-0.7;-2.2;101.9;-1.3;-1.7;6.1
383;Personenauto's: alternatieve brandstof;2012 4e kwartaal;98.3;-0.9;-3.1;101.2;-0.7;-2.0;6.1
384;Personenauto's: alternatieve brandstof;2012 jaargemiddelde;99.6;;-1.6;102.5;;-0.9;6.1
385;Personenauto's: alternatieve brandstof;2013 1e kwartaal;98.9;0.6;-2.1;101.7;0.4;-2.0;6.1
386;Personenauto's: alternatieve brandstof;2013 2e kwartaal;99.5;0.7;-0.3;101.8;0.2;-1.4;6.1
387;Personenauto's: alternatieve brandstof;2013 3e kwartaal;99.4;-0.1;0.2;101.9;0.1;0.0;6.1
388;Personenauto's: alternatieve brandstof;2013 4e kwartaal;100.3;1.0;2.1;102.1;0.1;0.8;6.1
389;Personenauto's: alternatieve brandstof;2013 jaargemiddelde;99.5;;0.0;101.9;;-0.6;6.1
390;Personenauto's: alternatieve brandstof;2014 1e kwartaal;102.2;1.8;3.3;103.7;1.6;2.0;6.1
391;Personenauto's: alternatieve brandstof;2014 2e kwartaal;101.0;-1.1;1.5;103.1;-0.6;1.3;6.1
392;Personenauto's: alternatieve brandstof;2014 3e kwartaal;101.2;0.1;1.8;103.0;-0.1;1.1;6.1
393;Personenauto's: alternatieve brandstof;2014 4e kwartaal;101.8;0.6;1.4;103.7;0.7;1.6;6.1
394;Personenauto's: alternatieve brandstof;2014 jaargemiddelde;101.5;;2.0;103.4;;1.5;6.1
395;Personenauto's: alternatieve brandstof;2015 1e kwartaal;102.7;0.9;0.5;102.9;-0.8;-0.8;6.1
396;Personenauto's: alternatieve brandstof;2015 2e kwartaal;101.0;-1.6;0.0;101.7;-1.1;-1.4;6.1
397;Personenauto's: alternatieve brandstof;2015 3e kwartaal;101.4;0.4;0.2;102.1;0.3;-0.9;6.1
398;Personenauto's: alternatieve brandstof;2015 4e kwartaal;101.8;0.4;0.0;101.8;-0.2;-1.8;6.1
399;Personenauto's: alternatieve brandstof;2015 jaargemiddelde;101.7;;0.2;102.1;;-1.2;6.1
400;Personenauto's: alternatieve brandstof;2016 1e kwartaal;101.9;0.2;-0.7;101.7;-0.1;-1.1;6.1
401;Personenauto's: alternatieve brandstof;2016 2e kwartaal;101.6;-0.4;0.6;101.6;-0.1;-0.2;6.1
402;Personenauto's: alternatieve brandstof;2016 3e kwartaal;101.4;-0.2;0.0;101.6;0.0;-0.4;6.1
403;Personenauto's: alternatieve brandstof;2016 4e kwartaal;101.8;0.4;0.0;102.3;0.7;0.5;6.1
404;Personenauto's: alternatieve brandstof;2016 jaargemiddelde;101.7;;0.0;101.8;;-0.3;6.1
405;Personenauto's: alternatieve brandstof;2017 1e kwartaal;103.5;1.7;1.5;103.6;1.2;1.8;6.1
406;Personenauto's: alternatieve brandstof;2017 2e kwartaal;102.8;-0.6;1.2;103.0;-0.5;1.4;6.1
407;Personenauto's: alternatieve brandstof;2017 3e kwartaal;100.0;-2.7;-1.4;100.5;-2.5;-1.1;6.1
408;Personenauto's: alternatieve brandstof;2017 4e kwartaal;100.4;0.4;-1.3;101.1;0.6;-1.2;6.1
409;Personenauto's: alternatieve brandstof;2017 jaargemiddelde;101.7;;0.0;102.0;;0.2;6.1
410;Personenauto's: bijtellingscategorie 14%;2001 3e kwartaal;;;;;;;
411;Personenauto's: bijtellingscategorie 14%;2001 4e kwartaal;;;;;;;
412;Personenauto's: bijtellingscategorie 14%;2002 1e kwartaal;;;;;;;
413;Personenauto's: bijtellingscategorie 14%;2002 2e kwartaal;;;;;;;
414;Personenauto's: bijtellingscategorie 14%;2002 3e kwartaal;;;;;;;
415;Personenauto's: bijtellingscategorie 14%;2002 4e kwartaal;;;;;;;
416;Personenauto's: bijtellingscategorie 14%;2002 jaargemiddelde;;;;;;;
417;Personenauto's: bijtellingscategorie 14%;2003 1e kwartaal;;;;;;;
418;Personenauto's: bijtellingscategorie 14%;2003 2e kwartaal;;;;;;;
419;Personenauto's: bijtellingscategorie 14%;2003 3e kwartaal;;;;;;;
420;Personenauto's: bijtellingscategorie 14%;2003 4e kwartaal;;;;;;;
421;Personenauto's: bijtellingscategorie 14%;2003 jaargemiddelde;;;;;;;
422;Personenauto's: bijtellingscategorie 14%;2004 1e kwartaal;;;;;;;
423;Personenauto's: bijtellingscategorie 14%;2004 2e kwartaal;;;;;;;
424;Personenauto's: bijtellingscategorie 14%;2004 3e kwartaal;;;;;;;
425;Personenauto's: bijtellingscategorie 14%;2004 4e kwartaal;;;;;;;
426;Personenauto's: bijtellingscategorie 14%;2004 jaargemiddelde;;;;;;;
427;Personenauto's: bijtellingscategorie 14%;2005 1e kwartaal;;;;;;;
428;Personenauto's: bijtellingscategorie 14%;2005 2e kwartaal;;;;;;;
429;Personenauto's: bijtellingscategorie 14%;2005 3e kwartaal;;;;;;;
430;Personenauto's: bijtellingscategorie 14%;2005 4e kwartaal;;;;;;;
431;Personenauto's: bijtellingscategorie 14%;2005 jaargemiddelde;;;;;;;
432;Personenauto's: bijtellingscategorie 14%;2006 1e kwartaal;;;;;;;
433;Personenauto's: bijtellingscategorie 14%;2006 2e kwartaal;;;;;;;
434;Personenauto's: bijtellingscategorie 14%;2006 3e kwartaal;;;;;;;
435;Personenauto's: bijtellingscategorie 14%;2006 4e kwartaal;;;;;;;
436;Personenauto's: bijtellingscategorie 14%;2006 jaargemiddelde;;;;;;;
437;Personenauto's: bijtellingscategorie 14%;2007 1e kwartaal;;;;;;;
438;Personenauto's: bijtellingscategorie 14%;2007 2e kwartaal;;;;;;;
439;Personenauto's: bijtellingscategorie 14%;2007 3e kwartaal;;;;;;;
440;Personenauto's: bijtellingscategorie 14%;2007 4e kwartaal;;;;;;;
441;Personenauto's: bijtellingscategorie 14%;2007 jaargemiddelde;;;;;;;
442;Personenauto's: bijtellingscategorie 14%;2008 1e kwartaal;;;;;;;
443;Personenauto's: bijtellingscategorie 14%;2008 2e kwartaal;;;;;;;
444;Personenauto's: bijtellingscategorie 14%;2008 3e kwartaal;;;;;;;
445;Personenauto's: bijtellingscategorie 14%;2008 4e kwartaal;;;;;;;
446;Personenauto's: bijtellingscategorie 14%;2008 jaargemiddelde;;;;;;;
447;Personenauto's: bijtellingscategorie 14%;2009 1e kwartaal;;;;;;;
448;Personenauto's: bijtellingscategorie 14%;2009 2e kwartaal;;;;;;;
449;Personenauto's: bijtellingscategorie 14%;2009 3e kwartaal;;;;;;;
450;Personenauto's: bijtellingscategorie 14%;2009 4e kwartaal;;;;;;;
451;Personenauto's: bijtellingscategorie 14%;2009 jaargemiddelde;;;;;;;
452;Personenauto's: bijtellingscategorie 14%;2010 1e kwartaal;;;;;;;
453;Personenauto's: bijtellingscategorie 14%;2010 2e kwartaal;;;;;;;
454;Personenauto's: bijtellingscategorie 14%;2010 3e kwartaal;99.5;;;99.5;;;8.9
455;Personenauto's: bijtellingscategorie 14%;2010 4e kwartaal;99.8;0.3;;100.5;1.0;;8.9
456;Personenauto's: bijtellingscategorie 14%;2010 jaargemiddelde;;;;;;;
457;Personenauto's: bijtellingscategorie 14%;2011 1e kwartaal;101.2;1.4;;102.9;2.4;;8.9
458;Personenauto's: bijtellingscategorie 14%;2011 2e kwartaal;101.6;0.4;;104.3;1.4;;8.9
459;Personenauto's: bijtellingscategorie 14%;2011 3e kwartaal;101.2;-0.3;1.8;103.5;-0.7;4.0;8.9
460;Personenauto's: bijtellingscategorie 14%;2011 4e kwartaal;101.4;0.1;1.6;103.1;-0.4;2.6;8.9
461;Personenauto's: bijtellingscategorie 14%;2011 jaargemiddelde;101.3;;;103.4;;;8.9
462;Personenauto's: bijtellingscategorie 14%;2012 1e kwartaal;101.0;-0.3;-0.1;103.7;0.6;0.8;8.9
463;Personenauto's: bijtellingscategorie 14%;2012 2e kwartaal;100.5;-0.5;-1.1;103.7;-0.1;-0.6;8.9
464;Personenauto's: bijtellingscategorie 14%;2012 3e kwartaal;;;;;;;
465;Personenauto's: bijtellingscategorie 14%;2012 4e kwartaal;;;;;;;
466;Personenauto's: bijtellingscategorie 14%;2012 jaargemiddelde;;;;;;;
467;Personenauto's: bijtellingscategorie 14%;2013 1e kwartaal;;;;;;;
468;Personenauto's: bijtellingscategorie 14%;2013 2e kwartaal;;;;;;;
469;Personenauto's: bijtellingscategorie 14%;2013 3e kwartaal;;;;;;;
470;Personenauto's: bijtellingscategorie 14%;2013 4e kwartaal;;;;;;;
471;Personenauto's: bijtellingscategorie 14%;2013 jaargemiddelde;;;;;;;
472;Personenauto's: bijtellingscategorie 14%;2014 1e kwartaal;;;;;;;
473;Personenauto's: bijtellingscategorie 14%;2014 2e kwartaal;;;;;;;
474;Personenauto's: bijtellingscategorie 14%;2014 3e kwartaal;;;;;;;
475;Personenauto's: bijtellingscategorie 14%;2014 4e kwartaal;;;;;;;
476;Personenauto's: bijtellingscategorie 14%;2014 jaargemiddelde;;;;;;;
477;Personenauto's: bijtellingscategorie 14%;2015 1e kwartaal;;;;;;;
478;Personenauto's: bijtellingscategorie 14%;2015 2e kwartaal;;;;;;;
479;Personenauto's: bijtellingscategorie 14%;2015 3e kwartaal;;;;;;;
480;Personenauto's: bijtellingscategorie 14%;2015 4e kwartaal;;;;;;;
481;Personenauto's: bijtellingscategorie 14%;2015 jaargemiddelde;;;;;;;
482;Personenauto's: bijtellingscategorie 14%;2016 1e kwartaal;;;;;;;
483;Personenauto's: bijtellingscategorie 14%;2016 2e kwartaal;;;;;;;
484;Personenauto's: bijtellingscategorie 14%;2016 3e kwartaal;;;;;;;
485;Personenauto's: bijtellingscategorie 14%;2016 4e kwartaal;;;;;;;
486;Personenauto's: bijtellingscategorie 14%;2016 jaargemiddelde;;;;;;;
487;Personenauto's: bijtellingscategorie 14%;2017 1e kwartaal;;;;;;;
488;Personenauto's: bijtellingscategorie 14%;2017 2e kwartaal;;;;;;;
489;Personenauto's: bijtellingscategorie 14%;2017 3e kwartaal;;;;;;;
490;Personenauto's: bijtellingscategorie 14%;2017 4e kwartaal;;;;;;;
491;Personenauto's: bijtellingscategorie 14%;2017 jaargemiddelde;;;;;;;
492;Personenauto's: bijtellingscategorie 20%;2001 3e kwartaal;;;;;;;
493;Personenauto's: bijtellingscategorie 20%;2001 4e kwartaal;;;;;;;
494;Personenauto's: bijtellingscategorie 20%;2002 1e kwartaal;;;;;;;
495;Personenauto's: bijtellingscategorie 20%;2002 2e kwartaal;;;;;;;
496;Personenauto's: bijtellingscategorie 20%;2002 3e kwartaal;;;;;;;
497;Personenauto's: bijtellingscategorie 20%;2002 4e kwartaal;;;;;;;
498;Personenauto's: bijtellingscategorie 20%;2002 jaargemiddelde;;;;;;;
499;Personenauto's: bijtellingscategorie 20%;2003 1e kwartaal;;;;;;;
500;Personenauto's: bijtellingscategorie 20%;2003 2e kwartaal;;;;;;;
501;Personenauto's: bijtellingscategorie 20%;2003 3e kwartaal;;;;;;;
502;Personenauto's: bijtellingscategorie 20%;2003 4e kwartaal;;;;;;;
503;Personenauto's: bijtellingscategorie 20%;2003 jaargemiddelde;;;;;;;
504;Personenauto's: bijtellingscategorie 20%;2004 1e kwartaal;;;;;;;
505;Personenauto's: bijtellingscategorie 20%;2004 2e kwartaal;;;;;;;
506;Personenauto's: bijtellingscategorie 20%;2004 3e kwartaal;;;;;;;
507;Personenauto's: bijtellingscategorie 20%;2004 4e kwartaal;;;;;;;
508;Personenauto's: bijtellingscategorie 20%;2004 jaargemiddelde;;;;;;;
509;Personenauto's: bijtellingscategorie 20%;2005 1e kwartaal;;;;;;;
510;Personenauto's: bijtellingscategorie 20%;2005 2e kwartaal;;;;;;;
511;Personenauto's: bijtellingscategorie 20%;2005 3e kwartaal;;;;;;;
512;Personenauto's: bijtellingscategorie 20%;2005 4e kwartaal;;;;;;;
513;Personenauto's: bijtellingscategorie 20%;2005 jaargemiddelde;;;;;;;
514;Personenauto's: bijtellingscategorie 20%;2006 1e kwartaal;;;;;;;
515;Personenauto's: bijtellingscategorie 20%;2006 2e kwartaal;;;;;;;
516;Personenauto's: bijtellingscategorie 20%;2006 3e kwartaal;;;;;;;
517;Personenauto's: bijtellingscategorie 20%;2006 4e kwartaal;;;;;;;
518;Personenauto's: bijtellingscategorie 20%;2006 jaargemiddelde;;;;;;;
519;Personenauto's: bijtellingscategorie 20%;2007 1e kwartaal;;;;;;;
520;Personenauto's: bijtellingscategorie 20%;2007 2e kwartaal;;;;;;;
521;Personenauto's: bijtellingscategorie 20%;2007 3e kwartaal;;;;;;;
522;Personenauto's: bijtellingscategorie 20%;2007 4e kwartaal;;;;;;;
523;Personenauto's: bijtellingscategorie 20%;2007 jaargemiddelde;;;;;;;
524;Personenauto's: bijtellingscategorie 20%;2008 1e kwartaal;;;;;;;
525;Personenauto's: bijtellingscategorie 20%;2008 2e kwartaal;;;;;;;
526;Personenauto's: bijtellingscategorie 20%;2008 3e kwartaal;;;;;;;
527;Personenauto's: bijtellingscategorie 20%;2008 4e kwartaal;;;;;;;
528;Personenauto's: bijtellingscategorie 20%;2008 jaargemiddelde;;;;;;;
529;Personenauto's: bijtellingscategorie 20%;2009 1e kwartaal;;;;;;;
530;Personenauto's: bijtellingscategorie 20%;2009 2e kwartaal;;;;;;;
531;Personenauto's: bijtellingscategorie 20%;2009 3e kwartaal;;;;;;;
532;Personenauto's: bijtellingscategorie 20%;2009 4e kwartaal;;;;;;;
533;Personenauto's: bijtellingscategorie 20%;2009 jaargemiddelde;;;;;;;
534;Personenauto's: bijtellingscategorie 20%;2010 1e kwartaal;;;;;;;
535;Personenauto's: bijtellingscategorie 20%;2010 2e kwartaal;;;;;;;
536;Personenauto's: bijtellingscategorie 20%;2010 3e kwartaal;99.5;;;99.7;;;21.3
537;Personenauto's: bijtellingscategorie 20%;2010 4e kwartaal;100.0;0.4;;100.3;0.6;;21.3
538;Personenauto's: bijtellingscategorie 20%;2010 jaargemiddelde;;;;;;;
539;Personenauto's: bijtellingscategorie 20%;2011 1e kwartaal;101.3;1.4;;102.7;2.4;;21.3
540;Personenauto's: bijtellingscategorie 20%;2011 2e kwartaal;101.7;0.3;;103.8;1.1;;21.3
541;Personenauto's: bijtellingscategorie 20%;2011 3e kwartaal;100.5;-1.1;1.0;102.6;-1.2;2.9;21.3
542;Personenauto's: bijtellingscategorie 20%;2011 4e kwartaal;100.6;0.0;0.6;102.6;-0.1;2.2;21.3
543;Personenauto's: bijtellingscategorie 20%;2011 jaargemiddelde;101.0;;;102.9;;;21.3
544;Personenauto's: bijtellingscategorie 20%;2012 1e kwartaal;100.6;0.1;-0.7;103.8;1.2;1.0;21.3
545;Personenauto's: bijtellingscategorie 20%;2012 2e kwartaal;100.6;0.0;-1.0;103.9;0.1;0.0;21.3
546;Personenauto's: bijtellingscategorie 20%;2012 3e kwartaal;;;;;;;
547;Personenauto's: bijtellingscategorie 20%;2012 4e kwartaal;;;;;;;
548;Personenauto's: bijtellingscategorie 20%;2012 jaargemiddelde;;;;;;;
549;Personenauto's: bijtellingscategorie 20%;2013 1e kwartaal;;;;;;;
550;Personenauto's: bijtellingscategorie 20%;2013 2e kwartaal;;;;;;;
551;Personenauto's: bijtellingscategorie 20%;2013 3e kwartaal;;;;;;;
552;Personenauto's: bijtellingscategorie 20%;2013 4e kwartaal;;;;;;;
553;Personenauto's: bijtellingscategorie 20%;2013 jaargemiddelde;;;;;;;
554;Personenauto's: bijtellingscategorie 20%;2014 1e kwartaal;;;;;;;
555;Personenauto's: bijtellingscategorie 20%;2014 2e kwartaal;;;;;;;
556;Personenauto's: bijtellingscategorie 20%;2014 3e kwartaal;;;;;;;
557;Personenauto's: bijtellingscategorie 20%;2014 4e kwartaal;;;;;;;
558;Personenauto's: bijtellingscategorie 20%;2014 jaargemiddelde;;;;;;;
559;Personenauto's: bijtellingscategorie 20%;2015 1e kwartaal;;;;;;;
560;Personenauto's: bijtellingscategorie 20%;2015 2e kwartaal;;;;;;;
561;Personenauto's: bijtellingscategorie 20%;2015 3e kwartaal;;;;;;;
562;Personenauto's: bijtellingscategorie 20%;2015 4e kwartaal;;;;;;;
563;Personenauto's: bijtellingscategorie 20%;2015 jaargemiddelde;;;;;;;
564;Personenauto's: bijtellingscategorie 20%;2016 1e kwartaal;;;;;;;
565;Personenauto's: bijtellingscategorie 20%;2016 2e kwartaal;;;;;;;
566;Personenauto's: bijtellingscategorie 20%;2016 3e kwartaal;;;;;;;
567;Personenauto's: bijtellingscategorie 20%;2016 4e kwartaal;;;;;;;
568;Personenauto's: bijtellingscategorie 20%;2016 jaargemiddelde;;;;;;;
569;Personenauto's: bijtellingscategorie 20%;2017 1e kwartaal;;;;;;;
570;Personenauto's: bijtellingscategorie 20%;2017 2e kwartaal;;;;;;;
571;Personenauto's: bijtellingscategorie 20%;2017 3e kwartaal;;;;;;;
572;Personenauto's: bijtellingscategorie 20%;2017 4e kwartaal;;;;;;;
573;Personenauto's: bijtellingscategorie 20%;2017 jaargemiddelde;;;;;;;
574;Personenauto's: bijtellingscategorie 25%;2001 3e kwartaal;;;;;;;
575;Personenauto's: bijtellingscategorie 25%;2001 4e kwartaal;;;;;;;
576;Personenauto's: bijtellingscategorie 25%;2002 1e kwartaal;;;;;;;
577;Personenauto's: bijtellingscategorie 25%;2002 2e kwartaal;;;;;;;
578;Personenauto's: bijtellingscategorie 25%;2002 3e kwartaal;;;;;;;
579;Personenauto's: bijtellingscategorie 25%;2002 4e kwartaal;;;;;;;
580;Personenauto's: bijtellingscategorie 25%;2002 jaargemiddelde;;;;;;;
581;Personenauto's: bijtellingscategorie 25%;2003 1e kwartaal;;;;;;;
582;Personenauto's: bijtellingscategorie 25%;2003 2e kwartaal;;;;;;;
583;Personenauto's: bijtellingscategorie 25%;2003 3e kwartaal;;;;;;;
584;Personenauto's: bijtellingscategorie 25%;2003 4e kwartaal;;;;;;;
585;Personenauto's: bijtellingscategorie 25%;2003 jaargemiddelde;;;;;;;
586;Personenauto's: bijtellingscategorie 25%;2004 1e kwartaal;;;;;;;
587;Personenauto's: bijtellingscategorie 25%;2004 2e kwartaal;;;;;;;
588;Personenauto's: bijtellingscategorie 25%;2004 3e kwartaal;;;;;;;
589;Personenauto's: bijtellingscategorie 25%;2004 4e kwartaal;;;;;;;
590;Personenauto's: bijtellingscategorie 25%;2004 jaargemiddelde;;;;;;;
591;Personenauto's: bijtellingscategorie 25%;2005 1e kwartaal;;;;;;;
592;Personenauto's: bijtellingscategorie 25%;2005 2e kwartaal;;;;;;;
593;Personenauto's: bijtellingscategorie 25%;2005 3e kwartaal;;;;;;;
594;Personenauto's: bijtellingscategorie 25%;2005 4e kwartaal;;;;;;;
595;Personenauto's: bijtellingscategorie 25%;2005 jaargemiddelde;;;;;;;
596;Personenauto's: bijtellingscategorie 25%;2006 1e kwartaal;;;;;;;
597;Personenauto's: bijtellingscategorie 25%;2006 2e kwartaal;;;;;;;
598;Personenauto's: bijtellingscategorie 25%;2006 3e kwartaal;;;;;;;
599;Personenauto's: bijtellingscategorie 25%;2006 4e kwartaal;;;;;;;
600;Personenauto's: bijtellingscategorie 25%;2006 jaargemiddelde;;;;;;;
601;Personenauto's: bijtellingscategorie 25%;2007 1e kwartaal;;;;;;;
602;Personenauto's: bijtellingscategorie 25%;2007 2e kwartaal;;;;;;;
603;Personenauto's: bijtellingscategorie 25%;2007 3e kwartaal;;;;;;;
604;Personenauto's: bijtellingscategorie 25%;2007 4e kwartaal;;;;;;;
605;Personenauto's: bijtellingscategorie 25%;2007 jaargemiddelde;;;;;;;
606;Personenauto's: bijtellingscategorie 25%;2008 1e kwartaal;;;;;;;
607;Personenauto's: bijtellingscategorie 25%;2008 2e kwartaal;;;;;;;
608;Personenauto's: bijtellingscategorie 25%;2008 3e kwartaal;;;;;;;
609;Personenauto's: bijtellingscategorie 25%;2008 4e kwartaal;;;;;;;
