ID;ExportingSectorSIC2008;SupplyingSectorSIC2008;Periods;LabourVolumeTotal_1;ValueAdded_2;Imports_3
1306;A Agriculture, forestry and fishing;46 Wholesale trade (no motor vehicles);2017;2.7;328.8;104.4
1307;A Agriculture, forestry and fishing;46 Wholesale trade (no motor vehicles);2018;2.6;328.1;100.6
1308;A Agriculture, forestry and fishing;46 Wholesale trade (no motor vehicles);2019;2.6;353.2;100.5
1309;A Agriculture, forestry and fishing;46 Wholesale trade (no motor vehicles);2020;2.7;358.6;96.1
1310;A Agriculture, forestry and fishing;46 Wholesale trade (no motor vehicles);2021;2.6;387.1;94.1
1311;A Agriculture, forestry and fishing;46 Wholesale trade (no motor vehicles);2022;2.3;355.2;98.9
1312;A Agriculture, forestry and fishing;47 Retail trade (not in motor vehicles);2015;0.4;17.4;1.3
1313;A Agriculture, forestry and fishing;47 Retail trade (not in motor vehicles);2016;0.4;17.7;1.3
1314;A Agriculture, forestry and fishing;47 Retail trade (not in motor vehicles);2017;0.4;19.0;1.4
1315;A Agriculture, forestry and fishing;47 Retail trade (not in motor vehicles);2018;0.4;18.8;1.4
1316;A Agriculture, forestry and fishing;47 Retail trade (not in motor vehicles);2019;0.4;19.9;1.5
1317;A Agriculture, forestry and fishing;47 Retail trade (not in motor vehicles);2020;0.4;20.4;1.5
1318;A Agriculture, forestry and fishing;47 Retail trade (not in motor vehicles);2021;0.4;21.6;2.0
1319;A Agriculture, forestry and fishing;47 Retail trade (not in motor vehicles);2022;0.4;20.4;2.2
1320;A Agriculture, forestry and fishing;H Transportation and storage;2015;1.7;157.8;60.9
1321;A Agriculture, forestry and fishing;H Transportation and storage;2016;1.8;163.7;62.8
1322;A Agriculture, forestry and fishing;H Transportation and storage;2017;1.7;160.8;65.4
1323;A Agriculture, forestry and fishing;H Transportation and storage;2018;1.6;152.9;66.0
1324;A Agriculture, forestry and fishing;H Transportation and storage;2019;1.7;163.1;66.6
1325;A Agriculture, forestry and fishing;H Transportation and storage;2020;1.6;157.1;63.7
1326;A Agriculture, forestry and fishing;H Transportation and storage;2021;1.6;160.7;69.1
1327;A Agriculture, forestry and fishing;H Transportation and storage;2022;1.5;165.3;75.8
1328;A Agriculture, forestry and fishing;49 Land transport;2015;0.9;74.6;31.4
1329;A Agriculture, forestry and fishing;49 Land transport;2016;1.0;77.3;33.0
1330;A Agriculture, forestry and fishing;49 Land transport;2017;0.9;75.4;34.7
1331;A Agriculture, forestry and fishing;49 Land transport;2018;0.9;71.4;35.1
1332;A Agriculture, forestry and fishing;49 Land transport;2019;0.9;76.3;36.5
1333;A Agriculture, forestry and fishing;49 Land transport;2020;0.8;72.6;34.1
1334;A Agriculture, forestry and fishing;49 Land transport;2021;0.9;78.6;35.2
1335;A Agriculture, forestry and fishing;49 Land transport;2022;0.8;77.6;42.0
1336;A Agriculture, forestry and fishing;50 Water transport;2015;0.0;3.7;2.7
1337;A Agriculture, forestry and fishing;50 Water transport;2016;0.0;3.7;2.5
1338;A Agriculture, forestry and fishing;50 Water transport;2017;0.0;3.4;2.6
1339;A Agriculture, forestry and fishing;50 Water transport;2018;0.0;3.5;2.9
1340;A Agriculture, forestry and fishing;50 Water transport;2019;0.0;3.4;2.7
1341;A Agriculture, forestry and fishing;50 Water transport;2020;0.0;3.5;2.9
1342;A Agriculture, forestry and fishing;50 Water transport;2021;0.0;3.4;2.8
1343;A Agriculture, forestry and fishing;50 Water transport;2022;0.0;5.3;3.0
1344;A Agriculture, forestry and fishing;51 Air transport;2015;0.0;7.4;8.3
1345;A Agriculture, forestry and fishing;51 Air transport;2016;0.0;9.0;8.0
1346;A Agriculture, forestry and fishing;51 Air transport;2017;0.0;8.3;8.3
1347;A Agriculture, forestry and fishing;51 Air transport;2018;0.0;7.8;8.7
1348;A Agriculture, forestry and fishing;51 Air transport;2019;0.0;7.4;9.2
1349;A Agriculture, forestry and fishing;51 Air transport;2020;0.1;5.2;7.8
1350;A Agriculture, forestry and fishing;51 Air transport;2021;0.1;4.1;9.5
1351;A Agriculture, forestry and fishing;51 Air transport;2022;0.0;5.2;10.2
1352;A Agriculture, forestry and fishing;52 Warehousing, services for transport;2015;0.4;59.2;12.7
1353;A Agriculture, forestry and fishing;52 Warehousing, services for transport;2016;0.5;60.4;12.9
1354;A Agriculture, forestry and fishing;52 Warehousing, services for transport;2017;0.5;61.2;13.0
1355;A Agriculture, forestry and fishing;52 Warehousing, services for transport;2018;0.5;58.7;12.2
1356;A Agriculture, forestry and fishing;52 Warehousing, services for transport;2019;0.5;63.2;12.4
1357;A Agriculture, forestry and fishing;52 Warehousing, services for transport;2020;0.5;63.2;12.2
1358;A Agriculture, forestry and fishing;52 Warehousing, services for transport;2021;0.5;63.0;13.5
1359;A Agriculture, forestry and fishing;52 Warehousing, services for transport;2022;0.4;67.4;13.6
1360;A Agriculture, forestry and fishing;53 Postal and courier activities;2015;0.2;13.0;5.8
1361;A Agriculture, forestry and fishing;53 Postal and courier activities;2016;0.2;13.3;6.4
1362;A Agriculture, forestry and fishing;53 Postal and courier activities;2017;0.2;12.6;6.8
1363;A Agriculture, forestry and fishing;53 Postal and courier activities;2018;0.2;11.5;7.1
1364;A Agriculture, forestry and fishing;53 Postal and courier activities;2019;0.2;12.7;5.8
1365;A Agriculture, forestry and fishing;53 Postal and courier activities;2020;0.2;12.7;6.7
1366;A Agriculture, forestry and fishing;53 Postal and courier activities;2021;0.2;11.5;8.0
1367;A Agriculture, forestry and fishing;53 Postal and courier activities;2022;0.2;9.7;6.9
1368;A Agriculture, forestry and fishing;I Accommodation and food serving;2015;0.2;8.6;2.0
1369;A Agriculture, forestry and fishing;I Accommodation and food serving;2016;0.2;9.3;2.1
1370;A Agriculture, forestry and fishing;I Accommodation and food serving;2017;0.2;10.0;2.3
1371;A Agriculture, forestry and fishing;I Accommodation and food serving;2018;0.2;10.6;2.5
1372;A Agriculture, forestry and fishing;I Accommodation and food serving;2019;0.2;11.5;2.7
1373;A Agriculture, forestry and fishing;I Accommodation and food serving;2020;0.3;10.7;3.4
1374;A Agriculture, forestry and fishing;I Accommodation and food serving;2021;0.3;12.4;4.1
1375;A Agriculture, forestry and fishing;I Accommodation and food serving;2022;0.3;16.5;5.3
1376;A Agriculture, forestry and fishing;55 Accommodation;2015;0.1;2.9;0.5
1377;A Agriculture, forestry and fishing;55 Accommodation;2016;0.1;3.2;0.5
1378;A Agriculture, forestry and fishing;55 Accommodation;2017;0.1;3.7;0.6
1379;A Agriculture, forestry and fishing;55 Accommodation;2018;0.1;3.8;0.6
1380;A Agriculture, forestry and fishing;55 Accommodation;2019;0.1;4.2;0.7
1381;A Agriculture, forestry and fishing;55 Accommodation;2020;0.1;2.3;0.5
1382;A Agriculture, forestry and fishing;55 Accommodation;2021;0.1;2.9;0.6
1383;A Agriculture, forestry and fishing;55 Accommodation;2022;0.1;4.0;0.8
1384;A Agriculture, forestry and fishing;56 Food and beverage service activities;2015;0.1;5.7;1.5
1385;A Agriculture, forestry and fishing;56 Food and beverage service activities;2016;0.1;6.1;1.6
1386;A Agriculture, forestry and fishing;56 Food and beverage service activities;2017;0.1;6.3;1.7
1387;A Agriculture, forestry and fishing;56 Food and beverage service activities;2018;0.1;6.8;1.9
1388;A Agriculture, forestry and fishing;56 Food and beverage service activities;2019;0.1;7.3;2.0
1389;A Agriculture, forestry and fishing;56 Food and beverage service activities;2020;0.3;8.4;2.9
1390;A Agriculture, forestry and fishing;56 Food and beverage service activities;2021;0.3;9.5;3.4
1391;A Agriculture, forestry and fishing;56 Food and beverage service activities;2022;0.2;12.6;4.5
1392;A Agriculture, forestry and fishing;J Information and communication;2015;0.7;80.1;28.0
1393;A Agriculture, forestry and fishing;J Information and communication;2016;0.7;84.2;31.6
1394;A Agriculture, forestry and fishing;J Information and communication;2017;0.7;82.6;36.4
1395;A Agriculture, forestry and fishing;J Information and communication;2018;0.7;83.5;36.6
1396;A Agriculture, forestry and fishing;J Information and communication;2019;0.7;87.4;38.4
1397;A Agriculture, forestry and fishing;J Information and communication;2020;0.7;89.2;35.5
1398;A Agriculture, forestry and fishing;J Information and communication;2021;0.7;94.7;37.4
1399;A Agriculture, forestry and fishing;J Information and communication;2022;0.7;85.8;35.4
1400;A Agriculture, forestry and fishing;58 Publishing;2015;0.0;4.2;0.8
1401;A Agriculture, forestry and fishing;58 Publishing;2016;0.0;4.3;0.8
1402;A Agriculture, forestry and fishing;58 Publishing;2017;0.0;4.6;0.8
1403;A Agriculture, forestry and fishing;58 Publishing;2018;0.0;4.4;0.7
1404;A Agriculture, forestry and fishing;58 Publishing;2019;0.0;4.4;0.8
1405;A Agriculture, forestry and fishing;58 Publishing;2020;0.0;4.0;0.6
1406;A Agriculture, forestry and fishing;58 Publishing;2021;0.0;4.1;0.7
1407;A Agriculture, forestry and fishing;58 Publishing;2022;0.0;3.4;0.7
1408;A Agriculture, forestry and fishing;58-60 Publishing, movie, radio and  TV;2015;0.1;8.3;3.7
1409;A Agriculture, forestry and fishing;58-60 Publishing, movie, radio and  TV;2016;0.1;8.3;4.3
1410;A Agriculture, forestry and fishing;58-60 Publishing, movie, radio and  TV;2017;0.1;8.4;4.9
1411;A Agriculture, forestry and fishing;58-60 Publishing, movie, radio and  TV;2018;0.1;7.8;5.1
1412;A Agriculture, forestry and fishing;58-60 Publishing, movie, radio and  TV;2019;0.1;7.8;5.5
1413;A Agriculture, forestry and fishing;58-60 Publishing, movie, radio and  TV;2020;0.1;6.9;5.1
1414;A Agriculture, forestry and fishing;58-60 Publishing, movie, radio and  TV;2021;0.1;7.7;3.8
1415;A Agriculture, forestry and fishing;58-60 Publishing, movie, radio and  TV;2022;0.1;7.0;3.4
1416;A Agriculture, forestry and fishing;59-60 Movies, TV and radio;2015;0.0;4.1;3.0
1417;A Agriculture, forestry and fishing;59-60 Movies, TV and radio;2016;0.0;4.0;3.6
1418;A Agriculture, forestry and fishing;59-60 Movies, TV and radio;2017;0.0;3.7;4.1
1419;A Agriculture, forestry and fishing;59-60 Movies, TV and radio;2018;0.0;3.5;4.4
1420;A Agriculture, forestry and fishing;59-60 Movies, TV and radio;2019;0.0;3.4;4.7
1421;A Agriculture, forestry and fishing;59-60 Movies, TV and radio;2020;0.0;3.0;4.4
1422;A Agriculture, forestry and fishing;59-60 Movies, TV and radio;2021;0.0;3.6;3.2
1423;A Agriculture, forestry and fishing;59-60 Movies, TV and radio;2022;0.0;3.7;2.7
1424;A Agriculture, forestry and fishing;61 Telecommunications;2015;0.1;23.8;10.8
1425;A Agriculture, forestry and fishing;61 Telecommunications;2016;0.1;23.8;11.7
1426;A Agriculture, forestry and fishing;61 Telecommunications;2017;0.1;23.2;10.6
1427;A Agriculture, forestry and fishing;61 Telecommunications;2018;0.1;23.9;9.4
1428;A Agriculture, forestry and fishing;61 Telecommunications;2019;0.1;24.9;9.1
1429;A Agriculture, forestry and fishing;61 Telecommunications;2020;0.1;21.6;7.6
1430;A Agriculture, forestry and fishing;61 Telecommunications;2021;0.1;21.3;8.1
1431;A Agriculture, forestry and fishing;61 Telecommunications;2022;0.1;16.1;7.0
1432;A Agriculture, forestry and fishing;62-63 IT- and information services;2015;0.5;48.0;13.5
1433;A Agriculture, forestry and fishing;62-63 IT- and information services;2016;0.5;52.0;15.6
1434;A Agriculture, forestry and fishing;62-63 IT- and information services;2017;0.5;51.1;20.9
1435;A Agriculture, forestry and fishing;62-63 IT- and information services;2018;0.5;51.8;22.0
1436;A Agriculture, forestry and fishing;62-63 IT- and information services;2019;0.5;54.8;23.8
1437;A Agriculture, forestry and fishing;62-63 IT- and information services;2020;0.5;60.7;22.8
1438;A Agriculture, forestry and fishing;62-63 IT- and information services;2021;0.6;65.7;25.5
1439;A Agriculture, forestry and fishing;62-63 IT- and information services;2022;0.5;62.7;24.9
1440;A Agriculture, forestry and fishing;K Financial institutions;2015;0.6;168.1;16.5
1441;A Agriculture, forestry and fishing;K Financial institutions;2016;0.6;163.0;16.8
1442;A Agriculture, forestry and fishing;K Financial institutions;2017;0.6;155.9;16.6
1443;A Agriculture, forestry and fishing;K Financial institutions;2018;0.5;142.7;17.4
1444;A Agriculture, forestry and fishing;K Financial institutions;2019;0.5;142.3;18.1
1445;A Agriculture, forestry and fishing;K Financial institutions;2020;0.5;132.0;19.3
1446;A Agriculture, forestry and fishing;K Financial institutions;2021;0.6;133.6;23.9
1447;A Agriculture, forestry and fishing;K Financial institutions;2022;0.5;131.6;20.7
1448;A Agriculture, forestry and fishing;64 Financial institutions, no insurance;2015;0.3;128.6;7.2
1449;A Agriculture, forestry and fishing;64 Financial institutions, no insurance;2016;0.3;123.2;7.8
1450;A Agriculture, forestry and fishing;64 Financial institutions, no insurance;2017;0.3;116.2;6.6
1451;A Agriculture, forestry and fishing;64 Financial institutions, no insurance;2018;0.3;103.0;7.7
1452;A Agriculture, forestry and fishing;64 Financial institutions, no insurance;2019;0.2;98.7;7.8
1453;A Agriculture, forestry and fishing;64 Financial institutions, no insurance;2020;0.2;90.2;8.1
1454;A Agriculture, forestry and fishing;64 Financial institutions, no insurance;2021;0.3;87.3;10.3
1455;A Agriculture, forestry and fishing;64 Financial institutions, no insurance;2022;0.3;91.0;9.7
1456;A Agriculture, forestry and fishing;65 Insurance and pension funding;2015;0.2;26.3;8.2
1457;A Agriculture, forestry and fishing;65 Insurance and pension funding;2016;0.2;25.8;7.9
1458;A Agriculture, forestry and fishing;65 Insurance and pension funding;2017;0.2;24.7;8.8
1459;A Agriculture, forestry and fishing;65 Insurance and pension funding;2018;0.2;25.0;8.5
1460;A Agriculture, forestry and fishing;65 Insurance and pension funding;2019;0.1;26.5;9.1
1461;A Agriculture, forestry and fishing;65 Insurance and pension funding;2020;0.2;23.1;9.9
1462;A Agriculture, forestry and fishing;65 Insurance and pension funding;2021;0.2;26.0;12.2
1463;A Agriculture, forestry and fishing;65 Insurance and pension funding;2022;0.1;23.8;9.7
1464;A Agriculture, forestry and fishing;66 Other financial services;2015;0.1;13.1;1.0
1465;A Agriculture, forestry and fishing;66 Other financial services;2016;0.1;14.0;1.1
1466;A Agriculture, forestry and fishing;66 Other financial services;2017;0.1;15.0;1.2
1467;A Agriculture, forestry and fishing;66 Other financial services;2018;0.1;14.7;1.1
1468;A Agriculture, forestry and fishing;66 Other financial services;2019;0.1;17.2;1.2
1469;A Agriculture, forestry and fishing;66 Other financial services;2020;0.1;18.7;1.3
1470;A Agriculture, forestry and fishing;66 Other financial services;2021;0.1;20.4;1.4
1471;A Agriculture, forestry and fishing;66 Other financial services;2022;0.1;16.8;1.2
1472;A Agriculture, forestry and fishing;L Renting, buying, selling real estate;2015;0.1;38.8;2.0
1473;A Agriculture, forestry and fishing;L Renting, buying, selling real estate;2016;0.1;38.7;1.8
1474;A Agriculture, forestry and fishing;L Renting, buying, selling real estate;2017;0.1;37.8;1.8
1475;A Agriculture, forestry and fishing;L Renting, buying, selling real estate;2018;0.1;36.7;1.7
1476;A Agriculture, forestry and fishing;L Renting, buying, selling real estate;2019;0.1;39.1;1.7
1477;A Agriculture, forestry and fishing;L Renting, buying, selling real estate;2020;0.1;44.0;1.8
1478;A Agriculture, forestry and fishing;L Renting, buying, selling real estate;2021;0.1;48.9;2.5
1479;A Agriculture, forestry and fishing;L Renting, buying, selling real estate;2022;0.1;48.0;3.0
1480;A Agriculture, forestry and fishing;68 Renting, buying, selling real estate;2015;0.1;38.8;2.0
1481;A Agriculture, forestry and fishing;68 Renting, buying, selling real estate;2016;0.1;38.7;1.8
1482;A Agriculture, forestry and fishing;68 Renting, buying, selling real estate;2017;0.1;37.8;1.8
1483;A Agriculture, forestry and fishing;68 Renting, buying, selling real estate;2018;0.1;36.7;1.7
1484;A Agriculture, forestry and fishing;68 Renting, buying, selling real estate;2019;0.1;39.1;1.7
1485;A Agriculture, forestry and fishing;68 Renting, buying, selling real estate;2020;0.1;44.0;1.8
1486;A Agriculture, forestry and fishing;68 Renting, buying, selling real estate;2021;0.1;48.9;2.5
1487;A Agriculture, forestry and fishing;68 Renting, buying, selling real estate;2022;0.1;48.0;3.0
1488;A Agriculture, forestry and fishing;M-N Business services;2015;9.2;536.7;75.0
1489;A Agriculture, forestry and fishing;M-N Business services;2016;9.5;558.1;75.5
1490;A Agriculture, forestry and fishing;M-N Business services;2017;9.7;569.9;82.8
1491;A Agriculture, forestry and fishing;M-N Business services;2018;9.5;560.1;87.0
1492;A Agriculture, forestry and fishing;M-N Business services;2019;9.5;575.8;95.3
1493;A Agriculture, forestry and fishing;M-N Business services;2020;8.9;540.6;89.5
1494;A Agriculture, forestry and fishing;M-N Business services;2021;8.2;591.8;98.7
1495;A Agriculture, forestry and fishing;M-N Business services;2022;8.7;592.5;100.3
1496;A Agriculture, forestry and fishing;M Other specialised business services;2015;4.2;313.9;54.2
1497;A Agriculture, forestry and fishing;M Other specialised business services;2016;4.2;316.9;54.0
1498;A Agriculture, forestry and fishing;M Other specialised business services;2017;4.1;314.7;60.2
1499;A Agriculture, forestry and fishing;M Other specialised business services;2018;4.0;306.4;63.1
1500;A Agriculture, forestry and fishing;M Other specialised business services;2019;4.1;317.7;67.7
1501;A Agriculture, forestry and fishing;M Other specialised business services;2020;4.0;310.9;64.0
1502;A Agriculture, forestry and fishing;M Other specialised business services;2021;3.9;328.4;65.7
1503;A Agriculture, forestry and fishing;M Other specialised business services;2022;3.7;324.8;69.3
1504;A Agriculture, forestry and fishing;69-70 Legal and management consultancy;2015;2.3;219.5;33.4
1505;A Agriculture, forestry and fishing;69-70 Legal and management consultancy;2016;2.3;219.7;30.9
1506;A Agriculture, forestry and fishing;69-70 Legal and management consultancy;2017;2.3;218.8;36.7
1507;A Agriculture, forestry and fishing;69-70 Legal and management consultancy;2018;2.2;212.6;40.7
1508;A Agriculture, forestry and fishing;69-70 Legal and management consultancy;2019;2.2;219.9;43.6
1509;A Agriculture, forestry and fishing;69-70 Legal and management consultancy;2020;2.2;214.1;41.7
1510;A Agriculture, forestry and fishing;69-70 Legal and management consultancy;2021;2.2;229.5;43.3
1511;A Agriculture, forestry and fishing;69-70 Legal and management consultancy;2022;2.1;227.5;45.2
1512;A Agriculture, forestry and fishing;69-71 Management,  technical consultancy;2015;2.7;247.7;37.6
1513;A Agriculture, forestry and fishing;69-71 Management,  technical consultancy;2016;2.7;247.3;35.3
1514;A Agriculture, forestry and fishing;69-71 Management,  technical consultancy;2017;2.6;245.8;41.2
1515;A Agriculture, forestry and fishing;69-71 Management,  technical consultancy;2018;2.5;238.5;45.2
1516;A Agriculture, forestry and fishing;69-71 Management,  technical consultancy;2019;2.6;247.1;48.1
1517;A Agriculture, forestry and fishing;69-71 Management,  technical consultancy;2020;2.5;242.1;46.6
1518;A Agriculture, forestry and fishing;69-71 Management,  technical consultancy;2021;2.5;257.9;48.1
1519;A Agriculture, forestry and fishing;69-71 Management,  technical consultancy;2022;2.4;255.4;50.3
1520;A Agriculture, forestry and fishing;71 Architects, technical services etc.;2015;0.4;28.2;4.2
1521;A Agriculture, forestry and fishing;71 Architects, technical services etc.;2016;0.4;27.6;4.4
1522;A Agriculture, forestry and fishing;71 Architects, technical services etc.;2017;0.4;27.0;4.5
1523;A Agriculture, forestry and fishing;71 Architects, technical services etc.;2018;0.3;25.9;4.4
1524;A Agriculture, forestry and fishing;71 Architects, technical services etc.;2019;0.3;27.2;4.5
1525;A Agriculture, forestry and fishing;71 Architects, technical services etc.;2020;0.3;28.0;4.8
1526;A Agriculture, forestry and fishing;71 Architects, technical services etc.;2021;0.3;28.4;4.8
1527;A Agriculture, forestry and fishing;71 Architects, technical services etc.;2022;0.3;27.9;5.1
1528;A Agriculture, forestry and fishing;72 Research and development;2015;0.0;2.6;1.1
1529;A Agriculture, forestry and fishing;72 Research and development;2016;0.0;2.8;1.3
1530;A Agriculture, forestry and fishing;72 Research and development;2017;0.0;2.7;1.3
1531;A Agriculture, forestry and fishing;72 Research and development;2018;0.0;2.5;1.3
1532;A Agriculture, forestry and fishing;72 Research and development;2019;0.0;2.7;1.2
1533;A Agriculture, forestry and fishing;72 Research and development;2020;0.0;2.7;1.3
1534;A Agriculture, forestry and fishing;72 Research and development;2021;0.0;2.7;1.3
1535;A Agriculture, forestry and fishing;72 Research and development;2022;0.0;2.3;1.3
1536;A Agriculture, forestry and fishing;73-75 Advertising, design and other;2015;1.4;63.6;15.5
1537;A Agriculture, forestry and fishing;73-75 Advertising, design and other;2016;1.4;66.7;17.4
1538;A Agriculture, forestry and fishing;73-75 Advertising, design and other;2017;1.4;66.2;17.8
1539;A Agriculture, forestry and fishing;73-75 Advertising, design and other;2018;1.4;65.3;16.7
1540;A Agriculture, forestry and fishing;73-75 Advertising, design and other;2019;1.5;67.9;18.3
1541;A Agriculture, forestry and fishing;73-75 Advertising, design and other;2020;1.4;66.0;16.1
1542;A Agriculture, forestry and fishing;73-75 Advertising, design and other;2021;1.3;67.8;16.3
1543;A Agriculture, forestry and fishing;73-75 Advertising, design and other;2022;1.2;67.1;17.7
1544;A Agriculture, forestry and fishing;73 Advertising and market research;2015;0.2;14.9;4.2
1545;A Agriculture, forestry and fishing;73 Advertising and market research;2016;0.2;15.8;5.5
1546;A Agriculture, forestry and fishing;73 Advertising and market research;2017;0.2;15.9;5.4
1547;A Agriculture, forestry and fishing;73 Advertising and market research;2018;0.2;15.7;5.2
1548;A Agriculture, forestry and fishing;73 Advertising and market research;2019;0.2;16.7;5.5
1549;A Agriculture, forestry and fishing;73 Advertising and market research;2020;0.2;15.3;4.8
1550;A Agriculture, forestry and fishing;73 Advertising and market research;2021;0.2;15.6;5.5
1551;A Agriculture, forestry and fishing;73 Advertising and market research;2022;0.2;14.5;5.9
1552;A Agriculture, forestry and fishing;74-75 Other specialised services;2015;1.2;48.7;11.3
1553;A Agriculture, forestry and fishing;74-75 Other specialised services;2016;1.1;50.9;11.9
1554;A Agriculture, forestry and fishing;74-75 Other specialised services;2017;1.1;50.3;12.4
1555;A Agriculture, forestry and fishing;74-75 Other specialised services;2018;1.2;49.6;11.5
1556;A Agriculture, forestry and fishing;74-75 Other specialised services;2019;1.2;51.2;12.8
1557;A Agriculture, forestry and fishing;74-75 Other specialised services;2020;1.2;50.7;11.3
1558;A Agriculture, forestry and fishing;74-75 Other specialised services;2021;1.1;52.2;10.8
1559;A Agriculture, forestry and fishing;74-75 Other specialised services;2022;1.1;52.6;11.8
1560;A Agriculture, forestry and fishing;N Renting and other business support;2015;5.0;222.8;20.8
1561;A Agriculture, forestry and fishing;N Renting and other business support;2016;5.4;241.2;21.5
1562;A Agriculture, forestry and fishing;N Renting and other business support;2017;5.6;255.2;22.6
1563;A Agriculture, forestry and fishing;N Renting and other business support;2018;5.5;253.7;23.9
1564;A Agriculture, forestry and fishing;N Renting and other business support;2019;5.4;258.1;27.7
1565;A Agriculture, forestry and fishing;N Renting and other business support;2020;4.9;229.8;25.5
1566;A Agriculture, forestry and fishing;N Renting and other business support;2021;4.3;263.4;33.1
1567;A Agriculture, forestry and fishing;N Renting and other business support;2022;5.0;267.7;31.0
1568;A Agriculture, forestry and fishing;77 Renting and leasing of tangible goods;2015;0.1;24.2;3.6
1569;A Agriculture, forestry and fishing;77 Renting and leasing of tangible goods;2016;0.1;25.1;4.1
1570;A Agriculture, forestry and fishing;77 Renting and leasing of tangible goods;2017;0.1;25.7;4.0
1571;A Agriculture, forestry and fishing;77 Renting and leasing of tangible goods;2018;0.1;23.7;5.9
1572;A Agriculture, forestry and fishing;77 Renting and leasing of tangible goods;2019;0.1;28.0;9.1
1573;A Agriculture, forestry and fishing;77 Renting and leasing of tangible goods;2020;0.1;20.7;7.3
1574;A Agriculture, forestry and fishing;77 Renting and leasing of tangible goods;2021;0.1;20.2;11.7
1575;A Agriculture, forestry and fishing;77 Renting and leasing of tangible goods;2022;0.0;17.0;9.0
1576;A Agriculture, forestry and fishing;78 Employment activities;2015;2.9;114.8;3.6
1577;A Agriculture, forestry and fishing;78 Employment activities;2016;3.3;130.1;3.8
1578;A Agriculture, forestry and fishing;78 Employment activities;2017;3.5;141.3;3.7
1579;A Agriculture, forestry and fishing;78 Employment activities;2018;3.5;144.4;3.6
1580;A Agriculture, forestry and fishing;78 Employment activities;2019;3.4;142.6;3.5
1581;A Agriculture, forestry and fishing;78 Employment activities;2020;2.9;124.0;3.6
1582;A Agriculture, forestry and fishing;78 Employment activities;2021;3.1;142.7;3.8
1583;A Agriculture, forestry and fishing;78 Employment activities;2022;3.1;157.3;4.0
1584;A Agriculture, forestry and fishing;79 Travel agencies, tour operators etc;2015;0.0;0.8;0.8
1585;A Agriculture, forestry and fishing;79 Travel agencies, tour operators etc;2016;0.0;0.8;1.0
1586;A Agriculture, forestry and fishing;79 Travel agencies, tour operators etc;2017;0.0;0.9;1.0
1587;A Agriculture, forestry and fishing;79 Travel agencies, tour operators etc;2018;0.0;0.9;1.0
1588;A Agriculture, forestry and fishing;79 Travel agencies, tour operators etc;2019;0.0;1.0;1.0
1589;A Agriculture, forestry and fishing;79 Travel agencies, tour operators etc;2020;0.0;0.3;0.6
1590;A Agriculture, forestry and fishing;79 Travel agencies, tour operators etc;2021;0.0;0.6;0.7
1591;A Agriculture, forestry and fishing;79 Travel agencies, tour operators etc;2022;0.0;0.7;0.8
1592;A Agriculture, forestry and fishing;900011  tekst not available;2015;2.0;83.0;12.8
1593;A Agriculture, forestry and fishing;900011  tekst not available;2016;2.0;85.3;12.7
1594;A Agriculture, forestry and fishing;900011  tekst not available;2017;2.0;87.3;13.8
1595;A Agriculture, forestry and fishing;900011  tekst not available;2018;1.9;84.7;13.5
1596;A Agriculture, forestry and fishing;900011  tekst not available;2019;1.9;86.6;14.2
1597;A Agriculture, forestry and fishing;900011  tekst not available;2020;1.9;84.7;14.0
1598;A Agriculture, forestry and fishing;900011  tekst not available;2021;1.1;99.8;16.8
1599;A Agriculture, forestry and fishing;900011  tekst not available;2022;1.8;92.6;17.3
1600;A Agriculture, forestry and fishing;O-U Noncommercial services;2015;1.1;88.3;8.8
1601;A Agriculture, forestry and fishing;O-U Noncommercial services;2016;1.1;91.0;9.3
1602;A Agriculture, forestry and fishing;O-U Noncommercial services;2017;1.1;89.0;9.2
1603;A Agriculture, forestry and fishing;O-U Noncommercial services;2018;1.0;85.0;8.9
1604;A Agriculture, forestry and fishing;O-U Noncommercial services;2019;1.0;85.0;9.0
1605;A Agriculture, forestry and fishing;O-U Noncommercial services;2020;1.0;78.2;8.6
1606;A Agriculture, forestry and fishing;O-U Noncommercial services;2021;1.1;89.8;10.5
1607;A Agriculture, forestry and fishing;O-U Noncommercial services;2022;0.9;78.0;10.1
1608;A Agriculture, forestry and fishing;O-Q Government and care;2015;0.6;61.8;3.7
1609;A Agriculture, forestry and fishing;O-Q Government and care;2016;0.6;63.8;3.9
1610;A Agriculture, forestry and fishing;O-Q Government and care;2017;0.6;62.5;3.7
1611;A Agriculture, forestry and fishing;O-Q Government and care;2018;0.6;59.4;3.5
1612;A Agriculture, forestry and fishing;O-Q Government and care;2019;0.5;57.2;3.4
1613;A Agriculture, forestry and fishing;O-Q Government and care;2020;0.5;53.6;3.4
1614;A Agriculture, forestry and fishing;O-Q Government and care;2021;0.6;64.2;4.9
1615;A Agriculture, forestry and fishing;O-Q Government and care;2022;0.5;53.6;3.9
1616;A Agriculture, forestry and fishing;O Public administration and services;2015;0.4;44.5;2.7
1617;A Agriculture, forestry and fishing;O Public administration and services;2016;0.4;45.6;2.9
1618;A Agriculture, forestry and fishing;O Public administration and services;2017;0.4;44.5;2.7
1619;A Agriculture, forestry and fishing;O Public administration and services;2018;0.4;41.7;2.5
1620;A Agriculture, forestry and fishing;O Public administration and services;2019;0.3;39.0;2.3
1621;A Agriculture, forestry and fishing;O Public administration and services;2020;0.3;36.9;2.4
