ID;ExportingSectorSIC2008;SupplyingSectorSIC2008;Periods;LabourVolumeTotal_1;ValueAdded_2;Imports_3
1622;A Agriculture, forestry and fishing;O Public administration and services;2021;0.4;45.0;3.7
1623;A Agriculture, forestry and fishing;O Public administration and services;2022;0.3;37.6;2.7
1624;A Agriculture, forestry and fishing;84 Public administration and services;2015;0.4;44.5;2.7
1625;A Agriculture, forestry and fishing;84 Public administration and services;2016;0.4;45.6;2.9
1626;A Agriculture, forestry and fishing;84 Public administration and services;2017;0.4;44.5;2.7
1627;A Agriculture, forestry and fishing;84 Public administration and services;2018;0.4;41.7;2.5
1628;A Agriculture, forestry and fishing;84 Public administration and services;2019;0.3;39.0;2.3
1629;A Agriculture, forestry and fishing;84 Public administration and services;2020;0.3;36.9;2.4
1630;A Agriculture, forestry and fishing;84 Public administration and services;2021;0.4;45.0;3.7
1631;A Agriculture, forestry and fishing;84 Public administration and services;2022;0.3;37.6;2.7
1632;A Agriculture, forestry and fishing;P Education;2015;0.1;11.2;0.4
1633;A Agriculture, forestry and fishing;P Education;2016;0.1;11.9;0.4
1634;A Agriculture, forestry and fishing;P Education;2017;0.1;11.9;0.4
1635;A Agriculture, forestry and fishing;P Education;2018;0.1;11.4;0.4
1636;A Agriculture, forestry and fishing;P Education;2019;0.1;11.9;0.4
1637;A Agriculture, forestry and fishing;P Education;2020;0.1;10.8;0.4
1638;A Agriculture, forestry and fishing;P Education;2021;0.1;12.0;0.5
1639;A Agriculture, forestry and fishing;P Education;2022;0.1;10.9;0.6
1640;A Agriculture, forestry and fishing;85 Education;2015;0.1;11.2;0.4
1641;A Agriculture, forestry and fishing;85 Education;2016;0.1;11.9;0.4
1642;A Agriculture, forestry and fishing;85 Education;2017;0.1;11.9;0.4
1643;A Agriculture, forestry and fishing;85 Education;2018;0.1;11.4;0.4
1644;A Agriculture, forestry and fishing;85 Education;2019;0.1;11.9;0.4
1645;A Agriculture, forestry and fishing;85 Education;2020;0.1;10.8;0.4
1646;A Agriculture, forestry and fishing;85 Education;2021;0.1;12.0;0.5
1647;A Agriculture, forestry and fishing;85 Education;2022;0.1;10.9;0.6
1648;A Agriculture, forestry and fishing;Q Health and social work activities;2015;0.1;6.1;0.6
1649;A Agriculture, forestry and fishing;Q Health and social work activities;2016;0.1;6.2;0.7
1650;A Agriculture, forestry and fishing;Q Health and social work activities;2017;0.1;6.1;0.6
1651;A Agriculture, forestry and fishing;Q Health and social work activities;2018;0.1;6.2;0.6
1652;A Agriculture, forestry and fishing;Q Health and social work activities;2019;0.1;6.3;0.6
1653;A Agriculture, forestry and fishing;Q Health and social work activities;2020;0.1;6.0;0.7
1654;A Agriculture, forestry and fishing;Q Health and social work activities;2021;0.1;7.1;0.8
1655;A Agriculture, forestry and fishing;Q Health and social work activities;2022;0.1;5.0;0.6
1656;A Agriculture, forestry and fishing;86 Human health activities;2015;0.1;5.9;0.6
1657;A Agriculture, forestry and fishing;86 Human health activities;2016;0.1;6.0;0.6
1658;A Agriculture, forestry and fishing;86 Human health activities;2017;0.1;5.9;0.6
1659;A Agriculture, forestry and fishing;86 Human health activities;2018;0.1;6.0;0.6
1660;A Agriculture, forestry and fishing;86 Human health activities;2019;0.1;6.1;0.6
1661;A Agriculture, forestry and fishing;86 Human health activities;2020;0.1;5.7;0.7
1662;A Agriculture, forestry and fishing;86 Human health activities;2021;0.1;6.9;0.8
1663;A Agriculture, forestry and fishing;86 Human health activities;2022;0.1;4.8;0.6
1664;A Agriculture, forestry and fishing;87-88 Care and social work;2015;0.0;0.2;0.0
1665;A Agriculture, forestry and fishing;87-88 Care and social work;2016;0.0;0.2;0.0
1666;A Agriculture, forestry and fishing;87-88 Care and social work;2017;0.0;0.2;0.0
1667;A Agriculture, forestry and fishing;87-88 Care and social work;2018;0.0;0.2;0.0
1668;A Agriculture, forestry and fishing;87-88 Care and social work;2019;0.0;0.2;0.0
1669;A Agriculture, forestry and fishing;87-88 Care and social work;2020;0.0;0.2;0.0
1670;A Agriculture, forestry and fishing;87-88 Care and social work;2021;0.0;0.3;0.0
1671;A Agriculture, forestry and fishing;87-88 Care and social work;2022;0.0;0.2;0.0
1672;A Agriculture, forestry and fishing;R-U Culture, recreation, other services;2015;0.4;26.5;5.1
1673;A Agriculture, forestry and fishing;R-U Culture, recreation, other services;2016;0.4;27.3;5.3
1674;A Agriculture, forestry and fishing;R-U Culture, recreation, other services;2017;0.4;26.5;5.5
1675;A Agriculture, forestry and fishing;R-U Culture, recreation, other services;2018;0.4;25.6;5.3
1676;A Agriculture, forestry and fishing;R-U Culture, recreation, other services;2019;0.5;27.7;5.6
1677;A Agriculture, forestry and fishing;R-U Culture, recreation, other services;2020;0.4;24.6;5.2
1678;A Agriculture, forestry and fishing;R-U Culture, recreation, other services;2021;0.5;25.6;5.6
1679;A Agriculture, forestry and fishing;R-U Culture, recreation, other services;2022;0.4;24.5;6.2
1680;A Agriculture, forestry and fishing;R Culture, sports and recreation;2015;0.3;21.0;1.8
1681;A Agriculture, forestry and fishing;R Culture, sports and recreation;2016;0.3;21.6;1.9
1682;A Agriculture, forestry and fishing;R Culture, sports and recreation;2017;0.3;21.0;1.9
1683;A Agriculture, forestry and fishing;R Culture, sports and recreation;2018;0.3;20.3;1.9
1684;A Agriculture, forestry and fishing;R Culture, sports and recreation;2019;0.3;21.2;1.9
1685;A Agriculture, forestry and fishing;R Culture, sports and recreation;2020;0.3;19.1;1.7
1686;A Agriculture, forestry and fishing;R Culture, sports and recreation;2021;0.3;19.1;1.8
1687;A Agriculture, forestry and fishing;R Culture, sports and recreation;2022;0.2;19.1;2.5
1688;A Agriculture, forestry and fishing;900048  tekst not available;2015;0.0;2.9;0.3
1689;A Agriculture, forestry and fishing;900048  tekst not available;2016;0.0;2.9;0.3
1690;A Agriculture, forestry and fishing;900048  tekst not available;2017;0.1;3.1;0.4
1691;A Agriculture, forestry and fishing;900048  tekst not available;2018;0.1;2.9;0.3
1692;A Agriculture, forestry and fishing;900048  tekst not available;2019;0.1;3.3;0.4
1693;A Agriculture, forestry and fishing;900048  tekst not available;2020;0.1;2.0;0.4
1694;A Agriculture, forestry and fishing;900048  tekst not available;2021;0.1;2.0;0.4
1695;A Agriculture, forestry and fishing;900048  tekst not available;2022;0.1;3.6;0.7
1696;A Agriculture, forestry and fishing;93 Sports and recreation;2015;0.0;2.0;0.2
1697;A Agriculture, forestry and fishing;93 Sports and recreation;2016;0.0;2.1;0.2
1698;A Agriculture, forestry and fishing;93 Sports and recreation;2017;0.0;2.1;0.3
1699;A Agriculture, forestry and fishing;93 Sports and recreation;2018;0.0;2.0;0.2
1700;A Agriculture, forestry and fishing;93 Sports and recreation;2019;0.0;2.0;0.2
1701;A Agriculture, forestry and fishing;93 Sports and recreation;2020;0.0;1.8;0.3
1702;A Agriculture, forestry and fishing;93 Sports and recreation;2021;0.0;1.8;0.3
1703;A Agriculture, forestry and fishing;93 Sports and recreation;2022;0.0;1.9;0.4
1704;A Agriculture, forestry and fishing;S Other service activities;2015;0.2;5.0;0.8
1705;A Agriculture, forestry and fishing;S Other service activities;2016;0.2;5.1;0.8
1706;A Agriculture, forestry and fishing;S Other service activities;2017;0.1;5.0;0.9
1707;A Agriculture, forestry and fishing;S Other service activities;2018;0.1;4.8;0.8
1708;A Agriculture, forestry and fishing;S Other service activities;2019;0.2;6.0;1.0
1709;A Agriculture, forestry and fishing;S Other service activities;2020;0.2;4.9;0.9
1710;A Agriculture, forestry and fishing;S Other service activities;2021;0.2;6.0;1.1
1711;A Agriculture, forestry and fishing;S Other service activities;2022;0.1;4.9;1.1
1712;A Agriculture, forestry and fishing;94 Membership organisations;2015;0.2;16.1;1.2
1713;A Agriculture, forestry and fishing;94 Membership organisations;2016;0.2;16.6;1.3
1714;A Agriculture, forestry and fishing;94 Membership organisations;2017;0.2;15.8;1.3
1715;A Agriculture, forestry and fishing;94 Membership organisations;2018;0.2;15.4;1.3
1716;A Agriculture, forestry and fishing;94 Membership organisations;2019;0.2;15.8;1.2
1717;A Agriculture, forestry and fishing;94 Membership organisations;2020;0.2;15.3;1.0
1718;A Agriculture, forestry and fishing;94 Membership organisations;2021;0.2;15.3;1.1
1719;A Agriculture, forestry and fishing;94 Membership organisations;2022;0.1;13.6;1.4
1720;A Agriculture, forestry and fishing;95 Repair computers and consumergoods;2015;0.0;0.7;0.2
1721;A Agriculture, forestry and fishing;95 Repair computers and consumergoods;2016;0.0;0.8;0.2
1722;A Agriculture, forestry and fishing;95 Repair computers and consumergoods;2017;0.0;0.7;0.3
1723;A Agriculture, forestry and fishing;95 Repair computers and consumergoods;2018;0.0;0.7;0.3
1724;A Agriculture, forestry and fishing;95 Repair computers and consumergoods;2019;0.0;0.8;0.3
1725;A Agriculture, forestry and fishing;95 Repair computers and consumergoods;2020;0.0;0.7;0.3
1726;A Agriculture, forestry and fishing;95 Repair computers and consumergoods;2021;0.0;0.8;0.3
1727;A Agriculture, forestry and fishing;95 Repair computers and consumergoods;2022;0.0;0.7;0.3
1728;A Agriculture, forestry and fishing;96 Other personal services;2015;0.1;4.2;0.6
1729;A Agriculture, forestry and fishing;96 Other personal services;2016;0.1;4.4;0.6
1730;A Agriculture, forestry and fishing;96 Other personal services;2017;0.1;4.3;0.6
1731;A Agriculture, forestry and fishing;96 Other personal services;2018;0.1;4.1;0.5
1732;A Agriculture, forestry and fishing;96 Other personal services;2019;0.2;5.3;0.7
1733;A Agriculture, forestry and fishing;96 Other personal services;2020;0.1;4.2;0.6
1734;A Agriculture, forestry and fishing;96 Other personal services;2021;0.2;5.2;0.8
1735;A Agriculture, forestry and fishing;96 Other personal services;2022;0.1;4.2;0.8
1736;A Agriculture, forestry and fishing;T Activities of households;2015;0.0;0.0;0.0
1737;A Agriculture, forestry and fishing;T Activities of households;2016;0.0;0.0;0.0
1738;A Agriculture, forestry and fishing;T Activities of households;2017;0.0;0.0;0.0
1739;A Agriculture, forestry and fishing;T Activities of households;2018;0.0;0.0;0.0
1740;A Agriculture, forestry and fishing;T Activities of households;2019;0.0;0.0;0.0
1741;A Agriculture, forestry and fishing;T Activities of households;2020;0.0;0.0;0.0
1742;A Agriculture, forestry and fishing;T Activities of households;2021;0.0;0.0;0.0
1743;A Agriculture, forestry and fishing;T Activities of households;2022;0.0;0.0;0.0
1744;A Agriculture, forestry and fishing;U Extraterritorial organisations;2015;0.0;0.6;2.5
1745;A Agriculture, forestry and fishing;U Extraterritorial organisations;2016;0.0;0.6;2.6
1746;A Agriculture, forestry and fishing;U Extraterritorial organisations;2017;0.0;0.5;2.7
1747;A Agriculture, forestry and fishing;U Extraterritorial organisations;2018;0.0;0.5;2.7
1748;A Agriculture, forestry and fishing;U Extraterritorial organisations;2019;0.0;0.5;2.8
1749;A Agriculture, forestry and fishing;U Extraterritorial organisations;2020;0.0;0.5;2.6
1750;A Agriculture, forestry and fishing;U Extraterritorial organisations;2021;0.0;0.6;2.7
1751;A Agriculture, forestry and fishing;U Extraterritorial organisations;2022;0.0;0.5;2.6
1752;A Agriculture, forestry and fishing;99 Extraterritorial organisations;2015;0.0;0.6;2.5
1753;A Agriculture, forestry and fishing;99 Extraterritorial organisations;2016;0.0;0.6;2.6
1754;A Agriculture, forestry and fishing;99 Extraterritorial organisations;2017;0.0;0.5;2.7
1755;A Agriculture, forestry and fishing;99 Extraterritorial organisations;2018;0.0;0.5;2.7
1756;A Agriculture, forestry and fishing;99 Extraterritorial organisations;2019;0.0;0.5;2.8
1757;A Agriculture, forestry and fishing;99 Extraterritorial organisations;2020;0.0;0.5;2.6
1758;A Agriculture, forestry and fishing;99 Extraterritorial organisations;2021;0.0;0.6;2.7
1759;A Agriculture, forestry and fishing;99 Extraterritorial organisations;2022;0.0;0.5;2.6
1760;01 Agriculture;A-U All economic activities;2015;118.7;9244.2;2372.8
1761;01 Agriculture;A-U All economic activities;2016;121.8;9469.0;2360.0
1762;01 Agriculture;A-U All economic activities;2017;119.8;9727.4;2479.6
1763;01 Agriculture;A-U All economic activities;2018;121.9;9234.4;2562.6
1764;01 Agriculture;A-U All economic activities;2019;123.6;9689.1;2618.9
1765;01 Agriculture;A-U All economic activities;2020;125.4;9490.6;2397.4
1766;01 Agriculture;A-U All economic activities;2021;129.0;10329.7;2895.3
1767;01 Agriculture;A-U All economic activities;2022;112.9;9524.8;3873.2
1768;01 Agriculture;A Agriculture, forestry and fishing;2015;95.5;6900.9;1208.4
1769;01 Agriculture;A Agriculture, forestry and fishing;2016;98.2;7211.1;1237.0
1770;01 Agriculture;A Agriculture, forestry and fishing;2017;96.5;7490.8;1306.8
1771;01 Agriculture;A Agriculture, forestry and fishing;2018;99.6;7100.7;1374.9
1772;01 Agriculture;A Agriculture, forestry and fishing;2019;101.0;7460.3;1417.2
1773;01 Agriculture;A Agriculture, forestry and fishing;2020;103.7;7353.8;1300.2
1774;01 Agriculture;A Agriculture, forestry and fishing;2021;108.0;7978.1;1605.8
1775;01 Agriculture;A Agriculture, forestry and fishing;2022;92.3;7072.9;2210.1
1776;01 Agriculture;01 Agriculture;2015;95.5;6900.5;1208.3
1777;01 Agriculture;01 Agriculture;2016;98.2;7211.0;1237.0
1778;01 Agriculture;01 Agriculture;2017;96.5;7490.7;1306.8
1779;01 Agriculture;01 Agriculture;2018;99.6;7100.5;1374.8
1780;01 Agriculture;01 Agriculture;2019;101.0;7460.1;1417.1
1781;01 Agriculture;01 Agriculture;2020;103.7;7353.8;1300.2
1782;01 Agriculture;01 Agriculture;2021;108.0;7978.0;1605.8
1783;01 Agriculture;01 Agriculture;2022;92.3;7072.8;2210.1
1784;01 Agriculture;02 Forestry and logging;2015;0.0;0.1;0.0
1785;01 Agriculture;02 Forestry and logging;2016;0.0;0.0;0.0
1786;01 Agriculture;02 Forestry and logging;2017;0.0;0.1;0.0
1787;01 Agriculture;02 Forestry and logging;2018;0.0;0.2;0.1
1788;01 Agriculture;02 Forestry and logging;2019;0.0;0.2;0.0
1789;01 Agriculture;02 Forestry and logging;2020;0.0;0.1;0.0
1790;01 Agriculture;02 Forestry and logging;2021;0.0;0.0;0.0
1791;01 Agriculture;02 Forestry and logging;2022;0.0;0.1;0.0
1792;01 Agriculture;03 Fishing and aquaculture;2015;0.0;0.3;0.1
1793;01 Agriculture;03 Fishing and aquaculture;2016;0.0;0.0;0.0
1794;01 Agriculture;03 Fishing and aquaculture;2017;0.0;0.0;0.0
1795;01 Agriculture;03 Fishing and aquaculture;2018;0.0;0.0;0.0
1796;01 Agriculture;03 Fishing and aquaculture;2019;0.0;0.0;0.0
1797;01 Agriculture;03 Fishing and aquaculture;2020;0.0;0.0;0.0
1798;01 Agriculture;03 Fishing and aquaculture;2021;0.0;0.0;0.0
1799;01 Agriculture;03 Fishing and aquaculture;2022;0.0;0.0;0.0
1800;01 Agriculture;B Mining and quarrying;2015;0.1;244.6;10.9
1801;01 Agriculture;B Mining and quarrying;2016;0.1;126.4;8.3
1802;01 Agriculture;B Mining and quarrying;2017;0.1;116.1;8.1
1803;01 Agriculture;B Mining and quarrying;2018;0.1;69.2;5.8
1804;01 Agriculture;B Mining and quarrying;2019;0.1;65.8;5.7
1805;01 Agriculture;B Mining and quarrying;2020;0.1;35.1;5.8
1806;01 Agriculture;B Mining and quarrying;2021;0.1;72.5;6.9
1807;01 Agriculture;B Mining and quarrying;2022;0.0;36.9;3.0
1808;01 Agriculture;B-E Industry (no construction), energy;2015;5.9;897.3;849.7
1809;01 Agriculture;B-E Industry (no construction), energy;2016;5.8;774.7;801.4
1810;01 Agriculture;B-E Industry (no construction), energy;2017;5.6;749.6;830.7
1811;01 Agriculture;B-E Industry (no construction), energy;2018;5.2;689.3;845.5
1812;01 Agriculture;B-E Industry (no construction), energy;2019;5.2;716.9;847.3
1813;01 Agriculture;B-E Industry (no construction), energy;2020;4.8;670.8;757.7
1814;01 Agriculture;B-E Industry (no construction), energy;2021;4.8;779.6;925.8
1815;01 Agriculture;B-E Industry (no construction), energy;2022;4.8;931.0;1287.0
1816;01 Agriculture;B-F Manufacturing and energy;2015;6.9;957.4;874.9
1817;01 Agriculture;B-F Manufacturing and energy;2016;6.7;834.7;826.4
1818;01 Agriculture;B-F Manufacturing and energy;2017;6.4;808.2;854.8
1819;01 Agriculture;B-F Manufacturing and energy;2018;6.0;747.6;869.9
1820;01 Agriculture;B-F Manufacturing and energy;2019;6.1;779.1;872.3
