ID;RegioS;SBI74;Perioden;Productie_1;Verbruik_2;ToegevoegdeWaarde_3;Lonen_4;SocialeLasten_5;IndirecteBelastingen_6;OverigInkomen_7;Arbeidsvolume_8
2731;Zuid-Nederland;Totaal bedrijven;1975;32875;17880;14994;7524;2112;186;5171;732.5
2732;Zuid-Nederland;Totaal bedrijven;1976;37604;20604;16999;8306;2335;117;6240;727.7
2733;Zuid-Nederland;Totaal bedrijven;1977;40586;22033;18552;9286;2552;109;6604;730.7
2734;Zuid-Nederland;Totaal bedrijven;1978;44032;23713;20318;10102;2745;64;7404;742.3
2735;Zuid-Nederland;Totaal bedrijven;1979;48713;26889;21824;11000;3028;45;7749;756.7
2736;Zuid-Nederland;Totaal bedrijven;1980;52797;29613;23184;11740;3306;103;8034;764.9
2737;Zuid-Nederland;Totaal bedrijven;1981;55615;31690;23924;11970;3350;80;8523;751.8
2738;Zuid-Nederland;Totaal bedrijven;1982;58126;33009;25117;12201;3371;209;9335;715.8
2739;Zuid-Nederland;Totaal bedrijven;1983;60747;34422;26324;12355;3570;38;10360;705.3
2740;Zuid-Nederland;Totaal bedrijven;1984;65703;37804;27898;12570;3640;-26;11713;714.7
2741;Zuid-Nederland;Totaal bedrijven;1985;69755;40231;29523;13303;3734;-735;13221;733.2
2742;Zuid-Nederland;Totaal bedrijven;1986;71657;39527;32129;14034;4011;-31;14115;761.3
2743;Zuid-Nederland;Totaal bedrijven;1987;72164;39257;32906;14844;4110;-88;14039;780.6
2744;Zuid-Nederland;Totaal bedrijven;1988;76864;41911;34952;15524;4273;0;15153;803.7
2745;Zuid-Nederland;Totaal bedrijven;1989;83548;45470;38078;16417;4213;248;17199;832.6
2746;Zuid-Nederland;Totaal bedrijven;1990;87104;46765;40338;18874;2875;305;18282;854.4
2747;Zuid-Nederland;Totaal bedrijven;1991;91359;49084;42274;20049;3194;167;18863;873.8
2748;Zuid-Nederland;Totaal bedrijven;1992;94398;50130;44267;21094;3347;301;19523;885.6
2749;Zuid-Nederland;Totaal bedrijven;1993;93969;48696;45273;21634;3510;492;19637;881.7
2750;Zuid-Nederland;Omzetbelasting finale bestedingen;1970;0;0;974;0;0;901;73;0.0
2751;Zuid-Nederland;Omzetbelasting finale bestedingen;1973;0;0;1490;0;0;1421;68;0.0
2752;Zuid-Nederland;Omzetbelasting finale bestedingen;1974;0;0;1624;0;0;1538;85;0.0
2753;Zuid-Nederland;Omzetbelasting finale bestedingen;1975;0;0;1811;0;0;1719;92;0.0
2754;Zuid-Nederland;Omzetbelasting finale bestedingen;1976;0;0;2167;0;0;2062;104;0.0
2755;Zuid-Nederland;Omzetbelasting finale bestedingen;1977;0;0;2511;0;0;2402;108;0.0
2756;Zuid-Nederland;Omzetbelasting finale bestedingen;1978;0;0;2687;0;0;2588;98;0.0
2757;Zuid-Nederland;Omzetbelasting finale bestedingen;1979;0;0;2791;0;0;2716;74;0.0
2758;Zuid-Nederland;Omzetbelasting finale bestedingen;1980;0;0;2911;0;0;2825;85;0.0
2759;Zuid-Nederland;Omzetbelasting finale bestedingen;1981;0;0;2949;0;0;2843;105;0.0
2760;Zuid-Nederland;Omzetbelasting finale bestedingen;1982;0;0;3027;0;0;2894;132;0.0
2761;Zuid-Nederland;Omzetbelasting finale bestedingen;1983;0;0;3117;0;0;2997;120;0.0
2762;Zuid-Nederland;Omzetbelasting finale bestedingen;1984;0;0;3495;0;0;3337;157;0.0
2763;Zuid-Nederland;Omzetbelasting finale bestedingen;1985;0;0;3759;0;0;3582;176;0.0
2764;Zuid-Nederland;Omzetbelasting finale bestedingen;1986;0;0;3886;0;0;3758;128;0.0
2765;Zuid-Nederland;Omzetbelasting finale bestedingen;1987;0;0;4065;0;0;3902;162;0.0
2766;Zuid-Nederland;Omzetbelasting finale bestedingen;1988;0;0;4209;0;0;4093;116;0.0
2767;Zuid-Nederland;Omzetbelasting finale bestedingen;1989;0;0;4246;0;0;4119;127;0.0
2768;Zuid-Nederland;Omzetbelasting finale bestedingen;1990;0;0;4530;0;0;4374;156;0.0
2769;Zuid-Nederland;Omzetbelasting finale bestedingen;1991;0;0;4763;0;0;4581;181;0.0
2770;Zuid-Nederland;Omzetbelasting finale bestedingen;1992;0;0;5056;0;0;4850;205;0.0
2771;Zuid-Nederland;Omzetbelasting finale bestedingen;1993;0;0;4889;0;0;4700;188;0.0
2772;Groningen;Totaal bedrijfsindeling;1970;4138;1868;2454;849;205;186;1212;150.0
2773;Groningen;Totaal bedrijfsindeling;1973;6575;2695;4332;1280;358;441;2251;153.0
2774;Groningen;Totaal bedrijfsindeling;1974;7972;3089;5374;1507;435;461;2969;152.2
2775;Groningen;Totaal bedrijfsindeling;1975;10223;3431;7339;1675;490;547;4625;149.4
2776;Groningen;Totaal bedrijfsindeling;1976;12320;3984;8990;1886;553;657;5892;150.8
2777;Groningen;Totaal bedrijfsindeling;1977;13381;4324;9817;2032;594;754;6435;149.2
2778;Groningen;Totaal bedrijfsindeling;1978;13656;4812;9655;2200;637;788;6029;149.6
2779;Groningen;Totaal bedrijfsindeling;1979;14706;5129;10419;2329;695;809;6585;151.1
2780;Groningen;Totaal bedrijfsindeling;1980;17067;5698;12245;2496;757;867;8123;153.3
2781;Groningen;Totaal bedrijfsindeling;1981;19823;6310;14396;2488;760;893;10253;147.0
2782;Groningen;Totaal bedrijfsindeling;1982;20274;6676;14507;2616;788;865;10237;145.3
2783;Groningen;Totaal bedrijfsindeling;1983;20687;6514;15107;2546;809;927;10823;139.8
2784;Groningen;Totaal bedrijfsindeling;1984;21927;6959;15849;2572;800;850;11625;139.8
2785;Groningen;Totaal bedrijfsindeling;1985;22604;7243;16309;2642;808;947;11910;140.7
2786;Groningen;Totaal bedrijfsindeling;1986;18506;6834;12659;2768;826;970;8094;142.7
2787;Groningen;Totaal bedrijfsindeling;1987;15703;6417;10337;2864;844;820;5807;144.5
2788;Groningen;Totaal bedrijfsindeling;1988;15201;6598;9524;2920;837;751;5016;145.7
2789;Groningen;Totaal bedrijfsindeling;1989;15885;6960;9797;3053;817;797;5128;148.3
2790;Groningen;Totaal bedrijfsindeling;1990;17090;7451;10589;3466;569;878;5675;149.6
2791;Groningen;Totaal bedrijfsindeling;1991;19062;7986;12198;3680;608;1041;6867;151.8
2792;Groningen;Totaal bedrijfsindeling;1992;19176;8046;12249;3895;641;1185;6526;152.9
2793;Groningen;Totaal bedrijfsindeling;1993;19495;8242;12326;4010;652;1167;6496;153.4
2794;Groningen;Land-, tuin-, bosbouw en visserij;1970;347;166;181;8;1;0;170;2.3
2795;Groningen;Land-, tuin-, bosbouw en visserij;1973;462;241;220;15;3;0;201;2.0
2796;Groningen;Land-, tuin-, bosbouw en visserij;1974;507;272;234;19;4;-1;212;2.3
2797;Groningen;Land-, tuin-, bosbouw en visserij;1975;545;290;255;17;4;4;229;1.8
2798;Groningen;Land-, tuin-, bosbouw en visserij;1976;669;350;319;18;4;4;290;1.8
2799;Groningen;Land-, tuin-, bosbouw en visserij;1977;647;345;301;18;4;5;273;1.7
2800;Groningen;Land-, tuin-, bosbouw en visserij;1978;653;374;279;20;4;6;246;2.0
2801;Groningen;Land-, tuin-, bosbouw en visserij;1979;619;376;242;22;5;4;210;2.0
2802;Groningen;Land-, tuin-, bosbouw en visserij;1980;657;399;257;23;5;6;220;2.1
2803;Groningen;Land-, tuin-, bosbouw en visserij;1981;716;426;290;20;5;8;255;1.7
2804;Groningen;Land-, tuin-, bosbouw en visserij;1982;748;450;298;22;5;7;263;1.7
2805;Groningen;Land-, tuin-, bosbouw en visserij;1983;756;457;298;22;5;7;262;1.7
2806;Groningen;Land-, tuin-, bosbouw en visserij;1984;765;462;302;23;6;7;265;1.7
2807;Groningen;Land-, tuin-, bosbouw en visserij;1985;744;466;278;24;7;9;236;1.8
2808;Groningen;Land-, tuin-, bosbouw en visserij;1986;786;432;353;24;6;10;311;1.7
2809;Groningen;Land-, tuin-, bosbouw en visserij;1987;678;376;302;25;6;10;259;1.7
2810;Groningen;Land-, tuin-, bosbouw en visserij;1988;712;380;332;24;6;9;290;1.7
2811;Groningen;Land-, tuin-, bosbouw en visserij;1989;751;388;362;25;6;11;318;1.7
2812;Groningen;Land-, tuin-, bosbouw en visserij;1990;711;362;348;30;4;2;310;1.7
2813;Groningen;Land-, tuin-, bosbouw en visserij;1991;732;387;344;31;4;4;303;1.7
2814;Groningen;Land-, tuin-, bosbouw en visserij;1992;704;391;312;32;5;3;270;1.7
2815;Groningen;Land-, tuin-, bosbouw en visserij;1993;687;393;294;30;5;4;254;1.8
2816;Groningen;Aardolie- en aardgaswinning;1970;603;85;517;16;4;1;494;2.5
2817;Groningen;Aardolie- en aardgaswinning;1973;1436;130;1305;23;7;3;1271;2.5
2818;Groningen;Aardolie- en aardgaswinning;1974;2188;224;1964;25;8;5;1924;2.3
2819;Groningen;Aardolie- en aardgaswinning;1975;3788;254;3534;34;10;7;3481;2.4
2820;Groningen;Aardolie- en aardgaswinning;1976;5009;336;4672;43;14;10;4604;3.2
2821;Groningen;Aardolie- en aardgaswinning;1977;5571;432;5138;48;16;14;5059;3.0
2822;Groningen;Aardolie- en aardgaswinning;1978;5375;620;4754;55;18;15;4664;3.1
2823;Groningen;Aardolie- en aardgaswinning;1979;5893;640;5252;58;16;17;5159;2.9
2824;Groningen;Aardolie- en aardgaswinning;1980;7490;787;6702;66;21;19;6595;3.4
2825;Groningen;Aardolie- en aardgaswinning;1981;9840;1043;8796;76;24;34;8660;3.5
2826;Groningen;Aardolie- en aardgaswinning;1982;9920;1177;8743;84;28;37;8593;3.3
2827;Groningen;Aardolie- en aardgaswinning;1983;10364;1191;9173;87;28;23;9033;3.7
2828;Groningen;Aardolie- en aardgaswinning;1984;10919;1185;9734;95;30;16;9591;3.8
2829;Groningen;Aardolie- en aardgaswinning;1985;11011;1035;9976;50;16;14;9895;1.9
2830;Groningen;Aardolie- en aardgaswinning;1986;6765;846;5919;45;13;15;5844;1.5
2831;Groningen;Aardolie- en aardgaswinning;1987;4123;592;3530;54;15;15;3444;1.7
2832;Groningen;Aardolie- en aardgaswinning;1988;3064;535;2529;56;12;14;2446;1.7
2833;Groningen;Aardolie- en aardgaswinning;1989;2882;495;2386;63;8;13;2302;1.7
2834;Groningen;Aardolie- en aardgaswinning;1990;3634;740;2894;66;8;48;2771;1.7
2835;Groningen;Aardolie- en aardgaswinning;1991;5025;951;4073;70;13;92;3897;1.7
2836;Groningen;Aardolie- en aardgaswinning;1992;4968;1128;3839;75;15;198;3549;1.7
2837;Groningen;Aardolie- en aardgaswinning;1993;4913;1222;3691;80;10;209;3390;1.6
2838;Groningen;Industrie, openb. nutsb. en ov.delfst.;1970;1391;894;496;289;63;2;141;50.6
2839;Groningen;Industrie, openb. nutsb. en ov.delfst.;1973;2052;1369;682;401;101;-4;185;47.2
2840;Groningen;Industrie, openb. nutsb. en ov.delfst.;1974;2287;1500;787;474;122;-12;202;46.4
2841;Groningen;Industrie, openb. nutsb. en ov.delfst.;1975;2574;1667;907;505;136;12;252;45.4
2842;Groningen;Industrie, openb. nutsb. en ov.delfst.;1976;2921;1933;988;554;149;26;258;44.2
2843;Groningen;Industrie, openb. nutsb. en ov.delfst.;1977;3132;2090;1041;584;159;17;279;43.4
2844;Groningen;Industrie, openb. nutsb. en ov.delfst.;1978;3269;2236;1033;620;164;-9;258;42.2
2845;Groningen;Industrie, openb. nutsb. en ov.delfst.;1979;3553;2423;1129;640;173;-23;338;41.0
2846;Groningen;Industrie, openb. nutsb. en ov.delfst.;1980;3793;2593;1200;664;185;7;343;40.3
2847;Groningen;Industrie, openb. nutsb. en ov.delfst.;1981;4019;2850;1168;645;178;22;322;37.9
2848;Groningen;Industrie, openb. nutsb. en ov.delfst.;1982;4218;3063;1155;669;184;-10;311;37.3
2849;Groningen;Industrie, openb. nutsb. en ov.delfst.;1983;4045;2832;1212;648;191;45;327;34.9
2850;Groningen;Industrie, openb. nutsb. en ov.delfst.;1984;4544;3220;1324;643;187;36;456;33.9
2851;Groningen;Industrie, openb. nutsb. en ov.delfst.;1985;4832;3455;1376;655;188;30;502;33.8
2852;Groningen;Industrie, openb. nutsb. en ov.delfst.;1986;4605;3184;1421;708;193;13;505;33.7
2853;Groningen;Industrie, openb. nutsb. en ov.delfst.;1987;4397;3024;1372;715;204;-148;600;33.8
2854;Groningen;Industrie, openb. nutsb. en ov.delfst.;1988;4632;3126;1506;704;196;-105;710;33.4
2855;Groningen;Industrie, openb. nutsb. en ov.delfst.;1989;4952;3249;1702;727;192;-12;795;33.5
2856;Groningen;Industrie, openb. nutsb. en ov.delfst.;1990;5136;3403;1732;827;134;-14;785;34.3
2857;Groningen;Industrie, openb. nutsb. en ov.delfst.;1991;5278;3543;1734;864;142;-46;775;33.9
2858;Groningen;Industrie, openb. nutsb. en ov.delfst.;1992;5008;3278;1730;889;143;5;691;33.5
2859;Groningen;Industrie, openb. nutsb. en ov.delfst.;1993;4826;3125;1700;875;131;-17;711;32.3
2860;Groningen;Bouwnijverheid en -installatiebedr.;1970;305;193;112;65;21;1;23;15.8
2861;Groningen;Bouwnijverheid en -installatiebedr.;1973;490;292;198;108;40;2;46;16.8
2862;Groningen;Bouwnijverheid en -installatiebedr.;1974;538;329;208;125;48;1;32;15.5
2863;Groningen;Bouwnijverheid en -installatiebedr.;1975;582;361;221;141;52;2;25;17.1
2864;Groningen;Bouwnijverheid en -installatiebedr.;1976;591;368;222;144;53;0;24;15.1
2865;Groningen;Bouwnijverheid en -installatiebedr.;1977;687;424;263;168;58;0;34;14.8
2866;Groningen;Bouwnijverheid en -installatiebedr.;1978;734;449;284;183;63;0;37;14.7
2867;Groningen;Bouwnijverheid en -installatiebedr.;1979;703;427;276;198;66;0;11;15.0
2868;Groningen;Bouwnijverheid en -installatiebedr.;1980;878;541;336;219;77;0;39;15.8
2869;Groningen;Bouwnijverheid en -installatiebedr.;1981;788;483;304;181;63;0;58;12.5
2870;Groningen;Bouwnijverheid en -installatiebedr.;1982;678;417;261;186;65;0;9;11.6
2871;Groningen;Bouwnijverheid en -installatiebedr.;1983;720;449;270;146;54;0;68;9.1
2872;Groningen;Bouwnijverheid en -installatiebedr.;1984;662;424;237;149;54;0;33;9.2
2873;Groningen;Bouwnijverheid en -installatiebedr.;1985;699;457;241;151;57;0;33;9.4
2874;Groningen;Bouwnijverheid en -installatiebedr.;1986;769;493;276;157;59;1;57;9.7
2875;Groningen;Bouwnijverheid en -installatiebedr.;1987;774;501;273;166;61;-1;46;9.9
2876;Groningen;Bouwnijverheid en -installatiebedr.;1988;874;556;318;182;67;0;68;10.3
2877;Groningen;Bouwnijverheid en -installatiebedr.;1989;979;634;344;196;72;0;75;10.9
2878;Groningen;Bouwnijverheid en -installatiebedr.;1990;994;657;337;211;52;-3;76;10.3
2879;Groningen;Bouwnijverheid en -installatiebedr.;1991;1000;659;340;214;56;0;69;10.2
2880;Groningen;Bouwnijverheid en -installatiebedr.;1992;1026;672;354;230;58;1;64;10.2
2881;Groningen;Bouwnijverheid en -installatiebedr.;1993;1179;770;408;254;66;1;86;11.1
2882;Groningen;Handel, horeca en reparatiebedrijven;1970;465;166;299;128;24;2;144;25.7
2883;Groningen;Handel, horeca en reparatiebedrijven;1973;554;192;362;158;36;5;161;23.4
2884;Groningen;Handel, horeca en reparatiebedrijven;1974;620;212;407;178;44;5;180;23.0
2885;Groningen;Handel, horeca en reparatiebedrijven;1975;663;226;436;196;48;6;185;22.6
2886;Groningen;Handel, horeca en reparatiebedrijven;1976;777;270;507;237;59;5;204;24.6
2887;Groningen;Handel, horeca en reparatiebedrijven;1977;821;290;530;256;63;7;203;23.2
2888;Groningen;Handel, horeca en reparatiebedrijven;1978;846;307;538;268;63;4;202;22.4
2889;Groningen;Handel, horeca en reparatiebedrijven;1979;869;322;546;275;68;4;199;22.7
2890;Groningen;Handel, horeca en reparatiebedrijven;1980;918;344;574;283;69;4;215;22.4
2891;Groningen;Handel, horeca en reparatiebedrijven;1981;949;354;594;287;71;4;230;20.8
2892;Groningen;Handel, horeca en reparatiebedrijven;1982;1000;374;625;291;73;4;256;20.2
2893;Groningen;Handel, horeca en reparatiebedrijven;1983;982;367;615;280;73;4;257;19.0
2894;Groningen;Handel, horeca en reparatiebedrijven;1984;1049;404;644;282;73;4;284;18.6
2895;Groningen;Handel, horeca en reparatiebedrijven;1985;1114;426;687;292;76;4;313;18.4
2896;Groningen;Handel, horeca en reparatiebedrijven;1986;1181;444;737;307;78;6;344;18.4
2897;Groningen;Handel, horeca en reparatiebedrijven;1987;1214;455;759;322;82;9;343;18.9
2898;Groningen;Handel, horeca en reparatiebedrijven;1988;1252;475;777;334;85;8;348;19.5
2899;Groningen;Handel, horeca en reparatiebedrijven;1989;1344;520;824;353;84;11;375;20.4
2900;Groningen;Handel, horeca en reparatiebedrijven;1990;1439;556;883;412;54;9;407;20.8
2901;Groningen;Handel, horeca en reparatiebedrijven;1991;1510;602;907;436;57;12;400;21.3
2902;Groningen;Handel, horeca en reparatiebedrijven;1992;1538;615;922;451;60;7;403;21.3
2903;Groningen;Handel, horeca en reparatiebedrijven;1993;1581;630;951;468;63;9;410;21.5
2904;Groningen;Vervoers- en communicatiebedrijven;1970;209;105;103;65;12;0;25;8.7
2905;Groningen;Vervoers- en communicatiebedrijven;1973;319;117;201;112;24;-4;69;11.6
2906;Groningen;Vervoers- en communicatiebedrijven;1974;325;131;194;123;28;-8;50;11.6
2907;Groningen;Vervoers- en communicatiebedrijven;1975;344;138;206;135;29;-11;53;8.6
2908;Groningen;Vervoers- en communicatiebedrijven;1976;384;163;220;147;33;-20;59;9.2
2909;Groningen;Vervoers- en communicatiebedrijven;1977;357;138;218;146;32;-23;63;8.6
2910;Groningen;Vervoers- en communicatiebedrijven;1978;372;144;228;160;35;-24;57;9.4
2911;Groningen;Vervoers- en communicatiebedrijven;1979;454;190;264;186;41;-25;62;9.8
2912;Groningen;Vervoers- en communicatiebedrijven;1980;489;205;284;196;44;-29;72;9.8
2913;Groningen;Vervoers- en communicatiebedrijven;1981;522;232;289;201;47;-37;78;9.4
2914;Groningen;Vervoers- en communicatiebedrijven;1982;525;232;292;203;47;-46;88;9.5
2915;Groningen;Vervoers- en communicatiebedrijven;1983;524;218;306;200;51;-49;103;9.8
2916;Groningen;Vervoers- en communicatiebedrijven;1984;596;227;368;202;52;-52;166;9.8
2917;Groningen;Vervoers- en communicatiebedrijven;1985;628;251;377;211;53;-51;164;10.1
2918;Groningen;Vervoers- en communicatiebedrijven;1986;685;250;435;230;58;-30;176;11.0
2919;Groningen;Vervoers- en communicatiebedrijven;1987;703;255;447;238;57;-47;199;10.9
2920;Groningen;Vervoers- en communicatiebedrijven;1988;742;265;476;239;55;-48;229;10.8
2921;Groningen;Vervoers- en communicatiebedrijven;1989;820;300;520;263;54;-47;249;11.2
2922;Groningen;Vervoers- en communicatiebedrijven;1990;869;319;550;304;35;-51;261;11.4
2923;Groningen;Vervoers- en communicatiebedrijven;1991;928;359;569;334;34;-51;251;11.9
2924;Groningen;Vervoers- en communicatiebedrijven;1992;966;372;594;354;34;-59;264;11.9
2925;Groningen;Vervoers- en communicatiebedrijven;1993;1058;408;649;359;38;-55;307;11.8
2926;Groningen;Bank- en verzekeringswezen;1970;61;20;40;19;4;1;14;3.3
2927;Groningen;Bank- en verzekeringswezen;1973;107;37;70;30;9;3;26;3.7
2928;Groningen;Bank- en verzekeringswezen;1974;122;43;79;34;11;4;28;3.8
2929;Groningen;Bank- en verzekeringswezen;1975;148;50;97;43;14;4;35;4.1
2930;Groningen;Bank- en verzekeringswezen;1976;168;53;114;49;15;4;46;4.0
2931;Groningen;Bank- en verzekeringswezen;1977;169;53;115;52;15;3;44;3.8
2932;Groningen;Bank- en verzekeringswezen;1978;187;56;131;56;17;3;54;3.8
2933;Groningen;Bank- en verzekeringswezen;1979;200;58;141;58;17;3;61;3.8
2934;Groningen;Bank- en verzekeringswezen;1980;220;65;154;65;19;3;66;4.0
2935;Groningen;Bank- en verzekeringswezen;1981;230;74;156;68;19;3;65;3.9
2936;Groningen;Bank- en verzekeringswezen;1982;254;78;175;75;21;3;75;4.0
2937;Groningen;Bank- en verzekeringswezen;1983;268;84;184;72;22;3;86;3.7
2938;Groningen;Bank- en verzekeringswezen;1984;279;89;190;73;22;3;90;3.9
2939;Groningen;Bank- en verzekeringswezen;1985;299;107;191;77;24;3;86;3.9
2940;Groningen;Bank- en verzekeringswezen;1986;320;116;203;84;25;4;88;4.0
2941;Groningen;Bank- en verzekeringswezen;1987;326;122;203;88;25;5;83;4.0
2942;Groningen;Bank- en verzekeringswezen;1988;335;126;209;90;26;4;87;4.0
2943;Groningen;Bank- en verzekeringswezen;1989;351;127;223;88;25;4;104;3.8
2944;Groningen;Bank- en verzekeringswezen;1990;301;109;191;88;16;2;84;3.3
2945;Groningen;Bank- en verzekeringswezen;1991;304;110;194;88;17;1;87;3.3
2946;Groningen;Bank- en verzekeringswezen;1992;320;115;205;91;19;2;91;3.3
2947;Groningen;Bank- en verzekeringswezen;1993;355;124;230;98;22;2;107;3.3
2948;Groningen;Onroerend goed en zakelijke dienstverl.;1970;251;54;196;34;5;6;150;4.9
2949;Groningen;Onroerend goed en zakelijke dienstverl.;1973;337;61;275;54;11;7;202;5.0
2950;Groningen;Onroerend goed en zakelijke dienstverl.;1974;412;70;341;73;15;4;248;5.2
2951;Groningen;Onroerend goed en zakelijke dienstverl.;1975;438;74;363;72;16;3;271;5.2
2952;Groningen;Onroerend goed en zakelijke dienstverl.;1976;499;89;409;83;18;4;302;5.7
2953;Groningen;Onroerend goed en zakelijke dienstverl.;1977;561;99;461;94;20;6;339;5.8
2954;Groningen;Onroerend goed en zakelijke dienstverl.;1978;628;112;515;108;23;13;369;6.1
2955;Groningen;Onroerend goed en zakelijke dienstverl.;1979;668;120;548;113;24;13;395;6.1
2956;Groningen;Onroerend goed en zakelijke dienstverl.;1980;674;123;550;118;26;9;396;6.1
2957;Groningen;Onroerend goed en zakelijke dienstverl.;1981;686;122;564;118;29;9;407;6.0
2958;Groningen;Onroerend goed en zakelijke dienstverl.;1982;729;125;603;122;29;7;444;5.9
2959;Groningen;Onroerend goed en zakelijke dienstverl.;1983;788;134;653;126;30;4;492;6.2
2960;Groningen;Onroerend goed en zakelijke dienstverl.;1984;845;142;703;137;34;0;532;7.0
2961;Groningen;Onroerend goed en zakelijke dienstverl.;1985;907;162;745;161;38;36;509;8.0
2962;Groningen;Onroerend goed en zakelijke dienstverl.;1986;967;165;802;172;39;0;589;8.4
2963;Groningen;Onroerend goed en zakelijke dienstverl.;1987;1015;177;837;180;40;-29;646;8.7
2964;Groningen;Onroerend goed en zakelijke dienstverl.;1988;1061;184;876;199;45;-27;658;9.6
2965;Groningen;Onroerend goed en zakelijke dienstverl.;1989;1153;203;949;207;45;-31;727;9.8
2966;Groningen;Onroerend goed en zakelijke dienstverl.;1990;1247;225;1021;250;27;-31;775;10.4
2967;Groningen;Onroerend goed en zakelijke dienstverl.;1991;1366;260;1105;276;30;-40;838;11.3
2968;Groningen;Onroerend goed en zakelijke dienstverl.;1992;1525;296;1228;308;35;-39;924;12.0
2969;Groningen;Onroerend goed en zakelijke dienstverl.;1993;1622;314;1307;319;35;-11;963;12.1
2970;Groningen;Overheid;1970;268;70;197;135;48;0;13;18.4
2971;Groningen;Overheid;1973;426;96;329;222;85;1;19;20.7
2972;Groningen;Overheid;1974;506;116;390;262;100;3;24;21.3
2973;Groningen;Overheid;1975;594;138;455;308;117;3;26;20.8
2974;Groningen;Overheid;1976;679;162;516;348;134;4;30;21.4
2975;Groningen;Overheid;1977;758;186;571;385;147;4;34;22.7
2976;Groningen;Overheid;1978;836;211;625;418;162;5;38;23.2
2977;Groningen;Overheid;1979;908;236;671;437;185;4;43;23.9
2978;Groningen;Overheid;1980;1038;277;760;498;206;5;50;25.1
2979;Groningen;Overheid;1981;1089;306;782;509;212;5;55;25.7
2980;Groningen;Overheid;1982;1183;329;854;569;221;3;59;26.1
2981;Groningen;Overheid;1983;1206;347;859;558;236;3;61;26.1
2982;Groningen;Overheid;1984;1193;356;837;549;220;3;63;25.8
2983;Groningen;Overheid;1985;1246;385;861;570;220;4;66;26.6
2984;Groningen;Overheid;1986;1250;382;868;574;220;6;67;26.6
2985;Groningen;Overheid;1987;1289;401;888;592;219;6;68;26.8
2986;Groningen;Overheid;1988;1309;418;890;597;211;6;75;26.5
2987;Groningen;Overheid;1989;1357;461;895;605;203;6;79;26.2
2988;Groningen;Overheid;1990;1386;476;909;674;146;6;81;25.8
2989;Groningen;Overheid;1991;1417;465;952;709;151;7;84;25.8
2990;Groningen;Overheid;1992;1523;506;1016;761;159;8;87;25.6
2991;Groningen;Overheid;1993;1602;535;1067;794;169;9;94;26.0
2992;Groningen;Gezondheids- en veterinaire diensten;1970;106;24;81;38;9;-2;35;7.2
2993;Groningen;Gezondheids- en veterinaire diensten;1973;177;38;139;67;19;-4;57;8.4
2994;Groningen;Gezondheids- en veterinaire diensten;1974;216;49;167;87;27;-6;59;8.8
2995;Groningen;Gezondheids- en veterinaire diensten;1975;260;63;197;105;31;-5;65;9.3
2996;Groningen;Gezondheids- en veterinaire diensten;1976;298;68;229;125;35;-6;75;9.3
2997;Groningen;Gezondheids- en veterinaire diensten;1977;330;73;257;138;39;-7;87;9.9
2998;Groningen;Gezondheids- en veterinaire diensten;1978;373;78;294;155;44;-8;101;9.9
2999;Groningen;Gezondheids- en veterinaire diensten;1979;404;87;317;165;49;-9;112;10.3
3000;Groningen;Gezondheids- en veterinaire diensten;1980;444;107;337;174;52;-11;122;10.2
3001;Groningen;Gezondheids- en veterinaire diensten;1981;470;112;357;181;55;-11;131;10.5
3002;Groningen;Gezondheids- en veterinaire diensten;1982;500;123;377;193;59;-11;135;10.9
3003;Groningen;Gezondheids- en veterinaire diensten;1983;515;122;393;203;61;-11;140;11.0
3004;Groningen;Gezondheids- en veterinaire diensten;1984;530;125;404;205;61;-10;148;11.0
3005;Groningen;Gezondheids- en veterinaire diensten;1985;545;141;403;213;60;-9;139;11.5
3006;Groningen;Gezondheids- en veterinaire diensten;1986;560;148;412;221;64;-12;137;12.1
3007;Groningen;Gezondheids- en veterinaire diensten;1987;568;139;428;229;64;-13;148;12.5
3008;Groningen;Gezondheids- en veterinaire diensten;1988;605;151;453;239;64;-11;161;12.8
3009;Groningen;Gezondheids- en veterinaire diensten;1989;631;177;453;251;61;-9;150;13.0
3010;Groningen;Gezondheids- en veterinaire diensten;1990;663;183;480;285;45;-11;160;13.4
3011;Groningen;Gezondheids- en veterinaire diensten;1991;755;208;546;323;53;-19;190;13.7
3012;Groningen;Gezondheids- en veterinaire diensten;1992;799;216;583;346;57;-19;198;14.3
3013;Groningen;Gezondheids- en veterinaire diensten;1993;835;229;605;364;56;-19;205;14.7
3014;Groningen;Cultuur, sport en recreatie;1970;18;8;9;5;1;0;3;1.0
3015;Groningen;Cultuur, sport en recreatie;1973;34;16;17;9;2;0;5;0.9
3016;Groningen;Cultuur, sport en recreatie;1974;41;21;20;10;2;0;6;0.9
3017;Groningen;Cultuur, sport en recreatie;1975;47;20;26;13;3;0;9;1.1
3018;Groningen;Cultuur, sport en recreatie;1976;53;22;30;15;4;0;10;1.1
3019;Groningen;Cultuur, sport en recreatie;1977;63;26;36;16;4;0;15;1.4
3020;Groningen;Cultuur, sport en recreatie;1978;66;29;36;19;4;0;11;1.5
3021;Groningen;Cultuur, sport en recreatie;1979;77;33;44;24;7;0;12;1.7
3022;Groningen;Cultuur, sport en recreatie;1980;80;34;45;24;7;0;13;1.8
3023;Groningen;Cultuur, sport en recreatie;1981;87;38;49;27;8;0;13;1.8
3024;Groningen;Cultuur, sport en recreatie;1982;89;35;54;28;7;0;18;1.8
