ID;RegioS;SBI74;Perioden;Productie_1;Verbruik_2;ToegevoegdeWaarde_3;Lonen_4;SocialeLasten_5;IndirecteBelastingen_6;OverigInkomen_7;Arbeidsvolume_8
8388;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1978;2051;1414;637;355;92;4;184;24.9
8389;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1979;2247;1559;687;366;101;2;217;23.7
8390;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1980;2434;1666;767;388;110;24;244;23.7
8391;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1981;2593;1871;721;376;106;31;207;22.6
8392;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1982;2795;2062;732;391;108;21;210;21.8
8393;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1983;2385;1658;726;373;108;58;185;21.0
8394;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1984;2695;1918;777;375;108;42;250;20.7
8395;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1985;2877;2097;780;387;112;34;245;21.0
8396;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1986;2860;2012;847;417;114;35;279;20.4
8397;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1987;2733;1916;816;432;121;-97;359;20.6
8398;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1988;2760;1895;864;422;116;-58;385;20.3
8399;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1989;2930;1934;995;432;115;5;441;20.4
8400;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1990;3118;2058;1060;490;77;7;485;20.7
8401;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1991;3181;2130;1051;505;80;-13;479;20.0
8402;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1992;3013;1927;1085;514;83;16;471;19.6
8403;Overig Groningen;Industrie, openb. nutsb. en ov.delfst.;1993;2789;1756;1033;499;73;14;446;18.2
8404;Overig Groningen;Bouwnijverheid en -installatiebedr.;1970;210;132;77;46;15;0;14;11.1
8405;Overig Groningen;Bouwnijverheid en -installatiebedr.;1973;336;201;135;73;28;1;32;11.0
8406;Overig Groningen;Bouwnijverheid en -installatiebedr.;1974;363;223;140;83;32;0;23;9.8
8407;Overig Groningen;Bouwnijverheid en -installatiebedr.;1975;400;248;151;96;35;1;18;10.9
8408;Overig Groningen;Bouwnijverheid en -installatiebedr.;1976;403;251;152;98;36;0;17;9.8
8409;Overig Groningen;Bouwnijverheid en -installatiebedr.;1977;471;291;180;114;40;0;24;10.3
8410;Overig Groningen;Bouwnijverheid en -installatiebedr.;1978;535;328;206;123;43;0;39;10.0
8411;Overig Groningen;Bouwnijverheid en -installatiebedr.;1979;474;288;186;138;46;0;0;10.4
8412;Overig Groningen;Bouwnijverheid en -installatiebedr.;1980;638;393;244;152;54;0;36;11.1
8413;Overig Groningen;Bouwnijverheid en -installatiebedr.;1981;572;352;220;135;48;0;35;9.1
8414;Overig Groningen;Bouwnijverheid en -installatiebedr.;1982;494;304;190;135;48;0;5;8.5
8415;Overig Groningen;Bouwnijverheid en -installatiebedr.;1983;545;341;204;106;39;0;56;6.5
8416;Overig Groningen;Bouwnijverheid en -installatiebedr.;1984;448;288;160;105;39;0;15;6.6
8417;Overig Groningen;Bouwnijverheid en -installatiebedr.;1985;479;313;165;105;40;0;19;6.6
8418;Overig Groningen;Bouwnijverheid en -installatiebedr.;1986;519;333;186;110;42;0;32;6.8
8419;Overig Groningen;Bouwnijverheid en -installatiebedr.;1987;557;360;196;118;44;0;33;7.1
8420;Overig Groningen;Bouwnijverheid en -installatiebedr.;1988;629;400;229;131;47;0;50;7.3
8421;Overig Groningen;Bouwnijverheid en -installatiebedr.;1989;709;461;247;142;52;0;54;7.8
8422;Overig Groningen;Bouwnijverheid en -installatiebedr.;1990;703;461;241;150;36;0;55;7.3
8423;Overig Groningen;Bouwnijverheid en -installatiebedr.;1991;711;468;242;152;39;0;49;7.2
8424;Overig Groningen;Bouwnijverheid en -installatiebedr.;1992;731;481;250;163;41;0;46;7.2
8425;Overig Groningen;Bouwnijverheid en -installatiebedr.;1993;850;554;295;184;48;1;60;7.9
8426;Overig Groningen;Handel, horeca en reparatiebedrijven;1970;328;120;207;91;17;2;96;17.9
8427;Overig Groningen;Handel, horeca en reparatiebedrijven;1973;401;141;260;116;27;4;112;16.7
8428;Overig Groningen;Handel, horeca en reparatiebedrijven;1974;446;156;289;130;32;4;122;16.1
8429;Overig Groningen;Handel, horeca en reparatiebedrijven;1975;467;163;304;141;34;4;123;15.5
8430;Overig Groningen;Handel, horeca en reparatiebedrijven;1976;543;196;346;169;41;4;130;16.7
8431;Overig Groningen;Handel, horeca en reparatiebedrijven;1977;592;213;378;186;45;5;140;16.3
8432;Overig Groningen;Handel, horeca en reparatiebedrijven;1978;637;233;403;202;48;3;149;16.4
8433;Overig Groningen;Handel, horeca en reparatiebedrijven;1979;642;240;401;203;50;3;143;16.6
8434;Overig Groningen;Handel, horeca en reparatiebedrijven;1980;670;255;415;207;51;3;153;16.3
8435;Overig Groningen;Handel, horeca en reparatiebedrijven;1981;710;268;441;216;53;3;168;15.3
8436;Overig Groningen;Handel, horeca en reparatiebedrijven;1982;755;285;469;220;54;3;191;15.0
8437;Overig Groningen;Handel, horeca en reparatiebedrijven;1983;738;278;460;210;54;3;191;14.0
8438;Overig Groningen;Handel, horeca en reparatiebedrijven;1984;784;304;479;210;54;3;210;13.6
8439;Overig Groningen;Handel, horeca en reparatiebedrijven;1985;820;316;504;215;56;3;228;13.6
8440;Overig Groningen;Handel, horeca en reparatiebedrijven;1986;849;320;528;220;57;4;245;13.2
8441;Overig Groningen;Handel, horeca en reparatiebedrijven;1987;886;333;553;235;60;5;251;13.7
8442;Overig Groningen;Handel, horeca en reparatiebedrijven;1988;895;339;555;237;61;4;251;13.8
8443;Overig Groningen;Handel, horeca en reparatiebedrijven;1989;963;372;590;251;60;5;272;14.6
8444;Overig Groningen;Handel, horeca en reparatiebedrijven;1990;1021;394;626;290;39;5;290;14.7
8445;Overig Groningen;Handel, horeca en reparatiebedrijven;1991;1078;430;648;311;41;5;289;15.2
8446;Overig Groningen;Handel, horeca en reparatiebedrijven;1992;1085;435;650;317;43;5;283;15.0
8447;Overig Groningen;Handel, horeca en reparatiebedrijven;1993;1121;448;673;331;45;6;289;15.2
8448;Overig Groningen;Vervoers- en communicatiebedrijven;1970;140;75;65;46;8;0;10;5.4
8449;Overig Groningen;Vervoers- en communicatiebedrijven;1973;194;71;122;75;15;-6;38;7.3
8450;Overig Groningen;Vervoers- en communicatiebedrijven;1974;205;83;122;85;19;-9;27;7.5
8451;Overig Groningen;Vervoers- en communicatiebedrijven;1975;221;86;134;96;20;-6;24;6.7
8452;Overig Groningen;Vervoers- en communicatiebedrijven;1976;248;102;146;104;22;-12;31;6.6
8453;Overig Groningen;Vervoers- en communicatiebedrijven;1977;211;78;133;97;20;-10;25;5.7
8454;Overig Groningen;Vervoers- en communicatiebedrijven;1978;235;87;147;110;23;-11;24;6.3
8455;Overig Groningen;Vervoers- en communicatiebedrijven;1979;285;117;168;128;28;-11;22;6.7
8456;Overig Groningen;Vervoers- en communicatiebedrijven;1980;310;128;181;137;30;-12;25;6.7
8457;Overig Groningen;Vervoers- en communicatiebedrijven;1981;340;146;193;142;33;-38;55;6.7
8458;Overig Groningen;Vervoers- en communicatiebedrijven;1982;346;150;196;145;33;-47;64;6.6
8459;Overig Groningen;Vervoers- en communicatiebedrijven;1983;342;137;204;143;36;-48;73;6.8
8460;Overig Groningen;Vervoers- en communicatiebedrijven;1984;395;133;261;142;36;-53;135;6.6
8461;Overig Groningen;Vervoers- en communicatiebedrijven;1985;415;152;262;146;37;-53;132;6.7
8462;Overig Groningen;Vervoers- en communicatiebedrijven;1986;460;156;304;159;39;-33;137;7.5
8463;Overig Groningen;Vervoers- en communicatiebedrijven;1987;477;162;314;168;40;-37;143;7.6
8464;Overig Groningen;Vervoers- en communicatiebedrijven;1988;507;171;336;168;39;-35;164;7.5
8465;Overig Groningen;Vervoers- en communicatiebedrijven;1989;549;188;360;186;38;-37;172;7.8
8466;Overig Groningen;Vervoers- en communicatiebedrijven;1990;597;208;389;219;24;-40;185;8.1
8467;Overig Groningen;Vervoers- en communicatiebedrijven;1991;651;246;404;244;24;-42;178;8.5
8468;Overig Groningen;Vervoers- en communicatiebedrijven;1992;688;255;433;264;24;-46;191;8.7
8469;Overig Groningen;Vervoers- en communicatiebedrijven;1993;726;270;455;260;25;-40;210;8.3
8470;Overig Groningen;Bank- en verzekeringswezen;1970;52;17;35;16;4;1;13;2.7
8471;Overig Groningen;Bank- en verzekeringswezen;1973;89;30;58;25;8;2;22;2.9
8472;Overig Groningen;Bank- en verzekeringswezen;1974;100;35;65;28;9;3;24;3.0
8473;Overig Groningen;Bank- en verzekeringswezen;1975;123;42;81;36;11;3;29;3.3
8474;Overig Groningen;Bank- en verzekeringswezen;1976;140;44;95;40;13;3;38;3.2
8475;Overig Groningen;Bank- en verzekeringswezen;1977;140;43;96;43;13;2;37;3.0
8476;Overig Groningen;Bank- en verzekeringswezen;1978;155;46;108;46;14;2;45;3.0
8477;Overig Groningen;Bank- en verzekeringswezen;1979;166;48;117;49;14;3;50;3.0
8478;Overig Groningen;Bank- en verzekeringswezen;1980;182;53;129;54;15;3;55;3.2
8479;Overig Groningen;Bank- en verzekeringswezen;1981;191;61;130;56;16;3;54;3.1
8480;Overig Groningen;Bank- en verzekeringswezen;1982;210;64;145;63;18;2;61;3.2
8481;Overig Groningen;Bank- en verzekeringswezen;1983;218;68;149;59;18;2;68;2.9
8482;Overig Groningen;Bank- en verzekeringswezen;1984;227;73;153;61;18;2;71;3.0
8483;Overig Groningen;Bank- en verzekeringswezen;1985;243;90;152;63;19;2;66;3.0
8484;Overig Groningen;Bank- en verzekeringswezen;1986;251;96;155;67;20;3;63;3.1
8485;Overig Groningen;Bank- en verzekeringswezen;1987;261;103;158;70;20;5;62;3.1
8486;Overig Groningen;Bank- en verzekeringswezen;1988;265;104;161;71;21;4;63;3.1
8487;Overig Groningen;Bank- en verzekeringswezen;1989;272;102;170;68;19;4;77;2.9
8488;Overig Groningen;Bank- en verzekeringswezen;1990;219;82;137;63;12;2;59;2.4
8489;Overig Groningen;Bank- en verzekeringswezen;1991;224;83;141;64;13;1;61;2.4
8490;Overig Groningen;Bank- en verzekeringswezen;1992;242;88;153;68;14;2;67;2.5
8491;Overig Groningen;Bank- en verzekeringswezen;1993;265;94;170;73;17;2;77;2.5
8492;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1970;176;41;134;28;4;4;97;3.8
8493;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1973;251;49;202;47;9;4;141;4.1
8494;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1974;308;55;252;65;13;2;171;4.3
8495;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1975;323;59;264;63;13;2;185;4.2
8496;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1976;370;70;299;73;15;3;207;4.9
8497;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1977;394;76;318;72;14;5;225;4.6
8498;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1978;441;85;355;82;17;9;245;4.8
8499;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1979;473;92;381;88;19;10;263;4.7
8500;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1980;492;94;397;93;20;7;274;4.9
8501;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1981;503;93;409;94;21;6;286;4.8
8502;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1982;531;96;435;98;21;4;310;4.7
8503;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1983;569;103;466;100;22;3;339;4.9
8504;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1984;617;111;505;112;26;0;367;5.5
8505;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1985;660;127;533;127;29;41;334;6.3
8506;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1986;699;127;571;134;30;-1;407;6.5
8507;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1987;731;136;595;139;31;-19;442;6.8
8508;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1988;772;143;628;159;36;-17;451;7.6
8509;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1989;843;156;687;166;36;-21;504;7.9
8510;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1990;923;178;744;201;23;-20;540;8.4
8511;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1991;1004;206;797;220;25;-27;579;9.0
8512;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1992;1143;242;901;257;30;-26;639;10.1
8513;Overig Groningen;Onroerend goed en zakelijke dienstverl.;1993;1213;257;956;265;29;-3;664;10.0
8514;Overig Groningen;Overheid;1970;206;54;152;104;36;0;9;14.0
8515;Overig Groningen;Overheid;1973;332;75;256;173;66;1;14;15.5
8516;Overig Groningen;Overheid;1974;393;91;302;205;77;1;18;16.0
8517;Overig Groningen;Overheid;1975;462;109;353;241;89;1;20;15.9
8518;Overig Groningen;Overheid;1976;527;127;400;272;103;2;23;16.4
8519;Overig Groningen;Overheid;1977;589;145;443;301;112;2;26;17.4
8520;Overig Groningen;Overheid;1978;639;162;476;322;121;4;29;17.6
8521;Overig Groningen;Overheid;1979;686;180;505;332;137;3;33;18.1
8522;Overig Groningen;Overheid;1980;793;213;579;382;154;4;38;19.2
8523;Overig Groningen;Overheid;1981;830;236;593;388;158;3;42;19.7
8524;Overig Groningen;Overheid;1982;904;257;647;433;164;2;45;20.0
8525;Overig Groningen;Overheid;1983;921;270;650;425;176;2;47;20.0
8526;Overig Groningen;Overheid;1984;908;276;632;417;163;2;48;19.6
8527;Overig Groningen;Overheid;1985;940;296;643;428;162;3;49;20.0
8528;Overig Groningen;Overheid;1986;944;290;654;435;164;4;50;19.9
8529;Overig Groningen;Overheid;1987;977;304;672;449;164;4;54;20.1
8530;Overig Groningen;Overheid;1988;1000;319;680;456;160;4;58;20.1
8531;Overig Groningen;Overheid;1989;1044;358;686;464;155;5;60;19.8
8532;Overig Groningen;Overheid;1990;1070;372;698;517;112;5;62;19.8
8533;Overig Groningen;Overheid;1991;1103;364;739;550;117;5;65;20.0
8534;Overig Groningen;Overheid;1992;1185;392;793;594;124;6;67;19.8
8535;Overig Groningen;Overheid;1993;1239;409;830;617;132;7;73;20.1
8536;Overig Groningen;Gezondheids- en veterinaire diensten;1970;86;19;66;29;7;-2;31;5.1
8537;Overig Groningen;Gezondheids- en veterinaire diensten;1973;142;30;112;51;14;-3;49;6.4
8538;Overig Groningen;Gezondheids- en veterinaire diensten;1974;175;41;133;67;20;-5;52;6.5
8539;Overig Groningen;Gezondheids- en veterinaire diensten;1975;210;53;157;81;23;-4;57;6.9
8540;Overig Groningen;Gezondheids- en veterinaire diensten;1976;241;57;184;96;26;-5;67;6.8
8541;Overig Groningen;Gezondheids- en veterinaire diensten;1977;260;58;201;106;29;-6;71;7.5
8542;Overig Groningen;Gezondheids- en veterinaire diensten;1978;299;63;235;124;34;-6;82;7.6
8543;Overig Groningen;Gezondheids- en veterinaire diensten;1979;322;69;252;130;37;-7;92;7.8
8544;Overig Groningen;Gezondheids- en veterinaire diensten;1980;352;88;264;136;39;-8;98;7.7
8545;Overig Groningen;Gezondheids- en veterinaire diensten;1981;367;86;281;141;43;-9;106;8.0
8546;Overig Groningen;Gezondheids- en veterinaire diensten;1982;394;99;295;149;45;-9;108;8.3
8547;Overig Groningen;Gezondheids- en veterinaire diensten;1983;404;97;307;157;45;-9;113;8.3
8548;Overig Groningen;Gezondheids- en veterinaire diensten;1984;415;99;315;160;44;-8;118;8.1
8549;Overig Groningen;Gezondheids- en veterinaire diensten;1985;428;112;315;166;44;-7;111;8.7
8550;Overig Groningen;Gezondheids- en veterinaire diensten;1986;428;117;310;171;47;-9;101;9.1
8551;Overig Groningen;Gezondheids- en veterinaire diensten;1987;434;108;326;179;47;-13;112;9.6
8552;Overig Groningen;Gezondheids- en veterinaire diensten;1988;464;116;348;186;47;-12;126;9.8
8553;Overig Groningen;Gezondheids- en veterinaire diensten;1989;486;144;342;196;45;-10;110;10.0
8554;Overig Groningen;Gezondheids- en veterinaire diensten;1990;510;147;362;224;34;-11;114;10.3
8555;Overig Groningen;Gezondheids- en veterinaire diensten;1991;591;171;419;258;39;-16;137;10.5
8556;Overig Groningen;Gezondheids- en veterinaire diensten;1992;622;176;445;274;43;-18;146;10.9
8557;Overig Groningen;Gezondheids- en veterinaire diensten;1993;652;190;461;288;42;-17;148;11.3
8558;Overig Groningen;Cultuur, sport en recreatie;1970;14;6;7;3;0;0;3;0.7
8559;Overig Groningen;Cultuur, sport en recreatie;1973;24;12;11;4;1;0;5;0.6
8560;Overig Groningen;Cultuur, sport en recreatie;1974;29;15;13;5;1;0;6;0.6
8561;Overig Groningen;Cultuur, sport en recreatie;1975;33;16;16;7;2;0;7;0.8
8562;Overig Groningen;Cultuur, sport en recreatie;1976;36;15;20;8;2;0;10;0.8
8563;Overig Groningen;Cultuur, sport en recreatie;1977;49;21;28;12;3;0;12;1.0
8564;Overig Groningen;Cultuur, sport en recreatie;1978;50;23;27;14;4;0;8;1.1
8565;Overig Groningen;Cultuur, sport en recreatie;1979;58;26;32;17;5;0;9;1.3
8566;Overig Groningen;Cultuur, sport en recreatie;1980;60;27;33;17;5;0;10;1.3
8567;Overig Groningen;Cultuur, sport en recreatie;1981;65;29;35;19;5;0;10;1.3
8568;Overig Groningen;Cultuur, sport en recreatie;1982;67;28;39;19;5;0;14;1.3
8569;Overig Groningen;Cultuur, sport en recreatie;1983;75;31;43;19;5;0;17;1.5
8570;Overig Groningen;Cultuur, sport en recreatie;1984;79;34;45;20;5;0;19;1.5
8571;Overig Groningen;Cultuur, sport en recreatie;1985;81;38;43;22;6;0;14;1.5
8572;Overig Groningen;Cultuur, sport en recreatie;1986;88;40;47;23;6;0;17;1.2
8573;Overig Groningen;Cultuur, sport en recreatie;1987;89;39;49;24;6;0;18;1.2
8574;Overig Groningen;Cultuur, sport en recreatie;1988;91;40;51;26;7;0;17;1.3
8575;Overig Groningen;Cultuur, sport en recreatie;1989;117;51;66;32;8;0;25;1.6
8576;Overig Groningen;Cultuur, sport en recreatie;1990;119;52;67;37;5;0;23;1.6
8577;Overig Groningen;Cultuur, sport en recreatie;1991;121;50;70;37;5;1;25;1.6
8578;Overig Groningen;Cultuur, sport en recreatie;1992;131;55;76;38;6;1;29;1.5
8579;Overig Groningen;Cultuur, sport en recreatie;1993;140;58;82;40;6;1;33;1.5
8580;Overig Groningen;Overige diensten;1970;78;32;45;30;6;0;8;7.2
8581;Overig Groningen;Overige diensten;1973;134;41;93;57;13;0;22;8.5
8582;Overig Groningen;Overige diensten;1974;152;45;106;67;16;0;22;8.7
8583;Overig Groningen;Overige diensten;1975;173;52;121;75;19;0;25;8.7
8584;Overig Groningen;Overige diensten;1976;190;56;133;85;22;0;26;8.1
8585;Overig Groningen;Overige diensten;1977;197;49;147;88;23;0;34;8.0
8586;Overig Groningen;Overige diensten;1978;210;58;152;91;24;0;35;8.4
8587;Overig Groningen;Overige diensten;1979;245;68;176;105;28;0;42;8.9
8588;Overig Groningen;Overige diensten;1980;268;71;197;114;29;0;53;9.2
8589;Overig Groningen;Overige diensten;1981;299;81;217;122;32;0;62;10.0
8590;Overig Groningen;Overige diensten;1982;292;81;210;120;32;0;58;9.8
8591;Overig Groningen;Overige diensten;1983;285;72;213;124;34;-1;55;9.6
8592;Overig Groningen;Overige diensten;1984;294;76;218;128;35;0;54;9.9
8593;Overig Groningen;Overige diensten;1985;320;89;230;150;43;0;36;10.1
8594;Overig Groningen;Overige diensten;1986;338;90;247;152;42;0;53;10.5
8595;Overig Groningen;Overige diensten;1987;347;96;250;163;43;0;43;10.5
8596;Overig Groningen;Overige diensten;1988;343;95;248;161;41;0;44;10.2
8597;Overig Groningen;Overige diensten;1989;358;99;259;170;40;0;48;10.5
8598;Overig Groningen;Overige diensten;1990;383;110;273;195;26;0;50;10.6
8599;Overig Groningen;Overige diensten;1991;410;118;291;206;30;0;53;10.9
8600;Overig Groningen;Overige diensten;1992;436;123;313;220;33;0;58;11.2
8601;Overig Groningen;Overige diensten;1993;464;130;333;231;34;0;66;11.3
8602;Overig Groningen;Goederen en diensten n.e.g.;1970;1;1;0;0;0;0;0;0.0
8603;Overig Groningen;Goederen en diensten n.e.g.;1973;2;2;0;0;0;0;0;0.0
8604;Overig Groningen;Goederen en diensten n.e.g.;1974;3;3;0;0;0;0;0;0.0
8605;Overig Groningen;Goederen en diensten n.e.g.;1975;3;3;0;0;0;0;0;0.0
8606;Overig Groningen;Goederen en diensten n.e.g.;1976;3;3;0;0;0;0;0;0.0
8607;Overig Groningen;Goederen en diensten n.e.g.;1977;6;6;0;0;0;0;0;0.0
8608;Overig Groningen;Goederen en diensten n.e.g.;1978;13;13;0;0;0;0;0;0.0
8609;Overig Groningen;Goederen en diensten n.e.g.;1979;11;11;0;0;0;0;0;0.0
8610;Overig Groningen;Goederen en diensten n.e.g.;1980;13;13;0;0;0;0;0;0.0
8611;Overig Groningen;Goederen en diensten n.e.g.;1981;15;15;0;0;0;0;0;0.0
8612;Overig Groningen;Goederen en diensten n.e.g.;1982;21;21;0;0;0;0;0;0.0
8613;Overig Groningen;Goederen en diensten n.e.g.;1983;21;21;0;0;0;0;0;0.0
8614;Overig Groningen;Goederen en diensten n.e.g.;1984;24;24;0;0;0;0;0;0.0
8615;Overig Groningen;Goederen en diensten n.e.g.;1985;28;28;0;0;0;0;0;0.0
8616;Overig Groningen;Goederen en diensten n.e.g.;1986;32;32;0;0;0;0;0;0.0
8617;Overig Groningen;Goederen en diensten n.e.g.;1987;24;24;0;0;0;0;0;0.0
8618;Overig Groningen;Goederen en diensten n.e.g.;1988;23;23;0;0;0;0;0;0.0
8619;Overig Groningen;Goederen en diensten n.e.g.;1989;23;23;0;0;0;0;0;0.0
8620;Overig Groningen;Goederen en diensten n.e.g.;1990;24;24;0;0;0;0;0;0.0
8621;Overig Groningen;Goederen en diensten n.e.g.;1991;23;23;0;0;0;0;0;0.0
8622;Overig Groningen;Goederen en diensten n.e.g.;1992;23;23;0;0;0;0;0;0.0
8623;Overig Groningen;Goederen en diensten n.e.g.;1993;21;21;0;0;0;0;0;0.0
8624;Overig Groningen;Verbruik rentemarge banken;1970;0;24;-24;0;0;0;-24;0.0
8625;Overig Groningen;Verbruik rentemarge banken;1973;0;40;-40;0;0;0;-40;0.0
8626;Overig Groningen;Verbruik rentemarge banken;1974;0;43;-43;0;0;0;-43;0.0
8627;Overig Groningen;Verbruik rentemarge banken;1975;0;59;-59;0;0;0;-59;0.0
8628;Overig Groningen;Verbruik rentemarge banken;1976;0;68;-68;0;0;0;-68;0.0
8629;Overig Groningen;Verbruik rentemarge banken;1977;0;65;-65;0;0;0;-65;0.0
8630;Overig Groningen;Verbruik rentemarge banken;1978;0;73;-73;0;0;0;-73;0.0
8631;Overig Groningen;Verbruik rentemarge banken;1979;0;79;-79;0;0;0;-79;0.0
8632;Overig Groningen;Verbruik rentemarge banken;1980;0;88;-88;0;0;0;-88;0.0
8633;Overig Groningen;Verbruik rentemarge banken;1981;0;115;-115;0;0;0;-115;0.0
8634;Overig Groningen;Verbruik rentemarge banken;1982;0;106;-106;0;0;0;-106;0.0
8635;Overig Groningen;Verbruik rentemarge banken;1983;0;113;-113;0;0;0;-113;0.0
8636;Overig Groningen;Verbruik rentemarge banken;1984;0;114;-114;0;0;0;-114;0.0
8637;Overig Groningen;Verbruik rentemarge banken;1985;0;121;-121;0;0;0;-121;0.0
8638;Overig Groningen;Verbruik rentemarge banken;1986;0;115;-115;0;0;0;-115;0.0
8639;Overig Groningen;Verbruik rentemarge banken;1987;0;113;-113;0;0;0;-113;0.0
8640;Overig Groningen;Verbruik rentemarge banken;1988;0;119;-119;0;0;0;-119;0.0
8641;Overig Groningen;Verbruik rentemarge banken;1989;0;123;-123;0;0;0;-123;0.0
8642;Overig Groningen;Verbruik rentemarge banken;1990;0;117;-117;0;0;0;-117;0.0
8643;Overig Groningen;Verbruik rentemarge banken;1991;0;128;-128;0;0;0;-128;0.0
8644;Overig Groningen;Verbruik rentemarge banken;1992;0;135;-135;0;0;0;-135;0.0
8645;Overig Groningen;Verbruik rentemarge banken;1993;0;152;-152;0;0;0;-152;0.0
8646;Overig Groningen;Totaal bedrijfsklassen;1970;2879;1174;1704;587;144;19;952;101.8
8647;Overig Groningen;Totaal bedrijfsklassen;1973;4754;1714;3039;886;250;23;1879;104.5
8648;Overig Groningen;Totaal bedrijfsklassen;1974;5874;1968;3906;1041;299;8;2556;102.6
8649;Overig Groningen;Totaal bedrijfsklassen;1975;8032;2277;5754;1168;343;32;4210;102.4
8650;Overig Groningen;Totaal bedrijfsklassen;1976;9900;2724;7176;1314;382;33;5446;102.7
8651;Overig Groningen;Totaal bedrijfsklassen;1977;10813;2974;7838;1409;412;41;5974;102.8
8652;Overig Groningen;Totaal bedrijfsklassen;1978;11029;3410;7619;1543;445;26;5603;104.6
8653;Overig Groningen;Totaal bedrijfsklassen;1979;11885;3641;8243;1634;490;24;6094;105.5
8654;Overig Groningen;Totaal bedrijfsklassen;1980;14107;4108;9998;1770;538;45;7644;108.1
8655;Overig Groningen;Totaal bedrijfsklassen;1981;16760;4642;12118;1786;548;41;9742;105.3
8656;Overig Groningen;Totaal bedrijfsklassen;1982;17180;4984;12196;1877;565;19;9733;103.7
8657;Overig Groningen;Totaal bedrijfsklassen;1983;17322;4637;12684;1825;575;41;10241;100.4
8658;Overig Groningen;Totaal bedrijfsklassen;1984;18265;4895;13369;1845;569;10;10942;100.1
8659;Overig Groningen;Totaal bedrijfsklassen;1985;18740;5073;13667;1883;574;45;11164;100.7
8660;Overig Groningen;Totaal bedrijfsklassen;1986;14697;4811;9885;1954;584;29;7316;100.9
8661;Overig Groningen;Totaal bedrijfsklassen;1987;12040;4491;7549;2054;600;-129;5023;103.2
8662;Overig Groningen;Totaal bedrijfsklassen;1988;11243;4511;6732;2094;595;-88;4131;103.9
8663;Overig Groningen;Totaal bedrijfsklassen;1989;11626;4720;6906;2192;586;-26;4153;106.2
8664;Overig Groningen;Totaal bedrijfsklassen;1990;12757;5157;7599;2478;403;0;4717;106.8
8665;Overig Groningen;Totaal bedrijfsklassen;1991;14567;5591;8975;2644;435;10;5885;108.2
8666;Overig Groningen;Totaal bedrijfsklassen;1992;14672;5662;9009;2812;464;141;5591;109.4
8667;Overig Groningen;Totaal bedrijfsklassen;1993;14780;5766;9014;2892;469;186;5465;109.2
8668;Overig Groningen;Totaal bedrijven;1970;2672;1119;1552;483;107;18;942;87.8
8669;Overig Groningen;Totaal bedrijven;1973;4422;1638;2783;712;184;21;1864;89.0
8670;Overig Groningen;Totaal bedrijven;1974;5480;1876;3604;836;221;7;2538;86.6
8671;Overig Groningen;Totaal bedrijven;1975;7569;2168;5401;927;253;30;4190;86.5
8672;Overig Groningen;Totaal bedrijven;1976;9372;2596;6775;1041;279;30;5423;86.3
8673;Overig Groningen;Totaal bedrijven;1977;10224;2828;7395;1108;299;39;5948;85.4
8674;Overig Groningen;Totaal bedrijven;1978;10390;3247;7142;1221;324;22;5574;87.0
8675;Overig Groningen;Totaal bedrijven;1979;11198;3460;7737;1302;353;20;6061;87.4
8676;Overig Groningen;Totaal bedrijven;1980;13313;3895;9418;1387;383;41;7606;88.9
8677;Overig Groningen;Totaal bedrijven;1981;15930;4405;11524;1397;389;37;9700;85.6
8678;Overig Groningen;Totaal bedrijven;1982;16276;4727;11549;1443;400;16;9687;83.7
