ID;AantalVertrekken;Regio;Bewoners_1
419;Woningen met 2 vertrekken;'s-Hertogenbosch;3945
420;Woningen met 2 vertrekken;Roosendaal en Nispen;2966
421;Woningen met 2 vertrekken;Noord-Brabant, gem. 10001 - 20000 inw.;10714
422;Woningen met 2 vertrekken;Noord-Brabant, gem. 5001 - 10000 inw.;29335
423;Woningen met 2 vertrekken;Noord-Brabant, gem. 2001 - 5000 inw.;28676
424;Woningen met 2 vertrekken;Noord-Brabant, gem. 1001 - 2000 inw.;7523
425;Woningen met 2 vertrekken;Noord-Brabant, gem. 501 - 1000 inw.;1183
426;Woningen met 2 vertrekken;Limburg, gem. 50001 - 100000 inw.;8195
427;Woningen met 2 vertrekken;Maastricht;8195
428;Woningen met 2 vertrekken;Limburg, gem. 20001 - 50000 inw.;5188
429;Woningen met 2 vertrekken;Heerlen;1701
430;Woningen met 2 vertrekken;Kerkrade;2747
431;Woningen met 2 vertrekken;Venlo;740
432;Woningen met 2 vertrekken;Limburg, gem. 10001 - 20000 inw.;3891
433;Woningen met 2 vertrekken;Limburg, gem. 5001 - 10000 inw.;3604
434;Woningen met 2 vertrekken;Limburg, gem. 2001 - 5000 inw.;4166
435;Woningen met 2 vertrekken;Limburg, gem. 1001 - 2000 inw.;1694
436;Woningen met 2 vertrekken;Limburg, gem. 501 - 1000 inw.;332
437;Woningen met 2 vertrekken;Limburg, gem. 500 en minder inw.;78
438;Woningen met 3 vertrekken;Nederland;1207283
439;Woningen met 3 vertrekken;Groningen (provincie);69048
440;Woningen met 3 vertrekken;Friesland;74684
441;Woningen met 3 vertrekken;Drenthe;36563
442;Woningen met 3 vertrekken;Overijssel;69840
443;Woningen met 3 vertrekken;Gelderland;128240
444;Woningen met 3 vertrekken;Utrecht (provincie);53030
445;Woningen met 3 vertrekken;Noord-Holland;241124
446;Woningen met 3 vertrekken;Zuid-Holland;289250
447;Woningen met 3 vertrekken;Zeeland;54562
448;Woningen met 3 vertrekken;Noord-Brabant;141285
449;Woningen met 3 vertrekken;Limburg;49657
450;Woningen met 3 vertrekken;Gemeenten met meer dan 100000 inwoners;282028
451;Woningen met 3 vertrekken;Gemeenten met 50001 - 100000 inwoners;85257
452;Woningen met 3 vertrekken;Gemeenten met 20001 - 50000 inwoners;109784
453;Woningen met 3 vertrekken;Gemeenten met 10001 - 20000 inwoners;171721
454;Woningen met 3 vertrekken;Gemeenten met 5001 - 10000 inwoners;217030
455;Woningen met 3 vertrekken;Gemeenten met 2001 - 5000 inwoners;240201
456;Woningen met 3 vertrekken;Gemeenten met 1001 - 2000 inwoners;74458
457;Woningen met 3 vertrekken;Gemeenten met 501 - 1000 inwoners;24169
458;Woningen met 3 vertrekken;Gemeenten met 500 of minder inwoners;2635
459;Woningen met 3 vertrekken;Groningen, gem. 100001 en meer inw.;15908
460;Woningen met 3 vertrekken;Groningen;15908
461;Woningen met 3 vertrekken;Groningen, gem. 10001 - 20000 inw.;16968
462;Woningen met 3 vertrekken;Groningen, gem. 5001 - 10000 inw.;15689
463;Woningen met 3 vertrekken;Groningen, gem. 2001 - 5000 inw.;18094
464;Woningen met 3 vertrekken;Groningen, gem. 1001 - 2000 inw.;2389
465;Woningen met 3 vertrekken;Friesland, gem. 20001 - 50000 inw.;5532
466;Woningen met 3 vertrekken;Leeuwarden;5532
467;Woningen met 3 vertrekken;Friesland, gem. 10001 - 20000 inw.;38831
468;Woningen met 3 vertrekken;Friesland, gem. 5001 - 10000 inw.;23482
469;Woningen met 3 vertrekken;Friesland, gem. 2001 - 5000 inw.;5249
470;Woningen met 3 vertrekken;Friesland, gem. 1001 - 2000 inw.;760
471;Woningen met 3 vertrekken;Friesland, gem. 501 - 1000 inw.;830
472;Woningen met 3 vertrekken;Drenthe, gem. 20001 - 50000 inw.;6418
473;Woningen met 3 vertrekken;Emmen;6418
474;Woningen met 3 vertrekken;Drenthe, gem. 10001 - 20000 inw.;8298
475;Woningen met 3 vertrekken;Drenthe, gem. 5001 - 10000 inw.;10035
476;Woningen met 3 vertrekken;Drenthe, gem. 2001 - 5000 inw.;10915
477;Woningen met 3 vertrekken;Drenthe, gem. 1001 - 2000 inw.;897
478;Woningen met 3 vertrekken;Overijssel, gem. 50001 - 100000 inw.;2486
479;Woningen met 3 vertrekken;Enschede;2486
480;Woningen met 3 vertrekken;Overijssel, gem. 20001 - 50000 inw.;16242
481;Woningen met 3 vertrekken;Almelo;3533
482;Woningen met 3 vertrekken;Deventer;3792
483;Woningen met 3 vertrekken;Hengelo (O.);1929
484;Woningen met 3 vertrekken;Lonneker;2734
485;Woningen met 3 vertrekken;Zwolle;4254
486;Woningen met 3 vertrekken;Overijssel, gem. 10001 - 20000 inw.;13062
487;Woningen met 3 vertrekken;Overijssel, gem. 5001 - 10000 inw.;25369
488;Woningen met 3 vertrekken;Overijssel, gem. 2001 - 5000 inw.;9783
489;Woningen met 3 vertrekken;Overijssel, gem. 1001 - 2000 inw.;1476
490;Woningen met 3 vertrekken;Overijssel, gem. 501 - 1000 inw.;1422
491;Woningen met 3 vertrekken;Gelderland, gem. 50001 - 100000 inw.;23936
492;Woningen met 3 vertrekken;Apeldoorn;8425
493;Woningen met 3 vertrekken;Arnhem;8838
494;Woningen met 3 vertrekken;Nijmegen;6673
495;Woningen met 3 vertrekken;Gelderland, gem. 20001 - 50000 inw.;8393
496;Woningen met 3 vertrekken;Ede;5643
497;Woningen met 3 vertrekken;Rheden;2750
498;Woningen met 3 vertrekken;Gelderland, gem. 10001 - 20000 inw.;27832
499;Woningen met 3 vertrekken;Gelderland, gem. 5001 - 10000 inw.;32789
500;Woningen met 3 vertrekken;Gelderland, gem. 2001 - 5000 inw.;26127
501;Woningen met 3 vertrekken;Gelderland, gem. 1001 - 2000 inw.;8626
502;Woningen met 3 vertrekken;Gelderland, gem. 501 - 1000 inw.;457
503;Woningen met 3 vertrekken;Gelderland, gem. 500 en minder inw.;80
504;Woningen met 3 vertrekken;Utrecht, gem. 100001 en meer inw.;17019
505;Woningen met 3 vertrekken;Utrecht;17019
506;Woningen met 3 vertrekken;Utrecht, gem. 20001 - 50000 inw.;5362
507;Woningen met 3 vertrekken;Amersfoort;3408
508;Woningen met 3 vertrekken;Zeist;1954
509;Woningen met 3 vertrekken;Utrecht, gem. 10001 - 20000 inw.;3894
510;Woningen met 3 vertrekken;Utrecht, gem. 5001 - 10000 inw.;3012
511;Woningen met 3 vertrekken;Utrecht, gem. 2001 - 5000 inw.;15505
512;Woningen met 3 vertrekken;Utrecht, gem. 1001 - 2000 inw.;5051
513;Woningen met 3 vertrekken;Utrecht, gem. 501 - 1000 inw.;2741
514;Woningen met 3 vertrekken;Utrecht, gem. 500 en minder inw.;446
515;Woningen met 3 vertrekken;Noord-Holland, gem. 100001 en meer inw.;129880
516;Woningen met 3 vertrekken;Amsterdam;118654
517;Woningen met 3 vertrekken;Haarlem;11226
518;Woningen met 3 vertrekken;Noord-Holland, gem. 50001 - 100000 inw.;4843
519;Woningen met 3 vertrekken;Hilversum;4843
520;Woningen met 3 vertrekken;Noord-Holland, gem. 20001 - 50000 inw.;24059
521;Woningen met 3 vertrekken;Alkmaar;2899
522;Woningen met 3 vertrekken;Bussum;1571
523;Woningen met 3 vertrekken;Haarlemmermeer;6896
524;Woningen met 3 vertrekken;Helder (Den);4191
525;Woningen met 3 vertrekken;Velsen;3327
526;Woningen met 3 vertrekken;Zaandam;5175
527;Woningen met 3 vertrekken;Noord-Holland, gem. 10001 - 20000 inw.;5557
528;Woningen met 3 vertrekken;Noord-Holland, gem. 5001 - 10000 inw.;26447
529;Woningen met 3 vertrekken;Noord-Holland, gem. 2001 - 5000 inw.;34525
530;Woningen met 3 vertrekken;Noord-Holland, gem. 1001 - 2000 inw.;12057
531;Woningen met 3 vertrekken;Noord-Holland, gem. 501 - 1000 inw.;2984
532;Woningen met 3 vertrekken;Noord-Holland, gem. 500 en minder inw.;772
533;Woningen met 3 vertrekken;Zuid-Holland, gem. 100001 en meer inw.;119221
534;Woningen met 3 vertrekken;'s-Gravenhage;36159
535;Woningen met 3 vertrekken;Rotterdam;83062
536;Woningen met 3 vertrekken;Zuid-Holland, gem. 50001 - 100000 inw.;32784
537;Woningen met 3 vertrekken;Delft;5393
538;Woningen met 3 vertrekken;Dordrecht;7805
539;Woningen met 3 vertrekken;Leiden;11219
540;Woningen met 3 vertrekken;Schiedam;8367
541;Woningen met 3 vertrekken;Zuid-Holland, gem. 20001 - 50000 inw.;9104
542;Woningen met 3 vertrekken;Gouda;3393
543;Woningen met 3 vertrekken;Vlaardingen;5711
544;Woningen met 3 vertrekken;Zuid-Holland, gem. 10001 - 20000 inw.;28204
545;Woningen met 3 vertrekken;Zuid-Holland, gem. 5001 - 10000 inw.;31197
546;Woningen met 3 vertrekken;Zuid-Holland, gem. 2001 - 5000 inw.;47259
547;Woningen met 3 vertrekken;Zuid-Holland, gem. 1001 - 2000 inw.;14617
548;Woningen met 3 vertrekken;Zuid-Holland, gem. 501 - 1000 inw.;6153
549;Woningen met 3 vertrekken;Zuid-Holland, gem. 500 en minder inw.;711
550;Woningen met 3 vertrekken;Zeeland, gem. 20001 - 50000 inw.;2921
551;Woningen met 3 vertrekken;Vlissingen;2921
552;Woningen met 3 vertrekken;Zeeland, gem. 10001 - 20000 inw.;5469
553;Woningen met 3 vertrekken;Zeeland, gem. 5001 - 10000 inw.;5703
554;Woningen met 3 vertrekken;Zeeland, gem. 2001 - 5000 inw.;21279
555;Woningen met 3 vertrekken;Zeeland, gem. 1001 - 2000 inw.;12557
556;Woningen met 3 vertrekken;Zeeland, gem. 501 - 1000 inw.;6137
557;Woningen met 3 vertrekken;Zeeland, gem. 500 en minder inw.;496
558;Woningen met 3 vertrekken;Noord-Brabant, gem. 50001 - 100000 inw.;11956
559;Woningen met 3 vertrekken;Eindhoven;4260
560;Woningen met 3 vertrekken;Tilburg;7696
561;Woningen met 3 vertrekken;Noord-Brabant, gem. 20001 - 50000 inw.;21484
562;Woningen met 3 vertrekken;Bergen op Zoom;3535
563;Woningen met 3 vertrekken;Breda;5486
564;Woningen met 3 vertrekken;Helmond;2672
565;Woningen met 3 vertrekken;'s-Hertogenbosch;5526
566;Woningen met 3 vertrekken;Roosendaal en Nispen;4265
567;Woningen met 3 vertrekken;Noord-Brabant, gem. 10001 - 20000 inw.;16253
568;Woningen met 3 vertrekken;Noord-Brabant, gem. 5001 - 10000 inw.;35172
569;Woningen met 3 vertrekken;Noord-Brabant, gem. 2001 - 5000 inw.;41945
570;Woningen met 3 vertrekken;Noord-Brabant, gem. 1001 - 2000 inw.;12046
571;Woningen met 3 vertrekken;Noord-Brabant, gem. 501 - 1000 inw.;2429
572;Woningen met 3 vertrekken;Limburg, gem. 50001 - 100000 inw.;9252
573;Woningen met 3 vertrekken;Maastricht;9252
574;Woningen met 3 vertrekken;Limburg, gem. 20001 - 50000 inw.;10269
575;Woningen met 3 vertrekken;Heerlen;2454
576;Woningen met 3 vertrekken;Kerkrade;6341
577;Woningen met 3 vertrekken;Venlo;1474
578;Woningen met 3 vertrekken;Limburg, gem. 10001 - 20000 inw.;7353
579;Woningen met 3 vertrekken;Limburg, gem. 5001 - 10000 inw.;8135
580;Woningen met 3 vertrekken;Limburg, gem. 2001 - 5000 inw.;9520
581;Woningen met 3 vertrekken;Limburg, gem. 1001 - 2000 inw.;3982
582;Woningen met 3 vertrekken;Limburg, gem. 501 - 1000 inw.;1016
583;Woningen met 3 vertrekken;Limburg, gem. 500 en minder inw.;130
584;Woningen met 4 vertrekken;Nederland;1426729
585;Woningen met 4 vertrekken;Groningen (provincie);53592
586;Woningen met 4 vertrekken;Friesland;53205
587;Woningen met 4 vertrekken;Drenthe;22716
588;Woningen met 4 vertrekken;Overijssel;83432
589;Woningen met 4 vertrekken;Gelderland;151991
590;Woningen met 4 vertrekken;Utrecht (provincie);67070
591;Woningen met 4 vertrekken;Noord-Holland;335380
592;Woningen met 4 vertrekken;Zuid-Holland;367791
593;Woningen met 4 vertrekken;Zeeland;40952
594;Woningen met 4 vertrekken;Noord-Brabant;160289
595;Woningen met 4 vertrekken;Limburg;90311
596;Woningen met 4 vertrekken;Gemeenten met meer dan 100000 inwoners;462929
597;Woningen met 4 vertrekken;Gemeenten met 50001 - 100000 inwoners;125663
598;Woningen met 4 vertrekken;Gemeenten met 20001 - 50000 inwoners;140878
599;Woningen met 4 vertrekken;Gemeenten met 10001 - 20000 inwoners;176914
600;Woningen met 4 vertrekken;Gemeenten met 5001 - 10000 inwoners;214129
601;Woningen met 4 vertrekken;Gemeenten met 2001 - 5000 inwoners;219602
602;Woningen met 4 vertrekken;Gemeenten met 1001 - 2000 inwoners;64422
603;Woningen met 4 vertrekken;Gemeenten met 501 - 1000 inwoners;20214
604;Woningen met 4 vertrekken;Gemeenten met 500 of minder inwoners;1978
605;Woningen met 4 vertrekken;Groningen, gem. 100001 en meer inw.;16286
606;Woningen met 4 vertrekken;Groningen;16286
607;Woningen met 4 vertrekken;Groningen, gem. 10001 - 20000 inw.;13653
608;Woningen met 4 vertrekken;Groningen, gem. 5001 - 10000 inw.;10854
609;Woningen met 4 vertrekken;Groningen, gem. 2001 - 5000 inw.;11302
610;Woningen met 4 vertrekken;Groningen, gem. 1001 - 2000 inw.;1497
611;Woningen met 4 vertrekken;Friesland, gem. 20001 - 50000 inw.;6281
612;Woningen met 4 vertrekken;Leeuwarden;6281
613;Woningen met 4 vertrekken;Friesland, gem. 10001 - 20000 inw.;25818
614;Woningen met 4 vertrekken;Friesland, gem. 5001 - 10000 inw.;16552
615;Woningen met 4 vertrekken;Friesland, gem. 2001 - 5000 inw.;3540
616;Woningen met 4 vertrekken;Friesland, gem. 1001 - 2000 inw.;403
617;Woningen met 4 vertrekken;Friesland, gem. 501 - 1000 inw.;611
618;Woningen met 4 vertrekken;Drenthe, gem. 20001 - 50000 inw.;4350
619;Woningen met 4 vertrekken;Emmen;4350
620;Woningen met 4 vertrekken;Drenthe, gem. 10001 - 20000 inw.;6694
621;Woningen met 4 vertrekken;Drenthe, gem. 5001 - 10000 inw.;5359
622;Woningen met 4 vertrekken;Drenthe, gem. 2001 - 5000 inw.;5902
623;Woningen met 4 vertrekken;Drenthe, gem. 1001 - 2000 inw.;411
624;Woningen met 4 vertrekken;Overijssel, gem. 50001 - 100000 inw.;4780
625;Woningen met 4 vertrekken;Enschede;4780
626;Woningen met 4 vertrekken;Overijssel, gem. 20001 - 50000 inw.;24129
627;Woningen met 4 vertrekken;Almelo;4260
628;Woningen met 4 vertrekken;Deventer;5657
629;Woningen met 4 vertrekken;Hengelo (O.);3759
630;Woningen met 4 vertrekken;Lonneker;5097
631;Woningen met 4 vertrekken;Zwolle;5356
632;Woningen met 4 vertrekken;Overijssel, gem. 10001 - 20000 inw.;14945
633;Woningen met 4 vertrekken;Overijssel, gem. 5001 - 10000 inw.;28297
634;Woningen met 4 vertrekken;Overijssel, gem. 2001 - 5000 inw.;9025
635;Woningen met 4 vertrekken;Overijssel, gem. 1001 - 2000 inw.;1509
636;Woningen met 4 vertrekken;Overijssel, gem. 501 - 1000 inw.;747
637;Woningen met 4 vertrekken;Gelderland, gem. 50001 - 100000 inw.;31894
638;Woningen met 4 vertrekken;Apeldoorn;9666
639;Woningen met 4 vertrekken;Arnhem;12353
640;Woningen met 4 vertrekken;Nijmegen;9875
641;Woningen met 4 vertrekken;Gelderland, gem. 20001 - 50000 inw.;9831
642;Woningen met 4 vertrekken;Ede;6148
643;Woningen met 4 vertrekken;Rheden;3683
644;Woningen met 4 vertrekken;Gelderland, gem. 10001 - 20000 inw.;34762
645;Woningen met 4 vertrekken;Gelderland, gem. 5001 - 10000 inw.;39415
646;Woningen met 4 vertrekken;Gelderland, gem. 2001 - 5000 inw.;28390
647;Woningen met 4 vertrekken;Gelderland, gem. 1001 - 2000 inw.;7003
648;Woningen met 4 vertrekken;Gelderland, gem. 501 - 1000 inw.;593
649;Woningen met 4 vertrekken;Gelderland, gem. 500 en minder inw.;103
650;Woningen met 4 vertrekken;Utrecht, gem. 100001 en meer inw.;26282
651;Woningen met 4 vertrekken;Utrecht;26282
652;Woningen met 4 vertrekken;Utrecht, gem. 20001 - 50000 inw.;7835
653;Woningen met 4 vertrekken;Amersfoort;4972
654;Woningen met 4 vertrekken;Zeist;2863
655;Woningen met 4 vertrekken;Utrecht, gem. 10001 - 20000 inw.;6378
656;Woningen met 4 vertrekken;Utrecht, gem. 5001 - 10000 inw.;3852
657;Woningen met 4 vertrekken;Utrecht, gem. 2001 - 5000 inw.;14586
658;Woningen met 4 vertrekken;Utrecht, gem. 1001 - 2000 inw.;5090
659;Woningen met 4 vertrekken;Utrecht, gem. 501 - 1000 inw.;2702
660;Woningen met 4 vertrekken;Utrecht, gem. 500 en minder inw.;345
661;Woningen met 4 vertrekken;Noord-Holland, gem. 100001 en meer inw.;223697
662;Woningen met 4 vertrekken;Amsterdam;204119
663;Woningen met 4 vertrekken;Haarlem;19578
664;Woningen met 4 vertrekken;Noord-Holland, gem. 50001 - 100000 inw.;7171
665;Woningen met 4 vertrekken;Hilversum;7171
666;Woningen met 4 vertrekken;Noord-Holland, gem. 20001 - 50000 inw.;32981
667;Woningen met 4 vertrekken;Alkmaar;5194
668;Woningen met 4 vertrekken;Bussum;2640
669;Woningen met 4 vertrekken;Haarlemmermeer;5641
670;Woningen met 4 vertrekken;Helder (Den);7443
671;Woningen met 4 vertrekken;Velsen;6315
672;Woningen met 4 vertrekken;Zaandam;5748
673;Woningen met 4 vertrekken;Noord-Holland, gem. 10001 - 20000 inw.;5870
674;Woningen met 4 vertrekken;Noord-Holland, gem. 5001 - 10000 inw.;26317
675;Woningen met 4 vertrekken;Noord-Holland, gem. 2001 - 5000 inw.;29022
676;Woningen met 4 vertrekken;Noord-Holland, gem. 1001 - 2000 inw.;7966
677;Woningen met 4 vertrekken;Noord-Holland, gem. 501 - 1000 inw.;1890
678;Woningen met 4 vertrekken;Noord-Holland, gem. 500 en minder inw.;466
679;Woningen met 4 vertrekken;Zuid-Holland, gem. 100001 en meer inw.;196664
680;Woningen met 4 vertrekken;'s-Gravenhage;74382
681;Woningen met 4 vertrekken;Rotterdam;122282
682;Woningen met 4 vertrekken;Zuid-Holland, gem. 50001 - 100000 inw.;48518
683;Woningen met 4 vertrekken;Delft;9468
684;Woningen met 4 vertrekken;Dordrecht;12251
685;Woningen met 4 vertrekken;Leiden;15509
686;Woningen met 4 vertrekken;Schiedam;11290
687;Woningen met 4 vertrekken;Zuid-Holland, gem. 20001 - 50000 inw.;12052
688;Woningen met 4 vertrekken;Gouda;6165
689;Woningen met 4 vertrekken;Vlaardingen;5887
690;Woningen met 4 vertrekken;Zuid-Holland, gem. 10001 - 20000 inw.;30080
691;Woningen met 4 vertrekken;Zuid-Holland, gem. 5001 - 10000 inw.;28167
692;Woningen met 4 vertrekken;Zuid-Holland, gem. 2001 - 5000 inw.;36944
693;Woningen met 4 vertrekken;Zuid-Holland, gem. 1001 - 2000 inw.;10135
694;Woningen met 4 vertrekken;Zuid-Holland, gem. 501 - 1000 inw.;4773
695;Woningen met 4 vertrekken;Zuid-Holland, gem. 500 en minder inw.;458
696;Woningen met 4 vertrekken;Zeeland, gem. 20001 - 50000 inw.;5121
697;Woningen met 4 vertrekken;Vlissingen;5121
698;Woningen met 4 vertrekken;Zeeland, gem. 10001 - 20000 inw.;5139
699;Woningen met 4 vertrekken;Zeeland, gem. 5001 - 10000 inw.;4978
700;Woningen met 4 vertrekken;Zeeland, gem. 2001 - 5000 inw.;14887
701;Woningen met 4 vertrekken;Zeeland, gem. 1001 - 2000 inw.;6641
702;Woningen met 4 vertrekken;Zeeland, gem. 501 - 1000 inw.;3828
703;Woningen met 4 vertrekken;Zeeland, gem. 500 en minder inw.;358
704;Woningen met 4 vertrekken;Noord-Brabant, gem. 50001 - 100000 inw.;23581
705;Woningen met 4 vertrekken;Eindhoven;7628
706;Woningen met 4 vertrekken;Tilburg;15953
707;Woningen met 4 vertrekken;Noord-Brabant, gem. 20001 - 50000 inw.;21752
708;Woningen met 4 vertrekken;Bergen op Zoom;3176
709;Woningen met 4 vertrekken;Breda;6653
710;Woningen met 4 vertrekken;Helmond;3072
711;Woningen met 4 vertrekken;'s-Hertogenbosch;5340
712;Woningen met 4 vertrekken;Roosendaal en Nispen;3511
713;Woningen met 4 vertrekken;Noord-Brabant, gem. 10001 - 20000 inw.;17573
714;Woningen met 4 vertrekken;Noord-Brabant, gem. 5001 - 10000 inw.;34604
715;Woningen met 4 vertrekken;Noord-Brabant, gem. 2001 - 5000 inw.;46489
716;Woningen met 4 vertrekken;Noord-Brabant, gem. 1001 - 2000 inw.;13262
717;Woningen met 4 vertrekken;Noord-Brabant, gem. 501 - 1000 inw.;3028
718;Woningen met 4 vertrekken;Limburg, gem. 50001 - 100000 inw.;9719
719;Woningen met 4 vertrekken;Maastricht;9719
720;Woningen met 4 vertrekken;Limburg, gem. 20001 - 50000 inw.;16546
721;Woningen met 4 vertrekken;Heerlen;5941
722;Woningen met 4 vertrekken;Kerkrade;7808
723;Woningen met 4 vertrekken;Venlo;2797
724;Woningen met 4 vertrekken;Limburg, gem. 10001 - 20000 inw.;16002
725;Woningen met 4 vertrekken;Limburg, gem. 5001 - 10000 inw.;15734
726;Woningen met 4 vertrekken;Limburg, gem. 2001 - 5000 inw.;19515
727;Woningen met 4 vertrekken;Limburg, gem. 1001 - 2000 inw.;10505
728;Woningen met 4 vertrekken;Limburg, gem. 501 - 1000 inw.;2042
729;Woningen met 4 vertrekken;Limburg, gem. 500 en minder inw.;248
730;Woningen met 5 vertrekken;Nederland;1501886
731;Woningen met 5 vertrekken;Groningen (provincie);43249
732;Woningen met 5 vertrekken;Friesland;43155
733;Woningen met 5 vertrekken;Drenthe;17381
734;Woningen met 5 vertrekken;Overijssel;101326
735;Woningen met 5 vertrekken;Gelderland;151608
736;Woningen met 5 vertrekken;Utrecht (provincie);76570
737;Woningen met 5 vertrekken;Noord-Holland;330440
738;Woningen met 5 vertrekken;Zuid-Holland;448268
739;Woningen met 5 vertrekken;Zeeland;32268
740;Woningen met 5 vertrekken;Noord-Brabant;138613
741;Woningen met 5 vertrekken;Limburg;119008
742;Woningen met 5 vertrekken;Gemeenten met meer dan 100000 inwoners;537353
743;Woningen met 5 vertrekken;Gemeenten met 50001 - 100000 inwoners;158055
744;Woningen met 5 vertrekken;Gemeenten met 20001 - 50000 inwoners;179302
745;Woningen met 5 vertrekken;Gemeenten met 10001 - 20000 inwoners;192401
746;Woningen met 5 vertrekken;Gemeenten met 5001 - 10000 inwoners;194613
747;Woningen met 5 vertrekken;Gemeenten met 2001 - 5000 inwoners;175841
748;Woningen met 5 vertrekken;Gemeenten met 1001 - 2000 inwoners;48816
749;Woningen met 5 vertrekken;Gemeenten met 501 - 1000 inwoners;14020
750;Woningen met 5 vertrekken;Gemeenten met 500 of minder inwoners;1485
751;Woningen met 5 vertrekken;Groningen, gem. 100001 en meer inw.;18227
752;Woningen met 5 vertrekken;Groningen;18227
753;Woningen met 5 vertrekken;Groningen, gem. 10001 - 20000 inw.;9003
754;Woningen met 5 vertrekken;Groningen, gem. 5001 - 10000 inw.;7899
755;Woningen met 5 vertrekken;Groningen, gem. 2001 - 5000 inw.;7132
756;Woningen met 5 vertrekken;Groningen, gem. 1001 - 2000 inw.;988
757;Woningen met 5 vertrekken;Friesland, gem. 20001 - 50000 inw.;6946
758;Woningen met 5 vertrekken;Leeuwarden;6946
759;Woningen met 5 vertrekken;Friesland, gem. 10001 - 20000 inw.;19872
760;Woningen met 5 vertrekken;Friesland, gem. 5001 - 10000 inw.;12758
761;Woningen met 5 vertrekken;Friesland, gem. 2001 - 5000 inw.;2811
762;Woningen met 5 vertrekken;Friesland, gem. 1001 - 2000 inw.;317
763;Woningen met 5 vertrekken;Friesland, gem. 501 - 1000 inw.;451
764;Woningen met 5 vertrekken;Drenthe, gem. 20001 - 50000 inw.;3052
765;Woningen met 5 vertrekken;Emmen;3052
766;Woningen met 5 vertrekken;Drenthe, gem. 10001 - 20000 inw.;7337
767;Woningen met 5 vertrekken;Drenthe, gem. 5001 - 10000 inw.;3656
768;Woningen met 5 vertrekken;Drenthe, gem. 2001 - 5000 inw.;3231
769;Woningen met 5 vertrekken;Drenthe, gem. 1001 - 2000 inw.;105
770;Woningen met 5 vertrekken;Overijssel, gem. 50001 - 100000 inw.;11933
771;Woningen met 5 vertrekken;Enschede;11933
772;Woningen met 5 vertrekken;Overijssel, gem. 20001 - 50000 inw.;38788
773;Woningen met 5 vertrekken;Almelo;7333
774;Woningen met 5 vertrekken;Deventer;7752
775;Woningen met 5 vertrekken;Hengelo (O.);8390
776;Woningen met 5 vertrekken;Lonneker;7135
777;Woningen met 5 vertrekken;Zwolle;8178
778;Woningen met 5 vertrekken;Overijssel, gem. 10001 - 20000 inw.;15965
779;Woningen met 5 vertrekken;Overijssel, gem. 5001 - 10000 inw.;25694
780;Woningen met 5 vertrekken;Overijssel, gem. 2001 - 5000 inw.;7141
781;Woningen met 5 vertrekken;Overijssel, gem. 1001 - 2000 inw.;1350
782;Woningen met 5 vertrekken;Overijssel, gem. 501 - 1000 inw.;455
783;Woningen met 5 vertrekken;Gelderland, gem. 50001 - 100000 inw.;43936
784;Woningen met 5 vertrekken;Apeldoorn;12800
785;Woningen met 5 vertrekken;Arnhem;15392
786;Woningen met 5 vertrekken;Nijmegen;15744
787;Woningen met 5 vertrekken;Gelderland, gem. 20001 - 50000 inw.;10906
788;Woningen met 5 vertrekken;Ede;5281
789;Woningen met 5 vertrekken;Rheden;5625
790;Woningen met 5 vertrekken;Gelderland, gem. 10001 - 20000 inw.;35968
791;Woningen met 5 vertrekken;Gelderland, gem. 5001 - 10000 inw.;35317
792;Woningen met 5 vertrekken;Gelderland, gem. 2001 - 5000 inw.;20656
793;Woningen met 5 vertrekken;Gelderland, gem. 1001 - 2000 inw.;4147
794;Woningen met 5 vertrekken;Gelderland, gem. 501 - 1000 inw.;589
795;Woningen met 5 vertrekken;Gelderland, gem. 500 en minder inw.;89
796;Woningen met 5 vertrekken;Utrecht, gem. 100001 en meer inw.;32855
797;Woningen met 5 vertrekken;Utrecht;32855
798;Woningen met 5 vertrekken;Utrecht, gem. 20001 - 50000 inw.;10760
799;Woningen met 5 vertrekken;Amersfoort;6724
800;Woningen met 5 vertrekken;Zeist;4036
801;Woningen met 5 vertrekken;Utrecht, gem. 10001 - 20000 inw.;9016
802;Woningen met 5 vertrekken;Utrecht, gem. 5001 - 10000 inw.;4393
803;Woningen met 5 vertrekken;Utrecht, gem. 2001 - 5000 inw.;12736
804;Woningen met 5 vertrekken;Utrecht, gem. 1001 - 2000 inw.;4093
805;Woningen met 5 vertrekken;Utrecht, gem. 501 - 1000 inw.;2390
806;Woningen met 5 vertrekken;Utrecht, gem. 500 en minder inw.;327
807;Woningen met 5 vertrekken;Noord-Holland, gem. 100001 en meer inw.;212165
808;Woningen met 5 vertrekken;Amsterdam;187182
809;Woningen met 5 vertrekken;Haarlem;24983
810;Woningen met 5 vertrekken;Noord-Holland, gem. 50001 - 100000 inw.;11379
811;Woningen met 5 vertrekken;Hilversum;11379
812;Woningen met 5 vertrekken;Noord-Holland, gem. 20001 - 50000 inw.;43080
813;Woningen met 5 vertrekken;Alkmaar;7317
814;Woningen met 5 vertrekken;Bussum;3718
815;Woningen met 5 vertrekken;Haarlemmermeer;3647
816;Woningen met 5 vertrekken;Helder (Den);7141
817;Woningen met 5 vertrekken;Velsen;12456
818;Woningen met 5 vertrekken;Zaandam;8801
819;Woningen met 5 vertrekken;Noord-Holland, gem. 10001 - 20000 inw.;7971
820;Woningen met 5 vertrekken;Noord-Holland, gem. 5001 - 10000 inw.;26231
