ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverChange_2
437;Mid size companies;42 Civil engineering;2012 3rd quarter;123;-8.9
438;Mid size companies;42 Civil engineering;2012 4th quarter;157;-15.6
439;Mid size companies;42 Civil engineering;2012;126;-10.2
440;Mid size companies;43 Specialised construction activities;2005 1st quarter;80;
441;Mid size companies;43 Specialised construction activities;2005 2nd quarter;106;
442;Mid size companies;43 Specialised construction activities;2005 3rd quarter;93;
443;Mid size companies;43 Specialised construction activities;2005 4th quarter;121;
444;Mid size companies;43 Specialised construction activities;2005;100;
445;Mid size companies;43 Specialised construction activities;2006 1st quarter;92;14.1
446;Mid size companies;43 Specialised construction activities;2006 2nd quarter;114;7.6
447;Mid size companies;43 Specialised construction activities;2006 3rd quarter;99;7.1
448;Mid size companies;43 Specialised construction activities;2006 4th quarter;134;11.3
449;Mid size companies;43 Specialised construction activities;2006;110;9.9
450;Mid size companies;43 Specialised construction activities;2007 1st quarter;102;11.2
451;Mid size companies;43 Specialised construction activities;2007 2nd quarter;126;10.2
452;Mid size companies;43 Specialised construction activities;2007 3rd quarter;109;9.8
453;Mid size companies;43 Specialised construction activities;2007 4th quarter;141;5.1
454;Mid size companies;43 Specialised construction activities;2007;120;8.8
455;Mid size companies;43 Specialised construction activities;2008 1st quarter;111;9.0
456;Mid size companies;43 Specialised construction activities;2008 2nd quarter;136;8.4
457;Mid size companies;43 Specialised construction activities;2008 3rd quarter;118;8.0
458;Mid size companies;43 Specialised construction activities;2008 4th quarter;144;1.8
459;Mid size companies;43 Specialised construction activities;2008;127;6.4
460;Mid size companies;43 Specialised construction activities;2009 1st quarter;115;3.3
461;Mid size companies;43 Specialised construction activities;2009 2nd quarter;135;-1.2
462;Mid size companies;43 Specialised construction activities;2009 3rd quarter;115;-2.6
463;Mid size companies;43 Specialised construction activities;2009 4th quarter;135;-6.1
464;Mid size companies;43 Specialised construction activities;2009;125;-2.0
465;Mid size companies;43 Specialised construction activities;2010 1st quarter;88;-23.8
466;Mid size companies;43 Specialised construction activities;2010 2nd quarter;112;-16.6
467;Mid size companies;43 Specialised construction activities;2010 3rd quarter;101;-11.7
468;Mid size companies;43 Specialised construction activities;2010 4th quarter;122;-9.8
469;Mid size companies;43 Specialised construction activities;2010;106;-15.3
470;Mid size companies;43 Specialised construction activities;2011 1st quarter;93;6.0
471;Mid size companies;43 Specialised construction activities;2011 2nd quarter;113;1.0
472;Mid size companies;43 Specialised construction activities;2011 3rd quarter;98;-2.8
473;Mid size companies;43 Specialised construction activities;2011 4rd quarter;119;-2.3
474;Mid size companies;43 Specialised construction activities;2011;106;0.2
475;Mid size companies;43 Specialised construction activities;2012 1st quarter;83;-11.0
476;Mid size companies;43 Specialised construction activities;2012 2nd quarter;100;-11.5
477;Mid size companies;43 Specialised construction activities;2012 3rd quarter;91;-7.7
478;Mid size companies;43 Specialised construction activities;2012 4th quarter;106;-10.5
479;Mid size companies;43 Specialised construction activities;2012;95;-10.3
480;Large companies;412-439 Construction (no development);2005 1st quarter;79;
481;Large companies;412-439 Construction (no development);2005 2nd quarter;104;
482;Large companies;412-439 Construction (no development);2005 3rd quarter;96;
483;Large companies;412-439 Construction (no development);2005 4th quarter;121;
484;Large companies;412-439 Construction (no development);2005;100;
485;Large companies;412-439 Construction (no development);2006 1st quarter;83;4.8
486;Large companies;412-439 Construction (no development);2006 2nd quarter;104;0.1
487;Large companies;412-439 Construction (no development);2006 3rd quarter;97;1.4
488;Large companies;412-439 Construction (no development);2006 4th quarter;128;5.7
489;Large companies;412-439 Construction (no development);2006;103;3.0
490;Large companies;412-439 Construction (no development);2007 1st quarter;97;16.3
491;Large companies;412-439 Construction (no development);2007 2nd quarter;115;10.0
492;Large companies;412-439 Construction (no development);2007 3rd quarter;104;7.3
493;Large companies;412-439 Construction (no development);2007 4th quarter;139;8.7
494;Large companies;412-439 Construction (no development);2007;114;10.2
495;Large companies;412-439 Construction (no development);2008 1st quarter;104;8.0
496;Large companies;412-439 Construction (no development);2008 2nd quarter;129;12.1
497;Large companies;412-439 Construction (no development);2008 3rd quarter;116;11.5
498;Large companies;412-439 Construction (no development);2008 4th quarter;146;5.5
499;Large companies;412-439 Construction (no development);2008;124;9.1
500;Large companies;412-439 Construction (no development);2009 1st quarter;107;2.9
501;Large companies;412-439 Construction (no development);2009 2nd quarter;122;-5.1
502;Large companies;412-439 Construction (no development);2009 3rd quarter;110;-5.3
503;Large companies;412-439 Construction (no development);2009 4th quarter;131;-10.4
504;Large companies;412-439 Construction (no development);2009;118;-5.0
505;Large companies;412-439 Construction (no development);2010 1st quarter;94;-12.0
506;Large companies;412-439 Construction (no development);2010 2nd quarter;118;-3.2
507;Large companies;412-439 Construction (no development);2010 3rd quarter;104;-5.2
508;Large companies;412-439 Construction (no development);2010 4th quarter;127;-3.0
509;Large companies;412-439 Construction (no development);2010;111;-5.6
510;Large companies;412-439 Construction (no development);2011 1st quarter;98;4.0
511;Large companies;412-439 Construction (no development);2011 2nd quarter;116;-1.6
512;Large companies;412-439 Construction (no development);2011 3rd quarter;107;2.5
513;Large companies;412-439 Construction (no development);2011 4rd quarter;132;4.1
514;Large companies;412-439 Construction (no development);2011;113;2.2
515;Large companies;412-439 Construction (no development);2012 1st quarter;94;-4.6
516;Large companies;412-439 Construction (no development);2012 2nd quarter;116;-0.6
517;Large companies;412-439 Construction (no development);2012 3rd quarter;105;-2.0
518;Large companies;412-439 Construction (no development);2012 4th quarter;129;-2.8
519;Large companies;412-439 Construction (no development);2012;111;-2.5
520;Large companies;412 Construction of buildings;2005 1st quarter;81;
521;Large companies;412 Construction of buildings;2005 2nd quarter;108;
522;Large companies;412 Construction of buildings;2005 3rd quarter;93;
523;Large companies;412 Construction of buildings;2005 4th quarter;119;
524;Large companies;412 Construction of buildings;2005;100;
525;Large companies;412 Construction of buildings;2006 1st quarter;85;6.0
526;Large companies;412 Construction of buildings;2006 2nd quarter;107;-0.6
527;Large companies;412 Construction of buildings;2006 3rd quarter;89;-3.9
528;Large companies;412 Construction of buildings;2006 4th quarter;124;4.3
529;Large companies;412 Construction of buildings;2006;101;1.4
530;Large companies;412 Construction of buildings;2007 1st quarter;99;15.7
531;Large companies;412 Construction of buildings;2007 2nd quarter;123;15.2
532;Large companies;412 Construction of buildings;2007 3rd quarter;103;15.4
533;Large companies;412 Construction of buildings;2007 4th quarter;140;12.8
534;Large companies;412 Construction of buildings;2007;116;14.6
535;Large companies;412 Construction of buildings;2008 1st quarter;108;9.5
536;Large companies;412 Construction of buildings;2008 2nd quarter;130;5.4
537;Large companies;412 Construction of buildings;2008 3rd quarter;111;8.0
538;Large companies;412 Construction of buildings;2008 4th quarter;146;4.6
539;Large companies;412 Construction of buildings;2008;124;6.6
540;Large companies;412 Construction of buildings;2009 1st quarter;108;0.0
541;Large companies;412 Construction of buildings;2009 2nd quarter;122;-5.8
542;Large companies;412 Construction of buildings;2009 3rd quarter;102;-8.0
543;Large companies;412 Construction of buildings;2009 4th quarter;122;-16.6
544;Large companies;412 Construction of buildings;2009;114;-8.2
545;Large companies;412 Construction of buildings;2010 1st quarter;89;-17.5
546;Large companies;412 Construction of buildings;2010 2nd quarter;113;-7.4
547;Large companies;412 Construction of buildings;2010 3rd quarter;94;-8.4
548;Large companies;412 Construction of buildings;2010 4th quarter;113;-7.7
549;Large companies;412 Construction of buildings;2010;102;-10.1
550;Large companies;412 Construction of buildings;2011 1st quarter;90;1.0
551;Large companies;412 Construction of buildings;2011 2nd quarter;103;-9.6
552;Large companies;412 Construction of buildings;2011 3rd quarter;90;-4.0
553;Large companies;412 Construction of buildings;2011 4rd quarter;110;-1.9
554;Large companies;412 Construction of buildings;2011;98;-3.9
555;Large companies;412 Construction of buildings;2012 1st quarter;82;-9.5
556;Large companies;412 Construction of buildings;2012 2nd quarter;99;-3.6
557;Large companies;412 Construction of buildings;2012 3rd quarter;87;-3.3
558;Large companies;412 Construction of buildings;2012 4th quarter;97;-12.2
559;Large companies;412 Construction of buildings;2012;91;-7.3
560;Large companies;42 Civil engineering;2005 1st quarter;69;
561;Large companies;42 Civil engineering;2005 2nd quarter;101;
562;Large companies;42 Civil engineering;2005 3rd quarter;99;
563;Large companies;42 Civil engineering;2005 4th quarter;131;
564;Large companies;42 Civil engineering;2005;100;
565;Large companies;42 Civil engineering;2006 1st quarter;72;4.8
566;Large companies;42 Civil engineering;2006 2nd quarter;106;4.3
567;Large companies;42 Civil engineering;2006 3rd quarter;109;10.7
568;Large companies;42 Civil engineering;2006 4th quarter;149;13.4
569;Large companies;42 Civil engineering;2006;109;8.9
570;Large companies;42 Civil engineering;2007 1st quarter;82;14.0
571;Large companies;42 Civil engineering;2007 2nd quarter;104;-1.4
572;Large companies;42 Civil engineering;2007 3rd quarter;100;-8.4
573;Large companies;42 Civil engineering;2007 4th quarter;140;-5.5
574;Large companies;42 Civil engineering;2007;107;-2.0
575;Large companies;42 Civil engineering;2008 1st quarter;86;4.8
576;Large companies;42 Civil engineering;2008 2nd quarter;121;16.5
577;Large companies;42 Civil engineering;2008 3rd quarter;114;13.3
578;Large companies;42 Civil engineering;2008 4th quarter;146;4.0
579;Large companies;42 Civil engineering;2008;117;9.4
580;Large companies;42 Civil engineering;2009 1st quarter;96;11.3
581;Large companies;42 Civil engineering;2009 2nd quarter;123;1.3
582;Large companies;42 Civil engineering;2009 3rd quarter;122;7.2
583;Large companies;42 Civil engineering;2009 4th quarter;152;4.0
584;Large companies;42 Civil engineering;2009;123;5.4
585;Large companies;42 Civil engineering;2010 1st quarter;86;-11.1
586;Large companies;42 Civil engineering;2010 2nd quarter;118;-3.8
587;Large companies;42 Civil engineering;2010 3rd quarter;110;-9.4
588;Large companies;42 Civil engineering;2010 4th quarter;149;-2.1
589;Large companies;42 Civil engineering;2010;116;-6.1
590;Large companies;42 Civil engineering;2011 1st quarter;87;2.3
591;Large companies;42 Civil engineering;2011 2nd quarter;119;0.4
592;Large companies;42 Civil engineering;2011 3rd quarter;112;1.9
593;Large companies;42 Civil engineering;2011 4rd quarter;151;1.4
594;Large companies;42 Civil engineering;2011;117;1.4
595;Large companies;42 Civil engineering;2012 1st quarter;90;3.1
596;Large companies;42 Civil engineering;2012 2nd quarter;130;9.9
597;Large companies;42 Civil engineering;2012 3rd quarter;120;7.3
598;Large companies;42 Civil engineering;2012 4th quarter;167;10.9
599;Large companies;42 Civil engineering;2012;127;8.3
600;Large companies;43 Specialised construction activities;2005 1st quarter;87;
601;Large companies;43 Specialised construction activities;2005 2nd quarter;102;
602;Large companies;43 Specialised construction activities;2005 3rd quarter;97;
603;Large companies;43 Specialised construction activities;2005 4th quarter;114;
604;Large companies;43 Specialised construction activities;2005;100;
605;Large companies;43 Specialised construction activities;2006 1st quarter;89;3.1
606;Large companies;43 Specialised construction activities;2006 2nd quarter;100;-2.6
607;Large companies;43 Specialised construction activities;2006 3rd quarter;97;-0.2
608;Large companies;43 Specialised construction activities;2006 4th quarter;114;-0.1
609;Large companies;43 Specialised construction activities;2006;100;-0.1
610;Large companies;43 Specialised construction activities;2007 1st quarter;106;18.6
611;Large companies;43 Specialised construction activities;2007 2nd quarter;113;13.1
612;Large companies;43 Specialised construction activities;2007 3rd quarter;109;13.0
613;Large companies;43 Specialised construction activities;2007 4th quarter;136;18.9
614;Large companies;43 Specialised construction activities;2007;116;16.0
615;Large companies;43 Specialised construction activities;2008 1st quarter;115;8.3
616;Large companies;43 Specialised construction activities;2008 2nd quarter;133;18.4
617;Large companies;43 Specialised construction activities;2008 3rd quarter;125;14.5
618;Large companies;43 Specialised construction activities;2008 4th quarter;147;8.0
619;Large companies;43 Specialised construction activities;2008;130;12.2
620;Large companies;43 Specialised construction activities;2009 1st quarter;116;1.0
621;Large companies;43 Specialised construction activities;2009 2nd quarter;121;-9.4
622;Large companies;43 Specialised construction activities;2009 3rd quarter;110;-12.2
623;Large companies;43 Specialised construction activities;2009 4th quarter;125;-15.0
624;Large companies;43 Specialised construction activities;2009;118;-9.3
625;Large companies;43 Specialised construction activities;2010 1st quarter;109;-5.8
626;Large companies;43 Specialised construction activities;2010 2nd quarter;125;3.1
627;Large companies;43 Specialised construction activities;2010 3rd quarter;113;2.8
628;Large companies;43 Specialised construction activities;2010 4th quarter;128;2.2
629;Large companies;43 Specialised construction activities;2010;119;0.6
630;Large companies;43 Specialised construction activities;2011 1st quarter;119;8.5
631;Large companies;43 Specialised construction activities;2011 2nd quarter;133;6.6
632;Large companies;43 Specialised construction activities;2011 3rd quarter;124;10.3
633;Large companies;43 Specialised construction activities;2011 4rd quarter;146;14.0
634;Large companies;43 Specialised construction activities;2011;130;9.9
635;Large companies;43 Specialised construction activities;2012 1st quarter;113;-4.7
636;Large companies;43 Specialised construction activities;2012 2nd quarter;125;-5.9
637;Large companies;43 Specialised construction activities;2012 3rd quarter;114;-8.3
638;Large companies;43 Specialised construction activities;2012 4th quarter;137;-5.9
639;Large companies;43 Specialised construction activities;2012;122;-6.2
