ID;SBI1993BedrijfsgrootteVerzVorm;Perioden;ZiekteverzuimInclZwangerschapsverlof_1;ZiekteverzuimExclZwangerschapsverlof_2
412;G Handel;1996 4e kwartaal;4.2;3.7
413;G Handel;1996;4.1;3.7
414;G Handel;1997 1e kwartaal;3.9;3.5
415;G Handel;1997 2e kwartaal;4.0;3.5
416;G Handel;1997 3e kwartaal;3.2;2.8
417;G Handel;1997 4e kwartaal;3.8;3.4
418;G Handel;1997;3.7;3.3
419;G Handel;1998 1e kwartaal;4.1;3.7
420;G Handel;1998 2e kwartaal;3.8;3.3
421;G Handel;1998 3e kwartaal;3.9;3.4
422;G Handel;1998 4e kwartaal;4.4;3.9
423;G Handel;1998;4.0;3.6
424;G Handel;1999 1e kwartaal;4.8;4.3
425;G Handel;1999 2e kwartaal;4.3;3.7
426;G Handel;1999 3e kwartaal;4.3;3.8
427;G Handel;1999 4e kwartaal;4.7;4.2
428;G Handel;1999;4.5;4.0
429;G Handel;2000 1e kwartaal;5.3;4.7
430;G Handel;2000 2e kwartaal;4.8;4.3
431;G Handel;2000 3e kwartaal;4.7;4.1
432;G Handel;2000 4e kwartaal;4.8;4.3
433;G Handel;2000;4.9;4.4
434;G Handel;2001 1e kwartaal;5.0;4.5
435;G Handel;2001 2e kwartaal;4.8;4.3
436;G Handel;2001 3e kwartaal;4.7;4.2
437;G Handel;2001 4e kwartaal;4.8;4.3
438;G Handel;2001;4.8;4.3
439;G Handel;2002 1e kwartaal;5.3;4.8
440;G Handel;2002 2e kwartaal;5.1;4.6
441;G Handel;2002 3e kwartaal;4.9;4.3
442;G Handel;2002 4e kwartaal;5.3;4.7
443;G Handel;2002;5.1;4.6
444;G Handel;2003 1e kwartaal;5.2;4.7
445;G Handel;2003 2e kwartaal;4.4;3.9
446;G Handel;2003 3e kwartaal;3.9;3.5
447;G Handel;2003 4e kwartaal;4.7;4.2
448;G Handel;2003;4.6;4.1
449;G Handel;2004 1e kwartaal;5.0;4.4
450;H Horeca;1993;;
451;H Horeca;1994;;
452;H Horeca;1995 4e kwartaal;4.2;3.7
453;H Horeca;1995;;
454;H Horeca;1996 1e kwartaal;3.8;3.5
455;H Horeca;1996 2e kwartaal;3.1;2.9
456;H Horeca;1996 3e kwartaal;3.4;3.0
457;H Horeca;1996 4e kwartaal;3.7;3.2
458;H Horeca;1996;3.5;3.2
459;H Horeca;1997 1e kwartaal;3.1;2.7
460;H Horeca;1997 2e kwartaal;3.2;2.9
461;H Horeca;1997 3e kwartaal;2.8;2.4
462;H Horeca;1997 4e kwartaal;3.1;2.8
463;H Horeca;1997;3.1;2.7
464;H Horeca;1998 1e kwartaal;3.3;2.8
465;H Horeca;1998 2e kwartaal;3.1;2.6
466;H Horeca;1998 3e kwartaal;3.0;2.6
467;H Horeca;1998 4e kwartaal;3.4;3.0
468;H Horeca;1998;3.2;2.7
469;H Horeca;1999 1e kwartaal;4.2;3.8
470;H Horeca;1999 2e kwartaal;3.6;3.2
471;H Horeca;1999 3e kwartaal;3.3;2.9
472;H Horeca;1999 4e kwartaal;3.7;3.3
473;H Horeca;1999;3.7;3.3
474;H Horeca;2000 1e kwartaal;4.4;3.9
475;H Horeca;2000 2e kwartaal;3.8;3.5
476;H Horeca;2000 3e kwartaal;4.7;4.3
477;H Horeca;2000 4e kwartaal;3.8;3.4
478;H Horeca;2000;4.2;3.8
479;H Horeca;2001 1e kwartaal;3.9;3.5
480;H Horeca;2001 2e kwartaal;4.1;3.7
481;H Horeca;2001 3e kwartaal;4.1;3.8
482;H Horeca;2001 4e kwartaal;3.9;3.5
483;H Horeca;2001;4.0;3.6
484;H Horeca;2002 1e kwartaal;3.6;3.3
485;H Horeca;2002 2e kwartaal;3.8;3.5
486;H Horeca;2002 3e kwartaal;3.3;3.0
487;H Horeca;2002 4e kwartaal;3.8;3.5
488;H Horeca;2002;3.6;3.3
489;H Horeca;2003 1e kwartaal;3.8;3.4
490;H Horeca;2003 2e kwartaal;2.8;2.6
491;H Horeca;2003 3e kwartaal;2.3;2.1
492;H Horeca;2003 4e kwartaal;2.8;2.5
493;H Horeca;2003;2.9;2.6
494;H Horeca;2004 1e kwartaal;3.4;3.1
495;I Vervoer en communicatie;1993;;
496;I Vervoer en communicatie;1994;;
497;I Vervoer en communicatie;1995 4e kwartaal;6.0;5.6
498;I Vervoer en communicatie;1995;;
499;I Vervoer en communicatie;1996 1e kwartaal;6.4;6.1
500;I Vervoer en communicatie;1996 2e kwartaal;5.4;5.1
501;I Vervoer en communicatie;1996 3e kwartaal;5.2;4.8
502;I Vervoer en communicatie;1996 4e kwartaal;5.7;5.4
503;I Vervoer en communicatie;1996;5.7;5.4
504;I Vervoer en communicatie;1997 1e kwartaal;6.1;5.7
505;I Vervoer en communicatie;1997 2e kwartaal;4.9;4.6
506;I Vervoer en communicatie;1997 3e kwartaal;4.7;4.3
507;I Vervoer en communicatie;1997 4e kwartaal;5.6;5.3
508;I Vervoer en communicatie;1997;5.3;5.0
509;I Vervoer en communicatie;1998 1e kwartaal;5.9;5.5
510;I Vervoer en communicatie;1998 2e kwartaal;5.5;5.2
511;I Vervoer en communicatie;1998 3e kwartaal;5.1;4.8
512;I Vervoer en communicatie;1998 4e kwartaal;6.3;5.9
513;I Vervoer en communicatie;1998;5.7;5.4
514;I Vervoer en communicatie;1999 1e kwartaal;6.6;6.3
515;I Vervoer en communicatie;1999 2e kwartaal;5.8;5.3
516;I Vervoer en communicatie;1999 3e kwartaal;5.8;5.3
517;I Vervoer en communicatie;1999 4e kwartaal;6.3;5.7
518;I Vervoer en communicatie;1999;6.1;5.7
519;I Vervoer en communicatie;2000 1e kwartaal;6.3;5.9
520;I Vervoer en communicatie;2000 2e kwartaal;5.3;4.9
521;I Vervoer en communicatie;2000 3e kwartaal;5.5;5.3
522;I Vervoer en communicatie;2000 4e kwartaal;6.0;5.7
523;I Vervoer en communicatie;2000;5.8;5.5
524;I Vervoer en communicatie;2001 1e kwartaal;6.1;5.7
525;I Vervoer en communicatie;2001 2e kwartaal;5.6;5.2
526;I Vervoer en communicatie;2001 3e kwartaal;5.4;5.1
527;I Vervoer en communicatie;2001 4e kwartaal;6.2;5.8
528;I Vervoer en communicatie;2001;5.8;5.5
529;I Vervoer en communicatie;2002 1e kwartaal;6.5;6.1
530;I Vervoer en communicatie;2002 2e kwartaal;6.0;5.6
531;I Vervoer en communicatie;2002 3e kwartaal;5.5;5.1
532;I Vervoer en communicatie;2002 4e kwartaal;5.9;5.5
533;I Vervoer en communicatie;2002;6.0;5.6
534;I Vervoer en communicatie;2003 1e kwartaal;5.7;5.3
535;I Vervoer en communicatie;2003 2e kwartaal;5.0;4.6
536;I Vervoer en communicatie;2003 3e kwartaal;4.6;4.2
537;I Vervoer en communicatie;2003 4e kwartaal;5.2;4.9
538;I Vervoer en communicatie;2003;5.1;4.7
539;I Vervoer en communicatie;2004 1e kwartaal;5.4;5.1
540;J Financiële instellingen;1993;;
541;J Financiële instellingen;1994;;
542;J Financiële instellingen;1995 4e kwartaal;5.5;4.7
543;J Financiële instellingen;1995;;
544;J Financiële instellingen;1996 1e kwartaal;5.4;4.8
545;J Financiële instellingen;1996 2e kwartaal;4.2;3.6
546;J Financiële instellingen;1996 3e kwartaal;4.2;3.6
547;J Financiële instellingen;1996 4e kwartaal;4.8;4.1
548;J Financiële instellingen;1996;4.7;4.0
549;J Financiële instellingen;1997 1e kwartaal;4.5;4.2
550;J Financiële instellingen;1997 2e kwartaal;4.0;3.2
551;J Financiële instellingen;1997 3e kwartaal;3.9;3.2
552;J Financiële instellingen;1997 4e kwartaal;5.0;4.4
553;J Financiële instellingen;1997;4.4;3.8
554;J Financiële instellingen;1998 1e kwartaal;5.4;4.5
555;J Financiële instellingen;1998 2e kwartaal;5.2;4.4
556;J Financiële instellingen;1998 3e kwartaal;4.2;3.6
557;J Financiële instellingen;1998 4e kwartaal;5.5;4.9
558;J Financiële instellingen;1998;5.1;4.3
559;J Financiële instellingen;1999 1e kwartaal;5.6;4.9
560;J Financiële instellingen;1999 2e kwartaal;5.0;4.3
561;J Financiële instellingen;1999 3e kwartaal;5.4;4.1
562;J Financiële instellingen;1999 4e kwartaal;5.5;4.6
563;J Financiële instellingen;1999;5.4;4.5
564;J Financiële instellingen;2000 1e kwartaal;6.4;5.4
565;J Financiële instellingen;2000 2e kwartaal;5.6;4.8
566;J Financiële instellingen;2000 3e kwartaal;5.5;4.7
567;J Financiële instellingen;2000 4e kwartaal;6.0;5.0
568;J Financiële instellingen;2000;5.9;5.0
569;J Financiële instellingen;2001 1e kwartaal;6.5;5.7
570;J Financiële instellingen;2001 2e kwartaal;5.6;4.8
571;J Financiële instellingen;2001 3e kwartaal;5.3;4.5
572;J Financiële instellingen;2001 4e kwartaal;5.5;4.7
573;J Financiële instellingen;2001;5.7;4.9
574;J Financiële instellingen;2002 1e kwartaal;6.4;5.5
575;J Financiële instellingen;2002 2e kwartaal;5.7;4.7
576;J Financiële instellingen;2002 3e kwartaal;5.2;4.2
577;J Financiële instellingen;2002 4e kwartaal;5.7;4.8
578;J Financiële instellingen;2002;5.8;4.8
579;J Financiële instellingen;2003 1e kwartaal;5.2;4.5
580;J Financiële instellingen;2003 2e kwartaal;3.9;3.4
581;J Financiële instellingen;2003 3e kwartaal;3.8;3.3
582;J Financiële instellingen;2003 4e kwartaal;4.8;4.0
583;J Financiële instellingen;2003;4.5;3.8
584;J Financiële instellingen;2004 1e kwartaal;5.2;4.3
585;K Zakelijke dienstverlening;1993;;
586;K Zakelijke dienstverlening;1994;;
587;K Zakelijke dienstverlening;1995 4e kwartaal;5.6;4.8
588;K Zakelijke dienstverlening;1995;;
589;K Zakelijke dienstverlening;1996 1e kwartaal;5.7;5.0
590;K Zakelijke dienstverlening;1996 2e kwartaal;5.0;4.2
591;K Zakelijke dienstverlening;1996 3e kwartaal;4.6;4.0
592;K Zakelijke dienstverlening;1996 4e kwartaal;5.1;4.4
593;K Zakelijke dienstverlening;1996;5.1;4.4
594;K Zakelijke dienstverlening;1997 1e kwartaal;5.1;4.5
595;K Zakelijke dienstverlening;1997 2e kwartaal;4.6;4.0
596;K Zakelijke dienstverlening;1997 3e kwartaal;4.7;4.0
597;K Zakelijke dienstverlening;1997 4e kwartaal;5.2;4.6
598;K Zakelijke dienstverlening;1997;4.9;4.3
599;K Zakelijke dienstverlening;1998 1e kwartaal;5.7;5.1
600;K Zakelijke dienstverlening;1998 2e kwartaal;5.5;4.8
601;K Zakelijke dienstverlening;1998 3e kwartaal;5.0;4.3
602;K Zakelijke dienstverlening;1998 4e kwartaal;5.9;5.1
603;K Zakelijke dienstverlening;1998;5.5;4.8
604;K Zakelijke dienstverlening;1999 1e kwartaal;6.6;5.8
605;K Zakelijke dienstverlening;1999 2e kwartaal;5.6;4.8
606;K Zakelijke dienstverlening;1999 3e kwartaal;5.4;4.7
607;K Zakelijke dienstverlening;1999 4e kwartaal;6.0;5.3
608;K Zakelijke dienstverlening;1999;5.9;5.2
609;K Zakelijke dienstverlening;2000 1e kwartaal;6.1;5.5
610;K Zakelijke dienstverlening;2000 2e kwartaal;5.9;5.1
611;K Zakelijke dienstverlening;2000 3e kwartaal;5.8;5.1
612;K Zakelijke dienstverlening;2000 4e kwartaal;6.1;5.4
613;K Zakelijke dienstverlening;2000;6.0;5.3
614;K Zakelijke dienstverlening;2001 1e kwartaal;6.3;5.6
615;K Zakelijke dienstverlening;2001 2e kwartaal;5.6;5.0
616;K Zakelijke dienstverlening;2001 3e kwartaal;5.6;5.0
617;K Zakelijke dienstverlening;2001 4e kwartaal;6.0;5.4
618;K Zakelijke dienstverlening;2001;5.9;5.3
619;K Zakelijke dienstverlening;2002 1e kwartaal;6.3;5.5
620;K Zakelijke dienstverlening;2002 2e kwartaal;5.7;5.1
621;K Zakelijke dienstverlening;2002 3e kwartaal;5.4;4.7
622;K Zakelijke dienstverlening;2002 4e kwartaal;6.1;5.2
623;K Zakelijke dienstverlening;2002;5.9;5.1
624;K Zakelijke dienstverlening;2003 1e kwartaal;5.8;5.0
625;K Zakelijke dienstverlening;2003 2e kwartaal;5.2;4.4
626;K Zakelijke dienstverlening;2003 3e kwartaal;4.7;3.9
627;K Zakelijke dienstverlening;2003 4e kwartaal;5.2;4.4
628;K Zakelijke dienstverlening;2003;5.3;4.5
629;K Zakelijke dienstverlening;2004 1e kwartaal;5.2;4.5
630;N Gezondheids- en welzijnszorg;1993;;
631;N Gezondheids- en welzijnszorg;1994;;
632;N Gezondheids- en welzijnszorg;1995 4e kwartaal;8.1;6.7
633;N Gezondheids- en welzijnszorg;1995;;
634;N Gezondheids- en welzijnszorg;1996 1e kwartaal;8.8;7.5
635;N Gezondheids- en welzijnszorg;1996 2e kwartaal;7.8;6.5
636;N Gezondheids- en welzijnszorg;1996 3e kwartaal;7.2;5.8
637;N Gezondheids- en welzijnszorg;1996 4e kwartaal;8.2;6.8
638;N Gezondheids- en welzijnszorg;1996;8.0;6.7
639;N Gezondheids- en welzijnszorg;1997 1e kwartaal;9.0;7.6
640;N Gezondheids- en welzijnszorg;1997 2e kwartaal;8.0;6.7
641;N Gezondheids- en welzijnszorg;1997 3e kwartaal;7.6;6.1
642;N Gezondheids- en welzijnszorg;1997 4e kwartaal;8.3;7.0
643;N Gezondheids- en welzijnszorg;1997;8.2;6.9
644;N Gezondheids- en welzijnszorg;1998 1e kwartaal;9.1;7.6
645;N Gezondheids- en welzijnszorg;1998 2e kwartaal;8.7;7.3
646;N Gezondheids- en welzijnszorg;1998 3e kwartaal;8.0;6.5
647;N Gezondheids- en welzijnszorg;1998 4e kwartaal;9.2;7.7
648;N Gezondheids- en welzijnszorg;1998;8.7;7.3
649;N Gezondheids- en welzijnszorg;1999 1e kwartaal;10.0;8.6
650;N Gezondheids- en welzijnszorg;1999 2e kwartaal;8.9;7.4
651;N Gezondheids- en welzijnszorg;1999 3e kwartaal;8.6;7.1
652;N Gezondheids- en welzijnszorg;1999 4e kwartaal;9.4;7.9
653;N Gezondheids- en welzijnszorg;1999;9.2;7.8
654;N Gezondheids- en welzijnszorg;2000 1e kwartaal;10.0;8.5
655;N Gezondheids- en welzijnszorg;2000 2e kwartaal;9.0;7.5
656;N Gezondheids- en welzijnszorg;2000 3e kwartaal;8.6;7.2
657;N Gezondheids- en welzijnszorg;2000 4e kwartaal;9.5;8.0
658;N Gezondheids- en welzijnszorg;2000;9.3;7.8
659;N Gezondheids- en welzijnszorg;2001 1e kwartaal;9.6;8.2
660;N Gezondheids- en welzijnszorg;2001 2e kwartaal;9.1;7.6
661;N Gezondheids- en welzijnszorg;2001 3e kwartaal;8.2;6.8
662;N Gezondheids- en welzijnszorg;2001 4e kwartaal;8.8;7.5
663;N Gezondheids- en welzijnszorg;2001;8.9;7.5
664;N Gezondheids- en welzijnszorg;2002 1e kwartaal;9.4;8.0
665;N Gezondheids- en welzijnszorg;2002 2e kwartaal;8.3;6.9
666;N Gezondheids- en welzijnszorg;2002 3e kwartaal;7.7;6.3
667;N Gezondheids- en welzijnszorg;2002 4e kwartaal;8.1;6.8
668;N Gezondheids- en welzijnszorg;2002;8.3;7.0
669;N Gezondheids- en welzijnszorg;2003 1e kwartaal;8.2;7.0
670;N Gezondheids- en welzijnszorg;2003 2e kwartaal;7.5;6.3
671;N Gezondheids- en welzijnszorg;2003 3e kwartaal;6.5;5.2
672;N Gezondheids- en welzijnszorg;2003 4e kwartaal;7.7;6.4
673;N Gezondheids- en welzijnszorg;2003;7.5;6.2
674;N Gezondheids- en welzijnszorg;2004 1e kwartaal;7.8;6.6
675;O Cultuur en overige dienstverl.;1993;;
676;O Cultuur en overige dienstverl.;1994;;
677;O Cultuur en overige dienstverl.;1995 4e kwartaal;4.4;3.9
678;O Cultuur en overige dienstverl.;1995;;
679;O Cultuur en overige dienstverl.;1996 1e kwartaal;4.9;4.5
680;O Cultuur en overige dienstverl.;1996 2e kwartaal;4.6;4.2
681;O Cultuur en overige dienstverl.;1996 3e kwartaal;3.8;3.0
682;O Cultuur en overige dienstverl.;1996 4e kwartaal;4.3;3.6
683;O Cultuur en overige dienstverl.;1996;4.4;3.8
684;O Cultuur en overige dienstverl.;1997 1e kwartaal;4.6;4.0
685;O Cultuur en overige dienstverl.;1997 2e kwartaal;3.9;3.5
686;O Cultuur en overige dienstverl.;1997 3e kwartaal;4.3;3.5
687;O Cultuur en overige dienstverl.;1997 4e kwartaal;4.9;4.1
688;O Cultuur en overige dienstverl.;1997;4.4;3.8
689;O Cultuur en overige dienstverl.;1998 1e kwartaal;5.0;4.1
690;O Cultuur en overige dienstverl.;1998 2e kwartaal;4.5;3.8
691;O Cultuur en overige dienstverl.;1998 3e kwartaal;4.1;3.5
692;O Cultuur en overige dienstverl.;1998 4e kwartaal;5.4;4.5
693;O Cultuur en overige dienstverl.;1998;4.8;4.0
694;O Cultuur en overige dienstverl.;1999 1e kwartaal;5.9;5.3
695;O Cultuur en overige dienstverl.;1999 2e kwartaal;4.3;3.9
696;O Cultuur en overige dienstverl.;1999 3e kwartaal;5.0;4.4
697;O Cultuur en overige dienstverl.;1999 4e kwartaal;5.3;4.9
698;O Cultuur en overige dienstverl.;1999;5.1;4.6
699;O Cultuur en overige dienstverl.;2000 1e kwartaal;5.3;4.8
700;O Cultuur en overige dienstverl.;2000 2e kwartaal;5.2;4.5
701;O Cultuur en overige dienstverl.;2000 3e kwartaal;5.1;4.4
702;O Cultuur en overige dienstverl.;2000 4e kwartaal;5.5;5.2
703;O Cultuur en overige dienstverl.;2000;5.3;4.7
704;O Cultuur en overige dienstverl.;2001 1e kwartaal;5.2;4.7
705;O Cultuur en overige dienstverl.;2001 2e kwartaal;5.2;4.7
706;O Cultuur en overige dienstverl.;2001 3e kwartaal;4.7;4.1
707;O Cultuur en overige dienstverl.;2001 4e kwartaal;5.4;5.1
708;O Cultuur en overige dienstverl.;2001;5.1;4.7
709;O Cultuur en overige dienstverl.;2002 1e kwartaal;5.4;5.0
710;O Cultuur en overige dienstverl.;2002 2e kwartaal;5.1;4.7
711;O Cultuur en overige dienstverl.;2002 3e kwartaal;4.7;4.2
712;O Cultuur en overige dienstverl.;2002 4e kwartaal;4.8;4.4
713;O Cultuur en overige dienstverl.;2002;5.0;4.6
714;O Cultuur en overige dienstverl.;2003 1e kwartaal;5.4;4.9
715;O Cultuur en overige dienstverl.;2003 2e kwartaal;4.7;4.3
716;O Cultuur en overige dienstverl.;2003 3e kwartaal;4.2;3.9
717;O Cultuur en overige dienstverl.;2003 4e kwartaal;4.7;4.2
718;O Cultuur en overige dienstverl.;2003;4.7;4.3
719;O Cultuur en overige dienstverl.;2004 1e kwartaal;4.8;4.4
720;DA Voedings- en genotmiddelenind.;1993;;
721;DA Voedings- en genotmiddelenind.;1994;;
722;DA Voedings- en genotmiddelenind.;1995 4e kwartaal;6.2;5.8
723;DA Voedings- en genotmiddelenind.;1995;;
724;DA Voedings- en genotmiddelenind.;1996 1e kwartaal;5.9;5.6
725;DA Voedings- en genotmiddelenind.;1996 2e kwartaal;5.0;4.6
726;DA Voedings- en genotmiddelenind.;1996 3e kwartaal;4.7;4.2
727;DA Voedings- en genotmiddelenind.;1996 4e kwartaal;5.6;5.3
728;DA Voedings- en genotmiddelenind.;1996;5.3;4.9
729;DA Voedings- en genotmiddelenind.;1997 1e kwartaal;6.0;5.6
730;DA Voedings- en genotmiddelenind.;1997 2e kwartaal;5.1;4.8
731;DA Voedings- en genotmiddelenind.;1997 3e kwartaal;5.0;4.7
732;DA Voedings- en genotmiddelenind.;1997 4e kwartaal;5.9;5.4
733;DA Voedings- en genotmiddelenind.;1997;5.5;5.1
734;DA Voedings- en genotmiddelenind.;1998 1e kwartaal;6.1;5.8
735;DA Voedings- en genotmiddelenind.;1998 2e kwartaal;6.1;5.6
736;DA Voedings- en genotmiddelenind.;1998 3e kwartaal;5.7;5.2
737;DA Voedings- en genotmiddelenind.;1998 4e kwartaal;6.1;5.7
738;DA Voedings- en genotmiddelenind.;1998;6.0;5.6
739;DA Voedings- en genotmiddelenind.;1999 1e kwartaal;6.8;6.5
740;DA Voedings- en genotmiddelenind.;1999 2e kwartaal;6.3;5.9
741;DA Voedings- en genotmiddelenind.;1999 3e kwartaal;6.1;5.8
742;DA Voedings- en genotmiddelenind.;1999 4e kwartaal;6.8;6.3
743;DA Voedings- en genotmiddelenind.;1999;6.5;6.1
744;DA Voedings- en genotmiddelenind.;2000 1e kwartaal;6.4;6.0
745;DA Voedings- en genotmiddelenind.;2000 2e kwartaal;5.8;5.4
746;DA Voedings- en genotmiddelenind.;2000 3e kwartaal;5.7;5.2
747;DA Voedings- en genotmiddelenind.;2000 4e kwartaal;6.9;6.5
748;DA Voedings- en genotmiddelenind.;2000;6.2;5.8
749;DA Voedings- en genotmiddelenind.;2001 1e kwartaal;6.8;6.3
750;DA Voedings- en genotmiddelenind.;2001 2e kwartaal;6.1;5.7
751;DA Voedings- en genotmiddelenind.;2001 3e kwartaal;5.7;5.2
752;DA Voedings- en genotmiddelenind.;2001 4e kwartaal;6.5;6.0
753;DA Voedings- en genotmiddelenind.;2001;6.3;5.8
754;DA Voedings- en genotmiddelenind.;2002 1e kwartaal;6.5;6.2
755;DA Voedings- en genotmiddelenind.;2002 2e kwartaal;5.8;5.4
756;DA Voedings- en genotmiddelenind.;2002 3e kwartaal;5.3;4.9
757;DA Voedings- en genotmiddelenind.;2002 4e kwartaal;6.0;5.6
758;DA Voedings- en genotmiddelenind.;2002;5.9;5.5
759;DA Voedings- en genotmiddelenind.;2003 1e kwartaal;5.9;5.4
760;DA Voedings- en genotmiddelenind.;2003 2e kwartaal;5.2;4.8
761;DA Voedings- en genotmiddelenind.;2003 3e kwartaal;4.6;4.3
762;DA Voedings- en genotmiddelenind.;2003 4e kwartaal;5.4;5.0
763;DA Voedings- en genotmiddelenind.;2003;5.3;4.9
764;DA Voedings- en genotmiddelenind.;2004 1e kwartaal;5.2;4.8
765;22 Grafische industrie;1993;;
766;22 Grafische industrie;1994;;
767;22 Grafische industrie;1995 4e kwartaal;5.6;5.2
768;22 Grafische industrie;1995;;
769;22 Grafische industrie;1996 1e kwartaal;5.5;5.1
770;22 Grafische industrie;1996 2e kwartaal;4.5;4.0
771;22 Grafische industrie;1996 3e kwartaal;3.8;3.4
772;22 Grafische industrie;1996 4e kwartaal;4.7;4.3
773;22 Grafische industrie;1996;4.6;4.2
774;22 Grafische industrie;1997 1e kwartaal;5.1;4.8
775;22 Grafische industrie;1997 2e kwartaal;4.5;4.2
776;22 Grafische industrie;1997 3e kwartaal;4.7;4.1
777;22 Grafische industrie;1997 4e kwartaal;5.8;5.5
778;22 Grafische industrie;1997;5.0;4.7
779;22 Grafische industrie;1998 1e kwartaal;5.7;5.3
780;22 Grafische industrie;1998 2e kwartaal;5.2;4.8
781;22 Grafische industrie;1998 3e kwartaal;4.8;4.3
782;22 Grafische industrie;1998 4e kwartaal;5.9;5.6
783;22 Grafische industrie;1998;5.4;5.0
784;22 Grafische industrie;1999 1e kwartaal;6.1;5.7
785;22 Grafische industrie;1999 2e kwartaal;5.4;5.0
786;22 Grafische industrie;1999 3e kwartaal;5.0;4.5
787;22 Grafische industrie;1999 4e kwartaal;6.2;5.7
788;22 Grafische industrie;1999;5.7;5.2
789;22 Grafische industrie;2000 1e kwartaal;5.8;5.4
790;22 Grafische industrie;2000 2e kwartaal;5.6;5.2
791;22 Grafische industrie;2000 3e kwartaal;5.5;4.9
792;22 Grafische industrie;2000 4e kwartaal;6.0;5.6
793;22 Grafische industrie;2000;5.7;5.3
794;22 Grafische industrie;2001 1e kwartaal;6.8;6.2
795;22 Grafische industrie;2001 2e kwartaal;6.1;5.5
796;22 Grafische industrie;2001 3e kwartaal;5.3;4.7
797;22 Grafische industrie;2001 4e kwartaal;6.4;5.7
798;22 Grafische industrie;2001;6.2;5.5
799;22 Grafische industrie;2002 1e kwartaal;6.3;5.9
800;22 Grafische industrie;2002 2e kwartaal;5.7;5.3
801;22 Grafische industrie;2002 3e kwartaal;5.6;5.1
802;22 Grafische industrie;2002 4e kwartaal;6.1;5.6
803;22 Grafische industrie;2002;5.9;5.5
804;22 Grafische industrie;2003 1e kwartaal;6.2;5.7
805;22 Grafische industrie;2003 2e kwartaal;5.0;4.6
806;22 Grafische industrie;2003 3e kwartaal;4.4;4.0
807;22 Grafische industrie;2003 4e kwartaal;5.5;5.2
808;22 Grafische industrie;2003;5.3;4.9
809;22 Grafische industrie;2004 1e kwartaal;5.2;4.8
810;2300b Aardolie/chem.i/rubber/kunstst.ind;1993;;
811;2300b Aardolie/chem.i/rubber/kunstst.ind;1994;;
812;2300b Aardolie/chem.i/rubber/kunstst.ind;1995 4e kwartaal;5.5;5.1
813;2300b Aardolie/chem.i/rubber/kunstst.ind;1995;;
814;2300b Aardolie/chem.i/rubber/kunstst.ind;1996 1e kwartaal;5.4;5.2
815;2300b Aardolie/chem.i/rubber/kunstst.ind;1996 2e kwartaal;4.6;4.4
816;2300b Aardolie/chem.i/rubber/kunstst.ind;1996 3e kwartaal;4.2;4.0
817;2300b Aardolie/chem.i/rubber/kunstst.ind;1996 4e kwartaal;4.9;4.5
818;2300b Aardolie/chem.i/rubber/kunstst.ind;1996;4.8;4.5
819;2300b Aardolie/chem.i/rubber/kunstst.ind;1997 1e kwartaal;5.7;5.4
820;2300b Aardolie/chem.i/rubber/kunstst.ind;1997 2e kwartaal;4.9;4.6
821;2300b Aardolie/chem.i/rubber/kunstst.ind;1997 3e kwartaal;4.8;4.6
822;2300b Aardolie/chem.i/rubber/kunstst.ind;1997 4e kwartaal;5.5;5.2
823;2300b Aardolie/chem.i/rubber/kunstst.ind;1997;5.2;5.0
824;2300b Aardolie/chem.i/rubber/kunstst.ind;1998 1e kwartaal;5.7;5.4
825;2300b Aardolie/chem.i/rubber/kunstst.ind;1998 2e kwartaal;5.4;4.9
826;2300b Aardolie/chem.i/rubber/kunstst.ind;1998 3e kwartaal;5.0;4.7
827;2300b Aardolie/chem.i/rubber/kunstst.ind;1998 4e kwartaal;5.8;5.5
828;2300b Aardolie/chem.i/rubber/kunstst.ind;1998;5.4;5.1
829;2300b Aardolie/chem.i/rubber/kunstst.ind;1999 1e kwartaal;6.3;6.1
830;2300b Aardolie/chem.i/rubber/kunstst.ind;1999 2e kwartaal;5.4;5.1
831;2300b Aardolie/chem.i/rubber/kunstst.ind;1999 3e kwartaal;5.0;4.6
832;2300b Aardolie/chem.i/rubber/kunstst.ind;1999 4e kwartaal;6.0;5.6
833;2300b Aardolie/chem.i/rubber/kunstst.ind;1999;5.7;5.4
834;2300b Aardolie/chem.i/rubber/kunstst.ind;2000 1e kwartaal;6.6;6.2
835;2300b Aardolie/chem.i/rubber/kunstst.ind;2000 2e kwartaal;5.7;5.3
836;2300b Aardolie/chem.i/rubber/kunstst.ind;2000 3e kwartaal;5.5;5.0
837;2300b Aardolie/chem.i/rubber/kunstst.ind;2000 4e kwartaal;6.3;5.8
838;2300b Aardolie/chem.i/rubber/kunstst.ind;2000;6.0;5.6
839;2300b Aardolie/chem.i/rubber/kunstst.ind;2001 1e kwartaal;6.4;6.0
840;2300b Aardolie/chem.i/rubber/kunstst.ind;2001 2e kwartaal;6.2;5.8
841;2300b Aardolie/chem.i/rubber/kunstst.ind;2001 3e kwartaal;5.3;5.0
842;2300b Aardolie/chem.i/rubber/kunstst.ind;2001 4e kwartaal;6.0;5.7
843;2300b Aardolie/chem.i/rubber/kunstst.ind;2001;6.0;5.6
844;2300b Aardolie/chem.i/rubber/kunstst.ind;2002 1e kwartaal;6.3;6.0
845;2300b Aardolie/chem.i/rubber/kunstst.ind;2002 2e kwartaal;5.7;5.3
846;2300b Aardolie/chem.i/rubber/kunstst.ind;2002 3e kwartaal;5.4;5.0
