ID;GeharmoniseerdSysteem;Perioden;BalassaIndex_1;AandeelHoofdstukInDeTotaleUitvoer_2;UitvoerNederlandsProduct_3;Wederuitvoer_4
741;"28 Anorganische chemische producten; ...";2009;1.2;0.9;73.2;26.8
742;"28 Anorganische chemische producten; ...";2010;1.2;1.0;73.9;26.1
743;"28 Anorganische chemische producten; ...";2011;1.3;1.0;73.5;26.5
744;"28 Anorganische chemische producten; ...";2012;1.3;1.0;71.8;28.2
745;"28 Anorganische chemische producten; ...";2013;1.2;0.8;69.5;30.5
746;"28 Anorganische chemische producten; ...";2014;1.2;0.8;64.9;35.1
747;"28 Anorganische chemische producten; ...";2015;1.4;0.8;72.7;27.3
748;"28 Anorganische chemische producten; ...";2016;1.3;0.7;64.8;35.2
749;"28 Anorganische chemische producten; ...";2017;1.3;0.7;66.3;33.7
750;"28 Anorganische chemische producten; ...";2018;1.4;0.8;67.5;32.5
751;"28 Anorganische chemische producten; ...";2019;1.5;0.8;65.8;34.2
752;"28 Anorganische chemische producten; ...";2020;1.3;0.8;67.7;32.3
753;"28 Anorganische chemische producten; ...";2021;1.2;0.8;64.7;35.3
754;29 Organische chemische producten;1996;1.7;4.9;;
755;29 Organische chemische producten;1997;1.7;4.8;;
756;29 Organische chemische producten;1998;1.5;4.5;;
757;29 Organische chemische producten;1999;1.4;4.3;;
758;29 Organische chemische producten;2000;1.4;4.6;;
759;29 Organische chemische producten;2001;1.4;4.4;;
760;29 Organische chemische producten;2002;1.3;4.5;68.7;31.3
761;29 Organische chemische producten;2003;1.3;4.4;73.0;27.0
762;29 Organische chemische producten;2004;1.4;4.6;71.9;28.1
763;29 Organische chemische producten;2005;1.3;4.7;74.6;25.4
764;29 Organische chemische producten;2006;1.4;4.6;73.0;27.0
765;29 Organische chemische producten;2007;1.5;4.8;71.8;28.2
766;29 Organische chemische producten;2008;1.4;4.3;69.8;30.2
767;29 Organische chemische producten;2009;1.2;4.2;67.3;32.7
768;29 Organische chemische producten;2010;1.4;4.6;70.0;30.0
769;29 Organische chemische producten;2011;1.5;4.6;71.3;28.7
770;29 Organische chemische producten;2012;1.5;4.9;68.0;32.0
771;29 Organische chemische producten;2013;1.4;4.5;60.3;39.7
772;29 Organische chemische producten;2014;1.3;4.0;64.8;35.2
773;29 Organische chemische producten;2015;1.2;3.7;63.2;36.8
774;29 Organische chemische producten;2016;1.1;3.2;71.4;28.6
775;29 Organische chemische producten;2017;1.4;3.4;71.5;28.5
776;29 Organische chemische producten;2018;1.3;3.6;69.0;31.0
777;29 Organische chemische producten;2019;1.1;2.9;70.1;29.9
778;29 Organische chemische producten;2020;1.0;2.7;66.7;33.3
779;29 Organische chemische producten;2021;1.3;3.2;72.4;27.6
780;30 Farmaceutische producten;1996;0.7;1.4;;
781;30 Farmaceutische producten;1997;0.6;1.5;;
782;30 Farmaceutische producten;1998;0.7;1.7;;
783;30 Farmaceutische producten;1999;0.6;1.8;;
784;30 Farmaceutische producten;2000;0.7;2.0;;
785;30 Farmaceutische producten;2001;0.6;2.3;;
786;30 Farmaceutische producten;2002;0.6;2.8;48.5;51.5
787;30 Farmaceutische producten;2003;0.6;3.0;45.5;54.5
788;30 Farmaceutische producten;2004;0.6;3.1;41.3;58.7
789;30 Farmaceutische producten;2005;0.6;3.1;39.4;60.6
790;30 Farmaceutische producten;2006;0.6;3.1;35.8;64.2
791;30 Farmaceutische producten;2007;0.6;3.4;31.5;68.5
792;30 Farmaceutische producten;2008;0.9;4.6;34.6;65.4
793;30 Farmaceutische producten;2009;0.9;6.2;27.5;72.5
794;30 Farmaceutische producten;2010;0.8;5.6;44.0;56.0
795;30 Farmaceutische producten;2011;0.7;4.3;32.0;68.0
796;30 Farmaceutische producten;2012;0.7;4.2;26.4;73.6
797;30 Farmaceutische producten;2013;0.7;4.0;22.5;77.5
798;30 Farmaceutische producten;2014;0.7;4.6;24.8;75.2
799;30 Farmaceutische producten;2015;0.8;5.6;35.6;64.4
800;30 Farmaceutische producten;2016;0.7;5.0;31.0;69.0
801;30 Farmaceutische producten;2017;0.8;4.9;38.5;61.5
802;30 Farmaceutische producten;2018;0.8;4.8;39.7;60.3
803;30 Farmaceutische producten;2019;0.8;5.2;41.1;58.9
804;30 Farmaceutische producten;2020;0.8;6.2;37.0;63.0
805;30 Farmaceutische producten;2021;0.7;5.3;37.8;62.2
806;31 Meststoffen;1996;3.1;0.5;;
807;31 Meststoffen;1997;2.9;0.5;;
808;31 Meststoffen;1998;2.5;0.4;;
809;31 Meststoffen;1999;2.7;0.4;;
810;31 Meststoffen;2000;2.8;0.4;;
811;31 Meststoffen;2001;2.7;0.4;;
812;31 Meststoffen;2002;2.7;0.3;84.7;15.3
813;31 Meststoffen;2003;3.0;0.4;80.7;19.3
814;31 Meststoffen;2004;3.2;0.4;85.3;14.7
815;31 Meststoffen;2005;2.8;0.4;83.5;16.5
816;31 Meststoffen;2006;2.9;0.4;82.5;17.5
817;31 Meststoffen;2007;2.9;0.4;81.6;18.4
818;31 Meststoffen;2008;2.5;0.6;83.1;16.9
819;31 Meststoffen;2009;2.3;0.4;84.4;15.6
820;31 Meststoffen;2010;2.1;0.4;81.9;18.1
821;31 Meststoffen;2011;2.2;0.5;83.5;16.5
822;31 Meststoffen;2012;2.4;0.5;79.9;20.1
823;31 Meststoffen;2013;2.4;0.5;79.3;20.7
824;31 Meststoffen;2014;2.5;0.5;74.9;25.1
825;31 Meststoffen;2015;2.5;0.5;74.8;25.2
826;31 Meststoffen;2016;2.5;0.4;74.3;25.7
827;31 Meststoffen;2017;2.0;0.4;76.9;23.1
828;31 Meststoffen;2018;1.7;0.3;81.5;18.5
829;31 Meststoffen;2019;1.9;0.4;84.2;15.8
830;31 Meststoffen;2020;1.7;0.4;84.2;15.8
831;31 Meststoffen;2021;1.7;0.4;87.3;12.7
832;"32 Looi- en verfextracten; looizuur (...";1996;1.2;1.1;;
833;"32 Looi- en verfextracten; looizuur (...";1997;1.2;1.1;;
834;"32 Looi- en verfextracten; looizuur (...";1998;1.2;1.0;;
835;"32 Looi- en verfextracten; looizuur (...";1999;1.2;1.0;;
836;"32 Looi- en verfextracten; looizuur (...";2000;1.1;0.9;;
837;"32 Looi- en verfextracten; looizuur (...";2001;1.1;0.9;;
838;"32 Looi- en verfextracten; looizuur (...";2002;1.1;0.9;63.7;36.3
839;"32 Looi- en verfextracten; looizuur (...";2003;1.1;0.9;64.2;35.8
840;"32 Looi- en verfextracten; looizuur (...";2004;1.0;0.8;63.1;36.9
841;"32 Looi- en verfextracten; looizuur (...";2005;1.0;0.8;62.3;37.7
842;"32 Looi- en verfextracten; looizuur (...";2006;1.0;0.8;61.7;38.3
843;"32 Looi- en verfextracten; looizuur (...";2007;1.0;0.7;56.6;43.4
844;"32 Looi- en verfextracten; looizuur (...";2008;1.0;0.7;52.8;47.2
845;"32 Looi- en verfextracten; looizuur (...";2009;1.1;0.9;50.1;49.9
846;"32 Looi- en verfextracten; looizuur (...";2010;1.0;0.8;56.5;43.5
847;"32 Looi- en verfextracten; looizuur (...";2011;0.9;0.7;56.9;43.1
848;"32 Looi- en verfextracten; looizuur (...";2012;1.0;0.7;57.4;42.6
849;"32 Looi- en verfextracten; looizuur (...";2013;1.0;0.8;53.2;46.8
850;"32 Looi- en verfextracten; looizuur (...";2014;1.0;0.8;57.4;42.6
851;"32 Looi- en verfextracten; looizuur (...";2015;1.0;0.8;62.7;37.3
852;"32 Looi- en verfextracten; looizuur (...";2016;1.0;0.8;58.3;41.7
853;"32 Looi- en verfextracten; looizuur (...";2017;1.1;0.8;58.4;41.6
854;"32 Looi- en verfextracten; looizuur (...";2018;1.1;0.8;57.1;42.9
855;"32 Looi- en verfextracten; looizuur (...";2019;1.2;0.8;56.1;43.9
856;"32 Looi- en verfextracten; looizuur (...";2020;1.2;0.8;49.3;50.7
857;"32 Looi- en verfextracten; looizuur (...";2021;1.2;0.8;54.2;45.8
858;"33 Etherische oliën en harsaroma's; p...";1996;0.5;0.5;;
859;"33 Etherische oliën en harsaroma's; p...";1997;0.5;0.5;;
860;"33 Etherische oliën en harsaroma's; p...";1998;0.5;0.5;;
861;"33 Etherische oliën en harsaroma's; p...";1999;0.5;0.5;;
862;"33 Etherische oliën en harsaroma's; p...";2000;0.5;0.5;;
863;"33 Etherische oliën en harsaroma's; p...";2001;0.5;0.5;;
864;"33 Etherische oliën en harsaroma's; p...";2002;0.6;0.6;69.5;30.5
865;"33 Etherische oliën en harsaroma's; p...";2003;0.6;0.6;66.7;33.3
866;"33 Etherische oliën en harsaroma's; p...";2004;0.6;0.6;57.9;42.1
867;"33 Etherische oliën en harsaroma's; p...";2005;0.5;0.6;51.0;49.0
868;"33 Etherische oliën en harsaroma's; p...";2006;0.5;0.5;52.9;47.1
869;"33 Etherische oliën en harsaroma's; p...";2007;0.4;0.5;50.1;49.9
870;"33 Etherische oliën en harsaroma's; p...";2008;0.4;0.5;49.9;50.1
871;"33 Etherische oliën en harsaroma's; p...";2009;0.4;0.5;52.7;47.3
872;"33 Etherische oliën en harsaroma's; p...";2010;0.4;0.5;52.6;47.4
873;"33 Etherische oliën en harsaroma's; p...";2011;0.4;0.5;63.3;36.7
874;"33 Etherische oliën en harsaroma's; p...";2012;0.4;0.5;59.5;40.5
875;"33 Etherische oliën en harsaroma's; p...";2013;0.5;0.6;59.4;40.6
876;"33 Etherische oliën en harsaroma's; p...";2014;0.5;0.6;60.1;39.9
877;"33 Etherische oliën en harsaroma's; p...";2015;0.5;0.7;62.3;37.7
878;"33 Etherische oliën en harsaroma's; p...";2016;0.6;0.7;65.5;34.5
879;"33 Etherische oliën en harsaroma's; p...";2017;0.6;0.7;65.8;34.2
880;"33 Etherische oliën en harsaroma's; p...";2018;0.5;0.7;62.1;37.9
881;"33 Etherische oliën en harsaroma's; p...";2019;0.6;0.7;62.2;37.8
882;"33 Etherische oliën en harsaroma's; p...";2020;0.6;0.8;65.3;34.7
883;"33 Etherische oliën en harsaroma's; p...";2021;0.6;0.8;67.4;32.6
884;34 Zeep, organische tensio-actieve pr...;1996;1.2;0.5;;
885;34 Zeep, organische tensio-actieve pr...;1997;1.1;0.5;;
886;34 Zeep, organische tensio-actieve pr...;1998;1.1;0.5;;
887;34 Zeep, organische tensio-actieve pr...;1999;1.1;0.5;;
888;34 Zeep, organische tensio-actieve pr...;2000;1.1;0.5;;
889;34 Zeep, organische tensio-actieve pr...;2001;1.1;0.5;;
890;34 Zeep, organische tensio-actieve pr...;2002;1.1;0.5;70.8;29.2
891;34 Zeep, organische tensio-actieve pr...;2003;1.1;0.5;73.8;26.2
892;34 Zeep, organische tensio-actieve pr...;2004;1.1;0.5;74.2;25.8
893;34 Zeep, organische tensio-actieve pr...;2005;1.1;0.5;76.1;23.9
894;34 Zeep, organische tensio-actieve pr...;2006;1.0;0.5;75.8;24.2
895;34 Zeep, organische tensio-actieve pr...;2007;1.0;0.5;73.0;27.0
896;34 Zeep, organische tensio-actieve pr...;2008;1.0;0.5;69.6;30.4
897;34 Zeep, organische tensio-actieve pr...;2009;0.9;0.5;67.8;32.2
898;34 Zeep, organische tensio-actieve pr...;2010;1.0;0.5;65.6;34.4
899;34 Zeep, organische tensio-actieve pr...;2011;1.1;0.5;71.1;28.9
900;34 Zeep, organische tensio-actieve pr...;2012;1.1;0.5;64.7;35.3
901;34 Zeep, organische tensio-actieve pr...;2013;1.1;0.5;65.5;34.5
902;34 Zeep, organische tensio-actieve pr...;2014;1.0;0.5;66.3;33.7
903;34 Zeep, organische tensio-actieve pr...;2015;1.1;0.6;75.5;24.5
904;34 Zeep, organische tensio-actieve pr...;2016;1.1;0.6;74.7;25.3
905;34 Zeep, organische tensio-actieve pr...;2017;1.1;0.6;76.0;24.0
906;34 Zeep, organische tensio-actieve pr...;2018;1.0;0.5;73.9;26.1
907;34 Zeep, organische tensio-actieve pr...;2019;1.0;0.5;72.6;27.4
908;34 Zeep, organische tensio-actieve pr...;2020;1.0;0.6;73.4;26.6
909;34 Zeep, organische tensio-actieve pr...;2021;0.9;0.5;72.7;27.3
910;"35 Eiwitstoffen; gewijzigd zetmeel; l...";1996;2.1;0.5;;
911;"35 Eiwitstoffen; gewijzigd zetmeel; l...";1997;2.2;0.5;;
912;"35 Eiwitstoffen; gewijzigd zetmeel; l...";1998;2.1;0.5;;
913;"35 Eiwitstoffen; gewijzigd zetmeel; l...";1999;2.0;0.5;;
914;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2000;2.1;0.5;;
915;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2001;2.0;0.5;;
916;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2002;2.1;0.5;74.9;25.1
917;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2003;1.9;0.5;75.5;24.5
918;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2004;1.9;0.4;74.3;25.7
919;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2005;1.7;0.4;74.8;25.2
920;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2006;1.8;0.4;75.5;24.5
921;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2007;1.7;0.4;70.8;29.2
922;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2008;1.4;0.3;79.9;20.1
923;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2009;1.4;0.4;78.3;21.7
924;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2010;1.4;0.3;81.6;18.4
925;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2011;1.5;0.3;80.1;19.9
926;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2012;1.4;0.4;80.3;19.7
927;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2013;1.6;0.4;79.3;20.7
928;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2014;1.5;0.4;78.4;21.6
929;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2015;1.6;0.4;77.2;22.8
930;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2016;1.7;0.4;74.4;25.6
931;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2017;1.8;0.4;72.2;27.8
932;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2018;1.8;0.4;69.2;30.8
933;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2019;1.9;0.4;68.4;31.6
934;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2020;1.9;0.5;68.0;32.0
935;"35 Eiwitstoffen; gewijzigd zetmeel; l...";2021;1.7;0.5;71.2;28.8
936;"36 Kruit en springstoffen; pyrotechni...";1996;0.5;0.0;;
937;"36 Kruit en springstoffen; pyrotechni...";1997;0.5;0.0;;
938;"36 Kruit en springstoffen; pyrotechni...";1998;0.5;0.0;;
939;"36 Kruit en springstoffen; pyrotechni...";1999;0.6;0.0;;
940;"36 Kruit en springstoffen; pyrotechni...";2000;0.9;0.0;;
941;"36 Kruit en springstoffen; pyrotechni...";2001;1.1;0.0;;
942;"36 Kruit en springstoffen; pyrotechni...";2002;1.3;0.0;78.8;21.2
943;"36 Kruit en springstoffen; pyrotechni...";2003;1.1;0.0;68.7;31.3
944;"36 Kruit en springstoffen; pyrotechni...";2004;0.8;0.0;52.0;48.0
945;"36 Kruit en springstoffen; pyrotechni...";2005;0.8;0.0;52.5;47.5
946;"36 Kruit en springstoffen; pyrotechni...";2006;0.6;0.0;61.3;38.7
947;"36 Kruit en springstoffen; pyrotechni...";2007;0.6;0.0;64.1;35.9
948;"36 Kruit en springstoffen; pyrotechni...";2008;0.7;0.0;54.8;45.2
949;"36 Kruit en springstoffen; pyrotechni...";2009;0.7;0.0;53.9;46.1
950;"36 Kruit en springstoffen; pyrotechni...";2010;0.7;0.0;57.3;42.7
951;"36 Kruit en springstoffen; pyrotechni...";2011;0.6;0.0;48.4;51.6
952;"36 Kruit en springstoffen; pyrotechni...";2012;0.6;0.0;57.8;42.2
953;"36 Kruit en springstoffen; pyrotechni...";2013;0.7;0.0;58.7;41.3
954;"36 Kruit en springstoffen; pyrotechni...";2014;0.9;0.0;63.8;36.2
955;"36 Kruit en springstoffen; pyrotechni...";2015;0.4;0.0;82.0;18.0
956;"36 Kruit en springstoffen; pyrotechni...";2016;0.4;0.0;79.3;20.7
957;"36 Kruit en springstoffen; pyrotechni...";2017;0.3;0.0;78.2;21.8
958;"36 Kruit en springstoffen; pyrotechni...";2018;0.4;0.0;80.8;19.2
959;"36 Kruit en springstoffen; pyrotechni...";2019;0.5;0.0;62.7;37.3
960;"36 Kruit en springstoffen; pyrotechni...";2020;0.5;0.0;67.7;32.3
961;"36 Kruit en springstoffen; pyrotechni...";2021;0.5;0.0;71.4;28.6
962;37 Producten voor fotografie en cinem...;1996;2.1;0.8;;
963;37 Producten voor fotografie en cinem...;1997;2.1;0.8;;
964;37 Producten voor fotografie en cinem...;1998;2.2;0.8;;
965;37 Producten voor fotografie en cinem...;1999;1.9;0.7;;
966;37 Producten voor fotografie en cinem...;2000;1.8;0.6;;
967;37 Producten voor fotografie en cinem...;2001;1.9;0.6;;
968;37 Producten voor fotografie en cinem...;2002;2.2;0.6;69.8;30.2
969;37 Producten voor fotografie en cinem...;2003;2.0;0.6;67.0;33.0
970;37 Producten voor fotografie en cinem...;2004;2.0;0.5;62.6;37.4
971;37 Producten voor fotografie en cinem...;2005;2.1;0.5;53.1;46.9
972;37 Producten voor fotografie en cinem...;2006;1.8;0.4;59.6;40.4
973;37 Producten voor fotografie en cinem...;2007;1.7;0.3;64.8;35.2
974;37 Producten voor fotografie en cinem...;2008;1.9;0.3;64.5;35.5
975;37 Producten voor fotografie en cinem...;2009;1.9;0.3;64.5;35.5
976;37 Producten voor fotografie en cinem...;2010;2.1;0.3;62.6;37.4
977;37 Producten voor fotografie en cinem...;2011;2.2;0.3;57.5;42.5
978;37 Producten voor fotografie en cinem...;2012;2.5;0.3;56.5;43.5
979;37 Producten voor fotografie en cinem...;2013;2.8;0.3;54.0;46.0
980;37 Producten voor fotografie en cinem...;2014;2.9;0.3;53.3;46.7
981;37 Producten voor fotografie en cinem...;2015;3.0;0.3;50.0;50.0
982;37 Producten voor fotografie en cinem...;2016;3.0;0.3;51.1;48.9
983;37 Producten voor fotografie en cinem...;2017;3.9;0.2;51.5;48.5
984;37 Producten voor fotografie en cinem...;2018;3.6;0.2;52.5;47.5
985;37 Producten voor fotografie en cinem...;2019;3.5;0.2;50.6;49.4
986;37 Producten voor fotografie en cinem...;2020;2.6;0.1;59.9;40.1
987;37 Producten voor fotografie en cinem...;2021;2.4;0.1;66.9;33.1
988;38 Diverse producten van de chemische...;1996;1.0;1.4;;
989;38 Diverse producten van de chemische...;1997;1.0;1.3;;
990;38 Diverse producten van de chemische...;1998;1.0;1.3;;
991;38 Diverse producten van de chemische...;1999;0.9;1.2;;
992;38 Diverse producten van de chemische...;2000;1.0;1.2;;
993;38 Diverse producten van de chemische...;2001;1.0;1.3;;
994;38 Diverse producten van de chemische...;2002;1.0;1.4;66.7;33.3
995;38 Diverse producten van de chemische...;2003;1.1;1.4;64.4;35.6
996;38 Diverse producten van de chemische...;2004;1.1;1.4;65.0;35.0
997;38 Diverse producten van de chemische...;2005;1.1;1.5;68.1;31.9
998;38 Diverse producten van de chemische...;2006;1.1;1.5;70.1;29.9
999;38 Diverse producten van de chemische...;2007;1.0;1.4;70.8;29.2
1000;38 Diverse producten van de chemische...;2008;1.1;1.6;63.7;36.3
1001;38 Diverse producten van de chemische...;2009;1.1;1.7;62.5;37.5
1002;38 Diverse producten van de chemische...;2010;1.1;1.7;67.2;32.8
1003;38 Diverse producten van de chemische...;2011;1.2;1.8;64.5;35.5
1004;38 Diverse producten van de chemische...;2012;1.1;1.7;47.8;52.2
1005;38 Diverse producten van de chemische...;2013;1.1;1.7;55.0;45.0
1006;38 Diverse producten van de chemische...;2014;1.1;1.7;53.5;46.5
1007;38 Diverse producten van de chemische...;2015;1.0;1.7;55.4;44.6
1008;38 Diverse producten van de chemische...;2016;1.1;1.8;54.5;45.5
1009;38 Diverse producten van de chemische...;2017;1.2;1.9;55.7;44.3
1010;38 Diverse producten van de chemische...;2018;1.3;2.0;58.1;41.9
1011;38 Diverse producten van de chemische...;2019;1.3;2.0;51.5;48.5
1012;38 Diverse producten van de chemische...;2020;1.5;2.5;47.9;52.1
1013;38 Diverse producten van de chemische...;2021;1.6;2.8;39.5;60.5
1014;39 Kunststof en werken daarvan;1996;1.6;6.0;;
1015;39 Kunststof en werken daarvan;1997;1.5;5.9;;
1016;39 Kunststof en werken daarvan;1998;1.5;5.6;;
1017;39 Kunststof en werken daarvan;1999;1.4;5.4;;
1018;39 Kunststof en werken daarvan;2000;1.4;5.2;;
1019;39 Kunststof en werken daarvan;2001;1.3;4.9;;
1020;39 Kunststof en werken daarvan;2002;1.4;5.1;80.3;19.7
1021;39 Kunststof en werken daarvan;2003;1.3;5.1;80.2;19.8
1022;39 Kunststof en werken daarvan;2004;1.3;5.2;80.8;19.2
1023;39 Kunststof en werken daarvan;2005;1.2;5.1;80.7;19.3
1024;39 Kunststof en werken daarvan;2006;1.2;4.9;81.1;18.9
1025;39 Kunststof en werken daarvan;2007;1.1;4.8;80.1;19.9
1026;39 Kunststof en werken daarvan;2008;1.1;4.4;78.2;21.8
1027;39 Kunststof en werken daarvan;2009;1.1;4.4;78.1;21.9
1028;39 Kunststof en werken daarvan;2010;1.0;4.4;78.9;21.1
1029;39 Kunststof en werken daarvan;2011;1.1;4.5;79.2;20.8
1030;39 Kunststof en werken daarvan;2012;1.1;4.4;79.7;20.3
1031;39 Kunststof en werken daarvan;2013;1.1;4.5;79.8;20.2
1032;39 Kunststof en werken daarvan;2014;1.1;4.6;79.8;20.2
1033;39 Kunststof en werken daarvan;2015;1.1;4.7;80.0;20.0
1034;39 Kunststof en werken daarvan;2016;1.1;4.6;78.6;21.4
1035;39 Kunststof en werken daarvan;2017;1.1;4.5;77.7;22.3
1036;39 Kunststof en werken daarvan;2018;1.1;4.4;76.0;24.0
1037;39 Kunststof en werken daarvan;2019;1.0;4.2;74.4;25.6
1038;39 Kunststof en werken daarvan;2020;1.0;4.3;74.6;25.4
1039;39 Kunststof en werken daarvan;2021;1.0;4.6;75.2;24.8
1040;40 Rubber en werken daarvan;1996;0.9;1.0;;
1041;40 Rubber en werken daarvan;1997;0.9;0.9;;
1042;40 Rubber en werken daarvan;1998;0.8;0.9;;
1043;40 Rubber en werken daarvan;1999;0.8;0.9;;
1044;40 Rubber en werken daarvan;2000;0.8;0.8;;
1045;40 Rubber en werken daarvan;2001;0.8;0.8;;
1046;40 Rubber en werken daarvan;2002;0.9;0.8;44.4;55.6
1047;40 Rubber en werken daarvan;2003;0.8;0.8;42.9;57.1
1048;40 Rubber en werken daarvan;2004;0.8;0.8;41.1;58.9
1049;40 Rubber en werken daarvan;2005;0.8;0.8;46.1;53.9
1050;40 Rubber en werken daarvan;2006;0.7;0.8;44.6;55.4
1051;40 Rubber en werken daarvan;2007;0.7;0.8;44.7;55.3
1052;40 Rubber en werken daarvan;2008;0.7;0.7;40.7;59.3
1053;40 Rubber en werken daarvan;2009;0.8;0.8;41.2;58.8
1054;40 Rubber en werken daarvan;2010;0.7;0.9;35.7;64.3
1055;40 Rubber en werken daarvan;2011;0.8;0.9;37.8;62.2
1056;40 Rubber en werken daarvan;2012;0.7;0.8;40.1;59.9
1057;40 Rubber en werken daarvan;2013;0.7;0.8;45.9;54.1
1058;40 Rubber en werken daarvan;2014;0.8;0.8;39.9;60.1
1059;40 Rubber en werken daarvan;2015;0.8;0.8;46.1;53.9
1060;40 Rubber en werken daarvan;2016;0.8;0.9;46.0;54.0
1061;40 Rubber en werken daarvan;2017;0.7;0.8;46.6;53.4
1062;40 Rubber en werken daarvan;2018;0.7;0.8;48.6;51.4
1063;40 Rubber en werken daarvan;2019;0.7;0.8;44.8;55.2
1064;40 Rubber en werken daarvan;2020;0.7;0.8;44.8;55.2
1065;40 Rubber en werken daarvan;2021;0.7;0.8;40.6;59.4
1066;41 Huiden en vellen (andere dan pelte...;1996;0.7;0.3;;
1067;41 Huiden en vellen (andere dan pelte...;1997;0.7;0.3;;
1068;41 Huiden en vellen (andere dan pelte...;1998;0.6;0.2;;
1069;41 Huiden en vellen (andere dan pelte...;1999;0.6;0.2;;
1070;41 Huiden en vellen (andere dan pelte...;2000;0.5;0.2;;
1071;41 Huiden en vellen (andere dan pelte...;2001;0.5;0.2;;
1072;41 Huiden en vellen (andere dan pelte...;2002;0.5;0.2;59.6;40.4
1073;41 Huiden en vellen (andere dan pelte...;2003;0.5;0.2;64.6;35.4
1074;41 Huiden en vellen (andere dan pelte...;2004;0.5;0.1;61.2;38.8
1075;41 Huiden en vellen (andere dan pelte...;2005;0.5;0.1;60.6;39.4
1076;41 Huiden en vellen (andere dan pelte...;2006;0.5;0.1;56.8;43.2
1077;41 Huiden en vellen (andere dan pelte...;2007;0.4;0.1;57.8;42.2
1078;41 Huiden en vellen (andere dan pelte...;2008;0.4;0.1;57.5;42.5
1079;41 Huiden en vellen (andere dan pelte...;2009;0.5;0.1;49.6;50.4
1080;41 Huiden en vellen (andere dan pelte...;2010;0.4;0.1;48.2;51.8
1081;41 Huiden en vellen (andere dan pelte...;2011;0.5;0.1;49.9;50.1
1082;41 Huiden en vellen (andere dan pelte...;2012;0.5;0.1;61.6;38.4
1083;41 Huiden en vellen (andere dan pelte...;2013;0.4;0.1;59.7;40.3
1084;41 Huiden en vellen (andere dan pelte...;2014;0.5;0.1;62.0;38.0
1085;41 Huiden en vellen (andere dan pelte...;2015;0.5;0.1;60.6;39.4
1086;41 Huiden en vellen (andere dan pelte...;2016;0.5;0.1;55.2;44.8
1087;41 Huiden en vellen (andere dan pelte...;2017;0.5;0.1;57.9;42.1
1088;41 Huiden en vellen (andere dan pelte...;2018;0.4;0.1;62.6;37.4
1089;41 Huiden en vellen (andere dan pelte...;2019;0.4;0.1;69.5;30.5
1090;41 Huiden en vellen (andere dan pelte...;2020;0.4;0.1;69.0;31.0
1091;41 Huiden en vellen (andere dan pelte...;2021;0.4;0.0;60.0;40.0
1092;"42 Lederwaren; zadel- en tuigmakerswe...";1996;0.6;0.2;;
1093;"42 Lederwaren; zadel- en tuigmakerswe...";1997;0.7;0.2;;
1094;"42 Lederwaren; zadel- en tuigmakerswe...";1998;0.7;0.2;;
1095;"42 Lederwaren; zadel- en tuigmakerswe...";1999;0.7;0.2;;
1096;"42 Lederwaren; zadel- en tuigmakerswe...";2000;0.6;0.2;;
1097;"42 Lederwaren; zadel- en tuigmakerswe...";2001;0.5;0.2;;
1098;"42 Lederwaren; zadel- en tuigmakerswe...";2002;0.5;0.2;28.0;72.0
1099;"42 Lederwaren; zadel- en tuigmakerswe...";2003;0.5;0.2;31.8;68.2
1100;"42 Lederwaren; zadel- en tuigmakerswe...";2004;0.5;0.1;30.9;69.1
1101;"42 Lederwaren; zadel- en tuigmakerswe...";2005;0.5;0.2;28.1;71.9
1102;"42 Lederwaren; zadel- en tuigmakerswe...";2006;0.5;0.2;27.0;73.0
1103;"42 Lederwaren; zadel- en tuigmakerswe...";2007;0.5;0.2;26.9;73.1
1104;"42 Lederwaren; zadel- en tuigmakerswe...";2008;0.4;0.2;32.5;67.5
1105;"42 Lederwaren; zadel- en tuigmakerswe...";2009;0.5;0.2;39.1;60.9
1106;"42 Lederwaren; zadel- en tuigmakerswe...";2010;0.5;0.2;36.6;63.4
1107;"42 Lederwaren; zadel- en tuigmakerswe...";2011;0.5;0.2;39.1;60.9
1108;"42 Lederwaren; zadel- en tuigmakerswe...";2012;0.4;0.2;41.8;58.2
1109;"42 Lederwaren; zadel- en tuigmakerswe...";2013;0.5;0.2;35.5;64.5
