ID;GWW;Periods;InputPriceIndices_1;ChangesComparedTo1YearEarlier_2
1391;"4213 Bridges and tunnels; constructio.";2024 February;125.9;-0.1
1392;"4213 Bridges and tunnels; constructio.";2024 March;126.1;-0.6
1393;"4213 Bridges and tunnels; constructio.";2024 April;125.9;-0.6
1394;"4213 Bridges and tunnels; constructio.";2024 May;125.2;-0.9
1395;"4213 Bridges and tunnels; constructio.";2024 June;125.7;0.0
1396;"4213 Bridges and tunnels; constructio.";2024 July;128.1;2.4
1397;"4213 Bridges and tunnels; constructio.";2024 August;128.1;2.7
1398;"4213 Bridges and tunnels; constructio.";2024 September;127.6;2.4
1399;"4213 Bridges and tunnels; constructio.";2024 October;127.3;2.3
1400;"4213 Bridges and tunnels; constructio.";2024 November;127.5;2.8
1401;"4213 Bridges and tunnels; constructio.";2024 December;127.7;2.4
1402;"4213 Bridges and tunnels; constructio.";2025 January;128.8;2.2
1403;4221 Constructions and construction w.;2020 January;99.3;
1404;4221 Constructions and construction w.;2020 February;99.9;
1405;4221 Constructions and construction w.;2020 March;98.3;
1406;4221 Constructions and construction w.;2020 April;99.2;
1407;4221 Constructions and construction w.;2020 May;100.9;
1408;4221 Constructions and construction w.;2020 June;101.4;
1409;4221 Constructions and construction w.;2020 July;99.7;
1410;4221 Constructions and construction w.;2020 August;99.9;
1411;4221 Constructions and construction w.;2020 September;100.3;
1412;4221 Constructions and construction w.;2020 October;100.4;
1413;4221 Constructions and construction w.;2020 November;99.8;
1414;4221 Constructions and construction w.;2020 December;100.9;
1415;4221 Constructions and construction w.;2021 January;101.3;2.0
1416;4221 Constructions and construction w.;2021 February;102.6;2.7
1417;4221 Constructions and construction w.;2021 March;102.7;4.5
1418;4221 Constructions and construction w.;2021 April;105.5;6.4
1419;4221 Constructions and construction w.;2021 May;105.4;4.5
1420;4221 Constructions and construction w.;2021 June;103.0;1.6
1421;4221 Constructions and construction w.;2021 July;107.5;7.8
1422;4221 Constructions and construction w.;2021 August;106.8;6.9
1423;4221 Constructions and construction w.;2021 September;107.0;6.6
1424;4221 Constructions and construction w.;2021 October;104.1;3.7
1425;4221 Constructions and construction w.;2021 November;106.3;6.4
1426;4221 Constructions and construction w.;2021 December;105.8;4.9
1427;4221 Constructions and construction w.;2022 January;110.5;9.1
1428;4221 Constructions and construction w.;2022 February;117.3;14.4
1429;4221 Constructions and construction w.;2022 March;117.3;14.3
1430;4221 Constructions and construction w.;2022 April;119.8;13.6
1431;4221 Constructions and construction w.;2022 May;118.9;12.8
1432;4221 Constructions and construction w.;2022 June;121.0;17.4
1433;4221 Constructions and construction w.;2022 July;118.9;10.6
1434;4221 Constructions and construction w.;2022 August;120.7;13.0
1435;4221 Constructions and construction w.;2022 September;123.4;15.4
1436;4221 Constructions and construction w.;2022 October;127.1;22.1
1437;4221 Constructions and construction w.;2022 November;125.5;18.1
1438;4221 Constructions and construction w.;2022 December;125.1;18.2
1439;4221 Constructions and construction w.;2023 January;124.0;12.2
1440;4221 Constructions and construction w.;2023 February;127.9;9.1
1441;4221 Constructions and construction w.;2023 March;127.0;8.2
1442;4221 Constructions and construction w.;2023 April;127.1;6.1
1443;4221 Constructions and construction w.;2023 May;127.1;6.9
1444;4221 Constructions and construction w.;2023 June;131.5;8.7
1445;4221 Constructions and construction w.;2023 July;131.9;10.9
1446;4221 Constructions and construction w.;2023 August;132.5;9.7
1447;4221 Constructions and construction w.;2023 September;131.1;6.2
1448;4221 Constructions and construction w.;2023 October;131.5;3.5
1449;4221 Constructions and construction w.;2023 November;131.2;4.6
1450;4221 Constructions and construction w.;2023 December;131.1;4.8
1451;4221 Constructions and construction w.;2024 January;132.7;7.1
1452;4221 Constructions and construction w.;2024 February;134.9;5.4
1453;4221 Constructions and construction w.;2024 March;131.5;3.6
1454;4221 Constructions and construction w.;2024 April;133.4;5.0
1455;4221 Constructions and construction w.;2024 May;133.2;4.9
1456;4221 Constructions and construction w.;2024 June;132.7;0.9
1457;4221 Constructions and construction w.;2024 July;136.3;3.3
1458;4221 Constructions and construction w.;2024 August;137.7;4.0
1459;4221 Constructions and construction w.;2024 September;136.0;3.8
1460;4221 Constructions and construction w.;2024 October;137.0;4.2
1461;4221 Constructions and construction w.;2024 November;134.6;2.5
1462;4221 Constructions and construction w.;2024 December;134.7;2.7
1463;4221 Constructions and construction w.;2025 January;137.2;3.4
1464;4291 Constructions/construction works fo;2020 January;101.5;
1465;4291 Constructions/construction works fo;2020 February;101.2;
1466;4291 Constructions/construction works fo;2020 March;99.7;
1467;4291 Constructions/construction works fo;2020 April;98.9;
1468;4291 Constructions/construction works fo;2020 May;98.6;
1469;4291 Constructions/construction works fo;2020 June;99.2;
1470;4291 Constructions/construction works fo;2020 July;100.8;
1471;4291 Constructions/construction works fo;2020 August;100.6;
1472;4291 Constructions/construction works fo;2020 September;99.2;
1473;4291 Constructions/construction works fo;2020 October;100.1;
1474;4291 Constructions/construction works fo;2020 November;99.9;
1475;4291 Constructions/construction works fo;2020 December;100.4;
1476;4291 Constructions/construction works fo;2021 January;104.5;3.0
1477;4291 Constructions/construction works fo;2021 February;105.1;3.8
1478;4291 Constructions/construction works fo;2021 March;106.3;6.7
1479;4291 Constructions/construction works fo;2021 April;103.4;4.6
1480;4291 Constructions/construction works fo;2021 May;107.1;8.7
1481;4291 Constructions/construction works fo;2021 June;107.4;8.3
1482;4291 Constructions/construction works fo;2021 July;106.8;5.9
1483;4291 Constructions/construction works fo;2021 August;108.1;7.4
1484;4291 Constructions/construction works fo;2021 September;108.2;9.0
1485;4291 Constructions/construction works fo;2021 October;109.6;9.5
1486;4291 Constructions/construction works fo;2021 November;111.5;11.6
1487;4291 Constructions/construction works fo;2021 December;112.0;11.6
1488;4291 Constructions/construction works fo;2022 January;114.8;9.9
1489;4291 Constructions/construction works fo;2022 February;117.4;11.7
1490;4291 Constructions/construction works fo;2022 March;121.4;14.1
1491;4291 Constructions/construction works fo;2022 April;125.4;21.3
1492;4291 Constructions/construction works fo;2022 May;125.8;17.4
1493;4291 Constructions/construction works fo;2022 June;127.9;19.0
1494;4291 Constructions/construction works fo;2022 July;127.4;19.3
1495;4291 Constructions/construction works fo;2022 August;129.1;19.5
1496;4291 Constructions/construction works fo;2022 September;127.8;18.1
1497;4291 Constructions/construction works fo;2022 October;128.0;16.8
1498;4291 Constructions/construction works fo;2022 November;126.2;13.2
1499;4291 Constructions/construction works fo;2022 December;125.2;11.7
1500;4291 Constructions/construction works fo;2023 January;127.0;10.6
1501;4291 Constructions/construction works fo;2023 February;125.8;7.1
1502;4291 Constructions/construction works fo;2023 March;126.9;4.6
1503;4291 Constructions/construction works fo;2023 April;129.8;3.5
1504;4291 Constructions/construction works fo;2023 May;130.8;4.0
1505;4291 Constructions/construction works fo;2023 June;129.9;1.6
1506;4291 Constructions/construction works fo;2023 July;133.8;5.0
1507;4291 Constructions/construction works fo;2023 August;135.2;4.7
1508;4291 Constructions/construction works fo;2023 September;137.7;7.7
1509;4291 Constructions/construction works fo;2023 October;137.6;7.5
1510;4291 Constructions/construction works fo;2023 November;135.7;7.5
1511;4291 Constructions/construction works fo;2023 December;134.8;7.7
1512;4291 Constructions/construction works fo;2024 January;139.7;10.0
1513;4291 Constructions/construction works fo;2024 February;140.2;11.4
1514;4291 Constructions/construction works fo;2024 March;140.6;10.8
1515;4291 Constructions/construction works fo;2024 April;140.7;8.4
1516;4291 Constructions/construction works fo;2024 May;140.6;7.5
1517;4291 Constructions/construction works fo;2024 June;140.1;7.8
1518;4291 Constructions/construction works fo;2024 July;141.8;6.0
1519;4291 Constructions/construction works fo;2024 August;141.2;4.4
1520;4291 Constructions/construction works fo;2024 September;140.0;1.7
1521;4291 Constructions/construction works fo;2024 October;141.0;2.5
1522;4291 Constructions/construction works fo;2024 November;142.1;4.7
1523;4291 Constructions/construction works fo;2024 December;141.7;5.1
1524;4291 Constructions/construction works fo;2025 January;142.5;2.0
1525;4312 Site preparation works;2020 January;103.2;
1526;4312 Site preparation works;2020 February;102.3;
1527;4312 Site preparation works;2020 March;99.5;
1528;4312 Site preparation works;2020 April;99.7;
1529;4312 Site preparation works;2020 May;99.1;
1530;4312 Site preparation works;2020 June;99.6;
1531;4312 Site preparation works;2020 July;100.3;
1532;4312 Site preparation works;2020 August;99.9;
1533;4312 Site preparation works;2020 September;97.7;
1534;4312 Site preparation works;2020 October;99.2;
1535;4312 Site preparation works;2020 November;99.3;
1536;4312 Site preparation works;2020 December;100.2;
1537;4312 Site preparation works;2021 January;104.8;1.5
1538;4312 Site preparation works;2021 February;105.8;3.4
1539;4312 Site preparation works;2021 March;106.7;7.2
1540;4312 Site preparation works;2021 April;102.7;3.1
1541;4312 Site preparation works;2021 May;107.9;8.9
1542;4312 Site preparation works;2021 June;108.3;8.7
1543;4312 Site preparation works;2021 July;107.3;6.9
1544;4312 Site preparation works;2021 August;108.8;8.9
1545;4312 Site preparation works;2021 September;109.3;11.9
1546;4312 Site preparation works;2021 October;111.8;12.7
1547;4312 Site preparation works;2021 November;113.4;14.1
1548;4312 Site preparation works;2021 December;114.4;14.2
1549;4312 Site preparation works;2022 January;117.1;11.8
1550;4312 Site preparation works;2022 February;120.6;14.0
1551;4312 Site preparation works;2022 March;129.1;21.0
1552;4312 Site preparation works;2022 April;129.9;26.5
1553;4312 Site preparation works;2022 May;131.2;21.6
1554;4312 Site preparation works;2022 June;135.5;25.1
1555;4312 Site preparation works;2022 July;134.5;25.4
1556;4312 Site preparation works;2022 August;137.0;25.9
1557;4312 Site preparation works;2022 September;134.6;23.1
1558;4312 Site preparation works;2022 October;138.3;23.7
1559;4312 Site preparation works;2022 November;134.3;18.4
1560;4312 Site preparation works;2022 December;130.6;14.2
1561;4312 Site preparation works;2023 January;131.9;12.6
1562;4312 Site preparation works;2023 February;128.1;6.2
1563;4312 Site preparation works;2023 March;128.7;-0.3
1564;4312 Site preparation works;2023 April;130.5;0.5
1565;4312 Site preparation works;2023 May;130.1;-0.8
1566;4312 Site preparation works;2023 June;129.7;-4.2
1567;4312 Site preparation works;2023 July;133.4;-0.8
1568;4312 Site preparation works;2023 August;137.2;0.1
1569;4312 Site preparation works;2023 September;139.8;3.9
1570;4312 Site preparation works;2023 October;139.2;0.6
1571;4312 Site preparation works;2023 November;137.3;2.2
1572;4312 Site preparation works;2023 December;136.3;4.4
1573;4312 Site preparation works;2024 January;141.8;7.5
1574;4312 Site preparation works;2024 February;143.3;11.9
1575;4312 Site preparation works;2024 March;143.6;11.6
1576;4312 Site preparation works;2024 April;143.6;10.1
1577;4312 Site preparation works;2024 May;141.8;8.9
1578;4312 Site preparation works;2024 June;140.9;8.6
1579;4312 Site preparation works;2024 July;143.1;7.2
1580;4312 Site preparation works;2024 August;141.4;3.0
1581;4312 Site preparation works;2024 September;139.6;-0.1
1582;4312 Site preparation works;2024 October;142.1;2.1
1583;4312 Site preparation works;2024 November;142.9;4.1
1584;4312 Site preparation works;2024 December;142.7;4.6
1585;4312 Site preparation works;2025 January;143.8;1.4
1586;4321 Electrical installation works;2020 January;101.2;
1587;4321 Electrical installation works;2020 February;101.0;
1588;4321 Electrical installation works;2020 March;100.2;
1589;4321 Electrical installation works;2020 April;100.1;
1590;4321 Electrical installation works;2020 May;100.1;
1591;4321 Electrical installation works;2020 June;99.8;
1592;4321 Electrical installation works;2020 July;100.0;
1593;4321 Electrical installation works;2020 August;100.0;
1594;4321 Electrical installation works;2020 September;99.7;
1595;4321 Electrical installation works;2020 October;99.2;
1596;4321 Electrical installation works;2020 November;99.2;
1597;4321 Electrical installation works;2020 December;99.5;
1598;4321 Electrical installation works;2021 January;100.6;-0.6
1599;4321 Electrical installation works;2021 February;101.2;0.2
1600;4321 Electrical installation works;2021 March;102.1;1.9
1601;4321 Electrical installation works;2021 April;103.4;3.3
1602;4321 Electrical installation works;2021 May;104.7;4.6
1603;4321 Electrical installation works;2021 June;106.0;6.3
1604;4321 Electrical installation works;2021 July;108.0;8.1
1605;4321 Electrical installation works;2021 August;108.1;8.1
1606;4321 Electrical installation works;2021 September;109.2;9.5
1607;4321 Electrical installation works;2021 October;111.5;12.3
1608;4321 Electrical installation works;2021 November;112.0;12.9
1609;4321 Electrical installation works;2021 December;112.4;12.9
1610;4321 Electrical installation works;2022 January;114.4;13.7
1611;4321 Electrical installation works;2022 February;116.0;14.6
1612;4321 Electrical installation works;2022 March;118.7;16.3
1613;4321 Electrical installation works;2022 April;122.3;18.2
1614;4321 Electrical installation works;2022 May;124.7;19.1
1615;4321 Electrical installation works;2022 June;124.6;17.5
1616;4321 Electrical installation works;2022 July;125.6;16.3
1617;4321 Electrical installation works;2022 August;125.1;15.7
1618;4321 Electrical installation works;2022 September;125.6;15.0
1619;4321 Electrical installation works;2022 October;124.5;11.7
1620;4321 Electrical installation works;2022 November;124.3;11.0
1621;4321 Electrical installation works;2022 December;122.3;8.8
1622;4321 Electrical installation works;2023 January;122.4;7.0
1623;4321 Electrical installation works;2023 February;121.9;5.1
1624;4321 Electrical installation works;2023 March;122.0;2.7
1625;4321 Electrical installation works;2023 April;121.4;-0.7
1626;4321 Electrical installation works;2023 May;119.9;-3.8
1627;4321 Electrical installation works;2023 June;119.5;-4.1
1628;4321 Electrical installation works;2023 July;118.7;-5.5
1629;4321 Electrical installation works;2023 August;118.3;-5.4
1630;4321 Electrical installation works;2023 September;119.0;-5.3
1631;4321 Electrical installation works;2023 October;118.2;-5.1
1632;4321 Electrical installation works;2023 November;117.2;-5.7
1633;4321 Electrical installation works;2023 December;117.3;-4.0
1634;4321 Electrical installation works;2024 January;119.2;-2.7
1635;4321 Electrical installation works;2024 February;119.4;-2.0
1636;4321 Electrical installation works;2024 March;119.6;-2.0
1637;4321 Electrical installation works;2024 April;119.9;-1.3
1638;4321 Electrical installation works;2024 May;119.8;-0.1
1639;4321 Electrical installation works;2024 June;119.9;0.4
1640;4321 Electrical installation works;2024 July;121.5;2.3
1641;4321 Electrical installation works;2024 August;121.0;2.3
1642;4321 Electrical installation works;2024 September;120.0;0.8
1643;4321 Electrical installation works;2024 October;120.4;1.9
1644;4321 Electrical installation works;2024 November;120.9;3.1
1645;4321 Electrical installation works;2024 December;120.8;3.0
1646;4321 Electrical installation works;2025 January;121.7;2.1
