ID;EigenaarBewoner;KenmerkenVanHuishoudens;Perioden;ParticuliereHuishoudens_1;GemiddeldeHypotheekschuldEigenWoning_2;GemiddeldeWaardeEigenWoning_3;GemiddeldBrutoInkomen_4;GemiddeldBesteedbaarInkomen_5;HypotheekschuldWoningwaarde_6;HypotheekschuldBrutoInkomen_7;HypotheekschuldBesteedbaarInkomen_8;GeenSchuld_9;k_0Tot07_10;k_07Tot08_11;k_08Tot09_12;k_09Tot10_13;k_1OfHoger_14;GeenSchuld_15;k_0Tot2_16;k_2Tot4_17;k_4OfHoger_18;GeenSchuld_19;k_0Tot35_20;k_35Tot7_21;k_7OfHoger_22
298;Totaal;Hoofdkostwinner: 65 tot 75 jaar;2016;668.8;82.9;278.1;58.4;43.0;0.22;1.06;1.38;217.4;360.0;26.6;19.8;14.6;30.4;217.4;237.2;147.0;67.2;217.4;308.2;115.0;28.3
299;Totaal;Hoofdkostwinner: 65 tot 75 jaar;2017;691.8;84.2;293.6;63.3;45.4;0.22;1.05;1.38;223.3;380.9;27.0;19.9;14.4;26.2;223.3;249.4;153.5;65.5;223.3;322.6;118.8;27.1
300;Totaal;Hoofdkostwinner: 65 tot 75 jaar;2018;713.9;85.5;313.2;61.9;45.0;0.21;1.06;1.39;229.0;404.8;26.8;19.0;13.1;21.3;229.0;257.6;160.4;66.9;229.0;333.4;123.8;27.8
301;Totaal;Hoofdkostwinner: 65 tot 75 jaar;2019;731.7;87.6;336.4;67.3;49.2;0.2;1.03;1.36;231.3;431.3;25.4;16.8;10.3;16.6;231.3;273.6;162.8;63.9;231.3;352.3;122.2;25.9
302;Totaal;Hoofdkostwinner: 65 tot 75 jaar;2020;746.2;87.6;355.4;66.7;48.8;0.19;1.01;1.32;236.4;450.3;23.5;14.5;8.4;13.1;236.4;281.9;164.4;63.5;236.4;362.7;121.4;25.7
303;Totaal;Hoofdkostwinner: 65 tot 75 jaar;2021;764.6;89.4;388.2;68.3;50.2;0.18;1.0;1.31;240.0;479.5;19.3;10.7;5.5;9.6;240.0;291.5;169.0;64.1;240.0;375.1;124.0;25.5
304;Totaal;Hoofdkostwinner: 65 tot 75 jaar;2022;764.2;91.8;467.1;72.6;52.8;0.15;0.98;1.29;237.3;504.3;9.8;4.6;2.3;5.9;237.3;301.2;167.0;58.7;237.3;383.3;120.8;22.9
305;Totaal;Hoofdkostwinner: 65 tot 75 jaar;2023;765.4;95.5;469.6;80.7;57.8;0.16;0.94;1.26;232.5;509.1;10.2;4.8;2.5;6.3;232.5;321.5;161.4;50.0;232.5;401.4;111.2;20.3
306;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2006;193.9;24.4;304.8;;;0.0;;;117.8;72.9;1.0;0.7;0.5;1.1;;;;;;;;
307;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2007;204.2;26.6;321.8;;;0.0;;;122.0;78.9;1.0;0.8;0.5;1.0;;;;;;;;
308;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2008;214.9;28.7;334.5;;;0.0;;;126.4;84.9;1.1;0.8;0.5;1.0;;;;;;;;
309;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2009;239.0;28.6;329.1;;;0.0;;;146.4;88.5;1.2;0.9;0.6;1.3;;;;;;;;
310;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2010;249.7;30.7;308.6;;;0.0;;;149.6;94.5;1.7;1.1;0.8;1.9;;;;;;;;
311;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2011;253.2;34.8;304.3;43.8;33.9;0.0;0.0;0.0;140.5;106.5;2.1;1.3;0.9;1.9;140.5;72.8;27.5;12.4;140.5;89.0;18.2;5.5
312;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2012;264.0;37.2;288.9;44.7;34.8;0.0;0.0;0.0;142.1;113.6;2.9;1.7;1.2;2.5;142.1;77.0;31.0;13.9;142.1;95.3;20.6;6.0
313;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2013;274.9;39.4;258.8;45.2;34.7;0.0;0.0;0.0;143.8;118.3;4.2;2.7;1.8;4.1;143.8;81.5;34.6;15.0;143.8;101.4;23.3;6.4
314;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2014;288.4;41.4;257.3;46.9;36.2;0.0;0.0;0.0;148.1;125.3;4.9;3.2;2.2;4.7;148.1;86.6;37.8;15.9;148.1;108.4;25.3;6.5
315;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2015;301.2;42.8;262.4;46.0;35.3;0.0;0.0;0.0;156.6;128.8;5.4;3.5;2.3;4.7;156.6;86.5;40.8;17.3;156.6;109.8;27.8;7.1
316;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2016;315.4;45.5;271.4;47.1;36.1;0.0;0.0;0.0;158.1;140.6;5.8;3.8;2.5;4.7;158.1;93.3;45.4;18.7;158.1;118.7;31.2;7.4
317;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2017;329.0;48.1;287.0;49.2;37.2;0.02;0.14;0.18;160.2;152.5;5.7;3.9;2.5;4.2;160.2;99.1;50.1;19.6;160.2;126.8;34.3;7.7
318;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2018;343.8;50.7;308.2;49.4;37.7;0.04;0.24;0.29;164.2;164.3;5.7;3.7;2.2;3.6;164.2;103.3;55.2;21.1;164.2;133.8;37.4;8.3
319;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2019;364.2;53.6;333.1;52.5;40.5;0.05;0.32;0.39;170.2;180.4;5.4;3.3;1.8;3.1;170.2;111.2;60.3;22.5;170.2;145.6;39.9;8.5
320;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2020;385.4;55.6;354.0;52.0;40.2;0.05;0.37;0.45;177.2;196.2;5.0;2.8;1.6;2.6;177.2;118.4;65.6;24.3;177.2;156.0;43.1;9.2
321;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2021;401.9;57.9;387.0;53.0;41.3;0.06;0.43;0.53;181.3;211.0;4.2;2.1;1.1;2.1;181.3;123.6;70.6;26.4;181.3;164.2;46.6;9.7
322;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2022;438.8;61.4;468.0;56.3;43.8;0.06;0.49;0.6;192.7;240.9;2.1;1.0;0.5;1.6;192.7;138.8;79.2;28.1;192.7;184.7;51.7;9.8
323;Totaal;Hoofdkostwinner: 75 tot 85 jaar;2023;470.3;65.2;469.0;62.0;47.7;0.07;0.54;0.66;200.9;263.2;2.5;1.2;0.7;1.9;200.9;155.5;86.0;27.9;200.9;205.7;53.6;10.1
324;Totaal;Hoofdkostwinner: 85 jaar of ouder;2006;38.0;13.0;304.0;;;0.0;;;29.0;8.7;0.1;0.1;0.1;0.1;;;;;;;;
325;Totaal;Hoofdkostwinner: 85 jaar of ouder;2007;41.6;13.7;321.1;;;0.0;;;31.5;9.7;0.1;0.1;0.1;0.1;;;;;;;;
326;Totaal;Hoofdkostwinner: 85 jaar of ouder;2008;45.3;14.8;336.9;;;0.0;;;34.2;10.7;0.1;0.1;0.1;0.1;;;;;;;;
327;Totaal;Hoofdkostwinner: 85 jaar of ouder;2009;55.5;13.9;330.1;;;0.0;;;43.4;11.7;0.1;0.1;0.1;0.1;;;;;;;;
328;Totaal;Hoofdkostwinner: 85 jaar of ouder;2010;60.2;15.3;312.1;;;0.0;;;46.5;13.1;0.2;0.2;0.1;0.2;;;;;;;;
329;Totaal;Hoofdkostwinner: 85 jaar of ouder;2011;60.4;17.1;304.1;41.9;32.1;0.0;0.0;0.0;44.9;14.7;0.2;0.1;0.1;0.2;44.9;10.8;3.1;1.6;44.9;12.6;2.0;0.8
330;Totaal;Hoofdkostwinner: 85 jaar of ouder;2012;64.4;18.1;288.7;42.9;33.0;0.0;0.0;0.0;47.4;16.1;0.3;0.2;0.1;0.3;47.4;11.6;3.5;1.8;47.4;13.7;2.3;1.0
331;Totaal;Hoofdkostwinner: 85 jaar of ouder;2013;68.6;18.9;258.2;43.3;32.8;0.0;0.0;0.0;49.9;17.3;0.4;0.3;0.2;0.5;49.9;12.6;4.0;2.0;49.9;15.0;2.7;1.0
332;Totaal;Hoofdkostwinner: 85 jaar of ouder;2014;73.3;19.6;255.7;44.2;33.7;0.0;0.0;0.0;53.0;18.7;0.4;0.3;0.2;0.6;53.0;13.7;4.5;2.1;53.0;16.5;2.9;0.9
333;Totaal;Hoofdkostwinner: 85 jaar of ouder;2015;78.0;20.1;260.7;43.6;33.2;0.0;0.0;0.0;56.6;19.7;0.5;0.3;0.2;0.5;56.6;14.1;4.9;2.3;56.6;17.2;3.1;1.0
334;Totaal;Hoofdkostwinner: 85 jaar of ouder;2016;83.7;21.7;269.4;43.7;33.3;0.0;0.0;0.0;59.4;22.6;0.6;0.4;0.2;0.5;59.4;16.1;5.7;2.6;59.4;19.5;3.7;1.2
335;Totaal;Hoofdkostwinner: 85 jaar of ouder;2017;88.9;23.4;285.5;44.4;33.4;0.0;0.0;0.0;61.6;25.7;0.6;0.3;0.2;0.5;61.6;17.8;6.6;2.9;61.6;21.7;4.2;1.3
336;Totaal;Hoofdkostwinner: 85 jaar of ouder;2018;94.1;24.7;306.3;44.5;33.7;0.0;0.0;0.0;64.0;28.8;0.5;0.3;0.2;0.3;64.0;19.5;7.6;3.2;64.0;24.0;4.9;1.3
337;Totaal;Hoofdkostwinner: 85 jaar of ouder;2019;100.2;26.8;331.0;46.0;35.5;0.0;0.0;0.0;66.5;32.4;0.5;0.3;0.2;0.3;66.5;21.7;8.5;3.5;66.5;26.9;5.4;1.4
338;Totaal;Hoofdkostwinner: 85 jaar of ouder;2020;105.6;28.4;350.5;46.3;35.8;0.0;0.0;0.0;68.7;35.8;0.5;0.2;0.1;0.2;68.7;23.5;9.6;3.8;68.7;29.4;6.0;1.6
339;Totaal;Hoofdkostwinner: 85 jaar of ouder;2021;111.0;30.4;383.1;46.4;36.4;0.0;0.0;0.0;70.7;39.5;0.4;0.2;0.1;0.2;70.7;25.3;10.7;4.2;70.7;31.9;6.7;1.7
340;Totaal;Hoofdkostwinner: 85 jaar of ouder;2022;116.0;32.8;461.9;48.4;38.0;0.0;0.0;0.0;71.8;43.8;0.2;0.1;0.0;0.1;71.8;28.0;11.9;4.3;71.8;35.4;7.2;1.6
341;Totaal;Hoofdkostwinner: 85 jaar of ouder;2023;120.6;35.8;461.0;52.4;40.8;0.0;0.0;0.0;72.6;47.6;0.2;0.1;0.1;0.2;72.6;30.8;12.8;4.5;72.6;38.8;7.4;1.8
342;Totaal;Bron: Inkomen als werknemer;2006;2487.3;147.3;256.5;;;0.6;;;138.2;1305.9;182.6;185.2;215.6;459.7;;;;;;;;
343;Totaal;Bron: Inkomen als werknemer;2007;2513.7;157.0;271.3;;;0.61;;;130.4;1298.2;196.0;216.7;257.8;414.6;;;;;;;;
344;Totaal;Bron: Inkomen als werknemer;2008;2551.3;165.2;280.9;;;0.63;;;131.0;1279.7;207.4;234.4;279.5;419.3;;;;;;;;
345;Totaal;Bron: Inkomen als werknemer;2009;2608.4;170.1;277.9;;;0.67;;;173.7;1192.4;203.3;224.0;261.1;553.8;;;;;;;;
346;Totaal;Bron: Inkomen als werknemer;2010;2617.7;173.8;259.9;;;0.74;;;176.4;1054.1;188.9;200.9;223.7;773.8;;;;;;;;
347;Totaal;Bron: Inkomen als werknemer;2011;2560.3;177.3;261.6;89.7;48.5;0.76;2.09;3.8;175.4;995.7;190.5;206.3;230.7;761.7;175.4;1040.7;1089.4;254.7;175.4;989.0;1133.1;262.7
348;Totaal;Bron: Inkomen als werknemer;2012;2554.6;182.5;249.6;91.8;48.9;0.83;2.11;3.9;147.7;901.7;180.3;194.8;216.7;913.6;147.7;1047.2;1113.6;246.2;147.7;968.2;1175.4;263.4
349;Totaal;Bron: Inkomen als werknemer;2013;2542.3;183.5;224.6;94.1;50.2;0.93;2.09;3.85;140.6;758.6;156.4;166.5;181.6;1138.5;140.6;1059.3;1118.8;223.5;140.6;983.4;1188.7;229.6
350;Totaal;Bron: Inkomen als werknemer;2014;2521.6;180.4;223.1;96.2;51.7;0.92;2.03;3.7;156.6;735.1;156.4;168.2;187.8;1117.5;156.6;1079.5;1096.6;188.9;156.6;1014.5;1166.5;184.1
351;Totaal;Bron: Inkomen als werknemer;2015;2532.7;177.2;228.7;96.1;53.1;0.89;2.0;3.56;179.9;760.1;165.9;182.7;209.4;1034.6;179.9;1085.1;1093.7;173.9;179.9;1057.5;1137.8;157.5
352;Totaal;Bron: Inkomen als werknemer;2016;2543.2;177.7;238.2;98.3;55.1;0.85;1.96;3.43;172.1;806.9;182.2;208.9;265.4;907.8;172.1;1135.5;1080.7;155.0;172.1;1137.0;1102.1;132.1
353;Totaal;Bron: Inkomen als werknemer;2017;2561.8;178.6;254.8;101.4;56.3;0.8;1.91;3.36;175.2;884.0;216.9;263.0;348.8;673.8;175.2;1191.4;1060.3;134.8;175.2;1179.5;1086.7;120.3
354;Totaal;Bron: Inkomen als werknemer;2018;2589.0;181.1;276.9;104.8;58.0;0.74;1.86;3.29;182.1;1001.4;272.6;341.8;335.3;455.7;182.1;1247.7;1035.4;123.7;182.1;1230.1;1063.8;113.0
355;Totaal;Bron: Inkomen als werknemer;2019;2600.9;183.9;302.6;109.7;60.8;0.68;1.79;3.17;180.6;1179.5;339.4;354.0;260.7;286.8;180.6;1331.9;975.4;113.1;180.6;1318.8;997.2;104.4
356;Totaal;Bron: Inkomen als werknemer;2020;2605.4;186.2;325.4;114.1;63.8;0.63;1.73;3.04;188.9;1336.3;357.0;313.7;207.3;202.3;188.9;1385.2;926.6;104.7;188.9;1396.1;925.4;95.0
357;Totaal;Bron: Inkomen als werknemer;2021;2596.1;191.0;360.1;118.7;67.1;0.58;1.71;2.95;189.8;1557.8;336.7;247.2;135.3;129.3;189.8;1400.2;904.2;101.9;189.8;1437.8;877.8;90.8
358;Totaal;Bron: Inkomen als werknemer;2022;2626.1;196.2;438.4;127.1;70.8;0.48;1.61;2.83;200.0;1974.4;224.4;111.2;45.0;71.2;200.0;1508.3;827.2;90.6;200.0;1516.4;824.5;85.3
359;Totaal;Bron: Inkomen als werknemer;2023;2620.5;202.1;444.8;136.3;76.1;0.47;1.53;2.67;197.7;1933.8;213.9;117.8;64.2;93.1;197.7;1591.5;745.8;85.6;197.7;1609.1;733.0;80.6
360;Totaal;Bron: Inkomen als zelfstandige (totaal);2006;358.0;181.9;351.5;;;0.46;;;53.4;193.9;22.9;21.4;20.5;45.9;;;;;;;;
361;Totaal;Bron: Inkomen als zelfstandige (totaal);2007;384.0;194.9;371.7;;;0.48;;;56.2;203.5;26.4;26.2;24.9;46.8;;;;;;;;
362;Totaal;Bron: Inkomen als zelfstandige (totaal);2008;417.6;211.6;391.3;;;0.51;;;56.4;217.6;31.1;31.6;30.0;50.8;;;;;;;;
363;Totaal;Bron: Inkomen als zelfstandige (totaal);2009;455.0;217.0;391.0;;;0.53;;;75.1;210.5;33.6;33.7;34.0;68.0;;;;;;;;
364;Totaal;Bron: Inkomen als zelfstandige (totaal);2010;458.6;226.3;366.3;;;0.61;;;74.3;185.2;32.6;32.6;33.6;100.5;;;;;;;;
365;Totaal;Bron: Inkomen als zelfstandige (totaal);2011;458.2;235.8;368.8;97.4;64.7;0.65;2.4;3.46;66.4;180.4;34.1;35.2;36.7;105.3;66.4;130.9;133.5;127.4;66.4;165.1;137.7;89.0
366;Totaal;Bron: Inkomen als zelfstandige (totaal);2012;457.3;243.8;352.8;96.8;64.6;0.71;2.53;3.63;62.6;162.2;32.9;33.8;36.2;129.6;62.6;124.6;134.3;135.7;62.6;158.5;141.2;95.0
367;Totaal;Bron: Inkomen als zelfstandige (totaal);2013;455.3;245.8;316.7;95.3;62.6;0.81;2.58;3.76;60.8;135.3;28.8;29.9;31.6;168.9;60.8;120.9;136.6;136.9;60.8;152.0;144.2;98.2
368;Totaal;Bron: Inkomen als zelfstandige (totaal);2014;464.5;243.3;314.5;109.6;73.8;0.81;2.37;3.42;63.9;135.0;29.5;31.2;33.2;171.7;63.9;136.4;141.4;122.7;63.9;173.4;144.5;82.7
369;Totaal;Bron: Inkomen als zelfstandige (totaal);2015;476.1;238.5;321.4;98.7;64.9;0.78;2.4;3.47;67.7;143.8;31.7;34.0;36.5;162.3;67.7;134.0;150.5;123.9;67.7;172.5;149.5;86.3
370;Totaal;Bron: Inkomen als zelfstandige (totaal);2016;487.6;237.9;332.3;105.9;70.7;0.76;2.26;3.24;68.4;154.7;35.7;38.4;43.0;147.4;68.4;149.4;158.1;111.7;68.4;194.7;150.6;73.9
371;Totaal;Bron: Inkomen als zelfstandige (totaal);2017;489.4;234.5;349.9;112.0;74.1;0.71;2.14;3.09;69.4;169.7;41.0;44.8;49.4;115.0;69.4;160.1;161.2;98.7;69.4;207.5;148.4;64.1
372;Totaal;Bron: Inkomen als zelfstandige (totaal);2018;509.7;238.3;381.3;118.4;78.6;0.66;2.06;2.98;73.5;198.2;49.1;53.7;49.4;85.8;73.5;174.3;167.9;94.0;73.5;224.9;149.8;61.5
373;Totaal;Bron: Inkomen als zelfstandige (totaal);2019;521.0;242.0;412.2;137.7;93.1;0.62;1.95;2.81;73.4;231.4;58.1;56.0;41.6;60.5;73.4;193.3;167.5;86.7;73.4;247.9;144.9;54.8
374;Totaal;Bron: Inkomen als zelfstandige (totaal);2020;511.4;241.8;439.2;130.8;87.8;0.58;1.92;2.75;74.0;250.7;58.9;50.0;32.9;44.8;74.0;191.9;162.1;83.3;74.0;246.8;137.8;52.8
375;Totaal;Bron: Inkomen als zelfstandige (totaal);2021;527.0;241.2;478.9;134.6;90.2;0.53;1.84;2.64;78.1;297.7;57.4;40.4;22.6;30.7;78.1;206.4;163.5;79.0;78.1;262.1;136.8;50.0
376;Totaal;Bron: Inkomen als zelfstandige (totaal);2022;543.5;241.6;573.6;143.0;94.8;0.43;1.76;2.56;83.8;375.7;38.5;19.3;9.0;17.2;83.8;220.7;164.1;75.0;83.8;275.1;136.8;47.9
377;Totaal;Bron: Inkomen als zelfstandige (totaal);2023;548.3;249.1;585.8;153.9;101.1;0.43;1.72;2.52;81.2;379.8;35.8;19.6;11.1;20.7;81.2;232.4;160.0;74.7;81.2;283.8;133.7;49.6
378;Totaal;Bron: Inkomen als zelfstandig ondernemer;2006;247.2;144.2;303.8;;;0.44;;;40.6;134.3;15.5;14.6;13.9;28.3;;;;;;;;
379;Totaal;Bron: Inkomen als zelfstandig ondernemer;2007;267.2;154.1;321.9;;;0.45;;;44.1;141.5;17.8;18.0;17.1;28.8;;;;;;;;
380;Totaal;Bron: Inkomen als zelfstandig ondernemer;2008;279.3;164.4;334.6;;;0.48;;;42.5;146.4;20.3;20.8;19.8;29.6;;;;;;;;
381;Totaal;Bron: Inkomen als zelfstandig ondernemer;2009;304.7;166.8;336.0;;;0.5;;;57.6;140.6;21.6;21.9;22.4;40.5;;;;;;;;
382;Totaal;Bron: Inkomen als zelfstandig ondernemer;2010;305.0;171.5;312.5;;;0.57;;;57.2;123.3;21.0;20.7;21.6;61.2;;;;;;;;
383;Totaal;Bron: Inkomen als zelfstandig ondernemer;2011;303.9;180.9;311.9;83.1;57.3;0.61;2.26;3.12;50.8;120.6;21.7;22.6;23.7;64.5;50.8;87.7;86.5;79.0;50.8;116.5;89.1;47.6
384;Totaal;Bron: Inkomen als zelfstandig ondernemer;2012;304.6;187.0;298.2;81.9;56.8;0.67;2.4;3.3;48.2;109.4;21.4;21.8;23.5;80.2;48.2;83.1;87.4;85.9;48.2;112.2;92.2;51.9
385;Totaal;Bron: Inkomen als zelfstandig ondernemer;2013;304.8;189.0;268.7;81.7;56.4;0.77;2.46;3.4;46.8;92.8;19.0;19.6;20.6;105.9;46.8;81.8;89.3;86.9;46.8;109.8;95.4;52.8
386;Totaal;Bron: Inkomen als zelfstandig ondernemer;2014;313.4;187.4;267.9;85.7;59.3;0.77;2.33;3.22;48.9;93.7;19.7;20.8;22.0;108.2;48.9;88.5;95.4;80.6;48.9;120.2;98.0;46.3
387;Totaal;Bron: Inkomen als zelfstandig ondernemer;2015;324.0;182.3;272.5;87.2;60.6;0.75;2.22;3.07;51.6;100.9;21.4;23.0;24.5;102.6;51.6;96.1;101.2;75.2;51.6;131.9;99.0;41.6
388;Totaal;Bron: Inkomen als zelfstandig ondernemer;2016;334.1;181.6;282.0;92.0;63.9;0.72;2.11;2.92;52.2;109.3;24.4;26.2;29.2;92.8;52.2;106.8;107.0;68.1;52.2;147.2;98.4;36.2
389;Totaal;Bron: Inkomen als zelfstandig ondernemer;2017;340.1;180.8;299.9;96.6;66.6;0.68;2.02;2.81;54.2;121.5;28.4;30.8;34.0;71.3;54.2;114.5;110.1;61.3;54.2;157.2;96.6;32.1
390;Totaal;Bron: Inkomen als zelfstandig ondernemer;2018;351.9;182.4;323.0;100.9;69.1;0.63;1.94;2.71;56.0;140.4;33.9;37.0;33.5;51.1;56.0;125.3;114.0;56.5;56.0;170.7;95.9;29.2
391;Totaal;Bron: Inkomen als zelfstandig ondernemer;2019;360.4;185.3;349.2;105.2;72.3;0.59;1.88;2.64;55.6;164.2;40.4;38.3;27.7;34.0;55.6;135.2;115.7;53.8;55.6;182.8;94.4;27.6
392;Totaal;Bron: Inkomen als zelfstandig ondernemer;2020;350.5;187.7;372.4;110.2;76.0;0.56;1.8;2.51;54.5;176.7;40.4;33.4;21.3;24.2;54.5;138.8;108.8;48.5;54.5;186.2;85.5;24.3
393;Totaal;Bron: Inkomen als zelfstandig ondernemer;2021;361.4;189.1;408.1;117.1;80.7;0.51;1.72;2.4;57.1;209.8;38.3;26.3;14.2;15.8;57.1;150.5;108.5;45.4;57.1;198.1;83.6;22.7
394;Totaal;Bron: Inkomen als zelfstandig ondernemer;2022;368.2;190.9;489.4;122.3;82.7;0.42;1.65;2.34;60.1;258.7;24.5;11.5;4.9;8.6;60.1;158.1;107.7;42.4;60.1;203.9;82.7;21.6
395;Totaal;Bron: Inkomen als zelfstandig ondernemer;2023;369.9;197.1;501.3;127.2;85.1;0.41;1.61;2.31;58.0;260.2;22.5;11.9;6.4;10.9;58.0;165.2;104.1;42.6;58.0;208.3;80.4;23.1
396;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2006;105.8;270.8;464.2;;;0.51;;;11.9;57.1;7.1;6.6;6.3;16.9;;;;;;;;
397;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2007;112.1;293.6;491.6;;;0.54;;;11.1;59.8;8.2;7.9;7.6;17.5;;;;;;;;
398;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2008;131.6;313.9;513.3;;;0.57;;;12.7;67.8;10.4;10.4;9.8;20.5;;;;;;;;
399;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2009;142.6;327.8;511.5;;;0.61;;;15.6;66.4;11.5;11.4;11.1;26.6;;;;;;;;
400;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2010;146.6;342.6;480.2;;;0.69;;;15.7;58.9;11.1;11.4;11.5;37.9;;;;;;;;
401;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2011;146.9;352.3;489.3;128.6;81.4;0.72;2.68;4.28;14.1;57.0;11.9;12.2;12.4;39.3;14.1;41.7;45.4;45.7;14.1;46.7;46.8;39.3
402;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2012;145.7;365.1;469.6;129.8;82.1;0.78;2.76;4.45;13.3;50.4;11.0;11.5;12.2;47.4;13.3;40.0;45.4;47.0;13.3;44.4;47.3;40.7
403;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2013;142.8;369.6;421.9;126.1;77.1;0.89;2.83;4.69;12.9;40.1;9.4;9.8;10.5;60.2;12.9;37.5;45.5;46.9;12.9;40.2;46.8;42.8
404;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2014;142.9;369.2;419.8;164.6;107.6;0.9;2.44;3.92;13.6;38.9;9.3;9.9;10.6;60.5;13.6;46.2;44.1;39.0;13.6;51.0;44.4;33.9
405;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2015;144.1;367.6;434.2;126.6;75.9;0.87;2.79;4.66;14.8;40.5;9.8;10.5;11.4;57.0;14.8;36.2;47.4;45.7;14.8;38.6;48.4;42.3
406;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2016;145.7;370.4;450.9;140.1;87.7;0.84;2.6;4.22;14.7;42.8;10.8;11.7;13.2;52.4;14.7;40.8;49.2;41.0;14.7;45.2;50.1;35.6
407;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2017;141.8;366.3;472.7;151.2;93.8;0.79;2.45;3.99;13.8;45.6;12.2;13.5;14.7;42.1;13.8;43.7;49.3;35.0;13.8;48.0;49.9;30.2
408;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2018;150.8;371.6;519.7;161.6;102.3;0.73;2.38;3.86;16.1;55.0;14.6;16.1;15.3;33.6;16.1;47.2;52.2;35.4;16.1;52.1;52.1;30.6
409;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2019;153.9;377.8;562.1;216.6;143.9;0.68;2.12;3.39;16.3;64.2;17.0;17.1;13.4;25.8;16.3;56.4;50.3;30.9;16.3;63.0;48.8;25.7
410;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2020;154.5;367.3;593.1;179.6;116.1;0.63;2.22;3.53;18.3;70.9;17.9;16.1;11.3;20.1;18.3;51.4;51.8;33.1;18.3;58.4;50.7;27.2
411;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2021;158.9;362.2;642.1;176.5;113.3;0.58;2.16;3.42;19.6;84.3;18.5;13.7;8.2;14.5;19.6;53.9;53.4;32.0;19.6;61.6;51.5;26.2
412;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2022;168.3;355.0;760.2;190.3;122.8;0.48;2.04;3.23;22.1;112.4;13.7;7.6;4.0;8.4;22.1;60.5;54.7;31.0;22.1;68.7;52.3;25.2
413;Totaal;Bron: Inkomen als dir.-grootaandeelh.;2023;172.4;362.9;769.5;213.4;137.0;0.47;1.98;3.14;21.9;115.7;13.1;7.6;4.6;9.6;21.9;65.3;54.7;30.5;21.9;73.2;52.0;25.3
414;Totaal;Bron: Inkomen als overige zelfstandige;2006;5.0;159.3;325.5;;;0.43;;;0.9;2.5;0.3;0.3;0.3;0.7;;;;;;;;
415;Totaal;Bron: Inkomen als overige zelfstandige;2007;4.6;153.5;337.5;;;0.41;;;1.0;2.3;0.3;0.3;0.3;0.5;;;;;;;;
416;Totaal;Bron: Inkomen als overige zelfstandige;2008;6.7;169.3;353.9;;;0.46;;;1.2;3.4;0.4;0.5;0.5;0.7;;;;;;;;
417;Totaal;Bron: Inkomen als overige zelfstandige;2009;7.7;152.8;335.6;;;0.42;;;1.9;3.4;0.5;0.5;0.5;0.9;;;;;;;;
418;Totaal;Bron: Inkomen als overige zelfstandige;2010;7.0;176.6;327.0;;;0.52;;;1.4;3.0;0.5;0.4;0.4;1.3;;;;;;;;
419;Totaal;Bron: Inkomen als overige zelfstandige;2011;7.4;176.5;315.7;63.9;40.4;0.58;2.67;3.87;1.5;2.8;0.5;0.5;0.5;1.6;1.5;1.6;1.6;2.7;1.5;1.9;1.8;2.2
420;Totaal;Bron: Inkomen als overige zelfstandige;2012;7.0;190.0;299.6;60.0;38.2;0.67;2.99;4.37;1.2;2.5;0.5;0.5;0.5;1.9;1.2;1.5;1.5;2.8;1.2;1.8;1.7;2.3
421;Totaal;Bron: Inkomen als overige zelfstandige;2013;7.7;194.3;266.1;61.8;38.4;0.77;3.07;4.57;1.1;2.4;0.4;0.5;0.5;2.8;1.1;1.7;1.8;3.1;1.1;2.0;2.0;2.6
