ID;BestemmingVoorInvoer;Perioden;InvoerVanGoederenEnDiensten_1;InvoerVanGoederen_2;InvoerVanDiensten_3;InvoerVanGoederenEnDiensten_4;InvoerVanGoederen_5;InvoerVanDiensten_6;InvoerVanGoederenEnDiensten_7;InvoerVanGoederen_8;InvoerVanDiensten_9;InvoerVanGoederenEnDiensten_10;InvoerVanGoederen_11;InvoerVanDiensten_12
839;84 Openbaar bestuur en overheidsdiensten;2022;4738;2545;2193;3981.0;2003.0;2006.0;-11.8;-23.1;2.5;119.0;127.1;109.3
840;P Onderwijs;2015;840;484;356;840.0;484.0;356.0;;;;100.0;100.0;100.0
841;P Onderwijs;2016;876;490;386;917.0;526.0;391.0;9.2;8.7;9.8;95.5;93.2;98.7
842;P Onderwijs;2017;926;518;408;957.0;551.0;406.0;4.3;4.7;3.9;96.8;94.1;100.4
843;P Onderwijs;2018;976;550;426;992.0;574.0;418.0;3.7;4.2;2.9;98.4;95.8;101.9
844;P Onderwijs;2019;998;558;440;1014.0;589.0;426.0;2.3;2.5;1.9;98.4;94.8;103.3
845;P Onderwijs;2020;905;493;412;937.0;546.0;391.0;-7.6;-7.2;-8.2;96.6;90.2;105.3
846;P Onderwijs;2021;1048;619;429;974.0;573.0;403.0;4.0;4.9;2.9;107.6;108.0;106.6
847;P Onderwijs;2022;1356;901;455;967.0;555.0;414.0;-0.8;-3.2;2.8;140.2;162.5;110.0
848;85 Onderwijs;2015;840;484;356;840.0;484.0;356.0;;;;100.0;100.0;100.0
849;85 Onderwijs;2016;876;490;386;917.0;526.0;391.0;9.2;8.7;9.8;95.5;93.2;98.7
850;85 Onderwijs;2017;926;518;408;957.0;551.0;406.0;4.3;4.7;3.9;96.8;94.1;100.4
851;85 Onderwijs;2018;976;550;426;992.0;574.0;418.0;3.7;4.2;2.9;98.4;95.8;101.9
852;85 Onderwijs;2019;998;558;440;1014.0;589.0;426.0;2.3;2.5;1.9;98.4;94.8;103.3
853;85 Onderwijs;2020;905;493;412;937.0;546.0;391.0;-7.6;-7.2;-8.2;96.6;90.2;105.3
854;85 Onderwijs;2021;1048;619;429;974.0;573.0;403.0;4.0;4.9;2.9;107.6;108.0;106.6
855;85 Onderwijs;2022;1356;901;455;967.0;555.0;414.0;-0.8;-3.2;2.8;140.2;162.5;110.0
856;Q Gezondheids- en welzijnszorg;2015;4458;3808;650;4458.0;3808.0;650.0;;;;100.0;100.0;100.0
857;Q Gezondheids- en welzijnszorg;2016;4699;4014;685;4855.0;4152.0;703.0;8.9;9.0;8.2;96.8;96.7;97.4
858;Q Gezondheids- en welzijnszorg;2017;4719;4010;709;4978.0;4260.0;718.0;2.5;2.6;2.2;94.8;94.1;98.7
859;Q Gezondheids- en welzijnszorg;2018;4939;4220;719;5237.0;4504.0;735.0;5.2;5.7;2.3;94.3;93.7;97.9
860;Q Gezondheids- en welzijnszorg;2019;5207;4467;740;5528.0;4801.0;731.0;5.5;6.6;-0.6;94.2;93.1;101.3
861;Q Gezondheids- en welzijnszorg;2020;5759;4890;869;6026.0;5213.0;814.0;9.0;8.6;11.5;95.6;93.8;106.7
862;Q Gezondheids- en welzijnszorg;2021;6470;5534;936;6325.0;5480.0;848.0;5.0;5.1;4.1;102.3;101.0;110.4
863;Q Gezondheids- en welzijnszorg;2022;7624;6598;1026;6325.0;5401.0;921.0;0.0;-1.4;8.5;120.5;122.2;111.4
864;86 Gezondheidszorg;2015;3302;2970;332;3302.0;2970.0;332.0;;;;100.0;100.0;100.0
865;86 Gezondheidszorg;2016;3482;3130;352;3589.0;3229.0;360.0;8.7;8.7;8.4;97.0;96.9;97.8
866;86 Gezondheidszorg;2017;3468;3107;361;3690.0;3325.0;365.0;2.8;3.0;1.4;94.0;93.4;98.9
867;86 Gezondheidszorg;2018;3611;3254;357;3873.0;3511.0;363.0;5.0;5.6;-0.6;93.2;92.7;98.3
868;86 Gezondheidszorg;2019;3787;3423;364;4080.0;3725.0;358.0;5.3;6.1;-1.4;92.8;91.9;101.7
869;86 Gezondheidszorg;2020;4159;3733;426;4415.0;4021.0;396.0;8.2;7.9;10.7;94.2;92.8;107.5
870;86 Gezondheidszorg;2021;4740;4267;473;4718.0;4295.0;424.0;6.9;6.8;7.0;100.5;99.3;111.5
871;86 Gezondheidszorg;2022;5362;4837;525;4629.0;4156.0;469.0;-1.9;-3.3;10.6;115.8;116.4;111.9
872;87-88 Verzorging en welzijn;2015;1156;838;318;1156.0;838.0;318.0;;;;100.0;100.0;100.0
873;87-88 Verzorging en welzijn;2016;1217;884;333;1266.0;923.0;343.0;9.5;10.1;7.9;96.1;95.8;97.1
874;87-88 Verzorging en welzijn;2017;1251;903;348;1288.0;934.0;353.0;1.7;1.2;3.0;97.1;96.6;98.5
875;87-88 Verzorging en welzijn;2018;1328;966;362;1364.0;992.0;372.0;5.9;6.2;5.2;97.4;97.3;97.4
876;87-88 Verzorging en welzijn;2019;1420;1044;376;1447.0;1075.0;373.0;6.1;8.3;0.3;98.1;97.1;100.9
877;87-88 Verzorging en welzijn;2020;1600;1157;443;1608.0;1190.0;418.0;11.1;10.7;12.2;99.5;97.2;105.9
878;87-88 Verzorging en welzijn;2021;1730;1267;463;1609.0;1185.0;424.0;0.1;-0.4;1.4;107.5;106.9;109.2
879;87-88 Verzorging en welzijn;2022;2262;1761;501;1692.0;1240.0;451.0;5.1;4.7;6.5;133.7;142.0;111.0
880;R-U Cultuur, recreatie, overige diensten;2015;1692;957;735;1692.0;957.0;735.0;;;;100.0;100.0;100.0
881;R-U Cultuur, recreatie, overige diensten;2016;1738;980;758;1771.0;1015.0;756.0;4.7;6.1;2.9;98.1;96.6;100.3
882;R-U Cultuur, recreatie, overige diensten;2017;1899;1074;825;1900.0;1089.0;812.0;7.3;7.2;7.4;99.9;98.7;101.6
883;R-U Cultuur, recreatie, overige diensten;2018;1963;1137;826;1946.0;1150.0;797.0;2.4;5.7;-1.8;100.9;98.8;103.6
884;R-U Cultuur, recreatie, overige diensten;2019;1992;1139;853;1979.0;1168.0;813.0;1.7;1.5;1.9;100.6;97.6;105.0
885;R-U Cultuur, recreatie, overige diensten;2020;1747;928;819;1764.0;995.0;766.0;-10.9;-14.7;-5.7;99.1;93.2;106.9
886;R-U Cultuur, recreatie, overige diensten;2021;1891;1085;806;1763.0;1019.0;744.0;-0.1;2.4;-2.8;107.3;106.5;108.3
887;R-U Cultuur, recreatie, overige diensten;2022;2979;1840;1139;2257.0;1241.0;1016.0;28.0;21.8;36.5;132.0;148.3;112.1
888;R Cultuur, sport en recreatie;2015;805;409;396;805.0;409.0;396.0;;;;100.0;100.0;100.0
889;R Cultuur, sport en recreatie;2016;831;428;403;844.0;440.0;404.0;4.8;7.6;2.0;98.5;97.3;99.8
890;R Cultuur, sport en recreatie;2017;912;460;452;897.0;451.0;445.0;6.3;2.6;10.2;101.7;101.9;101.5
891;R Cultuur, sport en recreatie;2018;932;488;444;905.0;478.0;426.0;0.9;5.9;-4.2;103.0;102.1;104.1
892;R Cultuur, sport en recreatie;2019;962;494;468;936.0;490.0;446.0;3.4;2.5;4.5;102.8;100.9;105.0
893;R Cultuur, sport en recreatie;2020;776;341;435;763.0;356.0;405.0;-18.5;-27.3;-9.2;101.8;95.9;107.5
894;R Cultuur, sport en recreatie;2021;819;394;425;755.0;363.0;391.0;-1.0;2.1;-3.4;108.5;108.5;108.8
895;R Cultuur, sport en recreatie;2022;1521;811;710;1157.0;522.0;632.0;53.2;43.9;61.9;131.5;155.2;112.3
896;90-92  Kunst, cultuur en kansspelen;2015;443;178;265;443.0;178.0;265.0;;;;100.0;100.0;100.0
897;90-92  Kunst, cultuur en kansspelen;2016;474;201;273;474.0;197.0;277.0;7.0;10.7;4.5;100.0;102.0;98.6
898;90-92  Kunst, cultuur en kansspelen;2017;518;208;310;505.0;194.0;311.0;6.5;-1.5;12.5;102.6;107.2;99.5
899;90-92  Kunst, cultuur en kansspelen;2018;515;216;299;498.0;203.0;294.0;-1.4;4.8;-5.5;103.4;106.2;101.6
900;90-92  Kunst, cultuur en kansspelen;2019;548;223;325;534.0;216.0;318.0;7.2;6.0;8.0;102.6;103.4;102.2
901;90-92  Kunst, cultuur en kansspelen;2020;451;149;302;439.0;150.0;290.0;-17.7;-30.5;-8.9;102.6;99.4;104.3
902;90-92  Kunst, cultuur en kansspelen;2021;458;171;287;423.0;152.0;271.0;-3.8;1.3;-6.3;108.3;112.6;105.7
903;90-92  Kunst, cultuur en kansspelen;2022;866;329;537;700.0;211.0;492.0;65.5;39.2;81.2;123.7;155.6;109.2
904;90 Kunst;2015;246;76;170;246.0;76.0;170.0;;;;100.0;100.0;100.0
905;90 Kunst;2016;265;88;177;264.0;86.0;178.0;7.3;13.2;4.7;100.4;102.3;99.4
906;90 Kunst;2017;299;87;212;293.0;83.0;210.0;10.9;-3.4;18.1;102.1;104.7;100.9
907;90 Kunst;2018;290;88;202;283.0;88.0;195.0;-3.3;5.7;-7.1;102.4;100.2;103.4
908;90 Kunst;2019;317;91;226;310.0;94.0;217.0;9.7;6.8;10.9;102.1;97.0;104.3
909;90 Kunst;2020;262;46;216;255.0;52.0;201.0;-18.0;-45.1;-7.1;102.9;89.2;107.3
910;90 Kunst;2021;253;48;205;243.0;55.0;187.0;-4.6;6.5;-6.9;104.1;87.4;109.5
911;90 Kunst;2022;530;125;405;457.0;102.0;354.0;88.1;85.4;88.8;116.0;122.8;114.6
912;91 Bibliotheken, musea en natuurbehoud;2015;131;66;65;131.0;66.0;65.0;;;;100.0;100.0;100.0
913;91 Bibliotheken, musea en natuurbehoud;2016;136;73;63;141.0;74.0;67.0;7.6;12.1;3.1;96.5;98.6;94.0
914;91 Bibliotheken, musea en natuurbehoud;2017;140;75;65;141.0;73.0;68.0;0.0;-1.4;1.6;99.3;102.8;95.5
915;91 Bibliotheken, musea en natuurbehoud;2018;140;77;63;141.0;76.0;65.0;0.0;4.0;-4.6;99.3;101.4;97.0
916;91 Bibliotheken, musea en natuurbehoud;2019;145;82;63;147.0;81.0;66.0;4.3;6.5;1.6;98.6;101.4;95.5
917;91 Bibliotheken, musea en natuurbehoud;2020;124;67;57;126.0;66.0;60.0;-14.5;-18.3;-9.5;98.6;101.4;95.5
918;91 Bibliotheken, musea en natuurbehoud;2021;135;79;56;124.0;64.0;60.0;-1.6;-3.0;0.0;109.1;123.3;93.8
919;91 Bibliotheken, musea en natuurbehoud;2022;204;130;74;153.0;75.0;80.0;23.7;16.5;33.9;133.3;174.2;92.6
920;92 Loterijen en kansspelen;2015;66;36;30;66.0;36.0;30.0;;;;100.0;100.0;100.0
921;92 Loterijen en kansspelen;2016;73;40;33;69.0;37.0;32.0;4.5;2.8;6.7;105.8;108.1;103.1
922;92 Loterijen en kansspelen;2017;79;46;33;71.0;38.0;33.0;2.7;2.5;3.0;111.4;121.3;100.1
923;92 Loterijen en kansspelen;2018;85;51;34;74.0;40.0;34.0;3.8;4.3;3.0;115.5;128.9;100.1
924;92 Loterijen en kansspelen;2019;86;50;36;76.0;41.0;35.0;3.5;3.9;2.9;112.9;121.6;103.0
925;92 Loterijen en kansspelen;2020;65;36;29;59.0;31.0;28.0;-22.1;-24.0;-19.4;109.5;115.2;103.0
926;92 Loterijen en kansspelen;2021;70;44;26;57.0;32.0;24.0;-4.6;2.8;-13.8;123.7;137.0;107.1
927;92 Loterijen en kansspelen;2022;132;74;58;93.0;42.0;54.0;64.3;29.5;123.1;141.9;177.8;107.1
928;93 Sport en recreatie;2015;362;231;131;362.0;231.0;131.0;;;;100.0;100.0;100.0
929;93 Sport en recreatie;2016;357;227;130;370.0;243.0;127.0;2.2;5.2;-3.1;96.5;93.4;102.4
930;93 Sport en recreatie;2017;394;252;142;392.0;258.0;134.0;5.9;6.2;5.4;100.6;97.7;106.1
931;93 Sport en recreatie;2018;417;272;145;407.0;275.0;132.0;3.8;6.7;-1.4;102.5;98.8;109.9
932;93 Sport en recreatie;2019;414;271;143;402.0;274.0;128.0;-1.2;-0.4;-2.8;103.0;98.8;111.4
933;93 Sport en recreatie;2020;325;192;133;323.0;207.0;116.0;-19.6;-24.7;-9.8;100.6;93.0;114.9
934;93 Sport en recreatie;2021;361;223;138;332.0;212.0;119.0;2.8;2.6;3.0;108.7;105.2;115.7
935;93 Sport en recreatie;2022;655;482;173;457.0;313.0;145.0;37.7;47.5;21.7;143.2;154.2;119.2
936;S Overige dienstverlening;2015;887;548;339;887.0;548.0;339.0;;;;100.0;100.0;100.0
937;S Overige dienstverlening;2016;907;552;355;927.0;575.0;352.0;4.5;4.9;3.8;97.8;96.0;100.9
938;S Overige dienstverlening;2017;987;614;373;1004.0;638.0;367.0;8.3;10.9;4.2;98.3;96.3;101.7
939;S Overige dienstverlening;2018;1031;649;382;1042.0;673.0;371.0;3.9;5.5;1.1;98.9;96.5;103.0
940;S Overige dienstverlening;2019;1030;645;385;1043.0;678.0;367.0;0.1;0.8;-1.0;98.7;95.1;104.9
941;S Overige dienstverlening;2020;971;587;384;1004.0;643.0;361.0;-3.8;-5.1;-1.6;96.7;91.2;106.3
942;S Overige dienstverlening;2021;1072;691;381;1011.0;660.0;354.0;0.7;2.6;-2.1;106.0;104.7;107.7
943;S Overige dienstverlening;2022;1458;1029;429;1100.0;720.0;382.0;8.8;9.1;8.1;132.6;142.9;112.2
944;94 Ideële, belangen-, hobbyverenigingen;2015;303;94;209;303.0;94.0;209.0;;;;100.0;100.0;100.0
945;94 Ideële, belangen-, hobbyverenigingen;2016;309;94;215;319.0;106.0;213.0;5.3;12.8;1.9;96.9;88.7;100.9
946;94 Ideële, belangen-, hobbyverenigingen;2017;330;106;224;339.0;116.0;223.0;6.1;9.6;4.7;97.5;91.3;100.5
947;94 Ideële, belangen-, hobbyverenigingen;2018;341;118;223;339.0;121.0;219.0;0.0;3.8;-1.8;100.7;97.9;101.9
948;94 Ideële, belangen-, hobbyverenigingen;2019;337;112;225;335.0;121.0;215.0;-1.2;0.0;-1.8;100.7;92.9;104.7
949;94 Ideële, belangen-, hobbyverenigingen;2020;303;90;213;314.0;116.0;199.0;-6.2;-3.6;-7.6;96.6;77.4;107.2
950;94 Ideële, belangen-, hobbyverenigingen;2021;342;136;206;294.0;102.0;191.0;-6.3;-12.2;-3.8;116.3;133.3;107.7
951;94 Ideële, belangen-, hobbyverenigingen;2022;517;287;230;304.0;103.0;202.0;3.5;0.7;5.3;169.8;279.3;114.1
952;95 Reparatie van consumentenartikelen;2015;161;115;46;161.0;115.0;46.0;;;;100.0;100.0;100.0
953;95 Reparatie van consumentenartikelen;2016;161;111;50;166.0;117.0;49.0;3.1;1.7;6.5;97.0;94.9;102.0
954;95 Reparatie van consumentenartikelen;2017;195;138;57;194.0;139.0;55.0;16.8;18.9;12.0;100.6;99.2;103.9
955;95 Reparatie van consumentenartikelen;2018;218;152;66;216.0;153.0;63.0;11.3;10.1;14.0;101.1;99.2;105.5
956;95 Reparatie van consumentenartikelen;2019;197;132;65;189.0;127.0;62.0;-12.4;-17.1;-1.5;104.2;103.9;105.5
957;95 Reparatie van consumentenartikelen;2020;212;138;74;202.0;133.0;69.0;7.1;4.5;12.3;104.7;103.9;106.9
958;95 Reparatie van consumentenartikelen;2021;213;140;73;190.0;122.0;67.0;-6.1;-8.0;-2.7;112.1;114.5;108.4
959;95 Reparatie van consumentenartikelen;2022;249;172;77;202.0;130.0;71.0;6.1;6.4;5.5;123.5;132.2;108.4
960;96 Overige persoonlijke dienstverlening;2015;423;339;84;423.0;339.0;84.0;;;;100.0;100.0;100.0
961;96 Overige persoonlijke dienstverlening;2016;437;347;90;442.0;352.0;90.0;4.5;3.8;7.1;98.9;98.6;100.0
962;96 Overige persoonlijke dienstverlening;2017;462;370;92;471.0;382.0;89.0;6.6;8.6;-1.1;98.0;96.7;103.4
963;96 Overige persoonlijke dienstverlening;2018;472;379;93;488.0;399.0;89.0;3.5;4.3;0.0;96.8;95.0;104.5
964;96 Overige persoonlijke dienstverlening;2019;496;401;95;521.0;432.0;90.0;6.8;8.2;1.1;95.3;92.9;105.6
965;96 Overige persoonlijke dienstverlening;2020;456;359;97;487.0;394.0;93.0;-6.5;-8.7;3.2;93.6;91.1;104.5
966;96 Overige persoonlijke dienstverlening;2021;517;415;102;529.0;435.0;95.0;8.6;10.3;2.1;97.8;95.5;107.7
967;96 Overige persoonlijke dienstverlening;2022;692;570;122;599.0;490.0;110.0;13.3;12.8;15.7;115.5;116.3;111.3
968;T Huishoudens;2015;0;0;0;0.0;0.0;0.0;;;;;;
969;T Huishoudens;2016;0;0;0;;;;;;;;;
970;T Huishoudens;2017;0;0;0;;;;;;;;;
971;T Huishoudens;2018;0;0;0;;;;;;;;;
972;T Huishoudens;2019;0;0;0;;;;;;;;;
973;T Huishoudens;2020;0;0;0;;;;;;;;;
974;T Huishoudens;2021;0;0;0;;;;;;;;;
975;T Huishoudens;2022;0;0;0;;;;;;;;;
976;97 Huishoudens met personeel;2015;0;0;0;0.0;0.0;0.0;;;;;;
977;97 Huishoudens met personeel;2016;0;0;0;;;;;;;;;
978;97 Huishoudens met personeel;2017;0;0;0;;;;;;;;;
979;97 Huishoudens met personeel;2018;0;0;0;;;;;;;;;
980;97 Huishoudens met personeel;2019;0;0;0;;;;;;;;;
981;97 Huishoudens met personeel;2020;0;0;0;;;;;;;;;
982;97 Huishoudens met personeel;2021;0;0;0;;;;;;;;;
983;97 Huishoudens met personeel;2022;0;0;0;;;;;;;;;
984;98 Huishoudproductie voor eigen gebruik;2015;0;0;0;0.0;0.0;0.0;;;;;;
985;98 Huishoudproductie voor eigen gebruik;2016;0;0;0;;;;;;;;;
986;98 Huishoudproductie voor eigen gebruik;2017;0;0;0;;;;;;;;;
987;98 Huishoudproductie voor eigen gebruik;2018;0;0;0;;;;;;;;;
988;98 Huishoudproductie voor eigen gebruik;2019;0;0;0;;;;;;;;;
989;98 Huishoudproductie voor eigen gebruik;2020;0;0;0;;;;;;;;;
990;98 Huishoudproductie voor eigen gebruik;2021;0;0;0;;;;;;;;;
991;98 Huishoudproductie voor eigen gebruik;2022;0;0;0;;;;;;;;;
992;U Extraterritoriale organisaties;2015;0;0;0;0.0;0.0;0.0;;;;;;
993;U Extraterritoriale organisaties;2016;0;0;0;;;;;;;;;
994;U Extraterritoriale organisaties;2017;0;0;0;;;;;;;;;
995;U Extraterritoriale organisaties;2018;0;0;0;;;;;;;;;
996;U Extraterritoriale organisaties;2019;0;0;0;;;;;;;;;
997;U Extraterritoriale organisaties;2020;0;0;0;;;;;;;;;
998;U Extraterritoriale organisaties;2021;0;0;0;;;;;;;;;
999;U Extraterritoriale organisaties;2022;0;0;0;;;;;;;;;
1000;99 Extraterritoriale organisaties;2015;0;0;0;0.0;0.0;0.0;;;;;;
1001;99 Extraterritoriale organisaties;2016;0;0;0;;;;;;;;;
1002;99 Extraterritoriale organisaties;2017;0;0;0;;;;;;;;;
1003;99 Extraterritoriale organisaties;2018;0;0;0;;;;;;;;;
1004;99 Extraterritoriale organisaties;2019;0;0;0;;;;;;;;;
1005;99 Extraterritoriale organisaties;2020;0;0;0;;;;;;;;;
1006;99 Extraterritoriale organisaties;2021;0;0;0;;;;;;;;;
1007;99 Extraterritoriale organisaties;2022;0;0;0;;;;;;;;;
1008;68A Toeger. huurwaarde eigen woningbezit;2015;240;166;74;240.0;166.0;74.0;;;;100.0;100.0;100.0
1009;68A Toeger. huurwaarde eigen woningbezit;2016;242;183;59;238.0;178.0;60.0;-0.8;7.2;-18.9;101.7;102.8;98.3
1010;68A Toeger. huurwaarde eigen woningbezit;2017;258;197;61;249.0;188.0;61.0;4.5;5.5;1.7;103.7;104.9;100.0
1011;68A Toeger. huurwaarde eigen woningbezit;2018;268;199;69;258.0;192.0;67.0;3.9;2.0;9.8;103.7;103.9;103.0
1012;68A Toeger. huurwaarde eigen woningbezit;2019;273;215;58;256.0;200.0;55.0;-1.1;4.5;-17.4;106.8;107.4;104.8
1013;68A Toeger. huurwaarde eigen woningbezit;2020;267;202;65;249.0;190.0;59.0;-2.6;-5.1;6.9;107.2;106.3;109.8
1014;68A Toeger. huurwaarde eigen woningbezit;2021;279;221;58;246.0;197.0;50.0;-1.1;3.5;-15.4;113.3;112.4;115.8
1015;68A Toeger. huurwaarde eigen woningbezit;2022;324;263;61;245.0;195.0;51.0;-0.4;-0.9;1.7;132.1;135.0;119.7
1016;68B Exploitatie o.g. excl. woningbezit;2015;1129;451;678;1129.0;451.0;678.0;;;;100.0;100.0;100.0
1017;68B Exploitatie o.g. excl. woningbezit;2016;1075;433;642;1113.0;463.0;650.0;-1.4;2.7;-4.1;96.6;93.5;98.8
1018;68B Exploitatie o.g. excl. woningbezit;2017;1121;457;664;1144.0;468.0;675.0;2.8;1.2;3.9;98.0;97.6;98.3
1019;68B Exploitatie o.g. excl. woningbezit;2018;1141;483;658;1143.0;474.0;668.0;-0.1;1.3;-1.1;99.8;101.8;98.5
1020;68B Exploitatie o.g. excl. woningbezit;2019;1128;488;640;1108.0;474.0;634.0;-3.1;-0.2;-5.2;101.8;103.1;101.0
1021;68B Exploitatie o.g. excl. woningbezit;2020;1152;464;688;1144.0;475.0;668.0;3.3;0.4;5.5;100.7;97.6;102.9
1022;68B Exploitatie o.g. excl. woningbezit;2021;1510;598;912;1368.0;500.0;864.0;19.5;5.2;29.2;110.4;119.6;105.6
1023;68B Exploitatie o.g. excl. woningbezit;2022;1866;848;1018;1452.0;498.0;954.0;6.2;-0.5;10.5;128.5;170.4;106.7
1024;Totaal invoer voor finale bestedingen;2015;285875;224477;61398;285875.0;224477.0;61398.0;;;;100.0;100.0;100.0
1025;Totaal invoer voor finale bestedingen;2016;261153;230227;30926;269499.0;238483.0;31016.0;-5.7;6.2;-49.5;96.9;96.5;99.7
1026;Totaal invoer voor finale bestedingen;2017;282765;250153;32612;286293.0;254447.0;31882.0;6.2;6.7;2.8;98.8;98.3;102.3
1027;Totaal invoer voor finale bestedingen;2018;295300;262876;32424;295172.0;264515.0;30778.0;3.1;4.0;-3.5;100.0;99.4;105.3
1028;Totaal invoer voor finale bestedingen;2019;315328;280998;34330;316063.0;284305.0;31948.0;7.1;7.5;3.8;99.8;98.8;107.5
1029;Totaal invoer voor finale bestedingen;2020;286705;264946;21759;297435.0;278272.0;20202.0;-5.9;-2.1;-36.8;96.4;95.2;107.7
1030;Totaal invoer voor finale bestedingen;2021;344371;325208;19163;331172.0;315999.0;17045.0;11.3;13.6;-15.6;104.0;102.9;112.4
1031;Totaal invoer voor finale bestedingen;2022;433358;405221;28137;345841.0;324564.0;22772.0;4.4;2.7;33.6;125.3;124.9;123.6
1032;Consumptie huishoudens inclusief IZWh;2015;44657;29166;15491;44657.0;29166.0;15491.0;;;;100.0;100.0;100.0
1033;Consumptie huishoudens inclusief IZWh;2016;44897;29393;15504;46200.0;30561.0;15639.0;3.5;4.8;1.0;97.2;96.2;99.1
1034;Consumptie huishoudens inclusief IZWh;2017;48138;31158;16980;48778.0;32332.0;16448.0;5.6;5.8;5.2;98.7;96.4;103.2
1035;Consumptie huishoudens inclusief IZWh;2018;49044;31967;17077;49507.0;33554.0;16004.0;1.5;3.8;-2.7;99.1;95.3;106.7
1036;Consumptie huishoudens inclusief IZWh;2019;50090;32591;17499;50700.0;34588.0;16189.0;2.4;3.1;1.2;98.8;94.2;108.1
1037;Consumptie huishoudens inclusief IZWh;2020;40522;34007;6515;41697.0;36574.0;6229.0;-17.8;5.7;-61.5;97.2;93.0;104.6
1038;Consumptie huishoudens inclusief IZWh;2021;45623;36877;8746;45781.0;38987.0;7878.0;9.8;6.6;26.5;99.7;94.6;111.0
1039;Consumptie huishoudens inclusief IZWh;2022;61762;44420;17342;51766.0;38522.0;13647.0;13.1;-1.2;73.2;119.3;115.3;127.1
1040;Consumptie door de overheid;2015;1577;1575;2;1577.0;1575.0;2.0;;;;100.0;100.0;100.0
1041;Consumptie door de overheid;2016;1612;1611;1;1680.0;1679.0;1.0;6.5;6.6;-50.0;96.0;95.9;100.0
1042;Consumptie door de overheid;2017;1617;1616;1;1761.0;1760.0;1.0;4.8;4.8;0.0;91.8;91.8;100.0
1043;Consumptie door de overheid;2018;1590;1589;1;1817.0;1816.0;1.0;3.2;3.2;0.0;87.5;87.5;100.0
1044;Consumptie door de overheid;2019;1668;1668;0;1905.0;1905.0;0.0;4.8;4.9;-100.0;87.6;87.6;
1045;Consumptie door de overheid;2020;1541;1541;0;1737.0;1737.0;;-8.8;-8.8;;88.7;88.7;
1046;Consumptie door de overheid;2021;1636;1636;0;1828.0;1828.0;;5.3;5.3;;89.5;89.5;
1047;Consumptie door de overheid;2022;1901;1901;0;1947.0;1947.0;;6.5;6.5;;97.7;97.6;
1048;Investeringen in vaste activa;2015;59734;22931;36803;59734.0;22931.0;36803.0;;;;100.0;100.0;100.0
1049;Investeringen in vaste activa;2016;32683;24679;8004;32714.0;24710.0;8004.0;-45.2;7.8;-78.3;99.9;99.9;100.0
1050;Investeringen in vaste activa;2017;33566;25395;8171;33759.0;25665.0;8094.0;3.2;3.9;1.1;99.4;98.9;101.0
1051;Investeringen in vaste activa;2018;34575;25810;8765;34588.0;26145.0;8440.0;2.5;1.9;4.3;100.0;98.7;103.9
1052;Investeringen in vaste activa;2019;39714;30376;9338;39128.0;30397.0;8769.0;13.1;16.3;3.9;101.5;99.9;106.5
1053;Investeringen in vaste activa;2020;36552;26827;9725;35959.0;26935.0;8996.0;-8.1;-11.4;2.6;101.6;99.6;108.1
1054;Investeringen in vaste activa;2021;37615;28587;9028;36240.0;28186.0;8108.0;0.8;4.6;-9.9;103.8;101.4;111.3
1055;Investeringen in vaste activa;2022;40110;30215;9895;36152.0;27553.0;8602.0;-0.2;-2.2;6.1;110.9;109.7;115.0
1056;Wederuitvoer;2015;177843;168741;9102;177843.0;168741.0;9102.0;;;;100.0;100.0;100.0
1057;Wederuitvoer;2016;179535;172118;7417;186554.0;179182.0;7372.0;4.9;6.2;-19.0;96.2;96.1;100.6
1058;Wederuitvoer;2017;197668;190208;7460;200293.0;192977.0;7343.0;7.4;7.7;-0.4;98.7;98.6;101.6
1059;Wederuitvoer;2018;208259;201678;6581;207568.0;201296.0;6339.0;3.6;4.3;-13.7;100.3;100.2;103.8
1060;Wederuitvoer;2019;220497;213004;7493;221075.0;214129.0;7009.0;6.5;6.4;10.6;99.7;99.5;106.9
1061;Wederuitvoer;2020;207528;202009;5519;217597.0;212751.0;5046.0;-1.6;-0.6;-28.0;95.4;95.0;109.4
1062;Wederuitvoer;2021;258086;256694;1392;245932.0;245595.0;1241.0;13.0;15.4;-75.4;104.9;104.5;112.2
1063;Wederuitvoer;2022;327679;326782;897;255779.0;255980.0;776.0;4.0;4.2;-37.4;128.1;127.7;115.5
1064;Verandering in voorraden;2015;2064;2064;0;2064.0;2064.0;0.0;;;;100.0;100.0;
1065;Verandering in voorraden;2016;2426;2426;0;2351.0;2351.0;;13.9;13.9;;103.2;103.2;
1066;Verandering in voorraden;2017;1776;1776;0;1794.0;1794.0;;-23.7;-23.7;;99.0;99.0;
1067;Verandering in voorraden;2018;1832;1832;0;1788.0;1788.0;;-0.3;-0.3;;102.5;102.5;
1068;Verandering in voorraden;2019;3359;3359;0;3301.0;3301.0;;84.7;84.7;;101.8;101.8;
1069;Verandering in voorraden;2020;562;562;0;493.0;493.0;;-85.1;-85.1;;113.9;113.9;
1070;Verandering in voorraden;2021;1411;1414;-3;1512.0;1514.0;;206.4;206.9;;93.3;93.4;
1071;Verandering in voorraden;2022;1906;1903;3;378.0;376.0;;-75.0;-75.2;-166.7;504.0;506.2;
1072;Totaal overige posten;2015;-365;-5627;5262;-365.0;-5627.0;5262.0;;;;100.0;100.0;100.0
