ID;BestemmingVoorInvoer;Perioden;InvoerVanGoederenEnDiensten_1;InvoerVanGoederen_2;InvoerVanDiensten_3;InvoerVanGoederenEnDiensten_4;InvoerVanGoederen_5;InvoerVanDiensten_6;InvoerVanGoederenEnDiensten_7;InvoerVanGoederen_8;InvoerVanDiensten_9;InvoerVanGoederenEnDiensten_10;InvoerVanGoederen_11;InvoerVanDiensten_12
209;23 Bouwmaterialenindustrie;2016;1161;1020;141;1175.0;1032.0;143.0;4.0;3.5;7.5;98.8;98.8;98.6
210;23 Bouwmaterialenindustrie;2017;1262;1102;160;1228.0;1065.0;162.0;4.5;3.2;13.5;102.8;103.4;98.6
211;23 Bouwmaterialenindustrie;2018;1494;1323;171;1388.0;1215.0;172.0;13.1;14.1;6.3;107.6;108.9;99.2
212;23 Bouwmaterialenindustrie;2019;1582;1420;162;1464.0;1303.0;159.0;5.5;7.2;-7.6;108.0;109.0;101.7
213;23 Bouwmaterialenindustrie;2020;1546;1382;164;1456.0;1299.0;154.0;-0.6;-0.3;-3.1;106.2;106.4;106.2
214;23 Bouwmaterialenindustrie;2021;1759;1586;173;1550.0;1387.0;160.0;6.5;6.8;3.7;113.5;114.3;108.1
215;23 Bouwmaterialenindustrie;2022;2304;2121;183;1609.0;1439.0;167.0;3.8;3.7;4.6;143.2;147.4;109.3
216;24-25 Basismetaal, metaalprod.-industrie;2015;5912;5337;575;5912.0;5337.0;575.0;;;;100.0;100.0;100.0
217;24-25 Basismetaal, metaalprod.-industrie;2016;6155;5534;621;6276.0;5662.0;614.0;6.2;6.1;6.8;98.1;97.7;101.1
218;24-25 Basismetaal, metaalprod.-industrie;2017;7320;6645;675;6373.0;5711.0;660.0;1.5;0.9;7.6;114.9;116.4;102.2
219;24-25 Basismetaal, metaalprod.-industrie;2018;7673;6971;702;6489.0;5810.0;678.0;1.8;1.7;2.7;118.3;120.0;103.5
220;24-25 Basismetaal, metaalprod.-industrie;2019;7645;6940;705;6498.0;5833.0;662.0;0.1;0.4;-2.4;117.7;119.0;106.5
221;24-25 Basismetaal, metaalprod.-industrie;2020;7082;6384;698;6154.0;5514.0;638.0;-5.3;-5.5;-3.5;115.1;115.8;109.4
222;24-25 Basismetaal, metaalprod.-industrie;2021;9711;8926;785;6615.0;5920.0;694.0;7.5;7.4;8.7;146.8;150.8;113.1
223;24-25 Basismetaal, metaalprod.-industrie;2022;12626;11800;826;6642.0;5940.0;703.0;0.4;0.3;1.3;190.1;198.7;117.5
224;24 Basismetaalindustrie;2015;2508;2289;219;2508.0;2289.0;219.0;;;;100.0;100.0;100.0
225;24 Basismetaalindustrie;2016;2461;2219;242;2490.0;2252.0;238.0;-0.7;-1.6;8.7;98.8;98.5;101.7
226;24 Basismetaalindustrie;2017;3440;3174;266;2813.0;2553.0;260.0;13.0;13.4;9.1;122.3;124.3;102.5
227;24 Basismetaalindustrie;2018;3431;3140;291;2796.0;2520.0;279.0;-0.6;-1.3;7.5;122.7;124.6;104.2
228;24 Basismetaalindustrie;2019;3341;3067;274;2720.0;2463.0;258.0;-2.7;-2.3;-7.6;122.8;124.5;106.2
229;24 Basismetaalindustrie;2020;2943;2693;250;2421.0;2193.0;230.0;-11.0;-11.0;-10.9;121.6;122.8;108.8
230;24 Basismetaalindustrie;2021;4293;3973;320;2534.0;2257.0;283.0;4.7;2.9;23.2;169.4;176.0;113.0
231;24 Basismetaalindustrie;2022;6061;5724;337;2544.0;2266.0;285.0;0.4;0.4;0.6;238.2;252.6;118.3
232;25 Metaalproductenindustrie;2015;3404;3048;356;3404.0;3048.0;356.0;;;;100.0;100.0;100.0
233;25 Metaalproductenindustrie;2016;3694;3315;379;3786.0;3410.0;376.0;11.2;11.9;5.6;97.6;97.2;100.8
234;25 Metaalproductenindustrie;2017;3880;3471;409;3556.0;3154.0;401.0;-6.1;-7.5;6.6;109.1;110.1;102.0
235;25 Metaalproductenindustrie;2018;4242;3831;411;3698.0;3296.0;399.0;4.0;4.5;-0.5;114.7;116.2;103.0
236;25 Metaalproductenindustrie;2019;4304;3873;431;3788.0;3381.0;404.0;2.5;2.6;1.2;113.6;114.6;106.8
237;25 Metaalproductenindustrie;2020;4139;3691;448;3755.0;3343.0;408.0;-0.9;-1.1;1.2;110.2;110.4;109.7
238;25 Metaalproductenindustrie;2021;5418;4953;465;4112.0;3697.0;411.0;9.5;10.6;0.7;131.8;134.0;113.1
239;25 Metaalproductenindustrie;2022;6565;6076;489;4129.0;3708.0;418.0;0.4;0.3;1.7;159.0;163.9;116.9
240;26-27 Elektrische en elektron. Industrie;2015;33993;17711;16282;33993.0;17711.0;16282.0;;;;100.0;100.0;100.0
241;26-27 Elektrische en elektron. Industrie;2016;31723;16262;15461;32243.0;16872.0;15371.0;-5.1;-4.7;-5.6;98.4;96.4;100.6
242;26-27 Elektrische en elektron. Industrie;2017;31281;15970;15311;31459.0;16407.0;15050.0;-2.4;-2.8;-2.1;99.4;97.3;101.7
243;26-27 Elektrische en elektron. Industrie;2018;28136;14124;14012;28182.0;14658.0;13520.0;-10.4;-10.7;-10.2;99.8;96.4;103.6
244;26-27 Elektrische en elektron. Industrie;2019;18923;11025;7898;19192.0;11912.0;7413.0;-31.9;-18.7;-45.2;98.6;92.6;106.5
245;26-27 Elektrische en elektron. Industrie;2020;16773;9908;6865;17146.0;11007.0;6306.0;-10.7;-7.6;-14.9;97.8;90.0;108.9
246;26-27 Elektrische en elektron. Industrie;2021;10287;6363;3924;10089.0;6680.0;3542.0;-41.2;-39.3;-43.8;102.0;95.3;110.8
247;26-27 Elektrische en elektron. Industrie;2022;10910;6861;4049;9807.0;6349.0;3567.0;-2.8;-5.0;0.7;111.2;108.1;113.5
248;26 Elektrotechnische industrie;2015;32107;16118;15989;32107.0;16118.0;15989.0;;;;100.0;100.0;100.0
249;26 Elektrotechnische industrie;2016;29760;14575;15185;30262.0;15168.0;15094.0;-5.7;-5.9;-5.6;98.3;96.1;100.6
250;26 Elektrotechnische industrie;2017;29204;14198;15006;29475.0;14726.0;14747.0;-2.6;-2.9;-2.3;99.1;96.4;101.8
251;26 Elektrotechnische industrie;2018;25971;12287;13684;26132.0;12925.0;13198.0;-11.3;-12.2;-10.5;99.4;95.1;103.7
252;26 Elektrotechnische industrie;2019;16735;9117;7618;17068.0;10052.0;7144.0;-34.7;-22.2;-45.9;98.0;90.7;106.6
253;26 Elektrotechnische industrie;2020;14590;8050;6540;14937.0;9099.0;5995.0;-12.5;-9.5;-16.1;97.7;88.5;109.1
254;26 Elektrotechnische industrie;2021;7562;4024;3538;7567.0;4419.0;3191.0;-49.3;-51.4;-46.8;99.9;91.1;110.9
255;26 Elektrotechnische industrie;2022;7589;3960;3629;7188.0;3999.0;3196.0;-5.0;-9.5;0.1;105.6;99.0;113.6
256;27 Elektrische apparatenindustrie;2015;1886;1593;293;1886.0;1593.0;293.0;;;;100.0;100.0;100.0
257;27 Elektrische apparatenindustrie;2016;1963;1687;276;1981.0;1704.0;277.0;5.0;7.0;-5.5;99.1;99.0;99.6
258;27 Elektrische apparatenindustrie;2017;2077;1772;305;1984.0;1681.0;303.0;0.2;-1.4;9.4;104.7;105.4;100.6
259;27 Elektrische apparatenindustrie;2018;2165;1837;328;2035.0;1712.0;323.0;2.6;1.9;6.6;106.4;107.3;101.6
260;27 Elektrische apparatenindustrie;2019;2188;1908;280;2066.0;1791.0;272.0;1.5;4.6;-15.9;105.9;106.5;103.0
261;27 Elektrische apparatenindustrie;2020;2183;1858;325;2135.0;1818.0;315.0;3.3;1.5;16.1;102.3;102.2;103.0
262;27 Elektrische apparatenindustrie;2021;2725;2339;386;2423.0;2057.0;364.0;13.5;13.2;15.4;112.5;113.7;106.1
263;27 Elektrische apparatenindustrie;2022;3321;2901;420;2504.0;2117.0;386.0;3.3;2.9;6.0;132.6;137.0;108.9
264;28 Machine-industrie;2015;7095;6521;574;7095.0;6521.0;574.0;;;;100.0;100.0;100.0
265;28 Machine-industrie;2016;7048;6463;585;7087.0;6501.0;586.0;-0.1;-0.3;2.1;99.4;99.4;99.8
266;28 Machine-industrie;2017;8555;7919;636;8473.0;7839.0;634.0;19.6;20.6;8.2;101.0;101.0;100.3
267;28 Machine-industrie;2018;9834;9173;661;9620.0;8970.0;650.0;13.5;14.4;2.5;102.2;102.3;101.7
268;28 Machine-industrie;2019;10157;9452;705;9726.0;9053.0;673.0;1.1;0.9;3.5;104.4;104.4;104.8
269;28 Machine-industrie;2020;10219;9513;706;9844.0;9189.0;655.0;1.2;1.5;-2.7;103.8;103.5;107.9
270;28 Machine-industrie;2021;11269;10516;753;10420.0;9739.0;681.0;5.9;6.0;4.1;108.1;108.0;110.5
271;28 Machine-industrie;2022;13463;12613;850;11232.0;10483.0;749.0;7.8;7.6;10.0;119.9;120.3;113.4
272;29-30 Transportmiddelenindustrie;2015;6403;5814;589;6403.0;5814.0;589.0;;;;100.0;100.0;100.0
273;29-30 Transportmiddelenindustrie;2016;7408;6845;563;7439.0;6876.0;563.0;16.2;18.3;-4.4;99.6;99.5;100.0
274;29-30 Transportmiddelenindustrie;2017;8378;7794;584;8341.0;7763.0;578.0;12.1;12.9;2.7;100.4;100.4;101.0
275;29-30 Transportmiddelenindustrie;2018;10208;9567;641;10058.0;9429.0;629.0;20.6;21.5;8.9;101.5;101.5;101.8
276;29-30 Transportmiddelenindustrie;2019;10000;9349;651;9796.0;9170.0;627.0;-2.6;-2.7;-0.5;102.1;102.0;103.9
277;29-30 Transportmiddelenindustrie;2020;8260;7628;632;8153.0;7551.0;601.0;-16.8;-17.7;-4.0;101.3;101.0;105.1
278;29-30 Transportmiddelenindustrie;2021;8253;7574;679;7811.0;7187.0;621.0;-4.2;-4.8;3.2;105.7;105.4;109.4
279;29-30 Transportmiddelenindustrie;2022;9544;8787;757;8102.0;7432.0;666.0;3.7;3.4;7.4;117.8;118.2;113.6
280;29 Auto- en aanhangwagenindustrie;2015;4270;4045;225;4270.0;4045.0;225.0;;;;100.0;100.0;100.0
281;29 Auto- en aanhangwagenindustrie;2016;5290;5036;254;5312.0;5055.0;257.0;24.4;25.0;14.2;99.6;99.6;98.8
282;29 Auto- en aanhangwagenindustrie;2017;6157;5875;282;6151.0;5867.0;284.0;15.8;16.1;10.6;100.1;100.1;99.2
283;29 Auto- en aanhangwagenindustrie;2018;7711;7398;313;7601.0;7286.0;315.0;23.6;24.2;10.6;101.4;101.5;99.5
284;29 Auto- en aanhangwagenindustrie;2019;7060;6759;301;6932.0;6635.0;296.0;-8.8;-8.9;-5.8;101.8;101.9;101.5
285;29 Auto- en aanhangwagenindustrie;2020;5450;5145;305;5372.0;5082.0;290.0;-22.5;-23.4;-2.3;101.5;101.2;105.3
286;29 Auto- en aanhangwagenindustrie;2021;5320;4986;334;5046.0;4738.0;307.0;-6.1;-6.8;5.9;105.4;105.2;108.9
287;29 Auto- en aanhangwagenindustrie;2022;5886;5533;353;5029.0;4712.0;316.0;-0.3;-0.6;3.0;117.0;117.4;111.8
288;30 Overige transportmiddelenindustrie;2015;2133;1769;364;2133.0;1769.0;364.0;;;;100.0;100.0;100.0
289;30 Overige transportmiddelenindustrie;2016;2118;1809;309;2127.0;1821.0;306.0;-0.3;2.9;-15.9;99.6;99.3;101.0
290;30 Overige transportmiddelenindustrie;2017;2221;1919;302;2189.0;1895.0;294.0;2.9;4.1;-3.9;101.4;101.2;102.7
291;30 Overige transportmiddelenindustrie;2018;2497;2169;328;2459.0;2144.0;316.0;12.3;13.1;7.3;101.5;101.1;103.9
292;30 Overige transportmiddelenindustrie;2019;2940;2590;350;2866.0;2538.0;330.0;16.5;18.3;4.6;102.6;102.1;106.1
293;30 Overige transportmiddelenindustrie;2020;2810;2483;327;2780.0;2470.0;312.0;-3.0;-2.7;-5.4;101.1;100.5;104.8
294;30 Overige transportmiddelenindustrie;2021;2933;2588;345;2764.0;2451.0;314.0;-0.6;-0.8;0.6;106.1;105.6;109.9
295;30 Overige transportmiddelenindustrie;2022;3658;3254;404;3071.0;2722.0;350.0;11.1;11.1;11.6;119.1;119.5;115.3
296;31-33 Overige industrie en reparatie;2015;2955;2556;399;2955.0;2556.0;399.0;;;;100.0;100.0;100.0
297;31-33 Overige industrie en reparatie;2016;3028;2596;432;3076.0;2647.0;429.0;4.1;3.6;7.5;98.4;98.1;100.7
298;31-33 Overige industrie en reparatie;2017;3272;2790;482;3245.0;2764.0;480.0;5.5;4.4;11.8;100.8;100.9;100.5
299;31-33 Overige industrie en reparatie;2018;3507;3019;488;3410.0;2928.0;482.0;5.1;5.9;0.4;102.8;103.1;101.3
300;31-33 Overige industrie en reparatie;2019;3691;3214;477;3551.0;3098.0;451.0;4.1;5.8;-6.4;103.9;103.7;105.8
301;31-33 Overige industrie en reparatie;2020;3710;3242;468;3655.0;3222.0;432.0;2.9;4.0;-4.2;101.5;100.6;108.3
302;31-33 Overige industrie en reparatie;2021;4097;3620;477;3695.0;3264.0;430.0;1.1;1.3;-0.4;110.9;110.9;110.9
303;31-33 Overige industrie en reparatie;2022;4669;4171;498;3576.0;3143.0;433.0;-3.2;-3.7;0.6;130.5;132.7;115.0
304;31-32 Meubel- en overige industrie;2015;1577;1374;203;1577.0;1374.0;203.0;;;;100.0;100.0;100.0
305;31-32 Meubel- en overige industrie;2016;1685;1455;230;1716.0;1488.0;228.0;8.8;8.3;12.3;98.2;97.8;100.9
306;31-32 Meubel- en overige industrie;2017;1799;1537;262;1781.0;1518.0;263.0;3.8;2.0;15.2;101.0;101.3;99.7
307;31-32 Meubel- en overige industrie;2018;1838;1579;259;1766.0;1507.0;259.0;-0.8;-0.7;-1.5;104.1;104.8;100.1
308;31-32 Meubel- en overige industrie;2019;1758;1507;251;1693.0;1450.0;242.0;-4.1;-3.7;-6.6;103.8;103.9;103.8
309;31-32 Meubel- en overige industrie;2020;1834;1578;256;1819.0;1581.0;237.0;7.5;9.0;-2.0;100.8;99.8;108.1
310;31-32 Meubel- en overige industrie;2021;2216;1933;283;1949.0;1689.0;259.0;7.1;6.8;9.4;113.7;114.5;109.2
311;31-32 Meubel- en overige industrie;2022;2502;2215;287;1820.0;1566.0;253.0;-6.6;-7.2;-2.5;137.5;141.4;113.6
312;31 Meubelindustrie;2015;869;762;107;869.0;762.0;107.0;;;;100.0;100.0;100.0
313;31 Meubelindustrie;2016;1008;884;124;1006.0;883.0;123.0;15.8;15.9;15.0;100.2;100.1;100.8
314;31 Meubelindustrie;2017;1100;962;138;1071.0;933.0;138.0;6.4;5.7;12.1;102.7;103.1;100.1
315;31 Meubelindustrie;2018;1147;1000;147;1084.0;942.0;142.0;1.2;0.9;2.9;105.9;106.2;103.6
316;31 Meubelindustrie;2019;1067;937;130;996.0;875.0;121.0;-8.1;-7.1;-15.0;107.2;107.1;107.8
317;31 Meubelindustrie;2020;1201;1057;144;1132.0;1004.0;128.0;13.7;14.7;6.2;106.1;105.3;112.4
318;31 Meubelindustrie;2021;1426;1271;155;1198.0;1063.0;135.0;5.8;5.9;5.6;119.0;119.6;114.7
319;31 Meubelindustrie;2022;1553;1393;160;1102.0;976.0;126.0;-8.0;-8.2;-6.5;140.9;142.8;126.5
320;32 Overige industrie;2015;708;612;96;708.0;612.0;96.0;;;;100.0;100.0;100.0
321;32 Overige industrie;2016;677;571;106;710.0;605.0;105.0;0.3;-1.1;9.4;95.4;94.4;101.0
322;32 Overige industrie;2017;699;575;124;709.0;583.0;125.0;-0.1;-3.7;18.9;98.6;98.7;99.3
323;32 Overige industrie;2018;691;579;112;681.0;562.0;117.0;-4.0;-3.5;-6.5;101.5;102.9;95.9
324;32 Overige industrie;2019;691;570;121;697.0;574.0;122.0;2.5;2.1;4.5;99.1;99.3;99.2
325;32 Overige industrie;2020;633;521;112;682.0;572.0;109.0;-2.2;-0.4;-10.7;92.8;91.1;102.9
326;32 Overige industrie;2021;790;662;128;748.0;622.0;124.0;9.6;8.6;14.3;105.6;106.5;102.9
327;32 Overige industrie;2022;949;822;127;717.0;588.0;127.0;-4.2;-5.4;2.3;132.4;139.9;99.7
328;33 Reparatie en installatie van machines;2015;1378;1182;196;1378.0;1182.0;196.0;;;;100.0;100.0;100.0
329;33 Reparatie en installatie van machines;2016;1343;1141;202;1360.0;1159.0;201.0;-1.3;-1.9;2.6;98.8;98.4;100.5
330;33 Reparatie en installatie van machines;2017;1473;1253;220;1463.0;1246.0;217.0;7.6;7.5;7.9;100.7;100.5;101.4
331;33 Reparatie en installatie van machines;2018;1669;1440;229;1644.0;1421.0;223.0;12.4;14.0;2.7;101.5;101.3;102.8
332;33 Reparatie en installatie van machines;2019;1933;1707;226;1862.0;1653.0;209.0;13.2;16.3;-6.1;103.8;103.2;108.0
333;33 Reparatie en installatie van machines;2020;1876;1664;212;1840.0;1646.0;195.0;-1.2;-0.5;-6.6;102.0;101.1;108.5
334;33 Reparatie en installatie van machines;2021;1881;1687;194;1750.0;1581.0;171.0;-4.9;-3.9;-12.3;107.5;106.7;113.2
335;33 Reparatie en installatie van machines;2022;2167;1956;211;1765.0;1587.0;180.0;0.9;0.4;5.2;122.8;123.3;117.1
336;D Energievoorziening;2015;3709;3429;280;3709.0;3429.0;280.0;;;;100.0;100.0;100.0
337;D Energievoorziening;2016;2854;2550;304;3463.0;3160.0;303.0;-6.6;-7.8;8.2;82.4;80.7;100.3
338;D Energievoorziening;2017;3502;3174;328;3411.0;3084.0;321.0;-1.5;-2.4;5.9;102.7;102.9;102.2
339;D Energievoorziening;2018;3586;3267;319;3342.0;3021.0;315.0;-2.0;-2.0;-1.8;107.3;108.1;101.2
340;D Energievoorziening;2019;3317;2996;321;3464.0;3149.0;308.0;3.7;4.2;-2.2;95.8;95.1;104.2
341;D Energievoorziening;2020;2563;2253;310;3436.0;3146.0;285.0;-0.8;-0.1;-7.5;74.6;71.6;108.7
342;D Energievoorziening;2021;4472;4127;345;3356.0;3033.0;305.0;-2.3;-3.6;7.1;133.2;136.1;113.0
343;D Energievoorziening;2022;9645;9288;357;3129.0;2805.0;312.0;-6.8;-7.5;2.0;308.2;331.1;114.6
344;35 Energiebedrijven;2015;3709;3429;280;3709.0;3429.0;280.0;;;;100.0;100.0;100.0
345;35 Energiebedrijven;2016;2854;2550;304;3463.0;3160.0;303.0;-6.6;-7.8;8.2;82.4;80.7;100.3
346;35 Energiebedrijven;2017;3502;3174;328;3411.0;3084.0;321.0;-1.5;-2.4;5.9;102.7;102.9;102.2
347;35 Energiebedrijven;2018;3586;3267;319;3342.0;3021.0;315.0;-2.0;-2.0;-1.8;107.3;108.1;101.2
348;35 Energiebedrijven;2019;3317;2996;321;3464.0;3149.0;308.0;3.7;4.2;-2.2;95.8;95.1;104.2
349;35 Energiebedrijven;2020;2563;2253;310;3436.0;3146.0;285.0;-0.8;-0.1;-7.5;74.6;71.6;108.7
350;35 Energiebedrijven;2021;4472;4127;345;3356.0;3033.0;305.0;-2.3;-3.6;7.1;133.2;136.1;113.0
351;35 Energiebedrijven;2022;9645;9288;357;3129.0;2805.0;312.0;-6.8;-7.5;2.0;308.2;331.1;114.6
352;E Waterbedrijven en afvalbeheer;2015;1092;665;427;1092.0;665.0;427.0;;;;100.0;100.0;100.0
353;E Waterbedrijven en afvalbeheer;2016;1097;666;431;1122.0;692.0;430.0;2.7;4.1;0.7;97.8;96.2;100.2
354;E Waterbedrijven en afvalbeheer;2017;1168;736;432;1158.0;722.0;436.0;3.2;4.4;1.4;100.9;101.9;99.1
355;E Waterbedrijven en afvalbeheer;2018;1220;780;440;1214.0;769.0;445.0;4.9;6.5;2.1;100.5;101.4;98.9
356;E Waterbedrijven en afvalbeheer;2019;1316;882;434;1311.0;886.0;424.0;8.0;15.1;-4.8;100.4;99.6;102.4
357;E Waterbedrijven en afvalbeheer;2020;1335;773;562;1320.0;788.0;527.0;0.7;-11.0;24.4;101.2;98.1;106.6
358;E Waterbedrijven en afvalbeheer;2021;1565;1002;563;1281.0;782.0;496.0;-2.9;-0.8;-5.9;122.1;128.1;113.4
359;E Waterbedrijven en afvalbeheer;2022;2050;1444;606;1347.0;820.0;524.0;5.1;4.9;5.5;152.2;176.0;115.7
360;36 Waterleidingbedrijven;2015;74;44;30;74.0;44.0;30.0;;;;100.0;100.0;100.0
361;36 Waterleidingbedrijven;2016;75;41;34;76.0;42.0;34.0;2.7;-4.5;13.3;98.7;97.6;100.0
362;36 Waterleidingbedrijven;2017;85;50;35;87.0;52.0;35.0;14.7;24.4;2.9;97.5;95.7;100.0
363;36 Waterleidingbedrijven;2018;79;45;34;81.0;46.0;35.0;-7.1;-12.0;0.0;97.5;97.9;97.1
364;36 Waterleidingbedrijven;2019;81;46;35;82.0;47.0;35.0;1.3;2.2;0.0;98.8;97.9;100.0
365;36 Waterleidingbedrijven;2020;81;41;40;80.0;41.0;39.0;-2.5;-13.0;11.4;101.3;100.3;102.6
366;36 Waterleidingbedrijven;2021;83;46;37;81.0;45.0;36.0;1.2;9.8;-7.5;102.5;102.6;102.6
367;36 Waterleidingbedrijven;2022;92;57;35;81.0;46.0;35.0;0.0;2.2;-2.7;113.6;124.4;99.7
368;37-39 Riolering, afvalbeheer en sanering;2015;1018;621;397;1018.0;621.0;397.0;;;;100.0;100.0;100.0
369;37-39 Riolering, afvalbeheer en sanering;2016;1022;625;397;1046.0;650.0;396.0;2.8;4.7;-0.3;97.7;96.2;100.3
370;37-39 Riolering, afvalbeheer en sanering;2017;1083;686;397;1071.0;670.0;401.0;2.3;3.0;1.3;101.2;102.4;99.0
371;37-39 Riolering, afvalbeheer en sanering;2018;1141;735;406;1133.0;722.0;410.0;5.8;7.9;2.3;100.7;101.7;99.0
372;37-39 Riolering, afvalbeheer en sanering;2019;1235;836;399;1228.0;837.0;389.0;8.4;15.9;-5.2;100.6;99.8;102.6
373;37-39 Riolering, afvalbeheer en sanering;2020;1254;732;522;1239.0;746.0;488.0;0.9;-10.9;25.6;101.2;98.1;106.9
374;37-39 Riolering, afvalbeheer en sanering;2021;1482;956;526;1200.0;736.0;460.0;-3.2;-1.4;-5.7;123.5;129.9;114.3
375;37-39 Riolering, afvalbeheer en sanering;2022;1958;1387;571;1264.0;773.0;488.0;5.4;5.0;6.1;154.9;179.4;117.0
376;F Bouwnijverheid;2015;11884;8913;2971;11884.0;8913.0;2971.0;;;;100.0;100.0;100.0
377;F Bouwnijverheid;2016;12557;9755;2802;12659.0;9847.0;2812.0;6.5;10.5;-5.4;99.2;99.1;99.6
378;F Bouwnijverheid;2017;13160;10247;2913;12984.0;10090.0;2893.0;2.6;2.5;2.9;101.4;101.6;100.7
379;F Bouwnijverheid;2018;14615;11344;3271;14085.0;10910.0;3175.0;8.5;8.1;9.7;103.8;104.0;103.0
380;F Bouwnijverheid;2019;15344;12356;2988;14599.0;11776.0;2819.0;3.7;7.9;-11.2;105.1;104.9;106.0
381;F Bouwnijverheid;2020;15737;12461;3276;15066.0;12038.0;3023.0;3.2;2.2;7.2;104.5;103.5;108.4
382;F Bouwnijverheid;2021;17538;14375;3163;15442.0;12657.0;2793.0;2.5;5.1;-7.6;113.6;113.6;113.2
383;F Bouwnijverheid;2022;20955;17513;3442;15687.0;12843.0;2853.0;1.6;1.5;2.1;133.6;136.4;120.6
384;41 Algemene bouw en projectontwikkeling;2015;4013;3142;871;4013.0;3142.0;871.0;;;;100.0;100.0;100.0
385;41 Algemene bouw en projectontwikkeling;2016;4356;3602;754;4360.0;3602.0;758.0;8.6;14.6;-13.0;99.9;100.0;99.5
386;41 Algemene bouw en projectontwikkeling;2017;4575;3785;790;4490.0;3695.0;795.0;3.0;2.6;4.9;101.9;102.4;99.3
387;41 Algemene bouw en projectontwikkeling;2018;5157;4267;890;4944.0;4061.0;883.0;10.1;9.9;11.0;104.3;105.1;100.8
388;41 Algemene bouw en projectontwikkeling;2019;5519;4662;857;5201.0;4371.0;826.0;5.2;7.6;-6.4;106.1;106.6;103.7
389;41 Algemene bouw en projectontwikkeling;2020;5520;4573;947;5229.0;4346.0;880.0;0.5;-0.6;6.5;105.6;105.2;107.6
390;41 Algemene bouw en projectontwikkeling;2021;6095;5174;921;5359.0;4536.0;823.0;2.5;4.4;-6.5;113.7;114.1;112.0
391;41 Algemene bouw en projectontwikkeling;2022;7055;6111;944;5274.0;4460.0;814.0;-1.6;-1.7;-1.1;133.8;137.0;116.0
392;42 Grond-, water-  en wegenbouw;2015;2553;1206;1347;2553.0;1206.0;1347.0;;;;100.0;100.0;100.0
393;42 Grond-, water-  en wegenbouw;2016;2443;1122;1321;2497.0;1170.0;1327.0;-2.2;-3.0;-1.5;97.8;95.9;99.5
394;42 Grond-, water-  en wegenbouw;2017;2533;1172;1361;2505.0;1165.0;1340.0;0.3;-0.4;1.0;101.1;100.6;101.6
395;42 Grond-, water-  en wegenbouw;2018;2911;1379;1532;2772.0;1309.0;1463.0;10.7;12.4;9.2;105.0;105.4;104.7
396;42 Grond-, water-  en wegenbouw;2019;2753;1445;1308;2592.0;1375.0;1216.0;-6.5;5.1;-16.9;106.2;105.1;107.6
397;42 Grond-, water-  en wegenbouw;2020;3019;1580;1439;2868.0;1541.0;1326.0;10.6;12.0;9.1;105.3;102.5;108.5
398;42 Grond-, water-  en wegenbouw;2021;3091;1754;1337;2650.0;1475.0;1177.0;-7.6;-4.3;-11.3;116.7;118.9;113.6
399;42 Grond-, water-  en wegenbouw;2022;3596;2074;1522;2575.0;1371.0;1209.0;-2.8;-7.0;2.7;139.6;151.3;125.9
400;43 Gespecialiseerde bouw;2015;5318;4565;753;5318.0;4565.0;753.0;;;;100.0;100.0;100.0
401;43 Gespecialiseerde bouw;2016;5758;5031;727;5802.0;5075.0;727.0;9.1;11.2;-3.5;99.2;99.1;100.0
402;43 Gespecialiseerde bouw;2017;6052;5290;762;5987.0;5229.0;758.0;3.2;3.0;4.3;101.1;101.2;100.5
403;43 Gespecialiseerde bouw;2018;6547;5698;849;6367.0;5538.0;830.0;6.3;5.9;9.4;102.8;102.9;102.3
404;43 Gespecialiseerde bouw;2019;7072;6249;823;6809.0;6029.0;780.0;6.9;8.9;-6.0;103.9;103.7;105.5
405;43 Gespecialiseerde bouw;2020;7198;6308;890;6972.0;6152.0;819.0;2.4;2.0;5.0;103.2;102.5;108.7
406;43 Gespecialiseerde bouw;2021;8352;7447;905;7440.0;6648.0;796.0;6.7;8.1;-2.8;112.3;112.0;113.7
407;43 Gespecialiseerde bouw;2022;10304;9328;976;7853.0;7024.0;833.0;5.5;5.7;4.6;131.2;132.8;117.2
408;G-I Handel, vervoer en horeca;2015;37595;10811;26784;37595.0;10811.0;26784.0;;;;100.0;100.0;100.0
409;G-I Handel, vervoer en horeca;2016;37649;10150;27499;38733.0;11261.0;27472.0;3.0;4.2;2.6;97.2;90.1;100.1
410;G-I Handel, vervoer en horeca;2017;41356;11302;30054;41679.0;11938.0;29724.0;7.6;6.0;8.2;99.2;94.7;101.1
411;G-I Handel, vervoer en horeca;2018;43625;12253;31372;42984.0;12463.0;30512.0;3.1;4.4;2.7;101.5;98.3;102.8
412;G-I Handel, vervoer en horeca;2019;43912;12310;31602;42617.0;12707.0;29917.0;-0.9;2.0;-2.0;103.0;96.9;105.6
413;G-I Handel, vervoer en horeca;2020;39860;9563;30297;39069.0;10715.0;28283.0;-8.3;-15.7;-5.5;102.0;89.3;107.1
414;G-I Handel, vervoer en horeca;2021;45022;12053;32969;41402.0;11826.0;29579.0;6.0;10.4;4.6;108.7;101.9;111.5
415;G-I Handel, vervoer en horeca;2022;56515;18345;38170;44520.0;13033.0;31517.0;7.5;10.2;6.6;126.9;140.8;121.1
416;G Handel;2015;19648;4077;15571;19648.0;4077.0;15571.0;;;;100.0;100.0;100.0
417;G Handel;2016;19992;4053;15939;20075.0;4201.0;15874.0;2.2;3.0;1.9;99.6;96.5;100.4
