ID;Overheidssectoren;Perioden;Vacatures_1;OntstaneVacatures_2;VervuldeVacatures_3;Vacatures_4;OntstaneVacatures_5;VervuldeVacatures_6
374;Onderwijs;1998 jaarcijfer;;;;3.8;38.7;37.2
375;Onderwijs;1999 1e kwartaal;;;;3.7;8.7;9.4
376;Onderwijs;1999 2e kwartaal;;;;5.4;10.3;8.6
377;Onderwijs;1999 3e kwartaal;;;;4.4;13.4;14.4
378;Onderwijs;1999 4e kwartaal;;;;5.6;8.2;6.9
379;Onderwijs;1999 jaarcijfer;;;;4.6;40.6;39.4
380;Onderwijs;2000 1e kwartaal;;;;5.3;9.0;9.2
381;Onderwijs;2000 2e kwartaal;;;;6.7;10.5;9.1
382;Onderwijs;2000 3e kwartaal;;;;5.3;14.9;16.2
383;Onderwijs;2000 4e kwartaal;;;;5.5;9.6;9.4
384;Onderwijs;2000 jaarcijfer;;;;4.7;43.9;44.0
385;Onderwijs;2001 1e kwartaal;;;;5.0;9.3;9.8
386;Onderwijs;2001 2e kwartaal;;;;6.4;10.9;9.5
387;Onderwijs;2001 3e kwartaal;;;;5.3;13.0;14.1
388;Onderwijs;2001 4e kwartaal;;;;5.7;9.0;8.6
389;Onderwijs;2001 jaarcijfer;;;;5.6;42.2;42.0
390;Onderwijs;2002 1e kwartaal;;;;4.7;8.7;9.7
391;Onderwijs;2002 2e kwartaal;;;;6.2;10.7;9.2
392;Onderwijs;2002 3e kwartaal;;;;4.3;13.1;15.1
393;Onderwijs;2002 4e kwartaal;;;;4.8;6.8;6.3
394;Onderwijs;2002 jaarcijfer;;;;5.1;39.3;40.2
395;Onderwijs;2003 1e kwartaal;;;;3.3;5.4;6.9
396;Onderwijs;2003 2e kwartaal;;;;4.3;7.5;6.5
397;Onderwijs;2003 3e kwartaal;;;;3.4;9.6;10.5
398;Onderwijs;2003 4e kwartaal;;;;3.1;5.7;6.0
399;Onderwijs;2003 jaarcijfer;;;;3.8;28.1;29.8
400;Onderwijs;2004 1e kwartaal;;;;3.4;5.1;4.8
401;Onderwijs;2004 2e kwartaal;;;;5.3;8.2;6.2
402;Onderwijs;2004 3e kwartaal;;;;3.7;7.5;9.2
403;Onderwijs;2004 4e kwartaal;;;;3.5;5.4;5.5
404;Onderwijs;2004 jaarcijfer;;;;3.9;26.1;25.7
405;Onderwijs;2005 1e kwartaal;;;;3.2;5.2;5.4
406;Onderwijs;2005 2e kwartaal;;;;6.0;8.9;6.1
407;Onderwijs;2005 3e kwartaal;;;;5.2;9.2;10.0
408;Onderwijs;2005 4e kwartaal;;;;5.0;6.2;6.4
409;Onderwijs;2005 jaarcijfer;;;;4.7;29.5;28.0
410;Onderwijs;2006 1e kwartaal;;;;5.0;6.3;6.3
411;Onderwijs;2006 2e kwartaal;;;;5.9;8.3;7.4
412;Onderwijs;2006 3e kwartaal;;;;4.9;8.9;9.9
413;Onderwijs;2006 4e kwartaal;5.5;8.4;7.8;5.2;8.0;7.7
414;Onderwijs;2006 jaarcijfer;;;;5.2;31.6;31.3
415;Onderwijs;2007 1e kwartaal;5.6;9.0;8.9;;;
416;Onderwijs;2007 2e kwartaal;7.2;11.5;9.9;;;
417;Onderwijs;2007 3e kwartaal;6.5;12.7;13.3;;;
418;Onderwijs;2007 4e kwartaal;6.1;7.5;8.0;;;
419;Onderwijs;2007 jaarcijfer;6.3;40.6;40.1;;;
420;Onderwijs;2008 1e kwartaal;6.6;8.5;7.9;;;
421;Onderwijs;2008 2e kwartaal;7.7;11.4;10.3;;;
422;Onderwijs;2008 3e kwartaal;5.5;10.8;13.0;;;
423;Onderwijs;2008 4e kwartaal;5.8;7.2;7.0;;;
424;Onderwijs;2008 jaarcijfer;6.4;37.9;38.2;;;
425;Onderwijs;2009 1e kwartaal;4.5;6.3;7.5;;;
426;Onderwijs;2009 2e kwartaal;5.7;9.6;8.5;;;
427;Onderwijs;2009 3e kwartaal;4.2;9.5;11.0;;;
428;Onderwijs;2009 4e kwartaal;4.1;6.1;6.2;;;
429;Onderwijs;2009 jaarcijfer;4.8;31.4;33.1;;;
430;Politie;1992 4e kwartaal;;;;;;
431;Politie;1993 1e kwartaal;;;;;;
432;Politie;1993 2e kwartaal;;;;;;
433;Politie;1993 3e kwartaal;;;;;;
434;Politie;1993 4e kwartaal;;;;;;
435;Politie;1993 jaarcijfer;;;;;;
436;Politie;1994 1e kwartaal;;;;;;
437;Politie;1994 2e kwartaal;;;;0.9;;
438;Politie;1994 3e kwartaal;;;;0.3;0.4;0.9
439;Politie;1994 4e kwartaal;;;;0.3;0.2;0.3
440;Politie;1994 jaarcijfer;;;;;;
441;Politie;1995 1e kwartaal;;;;0.8;0.7;0.5
442;Politie;1995 2e kwartaal;;;;0.6;0.9;1.1
443;Politie;1995 3e kwartaal;;;;0.4;0.3;0.6
444;Politie;1995 4e kwartaal;;;;0.4;0.4;0.4
445;Politie;1995 jaarcijfer;;;;;2.3;2.6
446;Politie;1996 1e kwartaal;;;;0.7;1.2;0.8
447;Politie;1996 2e kwartaal;;;;0.6;0.8;0.9
448;Politie;1996 3e kwartaal;;;;0.5;0.8;0.9
449;Politie;1996 4e kwartaal;;;;0.5;0.5;0.6
450;Politie;1996 jaarcijfer;;;;0.6;3.3;3.3
451;Politie;1997 1e kwartaal;;;;0.5;0.7;0.7
452;Politie;1997 2e kwartaal;;;;0.5;1.1;0.9
453;Politie;1997 3e kwartaal;;;;0.6;1.0;0.9
454;Politie;1997 4e kwartaal;;;;0.4;0.4;0.7
455;Politie;1997 jaarcijfer;;;;0.5;3.2;3.1
456;Politie;1998 1e kwartaal;;;;0.6;1.0;0.8
457;Politie;1998 2e kwartaal;;;;0.9;1.0;0.7
458;Politie;1998 3e kwartaal;;;;0.6;0.5;0.8
459;Politie;1998 4e kwartaal;;;;1.1;1.1;0.6
460;Politie;1998 jaarcijfer;;;;0.7;3.6;2.9
461;Politie;1999 1e kwartaal;;;;1.2;1.3;1.1
462;Politie;1999 2e kwartaal;;;;1.4;0.9;0.6
463;Politie;1999 3e kwartaal;;;;1.2;0.7;0.9
464;Politie;1999 4e kwartaal;;;;1.9;1.5;0.9
465;Politie;1999 jaarcijfer;;;;1.3;4.3;3.5
466;Politie;2000 1e kwartaal;;;;1.3;0.7;1.3
467;Politie;2000 2e kwartaal;;;;1.2;1.0;1.1
468;Politie;2000 3e kwartaal;;;;1.1;1.1;1.2
469;Politie;2000 4e kwartaal;;;;1.0;0.9;1.0
470;Politie;2000 jaarcijfer;;;;1.3;3.7;4.6
471;Politie;2001 1e kwartaal;;;;1.0;0.9;0.9
472;Politie;2001 2e kwartaal;;;;0.7;1.1;1.4
473;Politie;2001 3e kwartaal;;;;0.8;1.1;1.1
474;Politie;2001 4e kwartaal;;;;0.8;1.0;1.0
475;Politie;2001 jaarcijfer;;;;0.9;4.2;4.3
476;Politie;2002 1e kwartaal;;;;0.7;0.8;0.9
477;Politie;2002 2e kwartaal;;;;0.4;0.8;1.1
478;Politie;2002 3e kwartaal;;;;0.3;0.7;0.8
479;Politie;2002 4e kwartaal;;;;0.4;1.0;0.9
480;Politie;2002 jaarcijfer;;;;0.5;3.3;3.7
481;Politie;2003 1e kwartaal;;;;0.4;1.0;1.0
482;Politie;2003 2e kwartaal;;;;0.4;0.9;0.9
483;Politie;2003 3e kwartaal;;;;0.3;0.7;0.8
484;Politie;2003 4e kwartaal;;;;0.3;0.4;0.4
485;Politie;2003 jaarcijfer;;;;0.4;3.0;3.1
486;Politie;2004 1e kwartaal;;;;0.5;0.5;0.3
487;Politie;2004 2e kwartaal;;;;0.8;1.0;0.7
488;Politie;2004 3e kwartaal;;;;0.3;0.2;0.7
489;Politie;2004 4e kwartaal;;;;1.0;0.9;0.2
490;Politie;2004 jaarcijfer;;;;0.6;2.6;1.9
491;Politie;2005 1e kwartaal;;;;0.6;0.5;0.9
492;Politie;2005 2e kwartaal;;;;0.6;0.8;0.8
493;Politie;2005 3e kwartaal;;;;0.6;0.5;0.5
494;Politie;2005 4e kwartaal;;;;0.3;0.4;0.7
495;Politie;2005 jaarcijfer;;;;0.6;2.1;2.8
496;Politie;2006 1e kwartaal;;;;1.0;1.4;0.8
497;Politie;2006 2e kwartaal;;;;0.8;0.9;1.1
498;Politie;2006 3e kwartaal;;;;1.2;0.9;0.5
499;Politie;2006 4e kwartaal;0.8;0.8;0.8;1.2;1.0;0.9
500;Politie;2006 jaarcijfer;;;;0.9;4.2;3.3
501;Politie;2007 1e kwartaal;0.8;0.7;0.7;;;
502;Politie;2007 2e kwartaal;0.9;0.8;0.7;;;
503;Politie;2007 3e kwartaal;0.8;0.7;0.7;;;
504;Politie;2007 4e kwartaal;0.9;0.9;0.9;;;
505;Politie;2007 jaarcijfer;0.8;3.1;3.0;;;
506;Politie;2008 1e kwartaal;0.9;0.6;0.7;;;
507;Politie;2008 2e kwartaal;1.4;1.0;0.5;;;
508;Politie;2008 3e kwartaal;0.8;0.4;1.0;;;
509;Politie;2008 4e kwartaal;0.7;0.5;0.7;;;
510;Politie;2008 jaarcijfer;1.0;2.6;2.8;;;
511;Politie;2009 1e kwartaal;0.6;0.5;0.6;;;
512;Politie;2009 2e kwartaal;0.7;0.6;0.5;;;
513;Politie;2009 3e kwartaal;0.7;0.5;0.6;;;
514;Politie;2009 4e kwartaal;0.4;0.3;0.6;;;
515;Politie;2009 jaarcijfer;0.6;1.9;2.2;;;
516;Defensie;1992 4e kwartaal;;;;6.5;;
517;Defensie;1993 1e kwartaal;;;;5.1;0.9;2.2
518;Defensie;1993 2e kwartaal;;;;3.9;0.3;1.3
519;Defensie;1993 3e kwartaal;;;;2.6;0.3;1.6
520;Defensie;1993 4e kwartaal;;;;7.0;6.0;1.6
521;Defensie;1993 jaarcijfer;;;;4.6;7.5;6.7
522;Defensie;1994 1e kwartaal;;;;5.4;0.3;1.9
523;Defensie;1994 2e kwartaal;;;;3.8;0.3;1.9
524;Defensie;1994 3e kwartaal;;;;;;
525;Defensie;1994 4e kwartaal;;;;;;
526;Defensie;1994 jaarcijfer;;;;;;
527;Defensie;1995 1e kwartaal;;;;;;
528;Defensie;1995 2e kwartaal;;;;;;
529;Defensie;1995 3e kwartaal;;;;;;
530;Defensie;1995 4e kwartaal;;;;;;
531;Defensie;1995 jaarcijfer;;;;;;
532;Defensie;1996 1e kwartaal;;;;;;
533;Defensie;1996 2e kwartaal;;;;;;
534;Defensie;1996 3e kwartaal;;;;0.0;;
535;Defensie;1996 4e kwartaal;;;;0.1;;
536;Defensie;1996 jaarcijfer;;;;;;
537;Defensie;1997 1e kwartaal;;;;0.0;;
538;Defensie;1997 2e kwartaal;;;;0.1;;
539;Defensie;1997 3e kwartaal;;;;0.1;;
540;Defensie;1997 4e kwartaal;;;;0.1;;
541;Defensie;1997 jaarcijfer;;;;0.1;;
542;Defensie;1998 1e kwartaal;;;;0.1;0.1;0.2
543;Defensie;1998 2e kwartaal;;;;0.0;0.1;0.1
544;Defensie;1998 3e kwartaal;;;;0.1;0.1;0.1
545;Defensie;1998 4e kwartaal;;;;0.0;0.2;0.2
546;Defensie;1998 jaarcijfer;;;;0.1;0.6;0.7
547;Defensie;1999 1e kwartaal;;;;0.1;0.2;0.2
548;Defensie;1999 2e kwartaal;;;;0.0;0.1;0.2
549;Defensie;1999 3e kwartaal;;;;0.0;0.2;0.2
550;Defensie;1999 4e kwartaal;;;;0.1;0.2;0.2
551;Defensie;1999 jaarcijfer;;;;0.0;0.8;0.8
552;Defensie;2000 1e kwartaal;;;;0.0;0.0;0.0
553;Defensie;2000 2e kwartaal;;;;0.1;0.3;0.3
554;Defensie;2000 3e kwartaal;;;;0.1;0.4;0.4
555;Defensie;2000 4e kwartaal;;;;0.1;0.3;0.2
556;Defensie;2000 jaarcijfer;;;;0.1;1.0;0.9
557;Defensie;2001 1e kwartaal;;;;0.1;0.3;0.3
558;Defensie;2001 2e kwartaal;;;;0.1;0.4;0.4
559;Defensie;2001 3e kwartaal;;;;0.1;0.4;0.5
560;Defensie;2001 4e kwartaal;;;;0.1;0.4;0.4
561;Defensie;2001 jaarcijfer;;;;0.1;1.6;1.6
562;Defensie;2002 1e kwartaal;;;;0.1;0.4;0.4
563;Defensie;2002 2e kwartaal;;;;0.1;0.1;0.1
564;Defensie;2002 3e kwartaal;;;;0.0;0.3;0.3
565;Defensie;2002 4e kwartaal;;;;0.0;0.2;0.2
566;Defensie;2002 jaarcijfer;;;;0.1;1.0;1.0
567;Defensie;2003 1e kwartaal;;;;0.0;0.0;0.1
568;Defensie;2003 2e kwartaal;;;;0.0;0.1;0.1
569;Defensie;2003 3e kwartaal;;;;0.0;0.1;0.1
570;Defensie;2003 4e kwartaal;;;;0.0;0.1;0.1
571;Defensie;2003 jaarcijfer;;;;0.0;0.3;0.3
572;Defensie;2004 1e kwartaal;;;;0.0;0.0;0.0
573;Defensie;2004 2e kwartaal;;;;0.0;0.0;0.0
574;Defensie;2004 3e kwartaal;;;;0.0;0.0;0.0
575;Defensie;2004 4e kwartaal;;;;;;
576;Defensie;2004 jaarcijfer;;;;0.0;0.0;0.0
577;Defensie;2005 1e kwartaal;;;;0.0;0.3;0.3
578;Defensie;2005 2e kwartaal;;;;0.0;0.6;0.6
579;Defensie;2005 3e kwartaal;;;;0.0;0.7;0.7
580;Defensie;2005 4e kwartaal;;;;0.1;0.4;0.4
581;Defensie;2005 jaarcijfer;;;;0.0;2.0;2.0
582;Defensie;2006 1e kwartaal;;;;0.0;0.4;0.4
583;Defensie;2006 2e kwartaal;;;;0.0;0.4;0.4
584;Defensie;2006 3e kwartaal;;;;0.0;0.2;0.3
585;Defensie;2006 4e kwartaal;0.0;0.3;0.3;0.0;0.2;0.2
586;Defensie;2006 jaarcijfer;;;;0.0;1.3;1.4
587;Defensie;2007 1e kwartaal;0.0;0.3;0.3;;;
588;Defensie;2007 2e kwartaal;0.0;0.3;0.3;;;
589;Defensie;2007 3e kwartaal;0.0;0.3;0.3;;;
590;Defensie;2007 4e kwartaal;0.0;0.3;0.3;;;
591;Defensie;2007 jaarcijfer;0.0;1.0;1.0;;;
592;Defensie;2008 1e kwartaal;0.0;0.3;0.3;;;
593;Defensie;2008 2e kwartaal;0.0;0.3;0.3;;;
594;Defensie;2008 3e kwartaal;7.5;1.5;1.5;;;
595;Defensie;2008 4e kwartaal;7.9;1.5;1.1;;;
596;Defensie;2008 jaarcijfer;2.9;3.5;3.1;;;
597;Defensie;2009 1e kwartaal;7.5;1.4;1.8;;;
598;Defensie;2009 2e kwartaal;7.1;0.8;1.2;;;
599;Defensie;2009 3e kwartaal;6.9;1.3;1.5;;;
600;Defensie;2009 4e kwartaal;;;;;;
601;Defensie;2009 jaarcijfer;;;;;;
602;Rechterlijke macht;1992 4e kwartaal;;;;0.1;0.0;0.0
603;Rechterlijke macht;1993 1e kwartaal;;;;0.1;0.1;0.0
604;Rechterlijke macht;1993 2e kwartaal;;;;0.1;0.0;0.1
605;Rechterlijke macht;1993 3e kwartaal;;;;0.1;0.1;0.1
606;Rechterlijke macht;1993 4e kwartaal;;;;0.1;0.1;0.1
607;Rechterlijke macht;1993 jaarcijfer;;;;0.1;0.3;0.3
608;Rechterlijke macht;1994 1e kwartaal;;;;0.2;0.1;0.1
609;Rechterlijke macht;1994 2e kwartaal;;;;0.1;0.0;0.1
610;Rechterlijke macht;1994 3e kwartaal;;;;0.1;0.1;0.1
611;Rechterlijke macht;1994 4e kwartaal;;;;0.1;0.1;0.1
612;Rechterlijke macht;1994 jaarcijfer;;;;0.1;0.3;0.4
613;Rechterlijke macht;1995 1e kwartaal;;;;0.1;0.1;0.1
614;Rechterlijke macht;1995 2e kwartaal;;;;0.1;0.1;0.1
615;Rechterlijke macht;1995 3e kwartaal;;;;0.1;0.1;0.1
616;Rechterlijke macht;1995 4e kwartaal;;;;0.1;0.0;0.0
617;Rechterlijke macht;1995 jaarcijfer;;;;0.1;0.3;0.3
618;Rechterlijke macht;1996 1e kwartaal;;;;0.1;0.0;0.1
619;Rechterlijke macht;1996 2e kwartaal;;;;0.1;0.0;0.0
620;Rechterlijke macht;1996 3e kwartaal;;;;0.1;0.0;0.0
621;Rechterlijke macht;1996 4e kwartaal;;;;0.1;0.1;0.1
622;Rechterlijke macht;1996 jaarcijfer;;;;0.1;0.2;0.2
623;Rechterlijke macht;1997 1e kwartaal;;;;0.0;0.0;0.1
624;Rechterlijke macht;1997 2e kwartaal;;;;0.0;0.0;0.1
625;Rechterlijke macht;1997 3e kwartaal;;;;0.0;0.0;0.1
626;Rechterlijke macht;1997 4e kwartaal;;;;0.0;0.0;0.0
627;Rechterlijke macht;1997 jaarcijfer;;;;0.0;0.1;0.2
628;Rechterlijke macht;1998 1e kwartaal;;;;0.1;0.2;0.1
629;Rechterlijke macht;1998 2e kwartaal;;;;0.1;0.1;0.1
630;Rechterlijke macht;1998 3e kwartaal;;;;0.1;0.1;0.1
631;Rechterlijke macht;1998 4e kwartaal;;;;0.1;0.1;0.1
632;Rechterlijke macht;1998 jaarcijfer;;;;0.1;0.4;0.3
633;Rechterlijke macht;1999 1e kwartaal;;;;0.1;0.1;0.1
634;Rechterlijke macht;1999 2e kwartaal;;;;0.1;0.0;0.0
635;Rechterlijke macht;1999 3e kwartaal;;;;0.1;0.0;0.0
636;Rechterlijke macht;1999 4e kwartaal;;;;0.1;0.0;0.0
637;Rechterlijke macht;1999 jaarcijfer;;;;0.1;0.2;0.2
638;Rechterlijke macht;2000 1e kwartaal;;;;0.0;0.0;0.0
639;Rechterlijke macht;2000 2e kwartaal;;;;0.0;0.0;0.0
640;Rechterlijke macht;2000 3e kwartaal;;;;0.0;0.0;0.0
641;Rechterlijke macht;2000 4e kwartaal;;;;0.0;0.0;0.0
642;Rechterlijke macht;2000 jaarcijfer;;;;0.0;0.0;0.0
643;Rechterlijke macht;2001 1e kwartaal;;;;0.0;0.0;0.0
644;Rechterlijke macht;2001 2e kwartaal;;;;0.0;0.0;0.0
645;Rechterlijke macht;2001 3e kwartaal;;;;0.0;0.0;0.0
646;Rechterlijke macht;2001 4e kwartaal;;;;0.0;0.0;0.0
647;Rechterlijke macht;2001 jaarcijfer;;;;0.0;0.0;0.0
648;Rechterlijke macht;2002 1e kwartaal;;;;0.0;0.0;0.0
649;Rechterlijke macht;2002 2e kwartaal;;;;0.0;0.0;0.0
650;Rechterlijke macht;2002 3e kwartaal;;;;0.0;0.0;0.0
651;Rechterlijke macht;2002 4e kwartaal;;;;0.0;0.0;0.0
652;Rechterlijke macht;2002 jaarcijfer;;;;0.0;0.0;0.0
653;Rechterlijke macht;2003 1e kwartaal;;;;0.0;0.0;0.0
654;Rechterlijke macht;2003 2e kwartaal;;;;0.0;0.0;0.0
655;Rechterlijke macht;2003 3e kwartaal;;;;0.0;0.0;0.0
656;Rechterlijke macht;2003 4e kwartaal;;;;0.0;0.0;0.0
657;Rechterlijke macht;2003 jaarcijfer;;;;0.0;0.0;0.0
658;Rechterlijke macht;2004 1e kwartaal;;;;0.0;0.0;0.0
659;Rechterlijke macht;2004 2e kwartaal;;;;0.0;0.0;0.0
660;Rechterlijke macht;2004 3e kwartaal;;;;0.0;0.0;0.0
661;Rechterlijke macht;2004 4e kwartaal;;;;0.0;0.0;0.0
662;Rechterlijke macht;2004 jaarcijfer;;;;0.0;0.0;0.0
663;Rechterlijke macht;2005 1e kwartaal;;;;0.0;0.0;0.0
664;Rechterlijke macht;2005 2e kwartaal;;;;0.0;0.0;0.0
665;Rechterlijke macht;2005 3e kwartaal;;;;0.0;0.0;0.0
666;Rechterlijke macht;2005 4e kwartaal;;;;0.0;0.0;0.0
667;Rechterlijke macht;2005 jaarcijfer;;;;0.0;0.0;0.0
668;Rechterlijke macht;2006 1e kwartaal;;;;0.1;0.2;0.1
669;Rechterlijke macht;2006 2e kwartaal;;;;0.0;0.0;0.1
670;Rechterlijke macht;2006 3e kwartaal;;;;0.1;0.2;0.1
671;Rechterlijke macht;2006 4e kwartaal;0.2;0.2;0.2;0.2;0.2;0.2
672;Rechterlijke macht;2006 jaarcijfer;;;;0.1;0.7;0.5
673;Rechterlijke macht;2007 1e kwartaal;0.1;0.1;0.2;;;
674;Rechterlijke macht;2007 2e kwartaal;0.1;0.1;0.2;;;
675;Rechterlijke macht;2007 3e kwartaal;0.1;0.2;0.1;;;
676;Rechterlijke macht;2007 4e kwartaal;0.2;0.3;0.2;;;
677;Rechterlijke macht;2007 jaarcijfer;0.1;0.7;0.7;;;
678;Rechterlijke macht;2008 1e kwartaal;0.1;0.2;0.2;;;
679;Rechterlijke macht;2008 2e kwartaal;0.1;0.2;0.2;;;
680;Rechterlijke macht;2008 3e kwartaal;0.1;0.1;0.1;;;
681;Rechterlijke macht;2008 4e kwartaal;0.1;0.1;0.1;;;
682;Rechterlijke macht;2008 jaarcijfer;0.1;0.6;0.7;;;
683;Rechterlijke macht;2009 1e kwartaal;0.1;0.2;0.2;;;
684;Rechterlijke macht;2009 2e kwartaal;0.1;0.1;0.1;;;
685;Rechterlijke macht;2009 3e kwartaal;0.0;0.1;0.1;;;
686;Rechterlijke macht;2009 4e kwartaal;0.1;0.2;0.1;;;
687;Rechterlijke macht;2009 jaarcijfer;0.1;0.5;0.5;;;
688;Waterschappen;1992 4e kwartaal;;;;0.2;0.1;0.1
689;Waterschappen;1993 1e kwartaal;;;;0.2;0.2;0.2
690;Waterschappen;1993 2e kwartaal;;;;0.2;0.2;0.2
691;Waterschappen;1993 3e kwartaal;;;;0.2;0.1;0.2
692;Waterschappen;1993 4e kwartaal;;;;0.1;0.1;0.1
693;Waterschappen;1993 jaarcijfer;;;;0.2;0.6;0.7
694;Waterschappen;1994 1e kwartaal;;;;0.2;0.1;0.1
695;Waterschappen;1994 2e kwartaal;;;;0.2;0.2;0.1
696;Waterschappen;1994 3e kwartaal;;;;0.2;0.1;0.1
697;Waterschappen;1994 4e kwartaal;;;;0.2;0.2;0.1
698;Waterschappen;1994 jaarcijfer;;;;0.2;0.6;0.4
699;Waterschappen;1995 1e kwartaal;;;;0.2;0.2;0.2
700;Waterschappen;1995 2e kwartaal;;;;0.1;0.1;0.2
701;Waterschappen;1995 3e kwartaal;;;;0.1;0.1;0.1
702;Waterschappen;1995 4e kwartaal;;;;0.2;0.1;0.1
703;Waterschappen;1995 jaarcijfer;;;;0.2;0.5;0.6
704;Waterschappen;1996 1e kwartaal;;;;0.2;0.1;0.1
705;Waterschappen;1996 2e kwartaal;;;;0.2;0.1;0.1
706;Waterschappen;1996 3e kwartaal;;;;0.1;0.0;0.1
707;Waterschappen;1996 4e kwartaal;;;;0.1;0.1;0.1
708;Waterschappen;1996 jaarcijfer;;;;0.1;0.4;0.4
709;Waterschappen;1997 1e kwartaal;;;;0.2;0.1;0.1
710;Waterschappen;1997 2e kwartaal;;;;0.2;0.1;0.1
711;Waterschappen;1997 3e kwartaal;;;;0.1;0.1;0.1
712;Waterschappen;1997 4e kwartaal;;;;0.2;0.1;0.1
713;Waterschappen;1997 jaarcijfer;;;;0.2;0.4;0.4
714;Waterschappen;1998 1e kwartaal;;;;0.2;0.1;0.1
715;Waterschappen;1998 2e kwartaal;;;;0.2;0.1;0.1
716;Waterschappen;1998 3e kwartaal;;;;0.1;0.1;0.1
717;Waterschappen;1998 4e kwartaal;;;;0.1;0.1;0.1
718;Waterschappen;1998 jaarcijfer;;;;0.2;0.4;0.5
719;Waterschappen;1999 1e kwartaal;;;;0.2;0.2;0.1
720;Waterschappen;1999 2e kwartaal;;;;0.2;0.1;0.1
721;Waterschappen;1999 3e kwartaal;;;;0.1;0.1;0.1
722;Waterschappen;1999 4e kwartaal;;;;0.2;0.2;0.1
723;Waterschappen;1999 jaarcijfer;;;;0.2;0.6;0.4
724;Waterschappen;2000 1e kwartaal;;;;0.3;0.2;0.1
725;Waterschappen;2000 2e kwartaal;;;;0.2;0.1;0.2
726;Waterschappen;2000 3e kwartaal;;;;0.2;0.1;0.1
727;Waterschappen;2000 4e kwartaal;;;;0.3;0.3;0.2
728;Waterschappen;2000 jaarcijfer;;;;0.2;0.7;0.6
729;Waterschappen;2001 1e kwartaal;;;;0.3;0.2;0.2
730;Waterschappen;2001 2e kwartaal;;;;0.3;0.3;0.3
731;Waterschappen;2001 3e kwartaal;;;;0.3;0.3;0.3
732;Waterschappen;2001 4e kwartaal;;;;0.2;0.2;0.2
733;Waterschappen;2001 jaarcijfer;;;;0.3;1.0;1.0
734;Waterschappen;2002 1e kwartaal;;;;0.4;0.3;0.2
735;Waterschappen;2002 2e kwartaal;;;;0.2;0.1;0.2
736;Waterschappen;2002 3e kwartaal;;;;0.2;0.2;0.2
737;Waterschappen;2002 4e kwartaal;;;;0.3;0.2;0.1
738;Waterschappen;2002 jaarcijfer;;;;0.3;0.8;0.7
739;Waterschappen;2003 1e kwartaal;;;;0.2;0.1;0.2
740;Waterschappen;2003 2e kwartaal;;;;0.2;0.1;0.1
741;Waterschappen;2003 3e kwartaal;;;;0.2;0.1;0.1
742;Waterschappen;2003 4e kwartaal;;;;0.1;0.1;0.1
743;Waterschappen;2003 jaarcijfer;;;;0.2;0.4;0.5
744;Waterschappen;2004 1e kwartaal;;;;0.2;0.2;0.2
745;Waterschappen;2004 2e kwartaal;;;;0.2;0.1;0.1
746;Waterschappen;2004 3e kwartaal;;;;0.2;0.1;0.1
747;Waterschappen;2004 4e kwartaal;;;;0.2;0.2;0.2
748;Waterschappen;2004 jaarcijfer;;;;0.2;0.6;0.6
749;Waterschappen;2005 1e kwartaal;;;;0.1;0.1;0.1
750;Waterschappen;2005 2e kwartaal;;;;0.2;0.1;0.1
751;Waterschappen;2005 3e kwartaal;;;;0.1;0.0;0.1
752;Waterschappen;2005 4e kwartaal;;;;0.1;0.1;0.1
753;Waterschappen;2005 jaarcijfer;;;;0.1;0.4;0.4
754;Waterschappen;2006 1e kwartaal;;;;0.1;0.1;0.1
755;Waterschappen;2006 2e kwartaal;;;;0.1;0.1;0.1
756;Waterschappen;2006 3e kwartaal;;;;0.1;0.0;0.1
757;Waterschappen;2006 4e kwartaal;0.1;0.1;0.1;0.1;0.1;0.1
758;Waterschappen;2006 jaarcijfer;;;;0.1;0.4;0.4
759;Waterschappen;2007 1e kwartaal;0.2;0.2;0.2;;;
760;Waterschappen;2007 2e kwartaal;0.2;0.2;0.2;;;
761;Waterschappen;2007 3e kwartaal;0.3;0.2;0.1;;;
762;Waterschappen;2007 4e kwartaal;0.3;0.2;0.2;;;
763;Waterschappen;2007 jaarcijfer;0.2;0.8;0.6;;;
764;Waterschappen;2008 1e kwartaal;0.3;0.2;0.2;;;
765;Waterschappen;2008 2e kwartaal;0.4;0.2;0.2;;;
766;Waterschappen;2008 3e kwartaal;0.4;0.2;0.2;;;
767;Waterschappen;2008 4e kwartaal;0.3;0.2;0.2;;;
768;Waterschappen;2008 jaarcijfer;0.3;0.8;0.8;;;
769;Waterschappen;2009 1e kwartaal;0.4;0.3;0.2;;;
770;Waterschappen;2009 2e kwartaal;0.3;0.2;0.3;;;
771;Waterschappen;2009 3e kwartaal;0.2;0.1;0.1;;;
772;Waterschappen;2009 4e kwartaal;0.2;0.1;0.2;;;
773;Waterschappen;2009 jaarcijfer;0.3;0.7;0.8;;;
