ID;BronTechniek;Energietoepassing;Perioden;EindverbruikInTerajoule_1;InTotaalEindverbruikEnergie_2;VermedenPrimaireEnergieInTerajoule_3;InTotaalBinnenlandsEnergieverbruik_4;VermedenEmissieCO2InKton_5;InVanTotaleCO2Emissie_6
1190;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2004;;;;;;
1191;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2005;;;;;;
1192;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2006;;;;;;
1193;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2007;;;;;;
1194;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2008;;;;;;
1195;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2009;;;;;;
1196;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2010;;;;;;
1197;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2011;;;;;;
1198;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2012;;;;;;
1199;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2013;;;;;;
1200;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1990;17.0;0.0;16.0;0.0;1.0;0.0
1201;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1991;17.0;0.0;17.0;0.0;1.0;0.0
1202;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1992;17.0;0.0;17.0;0.0;1.0;0.0
1203;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1993;21.0;0.0;21.0;0.0;1.0;0.0
1204;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1994;24.0;0.0;24.0;0.0;1.0;0.0
1205;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1995;26.0;0.0;28.0;0.0;2.0;0.0
1206;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1996;29.0;0.0;31.0;0.0;2.0;0.0
1207;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1997;34.0;0.0;37.0;0.0;2.0;0.0
1208;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1998;39.0;0.0;43.0;0.0;2.0;0.0
1209;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1999;42.0;0.0;47.0;0.0;3.0;0.0
1210;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2000;45.0;0.0;50.0;0.0;3.0;0.0
1211;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2001;49.0;0.0;56.0;0.0;3.0;0.0
1212;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2002;58.0;0.0;62.0;0.0;4.0;0.0
1213;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2003;64.0;0.0;69.0;0.0;4.0;0.0
1214;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2004;72.0;0.0;79.0;0.0;4.0;0.0
1215;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2005;75.0;0.0;83.0;0.0;5.0;0.0
1216;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2006;78.0;0.0;86.0;0.0;5.0;0.0
1217;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2007;81.0;0.0;89.0;0.0;5.0;0.0
1218;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2008;79.0;0.0;90.0;0.0;5.0;0.0
1219;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2009;94.0;0.0;106.0;0.0;6.0;0.0
1220;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2010;120.0;0.01;126.0;0.0;7.0;0.0
1221;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2011;127.0;0.01;130.0;0.0;7.0;0.0
1222;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2012;139.0;0.01;143.0;0.0;8.0;0.0
1223;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2013;147.0;0.01;152.0;0.0;9.0;0.01
1224;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1990;;;;;;
1225;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1991;;;;;;
1226;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1992;;;;;;
1227;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1993;;;;;;
1228;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1994;;;;;;
1229;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1995;;;;;;
1230;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1996;;;;;;
1231;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1997;;;;;;
1232;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1998;;;;;;
1233;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1999;;;;;;
1234;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2000;;;;;;
1235;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2001;;;;;;
1236;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2002;;;;;;
1237;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2003;;;;;;
1238;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2004;;;;;;
1239;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2005;;;;;;
1240;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2006;;;;;;
1241;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2007;;;;;;
1242;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2008;;;;;;
1243;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2009;;;;;;
1244;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2010;;;;;;
1245;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2011;;;;;;
1246;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2012;;;;;;
1247;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2013;;;;;;
1248;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1990;60.0;0.0;45.0;0.0;3.0;0.0
1249;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1991;64.0;0.0;48.0;0.0;3.0;0.0
1250;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1992;74.0;0.0;56.0;0.0;3.0;0.0
1251;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1993;79.0;0.0;60.0;0.0;3.0;0.0
1252;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1994;88.0;0.0;66.0;0.0;4.0;0.0
1253;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1995;97.0;0.0;73.0;0.0;4.0;0.0
1254;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1996;103.0;0.0;78.0;0.0;4.0;0.0
1255;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1997;112.0;0.01;85.0;0.0;5.0;0.0
1256;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1998;128.0;0.01;97.0;0.0;5.0;0.0
1257;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1999;143.0;0.01;108.0;0.0;6.0;0.0
1258;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2000;162.0;0.01;122.0;0.0;7.0;0.0
1259;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2001;183.0;0.01;138.0;0.0;8.0;0.0
1260;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2002;204.0;0.01;155.0;0.0;9.0;0.0
1261;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2003;222.0;0.01;168.0;0.01;9.0;0.01
1262;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2004;248.0;0.01;188.0;0.01;11.0;0.01
1263;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2005;264.0;0.01;201.0;0.01;11.0;0.01
1264;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2006;278.0;0.01;211.0;0.01;12.0;0.01
1265;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2007;287.0;0.01;219.0;0.01;12.0;0.01
1266;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2008;300.0;0.01;229.0;0.01;13.0;0.01
1267;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2009;317.0;0.01;239.0;0.01;14.0;0.01
1268;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2010;327.0;0.01;250.0;0.01;14.0;0.01
1269;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2011;338.0;0.02;259.0;0.01;15.0;0.01
1270;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2012;344.0;0.02;264.0;0.01;15.0;0.01
1271;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2013;346.0;0.02;266.0;0.01;15.0;0.01
1272;Zonnewarmte, onafgedekte systemen;Elektriciteit;1990;;;;;;
1273;Zonnewarmte, onafgedekte systemen;Elektriciteit;1991;;;;;;
1274;Zonnewarmte, onafgedekte systemen;Elektriciteit;1992;;;;;;
1275;Zonnewarmte, onafgedekte systemen;Elektriciteit;1993;;;;;;
1276;Zonnewarmte, onafgedekte systemen;Elektriciteit;1994;;;;;;
1277;Zonnewarmte, onafgedekte systemen;Elektriciteit;1995;;;;;;
1278;Zonnewarmte, onafgedekte systemen;Elektriciteit;1996;;;;;;
1279;Zonnewarmte, onafgedekte systemen;Elektriciteit;1997;;;;;;
1280;Zonnewarmte, onafgedekte systemen;Elektriciteit;1998;;;;;;
1281;Zonnewarmte, onafgedekte systemen;Elektriciteit;1999;;;;;;
1282;Zonnewarmte, onafgedekte systemen;Elektriciteit;2000;;;;;;
1283;Zonnewarmte, onafgedekte systemen;Elektriciteit;2001;;;;;;
1284;Zonnewarmte, onafgedekte systemen;Elektriciteit;2002;;;;;;
1285;Zonnewarmte, onafgedekte systemen;Elektriciteit;2003;;;;;;
1286;Zonnewarmte, onafgedekte systemen;Elektriciteit;2004;;;;;;
1287;Zonnewarmte, onafgedekte systemen;Elektriciteit;2005;;;;;;
1288;Zonnewarmte, onafgedekte systemen;Elektriciteit;2006;;;;;;
1289;Zonnewarmte, onafgedekte systemen;Elektriciteit;2007;;;;;;
1290;Zonnewarmte, onafgedekte systemen;Elektriciteit;2008;;;;;;
1291;Zonnewarmte, onafgedekte systemen;Elektriciteit;2009;;;;;;
1292;Zonnewarmte, onafgedekte systemen;Elektriciteit;2010;;;;;;
1293;Zonnewarmte, onafgedekte systemen;Elektriciteit;2011;;;;;;
1294;Zonnewarmte, onafgedekte systemen;Elektriciteit;2012;;;;;;
1295;Zonnewarmte, onafgedekte systemen;Elektriciteit;2013;;;;;;
1296;Zonnewarmte, onafgedekte systemen;Warmte;1990;60.0;0.0;45.0;0.0;3.0;0.0
1297;Zonnewarmte, onafgedekte systemen;Warmte;1991;64.0;0.0;48.0;0.0;3.0;0.0
1298;Zonnewarmte, onafgedekte systemen;Warmte;1992;74.0;0.0;56.0;0.0;3.0;0.0
1299;Zonnewarmte, onafgedekte systemen;Warmte;1993;79.0;0.0;60.0;0.0;3.0;0.0
1300;Zonnewarmte, onafgedekte systemen;Warmte;1994;88.0;0.0;66.0;0.0;4.0;0.0
1301;Zonnewarmte, onafgedekte systemen;Warmte;1995;97.0;0.0;73.0;0.0;4.0;0.0
1302;Zonnewarmte, onafgedekte systemen;Warmte;1996;103.0;0.0;78.0;0.0;4.0;0.0
1303;Zonnewarmte, onafgedekte systemen;Warmte;1997;112.0;0.01;85.0;0.0;5.0;0.0
1304;Zonnewarmte, onafgedekte systemen;Warmte;1998;128.0;0.01;97.0;0.0;5.0;0.0
1305;Zonnewarmte, onafgedekte systemen;Warmte;1999;143.0;0.01;108.0;0.0;6.0;0.0
1306;Zonnewarmte, onafgedekte systemen;Warmte;2000;162.0;0.01;122.0;0.0;7.0;0.0
1307;Zonnewarmte, onafgedekte systemen;Warmte;2001;183.0;0.01;138.0;0.0;8.0;0.0
1308;Zonnewarmte, onafgedekte systemen;Warmte;2002;204.0;0.01;155.0;0.0;9.0;0.0
1309;Zonnewarmte, onafgedekte systemen;Warmte;2003;222.0;0.01;168.0;0.01;9.0;0.01
1310;Zonnewarmte, onafgedekte systemen;Warmte;2004;248.0;0.01;188.0;0.01;11.0;0.01
1311;Zonnewarmte, onafgedekte systemen;Warmte;2005;264.0;0.01;201.0;0.01;11.0;0.01
1312;Zonnewarmte, onafgedekte systemen;Warmte;2006;278.0;0.01;211.0;0.01;12.0;0.01
1313;Zonnewarmte, onafgedekte systemen;Warmte;2007;287.0;0.01;219.0;0.01;12.0;0.01
1314;Zonnewarmte, onafgedekte systemen;Warmte;2008;300.0;0.01;229.0;0.01;13.0;0.01
1315;Zonnewarmte, onafgedekte systemen;Warmte;2009;317.0;0.01;239.0;0.01;14.0;0.01
1316;Zonnewarmte, onafgedekte systemen;Warmte;2010;327.0;0.01;250.0;0.01;14.0;0.01
1317;Zonnewarmte, onafgedekte systemen;Warmte;2011;338.0;0.02;259.0;0.01;15.0;0.01
1318;Zonnewarmte, onafgedekte systemen;Warmte;2012;344.0;0.02;264.0;0.01;15.0;0.01
1319;Zonnewarmte, onafgedekte systemen;Warmte;2013;346.0;0.02;266.0;0.01;15.0;0.01
1320;Zonnewarmte, onafgedekte systemen;Vervoer;1990;;;;;;
1321;Zonnewarmte, onafgedekte systemen;Vervoer;1991;;;;;;
1322;Zonnewarmte, onafgedekte systemen;Vervoer;1992;;;;;;
1323;Zonnewarmte, onafgedekte systemen;Vervoer;1993;;;;;;
1324;Zonnewarmte, onafgedekte systemen;Vervoer;1994;;;;;;
1325;Zonnewarmte, onafgedekte systemen;Vervoer;1995;;;;;;
1326;Zonnewarmte, onafgedekte systemen;Vervoer;1996;;;;;;
1327;Zonnewarmte, onafgedekte systemen;Vervoer;1997;;;;;;
1328;Zonnewarmte, onafgedekte systemen;Vervoer;1998;;;;;;
1329;Zonnewarmte, onafgedekte systemen;Vervoer;1999;;;;;;
1330;Zonnewarmte, onafgedekte systemen;Vervoer;2000;;;;;;
1331;Zonnewarmte, onafgedekte systemen;Vervoer;2001;;;;;;
1332;Zonnewarmte, onafgedekte systemen;Vervoer;2002;;;;;;
1333;Zonnewarmte, onafgedekte systemen;Vervoer;2003;;;;;;
1334;Zonnewarmte, onafgedekte systemen;Vervoer;2004;;;;;;
1335;Zonnewarmte, onafgedekte systemen;Vervoer;2005;;;;;;
1336;Zonnewarmte, onafgedekte systemen;Vervoer;2006;;;;;;
1337;Zonnewarmte, onafgedekte systemen;Vervoer;2007;;;;;;
1338;Zonnewarmte, onafgedekte systemen;Vervoer;2008;;;;;;
1339;Zonnewarmte, onafgedekte systemen;Vervoer;2009;;;;;;
1340;Zonnewarmte, onafgedekte systemen;Vervoer;2010;;;;;;
1341;Zonnewarmte, onafgedekte systemen;Vervoer;2011;;;;;;
1342;Zonnewarmte, onafgedekte systemen;Vervoer;2012;;;;;;
1343;Zonnewarmte, onafgedekte systemen;Vervoer;2013;;;;;;
1344;Totaal bodemenergie;Totaal energietoepassingen;1990;0.0;0.0;7.0;0.0;0.0;0.0
1345;Totaal bodemenergie;Totaal energietoepassingen;1991;0.0;0.0;8.0;0.0;1.0;0.0
1346;Totaal bodemenergie;Totaal energietoepassingen;1992;0.0;0.0;9.0;0.0;1.0;0.0
1347;Totaal bodemenergie;Totaal energietoepassingen;1993;0.0;0.0;13.0;0.0;1.0;0.0
1348;Totaal bodemenergie;Totaal energietoepassingen;1994;31.0;0.0;52.0;0.0;3.0;0.0
1349;Totaal bodemenergie;Totaal energietoepassingen;1995;33.0;0.0;68.0;0.0;4.0;0.0
1350;Totaal bodemenergie;Totaal energietoepassingen;1996;39.0;0.0;91.0;0.0;5.0;0.0
1351;Totaal bodemenergie;Totaal energietoepassingen;1997;59.0;0.0;134.0;0.0;8.0;0.0
1352;Totaal bodemenergie;Totaal energietoepassingen;1998;92.0;0.0;194.0;0.01;11.0;0.01
1353;Totaal bodemenergie;Totaal energietoepassingen;1999;118.0;0.01;249.0;0.01;15.0;0.01
1354;Totaal bodemenergie;Totaal energietoepassingen;2000;157.0;0.01;309.0;0.01;18.0;0.01
1355;Totaal bodemenergie;Totaal energietoepassingen;2001;188.0;0.01;378.0;0.01;22.0;0.01
1356;Totaal bodemenergie;Totaal energietoepassingen;2002;244.0;0.01;485.0;0.02;28.0;0.02
1357;Totaal bodemenergie;Totaal energietoepassingen;2003;309.0;0.01;579.0;0.02;33.0;0.02
1358;Totaal bodemenergie;Totaal energietoepassingen;2004;447.0;0.02;694.0;0.02;39.0;0.02
1359;Totaal bodemenergie;Totaal energietoepassingen;2005;622.0;0.03;853.0;0.03;46.0;0.03
1360;Totaal bodemenergie;Totaal energietoepassingen;2006;835.0;0.04;1088.0;0.03;58.0;0.03
1361;Totaal bodemenergie;Totaal energietoepassingen;2007;1123.0;0.05;1280.0;0.04;65.0;0.04
1362;Totaal bodemenergie;Totaal energietoepassingen;2008;1555.0;0.07;1645.0;0.05;82.0;0.05
1363;Totaal bodemenergie;Totaal energietoepassingen;2009;1946.0;0.09;1998.0;0.06;100.0;0.06
1364;Totaal bodemenergie;Totaal energietoepassingen;2010;2460.0;0.11;2553.0;0.07;130.0;0.07
1365;Totaal bodemenergie;Totaal energietoepassingen;2011;2832.0;0.13;2891.0;0.09;146.0;0.09
1366;Totaal bodemenergie;Totaal energietoepassingen;2012;3346.0;0.15;3265.0;0.1;157.0;0.1
1367;Totaal bodemenergie;Totaal energietoepassingen;2013;4150.0;0.19;4071.0;0.13;192.0;0.12
1368;Totaal bodemenergie;Elektriciteit;1990;;;;;;
1369;Totaal bodemenergie;Elektriciteit;1991;;;;;;
1370;Totaal bodemenergie;Elektriciteit;1992;;;;;;
1371;Totaal bodemenergie;Elektriciteit;1993;;;;;;
1372;Totaal bodemenergie;Elektriciteit;1994;;;;;;
1373;Totaal bodemenergie;Elektriciteit;1995;;;;;;
1374;Totaal bodemenergie;Elektriciteit;1996;;;;;;
1375;Totaal bodemenergie;Elektriciteit;1997;;;;;;
1376;Totaal bodemenergie;Elektriciteit;1998;;;;;;
1377;Totaal bodemenergie;Elektriciteit;1999;;;;;;
1378;Totaal bodemenergie;Elektriciteit;2000;;;;;;
1379;Totaal bodemenergie;Elektriciteit;2001;;;;;;
1380;Totaal bodemenergie;Elektriciteit;2002;;;;;;
1381;Totaal bodemenergie;Elektriciteit;2003;;;;;;
1382;Totaal bodemenergie;Elektriciteit;2004;;;;;;
1383;Totaal bodemenergie;Elektriciteit;2005;;;;;;
1384;Totaal bodemenergie;Elektriciteit;2006;;;;;;
1385;Totaal bodemenergie;Elektriciteit;2007;;;;;;
1386;Totaal bodemenergie;Elektriciteit;2008;;;;;;
1387;Totaal bodemenergie;Elektriciteit;2009;;;;;;
1388;Totaal bodemenergie;Elektriciteit;2010;;;;;;
1389;Totaal bodemenergie;Elektriciteit;2011;;;;;;
1390;Totaal bodemenergie;Elektriciteit;2012;;;;;;
1391;Totaal bodemenergie;Elektriciteit;2013;;;;;;
1392;Totaal bodemenergie;Warmte;1990;0.0;0.0;7.0;0.0;0.0;0.0
1393;Totaal bodemenergie;Warmte;1991;0.0;0.0;8.0;0.0;1.0;0.0
1394;Totaal bodemenergie;Warmte;1992;0.0;0.0;9.0;0.0;1.0;0.0
1395;Totaal bodemenergie;Warmte;1993;0.0;0.0;13.0;0.0;1.0;0.0
1396;Totaal bodemenergie;Warmte;1994;31.0;0.0;52.0;0.0;3.0;0.0
1397;Totaal bodemenergie;Warmte;1995;33.0;0.0;68.0;0.0;4.0;0.0
1398;Totaal bodemenergie;Warmte;1996;39.0;0.0;91.0;0.0;5.0;0.0
1399;Totaal bodemenergie;Warmte;1997;59.0;0.0;134.0;0.0;8.0;0.0
1400;Totaal bodemenergie;Warmte;1998;92.0;0.0;194.0;0.01;11.0;0.01
1401;Totaal bodemenergie;Warmte;1999;118.0;0.01;249.0;0.01;15.0;0.01
1402;Totaal bodemenergie;Warmte;2000;157.0;0.01;309.0;0.01;18.0;0.01
1403;Totaal bodemenergie;Warmte;2001;188.0;0.01;378.0;0.01;22.0;0.01
1404;Totaal bodemenergie;Warmte;2002;244.0;0.01;485.0;0.02;28.0;0.02
1405;Totaal bodemenergie;Warmte;2003;309.0;0.01;579.0;0.02;33.0;0.02
1406;Totaal bodemenergie;Warmte;2004;447.0;0.02;694.0;0.02;39.0;0.02
1407;Totaal bodemenergie;Warmte;2005;622.0;0.03;853.0;0.03;46.0;0.03
1408;Totaal bodemenergie;Warmte;2006;835.0;0.04;1088.0;0.03;58.0;0.03
1409;Totaal bodemenergie;Warmte;2007;1123.0;0.05;1280.0;0.04;65.0;0.04
1410;Totaal bodemenergie;Warmte;2008;1555.0;0.07;1645.0;0.05;82.0;0.05
1411;Totaal bodemenergie;Warmte;2009;1946.0;0.09;1998.0;0.06;100.0;0.06
1412;Totaal bodemenergie;Warmte;2010;2460.0;0.11;2553.0;0.07;130.0;0.07
1413;Totaal bodemenergie;Warmte;2011;2832.0;0.13;2891.0;0.09;146.0;0.09
1414;Totaal bodemenergie;Warmte;2012;3346.0;0.15;3265.0;0.1;157.0;0.1
1415;Totaal bodemenergie;Warmte;2013;4150.0;0.19;4071.0;0.13;192.0;0.12
1416;Totaal bodemenergie;Vervoer;1990;;;;;;
1417;Totaal bodemenergie;Vervoer;1991;;;;;;
1418;Totaal bodemenergie;Vervoer;1992;;;;;;
1419;Totaal bodemenergie;Vervoer;1993;;;;;;
1420;Totaal bodemenergie;Vervoer;1994;;;;;;
1421;Totaal bodemenergie;Vervoer;1995;;;;;;
1422;Totaal bodemenergie;Vervoer;1996;;;;;;
1423;Totaal bodemenergie;Vervoer;1997;;;;;;
1424;Totaal bodemenergie;Vervoer;1998;;;;;;
1425;Totaal bodemenergie;Vervoer;1999;;;;;;
1426;Totaal bodemenergie;Vervoer;2000;;;;;;
1427;Totaal bodemenergie;Vervoer;2001;;;;;;
1428;Totaal bodemenergie;Vervoer;2002;;;;;;
1429;Totaal bodemenergie;Vervoer;2003;;;;;;
1430;Totaal bodemenergie;Vervoer;2004;;;;;;
1431;Totaal bodemenergie;Vervoer;2005;;;;;;
1432;Totaal bodemenergie;Vervoer;2006;;;;;;
1433;Totaal bodemenergie;Vervoer;2007;;;;;;
1434;Totaal bodemenergie;Vervoer;2008;;;;;;
1435;Totaal bodemenergie;Vervoer;2009;;;;;;
1436;Totaal bodemenergie;Vervoer;2010;;;;;;
1437;Totaal bodemenergie;Vervoer;2011;;;;;;
1438;Totaal bodemenergie;Vervoer;2012;;;;;;
1439;Totaal bodemenergie;Vervoer;2013;;;;;;
1440;Bodemenergie, diep;Totaal energietoepassingen;1990;0.0;0.0;0.0;0.0;0.0;0.0
1441;Bodemenergie, diep;Totaal energietoepassingen;1991;0.0;0.0;0.0;0.0;0.0;0.0
1442;Bodemenergie, diep;Totaal energietoepassingen;1992;0.0;0.0;0.0;0.0;0.0;0.0
1443;Bodemenergie, diep;Totaal energietoepassingen;1993;0.0;0.0;0.0;0.0;0.0;0.0
1444;Bodemenergie, diep;Totaal energietoepassingen;1994;0.0;0.0;0.0;0.0;0.0;0.0
1445;Bodemenergie, diep;Totaal energietoepassingen;1995;0.0;0.0;0.0;0.0;0.0;0.0
1446;Bodemenergie, diep;Totaal energietoepassingen;1996;0.0;0.0;0.0;0.0;0.0;0.0
1447;Bodemenergie, diep;Totaal energietoepassingen;1997;0.0;0.0;0.0;0.0;0.0;0.0
1448;Bodemenergie, diep;Totaal energietoepassingen;1998;0.0;0.0;0.0;0.0;0.0;0.0
1449;Bodemenergie, diep;Totaal energietoepassingen;1999;0.0;0.0;0.0;0.0;0.0;0.0
1450;Bodemenergie, diep;Totaal energietoepassingen;2000;0.0;0.0;0.0;0.0;0.0;0.0
1451;Bodemenergie, diep;Totaal energietoepassingen;2001;0.0;0.0;0.0;0.0;0.0;0.0
1452;Bodemenergie, diep;Totaal energietoepassingen;2002;0.0;0.0;0.0;0.0;0.0;0.0
1453;Bodemenergie, diep;Totaal energietoepassingen;2003;0.0;0.0;0.0;0.0;0.0;0.0
1454;Bodemenergie, diep;Totaal energietoepassingen;2004;0.0;0.0;0.0;0.0;0.0;0.0
1455;Bodemenergie, diep;Totaal energietoepassingen;2005;0.0;0.0;0.0;0.0;0.0;0.0
1456;Bodemenergie, diep;Totaal energietoepassingen;2006;0.0;0.0;0.0;0.0;0.0;0.0
1457;Bodemenergie, diep;Totaal energietoepassingen;2007;0.0;0.0;0.0;0.0;0.0;0.0
1458;Bodemenergie, diep;Totaal energietoepassingen;2008;96.0;0.0;95.0;0.0;5.0;0.0
1459;Bodemenergie, diep;Totaal energietoepassingen;2009;142.0;0.01;141.0;0.0;8.0;0.0
1460;Bodemenergie, diep;Totaal energietoepassingen;2010;318.0;0.01;315.0;0.01;17.0;0.01
1461;Bodemenergie, diep;Totaal energietoepassingen;2011;316.0;0.01;315.0;0.01;17.0;0.01
1462;Bodemenergie, diep;Totaal energietoepassingen;2012;495.0;0.02;491.0;0.02;27.0;0.02
1463;Bodemenergie, diep;Totaal energietoepassingen;2013;993.0;0.05;985.0;0.03;54.0;0.03
1464;Bodemenergie, diep;Elektriciteit;1990;;;;;;
1465;Bodemenergie, diep;Elektriciteit;1991;;;;;;
1466;Bodemenergie, diep;Elektriciteit;1992;;;;;;
1467;Bodemenergie, diep;Elektriciteit;1993;;;;;;
1468;Bodemenergie, diep;Elektriciteit;1994;;;;;;
1469;Bodemenergie, diep;Elektriciteit;1995;;;;;;
1470;Bodemenergie, diep;Elektriciteit;1996;;;;;;
1471;Bodemenergie, diep;Elektriciteit;1997;;;;;;
1472;Bodemenergie, diep;Elektriciteit;1998;;;;;;
1473;Bodemenergie, diep;Elektriciteit;1999;;;;;;
1474;Bodemenergie, diep;Elektriciteit;2000;;;;;;
1475;Bodemenergie, diep;Elektriciteit;2001;;;;;;
1476;Bodemenergie, diep;Elektriciteit;2002;;;;;;
1477;Bodemenergie, diep;Elektriciteit;2003;;;;;;
1478;Bodemenergie, diep;Elektriciteit;2004;;;;;;
1479;Bodemenergie, diep;Elektriciteit;2005;;;;;;
1480;Bodemenergie, diep;Elektriciteit;2006;;;;;;
1481;Bodemenergie, diep;Elektriciteit;2007;;;;;;
1482;Bodemenergie, diep;Elektriciteit;2008;;;;;;
1483;Bodemenergie, diep;Elektriciteit;2009;;;;;;
1484;Bodemenergie, diep;Elektriciteit;2010;;;;;;
1485;Bodemenergie, diep;Elektriciteit;2011;;;;;;
1486;Bodemenergie, diep;Elektriciteit;2012;;;;;;
1487;Bodemenergie, diep;Elektriciteit;2013;;;;;;
1488;Bodemenergie, diep;Warmte;1990;0.0;0.0;0.0;0.0;0.0;0.0
1489;Bodemenergie, diep;Warmte;1991;0.0;0.0;0.0;0.0;0.0;0.0
1490;Bodemenergie, diep;Warmte;1992;0.0;0.0;0.0;0.0;0.0;0.0
1491;Bodemenergie, diep;Warmte;1993;0.0;0.0;0.0;0.0;0.0;0.0
1492;Bodemenergie, diep;Warmte;1994;0.0;0.0;0.0;0.0;0.0;0.0
1493;Bodemenergie, diep;Warmte;1995;0.0;0.0;0.0;0.0;0.0;0.0
1494;Bodemenergie, diep;Warmte;1996;0.0;0.0;0.0;0.0;0.0;0.0
1495;Bodemenergie, diep;Warmte;1997;0.0;0.0;0.0;0.0;0.0;0.0
1496;Bodemenergie, diep;Warmte;1998;0.0;0.0;0.0;0.0;0.0;0.0
1497;Bodemenergie, diep;Warmte;1999;0.0;0.0;0.0;0.0;0.0;0.0
1498;Bodemenergie, diep;Warmte;2000;0.0;0.0;0.0;0.0;0.0;0.0
1499;Bodemenergie, diep;Warmte;2001;0.0;0.0;0.0;0.0;0.0;0.0
1500;Bodemenergie, diep;Warmte;2002;0.0;0.0;0.0;0.0;0.0;0.0
