ID;InEnUitvoer;Landgroepen;Perioden;TotaalRegistratieEnBijschatting_1;Registratiewaarde_2;RegistratieAandeel_3;BijschattingWaarde_4;BijschattingAandeel_5
1034;Uitvoer;Niet EU-landen;2000 augustus;4.3;4.2;97.0;0.1;3.0
1035;Uitvoer;Niet EU-landen;2000 september;4.8;4.6;96.0;0.2;4.0
1036;Uitvoer;Niet EU-landen;2000 oktober;5.1;4.8;96.0;0.2;4.0
1037;Uitvoer;Niet EU-landen;2000 november;5.2;5.0;96.0;0.2;4.0
1038;Uitvoer;Niet EU-landen;2000 december;4.7;4.5;95.0;0.2;5.0
1039;Uitvoer;Niet EU-landen;2000;52.9;50.8;96.0;2.1;4.0
1040;Uitvoer;Niet EU-landen;2001 januari;4.5;4.3;97.0;0.2;3.0
1041;Uitvoer;Niet EU-landen;2001 februari;4.4;4.2;97.0;0.1;3.0
1042;Uitvoer;Niet EU-landen;2001 maart;4.8;4.7;97.0;0.1;3.0
1043;Uitvoer;Niet EU-landen;2001 april;4.3;4.2;97.0;0.1;3.0
1044;Uitvoer;Niet EU-landen;2001 mei;4.6;4.5;96.0;0.2;4.0
1045;Uitvoer;Niet EU-landen;2001 juni;4.6;4.5;97.0;0.1;3.0
1046;Uitvoer;Niet EU-landen;2001 juli;4.5;4.3;97.0;0.1;3.0
1047;Uitvoer;Niet EU-landen;2001 augustus;4.3;4.1;96.0;0.2;4.0
1048;Uitvoer;Niet EU-landen;2001 september;4.2;4.0;97.0;0.1;3.0
1049;Uitvoer;Niet EU-landen;2001 oktober;4.8;4.7;98.0;0.1;2.0
1050;Uitvoer;Niet EU-landen;2001 november;4.8;4.6;98.0;0.1;2.0
1051;Uitvoer;Niet EU-landen;2001 december;4.3;4.2;97.0;0.1;3.0
1052;Uitvoer;Niet EU-landen;2001;54.0;52.4;97.0;1.6;3.0
1053;Uitvoer;Niet EU-landen;2002 januari;4.1;3.9;96.0;0.1;4.0
1054;Uitvoer;Niet EU-landen;2002 februari;4.4;4.3;98.0;0.1;2.0
1055;Uitvoer;Niet EU-landen;2002 maart;4.9;4.8;98.0;0.1;2.0
1056;Uitvoer;Niet EU-landen;2002 april;4.6;4.5;97.0;0.1;3.0
1057;Uitvoer;Niet EU-landen;2002 mei;4.9;4.8;99.0;0.1;1.0
1058;Uitvoer;Niet EU-landen;2002 juni;4.9;4.8;99.0;0.1;1.0
1059;Uitvoer;Niet EU-landen;2002 juli;4.9;4.7;97.0;0.1;3.0
1060;Uitvoer;Niet EU-landen;2002 augustus;4.5;4.4;98.0;0.1;2.0
1061;Uitvoer;Niet EU-landen;2002 september;4.7;4.6;97.0;0.1;3.0
1062;Uitvoer;Niet EU-landen;2002 oktober;5.2;5.1;99.0;0.1;1.0
1063;Uitvoer;Niet EU-landen;2002 november;5.0;4.8;97.0;0.2;3.0
1064;Uitvoer;Niet EU-landen;2002 december;4.6;4.4;96.0;0.2;4.0
1065;Uitvoer;Niet EU-landen;2002;56.6;55.2;97.0;1.4;3.0
1066;Uitvoer;Niet EU-landen;2003 januari;4.7;4.5;98.0;0.1;2.0
1067;Uitvoer;Niet EU-landen;2003 februari;4.5;4.4;97.0;0.1;3.0
1068;Uitvoer;Niet EU-landen;2003 maart;4.9;4.7;98.0;0.1;2.0
1069;Uitvoer;Niet EU-landen;2003 april;4.7;4.5;97.0;0.1;3.0
1070;Uitvoer;Niet EU-landen;2003 mei;4.9;4.8;97.0;0.1;3.0
1071;Uitvoer;Niet EU-landen;2003 juni;4.5;4.4;97.0;0.1;3.0
1072;Uitvoer;Niet EU-landen;2003 juli;4.7;4.6;99.0;0.1;1.0
1073;Uitvoer;Niet EU-landen;2003 augustus;4.4;4.3;98.0;0.1;2.0
1074;Uitvoer;Niet EU-landen;2003 september;5.3;5.2;98.0;0.1;2.0
1075;Uitvoer;Niet EU-landen;2003 oktober;5.4;5.3;98.0;0.1;2.0
1076;Uitvoer;Niet EU-landen;2003 november;4.9;4.7;97.0;0.1;3.0
1077;Uitvoer;Niet EU-landen;2003 december;5.1;5.0;97.0;0.2;3.0
1078;Uitvoer;Niet EU-landen;2003;58.0;56.6;98.0;1.4;2.0
1079;Uitvoer;Niet EU-landen;2004 januari;4.4;4.3;97.0;0.1;3.0
1080;Uitvoer;Niet EU-landen;2004 februari;4.8;4.6;95.0;0.2;5.0
1081;Uitvoer;Niet EU-landen;2004 maart;5.7;5.4;96.0;0.3;4.0
1082;Uitvoer;Niet EU-landen;2004 april;5.2;5.0;97.0;0.1;3.0
1083;Uitvoer;Niet EU-landen;2004 mei;4.3;4.1;96.0;0.2;4.0
1084;Uitvoer;Niet EU-landen;2004 juni;5.2;5.1;98.0;0.1;2.0
1085;Uitvoer;Niet EU-landen;2004 juli;4.9;4.8;98.0;0.1;2.0
1086;Uitvoer;Niet EU-landen;2004 augustus;4.6;4.4;96.0;0.2;4.0
1087;Uitvoer;Niet EU-landen;2004 september;5.0;4.8;97.0;0.1;3.0
1088;Uitvoer;Niet EU-landen;2004 oktober;5.0;4.8;97.0;0.2;3.0
1089;Uitvoer;Niet EU-landen;2004 november;5.1;4.9;96.0;0.2;4.0
1090;Uitvoer;Niet EU-landen;2004 december;5.1;4.9;95.0;0.3;5.0
1091;Uitvoer;Niet EU-landen;2004;;;;;
1092;Uitvoer;Niet EU-landen;2005 januari;4.4;4.3;98.0;0.1;2.0
1093;Uitvoer;Niet EU-landen;2005 februari;4.5;4.5;99.0;0.1;1.0
1094;Uitvoer;Niet EU-landen;2005 maart;5.3;5.2;99.0;0.1;1.0
1095;Uitvoer;Niet EU-landen;2005 april;5.4;5.3;99.0;0.1;1.0
1096;Uitvoer;Niet EU-landen;2005 mei;5.5;5.4;97.0;0.1;3.0
1097;Uitvoer;Niet EU-landen;2005 juni;5.6;5.6;99.0;0.0;1.0
1098;Uitvoer;Niet EU-landen;2005 juli;5.4;5.4;99.0;0.1;1.0
1099;Uitvoer;Niet EU-landen;2005 augustus;5.5;5.4;98.0;0.1;2.0
1100;Uitvoer;Niet EU-landen;2005 september;5.9;5.9;99.0;0.1;1.0
1101;Uitvoer;Niet EU-landen;2005 oktober;5.7;5.6;99.0;0.1;1.0
1102;Uitvoer;Niet EU-landen;2005 november;6.0;5.9;99.0;0.1;1.0
1103;Uitvoer;Niet EU-landen;2005 december;5.9;5.7;97.0;0.2;3.0
1104;Uitvoer;Niet EU-landen;2005;65.1;64.2;99.0;1.0;1.0
1105;Uitvoer;Niet EU-landen;2006 januari;5.4;5.3;99.0;0.1;1.0
1106;Uitvoer;Niet EU-landen;2006 februari;5.6;5.6;99.0;0.0;1.0
1107;Uitvoer;Niet EU-landen;2006 maart;6.7;6.6;98.0;0.2;2.0
1108;Uitvoer;Niet EU-landen;2006 april;6.1;5.9;98.0;0.1;2.0
1109;Uitvoer;Niet EU-landen;2006 mei;6.6;6.6;99.0;0.1;1.0
1110;Uitvoer;Niet EU-landen;2006 juni;6.9;6.8;99.0;0.1;1.0
1111;Uitvoer;Niet EU-landen;2006 juli;6.2;6.1;99.0;0.1;1.0
1112;Uitvoer;Niet EU-landen;2006 augustus;6.3;6.2;98.0;0.1;2.0
1113;Uitvoer;Niet EU-landen;2006 september;6.6;6.5;99.0;0.1;1.0
1114;Uitvoer;Niet EU-landen;2006 oktober;6.6;6.5;99.0;0.1;1.0
1115;Uitvoer;Niet EU-landen;2006 november;6.9;6.8;99.0;0.1;1.0
1116;Uitvoer;Niet EU-landen;2006 december;6.6;6.5;99.0;0.1;1.0
1117;Uitvoer;Niet EU-landen;2006;76.4;75.4;99.0;1.0;1.0
1118;Uitvoer;Niet EU-landen;2007 januari;6.2;6.1;99.0;0.0;1.0
1119;Uitvoer;Niet EU-landen;2007 februari;6.2;6.1;99.0;0.1;1.0
1120;Uitvoer;Niet EU-landen;2007 maart;7.6;7.6;99.0;0.0;1.0
1121;Uitvoer;Niet EU-landen;2007 april;6.6;6.5;99.0;0.1;1.0
1122;Uitvoer;Niet EU-landen;2007 mei;7.1;7.1;99.0;0.1;1.0
1123;Uitvoer;Niet EU-landen;2007 juni;7.6;7.6;99.0;0.1;1.0
1124;Uitvoer;Niet EU-landen;2007 juli;7.0;6.9;98.0;0.2;2.0
1125;Uitvoer;Niet EU-landen;2007 augustus;7.1;7.0;98.0;0.2;2.0
1126;Uitvoer;Niet EU-landen;2007 september;7.2;7.1;98.0;0.1;2.0
1127;Uitvoer;Niet EU-landen;2007 oktober;7.7;7.4;96.0;0.3;4.0
1128;Uitvoer;Niet EU-landen;2007 november;8.0;7.8;98.0;0.1;2.0
1129;Uitvoer;Niet EU-landen;2007 december;7.1;7.0;98.0;0.1;2.0
1130;Uitvoer;Niet EU-landen;2007;85.5;84.1;98.0;1.4;2.0
1131;Uitvoer;Niet EU-landen;2008 januari;6.9;6.7;97.0;0.2;3.0
1132;Uitvoer;Niet EU-landen;2008 februari;7.3;7.2;99.0;0.1;1.0
1133;Uitvoer;Niet EU-landen;2008 maart;7.2;7.1;99.0;0.1;1.0
1134;Uitvoer;Niet EU-landen;2008 april;7.6;7.6;99.0;0.1;1.0
1135;Uitvoer;Niet EU-landen;2008 mei;7.3;7.3;100.0;0.0;0.0
1136;Uitvoer;Niet EU-landen;2008 juni;8.0;7.7;96.0;0.3;4.0
1137;Uitvoer;Niet EU-landen;2008 juli;7.7;7.6;99.0;0.1;1.0
1138;Uitvoer;Niet EU-landen;2008 augustus;7.0;6.8;97.0;0.2;3.0
1139;Uitvoer;Niet EU-landen;2008 september;8.2;8.2;100.0;0.0;0.0
1140;Uitvoer;Niet EU-landen;2008 oktober;7.7;7.7;100.0;0.0;0.0
1141;Uitvoer;Niet EU-landen;2008 november;6.5;6.5;99.0;0.0;1.0
1142;Uitvoer;Niet EU-landen;2008 december;6.3;6.2;99.0;0.0;1.0
1143;Uitvoer;Niet EU-landen;2008;87.7;86.6;99.0;1.2;1.0
1144;Uitvoer;Niet EU-landen;2009 januari;5.4;5.4;100.0;0.0;0.0
1145;Uitvoer;Niet EU-landen;2009 februari;5.8;5.8;100.0;0.0;0.0
1146;Uitvoer;Niet EU-landen;2009 maart;6.4;6.4;100.0;0.0;0.0
1147;Uitvoer;Niet EU-landen;2009 april;5.9;5.9;99.0;0.0;1.0
1148;Uitvoer;Niet EU-landen;2009 mei;6.2;6.1;99.0;0.1;1.0
1149;Uitvoer;Niet EU-landen;2009 juni;6.9;6.8;99.0;0.1;1.0
1150;Uitvoer;Niet EU-landen;2009 juli;7.3;7.3;100.0;0.0;0.0
1151;Uitvoer;Niet EU-landen;2009 augustus;6.5;6.5;100.0;0.0;0.0
1152;Uitvoer;Niet EU-landen;2009 september;7.2;7.2;100.0;0.0;0.0
1153;Uitvoer;Niet EU-landen;2009 oktober;6.8;6.7;99.0;0.1;1.0
1154;Uitvoer;Niet EU-landen;2009 november;6.7;6.7;99.0;0.0;1.0
1155;Uitvoer;Niet EU-landen;2009 december;6.9;6.8;99.0;0.1;1.0
1156;Uitvoer;Niet EU-landen;2009;78.0;77.6;99.0;0.4;1.0
1157;Uitvoer;Niet EU-landen;2010 januari;5.9;5.9;100.0;0.0;0.0
1158;Uitvoer;Niet EU-landen;2010 februari;7.0;7.0;100.0;0.0;0.0
1159;Uitvoer;Niet EU-landen;2010 maart;8.3;8.3;100.0;0.0;0.0
1160;Uitvoer;Niet EU-landen;2010 april;7.2;7.2;100.0;0.0;0.0
1161;Uitvoer;Niet EU-landen;2010 mei;7.5;7.5;100.0;0.0;0.0
1162;Uitvoer;Niet EU-landen;2010 juni;8.5;8.5;100.0;0.0;0.0
1163;Uitvoer;Niet EU-landen;2010 juli;8.5;8.5;100.0;0.0;0.0
1164;Uitvoer;Niet EU-landen;2010 augustus;8.5;8.5;100.0;0.0;0.0
1165;Uitvoer;Niet EU-landen;2010 september;8.9;8.8;100.0;0.1;0.0
1166;Uitvoer;Niet EU-landen;2010 oktober;8.6;8.5;100.0;0.1;0.0
1167;Uitvoer;Niet EU-landen;2010 november;8.2;8.2;100.0;0.0;0.0
1168;Uitvoer;Niet EU-landen;2010 december;8.9;8.8;100.0;0.1;0.0
1169;Uitvoer;Niet EU-landen;2010;95.9;95.7;100.0;0.2;0.0
