ID;Kenmerken;Marges;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidMetSociaalLeven_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreTevredenhHoeveelheidVrijeTijd_13;Ontevreden_14;NietTevredenNietOntevreden_15;Tevreden_16;AandeelMetVertrouwen_17
143;Contact familie: minder 1 x per maand;Ondergrens 95%-interval;2013;6.9;4.0;12.0;69.0;6.8;3.6;17.8;63.0;6.7;6.4;16.0;61.4;7.1;5.4;12.6;66.5;49.8
144;Contact familie: minder 1 x per maand;Ondergrens 95%-interval;2014;7.0;3.5;10.5;71.8;6.9;3.8;13.7;67.5;6.8;6.1;13.2;65.5;6.7;7.5;20.3;55.1;44.9
145;Contact familie: minder 1 x per maand;Ondergrens 95%-interval;2015;7.1;3.2;8.1;76.0;7.0;4.7;10.8;70.3;6.9;3.8;17.3;64.1;6.8;8.8;13.5;62.1;53.0
146;Contact familie: minder 1 x per maand;Ondergrens 95%-interval;2016;7.1;2.0;10.9;74.2;6.8;3.8;14.5;66.9;6.8;5.4;16.7;62.3;6.8;7.1;13.1;64.3;48.1
147;Contact familie: minder 1 x per maand;Ondergrens 95%-interval;2017;6.9;4.9;9.0;72.5;6.9;5.5;11.1;69.0;6.8;4.9;13.8;66.7;6.8;7.5;15.6;61.3;47.7
148;Contact familie: minder 1 x per maand;Ondergrens 95%-interval;2018;7.2;2.4;10.5;73.5;7.1;2.1;13.0;70.7;6.7;6.9;15.4;62.0;6.8;8.2;14.8;61.4;45.7
149;Contact familie: minder 1 x per maand;Ondergrens 95%-interval;2019;7.0;2.0;13.2;71.2;6.9;4.2;14.9;65.4;6.6;5.1;18.5;60.4;6.9;6.4;13.6;64.6;48.4
150;Contact familie: minder 1 x per maand;Ondergrens 95%-interval;2020;6.9;4.4;13.0;67.8;6.8;4.8;13.7;66.4;6.5;8.5;17.5;57.6;6.9;7.2;12.1;65.7;53.4
151;Contact familie: minder 1 x per maand;Ondergrens 95%-interval;2021;7.1;1.1;11.3;74.1;7.1;1.0;15.3;69.5;6.5;9.2;16.5;56.5;6.9;6.8;9.9;67.8;57.9
152;Contact familie: minder 1 x per maand;Ondergrens 95%-interval;2022;6.8;5.0;12.6;67.9;6.8;5.4;14.6;65.0;6.3;10.1;20.0;53.2;6.5;11.1;14.0;58.4;58.4
153;Contact familie: minder 1 x per maand;Ondergrens 95%-interval;2023;7.0;3.5;14.3;68.3;6.9;3.4;17.0;65.1;6.6;7.0;18.7;59.1;7.2;3.7;13.4;68.8;49.0
154;Contact familie: minder 1 x per maand;Bovengrens 95%-interval;2013;7.4;11.8;23.6;81.9;7.2;10.8;30.5;76.5;7.3;15.7;27.9;74.9;7.7;14.1;24.1;79.5;64.6
155;Contact familie: minder 1 x per maand;Bovengrens 95%-interval;2014;7.5;11.3;21.2;84.0;7.4;11.8;25.2;80.3;7.3;14.7;24.2;78.3;7.3;17.3;33.0;69.0;59.6
156;Contact familie: minder 1 x per maand;Bovengrens 95%-interval;2015;7.5;10.3;17.6;87.0;7.4;12.7;21.2;82.3;7.4;11.2;29.0;76.7;7.4;18.6;24.1;74.9;66.8
157;Contact familie: minder 1 x per maand;Bovengrens 95%-interval;2016;7.5;8.0;21.4;85.6;7.3;11.5;25.9;79.5;7.3;13.6;28.6;75.4;7.4;16.3;24.1;77.2;62.5
158;Contact familie: minder 1 x per maand;Bovengrens 95%-interval;2017;7.4;12.7;18.9;84.1;7.4;13.8;21.5;81.1;7.3;13.2;24.6;79.0;7.4;16.5;26.9;74.1;61.4
159;Contact familie: minder 1 x per maand;Bovengrens 95%-interval;2018;7.6;9.1;21.3;85.4;7.5;9.6;24.2;83.0;7.3;16.1;26.6;75.0;7.4;17.5;25.8;74.3;59.9
160;Contact familie: minder 1 x per maand;Bovengrens 95%-interval;2019;7.5;8.2;24.3;83.1;7.4;12.1;27.0;78.6;7.2;13.4;30.9;73.8;7.4;14.7;25.2;77.5;62.8
161;Contact familie: minder 1 x per maand;Bovengrens 95%-interval;2020;7.4;12.1;24.3;80.4;7.3;12.9;25.0;79.1;7.1;18.2;29.3;71.0;7.4;15.8;22.8;78.3;67.4
162;Contact familie: minder 1 x per maand;Bovengrens 95%-interval;2021;7.5;6.7;22.9;86.3;7.5;5.9;27.9;82.5;7.1;20.2;29.1;70.9;7.5;16.6;20.5;80.8;72.2
163;Contact familie: minder 1 x per maand;Bovengrens 95%-interval;2022;7.3;13.2;23.2;80.2;7.2;13.8;25.8;77.7;6.9;20.1;31.9;66.6;7.1;21.8;25.0;71.8;71.6
164;Contact familie: minder 1 x per maand;Bovengrens 95%-interval;2023;7.4;10.5;25.1;80.3;7.3;10.5;28.5;77.6;7.1;15.3;30.1;71.7;7.6;10.7;24.4;80.9;62.4
165;Contact familie: zelden of nooit;Waarde;2013;6.6;14.2;23.5;62.3;6.5;16.4;21.3;62.2;6.9;12.5;22.1;65.4;7.5;9.0;17.7;73.3;43.1
166;Contact familie: zelden of nooit;Waarde;2014;6.9;8.1;25.9;66.0;6.9;11.3;22.8;66.0;6.9;12.7;21.7;65.6;7.2;8.6;22.3;69.1;39.7
167;Contact familie: zelden of nooit;Waarde;2015;6.8;10.2;27.9;61.9;6.6;8.7;37.5;53.8;6.8;14.2;21.7;64.1;6.7;13.7;27.0;59.3;40.7
168;Contact familie: zelden of nooit;Waarde;2016;6.7;13.6;17.8;68.6;6.5;15.5;27.6;56.9;6.5;19.7;20.5;59.8;7.1;13.0;19.5;67.4;38.7
169;Contact familie: zelden of nooit;Waarde;2017;6.8;14.2;28.7;57.1;6.5;20.0;22.5;57.5;6.4;22.5;22.4;55.1;6.8;15.7;17.7;66.6;29.7
170;Contact familie: zelden of nooit;Waarde;2018;6.9;12.8;17.5;69.7;6.9;7.7;26.8;65.5;6.7;12.7;29.7;57.6;7.4;9.9;20.7;69.3;42.3
171;Contact familie: zelden of nooit;Waarde;2019;6.8;9.5;25.4;65.1;6.7;8.4;28.8;62.8;6.7;13.1;29.3;57.6;7.1;12.1;21.7;66.2;32.1
172;Contact familie: zelden of nooit;Waarde;2020;6.8;11.0;25.3;63.7;6.7;14.1;24.8;61.1;6.3;21.8;28.9;49.3;7.2;8.9;22.9;68.2;45.0
173;Contact familie: zelden of nooit;Waarde;2021;6.6;11.8;26.5;61.7;6.6;13.6;26.5;59.9;6.1;21.6;32.4;46.0;7.3;11.6;16.3;72.1;47.4
174;Contact familie: zelden of nooit;Waarde;2022;6.8;12.8;21.3;65.8;6.7;14.0;24.3;61.7;6.2;22.1;26.0;52.0;7.3;11.6;20.0;68.4;37.0
175;Contact familie: zelden of nooit;Waarde;2023;6.6;12.8;23.5;63.7;6.6;13.5;25.0;61.5;6.0;22.2;32.5;45.3;7.1;13.4;21.4;65.2;47.2
176;Contact familie: zelden of nooit;Ondergrens 95%-interval;2013;6.2;8.6;16.7;53.0;6.1;10.4;14.9;53.1;6.5;7.7;15.5;56.4;7.1;4.9;12.1;64.9;33.9
177;Contact familie: zelden of nooit;Ondergrens 95%-interval;2014;6.6;4.5;18.7;57.0;6.5;6.7;16.1;57.0;6.6;7.8;15.1;56.6;6.8;4.7;15.6;60.2;30.7
178;Contact familie: zelden of nooit;Ondergrens 95%-interval;2015;6.5;5.8;20.5;52.7;6.3;4.8;29.0;44.6;6.4;8.9;15.1;55.0;6.3;8.6;19.7;50.1;31.3
179;Contact familie: zelden of nooit;Ondergrens 95%-interval;2016;6.4;8.6;11.8;59.7;6.2;10.1;20.1;47.8;6.1;13.4;14.1;50.8;6.7;8.0;13.4;58.5;29.7
180;Contact familie: zelden of nooit;Ondergrens 95%-interval;2017;6.4;8.9;21.3;48.3;6.0;13.7;16.1;48.8;6.0;15.8;16.0;46.4;6.4;10.0;11.9;57.8;21.5
181;Contact familie: zelden of nooit;Ondergrens 95%-interval;2018;6.5;7.7;11.6;60.6;6.6;4.0;19.5;56.4;6.2;7.8;22.1;48.6;7.0;5.6;14.3;60.3;33.1
182;Contact familie: zelden of nooit;Ondergrens 95%-interval;2019;6.4;5.2;18.6;56.4;6.4;4.4;21.6;54.0;6.3;8.1;22.2;49.1;6.7;7.5;15.4;57.7;24.3
183;Contact familie: zelden of nooit;Ondergrens 95%-interval;2020;6.4;6.7;18.2;54.6;6.3;9.1;17.7;52.0;5.9;15.4;21.3;40.5;6.9;4.9;16.2;59.3;35.9
184;Contact familie: zelden of nooit;Ondergrens 95%-interval;2021;6.3;6.9;18.8;52.1;6.3;8.0;19.0;50.3;5.6;14.5;24.2;37.0;6.9;6.8;10.5;63.0;37.9
185;Contact familie: zelden of nooit;Ondergrens 95%-interval;2022;6.5;8.2;15.2;57.5;6.3;9.0;17.7;53.2;5.8;15.9;19.4;43.7;7.0;7.2;14.0;60.1;28.9
186;Contact familie: zelden of nooit;Ondergrens 95%-interval;2023;6.3;8.0;17.0;55.1;6.2;8.6;18.5;53.1;5.6;15.9;25.2;37.2;6.7;8.4;15.4;56.8;38.9
187;Contact familie: zelden of nooit;Bovengrens 95%-interval;2013;7.0;22.6;32.1;70.7;7.0;25.0;29.5;70.6;7.3;19.8;30.4;73.4;7.9;15.7;25.2;80.4;52.3
188;Contact familie: zelden of nooit;Bovengrens 95%-interval;2014;7.3;14.2;34.7;74.0;7.2;18.3;31.2;73.9;7.3;20.0;30.1;73.6;7.5;15.0;30.9;76.8;48.7
189;Contact familie: zelden of nooit;Bovengrens 95%-interval;2015;7.2;17.2;36.9;70.3;6.9;15.2;46.8;62.8;7.2;22.0;30.1;72.3;7.1;21.1;35.8;67.8;50.0
190;Contact familie: zelden of nooit;Bovengrens 95%-interval;2016;7.1;20.9;26.0;76.3;6.9;23.1;36.6;65.5;6.9;28.0;28.7;68.3;7.5;20.5;27.6;75.3;47.7
191;Contact familie: zelden of nooit;Bovengrens 95%-interval;2017;7.2;21.9;37.4;65.5;6.9;28.2;30.5;65.8;6.9;31.0;30.5;63.5;7.3;23.8;25.4;74.4;37.8
192;Contact familie: zelden of nooit;Bovengrens 95%-interval;2018;7.2;20.6;25.6;77.5;7.2;14.1;35.6;73.6;7.1;20.0;38.5;66.2;7.8;17.2;29.1;77.1;51.5
193;Contact familie: zelden of nooit;Bovengrens 95%-interval;2019;7.1;16.6;33.7;73.0;7.1;15.3;37.4;70.8;7.1;20.5;37.5;65.7;7.4;19.0;29.7;73.7;39.8
194;Contact familie: zelden of nooit;Bovengrens 95%-interval;2020;7.1;17.7;34.1;71.9;7.0;21.1;33.7;69.5;6.7;29.8;37.8;58.3;7.6;15.6;31.4;76.0;54.1
195;Contact familie: zelden of nooit;Bovengrens 95%-interval;2021;7.0;19.5;36.0;70.4;7.0;22.3;35.7;68.7;6.5;30.8;41.9;55.3;7.7;18.9;24.6;79.7;56.9
196;Contact familie: zelden of nooit;Bovengrens 95%-interval;2022;7.2;19.6;29.1;73.3;7.0;21.0;32.3;69.5;6.6;29.9;33.8;60.1;7.7;18.2;27.6;75.7;45.1
197;Contact familie: zelden of nooit;Bovengrens 95%-interval;2023;6.9;19.9;31.5;71.5;6.9;20.5;32.9;69.3;6.4;30.0;40.8;53.6;7.4;20.6;29.1;72.8;55.6
198;Contact vrienden: dagelijks;Waarde;2013;7.8;2.1;8.1;89.8;7.7;2.9;11.3;85.8;8.1;1.7;7.8;90.5;7.4;7.4;18.2;74.4;60.8
199;Contact vrienden: dagelijks;Waarde;2014;7.8;1.4;7.8;90.8;7.7;2.7;10.9;86.4;8.0;2.3;8.1;89.5;7.3;8.1;17.3;74.6;58.4
200;Contact vrienden: dagelijks;Waarde;2015;7.8;2.0;8.7;89.3;7.6;3.4;11.2;85.4;8.0;2.0;8.4;89.6;7.3;7.6;18.2;74.2;61.2
201;Contact vrienden: dagelijks;Waarde;2016;7.9;2.0;8.5;89.5;7.7;2.4;10.8;86.8;8.0;2.6;8.0;89.4;7.3;8.3;17.8;74.0;60.3
202;Contact vrienden: dagelijks;Waarde;2017;7.9;1.4;8.5;90.1;7.8;1.8;10.7;87.6;8.1;1.9;7.1;91.0;7.3;8.6;17.7;73.7;62.2
203;Contact vrienden: dagelijks;Waarde;2018;7.8;2.1;8.0;89.9;7.7;2.0;10.1;87.9;8.1;1.6;8.1;90.3;7.3;8.4;18.4;73.2;64.1
204;Contact vrienden: dagelijks;Waarde;2019;7.8;2.2;7.4;90.5;7.8;1.4;9.4;89.2;8.1;1.3;8.2;90.5;7.3;7.4;18.2;74.4;64.6
205;Contact vrienden: dagelijks;Waarde;2020;7.7;2.7;10.4;86.9;7.7;3.0;10.8;86.2;7.9;3.6;9.5;86.8;7.4;6.0;17.7;76.2;64.3
206;Contact vrienden: dagelijks;Waarde;2021;7.7;2.9;9.9;87.3;7.6;3.0;12.8;84.2;7.8;3.9;12.0;84.1;7.4;6.9;17.3;75.7;67.2
207;Contact vrienden: dagelijks;Waarde;2022;7.7;2.8;9.4;87.8;7.6;3.1;12.8;84.2;7.9;2.5;10.8;86.8;7.3;5.9;20.9;73.2;67.9
208;Contact vrienden: dagelijks;Waarde;2023;7.7;1.8;11.1;87.2;7.5;3.0;13.2;83.7;7.9;2.5;10.1;87.4;7.2;8.3;20.1;71.6;68.0
209;Contact vrienden: dagelijks;Ondergrens 95%-interval;2013;7.8;1.4;6.8;88.0;7.6;2.1;9.7;83.9;8.0;1.1;6.5;88.8;7.3;6.2;16.3;72.1;58.2
210;Contact vrienden: dagelijks;Ondergrens 95%-interval;2014;7.8;0.9;6.6;89.2;7.6;2.0;9.4;84.6;8.0;1.7;6.9;87.9;7.2;6.8;15.5;72.3;55.9
211;Contact vrienden: dagelijks;Ondergrens 95%-interval;2015;7.7;1.4;7.4;87.7;7.6;2.6;9.7;83.7;8.0;1.4;7.2;88.0;7.2;6.4;16.4;72.1;58.8
212;Contact vrienden: dagelijks;Ondergrens 95%-interval;2016;7.8;1.4;7.2;87.8;7.7;1.7;9.3;85.0;7.9;1.9;6.7;87.8;7.2;7.0;16.0;71.8;57.9
213;Contact vrienden: dagelijks;Ondergrens 95%-interval;2017;7.8;0.9;7.2;88.5;7.7;1.2;9.2;85.8;8.0;1.3;6.0;89.4;7.2;7.3;15.9;71.4;59.8
214;Contact vrienden: dagelijks;Ondergrens 95%-interval;2018;7.7;1.5;6.7;88.3;7.6;1.3;8.7;86.2;8.0;1.1;6.8;88.7;7.2;7.1;16.5;71.0;61.7
215;Contact vrienden: dagelijks;Ondergrens 95%-interval;2019;7.7;1.5;6.2;88.8;7.7;0.9;8.0;87.5;8.0;0.8;6.9;88.9;7.2;6.1;16.4;72.2;62.1
216;Contact vrienden: dagelijks;Ondergrens 95%-interval;2020;7.6;2.0;8.9;85.1;7.6;2.2;9.3;84.3;7.8;2.8;8.1;85.0;7.3;5.0;15.9;74.0;61.9
217;Contact vrienden: dagelijks;Ondergrens 95%-interval;2021;7.6;2.1;8.3;85.3;7.5;2.2;11.1;82.1;7.7;3.0;10.3;82.1;7.3;5.7;15.4;73.4;64.7
218;Contact vrienden: dagelijks;Ondergrens 95%-interval;2022;7.6;2.1;8.1;86.1;7.5;2.3;11.3;82.3;7.8;1.8;9.4;85.1;7.2;4.9;19.0;71.0;65.7
219;Contact vrienden: dagelijks;Ondergrens 95%-interval;2023;7.6;1.2;9.6;85.5;7.5;2.3;11.7;81.9;7.8;1.9;8.7;85.7;7.1;7.0;18.3;69.4;65.7
220;Contact vrienden: dagelijks;Bovengrens 95%-interval;2013;7.9;3.1;9.7;91.3;7.7;4.0;13.0;87.5;8.2;2.6;9.4;91.9;7.5;8.9;20.3;76.5;63.3
221;Contact vrienden: dagelijks;Bovengrens 95%-interval;2014;7.9;2.1;9.3;92.1;7.7;3.7;12.6;88.0;8.1;3.2;9.6;91.0;7.4;9.6;19.3;76.7;60.9
222;Contact vrienden: dagelijks;Bovengrens 95%-interval;2015;7.8;2.8;10.2;90.7;7.7;4.4;12.8;87.1;8.1;2.9;9.8;91.0;7.4;9.0;20.1;76.2;63.5
223;Contact vrienden: dagelijks;Bovengrens 95%-interval;2016;7.9;2.9;10.0;90.9;7.8;3.3;12.5;88.4;8.1;3.6;9.4;90.9;7.4;9.7;19.7;76.1;62.8
224;Contact vrienden: dagelijks;Bovengrens 95%-interval;2017;8.0;2.1;10.0;91.5;7.8;2.6;12.3;89.1;8.2;2.8;8.5;92.3;7.4;10.1;19.7;75.8;64.6
225;Contact vrienden: dagelijks;Bovengrens 95%-interval;2018;7.9;3.0;9.4;91.3;7.8;2.8;11.8;89.5;8.2;2.3;9.6;91.7;7.4;9.9;20.3;75.3;66.5
226;Contact vrienden: dagelijks;Bovengrens 95%-interval;2019;7.9;3.2;8.8;91.9;7.8;2.1;11.1;90.7;8.1;2.0;9.7;91.9;7.4;8.8;20.2;76.5;67.0
227;Contact vrienden: dagelijks;Bovengrens 95%-interval;2020;7.8;3.6;12.1;88.6;7.7;4.1;12.6;87.9;8.0;4.8;11.2;88.5;7.5;7.3;19.7;78.3;66.7
228;Contact vrienden: dagelijks;Bovengrens 95%-interval;2021;7.8;3.9;11.6;89.0;7.7;4.2;14.7;86.1;7.8;5.1;13.8;86.0;7.5;8.4;19.5;78.0;69.8
229;Contact vrienden: dagelijks;Bovengrens 95%-interval;2022;7.8;3.7;10.9;89.3;7.6;4.0;14.5;85.8;7.9;3.3;12.3;88.3;7.4;7.2;22.9;75.2;70.2
230;Contact vrienden: dagelijks;Bovengrens 95%-interval;2023;7.7;2.5;12.7;88.7;7.6;4.0;15.0;85.5;8.0;3.4;11.7;88.9;7.3;9.7;22.1;73.7;70.2
231;Contact vrienden: wekelijks;Waarde;2013;7.7;2.2;9.1;88.7;7.6;3.1;12.4;84.5;7.7;3.1;11.0;85.9;7.5;6.5;15.3;78.2;59.1
232;Contact vrienden: wekelijks;Waarde;2014;7.8;1.7;9.1;89.1;7.6;2.4;11.5;86.1;7.7;2.6;11.3;86.1;7.4;6.5;16.9;76.6;60.2
233;Contact vrienden: wekelijks;Waarde;2015;7.8;2.2;8.9;88.9;7.6;2.8;11.4;85.8;7.7;3.1;11.1;85.8;7.4;6.4;16.9;76.7;61.0
234;Contact vrienden: wekelijks;Waarde;2016;7.8;2.0;8.3;89.7;7.7;2.1;11.0;86.8;7.7;2.2;11.9;85.9;7.4;6.0;18.1;75.9;62.6
235;Contact vrienden: wekelijks;Waarde;2017;7.8;2.4;8.9;88.7;7.7;3.1;10.0;86.9;7.7;3.0;11.6;85.3;7.4;6.9;16.8;76.2;64.4
236;Contact vrienden: wekelijks;Waarde;2018;7.7;2.2;8.4;89.4;7.7;1.7;11.0;87.3;7.6;3.6;12.7;83.6;7.4;7.9;17.0;75.0;63.6
237;Contact vrienden: wekelijks;Waarde;2019;7.8;1.9;7.0;91.1;7.7;1.8;8.7;89.5;7.7;2.3;12.9;84.8;7.4;6.7;17.7;75.6;63.4
238;Contact vrienden: wekelijks;Waarde;2020;7.7;1.9;8.9;89.3;7.7;1.8;11.3;86.9;7.6;3.7;12.9;83.4;7.5;6.1;15.9;78.0;66.3
239;Contact vrienden: wekelijks;Waarde;2021;7.7;3.2;8.7;88.1;7.6;3.0;10.9;86.1;7.4;6.1;15.4;78.4;7.5;7.0;16.7;76.3;69.4
240;Contact vrienden: wekelijks;Waarde;2022;7.7;1.9;10.0;88.1;7.6;2.1;12.6;85.3;7.5;3.4;15.0;81.6;7.4;7.2;17.6;75.1;68.1
241;Contact vrienden: wekelijks;Waarde;2023;7.7;1.7;9.9;88.5;7.6;2.0;11.3;86.7;7.6;3.0;13.4;83.6;7.4;5.9;18.5;75.6;69.4
242;Contact vrienden: wekelijks;Ondergrens 95%-interval;2013;7.7;1.7;8.1;87.5;7.5;2.5;11.3;83.2;7.7;2.5;9.9;84.6;7.4;5.7;14.1;76.7;57.4
243;Contact vrienden: wekelijks;Ondergrens 95%-interval;2014;7.7;1.3;8.2;88.0;7.6;1.9;10.5;84.8;7.7;2.1;10.3;84.8;7.4;5.7;15.7;75.1;58.5
244;Contact vrienden: wekelijks;Ondergrens 95%-interval;2015;7.7;1.7;8.0;87.7;7.6;2.3;10.3;84.6;7.7;2.6;10.0;84.5;7.4;5.6;15.7;75.2;59.3
245;Contact vrienden: wekelijks;Ondergrens 95%-interval;2016;7.7;1.5;7.3;88.6;7.6;1.7;10.0;85.6;7.7;1.7;10.8;84.6;7.4;5.3;16.8;74.4;60.9
246;Contact vrienden: wekelijks;Ondergrens 95%-interval;2017;7.7;1.9;7.9;87.6;7.6;2.5;9.0;85.6;7.6;2.5;10.5;84.0;7.3;6.1;15.6;74.7;62.7
247;Contact vrienden: wekelijks;Ondergrens 95%-interval;2018;7.7;1.7;7.4;88.2;7.6;1.3;9.9;86.0;7.6;3.0;11.6;82.3;7.3;7.0;15.8;73.5;61.9
248;Contact vrienden: wekelijks;Ondergrens 95%-interval;2019;7.7;1.4;6.2;90.0;7.7;1.4;7.7;88.3;7.7;1.8;11.7;83.4;7.4;5.8;16.4;74.1;61.7
249;Contact vrienden: wekelijks;Ondergrens 95%-interval;2020;7.7;1.4;7.8;88.0;7.6;1.3;10.1;85.6;7.6;3.0;11.7;82.0;7.5;5.3;14.6;76.4;64.6
250;Contact vrienden: wekelijks;Ondergrens 95%-interval;2021;7.6;2.6;7.6;86.7;7.6;2.3;9.8;84.7;7.4;5.2;14.1;76.8;7.4;6.0;15.3;74.7;67.5
251;Contact vrienden: wekelijks;Ondergrens 95%-interval;2022;7.6;1.5;9.0;86.9;7.5;1.7;11.5;84.0;7.5;2.8;13.8;80.2;7.3;6.3;16.4;73.6;66.5
252;Contact vrienden: wekelijks;Ondergrens 95%-interval;2023;7.6;1.3;8.9;87.3;7.6;1.5;10.2;85.5;7.5;2.5;12.2;82.2;7.4;5.1;17.1;74.1;67.8
253;Contact vrienden: wekelijks;Bovengrens 95%-interval;2013;7.8;2.9;10.2;89.8;7.6;3.8;13.6;85.8;7.8;3.8;12.2;87.1;7.6;7.5;16.6;79.6;60.9
254;Contact vrienden: wekelijks;Bovengrens 95%-interval;2014;7.8;2.3;10.2;90.2;7.7;3.0;12.7;87.3;7.8;3.3;12.5;87.3;7.5;7.4;18.2;78.0;61.9
255;Contact vrienden: wekelijks;Bovengrens 95%-interval;2015;7.8;2.8;10.0;90.0;7.7;3.4;12.5;87.0;7.8;3.8;12.2;87.0;7.5;7.3;18.2;78.1;62.7
256;Contact vrienden: wekelijks;Bovengrens 95%-interval;2016;7.8;2.6;9.3;90.8;7.7;2.7;12.2;88.0;7.8;2.8;13.1;87.1;7.5;6.9;19.4;77.3;64.3
257;Contact vrienden: wekelijks;Bovengrens 95%-interval;2017;7.8;3.0;9.9;89.8;7.7;3.8;11.1;88.0;7.7;3.8;12.8;86.5;7.4;7.9;18.2;77.7;66.1
258;Contact vrienden: wekelijks;Bovengrens 95%-interval;2018;7.8;2.9;9.4;90.5;7.7;2.3;12.2;88.4;7.7;4.4;14.0;84.9;7.4;8.9;18.4;76.5;65.2
259;Contact vrienden: wekelijks;Bovengrens 95%-interval;2019;7.8;2.5;8.0;92.1;7.8;2.4;9.8;90.6;7.8;3.0;14.1;86.1;7.5;7.6;19.1;77.1;65.1
260;Contact vrienden: wekelijks;Bovengrens 95%-interval;2020;7.8;2.5;10.0;90.4;7.7;2.3;12.6;88.2;7.7;4.5;14.2;84.8;7.6;7.1;17.3;79.5;68.0
261;Contact vrienden: wekelijks;Bovengrens 95%-interval;2021;7.7;4.0;9.9;89.3;7.7;3.8;12.2;87.4;7.5;7.2;16.9;80.0;7.5;8.0;18.2;78.0;71.2
262;Contact vrienden: wekelijks;Bovengrens 95%-interval;2022;7.7;2.4;11.1;89.2;7.6;2.7;13.8;86.5;7.6;4.1;16.3;82.9;7.4;8.2;19.0;76.6;69.7
263;Contact vrienden: wekelijks;Bovengrens 95%-interval;2023;7.7;2.2;11.0;89.5;7.7;2.5;12.5;87.9;7.6;3.7;14.7;84.8;7.5;6.8;19.9;77.1;71.0
264;Contact vrienden: maandelijks;Waarde;2013;7.6;1.9;10.4;87.7;7.5;2.6;13.1;84.3;7.4;3.5;17.6;78.9;7.4;7.3;18.0;74.7;57.4
265;Contact vrienden: maandelijks;Waarde;2014;7.6;3.2;10.3;86.4;7.5;3.8;12.3;83.9;7.3;5.5;16.1;78.4;7.3;7.5;17.3;75.1;57.4
266;Contact vrienden: maandelijks;Waarde;2015;7.6;3.1;10.5;86.4;7.5;4.1;12.4;83.5;7.3;6.0;17.0;77.1;7.3;8.4;18.9;72.6;59.0
267;Contact vrienden: maandelijks;Waarde;2016;7.7;2.3;9.3;88.4;7.6;2.5;11.7;85.8;7.3;4.8;18.6;76.5;7.3;8.6;19.1;72.3;59.2
268;Contact vrienden: maandelijks;Waarde;2017;7.6;2.6;10.1;87.3;7.6;3.3;11.1;85.6;7.3;6.3;17.8;75.9;7.2;9.8;18.5;71.7;62.5
269;Contact vrienden: maandelijks;Waarde;2018;7.6;2.1;9.2;88.7;7.6;2.0;11.2;86.8;7.3;5.7;17.8;76.5;7.3;7.4;17.8;74.8;60.9
270;Contact vrienden: maandelijks;Waarde;2019;7.7;2.1;10.2;87.7;7.6;2.2;11.5;86.3;7.3;5.4;16.0;78.6;7.3;7.4;19.0;73.6;62.3
271;Contact vrienden: maandelijks;Waarde;2020;7.6;2.7;9.9;87.4;7.6;2.3;13.0;84.7;7.2;7.1;19.1;73.8;7.4;7.5;17.8;74.7;61.2
272;Contact vrienden: maandelijks;Waarde;2021;7.6;2.8;10.2;87.0;7.6;2.5;13.7;83.9;7.1;8.9;21.4;69.7;7.5;6.3;15.3;78.4;64.1
273;Contact vrienden: maandelijks;Waarde;2022;7.6;2.0;12.0;86.0;7.5;2.5;13.4;84.1;7.1;5.4;22.5;72.1;7.4;5.8;19.0;75.1;67.5
274;Contact vrienden: maandelijks;Waarde;2023;7.6;2.0;10.5;87.5;7.6;2.5;13.0;84.5;7.2;5.4;21.3;73.3;7.3;7.2;19.8;73.0;67.0
275;Contact vrienden: maandelijks;Ondergrens 95%-interval;2013;7.6;1.2;8.7;85.5;7.4;1.8;11.1;82.0;7.3;2.5;15.5;76.4;7.3;5.9;15.8;72.1;54.5
276;Contact vrienden: maandelijks;Ondergrens 95%-interval;2014;7.5;2.3;8.7;84.2;7.4;2.8;10.5;81.6;7.3;4.3;14.1;75.8;7.2;6.1;15.3;72.5;54.5
277;Contact vrienden: maandelijks;Ondergrens 95%-interval;2015;7.5;2.2;8.8;84.2;7.4;3.0;10.6;81.1;7.2;4.6;14.9;74.5;7.1;6.9;16.8;69.9;56.2
278;Contact vrienden: maandelijks;Ondergrens 95%-interval;2016;7.6;1.5;7.7;86.3;7.5;1.7;9.8;83.5;7.2;3.7;16.4;73.9;7.1;7.1;16.9;69.5;56.2
279;Contact vrienden: maandelijks;Ondergrens 95%-interval;2017;7.6;1.8;8.4;85.1;7.5;2.4;9.3;83.4;7.2;4.9;15.6;73.3;7.1;8.2;16.3;69.0;59.6
280;Contact vrienden: maandelijks;Ondergrens 95%-interval;2018;7.6;1.4;7.7;86.7;7.5;1.2;9.5;84.7;7.2;4.4;15.8;74.0;7.2;6.0;15.7;72.2;58.1
281;Contact vrienden: maandelijks;Ondergrens 95%-interval;2019;7.6;1.4;8.5;85.5;7.5;1.4;9.7;84.1;7.2;4.1;14.0;76.0;7.2;6.0;16.8;70.9;59.4
282;Contact vrienden: maandelijks;Ondergrens 95%-interval;2020;7.6;1.9;8.2;85.2;7.5;1.5;11.1;82.4;7.1;5.7;16.9;71.1;7.3;6.1;15.7;72.1;58.4
