ID;Kenmerken;Marges;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidMetSociaalLeven_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreTevredenhHoeveelheidVrijeTijd_13;Ontevreden_14;NietTevredenNietOntevreden_15;Tevreden_16;AandeelMetVertrouwen_17
423;Contact buren: wekelijks;Bovengrens 95%-interval;2018;7.8;2.8;9.1;90.9;7.7;2.5;10.9;89.4;7.8;3.6;12.9;86.6;7.4;8.3;18.2;77.3;66.0
424;Contact buren: wekelijks;Bovengrens 95%-interval;2019;7.8;2.2;8.8;91.7;7.8;1.9;9.8;91.1;7.8;3.5;12.5;87.1;7.5;7.6;17.4;78.8;65.4
425;Contact buren: wekelijks;Bovengrens 95%-interval;2020;7.8;2.8;9.3;90.9;7.8;2.4;11.1;89.6;7.8;4.5;13.2;85.7;7.6;6.3;16.5;81.0;67.5
426;Contact buren: wekelijks;Bovengrens 95%-interval;2021;7.8;3.4;8.9;90.8;7.8;2.9;11.4;89.0;7.6;6.7;15.7;81.5;7.6;7.0;17.4;79.7;70.4
427;Contact buren: wekelijks;Bovengrens 95%-interval;2022;7.8;2.6;9.2;90.8;7.7;2.8;11.5;88.6;7.7;4.0;15.0;84.3;7.5;6.2;19.0;78.5;71.1
428;Contact buren: wekelijks;Bovengrens 95%-interval;2023;7.8;1.7;10.2;90.8;7.7;2.1;11.1;89.6;7.7;2.9;13.2;87.0;7.5;6.4;18.6;78.8;72.4
429;Contact buren: maandelijks;Waarde;2013;7.7;1.9;9.7;88.4;7.5;2.4;12.7;84.8;7.6;3.6;13.7;82.8;7.3;8.0;17.9;74.1;62.0
430;Contact buren: maandelijks;Waarde;2014;7.7;1.7;9.2;89.1;7.6;2.5;12.1;85.3;7.5;4.5;12.3;83.2;7.3;6.8;19.9;73.3;64.6
431;Contact buren: maandelijks;Waarde;2015;7.7;2.1;8.0;89.9;7.6;3.2;10.7;86.1;7.6;3.9;13.8;82.3;7.2;7.9;20.2;71.9;65.8
432;Contact buren: maandelijks;Waarde;2016;7.8;1.7;7.5;90.8;7.6;2.4;10.6;87.0;7.6;4.0;14.0;82.0;7.2;8.6;19.4;72.0;67.6
433;Contact buren: maandelijks;Waarde;2017;7.7;2.1;9.2;88.7;7.5;3.6;11.1;85.4;7.6;4.3;13.9;81.7;7.1;10.3;19.3;70.4;68.2
434;Contact buren: maandelijks;Waarde;2018;7.7;2.0;8.5;89.4;7.7;1.5;11.1;87.4;7.6;4.1;14.0;81.9;7.1;9.2;18.9;71.9;66.8
435;Contact buren: maandelijks;Waarde;2019;7.7;2.1;7.9;90.0;7.6;1.8;9.5;88.7;7.6;3.5;13.8;82.7;7.2;7.1;21.5;71.4;66.7
436;Contact buren: maandelijks;Waarde;2020;7.6;2.4;10.0;87.6;7.6;2.1;11.8;86.1;7.4;5.1;15.9;79.0;7.3;7.8;18.0;74.2;66.9
437;Contact buren: maandelijks;Waarde;2021;7.6;3.3;9.9;86.9;7.5;3.1;13.1;83.8;7.2;7.2;17.0;75.8;7.3;7.6;17.6;74.8;72.7
438;Contact buren: maandelijks;Waarde;2022;7.6;2.2;11.6;86.2;7.5;2.5;14.5;83.0;7.4;4.1;18.3;77.5;7.2;8.4;19.8;71.7;71.7
439;Contact buren: maandelijks;Waarde;2023;7.6;1.5;10.5;88.0;7.5;2.4;12.0;85.7;7.4;4.5;16.2;79.2;7.2;6.5;20.7;72.8;71.3
440;Contact buren: maandelijks;Ondergrens 95%-interval;2013;7.6;1.2;8.1;86.3;7.5;1.7;10.9;82.6;7.5;2.6;11.8;80.5;7.2;6.6;15.8;71.5;59.1
441;Contact buren: maandelijks;Ondergrens 95%-interval;2014;7.6;1.1;7.7;87.1;7.5;1.8;10.4;83.2;7.4;3.5;10.6;81.0;7.2;5.5;17.8;70.8;61.9
442;Contact buren: maandelijks;Ondergrens 95%-interval;2015;7.7;1.4;6.7;88.2;7.5;2.4;9.2;84.1;7.5;2.9;12.0;80.2;7.1;6.5;18.2;69.5;63.3
443;Contact buren: maandelijks;Ondergrens 95%-interval;2016;7.7;1.1;6.1;89.0;7.6;1.7;9.0;85.0;7.5;3.0;12.2;79.8;7.1;7.2;17.4;69.5;65.0
444;Contact buren: maandelijks;Ondergrens 95%-interval;2017;7.6;1.4;7.7;86.8;7.5;2.7;9.5;83.3;7.5;3.3;12.2;79.6;7.0;8.8;17.3;67.9;65.6
445;Contact buren: maandelijks;Ondergrens 95%-interval;2018;7.6;1.4;7.1;87.7;7.6;0.9;9.5;85.5;7.5;3.2;12.3;79.7;7.1;7.8;16.9;69.5;64.2
446;Contact buren: maandelijks;Ondergrens 95%-interval;2019;7.6;1.4;6.5;88.2;7.6;1.2;8.0;86.9;7.5;2.6;12.1;80.6;7.1;5.8;19.4;69.0;64.2
447;Contact buren: maandelijks;Ondergrens 95%-interval;2020;7.6;1.7;8.4;85.6;7.5;1.4;10.1;84.0;7.3;4.0;14.0;76.7;7.2;6.5;16.0;71.8;64.3
448;Contact buren: maandelijks;Ondergrens 95%-interval;2021;7.5;2.4;8.3;84.8;7.4;2.2;11.3;81.6;7.1;5.8;15.0;73.3;7.2;6.2;15.5;72.2;70.2
449;Contact buren: maandelijks;Ondergrens 95%-interval;2022;7.5;1.6;10.1;84.3;7.4;1.8;12.8;81.0;7.3;3.2;16.5;75.4;7.1;7.1;17.9;69.4;69.4
450;Contact buren: maandelijks;Ondergrens 95%-interval;2023;7.6;1.0;9.0;86.2;7.5;1.7;10.4;83.8;7.4;3.6;14.4;77.1;7.1;5.3;18.7;70.5;69.0
451;Contact buren: maandelijks;Bovengrens 95%-interval;2013;7.8;2.8;11.7;90.2;7.6;3.5;14.8;86.8;7.7;4.8;15.8;84.8;7.4;9.8;20.2;76.5;64.8
452;Contact buren: maandelijks;Bovengrens 95%-interval;2014;7.8;2.6;11.0;90.7;7.6;3.6;14.1;87.2;7.6;5.9;14.2;85.1;7.3;8.3;22.2;75.6;67.2
453;Contact buren: maandelijks;Bovengrens 95%-interval;2015;7.8;3.1;9.6;91.5;7.6;4.4;12.5;87.8;7.6;5.2;15.7;84.3;7.3;9.5;22.4;74.2;68.4
454;Contact buren: maandelijks;Bovengrens 95%-interval;2016;7.8;2.6;9.1;92.3;7.7;3.4;12.5;88.7;7.6;5.3;16.0;84.0;7.3;10.3;21.7;74.3;70.2
455;Contact buren: maandelijks;Bovengrens 95%-interval;2017;7.8;3.1;10.9;90.3;7.6;4.8;12.9;87.2;7.6;5.6;15.9;83.7;7.2;12.1;21.5;72.7;70.7
456;Contact buren: maandelijks;Bovengrens 95%-interval;2018;7.8;3.0;10.2;91.0;7.7;2.4;12.9;89.1;7.6;5.4;16.0;83.8;7.2;10.9;21.0;74.2;69.3
457;Contact buren: maandelijks;Bovengrens 95%-interval;2019;7.8;3.2;9.4;91.5;7.7;2.7;11.2;90.4;7.6;4.6;15.8;84.7;7.3;8.6;23.8;73.8;69.3
458;Contact buren: maandelijks;Bovengrens 95%-interval;2020;7.7;3.4;11.8;89.4;7.6;3.1;13.8;87.9;7.5;6.5;18.0;81.2;7.4;9.4;20.2;76.5;69.4
459;Contact buren: maandelijks;Bovengrens 95%-interval;2021;7.7;4.5;11.7;88.7;7.6;4.4;15.1;85.8;7.3;8.9;19.2;78.1;7.4;9.3;19.8;77.1;75.3
460;Contact buren: maandelijks;Bovengrens 95%-interval;2022;7.6;3.1;13.3;87.9;7.5;3.5;16.4;84.8;7.4;5.3;20.4;79.6;7.2;10.0;21.9;73.9;74.0
461;Contact buren: maandelijks;Bovengrens 95%-interval;2023;7.7;2.3;12.2;89.6;7.6;3.3;13.8;87.4;7.5;5.8;18.2;81.2;7.3;7.9;22.9;75.1;73.6
462;Contact buren: minder 1 x per maand;Waarde;2013;7.5;1.6;15.2;83.3;7.3;3.6;17.9;78.5;7.2;7.6;18.6;73.8;7.0;11.2;20.2;68.7;57.7
463;Contact buren: minder 1 x per maand;Waarde;2014;7.5;3.7;11.7;84.6;7.4;3.9;15.0;81.1;7.4;4.5;17.7;77.8;7.3;9.1;16.8;74.1;58.9
464;Contact buren: minder 1 x per maand;Waarde;2015;7.6;3.5;10.3;86.2;7.4;4.4;14.9;80.7;7.3;6.5;16.9;76.6;7.1;8.6;21.5;69.9;60.8
465;Contact buren: minder 1 x per maand;Waarde;2016;7.7;1.8;14.3;83.9;7.5;3.1;15.4;81.5;7.4;3.6;21.1;75.3;7.1;8.0;22.8;69.2;62.1
466;Contact buren: minder 1 x per maand;Waarde;2017;7.4;5.2;11.8;83.0;7.3;6.4;13.1;80.5;7.2;7.6;17.1;75.3;7.1;10.2;20.0;69.8;62.3
467;Contact buren: minder 1 x per maand;Waarde;2018;7.6;3.8;10.6;85.6;7.4;3.6;15.2;81.2;7.3;6.3;19.5;74.2;7.1;10.3;19.9;69.8;63.7
468;Contact buren: minder 1 x per maand;Waarde;2019;7.6;3.4;8.7;87.9;7.6;3.2;13.4;83.4;7.4;5.7;15.3;79.0;7.1;8.1;23.9;67.9;63.1
469;Contact buren: minder 1 x per maand;Waarde;2020;7.5;3.8;12.5;83.7;7.5;4.1;13.5;82.5;7.2;8.6;17.7;73.7;7.2;8.2;18.8;72.9;63.4
470;Contact buren: minder 1 x per maand;Waarde;2021;7.5;2.2;14.7;83.1;7.3;3.2;18.0;78.8;7.0;8.1;21.9;70.0;7.2;9.7;17.4;72.9;69.8
471;Contact buren: minder 1 x per maand;Waarde;2022;7.3;3.7;17.3;79.0;7.3;4.2;16.1;79.7;7.0;7.4;25.5;67.1;7.1;9.5;21.2;69.3;64.8
472;Contact buren: minder 1 x per maand;Waarde;2023;7.4;4.9;12.0;83.2;7.3;5.0;17.4;77.6;7.0;9.5;21.5;69.0;6.9;11.3;24.0;64.8;63.9
473;Contact buren: minder 1 x per maand;Ondergrens 95%-interval;2013;7.4;0.7;12.0;79.3;7.2;2.2;14.5;74.2;7.0;5.4;15.2;69.5;6.8;8.5;16.6;64.1;53.0
474;Contact buren: minder 1 x per maand;Ondergrens 95%-interval;2014;7.4;2.3;9.1;81.0;7.3;2.5;12.1;77.3;7.3;2.9;14.6;73.8;7.1;6.8;13.8;70.0;54.5
475;Contact buren: minder 1 x per maand;Ondergrens 95%-interval;2015;7.5;2.2;7.8;82.6;7.3;2.9;11.9;76.8;7.2;4.5;13.7;72.4;6.9;6.3;18.0;65.5;56.3
476;Contact buren: minder 1 x per maand;Ondergrens 95%-interval;2016;7.5;0.9;11.3;80.2;7.3;1.8;12.4;77.6;7.3;2.3;17.7;71.2;7.0;5.9;19.3;64.9;57.6
477;Contact buren: minder 1 x per maand;Ondergrens 95%-interval;2017;7.3;3.4;9.2;79.3;7.2;4.4;10.4;76.7;7.1;5.5;14.0;71.3;6.9;7.8;16.7;65.6;57.9
478;Contact buren: minder 1 x per maand;Ondergrens 95%-interval;2018;7.4;2.4;8.2;82.3;7.3;2.3;12.3;77.6;7.1;4.5;16.4;70.3;6.9;8.0;16.8;65.8;59.5
479;Contact buren: minder 1 x per maand;Ondergrens 95%-interval;2019;7.5;2.0;6.5;84.6;7.4;1.9;10.6;79.7;7.3;3.9;12.4;75.2;6.9;6.0;20.4;63.7;58.8
480;Contact buren: minder 1 x per maand;Ondergrens 95%-interval;2020;7.4;2.5;9.9;80.1;7.3;2.6;10.7;78.9;7.1;6.4;14.6;69.8;7.1;6.2;15.7;69.0;59.2
481;Contact buren: minder 1 x per maand;Ondergrens 95%-interval;2021;7.3;1.2;11.7;79.4;7.2;2.0;14.9;74.9;6.9;6.0;18.5;65.8;7.0;7.3;14.3;68.8;65.7
482;Contact buren: minder 1 x per maand;Ondergrens 95%-interval;2022;7.2;2.4;14.4;75.4;7.2;2.8;13.3;76.2;6.9;5.5;22.1;63.2;6.9;7.4;18.0;65.4;60.8
483;Contact buren: minder 1 x per maand;Ondergrens 95%-interval;2023;7.3;3.4;9.6;80.0;7.2;3.5;14.5;74.1;6.9;7.4;18.5;65.2;6.8;8.9;20.7;60.8;60.0
484;Contact buren: minder 1 x per maand;Bovengrens 95%-interval;2013;7.7;3.3;19.0;86.6;7.5;6.0;21.9;82.2;7.3;10.6;22.5;77.8;7.2;14.5;24.2;72.9;62.5
485;Contact buren: minder 1 x per maand;Bovengrens 95%-interval;2014;7.7;5.9;14.9;87.6;7.5;6.0;18.6;84.4;7.6;6.9;21.4;81.3;7.4;12.1;20.3;77.8;63.3
486;Contact buren: minder 1 x per maand;Bovengrens 95%-interval;2015;7.8;5.7;13.5;89.1;7.6;6.7;18.5;84.1;7.5;9.4;20.6;80.3;7.3;11.5;25.6;73.9;65.3
487;Contact buren: minder 1 x per maand;Bovengrens 95%-interval;2016;7.8;3.5;17.9;87.0;7.6;5.3;19.0;84.7;7.5;5.7;25.0;79.0;7.3;10.7;26.9;73.2;66.6
488;Contact buren: minder 1 x per maand;Bovengrens 95%-interval;2017;7.6;7.9;15.0;86.2;7.5;9.2;16.4;83.8;7.4;10.4;20.7;79.0;7.3;13.2;23.7;73.7;66.7
489;Contact buren: minder 1 x per maand;Bovengrens 95%-interval;2018;7.7;5.9;13.5;88.3;7.5;5.7;18.5;84.4;7.4;8.9;23.0;77.7;7.3;13.2;23.5;73.5;67.9
490;Contact buren: minder 1 x per maand;Bovengrens 95%-interval;2019;7.8;5.7;11.5;90.6;7.7;5.2;16.9;86.5;7.6;8.2;18.8;82.4;7.3;10.9;27.9;71.9;67.4
491;Contact buren: minder 1 x per maand;Bovengrens 95%-interval;2020;7.6;5.9;15.8;86.7;7.6;6.3;16.7;85.6;7.4;11.3;21.2;77.4;7.4;10.9;22.4;76.5;67.5
492;Contact buren: minder 1 x per maand;Bovengrens 95%-interval;2021;7.6;4.0;18.2;86.3;7.5;5.3;21.7;82.2;7.2;10.9;25.8;73.9;7.4;12.7;20.9;76.7;74.0
493;Contact buren: minder 1 x per maand;Bovengrens 95%-interval;2022;7.5;5.7;20.6;82.2;7.4;6.3;19.3;82.8;7.2;9.9;29.2;70.9;7.2;12.2;24.7;73.0;68.7
494;Contact buren: minder 1 x per maand;Bovengrens 95%-interval;2023;7.5;7.0;14.8;85.9;7.4;7.1;20.7;80.8;7.2;12.1;25.0;72.5;7.1;14.2;27.6;68.5;67.7
495;Contact buren: zelden of nooit;Waarde;2013;7.3;5.6;15.9;78.5;7.1;7.2;19.5;73.3;7.2;8.6;20.1;71.3;7.2;9.3;20.7;70.0;50.9
496;Contact buren: zelden of nooit;Waarde;2014;7.2;6.4;15.9;77.6;7.0;8.7;18.9;72.4;7.0;11.1;19.6;69.3;7.0;11.6;22.0;66.4;46.0
497;Contact buren: zelden of nooit;Waarde;2015;7.2;6.9;17.6;75.5;7.0;8.6;19.6;71.8;7.0;11.2;19.2;69.6;6.9;12.3;22.3;65.4;47.7
498;Contact buren: zelden of nooit;Waarde;2016;7.3;7.3;12.1;80.7;7.1;7.7;16.7;75.6;7.0;12.0;18.5;69.5;7.0;11.4;19.6;69.0;50.2
499;Contact buren: zelden of nooit;Waarde;2017;7.2;6.3;17.9;75.7;7.1;8.2;17.6;74.2;7.0;10.9;20.5;68.6;6.9;12.1;23.1;64.8;51.9
500;Contact buren: zelden of nooit;Waarde;2018;7.2;6.2;17.0;76.8;7.2;5.7;20.4;73.9;7.0;12.7;19.5;67.8;6.9;12.9;21.0;66.1;49.4
501;Contact buren: zelden of nooit;Waarde;2019;7.2;7.3;14.6;78.1;7.1;6.8;17.7;75.6;7.0;9.7;22.8;67.5;6.9;12.6;21.3;66.0;53.9
502;Contact buren: zelden of nooit;Waarde;2020;7.2;5.5;19.9;74.7;7.0;7.2;22.4;70.4;6.8;13.2;20.8;66.0;7.0;11.9;21.9;66.2;53.8
503;Contact buren: zelden of nooit;Waarde;2021;7.1;6.3;19.0;74.7;6.9;7.8;23.6;68.6;6.6;16.2;25.8;58.0;7.0;11.8;19.8;68.4;54.0
504;Contact buren: zelden of nooit;Waarde;2022;7.1;7.0;18.9;74.1;7.0;7.8;23.0;69.2;6.8;13.2;23.7;63.1;7.1;10.5;22.1;67.4;56.0
505;Contact buren: zelden of nooit;Waarde;2023;7.1;5.8;19.7;74.4;7.0;7.5;22.8;69.7;6.8;12.1;24.3;63.6;6.9;12.4;23.3;64.2;56.0
506;Contact buren: zelden of nooit;Ondergrens 95%-interval;2013;7.2;4.0;13.3;75.2;7.0;5.5;16.6;69.8;7.1;6.6;17.3;67.8;7.1;7.4;17.8;66.4;47.1
507;Contact buren: zelden of nooit;Ondergrens 95%-interval;2014;7.1;4.7;13.3;74.2;6.8;6.7;16.0;68.8;6.9;8.8;16.8;65.6;6.9;9.4;19.0;62.7;42.2
508;Contact buren: zelden of nooit;Ondergrens 95%-interval;2015;7.0;5.2;14.9;72.1;6.9;6.6;16.8;68.3;6.9;9.0;16.4;66.1;6.7;10.0;19.4;61.7;44.0
509;Contact buren: zelden of nooit;Ondergrens 95%-interval;2016;7.2;5.5;9.8;77.4;7.0;5.9;14.0;72.2;6.8;9.7;15.7;65.9;6.9;9.2;16.8;65.4;46.3
510;Contact buren: zelden of nooit;Ondergrens 95%-interval;2017;7.1;4.7;15.2;72.3;7.0;6.3;14.9;70.7;6.9;8.7;17.6;65.0;6.8;9.8;20.0;61.2;48.0
511;Contact buren: zelden of nooit;Ondergrens 95%-interval;2018;7.1;4.6;14.4;73.4;7.0;4.2;17.5;70.5;6.8;10.4;16.8;64.3;6.8;10.6;18.2;62.6;45.7
512;Contact buren: zelden of nooit;Ondergrens 95%-interval;2019;7.1;5.4;12.1;74.6;7.0;5.0;14.9;72.0;6.9;7.5;19.8;63.7;6.8;10.3;18.3;62.3;49.9
513;Contact buren: zelden of nooit;Ondergrens 95%-interval;2020;7.0;4.0;17.1;71.3;6.9;5.5;19.4;66.9;6.7;10.9;18.0;62.5;6.9;9.7;19.1;62.7;50.2
514;Contact buren: zelden of nooit;Ondergrens 95%-interval;2021;7.0;4.6;16.0;71.1;6.8;5.9;20.4;64.8;6.4;13.5;22.5;54.1;6.9;9.5;16.8;64.7;50.0
515;Contact buren: zelden of nooit;Ondergrens 95%-interval;2022;7.0;5.4;16.3;70.9;6.8;6.1;20.2;65.9;6.6;11.0;20.9;59.7;6.9;8.5;19.4;64.0;52.5
516;Contact buren: zelden of nooit;Ondergrens 95%-interval;2023;7.0;4.3;17.0;71.2;6.8;5.8;19.9;66.3;6.6;10.0;21.3;60.2;6.8;10.2;20.4;60.7;52.4
517;Contact buren: zelden of nooit;Bovengrens 95%-interval;2013;7.4;7.6;19.0;81.5;7.2;9.5;22.7;76.5;7.4;11.0;23.3;74.6;7.3;11.8;23.9;73.3;54.8
518;Contact buren: zelden of nooit;Bovengrens 95%-interval;2014;7.4;8.7;19.0;80.7;7.1;11.2;22.1;75.7;7.2;13.8;22.8;72.7;7.2;14.3;25.4;69.9;49.9
519;Contact buren: zelden of nooit;Bovengrens 95%-interval;2015;7.3;9.2;20.6;78.6;7.2;11.0;22.8;75.1;7.2;13.8;22.3;72.9;7.1;15.1;25.6;68.8;51.5
520;Contact buren: zelden of nooit;Bovengrens 95%-interval;2016;7.4;9.6;14.8;83.5;7.3;10.0;19.8;78.7;7.1;14.9;21.6;72.9;7.2;14.1;22.7;72.4;54.1
521;Contact buren: zelden of nooit;Bovengrens 95%-interval;2017;7.4;8.5;21.0;78.8;7.3;10.5;20.7;77.4;7.2;13.6;23.7;72.0;7.1;14.8;26.4;68.4;55.7
522;Contact buren: zelden of nooit;Bovengrens 95%-interval;2018;7.4;8.3;20.1;79.8;7.3;7.7;23.6;77.1;7.1;15.4;22.6;71.1;7.1;15.5;24.2;69.5;53.1
523;Contact buren: zelden of nooit;Bovengrens 95%-interval;2019;7.4;9.8;17.6;81.2;7.3;9.1;20.9;78.8;7.2;12.4;26.2;71.0;7.1;15.5;24.7;69.6;57.8
524;Contact buren: zelden of nooit;Bovengrens 95%-interval;2020;7.3;7.4;23.0;77.7;7.2;9.3;25.7;73.7;7.0;15.9;23.8;69.3;7.2;14.4;25.1;69.5;57.5
525;Contact buren: zelden of nooit;Bovengrens 95%-interval;2021;7.2;8.5;22.4;78.1;7.1;10.4;27.1;72.1;6.8;19.3;29.4;61.8;7.2;14.6;23.1;72.0;58.0
526;Contact buren: zelden of nooit;Bovengrens 95%-interval;2022;7.2;9.1;21.7;77.0;7.1;10.0;26.0;72.4;6.9;15.7;26.8;66.3;7.2;12.9;25.2;70.6;59.5
527;Contact buren: zelden of nooit;Bovengrens 95%-interval;2023;7.2;7.8;22.8;77.5;7.1;9.7;26.0;72.9;6.9;14.6;27.4;67.0;7.1;15.1;26.5;67.6;59.6
528;Vrijwilligerswerk: ja;Waarde;2013;7.8;1.6;7.5;90.9;7.7;2.2;11.1;86.7;7.8;2.1;10.2;87.7;7.4;6.8;16.1;77.1;66.6
529;Vrijwilligerswerk: ja;Waarde;2014;7.8;1.3;7.2;91.5;7.7;1.8;9.6;88.6;7.8;2.6;10.0;87.4;7.4;6.6;16.8;76.6;66.2
530;Vrijwilligerswerk: ja;Waarde;2015;7.8;1.9;7.7;90.4;7.7;2.6;11.1;86.4;7.8;2.9;10.5;86.6;7.4;7.1;16.9;75.9;66.8
531;Vrijwilligerswerk: ja;Waarde;2016;7.8;1.9;7.0;91.0;7.7;2.4;9.6;88.0;7.8;2.7;10.2;87.0;7.4;7.1;17.6;75.3;67.6
532;Vrijwilligerswerk: ja;Waarde;2017;7.8;1.8;7.1;91.1;7.7;2.5;8.6;88.9;7.7;3.2;10.9;85.9;7.3;7.8;17.3;74.9;68.9
533;Vrijwilligerswerk: ja;Waarde;2018;7.8;2.3;7.1;90.6;7.7;1.9;10.5;87.6;7.7;3.5;12.4;84.1;7.3;7.8;16.7;75.5;68.6
534;Vrijwilligerswerk: ja;Waarde;2019;7.8;1.9;6.3;91.9;7.8;1.6;7.9;90.5;7.8;2.7;10.6;86.6;7.4;6.7;18.5;74.8;70.4
535;Vrijwilligerswerk: ja;Waarde;2020;7.8;2.1;7.9;90.0;7.7;1.8;9.2;88.9;7.7;3.7;11.4;84.9;7.5;5.6;15.5;78.9;71.3
536;Vrijwilligerswerk: ja;Waarde;2021;7.8;2.0;8.2;89.8;7.7;2.0;10.4;87.6;7.5;5.8;14.9;79.3;7.5;6.3;16.5;77.2;75.6
537;Vrijwilligerswerk: ja;Waarde;2022;7.7;1.7;8.7;89.6;7.6;2.0;10.8;87.2;7.7;3.0;13.4;83.7;7.4;6.0;17.1;76.9;75.4
538;Vrijwilligerswerk: ja;Waarde;2023;7.8;1.4;8.0;90.6;7.7;1.7;10.2;88.1;7.7;3.1;11.7;85.2;7.4;6.4;17.6;75.9;73.6
539;Vrijwilligerswerk: ja;Ondergrens 95%-interval;2013;7.8;1.2;6.6;89.8;7.6;1.7;10.0;85.4;7.8;1.6;9.2;86.5;7.4;6.0;14.9;75.6;64.9
540;Vrijwilligerswerk: ja;Ondergrens 95%-interval;2014;7.8;1.0;6.3;90.4;7.7;1.4;8.6;87.5;7.8;2.1;9.0;86.2;7.4;5.8;15.6;75.1;64.6
541;Vrijwilligerswerk: ja;Ondergrens 95%-interval;2015;7.8;1.5;6.8;89.3;7.6;2.1;10.0;85.1;7.7;2.3;9.5;85.4;7.3;6.3;15.7;74.5;65.2
542;Vrijwilligerswerk: ja;Ondergrens 95%-interval;2016;7.8;1.5;6.2;90.0;7.6;1.9;8.6;86.8;7.7;2.2;9.3;85.8;7.3;6.3;16.4;73.8;66.0
543;Vrijwilligerswerk: ja;Ondergrens 95%-interval;2017;7.8;1.4;6.2;90.1;7.7;1.9;7.7;87.7;7.7;2.6;9.8;84.6;7.3;6.9;16.0;73.4;67.2
544;Vrijwilligerswerk: ja;Ondergrens 95%-interval;2018;7.7;1.8;6.2;89.5;7.6;1.5;9.4;86.4;7.7;2.9;11.2;82.8;7.3;6.9;15.4;74.0;67.0
545;Vrijwilligerswerk: ja;Ondergrens 95%-interval;2019;7.8;1.4;5.4;90.8;7.7;1.2;6.9;89.4;7.7;2.2;9.6;85.4;7.3;5.9;17.1;73.2;68.8
546;Vrijwilligerswerk: ja;Ondergrens 95%-interval;2020;7.8;1.6;6.9;88.8;7.7;1.4;8.2;87.7;7.7;3.1;10.3;83.5;7.5;4.9;14.2;77.3;69.7
547;Vrijwilligerswerk: ja;Ondergrens 95%-interval;2021;7.7;1.5;7.1;88.4;7.6;1.5;9.2;86.1;7.4;4.9;13.5;77.6;7.4;5.4;15.0;75.4;73.8
548;Vrijwilligerswerk: ja;Ondergrens 95%-interval;2022;7.7;1.2;7.7;88.4;7.6;1.6;9.7;85.9;7.6;2.4;12.2;82.3;7.4;5.2;15.7;75.3;73.8
549;Vrijwilligerswerk: ja;Ondergrens 95%-interval;2023;7.7;1.1;7.1;89.5;7.7;1.3;9.2;86.9;7.6;2.5;10.6;83.9;7.4;5.6;16.3;74.4;72.1
550;Vrijwilligerswerk: ja;Bovengrens 95%-interval;2013;7.9;2.2;8.5;91.9;7.7;2.9;12.3;87.9;7.9;2.7;11.3;88.8;7.5;7.8;17.4;78.5;68.2
551;Vrijwilligerswerk: ja;Bovengrens 95%-interval;2014;7.9;1.8;8.2;92.4;7.7;2.4;10.6;89.7;7.9;3.3;11.1;88.5;7.5;7.5;18.2;78.0;67.8
552;Vrijwilligerswerk: ja;Bovengrens 95%-interval;2015;7.8;2.5;8.6;91.4;7.7;3.2;12.2;87.5;7.8;3.5;11.6;87.8;7.4;8.1;18.2;77.4;68.5
553;Vrijwilligerswerk: ja;Bovengrens 95%-interval;2016;7.9;2.5;8.0;92.0;7.7;3.1;10.7;89.1;7.8;3.4;11.3;88.1;7.4;8.0;18.9;76.7;69.2
554;Vrijwilligerswerk: ja;Bovengrens 95%-interval;2017;7.9;2.4;8.0;92.1;7.8;3.1;9.7;90.0;7.8;4.0;12.0;87.1;7.4;8.8;18.6;76.4;70.5
555;Vrijwilligerswerk: ja;Bovengrens 95%-interval;2018;7.8;3.0;8.0;91.6;7.7;2.5;11.6;88.7;7.8;4.3;13.5;85.4;7.4;8.8;18.0;77.0;70.2
556;Vrijwilligerswerk: ja;Bovengrens 95%-interval;2019;7.9;2.5;7.2;92.8;7.8;2.2;8.9;91.6;7.8;3.4;11.8;87.8;7.4;7.7;19.9;76.3;72.0
557;Vrijwilligerswerk: ja;Bovengrens 95%-interval;2020;7.8;2.7;9.0;91.1;7.8;2.4;10.4;90.1;7.8;4.5;12.6;86.1;7.6;6.6;16.9;80.3;73.0
558;Vrijwilligerswerk: ja;Bovengrens 95%-interval;2021;7.8;2.8;9.4;91.0;7.8;2.8;11.8;88.9;7.6;6.9;16.4;80.9;7.5;7.4;18.1;78.8;77.4
559;Vrijwilligerswerk: ja;Bovengrens 95%-interval;2022;7.8;2.2;9.8;90.7;7.7;2.6;12.0;88.4;7.7;3.6;14.7;85.0;7.5;7.0;18.5;78.4;76.9
560;Vrijwilligerswerk: ja;Bovengrens 95%-interval;2023;7.8;1.9;9.0;91.6;7.7;2.2;11.3;89.2;7.7;3.8;12.8;86.4;7.5;7.4;19.0;77.4;75.1
561;Vrijwilligerswerk: nee;Waarde;2013;7.6;3.3;12.4;84.3;7.4;4.6;14.8;80.6;7.5;5.4;15.1;79.4;7.4;7.8;17.8;74.4;49.9
562;Vrijwilligerswerk: nee;Waarde;2014;7.6;3.3;12.0;84.7;7.4;4.7;14.4;80.9;7.5;5.7;14.5;79.8;7.3;8.3;17.6;74.2;49.8
563;Vrijwilligerswerk: nee;Waarde;2015;7.6;3.6;11.9;84.5;7.4;5.1;13.3;81.6;7.5;5.6;14.4;80.0;7.3;8.2;18.8;73.0;52.6
