ID;Geslacht;LeeftijdOp31December;Marges;Perioden;LevensverwachtingLV_1;LVInAlsGoedErvarenGezondheid_2;LVZonderMatigeEnErnstigeBeperking_3;LVZonderErnstigeBeperkingen_4;LVZonderLichteMatigeErnstigeBep_5;LVZonderChronischeZiektes_6;LVZonderChrZiekExclHogeBloeddruk_7;LVZonderPsychischeKlachtenMHI5_8;LVZonderGALIBeperkingen_9;LVZonderErnstigeGALIBeperkingen_10
1242;Totaal mannen en vrouwen;65 jaar;Waarde;2019;20.52;12.4;13.7;15.7;7.4;3.9;5.4;18.3;9.6;18.0
1243;Totaal mannen en vrouwen;65 jaar;Waarde;2020;19.87;13.1;14.2;15.8;7.3;3.7;5.1;17.8;9.5;17.7
1244;Totaal mannen en vrouwen;65 jaar;Waarde;2021;19.9;13.0;14.7;16.3;7.5;3.9;5.4;17.6;9.6;18.3
1245;Totaal mannen en vrouwen;65 jaar;Waarde;2022;20.13;12.0;13.9;15.7;7.2;4.0;5.3;18.1;9.2;17.8
1246;Totaal mannen en vrouwen;65 jaar;Waarde;2023;20.29;12.5;14.2;16.3;7.1;3.8;5.1;18.2;9.2;17.9
1247;Totaal mannen en vrouwen;65 jaar;Standaardfout;1981;;;;;;;;;;
1248;Totaal mannen en vrouwen;65 jaar;Standaardfout;1982;;;;;;;;;;
1249;Totaal mannen en vrouwen;65 jaar;Standaardfout;1983;;;;;;;;;;
1250;Totaal mannen en vrouwen;65 jaar;Standaardfout;1984;;;;;;;;;;
1251;Totaal mannen en vrouwen;65 jaar;Standaardfout;1985;;;;;;;;;;
1252;Totaal mannen en vrouwen;65 jaar;Standaardfout;1986;;;;;;;;;;
1253;Totaal mannen en vrouwen;65 jaar;Standaardfout;1987;;;;;;;;;;
1254;Totaal mannen en vrouwen;65 jaar;Standaardfout;1988;;;;;;;;;;
1255;Totaal mannen en vrouwen;65 jaar;Standaardfout;1989;;;;;;;;;;
1256;Totaal mannen en vrouwen;65 jaar;Standaardfout;1990;;;;;;;;;;
1257;Totaal mannen en vrouwen;65 jaar;Standaardfout;1991;;;;;;;;;;
1258;Totaal mannen en vrouwen;65 jaar;Standaardfout;1992;;;;;;;;;;
1259;Totaal mannen en vrouwen;65 jaar;Standaardfout;1993;;;;;;;;;;
1260;Totaal mannen en vrouwen;65 jaar;Standaardfout;1994;;;;;;;;;;
1261;Totaal mannen en vrouwen;65 jaar;Standaardfout;1995;;;;;;;;;;
1262;Totaal mannen en vrouwen;65 jaar;Standaardfout;1996;;;;;;;;;;
1263;Totaal mannen en vrouwen;65 jaar;Standaardfout;1997;;;;;;;;;;
1264;Totaal mannen en vrouwen;65 jaar;Standaardfout;1998;;;;;;;;;;
1265;Totaal mannen en vrouwen;65 jaar;Standaardfout;1999;;;;;;;;;;
1266;Totaal mannen en vrouwen;65 jaar;Standaardfout;2000;;;;;;;;;;
1267;Totaal mannen en vrouwen;65 jaar;Standaardfout;2001;;;;;;;;;;
1268;Totaal mannen en vrouwen;65 jaar;Standaardfout;2002;;;;;;;;;;
1269;Totaal mannen en vrouwen;65 jaar;Standaardfout;2003;;;;;;;;;;
1270;Totaal mannen en vrouwen;65 jaar;Standaardfout;2004;;;;;;;;;;
1271;Totaal mannen en vrouwen;65 jaar;Standaardfout;2005;;;;;;;;;;
1272;Totaal mannen en vrouwen;65 jaar;Standaardfout;2006;;;;;;;;;;
1273;Totaal mannen en vrouwen;65 jaar;Standaardfout;2007;;;;;;;;;;
1274;Totaal mannen en vrouwen;65 jaar;Standaardfout;2008;;;;;;;;;;
1275;Totaal mannen en vrouwen;65 jaar;Standaardfout;2009;;;;;;;;;;
1276;Totaal mannen en vrouwen;65 jaar;Standaardfout;2010;;;;;;;;;;
1277;Totaal mannen en vrouwen;65 jaar;Standaardfout;2011;;;;;;;;;;
1278;Totaal mannen en vrouwen;65 jaar;Standaardfout;2012;;;;;;;;;;
1279;Totaal mannen en vrouwen;65 jaar;Standaardfout;2013;;;;;;;;;;
1280;Totaal mannen en vrouwen;65 jaar;Standaardfout;2014;;;;;;;;;;
1281;Totaal mannen en vrouwen;65 jaar;Standaardfout;2015;;;;;;;;;;
1282;Totaal mannen en vrouwen;65 jaar;Standaardfout;2016;;;;;;;;;;
1283;Totaal mannen en vrouwen;65 jaar;Standaardfout;2017;;;;;;;;;;
1284;Totaal mannen en vrouwen;65 jaar;Standaardfout;2018;;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
1285;Totaal mannen en vrouwen;65 jaar;Standaardfout;2019;;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.2;0.2
1286;Totaal mannen en vrouwen;65 jaar;Standaardfout;2020;;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.2;0.2
1287;Totaal mannen en vrouwen;65 jaar;Standaardfout;2021;;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1
1288;Totaal mannen en vrouwen;65 jaar;Standaardfout;2022;;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.2;0.1
1289;Totaal mannen en vrouwen;65 jaar;Standaardfout;2023;;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.2;0.1
1290;Totaal mannen en vrouwen;70 jaar;Waarde;1981;;;;;;;;;;
1291;Totaal mannen en vrouwen;70 jaar;Waarde;1982;;;;;;;;;;
1292;Totaal mannen en vrouwen;70 jaar;Waarde;1983;;;;;;;;;;
1293;Totaal mannen en vrouwen;70 jaar;Waarde;1984;;;;;;;;;;
1294;Totaal mannen en vrouwen;70 jaar;Waarde;1985;;;;;;;;;;
1295;Totaal mannen en vrouwen;70 jaar;Waarde;1986;;;;;;;;;;
1296;Totaal mannen en vrouwen;70 jaar;Waarde;1987;;;;;;;;;;
1297;Totaal mannen en vrouwen;70 jaar;Waarde;1988;;;;;;;;;;
1298;Totaal mannen en vrouwen;70 jaar;Waarde;1989;;;;;;;;;;
1299;Totaal mannen en vrouwen;70 jaar;Waarde;1990;;;;;;;;;;
1300;Totaal mannen en vrouwen;70 jaar;Waarde;1991;;;;;;;;;;
1301;Totaal mannen en vrouwen;70 jaar;Waarde;1992;;;;;;;;;;
1302;Totaal mannen en vrouwen;70 jaar;Waarde;1993;;;;;;;;;;
1303;Totaal mannen en vrouwen;70 jaar;Waarde;1994;;;;;;;;;;
1304;Totaal mannen en vrouwen;70 jaar;Waarde;1995;;;;;;;;;;
1305;Totaal mannen en vrouwen;70 jaar;Waarde;1996;;;;;;;;;;
1306;Totaal mannen en vrouwen;70 jaar;Waarde;1997;;;;;;;;;;
1307;Totaal mannen en vrouwen;70 jaar;Waarde;1998;;;;;;;;;;
1308;Totaal mannen en vrouwen;70 jaar;Waarde;1999;;;;;;;;;;
1309;Totaal mannen en vrouwen;70 jaar;Waarde;2000;;;;;;;;;;
1310;Totaal mannen en vrouwen;70 jaar;Waarde;2001;;;;;;;;;;
1311;Totaal mannen en vrouwen;70 jaar;Waarde;2002;;;;;;;;;;
1312;Totaal mannen en vrouwen;70 jaar;Waarde;2003;;;;;;;;;;
1313;Totaal mannen en vrouwen;70 jaar;Waarde;2004;;;;;;;;;;
1314;Totaal mannen en vrouwen;70 jaar;Waarde;2005;;;;;;;;;;
1315;Totaal mannen en vrouwen;70 jaar;Waarde;2006;;;;;;;;;;
1316;Totaal mannen en vrouwen;70 jaar;Waarde;2007;;;;;;;;;;
1317;Totaal mannen en vrouwen;70 jaar;Waarde;2008;;;;;;;;;;
1318;Totaal mannen en vrouwen;70 jaar;Waarde;2009;;;;;;;;;;
1319;Totaal mannen en vrouwen;70 jaar;Waarde;2010;;;;;;;;;;
1320;Totaal mannen en vrouwen;70 jaar;Waarde;2011;;;;;;;;;;
1321;Totaal mannen en vrouwen;70 jaar;Waarde;2012;;;;;;;;;;
1322;Totaal mannen en vrouwen;70 jaar;Waarde;2013;;;;;;;;;;
1323;Totaal mannen en vrouwen;70 jaar;Waarde;2014;;;;;;;;;;
1324;Totaal mannen en vrouwen;70 jaar;Waarde;2015;;;;;;;;;;
1325;Totaal mannen en vrouwen;70 jaar;Waarde;2016;;;;;;;;;;
1326;Totaal mannen en vrouwen;70 jaar;Waarde;2017;;;;;;;;;;
1327;Totaal mannen en vrouwen;70 jaar;Waarde;2018;16.3;9.4;10.4;12.2;5.1;2.9;4.0;14.3;7.3;14.3
1328;Totaal mannen en vrouwen;70 jaar;Waarde;2019;16.5;9.5;10.2;11.9;5.3;2.8;3.9;14.6;7.3;14.2
1329;Totaal mannen en vrouwen;70 jaar;Waarde;2020;15.88;10.2;10.6;12.1;5.0;2.5;3.7;14.1;7.1;13.9
1330;Totaal mannen en vrouwen;70 jaar;Waarde;2021;15.95;10.1;11.1;12.5;5.2;2.8;3.9;14.0;7.2;14.5
1331;Totaal mannen en vrouwen;70 jaar;Waarde;2022;16.13;9.3;10.4;11.8;5.0;2.9;4.0;14.5;6.9;14.1
1332;Totaal mannen en vrouwen;70 jaar;Waarde;2023;16.29;9.7;10.7;12.6;5.0;2.7;3.7;14.6;7.0;14.2
1333;Totaal mannen en vrouwen;70 jaar;Standaardfout;1981;;;;;;;;;;
1334;Totaal mannen en vrouwen;70 jaar;Standaardfout;1982;;;;;;;;;;
1335;Totaal mannen en vrouwen;70 jaar;Standaardfout;1983;;;;;;;;;;
1336;Totaal mannen en vrouwen;70 jaar;Standaardfout;1984;;;;;;;;;;
1337;Totaal mannen en vrouwen;70 jaar;Standaardfout;1985;;;;;;;;;;
1338;Totaal mannen en vrouwen;70 jaar;Standaardfout;1986;;;;;;;;;;
1339;Totaal mannen en vrouwen;70 jaar;Standaardfout;1987;;;;;;;;;;
1340;Totaal mannen en vrouwen;70 jaar;Standaardfout;1988;;;;;;;;;;
1341;Totaal mannen en vrouwen;70 jaar;Standaardfout;1989;;;;;;;;;;
1342;Totaal mannen en vrouwen;70 jaar;Standaardfout;1990;;;;;;;;;;
1343;Totaal mannen en vrouwen;70 jaar;Standaardfout;1991;;;;;;;;;;
1344;Totaal mannen en vrouwen;70 jaar;Standaardfout;1992;;;;;;;;;;
1345;Totaal mannen en vrouwen;70 jaar;Standaardfout;1993;;;;;;;;;;
1346;Totaal mannen en vrouwen;70 jaar;Standaardfout;1994;;;;;;;;;;
1347;Totaal mannen en vrouwen;70 jaar;Standaardfout;1995;;;;;;;;;;
1348;Totaal mannen en vrouwen;70 jaar;Standaardfout;1996;;;;;;;;;;
1349;Totaal mannen en vrouwen;70 jaar;Standaardfout;1997;;;;;;;;;;
1350;Totaal mannen en vrouwen;70 jaar;Standaardfout;1998;;;;;;;;;;
1351;Totaal mannen en vrouwen;70 jaar;Standaardfout;1999;;;;;;;;;;
1352;Totaal mannen en vrouwen;70 jaar;Standaardfout;2000;;;;;;;;;;
1353;Totaal mannen en vrouwen;70 jaar;Standaardfout;2001;;;;;;;;;;
1354;Totaal mannen en vrouwen;70 jaar;Standaardfout;2002;;;;;;;;;;
1355;Totaal mannen en vrouwen;70 jaar;Standaardfout;2003;;;;;;;;;;
1356;Totaal mannen en vrouwen;70 jaar;Standaardfout;2004;;;;;;;;;;
1357;Totaal mannen en vrouwen;70 jaar;Standaardfout;2005;;;;;;;;;;
1358;Totaal mannen en vrouwen;70 jaar;Standaardfout;2006;;;;;;;;;;
1359;Totaal mannen en vrouwen;70 jaar;Standaardfout;2007;;;;;;;;;;
1360;Totaal mannen en vrouwen;70 jaar;Standaardfout;2008;;;;;;;;;;
1361;Totaal mannen en vrouwen;70 jaar;Standaardfout;2009;;;;;;;;;;
1362;Totaal mannen en vrouwen;70 jaar;Standaardfout;2010;;;;;;;;;;
1363;Totaal mannen en vrouwen;70 jaar;Standaardfout;2011;;;;;;;;;;
1364;Totaal mannen en vrouwen;70 jaar;Standaardfout;2012;;;;;;;;;;
1365;Totaal mannen en vrouwen;70 jaar;Standaardfout;2013;;;;;;;;;;
1366;Totaal mannen en vrouwen;70 jaar;Standaardfout;2014;;;;;;;;;;
1367;Totaal mannen en vrouwen;70 jaar;Standaardfout;2015;;;;;;;;;;
1368;Totaal mannen en vrouwen;70 jaar;Standaardfout;2016;;;;;;;;;;
1369;Totaal mannen en vrouwen;70 jaar;Standaardfout;2017;;;;;;;;;;
1370;Totaal mannen en vrouwen;70 jaar;Standaardfout;2018;;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
1371;Totaal mannen en vrouwen;70 jaar;Standaardfout;2019;;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.2;0.2
1372;Totaal mannen en vrouwen;70 jaar;Standaardfout;2020;;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.2;0.2
1373;Totaal mannen en vrouwen;70 jaar;Standaardfout;2021;;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.2;0.1
1374;Totaal mannen en vrouwen;70 jaar;Standaardfout;2022;;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.2;0.1
1375;Totaal mannen en vrouwen;70 jaar;Standaardfout;2023;;0.2;0.2;0.2;0.2;0.1;0.2;0.1;0.2;0.1
1376;Totaal mannen en vrouwen;75 jaar;Waarde;1981;;;;;;;;;;
1377;Totaal mannen en vrouwen;75 jaar;Waarde;1982;;;;;;;;;;
1378;Totaal mannen en vrouwen;75 jaar;Waarde;1983;;;;;;;;;;
1379;Totaal mannen en vrouwen;75 jaar;Waarde;1984;;;;;;;;;;
1380;Totaal mannen en vrouwen;75 jaar;Waarde;1985;;;;;;;;;;
1381;Totaal mannen en vrouwen;75 jaar;Waarde;1986;;;;;;;;;;
1382;Totaal mannen en vrouwen;75 jaar;Waarde;1987;;;;;;;;;;
1383;Totaal mannen en vrouwen;75 jaar;Waarde;1988;;;;;;;;;;
1384;Totaal mannen en vrouwen;75 jaar;Waarde;1989;;;;;;;;;;
1385;Totaal mannen en vrouwen;75 jaar;Waarde;1990;;;;;;;;;;
1386;Totaal mannen en vrouwen;75 jaar;Waarde;1991;;;;;;;;;;
1387;Totaal mannen en vrouwen;75 jaar;Waarde;1992;;;;;;;;;;
1388;Totaal mannen en vrouwen;75 jaar;Waarde;1993;;;;;;;;;;
1389;Totaal mannen en vrouwen;75 jaar;Waarde;1994;;;;;;;;;;
1390;Totaal mannen en vrouwen;75 jaar;Waarde;1995;;;;;;;;;;
1391;Totaal mannen en vrouwen;75 jaar;Waarde;1996;;;;;;;;;;
1392;Totaal mannen en vrouwen;75 jaar;Waarde;1997;;;;;;;;;;
1393;Totaal mannen en vrouwen;75 jaar;Waarde;1998;;;;;;;;;;
1394;Totaal mannen en vrouwen;75 jaar;Waarde;1999;;;;;;;;;;
1395;Totaal mannen en vrouwen;75 jaar;Waarde;2000;;;;;;;;;;
1396;Totaal mannen en vrouwen;75 jaar;Waarde;2001;;;;;;;;;;
1397;Totaal mannen en vrouwen;75 jaar;Waarde;2002;;;;;;;;;;
1398;Totaal mannen en vrouwen;75 jaar;Waarde;2003;;;;;;;;;;
1399;Totaal mannen en vrouwen;75 jaar;Waarde;2004;;;;;;;;;;
1400;Totaal mannen en vrouwen;75 jaar;Waarde;2005;;;;;;;;;;
1401;Totaal mannen en vrouwen;75 jaar;Waarde;2006;;;;;;;;;;
1402;Totaal mannen en vrouwen;75 jaar;Waarde;2007;;;;;;;;;;
1403;Totaal mannen en vrouwen;75 jaar;Waarde;2008;;;;;;;;;;
1404;Totaal mannen en vrouwen;75 jaar;Waarde;2009;;;;;;;;;;
1405;Totaal mannen en vrouwen;75 jaar;Waarde;2010;;;;;;;;;;
1406;Totaal mannen en vrouwen;75 jaar;Waarde;2011;;;;;;;;;;
1407;Totaal mannen en vrouwen;75 jaar;Waarde;2012;;;;;;;;;;
1408;Totaal mannen en vrouwen;75 jaar;Waarde;2013;;;;;;;;;;
1409;Totaal mannen en vrouwen;75 jaar;Waarde;2014;;;;;;;;;;
1410;Totaal mannen en vrouwen;75 jaar;Waarde;2015;;;;;;;;;;
1411;Totaal mannen en vrouwen;75 jaar;Waarde;2016;;;;;;;;;;
1412;Totaal mannen en vrouwen;75 jaar;Waarde;2017;;;;;;;;;;
1413;Totaal mannen en vrouwen;75 jaar;Waarde;2018;12.59;7.0;7.3;8.7;3.2;2.0;2.9;10.8;5.2;10.9
1414;Totaal mannen en vrouwen;75 jaar;Waarde;2019;12.76;6.9;6.9;8.5;3.3;1.9;2.7;11.2;5.1;10.7
1415;Totaal mannen en vrouwen;75 jaar;Waarde;2020;12.16;7.7;7.3;8.5;3.2;1.8;2.7;10.7;5.0;10.4
1416;Totaal mannen en vrouwen;75 jaar;Waarde;2021;12.29;7.4;7.8;9.0;3.4;2.0;2.8;10.7;5.0;10.9
1417;Totaal mannen en vrouwen;75 jaar;Waarde;2022;12.44;6.7;7.2;8.3;3.2;2.1;2.8;11.1;4.8;10.6
1418;Totaal mannen en vrouwen;75 jaar;Waarde;2023;12.58;7.1;7.5;9.1;3.2;1.9;2.5;11.1;5.1;10.7
1419;Totaal mannen en vrouwen;75 jaar;Standaardfout;1981;;;;;;;;;;
1420;Totaal mannen en vrouwen;75 jaar;Standaardfout;1982;;;;;;;;;;
1421;Totaal mannen en vrouwen;75 jaar;Standaardfout;1983;;;;;;;;;;
1422;Totaal mannen en vrouwen;75 jaar;Standaardfout;1984;;;;;;;;;;
1423;Totaal mannen en vrouwen;75 jaar;Standaardfout;1985;;;;;;;;;;
1424;Totaal mannen en vrouwen;75 jaar;Standaardfout;1986;;;;;;;;;;
1425;Totaal mannen en vrouwen;75 jaar;Standaardfout;1987;;;;;;;;;;
1426;Totaal mannen en vrouwen;75 jaar;Standaardfout;1988;;;;;;;;;;
1427;Totaal mannen en vrouwen;75 jaar;Standaardfout;1989;;;;;;;;;;
1428;Totaal mannen en vrouwen;75 jaar;Standaardfout;1990;;;;;;;;;;
1429;Totaal mannen en vrouwen;75 jaar;Standaardfout;1991;;;;;;;;;;
1430;Totaal mannen en vrouwen;75 jaar;Standaardfout;1992;;;;;;;;;;
1431;Totaal mannen en vrouwen;75 jaar;Standaardfout;1993;;;;;;;;;;
1432;Totaal mannen en vrouwen;75 jaar;Standaardfout;1994;;;;;;;;;;
1433;Totaal mannen en vrouwen;75 jaar;Standaardfout;1995;;;;;;;;;;
1434;Totaal mannen en vrouwen;75 jaar;Standaardfout;1996;;;;;;;;;;
1435;Totaal mannen en vrouwen;75 jaar;Standaardfout;1997;;;;;;;;;;
1436;Totaal mannen en vrouwen;75 jaar;Standaardfout;1998;;;;;;;;;;
1437;Totaal mannen en vrouwen;75 jaar;Standaardfout;1999;;;;;;;;;;
1438;Totaal mannen en vrouwen;75 jaar;Standaardfout;2000;;;;;;;;;;
1439;Totaal mannen en vrouwen;75 jaar;Standaardfout;2001;;;;;;;;;;
1440;Totaal mannen en vrouwen;75 jaar;Standaardfout;2002;;;;;;;;;;
1441;Totaal mannen en vrouwen;75 jaar;Standaardfout;2003;;;;;;;;;;
1442;Totaal mannen en vrouwen;75 jaar;Standaardfout;2004;;;;;;;;;;
1443;Totaal mannen en vrouwen;75 jaar;Standaardfout;2005;;;;;;;;;;
1444;Totaal mannen en vrouwen;75 jaar;Standaardfout;2006;;;;;;;;;;
1445;Totaal mannen en vrouwen;75 jaar;Standaardfout;2007;;;;;;;;;;
1446;Totaal mannen en vrouwen;75 jaar;Standaardfout;2008;;;;;;;;;;
1447;Totaal mannen en vrouwen;75 jaar;Standaardfout;2009;;;;;;;;;;
1448;Totaal mannen en vrouwen;75 jaar;Standaardfout;2010;;;;;;;;;;
1449;Totaal mannen en vrouwen;75 jaar;Standaardfout;2011;;;;;;;;;;
1450;Totaal mannen en vrouwen;75 jaar;Standaardfout;2012;;;;;;;;;;
1451;Totaal mannen en vrouwen;75 jaar;Standaardfout;2013;;;;;;;;;;
1452;Totaal mannen en vrouwen;75 jaar;Standaardfout;2014;;;;;;;;;;
1453;Totaal mannen en vrouwen;75 jaar;Standaardfout;2015;;;;;;;;;;
1454;Totaal mannen en vrouwen;75 jaar;Standaardfout;2016;;;;;;;;;;
1455;Totaal mannen en vrouwen;75 jaar;Standaardfout;2017;;;;;;;;;;
1456;Totaal mannen en vrouwen;75 jaar;Standaardfout;2018;;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
1457;Totaal mannen en vrouwen;75 jaar;Standaardfout;2019;;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.2;0.2
1458;Totaal mannen en vrouwen;75 jaar;Standaardfout;2020;;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
1459;Totaal mannen en vrouwen;75 jaar;Standaardfout;2021;;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1
1460;Totaal mannen en vrouwen;75 jaar;Standaardfout;2022;;0.2;0.2;0.2;0.2;0.1;0.2;0.1;0.2;0.1
1461;Totaal mannen en vrouwen;75 jaar;Standaardfout;2023;;0.2;0.2;0.2;0.2;0.1;0.2;0.1;0.2;0.1
1462;Totaal mannen en vrouwen;80 jaar;Waarde;1981;;;;;;;;;;
1463;Totaal mannen en vrouwen;80 jaar;Waarde;1982;;;;;;;;;;
1464;Totaal mannen en vrouwen;80 jaar;Waarde;1983;;;;;;;;;;
1465;Totaal mannen en vrouwen;80 jaar;Waarde;1984;;;;;;;;;;
1466;Totaal mannen en vrouwen;80 jaar;Waarde;1985;;;;;;;;;;
1467;Totaal mannen en vrouwen;80 jaar;Waarde;1986;;;;;;;;;;
1468;Totaal mannen en vrouwen;80 jaar;Waarde;1987;;;;;;;;;;
1469;Totaal mannen en vrouwen;80 jaar;Waarde;1988;;;;;;;;;;
1470;Totaal mannen en vrouwen;80 jaar;Waarde;1989;;;;;;;;;;
1471;Totaal mannen en vrouwen;80 jaar;Waarde;1990;;;;;;;;;;
1472;Totaal mannen en vrouwen;80 jaar;Waarde;1991;;;;;;;;;;
1473;Totaal mannen en vrouwen;80 jaar;Waarde;1992;;;;;;;;;;
1474;Totaal mannen en vrouwen;80 jaar;Waarde;1993;;;;;;;;;;
1475;Totaal mannen en vrouwen;80 jaar;Waarde;1994;;;;;;;;;;
1476;Totaal mannen en vrouwen;80 jaar;Waarde;1995;;;;;;;;;;
1477;Totaal mannen en vrouwen;80 jaar;Waarde;1996;;;;;;;;;;
1478;Totaal mannen en vrouwen;80 jaar;Waarde;1997;;;;;;;;;;
1479;Totaal mannen en vrouwen;80 jaar;Waarde;1998;;;;;;;;;;
1480;Totaal mannen en vrouwen;80 jaar;Waarde;1999;;;;;;;;;;
1481;Totaal mannen en vrouwen;80 jaar;Waarde;2000;;;;;;;;;;
1482;Totaal mannen en vrouwen;80 jaar;Waarde;2001;;;;;;;;;;
1483;Totaal mannen en vrouwen;80 jaar;Waarde;2002;;;;;;;;;;
1484;Totaal mannen en vrouwen;80 jaar;Waarde;2003;;;;;;;;;;
1485;Totaal mannen en vrouwen;80 jaar;Waarde;2004;;;;;;;;;;
1486;Totaal mannen en vrouwen;80 jaar;Waarde;2005;;;;;;;;;;
1487;Totaal mannen en vrouwen;80 jaar;Waarde;2006;;;;;;;;;;
1488;Totaal mannen en vrouwen;80 jaar;Waarde;2007;;;;;;;;;;
1489;Totaal mannen en vrouwen;80 jaar;Waarde;2008;;;;;;;;;;
1490;Totaal mannen en vrouwen;80 jaar;Waarde;2009;;;;;;;;;;
1491;Totaal mannen en vrouwen;80 jaar;Waarde;2010;;;;;;;;;;
1492;Totaal mannen en vrouwen;80 jaar;Waarde;2011;;;;;;;;;;
1493;Totaal mannen en vrouwen;80 jaar;Waarde;2012;;;;;;;;;;
1494;Totaal mannen en vrouwen;80 jaar;Waarde;2013;;;;;;;;;;
1495;Totaal mannen en vrouwen;80 jaar;Waarde;2014;;;;;;;;;;
1496;Totaal mannen en vrouwen;80 jaar;Waarde;2015;;;;;;;;;;
1497;Totaal mannen en vrouwen;80 jaar;Waarde;2016;;;;;;;;;;
1498;Totaal mannen en vrouwen;80 jaar;Waarde;2017;;;;;;;;;;
1499;Totaal mannen en vrouwen;80 jaar;Waarde;2018;9.22;4.6;4.3;5.6;1.5;1.3;1.8;7.8;3.0;7.6
1500;Totaal mannen en vrouwen;80 jaar;Waarde;2019;9.38;4.8;4.2;5.5;1.7;1.3;1.8;8.1;3.2;7.6
1501;Totaal mannen en vrouwen;80 jaar;Waarde;2020;8.9;5.6;4.6;5.6;1.6;0.9;1.5;7.6;3.1;7.3
1502;Totaal mannen en vrouwen;80 jaar;Waarde;2021;9.02;4.8;5.1;5.9;1.6;1.2;1.8;7.7;2.9;7.8
1503;Totaal mannen en vrouwen;80 jaar;Waarde;2022;9.13;4.6;4.1;5.0;1.6;1.5;1.9;8.0;3.2;7.4
1504;Totaal mannen en vrouwen;80 jaar;Waarde;2023;9.23;4.7;4.4;5.8;1.7;1.4;1.7;8.1;3.1;7.4
1505;Totaal mannen en vrouwen;80 jaar;Standaardfout;1981;;;;;;;;;;
1506;Totaal mannen en vrouwen;80 jaar;Standaardfout;1982;;;;;;;;;;
1507;Totaal mannen en vrouwen;80 jaar;Standaardfout;1983;;;;;;;;;;
1508;Totaal mannen en vrouwen;80 jaar;Standaardfout;1984;;;;;;;;;;
1509;Totaal mannen en vrouwen;80 jaar;Standaardfout;1985;;;;;;;;;;
1510;Totaal mannen en vrouwen;80 jaar;Standaardfout;1986;;;;;;;;;;
1511;Totaal mannen en vrouwen;80 jaar;Standaardfout;1987;;;;;;;;;;
1512;Totaal mannen en vrouwen;80 jaar;Standaardfout;1988;;;;;;;;;;
1513;Totaal mannen en vrouwen;80 jaar;Standaardfout;1989;;;;;;;;;;
1514;Totaal mannen en vrouwen;80 jaar;Standaardfout;1990;;;;;;;;;;
1515;Totaal mannen en vrouwen;80 jaar;Standaardfout;1991;;;;;;;;;;
1516;Totaal mannen en vrouwen;80 jaar;Standaardfout;1992;;;;;;;;;;
1517;Totaal mannen en vrouwen;80 jaar;Standaardfout;1993;;;;;;;;;;
1518;Totaal mannen en vrouwen;80 jaar;Standaardfout;1994;;;;;;;;;;
1519;Totaal mannen en vrouwen;80 jaar;Standaardfout;1995;;;;;;;;;;
1520;Totaal mannen en vrouwen;80 jaar;Standaardfout;1996;;;;;;;;;;
1521;Totaal mannen en vrouwen;80 jaar;Standaardfout;1997;;;;;;;;;;
1522;Totaal mannen en vrouwen;80 jaar;Standaardfout;1998;;;;;;;;;;
1523;Totaal mannen en vrouwen;80 jaar;Standaardfout;1999;;;;;;;;;;
1524;Totaal mannen en vrouwen;80 jaar;Standaardfout;2000;;;;;;;;;;
1525;Totaal mannen en vrouwen;80 jaar;Standaardfout;2001;;;;;;;;;;
1526;Totaal mannen en vrouwen;80 jaar;Standaardfout;2002;;;;;;;;;;
1527;Totaal mannen en vrouwen;80 jaar;Standaardfout;2003;;;;;;;;;;
1528;Totaal mannen en vrouwen;80 jaar;Standaardfout;2004;;;;;;;;;;
1529;Totaal mannen en vrouwen;80 jaar;Standaardfout;2005;;;;;;;;;;
1530;Totaal mannen en vrouwen;80 jaar;Standaardfout;2006;;;;;;;;;;
1531;Totaal mannen en vrouwen;80 jaar;Standaardfout;2007;;;;;;;;;;
1532;Totaal mannen en vrouwen;80 jaar;Standaardfout;2008;;;;;;;;;;
1533;Totaal mannen en vrouwen;80 jaar;Standaardfout;2009;;;;;;;;;;
1534;Totaal mannen en vrouwen;80 jaar;Standaardfout;2010;;;;;;;;;;
1535;Totaal mannen en vrouwen;80 jaar;Standaardfout;2011;;;;;;;;;;
1536;Totaal mannen en vrouwen;80 jaar;Standaardfout;2012;;;;;;;;;;
1537;Totaal mannen en vrouwen;80 jaar;Standaardfout;2013;;;;;;;;;;
1538;Totaal mannen en vrouwen;80 jaar;Standaardfout;2014;;;;;;;;;;
1539;Totaal mannen en vrouwen;80 jaar;Standaardfout;2015;;;;;;;;;;
1540;Totaal mannen en vrouwen;80 jaar;Standaardfout;2016;;;;;;;;;;
