ID;Geslacht;LeeftijdOp31December;Marges;Perioden;LevensverwachtingLV_1;LVInAlsGoedErvarenGezondheid_2;LVZonderMatigeEnErnstigeBeperking_3;LVZonderErnstigeBeperkingen_4;LVZonderLichteMatigeErnstigeBep_5;LVZonderChronischeZiektes_6;LVZonderChrZiekExclHogeBloeddruk_7;LVZonderPsychischeKlachtenMHI5_8;LVZonderGALIBeperkingen_9;LVZonderErnstigeGALIBeperkingen_10
3858;Vrouwen;35 jaar;Standaardfout;2012;;0.4;0.4;0.4;0.4;0.4;0.5;0.4;;
3859;Vrouwen;35 jaar;Standaardfout;2013;;0.3;0.4;0.4;0.4;0.4;0.5;0.4;;
3860;Vrouwen;35 jaar;Standaardfout;2014;;0.4;0.4;0.4;0.4;0.4;0.4;0.3;0.4;0.3
3861;Vrouwen;35 jaar;Standaardfout;2015;;0.4;0.5;0.4;0.5;0.4;0.4;0.3;0.4;0.3
3862;Vrouwen;35 jaar;Standaardfout;2016;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;0.4;0.3
3863;Vrouwen;35 jaar;Standaardfout;2017;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;0.4;0.3
3864;Vrouwen;35 jaar;Standaardfout;2018;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;0.4;0.3
3865;Vrouwen;35 jaar;Standaardfout;2019;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;0.4;0.3
3866;Vrouwen;35 jaar;Standaardfout;2020;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;0.5;0.3
3867;Vrouwen;35 jaar;Standaardfout;2021;;0.4;0.4;0.3;0.4;0.4;0.5;0.4;0.5;0.3
3868;Vrouwen;35 jaar;Standaardfout;2022;;0.4;0.3;0.3;0.4;0.4;0.4;0.3;0.4;0.3
3869;Vrouwen;35 jaar;Standaardfout;2023;;0.4;0.3;0.3;0.4;0.4;0.4;0.3;0.4;0.3
3870;Vrouwen;40 jaar;Waarde;1981;41.27;27.2;;;;22.7;;;;
3871;Vrouwen;40 jaar;Waarde;1982;41.39;27.9;;;;23.5;;;;
3872;Vrouwen;40 jaar;Waarde;1983;41.52;27.5;26.3;;;22.0;;;;
3873;Vrouwen;40 jaar;Waarde;1984;41.53;26.2;25.5;;;19.7;;;;
3874;Vrouwen;40 jaar;Waarde;1985;41.5;28.0;27.5;;;19.9;;;;
3875;Vrouwen;40 jaar;Waarde;1986;41.5;27.4;27.1;;;20.0;;;;
3876;Vrouwen;40 jaar;Waarde;1987;41.89;28.1;27.3;;;20.6;;;;
3877;Vrouwen;40 jaar;Waarde;1988;41.94;28.3;27.0;;;20.6;;;;
3878;Vrouwen;40 jaar;Waarde;1989;41.72;26.8;28.0;;;19.4;;;;
3879;Vrouwen;40 jaar;Waarde;1990;41.9;27.2;28.3;;;18.9;;;;
3880;Vrouwen;40 jaar;Waarde;1991;41.87;27.2;27.0;;;18.3;;;;
3881;Vrouwen;40 jaar;Waarde;1992;41.99;28.3;28.8;;;19.8;;;;
3882;Vrouwen;40 jaar;Waarde;1993;41.7;26.7;28.0;;;18.1;;;;
3883;Vrouwen;40 jaar;Waarde;1994;41.95;26.9;28.2;;;17.9;;;;
3884;Vrouwen;40 jaar;Waarde;1995;41.98;27.0;26.8;;;18.3;;;;
3885;Vrouwen;40 jaar;Waarde;1996;41.98;27.0;28.8;;;15.5;;;;
3886;Vrouwen;40 jaar;Waarde;1997;42.12;26.6;29.7;;;16.9;;;;
3887;Vrouwen;40 jaar;Waarde;1998;42.17;26.8;30.6;;;16.6;;;;
3888;Vrouwen;40 jaar;Waarde;1999;42.03;25.9;28.7;;;15.6;;;;
3889;Vrouwen;40 jaar;Waarde;2000;42.14;26.4;29.8;;;15.7;;;;
3890;Vrouwen;40 jaar;Waarde;2001;42.23;26.8;30.4;34.0;19.0;15.1;17.5;34.6;;
3891;Vrouwen;40 jaar;Waarde;2002;42.2;27.2;31.0;34.9;18.1;14.1;16.8;35.5;;
3892;Vrouwen;40 jaar;Waarde;2003;42.39;27.0;30.6;34.3;18.1;14.0;16.4;36.6;;
3893;Vrouwen;40 jaar;Waarde;2004;42.81;26.9;29.8;33.9;17.6;13.9;16.4;36.3;;
3894;Vrouwen;40 jaar;Waarde;2005;43.07;26.7;29.9;33.8;17.1;13.3;16.1;36.7;;
3895;Vrouwen;40 jaar;Waarde;2006;43.25;28.2;31.4;34.9;17.6;13.1;16.6;37.1;;
3896;Vrouwen;40 jaar;Waarde;2007;43.62;28.9;31.9;35.7;18.4;13.8;16.7;37.8;;
3897;Vrouwen;40 jaar;Waarde;2008;43.59;28.7;31.3;35.0;18.6;14.1;16.9;37.8;;
3898;Vrouwen;40 jaar;Waarde;2009;43.94;28.1;31.7;35.7;18.4;12.8;15.9;37.7;;
3899;Vrouwen;40 jaar;Waarde;2010;43.98;28.1;31.8;36.1;17.5;13.6;16.1;37.5;;
3900;Vrouwen;40 jaar;Waarde;2011;44.08;28.2;32.8;36.3;17.8;13.0;15.7;37.7;;
3901;Vrouwen;40 jaar;Waarde;2012;44.05;27.9;32.2;36.3;17.7;12.6;15.6;37.9;;
3902;Vrouwen;40 jaar;Waarde;2013;44.28;28.9;33.3;37.3;18.6;13.9;17.0;38.2;;
3903;Vrouwen;40 jaar;Waarde;2014;44.53;29.0;31.8;35.2;20.6;12.4;15.1;38.4;25.1;39.5
3904;Vrouwen;40 jaar;Waarde;2015;44.3;28.7;31.8;34.9;21.0;12.9;15.5;38.3;24.6;39.0
3905;Vrouwen;40 jaar;Waarde;2016;44.37;29.1;33.1;35.9;21.8;12.9;15.7;37.8;25.2;40.0
3906;Vrouwen;40 jaar;Waarde;2017;44.51;29.5;33.1;36.5;22.0;13.2;16.2;38.3;24.1;39.6
3907;Vrouwen;40 jaar;Waarde;2018;44.51;29.1;33.4;36.9;21.7;12.9;15.7;38.1;24.2;39.9
3908;Vrouwen;40 jaar;Waarde;2019;44.79;29.3;33.4;36.5;21.9;14.0;16.2;38.7;24.1;40.3
3909;Vrouwen;40 jaar;Waarde;2020;44.31;30.9;34.2;37.3;21.5;13.2;15.2;38.3;24.5;40.7
3910;Vrouwen;40 jaar;Waarde;2021;44.2;30.7;34.8;38.0;20.8;13.8;16.2;37.3;24.6;40.9
3911;Vrouwen;40 jaar;Waarde;2022;44.32;28.7;33.1;36.2;20.8;13.4;15.8;38.1;24.1;39.9
3912;Vrouwen;40 jaar;Waarde;2023;44.54;28.9;33.9;37.2;20.9;13.2;15.5;38.3;23.1;39.7
3913;Vrouwen;40 jaar;Standaardfout;1981;;0.5;;;;0.5;;;;
3914;Vrouwen;40 jaar;Standaardfout;1982;;0.5;;;;0.5;;;;
3915;Vrouwen;40 jaar;Standaardfout;1983;;0.7;0.4;;;0.7;;;;
3916;Vrouwen;40 jaar;Standaardfout;1984;;0.5;0.5;;;0.5;;;;
3917;Vrouwen;40 jaar;Standaardfout;1985;;0.5;0.4;;;0.6;;;;
3918;Vrouwen;40 jaar;Standaardfout;1986;;0.7;0.4;;;0.7;;;;
3919;Vrouwen;40 jaar;Standaardfout;1987;;0.6;0.5;;;0.6;;;;
3920;Vrouwen;40 jaar;Standaardfout;1988;;0.6;0.4;;;0.6;;;;
3921;Vrouwen;40 jaar;Standaardfout;1989;;0.5;0.5;;;0.5;;;;
3922;Vrouwen;40 jaar;Standaardfout;1990;;0.6;0.5;;;0.6;;;;
3923;Vrouwen;40 jaar;Standaardfout;1991;;0.6;0.5;;;0.6;;;;
3924;Vrouwen;40 jaar;Standaardfout;1992;;0.5;0.4;;;0.5;;;;
3925;Vrouwen;40 jaar;Standaardfout;1993;;0.5;0.5;;;0.5;;;;
3926;Vrouwen;40 jaar;Standaardfout;1994;;0.6;0.4;;;0.6;;;;
3927;Vrouwen;40 jaar;Standaardfout;1995;;0.5;0.4;;;0.5;;;;
3928;Vrouwen;40 jaar;Standaardfout;1996;;0.6;0.4;;;0.5;;;;
3929;Vrouwen;40 jaar;Standaardfout;1997;;0.6;0.4;;;0.5;;;;
3930;Vrouwen;40 jaar;Standaardfout;1998;;0.6;0.5;;;0.6;;;;
3931;Vrouwen;40 jaar;Standaardfout;1999;;0.6;0.5;;;0.6;;;;
3932;Vrouwen;40 jaar;Standaardfout;2000;;0.6;0.5;;;0.5;;;;
3933;Vrouwen;40 jaar;Standaardfout;2001;;0.6;0.4;0.4;0.5;0.5;0.5;0.5;;
3934;Vrouwen;40 jaar;Standaardfout;2002;;0.6;0.5;0.4;0.5;0.5;0.5;0.4;;
3935;Vrouwen;40 jaar;Standaardfout;2003;;0.5;0.5;0.4;0.5;0.5;0.5;0.4;;
3936;Vrouwen;40 jaar;Standaardfout;2004;;0.5;0.4;0.4;0.4;0.4;0.4;0.4;;
3937;Vrouwen;40 jaar;Standaardfout;2005;;0.5;0.4;0.4;0.4;0.4;0.4;0.4;;
3938;Vrouwen;40 jaar;Standaardfout;2006;;0.4;0.4;0.4;0.4;0.4;0.5;0.4;;
3939;Vrouwen;40 jaar;Standaardfout;2007;;0.5;0.5;0.4;0.5;0.4;0.5;0.4;;
3940;Vrouwen;40 jaar;Standaardfout;2008;;0.4;0.4;0.4;0.4;0.4;0.5;0.4;;
3941;Vrouwen;40 jaar;Standaardfout;2009;;0.4;0.4;0.4;0.4;0.4;0.5;0.4;;
3942;Vrouwen;40 jaar;Standaardfout;2010;;0.3;0.4;0.4;0.4;0.4;0.4;0.4;;
3943;Vrouwen;40 jaar;Standaardfout;2011;;0.3;0.4;0.4;0.4;0.4;0.4;0.4;;
3944;Vrouwen;40 jaar;Standaardfout;2012;;0.3;0.4;0.4;0.4;0.4;0.4;0.4;;
3945;Vrouwen;40 jaar;Standaardfout;2013;;0.3;0.4;0.4;0.4;0.4;0.4;0.4;;
3946;Vrouwen;40 jaar;Standaardfout;2014;;0.4;0.4;0.4;0.4;0.4;0.4;0.3;0.4;0.3
3947;Vrouwen;40 jaar;Standaardfout;2015;;0.4;0.4;0.4;0.5;0.4;0.4;0.3;0.4;0.3
3948;Vrouwen;40 jaar;Standaardfout;2016;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;0.4;0.3
3949;Vrouwen;40 jaar;Standaardfout;2017;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;0.4;0.3
3950;Vrouwen;40 jaar;Standaardfout;2018;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;0.4;0.3
3951;Vrouwen;40 jaar;Standaardfout;2019;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;0.4;0.3
3952;Vrouwen;40 jaar;Standaardfout;2020;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;0.4;0.3
3953;Vrouwen;40 jaar;Standaardfout;2021;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;0.5;0.3
3954;Vrouwen;40 jaar;Standaardfout;2022;;0.4;0.3;0.3;0.4;0.4;0.4;0.3;0.4;0.3
3955;Vrouwen;40 jaar;Standaardfout;2023;;0.4;0.3;0.3;0.4;0.4;0.4;0.3;0.4;0.3
3956;Vrouwen;45 jaar;Waarde;1981;36.52;23.3;;;;19.2;;;;
3957;Vrouwen;45 jaar;Waarde;1982;36.65;24.2;;;;19.7;;;;
3958;Vrouwen;45 jaar;Waarde;1983;36.78;23.9;22.0;;;18.7;;;;
3959;Vrouwen;45 jaar;Waarde;1984;36.77;22.4;21.2;;;16.4;;;;
3960;Vrouwen;45 jaar;Waarde;1985;36.73;24.1;23.3;;;16.8;;;;
3961;Vrouwen;45 jaar;Waarde;1986;36.75;23.6;22.9;;;16.6;;;;
3962;Vrouwen;45 jaar;Waarde;1987;37.14;24.5;23.2;;;17.5;;;;
3963;Vrouwen;45 jaar;Waarde;1988;37.19;24.3;22.6;;;17.3;;;;
3964;Vrouwen;45 jaar;Waarde;1989;36.95;23.0;23.6;;;16.1;;;;
3965;Vrouwen;45 jaar;Waarde;1990;37.14;23.5;24.1;;;15.9;;;;
3966;Vrouwen;45 jaar;Waarde;1991;37.13;23.3;22.6;;;15.3;;;;
3967;Vrouwen;45 jaar;Waarde;1992;37.24;24.4;24.5;;;16.7;;;;
3968;Vrouwen;45 jaar;Waarde;1993;36.95;22.9;23.8;;;15.0;;;;
3969;Vrouwen;45 jaar;Waarde;1994;37.2;23.2;23.8;;;14.8;;;;
3970;Vrouwen;45 jaar;Waarde;1995;37.24;23.1;22.6;;;15.1;;;;
3971;Vrouwen;45 jaar;Waarde;1996;37.25;23.1;24.5;;;12.7;;;;
3972;Vrouwen;45 jaar;Waarde;1997;37.37;22.8;25.3;;;14.0;;;;
3973;Vrouwen;45 jaar;Waarde;1998;37.42;23.0;26.1;;;13.7;;;;
3974;Vrouwen;45 jaar;Waarde;1999;37.3;22.2;24.5;;;13.0;;;;
3975;Vrouwen;45 jaar;Waarde;2000;37.39;22.6;25.6;;;13.1;;;;
3976;Vrouwen;45 jaar;Waarde;2001;37.47;22.9;25.8;29.4;15.4;12.7;15.0;30.5;;
3977;Vrouwen;45 jaar;Waarde;2002;37.44;23.4;26.5;30.3;14.8;11.8;14.4;31.3;;
3978;Vrouwen;45 jaar;Waarde;2003;37.63;23.1;26.3;29.8;14.8;11.5;13.8;32.4;;
3979;Vrouwen;45 jaar;Waarde;2004;38.04;23.0;25.4;29.3;14.3;11.3;13.6;32.0;;
3980;Vrouwen;45 jaar;Waarde;2005;38.3;22.9;25.5;29.3;13.7;10.4;13.0;32.5;;
3981;Vrouwen;45 jaar;Waarde;2006;38.44;24.3;26.8;30.2;14.2;10.5;13.9;32.7;;
3982;Vrouwen;45 jaar;Waarde;2007;38.81;24.8;27.3;31.0;15.1;11.2;13.9;33.5;;
3983;Vrouwen;45 jaar;Waarde;2008;38.78;24.8;26.9;30.3;15.0;11.5;14.1;33.7;;
3984;Vrouwen;45 jaar;Waarde;2009;39.14;24.1;27.2;31.0;14.8;10.2;13.2;33.4;;
3985;Vrouwen;45 jaar;Waarde;2010;39.16;24.2;27.4;31.5;14.4;11.1;13.5;33.5;;
3986;Vrouwen;45 jaar;Waarde;2011;39.26;24.4;28.4;31.9;14.6;10.4;13.0;33.5;;
3987;Vrouwen;45 jaar;Waarde;2012;39.23;24.1;27.8;31.6;14.5;10.1;13.0;33.6;;
3988;Vrouwen;45 jaar;Waarde;2013;39.44;25.0;28.7;32.6;15.3;11.1;14.1;34.1;;
3989;Vrouwen;45 jaar;Waarde;2014;39.7;25.0;27.4;30.6;17.1;10.1;12.6;34.2;21.4;34.9
3990;Vrouwen;45 jaar;Waarde;2015;39.46;25.0;27.4;30.2;17.5;10.5;13.0;34.0;21.1;34.5
3991;Vrouwen;45 jaar;Waarde;2016;39.52;25.4;28.7;31.3;18.5;10.5;13.2;33.6;21.8;35.5
3992;Vrouwen;45 jaar;Waarde;2017;39.67;25.7;28.6;31.9;18.4;10.8;13.7;33.9;20.9;35.2
3993;Vrouwen;45 jaar;Waarde;2018;39.67;25.3;28.8;32.2;18.0;10.7;13.3;34.0;20.8;35.4
3994;Vrouwen;45 jaar;Waarde;2019;39.95;25.6;28.9;31.8;18.2;11.6;13.6;34.7;20.7;35.6
3995;Vrouwen;45 jaar;Waarde;2020;39.47;27.2;29.9;32.7;18.2;10.8;12.7;34.3;21.1;36.1
3996;Vrouwen;45 jaar;Waarde;2021;39.37;27.0;30.3;33.4;17.3;11.7;14.0;33.3;21.2;36.3
3997;Vrouwen;45 jaar;Waarde;2022;39.49;25.2;28.8;31.6;17.7;11.2;13.4;33.9;20.9;35.3
3998;Vrouwen;45 jaar;Waarde;2023;39.7;25.2;29.6;32.7;17.7;10.8;13.0;34.3;20.0;35.1
3999;Vrouwen;45 jaar;Standaardfout;1981;;0.5;;;;0.5;;;;
4000;Vrouwen;45 jaar;Standaardfout;1982;;0.5;;;;0.5;;;;
4001;Vrouwen;45 jaar;Standaardfout;1983;;0.7;0.4;;;0.7;;;;
4002;Vrouwen;45 jaar;Standaardfout;1984;;0.5;0.4;;;0.5;;;;
4003;Vrouwen;45 jaar;Standaardfout;1985;;0.5;0.4;;;0.5;;;;
4004;Vrouwen;45 jaar;Standaardfout;1986;;0.7;0.4;;;0.7;;;;
4005;Vrouwen;45 jaar;Standaardfout;1987;;0.6;0.5;;;0.6;;;;
4006;Vrouwen;45 jaar;Standaardfout;1988;;0.6;0.4;;;0.6;;;;
4007;Vrouwen;45 jaar;Standaardfout;1989;;0.5;0.5;;;0.5;;;;
4008;Vrouwen;45 jaar;Standaardfout;1990;;0.6;0.5;;;0.6;;;;
4009;Vrouwen;45 jaar;Standaardfout;1991;;0.6;0.5;;;0.6;;;;
4010;Vrouwen;45 jaar;Standaardfout;1992;;0.5;0.4;;;0.5;;;;
4011;Vrouwen;45 jaar;Standaardfout;1993;;0.5;0.5;;;0.5;;;;
4012;Vrouwen;45 jaar;Standaardfout;1994;;0.6;0.4;;;0.5;;;;
4013;Vrouwen;45 jaar;Standaardfout;1995;;0.5;0.4;;;0.5;;;;
4014;Vrouwen;45 jaar;Standaardfout;1996;;0.6;0.4;;;0.5;;;;
4015;Vrouwen;45 jaar;Standaardfout;1997;;0.5;0.4;;;0.5;;;;
4016;Vrouwen;45 jaar;Standaardfout;1998;;0.6;0.5;;;0.6;;;;
4017;Vrouwen;45 jaar;Standaardfout;1999;;0.6;0.5;;;0.5;;;;
4018;Vrouwen;45 jaar;Standaardfout;2000;;0.6;0.5;;;0.5;;;;
4019;Vrouwen;45 jaar;Standaardfout;2001;;0.6;0.4;0.4;0.5;0.5;0.5;0.5;;
4020;Vrouwen;45 jaar;Standaardfout;2002;;0.6;0.5;0.4;0.5;0.5;0.5;0.4;;
4021;Vrouwen;45 jaar;Standaardfout;2003;;0.5;0.4;0.4;0.4;0.5;0.5;0.4;;
4022;Vrouwen;45 jaar;Standaardfout;2004;;0.5;0.4;0.4;0.4;0.4;0.4;0.4;;
4023;Vrouwen;45 jaar;Standaardfout;2005;;0.5;0.4;0.4;0.4;0.4;0.4;0.4;;
4024;Vrouwen;45 jaar;Standaardfout;2006;;0.4;0.4;0.4;0.4;0.4;0.4;0.4;;
4025;Vrouwen;45 jaar;Standaardfout;2007;;0.5;0.5;0.4;0.5;0.4;0.5;0.4;;
4026;Vrouwen;45 jaar;Standaardfout;2008;;0.4;0.4;0.4;0.4;0.4;0.4;0.4;;
4027;Vrouwen;45 jaar;Standaardfout;2009;;0.4;0.4;0.4;0.4;0.4;0.4;0.4;;
4028;Vrouwen;45 jaar;Standaardfout;2010;;0.3;0.4;0.4;0.4;0.4;0.4;0.4;;
4029;Vrouwen;45 jaar;Standaardfout;2011;;0.3;0.4;0.4;0.4;0.4;0.4;0.4;;
4030;Vrouwen;45 jaar;Standaardfout;2012;;0.3;0.4;0.4;0.4;0.4;0.4;0.4;;
4031;Vrouwen;45 jaar;Standaardfout;2013;;0.3;0.4;0.4;0.4;0.4;0.4;0.3;;
4032;Vrouwen;45 jaar;Standaardfout;2014;;0.4;0.4;0.3;0.4;0.3;0.4;0.3;0.4;0.3
4033;Vrouwen;45 jaar;Standaardfout;2015;;0.4;0.4;0.4;0.5;0.3;0.4;0.3;0.4;0.3
4034;Vrouwen;45 jaar;Standaardfout;2016;;0.4;0.4;0.3;0.4;0.3;0.4;0.3;0.4;0.3
4035;Vrouwen;45 jaar;Standaardfout;2017;;0.4;0.3;0.3;0.4;0.3;0.4;0.3;0.4;0.3
4036;Vrouwen;45 jaar;Standaardfout;2018;;0.4;0.4;0.3;0.4;0.3;0.4;0.3;0.4;0.3
4037;Vrouwen;45 jaar;Standaardfout;2019;;0.4;0.3;0.3;0.4;0.3;0.4;0.3;0.4;0.3
4038;Vrouwen;45 jaar;Standaardfout;2020;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;0.4;0.3
4039;Vrouwen;45 jaar;Standaardfout;2021;;0.4;0.4;0.3;0.4;0.4;0.4;0.3;0.4;0.2
4040;Vrouwen;45 jaar;Standaardfout;2022;;0.4;0.3;0.3;0.4;0.3;0.4;0.3;0.4;0.2
4041;Vrouwen;45 jaar;Standaardfout;2023;;0.4;0.3;0.3;0.4;0.3;0.4;0.3;0.4;0.3
4042;Vrouwen;50 jaar;Waarde;1981;31.88;19.7;;;;15.5;;;;
4043;Vrouwen;50 jaar;Waarde;1982;32.02;20.5;;;;15.8;;;;
4044;Vrouwen;50 jaar;Waarde;1983;32.14;20.3;18.1;;;15.3;;;;
4045;Vrouwen;50 jaar;Waarde;1984;32.13;18.8;17.3;;;13.0;;;;
4046;Vrouwen;50 jaar;Waarde;1985;32.07;20.5;19.3;;;13.6;;;;
4047;Vrouwen;50 jaar;Waarde;1986;32.1;20.0;19.0;;;13.3;;;;
4048;Vrouwen;50 jaar;Waarde;1987;32.5;20.9;19.2;;;14.2;;;;
4049;Vrouwen;50 jaar;Waarde;1988;32.54;20.5;18.6;;;13.9;;;;
4050;Vrouwen;50 jaar;Waarde;1989;32.31;19.4;19.7;;;13.0;;;;
4051;Vrouwen;50 jaar;Waarde;1990;32.49;19.9;20.1;;;12.9;;;;
4052;Vrouwen;50 jaar;Waarde;1991;32.47;19.6;18.8;;;12.3;;;;
4053;Vrouwen;50 jaar;Waarde;1992;32.61;20.8;20.4;;;13.3;;;;
4054;Vrouwen;50 jaar;Waarde;1993;32.3;19.4;19.7;;;11.9;;;;
4055;Vrouwen;50 jaar;Waarde;1994;32.56;19.7;19.9;;;11.7;;;;
4056;Vrouwen;50 jaar;Waarde;1995;32.59;19.7;18.9;;;12.3;;;;
4057;Vrouwen;50 jaar;Waarde;1996;32.59;19.6;20.5;;;9.6;;;;
4058;Vrouwen;50 jaar;Waarde;1997;32.73;19.3;21.2;;;11.2;;;;
4059;Vrouwen;50 jaar;Waarde;1998;32.78;19.4;22.0;;;10.9;;;;
4060;Vrouwen;50 jaar;Waarde;1999;32.67;18.7;20.7;;;10.7;;;;
4061;Vrouwen;50 jaar;Waarde;2000;32.78;19.1;21.6;;;10.7;;;;
4062;Vrouwen;50 jaar;Waarde;2001;32.84;19.5;21.7;24.9;12.5;10.3;12.3;26.5;;
4063;Vrouwen;50 jaar;Waarde;2002;32.82;19.9;22.6;26.0;12.2;9.7;12.1;27.2;;
4064;Vrouwen;50 jaar;Waarde;2003;33.0;19.5;22.1;25.4;12.0;9.0;11.3;28.2;;
4065;Vrouwen;50 jaar;Waarde;2004;33.42;19.6;21.4;25.0;11.6;8.9;11.2;28.1;;
4066;Vrouwen;50 jaar;Waarde;2005;33.63;19.4;21.6;25.0;11.0;8.1;10.5;28.6;;
4067;Vrouwen;50 jaar;Waarde;2006;33.77;20.6;22.7;25.9;11.5;8.3;11.5;28.7;;
4068;Vrouwen;50 jaar;Waarde;2007;34.13;21.0;23.1;26.6;12.3;8.9;11.3;29.2;;
4069;Vrouwen;50 jaar;Waarde;2008;34.09;21.1;22.7;25.9;12.1;9.3;11.7;29.6;;
4070;Vrouwen;50 jaar;Waarde;2009;34.44;20.4;23.0;26.7;12.1;7.8;10.6;29.2;;
4071;Vrouwen;50 jaar;Waarde;2010;34.45;20.6;23.5;27.3;11.8;8.9;11.0;29.5;;
4072;Vrouwen;50 jaar;Waarde;2011;34.56;20.6;24.4;27.5;12.2;8.1;10.5;29.4;;
4073;Vrouwen;50 jaar;Waarde;2012;34.53;20.5;24.1;27.5;12.4;8.2;10.8;29.6;;
4074;Vrouwen;50 jaar;Waarde;2013;34.7;21.2;24.7;28.3;13.0;8.9;11.7;30.0;;
4075;Vrouwen;50 jaar;Waarde;2014;34.96;21.3;23.3;26.2;14.0;8.1;10.5;30.2;18.2;30.3
4076;Vrouwen;50 jaar;Waarde;2015;34.7;21.3;23.0;25.7;14.1;8.2;10.5;30.0;17.8;30.0
4077;Vrouwen;50 jaar;Waarde;2016;34.77;21.9;24.5;26.9;15.3;8.3;10.8;29.4;18.4;31.1
4078;Vrouwen;50 jaar;Waarde;2017;34.91;22.1;24.5;27.6;15.3;8.7;11.3;29.9;17.7;30.7
4079;Vrouwen;50 jaar;Waarde;2018;34.89;21.8;24.6;27.8;14.8;8.6;11.0;30.0;17.6;31.0
4080;Vrouwen;50 jaar;Waarde;2019;35.17;22.2;24.6;27.3;15.4;9.3;11.2;30.5;17.7;31.1
4081;Vrouwen;50 jaar;Waarde;2020;34.71;23.5;25.7;28.2;15.2;8.6;10.5;30.1;17.8;31.5
4082;Vrouwen;50 jaar;Waarde;2021;34.61;23.2;26.1;28.8;14.6;9.4;11.5;29.3;17.9;31.9
4083;Vrouwen;50 jaar;Waarde;2022;34.73;21.7;24.6;27.2;14.8;9.0;11.2;30.0;17.8;30.9
4084;Vrouwen;50 jaar;Waarde;2023;34.91;21.6;25.2;28.1;14.7;8.5;10.5;30.1;16.7;30.6
4085;Vrouwen;50 jaar;Standaardfout;1981;;0.5;;;;0.5;;;;
4086;Vrouwen;50 jaar;Standaardfout;1982;;0.5;;;;0.5;;;;
4087;Vrouwen;50 jaar;Standaardfout;1983;;0.7;0.4;;;0.7;;;;
4088;Vrouwen;50 jaar;Standaardfout;1984;;0.5;0.4;;;0.5;;;;
4089;Vrouwen;50 jaar;Standaardfout;1985;;0.5;0.4;;;0.5;;;;
4090;Vrouwen;50 jaar;Standaardfout;1986;;0.7;0.4;;;0.7;;;;
4091;Vrouwen;50 jaar;Standaardfout;1987;;0.5;0.4;;;0.5;;;;
4092;Vrouwen;50 jaar;Standaardfout;1988;;0.5;0.4;;;0.5;;;;
4093;Vrouwen;50 jaar;Standaardfout;1989;;0.5;0.4;;;0.5;;;;
4094;Vrouwen;50 jaar;Standaardfout;1990;;0.6;0.5;;;0.6;;;;
4095;Vrouwen;50 jaar;Standaardfout;1991;;0.6;0.5;;;0.6;;;;
4096;Vrouwen;50 jaar;Standaardfout;1992;;0.5;0.4;;;0.5;;;;
4097;Vrouwen;50 jaar;Standaardfout;1993;;0.5;0.4;;;0.5;;;;
4098;Vrouwen;50 jaar;Standaardfout;1994;;0.6;0.4;;;0.5;;;;
4099;Vrouwen;50 jaar;Standaardfout;1995;;0.5;0.4;;;0.5;;;;
4100;Vrouwen;50 jaar;Standaardfout;1996;;0.5;0.4;;;0.5;;;;
4101;Vrouwen;50 jaar;Standaardfout;1997;;0.5;0.4;;;0.5;;;;
4102;Vrouwen;50 jaar;Standaardfout;1998;;0.6;0.5;;;0.6;;;;
4103;Vrouwen;50 jaar;Standaardfout;1999;;0.6;0.5;;;0.5;;;;
4104;Vrouwen;50 jaar;Standaardfout;2000;;0.5;0.5;;;0.5;;;;
4105;Vrouwen;50 jaar;Standaardfout;2001;;0.6;0.4;0.4;0.5;0.5;0.5;0.5;;
4106;Vrouwen;50 jaar;Standaardfout;2002;;0.5;0.5;0.4;0.4;0.5;0.5;0.4;;
4107;Vrouwen;50 jaar;Standaardfout;2003;;0.5;0.4;0.4;0.4;0.5;0.4;0.4;;
4108;Vrouwen;50 jaar;Standaardfout;2004;;0.5;0.4;0.4;0.4;0.4;0.4;0.4;;
4109;Vrouwen;50 jaar;Standaardfout;2005;;0.5;0.4;0.4;0.4;0.4;0.4;0.4;;
4110;Vrouwen;50 jaar;Standaardfout;2006;;0.4;0.4;0.4;0.4;0.4;0.4;0.4;;
4111;Vrouwen;50 jaar;Standaardfout;2007;;0.4;0.5;0.4;0.4;0.4;0.4;0.4;;
4112;Vrouwen;50 jaar;Standaardfout;2008;;0.4;0.4;0.4;0.4;0.4;0.4;0.4;;
4113;Vrouwen;50 jaar;Standaardfout;2009;;0.4;0.4;0.4;0.4;0.3;0.4;0.4;;
4114;Vrouwen;50 jaar;Standaardfout;2010;;0.3;0.4;0.4;0.4;0.4;0.4;0.3;;
4115;Vrouwen;50 jaar;Standaardfout;2011;;0.3;0.4;0.4;0.4;0.4;0.4;0.4;;
