ID;Region;Periods;AllCountries_1;Netherlands_2;TotalForeignCountries_3;EuropeExcludingTheNetherlands_4;Germany_5;Belgium_6;UnitedKingdom_7;France_8;Switzerland_9;Italy_10;Spain_11;Denmark_12;Sweden_13;OtherCountriesEuroZone_14;OtherEuropeanCountries_15;America_16;Asia_17;AustraliaAndOceania_18;Africa_19;AllCountries_20;Netherlands_21;TotalForeignCountries_22;EuropeExcludingTheNetherlands_23;Germany_24;Belgium_25;UnitedKingdom_26;France_27;Switzerland_28;Italy_29;Spain_30;Denmark_31;Sweden_32;OtherCountriesEuroZone_33;OtherEuropeanCountries_34;America_35;Asia_36;AustraliaAndOceania_37;Africa_38
102;The Netherlands;2004 January;350.2;291.5;58.7;58.5;42.6;10.5;;;;1.1;1.8;;;;;;;;;1455.1;1162.4;292.8;290.5;215.3;42.4;;;;4.1;7.7;;;;;;;;
103;The Netherlands;2004 February;435.4;368.4;67.0;66.8;40.7;21.2;2.0;1.8;;;;;;;;;;;;1714.1;1432.2;281.9;280.8;175.2;79.0;9.4;8.8;;;;;;;;;;;
104;The Netherlands;2004 March;456.0;399.5;56.6;56.1;37.5;13.8;1.1;;;;;;;;1.3;;;;;1830.6;1554.7;276.0;273.7;194.5;54.1;4.2;;;;;;;;9.4;;;;
105;The Netherlands;2004 1st Quarter;1241.6;1059.4;182.2;181.4;120.8;45.5;3.6;3.3;;1.3;1.9;;;;2.7;;;;;4999.9;4149.3;850.6;845.1;585.0;175.5;16.9;16.3;;4.8;8.2;;;;25.1;;;;
106;The Netherlands;2004 April;845.5;579.2;266.3;265.4;183.1;47.1;11.5;11.2;1.9;3.0;;2.1;;1.5;3.2;;;;;3546.1;2251.5;1294.6;1288.6;956.0;190.1;51.0;43.0;7.3;9.2;;6.9;;7.6;15.1;;;;
107;The Netherlands;2004 May;1341.7;1130.8;211.0;209.8;154.1;30.5;7.9;8.2;;2.3;;1.3;;1.9;2.1;;;;;5947.2;5098.3;848.8;844.2;636.4;103.7;35.9;29.2;;8.6;;4.4;;9.7;10.5;;;;
108;The Netherlands;2004 June;1199.3;960.4;238.9;236.5;188.8;18.4;9.5;5.6;1.8;2.6;;2.8;;2.2;3.2;1.2;;;;5749.2;4566.3;1183.0;1172.7;960.7;82.1;43.1;23.0;6.7;8.7;;11.5;;15.3;16.9;5.8;;;
109;The Netherlands;2004 2nd Quarter;3386.5;2670.3;716.2;711.7;526.0;96.0;28.9;25.0;4.6;7.8;1.5;6.2;1.6;5.6;8.5;2.2;;1.3;;15242.4;11916.0;3326.4;3305.5;2553.1;375.9;130.0;95.2;17.3;26.5;5.1;22.9;4.5;32.6;42.5;11.4;;4.1;
110;The Netherlands;2004 July;1319.0;1046.8;272.2;268.3;156.5;37.3;15.4;18.4;6.6;6.7;2.6;8.3;3.6;3.4;9.6;1.8;;;;9031.3;7470.1;1561.3;1541.5;1055.6;188.3;72.4;62.7;28.3;19.5;9.5;31.9;11.1;19.5;42.6;10.7;;;
111;The Netherlands;2004 August;1647.5;1247.5;399.9;396.0;253.3;40.8;16.3;13.9;10.9;31.2;17.4;2.1;;3.4;5.9;1.1;1.2;1.4;;11744.1;9292.9;2451.2;2434.4;1788.5;202.7;99.2;40.7;53.9;113.3;75.6;8.5;;15.0;34.4;5.0;6.0;4.3;
112;The Netherlands;2004 September;913.4;730.4;183.1;181.3;132.6;26.6;7.6;3.7;;3.1;2.2;;;2.1;2.2;;;;;4435.6;3342.2;1093.4;1087.0;862.9;116.6;39.3;14.2;;11.9;9.5;;;13.1;14.8;;;;
113;The Netherlands;2004 3rd Quarter;3879.9;3024.7;855.2;845.6;542.4;104.7;39.2;36.0;18.2;41.0;22.2;10.8;4.5;8.9;17.7;3.5;2.3;3.3;;25211.0;20105.1;5105.8;5062.8;3707.1;507.6;210.8;117.6;84.8;144.7;94.6;42.2;14.0;47.6;91.7;18.1;11.9;9.7;
114;The Netherlands;2004 October;787.4;647.6;139.8;139.0;116.3;15.6;2.9;;;;;;;;1.1;;;;;3686.1;2856.8;829.4;825.3;722.4;66.3;17.2;;;;;;;;5.3;;;;
115;The Netherlands;2004 November;493.6;392.0;101.6;101.3;47.3;48.0;2.7;1.5;;;;;;;;;;;;1878.9;1438.2;440.7;438.4;211.0;189.4;13.1;4.9;;;;;;;;;;;
116;The Netherlands;2004 December;366.4;316.3;50.1;49.9;29.7;14.7;3.4;;;;;;;;;;;;;1507.7;1292.4;215.2;212.8;126.9;51.6;14.0;;;;;;;;;;;;
117;The Netherlands;2004 4th Quarter;1647.4;1355.9;291.5;290.2;193.3;78.2;9.0;3.1;;;;;;1.3;2.7;;;;;7072.6;5587.4;1485.3;1476.5;1060.3;307.3;44.3;12.8;;;;;;17.6;22.2;;;;
118;The Netherlands;2004 Total;10155.4;8110.3;2045.1;2028.8;1382.5;324.4;80.7;67.4;23.9;50.7;26.2;18.3;6.5;16.5;31.7;6.6;3.3;5.1;1.2;52525.9;41757.8;10768.1;10689.9;7905.4;1366.2;402.0;241.9;109.1;178.4;109.9;70.1;20.8;104.6;181.4;37.9;18.7;16.1;5.6
119;The Netherlands;2005 January;336.4;290.3;46.1;45.8;30.9;12.4;;;;;;;;;;;;;;1404.7;1165.6;239.2;237.9;169.9;56.2;;;;;;;;;;;;;
120;The Netherlands;2005 February;418.9;358.6;60.3;60.0;30.8;24.7;1.2;2.2;;;;;;;;;;;;1628.4;1386.8;241.6;240.3;131.4;87.2;5.6;9.7;;;;;;;;;;;
121;The Netherlands;2005 March;468.3;369.5;98.8;98.4;75.0;15.3;4.8;;;;;;;;;;;;;1903.4;1428.6;474.7;472.0;379.8;56.1;20.8;;;;;;;;;;;;
122;The Netherlands;2005 1st Quarter;1223.5;1018.4;205.1;204.3;136.7;52.5;6.2;3.3;;1.2;;;;1.4;1.6;;;;;4936.5;3981.0;955.5;950.3;681.2;199.4;27.8;14.2;;3.6;;;;9.3;8.8;;;;
123;The Netherlands;2005 April;654.3;496.0;158.3;157.8;89.2;47.3;8.0;6.6;;1.5;;;;1.6;1.1;;;;;2561.5;1856.4;705.1;702.5;424.1;189.2;39.6;22.1;;4.7;;;;8.3;6.7;;;;
124;The Netherlands;2005 May;1317.8;1099.2;218.6;217.1;170.7;19.9;9.5;5.9;1.0;1.5;;1.9;2.4;1.3;2.6;;;;;5870.2;4984.5;885.7;880.5;709.5;68.6;41.5;20.5;4.1;4.7;;6.9;3.0;5.7;14.9;;;;
125;The Netherlands;2005 June;1041.1;880.6;160.6;158.6;115.2;17.4;10.9;3.9;;1.9;1.5;1.6;;1.3;3.6;;;;;5147.0;4327.7;819.3;810.6;633.2;72.7;48.7;12.6;;4.8;6.5;5.2;;4.8;17.4;;;;
126;The Netherlands;2005 2nd Quarter;3013.2;2475.7;537.5;533.5;375.1;84.6;28.5;16.4;2.5;4.8;2.5;4.3;3.3;4.2;7.3;1.7;;1.1;;13578.6;11168.6;2410.0;2393.5;1766.7;330.4;129.8;55.2;10.0;14.2;9.9;14.4;5.2;18.8;39.0;7.3;;4.1;
127;The Netherlands;2005 July;1370.0;1050.2;319.8;313.4;197.0;47.1;13.2;12.5;6.2;7.6;6.0;10.5;1.9;3.6;7.8;1.2;;;3.5;9161.8;7250.1;1911.7;1861.3;1355.2;237.7;66.1;41.1;27.3;25.9;24.9;29.5;5.0;14.7;33.8;5.0;;;36.8
128;The Netherlands;2005 August;1646.8;1278.3;368.5;365.6;219.5;49.3;22.6;14.1;2.9;28.4;12.7;2.2;3.7;3.1;7.1;;;;;11322.0;9118.3;2203.6;2191.5;1523.5;243.4;135.1;42.9;12.3;102.5;58.0;8.2;5.0;23.4;37.4;;;;
129;The Netherlands;2005 September;932.7;760.3;172.4;171.0;122.5;21.7;9.1;6.8;1.1;2.5;1.9;1.4;;1.9;2.1;;;;;4408.0;3495.2;912.8;906.0;717.7;76.0;42.9;24.9;4.5;8.4;7.1;3.4;;9.7;11.1;;;;
130;The Netherlands;2005 3rd Quarter;3949.5;3088.8;860.7;850.1;539.0;118.1;44.9;33.3;10.2;38.4;20.6;14.1;5.8;8.6;17.0;2.4;1.8;2.2;4.2;24891.8;19863.6;5028.2;4958.8;3596.3;557.1;244.0;108.8;44.1;136.8;89.9;41.1;10.4;47.9;82.3;9.7;11.6;8.4;39.6
131;The Netherlands;2005 October;804.5;619.3;185.2;184.2;142.3;25.0;8.6;2.9;1.2;;;;;;1.2;;;;;3933.6;2891.5;1042.1;1037.2;833.8;105.5;56.4;13.4;6.5;;;;;;8.0;;;;
132;The Netherlands;2005 November;453.8;358.6;95.3;94.7;41.4;47.4;1.1;1.3;;;;;;1.4;1.3;;;;;1697.4;1294.1;403.3;401.0;195.5;177.0;6.4;4.9;;;;;;5.6;7.7;;;;
133;The Netherlands;2005 December;367.9;320.6;47.3;47.1;26.0;16.3;1.0;2.0;;;;;;;;;;;;1604.2;1376.5;227.7;226.1;135.4;66.2;5.7;9.0;;;;;;;;;;;
134;The Netherlands;2005 4th Quarter;1626.2;1298.4;327.8;326.0;209.7;88.7;10.7;6.2;1.4;1.5;;1.2;;2.8;2.8;;;;;7235.2;5562.2;1673.1;1664.3;1164.8;348.7;68.6;27.3;8.0;5.7;;4.3;;14.5;18.9;;;;
135;The Netherlands;2005 Total;9812.4;7881.3;1931.1;1913.9;1260.5;343.9;90.3;59.2;14.3;46.0;24.0;20.2;9.5;17.1;28.8;5.1;2.8;3.7;5.6;50642.2;40575.4;10066.8;9966.9;7209.0;1435.6;470.2;205.5;63.2;160.3;103.9;62.6;17.1;90.4;148.9;23.1;16.6;14.1;46.1
136;The Netherlands;2006 January;394.5;325.3;69.2;68.8;47.5;17.2;;;;;;;;;;;;;;1608.8;1302.5;306.3;303.8;215.1;68.3;;;;;;;;;;;;;
137;The Netherlands;2006 February;396.6;342.4;54.2;53.8;30.2;13.1;2.6;6.0;;;;;;;;;;;;1557.6;1329.1;228.5;226.9;126.7;48.2;14.5;27.7;;;;;;;;;;;
138;The Netherlands;2006 March;415.7;352.2;63.5;62.9;38.1;19.9;1.2;1.5;;;;;;;;;;;;1652.2;1368.8;283.3;281.0;180.2;78.2;6.3;5.1;;;;;;;;;;;
139;The Netherlands;2006 1st Quarter;1206.8;1019.9;186.9;185.5;115.8;50.2;4.7;8.5;;1.4;;;;1.6;1.5;;;;;4818.6;4000.5;818.1;811.7;522.0;194.6;25.8;37.1;;4.8;;;;9.6;8.1;;;;
140;The Netherlands;2006 April;829.0;563.1;265.9;264.9;169.8;53.6;14.6;15.0;;1.8;;3.0;1.4;2.3;2.0;;;;;3456.3;2185.0;1271.3;1266.6;877.7;212.6;68.8;59.9;;4.7;;11.1;5.1;9.9;9.5;;;;
141;The Netherlands;2006 May;1236.6;1050.6;186.1;184.5;123.1;36.3;10.6;6.1;1.2;1.4;;1.5;;1.4;2.0;;;;;5213.4;4453.4;760.0;752.5;533.0;120.8;45.6;18.4;4.8;5.2;;5.7;;6.5;9.3;;;;
142;The Netherlands;2006 June;1398.2;1117.6;280.6;277.9;211.5;29.8;13.8;6.2;1.6;3.2;2.4;2.2;1.5;3.2;2.5;1.3;;;;6800.5;5423.6;1376.9;1366.9;1112.4;118.3;57.2;18.0;5.6;9.2;7.2;6.9;3.7;13.2;15.2;5.0;;;
143;The Netherlands;2006 2nd Quarter;3463.8;2731.2;732.6;727.3;504.4;119.7;39.0;27.4;3.8;6.4;3.2;6.7;3.4;7.0;6.5;2.5;1.3;;;15470.2;12062.1;3408.2;3386.0;2523.0;451.6;171.5;96.4;15.8;19.1;10.8;23.8;10.3;29.7;34.0;11.5;5.1;;
144;The Netherlands;2006 July;1435.6;1062.8;372.8;368.5;237.9;53.8;12.2;19.0;9.4;6.3;3.5;8.8;4.4;5.8;7.4;1.9;1.1;;;8720.6;6600.6;2120.0;2102.5;1556.3;239.6;54.7;69.0;41.6;16.9;11.8;39.3;16.4;22.7;34.2;8.3;4.2;;
145;The Netherlands;2006 August;1520.5;1169.4;351.0;346.1;189.7;46.7;19.6;23.7;6.6;28.1;12.3;3.8;3.4;6.5;5.8;1.7;2.2;;;10437.1;8505.3;1931.8;1905.8;1209.4;222.7;121.5;82.7;35.2;95.4;45.7;15.1;14.6;32.0;31.6;7.8;13.8;;
146;The Netherlands;2006 September;1055.4;862.2;193.2;191.4;139.3;24.9;10.4;5.3;;2.5;2.2;;;2.4;2.6;;;;;4963.3;3965.7;997.6;990.4;756.1;100.8;55.1;19.7;;9.5;9.5;;;13.6;18.2;;;;
147;The Netherlands;2006 3rd Quarter;4011.5;3094.4;917.1;905.9;566.9;125.4;42.1;48.0;16.9;36.8;18.0;13.3;8.1;14.7;15.7;4.3;3.7;2.2;;24121.0;19071.6;5049.4;4998.8;3521.8;563.1;231.3;171.4;81.4;121.8;67.0;56.6;32.1;68.3;84.0;18.8;20.2;6.2;
148;The Netherlands;2006 October;890.6;690.4;200.2;199.1;159.6;25.6;4.9;2.2;1.2;;;1.5;;1.4;1.3;;;;;4006.1;2973.2;1033.0;1027.6;874.0;91.8;21.7;7.3;6.2;;;5.8;;7.7;8.6;;;;
149;The Netherlands;2006 November;485.4;399.7;85.7;85.4;34.5;42.1;1.3;4.9;;;;;;1.2;;;;;;1867.8;1496.1;371.7;369.8;166.9;163.4;5.1;21.2;;;;;;6.0;;;;;
150;The Netherlands;2006 December;414.9;366.0;48.9;48.6;27.7;16.2;1.4;1.2;;;;;;;;;;;;1900.4;1670.2;230.1;228.1;139.8;63.6;7.8;5.6;;;;;;;;;;;
151;The Netherlands;2006 4th Quarter;1790.9;1456.1;334.8;333.1;221.9;83.9;7.6;8.3;1.4;1.3;1.0;1.9;;3.4;2.1;;;;;7774.3;6139.5;1634.8;1625.4;1180.6;318.8;34.6;34.1;7.8;4.5;3.8;7.4;;17.5;15.4;;;;
152;The Netherlands;2006 Total;10473.1;8301.6;2171.4;2151.8;1408.9;379.3;93.4;92.2;22.5;46.0;22.5;22.7;11.9;26.7;25.8;7.9;6.0;3.8;1.9;52184.1;41273.7;10910.4;10821.9;7747.4;1528.2;463.2;339.0;108.0;150.2;83.3;91.5;44.7;125.0;141.5;36.8;30.7;11.5;9.7
153;The Netherlands;2007 January;432.2;352.3;79.8;79.4;51.4;19.3;1.8;3.2;;1.9;;;;;;;;;;1725.5;1369.7;355.8;352.8;245.3;72.1;8.0;12.1;;6.3;;;;;;;;;
154;The Netherlands;2007 February;460.6;392.9;67.7;67.3;35.8;23.4;3.1;2.7;;;;;;;;;;;;1833.1;1554.9;278.2;276.4;154.8;85.1;14.5;10.5;;;;;;;;;;;
155;The Netherlands;2007 March;491.7;410.5;81.2;80.2;51.9;15.3;1.9;7.3;;;;;;;1.0;;;;;1970.1;1599.6;370.5;366.4;253.1;53.5;12.6;29.8;;;;;;;5.7;;;;
156;The Netherlands;2007 1st Quarter;1384.5;1155.8;228.7;226.9;139.1;57.9;6.8;13.1;;2.7;1.0;1.2;;2.0;2.4;;;;;5528.7;4524.2;1004.5;995.6;653.2;210.7;35.1;52.5;;9.2;3.7;5.0;;9.7;13.7;;;;
157;The Netherlands;2007 April;973.1;689.4;283.7;281.9;167.4;59.9;17.6;20.7;1.9;2.9;1.6;2.1;;3.6;3.6;1.2;;;;3831.1;2533.9;1297.2;1288.8;839.9;229.4;79.9;73.7;9.4;7.5;5.2;8.1;;17.8;15.7;5.4;;;
158;The Netherlands;2007 May;1444.1;1208.9;235.2;232.8;163.6;36.8;10.5;8.7;1.5;2.1;1.9;;;2.8;3.6;1.5;;;;6501.6;5500.8;1000.8;988.9;726.6;137.4;44.4;26.3;7.5;7.2;8.2;;;11.2;14.9;7.5;;;
159;The Netherlands;2007 June;1202.3;964.4;237.9;234.9;175.8;24.1;11.3;6.5;1.6;3.2;2.4;;1.5;4.1;3.6;1.6;;;;5660.4;4422.2;1238.2;1226.4;997.0;99.1;49.2;19.1;6.4;7.7;8.7;;3.8;15.2;17.0;6.6;;;
160;The Netherlands;2007 2nd Quarter;3619.5;2862.7;756.8;749.7;506.8;120.9;39.3;35.9;5.0;8.1;5.9;4.0;2.3;10.5;10.9;4.2;1.0;1.5;;15993.2;12456.9;3536.3;3504.1;2563.5;465.9;173.5;119.0;23.2;22.4;22.2;14.9;7.4;44.3;47.7;19.6;5.5;5.7;
161;The Netherlands;2007 July;1352.6;985.5;367.1;362.5;220.1;55.4;19.2;17.0;6.6;7.9;9.4;8.6;2.9;6.2;9.1;2.3;;1.1;;8486.9;6270.2;2216.7;2198.4;1593.7;268.8;88.5;52.0;30.2;22.7;39.6;36.7;9.1;25.3;31.7;9.2;;3.2;
162;The Netherlands;2007 August;1665.5;1311.8;353.8;347.8;182.4;58.5;26.9;24.9;3.3;21.6;11.6;2.7;1.2;6.3;8.5;1.8;2.8;;;10922.3;8997.4;1924.9;1894.7;1144.5;280.3;162.7;89.1;17.8;66.5;48.5;10.4;3.7;33.4;37.8;7.4;17.6;;
163;The Netherlands;2007 September;1013.7;797.8;215.9;212.8;151.6;30.7;8.7;6.5;1.5;2.3;4.1;;;2.5;3.6;1.2;;1.1;;4659.4;3538.0;1121.3;1110.4;870.2;113.8;42.1;19.7;6.1;8.6;16.5;;;12.4;15.8;5.1;;2.9;
164;The Netherlands;2007 3rd Quarter;4031.8;3095.1;936.7;923.1;554.2;144.5;54.7;48.5;11.4;31.8;25.1;12.1;4.7;15.0;21.1;5.4;4.3;3.1;;24068.6;18805.6;5263.0;5203.5;3608.4;662.9;293.4;160.8;54.1;97.8;104.7;49.9;15.2;71.1;85.3;21.7;24.5;9.8;
165;The Netherlands;2007 October;947.6;772.1;175.6;173.7;128.7;28.8;6.3;1.8;1.2;1.0;1.1;1.4;;1.2;2.0;;;;;4146.0;3241.3;904.7;897.8;721.8;108.0;27.7;6.1;7.1;3.1;4.0;5.7;;4.6;9.3;;;;
166;The Netherlands;2007 November;583.2;470.5;112.7;111.5;48.9;47.3;3.1;6.7;;1.3;;;;2.2;1.0;;;;;2232.0;1748.3;483.8;479.8;235.8;180.2;12.4;25.4;;3.3;;;;14.1;4.7;;;;
167;The Netherlands;2007 December;464.6;380.3;84.3;83.3;39.6;25.7;8.7;3.1;;;;;;2.3;1.6;;;;;2139.9;1707.7;432.2;427.3;221.6;110.9;49.1;14.9;;;;;;13.3;7.9;;;;
168;The Netherlands;2007 4th Quarter;1995.5;1622.9;372.6;368.5;217.2;101.8;18.1;11.6;1.8;3.2;2.2;2.0;;5.7;4.6;1.4;1.5;1.0;;8517.9;6697.3;1820.6;1804.9;1179.2;399.0;89.2;46.4;10.6;8.9;8.4;8.4;;32.0;21.9;6.7;5.3;3.0;
169;The Netherlands;2007 Total;11031.3;8736.5;2294.8;2268.2;1417.4;425.1;119.0;109.1;18.6;45.9;34.2;19.2;7.4;33.3;39.0;11.9;7.1;5.8;1.7;54108.5;42484.0;11624.5;11508.0;8004.3;1738.5;591.3;378.7;90.0;138.3;138.9;78.2;24.1;157.1;168.6;53.5;36.7;19.6;6.7
170;The Netherlands;2008 January;402.4;329.7;72.7;72.1;47.4;19.2;1.3;1.8;;;;;;;;;;;;1724.7;1364.6;360.1;357.6;251.8;78.9;6.5;8.3;;;;;;;;;;;
171;The Netherlands;2008 February;510.9;434.9;76.0;75.6;35.7;27.1;3.3;7.4;;;;;;;;;;;;2025.0;1703.5;321.5;319.3;158.2;102.5;15.0;32.0;;;;;;;;;;;
172;The Netherlands;2008 March;603.0;438.6;164.4;163.6;109.9;36.7;6.9;3.3;;;;1.1;;1.2;2.3;;;;;2370.7;1607.2;763.5;759.9;543.0;137.1;32.6;15.1;;;;4.7;;5.7;12.8;;;;
173;The Netherlands;2008 1st Quarter;1516.3;1203.2;313.1;311.4;192.9;82.9;11.4;12.6;;1.7;;1.8;;2.5;3.4;1.0;;;;6120.4;4675.3;1445.1;1436.8;953.0;318.4;54.1;55.5;;4.6;;7.8;;14.1;18.6;5.0;;;
174;The Netherlands;2008 April;732.4;587.7;144.7;143.0;67.4;37.7;12.1;17.0;;1.5;;1.2;;2.1;1.6;;;;;2955.7;2304.2;651.5;641.9;327.3;152.3;57.6;68.2;;3.8;;4.6;;10.5;8.6;;;;
175;The Netherlands;2008 May;1439.5;1182.8;256.7;254.8;185.3;38.6;13.6;6.9;1.1;1.6;;1.2;;3.2;2.4;;;;;6293.1;5248.9;1044.2;1036.5;776.2;136.8;64.6;19.7;4.0;4.6;;4.2;;13.7;9.7;;;;
176;The Netherlands;2008 June;1118.0;943.4;174.6;172.2;118.1;28.8;8.4;3.6;1.2;1.8;1.1;2.0;;2.9;3.5;1.2;;;;5344.0;4439.2;904.8;893.0;675.0;115.8;37.9;11.5;3.9;4.2;3.3;6.5;;14.4;18.1;5.6;;;
177;The Netherlands;2008 2ndQuarter;3290.0;2713.9;576.1;570.0;370.8;105.1;34.1;27.5;3.2;4.9;2.1;4.4;2.3;8.2;7.4;2.9;1.0;1.1;1.1;14592.8;11992.3;2600.5;2571.4;1778.6;404.9;160.2;99.4;12.0;12.6;6.3;15.3;7.1;38.6;36.5;13.3;5.6;4.5;5.8
178;The Netherlands;2008 July;1315.7;988.3;327.4;323.6;217.3;50.7;11.0;10.9;4.5;5.0;3.3;7.3;2.4;4.5;6.6;1.4;1.0;;;8532.8;6581.3;1951.5;1935.8;1489.6;237.5;52.8;32.7;17.4;12.8;10.5;31.6;7.1;19.7;24.1;5.5;5.4;;
179;The Netherlands;2008 August;1584.6;1240.7;344.0;338.2;195.1;64.1;21.9;16.0;2.8;15.1;7.3;2.5;;6.2;6.2;1.5;2.7;;;10138.7;8326.1;1812.6;1781.3;1141.7;299.2;126.3;57.5;13.4;45.8;28.9;10.1;;31.6;24.3;7.4;16.5;;
180;The Netherlands;2008 September;963.9;790.9;173.0;171.1;125.4;24.8;8.2;2.6;1.1;1.6;1.1;;1.1;2.4;2.3;;;;;4264.0;3393.3;870.6;862.6;683.4;94.0;36.2;8.8;3.8;4.5;3.9;;3.8;12.8;9.6;;;;
181;The Netherlands;2008 3rd Quarter;3864.3;3019.9;844.4;832.8;537.9;139.6;41.1;29.5;8.4;21.7;11.8;10.4;4.4;13.0;15.1;3.7;4.1;2.2;1.6;22935.4;18300.7;4634.7;4579.6;3314.8;630.7;215.4;99.0;34.7;63.1;43.4;43.5;13.3;64.1;57.9;16.6;23.2;6.7;8.6
182;The Netherlands;2008 October;959.1;745.0;214.0;212.4;158.3;38.0;7.1;2.5;1.4;;;1.2;;1.0;1.6;;;;;4241.9;3147.1;1094.9;1087.4;862.2;155.9;31.6;9.2;7.6;;;4.7;;5.4;5.9;;;;
183;The Netherlands;2008 November;506.8;431.0;75.8;74.0;31.4;34.7;1.7;2.7;;;;;;1.4;;;1.6;;;1952.8;1635.4;317.3;311.0;152.8;122.4;8.4;10.8;;;;;;7.6;;;5.2;;
184;The Netherlands;2008 December;469.8;423.6;46.2;45.9;24.2;15.3;2.3;1.1;;;;;;;1.2;;;;;1990.4;1776.8;213.6;211.7;122.8;60.9;9.2;5.2;;;;;;;5.5;;;;
185;The Netherlands;2008 4th Quarter;1935.7;1599.7;336.1;332.3;214.0;88.1;11.1;6.3;1.9;1.1;;1.5;;3.3;3.8;1.0;2.1;;;8185.1;6559.3;1625.8;1610.1;1137.8;339.2;49.2;25.2;9.3;4.1;;6.4;;17.6;15.9;5.2;8.0;;
186;The Netherlands;2008 Total;10606.3;8536.7;2069.6;2046.5;1315.5;415.7;97.7;75.9;14.2;29.4;15.8;18.2;7.5;27.0;29.7;8.6;7.5;4.0;3.0;51833.7;41527.6;10306.1;10198.0;7184.1;1693.2;478.9;279.0;59.8;84.4;57.9;73.0;24.6;134.4;128.9;40.2;38.6;13.7;15.7
187;The Netherlands;2009 January;398.7;326.1;72.7;71.9;48.1;17.9;2.1;1.6;;;;;;;;;;;;1626.9;1299.6;327.2;324.1;226.7;68.9;11.0;6.9;;;;;;;;;;;
188;The Netherlands;2009 February;488.0;420.6;67.4;67.1;31.5;24.6;2.0;6.6;;;;;;;;;;;;1932.0;1662.0;270.0;268.2;132.9;89.7;10.3;24.2;;;;;;;;;;;
189;The Netherlands;2009 March;507.1;437.3;69.8;69.5;38.6;21.4;1.6;5.3;;;;;;;;;;;;1854.2;1558.2;296.0;294.2;174.4;73.8;9.2;22.8;;;;;;;;;;;
190;The Netherlands;2009 1st Quarter;1393.9;1184.0;209.9;208.4;118.1;63.8;5.7;13.5;;1.2;;;;1.9;1.7;;;;;5413.1;4519.8;893.2;886.5;534.0;232.5;30.5;54.0;;3.9;;;;11.6;9.0;;;;
191;The Netherlands;2009 April;920.5;656.0;264.4;263.3;154.5;61.7;13.3;16.4;1.4;1.5;2.6;2.8;1.2;3.6;4.4;;;;;3708.0;2524.5;1183.5;1177.8;751.4;240.3;63.6;58.6;5.7;3.4;4.4;12.9;3.5;15.8;18.0;;;;
192;The Netherlands;2009 May;1425.7;1212.5;213.2;212.1;136.9;45.3;10.5;6.8;1.0;;;;;6.4;2.2;;;;;5975.0;5125.8;849.2;844.0;575.2;156.9;48.7;22.4;4.2;;;;;18.7;9.0;;;;
193;The Netherlands;2009 June;1325.5;1061.9;263.6;261.7;195.6;40.0;7.3;4.6;1.2;2.0;;1.4;1.9;3.5;3.4;;;;;6039.2;4811.6;1227.6;1218.2;951.8;159.5;29.9;12.8;5.1;5.8;;4.7;3.8;20.6;20.6;;;;
194;The Netherlands;2009 2nd Quarter;3671.7;2930.4;741.3;737.1;487.0;147.0;31.1;27.8;3.6;4.5;4.0;5.1;3.5;13.4;10.0;2.1;;;;15722.1;12462.0;3260.2;3240.0;2278.4;556.7;142.2;93.8;15.0;11.7;9.7;21.4;8.4;55.1;47.6;10.8;;;
195;The Netherlands;2009 July;1398.3;1046.9;351.4;347.4;234.9;53.2;10.5;10.8;5.2;5.0;3.5;7.2;1.7;7.5;8.0;1.6;1.3;;;8856.5;6722.5;2133.9;2113.2;1609.9;269.6;47.8;32.6;23.6;12.4;10.6;32.5;4.1;38.2;31.8;6.9;8.6;;
196;The Netherlands;2009 August;1643.9;1315.1;328.8;324.2;202.0;58.7;16.0;13.2;2.6;11.8;5.1;2.5;;6.3;5.0;1.2;2.3;;;10356.8;8559.5;1797.3;1773.5;1247.6;280.2;86.3;41.2;10.9;27.8;16.8;9.7;;31.8;18.7;5.0;13.0;;
197;The Netherlands;2009 September;1030.1;873.6;156.5;154.9;113.2;24.0;5.6;2.6;;;;;;4.1;2.1;;;;;4582.5;3804.4;778.1;770.6;600.3;95.7;25.3;7.7;;;;;;18.3;10.9;;;;
198;The Netherlands;2009 3rd Quarter;4072.4;3235.5;836.8;826.4;550.0;135.9;32.1;26.6;8.6;17.7;9.5;10.3;2.8;17.9;15.1;3.4;4.0;1.7;1.3;23795.8;19086.4;4709.3;4657.3;3457.8;645.6;159.4;81.6;38.0;43.0;31.2;43.8;7.2;88.3;61.4;15.6;23.7;4.9;7.8
199;The Netherlands;2009 October;940.7;728.3;212.4;211.2;164.3;29.7;5.3;4.7;1.3;;;1.1;;1.8;1.7;;;;;4040.2;2984.7;1055.4;1050.0;867.9;110.6;22.9;16.0;7.1;;;3.9;;9.8;7.5;;;;
200;The Netherlands;2009 November;550.2;451.1;99.2;98.7;31.3;58.7;2.0;2.4;;;;;;2.0;1.3;;;;;2082.9;1664.4;418.4;416.5;147.9;231.1;8.3;9.9;;;;;;8.0;6.9;;;;
201;The Netherlands;2009 December;484.5;417.5;66.9;66.4;36.3;24.1;2.2;1.5;;;;;;;;;;;;1981.1;1732.6;248.5;246.1;134.5;86.3;8.1;6.6;;;;;;;;;;;
