ID;Region;Periods;AllCountries_1;Netherlands_2;TotalForeignCountries_3;EuropeExcludingTheNetherlands_4;Germany_5;Belgium_6;UnitedKingdom_7;France_8;Switzerland_9;Italy_10;Spain_11;Denmark_12;Sweden_13;OtherCountriesEuroZone_14;OtherEuropeanCountries_15;America_16;Asia_17;AustraliaAndOceania_18;Africa_19;AllCountries_20;Netherlands_21;TotalForeignCountries_22;EuropeExcludingTheNetherlands_23;Germany_24;Belgium_25;UnitedKingdom_26;France_27;Switzerland_28;Italy_29;Spain_30;Denmark_31;Sweden_32;OtherCountriesEuroZone_33;OtherEuropeanCountries_34;America_35;Asia_36;AustraliaAndOceania_37;Africa_38
805;West Netherland;2003 4th Quarter;390.0;267.5;122.4;120.0;86.9;25.0;2.3;1.2;;1.0;;;;;1.9;;1.3;;;1988.6;1271.4;717.1;706.8;551.5;98.7;13.7;5.6;;3.6;;;;;17.8;;5.2;;
806;West Netherland;2003 Total;3070.2;1843.4;1226.9;1209.4;816.2;133.4;53.1;52.9;9.6;50.4;31.9;14.8;10.1;13.7;23.3;5.8;3.8;7.3;;17512.8;10564.2;6948.6;6866.1;5127.2;588.5;292.9;188.9;43.8;173.9;112.1;66.1;40.8;83.6;148.2;31.2;22.3;26.1;
807;West Netherland;2004 January;76.7;51.9;24.8;24.7;18.6;3.6;;;;1.0;;;;;;;;;;379.4;236.0;143.3;142.7;110.0;15.2;;;;3.4;;;;;;;;;
808;West Netherland;2004 February;99.6;75.7;23.9;23.8;15.0;7.4;;;;;;;;;;;;;;410.3;305.9;104.4;104.0;67.4;27.9;;;;;;;;;;;;;
809;West Netherland;2004 March;104.8;83.4;21.4;21.3;14.4;5.6;;;;;;;;;;;;;;475.5;349.3;126.3;125.7;92.6;25.3;;;;;;;;;;;;;
810;West Netherland;2004 1st Quarter;281.2;211.0;70.1;69.8;48.0;16.6;1.2;;;1.2;;;;;1.5;;;;;1265.2;891.2;374.0;372.3;269.9;68.4;6.7;;;3.8;;;;;15.4;;;;
811;West Netherland;2004 April;258.9;116.7;142.2;141.5;100.5;18.4;5.9;7.9;1.6;2.8;;1.3;;;1.5;;;;;1216.9;477.5;739.4;736.5;576.6;74.0;27.0;28.5;5.9;8.6;;3.9;;;5.0;;;;
812;West Netherland;2004 May;381.4;266.5;114.9;113.9;80.7;14.8;5.3;6.8;;2.1;;;;;1.5;;;;;1713.7;1204.7;509.0;505.2;372.9;54.5;25.3;25.0;;8.1;;;;;7.0;;;;
813;West Netherland;2004 June;373.1;237.0;136.1;134.7;107.2;7.2;5.4;4.6;1.2;2.3;;1.9;;1.5;2.3;;;;;1955.4;1231.9;723.5;718.0;598.0;32.6;25.0;18.2;5.3;8.1;;8.9;;9.1;10.0;;;;
814;West Netherland;2004 2nd Quarter;1013.5;620.3;393.2;390.1;288.4;40.4;16.6;19.4;3.5;7.2;1.1;4.0;;3.3;5.3;1.4;;1.1;;4885.9;2914.0;1971.9;1959.8;1547.5;161.2;77.2;71.7;13.7;24.8;3.9;15.7;;19.4;22.0;6.3;;3.3;
815;West Netherland;2004 July;437.6;266.0;171.6;169.0;93.0;17.2;12.1;15.8;5.5;5.6;2.1;6.4;2.7;2.3;6.4;1.1;;;;3235.5;2208.8;1026.7;1017.9;694.6;92.5;55.8;55.1;23.1;17.3;7.7;25.2;8.4;15.1;23.0;3.7;;;
816;West Netherland;2004 August;603.1;334.4;268.7;265.9;167.3;17.8;9.3;9.9;10.3;26.8;16.3;1.6;;2.3;3.7;;;1.3;;4496.9;2819.5;1677.4;1667.0;1234.3;83.5;55.1;29.1;50.9;104.5;72.3;6.5;;9.3;19.3;;;4.0;
817;West Netherland;2004 September;284.7;176.7;108.0;106.5;81.1;9.6;4.2;3.0;;2.8;2.0;;;1.7;1.5;;;;;1589.2;880.6;708.7;703.9;596.3;37.4;20.3;11.0;;11.5;8.6;;;9.3;6.8;;;;
818;West Netherland;2004 3rd Quarter;1325.4;777.1;548.3;541.4;341.5;44.5;25.5;28.7;16.1;35.2;20.3;8.2;3.3;6.3;11.6;2.3;1.3;3.1;;9321.6;5908.8;3412.8;3388.9;2525.2;213.4;131.3;95.1;75.6;133.3;88.6;32.7;10.8;33.7;49.2;8.1;6.1;8.8;
819;West Netherland;2004 October;200.3;129.7;70.6;69.9;61.9;4.2;1.6;;;;;;;;;;;;;1146.0;659.3;486.7;484.5;443.3;21.4;11.0;1.4;2.0;1.1;;;;;2.0;;;;
820;West Netherland;2004 November;107.6;69.3;38.3;38.1;18.9;17.2;;;;;;;;;;;;;;457.3;277.3;180.0;179.2;90.6;69.0;5.1;1.1;;;;;;11.3;1.2;;;;
821;West Netherland;2004 December;68.5;53.3;15.3;15.2;9.6;4.3;;;;;;;;;;;;;;323.4;247.0;76.4;75.1;48.0;15.0;2.4;1.0;;;;;;1.1;6.8;1.2;;;
822;West Netherland;2004 4th Quarter;376.4;252.3;124.1;123.2;90.4;25.7;2.4;1.2;;;;;;;1.2;;;;;1926.6;1183.5;743.1;738.8;581.8;105.4;18.5;3.5;2.4;2.1;1.3;;;13.2;10.0;2.2;;1.1;
823;West Netherland;2004 Total;2996.5;1860.7;1135.8;1124.5;768.2;127.2;45.7;49.9;20.2;44.1;22.1;12.4;4.3;10.9;19.5;4.2;2.0;4.6;;17399.4;10897.6;6501.8;6459.8;4924.4;548.4;233.7;172.9;92.5;164.0;94.3;49.1;13.8;70.1;96.5;17.6;9.1;13.9;
824;West Netherland;2005 January;63.8;47.0;16.8;16.6;9.9;4.8;;;;;;;;;;;;;;283.0;195.5;87.5;86.6;58.3;20.4;;;;;;;;;;;;;
825;West Netherland;2005 February;91.6;72.4;19.2;19.1;8.6;9.3;;;;;;;;;;;;;;378.1;300.8;77.3;77.1;40.2;29.9;;;;;;;;;;;;;
826;West Netherland;2005 March;110.4;70.9;39.5;39.3;30.6;5.1;2.1;;;;;;;;;;;;;511.1;296.0;215.1;213.5;177.2;19.6;10.2;;;;;;;;;;;;
827;West Netherland;2005 1st Quarter;265.8;190.3;75.5;75.0;49.2;19.2;2.7;;;1.0;;;;;1.0;;;;;1172.2;792.3;379.9;377.2;275.7;69.8;13.2;;;3.0;;;;;5.4;;;;
828;West Netherland;2005 April;183.4;107.8;75.7;75.3;42.9;18.1;5.3;4.1;;1.4;;;;1.2;;;;;;799.4;427.1;372.3;370.2;231.2;80.3;27.6;12.0;;4.4;;;;6.1;;;;;
829;West Netherland;2005 May;362.5;242.0;120.5;119.4;89.9;10.0;6.0;5.2;;1.2;;1.0;2.2;;1.9;;;;;1716.9;1211.2;505.6;501.9;391.1;34.5;28.7;18.2;;4.0;;3.9;2.7;;10.7;;;;
830;West Netherland;2005 June;279.0;197.4;81.6;80.6;55.7;7.7;6.3;3.1;;1.5;1.3;;;;2.8;;;;;1625.5;1120.5;505.0;500.7;394.3;36.8;28.0;10.4;;3.9;5.4;;;;13.8;;;;
831;West Netherland;2005 2nd Quarter;824.8;547.1;277.7;275.2;188.5;35.8;17.6;12.4;1.5;4.0;2.2;2.2;2.6;2.9;5.3;1.2;;;;4141.8;2758.9;1382.9;1372.8;1016.7;151.5;84.3;40.5;5.9;12.3;8.0;8.0;4.0;13.5;28.3;5.2;;;
832;West Netherland;2005 July;464.1;274.8;189.3;184.7;111.8;19.9;9.1;9.5;5.2;6.4;5.3;8.1;1.2;2.2;5.9;;;;2.6;3335.5;2140.8;1194.7;1169.5;859.1;105.0;45.3;31.6;23.8;23.6;22.3;21.2;3.1;10.3;24.1;;;;17.0
833;West Netherland;2005 August;560.9;333.1;227.7;225.3;135.2;18.2;13.8;9.6;1.7;24.3;10.7;1.4;3.4;2.2;4.9;;;;;4055.1;2656.1;1399.0;1388.9;994.5;87.1;78.2;27.5;7.4;94.7;52.8;5.3;4.1;17.0;20.4;;;;
834;West Netherland;2005 September;260.9;170.3;90.6;89.5;65.6;7.0;4.2;4.2;;2.1;1.7;1.1;;1.6;1.4;;;;;1441.3;887.5;553.8;548.5;450.0;27.5;21.4;13.6;;7.2;5.5;2.6;;8.4;8.8;;;;
835;West Netherland;2005 3rd Quarter;1285.9;778.2;507.6;499.4;312.6;45.1;27.1;23.3;7.5;32.7;17.7;10.6;4.7;6.0;12.2;1.7;1.4;1.9;3.3;8831.9;5684.4;3147.5;3106.8;2303.6;219.5;144.9;72.7;34.3;125.5;80.6;29.1;7.5;35.8;53.3;6.2;8.2;6.6;19.6
836;West Netherland;2005 October;228.3;138.7;89.7;88.9;73.6;8.4;2.2;1.4;;;;;;;;;;;;1320.2;749.0;571.2;568.0;496.0;37.3;12.7;5.5;;;;;;;;;;;
837;West Netherland;2005 November;107.1;72.3;34.8;34.4;13.6;17.2;;;;;;;;;1.0;;;;;432.8;274.2;158.6;156.9;74.2;66.1;;;;;;;;;5.6;;;;
838;West Netherland;2005 December;78.6;64.9;13.7;13.6;7.2;4.9;;;;;;;;;;;;;;371.5;297.1;74.4;73.6;45.2;20.7;;;;;;;;;;;;;
839;West Netherland;2005 4th Quarter;414.0;275.9;138.1;136.8;94.4;30.5;3.1;2.8;;1.3;;;;1.4;1.9;;;;;2124.5;1320.3;804.2;798.6;615.4;124.1;18.6;10.5;;4.4;;;;7.7;11.2;;;;
840;West Netherland;2005 Total;2790.6;1791.6;999.0;986.5;644.7;130.5;50.6;39.0;9.8;39.1;20.3;13.4;7.5;11.1;20.4;3.4;2.0;2.8;4.3;16270.4;10555.9;5714.5;5655.4;4211.4;565.0;260.9;125.8;44.3;145.2;90.6;39.5;12.3;62.3;98.1;14.1;11.0;10.1;23.8
841;West Netherland;2006 January;93.1;65.1;28.1;28.0;19.2;6.5;;;;;;;;;;;;;;440.0;300.6;139.5;138.4;101.3;27.1;;;;;;;;;;;;;
842;West Netherland;2006 February;88.2;71.0;17.3;17.2;11.5;3.8;;;;;;;;;;;;;;373.0;297.2;75.7;75.3;51.8;12.9;;;;;;;;;;;;;
843;West Netherland;2006 March;107.3;81.4;25.8;25.6;16.2;6.9;;;;;;;;;;;;;;476.7;348.6;128.1;127.0;88.5;27.3;;;;;;;;;;;;;
844;West Netherland;2006 1st Quarter;288.6;217.4;71.2;70.8;47.0;17.2;1.5;1.9;;1.2;;;;;;;;;;1289.7;946.4;343.3;340.7;241.6;67.3;8.3;8.4;;3.9;;;;;;;;;
845;West Netherland;2006 April;256.7;127.2;129.5;129.1;87.3;19.2;7.4;9.0;;1.4;;1.3;;1.1;1.2;;;;;1236.1;549.8;686.3;684.4;511.0;79.4;35.0;35.4;;3.6;;5.2;;4.2;5.7;;;;
846;West Netherland;2006 May;364.9;268.1;96.8;95.5;64.4;14.6;6.5;4.2;;1.3;;;;;1.3;;;;;1673.6;1221.5;452.1;445.8;327.4;51.7;30.1;12.5;;4.9;;;;;6.0;;;;
847;West Netherland;2006 June;422.3;272.0;150.3;148.5;111.6;14.6;7.3;4.4;1.0;2.6;2.0;1.2;;1.9;;;;;;2353.2;1504.8;848.4;842.5;706.9;59.2;26.6;12.2;4.1;7.2;5.5;4.3;;7.7;;;;;
848;West Netherland;2006 2nd Quarter;1044.0;667.3;376.6;373.1;263.4;48.5;21.2;17.6;2.4;5.3;2.5;3.5;1.6;3.7;3.6;1.8;;;;5262.9;3276.2;1986.7;1972.8;1545.3;190.3;91.7;60.1;10.0;15.8;7.0;13.5;5.4;15.7;18.0;8.0;;;
849;West Netherland;2006 July;506.7;281.4;225.3;222.5;148.6;20.4;7.4;14.9;7.8;4.4;2.6;5.2;3.2;2.7;5.4;1.4;;;;3394.0;1995.4;1398.6;1387.8;1073.2;94.4;32.7;57.8;36.8;12.3;8.5;23.4;13.3;10.8;24.6;6.1;;;
850;West Netherland;2006 August;501.0;297.6;203.4;200.8;101.0;18.5;10.3;18.1;5.6;22.6;10.6;2.7;3.1;4.5;3.7;1.2;;;;3611.4;2426.1;1185.3;1175.0;740.6;89.3;60.7;64.7;29.5;85.4;40.2;11.6;14.0;20.5;18.4;5.1;;;
851;West Netherland;2006 September;317.9;211.6;106.3;105.2;76.6;10.6;6.2;4.1;;2.0;1.9;;;1.4;1.4;;;;;1694.1;1072.5;621.6;617.6;489.9;43.6;30.4;15.6;;7.6;8.3;;;8.7;8.1;;;;
852;West Netherland;2006 3rd Quarter;1325.6;790.6;535.1;528.5;326.2;49.4;23.9;37.1;14.0;29.0;15.1;8.4;6.5;8.6;10.5;3.0;1.3;1.9;;8699.5;5494.0;3205.5;3180.3;2303.7;227.3;123.8;138.1;69.7;105.3;57.0;36.3;28.1;39.9;51.0;12.6;5.4;5.3;
853;West Netherland;2006 October;258.2;162.7;95.5;94.8;80.3;7.9;2.2;1.2;;;;;;;;;;;;1393.5;818.0;575.5;572.7;516.6;30.1;9.4;3.4;;;;;;;;;;;
854;West Netherland;2006 November;111.3;79.5;31.9;31.7;12.6;15.5;;1.8;;;;;;;;;;;;476.6;322.5;154.1;152.7;74.7;62.9;;7.4;;;;;;;;;;;
855;West Netherland;2006 December;87.7;72.1;15.6;15.5;8.7;4.7;;;;;;;;;;;;;;445.9;360.0;85.9;85.0;56.2;19.3;;;;;;;;;;;;;
856;West Netherland;2006 4th Quarter;457.2;314.3;142.9;141.9;101.6;28.1;3.5;3.6;;;;;;1.2;1.0;;;;;2316.0;1500.5;815.5;810.5;647.5;112.3;14.8;13.4;;;;;;6.0;5.7;;;;
857;West Netherland;2006 Total;3115.5;1989.7;1125.8;1114.3;738.1;143.2;50.0;60.1;17.2;36.4;18.5;12.6;8.2;14.1;15.7;5.4;2.2;3.2;;17568.1;11217.1;6351.0;6304.3;4738.2;597.3;238.6;220.0;84.2;127.9;67.5;52.8;34.1;65.1;78.6;24.4;9.7;9.7;
858;West Netherland;2007 January;101.0;67.6;33.4;33.1;20.9;6.5;1.1;1.8;;2.1;;;;;;;;;;449.3;284.7;164.6;162.8;117.1;25.1;4.3;5.7;;6.5;;;;;;;;;
859;West Netherland;2007 February;112.0;86.4;25.7;25.5;14.5;7.7;;1.4;;;;;;;;;;;;479.8;367.9;111.9;111.2;69.1;27.3;;4.8;;;;;;;;;;;
860;West Netherland;2007 March;117.8;85.3;32.5;32.2;21.8;4.4;1.3;2.2;;;;;;;;;;;;549.1;380.2;168.8;166.9;123.7;15.5;9.8;7.7;;;;;;;;;;;
861;West Netherland;2007 1st Quarter;330.8;239.3;91.6;90.8;57.2;18.5;3.4;5.4;;2.8;;;;;1.0;;;;;1478.2;1032.9;445.3;440.9;309.9;67.9;19.0;18.2;;9.1;;;;;6.7;;;;
862;West Netherland;2007 April;295.7;152.3;143.4;142.4;95.2;20.3;7.0;9.5;;2.4;1.3;1.2;;2.4;1.8;;;;;1319.3;605.7;713.6;709.8;533.3;77.6;33.4;27.0;;6.0;3.8;4.2;;12.0;7.3;;;;
863;West Netherland;2007 May;427.1;282.4;144.6;142.9;100.1;18.6;6.7;6.7;1.3;1.9;1.7;;;2.0;3.1;1.1;;;;2081.4;1426.5;654.8;646.3;482.4;70.0;29.2;19.7;6.5;6.5;7.9;;;7.9;12.6;5.4;;;
864;West Netherland;2007 June;367.6;233.7;133.9;132.0;99.4;9.1;6.6;4.3;1.1;2.5;1.9;;1.2;2.7;2.4;1.1;;;;2035.3;1257.4;777.9;771.6;646.0;44.4;28.5;11.3;4.9;6.2;6.0;;3.2;9.1;9.9;4.0;;;
865;West Netherland;2007 2nd Quarter;1090.3;668.4;421.9;417.3;294.7;48.1;20.3;20.6;3.4;6.8;4.9;2.3;1.8;7.1;7.3;2.8;;1.2;;5436.0;3289.6;2146.4;2127.7;1661.7;192.0;91.2;58.0;15.7;18.6;17.7;8.6;5.4;29.0;29.8;11.6;;4.2;
866;West Netherland;2007 July;500.0;273.7;226.3;222.9;140.6;18.4;14.2;12.6;5.2;6.3;8.1;4.7;2.2;4.2;6.4;1.8;;;;3477.2;2011.5;1465.7;1453.4;1121.2;92.1;63.6;37.5;23.8;18.8;34.6;19.3;7.0;16.3;19.3;6.1;;;
867;West Netherland;2007 August;574.1;365.0;209.1;206.2;109.5;24.5;13.7;16.6;2.5;17.3;9.3;1.6;;3.9;6.4;1.2;;;;4040.9;2867.3;1173.5;1162.3;747.9;112.8;78.9;57.1;13.6;57.3;39.2;6.3;;20.0;26.0;4.4;;;
868;West Netherland;2007 September;317.9;190.4;127.5;125.4;90.1;13.3;5.7;4.8;1.2;1.9;3.6;;;1.5;2.5;;;;;1699.1;966.0;733.2;726.3;587.5;48.5;28.4;15.1;5.0;7.0;14.4;;;7.7;10.0;;;;
869;West Netherland;2007 3rd Quarter;1392.0;829.1;562.9;554.5;340.3;56.2;33.6;33.9;8.9;25.5;20.9;6.7;3.5;9.6;15.2;3.9;1.4;2.6;;9217.2;5844.8;3372.5;3342.0;2456.5;253.4;171.0;109.7;42.4;83.1;88.2;27.1;11.3;44.1;55.3;13.7;6.3;8.0;
870;West Netherland;2007 October;270.1;182.6;87.5;86.5;68.6;8.8;3.0;1.3;;;;;;;1.1;;;;;1413.2;895.0;518.2;514.7;445.1;34.7;12.5;3.8;;;;;;;5.1;;;;
871;West Netherland;2007 November;130.3;86.8;43.5;43.1;18.3;16.1;1.6;3.3;;1.2;;;;1.2;;;;;;576.4;374.2;202.2;200.5;101.2;64.4;6.5;11.6;;3.1;;;;8.2;;;;;
872;West Netherland;2007 December;102.1;71.8;30.3;29.9;16.0;7.1;2.1;1.2;;;;;;1.2;;;;;;535.2;373.4;161.8;160.2;97.4;31.5;10.2;4.9;;;;;;7.6;;;;;
873;West Netherland;2007 4th Quarter;502.5;341.1;161.4;159.5;102.9;32.0;6.7;5.8;;2.9;1.8;;;3.2;2.4;;;;;2524.8;1642.6;882.2;875.5;643.7;130.6;29.2;20.3;;7.7;6.4;;;18.2;11.5;;;;
874;West Netherland;2007 Total;3315.7;2077.8;1237.8;1222.1;795.1;154.8;63.9;65.7;13.5;38.1;28.5;10.1;5.5;20.8;26.0;7.7;2.3;4.8;;18656.3;11809.9;6846.4;6786.1;5071.9;643.8;310.4;206.2;64.3;118.5;115.1;39.9;17.3;95.4;103.4;31.4;9.9;15.4;
875;West Netherland;2008 January;80.6;56.1;24.5;24.2;17.7;4.2;;;;;;;;;;;;;;429.9;288.1;141.8;140.4;106.9;23.2;;;;;;;;;;;;;
876;West Netherland;2008 February;116.2;90.9;25.4;25.2;13.4;7.8;;2.5;;;;;;;;;;;;523.4;401.5;122.0;121.0;70.8;32.1;;10.6;;;;;;;;;;;
877;West Netherland;2008 March;164.2;92.7;71.5;71.2;53.0;10.9;2.4;1.5;;;;;;;1.4;;;;;761.7;393.5;368.1;366.8;288.0;42.1;13.9;6.8;;;;;;;8.4;;;;
878;West Netherland;2008 1st Quarter;361.0;239.6;121.4;120.7;84.1;23.0;3.5;4.8;;1.1;;;;;1.7;;;;;1715.0;1083.1;631.9;628.2;465.8;97.4;19.3;20.8;;3.4;;;;;10.5;;;;
879;West Netherland;2008 April;196.4;129.5;66.8;66.0;34.6;13.5;5.3;8.1;;1.1;;;;;;;;;;874.8;544.1;330.7;326.0;196.8;56.0;24.4;30.2;;2.6;;;;;;;;;
880;West Netherland;2008 May;439.4;299.4;140.0;139.0;103.2;18.2;6.4;4.8;;1.3;;;;1.8;1.5;;;;;1978.2;1372.1;606.1;601.2;466.4;67.5;29.3;13.1;;3.5;;;;8.1;6.8;;;;
881;West Netherland;2008 June;318.3;220.5;97.7;96.7;70.4;11.9;4.1;2.3;;1.4;;;;2.0;1.8;;;;;1785.3;1214.1;571.2;566.6;462.5;51.0;17.0;6.6;;3.1;;;;10.6;7.9;;;;
882;West Netherland;2008 2ndQuarter;954.1;649.5;304.6;301.6;208.2;43.6;15.8;15.2;1.9;3.8;1.4;1.8;1.2;4.6;4.3;1.4;;;;4638.3;3130.4;1507.9;1493.8;1125.6;174.4;70.7;49.9;6.8;9.2;3.5;6.6;3.7;23.1;20.3;6.7;;;
883;West Netherland;2008 July;456.0;267.0;189.0;186.8;132.0;18.4;6.6;8.2;2.8;3.9;2.5;3.8;1.5;3.0;4.2;;;;;3081.1;1871.2;1209.9;1202.7;987.4;82.7;30.7;23.2;11.5;10.8;8.0;15.8;4.4;13.2;15.0;;;;
884;West Netherland;2008 August;534.7;346.0;188.7;186.2;109.8;25.7;11.7;11.1;1.6;11.1;5.4;1.2;;4.0;4.0;;;;;3608.8;2529.1;1079.7;1068.5;730.5;124.6;66.5;40.6;7.8;36.8;22.0;4.6;;20.0;13.4;;;;
885;West Netherland;2008 September;297.4;205.1;92.3;91.3;70.4;10.2;3.7;1.6;;;;;;1.3;;;;;;1413.7;889.1;524.5;521.2;439.5;39.9;14.9;5.4;;;;;;7.0;;;;;
886;West Netherland;2008 3rd Quarter;1288.0;818.1;470.0;464.3;312.1;54.3;21.9;21.0;5.0;15.8;8.7;5.2;2.9;8.3;9.1;1.9;1.5;1.7;;8103.6;5289.4;2814.1;2792.4;2157.4;247.2;112.2;69.2;21.7;50.6;32.4;21.3;8.6;40.1;31.9;7.1;6.6;4.7;
887;West Netherland;2008 October;262.5;163.5;99.0;98.3;79.1;13.0;2.3;1.2;;;;;;;;;;;;1337.1;762.5;574.6;571.6;490.4;54.8;10.7;4.0;;;;;;;;;;;
888;West Netherland;2008 November;124.2;95.4;28.8;28.8;12.2;13.1;;1.1;;;;;;;;;;;;513.1;381.5;131.6;131.2;69.4;46.4;;4.3;;;;;;;;;;;
889;West Netherland;2008 December;107.1;90.2;16.9;16.8;10.0;4.3;;;;;;;;;;;;;;504.7;412.7;92.0;91.3;60.8;19.3;;;;;;;;;;;;;
890;West Netherland;2008 4th Quarter;493.7;349.0;144.7;143.8;101.3;30.4;3.4;2.8;;;;;;1.2;1.6;;;;;2354.9;1556.7;798.2;794.2;620.6;120.6;16.6;10.4;;;;;;6.6;6.9;;;;
891;West Netherland;2008 Total;3096.8;2056.2;1040.6;1030.4;705.8;151.3;44.6;43.8;8.3;21.4;11.2;8.3;4.3;14.9;16.6;4.2;2.1;2.8;1.1;16811.8;11059.7;5752.1;5708.6;4369.4;639.6;218.7;150.2;34.8;65.7;40.1;33.4;13.3;73.6;69.6;18.2;9.9;9.0;6.4
892;West Netherland;2009 January;91.1;62.8;28.3;28.1;19.1;5.9;1.0;;;;;;;;;;;;;415.6;273.3;142.2;140.8;102.1;24.3;5.8;;;;;;;;;;;;
893;West Netherland;2009 February;124.8;98.0;26.8;26.7;12.1;8.3;;4.6;;;;;;;;;;;;514.4;408.6;105.7;105.1;53.8;29.6;;13.5;;;;;;;;;;;
894;West Netherland;2009 March;133.5;106.0;27.5;27.4;16.2;6.5;;2.5;;;;;;;;;;;;524.0;395.3;128.8;128.2;83.3;23.7;;10.5;;;;;;;;;;;
895;West Netherland;2009 1st Quarter;349.4;266.8;82.6;82.2;47.4;20.6;2.6;7.9;;1.1;;;;;;;;;;1454.0;1077.2;376.8;374.0;239.2;77.6;14.6;27.3;;3.4;;;;;;;;;
896;West Netherland;2009 April;284.6;151.2;133.4;133.0;84.7;21.1;6.2;8.9;;1.1;2.6;1.5;;2.3;3.6;;;;;1211.8;590.2;621.6;620.1;437.1;83.4;30.8;28.5;;2.0;3.8;8.2;;9.8;12.9;;;;
897;West Netherland;2009 May;414.5;302.7;111.8;111.3;73.9;18.1;6.0;4.6;;;;;;5.7;1.3;;;;;1834.4;1352.8;481.5;479.6;342.9;66.1;29.2;14.7;;;;;;15.5;5.3;;;;
898;West Netherland;2009 June;404.1;258.5;145.6;144.5;107.3;19.9;4.8;3.4;;1.6;;;1.5;1.9;2.1;;;;;1985.1;1235.6;749.5;744.9;589.0;86.7;18.6;8.8;;4.2;;;2.5;13.0;14.6;;;;
899;West Netherland;2009 2nd Quarter;1103.2;712.5;390.7;388.9;265.8;59.2;17.0;16.9;1.7;3.3;3.5;2.4;2.1;9.8;7.0;;;;;5031.2;3178.6;1852.6;1844.7;1369.0;236.1;78.6;52.0;7.4;7.9;6.9;11.8;4.0;38.3;32.8;;;;
900;West Netherland;2009 July;479.9;278.8;201.1;199.0;141.1;19.2;7.0;8.3;3.2;3.8;2.1;3.8;;3.6;6.1;;;;;3195.8;1904.7;1291.1;1282.6;1035.9;103.4;30.3;25.0;15.1;9.6;6.3;16.8;;16.2;21.7;;;;
901;West Netherland;2009 August;574.2;385.0;189.2;187.0;122.7;23.5;9.0;9.5;1.4;8.2;3.7;1.5;;3.1;3.8;;;;;3630.6;2565.0;1065.6;1056.6;795.4;113.2;47.0;28.6;6.2;20.6;11.3;6.1;;14.7;12.3;;;;
902;West Netherland;2009 September;311.5;224.4;87.0;86.2;65.7;10.6;3.0;1.8;;;;;;1.9;1.2;;;;;1523.1;1048.9;474.2;471.2;387.6;44.9;13.2;4.9;;;;;;9.0;4.3;;;;
903;West Netherland;2009 3rd Quarter;1365.6;888.2;477.3;472.2;329.5;53.4;19.0;19.5;5.0;12.6;6.5;5.4;1.6;8.6;11.1;1.8;1.5;1.3;;8349.5;5518.6;2830.9;2810.5;2218.9;261.4;90.5;58.5;23.3;32.2;19.9;23.5;4.0;39.9;38.3;7.6;6.7;3.5;
904;West Netherland;2009 October;274.8;168.6;106.2;105.7;87.5;9.8;2.3;2.6;;;;;;;1.1;;;;;1313.6;744.2;569.4;567.7;504.0;34.9;8.9;7.4;;;;;;;2.8;;;;
905;West Netherland;2009 November;138.4;101.0;37.4;37.1;13.4;20.6;;1.2;;;;;;;;;;;;545.7;383.6;162.1;161.4;70.6;77.2;;4.3;;;;;;;;;;;
906;West Netherland;2009 December;112.8;84.7;28.1;28.0;17.9;8.2;;;;;;;;;;;;;;482.2;374.7;107.6;106.9;66.7;32.3;;;;;;;;;;;;;
907;West Netherland;2009 4th Quarter;526.0;354.3;171.7;170.8;118.8;38.6;3.4;4.6;;;;;;1.3;1.5;;;;;2341.6;1502.5;839.0;836.0;641.3;144.4;14.6;14.9;;;;;;5.6;5.4;;;;
908;West Netherland;2009 Total;3344.1;2221.8;1122.4;1114.0;761.6;171.8;42.0;48.9;7.7;17.9;11.3;8.3;3.8;20.4;20.3;3.4;2.0;2.2;;17176.3;11277.0;5899.3;5865.1;4468.4;719.5;198.2;152.6;36.0;46.4;31.0;36.6;8.7;88.8;78.9;15.0;8.8;6.9;
909;West Netherland;2010 January;84.2;55.1;29.1;28.9;21.1;5.4;;;;;;;;;;;;;;386.2;246.4;139.8;138.8;101.5;26.6;;;;;;;;;;;;;
910;West Netherland;2010 February;109.5;83.8;25.7;25.6;12.4;8.1;;3.4;;;;;;;;;;;;467.8;349.8;117.9;117.6;63.1;31.8;;14.6;;;;;;;;;;;
911;West Netherland;2010 March;120.6;83.3;37.3;37.0;27.3;6.1;;1.5;;;;;;;;;;;;498.5;309.3;189.2;188.3;149.0;22.3;;6.4;;;;;;;;;;;
912;West Netherland;2010 1st Quarter;314.3;222.2;92.1;91.6;60.8;19.7;1.8;5.7;;;;;;1.0;1.0;;;;;1352.5;905.5;447.0;444.8;313.6;80.8;8.7;24.9;;;;;;4.9;5.7;;;;
913;West Netherland;2010 April;304.2;166.1;138.2;137.5;85.9;29.0;4.9;10.6;1.0;1.2;;;;2.0;1.4;;;;;1240.0;608.9;631.1;628.6;430.6;115.0;23.1;36.7;3.3;3.0;;;;8.0;4.4;;;;
914;West Netherland;2010 May;440.8;317.3;123.5;122.7;90.4;17.3;4.6;4.8;;1.2;;;;1.2;1.5;;;;;1953.8;1440.8;513.0;509.8;385.9;66.7;20.0;15.6;;3.9;;;;6.1;5.8;;;;
915;West Netherland;2010 June;347.7;224.5;123.2;122.0;94.1;9.4;6.2;4.5;;2.1;;;;1.3;1.9;;;;;1675.6;1050.4;625.2;621.4;514.5;45.8;24.4;12.4;;5.8;;;;4.9;6.1;;;;
