ID;Destination;Periods;ValueAtCurrentPrices_1;ValueAtPricesOf2021_2;VolumeChangesOnPreviousYear_3;PriceIndices_4
826;24 Manufacture of basic metals;2009;512.0;573.0;86.8;89.4
827;24 Manufacture of basic metals;2010;163.0;182.0;-68.2;89.4
828;24 Manufacture of basic metals;2011;178.0;198.0;8.6;89.9
829;24 Manufacture of basic metals;2012;225.0;247.0;24.7;91.2
830;24 Manufacture of basic metals;2013;214.0;235.0;-4.9;91.2
831;24 Manufacture of basic metals;2014;227.0;247.0;5.1;92.0
832;24 Manufacture of basic metals;2015;322.0;347.0;40.5;92.8
833;24 Manufacture of basic metals;2016;330.0;356.0;2.5;92.8
834;24 Manufacture of basic metals;2017;455.0;489.0;37.6;93.0
835;24 Manufacture of basic metals;2018;483.0;510.0;4.2;94.8
836;24 Manufacture of basic metals;2019;433.0;447.0;-12.2;96.8
837;24 Manufacture of basic metals;2020;368.0;376.0;-15.9;97.9
838;24 Manufacture of basic metals;2021;564.0;564.0;50.0;100.0
839;24 Manufacture of basic metals;2022;621.0;581.0;3.0;106.9
840;24 Manufacture of basic metals;2023;;;;
841;25 Manufacture of metal products;1995;453.0;542.0;;83.6
842;25 Manufacture of metal products;1996;495.0;600.0;10.8;82.5
843;25 Manufacture of metal products;1997;560.0;674.0;12.3;83.1
844;25 Manufacture of metal products;1998;663.0;805.0;19.5;82.3
845;25 Manufacture of metal products;1999;703.0;861.0;6.9;81.6
846;25 Manufacture of metal products;2000;712.0;864.0;0.3;82.4
847;25 Manufacture of metal products;2001;635.0;764.0;-11.5;83.1
848;25 Manufacture of metal products;2002;605.0;731.0;-4.4;82.8
849;25 Manufacture of metal products;2003;541.0;656.0;-10.2;82.5
850;25 Manufacture of metal products;2004;540.0;653.0;-0.4;82.7
851;25 Manufacture of metal products;2005;563.0;681.0;4.3;82.7
852;25 Manufacture of metal products;2006;676.0;807.0;18.5;83.8
853;25 Manufacture of metal products;2007;818.0;968.0;20.0;84.5
854;25 Manufacture of metal products;2008;903.0;1052.0;8.7;85.8
855;25 Manufacture of metal products;2009;672.0;774.0;-26.5;86.9
856;25 Manufacture of metal products;2010;638.0;728.0;-6.0;87.7
857;25 Manufacture of metal products;2011;649.0;741.0;1.9;87.5
858;25 Manufacture of metal products;2012;645.0;728.0;-1.8;88.6
859;25 Manufacture of metal products;2013;661.0;741.0;1.9;89.2
860;25 Manufacture of metal products;2014;717.0;797.0;7.6;89.9
861;25 Manufacture of metal products;2015;680.0;745.0;-6.6;91.3
862;25 Manufacture of metal products;2016;762.0;835.0;12.1;91.3
863;25 Manufacture of metal products;2017;781.0;849.0;1.7;92.0
864;25 Manufacture of metal products;2018;841.0;894.0;5.2;94.1
865;25 Manufacture of metal products;2019;943.0;978.0;9.4;96.5
866;25 Manufacture of metal products;2020;910.0;927.0;-5.2;98.2
867;25 Manufacture of metal products;2021;886.0;886.0;-4.4;100.0
868;25 Manufacture of metal products;2022;961.0;906.0;2.3;106.1
869;25 Manufacture of metal products;2023;;;;
870;26-27 Elektrical and electron. industry;1995;1049.0;1584.0;;66.2
871;26-27 Elektrical and electron. industry;1996;1419.0;2169.0;36.9;65.4
872;26-27 Elektrical and electron. industry;1997;1326.0;1998.0;-7.9;66.4
873;26-27 Elektrical and electron. industry;1998;1492.0;2249.0;12.6;66.3
874;26-27 Elektrical and electron. industry;1999;1539.0;2292.0;1.9;67.2
875;26-27 Elektrical and electron. industry;2000;1767.0;2540.0;10.9;69.6
876;26-27 Elektrical and electron. industry;2001;1865.0;2608.0;2.7;71.5
877;26-27 Elektrical and electron. industry;2002;1592.0;2166.0;-16.9;73.5
878;26-27 Elektrical and electron. industry;2003;1575.0;2113.0;-2.4;74.5
879;26-27 Elektrical and electron. industry;2004;1568.0;2074.0;-1.8;75.6
880;26-27 Elektrical and electron. industry;2005;1687.0;2206.0;6.4;76.5
881;26-27 Elektrical and electron. industry;2006;1868.0;2379.0;7.8;78.5
882;26-27 Elektrical and electron. industry;2007;1844.0;2300.0;-3.3;80.2
883;26-27 Elektrical and electron. industry;2008;1981.0;2405.0;4.6;82.4
884;26-27 Elektrical and electron. industry;2009;1866.0;2241.0;-6.8;83.3
885;26-27 Elektrical and electron. industry;2010;1749.0;2097.0;-6.4;83.4
886;26-27 Elektrical and electron. industry;2011;1881.0;2259.0;7.7;83.3
887;26-27 Elektrical and electron. industry;2012;2014.0;2410.0;6.7;83.6
888;26-27 Elektrical and electron. industry;2013;2076.0;2478.0;2.8;83.8
889;26-27 Elektrical and electron. industry;2014;2320.0;2754.0;11.1;84.2
890;26-27 Elektrical and electron. industry;2015;2076.0;2418.0;-12.2;85.9
891;26-27 Elektrical and electron. industry;2016;2315.0;2664.0;10.2;86.9
892;26-27 Elektrical and electron. industry;2017;2371.0;2694.0;1.1;88.0
893;26-27 Elektrical and electron. industry;2018;2292.0;2540.0;-5.7;90.2
894;26-27 Elektrical and electron. industry;2019;2342.0;2527.0;-0.5;92.7
895;26-27 Elektrical and electron. industry;2020;2411.0;2538.0;0.4;95.0
896;26-27 Elektrical and electron. industry;2021;2505.0;2505.0;-1.3;100.0
897;26-27 Elektrical and electron. industry;2022;2591.0;2450.0;-2.2;105.8
898;26-27 Elektrical and electron. industry;2023;;;;
899;26 Manufacture of electronic products;1995;519.0;823.0;;63.1
900;26 Manufacture of electronic products;1996;783.0;1248.0;51.6;62.8
901;26 Manufacture of electronic products;1997;674.0;1056.0;-15.3;63.8
902;26 Manufacture of electronic products;1998;799.0;1248.0;18.1;64.0
903;26 Manufacture of electronic products;1999;848.0;1302.0;4.4;65.1
904;26 Manufacture of electronic products;2000;1050.0;1568.0;20.4;67.0
905;26 Manufacture of electronic products;2001;1122.0;1617.0;3.1;69.4
906;26 Manufacture of electronic products;2002;939.0;1323.0;-18.2;71.0
907;26 Manufacture of electronic products;2003;916.0;1263.0;-4.6;72.5
908;26 Manufacture of electronic products;2004;931.0;1265.0;0.2;73.6
909;26 Manufacture of electronic products;2005;1034.0;1381.0;9.1;74.9
910;26 Manufacture of electronic products;2006;1108.0;1440.0;4.3;77.0
911;26 Manufacture of electronic products;2007;1096.0;1397.0;-3.0;78.5
912;26 Manufacture of electronic products;2008;1162.0;1444.0;3.4;80.5
913;26 Manufacture of electronic products;2009;1060.0;1296.0;-10.2;81.8
914;26 Manufacture of electronic products;2010;1006.0;1220.0;-5.8;82.4
915;26 Manufacture of electronic products;2011;1097.0;1325.0;8.5;82.8
916;26 Manufacture of electronic products;2012;1190.0;1433.0;8.2;83.0
917;26 Manufacture of electronic products;2013;1304.0;1567.0;9.3;83.2
918;26 Manufacture of electronic products;2014;1543.0;1844.0;17.7;83.7
919;26 Manufacture of electronic products;2015;1409.0;1653.0;-10.4;85.2
920;26 Manufacture of electronic products;2016;1594.0;1842.0;11.4;86.5
921;26 Manufacture of electronic products;2017;1615.0;1841.0;-0.1;87.7
922;26 Manufacture of electronic products;2018;1581.0;1757.0;-4.6;90.0
923;26 Manufacture of electronic products;2019;1602.0;1733.0;-1.3;92.4
924;26 Manufacture of electronic products;2020;1624.0;1713.0;-1.2;94.8
925;26 Manufacture of electronic products;2021;1737.0;1737.0;1.4;100.0
926;26 Manufacture of electronic products;2022;1876.0;1775.0;2.2;105.7
927;26 Manufacture of electronic products;2023;;;;
928;27 Manufacture of electric equipment;1995;530.0;747.0;;70.9
929;27 Manufacture of electric equipment;1996;636.0;915.0;22.5;69.5
930;27 Manufacture of electric equipment;1997;652.0;926.0;1.3;70.4
931;27 Manufacture of electric equipment;1998;693.0;990.0;6.9;70.0
932;27 Manufacture of electric equipment;1999;691.0;980.0;-1.0;70.5
933;27 Manufacture of electric equipment;2000;717.0;972.0;-0.9;73.8
934;27 Manufacture of electric equipment;2001;743.0;991.0;2.0;75.0
935;27 Manufacture of electric equipment;2002;653.0;841.0;-15.1;77.6
936;27 Manufacture of electric equipment;2003;659.0;847.0;0.6;77.8
937;27 Manufacture of electric equipment;2004;637.0;807.0;-4.7;79.0
938;27 Manufacture of electric equipment;2005;653.0;826.0;2.4;79.1
939;27 Manufacture of electric equipment;2006;760.0;937.0;13.5;81.1
940;27 Manufacture of electric equipment;2007;748.0;901.0;-3.8;83.0
941;27 Manufacture of electric equipment;2008;819.0;958.0;6.3;85.5
942;27 Manufacture of electric equipment;2009;806.0;939.0;-2.0;85.8
943;27 Manufacture of electric equipment;2010;743.0;872.0;-7.2;85.2
944;27 Manufacture of electric equipment;2011;784.0;929.0;6.6;84.4
945;27 Manufacture of electric equipment;2012;824.0;972.0;4.6;84.8
946;27 Manufacture of electric equipment;2013;772.0;908.0;-6.6;85.0
947;27 Manufacture of electric equipment;2014;777.0;908.0;0.0;85.6
948;27 Manufacture of electric equipment;2015;667.0;764.0;-15.8;87.3
949;27 Manufacture of electric equipment;2016;721.0;822.0;7.5;87.8
950;27 Manufacture of electric equipment;2017;756.0;852.0;3.7;88.7
951;27 Manufacture of electric equipment;2018;711.0;784.0;-8.1;90.7
952;27 Manufacture of electric equipment;2019;740.0;793.0;1.3;93.3
953;27 Manufacture of electric equipment;2020;787.0;825.0;3.9;95.4
954;27 Manufacture of electric equipment;2021;768.0;768.0;-6.9;100.0
955;27 Manufacture of electric equipment;2022;715.0;675.0;-12.1;105.9
956;27 Manufacture of electric equipment;2023;;;;
957;28 Manufacture of machinery n.e.c.;1995;778.0;1091.0;;71.3
958;28 Manufacture of machinery n.e.c.;1996;948.0;1325.0;21.5;71.5
959;28 Manufacture of machinery n.e.c.;1997;990.0;1363.0;2.8;72.6
960;28 Manufacture of machinery n.e.c.;1998;1138.0;1576.0;15.7;72.2
961;28 Manufacture of machinery n.e.c.;1999;1185.0;1629.0;3.3;72.7
962;28 Manufacture of machinery n.e.c.;2000;1260.0;1702.0;4.5;74.0
963;28 Manufacture of machinery n.e.c.;2001;1467.0;1961.0;15.2;74.8
964;28 Manufacture of machinery n.e.c.;2002;1235.0;1610.0;-17.9;76.7
965;28 Manufacture of machinery n.e.c.;2003;1203.0;1555.0;-3.4;77.4
966;28 Manufacture of machinery n.e.c.;2004;1198.0;1544.0;-0.7;77.6
967;28 Manufacture of machinery n.e.c.;2005;1168.0;1494.0;-3.3;78.2
968;28 Manufacture of machinery n.e.c.;2006;1438.0;1813.0;21.3;79.3
969;28 Manufacture of machinery n.e.c.;2007;1637.0;2036.0;12.3;80.4
970;28 Manufacture of machinery n.e.c.;2008;1550.0;1888.0;-7.3;82.1
971;28 Manufacture of machinery n.e.c.;2009;1558.0;1873.0;-0.8;83.2
972;28 Manufacture of machinery n.e.c.;2010;1749.0;2091.0;11.6;83.6
973;28 Manufacture of machinery n.e.c.;2011;2104.0;2500.0;19.6;84.2
974;28 Manufacture of machinery n.e.c.;2012;2073.0;2449.0;-2.0;84.7
975;28 Manufacture of machinery n.e.c.;2013;2048.0;2406.0;-1.7;85.1
976;28 Manufacture of machinery n.e.c.;2014;2086.0;2433.0;1.1;85.7
977;28 Manufacture of machinery n.e.c.;2015;2522.0;2900.0;19.2;87.0
978;28 Manufacture of machinery n.e.c.;2016;2789.0;3177.0;9.6;87.8
979;28 Manufacture of machinery n.e.c.;2017;2407.0;2714.0;-14.6;88.7
980;28 Manufacture of machinery n.e.c.;2018;2879.0;3170.0;16.8;90.8
981;28 Manufacture of machinery n.e.c.;2019;3295.0;3544.0;11.8;93.0
982;28 Manufacture of machinery n.e.c.;2020;3011.0;3155.0;-11.0;95.4
983;28 Manufacture of machinery n.e.c.;2021;3354.0;3354.0;6.3;100.0
984;28 Manufacture of machinery n.e.c.;2022;3987.0;3765.0;12.3;105.9
985;28 Manufacture of machinery n.e.c.;2023;;;;
986;29-30 Transport equipment;1995;1090.0;1476.0;;73.8
987;29-30 Transport equipment;1996;503.0;673.0;-54.4;74.7
988;29-30 Transport equipment;1997;451.0;602.0;-10.5;74.9
989;29-30 Transport equipment;1998;639.0;865.0;43.7;73.9
990;29-30 Transport equipment;1999;640.0;856.0;-1.1;74.8
991;29-30 Transport equipment;2000;477.0;622.0;-27.3;76.7
992;29-30 Transport equipment;2001;663.0;856.0;37.7;77.4
993;29-30 Transport equipment;2002;442.0;557.0;-35.0;79.4
994;29-30 Transport equipment;2003;516.0;652.0;17.2;79.1
995;29-30 Transport equipment;2004;563.0;704.0;7.9;79.9
996;29-30 Transport equipment;2005;586.0;718.0;2.0;81.6
997;29-30 Transport equipment;2006;559.0;675.0;-6.0;82.8
998;29-30 Transport equipment;2007;658.0;785.0;16.3;83.8
999;29-30 Transport equipment;2008;555.0;649.0;-17.3;85.5
1000;29-30 Transport equipment;2009;397.0;453.0;-30.3;87.7
1001;29-30 Transport equipment;2010;426.0;482.0;6.5;88.3
1002;29-30 Transport equipment;2011;504.0;568.0;17.8;88.7
1003;29-30 Transport equipment;2012;543.0;605.0;6.5;89.7
1004;29-30 Transport equipment;2013;678.0;756.0;24.9;89.7
1005;29-30 Transport equipment;2014;629.0;696.0;-8.0;90.4
1006;29-30 Transport equipment;2015;552.0;602.0;-13.5;91.7
1007;29-30 Transport equipment;2016;511.0;554.0;-8.0;92.3
1008;29-30 Transport equipment;2017;703.0;763.0;37.8;92.1
1009;29-30 Transport equipment;2018;611.0;651.0;-14.7;93.8
1010;29-30 Transport equipment;2019;701.0;733.0;12.6;95.6
1011;29-30 Transport equipment;2020;584.0;600.0;-18.1;97.3
1012;29-30 Transport equipment;2021;808.0;808.0;34.6;100.0
1013;29-30 Transport equipment;2022;748.0;713.0;-11.8;104.9
1014;29-30 Transport equipment;2023;;;;
1015;29 Manufacture of cars and trailers;1995;900.0;1285.0;;70.0
1016;29 Manufacture of cars and trailers;1996;385.0;543.0;-57.8;71.0
1017;29 Manufacture of cars and trailers;1997;313.0;438.0;-19.2;71.4
1018;29 Manufacture of cars and trailers;1998;452.0;637.0;45.4;70.9
1019;29 Manufacture of cars and trailers;1999;427.0;599.0;-6.0;71.3
1020;29 Manufacture of cars and trailers;2000;283.0;387.0;-35.4;73.1
1021;29 Manufacture of cars and trailers;2001;356.0;480.0;24.0;74.1
1022;29 Manufacture of cars and trailers;2002;244.0;322.0;-32.9;75.7
1023;29 Manufacture of cars and trailers;2003;296.0;388.0;20.5;76.2
1024;29 Manufacture of cars and trailers;2004;341.0;442.0;13.9;77.1
1025;29 Manufacture of cars and trailers;2005;379.0;482.0;9.1;78.6
1026;29 Manufacture of cars and trailers;2006;347.0;435.0;-9.8;79.7
1027;29 Manufacture of cars and trailers;2007;428.0;529.0;21.6;80.8
1028;29 Manufacture of cars and trailers;2008;364.0;439.0;-17.1;82.9
1029;29 Manufacture of cars and trailers;2009;237.0;279.0;-36.5;85.0
1030;29 Manufacture of cars and trailers;2010;245.0;285.0;2.1;86.1
1031;29 Manufacture of cars and trailers;2011;295.0;340.0;19.6;86.7
1032;29 Manufacture of cars and trailers;2012;331.0;375.0;10.2;88.3
1033;29 Manufacture of cars and trailers;2013;448.0;507.0;35.3;88.3
1034;29 Manufacture of cars and trailers;2014;408.0;459.0;-9.6;88.9
1035;29 Manufacture of cars and trailers;2015;369.0;407.0;-11.3;90.7
1036;29 Manufacture of cars and trailers;2016;340.0;373.0;-8.4;91.2
1037;29 Manufacture of cars and trailers;2017;493.0;541.0;45.0;91.2
1038;29 Manufacture of cars and trailers;2018;430.0;462.0;-14.6;93.1
1039;29 Manufacture of cars and trailers;2019;386.0;406.0;-12.1;95.1
1040;29 Manufacture of cars and trailers;2020;398.0;409.0;0.8;97.3
1041;29 Manufacture of cars and trailers;2021;595.0;595.0;45.5;100.0
1042;29 Manufacture of cars and trailers;2022;562.0;530.0;-10.9;106.0
1043;29 Manufacture of cars and trailers;2023;;;;
1044;30 Manufacture of other transport;1995;190.0;234.0;;81.1
1045;30 Manufacture of other transport;1996;118.0;144.0;-38.4;81.8
1046;30 Manufacture of other transport;1997;138.0;170.0;17.8;81.2
1047;30 Manufacture of other transport;1998;187.0;238.0;39.9;78.7
1048;30 Manufacture of other transport;1999;213.0;263.0;10.7;81.0
1049;30 Manufacture of other transport;2000;194.0;233.0;-11.3;83.1
1050;30 Manufacture of other transport;2001;307.0;368.0;57.7;83.4
1051;30 Manufacture of other transport;2002;198.0;230.0;-37.5;86.0
1052;30 Manufacture of other transport;2003;220.0;261.0;13.1;84.4
1053;30 Manufacture of other transport;2004;222.0;261.0;0.0;85.2
1054;30 Manufacture of other transport;2005;207.0;237.0;-9.0;87.3
1055;30 Manufacture of other transport;2006;212.0;239.0;1.0;88.6
1056;30 Manufacture of other transport;2007;230.0;257.0;7.5;89.4
1057;30 Manufacture of other transport;2008;191.0;212.0;-17.8;90.3
1058;30 Manufacture of other transport;2009;160.0;173.0;-18.3;92.6
1059;30 Manufacture of other transport;2010;181.0;195.0;13.1;92.6
1060;30 Manufacture of other transport;2011;209.0;226.0;15.5;92.6
1061;30 Manufacture of other transport;2012;212.0;229.0;1.4;92.6
1062;30 Manufacture of other transport;2013;230.0;248.0;8.5;92.6
1063;30 Manufacture of other transport;2014;221.0;236.0;-4.8;93.5
1064;30 Manufacture of other transport;2015;183.0;195.0;-17.6;94.0
1065;30 Manufacture of other transport;2016;171.0;181.0;-7.1;94.5
1066;30 Manufacture of other transport;2017;210.0;223.0;23.4;94.1
1067;30 Manufacture of other transport;2018;181.0;190.0;-14.8;95.1
1068;30 Manufacture of other transport;2019;315.0;326.0;71.3;96.7
1069;30 Manufacture of other transport;2020;186.0;191.0;-41.3;97.2
1070;30 Manufacture of other transport;2021;213.0;213.0;11.3;100.0
1071;30 Manufacture of other transport;2022;186.0;183.0;-14.1;101.6
1072;30 Manufacture of other transport;2023;;;;
1073;31-33 Other manufacturing and repair;1995;561.0;624.0;;89.9
1074;31-33 Other manufacturing and repair;1996;507.0;573.0;-8.2;88.5
1075;31-33 Other manufacturing and repair;1997;508.0;574.0;0.2;88.5
1076;31-33 Other manufacturing and repair;1998;564.0;658.0;14.6;85.8
1077;31-33 Other manufacturing and repair;1999;627.0;736.0;11.9;85.2
1078;31-33 Other manufacturing and repair;2000;578.0;668.0;-9.3;86.6
1079;31-33 Other manufacturing and repair;2001;608.0;693.0;3.8;87.7
1080;31-33 Other manufacturing and repair;2002;525.0;603.0;-13.0;87.0
1081;31-33 Other manufacturing and repair;2003;517.0;592.0;-1.9;87.4
1082;31-33 Other manufacturing and repair;2004;500.0;577.0;-2.5;86.7
1083;31-33 Other manufacturing and repair;2005;447.0;516.0;-10.6;86.7
1084;31-33 Other manufacturing and repair;2006;595.0;682.0;32.2;87.3
1085;31-33 Other manufacturing and repair;2007;653.0;741.0;8.7;88.1
1086;31-33 Other manufacturing and repair;2008;789.0;883.0;19.1;89.3
1087;31-33 Other manufacturing and repair;2009;800.0;885.0;0.3;90.4
1088;31-33 Other manufacturing and repair;2010;780.0;862.0;-2.6;90.5
1089;31-33 Other manufacturing and repair;2011;711.0;785.0;-9.0;90.6
1090;31-33 Other manufacturing and repair;2012;721.0;790.0;0.7;91.2
1091;31-33 Other manufacturing and repair;2013;771.0;848.0;7.4;90.9
1092;31-33 Other manufacturing and repair;2014;777.0;851.0;0.3;91.3
1093;31-33 Other manufacturing and repair;2015;653.0;712.0;-16.3;91.8
1094;31-33 Other manufacturing and repair;2016;737.0;804.0;13.0;91.6
1095;31-33 Other manufacturing and repair;2017;772.0;838.0;4.2;92.1
1096;31-33 Other manufacturing and repair;2018;776.0;826.0;-1.4;93.9
1097;31-33 Other manufacturing and repair;2019;755.0;781.0;-5.4;96.6
1098;31-33 Other manufacturing and repair;2020;641.0;651.0;-16.7;98.5
1099;31-33 Other manufacturing and repair;2021;652.0;652.0;0.2;100.0
1100;31-33 Other manufacturing and repair;2022;761.0;731.0;12.1;104.1
1101;31-33 Other manufacturing and repair;2023;;;;
1102;31-32 Man. of furniture and other prods.;1995;257.0;311.0;;82.6
1103;31-32 Man. of furniture and other prods.;1996;314.0;383.0;23.0;82.1
1104;31-32 Man. of furniture and other prods.;1997;306.0;369.0;-3.5;82.9
1105;31-32 Man. of furniture and other prods.;1998;346.0;423.0;14.7;81.7
1106;31-32 Man. of furniture and other prods.;1999;406.0;499.0;17.9;81.3
1107;31-32 Man. of furniture and other prods.;2000;374.0;450.0;-9.9;83.1
1108;31-32 Man. of furniture and other prods.;2001;388.0;460.0;2.1;84.4
1109;31-32 Man. of furniture and other prods.;2002;369.0;442.0;-3.9;83.5
1110;31-32 Man. of furniture and other prods.;2003;363.0;426.0;-3.5;85.1
1111;31-32 Man. of furniture and other prods.;2004;349.0;406.0;-4.7;85.9
1112;31-32 Man. of furniture and other prods.;2005;286.0;332.0;-18.3;86.2
1113;31-32 Man. of furniture and other prods.;2006;394.0;453.0;36.4;87.1
1114;31-32 Man. of furniture and other prods.;2007;387.0;440.0;-2.8;88.0
1115;31-32 Man. of furniture and other prods.;2008;535.0;599.0;36.2;89.3
1116;31-32 Man. of furniture and other prods.;2009;433.0;477.0;-20.4;90.8
1117;31-32 Man. of furniture and other prods.;2010;352.0;392.0;-17.8;89.8
1118;31-32 Man. of furniture and other prods.;2011;387.0;429.0;9.4;90.2
1119;31-32 Man. of furniture and other prods.;2012;347.0;384.0;-10.6;90.5
1120;31-32 Man. of furniture and other prods.;2013;359.0;396.0;3.2;90.7
1121;31-32 Man. of furniture and other prods.;2014;351.0;382.0;-3.3;91.8
1122;31-32 Man. of furniture and other prods.;2015;266.0;292.0;-23.6;91.1
1123;31-32 Man. of furniture and other prods.;2016;306.0;337.0;15.4;90.8
1124;31-32 Man. of furniture and other prods.;2017;303.0;332.0;-1.6;91.4
1125;31-32 Man. of furniture and other prods.;2018;295.0;314.0;-5.3;93.9
1126;31-32 Man. of furniture and other prods.;2019;390.0;403.0;28.5;96.7
1127;31-32 Man. of furniture and other prods.;2020;383.0;388.0;-3.8;98.7
1128;31-32 Man. of furniture and other prods.;2021;396.0;396.0;2.1;100.0
1129;31-32 Man. of furniture and other prods.;2022;451.0;431.0;8.8;104.6
1130;31-32 Man. of furniture and other prods.;2023;;;;
1131;31 Manufacture of furniture;1995;;;;
1132;31 Manufacture of furniture;1996;;;;
1133;31 Manufacture of furniture;1997;;;;
1134;31 Manufacture of furniture;1998;;;;
1135;31 Manufacture of furniture;1999;;;;
1136;31 Manufacture of furniture;2000;;;;
1137;31 Manufacture of furniture;2001;;;;
1138;31 Manufacture of furniture;2002;;;;
1139;31 Manufacture of furniture;2003;;;;
1140;31 Manufacture of furniture;2004;;;;
1141;31 Manufacture of furniture;2005;;;;
1142;31 Manufacture of furniture;2006;;;;
1143;31 Manufacture of furniture;2007;;;;
1144;31 Manufacture of furniture;2008;;;;
1145;31 Manufacture of furniture;2009;;;;
1146;31 Manufacture of furniture;2010;;;;
1147;31 Manufacture of furniture;2011;;;;
1148;31 Manufacture of furniture;2012;;;;
1149;31 Manufacture of furniture;2013;;;;
1150;31 Manufacture of furniture;2014;;;;
1151;31 Manufacture of furniture;2015;113.0;125.0;;90.6
1152;31 Manufacture of furniture;2016;132.0;146.0;16.8;90.6
1153;31 Manufacture of furniture;2017;127.0;140.0;-3.8;90.6
1154;31 Manufacture of furniture;2018;136.0;145.0;3.1;94.0
1155;31 Manufacture of furniture;2019;191.0;196.0;35.3;97.6
1156;31 Manufacture of furniture;2020;172.0;173.0;-11.5;99.4
1157;31 Manufacture of furniture;2021;155.0;155.0;-10.5;100.0
1158;31 Manufacture of furniture;2022;198.0;190.0;22.6;104.2
1159;31 Manufacture of furniture;2023;;;;
1160;32 Manufacture of other products;1995;;;;
1161;32 Manufacture of other products;1996;;;;
1162;32 Manufacture of other products;1997;;;;
1163;32 Manufacture of other products;1998;;;;
1164;32 Manufacture of other products;1999;;;;
1165;32 Manufacture of other products;2000;;;;
1166;32 Manufacture of other products;2001;;;;
1167;32 Manufacture of other products;2002;;;;
1168;32 Manufacture of other products;2003;;;;
1169;32 Manufacture of other products;2004;;;;
1170;32 Manufacture of other products;2005;;;;
1171;32 Manufacture of other products;2006;;;;
1172;32 Manufacture of other products;2007;;;;
1173;32 Manufacture of other products;2008;;;;
1174;32 Manufacture of other products;2009;;;;
1175;32 Manufacture of other products;2010;;;;
1176;32 Manufacture of other products;2011;;;;
1177;32 Manufacture of other products;2012;;;;
1178;32 Manufacture of other products;2013;;;;
1179;32 Manufacture of other products;2014;;;;
1180;32 Manufacture of other products;2015;153.0;167.0;;91.8
1181;32 Manufacture of other products;2016;174.0;191.0;14.4;91.3
1182;32 Manufacture of other products;2017;176.0;191.0;0.0;92.3
1183;32 Manufacture of other products;2018;159.0;169.0;-11.4;94.1
1184;32 Manufacture of other products;2019;199.0;207.0;22.6;96.0
1185;32 Manufacture of other products;2020;211.0;215.0;3.5;98.3
1186;32 Manufacture of other products;2021;241.0;241.0;12.3;100.0
1187;32 Manufacture of other products;2022;253.0;241.0;0.0;105.0
1188;32 Manufacture of other products;2023;;;;
1189;33 Repair and installation of machinery;1995;304.0;289.0;;105.3
1190;33 Repair and installation of machinery;1996;193.0;189.0;-34.5;102.2
1191;33 Repair and installation of machinery;1997;202.0;201.0;6.2;100.7
1192;33 Repair and installation of machinery;1998;218.0;229.0;14.4;95.0
1193;33 Repair and installation of machinery;1999;221.0;235.0;2.3;94.1
1194;33 Repair and installation of machinery;2000;204.0;216.0;-8.1;94.6
1195;33 Repair and installation of machinery;2001;220.0;230.0;6.9;95.5
1196;33 Repair and installation of machinery;2002;156.0;163.0;-29.1;95.5
1197;33 Repair and installation of machinery;2003;154.0;167.0;1.9;92.5
1198;33 Repair and installation of machinery;2004;151.0;171.0;2.6;88.4
1199;33 Repair and installation of machinery;2005;161.0;183.0;7.3;87.8
1200;33 Repair and installation of machinery;2006;201.0;229.0;24.8;87.8
1201;33 Repair and installation of machinery;2007;266.0;301.0;31.3;88.5
1202;33 Repair and installation of machinery;2008;254.0;284.0;-5.6;89.6
1203;33 Repair and installation of machinery;2009;367.0;408.0;43.7;90.0
1204;33 Repair and installation of machinery;2010;428.0;470.0;15.3;91.1
1205;33 Repair and installation of machinery;2011;324.0;357.0;-24.1;90.8
1206;33 Repair and installation of machinery;2012;374.0;407.0;14.2;91.8
1207;33 Repair and installation of machinery;2013;412.0;453.0;11.2;90.9
1208;33 Repair and installation of machinery;2014;426.0;468.0;3.4;90.9
1209;33 Repair and installation of machinery;2015;387.0;420.0;-10.3;92.1
1210;33 Repair and installation of machinery;2016;431.0;468.0;11.4;92.1
1211;33 Repair and installation of machinery;2017;469.0;507.0;8.4;92.5
1212;33 Repair and installation of machinery;2018;481.0;512.0;1.1;93.9
1213;33 Repair and installation of machinery;2019;365.0;378.0;-26.2;96.5
1214;33 Repair and installation of machinery;2020;258.0;263.0;-30.4;98.0
1215;33 Repair and installation of machinery;2021;256.0;256.0;-2.7;100.0
1216;33 Repair and installation of machinery;2022;310.0;300.0;17.2;103.3
1217;33 Repair and installation of machinery;2023;;;;
1218;D Electricity and gas supply;1995;2031.0;2969.0;;68.4
1219;D Electricity and gas supply;1996;2135.0;3071.0;3.4;69.5
1220;D Electricity and gas supply;1997;1804.0;2575.0;-16.2;70.1
1221;D Electricity and gas supply;1998;1652.0;2355.0;-8.5;70.2
1222;D Electricity and gas supply;1999;1638.0;2312.0;-1.8;70.8
1223;D Electricity and gas supply;2000;1829.0;2532.0;9.5;72.2
1224;D Electricity and gas supply;2001;1500.0;2010.0;-20.6;74.6
1225;D Electricity and gas supply;2002;1540.0;2018.0;0.4;76.3
1226;D Electricity and gas supply;2003;1773.0;2308.0;14.4;76.8
1227;D Electricity and gas supply;2004;2098.0;2718.0;17.8;77.2
1228;D Electricity and gas supply;2005;2192.0;2833.0;4.2;77.4
1229;D Electricity and gas supply;2006;2633.0;3348.0;18.2;78.6
1230;D Electricity and gas supply;2007;3405.0;4232.0;26.4;80.5
