ID;Destination;Periods;ValueAtCurrentPrices_1;ValueAtPricesOf2021_2;VolumeChangesOnPreviousYear_3;PriceIndices_4
447;13-15 Man. of textile-, leatherproducts;2007;122.0;138.0;26.0;88.3
448;13-15 Man. of textile-, leatherproducts;2008;150.0;168.0;21.3;89.5
449;13-15 Man. of textile-, leatherproducts;2009;73.0;79.0;-52.7;92.1
450;13-15 Man. of textile-, leatherproducts;2010;77.0;81.0;2.7;94.5
451;13-15 Man. of textile-, leatherproducts;2011;78.0;84.0;2.6;93.3
452;13-15 Man. of textile-, leatherproducts;2012;78.0;83.0;-1.3;94.5
453;13-15 Man. of textile-, leatherproducts;2013;90.0;94.0;14.1;95.6
454;13-15 Man. of textile-, leatherproducts;2014;107.0;111.0;17.8;96.5
455;13-15 Man. of textile-, leatherproducts;2015;110.0;113.0;1.9;97.4
456;13-15 Man. of textile-, leatherproducts;2016;103.0;108.0;-4.5;95.5
457;13-15 Man. of textile-, leatherproducts;2017;120.0;126.0;16.5;95.5
458;13-15 Man. of textile-, leatherproducts;2018;135.0;140.0;11.7;96.2
459;13-15 Man. of textile-, leatherproducts;2019;175.0;178.0;26.7;98.5
460;13-15 Man. of textile-, leatherproducts;2020;131.0;132.0;-25.7;99.2
461;13-15 Man. of textile-, leatherproducts;2021;133.0;133.0;0.8;100.0
462;13-15 Man. of textile-, leatherproducts;2022;178.0;167.0;25.6;106.6
463;13-15 Man. of textile-, leatherproducts;2023;;;;
464;16-18 Man. wood en paperprod., printing;1995;908.0;991.0;;91.7
465;16-18 Man. wood en paperprod., printing;1996;947.0;1058.0;6.8;89.5
466;16-18 Man. wood en paperprod., printing;1997;1013.0;1119.0;5.7;90.6
467;16-18 Man. wood en paperprod., printing;1998;1186.0;1313.0;17.4;90.3
468;16-18 Man. wood en paperprod., printing;1999;1011.0;1135.0;-13.6;89.1
469;16-18 Man. wood en paperprod., printing;2000;953.0;1051.0;-7.4;90.7
470;16-18 Man. wood en paperprod., printing;2001;924.0;1011.0;-3.8;91.4
471;16-18 Man. wood en paperprod., printing;2002;887.0;977.0;-3.4;90.8
472;16-18 Man. wood en paperprod., printing;2003;616.0;698.0;-28.5;88.2
473;16-18 Man. wood en paperprod., printing;2004;753.0;849.0;21.6;88.7
474;16-18 Man. wood en paperprod., printing;2005;830.0;937.0;10.4;88.6
475;16-18 Man. wood en paperprod., printing;2006;655.0;742.0;-20.8;88.3
476;16-18 Man. wood en paperprod., printing;2007;710.0;800.0;7.8;88.8
477;16-18 Man. wood en paperprod., printing;2008;687.0;759.0;-5.1;90.5
478;16-18 Man. wood en paperprod., printing;2009;499.0;548.0;-27.8;91.1
479;16-18 Man. wood en paperprod., printing;2010;388.0;425.0;-22.4;91.3
480;16-18 Man. wood en paperprod., printing;2011;460.0;503.0;18.3;91.5
481;16-18 Man. wood en paperprod., printing;2012;421.0;459.0;-8.7;91.7
482;16-18 Man. wood en paperprod., printing;2013;432.0;467.0;1.7;92.6
483;16-18 Man. wood en paperprod., printing;2014;414.0;447.0;-4.2;92.6
484;16-18 Man. wood en paperprod., printing;2015;394.0;422.0;-5.6;93.3
485;16-18 Man. wood en paperprod., printing;2016;599.0;640.0;51.5;93.6
486;16-18 Man. wood en paperprod., printing;2017;620.0;665.0;3.8;93.3
487;16-18 Man. wood en paperprod., printing;2018;515.0;539.0;-18.9;95.5
488;16-18 Man. wood en paperprod., printing;2019;590.0;605.0;12.2;97.5
489;16-18 Man. wood en paperprod., printing;2020;578.0;583.0;-3.7;99.2
490;16-18 Man. wood en paperprod., printing;2021;643.0;643.0;10.4;100.0
491;16-18 Man. wood en paperprod., printing;2022;639.0;605.0;-5.9;105.6
492;16-18 Man. wood en paperprod., printing;2023;;;;
493;16 Manufacture of wood products;1995;78.0;86.0;;90.6
494;16 Manufacture of wood products;1996;89.0;99.0;15.4;89.6
495;16 Manufacture of wood products;1997;97.0;108.0;9.0;89.6
496;16 Manufacture of wood products;1998;119.0;133.0;22.7;89.6
497;16 Manufacture of wood products;1999;124.0;142.0;6.7;87.5
498;16 Manufacture of wood products;2000;91.0;104.0;-26.6;87.5
499;16 Manufacture of wood products;2001;119.0;136.0;30.8;87.5
500;16 Manufacture of wood products;2002;92.0;106.0;-21.8;86.6
501;16 Manufacture of wood products;2003;76.0;88.0;-17.4;86.6
502;16 Manufacture of wood products;2004;78.0;90.0;2.6;86.6
503;16 Manufacture of wood products;2005;105.0;121.0;34.6;86.6
504;16 Manufacture of wood products;2006;94.0;110.0;-9.5;85.7
505;16 Manufacture of wood products;2007;159.0;184.0;68.1;86.2
506;16 Manufacture of wood products;2008;119.0;137.0;-25.8;86.9
507;16 Manufacture of wood products;2009;85.0;95.0;-30.3;89.0
508;16 Manufacture of wood products;2010;70.0;74.0;-22.4;94.4
509;16 Manufacture of wood products;2011;85.0;90.0;21.4;94.4
510;16 Manufacture of wood products;2012;71.0;76.0;-15.3;93.1
511;16 Manufacture of wood products;2013;72.0;77.0;1.4;93.1
512;16 Manufacture of wood products;2014;69.0;74.0;-4.2;93.1
513;16 Manufacture of wood products;2015;69.0;74.0;0.0;93.1
514;16 Manufacture of wood products;2016;105.0;113.0;52.2;93.1
515;16 Manufacture of wood products;2017;180.0;193.0;71.4;93.1
516;16 Manufacture of wood products;2018;134.0;140.0;-27.8;96.0
517;16 Manufacture of wood products;2019;168.0;172.0;23.1;97.7
518;16 Manufacture of wood products;2020;168.0;169.0;-1.8;99.5
519;16 Manufacture of wood products;2021;203.0;203.0;20.2;100.0
520;16 Manufacture of wood products;2022;210.0;199.0;-2.0;105.5
521;16 Manufacture of wood products;2023;;;;
522;17 Manufacture of paper ;1995;350.0;384.0;;91.2
523;17 Manufacture of paper ;1996;415.0;466.0;21.4;89.1
524;17 Manufacture of paper ;1997;420.0;465.0;-0.2;90.4
525;17 Manufacture of paper ;1998;489.0;546.0;17.6;89.5
526;17 Manufacture of paper ;1999;431.0;490.0;-10.4;88.0
527;17 Manufacture of paper ;2000;427.0;479.0;-2.1;89.1
528;17 Manufacture of paper ;2001;424.0;471.0;-1.6;89.9
529;17 Manufacture of paper ;2002;448.0;498.0;5.7;89.9
530;17 Manufacture of paper ;2003;266.0;300.0;-39.7;88.6
531;17 Manufacture of paper ;2004;391.0;440.0;46.6;88.8
532;17 Manufacture of paper ;2005;425.0;478.0;8.7;88.8
533;17 Manufacture of paper ;2006;284.0;319.0;-33.4;89.1
534;17 Manufacture of paper ;2007;251.0;282.0;-11.6;89.1
535;17 Manufacture of paper ;2008;213.0;234.0;-16.7;90.9
536;17 Manufacture of paper ;2009;189.0;207.0;-11.7;91.3
537;17 Manufacture of paper ;2010;158.0;173.0;-16.4;91.3
538;17 Manufacture of paper ;2011;176.0;194.0;12.0;90.8
539;17 Manufacture of paper ;2012;181.0;198.0;2.3;91.3
540;17 Manufacture of paper ;2013;199.0;216.0;8.8;92.3
541;17 Manufacture of paper ;2014;168.0;182.0;-15.6;92.3
542;17 Manufacture of paper ;2015;190.0;205.0;12.5;92.7
543;17 Manufacture of paper ;2016;354.0;377.0;84.2;93.8
544;17 Manufacture of paper ;2017;298.0;319.0;-15.5;93.5
545;17 Manufacture of paper ;2018;225.0;236.0;-25.8;95.2
546;17 Manufacture of paper ;2019;283.0;290.0;22.7;97.6
547;17 Manufacture of paper ;2020;291.0;294.0;1.4;99.0
548;17 Manufacture of paper ;2021;287.0;287.0;-2.4;100.0
549;17 Manufacture of paper ;2022;290.0;273.0;-4.9;106.2
550;17 Manufacture of paper ;2023;;;;
551;18 Printing and reproduction;1995;480.0;510.0;;94.1
552;18 Printing and reproduction;1996;443.0;484.0;-5.2;91.6
553;18 Printing and reproduction;1997;496.0;535.0;10.6;92.7
554;18 Printing and reproduction;1998;578.0;621.0;16.1;93.0
555;18 Printing and reproduction;1999;456.0;494.0;-20.4;92.2
556;18 Printing and reproduction;2000;435.0;459.0;-7.2;94.8
557;18 Printing and reproduction;2001;381.0;399.0;-13.1;95.6
558;18 Printing and reproduction;2002;347.0;368.0;-7.6;94.2
559;18 Printing and reproduction;2003;274.0;306.0;-17.0;89.7
560;18 Printing and reproduction;2004;284.0;313.0;2.6;90.6
561;18 Printing and reproduction;2005;300.0;332.0;6.0;90.3
562;18 Printing and reproduction;2006;277.0;309.0;-7.0;89.7
563;18 Printing and reproduction;2007;300.0;331.0;7.2;90.6
564;18 Printing and reproduction;2008;355.0;383.0;15.7;92.7
565;18 Printing and reproduction;2009;225.0;243.0;-36.6;92.7
566;18 Printing and reproduction;2010;160.0;176.0;-27.6;91.0
567;18 Printing and reproduction;2011;199.0;217.0;23.1;91.9
568;18 Printing and reproduction;2012;169.0;183.0;-15.6;92.4
569;18 Printing and reproduction;2013;161.0;172.0;-5.9;93.6
570;18 Printing and reproduction;2014;177.0;189.0;9.9;93.6
571;18 Printing and reproduction;2015;135.0;142.0;-24.9;95.0
572;18 Printing and reproduction;2016;140.0;149.0;5.2;93.7
573;18 Printing and reproduction;2017;142.0;153.0;2.1;93.0
574;18 Printing and reproduction;2018;156.0;163.0;7.0;95.4
575;18 Printing and reproduction;2019;139.0;144.0;-12.2;96.8
576;18 Printing and reproduction;2020;119.0;120.0;-16.5;99.3
577;18 Printing and reproduction;2021;153.0;153.0;27.7;100.0
578;18 Printing and reproduction;2022;139.0;133.0;-13.1;104.5
579;18 Printing and reproduction;2023;;;;
580;19 Manufacture of coke and petroleum ;1995;406.0;533.0;;76.1
581;19 Manufacture of coke and petroleum ;1996;366.0;481.0;-9.9;76.1
582;19 Manufacture of coke and petroleum ;1997;417.0;536.0;11.5;77.8
583;19 Manufacture of coke and petroleum ;1998;400.0;512.0;-4.6;78.2
584;19 Manufacture of coke and petroleum ;1999;342.0;434.0;-15.3;78.9
585;19 Manufacture of coke and petroleum ;2000;349.0;437.0;0.9;79.8
586;19 Manufacture of coke and petroleum ;2001;348.0;432.0;-1.1;80.5
587;19 Manufacture of coke and petroleum ;2002;307.0;375.0;-13.2;81.8
588;19 Manufacture of coke and petroleum ;2003;306.0;372.0;-1.0;82.3
589;19 Manufacture of coke and petroleum ;2004;315.0;383.0;2.9;82.3
590;19 Manufacture of coke and petroleum ;2005;342.0;409.0;7.0;83.6
591;19 Manufacture of coke and petroleum ;2006;419.0;493.0;20.5;85.0
592;19 Manufacture of coke and petroleum ;2007;354.0;412.0;-16.5;86.0
593;19 Manufacture of coke and petroleum ;2008;523.0;598.0;45.2;87.5
594;19 Manufacture of coke and petroleum ;2009;441.0;506.0;-15.3;87.1
595;19 Manufacture of coke and petroleum ;2010;431.0;497.0;-1.8;86.7
596;19 Manufacture of coke and petroleum ;2011;544.0;622.0;25.1;87.5
597;19 Manufacture of coke and petroleum ;2012;727.0;806.0;29.6;90.2
598;19 Manufacture of coke and petroleum ;2013;469.0;512.0;-36.5;91.6
599;19 Manufacture of coke and petroleum ;2014;731.0;791.0;54.4;92.5
600;19 Manufacture of coke and petroleum ;2015;650.0;697.0;-11.9;93.3
601;19 Manufacture of coke and petroleum ;2016;782.0;837.0;20.2;93.4
602;19 Manufacture of coke and petroleum ;2017;735.0;786.0;-6.1;93.6
603;19 Manufacture of coke and petroleum ;2018;1068.0;1121.0;42.7;95.3
604;19 Manufacture of coke and petroleum ;2019;856.0;880.0;-21.5;97.3
605;19 Manufacture of coke and petroleum ;2020;710.0;720.0;-18.1;98.6
606;19 Manufacture of coke and petroleum ;2021;207.0;207.0;-71.3;100.0
607;19 Manufacture of coke and petroleum ;2022;914.0;837.0;304.3;109.2
608;19 Manufacture of coke and petroleum ;2023;;;;
609;20-21 Chemistry and pharmaceuticals;1995;1902.0;2945.0;;64.6
610;20-21 Chemistry and pharmaceuticals;1996;2069.0;3139.0;6.6;65.9
611;20-21 Chemistry and pharmaceuticals;1997;2252.0;3365.0;7.2;66.9
612;20-21 Chemistry and pharmaceuticals;1998;2220.0;3271.0;-2.8;67.9
613;20-21 Chemistry and pharmaceuticals;1999;2396.0;3517.0;7.5;68.1
614;20-21 Chemistry and pharmaceuticals;2000;2228.0;3179.0;-9.6;70.1
615;20-21 Chemistry and pharmaceuticals;2001;1896.0;2645.0;-16.8;71.7
616;20-21 Chemistry and pharmaceuticals;2002;2597.0;3529.0;33.4;73.6
617;20-21 Chemistry and pharmaceuticals;2003;2639.0;3557.0;0.8;74.2
618;20-21 Chemistry and pharmaceuticals;2004;2076.0;2771.0;-22.1;74.9
619;20-21 Chemistry and pharmaceuticals;2005;2060.0;2701.0;-2.6;76.3
620;20-21 Chemistry and pharmaceuticals;2006;2485.0;3180.0;17.8;78.1
621;20-21 Chemistry and pharmaceuticals;2007;2169.0;2709.0;-14.8;80.1
622;20-21 Chemistry and pharmaceuticals;2008;2590.0;3147.0;16.1;82.3
623;20-21 Chemistry and pharmaceuticals;2009;2429.0;2867.0;-8.9;84.7
624;20-21 Chemistry and pharmaceuticals;2010;2060.0;2402.0;-16.2;85.8
625;20-21 Chemistry and pharmaceuticals;2011;2692.0;3106.0;29.3;86.7
626;20-21 Chemistry and pharmaceuticals;2012;2697.0;3053.0;-1.7;88.3
627;20-21 Chemistry and pharmaceuticals;2013;1855.0;2100.0;-31.2;88.3
628;20-21 Chemistry and pharmaceuticals;2014;1707.0;1926.0;-8.3;88.6
629;20-21 Chemistry and pharmaceuticals;2015;2793.0;3094.0;60.7;90.3
630;20-21 Chemistry and pharmaceuticals;2016;3366.0;3712.0;19.9;90.7
631;20-21 Chemistry and pharmaceuticals;2017;3471.0;3784.0;2.0;91.7
632;20-21 Chemistry and pharmaceuticals;2018;4085.0;4357.0;15.1;93.8
633;20-21 Chemistry and pharmaceuticals;2019;3902.0;4071.0;-6.6;95.9
634;20-21 Chemistry and pharmaceuticals;2020;3515.0;3604.0;-11.5;97.5
635;20-21 Chemistry and pharmaceuticals;2021;2605.0;2605.0;-27.7;100.0
636;20-21 Chemistry and pharmaceuticals;2022;3265.0;3054.0;17.2;106.9
637;20-21 Chemistry and pharmaceuticals;2023;;;;
638;20 Manufacture of chemicals;1995;1355.0;2099.0;;64.6
639;20 Manufacture of chemicals;1996;1514.0;2294.0;9.3;66.0
640;20 Manufacture of chemicals;1997;1686.0;2514.0;9.6;67.1
641;20 Manufacture of chemicals;1998;1614.0;2368.0;-5.8;68.2
642;20 Manufacture of chemicals;1999;1675.0;2454.0;3.7;68.3
643;20 Manufacture of chemicals;2000;1540.0;2195.0;-10.6;70.2
644;20 Manufacture of chemicals;2001;1239.0;1727.0;-21.3;71.7
645;20 Manufacture of chemicals;2002;1909.0;2597.0;50.4;73.5
646;20 Manufacture of chemicals;2003;1947.0;2642.0;1.7;73.7
647;20 Manufacture of chemicals;2004;1426.0;1913.0;-27.6;74.5
648;20 Manufacture of chemicals;2005;1398.0;1842.0;-3.7;75.9
649;20 Manufacture of chemicals;2006;1763.0;2273.0;23.4;77.6
650;20 Manufacture of chemicals;2007;1500.0;1883.0;-17.2;79.7
651;20 Manufacture of chemicals;2008;1855.0;2265.0;20.3;81.9
652;20 Manufacture of chemicals;2009;1599.0;1899.0;-16.2;84.2
653;20 Manufacture of chemicals;2010;1255.0;1464.0;-22.9;85.7
654;20 Manufacture of chemicals;2011;1926.0;2225.0;52.0;86.6
655;20 Manufacture of chemicals;2012;1988.0;2246.0;0.9;88.5
656;20 Manufacture of chemicals;2013;1557.0;1757.0;-21.8;88.6
657;20 Manufacture of chemicals;2014;1352.0;1519.0;-13.6;89.0
658;20 Manufacture of chemicals;2015;2443.0;2699.0;77.7;90.5
659;20 Manufacture of chemicals;2016;2889.0;3180.0;17.8;90.9
660;20 Manufacture of chemicals;2017;3036.0;3301.0;3.8;92.0
661;20 Manufacture of chemicals;2018;3245.0;3442.0;4.3;94.3
662;20 Manufacture of chemicals;2019;3091.0;3210.0;-6.7;96.3
663;20 Manufacture of chemicals;2020;2612.0;2669.0;-16.9;97.9
664;20 Manufacture of chemicals;2021;1689.0;1689.0;-36.7;100.0
665;20 Manufacture of chemicals;2022;2297.0;2139.0;26.6;107.4
666;20 Manufacture of chemicals;2023;;;;
667;21 Manufacture of pharmaceuticals;1995;547.0;849.0;;64.5
668;21 Manufacture of pharmaceuticals;1996;555.0;847.0;-0.2;65.5
669;21 Manufacture of pharmaceuticals;1997;566.0;853.0;0.7;66.3
670;21 Manufacture of pharmaceuticals;1998;606.0;906.0;6.2;66.9
671;21 Manufacture of pharmaceuticals;1999;721.0;1067.0;17.8;67.5
672;21 Manufacture of pharmaceuticals;2000;688.0;989.0;-7.4;69.6
673;21 Manufacture of pharmaceuticals;2001;657.0;923.0;-6.7;71.2
674;21 Manufacture of pharmaceuticals;2002;688.0;935.0;1.4;73.5
675;21 Manufacture of pharmaceuticals;2003;692.0;919.0;-1.7;75.3
676;21 Manufacture of pharmaceuticals;2004;650.0;858.0;-6.6;75.8
677;21 Manufacture of pharmaceuticals;2005;662.0;858.0;0.0;77.2
678;21 Manufacture of pharmaceuticals;2006;722.0;909.0;5.9;79.5
679;21 Manufacture of pharmaceuticals;2007;669.0;827.0;-9.0;80.9
680;21 Manufacture of pharmaceuticals;2008;735.0;882.0;6.7;83.3
681;21 Manufacture of pharmaceuticals;2009;830.0;966.0;9.5;85.9
682;21 Manufacture of pharmaceuticals;2010;805.0;934.0;-3.4;86.2
683;21 Manufacture of pharmaceuticals;2011;766.0;878.0;-6.0;87.2
684;21 Manufacture of pharmaceuticals;2012;709.0;805.0;-8.4;88.1
685;21 Manufacture of pharmaceuticals;2013;298.0;341.0;-57.7;87.5
686;21 Manufacture of pharmaceuticals;2014;355.0;406.0;19.1;87.5
687;21 Manufacture of pharmaceuticals;2015;350.0;389.0;-4.2;90.1
688;21 Manufacture of pharmaceuticals;2016;477.0;524.0;34.9;91.0
689;21 Manufacture of pharmaceuticals;2017;435.0;476.0;-9.2;91.5
690;21 Manufacture of pharmaceuticals;2018;840.0;907.0;90.8;92.6
691;21 Manufacture of pharmaceuticals;2019;811.0;855.0;-5.8;94.9
692;21 Manufacture of pharmaceuticals;2020;903.0;931.0;9.0;96.9
693;21 Manufacture of pharmaceuticals;2021;916.0;916.0;-1.7;100.0
694;21 Manufacture of pharmaceuticals;2022;968.0;915.0;-0.1;105.8
695;21 Manufacture of pharmaceuticals;2023;;;;
696;22-23 Man. plastics and constructionprod;1995;561.0;661.0;;84.8
697;22-23 Man. plastics and constructionprod;1996;611.0;738.0;11.6;82.8
698;22-23 Man. plastics and constructionprod;1997;578.0;693.0;-6.1;83.4
699;22-23 Man. plastics and constructionprod;1998;657.0;792.0;14.2;83.0
700;22-23 Man. plastics and constructionprod;1999;676.0;816.0;3.0;82.9
701;22-23 Man. plastics and constructionprod;2000;659.0;783.0;-4.0;84.1
702;22-23 Man. plastics and constructionprod;2001;705.0;821.0;4.9;85.8
703;22-23 Man. plastics and constructionprod;2002;676.0;779.0;-5.1;86.7
704;22-23 Man. plastics and constructionprod;2003;595.0;688.0;-11.7;86.5
705;22-23 Man. plastics and constructionprod;2004;586.0;673.0;-2.2;87.0
706;22-23 Man. plastics and constructionprod;2005;613.0;702.0;4.3;87.3
707;22-23 Man. plastics and constructionprod;2006;659.0;748.0;6.5;88.1
708;22-23 Man. plastics and constructionprod;2007;785.0;883.0;18.1;88.9
709;22-23 Man. plastics and constructionprod;2008;761.0;838.0;-5.1;90.8
710;22-23 Man. plastics and constructionprod;2009;640.0;697.0;-16.8;91.8
711;22-23 Man. plastics and constructionprod;2010;565.0;603.0;-13.4;93.7
712;22-23 Man. plastics and constructionprod;2011;685.0;718.0;19.1;95.3
713;22-23 Man. plastics and constructionprod;2012;566.0;593.0;-17.5;95.5
714;22-23 Man. plastics and constructionprod;2013;622.0;650.0;9.7;95.7
715;22-23 Man. plastics and constructionprod;2014;595.0;623.0;-4.2;95.5
716;22-23 Man. plastics and constructionprod;2015;534.0;561.0;-9.9;95.1
717;22-23 Man. plastics and constructionprod;2016;602.0;632.0;12.5;95.3
718;22-23 Man. plastics and constructionprod;2017;679.0;716.0;13.3;94.9
719;22-23 Man. plastics and constructionprod;2018;723.0;755.0;5.4;95.8
720;22-23 Man. plastics and constructionprod;2019;832.0;853.0;13.0;97.6
721;22-23 Man. plastics and constructionprod;2020;861.0;871.0;2.2;98.8
722;22-23 Man. plastics and constructionprod;2021;856.0;856.0;-1.7;100.0
723;22-23 Man. plastics and constructionprod;2022;799.0;751.0;-12.3;106.4
724;22-23 Man. plastics and constructionprod;2023;;;;
725;22 Manufacture rubber, plastic products;1995;324.0;392.0;;82.7
726;22 Manufacture rubber, plastic products;1996;387.0;487.0;24.4;79.4
727;22 Manufacture rubber, plastic products;1997;335.0;418.0;-14.2;80.1
728;22 Manufacture rubber, plastic products;1998;385.0;479.0;14.6;80.3
729;22 Manufacture rubber, plastic products;1999;405.0;502.0;4.7;80.7
730;22 Manufacture rubber, plastic products;2000;388.0;473.0;-5.7;82.0
731;22 Manufacture rubber, plastic products;2001;399.0;478.0;1.0;83.5
732;22 Manufacture rubber, plastic products;2002;379.0;452.0;-5.5;83.9
733;22 Manufacture rubber, plastic products;2003;374.0;446.0;-1.3;83.9
734;22 Manufacture rubber, plastic products;2004;374.0;439.0;-1.6;85.3
735;22 Manufacture rubber, plastic products;2005;402.0;469.0;7.0;85.7
736;22 Manufacture rubber, plastic products;2006;363.0;421.0;-10.2;86.2
737;22 Manufacture rubber, plastic products;2007;468.0;537.0;27.5;87.1
738;22 Manufacture rubber, plastic products;2008;379.0;424.0;-21.2;89.5
739;22 Manufacture rubber, plastic products;2009;344.0;377.0;-11.1;91.3
740;22 Manufacture rubber, plastic products;2010;300.0;321.0;-14.8;93.5
741;22 Manufacture rubber, plastic products;2011;414.0;434.0;35.3;95.3
742;22 Manufacture rubber, plastic products;2012;358.0;374.0;-13.8;95.6
743;22 Manufacture rubber, plastic products;2013;382.0;397.0;6.1;96.1
744;22 Manufacture rubber, plastic products;2014;371.0;385.0;-3.1;96.4
745;22 Manufacture rubber, plastic products;2015;317.0;334.0;-13.2;94.9
746;22 Manufacture rubber, plastic products;2016;392.0;411.0;23.0;95.4
