ID;BurgerlijkeStaat;Geslacht;GrootteklasseNagelatenVermogen;Perioden;NagelatenVermogenAantal_1;NagelatenVermogenTotaalBedrag_2;NagelatenVermogenGemiddeldBedrag_3;NagelatenVermogenMediaanBedrag_4
1142;Partnerschap;Mannen;5 000 tot 10 000 euro;2006;10;;;
1143;Partnerschap;Mannen;5 000 tot 10 000 euro;2007;10;;;
1144;Partnerschap;Mannen;5 000 tot 10 000 euro;2008;10;;;
1145;Partnerschap;Mannen;5 000 tot 10 000 euro;2009;10;;;
1146;Partnerschap;Mannen;5 000 tot 10 000 euro;2010;10;;;
1147;Partnerschap;Mannen;5 000 tot 10 000 euro;2011;20;;;
1148;Partnerschap;Mannen;10 000 tot 25 000 euro;2005;20;;;
1149;Partnerschap;Mannen;10 000 tot 25 000 euro;2006;10;;;
1150;Partnerschap;Mannen;10 000 tot 25 000 euro;2007;20;;;
1151;Partnerschap;Mannen;10 000 tot 25 000 euro;2008;20;;;
1152;Partnerschap;Mannen;10 000 tot 25 000 euro;2009;40;;;
1153;Partnerschap;Mannen;10 000 tot 25 000 euro;2010;20;;;
1154;Partnerschap;Mannen;10 000 tot 25 000 euro;2011;30;;;
1155;Partnerschap;Mannen;25 000 tot 50 000 euro;2005;10;;;
1156;Partnerschap;Mannen;25 000 tot 50 000 euro;2006;10;;;
1157;Partnerschap;Mannen;25 000 tot 50 000 euro;2007;20;;;
1158;Partnerschap;Mannen;25 000 tot 50 000 euro;2008;10;;;
1159;Partnerschap;Mannen;25 000 tot 50 000 euro;2009;20;;;
1160;Partnerschap;Mannen;25 000 tot 50 000 euro;2010;20;;;
1161;Partnerschap;Mannen;25 000 tot 50 000 euro;2011;10;;;
1162;Partnerschap;Mannen;50 000 tot 100 000 euro;2005;20;;;
1163;Partnerschap;Mannen;50 000 tot 100 000 euro;2006;20;;;
1164;Partnerschap;Mannen;50 000 tot 100 000 euro;2007;20;;;
1165;Partnerschap;Mannen;50 000 tot 100 000 euro;2008;30;;;
1166;Partnerschap;Mannen;50 000 tot 100 000 euro;2009;30;;;
1167;Partnerschap;Mannen;50 000 tot 100 000 euro;2010;20;;;
1168;Partnerschap;Mannen;50 000 tot 100 000 euro;2011;30;;;
1169;Partnerschap;Mannen;100 000 tot 200 000 euro;2005;10;;;
1170;Partnerschap;Mannen;100 000 tot 200 000 euro;2006;10;;;
1171;Partnerschap;Mannen;100 000 tot 200 000 euro;2007;30;;;
1172;Partnerschap;Mannen;100 000 tot 200 000 euro;2008;30;;;
1173;Partnerschap;Mannen;100 000 tot 200 000 euro;2009;20;;;
1174;Partnerschap;Mannen;100 000 tot 200 000 euro;2010;40;;;
1175;Partnerschap;Mannen;100 000 tot 200 000 euro;2011;50;;;
1176;Partnerschap;Mannen;200 000 tot 500 000 euro;2005;30;;;
1177;Partnerschap;Mannen;200 000 tot 500 000 euro;2006;20;;;
1178;Partnerschap;Mannen;200 000 tot 500 000 euro;2007;20;;;
1179;Partnerschap;Mannen;200 000 tot 500 000 euro;2008;40;;;
1180;Partnerschap;Mannen;200 000 tot 500 000 euro;2009;30;;;
1181;Partnerschap;Mannen;200 000 tot 500 000 euro;2010;40;;;
1182;Partnerschap;Mannen;200 000 tot 500 000 euro;2011;30;;;
1183;Partnerschap;Mannen;500 000 euro en meer;2005;10;;;
1184;Partnerschap;Mannen;500 000 euro en meer;2006;10;;;
1185;Partnerschap;Mannen;500 000 euro en meer;2007;10;;;
1186;Partnerschap;Mannen;500 000 euro en meer;2008;10;;;
1187;Partnerschap;Mannen;500 000 euro en meer;2009;20;;;
1188;Partnerschap;Mannen;500 000 euro en meer;2010;20;;;
1189;Partnerschap;Mannen;500 000 euro en meer;2011;10;;;
1190;Partnerschap;Vrouwen;Totaal;2005;50;10.0;191.0;59.0
1191;Partnerschap;Vrouwen;Totaal;2006;70;14.0;210.0;89.0
1192;Partnerschap;Vrouwen;Totaal;2007;70;13.0;203.0;62.0
1193;Partnerschap;Vrouwen;Totaal;2008;90;16.0;186.0;118.0
1194;Partnerschap;Vrouwen;Totaal;2009;90;11.0;125.0;44.0
1195;Partnerschap;Vrouwen;Totaal;2010;100;12.0;116.0;22.0
1196;Partnerschap;Vrouwen;Totaal;2011;110;16.0;148.0;30.0
1197;Partnerschap;Vrouwen;Negatief of nul euro;2005;0;;;
1198;Partnerschap;Vrouwen;Negatief of nul euro;2006;0;;;
1199;Partnerschap;Vrouwen;Negatief of nul euro;2007;0;;;
1200;Partnerschap;Vrouwen;Negatief of nul euro;2008;0;;;
1201;Partnerschap;Vrouwen;Negatief of nul euro;2009;0;;;
1202;Partnerschap;Vrouwen;Negatief of nul euro;2010;0;;;
1203;Partnerschap;Vrouwen;Negatief of nul euro;2011;0;;;
1204;Partnerschap;Vrouwen;> 0 tot 5 000 euro;2005;10;;;
1205;Partnerschap;Vrouwen;> 0 tot 5 000 euro;2006;20;;;
1206;Partnerschap;Vrouwen;> 0 tot 5 000 euro;2007;20;;;
1207;Partnerschap;Vrouwen;> 0 tot 5 000 euro;2008;10;;;
1208;Partnerschap;Vrouwen;> 0 tot 5 000 euro;2009;10;;;
1209;Partnerschap;Vrouwen;> 0 tot 5 000 euro;2010;30;;;
1210;Partnerschap;Vrouwen;> 0 tot 5 000 euro;2011;30;;;
1211;Partnerschap;Vrouwen;5 000 tot 10 000 euro;2005;0;;;
1212;Partnerschap;Vrouwen;5 000 tot 10 000 euro;2006;0;;;
1213;Partnerschap;Vrouwen;5 000 tot 10 000 euro;2007;0;;;
1214;Partnerschap;Vrouwen;5 000 tot 10 000 euro;2008;0;;;
1215;Partnerschap;Vrouwen;5 000 tot 10 000 euro;2009;10;;;
1216;Partnerschap;Vrouwen;5 000 tot 10 000 euro;2010;10;;;
1217;Partnerschap;Vrouwen;5 000 tot 10 000 euro;2011;10;;;
1218;Partnerschap;Vrouwen;10 000 tot 25 000 euro;2005;10;;;
1219;Partnerschap;Vrouwen;10 000 tot 25 000 euro;2006;10;;;
1220;Partnerschap;Vrouwen;10 000 tot 25 000 euro;2007;10;;;
1221;Partnerschap;Vrouwen;10 000 tot 25 000 euro;2008;10;;;
1222;Partnerschap;Vrouwen;10 000 tot 25 000 euro;2009;10;;;
1223;Partnerschap;Vrouwen;10 000 tot 25 000 euro;2010;10;;;
1224;Partnerschap;Vrouwen;10 000 tot 25 000 euro;2011;10;;;
1225;Partnerschap;Vrouwen;25 000 tot 50 000 euro;2005;0;;;
1226;Partnerschap;Vrouwen;25 000 tot 50 000 euro;2006;10;;;
1227;Partnerschap;Vrouwen;25 000 tot 50 000 euro;2007;0;;;
1228;Partnerschap;Vrouwen;25 000 tot 50 000 euro;2008;10;;;
1229;Partnerschap;Vrouwen;25 000 tot 50 000 euro;2009;10;;;
1230;Partnerschap;Vrouwen;25 000 tot 50 000 euro;2010;10;;;
1231;Partnerschap;Vrouwen;25 000 tot 50 000 euro;2011;10;;;
1232;Partnerschap;Vrouwen;50 000 tot 100 000 euro;2005;10;;;
1233;Partnerschap;Vrouwen;50 000 tot 100 000 euro;2006;10;;;
1234;Partnerschap;Vrouwen;50 000 tot 100 000 euro;2007;10;;;
1235;Partnerschap;Vrouwen;50 000 tot 100 000 euro;2008;10;;;
1236;Partnerschap;Vrouwen;50 000 tot 100 000 euro;2009;10;;;
1237;Partnerschap;Vrouwen;50 000 tot 100 000 euro;2010;10;;;
1238;Partnerschap;Vrouwen;50 000 tot 100 000 euro;2011;10;;;
1239;Partnerschap;Vrouwen;100 000 tot 200 000 euro;2005;0;;;
1240;Partnerschap;Vrouwen;100 000 tot 200 000 euro;2006;10;;;
1241;Partnerschap;Vrouwen;100 000 tot 200 000 euro;2007;10;;;
1242;Partnerschap;Vrouwen;100 000 tot 200 000 euro;2008;20;;;
1243;Partnerschap;Vrouwen;100 000 tot 200 000 euro;2009;20;;;
1244;Partnerschap;Vrouwen;100 000 tot 200 000 euro;2010;10;;;
1245;Partnerschap;Vrouwen;100 000 tot 200 000 euro;2011;20;;;
1246;Partnerschap;Vrouwen;200 000 tot 500 000 euro;2005;10;;;
1247;Partnerschap;Vrouwen;200 000 tot 500 000 euro;2006;10;;;
1248;Partnerschap;Vrouwen;200 000 tot 500 000 euro;2007;10;;;
1249;Partnerschap;Vrouwen;200 000 tot 500 000 euro;2008;20;;;
1250;Partnerschap;Vrouwen;200 000 tot 500 000 euro;2009;10;;;
1251;Partnerschap;Vrouwen;200 000 tot 500 000 euro;2010;10;;;
1252;Partnerschap;Vrouwen;200 000 tot 500 000 euro;2011;10;;;
1253;Partnerschap;Vrouwen;500 000 euro en meer;2005;0;;;
1254;Partnerschap;Vrouwen;500 000 euro en meer;2006;10;;;
1255;Partnerschap;Vrouwen;500 000 euro en meer;2007;10;;;
1256;Partnerschap;Vrouwen;500 000 euro en meer;2008;10;;;
1257;Partnerschap;Vrouwen;500 000 euro en meer;2009;0;;;
1258;Partnerschap;Vrouwen;500 000 euro en meer;2010;10;;;
1259;Partnerschap;Vrouwen;500 000 euro en meer;2011;10;;;
